,Concept_ID,ab,az
719,später::ADV,уажəшьҭаншəа,sonra
720,jetzt::ADV,уажәы,indi
721,heute::ADV,иахьа,bugün
722,morgen::ADV,уаҵәы,sabah
723,bald::ADV,иласны,yaxında
724,bald::ADV,иласны,tezliklə
725,dann::ADV,нас,onda
726,gestern::ADV,иацы,dünən
727,einst::ADV,зны,əvvəllər
728,damals::ADV,усҟан,o vaxt
729,danach::ADV,нас,sonra
730,vorher::ADV,уаанӡа,qabaqcadan
731,zuerst::ADV,азнаказы,əvvəl
732,zuerst::ADV,аҧхьа,əvvəl
733,einmal::ADV,зны,bir dəfə
734,manchmal::ADV,зны-зынла,hərdənbir
735,oft::ADV,лассы-лассы,tez-tez
736,oft::ADV,лассы-лассы,çox vaxt
737,immer::ADV,енагь,daimi
738,immer::ADV,енагь,həmişə
739,immer::ADV,еснагь,daimi
740,immer::ADV,еснагь,həmişə
741,niemals::ADV,ианакəызаалак,əsla
742,niemals::ADV,ианакəызаалак,heç bir zaman
743,hier::ADV,ара,bura
744,hier::ADV,ара,burada
745,hier::ADV,абра,bura
746,hier::ADV,абра,burada
747,hier::ADV,араҟа,bura
748,hier::ADV,араҟа,burada
749,hierhin::ADV,ара,buraya
750,hierhin::ADV,араҟа,buraya
751,von hier::ADV,арантә,buradan
752,dort::ADV,уа,ora
753,dort::ADV,уа,orada
754,dorthin::ADV,уахь,oraya
755,dorthin::ADV,анахь,oraya
756,geradeaus::ADV,ишиашоу,düz
757,vorwärts::ADV,ҕхьаҟа,irəli
758,rückwärts::ADV,шьҭахьла,geri
759,zurück::ADV,шьҭахьҟа,geriyə
760,unten::ADV,лбаа,aşağıda
761,hinab::ADV,алада,aşağı
762,oben::ADV,хыхь,yuxarıda
763,hinauf::ADV,аҩада,yuxarı
764,überall::ADV,зегьынцьара,hər yerdə
765,nicht::ADV,-м,-ma-
766,ein wenig::ADV,ҕыҭк,bir az
767,kaum::ADV,аарлаҳәа,güclə
768,kaum::ADV,афергьҳәа,güclə
769,sehr::ADV,даара,çox
770,so::ADV,ас,belə
771,so::ADV,абас,belə
772,noch::ADV,макьана,hələ
773,nur::ADV,заҵәык,yalnız
774,schon::ADV,уажәшьҭа,artıq
775,schon::ADV,аиҳа ипоу,artıq
776,wieder::ADV,ҿыц,yenə
777,wieder::ADV,дырҩегь,yenə
778,wieder::ADV,дырҩегьых,yenə
779,vergebens::ADV,баша,boş yerə
780,vor::PRP,аҕхьа,önündə
781,hinter::PRP,нхыҵ,arxasında
782,unter::PRP,амҵа,altında
783,unter::PRP,амҵан,altında
784,neben::PRP,ааигуара,yanında
785,zwischen::PRP,абжьара,arasında
786,wegen::PRP,-иззы,üçün
787,wegen::PRP,-иззы,ötəri
788,wegen::PRP,-ҟнытә,üçün
789,wegen::PRP,-ҟнытә,ötəri
790,dies::PRN,ари,bu
791,dies::PRN,абри,bu
792,das::PRN,Абни,o
793,das::PRN,убри,o
794,alles::PRN,зегьы,hər şey
795,ich::PRN,са,mən
796,ich::PRN,сара,mən
797,du::PRN,бара,sən
798,er::PRN,иара,o
799,wir::PRN,ҳара,biz
800,ihr::PRN,шәара,siz
801,sie::PRN,дара,onlar
802,wer::FPRN,дарбан,kim
803,wo::FADV,иабыкуу,harada
804,wo::FADV,аба-,harada
805,wo::FADV,ахь-,harada
806,wohin::FADV,иабыкуу,haraya
807,wohin::FADV,аба-,haraya
808,wohin::FADV,ахь-,haraya
809,wie::FADV,-шҕа,necə
810,warum::FADV,избан,niyə
811,warum::FADV,избан,nə üçün
812,wieviel::FNUM,заҟа,neçə
813,wieviel::FNUM,заҟа,nə qədər
814,eins::NUM,акы,bir
815,eins::NUM,аӡәы,bir
816,zwei::NUM,ҩба,iki
817,drei::NUM,хҕа,üç
818,vier::NUM,ҕшьба,dörd
819,fünf::NUM,хəба,beş
820,sechs::NUM,фба,altı
821,sieben::NUM,Бжьба,yeddi
822,acht::NUM,ааба,səkkiz
823,neun::NUM,жәба,doqquz
824,zehn::NUM,жәаба,on
825,elf::NUM,жәеизатәи,on bir
826,zwölf::NUM,жәаҩа,on iki
827,zwanzig::NUM,ҩажәа,iyirmi
828,dreißig::NUM,ҩажәижәабатәи,otuz
829,vierzig::NUM,ҩынҩажәа,qırx
830,fünfzig::NUM,ҩынҩажәеижәаба,əlli
831,sechzig::NUM,хынҩажәа,altmış
832,siebzig::NUM,хынҩажәижәаба,yetmiş
833,achtzig::NUM,ҕшьынҩажәа,səksən
834,neunzig::NUM,ҕшьынҩажәижәаба,doxsan
835,hundert::NUM,шәкы,yüz
836,tausend::NUM,зқьы,min
837,und::CNJ,-и,və
838,oder::CNJ,ма,ya
839,stehen::V,агылазаара,durmaq
840,sitzen::V,атəара,oturmaq
841,sitzen::V,атəа(заа)ра,oturmaq
842,liegen::V,аиара,uzanmaq
843,hängen::V,акнаҳара,asılmaq
844,werden::V,аҟалара,olmaq
845,passieren::V,аҟалара,olmaq
846,passieren::V,аҟалара,baş vermək
847,beginnen::V,алагара,başlamaq
848,enden::V,алгара,bitmək
849,wechseln::V,аҽыҧсахра,dəyişmək
850,aufgehen[Sonne]::V,агылара,doğmaq
851,aufgehen[Sonne]::V,ахашлара,doğmaq
852,aufgehen[Sonne]::V,аҩаҵхахара,doğmaq
853,untergehen[Sonne]::V,аҭашəара,batmaq
854,scheinen[Sonne]::V,акаҧхара,parlamaq
855,donnern::V,адыдра,guruldamaq
856,wehen::V,асра,əsmək
857,strömen::V,акаҭəара,axmaq
858,fließen::V,ацара,axmaq
859,sich drehen::V,ахагьежьра,dönmək
860,schwanken::V,аҵысра,yellənmək
861,schwingen::V,ахызазара,yellənmək
862,schwingen::V,акьаандара,yellənmək
863,fallen::V,акаҳара,düşmek
864,brennen::V,абылра,yanmaq
865,rauchen::V,ахылҵра,tüstüləmək
866,regnen::V,аура,yağmaq
867,gefrieren::V,аҵаара,donmaq
868,tauen::V,аӡҭра,ərimək
869,schmelzen::V,ақəӡыҭра,ərimək
870,schmelzen::V,аҭəара,ərimək
871,trocknen::V,абара,qurumaq
872,sieden::V,ашра,qaynamaq
873,faulen::V,абаара,çürümək
874,verfaulen::V,абаара,çürümək
875,verfaulen::V,аилашра,çürümək
876,reißen::V,аҧжəара,yırtılmaq
877,versinken::V,аӡааҟəрылара,batmaq
878,vergehen::V,ацара,ötmək
879,erscheinen::V,ацəырҵра,görünmək
880,verschwinden::V,аҵашəкəара,yox olmaq
881,sinken::V,атəара,enmək
882,sinken::V,алаҟəра,enmək
883,abnehmen::V,ацӡаара,azalmaq
884,abnehmen::V,аиҵалара,azalmaq
885,zunehmen::V,аҽырҭбаара,artmaq
886,zunehmen::V,аиҵыҵра,artmaq
887,zunehmen::V,арацəахара,artmaq
888,steigen::V,азҳара,yüksəlmək
889,steigen::V,ашьҭыҵра,yüksəlmək
890,steigen::V,адухара,yüksəlmək
891,steigen::V,ацлара,yüksəlmək
892,wachsen::V,азҳара,böyümək
893,glänzen::V,ацыр-цырра,parlamaq
894,glänzen::V,ацыҩ-цыҩра,parlamaq
895,glänzen::V,аказказра,parlamaq
896,funkeln::V,ашап-шапра,parıldamaq
897,funkeln::V,ацым-цымра,parıldamaq
898,lärmen::V,ашьҭыбжьгара,səs-küy etmək
899,lärmen::V,аҕьҕьаҳәа аилалара,səs-küy etmək
900,läuten::V,аҵəҵəасра,çalmaq
901,klingeln::V,аҵəҵəасра,zəng etmək
902,klirren::V,ахьархьарра,cingildəmək
903,klirren::V,архьархьарра,cingildəmək
904,brausen::V,аилаҽҽара,gurlamaq
905,brausen::V,еилашуера,gurlamaq
906,klingen::V,агара,səslənmək
907,klingen::V,ашьҭыбжь гара,səslənmək
908,bellen::V,ашра,hürmək
909,heulen::V,ауура,ulamaq
910,blasen::V,аҭəҳəара,üfləmək
911,pfeifen::V,ашəшəра,fit vermek
912,schreien::V,аҳəҳəара,bağırmaq
913,schreien::V,аҳəҳəара,qışqırmaq
914,schreien::V,ахəаара,bağırmaq
915,schreien::V,ахəаара,qışqırmaq
916,schreien::V,аҟаара,bağırmaq
917,schreien::V,аҟаара,qışqırmaq
918,stöhnen::V,ақьра,inləmək
919,zittern::V,аҵыс-ҵысра,titrəmək
920,leben::V,аҟазаара,yaşamaq
921,geboren werden::V,Аира,doğmaq
922,atmen::V,аҕсыҕ лагаҩагара,nəfəs almaq
923,trinken::V,ажəра,içmek
924,essen::V,акрыфара,yemək
925,schlucken::V,албаадара,udmaq
926,müde werden::V,ааҕсара,yorulmaq
927,einschlafen::V,ацəара,yuxuya getmək
928,schlafen::V,ацəазаара,uyumaq
929,aufwachen::V,аҿыхара,oyanmaq
930,aufstehen::V,Агəылҵра,yuxudan durmaq
931,sich erholen::V,аҧсшьара,dincəlmək
932,krank werden::V,ачмазаҩхара,xəstə olmaq
933,krank sein::V,аҳəарҧсарра,azarlanmaq
934,krank sein::V,аҳəарҧсарра,xəstələnmək
935,schmerzen::V,ахьра,ağrimaq
936,husten::V,аимҳәара,öksürmək
937,genesen::V,абзиахара,sağalmaq
938,genesen::V,аӷəӷəахара,sağalmaq
939,sterben::V,аҧсра,ölmək
940,sterben::V,аҧсра,vəfat etmək
941,umkommen::V,аҭахара,həlak olmaq
942,sich bewegen::V,аиҭаҵра,hərəkət etmək
943,sich rühren::V,ақəацара,tərpənmək
944,sich erheben::V,аҩагылара,qalxmaq
945,sich setzen::V,атəара,oturmaq
946,hinfallen::V,акаҳара,yıxılmaq
947,laufen::V,аныҟəара,yerimək
948,schreiten::V,ашьаҿа еихгара,addım atmaq
949,spazierengehen::V,анеи-ааира,gəzmək
950,eilen::V,аццакра,atılmaq
951,sich beeilen::V,аццакра,tələsmək
952,sausen::V,аҧырра,çırpmaq
953,sausen::V,иҭрысны,çırpmaq
954,sausen::V,ишьҭҟьаны ацара,çırpmaq
955,rennen::V,аҩра,qaçmaq
956,springen::V,аҧара,sıçramaq
957,klettern::V,ақəлара,dırmanmaq
958,schaukeln::V,аҟəараҟəанҽара,sallanmaq
959,kriechen::V,аҳəазара,sürünmək
960,schwimmen::V,аӡсара,üzmek
961,tauchen::V,ахəӡааҵəира,dalmaq
962,rudern::V,аҵшьра,avarlamaq
963,fahren::V,акала,sürmək
964,fliegen::V,аҧырра,uçmaq
965,gehen::V,аиҭаҵра,getmək
966,weggehen::V,ацара,getmək
967,abfahren::V,адəықəлара,yola düşmək
968,abfahren::V,ацара,yola düşmək
969,anhalten::V,ааныргылара,saxlamaq
970,hineingehen::V,аҭалара,girmək
971,eintreten::V,аҩналара,girmək
972,eintreten::V,аҩналара,daxil olmaq
973,kommen::V,аара,gəlmək
974,kommen::V,ааира,gəlmək
975,ankommen::V,ааира,gəlib çatmaq
976,ankommen::V,аара,gəlib çatmaq
977,ankommen::V,анеира,gəlib çatmaq
978,zurückkommen::V,азыхынҳəра,qayıtmaq
979,bleiben::V,аанхара,qalmaq
980,bleiben::V,анхара,qalmaq
981,bleiben::V,аангылара,qalmaq
982,warten::V,азҧшзаара,gözləmək
983,erwarten::V,азҧшра,bəkləmək
984,suchen::V,ашьҭазаара,aramaq
985,suchen::V,ашьҭазаара,axtarmaq
986,finden::V,аҧшаара,tapmaq
987,versuchen::V,аҽазкра,çalışmaq
988,vorbereiten::V,армазеира,hazırlamaq
989,lieben::V,абзиабара,sevmək
990,mögen::V,агəаҧхара,xoşlamaq
991,lachen::V,аччара,gülmək
992,rühren::V,арҵəуара,həyəcanlandırmaq
993,weinen::V,аҵəуара,ağlamaq
994,schimpfen::V,ацəҳара,küfr etmək
995,sich ärgern::V,агəаара,acıqlanmaq
996,sich fürchten::V,аӡыӡара,qorxmaq
997,fürchten::V,ацəшəара,qorxmaq
998,fliehen::V,абналара,qaçmaq
999,fliehen::V,ацəцара,qaçmaq
1000,flüchten::V,абналара,qaçmaq
1001,flüchten::V,ацəцара,qaçmaq
1002,sehen::V,абара,görmək
1003,anschauen::V,ахəаҧшра,baxmaq
1004,ansehen::V,ахəаҧшра,baxmaq
1005,hören::V,аҳара,duymaq
1006,hören::V,аҳара,eşitmək
1007,zuhören::V,азыӡырҩра,dinləmək
1008,probieren::V,аҧышəара,dadına baxmaq
1009,riechen::V,афыҩра,qoxlamaq
1010,fühlen::V,анырра,duymaq
1011,fühlen::V,ацәакырра,duymaq
1012,scheinen::V,шәа,görünmək
1013,scheinen::V,аацәырҵа,görünmək
1014,vernehmen::V,аҳара,eşitmək
1015,frieren::V,ашəра,üşümək
1016,frieren::V,аҵаара,üşümək
1017,tun::V,аҟаҵара,etmək
1018,können::V,алшара,bilmək
1019,können::V,алшара,bacarmaq
1020,wollen::V,аҭахра,istəmək
1021,anfangen::V,алагара,başlamaq
1022,beenden::V,алгара,bitirmək
1023,aufhören::V,аҟəыҵра,bitmək
1024,aufhören::V,аҟəыҵра,qurtarmaq
1025,gelingen::V,аура,müvəffəq olmaq
1026,gelingen::V,аманшəалахара,müvəffəq olmaq
1027,gelingen::V,алҵра,müvəffəq olmaq
1028,geraten::V,нзаарын,düşmək
1029,öffnen::V,аартра,açmaq
1030,schließen::V,аркра,qapamaq
1031,stellen::V,аргылара,qoymaq
1032,setzen::V,артəара,oturtmaq
1033,legen::V,ақəҵара,qoymaq
1034,berühren::V,акьысра,toxunmaq
1035,berühren::V,алакьысра,toxunmaq
1036,verbinden::V,аҿаҳəара,bağlamaq
1037,bedecken::V,ақəршəра,örtmək
1038,aufhängen::V,акнаҳара,asmaq
1039,anzünden::V,аркра,yandırmaq
1040,aufheben::V,ашьҭыхра,qaldırmaq
1041,zurücklassen::V,аныжьра,buraxmaq
1042,verlieren::V,ацəыӡра,itirmək
1043,fallen lassen::V,ацəкаҳара,düşürmək
1044,machen::V,ачаҧара,etmək
1045,herstellen::V,аиҵдара,istehsal etmək
1046,bauen::V,аргылара,tikmək
1047,reparieren::V,арҽеира,təmir etmək
1048,verbessern::V,аиҕьтəра,düzəltmək
1049,ändern::V,аҧсахра,dəyişdirmək
1050,graben::V,ажра,qazımaq
1051,beugen::V,арҟəра,əymək
1052,beugen::V,архəара,əymək
1053,biegen::V,арҟəра,bükmək
1054,biegen::V,архəара,bükmək
1055,drehen::V,аргьежьра,döndərmək
1056,umdrehen::V,аарҳәра,çevirmək
1057,heben::V,аҩахара,qaldırmaq
1058,heben::V,араҳара,qaldırmaq
1059,hochheben::V,ахагалара,qaldırmaq
1060,hochheben::V,ашьҭҳəара,qaldırmaq
1061,halten::V,акра,saxlamaq
1062,drücken::V,ақəрӷəӷəара,sıxmaq
1063,schieben::V,аҵгəара,sürmək
1064,schieben::V,агəара,sürmək
1065,kratzen::V,ацəҟьара,qaşımaq
1066,lecken::V,арбзара,yalamaq
1067,beißen::V,ацҳара,dişləmək
1068,abreißen::V,амжəара,qoparmaq
1069,abschneiden::V,ахҵəара,ayırmaq
1070,abschneiden::V,аҿахҵəара,ayırmaq
1071,binden::V,аҿаҳəара,bağlamaq
1072,stecken::V,алаҵара,soxmaq
1073,brechen::V,аҧҵəара,qırmaq
1074,klopfen::V,асра,sındırmaq
1075,hauen::V,ақəкшара,vurmaq
1076,kleben::V,аҷабра,apışdırmaq
1077,reiben::V,арҟəыҷра,ovmaq
1078,streichen::V,ахьшьра,sürtmək
1079,schleifen::V,ахра,bülövləmək
1080,schneiden::V,аҧҟара,kəsmək
1081,rütteln::V,арҵысра,sirkələmək
1082,schütteln::V,аршəшəара,çalxalamaq
1083,schwenken::V,аҟьара,yelləmək
1084,schütten::V,аҭаҭəара,tökmək
1085,füllen::V,арҭəра,doldurmaq
1086,einwickeln::V,алаҳəара,sarımaq
1087,tragen::V,аҩагара,daşımaq
1088,schleppen::V,арҳəазара,sürükləmək
1089,ziehen::V,ахара,çəkmək
1090,aufbewahren::V,аҵəахра,gizlətmək
1091,werfen::V,аршəра,atmaq
1092,fangen::V,акра,tutmaq
1093,packen::V,анкра,yaxalamaq
1094,packen::V,аҵкаара,yaxalamaq
1095,verstecken::V,аҵəахра,gizlətmək
1096,teilen::V,ашара,bölmək
1097,schicken::V,ашьҭра,yollamaq
1098,schicken::V,ашьҭра,göndərmək
1099,bringen::V,аагара,gətirmək
1100,hinzufügen::V,ацҵара,əlavə etmək
1101,bekommen::V,аҧшаара,almaq
1102,bekommen::V,аҧшаара,əldə etmək
1103,bekommen::V,архиара,almaq
1104,bekommen::V,архиара,əldə etmək
1105,bekommen::V,аура,almaq
1106,bekommen::V,аура,əldə etmək
1107,erhalten::V,аиура,almaq
1108,nehmen::V,агара,almaq
1109,wählen::V,алҧшаара,seçmək
1110,auswählen::V,алхра,arımaq
1111,behindern::V,аҧырхагахара,mane olmaq
1112,verderben::V,алгара,pozmaq
1113,verderben::V,абжьыхра,pozmaq
1114,verderben::V,аҧхасҭатəра,pozmaq
1115,beschädigen::V,аҧхасҭатəра,zədələmək
1116,zerbrechen::V,аҧҽра,qırmaq
1117,zerbrechen::V,аҧҽра,sındırmaq
1118,zerreißen::V,аҧжəара,yırtmaq
1119,zerstören::V,аилаҧыххаара,dağıtmaq
1120,verbrennen::V,абылра,yandırmaq
1121,geben::V,аҭара,vermək
1122,reichen::V,аҭара,uzatmaq
1123,schenken::V,аҩгара,vermək
1124,versprechen::V,ақəргəыӷра,vəd vermək
1125,loben::V,арҽхəара,tərifləmək
1126,küssen::V,агəӡра,öpmək
1127,zudecken::V,аҵахҩара,örtmək
1128,zudecken::V,ақəршəра,örtmək
1129,wecken::V,арҿыхара,oyatmaq
1130,zeigen::V,арбара,göstərmək
1131,führen::V,аныҟəгара,rəhbərlik etmək
1132,lehren::V,арҵара,öyrətmək
1133,unterrichten::V,арҧхьара,öyrətmək
1134,unterrichten::V,арҧхьара,dərs vermək
1135,aufziehen::V,ааӡара,tərbiyə etmək
1136,leiten::V,ахагылазаара,idarə etmək
1137,antreiben::V,арццакра,bizləmək
1138,lassen::V,арҟаҵара,-tırmaq
1139,einladen::V,ааҕхьара,dəvət etmək
1140,einladen::V,анаҧхьара,dəvət etmək
1141,vereinigen::V,аилаҵара,birləşdirmək
1142,besuchen::V,абара,baş çəkmək
1143,besuchen::V,абара,ziyarət etmək
1144,treffen::V,аҧылара,rastlaşmaq
1145,treffen::V,аҧылара,rast gəlmək
1146,sich versammeln::V,аизара,toplanmaq
1147,spielen::V,ахəмарра,oynamaq
1148,singen::V,ашəаҳəара,oxumaq
1149,tanzen::V,акəашара,oynamaq
1150,tanzen::V,акəашара,rəqs etmək
1151,sich trennen::V,аилыҵра,ayrılmaq
1152,verlassen::V,акажьра,tərk etmək
1153,retten::V,Аиқəрхара,xilas etmək
1154,bewachen::V,ахьчара,gözətmək
1155,schützen::V,ацəыхьчара,qorumaq
1156,verteidigen::V,ахьчара,qorumaq
1157,sich schlagen::V,аисра,döyüşmək
1158,schießen::V,ахысра,atmaq
1159,schießen::V,ахысра,atəş açmaq
1160,siegen::V,аиааира,yenmək
1161,ärgern::V,аргəаара,acışdırmaq
1162,schlagen::V,асра,döymək
1163,schlagen::V,аҭасра,döymək
1164,stechen::V,алакшара,soxmaq
1165,stoßen::V,агəҭасра,itələmək
1166,stehlen::V,аӡара,çalmaq
1167,stehlen::V,аӡара,oğurlamaq
1168,stören::V,аҧырхагахара,pozmaq
1169,belästigen::V,аргəамҵра,narahat etmək
1170,verbergen::V,аӡара,gizləmək
1171,täuschen::V,ажьара,aldatmaq
1172,betrügen::V,ажьара,aldatmaq
1173,töten::V,ашьра,öldürmək
1174,wohnen::V,анхара,yaşamaq
1175,arbeiten::V,аусура,işləmək
1176,arbeiten::V,аусура,çalışmaq
1177,sammeln::V,аҟəшəара,yığmaq
1178,sammeln::V,аҟəшəара,toplamaq
1179,pflücken::V,аҿыршəара,qoparmaq
1180,pflücken::V,аҿыхра,qoparmaq
1181,jagen::V,ашəарыцара,ovlamaq
1182,fischen::V,аҧсыӡ икуеит,balıq tutmaq
1183,fassen::V,акра,tutmaq
1184,hüten::V,арҳəра,güdmək
1185,hüten::V,ахьчара,güdmək
1186,treiben::V,акацара,haylamaq
1187,anbinden::V,адҳəалара,bağlamaq
1188,füttern::V,акырҿаҵара,bəsləmək
1189,melken::V,ахьара,sağmaq
1190,hacken::V,аҟəаҟəара,yarmaq
1191,gießen::V,аҵаҭəара,sulamaq
1192,reifen::V,ашəра,dəymək
1193,reifen::V,аҟалара,dəymək
1194,zubereiten::V,ацура,bişirmək
1195,kochen::V,ажəра,qaynatmaq
1196,backen::V,аӡра,bişirmək
1197,braten::V,аӡра,qızartmaq
1198,umrühren::V,аилрыхра,qarışdırmaq
1199,stricken::V,аҧара,hörmək
1200,nähen::V,аӡахра,tikmək
1201,färben::V,ашəра,boyamaq
1202,reinigen::V,арыцқьара,təmizləmək
1203,waschen::V,аӡәӡәара,yumaq
1204,abwischen::V,арбара,silmək
1205,spülen::V,аҭыршара,çalxamaq
1206,fegen::V,аҧссара,süpürmək
1207,baden::V,аҽыкəабара,çimmək
1208,sich waschen::V,аҽыӡəӡəара,yuyunmaq
1209,ausziehen::V,ашəыхра,soyunmaq
1210,anziehen::V,ашəҵара,geymək
1211,sich anziehen::V,аҽеилаҳəара,geyinmək
1212,kämmen::V,аҳəара,daramaq
1213,schmücken::V,арҧшӡара,bəzəmək
1214,sagen::V,аҳəара,demək
1215,sagen::V,аҳəара,söymek
1216,sprechen::V,ацəажəара,danışmaq
1217,reden::V,ацəажəара,danışmaq
1218,reden::V,аицәажәара,danışmaq
1219,sich unterhalten::V,аицәажәара,söhbət etmək
1220,fragen::V,азҵаара,soruşmaq
1221,bitten::V,аҳəара,diləmək
1222,bitten::V,аҳəара,xahiş etmək
1223,erzählen::V,аҳəара,bəhs etmək
1224,mitteilen::V,азыцҳара,bildirmək
1225,nennen::V,ахьӡҵара,adlandırmaq
1226,rufen::V,азҿыҭра,çağırmaq
1227,prahlen::V,аҽхəара,öyünmək
1228,übersetzen::V,аиҭагара,tərcümə etmək
1229,denken::V,азхəыцра,düşünmək
1230,denken::V,азхəыцра,fikirləşmək
1231,glauben::V,ахаҵара,inanmaq
1232,bemerken::V,агəаҭара,qeyd etmək
1233,erkennen::V,адырра,tanımaq
1234,begreifen::V,аилкаара,anlamaq
1235,verstehen::V,аҳара,duymaq
1236,lernen::V,аҵара,öyrənmək
1237,wissen::V,адырра,bilmək
1238,sich erinnern an::V,агəаларшəара,xatırlamaq
1239,vergessen::V,ахашҭра,unutmaq
1240,messen::V,ашəара,ölçmək
1241,zählen::V,аҧхьаӡара,saymaq
1242,rechnen::V,аҳасабра,hesablamaq
1243,lesen::V,аҧхьара,oxumaq
1244,besitzen::V,амазаара,yiyələnmək
1245,besitzen::V,амазаара,malik olmaq
1246,kaufen::V,Аахəара,satın almaq
1247,verkaufen::V,аҭира,satmaq
1248,bezahlen::V,ахҭынҵара,ödəmək
1249,bezahlen::V,ашəара,ödəmək
1250,zahlen::V,ашəара,ödəmək
1251,ertragen::V,ачҳара,dözmək
1252,Moor::N,,bataqlıq
1253,Kralle::N,,dırnaq
1254,Schwarm::N,,sürü
1255,Sache::N,,şey
1256,Menge::N,,miqdar
1257,Essen::N,,yemək
1258,Geschäft::N,,ticarət
1259,Monat::N,,ay
1260,Jahr::N,,il
1261,dünn::A,,nazik
1262,roh::A,,çiy
1263,durch::PRP,,içindən
1264,was::FPRN,,nə
1265,rauschen::V,,xışıldamaq
1266,zu sehen sein::V,,görünmək
1267,wenden::V,,çevirmək
1268,ergreifen::V,,tutmaq
1269,bewahren::V,,qorumaq
1270,wünschen::V,,arzulamaq
1271,wiegen::V,,tərpətmək
1272,treten::V,,təpmək
1273,kehren::V,,süpürmək
1274,malen::V,,şəkil çəkmək
1275,zeichnen::V,,cızmaq
1276,schreiben::V,,yazmaq
1277,beherrschen::V,,idarə etmək
