,Concept_ID,az,tt
799,zwischen::PRP,arasında,арасында
800,wegen::PRP,üçün,сәбәпле
801,wegen::PRP,ötəri,сәбәпле
802,dies::PRN,bu,бу
803,das::PRN,o,ул
804,alles::PRN,hər şey,һәммә
805,ich::PRN,mən,мин
806,du::PRN,sən,син
807,er::PRN,o,ул
808,wir::PRN,biz,без
809,ihr::PRN,siz,сез
810,sie::PRN,onlar,ул
811,was::FPRN,nə,ни
812,was::FPRN,nə,нәрсә
813,wer::FPRN,kim,кем
814,wo::FADV,harada,кайда
815,wohin::FADV,haraya,кая
816,wie::FADV,necə,ничек
817,warum::FADV,niyə,нигә
818,warum::FADV,nə üçün,нигә
819,wieviel::FNUM,neçə,ничә
820,wieviel::FNUM,nə qədər,ничә
821,eins::NUM,bir,бер
822,zwei::NUM,iki,ике
823,drei::NUM,üç,өч
824,vier::NUM,dörd,дүрт
825,fünf::NUM,beş,биш
826,sechs::NUM,altı,алты
827,sieben::NUM,yeddi,җиде
828,acht::NUM,səkkiz,сигез
829,neun::NUM,doqquz,тугыз
830,zehn::NUM,on,ун
831,elf::NUM,on bir,унбер
832,zwölf::NUM,on iki,унике
833,zwanzig::NUM,iyirmi,егерме
834,dreißig::NUM,otuz,утыз
835,vierzig::NUM,qırx,кырык
836,fünfzig::NUM,əlli,илле
837,sechzig::NUM,altmış,алтмыш
838,siebzig::NUM,yetmiş,җитмеш
839,achtzig::NUM,səksən,сиксән
840,neunzig::NUM,doxsan,туксан
841,hundert::NUM,yüz,йөз
842,tausend::NUM,min,мең
843,und::CNJ,və,вә
844,oder::CNJ,ya,яки
845,oder::CNJ,ya,яисә
846,stehen::V,durmaq,тору
847,sitzen::V,oturmaq,утыру
848,liegen::V,uzanmaq,яту
849,hängen::V,asılmaq,эленү
850,werden::V,olmaq,булу
851,passieren::V,olmaq,булу
852,passieren::V,baş vermək,булу
853,beginnen::V,başlamaq,башлану
854,enden::V,bitmək,бетү
855,wechseln::V,dəyişmək,үзгәртү
856,aufgehen[Sonne]::V,doğmaq,чыгу
857,untergehen[Sonne]::V,batmaq,бату
858,scheinen[Sonne]::V,parlamaq,яктырту
859,donnern::V,guruldamaq,күкрәү
860,wehen::V,əsmək,исү
861,strömen::V,axmaq,агу
862,fließen::V,axmaq,агу
863,sich drehen::V,dönmək,бөтерелү
864,schwanken::V,yellənmək,икеләнү
865,schwingen::V,yellənmək,тирбәлү
866,fallen::V,düşmek,егылу
867,brennen::V,yanmaq,яну
868,rauchen::V,tüstüləmək,төтәү
869,rauchen::V,tüstüləmək,төтенләү
870,regnen::V,yağmaq,яву
871,gefrieren::V,donmaq,кату
872,tauen::V,ərimək,эрү
873,tauen::V,ərimək,эретү
874,schmelzen::V,ərimək,эрү
875,schmelzen::V,ərimək,эретү
876,trocknen::V,qurumaq,кибү
877,sieden::V,qaynamaq,ургылу
878,faulen::V,çürümək,черү
879,verfaulen::V,çürümək,черү
880,reißen::V,yırtılmaq,өзелү
881,versinken::V,batmaq,бату
882,vergehen::V,ötmək,авышу
883,erscheinen::V,görünmək,пәйда булу
884,verschwinden::V,yox olmaq,югалу
885,verschwinden::V,yox olmaq,юк булу
886,sinken::V,enmək,кимү
887,sinken::V,enmək,кайту
888,abnehmen::V,azalmaq,азаю
889,zunehmen::V,artmaq,арту
890,zunehmen::V,artmaq,күбәю
891,zunehmen::V,artmaq,ишәю
892,steigen::V,yüksəlmək,үсү
893,wachsen::V,böyümək,үсү
894,glänzen::V,parlamaq,ялкылдау
895,funkeln::V,parıldamaq,ялтырау
896,lärmen::V,səs-küy etmək,шаулау
897,läuten::V,çalmaq,шалтырату
898,klingeln::V,zəng etmək,шалтырату
899,klirren::V,cingildəmək,чылтырау
900,brausen::V,gurlamaq,давыллау
901,brausen::V,gurlamaq,дулау
902,rauschen::V,xışıldamaq,кыштырдау
903,klingen::V,səslənmək,ишетелү
904,bellen::V,hürmək,өрү
905,heulen::V,ulamaq,улау
906,blasen::V,üfləmək,өрү
907,pfeifen::V,fit vermek,сызгырту
908,schreien::V,bağırmaq,кычкыру
909,schreien::V,qışqırmaq,кычкыру
910,stöhnen::V,inləmək,ыңгырашу
911,zittern::V,titrəmək,калтырау
912,zittern::V,titrəmək,калтырану
913,leben::V,yaşamaq,яшәү
914,leben::V,yaşamaq,гомер итү
915,geboren werden::V,doğmaq,туу
916,atmen::V,nəfəs almaq,сулау
917,trinken::V,içmek,эчү
918,essen::V,yemək,ашау
919,schlucken::V,udmaq,йоту
920,müde werden::V,yorulmaq,ялыгу
921,müde werden::V,yorulmaq,йөгенү
922,einschlafen::V,yuxuya getmək,йокыга китү
923,schlafen::V,uyumaq,йоклау
924,aufwachen::V,oyanmaq,уяну
925,aufstehen::V,yuxudan durmaq,тору
926,sich erholen::V,dincəlmək,ял алу
927,sich erholen::V,dincəlmək,истирахәт итү
928,krank werden::V,xəstə olmaq,чирләү
929,krank sein::V,azarlanmaq,чирләү
930,krank sein::V,xəstələnmək,чирләү
931,schmerzen::V,ağrimaq,авырту
932,husten::V,öksürmək,ютәлләү
933,genesen::V,sağalmaq,савыгу
934,genesen::V,sağalmaq,сәламәтләнү
935,sterben::V,ölmək,үлү
936,sterben::V,ölmək,дөнья кую
937,sterben::V,ölmək,вафат булу
938,sterben::V,vəfat etmək,үлү
939,sterben::V,vəfat etmək,дөнья кую
940,sterben::V,vəfat etmək,вафат булу
941,umkommen::V,həlak olmaq,үлү
942,sich bewegen::V,hərəkət etmək,йөрү
943,sich rühren::V,tərpənmək,кыймылдау
944,sich erheben::V,qalxmaq,басу
945,sich setzen::V,oturmaq,утыру
946,hinfallen::V,yıxılmaq,егылу
947,laufen::V,yerimək,җәяүләү
948,schreiten::V,addım atmaq,атлау
949,spazierengehen::V,gəzmək,йөрү
950,spazierengehen::V,gəzmək,йөргенү
951,eilen::V,atılmaq,ашыгу
952,sich beeilen::V,tələsmək,ашыгу
953,sich beeilen::V,tələsmək,кызулау
954,sausen::V,çırpmaq,җилдерү
955,rennen::V,qaçmaq,йөгерү
956,springen::V,sıçramaq,сикерү
957,klettern::V,dırmanmaq,үрмәләү
958,schaukeln::V,sallanmaq,атыну
959,kriechen::V,sürünmək,шуышу
960,kriechen::V,sürünmək,үрмәләү
961,schwimmen::V,üzmek,йөзү
962,tauchen::V,dalmaq,чуму
963,rudern::V,avarlamaq,ишү
964,fahren::V,sürmək,бару
965,fliegen::V,uçmaq,очу
966,gehen::V,getmək,йөрү
967,weggehen::V,getmək,китү
968,abfahren::V,yola düşmək,кузгалу
969,anhalten::V,saxlamaq,тукталу
970,hineingehen::V,girmək,инү
971,eintreten::V,girmək,инү
972,eintreten::V,daxil olmaq,инү
973,kommen::V,gəlmək,килү
974,ankommen::V,gəlib çatmaq,бару
975,zurückkommen::V,qayıtmaq,кире кайту
976,bleiben::V,qalmaq,калу
977,warten::V,gözləmək,көтү
978,erwarten::V,bəkləmək,көтү
979,suchen::V,aramaq,эзләү
980,suchen::V,axtarmaq,эзләү
981,finden::V,tapmaq,табу
982,versuchen::V,çalışmaq,маташу
983,vorbereiten::V,hazırlamaq,хәзерләү
984,lieben::V,sevmək,сөю
985,lieben::V,sevmək,ярату
986,mögen::V,xoşlamaq,өнәү
987,lachen::V,gülmək,көлү
988,rühren::V,həyəcanlandırmaq,дулкынландыру
989,weinen::V,ağlamaq,елау
990,schimpfen::V,küfr etmək,сүгү
991,schimpfen::V,küfr etmək,сүгенү
992,sich ärgern::V,acıqlanmaq,ачулану
993,sich fürchten::V,qorxmaq,курку
994,fürchten::V,qorxmaq,калтырау
995,fürchten::V,qorxmaq,калтырану
996,fliehen::V,qaçmaq,арка бирү
997,flüchten::V,qaçmaq,качу
998,sehen::V,görmək,күрү
999,anschauen::V,baxmaq,карау
1000,ansehen::V,baxmaq,карау
1001,ansehen::V,baxmaq,күзәтү
1002,hören::V,duymaq,ишетү
1003,hören::V,eşitmək,ишетү
1004,zuhören::V,dinləmək,тыңлау
1005,probieren::V,dadına baxmaq,тату
1006,riechen::V,qoxlamaq,иснәү
1007,fühlen::V,duymaq,тою
1008,fühlen::V,duymaq,сизү
1009,scheinen::V,görünmək,күренү
1010,zu sehen sein::V,görünmək,күренү
1011,vernehmen::V,eşitmək,ишетү
1012,frieren::V,üşümək,өшү
1013,frieren::V,üşümək,күшегү
1014,tun::V,etmək,итү
1015,können::V,bilmək,алу
1016,können::V,bacarmaq,алу
1017,wollen::V,istəmək,теләү
1018,anfangen::V,başlamaq,керешү
1019,beenden::V,bitirmək,бетерү
1020,beenden::V,bitirmək,тәмамлау
1021,aufhören::V,bitmək,бетү
1022,aufhören::V,qurtarmaq,бетү
1023,gelingen::V,müvəffəq olmaq,уңу
1024,geraten::V,düşmək,сабышу
1025,öffnen::V,açmaq,ачу
1026,schließen::V,qapamaq,ябу
1027,stellen::V,qoymaq,кую
1028,setzen::V,oturtmaq,утырту
1029,legen::V,qoymaq,яткыру
1030,berühren::V,toxunmaq,тию
1031,verbinden::V,bağlamaq,ялгау
1032,bedecken::V,örtmək,өрту
1033,bedecken::V,örtmək,каплау
1034,bedecken::V,örtmək,томалау
1035,aufhängen::V,asmaq,асу
1036,anzünden::V,yandırmaq,кабызу
1037,aufheben::V,qaldırmaq,күтәрү
1038,zurücklassen::V,buraxmaq,калдыру
1039,verlieren::V,itirmək,югалту
1040,fallen lassen::V,düşürmək,төшерү
1041,machen::V,etmək,ясау
1042,machen::V,etmək,эшләү
1043,herstellen::V,istehsal etmək,ясау
1044,bauen::V,tikmək,кору
1045,reparieren::V,təmir etmək,төзәтү
1046,verbessern::V,düzəltmək,яхшырту
1047,ändern::V,dəyişdirmək,үзгәртү
1048,graben::V,qazımaq,казу
1049,beugen::V,əymək,ию
1050,biegen::V,bükmək,бөгү
1051,drehen::V,döndərmək,бору
1052,drehen::V,döndərmək,бөтерү
1053,wenden::V,çevirmək,бору
1054,umdrehen::V,çevirmək,түнтәрү
1055,heben::V,qaldırmaq,күтәрү
1056,hochheben::V,qaldırmaq,күтәрү
1057,ergreifen::V,tutmaq,эләктерү
1058,halten::V,saxlamaq,тоту
1059,drücken::V,sıxmaq,кысу
1060,schieben::V,sürmək,кузгату
1061,kratzen::V,qaşımaq,тырнау
1062,lecken::V,yalamaq,ялау
1063,beißen::V,dişləmək,тешләү
1064,abreißen::V,qoparmaq,өзү
1065,abschneiden::V,ayırmaq,кыю
1066,abschneiden::V,ayırmaq,кисү
1067,binden::V,bağlamaq,бәйләү
1068,stecken::V,soxmaq,төртү
1069,stecken::V,soxmaq,тыгу
1070,brechen::V,qırmaq,сындыру
1071,klopfen::V,sındırmaq,шаку
1072,klopfen::V,sındırmaq,шакылдау
1073,hauen::V,vurmaq,кыйнау
1074,kleben::V,apışdırmaq,ябыштыру
1075,reiben::V,ovmaq,ышку
1076,streichen::V,sürtmək,ягу
1077,schleifen::V,bülövləmək,кайрау
1078,schneiden::V,kəsmək,кисү
1079,rütteln::V,sirkələmək,селкетү
1080,schütteln::V,çalxalamaq,селкетү
1081,schwenken::V,yelləmək,болгау
1082,schütten::V,tökmək,кою
1083,füllen::V,doldurmaq,тутыру
1084,einwickeln::V,sarımaq,төрү
1085,tragen::V,daşımaq,ташу
1086,schleppen::V,sürükləmək,сөйрәү
1087,schleppen::V,sürükləmək,өстерәү
1088,ziehen::V,çəkmək,тарту
1089,aufbewahren::V,gizlətmək,саклау
1090,werfen::V,atmaq,ыргыту
1091,fangen::V,tutmaq,тоту
1092,packen::V,yaxalamaq,эләктерү
1093,verstecken::V,gizlətmək,яшерү
1094,teilen::V,bölmək,бүлү
1095,schicken::V,yollamaq,җибәрү
1096,schicken::V,göndərmək,җибәрү
1097,bringen::V,gətirmək,китерү
1098,hinzufügen::V,əlavə etmək,өстәү
1099,bekommen::V,almaq,алу
1100,bekommen::V,əldə etmək,алу
1101,erhalten::V,almaq,алу
1102,nehmen::V,almaq,алу
1103,wählen::V,seçmək,сайлау
1104,auswählen::V,arımaq,сайлау
1105,bewahren::V,qorumaq,саклау
1106,behindern::V,mane olmaq,комачаулау
1107,verderben::V,pozmaq,бозу
1108,beschädigen::V,zədələmək,бозу
1109,zerbrechen::V,qırmaq,вату
1110,zerbrechen::V,sındırmaq,вату
1111,zerreißen::V,yırtmaq,өзү
1112,zerreißen::V,yırtmaq,ерту
1113,zerstören::V,dağıtmaq,җимерү
1114,verbrennen::V,yandırmaq,яндыру
1115,verbrennen::V,yandırmaq,көйдерү
1116,geben::V,vermək,бирү
1117,reichen::V,uzatmaq,тапшыру
1118,schenken::V,vermək,бүләкләү
1119,versprechen::V,vəd vermək,вәгъдә бирү
1120,wünschen::V,arzulamaq,котлау
1121,loben::V,tərifləmək,мактау
1122,küssen::V,öpmək,үбү
1123,wiegen::V,tərpətmək,тирбәтү
1124,zudecken::V,örtmək,ябу
1125,zudecken::V,örtmək,бөркәү
1126,wecken::V,oyatmaq,уяту
1127,zeigen::V,göstərmək,күрсәтү
1128,führen::V,rəhbərlik etmək,йөртү
1129,lehren::V,öyrətmək,өйрәтү
1130,unterrichten::V,öyrətmək,укыту
1131,unterrichten::V,dərs vermək,укыту
1132,aufziehen::V,tərbiyə etmək,асрау
1133,leiten::V,idarə etmək,җитәкләү
1134,antreiben::V,bizləmək,куалау
1135,antreiben::V,bizləmək,әйдәләү
1136,antreiben::V,bizləmək,ашыктыру
1137,lassen::V,-tırmaq,мәҗбүр итү
1138,einladen::V,dəvət etmək,чакыру
1139,vereinigen::V,birləşdirmək,берләштерү
1140,besuchen::V,baş çəkmək,керешү
1141,besuchen::V,ziyarət etmək,керешү
1142,treffen::V,rastlaşmaq,очрату
1143,treffen::V,rast gəlmək,очрату
1144,sich versammeln::V,toplanmaq,җыелышу
1145,spielen::V,oynamaq,уйнау
1146,singen::V,oxumaq,җырлау
1147,tanzen::V,oynamaq,бию
1148,tanzen::V,rəqs etmək,бию
1149,sich trennen::V,ayrılmaq,аерылу
1150,sich trennen::V,ayrılmaq,ташлашу
1151,verlassen::V,tərk etmək,ташлау
1152,verlassen::V,tərk etmək,калдыру
1153,retten::V,xilas etmək,коткару
1154,bewachen::V,gözətmək,каравыллау
1155,schützen::V,qorumaq,ышыклау
1156,verteidigen::V,qorumaq,яклау
1157,verteidigen::V,qorumaq,саклау
1158,sich schlagen::V,döyüşmək,сугышу
1159,schießen::V,atmaq,ату
1160,schießen::V,atəş açmaq,ату
1161,siegen::V,yenmək,җиңү
1162,ärgern::V,acışdırmaq,ачуландыру
1163,schlagen::V,döymək,ору
1164,schlagen::V,döymək,бәрү
1165,schlagen::V,döymək,тукмау
1166,treten::V,təpmək,тибү
1167,stechen::V,soxmaq,кадау
1168,stoßen::V,itələmək,этү
1169,stehlen::V,çalmaq,урлау
1170,stehlen::V,oğurlamaq,урлау
1171,stören::V,pozmaq,комачаулау
1172,belästigen::V,narahat etmək,борчу
1173,belästigen::V,narahat etmək,билмазалау
1174,verbergen::V,gizləmək,яшерү
1175,täuschen::V,aldatmaq,алдату
1176,betrügen::V,aldatmaq,хәрәмләшү
1177,töten::V,öldürmək,үтерү
1178,wohnen::V,yaşamaq,яшәү
1179,arbeiten::V,işləmək,эшләү
1180,arbeiten::V,çalışmaq,эшләү
1181,sammeln::V,yığmaq,туплау
1182,sammeln::V,toplamaq,туплау
1183,pflücken::V,qoparmaq,өзү
1184,jagen::V,ovlamaq,аулау
1185,fischen::V,balıq tutmaq,балык тоту
1186,fassen::V,tutmaq,тоту
1187,hüten::V,güdmək,көтү
1188,treiben::V,haylamaq,куалау
1189,anbinden::V,bağlamaq,бәйләү
1190,füttern::V,bəsləmək,туйдыру
1191,melken::V,sağmaq,саву
1192,hacken::V,yarmaq,чабу
1193,gießen::V,sulamaq,сугару
1194,reifen::V,dəymək,җитешү
1195,zubereiten::V,bişirmək,пешеренү
1196,kochen::V,qaynatmaq,пешерү
1197,kochen::V,qaynatmaq,кайнату
1198,backen::V,bişirmək,пешерү
1199,braten::V,qızartmaq,куыру
1200,braten::V,qızartmaq,кыздыру
1201,umrühren::V,qarışdırmaq,бутау
1202,umrühren::V,qarışdırmaq,болгату
1203,stricken::V,hörmək,бәйләү
1204,nähen::V,tikmək,тегү
1205,färben::V,boyamaq,ману
1206,reinigen::V,təmizləmək,чистарту
1207,waschen::V,yumaq,юу
1208,abwischen::V,silmək,сөртү
1209,spülen::V,çalxamaq,чайкау
1210,fegen::V,süpürmək,себерү
1211,kehren::V,süpürmək,себерү
1212,baden::V,çimmək,коену
1213,sich waschen::V,yuyunmaq,юыну
1214,ausziehen::V,soyunmaq,чишенү
1215,anziehen::V,geymək,кию
1216,sich anziehen::V,geyinmək,киенү
1217,kämmen::V,daramaq,тарау
1218,schmücken::V,bəzəmək,бизәү
1219,schmücken::V,bəzəmək,бизәкләү
1220,sagen::V,demək,дию
1221,sagen::V,demək,әйтү
1222,sagen::V,söymek,дию
1223,sagen::V,söymek,әйтү
1224,sprechen::V,danışmaq,сөйләү
1225,sprechen::V,danışmaq,сөйләшү
1226,reden::V,danışmaq,сөйләү
1227,sich unterhalten::V,söhbət etmək,сөйләшү
1228,fragen::V,soruşmaq,сорау
1229,fragen::V,soruşmaq,сорашу
1230,bitten::V,diləmək,үтенү
1231,bitten::V,xahiş etmək,үтенү
1232,erzählen::V,bəhs etmək,сөйләү
1233,mitteilen::V,bildirmək,белдерү
1234,nennen::V,adlandırmaq,дию
1235,rufen::V,çağırmaq,дәшү
1236,prahlen::V,öyünmək,мактану
1237,prahlen::V,öyünmək,шапырыну
1238,übersetzen::V,tərcümə etmək,күчерү
1239,denken::V,düşünmək,уйлау
1240,denken::V,fikirləşmək,уйлау
1241,glauben::V,inanmaq,инану
1242,bemerken::V,qeyd etmək,искәрү
1243,erkennen::V,tanımaq,тану
1244,begreifen::V,anlamaq,аңлау
1245,begreifen::V,anlamaq,төшенү
1246,verstehen::V,duymaq,аңлау
1247,verstehen::V,duymaq,төшенү
1248,lernen::V,öyrənmək,уку
1249,lernen::V,öyrənmək,өйрәнү
1250,wissen::V,bilmək,белү
1251,sich erinnern an::V,xatırlamaq,хәтерләү
1252,vergessen::V,unutmaq,оныту
1253,messen::V,ölçmək,үлчәү
1254,zählen::V,saymaq,санау
1255,rechnen::V,hesablamaq,исәпләү
1256,lesen::V,oxumaq,уку
1257,malen::V,şəkil çəkmək,рәсем ясау
1258,malen::V,şəkil çəkmək,сурәт ясау
1259,malen::V,şəkil çəkmək,сурәтләү
1260,zeichnen::V,cızmaq,язу-сызу
1261,zeichnen::V,cızmaq,сурәт ясау
1262,schreiben::V,yazmaq,язу
1263,besitzen::V,yiyələnmək,биләү
1264,besitzen::V,malik olmaq,биләү
1265,kaufen::V,satın almaq,алу
1266,verkaufen::V,satmaq,сату
1267,bezahlen::V,ödəmək,түләү
1268,zahlen::V,ödəmək,түләү
1269,beherrschen::V,idarə etmək,ия булу
1270,ertragen::V,dözmək,чыдау
