,Concept_ID,cv,bg
748,kräftig::A,хӑватлӑ,силен
749,stark::A,вирлӗ,здрав
750,stark::A,вирлӗ,силен
751,schwach::A,халсӑр,слаб
752,fett::A,самӑр,тлъст
753,fett::A,мӑнтӑр,тлъст
754,schlank::A,йӑрӑс,тънък
755,schlank::A,йӑрӑс,строен
756,schlank::A,яштака,тънък
757,schlank::A,яштака,строен
758,hübsch::A,хитре,хубав
759,böse::A,усал,зъл
760,dumm::A,ухмах,глупав
761,faul::A,наян,ленив
762,faul::A,наян,мързелив
763,faul::A,юлхав,ленив
764,faul::A,юлхав,мързелив
765,faul::A,ӳркенчӗк,ленив
766,faul::A,ӳркенчӗк,мързелив
767,fleißig::A,хастар,прилежен
768,geizig::A,хытӑ,скъпернически
769,klug::A,ӑслӑ,умен
770,klug::A,ӑслӑ,разумен
771,geschickt::A,ӑста,умел
772,geschickt::A,ӑста,сръчен
773,lieb::A,савнӑ,мил
774,lieb::A,савнӑ,драг
775,lustig::A,хаваслӑ,весел
776,sanft::A,ачаш,нежен
777,sanft::A,ачаш,кротък
778,hungrig::A,выҫӑ,гладен
779,krank::A,чирлӗ,болен
780,nackt::A,ҫара,гол
781,traurig::A,салхуллӑ,тъжен
782,traurig::A,салхуллӑ,печален
783,lebendig::A,чӗрӗ,жив
784,gut::A,аван,добър
785,gut::A,лайӑх,добър
786,schlecht::A,япӑх,лош
787,schlecht::A,начар,лош
788,richtig::A,тӗрӗс,правилен
789,schlimm::A,йӗрӗнчӗк,лош
790,wahr::A,чӑн,верен
791,wahr::A,чӑн,истински
792,alt::A,кивӗ,стар
793,alt::A,кивӗ,древен
794,neu::A,ҫӗнӗ,нов
795,ehemalig::A,пулнӑ,бивш
796,alt[Lebewesen]::A,ватӑ,стар
797,jung::A,яш,млад
798,jung::A,ҫамрӑк,млад
799,arm::A,чухӑн,беден
800,reich::A,пуян,богат
801,bekannt::A,пӗлӗш,познат
802,bekannt::A,пӗлӗш,известен
803,berühmt::A,чаплӑ,почут
804,berühmt::A,чаплӑ,известен
805,fremd::A,ют,чужд
806,verschieden::A,расна,разен
807,verschieden::A,расна,различен
808,nah::A,ҫывӑх,близък
809,nah::A,ҫывӑхри,близък
810,fern::A,инҫе,далечен
811,fern::A,аякри,далечен
812,linker::A,сулахай,ляв
813,rechter::A,сылтӑм,прав
814,anderer::A,урӑх,друг
815,erster::A,пӗрремӗш,пръв
816,erster::A,пӗрремӗш,първи
817,zweiter::A,иккӗмӗш,втори
818,dritter::A,виҫҫӗмӗш,трети
819,letzter::A,юлашки,последен
820,allein::ADV,пӗччен,само
821,auf einmal::ADV,кӗмӗрккен,същевременно
822,zusammen::ADV,пӗрле,заедно
823,lange::ADV,вӑрах,дълго
824,plötzlich::ADV,сасартӑк,изведнъж
825,sofort::ADV,тӳрех,веднага
826,später::ADV,кайран,по-късно
827,jetzt::ADV,халь,сега
828,jetzt::ADV,халӗ,сега
829,heute::ADV,паян,днес
830,morgen::ADV,ыран,утре
831,bald::ADV,халех,скоро
832,bald::ADV,кӗҫех,скоро
833,dann::ADV,унтан,после
834,dann::ADV,унтан,тогава
835,gestern::ADV,ӗнер,вчера
836,einst::ADV,пӗррехинче,някога
837,damals::ADV,ун чухне,тогава
838,damals::ADV,апла пулсан,тогава
839,danach::ADV,унтан,после
840,danach::ADV,унтан,след това
841,vorher::ADV,малтан,преди
842,vorher::ADV,малтан,преди това
843,zuerst::ADV,пирвай,най-напред
844,einmal::ADV,пӗррехинче,веднъж
845,einmal::ADV,пӗррехинче,един път
846,manchmal::ADV,хӑш чухне,понякога
847,oft::ADV,тӑтӑш,често
848,immer::ADV,ялан,винаги
849,niemals::ADV,нихӑҫан та,никога
850,hier::ADV,кунта,тук
851,hier::ADV,кунта,тука
852,hierhin::ADV,кунта,насам
853,von hier::ADV,кунтан,оттук
854,von hier::ADV,кунтан,оттука
855,dort::ADV,унта,там
856,dort::ADV,ҫавӑнта,там
857,dorthin::ADV,унта,натам
858,dorthin::ADV,унта,нататък
859,dorthin::ADV,ҫавӑнта,натам
860,dorthin::ADV,ҫавӑнта,нататък
861,geradeaus::ADV,тикӗс,направо
862,vorwärts::ADV,малалла,напред
863,rückwärts::ADV,хыҫала,назад
864,zurück::ADV,каялла,обратно
865,unten::ADV,аялта,долу
866,hinab::ADV,аялта,надолу
867,oben::ADV,ҫӳлте,горе
868,hinauf::ADV,ҫӳле,нагоре
869,überall::ADV,таҫта та,навсякъде
870,überall::ADV,пур ҫӗрте те,навсякъде
871,überall::ADV,кирек ӑҫта та,навсякъде
872,nicht::ADV,мар,не
873,ein wenig::ADV,пӑртак,малко
874,kaum::ADV,аран,едва
875,kaum::ADV,аран,едвам
876,sehr::ADV,питӗ,много
877,sehr::ADV,питӗ,твърде
878,so::ADV,апла,тъй
879,so::ADV,апла,така
880,noch::ADV,татах,още
881,nur::ADV,ҫех,само
882,schon::ADV,ӗнтӗ,вече
883,wieder::ADV,каллех,пак
884,wieder::ADV,каллех,отново
885,vergebens::ADV,харам,напразно
886,vor::PRP,умӗнче,пред
887,hinter::PRP,кайра,зад
888,unter::PRP,айне,под
889,unter::PRP,айӗпе,под
890,unter::PRP,айӗнче,под
891,unter::PRP,ҫитеспе,под
892,durch::PRP,витӗр,през
893,neben::PRP,патӗнче,до
894,neben::PRP,патӗнче,при
895,zwischen::PRP,хушшинче,между
896,zwischen::PRP,хушшинче,помежду
897,wegen::PRP,пула,заради
898,wegen::PRP,пирки,заради
899,dies::PRN,ку,този
900,dies::PRN,ҫак,този
901,das::PRN,ҫав,туй
902,das::PRN,ҫав,това
903,alles::PRN,пурте,всичко
904,alles::PRN,йӑлт,всичко
905,ich::PRN,эп,аз
906,du::PRN,эс,ти
907,er::PRN,вӑл,той
908,wir::PRN,эпир,ние
909,ihr::PRN,эсир,вие
910,sie::PRN,вӗсем,те
911,was::FPRN,мӗн,що
912,was::FPRN,мӗн,какво
913,was::FPRN,мӗскер,що
914,was::FPRN,мӗскер,какво
915,was::FPRN,мӗн те пулин,що
916,was::FPRN,мӗн те пулин,какво
917,wer::FPRN,кам,кой
918,wo::FADV,ӑҫта,къде
919,wohin::FADV,ӑҫта,накъде
920,wohin::FADV,ӑҫта,накъдето
921,wie::FADV,епле,как
922,wie::FADV,мӗнле,как
923,warum::FADV,ма,защо
924,warum::FADV,мӗншӗн,защо
925,wieviel::FNUM,миҫе,колко
926,eins::NUM,пӗр,един
927,eins::NUM,пӗрре,един
928,zwei::NUM,ик,два
929,zwei::NUM,икӗ,два
930,zwei::NUM,иккӗ,два
931,drei::NUM,виҫ,три
932,drei::NUM,виҫӗ,три
933,drei::NUM,виҫҫӗ,три
934,vier::NUM,тӑват,четири
935,fünf::NUM,пилӗк,пет
936,fünf::NUM,пиллӗк,пет
937,sechs::NUM,улт,шест
938,sechs::NUM,ултӑ,шест
939,sechs::NUM,улттӑ,шест
940,sieben::NUM,ҫич,седем
941,sieben::NUM,ҫичӗ,седем
942,sieben::NUM,ҫиччӗ,седем
943,acht::NUM,сакӑр,осем
944,acht::NUM,саккӑр,осем
945,neun::NUM,тӑхӑр,девет
946,neun::NUM,тӑххӑр,девет
947,zehn::NUM,вунӑ,десет
948,zehn::NUM,вуннӑ,десет
949,elf::NUM,вун пӗр,единайсет
950,elf::NUM,вун пӗр,единадесет
951,zwölf::NUM,вун ик,дванайсет
952,zwölf::NUM,вун ик,дванадесет
953,zwölf::NUM,вун икӗ,дванайсет
954,zwölf::NUM,вун икӗ,дванадесет
955,zwölf::NUM,вун иккӗ,дванайсет
956,zwölf::NUM,вун иккӗ,дванадесет
957,zwanzig::NUM,ҫирӗм,двайсет
958,zwanzig::NUM,ҫирӗм,двадесет
959,dreißig::NUM,вӑтӑр,тридесет
960,vierzig::NUM,хӗрӗх,четиридесет
961,fünfzig::NUM,аллӑ,петдесет
962,sechzig::NUM,утмӑл,шестдесет
963,siebzig::NUM,ҫитмӗл,седемдесет
964,achtzig::NUM,сакӑр вунӑ,осемдесет
965,achtzig::NUM,сакӑр вуннӑ,осемдесет
966,neunzig::NUM,тӑхӑр вун,деветдесет
967,neunzig::NUM,тӑхӑр вунӑ,деветдесет
968,neunzig::NUM,тӑхӑр вуннӑ,деветдесет
969,hundert::NUM,ҫӗр,сто
970,tausend::NUM,пин,хиляда
971,und::CNJ,та,а
972,und::CNJ,та,та
973,oder::CNJ,е,или
974,stehen::V,тӑр,стоя
975,sitzen::V,лар,седя
976,liegen::V,вырт,лежа
977,hängen::V,усӑнса тӑр,вися
978,hängen::V,ҫакӑнса тӑр,вися
979,werden::V,пул,бъда
980,werden::V,пул,стана
981,passieren::V,пул,случа се
982,beginnen::V,пуҫлан,започна
983,enden::V,пӗт,свърша
984,enden::V,вӗҫлен,свърша
985,wechseln::V,улшӑн,променям
986,aufgehen[Sonne]::V,тух,изгрея
987,untergehen[Sonne]::V,анса лар,заляза
988,scheinen[Sonne]::V,пӑх,грея
989,scheinen[Sonne]::V,пӑх,светя
990,donnern::V,кӗмсӗртет,гърмя
991,donnern::V,авӑт,гърмя
992,wehen::V,варкӑш,вея
993,wehen::V,варкӑш,духам
994,strömen::V,тӑкӑн,тека
995,strömen::V,тӑкӑн,лея се
996,fließen::V,юх,тека
997,sich drehen::V,ҫаврӑн,въртя се
998,schwanken::V,чӳхен,клатя се
999,schwingen::V,суллан,трептя
1000,fallen::V,кип,падам
1001,fallen::V,тӳр кип,падам
1002,fallen::V,татӑлса ан,падам
1003,brennen::V,ҫун,горя
1004,rauchen::V,мӑкӑрлан,димя
1005,rauchen::V,тӗтӗм кӑлар,димя
1006,regnen::V,ҫумӑр ҫӑвать,вали дъжд
1007,gefrieren::V,шӑн,замръзна
1008,tauen::V,ирӗл,топя се
1009,schmelzen::V,ирӗл,разтопя се
1010,trocknen::V,тип,съхна
1011,sieden::V,вӗре,вря
1012,sieden::V,вӗре,кипя
1013,faulen::V,ҫӗр,гния
1014,verfaulen::V,ҫӗр,изгния
1015,reißen::V,ҫурӑл,напукам се
1016,versinken::V,пут,потъна
1017,vergehen::V,ирт,минавам
1018,erscheinen::V,курӑн,явя се
1019,erscheinen::V,курӑнса кай,явя се
1020,verschwinden::V,ҫухал,изчезна
1021,sinken::V,чак,падна
1022,abnehmen::V,чак,отслабна
1023,zunehmen::V,пысӑклан,нарасна
1024,steigen::V,ҫӗклен,увелича се
1025,steigen::V,ҫӗклен,покачвам се
1026,wachsen::V,ӳс,раста
1027,glänzen::V,ҫиҫ,лъщя
1028,glänzen::V,ҫиҫ,блестя
1029,funkeln::V,ялкӑш,искря
1030,funkeln::V,йӑлтӑртат,искря
1031,lärmen::V,шавла,шумя
1032,läuten::V,шӑнкӑравла,звъня
1033,klingeln::V,шӑнкӑравла,звъня
1034,klirren::V,калтлат,звънтя
1035,klirren::V,калтлат,дрънкам
1036,klirren::V,шӑнкӑлтат,звънтя
1037,klirren::V,шӑнкӑлтат,дрънкам
1038,brausen::V,ахӑр,буча
1039,rauschen::V,вашӑлтат,шумя
1040,rauschen::V,чашӑлтат,шумя
1041,klingen::V,янӑра,звуча
1042,bellen::V,вӗр,лая
1043,heulen::V,ула,вия
1044,heulen::V,ула,рева
1045,blasen::V,вӗр,духна
1046,pfeifen::V,шӑхӑр,свиря
1047,schreien::V,кӑшкӑр,крещя
1048,stöhnen::V,йынӑш,стена
1049,stöhnen::V,йынӑш,пъшкам
1050,zittern::V,чӗтре,треперя
1051,leben::V,пурӑн,живея
1052,geboren werden::V,ҫурал,родя се
1053,atmen::V,сывла,дишам
1054,trinken::V,ӗҫ,пия
1055,essen::V,ҫи,ям
1056,schlucken::V,ҫӑт,гълтам
1057,müde werden::V,ӗшен,уморя се
1058,einschlafen::V,ыйха пут,заспя
1059,einschlafen::V,ҫывӑрса кай,заспя
1060,schlafen::V,ҫывӑр,спя
1061,aufwachen::V,вӑран,събудя се
1062,aufstehen::V,тӑр,стана
1063,sich erholen::V,кан,отдъхвам си
1064,krank werden::V,чирле,заболея
1065,krank sein::V,чирле,боледувам
1066,schmerzen::V,сур,боля
1067,schmerzen::V,ырат,боля
1068,husten::V,ӳсӗр,кашлям
1069,genesen::V,сывал,оздравея
1070,genesen::V,тӳрлен,оздравея
1071,sterben::V,вил,умра
1072,umkommen::V,вил,загина
1073,sich bewegen::V,куҫ,движа се
1074,sich bewegen::V,куҫ,мърдам се
1075,sich rühren::V,хускал,движа се
1076,sich erheben::V,тӑр,стана
1077,sich setzen::V,лар,седна
1078,hinfallen::V,ӳк,падна
1079,laufen::V,ут,ходя
1080,schreiten::V,ут,крача
1081,spazierengehen::V,уҫӑлса ҫӳре,разхождам се
1082,spazierengehen::V,уткаласа ҫӳре,разхождам се
1083,eilen::V,васка,бързам
1084,eilen::V,хыпалан,бързам
1085,sich beeilen::V,васка,побързам
1086,sich beeilen::V,хыпалан,побързам
1087,sausen::V,ыткӑн,тичам
1088,sausen::V,вӗҫтер,тичам
1089,rennen::V,чуп,бягам
1090,springen::V,сик,скачам
1091,klettern::V,улӑх,катеря се
1092,schaukeln::V,йӳрӗн,люлея се
1093,kriechen::V,шу,лазя
1094,kriechen::V,шу,пълзя
1095,kriechen::V,упален,лазя
1096,kriechen::V,упален,пълзя
1097,schwimmen::V,иш,плувам
1098,tauchen::V,чӑм,гмуркам се
1099,rudern::V,авӑс,греба
1100,fahren::V,пыр,пътувам
1101,fliegen::V,вӗҫ,летя
1102,fliegen::V,вӗҫ,хвърча
1103,gehen::V,кай,ида
1104,gehen::V,кай,вървя
1105,weggehen::V,кай,отида си
1106,abfahren::V,тапран,отпътувам
1107,anhalten::V,чарӑн,спра се
1108,hineingehen::V,кӗр,влизам
1109,eintreten::V,кӗр,вляза
1110,kommen::V,кил,ида
1111,kommen::V,кил,дойда
1112,ankommen::V,ҫит,пристигна
1113,zurückkommen::V,таврӑн,върна се
1114,zurückkommen::V,каялла кил,върна се
1115,bleiben::V,юл,остана
1116,warten::V,кӗт,чакам
1117,erwarten::V,кӗт,очаквам
1118,suchen::V,шыра,търся
1119,finden::V,туп,намеря
1120,versuchen::V,пикен,опитам
1121,vorbereiten::V,хатӗрле,подготвя
1122,lieben::V,юрат,любя
1123,mögen::V,кӑмӑлла,обичам
1124,mögen::V,килӗштер,обичам
1125,lachen::V,кул,смея се
1126,lachen::V,ахӑлтат,смея се
1127,rühren::V,ҫулӑх,трогна
1128,weinen::V,йӗр,плача
1129,weinen::V,макӑр,плача
1130,schimpfen::V,вӑрҫ,ругая
1131,schimpfen::V,вӑрҫ,псувам
1132,schimpfen::V,ятлаҫ,ругая
1133,schimpfen::V,ятлаҫ,псувам
1134,sich ärgern::V,ҫиллен,ядосам се
1135,sich fürchten::V,шиклен,боя се
1136,sich fürchten::V,шиклен,страхувам се
1137,fürchten::V,хӑра,боя се от
1138,fürchten::V,хӑра,страхувам се от
1139,fliehen::V,тар,бягам
1140,flüchten::V,чупса тар,бягам
1141,flüchten::V,чупса тар,избягам
1142,sehen::V,кур,видя
1143,anschauen::V,пӑхса ил,гледам
1144,ansehen::V,пӑх,поглеждам
1145,hören::V,илт,чувам
1146,zuhören::V,итле,слушам
1147,zuhören::V,тӑнла,слушам
1148,probieren::V,астив,опитам
1149,riechen::V,шӑршла,подуша
1150,fühlen::V,туй,усещам
1151,fühlen::V,туй,чувствувам
1152,fühlen::V,сис,усещам
1153,fühlen::V,сис,чувствувам
1154,scheinen::V,туйӑн,изглеждам
1155,zu sehen sein::V,курӑн,виждам се
1156,vernehmen::V,пӑл,доловя
1157,frieren::V,йӳтен,мръзна
1158,tun::V,ту,правя
1159,können::V,пултар,мога
1160,wollen::V,те,ща
1161,wollen::V,те,искам
1162,anfangen::V,пуҫла,започна
1163,beenden::V,пӗтер,свърша
1164,beenden::V,пӗтер,завърша
1165,aufhören::V,пӑрах,престана
1166,gelingen::V,ӑн,успея
1167,gelingen::V,ӑн,сполуча
1168,geraten::V,пул,удам се
1169,öffnen::V,уҫ,отворя
1170,schließen::V,хуп,затворя
1171,stellen::V,ларт,поставя
1172,stellen::V,тӑрат,поставя
1173,setzen::V,ларт,туря
1174,legen::V,хур,сложа
1175,legen::V,хур,слагам
1176,berühren::V,перӗн,докосна
1177,verbinden::V,сып,свържа
1178,bedecken::V,вит,покрия
1179,aufhängen::V,ҫак,закача
1180,anzünden::V,ҫут,запаля
1181,aufheben::V,ҫӗкле,вдигна
1182,aufheben::V,ҫӗкле,повдигна
1183,zurücklassen::V,манса хӑвар,оставя
1184,verlieren::V,ҫӗтер,загубя
1185,fallen lassen::V,ӳкер,изпусна
1186,machen::V,ту,направя
1187,herstellen::V,ӑстала,произведа
1188,bauen::V,ту,строя
1189,reparieren::V,юса,поправя
1190,verbessern::V,лайӑхлат,подобря
1191,ändern::V,улӑштар,променя
1192,graben::V,чав,копая
1193,graben::V,чакала,копая
1194,beugen::V,кукӑрт,прегъна
1195,biegen::V,ав,прегъна
1196,biegen::V,кукӑрт,прегъна
1197,drehen::V,ҫавӑр,въртя
1198,wenden::V,ӳпӗнтер,обърна
1199,umdrehen::V,ҫавӑр,обърна
1200,heben::V,хӑпарт,вдигам
1201,hochheben::V,йӑт,издигна
1202,ergreifen::V,тыт,хвана
1203,ergreifen::V,тыт,обхвана
1204,halten::V,тыт,държа
1205,drücken::V,пус,натискам
1206,drücken::V,пус,притискам
1207,schieben::V,тӗк,тикам
1208,schieben::V,тӗрт,тикам
1209,kratzen::V,хыр,одраскам
1210,lecken::V,ҫула,лижа
1211,lecken::V,ҫула,ближа
1212,beißen::V,ҫырт,хапя
1213,beißen::V,ҫырт,ухапя
1214,beißen::V,хып,хапя
1215,beißen::V,хып,ухапя
1216,abreißen::V,тат,откъсна
1217,abschneiden::V,кас,отрежа
1218,binden::V,ҫых,вържа
1219,stecken::V,чик,пъхна
1220,brechen::V,хуҫ,троша
1221,klopfen::V,такка,чукам
1222,hauen::V,шакка,бия
1223,kleben::V,ҫыпӑҫтар,лепя
1224,kleben::V,ҫыпӑҫтар,залепя
1225,reiben::V,сӑтӑр,трия
1226,reiben::V,сӑтӑр,търкам
1227,streichen::V,сӗр,намажа
1228,schleifen::V,хӑйра,остря
1229,schneiden::V,кас,режа
1230,rütteln::V,лӑка,разтърсвам
1231,rütteln::V,силлентер,разтърсвам
1232,schütteln::V,лӑка,клатя
1233,schütteln::V,лӑка,друсам
1234,schütteln::V,силлентер,клатя
1235,schütteln::V,силлентер,друсам
1236,schwenken::V,сулла,размахам
1237,schütten::V,тултар,сипя
1238,füllen::V,тултар,напълня
1239,einwickeln::V,чӗрке,увия
1240,einwickeln::V,чӗрке,завия
1241,tragen::V,ҫӗкле,нося
1242,schleppen::V,сӗтӗр,влача
1243,ziehen::V,тӑс,тегля
1244,ziehen::V,тӑс,дръпна
1245,aufbewahren::V,усра,съхраня
1246,werfen::V,пӑрах,хвърля
1247,fangen::V,тыт,ловя
1248,fangen::V,тыт,уловя
1249,packen::V,тыт,хвана
1250,verstecken::V,пытарса хур,крия
1251,verstecken::V,пытарса хур,скрия
1252,teilen::V,уйӑр,разделя
1253,teilen::V,пайла,разделя
1254,schicken::V,яр,изпращам
1255,bringen::V,кӳр,донеса
1256,hinzufügen::V,хуш,прибавя
1257,bekommen::V,ил,сдобия се
1258,bekommen::V,туян,сдобия се
1259,erhalten::V,ил,получа
1260,erhalten::V,туян,получа
1261,nehmen::V,ил,взема
1262,wählen::V,суйла,избирам
1263,auswählen::V,суйла,избера
1264,bewahren::V,упра,пазя
1265,behindern::V,кансӗрле,преча
1266,behindern::V,кансӗрле,спъвам
1267,behindern::V,чӑрмантар,преча
1268,behindern::V,чӑрмантар,спъвам
1269,verderben::V,пӑс,разваля
1270,beschädigen::V,пӑс,повредя
1271,zerbrechen::V,ват,счупя
1272,zerbrechen::V,ҫӗмӗр,счупя
1273,zerreißen::V,ҫур,скъсам
1274,zerstören::V,иш,разруша
1275,verbrennen::V,ҫунтар,изгоря
1276,geben::V,пар,дам
1277,reichen::V,пар,подам
1278,schenken::V,парнеле,подаря
1279,versprechen::V,тума пул,обещая
1280,versprechen::V,сӑмах пар,обещая
1281,wünschen::V,сун,желая
1282,loben::V,ырла,хваля
1283,küssen::V,чуп ту,целувам
1284,wiegen::V,сиктер,люлея
1285,wiegen::V,силле,люлея
1286,zudecken::V,вит,покрия
1287,wecken::V,вӑрат,събудя
1288,zeigen::V,кӑтарт,покажа
1289,führen::V,илсе пыр,водя
1290,führen::V,илсе пыр,заведа
1291,führen::V,ҫавӑтса пыр,водя
1292,führen::V,ҫавӑтса пыр,заведа
1293,lehren::V,вёрент,уча
1294,unterrichten::V,вёрент,преподавам
1295,aufziehen::V,вӗрент,отгледам
1296,leiten::V,тытса пыр,ръководя
1297,leiten::V,тытса пыр,управлявам
1298,antreiben::V,васкат,подкарвам
1299,lassen::V,пусахла,накарам
1300,lassen::V,хуш,накарам
1301,einladen::V,чӗн,поканя
1302,vereinigen::V,пӗрлештер,съединя
1303,besuchen::V,ҫит,посетя
1304,besuchen::V,кӗрсе кур,посетя
1305,treffen::V,тӗл пул,срещна
1306,sich versammeln::V,пуҫтарӑн,събера се
1307,spielen::V,выля,играя
1308,singen::V,юрла,пея
1309,tanzen::V,ташла,танцувам
1310,sich trennen::V,уйрӑл,разделя се
1311,verlassen::V,хӑвар,напусна
1312,retten::V,ҫӑл,спася
1313,bewachen::V,хуралла,охранявам
1314,schützen::V,сыхла,запазя
1315,verteidigen::V,хӳтӗле,защитя
1316,sich schlagen::V,ҫапӑҫ,бия се
1317,schießen::V,пер,стрелям
1318,siegen::V,ҫӗн,победя
1319,siegen::V,ҫӗнтер,победя
1320,ärgern::V,тарӑхтар,ядосам
1321,ärgern::V,ҫиллентер,ядосам
1322,schlagen::V,ҫап,бия
1323,schlagen::V,ҫап,ударя
1324,treten::V,тап,ритам
1325,stechen::V,чик,бодна
1326,stoßen::V,чыш,бутна
1327,stoßen::V,чыш,блъсна
1328,stehlen::V,вӑрла,
1329,stören::V,кансӗрле,смутя
1330,belästigen::V,аптӑрат,отегча
1331,belästigen::V,аптӑрат,безпокоя
1332,belästigen::V,хупла,отегча
1333,belästigen::V,хупла,безпокоя
1334,verbergen::V,пытар,скрия
1335,täuschen::V,суй,измамя
1336,betrügen::V,ултала,измамя
1337,töten::V,вӗлер,убия
1338,töten::V,вӗлер,умъртвя
1339,wohnen::V,чуна пар,живея
1340,wohnen::V,парӑнса тӑр,живея
1341,arbeiten::V,ӗҫле,работя
1342,sammeln::V,пух,събера
1343,pflücken::V,тат,бера
1344,pflücken::V,тат,откъсна
1345,jagen::V,сунара ҫӳре,ловувам
1346,fischen::V,пулӑ тыт,ловя риба
1347,fassen::V,тыт,хвана
1348,hüten::V,кӗт,пазя
1349,treiben::V,хӑвала,карам
1350,anbinden::V,кӑкар,завържа
1351,füttern::V,ҫитер,храня
1352,melken::V,су,доя
1353,hacken::V,вакла,сека
1354,gießen::V,шӑвар,полея
1355,reifen::V,пиҫ,узрея
1356,zubereiten::V,пӗҫер,приготвя
1357,kochen::V,пӗҫер,варя
1358,backen::V,пӗҫер,пека
1359,braten::V,ӑшала,пържа
1360,umrühren::V,хутӑштар,разбъркам
1361,stricken::V,ҫых,плета
1362,nähen::V,ҫӗле,шия
1363,färben::V,пӗвет,боядисам
1364,reinigen::V,тасат,почистя
1365,waschen::V,ҫу,мия
1366,waschen::V,ҫу,пера
1367,abwischen::V,шӑл,избърша
1368,spülen::V,чӳхе,плакна
1369,fegen::V,шӑл,измета
1370,kehren::V,шӑл,мета
1371,baden::V,шыва кӗр,къпя се
1372,sich waschen::V,ҫӑвӑн,мия се
1373,ausziehen::V,салан,съблека
1374,anziehen::V,тӑхӑн,облека
1375,sich anziehen::V,тӑхӑн,облека се
1376,kämmen::V,тура,реша
1377,kämmen::V,тура,вчеша
1378,schmücken::V,илемлет,накича
1379,sagen::V,те,кажа
1380,sprechen::V,кала,говоря
1381,reden::V,сӑмахла,говоря
1382,reden::V,калаҫ,говоря
1383,sich unterhalten::V,пупле,разговарям
1384,fragen::V,ыйт,запитам
1385,bitten::V,ыйт,моля
1386,erzählen::V,каласа пар,разкажа
1387,mitteilen::V,пӗлтер,съобщя
1388,mitteilen::V,хыпарла,съобщя
1389,nennen::V,те,нарека
1390,nennen::V,чӗн,нарека
1391,rufen::V,чӗн,викам
1392,rufen::V,чӗн,повикам
1393,prahlen::V,мухтан,хваля се
1394,prahlen::V,вӗҫкӗнлен,хваля се
1395,übersetzen::V,куҫар,преведа
1396,denken::V,шухӑшла,мисля
1397,glauben::V,ӗнен,вярвам
1398,bemerken::V,асӑрха,забележа
1399,erkennen::V,палла,позная
1400,begreifen::V,ӑнлан,схвана
1401,verstehen::V,пӗл,разбера
1402,lernen::V,вӗрен,уча се
1403,wissen::V,пӗл,зная
1404,wissen::V,ӑнкар,зная
1405,sich erinnern an::V,аса ил,спомня си за
1406,vergessen::V,ман,забравя
1407,vergessen::V,манса кай,забравя
1408,messen::V,виҫ,меря
1409,zählen::V,шутла,броя
1410,rechnen::V,шутла,сметна
1411,lesen::V,вула,чета
1412,malen::V,ӳкер,рисувам
1413,zeichnen::V,ӳкер,рисувам
1414,schreiben::V,ҫыр,пиша
1415,besitzen::V,тыт,имам
1416,besitzen::V,тыт,притежавам
1417,kaufen::V,ил,купя
1418,kaufen::V,ил,купувам
1419,kaufen::V,туян,купя
1420,kaufen::V,туян,купувам
1421,verkaufen::V,сут,продам
1422,bezahlen::V,тӳле,заплатя
1423,zahlen::V,тӳле,платя
1424,beherrschen::V,тыт,владея
1425,ertragen::V,тӳс,понеса
1426,Bauch::N,,корем
