,Concept_ID,no,tt
839,rauchen::V,ryke,төтәү
840,rauchen::V,ryke,төтенләү
841,regnen::V,regne,яву
842,gefrieren::V,fryse,кату
843,tauen::V,tine,эрү
844,tauen::V,tine,эретү
845,schmelzen::V,smelte,эрү
846,schmelzen::V,smelte,эретү
847,trocknen::V,tørre,кибү
848,sieden::V,koke,ургылу
849,faulen::V,råtne,черү
850,verfaulen::V,råtne,черү
851,reißen::V,briste,өзелү
852,versinken::V,synke,бату
853,versinken::V,synke ned,бату
854,vergehen::V,forløpe,авышу
855,erscheinen::V,synes,пәйда булу
856,verschwinden::V,forsvinne,югалу
857,verschwinden::V,forsvinne,юк булу
858,sinken::V,synke,кимү
859,sinken::V,synke,кайту
860,abnehmen::V,avta,азаю
861,abnehmen::V,minske,азаю
862,zunehmen::V,tilta,арту
863,zunehmen::V,tilta,күбәю
864,zunehmen::V,tilta,ишәю
865,steigen::V,stige,үсү
866,wachsen::V,gro,үсү
867,wachsen::V,vokse,үсү
868,glänzen::V,skinne,ялкылдау
869,funkeln::V,tindre,ялтырау
870,lärmen::V,bråke,шаулау
871,läuten::V,ringe,шалтырату
872,klingeln::V,ringe,шалтырату
873,klirren::V,klirre,чылтырау
874,brausen::V,bruse,давыллау
875,brausen::V,bruse,дулау
876,rauschen::V,suse,кыштырдау
877,klingen::V,lyde,ишетелү
878,klingen::V,klinge,ишетелү
879,bellen::V,gjø,өрү
880,bellen::V,bjeffe,өрү
881,heulen::V,ule,улау
882,blasen::V,blåse,өрү
883,pfeifen::V,plystre,сызгырту
884,schreien::V,skrike,кычкыру
885,stöhnen::V,stønne,ыңгырашу
886,zittern::V,dirre,калтырау
887,zittern::V,dirre,калтырану
888,zittern::V,skjelve,калтырау
889,zittern::V,skjelve,калтырану
890,leben::V,leve,яшәү
891,leben::V,leve,гомер итү
892,geboren werden::V,fødes,туу
893,atmen::V,ånde,сулау
894,atmen::V,puste,сулау
895,trinken::V,drikke,эчү
896,essen::V,spise,ашау
897,schlucken::V,svelge,йоту
898,müde werden::V,bli trett,ялыгу
899,müde werden::V,bli trett,йөгенү
900,einschlafen::V,sovne,йокыга китү
901,schlafen::V,sove,йоклау
902,aufwachen::V,våkne,уяну
903,aufstehen::V,stå opp,тору
904,sich erholen::V,bli bra,ял алу
905,sich erholen::V,bli bra,истирахәт итү
906,sich erholen::V,komme seg,ял алу
907,sich erholen::V,komme seg,истирахәт итү
908,krank werden::V,bli syk,чирләү
909,krank sein::V,være syk,чирләү
910,schmerzen::V,gjøre vondt,авырту
911,husten::V,hoste,ютәлләү
912,genesen::V,komme seg,савыгу
913,genesen::V,komme seg,сәламәтләнү
914,sterben::V,dø,үлү
915,sterben::V,dø,дөнья кую
916,sterben::V,dø,вафат булу
917,umkommen::V,omkomme,үлү
918,sich bewegen::V,bevege seg,йөрү
919,sich rühren::V,røre på seg,кыймылдау
920,sich erheben::V,reise seg,басу
921,sich setzen::V,sette sig,утыру
922,hinfallen::V,falle over ende,егылу
923,laufen::V,løpe,җәяүләү
924,schreiten::V,skride,атлау
925,spazierengehen::V,spasere,йөрү
926,spazierengehen::V,spasere,йөргенү
927,spazierengehen::V,gå en tur,йөрү
928,spazierengehen::V,gå en tur,йөргенү
929,eilen::V,ile,ашыгу
930,sich beeilen::V,skynde seg,ашыгу
931,sich beeilen::V,skynde seg,кызулау
932,sausen::V,suse,җилдерү
933,rennen::V,løpe,йөгерү
934,springen::V,hoppe,сикерү
935,springen::V,springe,сикерү
936,klettern::V,klatre,үрмәләү
937,schaukeln::V,huske,атыну
938,kriechen::V,krype,шуышу
939,kriechen::V,krype,үрмәләү
940,schwimmen::V,svømme,йөзү
941,tauchen::V,dykke,чуму
942,rudern::V,ro,ишү
943,fahren::V,kjøre,бару
944,fliegen::V,fly,очу
945,gehen::V,gå,йөрү
946,weggehen::V,gå bort,китү
947,abfahren::V,reise,кузгалу
948,anhalten::V,stanse,тукталу
949,hineingehen::V,gå inn,инү
950,eintreten::V,tre inn,инү
951,kommen::V,komme,килү
952,ankommen::V,ankomme,бару
953,ankommen::V,komme til,бару
954,zurückkommen::V,komme tilbake,кире кайту
955,bleiben::V,bli,калу
956,bleiben::V,forbli,калу
957,warten::V,vente,көтү
958,erwarten::V,vente,көтү
959,suchen::V,søke,эзләү
960,finden::V,finne,табу
961,versuchen::V,prøve,маташу
962,versuchen::V,forsøke,маташу
963,vorbereiten::V,forberede,хәзерләү
964,lieben::V,elske,сөю
965,lieben::V,elske,ярату
966,mögen::V,like,өнәү
967,lachen::V,le,көлү
968,rühren::V,røre,дулкынландыру
969,weinen::V,gråte,елау
970,schimpfen::V,skjelle,сүгү
971,schimpfen::V,skjelle,сүгенү
972,sich ärgern::V,ergre seg,ачулану
973,sich fürchten::V,være redd,курку
974,fürchten::V,være redd for,калтырау
975,fürchten::V,være redd for,калтырану
976,fliehen::V,rømme,арка бирү
977,fliehen::V,flykte,арка бирү
978,flüchten::V,flykte,качу
979,sehen::V,se,күрү
980,anschauen::V,se på,карау
981,anschauen::V,betrakte,карау
982,ansehen::V,anse,карау
983,ansehen::V,anse,күзәтү
984,hören::V,høre,ишетү
985,zuhören::V,tilhøre,тыңлау
986,probieren::V,smake,тату
987,probieren::V,smake på,тату
988,riechen::V,lukte,иснәү
989,fühlen::V,føle,тою
990,fühlen::V,føle,сизү
991,scheinen::V,se ut,күренү
992,zu sehen sein::V,synes,күренү
993,vernehmen::V,få vite,ишетү
994,frieren::V,fryse,өшү
995,frieren::V,fryse,күшегү
996,tun::V,gjøre,итү
997,können::V,kunne,алу
998,wollen::V,ville,теләү
999,anfangen::V,begynne,керешү
1000,beenden::V,avslutte,бетерү
1001,beenden::V,avslutte,тәмамлау
1002,aufhören::V,slutte,бетү
1003,aufhören::V,holde opp,бетү
1004,gelingen::V,lykkes,уңу
1005,geraten::V,bli,сабышу
1006,öffnen::V,åpne,ачу
1007,schließen::V,lukke,ябу
1008,schließen::V,stenge,ябу
1009,stellen::V,stille,кую
1010,setzen::V,sette,утырту
1011,legen::V,legge,яткыру
1012,berühren::V,berøre,тию
1013,verbinden::V,forbinde,ялгау
1014,bedecken::V,dekke,өрту
1015,bedecken::V,dekke,каплау
1016,bedecken::V,dekke,томалау
1017,aufhängen::V,henge,асу
1018,aufhängen::V,henge opp,асу
1019,anzünden::V,tenne,кабызу
1020,anzünden::V,antenne,кабызу
1021,anzünden::V,tenne på,кабызу
1022,aufheben::V,løfte,күтәрү
1023,aufheben::V,ta opp,күтәрү
1024,zurücklassen::V,slippe tilbake,калдыру
1025,verlieren::V,miste,югалту
1026,fallen lassen::V,droppe,төшерү
1027,fallen lassen::V,la falle,төшерү
1028,machen::V,lage,ясау
1029,machen::V,lage,эшләү
1030,machen::V,gjøre,ясау
1031,machen::V,gjøre,эшләү
1032,herstellen::V,fremstille,ясау
1033,bauen::V,bygge,кору
1034,reparieren::V,reparere,төзәтү
1035,verbessern::V,rette,яхшырту
1036,verbessern::V,forbedre,яхшырту
1037,ändern::V,forandre,үзгәртү
1038,graben::V,grave,казу
1039,beugen::V,bøye,ию
1040,biegen::V,bøye,бөгү
1041,drehen::V,dreie,бору
1042,drehen::V,dreie,бөтерү
1043,wenden::V,vende,бору
1044,umdrehen::V,snu,түнтәрү
1045,heben::V,heve,күтәрү
1046,hochheben::V,løfte,күтәрү
1047,ergreifen::V,gripe,эләктерү
1048,ergreifen::V,få tak i,эләктерү
1049,halten::V,holde,тоту
1050,drücken::V,trykke,кысу
1051,schieben::V,skyve,кузгату
1052,kratzen::V,klø,тырнау
1053,kratzen::V,klore,тырнау
1054,lecken::V,slikke,ялау
1055,beißen::V,bite,тешләү
1056,abreißen::V,rive av,өзү
1057,abschneiden::V,skjære av,кыю
1058,abschneiden::V,skjære av,кисү
1059,binden::V,binde,бәйләү
1060,stecken::V,stikke,төртү
1061,stecken::V,stikke,тыгу
1062,brechen::V,bryte,сындыру
1063,brechen::V,briste,сындыру
1064,klopfen::V,banke,шаку
1065,klopfen::V,banke,шакылдау
1066,hauen::V,hogge,кыйнау
1067,kleben::V,klistre,ябыштыру
1068,reiben::V,gni,ышку
1069,streichen::V,stryke,ягу
1070,schleifen::V,slipe,кайрау
1071,schneiden::V,klippe,кисү
1072,rütteln::V,ruske,селкетү
1073,schütteln::V,riste,селкетү
1074,schwenken::V,svinge,болгау
1075,schütten::V,helle,кою
1076,füllen::V,fylle,тутыру
1077,einwickeln::V,vikle inn,төрү
1078,tragen::V,bære,ташу
1079,schleppen::V,slepe,сөйрәү
1080,schleppen::V,slepe,өстерәү
1081,ziehen::V,dra,тарту
1082,ziehen::V,trekke,тарту
1083,aufbewahren::V,oppbevare,саклау
1084,aufbewahren::V,ta vare på,саклау
1085,werfen::V,kaste,ыргыту
1086,fangen::V,fange,тоту
1087,packen::V,gripe,эләктерү
1088,packen::V,gripe tak i,эләктерү
1089,verstecken::V,gjemme,яшерү
1090,teilen::V,dele,бүлү
1091,schicken::V,sende,җибәрү
1092,bringen::V,bringe,китерү
1093,hinzufügen::V,tilføye,өстәү
1094,bekommen::V,få,алу
1095,erhalten::V,få,алу
1096,nehmen::V,ta,алу
1097,wählen::V,velge,сайлау
1098,auswählen::V,velge ut,сайлау
1099,bewahren::V,bevare,саклау
1100,behindern::V,hindre,комачаулау
1101,behindern::V,forhindre,комачаулау
1102,verderben::V,ødelegge,бозу
1103,beschädigen::V,skade,бозу
1104,zerbrechen::V,brekke i stykker,вату
1105,zerreißen::V,rive i stykker,өзү
1106,zerreißen::V,rive i stykker,ерту
1107,zerstören::V,ødelegge,җимерү
1108,verbrennen::V,brenne,яндыру
1109,verbrennen::V,brenne,көйдерү
1110,verbrennen::V,brenne opp,яндыру
1111,verbrennen::V,brenne opp,көйдерү
1112,geben::V,gi,бирү
1113,reichen::V,rekke,тапшыру
1114,schenken::V,forære,бүләкләү
1115,schenken::V,skjenke,бүләкләү
1116,versprechen::V,love,вәгъдә бирү
1117,wünschen::V,ønske,котлау
1118,loben::V,rose,мактау
1119,küssen::V,kysse,үбү
1120,wiegen::V,vogge,тирбәтү
1121,zudecken::V,dekke til,ябу
1122,zudecken::V,dekke til,бөркәү
1123,wecken::V,vekke,уяту
1124,zeigen::V,vise,күрсәтү
1125,führen::V,føre,йөртү
1126,lehren::V,lære,өйрәтү
1127,unterrichten::V,undervise,укыту
1128,aufziehen::V,oppdra,асрау
1129,leiten::V,lede,җитәкләү
1130,antreiben::V,drive på,куалау
1131,antreiben::V,drive på,әйдәләү
1132,antreiben::V,drive på,ашыктыру
1133,lassen::V,få til å,мәҗбүр итү
1134,einladen::V,be,чакыру
1135,einladen::V,invitere,чакыру
1136,vereinigen::V,forene,берләштерү
1137,besuchen::V,besøke,керешү
1138,treffen::V,møte,очрату
1139,treffen::V,treffe,очрату
1140,sich versammeln::V,forsamles,җыелышу
1141,spielen::V,leke,уйнау
1142,spielen::V,spille,уйнау
1143,singen::V,synge,җырлау
1144,tanzen::V,danse,бию
1145,sich trennen::V,skilles,аерылу
1146,sich trennen::V,skilles,ташлашу
1147,verlassen::V,forlate,ташлау
1148,verlassen::V,forlate,калдыру
1149,retten::V,redde,коткару
1150,bewachen::V,bevokte,каравыллау
1151,schützen::V,verne,ышыклау
1152,schützen::V,beskytte,ышыклау
1153,verteidigen::V,forsvare,яклау
1154,verteidigen::V,forsvare,саклау
1155,sich schlagen::V,slåss,сугышу
1156,schießen::V,skyte,ату
1157,siegen::V,seire,җиңү
1158,ärgern::V,ergre,ачуландыру
1159,treten::V,sparke,тибү
1160,stechen::V,stikke,кадау
1161,stoßen::V,støte,этү
1162,stehlen::V,stjele,урлау
1163,stören::V,forstyrre,комачаулау
1164,belästigen::V,plage,борчу
1165,belästigen::V,plage,билмазалау
1166,belästigen::V,sjenere,борчу
1167,belästigen::V,sjenere,билмазалау
1168,verbergen::V,gjemme,яшерү
1169,täuschen::V,villede,алдату
1170,betrügen::V,bedra,хәрәмләшү
1171,töten::V,drepe,үтерү
1172,wohnen::V,bo,яшәү
1173,arbeiten::V,arbeide,эшләү
1174,sammeln::V,samle,туплау
1175,pflücken::V,plukke,өзү
1176,jagen::V,jage,аулау
1177,fischen::V,fiske,балык тоту
1178,fassen::V,fange,тоту
1179,hüten::V,vokte,көтү
1180,treiben::V,drive,куалау
1181,anbinden::V,feste,бәйләү
1182,füttern::V,fore,туйдыру
1183,melken::V,melke,саву
1184,hacken::V,hakke,чабу
1185,gießen::V,helle,сугару
1186,reifen::V,modne,җитешү
1187,zubereiten::V,lage,пешеренү
1188,zubereiten::V,tilberede,пешеренү
1189,kochen::V,koke,пешерү
1190,kochen::V,koke,кайнату
1191,backen::V,bake,пешерү
1192,braten::V,steke,куыру
1193,braten::V,steke,кыздыру
1194,umrühren::V,røre om,бутау
1195,umrühren::V,røre om,болгату
1196,stricken::V,strikke,бәйләү
1197,nähen::V,sy,тегү
1198,färben::V,farge,ману
1199,reinigen::V,rense,чистарту
1200,reinigen::V,gjøre ren,чистарту
1201,waschen::V,vaske,юу
1202,abwischen::V,tørke av,сөртү
1203,spülen::V,spyle,чайкау
1204,spülen::V,skylle,чайкау
1205,fegen::V,feie,себерү
1206,kehren::V,koste,себерү
1207,baden::V,bade,коену
1208,sich waschen::V,vaske seg,юыну
1209,ausziehen::V,ta av,чишенү
1210,anziehen::V,ta på,кию
1211,sich anziehen::V,kle på seg,киенү
1212,kämmen::V,gre,тарау
1213,kämmen::V,kjemme,тарау
1214,schmücken::V,pynte,бизәү
1215,schmücken::V,pynte,бизәкләү
1216,schmücken::V,smykke,бизәү
1217,schmücken::V,smykke,бизәкләү
1218,sagen::V,si,дию
1219,sagen::V,si,әйтү
1220,sprechen::V,snakke,сөйләү
1221,sprechen::V,snakke,сөйләшү
1222,reden::V,tale,сөйләү
1223,reden::V,snakke,сөйләү
1224,sich unterhalten::V,samtale,сөйләшү
1225,fragen::V,spørre,сорау
1226,fragen::V,spørre,сорашу
1227,bitten::V,be,үтенү
1228,erzählen::V,fortelle,сөйләү
1229,mitteilen::V,meddele,белдерү
1230,nennen::V,kalle,дию
1231,rufen::V,rope,дәшү
1232,prahlen::V,skryte,мактану
1233,prahlen::V,skryte,шапырыну
1234,übersetzen::V,oversette,күчерү
1235,denken::V,tenke,уйлау
1236,glauben::V,tro,инану
1237,bemerken::V,bemerke,искәрү
1238,bemerken::V,legge merke til,искәрү
1239,erkennen::V,gjenkjenne,тану
1240,begreifen::V,begripe,аңлау
1241,begreifen::V,begripe,төшенү
1242,verstehen::V,forstå,аңлау
1243,verstehen::V,forstå,төшенү
1244,verstehen::V,skjønne,аңлау
1245,verstehen::V,skjønne,төшенү
1246,lernen::V,lære,уку
1247,lernen::V,lære,өйрәнү
1248,wissen::V,vite,белү
1249,sich erinnern an::V,huske på,хәтерләү
1250,vergessen::V,glemme,оныту
1251,messen::V,måle,үлчәү
1252,zählen::V,telle,санау
1253,rechnen::V,regne,исәпләү
1254,lesen::V,lese,уку
1255,malen::V,male,рәсем ясау
1256,malen::V,male,сурәт ясау
1257,malen::V,male,сурәтләү
1258,zeichnen::V,tegne,язу-сызу
1259,zeichnen::V,tegne,сурәт ясау
1260,schreiben::V,skrive,язу
1261,besitzen::V,eie,биләү
1262,besitzen::V,inneha,биләү
1263,kaufen::V,kjøpe,алу
1264,verkaufen::V,selge,сату
1265,bezahlen::V,betale,түләү
1266,zahlen::V,betale,түләү
1267,beherrschen::V,beherske,ия булу
1268,ertragen::V,orke,чыдау
1269,schlagen::V,,ору
1270,schlagen::V,,бәрү
1271,schlagen::V,,тукмау
