,Concept_ID,lbe,bn
656,zusammen::ADV,архӏал,একসঙ্গে
657,lange::ADV,батӏи къабуклай,লম্বা
658,lange::ADV,хъунмасса хӏаллай,লম্বা
659,plötzlich::ADV,цакуну,হঠাৎ
660,sofort::ADV,мугьлат бакъа,মুহ্ণর্তমধ্যে
661,später::ADV,махъ,পশ্চাতে
662,jetzt::ADV,утти,এখন
663,jetzt::ADV,цӏана,এখন
664,heute::ADV,хӏакьину,আজ
665,morgen::ADV,гьуит,আগামিকাল
666,morgen::ADV,гьунттий,আগামিকাল
667,dann::ADV,яла,তখন
668,gestern::ADV,лахьхьу,গতকাল
669,damals::ADV,та чӏумал,তখন
670,danach::ADV,яла,পরে
671,vorher::ADV,хьхьнчӏ,আগে
672,vorher::ADV,хьхьичӏва,আগে
673,zuerst::ADV,бакӏрай,আগে
674,zuerst::ADV,цӏу бутӏуй,আগে
675,einmal::ADV,цал,একবার
676,manchmal::ADV,ваксса-таксса,কখনও কখনও
677,oft::ADV,чӏявуну,ঘনঘন
678,immer::ADV,мудан,সর্বদা
679,immer::ADV,даиман,সর্বদা
680,niemals::ADV,тачӏав,কখলও নহে
681,hier::ADV,шикку,এখানে
682,hierhin::ADV,шиккун,এখানে
683,von hier::ADV,шичча,ত্রই স্তান হইতে
684,dort::ADV,гикку,ওখানে
685,dorthin::ADV,тиккун,ওখানে
686,geradeaus::ADV,тӏайланм,অগ্রগামী
687,vorwärts::ADV,хьхьичӏунмай,সন্মুখিকে
688,rückwärts::ADV,махъа-хьхьичӏунмай,খিরিয়া
689,zurück::ADV,махъунмай,পিঠ
690,unten::ADV,лув,নীচে
691,hinab::ADV,бакӏ-ялавай,নিম্নগামী
692,hinab::ADV,бакӏъялавай,নিম্নগামী
693,oben::ADV,ялув,উপরে
694,hinauf::ADV,лавай,উচ্চতর অংশে
695,überall::ADV,гьариий,সর্বত্র
696,überall::ADV,хьу-хьуний,সর্বত্র
697,überall::ADV,гьарца кӏанай,সর্বত্র
698,nicht::ADV,къа-,না
699,ein wenig::ADV,чанни,অল্প
700,ein wenig::ADV,ца чансса,অল্প
701,kaum::ADV,дахьа,কষ্টসহকাবে
702,sehr::ADV,оьну,খুব
703,sehr::ADV,гужну,খুব
704,sehr::ADV,хъинну,খুব
705,so::ADV,укукн,তত
706,noch::ADV,гьала,এখন পর্যস্ত
707,noch::ADV,уттигу,এখন পর্যস্ত
708,noch::ADV,цакьинва,এখন পর্যস্ত
709,noch::ADV,ттигу-шилагу,এখন পর্যস্ত
710,nur::ADV,анжагь,শুধু
711,wieder::ADV,цӏуницӏа,আবার
712,vergebens::ADV,аьдада,বিফলে
713,vergebens::ADV,нахӏакь,বিফলে
714,vor::PRP,хьхьичӏ,সম্মুখে
715,hinter::PRP,махъ,পশ্চাতে
716,unter::PRP,лув,নীচে
717,durch::PRP,-х,দ্বারা
718,neben::PRP,чӏарав,কাছে
719,zwischen::PRP,дянив,মধ্যে
720,wegen::PRP,цӏаний,জন্য
721,dies::PRN,ва,এটা
722,das::PRN,та,ওটা
723,das::PRN,кӏа,ওটা
724,das::PRN,га,ওটা
725,alles::PRN,щала,সব
726,ich::PRN,на,আমি
727,du::PRN,ина,তুমি
728,er::PRN,му,উনি
729,wir::PRN,жу,আমরা
730,ihr::PRN,зу,তোমরা
731,was::FPRN,ци,কি
732,wer::FPRN,цу,কে
733,wo::FADV,чув,কোথায়
734,wohin::FADV,чун,কোথায়
735,wie::FADV,цукун,কেমন
736,warum::FADV,цан,কেন
737,wieviel::FNUM,циксса,কত
738,eins::NUM,ца,অক
739,zwei::NUM,кӏива,দুই
740,drei::NUM,шамма,তিন
741,vier::NUM,мукьа,চার
742,vier::NUM,мукьва,চার
743,fünf::NUM,ххюва,পাঁচ
744,sechs::NUM,ряхва,ছয়
745,sieben::NUM,арула,সাত
746,acht::NUM,мяйва,আট
747,neun::NUM,урчӏва,নয়
748,zehn::NUM,ацӏва,দশ
749,elf::NUM,ацӏния цава,এগারো
750,zwölf::NUM,ацӏиия кӏива,দ্বাদশ
751,zwanzig::NUM,кьува,বিশ
752,dreißig::NUM,зувира,ত্রিশ
753,vierzig::NUM,мукьцӏала,চল্লিশ
754,fünfzig::NUM,ххюцӏала,পঞ্চাশ
755,sechzig::NUM,ряхцӏала,ষাট
756,achtzig::NUM,мяйцӏала,আশি
757,neunzig::NUM,урчӏцӏала,নব্বুই
758,hundert::NUM,ттурш,শত
759,hundert::NUM,ттуршва,শত
760,tausend::NUM,азарва,হাজার
761,und::CNJ,-гу,আর
762,und::CNJ,-гу,এবং
763,oder::CNJ,я,বা
764,oder::CNJ,ягу,বা
765,stehen::V,ацӏан,দাঁড়ানো
766,sitzen::V,щяивкӏун икӏан,বসা
767,liegen::V,утту нвхьуну икӏан,শোয়া
768,hängen::V,зурчӏай тӏун,ঝোলা
769,werden::V,хьун,হইয়া উঠা
770,passieren::V,хьун,ঘটা
771,beginnen::V,дайдишин,আরম্ভ হওয়া
772,beginnen::V,дайдирхьуну дикӏан,আরম্ভ হওয়া
773,enden::V,къуртал дан,শেষ হওয়া
774,wechseln::V,даххана хьун,রূপাস্তর করা
775,wechseln::V,даххана дуллан,রূপাস্তর করা
776,aufgehen[Sonne]::V,буклай бур,উদিত হওয়া
777,untergehen[Sonne]::V,лаглай бур,অস্ত যাওয়া
778,scheinen[Sonne]::V,битан,আলো দেওয়া
779,scheinen[Sonne]::V,чани буллан,আলো দেওয়া
780,donnern::V,тӏий бур,বজ্রধ্বনি করা
781,wehen::V,бишлай бур,প্রবাহিত হওয়া
782,strömen::V,экьинан,প্রবাহিত হওয়া
783,fließen::V,экьинан,ছুটা
784,sich drehen::V,гьанан,পাক খাওয়া
785,schwanken::V,хъюлчу тӏун,দোলা
786,schwanken::V,хӏуркку тӏун,দোলা
787,schwingen::V,хъюлчай тӏун,দোলা
788,schwingen::V,хъюлчу тӏун,দোলা
789,fallen::V,багьлан,পড়া
790,brennen::V,ччучлан,সেঁকা
791,rauchen::V,пуркӏу тӏун,ধোঁয়া ছড়ান
792,regnen::V,лачӏун,বর্ষণ_করা
793,regnen::V,лачIлай дур,বর্ষণ_করা
794,gefrieren::V,микӏ лачӏун,হিমায়িত হওয়া
795,tauen::V,баслан,গলা
796,schmelzen::V,баслан,গলা
797,trocknen::V,кьакьан,শুষ্ক করা
798,sieden::V,щаран,ফোঁড়া
799,faulen::V,аьллан,ক্ষয় হওয়া
800,verfaulen::V,аьллан,ক্ষয় হওয়া 
801,verfaulen::V,аьян,ক্ষয় হওয়া 
802,reißen::V,ххя дукан,ছিঁড়া
803,versinken::V,оькьлан,ডুবা
804,versinken::V,оькьан,ডুবা
805,vergehen::V,лялиян,যাওয়া
806,erscheinen::V,буккан,আসা
807,erscheinen::V,загьир хьун,আসা
808,verschwinden::V,бат хьун,অদৃশ্য হওয়া
809,verschwinden::V,акъа хьун,অদৃশ্য হওয়া
810,sinken::V,чахь учин,হ্রাস হওয়া
811,abnehmen::V,чан хьун,হ্রাস হওয়া
812,abnehmen::V,ссуссукьу хьун,হ্রাস হওয়া
813,zunehmen::V,гьарза хьун,বৃদ্ধি পাওয়া
814,steigen::V,гьаз хьун,ওঠা
815,wachsen::V,ххяххан,বড় হওয়া
816,glänzen::V,цӏай буккан,জ্বলা
817,funkeln::V,цӏай-цӏай тӏун,জ্বল্জ্বল করা
818,lärmen::V,чӏу буллан,
819,lärmen::V,аьлагъужа буллан,
820,läuten::V,занг ришлан,রুসুঝুসু করা
821,läuten::V,занг дуллан,রুসুঝুসু করা
822,klingeln::V,занг ришлан,বাজা
823,klingeln::V,занг дуллан,বাজা
824,brausen::V,никъащилан,গর্জন করা
825,rauschen::V,щурщур тӏун,মর্মরধ্বনি করা
826,klingen::V,чӏу буклан,শব্দ করা
827,bellen::V,хӏап тӏун,ঘেউ ঘেউ করা
828,blasen::V,уф тӏун,ফুঁ দেওয়া
829,pfeifen::V,щютӏа тӏун,শিস্ দেওয়া
830,schreien::V,чӏу бан,চিৎকার করা
831,stöhnen::V,угь-къак тӏун,গোঁ-গো করা
832,zittern::V,зурзу чин,কাঁপা
833,zittern::V,зурзу тӏун,কাঁপা
834,leben::V,ялапар хъанан,বাঁচা
835,geboren werden::V,ан,জন্মানো
836,atmen::V,ссихӏ ласлан,শ্বাস ফেলা
837,atmen::V,ссихӏ бигьлан,শ্বাস ফেলা
838,trinken::V,хӏачӏан,পান করা
839,trinken::V,хӏачӏлан,পান করা
840,essen::V,канан,ভক্ষণ করা
841,schlucken::V,кьюлтӏа тӏун,গেলা
842,müde werden::V,аьхчӏин,পরিশ্রান্ত হওয়া
843,einschlafen::V,шанан икӏан,নিদ্রামগ্ন হওয়া
844,schlafen::V,шанан,নিদ্রা যাওয়া
845,aufwachen::V,чантӏ учин,জাগা
846,aufstehen::V,бизан,জাগা
847,sich erholen::V,бигьалаган,আরাম করা
848,krank werden::V,къашай хьун,অসুস্থ হত্তয়া
849,krank sein::V,къашай хъанан,রূগ্ণ হত্তয়া
850,krank sein::V,къашавай икӏан,রূগ্ণ হত্তয়া
851,schmerzen::V,цӏун,কন্কন করা
852,husten::V,хъугьу чин,কাশা
853,husten::V,хъугьу тӏун,কাশা
854,genesen::V,хъин хьун,আরোগ্য হওয়া
855,genesen::V,сагъ лаган,আরোগ্য হওয়া
856,sterben::V,ивчӏан,মারা যাওয়া
857,umkommen::V,лиллан,মারা যাওয়া
858,umkommen::V,литӏлан,মারা যাওয়া
859,umkommen::V,ажал биян,মারা যাওয়া
860,umkommen::V,личӏи хьун,মারা যাওয়া
861,umkommen::V,иакьлу хьун,মারা যাওয়া
862,umkommen::V,ахир жан хъанан,মারা যাওয়া
863,umkommen::V,рухӏирачӏа икӏан,মারা যাওয়া
864,sich bewegen::V,сукку хьун,চলা
865,sich rühren::V,сукку хьун,নড়া
866,sich erheben::V,бизан,উদিত হওয়া
867,sich setzen::V,щяикӏан,বসা
868,sich setzen::V,щябикӏан,বসা
869,hinfallen::V,багьан,পড়া
870,laufen::V,занан,হাঁটা
871,schreiten::V,ша ласлан,হাঁটা
872,spazierengehen::V,сайр буллан,পায়চারি করা
873,eilen::V,анавар буккан,ত্বরাম্বিত করা
874,sich beeilen::V,анавар буккан,ত্বরাম্বিত করা
875,sausen::V,никъа щилан,ধেয়ে যাওয়া
876,sausen::V,никъа щун,ধেয়ে যাওয়া
877,rennen::V,лечлан,চলা
878,springen::V,тӏанкӏ дан,লাফানো
879,klettern::V,лахълан,আরোহণ করা
880,schaukeln::V,гьайжак бигьлан,দোলা
881,kriechen::V,ххярк тӏун,হামাগুড়ি দেওয়া
882,schwimmen::V,гьузун,সাঁতার কাটা
883,tauchen::V,лултту уккан,ডোবা
884,rudern::V,бяхлан,দাঁড় টানা
885,rudern::V,батӏлан,দাঁড় টানা
886,rudern::V,ххялаххи дуклан,দাঁড় টানা
887,fahren::V,гьан,চালান
888,fliegen::V,лехлан,ওড়া
889,gehen::V,нан,যাওয়া
890,weggehen::V,ялагьан,প্রস্থান করা
891,abfahren::V,гьан,প্রস্থান করা
892,anhalten::V,бацӏан,থামা
893,hineingehen::V,буххан,ঢোকা
894,eintreten::V,буххан,ঢোকা
895,kommen::V,учӏан,আসা
896,ankommen::V,биян,আসা
897,ankommen::V,бучӏан,আসা
898,zurückkommen::V,зана хъун,ফিরা
899,zurückkommen::V,зана бикӏан,ফিরা
900,bleiben::V,личӏан,থাকা
901,warten::V,ялугьлан,অপেক্ষা করা
902,erwarten::V,ялугьлан,অপেক্ষা করা
903,suchen::V,луглан,খোঁজ করা
904,finden::V,лякъин,পাওয়া
905,versuchen::V,ххал буллан,পরখ করা
906,vorbereiten::V,хӏадур бан,প্রস্তুত করা
907,lieben::V,эшкьи хьуиу бикӏан,ভালবাসা
908,mögen::V,ххиран бикӏан,পছন্দ করা
909,lachen::V,хъян,হাসা
910,weinen::V,аьтӏун,কাঁদা
911,schimpfen::V,дяъван,নালিশ করা
912,schimpfen::V,ссугайи агьан,নালিশ করা
913,sich ärgern::V,ссибизлан,রাগ হত্তয়া
914,sich fürchten::V,ингъауслан,ভয় করা
915,fürchten::V,хӏучӏ тӏун,ডরা
916,fliehen::V,ака бан,পালানো
917,flüchten::V,лихъан,পালানো
918,sehen::V,чӏалан,দেখা
919,anschauen::V,урган,দেখা
920,ansehen::V,буруглан,দেখা
921,hören::V,баллан,শোনা
922,zuhören::V,вичӏи дихьлан,শোনা
923,probieren::V,тӏин ххал буллан,পরখ করা
924,riechen::V,ссунтӏа тӏун,শুঁকা
925,fühlen::V,дакӏнил буслан,অনুভব করা
926,scheinen::V,ххан,মনে হত্তয়া
927,scheinen::V,бизан,মনে হত্তয়া
928,scheinen::V,ххан бикӏлай бикӏан,মনে হত্তয়া
929,vernehmen::V,баян,শোনা
930,frieren::V,лигьулул хъанан,শীত লাগা
931,tun::V,бан,করা
932,können::V,хьун,পারা
933,anfangen::V,дайдишин,আরম্ভ করা
934,beenden::V,къуртал бан,শেষ করা
935,aufhören::V,кьабагьан,থামা
936,gelingen::V,бюхъан,সিদ্ধিলাভ করা
937,öffnen::V,тӏитӏин,খোলা
938,schließen::V,лакьин,বন্ধ করা
939,stellen::V,дацӏан дан,স্থাপন করা
940,stellen::V,бишин,স্থাপন করা
941,setzen::V,щяитан,স্থাপন করা
942,legen::V,бишин,স্থাপন করা
943,berühren::V,ка щун,স্পর্শ করা
944,verbinden::V,бахӏин,সংযুক্ত করা
945,verbinden::V,дахӏин,সংযুক্ত করা
946,bedecken::V,ялтту бущин,ঢাকা
947,bedecken::V,ялтту бакьин,ঢাকা
948,aufhängen::V,лахъан,ঝুলানো
949,anzünden::V,лахъан,জ্বালান
950,aufheben::V,гьаз бан,কুড়াইয়া তোলা
951,zurücklassen::V,кьаитан,পরিত্যাগ করা
952,zurücklassen::V,битан,পরিত্যাগ করা
953,verlieren::V,дакъа дан,হারান
954,fallen lassen::V,рутан,ফেলা
955,machen::V,дан,গঠন করা
956,herstellen::V,яраг ишла бувиу бан,সৃষ্টি করা
957,bauen::V,дан,নির্মাণ করা
958,reparieren::V,дакьин дан,মেরামত করা
959,verbessern::V,ххуй дан,উন্নতিলাভ করা
960,ändern::V,баххана бан,পরিবর্তিত করা
961,graben::V,дуклан,খনন করা
962,beugen::V,лахӏан бан,নোয়া
963,beugen::V,кьус бикӏан,নোয়া
964,biegen::V,баччин,নোয়া
965,biegen::V,лахӏан бан,নোয়া
966,drehen::V,гьанан,ঘোরান
967,wenden::V,кӏура баен бан,উলটাইয়া দেত্তয়া
968,umdrehen::V,кӏура баен бан,উলটানো
969,heben::V,гьаз бан,উত্তোলন করা
970,hochheben::V,гьаз бан,উঁচু করা
971,ergreifen::V,хъап дан,দখল করা
972,ergreifen::V,хъап увиу угьан,দখল করা
973,halten::V,бугьлан,ধরা
974,drücken::V,кьюч бигьлан,টেপা
975,schieben::V,щун,ঠেলা
976,lecken::V,ланцӏа тӏун,চাটা
977,beißen::V,хъапа тӏун,দংশন করা
978,beißen::V,кьацӏа тӏун,দংশন করা
979,abreißen::V,буцан,বিচ্ছিন্ন করা
980,abschneiden::V,бухъан,বিচ্ছিন্ন করা
981,abschneiden::V,кьукьин,বিচ্ছিন্ন করা
982,binden::V,бахӏин,বন্ধন করা
983,binden::V,дахӏин,বন্ধন করা
984,brechen::V,гъагъан,ভাঙা
985,klopfen::V,кьутӏа тӏун,আঘাত করা
986,hauen::V,рищун,আঘাত করা
987,kleben::V,лачӏун буллан,সাঁটা
988,reiben::V,ссуку буллан,ঘষা
989,streichen::V,дугъан,ছড়াইয়া
990,streichen::V,аьгъу дан,ছড়াইয়া
991,schneiden::V,духълан,কাটা
992,schneiden::V,кьукьлан,কাটা
993,schütteln::V,хъюлчу буллан,নড়া
994,schwenken::V,палцӏ дуллан,দোলা
995,schütten::V,рутӏин,বর্ষণ করা
996,füllen::V,буцӏин бан,পরিপূর্ণ করা
997,einwickeln::V,кай-кай бан,মুড়া
998,tragen::V,ларсун занан,বহন করা
999,tragen::V,ларсун ачин,বহন করা
1000,schleppen::V,ххилан,টানা
1001,aufbewahren::V,ядан,রাখা
1002,aufbewahren::V,ядуллан,রাখা
1003,werfen::V,личин,ছুড়া
1004,fangen::V,бугьан,লোফা
1005,fangen::V,бугьлан,লোফা
1006,verstecken::V,ладитан,গোপন করা
1007,verstecken::V,кьюлтӏ дан,গোপন করা
1008,verstecken::V,дахьлаган дан,গোপন করা
1009,teilen::V,бачӏин,বিভক্ত করা
1010,teilen::V,бутӏа бан,বিভক্ত করা
1011,schicken::V,тӏайла буккан,প্রেরণ করা
1012,bringen::V,диян дан,আনা
1013,hinzufügen::V,ххи бан,একত্র করা
1014,bekommen::V,ласун,পাওয়া
1015,erhalten::V,ласун,পাওয়া
1016,nehmen::V,ласун,নেওয়া
1017,wählen::V,бувчӏин,বাছা
1018,auswählen::V,бувчӏин,বাছা
1019,auswählen::V,язи бугьан,বাছা
1020,bewahren::V,ядан,বাঁচাইয়া রাখা
1021,behindern::V,дайщишруду дуллан,বাধা দেওয়া
1022,verderben::V,зия дан,নষ্ট করা
1023,beschädigen::V,зарал буллан,ক্ষতি করা
1024,zerbrechen::V,гьагъан,ভাঙ্গিয়া যাওয়া
1025,zerbrechen::V,гьагъан бан,ভাঙ্গিয়া যাওয়া
1026,zerreißen::V,ххяхха дуккан,ছিঁড়া
1027,zerstören::V,лекьан дан,বিনাশ করা
1028,verbrennen::V,ччуччин,দহন করা
1029,geben::V,дулун,দেওয়া
1030,reichen::V,дулун,দেওয়া
1031,schenken::V,пишкаш дан,উপহার দেত্তয়া
1032,schenken::V,багъишла дан,উপহার দেত্তয়া
1033,schenken::V,ихӏсандалун дуллун,উপহার দেত্তয়া
1034,versprechen::V,банна чин,প্রতিশ্রুতি দেওয়া
1035,loben::V,цӏа дан,প্রশংসা করা
1036,küssen::V,ппай тӏун,চুম্বন করা
1037,wiegen::V,гьуркку тӏун,দুলানো
1038,wiegen::V,гьуркку буллан,দুলানো
1039,wiegen::V,гьуркку бан,দুলানো
1040,wecken::V,чантӏ учин ан,জাগানো
1041,zeigen::V,ккаккан бан,দেখানো
1042,führen::V,буцин,পথ দেখানো
1043,lehren::V,лахьхьин бан,শেখানো
1044,lehren::V,лахьхьин буллан,শেখানো
1045,unterrichten::V,дарс дишаван,শিক্ষা দেওয়া
1046,aufziehen::V,хъуна ан,পালন করা
1047,aufziehen::V,тарбия ан,পালন করা
1048,leiten::V,каялувшиву дан,পরিচালনা করা
1049,einladen::V,хъамалу оьвчин,নিমন্ত্রণ করা
1050,vereinigen::V,ца бан,এক করা
1051,besuchen::V,ялун уххан,দেখিতে যাওয়া
1052,treffen::V,хьуна бакьин,সন্মুখীন হওয়া
1053,sich versammeln::V,батӏин,জড়ো হওয়া
1054,spielen::V,тӏуркӏу тӏун,খেলা
1055,singen::V,балай тӏун,গাওয়া
1056,tanzen::V,къавтӏун,নাচা
1057,sich trennen::V,ппив хьун,পৃথক করা
1058,verlassen::V,увккун гьан,পরিত্যাগ করা
1059,retten::V,ххассал бан,উদ্ধার করা
1060,bewachen::V,къарал бан,পাহারা দেওয়া
1061,schützen::V,ябан,রক্ষা করা
1062,verteidigen::V,буруччин,রক্ষা করা
1063,sich schlagen::V,биян,লড়াই করা
1064,schießen::V,битлан,তীরবেগে ছোটা
1065,siegen::V,ххув хьун,জেতা
1066,siegen::V,ххувшаву ласун,জেতা
1067,ärgern::V,ссибизан уллан,বিরক্ত করা
1068,schlagen::V,рищун,আঘাত করা
1069,stechen::V,кьутӏин,দংশন করা
1070,stoßen::V,щун,ঠেলা
1071,stehlen::V,дацин,অপহরণ করা
1072,stören::V,кьючин,ঘাঁটান
1073,belästigen::V,бизар уллан,বিরক্ত করা
1074,verbergen::V,лабитан,গোপন করা
1075,verbergen::V,кӏучӏ бан,গোপন করা
1076,täuschen::V,хъяврин ан,প্রবঞ্চনা করা
1077,betrügen::V,аьикьин ан,প্রতারণা করা
1078,töten::V,ивчӏан,হত্যা করা
1079,wohnen::V,оьрму бутлан,বাস করা
1080,arbeiten::V,зун,কাজ করা
1081,sammeln::V,ттихӏин,সংগ্রহ করা
1082,sammeln::V,вив дишин,সংগ্রহ করা
1083,pflücken::V,риттун,চয়ন করা
1084,jagen::V,авли занан,শিকার করা
1085,fischen::V,чавахъру бугьлан,মাছ ধরা
1086,fassen::V,бугьан,ধরা
1087,hüten::V,урттуйн бакьлан,যুথভুক্ত করা
1088,treiben::V,дачин дуллан,চালনা করা
1089,treiben::V,лихъан буллан,চালনা করা
1090,anbinden::V,бахӏин,বন্ধন করা
1091,füttern::V,канаки буллан,ভোজন করানো
1092,melken::V,ттизин,দুগ্ধ দোহন করা
1093,hacken::V,мюрш буллан,কাটা
1094,hacken::V,мюрш бан,কাটা
1095,gießen::V,щин дишин,বর্ষণ করা
1096,reifen::V,диян,পাকা
1097,zubereiten::V,хӏадур дан,রন্ধন করা
1098,zubereiten::V,хӏадур бан,রন্ধন করা
1099,kochen::V,шашан,রন্ধন করা
1100,kochen::V,шашан дуллан,রন্ধন করা
1101,backen::V,бишлан,সেকা
1102,backen::V,шахьлан,সেকা
1103,braten::V,цӏарайх дуллан,ভাজা
1104,umrühren::V,хӏала бан,নড়ানো
1105,stricken::V,щащлан,বোনা
1106,stricken::V,щащан,বোনা
1107,nähen::V,дуруххан,সেলাই করা
1108,färben::V,ранг щун,রঞ্জিত করা
1109,reinigen::V,марцӏ бан,পরিষ্কার করা
1110,waschen::V,шюшин,পরিষ্কার করা
1111,abwischen::V,лишин,মুছা
1112,spülen::V,вилаган,পরিষ্কার করা
1113,fegen::V,башин,ঝাঁট দেওয়া
1114,kehren::V,бахьлан,ঝাঁট দেওয়া
1115,baden::V,щинавун учӏлан,অবগাহন করা
1116,sich waschen::V,диссун,ধোয়া
1117,sich waschen::V,лажин диссун,ধোয়া
1118,sich waschen::V,лажин дислан,ধোয়া
1119,sich waschen::V,биссун,ধোয়া
1120,sich waschen::V,чурх бислан,ধোয়া
1121,ausziehen::V,ликкан,খুলা
1122,anziehen::V,лаххан,গায়ে দেত্তয়া
1123,sich anziehen::V,янна лаххан,পোশাক পরা
1124,kämmen::V,ттарал дуккан,আঁচড়ানো
1125,schmücken::V,чӏюлу бан,সাজান করা
1126,sagen::V,учин,উচ্চারণ করা
1127,sprechen::V,гъалгъа тӏун,বলা
1128,reden::V,гъалгъа тӏун,আলাপ করা
1129,sich unterhalten::V,гъалгъа тӏун,আড্ডা দেওয়া
1130,fragen::V,цӏуххин,জিজ্ঞাসা করা
1131,bitten::V,тавакъю буллан,প্রার্থনা করা
1132,erzählen::V,хавар бусан,বর্ণনা করা
1133,mitteilen::V,баян бан,বলা
1134,mitteilen::V,хавар бан,বলা
1135,nennen::V,цӏа дизан,নাম দেওয়া
1136,rufen::V,оьвтӏун,আমন্ত্রণ করা
1137,prahlen::V,цӏа дуллан,বড়াই করা
1138,übersetzen::V,таржума бан,ভাষাস্তরিত করা
1139,denken::V,пикри буллан,ভাবা
1140,glauben::V,вих хьун,বিশ্বাস করা
1141,bemerken::V,хӏисав хъун,লক্ষ্য করা
1142,erkennen::V,увчӏин,চিনিতে পারা
1143,begreifen::V,бувчӏин,উপলব্ধি করা
1144,lernen::V,лахьлан,শেখা
1145,lernen::V,лахьхьин,শেখা
1146,wissen::V,кӏулну бикӏан,জানা
1147,wissen::V,хавар бикӏан,জানা
1148,sich erinnern an::V,дакӏнин бутан,মনে করা
1149,vergessen::V,хъама битан,বিস্মৃত হওয়া
1150,messen::V,дуцин дуллан,মাপা
1151,messen::V,дуцин дан,মাপা
1152,zählen::V,дуккин,গণনা করা
1153,rechnen::V,хӏисав дан,হিসাব করা
1154,lesen::V,ккалан,পাঠ করা
1155,malen::V,сурат дуллан,আঁকা
1156,zeichnen::V,сурат дуллан,ছকা
1157,schreiben::V,чичин,লেখা
1158,schreiben::V,чичлан,লেখা
1159,besitzen::V,дуну икӏан,অধিকার করা
1160,besitzen::V,дуну дикӏан,অধিকার করা
1161,besitzen::V,заллуну икӏан,অধিকার করা
1162,kaufen::V,машан ласун,ক্রয় করা
1163,verkaufen::V,баххан,বেচা
1164,bezahlen::V,арцу дулун,প্রদান করা
1165,bezahlen::V,багьа булун,প্রদান করা
1166,zahlen::V,арцу дулун,প্রদান করা
1167,zahlen::V,багьа булун,প্রদান করা
1168,beherrschen::V,дуну икӏан,শাসন করা
1169,beherrschen::V,заллуну икӏан,শাসন করা
1170,ertragen::V,бухӏан,বহন করা
1171,Leber::N,,যকৃৎ
1172,Moor::N,,মাঠ
1173,Anhöhe::N,,টিলা
1174,Bucht::N,,উপসাগর
1175,Barsch::N,,মৎন্যবিশেষ
1176,Hecht::N,,বানমাছ
1177,Laus::N,,উকুন
1178,Ruf::N,,ডাক
1179,Platz::N,,জায়গা
1180,Kante::N,,ধার
1181,Größe::N,,আয়তন
1182,Menge::N,,পরিমাণ
1183,Figur::N,,আকার
1184,Tasche::N,,থলি
1185,Öl::N,,তৈল
1186,Schuh::N,,জুতো
1187,Leine::N,,শিকল
1188,König::N,,রাজা
1189,fein::A,,সূক্ষ্ম
1190,auf einmal::ADV,,জলদি
1191,bald::ADV,,অস্পকালমধ্যে
1192,einst::ADV,,একবার মাত্র
1193,schon::ADV,,ইতঃপুর্বে
1194,sie::PRN,,তারা
1195,siebzig::NUM,,সত্তর
1196,klirren::V,,টুংটাং-শব্দ করা
1197,heulen::V,,গর্জন করা
1198,rühren::V,,হৃদয়ম্পর্শ করা
1199,zu sehen sein::V,,দেখা দেত্তয়া
1200,wollen::V,,ইচ্ছা করা
1201,geraten::V,,পরিণত হত্তয়া
1202,kratzen::V,,চাঁচা
1203,stecken::V,,বিদ্ধ করা
1204,schleifen::V,,ধার দেওয়া
1205,rütteln::V,,নাড়ান
1206,ziehen::V,,টানা
1207,packen::V,,ধরা
1208,wünschen::V,,আকাঙ্ক্ষা করা
1209,zudecken::V,,ঢাকা
1210,antreiben::V,,চালনা করা
1211,lassen::V,,অনুমতি দেওয়া
1212,treten::V,,লাথি মারা
1213,verstehen::V,,উপলব্ধি করা
