,Concept_ID,hy,el
105,Frost::N,սառնամանիք,παγωνία
106,Kälte::N,դող,κρύο
107,Kälte::N,դող,ψύχος
108,Hitze::N,շոգ,ζέστη
109,Raureif::N,ցօղեղեամ,πάχνη
110,Regenbogen::N,ծիածան,ουράνιο τόξο
111,Donner::N,որոտ,βροντή
112,Strömung::N,հոսանք,ρεύμα
113,Tropfen::N,կաթիլ,στάλα
114,Schaum::N,փրփուր,αφρός
115,Schmutz::N,կեղտ,βρωμιά
116,See::N,լիճ,λίμνη
117,Sumpf::N,ճահիճ,βάλτος
118,Moor::N,ճահիճ,έλος
119,Wiese::N,մարգագետին,λιβάδι
120,Wald::N,անտառ,δάσος
121,Hügel::N,բլուր,λόφος
122,Anhöhe::N,բարձունք,ύψωμα
123,Berg::N,լեռ,όρος
124,Berg::N,լեռ,βουνό
125,Gipfel::N,գագաթ,κορυφή
126,Gipfel::N,կատար,κορυφή
127,Höhle::N,քարայր,σπηλιά
128,Abhang::N,լանջ,πλαγιά
129,Abhang::N,զառիվայր,πλαγιά
130,Quelle::N,աղբյուր,πηγή
131,Quelle::N,աղբյուր,βρύση
132,Bach::N,վտակ,ρυάκι
133,Fluss::N,գետ,ποτάμι
134,Fluss::N,գետ,ποταμός
135,Ufer::N,ծովափ,όχθη
136,Küste::N,ափ,ακτή
137,Küste::N,ափ,ακρογιαλιά
138,Küste::N,ծովափ,ακτή
139,Küste::N,ծովափ,ακρογιαλιά
140,Festland::N,ցամաք,στεριά
141,Meer::N,ծով,θάλασσα
142,Bucht::N,հաչիւն,κόλπος
143,Insel::N,վղզի,νησί
144,Insel::N,վղզի,νήσος
145,Blume::N,ծաղիկ,άνθος
146,Blume::N,ծաղիկ,λουλούδι
147,Gras::N,խոտ,χόρτο
148,Gras::N,խոտ,χορτάρι
149,Wurzel::N,արմատ,ρίζα
150,Baum::N,ծառ,δέντρο
151,Stamm::N,իրան,κορμός
152,Rinde::N,կեղեւ,φλούδα
153,Rinde::N,հաչոց,φλούδα
154,Ast::N,ճյուղ,κλαδί
155,Zweig::N,ճյուղ,κλαδί
156,Zweig::N,ճյուղ,κλάδος
157,Blatt::N,տերեւ,φύλλο
158,Birke::N,ցարասի,σημύδα
159,Kiefer[Baum]::N,սոճի,πεύκο
160,Weide[Baum]::N,ուռենի,ιτιά
161,Tanne::N,եղեւին,έλατο
162,Feder::N,փետուր,φτερό
163,Fell::N,մորթի,δέρμα
164,Fell::N,մորթի,τομάρι
165,Flügel::N,թեւ,πτερύγιο
166,Klaue::N,չանչ,κουλό
167,Kralle::N,ճանկ,νύχι
168,Schwanz::N,պոչ,ουρά
169,Ei::N,ձու,αβγό
170,Nest::N,բույն,φωλιά
171,Bau::N,որջ,φωλιά
172,Bau::N,բայոց,φωλιά
173,Tier::N,կենդանի,ζώο
174,Herde::N,հոտ,κοπάδι
175,Kuh::N,կով,αγελάδα
176,Bulle::N,ցուլ,ταύρος
177,Pferd::N,ձի,άλογο
178,Schaf::N,ոչխար,πρόβατο
179,Schwein::N,խոզ,γουρούνι
180,Hund::N,շուն,σκυλί
181,Hund::N,շուն,σκύλος
182,Katze::N,կատու,γάτα
183,Bär::N,արջ,άρκτος
184,Bär::N,արջ,αρκούδα
185,Eichhörnchen::N,սկյուռ,βερβερίτσα
186,Elch::N,հիւսիսային եղջերու,άλκη
187,Fuchs::N,աղվես,αλεπού
188,Hase::N,նապաստակ,λαγός
189,Maus::N,մուկ,ποντικός
190,Wolf::N,գայլ,λύκος
191,Vogel::N,թռչուն,πουλί
192,Schwarm::N,երամ,σμήνος
193,Huhn::N,հավ,κότα
194,Huhn::N,հավ,όρνιθα
195,Hahn::N,աքաղաղ,πετεινός
196,Gans::N,սագ,χήνα
197,Adler::N,արծիվ,αετός
198,Ente::N,բադ,πάπια
199,Eule::N,բու,κουκουβάγια
200,Kranich::N,կռունկ,γερανός
201,Krähe::N,ագռավ,καρακάξα
202,Kuckuck::N,կուկու,κούκος
203,Schwan::N,կարապ,κύκνος
204,Fisch::N,ձուկ,ψάρι
205,Barsch::N,պերկես,πέρκα
206,Hecht::N,գայլաձուկ,λούτσος
207,Schlange[Tier]::N,օձ,φίδι
208,Wurm::N,որդ,σκουλήκι
209,Wurm::N,ճիճու,σκουλήκι
210,Spinne::N,սարդ,αράχνη
211,Ameise::N,միջյուն,μυρμήγκι
212,Laus::N,ոջիլ,ψείρα
213,Mücke::N,մժղուկ,κουνούπι
214,Fliege::N,ճանճ,μύγα
215,Schmetterling::N,թիթեռ,πεταλούδα
216,Beere::N,հատապտուղ,ρόγα
217,Apfel::N,խնձոր,μήλο
218,Pilz::N,սունկ,μανιτάρι
219,Zwiebel::N,սոխ,κρεμμύδι
220,Saat::N,սերմ,σπόρος
221,Korn::N,հատիկ,σπυρί
222,Heu::N,խոտ,σανός
223,Schale::N,կեղեւ,τσόφλι
224,Grube::N,փոս,λάκκος
225,Falle::N,ծուղակ,παγίδα
226,Schlinge::N,խեղդան,θηλειά
227,Spur::N,հետք,ίχνος
228,Asche::N,մոխիր,στάχτη
229,Dreck::N,աղտ,βρωμιά
230,Eisen::N,երկաթ,σίδερο
231,Gold::N,ոսկի,μάλαμα
232,Gold::N,ոսկի,χρυσάφι
233,Silber::N,արծաթ,ασήμι
234,Silber::N,արծաթ,άργυρος
235,Kohle::N,քարածուխ,κάρβουνο
236,Glas::N,ապակի,γυαλί
237,Lehm::N,կավ,πηλός
238,Sand::N,ավազ,άμμος
239,Mensch::N,մարդ,άνθρωπος
240,Mann::N,մարդ,άνδρας
241,Mann::N,տղամարդ,άνδρας
242,Frau::N,կին,γυναίκα
243,Kind::N,զավակ,παιδί
244,Junge::N,տղա,αγόρι
245,Mädchen::N,աղջիկ,κοπέλα
246,Mädchen::N,աղջիկ,κορίτσι
247,Familie::N,ընտանիք,οικογένεια
248,Großvater::N,պապ,παππούς
249,Großmutter::N,տատ,γιαγιά
250,Eltern::N,ծնողներ,γονείς
251,Vater::N,հայր,πατέρας
252,Mutter::N,մայր,μητέρα
253,Sohn::N,որդի,γιος
254,Tochter::N,աղջիկ,κόρη
255,Tochter::N,դուստր,κόρη
256,Bruder::N,եղբայր,αδελφός
257,Schwester::N,քույր,αδελφή
258,Onkel::N,քեռի,θείος
259,Onkel::N,հորեղբայր,θείος
260,Tante::N,մորաքույր,θεία
261,Ehemann::N,մարդ,σύζυγος
262,Ehemann::N,ամուսին,σύζυγος
263,Ehefrau::N,կին ամուսին,σύζυγος
264,Freude::N,ուրախություն,χαρά
265,Gelächter::N,ծիծաղ,γέλια
266,Glück::N,երջանկություն,ευτυχία
267,Kummer::N,վիշտ,έγνοια
268,Wunsch::N,ցանկություն,επιθυμία
269,Lust::N,փափագ,όρεξη
270,Lust::N,իղձ,όρεξη
271,Geist::N,ոգի,πνέυμα
272,Gedanke::N,միտք,σκέψη
273,Gedächtnis::N,հիշողություն,μνήμη
274,Verstand::N,խելք,νους
275,Sinn::N,իմաստ,νόημα
276,Grund::N,պատճառ,λόγος
277,Wahrheit::N,ճշմարտություն,αλήθεια
278,Gespräch::N,զրույց,συνομιλία
279,Märchen::N,պայիկի պատմություն,παραμύθι
280,Erzählung::N,պատմվածք,διήγημα
281,Erzählung::N,պատմություն,διήγημα
282,Nachricht::N,հաղորդագրություն,είδηση
283,Neuigkeit::N,լուր,νέο
284,Neuigkeit::N,նորություն,νέο
285,Name::N,անուն,όνομα
286,Rätsel::N,բարդ խնդիր,αίνιγμα
287,Rede::N,ճառ,λόγος
288,Rede::N,ճառ,ομιλία
289,Rede::N,ելույթ,λόγος
290,Rede::N,ելույթ,ομιλία
291,Sprache::N,լեզու,γλώσσα
292,Stimme::N,ձայն,φωνή
293,Wort::N,բառ,λέξη
294,Zeichen::N,նշան,σημείο
295,Ruf::N,կոչ,κραυγή
296,Ruf::N,կանչ,κραυγή
297,Lärm::N,աղմուկ,θόρυβος
298,Laut::N,հնչյուն,ήχος
299,Laut::N,ձայն,ήχος
300,Ton::N,տոն,ήχος
301,Ton::N,տոն,τόνος
302,Lied::N,երգ,τραγούδι
303,Ruhe::N,անդորրություն,ησυχία
304,Leute::N,մարդիկ,κόσμος
305,Leute::N,մարդիկ,άνθρωποι
306,Volk::N,ազգ,λαός
307,Arbeit::N,գործ,εργασία
308,Arbeit::N,աշխատանք,εργασία
309,Gast::N,հյուր,επισκέπτης
310,Geschenk::N,նվեր,δώρο
311,Spiel::N,խաղ,παιχνίδι
312,Gesellschaft::N,ընկերություն,κοινωνία
313,Hilfe::N,օգնությթուն,βοήθεια
314,Freund::N,ընկեր,φίλος
315,Freund::N,բարեկամ,φίλος
316,Kamerad::N,ուղեկից,σύντροφος
317,Angelegenheit::N,բան,υπόθεση
318,Angelegenheit::N,գործ,υπόθεση
319,Anzahl::N,քանակ,αριθμός
320,Anzahl::N,գումար,αριθμός
321,Art::N,տեսակ,είδος
322,Stück::N,կտոր,κομμάτι
323,Teil::N,մաս,μέρος
324,Hälfte::N,կես,μισό
325,Kreis::N,շիջանակ,κύκλος
326,Kreuz::N,խաչ,σταυρός
327,Linie::N,գիծ,γραμμή
328,Strich::N,գիծ,γραμμή
329,Abstand::N,անջրպետ,απόσταση
330,Entfernung::N,հեռավորություն,απόσταση
331,Gegend::N,շրջան,περιοχή
332,Gegend::N,շրջան,τοποθεσία
333,Platz::N,տարածություն,χώρος
334,Ort::N,տեղ,τόπος
335,Ort::N,վայր,τόπος
336,Seite::N,կողմ,πλευρά
337,Mitte::N,մեջտեղ,μέση
338,Gegenstand::N,առարկա,αντικείμενο
339,Sache::N,բան,πράγμα
340,Rand::N,վերջք,άκρη
341,Rand::N,վերջք,χείλος
342,Kante::N,եզր,άκρη
343,Ecke::N,անկյուն,γωνιά
344,Spitze::N,ծայր,μύτη
345,Ende::N,ծայր,άκρη
346,Loch::N,անցք,τρύπα
347,Winkel::N,անկյուն,γωνία
348,Muster::N,օրինակ,σχέδιο
349,Größe::N,մեծություն,μέγεθος
350,Länge::N,երկարություն,μήκος
351,Höhe::N,բարձրություն,ύψος
352,Gewicht::N,կշիռ,βάρος
353,Menge::N,քանակ,ποσότητα
354,Haufen::N,դեզ,σωρός
355,Haufen::N,կույտ,σωρός
356,Reihe::N,շարք,αράδα
357,Reihe::N,կարգ,αράδα
358,Boot::N,նավակ,βάρκα
359,Ruder::N,թի,κουπί
360,Ruder::N,թիակ,κουπί
361,Schlitten::N,բալխիր,έλκηθρο
362,Ski::N,դահուկ,σκι
363,Lagerfeuer::N,բացօդեայ կրակ,φωτιά
364,Last::N,բեռ,φορτίο
365,Gang::N,զբոսանք,δρόμος
366,Schritt::N,քայլ,βήμα
367,Norden::N,հյուսիս,βορράς
368,Süden::N,հարավ,νότος
369,Westen::N,արեւմուտք,δύση
370,Osten::N,արեւելք,ανατολή
371,Holz::N,փայտ,ξύλο
372,Brett::N,տախտակ,σανίδι
373,Platte::N,թիթեղ,πλάκα
374,Stütze::N,նեցուկ,στήριγμα
375,Stange::N,ձող,ραβδί
376,Stange::N,ձող,κοντός
377,Stock::N,փայտ,ξύλο
378,Stock::N,փայտ,μπαστούνι
379,Stab::N,ցուպ,ραβδί
380,Stab::N,գավազան,ραβδί
381,Rohr::N,խողովակ,σωλήνας
382,Haus::N,տուն,σπίτι
383,Heim::N,տուն,σπίτι
384,Ofen::N,վառարան,σόμπα
385,Ofen::N,վառարան,θερμάστρα
386,Fußboden::N,հատակ,πάτωμα
387,Tisch::N,սեղան,τραπέζι
388,Stuhl::N,աթոռ,καρέκλα
389,Wiege::N,օրորոց,κούνια
390,Bett::N,անկողին,κρεβάτι
391,Regal::N,դարակ,ράφι
392,Kiste::N,տուփ,κιβώτιο
393,Fenster::N,պատուհան,παράθυρο
394,Tür::N,դուռ,πόρτα
395,Tor::N,դարպաս,πύλη
396,Zaun::N,ցանկապատ,φράχτης
397,Dach::N,տանիք,στέγη
398,Dach::N,կտուր,στέγη
399,Leiter::N,սանդուղք,σκάλα
400,Leiter::N,սանդուղք,κλίμακα
401,Besen::N,ավել,σκούπα
402,Spaten::N,բահ,φτυάρι
403,Schaufel::N,թի,φτυάρι
404,Gabel::N,պատառաքաղ,πιρούνι
405,Löffel::N,գդալ,κουτάλι
406,Messer::N,դանակ,μαχαίρι
407,Nagel::N,մեխ,καρφί
408,Netz::N,ցանց,δίχτυ
409,Haken::N,կարթ,γάντζος
410,Haken::N,կարթ,αγκίστρι
411,Griff::N,կոթ,λαβή
412,Griff::N,բռնակ,λαβή
413,Schloss::N,կողպեք,κλειδαριά
414,Bild::N,նկար,εικόνα
415,Bild::N,պատկեր,εικόνα
416,Figur::N,քանդակ,ανάστημα
417,Figur::N,պատկեր,ανάστημα
418,Puppe::N,տիկնիկ,κούκλα
419,Beutel::N,տոպրակ,πουγγί
420,Bündel::N,կապոց,δεμάτι
421,Tasche::N,պայուսակ,τσάντα
422,Eimer::N,դույլ,κουβάς
423,Deckel::N,կափարիչ,καπάκι
424,Geschirr::N,ամանեղեն,σκεύη
425,Sack::N,պարկ,σάκος
426,Sack::N,տոպրակ,σάκος
427,Tasse::N,թաս,φλιτζάνι
428,Tasse::N,գավաթ,φλιτζάνι
429,Topf::N,անոթ,χύτρα
430,Kessel::N,կաթսա,καζάνι
431,Essen::N,կերակուր,φαγητό
432,Nahrung::N,ուտելիք,τροφή
433,Speise::N,խորտիկ,φαγητό
434,Speise::N,կերակուր,φαγητό
435,Fleisch::N,միս,κρέας
436,Getreide::N,հացահատիկ,σιτάρι
437,Brei::N,լանդակ,χυλός
438,Brot::N,հաց,ψωμί
439,Brot::N,հաց,άρτος
440,Scheibe::N,կտոր,φέτα
441,Scheibe::N,պատառ,φέτα
442,Fett::N,ճարպ,πάχος
443,Butter::N,կարագ,βούτυρο
444,Öl::N,ձեթ,λάδι
445,Salz::N,աղ,αλάτι
446,Suppe::N,սուպ,σούπα
447,Suppe::N,ապուր,σούπα
448,Honig::N,մեղր,μέλι
449,Milch::N,կաթ,γάλα
450,Tee::N,թեյ,τσάι
451,Leder::N,կաշի,πετσί
452,Wolle::N,բուրդ,μαλλί
453,Stoff::N,գործվածք,ύφασμα
454,Nadel::N,ասեղ,βελόνα
455,Faden::N,թել,κλωστή
456,Knopf::N,կոճակ,κουμπί
457,Knoten::N,հանգույց,κόμπος
458,Farbe::N,ներկ,μπογιά
459,Kleidung::N,հագուստ,ρούχα
460,Kleidung::N,հագուստ,ενδυμασία
461,Hemd::N,վերնաշապիկ,πουκάμισο
462,Kragen::N,օձիք,κολάρο
463,Ärmel::N,թեւք,μανίκι
464,Hose::N,շալվար,πανταλόνι
465,Gürtel::N,գոտի,ζώνη
466,Mütze::N,կեպի,σκούφος
467,Schuh::N,կոշիկ,παπούτσι
468,Stiefel::N,երկարաճիթ կոշիկ,μπότα
469,Ring::N,զնգալ,δαχτυλίδι
470,Band::N,ժապավեն,κορδέλα
471,Kamm::N,սանր,χτένα
472,Spiegel::N,հայելի,καθρέφτης
473,Riemen::N,փոկ,λουρί
474,Schnur::N,լար,κορδόνι
475,Leine::N,փոկ,σχοινί
476,Decke::N,վերմակ,κουβέρτα
477,Kissen::N,բարձ,μαξιλάρι
478,Tuch::N,թաշկինակ,πανί
479,Tuch::N,թաշկինակ,μαντήλι
480,Handtuch::N,սրբիչ,πετσέτα
481,Kraft::N,ուժ,δύναμη
482,Stärke::N,պնդություն,ισχύς
483,Stärke::N,պնդություն,δύναμη
484,Stärke::N,ամրություն,ισχύς
485,Stärke::N,ամրություն,δύναμη
486,Gesundheit::N,առողջություն,υγεία
487,Krankheit::N,ախտ,αρρώστια
488,Krankheit::N,հիվանդություն,αρρώστια
489,Schmerz::N,ցավ,πόνος
490,Schmerz::N,տանջանք,πόνος
491,Wunde::N,վերք,πληγή
492,Fieber::N,տենդ,πυρετός
493,Arznei::N,դեղ,φάρμακο
494,Brücke::N,կամուրջ,γέφυρα
495,Brunnen::N,հոր,πηγάδι
496,Brunnen::N,ջրհոր,πηγάδι
497,Weide::N,արոտավայր,βοσκή
498,Pfad::N,արահետ,μονοπάτι
499,Weg::N,ուղի,δρόμος
500,Straße::N,ճանապարհ,οδός
501,Straße::N,ճանապարհ,δρόμος
502,Dorf::N,գյուղ,χωριό
503,Stadt::N,քաղաք,πόλη
504,Brief::N,նամակ,γράμμα
505,Brief::N,նամակ,επιστολή
506,Buch::N,գիրք,βιβλίο
507,Buchstabe::N,տառ,γράμμα
508,Buchstabe::N,գիր,γράμμα
509,Zeitung::N,լրագիր,εφημερίδα
510,Leben::N,կյանք,ζωή
511,Leben::N,կյանք,βίος
512,Tod::N,մահ,θάνατος
513,Grab::N,գերեզման,τάφος
514,Kirche::N,եկեղեցի,εκκλησία
515,Sünde::N,մեղք,αμαρτία
516,Gott::N,աստված,θεός
517,Arbeiter::N,բանվոր,εργάτης
518,Arbeiter::N,աշխատող,εργάτης
519,Chef::N,տեր,προϊστάμενος
520,Meister::N,վարպետ,μάστορας
521,Meister::N,վարպետ,αρχιτεχνίτης
522,Arzt::N,բժիշկ,γιατρός
523,Lehrer::N,ուսուցիչ,δάσκαλος
524,Geld::N,փող,λεφτά
525,Geld::N,փող,χρήματα
526,Geschäft::N,գործ,συναλλαγή
527,Geschäft::N,աշխատանք,συναλλαγή
528,Laden::N,կրպակ,μαγαζί
529,Laden::N,կրպակ,κατάστημα
530,Laden::N,խանութ,μαγαζί
531,Laden::N,խանութ,κατάστημα
532,Preis::N,գին,τιμή
533,Ware::N,ապրանք,εμπόρευμα
534,Nutzen::N,օգուտ,όφελος
535,Reichtum::N,հարստություն,πλούτος
536,Welt::N,աշխարհ,κόσμος
537,Land::N,երկիր,χώρα
538,Staat::N,պետություն,κράτος
539,Staat::N,պետություն,πολιτεία
540,König::N,արքա,βασιλιάς
541,König::N,թագավոր,βασιλιάς
542,Macht::N,իշխանություն,εξουσία
543,Grenze::N,սահման,σύνορα
544,Krieg::N,պատերազմ,πόλεμος
545,Feind::N,թշնամի,εχθρός
546,Gewalt::N,բռնություն,βία
547,Gewalt::N,սաստկություն,βία
548,Kampf::N,մարտ,αγώνας
549,Bogen[Waffe]::N,աղեղ,τόξο
550,Pfeil::N,նետ,σαΐτα
551,Gewehr::N,հրացան,τουφέκι
552,Fehler::N,սխալ,λάθος
553,Fehler::N,սխալ,σφάλμα
554,Lüge::N,սուտ,ψέμα
555,Lüge::N,սուտ,ψεύδος
556,Schaden::N,վնաս,ζημία
557,Unglück::N,դժբախտություն,δυστυχία
558,Schuld::N,պակասություն,ενοχή
559,Schuld::N,պակասություն,φταίξιμο
560,Alter::N,հասակ,ηλικία
561,Schluss::N,վերջ,τέλος
562,Schluss::N,վախճան,τέλος
563,Zeit::N,ժամանակ,χρόνος
564,Tag::N,օր,μέρα
565,Tag::N,օր,ημέρα
566,Morgen::N,առավոտ,πρωί
567,Mittag::N,կեսօր,μεσημέρι
568,Abend::N,երեկո,βράδυ
569,Nacht::N,գիշեր,νύχτα
570,Woche::N,շաբաթ,εβδομάδα
571,Monat::N,ամիս,μήνας
572,Jahr::N,տարի,έτος
573,Jahr::N,տարի,χρόνος
574,Frühling::N,գարուն,άνοιξη
575,Sommer::N,ամառ,καλοκαίρι
576,Herbst::N,աշուն,φθινόπωρο
577,Winter::N,ձմեռ,χειμώνας
578,Januar::N,հունվար,Ιανουάριος
579,Februar::N,փետրվար,Φεβρουάριος
580,März::N,մարտ,Μάρτιος
581,April::N,ապրիլ,Απρίλιος
582,Mai::N,մայիս,Μάιος
583,Juni::N,հունիս,Ιούνιος
584,Juli::N,հուլիս,Ιούλιος
585,August::N,օգոստոս,Αύγουστος
586,September::N,սեպտեմբեր,Σεπτέμβριος
587,Oktober::N,հոկտեմբեր,Οκτώβριος
588,November::N,նոյեմբեր,Νοέμβριος
589,Dezember::N,դեկտեմբեր,Δεκέμβριος
590,Montag::N,երկուշաբթի,Δευτέρα
591,Dienstag::N,երեքշաբթի,Τρίτη
592,Mittwoch::N,չորեքշաբթի,Τετάρτη
593,Donnerstag::N,հինգշաբթի,Πέμπτη
594,Freitag::N,ուրբաթ,Παρασκευή
595,Samstag::N,շաբաթ,Σάββατο
596,Sonntag::N,կիրակի,Κυριακή
597,groß::A,մեծ,μεγάλος
598,groß::A,խոշոր,μεγάλος
599,klein::A,պստիկ,μικρός
600,klein::A,փոքրիկ,μικρός
601,lang::A,երկար,μακρύς
602,kurz::A,կարճ,κοντός
603,breit::A,լայն,φαρδύς
604,schmal::A,նեղ,στενός
605,dicht::A,խիտ,πυκνός
606,dick[Gegenstand]::A,հաստ,παχύς
607,dick[Gegenstand]::A,հաստ,χοντρός
608,dünn::A,բարակ,ψιλός
609,dünn::A,բարակ,λεπτός
610,fein::A,նուրբ,ψιλός
611,fest::A,ամուր,στερεός
612,fest::A,պինդ,στερεός
613,flach::A,տափակ,επίπεδος
614,glatt::A,հարթ,λείος
615,glatt::A,հարթ,ομαλός
616,hart::A,կարծր,σκληρός
617,weich::A,մեղմ,μαλακός
618,weich::A,փափուկ,μαλακός
619,rund::A,կլոր,στρογγυλός
620,spitz::A,սրածայր,μυτερός
621,scharf::A,սուր,κοφτερός
622,stumpf::A,գուլ,αμβλύς
623,schwer::A,ծանր,βαρύς
624,schön::A,սիրուն,ωραίος
625,schön::A,սիրուն,όμορφος
626,schön::A,գեղեցիկ,ωραίος
627,schön::A,գեղեցիկ,όμορφος
628,heiß::A,թեժ,ζεστός
629,warm::A,տաք,θερμός
630,warm::A,ջերմ,θερμός
631,kalt::A,ցուրտ,κρύος
632,kalt::A,ցուրտ,ψυχρός
633,kühl::A,զով,δροσερός
634,frisch::A,թարմ,νωπός
635,frisch::A,թարմ,φρέσκος
636,feucht::A,ղոնավ,υγρός
637,nass::A,թաց,βρεγμένος
638,trocken::A,ցամաք,ξηρός
639,trocken::A,ցամաք,στεγνός
640,voll::A,լի,γεμάτος
641,voll::A,լիքը,γεμάτος
642,leer::A,դատարկ,άδειος
643,offen::A,բաց,ανοιχτός
644,geschlossen::A,գոց,κλειστός
645,sauber::A,մաքուր,καθαρός
646,schmutzig::A,կեղտոտ,βρώμικος
647,schmutzig::A,կեղտոտ,λερωμένος
648,roh::A,հում,ωμός
649,reif::A,հասած,ώριμος
650,reif::A,հասուն,ώριμος
651,lecker::A,համեղ,νόστιμος
652,süß::A,անուշ,γλυκός
653,bitter::A,կծու,πικρός
654,sauer::A,թթու,ξινός
655,sauer::A,թթված,ξινός
656,hell::A,պայծառ,φωτεινός
657,hell::A,խելամիտ,φωτεινός
658,dunkel::A,մութ,σκοτεινός
659,schwarz::A,սեւ,μαύρος
660,schwarz::A,սեւ,μελανός
661,weiß::A,սպիտակ,άσπρος
662,rot::A,կարմիր,κόκκινος
663,gelb::A,դեղին,κίτρινος
664,blau::A,կապույտ,μπλε
665,blau::A,կապույտ,γαλανός
666,grün::A,կանաչ,πράσινος
667,grau::A,գորշ,γκρίζος
668,bunt::A,գոյնզգոյն,ποικιλόχρωπος
669,billig::A,էժան,φτηνός
670,teuer::A,թանկ,ακριβός
671,wertvoll::A,թանկարժեք,πολύτιμος
672,blind::A,կույր,τυφλός
673,taub::A,խուլ,κουφός
674,kräftig::A,հզոր,δυνατός
675,stark::A,ուժեղ,γερός
676,schwach::A,տկար,αδύνατος
677,schwach::A,թույլ,αδύνατος
678,fett::A,գեր,παχύς
679,schlank::A,նիհար,λεπτός
680,schlank::A,նիհար,λυγερός
681,hübsch::A,գրավիչ,όμορφος
682,hübsch::A,գրավիչ,χαριτωμένος
683,hübsch::A,սիրունիկ,όμορφος
