,Concept_ID,,la
461,Reichtum::N,,opes
462,Reichtum::N,,divitiae
463,Welt::N,,mundus
464,Land::N,,terra
465,Staat::N,,res publica
466,König::N,,rex
467,Macht::N,,potestas
468,Grenze::N,,limes
469,Krieg::N,,bellum
470,Feind::N,,inimicus
471,Gewalt::N,,vis
472,Kampf::N,,pugna
473,Bogen[Waffe]::N,,arcus
474,Pfeil::N,,sagitta
475,Gewehr::N,,sclopetum
476,Fehler::N,,error
477,Lüge::N,,mendacium
478,Schaden::N,,damnum
479,Schaden::N,,detrimentum
480,Unglück::N,,miseria
481,Unglück::N,,calamitas
482,Schuld::N,,culpa
483,Alter::N,,aetas
484,Schluss::N,,finis
485,Zeit::N,,tempus
486,Tag::N,,dies
487,Morgen::N,,mane
488,Mittag::N,,meridies
489,Abend::N,,vesper
490,Nacht::N,,nox
491,Woche::N,,septimana
492,Monat::N,,mensis
493,Jahr::N,,annus
494,Frühling::N,,ver
495,Sommer::N,,aestas
496,Herbst::N,,autumnus
497,Winter::N,,hiems
498,Januar::N,,Ianuarius
499,Februar::N,,Februarius
500,März::N,,Martius
501,April::N,,Aprilis
502,Mai::N,,Maius
503,Juni::N,,Iunius
504,Juli::N,,Iulius
505,August::N,,Augustus
506,September::N,,September
507,Oktober::N,,Octobris
508,November::N,,Novembris
509,Dezember::N,,December
510,Montag::N,,dies lunae
511,Dienstag::N,,dies Martis 
512,Mittwoch::N,,dies Mercurii
513,Donnerstag::N,,dies Iovis
514,Freitag::N,,dies Veneris
515,Samstag::N,,dies Saturni
516,Sonntag::N,,dominicus
517,Sonntag::N,,dies solis
518,groß::A,,magnus
519,klein::A,,parvus
520,lang::A,,longus
521,kurz::A,,brevis
522,breit::A,,latus
523,schmal::A,,angustus
524,dicht::A,,densus
525,dick[Gegenstand]::A,,crassus
526,dünn::A,,tenuis
527,fein::A,,subtilis
528,fest::A,,solidus
529,fest::A,,stabilis
530,flach::A,,planus
531,glatt::A,,levis
532,hart::A,,durus
533,weich::A,,mollis
534,rund::A,,rotundus
535,spitz::A,,acutus
536,scharf::A,,acer
537,stumpf::A,,hebes
538,schwer::A,,gravis
539,schön::A,,pulcher
540,schön::A,,formosus
541,heiß::A,,fervidus
542,warm::A,,calidus
543,kalt::A,,frigidus
544,kühl::A,,frigidus
545,frisch::A,,recens
546,feucht::A,,umidus
547,nass::A,,madidus
548,trocken::A,,aridus
549,voll::A,,plenus
550,leer::A,,vacuus
551,offen::A,,apertus
552,geschlossen::A,,clausus
553,sauber::A,,lautus
554,schmutzig::A,,sordidus
555,roh::A,,crudus
556,reif::A,,maturus
557,lecker::A,,delicatus
558,süß::A,,dulcis
559,bitter::A,,amarus
560,bitter::A,,acerbus
561,sauer::A,,acidus
562,hell::A,,clarus
563,dunkel::A,,obscurus
564,schwarz::A,,niger
565,weiß::A,,albus
566,rot::A,,ruber
567,gelb::A,,flavus
568,blau::A,,caeruleus
569,grün::A,,viridis
570,grau::A,,canus
571,bunt::A,,varius
572,billig::A,,vilis
573,teuer::A,,carus
574,wertvoll::A,,pretiosus
575,blind::A,,caecus
576,taub::A,,surdus
577,kräftig::A,,robustus
578,stark::A,,firmus
579,stark::A,,validus
580,schwach::A,,debilis
581,schwach::A,,infirmus
582,fett::A,,crassus
583,schlank::A,,procerus
584,hübsch::A,,pulcher
585,böse::A,,improbus
586,dumm::A,,stultus
587,dumm::A,,stupidus
588,faul::A,,piger
589,fleißig::A,,sedulus
590,geizig::A,,avarus
591,klug::A,,prudens
592,geschickt::A,,sollers
593,lieb::A,,carus
594,lustig::A,,iocosus
595,sanft::A,,clemens
596,hungrig::A,,impastus
597,krank::A,,aeger
598,nackt::A,,nudus
599,traurig::A,,maestus
600,lebendig::A,,vivus
601,gut::A,,bonus
602,schlecht::A,,malus
603,richtig::A,,rectus
604,schlimm::A,,malus
605,wahr::A,,verus
606,alt::A,,antiquus
607,neu::A,,novus
608,ehemalig::A,,pristinus
609,alt[Lebewesen]::A,,vetus
610,jung::A,,iuvenis
611,arm::A,,pauper
612,reich::A,,dives
613,bekannt::A,,notus
614,berühmt::A,,celeber
615,berühmt::A,,illustris
616,fremd::A,,peregrinus
617,verschieden::A,,varius
618,nah::A,,propinquus
619,fern::A,,longinquus
620,linker::A,,sinister
621,rechter::A,,dexter
622,anderer::A,,alius
623,erster::A,,primus
624,zweiter::A,,secundus
625,dritter::A,,tertius
626,letzter::A,,ultimus
627,allein::ADV,,solum
628,auf einmal::ADV,,simul
629,zusammen::ADV,,una
630,lange::ADV,,diu
631,plötzlich::ADV,,subito
632,plötzlich::ADV,,repente
633,sofort::ADV,,statim
634,später::ADV,,postea
635,jetzt::ADV,,nunc
636,heute::ADV,,hodie
637,morgen::ADV,,cras
638,bald::ADV,,mox
639,dann::ADV,,deinde
640,gestern::ADV,,heri
641,einst::ADV,,olim
642,damals::ADV,,tum
643,danach::ADV,,postea
644,vorher::ADV,,antea
645,zuerst::ADV,,primo
646,einmal::ADV,,semel
647,manchmal::ADV,,interdum
648,oft::ADV,,saepe
649,immer::ADV,,semper
650,niemals::ADV,,numquam
651,hier::ADV,,hic
652,hierhin::ADV,,huc
653,von hier::ADV,,hinc
654,dort::ADV,,ibi
655,dorthin::ADV,,eo
656,geradeaus::ADV,,recte
657,vorwärts::ADV,,porro
658,rückwärts::ADV,,retro
659,zurück::ADV,,retro
660,unten::ADV,,infra
661,hinab::ADV,,pessum
662,oben::ADV,,supra
663,hinauf::ADV,,sursum
664,überall::ADV,,ubique
665,nicht::ADV,,non
666,ein wenig::ADV,,paulum
667,kaum::ADV,,vix
668,kaum::ADV,,aegre
669,sehr::ADV,,valde
670,sehr::ADV,,magnopere
671,so::ADV,,ita
672,noch::ADV,,etiam
673,nur::ADV,,solum
674,nur::ADV,,tantum
675,schon::ADV,,iam
676,wieder::ADV,,rursus
677,vergebens::ADV,,frustra
678,vor::PRP,,ante
679,hinter::PRP,,post
680,unter::PRP,,sub
681,durch::PRP,,per
682,neben::PRP,,iuxta
683,zwischen::PRP,,inter
684,wegen::PRP,,propter
685,dies::PRN,,hoc
686,das::PRN,,id
687,alles::PRN,,omnia
688,ich::PRN,,ego
689,du::PRN,,tu
690,er::PRN,,is
691,er::PRN,,ille
692,wir::PRN,,nos
693,ihr::PRN,,vos
694,sie::PRN,,ii
695,sie::PRN,,illi
696,was::FPRN,,quid
697,wer::FPRN,,quis
698,wo::FADV,,ubi
699,wohin::FADV,,quo
700,wie::FADV,,quomodo
701,warum::FADV,,cur
702,wieviel::FNUM,,quantum
703,eins::NUM,,unus
704,zwei::NUM,,duo
705,drei::NUM,,tres
706,vier::NUM,,quattuor
707,fünf::NUM,,quinque
708,sechs::NUM,,sex
709,sieben::NUM,,septem
710,acht::NUM,,octo
711,neun::NUM,,novem
712,zehn::NUM,,decem
713,elf::NUM,,undecim
714,zwölf::NUM,,duodecim
715,zwanzig::NUM,,viginti
716,dreißig::NUM,,triginta
717,vierzig::NUM,,quadraginta
718,fünfzig::NUM,,quinquaginta
719,sechzig::NUM,,sexaginta
720,siebzig::NUM,,septuaginta
721,achtzig::NUM,,octoginta
722,neunzig::NUM,,nonaginta
723,hundert::NUM,,centum
724,tausend::NUM,,mille
725,und::CNJ,,et
726,und::CNJ,,-que
727,oder::CNJ,,vel
728,stehen::V,,stare
729,sitzen::V,,sedere
730,liegen::V,,iacere
731,hängen::V,,pendere
732,werden::V,,fieri
733,passieren::V,,accidere
734,beginnen::V,,incipere
735,enden::V,,finem habere
736,wechseln::V,,mutari
737,aufgehen[Sonne]::V,,oriri
738,untergehen[Sonne]::V,,occidere
739,scheinen[Sonne]::V,,lucere
740,donnern::V,,tonare
741,wehen::V,,flare
742,strömen::V,,fluere
743,fließen::V,,manare
744,sich drehen::V,,torqueri
745,schwanken::V,,vacillare
746,schwingen::V,,vibrare
747,fallen::V,,cadere
748,brennen::V,,ardere
749,rauchen::V,,fumare
750,regnen::V,,pluere
751,gefrieren::V,,congelari
752,tauen::V,,rorare
753,schmelzen::V,,liquescere
754,trocknen::V,,arescere
755,sieden::V,,fervere
756,faulen::V,,putescere
757,verfaulen::V,,putescere
758,reißen::V,,scindi
759,versinken::V,,mergi
760,vergehen::V,,praeterire
761,erscheinen::V,,apparere
762,verschwinden::V,,discedere
763,sinken::V,,labi
764,abnehmen::V,,deminui
765,zunehmen::V,,augeri
766,steigen::V,,augescere
767,wachsen::V,,crescere
768,glänzen::V,,splendere
769,funkeln::V,,micare
770,lärmen::V,,strepere
771,läuten::V,,sonare
772,klingeln::V,,tinnire
773,klirren::V,,crepare
774,brausen::V,,saevire
775,rauschen::V,,crepare
776,klingen::V,,sonare
777,bellen::V,,latrare
778,heulen::V,,ululare
779,blasen::V,,flare
780,pfeifen::V,,sibilare
781,schreien::V,,clamare
782,stöhnen::V,,gemere
783,zittern::V,,tremere
784,zittern::V,,trepidare
785,leben::V,,vivere
786,geboren werden::V,,nasci
787,atmen::V,,spirare
788,trinken::V,,bibere
789,essen::V,,edere
790,schlucken::V,,devorare
791,müde werden::V,,fatigari
792,einschlafen::V,,obdormiscere
793,schlafen::V,,dormire
794,aufwachen::V,,expergisci
795,aufstehen::V,,exsurgere
796,sich erholen::V,,se reficere
797,krank werden::V,,aegrescere
798,krank sein::V,,aegrotare
799,schmerzen::V,,dolere
800,husten::V,,tussire
801,genesen::V,,convalescere
802,sterben::V,,mori
803,umkommen::V,,perire
804,sich bewegen::V,,se movere
805,sich rühren::V,,micare
806,sich erheben::V,,surgere
807,sich setzen::V,,considere
808,hinfallen::V,,cadere
809,laufen::V,,vadere
810,schreiten::V,,gradi
811,spazierengehen::V,,ambulare
812,eilen::V,,properare
813,sich beeilen::V,,festinare
814,sausen::V,,currere
815,rennen::V,,currere
816,springen::V,,salire
817,klettern::V,,niti
818,schaukeln::V,,oscillare
819,kriechen::V,,repere
820,kriechen::V,,serpere
821,schwimmen::V,,nare
822,schwimmen::V,,natare
823,tauchen::V,,mergere
824,rudern::V,,remigare
825,fahren::V,,vehi
826,fliegen::V,,volare
827,gehen::V,,ire
828,gehen::V,,vadere
829,weggehen::V,,abire
830,weggehen::V,,discedere
831,abfahren::V,,proficisci
832,anhalten::V,,consistere
833,hineingehen::V,,inire
834,hineingehen::V,,ingredi
835,eintreten::V,,intrare
836,kommen::V,,venire
837,ankommen::V,,advenire
838,zurückkommen::V,,revenire
839,bleiben::V,,manere
840,warten::V,,opperiri
841,erwarten::V,,opperiri
842,erwarten::V,,expectare
843,suchen::V,,quaerere
844,finden::V,,reperire
845,versuchen::V,,conari
846,versuchen::V,,temptare
847,vorbereiten::V,,parare
848,lieben::V,,amare
849,mögen::V,,amare
850,lachen::V,,ridere
851,rühren::V,,commovere
852,weinen::V,,flere
853,schimpfen::V,,increpare
854,sich ärgern::V,,indignari
855,sich fürchten::V,,vereri
856,fürchten::V,,timere
857,fliehen::V,,fugere
858,flüchten::V,,effugere
859,sehen::V,,videre
860,anschauen::V,,aspectare
861,ansehen::V,,spectare
862,hören::V,,audire
863,zuhören::V,,auscultare
864,probieren::V,,gustare
865,riechen::V,,olfacere
866,fühlen::V,,sentire
867,scheinen::V,,videri
868,zu sehen sein::V,,conspici
869,vernehmen::V,,comperire
870,frieren::V,,algere
871,tun::V,,facere
872,können::V,,posse
873,wollen::V,,velle
874,anfangen::V,,incipere
875,beenden::V,,finire
876,aufhören::V,,desistere
877,gelingen::V,,contingere
878,geraten::V,,evenire
879,öffnen::V,,aperire
880,schließen::V,,claudere
881,stellen::V,,sistere
882,setzen::V,,ponere
883,legen::V,,ponere
884,berühren::V,,tangere
885,verbinden::V,,iungere
886,bedecken::V,,tegere
887,bedecken::V,,operire
888,aufhängen::V,,suspendere
889,anzünden::V,,accendere
890,anzünden::V,,inflammare
891,aufheben::V,,tollere
892,zurücklassen::V,,relinquere
893,verlieren::V,,perdere
894,verlieren::V,,amittere
895,fallen lassen::V,,dimittere
896,machen::V,,facere
897,herstellen::V,,fabricare
898,bauen::V,,construere
899,reparieren::V,,reparare
900,verbessern::V,,emendare
901,ändern::V,,mutare
902,graben::V,,fodere
903,beugen::V,,flectere
904,biegen::V,,curvare
905,drehen::V,,torquere
906,wenden::V,,vertere
907,umdrehen::V,,convertere
908,heben::V,,tollere
909,hochheben::V,,levare
910,ergreifen::V,,capessere
911,halten::V,,tenere
912,drücken::V,,premere
913,schieben::V,,promovere
914,kratzen::V,,radere
915,lecken::V,,lambere
916,beißen::V,,mordere
917,abreißen::V,,avellere
918,abschneiden::V,,desecare
919,binden::V,,ligare
920,stecken::V,,inserere
921,brechen::V,,rumpere
922,klopfen::V,,pultare
923,hauen::V,,ferire
924,kleben::V,,agglutinare
925,reiben::V,,terere
926,streichen::V,,oblinere
927,schleifen::V,,acuere
928,schneiden::V,,secare
929,rütteln::V,,quassare
930,schütteln::V,,quatere
931,schwenken::V,,ventilare
932,schütten::V,,fundere
933,füllen::V,,complere
934,einwickeln::V,,involvere
935,tragen::V,,ferre
936,tragen::V,,portare
937,schleppen::V,,pertrahere
938,ziehen::V,,trahere
939,aufbewahren::V,,asservare
940,werfen::V,,iacere
941,fangen::V,,capere
942,packen::V,,capessere
943,verstecken::V,,abdere
944,teilen::V,,partiri
945,teilen::V,,dividere
946,schicken::V,,mittere
947,bringen::V,,apportare
948,hinzufügen::V,,addere
949,bekommen::V,,adipisci
950,erhalten::V,,accipere
951,nehmen::V,,sumere
952,wählen::V,,eligere
953,auswählen::V,,deligere
954,bewahren::V,,conservare
955,behindern::V,,impedire
956,verderben::V,,corrumpere
957,beschädigen::V,,laedere
958,zerbrechen::V,,rumpere
959,zerbrechen::V,,frangere
960,zerreißen::V,,discindere
961,zerstören::V,,delere
962,verbrennen::V,,urere
963,verbrennen::V,,cremare
964,geben::V,,dare
965,reichen::V,,praebere
966,schenken::V,,donare
967,schenken::V,,largiri
968,versprechen::V,,polliceri
969,versprechen::V,,promittere
970,loben::V,,laudare
971,küssen::V,,osculari
972,zudecken::V,,tegere
973,wecken::V,,excitare
974,zeigen::V,,monstrare
975,führen::V,,ducere
976,lehren::V,,docere
977,unterrichten::V,,instituere
978,aufziehen::V,,nutrire
979,leiten::V,,ducere
980,antreiben::V,,incitare
981,lassen::V,,iubere
982,einladen::V,,invitare
983,vereinigen::V,,coniungere
984,besuchen::V,,visere
985,treffen::V,,convenire
986,sich versammeln::V,,convenire
987,spielen::V,,ludere
988,singen::V,,cantare
989,tanzen::V,,saltare
990,sich trennen::V,,digredi
991,sich trennen::V,,discedere
992,verlassen::V,,deserere
993,verlassen::V,,relinquere
994,retten::V,,servare
995,bewachen::V,,custodire
996,schützen::V,,tueri
997,schützen::V,,tutari
998,verteidigen::V,,defendere
999,sich schlagen::V,,luctari
1000,schießen::V,,iaculari
1001,siegen::V,,vincere
1002,ärgern::V,,irritare
1003,schlagen::V,,ferire
1004,treten::V,,calcare
1005,stechen::V,,pungere
1006,stoßen::V,,tundere
1007,stehlen::V,,furari
1008,stören::V,,turbare
1009,belästigen::V,,obtundere
1010,verbergen::V,,celare
1011,verbergen::V,,occultare
1012,täuschen::V,,fallere
1013,betrügen::V,,fraudare
1014,töten::V,,necare
1015,töten::V,,caedere
1016,wohnen::V,,habitare
