,Concept_ID,udm,ce
53,Atem::N,шокан,садеӏар
54,Hunger::N,кӧтсюман,мацалла
55,Träne::N,синкыли,бӏаьрхи
56,Geschmack::N,шӧм,чам
57,Geruch::N,зын,хьожа
58,Schlaf::N,вӧт,наб
59,Traum::N,уйвӧт,гӏан
60,Himmel::N,ин,стигал
61,Sonne::N,шунды,малх
62,Mond::N,толэзь,бутт
63,Stern::N,кизили,седа
64,Luft::N,омыр,xӏаваъ
65,Wind::N,тӧл,мох
66,Welle::N,тулкым,тулгӏе
67,Wasser::N,ву,хи
68,Stein::N,из,тӏулг
69,Boden::N,музъем,цӏенкъа
70,Erde::N,му,латта
71,Staub::N,пыль,чан
72,Rauch::N,ӵын,кӏур
73,Funke::N,гизьы,суй
74,Feuer::N,тыл,цӏе
75,Licht::N,тыл,серло
76,Schatten::N,вужер,ӏиндагӏ
77,Wetter::N,куазь,хенан хӏоттам
78,Nebel::N,бус,дохк
79,Wolke::N,пилем,марха
80,Regen::N,зор,догӏа
81,Schnee::N,лымы,ло
82,Eis::N,йӧ,ша
83,Frost::N,кезьыт,шело
84,Kälte::N,кезьыт,шело
85,Hitze::N,пӧсь,йовхо
86,Raureif::N,гӧр,йис
87,Regenbogen::N,вуюись,стелаӏад
88,Donner::N,гудыри,ткъес
89,Strömung::N,бызён,дӏаэхар
90,Strömung::N,бызён,дӏасалелар
91,Tropfen::N,шапык,тӏадам
92,Schaum::N,шукы,чопа
93,Schmutz::N,нӧд,хатт
94,Schmutz::N,дэри,хатт
95,See::N,ты,ӏам
96,Sumpf::N,нюр,уьшал
97,Moor::N,нюр,уьшал
98,Wiese::N,возь,бай
99,Wiese::N,возьвыл,бай
100,Wald::N,сик,хьун
101,Wald::N,нюлэс,хьун
102,Hügel::N,выр,гу
103,Hügel::N,выр,шу
104,Hügel::N,выр,барз
105,Hügel::N,вырйыл,гу
106,Hügel::N,вырйыл,шу
107,Hügel::N,вырйыл,барз
108,Anhöhe::N,выр,акъари
109,Anhöhe::N,вырйыл,акъари
110,Berg::N,гурезь,лам
111,Gipfel::N,йыл,бохь
112,Höhle::N,гу,хьех
113,Abhang::N,бам,басе
114,Quelle::N,ошмес,шовда
115,Bach::N,пичи шур,татол
116,Fluss::N,шур,хи
117,Ufer::N,ярдур,хийист
118,Küste::N,вудур,йист
119,Festland::N,мувыр,латта
120,Meer::N,зарезь,xӏорд
121,Bucht::N,вукож,чож
122,Insel::N,вумуӵ,гӏайре
123,Insel::N,шормуӵ,гӏайре
124,Blume::N,сяська,зезаг
125,Gras::N,турын,буц
126,Wurzel::N,выжы,орам
127,Baum::N,пу,дитт
128,Stamm::N,модос,гӏад
129,Stamm::N,модос,тайпа
130,Rinde::N,сул,кевстиг
131,Ast::N,ул,га
132,Zweig::N,вай,га
133,Blatt::N,куар,гӏа
134,Birke::N,кызьпу,дакх
135,Kiefer[Baum]::N,пужым,бага
136,Weide[Baum]::N,бадьпу,дак
137,Tanne::N,кыз,база
138,Horn::N,сюр,маӏа
139,Feder::N,тылы,пелаг
140,Fell::N,ку,цӏока
141,Flügel::N,бурд,тӏам
142,Klaue::N,гижы,мӏара
143,Kralle::N,пыд,тlод
144,Schwanz::N,быж,цӏога
145,Ei::N,пуз,xӏoa
146,Ei::N,кукей,xӏoa
147,Nest::N,кар,бен
148,Nest::N,пузкар,бен
149,Bau::N,кар,lуьрг
150,Bau::N,гу,lуьрг
151,Tier::N,пӧйшур,дийнат
152,Herde::N,уллё,жа
153,Kuh::N,скал,етт
154,Bulle::N,ош,сту
155,Bulle::N,пороз,сту
156,Pferd::N,вал,говр
157,Schaf::N,ыж,жий
158,Schaf::N,ыж,уьстагӏ
159,Schwein::N,парсь,хьакха
160,Hund::N,пуны,жӏаьла
161,Katze::N,коӵыш,цициг
162,Bär::N,гондыр,ча
163,Eichhörnchen::N,коньы,тарсал
164,Elch::N,койык,сай
165,Fuchs::N,ӟичы,цхьогал
166,Hase::N,кеч,пхьагал
167,Maus::N,шыр,дахка
168,Wolf::N,кион,борз
169,Vogel::N,тылобурдо,олхазар
170,Schwarm::N,уллё,
171,Huhn::N,курег,котам
172,Hahn::N,атас,нӏаьна
173,Hahn::N,атас,боргӏал
174,Gans::N,ӟазег,гӏаз
175,Adler::N,ӧрзи,aьрзу
176,Ente::N,ӵӧж,бад
177,Eule::N,кучыран,бухӏа
178,Kranich::N,тури,гӏаргӏули
179,Krähe::N,куака,къиг
180,Kuckuck::N,кикы,aттйокх
181,Schwan::N,юсь,гӏургӏаз
182,Fisch::N,чорыг,чӏара
183,Barsch::N,юш,окунь
184,Hecht::N,чипей,гӏазкхийн чӏара
185,Schlange[Tier]::N,кый,лаьхьа
186,Wurm::N,нумыр,нӏаьна
187,Spinne::N,чонари,гезг
188,Ameise::N,кузьыли,зингат
189,Laus::N,тэй,меза
190,Laus::N,тэй,гӏениг
191,Mücke::N,нымы,чуьрк
192,Mücke::N,чибинь,чуьрк
193,Fliege::N,кут,моза
194,Schmetterling::N,бубыли,полла
195,Beere::N,узы-боры,цӏазам
196,Apfel::N,яблок,ӏаж
197,Pilz::N,губи,жӏаьлин нускал
198,Zwiebel::N,сугон,xох
199,Saat::N,кидыс,чlу
200,Korn::N,тысь,буьртиг
201,Heu::N,турын,йол
202,Schale::N,кыд,пардо
203,Grube::N,гу,ор
204,Grube::N,гоп,ор
205,Falle::N,налик,кӏело
206,Schlinge::N,гиӟ,
207,Schlinge::N,герд,
208,Spur::N,пытьы,лар
209,Spur::N,бервыл,лар
210,Asche::N,пень,чим
211,Dreck::N,дэри,мода
212,Eisen::N,корт,эчиг
213,Gold::N,зарни,деши
214,Silber::N,азвесь,дети
215,Kohle::N,эгыр,кӏора
216,Glas::N,стекло,aнгали
217,Glas::N,пияла,aнгали
218,Lehm::N,сюй,поппар
219,Sand::N,луо,гӏум
220,Mensch::N,мурт,адам
221,Mensch::N,адями,адам
222,Mann::N,воргорон,майра
223,Frau::N,кышномурт,зуда
224,Kind::N,нуны,бер
225,Kind::N,пинал,бер
226,Junge::N,пи,жимха
227,Mädchen::N,ныл,жима йоӏ
228,Familie::N,семья,доьзал
229,Großvater::N,песятай,ненада
230,Großvater::N,пересь атай,ненада
231,Großmutter::N,песянай,денана
232,Großmutter::N,пересь анай,денана
233,Eltern::N,атай-анай,да-нана
234,Eltern::N,бубы-мумы,да-нана
235,Vater::N,айы,да
236,Vater::N,атай,да
237,Mutter::N,мумы,нана
238,Sohn::N,пи,кӏант
239,Tochter::N,ныл,йоӏ
240,Bruder::N,агай,ваша
241,Schwester::N,апа,йиша
242,Schwester::N,сузэр,йиша
243,Onkel::N,агай,деваша
244,Tante::N,апа,дейиша
245,Tante::N,кенак,дейиша
246,Ehemann::N,карт,майра
247,Ehefrau::N,кышно,зуда
248,Freude::N,шумпотон,самукъа
249,Freude::N,шумпотон,хазахетар
250,Gelächter::N,горем,белам
251,Glück::N,шуд,ирс
252,Kummer::N,кайгу,бала
253,Kummer::N,куректон,бала
254,Wunsch::N,мылпотон,лаам
255,Lust::N,потон,лаам
256,Geist::N,лул,са
257,Gedanke::N,малпан,ойла
258,Gedächtnis::N,йырсазь,диццадалар
259,Gedächtnis::N,тодэваён,диццадалар
260,Verstand::N,йырвизь,хьекъал
261,Sinn::N,смысл,маьӏна
262,Grund::N,муг,бахьана
263,Grund::N,ньӧм,бахьана
264,Wahrheit::N,зэм,бакъдерг
265,Wahrheit::N,шонер,бакъдерг
266,Gespräch::N,вераськон,къамел
267,Märchen::N,выжыкыл,туьйра
268,Erzählung::N,верос,дийцар
269,Nachricht::N,ивор,хаам
270,Neuigkeit::N,выльивор,керланиг
271,Name::N,ним,цӏе
272,Rätsel::N,мадькыл,хӏетал-метал
273,Rede::N,верам,къамел
274,Sprache::N,кыл,мотт
275,Stimme::N,куара,aз
276,Wort::N,кыл,дош
277,Zeichen::N,пус,билгало
278,Zeichen::N,тодмет,билгало
279,Ruf::N,ӧтён,кхайкхар
280,Ruf::N,чортон,кхайкхар
281,Lärm::N,ӵашетон,гӏовгӏа
282,Laut::N,куара,аз
283,Ton::N,куара,aз
284,Lied::N,кырӟан,илли
285,Ruhe::N,чалмыт улон,тийналла
286,Leute::N,адямиос,нах
287,Volk::N,калык,халкъ
288,Arbeit::N,уж,болх
289,Gast::N,куно,хьаша
290,Geschenk::N,салам,совгӏат
291,Geschenk::N,кузьым,совгӏат
292,Spiel::N,шудон,ловзар
293,Gesellschaft::N,калык,юкъаралла
294,Hilfe::N,юрттон,гӏо
295,Freund::N,эш,доттагl
296,Freund::N,юлтош,доттагl
297,Kamerad::N,тодмо,накъост
298,Angelegenheit::N,уж,гӏуллакх
299,Anzahl::N,лыд,терахь
300,Art::N,тус,
301,Stück::N,юдэс,юьхк
302,Teil::N,люкет,дакъа
303,Hälfte::N,ӝыны,ах
304,Kreis::N,котырес,го
305,Kreuz::N,крест,жӏара
306,Linie::N,гож,сиз
307,Strich::N,гож,сиз
308,Abstand::N,вис,юкъ
309,Abstand::N,кусып,юкъ
310,Entfernung::N,кусып,
311,Gegend::N,инты,мeттиг
312,Platz::N,инты,майда
313,Ort::N,инты,меттиг
314,Ort::N,места,меттиг
315,Seite::N,пал,aгӏo
316,Mitte::N,шор,юкъ
317,Gegenstand::N,арбери,хӏума
318,Sache::N,котыр,хӏума
319,Rand::N,дур,йист
320,Rand::N,шаер,йист
321,Kante::N,дур,йист
322,Ecke::N,сэрег,са
323,Spitze::N,йыл,ралла
324,Ende::N,пум,юьхьиг
325,Loch::N,пась,ӏуьрг
326,Winkel::N,сэрег,са
327,Muster::N,пужы,дагар
328,Muster::N,пужы,тӏамар
329,Größe::N,быдӟала,барам
330,Länge::N,кузьдала,йохалла
331,Höhe::N,ӝуждала,локхалла
332,Gewicht::N,сектала,йозалла
333,Gewicht::N,секытлык,йозалла
334,Menge::N,лыд,дукхалла
335,Menge::N,лыдпус,дукхалла
336,Haufen::N,люк,сал
337,Haufen::N,люк,оьла
338,Reihe::N,чур,рагӏ
339,Reihe::N,чур,могӏа
340,Boot::N,пыж,кема
341,Boot::N,лодка,кема
342,Ruder::N,полыс,пийсиг
343,Schlitten::N,додьы,салаз
344,Ski::N,куас,когсалаз
345,Lagerfeuer::N,тылскем,цӏе
346,Last::N,секыт,дукъ
347,Gang::N,ветлон,лелар
348,Schritt::N,вамыш,гӏулч
349,Norden::N,уйпал,къилбаседе
350,Süden::N,лымшор,къилбе
351,Westen::N,шунды пуксён,малхбузе
352,Osten::N,шунды ӝужан,малхбале
353,Holz::N,пу,дечиг
354,Brett::N,пул,у
355,Platte::N,плита,у
356,Stütze::N,пыкет,гӏopтоp
357,Stange::N,пуӵ,гӏуркх
358,Stock::N,боды,ӏаса
359,Stab::N,пуӵ,гӏаж
360,Stab::N,боды,гӏаж
361,Rohr::N,труба,биргӏа
362,Haus::N,юрт,цӏа
363,Heim::N,корка,кхерч
364,Ofen::N,гур,кхерч
365,Fußboden::N,выж,цӏенкъа
366,Tisch::N,ӝӧк,шун
367,Stuhl::N,пукон,гӏант
368,Wiege::N,кӧкы,ага
369,Wiege::N,зыбка,ага
370,Bett::N,валес,маьнга
371,Regal::N,ӝажы,терхи
372,Kiste::N,ящик,яьшка
373,Fenster::N,укно,кор
374,Fenster::N,косяк,кор
375,Tür::N,ӧс,неӏ
376,Tor::N,ӟезьы,ков
377,Zaun::N,забор,керт
378,Dach::N,липет,тхов
379,Leiter::N,падӟа,лами
380,Besen::N,ӵужон,нуй
381,Besen::N,исьнер,нуй
382,Spaten::N,лопатка,бел
383,Schaufel::N,ютырон,аьшкал
384,Gabel::N,тэчы,мӏара
385,Gabel::N,вилка,мӏара
386,Löffel::N,пуньы,ӏайг
387,Messer::N,пурт,урс
388,Nagel::N,кортӵог,хьостам
389,Netz::N,сеть,бой
390,Haken::N,курик,мӏара
391,Griff::N,ныд,
392,Schloss::N,тунгон,чӏега
393,Bild::N,суред,сурт
394,Figur::N,фигура,
395,Puppe::N,мунё,тайниг
396,Beutel::N,пуйы,гали
397,Bündel::N,керттэт,кочар
398,Tasche::N,пуйы,тӏоьрмиг
399,Tasche::N,сумка,тӏоьрмиг
400,Eimer::N,ведра,чийлик
401,Deckel::N,ӵоксэт,негӏар
402,Geschirr::N,тусьты-пуньы,пхьегӏа
403,Sack::N,пуйы,гали
404,Tasse::N,ӵаша,кад
405,Topf::N,миска,яй
406,Kessel::N,пурты,яй
407,Essen::N,сиськон,юург
408,Nahrung::N,сион,кхача
409,Speise::N,сиён,юург
410,Fleisch::N,сӥль,жижиг
411,Getreide::N,ю тысь,буьртиг
412,Brei::N,ӝук,xудар
413,Brot::N,нянь,бепиг
414,Brot::N,нянь,кхаллар
415,Scheibe::N,шорем,цастар
416,Fett::N,кӧй,мохь
417,Butter::N,вӧй,налха
418,Öl::N,вӧй,даьтта
419,Salz::N,сылал,туьха
420,Suppe::N,шыд,чорпа
421,Honig::N,чечы,моз
422,Milch::N,йӧл,шура
423,Tee::N,чай,чай
424,Leder::N,сурон,цӏока
425,Wolle::N,гон,тӏapгӏa
426,Wolle::N,ыжгон,тӏapгӏa
427,Stoff::N,куэм,кӏади
428,Nadel::N,вень,маха
429,Faden::N,сӥньыс,тай
430,Knopf::N,бирды,нуьйда
431,Knoten::N,герд,шад
432,Farbe::N,буёл,сир
433,Farbe::N,буёл,басар
434,Kleidung::N,дӥсь,бедар
435,Hemd::N,дэрем,коч
436,Kragen::N,сирес,кач
437,Ärmel::N,саес,пхьош
438,Hose::N,брюки,хеча
439,Hose::N,штань,хеча
440,Gürtel::N,кускерттон,доьхка
441,Mütze::N,ызьы,куй
442,Schuh::N,ботинка,мача
443,Stiefel::N,сапег,этка
444,Ring::N,зундэс,чӏуг
445,Band::N,лента,лента
446,Kamm::N,сын,ехк
447,Spiegel::N,синучкон,куьзга
448,Riemen::N,е,доьхка
449,Schnur::N,гозы,муш
450,Leine::N,думет,кочатосу доьхка
451,Decke::N,шобрет,юргӏа
452,Kissen::N,миндэр,гIайба
453,Tuch::N,кышет,исхар
454,Handtuch::N,ӵушкон,гата
455,Kraft::N,кать,гӏора
456,Kraft::N,ӟигар,гӏора
457,Stärke::N,юнлык,гӏап
458,Gesundheit::N,тазалык,могашалла
459,Krankheit::N,висён,цамгар
460,Schmerz::N,висён,лазар
461,Wunde::N,яра,чов
462,Fieber::N,кезег,xорша
463,Arznei::N,эмъюм,молха
464,Brücke::N,выж,тӏай
465,Brunnen::N,колдэч,гӏу
466,Weide::N,возь,дак
467,Pfad::N,сюрес,тача
468,Weg::N,сюрес,некъ
469,Straße::N,сюрес,урам
470,Dorf::N,гурт,юрт
471,Stadt::N,кар,гӏала
472,Stadt::N,город,гӏала
473,Brief::N,гожтэт,кехат
474,Buch::N,книга,жайна
475,Buchstabe::N,буква,элп
476,Zeitung::N,газет,газет
477,Leben::N,улон,дахар
478,Tod::N,кулон,далар
479,Tod::N,кулон,ӏожалла
480,Grab::N,шайгу,каш
481,Kirche::N,черк,килс
482,Sünde::N,сьӧлык,къа
483,Gott::N,ӥнмар,дела
484,Arbeiter::N,рабочий,белхало
485,Chef::N,начальник,хьаькам
486,Meister::N,кибашлы,говзанча
487,Arzt::N,врач,лор
488,Lehrer::N,дышетӥсь,хьехархо
489,Geld::N,уксё,aхча
490,Geld::N,коньдон,aхча
491,Geschäft::N,уж,туька
492,Laden::N,магазин,туька
493,Preis::N,дун,мах
494,Ware::N,вуз,хlума
495,Nutzen::N,пайда,пайда
496,Reichtum::N,узырлык,хьал
497,Welt::N,дунне,дуьне
498,Land::N,шаер,мохк
499,Staat::N,кун,пачхьалкх
500,König::N,эксэй,паччахь
501,Macht::N,власть,ӏедал
502,Grenze::N,кунгож,доза
503,Krieg::N,ож,тӏом
504,Feind::N,тушмон,мостагӏ
505,Gewalt::N,эриктэман,гӏело
506,Kampf::N,нюръяськон,къийсам
507,Bogen[Waffe]::N,пукыӵ,
508,Pfeil::N,пукыӵ вень,пха
509,Gewehr::N,пыӵал,топ
510,Fehler::N,янгыш,гӏалат
511,Lüge::N,пӧян,аьшпаш
512,Lüge::N,алдан,аьшпаш
513,Lüge::N,ӧрекчан,аьшпаш
514,Schaden::N,изъян,зен
515,Unglück::N,куректон,бала
516,Unglück::N,шудтэме усён,бала
517,Schuld::N,янгыш,бехк
518,Alter::N,арлыд,хан
519,Schluss::N,пум,чакхе
520,Zeit::N,дыр,хан
521,Tag::N,нунал,де
522,Morgen::N,ӵукна,ӏуьйре
523,Mittag::N,лымшор,делкъе
524,Abend::N,ӝыт,суьйре
525,Abend::N,акшан,суьйре
526,Nacht::N,уй,буьйса
527,Woche::N,арня,кӏира
528,Monat::N,толэзь,бутт
529,Jahr::N,ар,шо
530,Frühling::N,тулыс,бӏаьсте
531,Sommer::N,гужем,аьхке
532,Herbst::N,сӥзьыл,гуьйре
533,Winter::N,тол,ӏа
534,Januar::N,выльартолэзь,январь
535,Februar::N,тулыспал,февраль
536,März::N,южтолэзь,март
537,April::N,оштолэзь,апрель
538,Mai::N,куартолэзь,май
539,Juni::N,вожотолэзь,июнь
540,Juli::N,пӧсьтолэзь,июль
541,August::N,гудырикошкон,август
542,September::N,куарусён,сентябрь
543,Oktober::N,выльӝуктолэзь,октябрь
544,November::N,шуркынмон,ноябрь
545,Dezember::N,толсур,декабрь
546,Montag::N,вордӥськон,оршот
547,Dienstag::N,вторник,шинара
548,Mittwoch::N,вирнунал,кхаара
549,Donnerstag::N,покчиарня,еара
550,Freitag::N,удмуртарня,пӏераска
551,Samstag::N,кӧснунал,шот
552,Sonntag::N,арня,кӏиранде
553,groß::A,бадӟым,доккха
554,klein::A,пичи,кегий
555,lang::A,кузь,еха
556,kurz::A,вакчи,доца
557,breit::A,паськыт,шуьйра
558,schmal::A,сюлэг,готта
559,dicht::A,ӵем,луьста
560,dick[Gegenstand]::A,зӧк,стомма
561,dünn::A,векчи,дуткъа
562,fein::A,векчи,ховха
563,fest::A,юн,чӏогӏа
564,fest::A,чурыт,чӏогӏа
565,flach::A,ӵошкыт,чӏапа
566,glatt::A,гылыт,шера
567,glatt::A,вольыт,шера
568,hart::A,чурыт,чӏогӏa
569,weich::A,небыт,кӏеда
570,rund::A,котырес,горга
571,spitz::A,йылсо,ира
572,scharf::A,лэчыт,ира
573,stumpf::A,ныж,аьртa
574,schwer::A,секыт,деза
575,schön::A,чебер,хаза
576,heiß::A,пӧсь,довха
577,warm::A,шуныт,довха
578,kalt::A,кезьыт,шийла
579,kühl::A,юзмыт,шийла
580,kühl::A,салкым,шийла
581,frisch::A,выль,керла
582,feucht::A,мускыт,тӏуьна
583,nass::A,котмем,тӏеда
584,trocken::A,кӧс,eкъа
585,voll::A,тыр,дуьзна
586,leer::A,буш,яьсса
587,leer::A,тырттэм,яьсса
588,offen::A,усьтэм,диллина
589,geschlossen::A,ӵогам,дӏакъевлина
590,geschlossen::A,ӵогам,дӏачӏагӏдина
591,geschlossen::A,пунням,дӏакъевлина
592,geschlossen::A,пунням,дӏачӏагӏдина
593,sauber::A,ӝикыт,цӏена
594,sauber::A,чылкыт,цӏена
595,schmutzig::A,нӧд,боьха
596,roh::A,ыль,буьйда
597,reif::A,вуэм,хилла
598,lecker::A,ческыт,чоме
599,süß::A,ческыт,мерза
600,bitter::A,курыт,къаьхьа
601,sauer::A,чырс,муьста
602,hell::A,югыт,сирла
603,dunkel::A,пеймыт,бодане
604,schwarz::A,сьӧд,ӏаьржа
605,weiß::A,тӧдьы,кӏайн
606,rot::A,горд,цӏен
607,gelb::A,ӵуж,можа
608,blau::A,лыз,сийна
609,grün::A,вож,баьццара
610,grau::A,пурысь,cира
611,grau::A,пурысь,мокха
612,bunt::A,куӵо,къорза
613,billig::A,дунтэм,дораха
614,teuer::A,дуно,деза
615,wertvoll::A,дуно,мехала
616,blind::A,сукыр,бӏаьрзе
617,blind::A,синтэм,бӏаьрзе
618,taub::A,пельтэм,къора
619,kräftig::A,кужмо,нуьцкъала
620,stark::A,юн,зоьртала
621,stark::A,юн,нуьцкъала
622,stark::A,кужмо,зоьртала
623,stark::A,кужмо,нуьцкъала
624,schwach::A,ляб,гӏорасиза
625,schwach::A,начар,гӏорасиза
626,fett::A,кӧй,дерстана
627,schlank::A,веськыт,куц долу
628,schlank::A,веськрес,куц долу
629,hübsch::A,чебер,хаза
630,hübsch::A,синмаськымон,хаза
631,böse::A,лек,вон
632,dumm::A,шузи,сонта
633,dumm::A,визьтэм,сонта
634,faul::A,азьтэм,мало ен
635,fleißig::A,сюлмо,тӏера
636,geizig::A,сук,пис
637,geizig::A,сук,сутара
638,klug::A,визьмо,хьекъале
639,geschickt::A,усто,тӏахъаьлла
640,geschickt::A,быгатӥсь,тӏахъаьлла
641,lieb::A,мусо,хьоме
642,lustig::A,шулдыр,самукъане
643,sanft::A,мусо,кlеда
644,sanft::A,эрке,кlеда
645,hungrig::A,сютэм,меца
646,krank::A,висись,цомгуш долу
647,nackt::A,гольык,дерзана
648,traurig::A,мӧзмыт,самукъане воцу
649,lebendig::A,улэп,дийна
650,gut::A,ӟеч,дика
651,gut::A,умой,дика
652,schlecht::A,урод,вон
653,schlecht::A,алама,вон
654,richtig::A,шонер,нийса
655,schlimm::A,алама,вон
656,wahr::A,зэмос,бакъдолу
657,alt::A,вуж,къена
658,neu::A,выль,керла
659,ehemalig::A,азьвылэз,хилла
660,alt[Lebewesen]::A,пересь,къена
661,jung::A,егит,къона
662,jung::A,пинал,къона
663,arm::A,начар,къен
664,arm::A,куанер,къен
665,reich::A,узыр,хьоле
666,bekannt::A,тодмо,девзаш долу
667,berühmt::A,дано,цӏеяхана
668,fremd::A,ят,нехан
669,verschieden::A,пӧртэм,тайп-тайпанара
670,nah::A,матысь,гергара
671,fern::A,кыдёкысь,гена
672,fern::A,кыдёкысь,генара
673,linker::A,паллян,аьрру
674,rechter::A,бур,аьтту
675,rechter::A,бурпал,аьтту
676,anderer::A,мукет,кхин
677,erster::A,нырысетӥез,хьалхара
678,zweiter::A,кыктэтӥез,шолгIа
679,dritter::A,кунньметӥез,кхоалгӏа
680,letzter::A,берло,тӏаьххьара
681,letzter::A,берпум,тӏаьххьара
682,allein::ADV,огназ,цхьаъ
683,auf einmal::ADV,огдыре,цу сохьтта
684,zusammen::ADV,ӵош,цхьана
685,zusammen::ADV,валче,цхьана
686,lange::ADV,кема,дукха
687,plötzlich::ADV,мапламтэ шорысь,цIеххьана
688,sofort::ADV,али ик,цу сохьтта
689,später::ADV,бергес,тӏаьхьо
690,später::ADV,берлогес,тӏаьхьо
691,jetzt::ADV,али,хӏинца
692,jetzt::ADV,табере,хӏинца
693,heute::ADV,туннэ,тахана
694,morgen::ADV,ӵуказе,кхана
695,bald::ADV,ӝоген,кеста
696,dann::ADV,берло,тӏаккха
697,gestern::ADV,толон,селхана
698,einst::ADV,огпол,цкъа
699,einst::ADV,одӥг пол,цкъа
700,damals::ADV,соку,хӏетахьь
701,danach::ADV,собере,тӏаккха
702,vorher::ADV,азьло,хьалхa
703,vorher::ADV,азьвыл,хьалхa
704,zuerst::ADV,азьло,хьалха
705,einmal::ADV,огпол,цкъа
706,manchmal::ADV,куддыръя,цкъаццкъа
707,oft::ADV,ӵем,кест-кеста
708,immer::ADV,пыр,даим
709,immer::ADV,котьку,даим
710,niemals::ADV,уз ноку,цкъа а
711,hier::ADV,татын,кхузахь
712,hierhin::ADV,татчы,кхуза
713,von hier::ADV,татысь,кхузара
714,dort::ADV,отӥ,цигахь
715,dort::ADV,отын,цигахь
716,dorthin::ADV,отчы,цига
717,geradeaus::ADV,меӵак,нийса дӏа
718,vorwärts::ADV,азьлань,хьалха
719,rückwärts::ADV,берлань,юха
720,zurück::ADV,берен,юха
721,zurück::ADV,берлань,юха
722,unten::ADV,улын,лахахь
723,hinab::ADV,улэ,охьа
724,oben::ADV,вылын,лакхахь
725,oben::ADV,вылӥын,лакхахь
726,hinauf::ADV,вылэ,хьала
727,hinauf::ADV,вылӥе,хьала
728,hinauf::ADV,выллань,хьала
729,überall::ADV,котькытын,массанхьа
730,überall::ADV,пасьтана,массанхьа
731,nicht::ADV,уз,ца
732,ein wenig::ADV,ичи,кӏеззиг
733,ein wenig::ADV,ӧжыт,кӏеззиг
734,ein wenig::ADV,огшап,кӏеззиг
735,kaum::ADV,муртса,халла
736,sehr::ADV,туж,вуно
737,sehr::ADV,лекос,вуно
738,so::ADV,озьы,
739,so::ADV,тазьы,
740,noch::ADV,на,кхин
741,nur::ADV,гинэ,бен ...ца
742,schon::ADV,ни,хӏинцале
743,schon::ADV,ини,хӏинцале
744,wieder::ADV,нош,юха а
745,wieder::ADV,кайта,юха а
746,vergebens::ADV,юнме,эрна
747,vor::PRP,азьын,хьалха
748,hinter::PRP,берын,тӏехьа
749,hinter::PRP,бӧрсьы,тӏехьа
750,unter::PRP,улын,кIелахь
751,durch::PRP,пыр,чекх
752,durch::PRP,пыртӥ,чекх
753,neben::PRP,бордын,юххе
754,zwischen::PRP,вискын,юккъехь
755,wegen::PRP,сэрен,дуьхьа
756,dies::PRN,та,и
757,dies::PRN,та,иза
758,das::PRN,со,и
759,das::PRN,со,иза
760,alles::PRN,ваньмыз,дерриг
761,ich::PRN,мон,cо
762,du::PRN,тон,хьо
763,er::PRN,со,и
764,er::PRN,со,иза
765,wir::PRN,ми,тхо
766,wir::PRN,ми,вай
767,ihr::PRN,тӥ,шу
768,sie::PRN,соос,уьш
769,was::FPRN,ма,хӏун
770,wer::FPRN,кин,мила
771,wo::FADV,кытын,мичaхь
772,wohin::FADV,кытчы,мича
773,wie::FADV,кызьы,муха
774,warum::FADV,малы,хӏунда
775,wieviel::FNUM,кӧня,мел
776,wieviel::FNUM,кӧня,маса
777,eins::NUM,одӥг,цхьаъ
778,zwei::NUM,кык,шиъ
