,Concept_ID,ca,av
774,unten::ADV,a baix,ахакь
775,unten::ADV,a baix,гъоркь
776,hinab::ADV,cap avall,эхебе
777,oben::ADV,dalt,тӏад
778,oben::ADV,dalt,тӏадехун
779,hinauf::ADV,cap amunt,эхеде
780,überall::ADV,pertot,кибго
781,überall::ADV,per tot arreu,кибго
782,nicht::ADV,no,
783,ein wenig::ADV,una mica,дагьабго
784,kaum::ADV,a penes,хӏалалъ
785,sehr::ADV,molt,кутакалда
786,so::ADV,així,гьедин
787,noch::ADV,encara,жеги
788,nur::ADV,només,гӏӣцӏго
789,schon::ADV,ja,
790,wieder::ADV,de nou,на́хъеги
791,vergebens::ADV,en va,чӏалгӏаде
792,vor::PRP,davānt,цебе
793,vor::PRP,enfront de,цебе
794,hinter::PRP,darrera,хадуса
795,unter::PRP,sota,ахакь
796,unter::PRP,sota,гъоркь
797,durch::PRP,per,
798,neben::PRP,al costāt de,аскӏо
799,zwischen::PRP,entre,гьоркьоб
800,wegen::PRP,a causa de,гьелда
801,dies::PRN,aquest,гьаб
802,dies::PRN,aquest,гьеб
803,das::PRN,això,доб
804,alles::PRN,tot,
805,ich::PRN,jo,дун
806,du::PRN,tu,дуца
807,er::PRN,ell,доб
808,wir::PRN,nosaltres,ниж
809,ihr::PRN,vosaltres,нуж
810,sie::PRN,ells,дол
811,sie::PRN,ells,эл
812,sie::PRN,elles,дол
813,sie::PRN,elles,эл
814,was::FPRN,què,щиб
815,wer::FPRN,qui,щиб
816,wo::FADV,on,киб
817,wo::FADV,on,кибехун
818,wohin::FADV,cap a on,кибехун
819,wie::FADV,com,кин
820,warum::FADV,per què,щай
821,wieviel::FNUM,quant,кигӏан
822,eins::NUM,u,цо
823,zwei::NUM,dos,кӏиго
824,drei::NUM,tres,лъабго
825,vier::NUM,quatre,ункъо
826,fünf::NUM,cinc,щуго
827,sechs::NUM,sis,анлъго
828,sieben::NUM,set,анкьго
829,acht::NUM,vuit,микьго
830,neun::NUM,nou,ичӏго
831,zehn::NUM,deu,анцӏго
832,elf::NUM,onze,анцӏила цо
833,zwölf::NUM,dotze,кӏиго-анцӏила
834,zwanzig::NUM,vint,къого
835,dreißig::NUM,trenta,лъеберго
836,vierzig::NUM,quaranta,кӏикъого
837,fünfzig::NUM,cinquanta,кӏикъо́ялда анцӏго
838,sechzig::NUM,seixanta,лъабкъого
839,siebzig::NUM,setanta,лъабкъо́ялда анцӏго
840,achtzig::NUM,vuitanta,ункъого
841,neunzig::NUM,noranta,ункъоялда а́нцӏила
842,hundert::NUM,cent,нусго
843,tausend::NUM,mil,азарго
844,und::CNJ,i,ва
845,und::CNJ,i,-ги
846,oder::CNJ,o,ялъуни
847,stehen::V,estar de peu,бахъунчӏезе
848,sitzen::V,seure,гӏодов чӏезе
849,liegen::V,jeure,бегизе
850,hängen::V,penjar,базе
851,werden::V,fer-se,бахъине
852,werden::V,posar-se,бахъине
853,passieren::V,succeir,лъугьине
854,passieren::V,succeir,лъугьа-бахъине
855,beginnen::V,iniciar-se,байбихьизе
856,enden::V,acabar-se,лъугӏизе
857,enden::V,terminar-se,лъугӏизе
858,wechseln::V,canviar,хиса-басизе
859,wechseln::V,canviar,хисизе
860,aufgehen[Sonne]::V,sortir,баккизе
861,untergehen[Sonne]::V,posar-se,щинкӏизе
862,scheinen[Sonne]::V,brillar,къалъ-къалъизе
863,donnern::V,tronar,гъугъазе
864,wehen::V,bufar,пуйзе
865,strömen::V,afluir,чвахизе
866,fließen::V,fluir,чвахизе
867,sich drehen::V,girar,сверизе
868,schwanken::V,vacil·lar,хьвагӏезе
869,schwanken::V,vacil·lar,багъа-бачаризе
870,schwingen::V,oscil·lar,щвартӏезе
871,fallen::V,caure,бортизе
872,fallen::V,tombar,бортизе
873,brennen::V,cremar,рекӏине
874,rauchen::V,fumejar,кӏкӏуй буризе
875,regnen::V,ploure,базе
876,gefrieren::V,gelar-se,гӏу́низе
877,tauen::V,fondre's,биаризе
878,schmelzen::V,fondre's,биине
879,trocknen::V,assecar-se,бакъвазе
880,sieden::V,bullir,гьалдезе
881,faulen::V,podrir-se,махӏцине
882,verfaulen::V,podrir-se,туризе
883,reißen::V,trencar-se,бихъизе
884,versinken::V,enfonsar-se,гъанкъизе
885,vergehen::V,passar,базе
886,vergehen::V,passar,бахъизе
887,vergehen::V,passar,ине
888,erscheinen::V,aparèixer,баккизе
889,verschwinden::V,desaparèixer,къине
890,verschwinden::V,desaparèixer,билизе
891,sinken::V,baixar,гӏодо́бе ккезе
892,sinken::V,descendir,гӏодо́бе ккезе
893,abnehmen::V,decréixer,тӏаса камизе
894,zunehmen::V,augmentar,гӏемерлъизе
895,steigen::V,pujar,бахине
896,wachsen::V,créixer,кӏодолъизе
897,glänzen::V,brillar,цӏвакизе
898,glänzen::V,resplendir,цӏвакизе
899,funkeln::V,espurnejar,паркъезе
900,lärmen::V,fer soroll,хъудизе
901,lärmen::V,fer soroll,чӏиргъдизе
902,läuten::V,sonar,кьабизе
903,klingeln::V,trucar,кьабизе
904,klirren::V,dringar,зваргъизе
905,brausen::V,rugir,гьалаглъизе
906,rauschen::V,murmurar,шуршудизе
907,klingen::V,sonar,бахъине
908,bellen::V,lladrar,гъанчдезе
909,heulen::V,udolar,рурудизе
910,blasen::V,bufar,гьохьизе
911,pfeifen::V,xiular,гьещтӏезе
912,schreien::V,cridar,ахӏизе
913,schreien::V,cridar,ахӏдезе
914,stöhnen::V,gemegar,зигардизе
915,zittern::V,tremolar,дарран
916,zittern::V,tremolar,гьаргьадизе
917,leben::V,vīure,бетӏербахъизе
918,geboren werden::V,néixer,лъугьине
919,atmen::V,respirar,хӏухьел биччазе
920,trinken::V,beure,гьекъезе
921,essen::V,menjar,квине
922,essen::V,menjar,кваназе
923,schlucken::V,empassar-se,кӏкӏвине
924,schlucken::V,empassar-se,къулчӏизе
925,müde werden::V,cansar-se,сваказе
926,einschlafen::V,adormir-se,кьижизе
927,einschlafen::V,adormir-se,гъапуллъизе
928,schlafen::V,dormir,кьижизе
929,aufwachen::V,despertar-se,бигьине
930,aufstehen::V,llevar-se,бахъине
931,aufstehen::V,llevar-se,тӏадебахъине
932,sich erholen::V,descansar,хьи бахъизе
933,sich erholen::V,descansar,хӏалхьи гьабизе
934,krank werden::V,posar-se malalt,унтизе
935,krank sein::V,estar malalt,унтизе
936,schmerzen::V,doldre,унтизе
937,husten::V,tossir,хъегӏизе
938,genesen::V,recuperar-se,лъилъизе
939,sterben::V,morir,хвезе
940,umkommen::V,perir,гьалаглъизе
941,sich bewegen::V,moure's,багъаризе
942,sich bewegen::V,moure's,багъаргъизе
943,sich rühren::V,moure's,багъаризе
944,sich erheben::V,aixecar-se,тӏадебахъине
945,sich erheben::V,aixecar-se,бахъине
946,sich setzen::V,asseure's,гӏодов чӏезе
947,hinfallen::V,caure's,щапизе
948,laufen::V,caminar,хьвадизе
949,schreiten::V,procedir,чӏезе
950,spazierengehen::V,passejar,тира-сверизе
951,eilen::V,anar corrent,ракӏхӏалакине
952,eilen::V,anar corrent,дуризе
953,sich beeilen::V,afanyar-se,дуризе
954,sich beeilen::V,afanyar-se,гӏедегӏизе
955,sausen::V,córrer,тӏуризе
956,rennen::V,córrer,бекеризе
957,springen::V,saltar,кӏанцӏизе
958,klettern::V,escalar,хархадизе
959,schaukeln::V,gronxar-se,гьерщезе
960,schaukeln::V,balancejar-se,гьерщезе
961,kriechen::V,reptar,хъурщизе
962,kriechen::V,arrossegar-se,хъурщизе
963,schwimmen::V,nadar,лъедезе
964,tauchen::V,bussejar,букъардизе
965,tauchen::V,submergir-se,букъардизе
966,rudern::V,remar,хазе
967,fahren::V,anar,ине
968,fliegen::V,volar,боржине
969,gehen::V,caminar,ине
970,weggehen::V,anar-se'n,ине
971,abfahren::V,partir,къокъине
972,anhalten::V,aturar-se,чӏезе
973,anhalten::V,aturar-se,тархъизе
974,anhalten::V,aturar-se,лъалхъизе
975,hineingehen::V,entrar,тӏаделъугьине
976,eintreten::V,entrar,лъугьине
977,kommen::V,venir,бачӏине
978,ankommen::V,arribar,щвезе
979,ankommen::V,arribar,тӏадебачӏине
980,zurückkommen::V,tornar,тадбуссине
981,zurückkommen::V,tornar,тӏадбуссине
982,bleiben::V,quedar-se,чӏезе
983,bleiben::V,quedar-se,хутӏизе
984,warten::V,esperar,чӏезе
985,erwarten::V,esperar,балагьизе
986,suchen::V,buscar,балагьизе
987,finden::V,trobar,батизе
988,versuchen::V,intentar,хӏалбихьизе
989,vorbereiten::V,preparar,хӏадурлъизабизе
990,lieben::V,estimar,балай бегьизе
991,mögen::V,agradar a,бокьизе
992,lachen::V,riure,белъизе
993,rühren::V,commoure,
994,rühren::V,emocionar,
995,weinen::V,plorar,гӏодизе
996,schimpfen::V,renyar,гъанчдезе
997,sich ärgern::V,enfadar-se,вагъизе
998,sich ärgern::V,enfadar-se,ццида́хине
999,sich fürchten::V,tenir por,хӏинкъизе
1000,fürchten::V,témer,беркъазе
1001,fürchten::V,témer,хӏинкъа-къазе
1002,fliehen::V,fugir,лъутизе
1003,flüchten::V,refugiar-se,лъутизе
1004,sehen::V,veure,бихьизе
1005,anschauen::V,mirar,бертӏамизе
1006,anschauen::V,mirar,балагьизе
1007,ansehen::V,mirar,бала-гъалагьизе
1008,hören::V,oir,рагӏизе
1009,zuhören::V,escoltar,гӏенеккизе
1010,probieren::V,provar,кӏалдиб хъва́зе
1011,probieren::V,provar,чӏамизе
1012,riechen::V,olorar,су́нтӏизе
1013,fühlen::V,sentīr,чӏвазе
1014,scheinen::V,semblar,
1015,zu sehen sein::V,poder-se veure,бихьизе
1016,vernehmen::V,percebre,рагӏизе
1017,frieren::V,tenir fred,цӏорозе
1018,tun::V,fer,гьабизе
1019,können::V,poder,кӏвезе
1020,können::V,poder,лъазе
1021,wollen::V,voler,бокьизе
1022,anfangen::V,iniciar,байбихьизе
1023,beenden::V,acabar,тӏубазабизе
1024,beenden::V,acabar,лъугӏизабизе
1025,aufhören::V,deixar,бахъизе
1026,gelingen::V,sortir bé,бахъизе
1027,geraten::V,sortir,бахъизе
1028,öffnen::V,obrir,рагьизе
1029,schließen::V,tancar,къазе
1030,stellen::V,posar,чӏвазе
1031,stellen::V,col·locar,чӏвазе
1032,setzen::V,assentar,рекӏинабизе
1033,setzen::V,assentar,гӏодор чӏезаризе
1034,legen::V,posar,лъезе
1035,berühren::V,tocar,хъвазе
1036,verbinden::V,unir,хьухьине
1037,verbinden::V,unir,бухьине
1038,verbinden::V,connectar,хьухьине
1039,verbinden::V,connectar,бухьине
1040,bedecken::V,tapar,кквезе
1041,bedecken::V,cobrir,кквезе
1042,aufhängen::V,penjar,базе
1043,anzünden::V,encendre,бакизе
1044,anzünden::V,encendre,рекӏинабизе
1045,aufheben::V,aixecar,
1046,zurücklassen::V,deixar,тезе
1047,verlieren::V,pērdre,билизабизе
1048,fallen lassen::V,deixar caure,бортизабизе
1049,machen::V,fer,гьабизе
1050,herstellen::V,producir,гьабизе
1051,herstellen::V,producir,хӏадурлъизабизе
1052,bauen::V,construir,базе
1053,bauen::V,construir,гьабизе
1054,reparieren::V,reparar,къачӏазе
1055,verbessern::V,millorar,лъикӏлъизабизе
1056,ändern::V,canviar,хисизабизе
1057,graben::V,cavar,бухъизе
1058,beugen::V,doblegar,хьетӏизабизе
1059,biegen::V,corbar,гьетӏизабизе
1060,biegen::V,arquejar,гьетӏизабизе
1061,drehen::V,girar,тиризабизе
1062,drehen::V,girar,свердизабизе
1063,wenden::V,girar,бегизе
1064,umdrehen::V,voltar,бегизе
1065,umdrehen::V,voltar,бега-битӏизе
1066,heben::V,pujar,борхизе
1067,heben::V,aixecar,борхизе
1068,hochheben::V,aixecar,борхалъизабизе
1069,hochheben::V,aixecar,борхизе
1070,ergreifen::V,agafar,кквезе
1071,halten::V,mantenir,кквезе
1072,drücken::V,prémer,къазе
1073,drücken::V,prémer,къанцӏу́зе
1074,drücken::V,prémer,къвал ба́зе
1075,drücken::V,estrènyer,къазе
1076,drücken::V,estrènyer,къанцӏу́зе
1077,drücken::V,estrènyer,къвал ба́зе
1078,schieben::V,empènyer,хъилдизе
1079,kratzen::V,raspar,хачазе
1080,lecken::V,llepar,чӏикӏизе
1081,beißen::V,mossegar,хӏанчӏизе
1082,beißen::V,mossegar,хӏанчӏизабизе
1083,abreißen::V,arrencar,тӏезе
1084,abreißen::V,arrencar,тӏезабизе
1085,abschneiden::V,tallar,къотӏизе
1086,binden::V,lligar,бухьине
1087,stecken::V,ficar,къазабизе
1088,brechen::V,trencar,бекизе
1089,klopfen::V,trucar,дванкезе
1090,hauen::V,picar,базе
1091,hauen::V,colpejar,базе
1092,kleben::V,enganxar,бацӏцӏине
1093,reiben::V,fregar,хачазе
1094,streichen::V,untar,бахине
1095,streichen::V,untar,жужазе
1096,schleifen::V,afilar,лъухьизе
1097,schleifen::V,esmolar,лъухьизе
1098,schneiden::V,tallar,къотӏизе
1099,rütteln::V,sacsejar,багъа-бачаризабизе
1100,schütteln::V,agitar,кӏобокӏизе
1101,schütteln::V,sacsejar,кӏобокӏизе
1102,schwenken::V,agitar,гьесадизе
1103,schwenken::V,agitar,хьвагӏезабизе
1104,schütten::V,abocar,тӏезе
1105,füllen::V,omplir,цӏезабизе
1106,einwickeln::V,embolicar,жемизе
1107,tragen::V,dur,баччизе
1108,tragen::V,portar,баччизе
1109,schleppen::V,arrossegar,бехъерхъизе
1110,ziehen::V,tirar,цӏазе
1111,ziehen::V,estirar,цӏазе
1112,aufbewahren::V,conservar,цӏунизе
1113,werfen::V,llançar,рехизе
1114,fangen::V,agafar,кквезе
1115,fangen::V,atrapar,кквезе
1116,packen::V,engrapar,кквезе
1117,verstecken::V,amagar,бахчизе
1118,teilen::V,dividir,бикьизе
1119,schicken::V,enviar,битӏизе
1120,bringen::V,portar,баччизе
1121,hinzufügen::V,afegir,жубазе
1122,bekommen::V,obtenir,щвезе
1123,erhalten::V,rebre,щвезе
1124,erhalten::V,rebre,босизе
1125,nehmen::V,prendre,босизе
1126,wählen::V,triar,бищизе
1127,wählen::V,elegir,бищизе
1128,auswählen::V,escollir,тӏасабищизе
1129,auswählen::V,seleccionar,тӏасабищизе
1130,bewahren::V,conservar,цӏунизе
1131,behindern::V,impedir,квекӏен гьабизе
1132,behindern::V,obstaculitzar,квекӏен гьабизе
1133,verderben::V,espatllar,хвезабизе
1134,beschädigen::V,danyar,галгъазабизе
1135,beschädigen::V,destrossar,галгъазабизе
1136,zerbrechen::V,trencar,щущазабизе
1137,zerreißen::V,estripar,бихъизе
1138,zerstören::V,destruir,биххизабизе
1139,verbrennen::V,cremar,бухӏизе
1140,geben::V,donar,кьезе
1141,reichen::V,passar,кьезе
1142,schenken::V,regalar,кьезе
1143,versprechen::V,prometre,назру гьабизе
1144,wünschen::V,desitjar,бокьизе
1145,loben::V,elogiar,беццизе
1146,loben::V,elogiar,бецца-бекъизе
1147,küssen::V,fer un petó a,баизе
1148,wiegen::V,bressolar,чӏучӏадизабизе
1149,zudecken::V,tapar,тӏадбигъине
1150,zudecken::V,cobrir,тӏадбигъине
1151,wecken::V,despertar,бигьинабизе
1152,zeigen::V,mostrar,бихьизабизе
1153,zeigen::V,ensenyar,бихьизабизе
1154,führen::V,guiar,бачине
1155,führen::V,conduir,бачине
1156,lehren::V,ensenyar,малъизе
1157,lehren::V,ensenyar,цӏализабизе
1158,unterrichten::V,ensenyar,цӏализабизе
1159,aufziehen::V,criar,гӏезабизе
1160,leiten::V,dirigir,нухмалъи гьабизе
1161,antreiben::V,impel·lir,гӏедегӏизабизе
1162,lassen::V,fer,
1163,einladen::V,invitar,ахӏизе
1164,einladen::V,invitar,тӏадеахӏизе
1165,einladen::V,convidar,ахӏизе
1166,einladen::V,convidar,тӏадеахӏизе
1167,vereinigen::V,unir,цолъизабизе
1168,besuchen::V,visitar,баккизе
1169,besuchen::V,visitar,хьвадизе
1170,besuchen::V,anar a veure,баккизе
1171,besuchen::V,anar a veure,хьвадизе
1172,treffen::V,trobar,дандчӏвазе
1173,sich versammeln::V,reunir-se,данделъизе
1174,sich versammeln::V,reunir-se,бакӏаризе
1175,spielen::V,jugar,басандизе
1176,singen::V,cantār,ахӏизе
1177,tanzen::V,ballar,кьурдизе
1178,sich trennen::V,separar-se,батӏалъизе
1179,verlassen::V,deixar,тезе
1180,verlassen::V,deixar,рехунтезе
1181,verlassen::V,abandonar,тезе
1182,verlassen::V,abandonar,рехунтезе
1183,retten::V,salvar,хвасар гьабизе
1184,retten::V,salvar,хвасарлъизабизе
1185,bewachen::V,vigilar,цӏунизе
1186,schützen::V,protegir,цӏунизе
1187,verteidigen::V,defensar,цӏунизе
1188,sich schlagen::V,barallar-se,багъизе
1189,schießen::V,tirar,речӏчӏизе
1190,schießen::V,disparar,речӏчӏизе
1191,siegen::V,vèncer,бергьине
1192,ärgern::V,enfadar,вагъизавизе
1193,schlagen::V,pegar,кьабизе
1194,schlagen::V,colpejar,кьабизе
1195,treten::V,donar un cop de peu a,мал тункизе
1196,stechen::V,punxar,къазабизе
1197,stechen::V,apunyalar,къазабизе
1198,stoßen::V,empènyer,тункизе
1199,stoßen::V,empènyer,хъилдизе
1200,stehlen::V,robar,щинкӏизабизе
1201,stören::V,molestar,квекӏен гьабизе
1202,stören::V,molestar,татубахъи гьабизе
1203,belästigen::V,importunar,рахӏатхвезабизе
1204,verbergen::V,amagar,бахчизе
1205,verbergen::V,amagar,балъго тезе
1206,verbergen::V,ocultar,бахчизе
1207,verbergen::V,ocultar,балъго тезе
1208,täuschen::V,enganyar,божуда рекӏкӏ гьабизе
1209,täuschen::V,enganyar,гуккизе
1210,betrügen::V,estafar,хӏилла гьабизе
1211,betrügen::V,estafar,сандирахълъи гьабизе
1212,töten::V,matar,чӏвазе
1213,wohnen::V,vīure,яшав гьабизе
1214,wohnen::V,habitar,яшав гьабизе
1215,arbeiten::V,treballar,хӏалтӏизе
1216,sammeln::V,col·leccionar,бакӏаризе
1217,pflücken::V,collir,бетӏизе
1218,jagen::V,caçar,чан гьабизе
1219,fischen::V,pescar,ччугӏа кквезе
1220,fassen::V,atrapar,кквезе
1221,hüten::V,pasturar,кваназабизе
1222,treiben::V,arriar,гъезе
1223,anbinden::V,lligar,бухьине
1224,füttern::V,donar menjar a,кваназабизе
1225,melken::V,munyir,бечӏчӏизе
1226,hacken::V,picar,чӏвазе
1227,hacken::V,tallar,чӏвазе
1228,gießen::V,regar,лъалъазе
1229,reifen::V,madurar,барщизе
1230,zubereiten::V,preparar,бежа-белъине
1231,kochen::V,coure,белъине
1232,backen::V,coure al forn,базе
1233,braten::V,rostir,бежизе
1234,umrühren::V,remenar,багъаризе
1235,stricken::V,tricotar,хьухьине
1236,stricken::V,fer punt de mitja,хьухьине
1237,nähen::V,cosir,букъизе
1238,färben::V,tenyir,кьер гьабизе
1239,reinigen::V,netejar,бацӏцӏине
1240,waschen::V,rentār,чуризе
1241,abwischen::V,eixugar,бацӏцӏине
1242,spülen::V,esbandir,хулизе
1243,fegen::V,escombrar,лъухьизе
1244,kehren::V,escombrar,лъухьизе
1245,baden::V,banyar-se,чордезе
1246,sich waschen::V,rentār-se,
1247,ausziehen::V,treure's,бахъизе
1248,anziehen::V,posar-se,ретӏине
1249,sich anziehen::V,vestir-se,ретӏине
1250,kämmen::V,pentinar,хазе
1251,schmücken::V,adornar,чӏухӏизабизе
1252,sagen::V,dir,бицине
1253,sprechen::V,parlar,бицине
1254,reden::V,parlar,гаргадизе
1255,sich unterhalten::V,conversar,гаргадизе
1256,fragen::V,preguntar,цӏехезе
1257,fragen::V,preguntar,гьикъизе
1258,bitten::V,demanar,гьаризе
1259,erzählen::V,contar,бицине
1260,erzählen::V,explicar,бицине
1261,mitteilen::V,comunicar,лъазабизе
1262,nennen::V,nomenar,цӏар лъезе
1263,rufen::V,cridar,ахӏизе
1264,prahlen::V,lloar-se,беццаризе
1265,prahlen::V,jactar-se,беццаризе
1266,übersetzen::V,traduir,буссинабизе
1267,denken::V,pensar,ургъизе
1268,glauben::V,creure,божизе
1269,bemerken::V,notar,берречӏчӏизе
1270,erkennen::V,reconèixer,лъазе
1271,erkennen::V,reconèixer,батӏаго бахъизе
1272,begreifen::V,comprendre,бичӏчӏизе
1273,verstehen::V,entendre,
1274,lernen::V,aprendre,цӏализе
1275,wissen::V,saber,лъазе
1276,sich erinnern an::V,recordar,ракӏалде щвезе
1277,vergessen::V,oblidar,кӏочене
1278,messen::V,mesurar,борцине
1279,zählen::V,comptar,рикӏкӏине
1280,rechnen::V,calcular,рикӏкӏине
1281,lesen::V,llegir,цӏализе
1282,malen::V,pintar,бахъизе
1283,zeichnen::V,dibuixar,бахъизе
1284,schreiben::V,escrīure,хъвазе
1285,besitzen::V,posseir,щвезе
1286,besitzen::V,posseir,бу́кӏине
1287,kaufen::V,comprar,босизе
1288,verkaufen::V,vendre,бичизе
1289,bezahlen::V,pagar,кьезе
1290,zahlen::V,pagar per,кьезе
1291,beherrschen::V,dominar,
1292,ertragen::V,aguantar,баччизе
