,Concept_ID,ca,ga
842,morgen::ADV,demà,amárach
843,bald::ADV,aviāt,go luath
844,bald::ADV,aviāt,gan mhoill
845,dann::ADV,després,ansin
846,gestern::ADV,ahir,inné
847,einst::ADV,anteriorment,tráth
848,einst::ADV,anteriorment,uair amháin
849,damals::ADV,llavōrs,ag an am
850,damals::ADV,llavōrs,an t-am sin
851,damals::ADV,aleshores,ag an am
852,damals::ADV,aleshores,an t-am sin
853,danach::ADV,després,ina dhiaidh sin
854,vorher::ADV,abāns,cheana
855,vorher::ADV,abāns,roimhe sin
856,zuerst::ADV,primer,ar dtús
857,einmal::ADV,una vegada,uair amháin
858,manchmal::ADV,de vegades,uaireanta
859,oft::ADV,sovint,minic
860,immer::ADV,sempre,i gcónaí
861,niemals::ADV,no ... mai,riamh
862,hier::ADV,aquí,anseo
863,hierhin::ADV,per aquí,anseo
864,von hier::ADV,des d'aquí,an áit seo
865,dort::ADV,allí,ann
866,dort::ADV,allí,ansin
867,dorthin::ADV,hi,ann
868,dorthin::ADV,hi,ansin
869,geradeaus::ADV,tot dret,ar aghaidh
870,vorwärts::ADV,endavānt,
871,rückwärts::ADV,endarrera,siar
872,zurück::ADV,darrere,ar ais
873,unten::ADV,a baix,thíos
874,hinab::ADV,cap avall,síos
875,oben::ADV,dalt,thuas
876,hinauf::ADV,cap amunt,suas
877,überall::ADV,pertot,i ngach áit
878,überall::ADV,pertot,ar fud na háite
879,überall::ADV,per tot arreu,i ngach áit
880,überall::ADV,per tot arreu,ar fud na háite
881,nicht::ADV,no,ní
882,nicht::ADV,no,cha
883,ein wenig::ADV,una mica,beagán
884,kaum::ADV,a penes,ar éigean
885,sehr::ADV,molt,an-
886,so::ADV,així,chomh
887,so::ADV,així,mar sin
888,noch::ADV,encara,fós
889,noch::ADV,encara,go fóill
890,nur::ADV,només,amháin
891,nur::ADV,només,níl ach
892,schon::ADV,ja,cheana
893,schon::ADV,ja,cheana féin
894,wieder::ADV,de nou,arís
895,wieder::ADV,de nou,athuair
896,vergebens::ADV,en va,amú
897,vergebens::ADV,en va,in aisce
898,vor::PRP,davānt,ar thosach
899,vor::PRP,enfront de,ar thosach
900,hinter::PRP,darrera,laistiar de
901,hinter::PRP,darrera,taobh thiar de
902,unter::PRP,sota,faoi
903,durch::PRP,per,trí
904,neben::PRP,al costāt de,taobh le
905,neben::PRP,al costāt de,in aice le
906,zwischen::PRP,entre,idir
907,wegen::PRP,a causa de,de bharr
908,wegen::PRP,a causa de,mar gheall ar
909,dies::PRN,aquest,seo
910,das::PRN,això,sin
911,alles::PRN,tot,gach rud
912,ich::PRN,jo,mé
913,ich::PRN,jo,mise
914,du::PRN,tu,tú
915,du::PRN,tu,tusa
916,er::PRN,ell,sé
917,er::PRN,ell,seisean
918,wir::PRN,nosaltres,sinn
919,ihr::PRN,vosaltres,sibh
920,ihr::PRN,vosaltres,sibhse
921,sie::PRN,ells,siad
922,sie::PRN,ells,siadsan
923,sie::PRN,elles,siad
924,sie::PRN,elles,siadsan
925,was::FPRN,què,cad
926,was::FPRN,què,céard
927,wer::FPRN,qui,cé
928,wo::FADV,on,cá
929,wo::FADV,on,cén áit
930,wohin::FADV,cap a on,cá
931,wohin::FADV,cap a on,cén áit
932,wie::FADV,com,conas
933,wie::FADV,com,cén chaoi
934,warum::FADV,per què,cén fáth
935,warum::FADV,per què,cad chuige
936,wieviel::FNUM,quant,cá mhéad
937,eins::NUM,u,aon
938,zwei::NUM,dos,dhá
939,drei::NUM,tres,trí
940,vier::NUM,quatre,ceathair
941,fünf::NUM,cinc,cúig
942,sechs::NUM,sis,sé
943,sieben::NUM,set,seacht
944,acht::NUM,vuit,ocht
945,neun::NUM,nou,naoi
946,zehn::NUM,deu,deich
947,elf::NUM,onze,aon déag
948,zwölf::NUM,dotze,dó dhéag
949,zwanzig::NUM,vint,fiche
950,dreißig::NUM,trenta,tríocha
951,vierzig::NUM,quaranta,daichead
952,vierzig::NUM,quaranta,ceathracha
953,fünfzig::NUM,cinquanta,caoga
954,sechzig::NUM,seixanta,seasca
955,siebzig::NUM,setanta,seachtó
956,achtzig::NUM,vuitanta,ochtó
957,neunzig::NUM,noranta,nócha
958,hundert::NUM,cent,céad
959,tausend::NUM,mil,míle
960,und::CNJ,i,agus
961,oder::CNJ,o,nó
962,stehen::V,estar de peu,seas
963,sitzen::V,seure,suigh
964,liegen::V,jeure,luigh
965,hängen::V,penjar,tá crochta
966,werden::V,fer-se,éirigh
967,werden::V,posar-se,éirigh
968,passieren::V,succeir,tarlaigh
969,beginnen::V,iniciar-se,tosaigh
970,enden::V,acabar-se,críochnaigh
971,enden::V,terminar-se,críochnaigh
972,wechseln::V,canviar,athraigh
973,aufgehen[Sonne]::V,sortir,éirigh
974,untergehen[Sonne]::V,posar-se,fuin
975,untergehen[Sonne]::V,posar-se,téigh faoi
976,scheinen[Sonne]::V,brillar,taitin
977,scheinen[Sonne]::V,brillar,soilsigh
978,donnern::V,tronar,tá toirneach ann
979,wehen::V,bufar,séid
980,strömen::V,afluir,sil
981,fließen::V,fluir,rith
982,fließen::V,fluir,snigh
983,sich drehen::V,girar,cas
984,sich drehen::V,girar,imrothlaigh
985,schwanken::V,vacil·lar,luasc
986,schwingen::V,oscil·lar,luasc
987,fallen::V,caure,tit
988,fallen::V,tombar,tit
989,brennen::V,cremar,dóigh
990,rauchen::V,fumejar,plúch toite
991,regnen::V,ploure,báistigh
992,regnen::V,ploure,tá ag cur báistí
993,gefrieren::V,gelar-se,sioc
994,gefrieren::V,gelar-se,reoigh
995,tauen::V,fondre's,leáigh
996,tauen::V,fondre's,coscair
997,schmelzen::V,fondre's,leáigh
998,trocknen::V,assecar-se,triomaigh
999,sieden::V,bullir,fiuch
1000,sieden::V,bullir,beirigh
1001,faulen::V,podrir-se,lobh
1002,faulen::V,podrir-se,dreoigh
1003,verfaulen::V,podrir-se,lobh
1004,verfaulen::V,podrir-se,feoigh
1005,reißen::V,trencar-se,bris
1006,versinken::V,enfonsar-se,téigh síos
1007,vergehen::V,passar,téigh thart
1008,erscheinen::V,aparèixer,tar
1009,verschwinden::V,desaparèixer,imigh
1010,sinken::V,baixar,tit
1011,sinken::V,baixar,ísligh
1012,sinken::V,descendir,tit
1013,sinken::V,descendir,ísligh
1014,abnehmen::V,decréixer,maolaigh
1015,abnehmen::V,decréixer,laghdaigh
1016,zunehmen::V,augmentar,méadaigh
1017,steigen::V,pujar,éirigh
1018,wachsen::V,créixer,fás
1019,glänzen::V,brillar,lonraigh
1020,glänzen::V,resplendir,lonraigh
1021,funkeln::V,espurnejar,drithligh
1022,lärmen::V,fer soroll,tóg callán
1023,läuten::V,sonar,buail
1024,klingeln::V,trucar,buail
1025,klirren::V,dringar,cling
1026,brausen::V,rugir,búir
1027,rauschen::V,murmurar,tá ag siosarnach
1028,klingen::V,sonar,tá glór ag
1029,bellen::V,lladrar,amhastraigh
1030,heulen::V,udolar,glam
1031,blasen::V,bufar,séid
1032,pfeifen::V,xiular,lig fead
1033,schreien::V,cridar,béic
1034,schreien::V,cridar,glaoigh
1035,stöhnen::V,gemegar,lig cnead
1036,zittern::V,tremolar,crith
1037,zittern::V,tremolar,creathnaigh
1038,leben::V,vīure,mair
1039,geboren werden::V,néixer,rugadh
1040,atmen::V,respirar,análaigh
1041,trinken::V,beure,ól
1042,essen::V,menjar,ith
1043,schlucken::V,empassar-se,slog
1044,müde werden::V,cansar-se,tuirsigh
1045,einschlafen::V,adormir-se,tit ina chodladh
1046,schlafen::V,dormir,codail
1047,aufwachen::V,despertar-se,múscail
1048,aufstehen::V,llevar-se,éirigh
1049,sich erholen::V,descansar,lig scíth
1050,krank werden::V,posar-se malalt,éirigh tinn
1051,krank sein::V,estar malalt,tá tinn
1052,schmerzen::V,doldre,tá pian i
1053,husten::V,tossir,déan casacht
1054,genesen::V,recuperar-se,téarnaigh
1055,sterben::V,morir,éag
1056,sterben::V,morir,faigh bás
1057,umkommen::V,perir,caill
1058,sich bewegen::V,moure's,bog
1059,sich bewegen::V,moure's,gluais
1060,sich rühren::V,moure's,corraigh
1061,sich erheben::V,aixecar-se,seas suas
1062,sich setzen::V,asseure's,suigh
1063,hinfallen::V,caure's,tit
1064,laufen::V,caminar,siúil
1065,schreiten::V,procedir,siúil
1066,spazierengehen::V,passejar,téigh ag spaisteoireacht
1067,eilen::V,anar corrent,deifrigh
1068,eilen::V,anar corrent,brostaigh
1069,sich beeilen::V,afanyar-se,deifrigh
1070,sich beeilen::V,afanyar-se,déan deifir
1071,sausen::V,córrer,luathaigh
1072,rennen::V,córrer,rith
1073,springen::V,saltar,léim
1074,klettern::V,escalar,dreap
1075,schaukeln::V,gronxar-se,téigh ar an maide corrach
1076,schaukeln::V,balancejar-se,téigh ar an maide corrach
1077,kriechen::V,reptar,snámh
1078,kriechen::V,arrossegar-se,snámh
1079,schwimmen::V,nadar,snámh
1080,tauchen::V,bussejar,tum
1081,tauchen::V,submergir-se,tum
1082,rudern::V,remar,iomair
1083,rudern::V,remar,rámhaigh
1084,fahren::V,anar,tiomáin
1085,fliegen::V,volar,eitil
1086,gehen::V,caminar,téigh
1087,weggehen::V,anar-se'n,imigh
1088,abfahren::V,partir,imigh
1089,anhalten::V,aturar-se,stad
1090,hineingehen::V,entrar,téigh isteach
1091,eintreten::V,entrar,téigh isteach
1092,kommen::V,venir,tar
1093,ankommen::V,arribar,tar
1094,zurückkommen::V,tornar,fill
1095,bleiben::V,quedar-se,fan
1096,warten::V,esperar,fan
1097,erwarten::V,esperar,tá ag súil le
1098,erwarten::V,esperar,tá ag dréim le
1099,suchen::V,buscar,lorg
1100,finden::V,trobar,faigh
1101,finden::V,trobar,aimsigh
1102,versuchen::V,intentar,triail
1103,vorbereiten::V,preparar,réitigh
1104,lieben::V,estimar,gráigh
1105,mögen::V,agradar a,taitin le
1106,mögen::V,agradar a,is maith le
1107,lachen::V,riure,gáir
1108,rühren::V,commoure,téigh i bhfeidhm ar
1109,rühren::V,emocionar,téigh i bhfeidhm ar
1110,weinen::V,plorar,goil
1111,weinen::V,plorar,caoin
1112,schimpfen::V,renyar,tá ag clamhsán
1113,sich ärgern::V,enfadar-se,tá corraithe
1114,sich fürchten::V,tenir por,tá eagla ar
1115,fürchten::V,témer,tá eagla ar
1116,fliehen::V,fugir,teith
1117,flüchten::V,refugiar-se,éalaigh
1118,sehen::V,veure,feic
1119,anschauen::V,mirar,dearc
1120,anschauen::V,mirar,féach ar
1121,ansehen::V,mirar,breathnaigh
1122,hören::V,oir,cluin
1123,zuhören::V,escoltar,éist
1124,probieren::V,provar,bliais
1125,riechen::V,olorar,bolaigh
1126,fühlen::V,sentīr,braith
1127,fühlen::V,sentīr,mothaigh
1128,scheinen::V,semblar,tá an chuma ar
1129,zu sehen sein::V,poder-se veure,tá le feiceáil
1130,vernehmen::V,percebre,clois
1131,frieren::V,tenir fred,tá fuar
1132,tun::V,fer,déan
1133,können::V,poder,féad
1134,können::V,poder,is féidir le
1135,wollen::V,voler,tá ag iarraidh
1136,anfangen::V,iniciar,tosaigh
1137,anfangen::V,iniciar,cuir tús le
1138,beenden::V,acabar,críochnaigh
1139,beenden::V,acabar,cuir deireadh le
1140,aufhören::V,deixar,stad
1141,gelingen::V,sortir bé,éirigh le
1142,geraten::V,sortir,tá deireadh ar
1143,öffnen::V,obrir,oscail
1144,schließen::V,tancar,dún
1145,schließen::V,tancar,iaigh
1146,stellen::V,posar,cuir
1147,stellen::V,col·locar,cuir
1148,setzen::V,assentar,cuir
1149,setzen::V,assentar,socraigh
1150,legen::V,posar,cuir
1151,berühren::V,tocar,teagmhaigh le
1152,verbinden::V,unir,ceangail
1153,verbinden::V,connectar,ceangail
1154,bedecken::V,tapar,clúdaigh
1155,bedecken::V,tapar,cumhdaigh
1156,bedecken::V,cobrir,clúdaigh
1157,bedecken::V,cobrir,cumhdaigh
1158,aufhängen::V,penjar,croch
1159,anzünden::V,encendre,las
1160,anzünden::V,encendre,adhain
1161,aufheben::V,aixecar,tóg
1162,aufheben::V,aixecar,ardaigh
1163,zurücklassen::V,deixar,fág
1164,verlieren::V,pērdre,caill
1165,fallen lassen::V,deixar caure,lig uait
1166,fallen lassen::V,deixar caure,caith uait
1167,machen::V,fer,déan
1168,machen::V,fer,réitigh
1169,herstellen::V,producir,táirg
1170,bauen::V,construir,tóg
1171,reparieren::V,reparar,deisigh
1172,verbessern::V,millorar,feabhsaigh
1173,ändern::V,canviar,athraigh
1174,graben::V,cavar,tochail
1175,beugen::V,doblegar,crom
1176,biegen::V,corbar,lúb
1177,biegen::V,arquejar,lúb
1178,drehen::V,girar,cas
1179,wenden::V,girar,tiontaigh
1180,umdrehen::V,voltar,iompaigh
1181,umdrehen::V,voltar,tiontaigh
1182,heben::V,pujar,ardaigh
1183,heben::V,aixecar,ardaigh
1184,hochheben::V,aixecar,tóg
1185,ergreifen::V,agafar,beir ar
1186,halten::V,mantenir,coimeád
1187,halten::V,mantenir,coinnigh
1188,drücken::V,prémer,brúigh
1189,drücken::V,estrènyer,brúigh
1190,schieben::V,empènyer,brúigh
1191,kratzen::V,raspar,scríob
1192,lecken::V,llepar,ligh
1193,lecken::V,llepar,leadhb
1194,beißen::V,mossegar,bain greim as
1195,abreißen::V,arrencar,stróic
1196,abreißen::V,arrencar,tarraing
1197,abschneiden::V,tallar,scoith
1198,binden::V,lligar,ceangail
1199,stecken::V,ficar,sáigh
1200,brechen::V,trencar,bris
1201,klopfen::V,trucar,cnag
1202,hauen::V,picar,buail
1203,hauen::V,colpejar,buail
1204,kleben::V,enganxar,gliúáil
1205,reiben::V,fregar,cuimil
1206,streichen::V,untar,leath
1207,schleifen::V,afilar,líomh
1208,schleifen::V,esmolar,líomh
1209,schneiden::V,tallar,gearr
1210,rütteln::V,sacsejar,croith
1211,schütteln::V,agitar,croith
1212,schütteln::V,sacsejar,croith
1213,schwenken::V,agitar,luasc
1214,schütten::V,abocar,doirt
1215,füllen::V,omplir,líon
1216,einwickeln::V,embolicar,cuach
1217,einwickeln::V,embolicar,clúdaigh
1218,tragen::V,dur,iompair
1219,tragen::V,portar,iompair
1220,schleppen::V,arrossegar,tarraing
1221,ziehen::V,tirar,tarraing
1222,ziehen::V,estirar,tarraing
1223,aufbewahren::V,conservar,coinnigh
1224,werfen::V,llançar,caith
1225,fangen::V,agafar,ceap
1226,fangen::V,atrapar,ceap
1227,packen::V,engrapar,beir ar
1228,verstecken::V,amagar,folaigh
1229,verstecken::V,amagar,cuir i bhfolach
1230,teilen::V,dividir,roinn
1231,schicken::V,enviar,seol
1232,bringen::V,portar,beir
1233,bringen::V,portar,tabhair
1234,hinzufügen::V,afegir,cuir le
1235,bekommen::V,obtenir,faigh
1236,erhalten::V,rebre,faigh
1237,nehmen::V,prendre,tóg
1238,nehmen::V,prendre,glac
1239,wählen::V,triar,pioc
1240,wählen::V,triar,roghnaigh
1241,wählen::V,elegir,pioc
1242,wählen::V,elegir,roghnaigh
1243,auswählen::V,escollir,roghnaigh
1244,auswählen::V,seleccionar,roghnaigh
1245,bewahren::V,conservar,caomhnaigh
1246,behindern::V,impedir,cuir bac ar
1247,behindern::V,obstaculitzar,cuir bac ar
1248,verderben::V,espatllar,mill
1249,beschädigen::V,danyar,loit
1250,beschädigen::V,danyar,déan damáiste do
1251,beschädigen::V,destrossar,loit
1252,beschädigen::V,destrossar,déan damáiste do
1253,zerbrechen::V,trencar,bris
1254,zerreißen::V,estripar,stiall
1255,zerstören::V,destruir,mill
1256,zerstören::V,destruir,scrios
1257,verbrennen::V,cremar,las
1258,verbrennen::V,cremar,dóigh
1259,geben::V,donar,tabhair
1260,reichen::V,passar,sín
1261,reichen::V,passar,cuir
1262,schenken::V,regalar,bronn
1263,schenken::V,regalar,tabhair
1264,versprechen::V,prometre,geall
1265,wünschen::V,desitjar,guigh
1266,loben::V,elogiar,mol
1267,küssen::V,fer un petó a,póg
1268,wiegen::V,bressolar,bog
1269,wiegen::V,bressolar,luasc
1270,zudecken::V,tapar,clúdaigh
1271,zudecken::V,cobrir,clúdaigh
1272,wecken::V,despertar,dúisigh
1273,zeigen::V,mostrar,taispeáin
1274,zeigen::V,ensenyar,taispeáin
1275,führen::V,guiar,treoraigh
1276,führen::V,conduir,treoraigh
1277,lehren::V,ensenyar,múin
1278,lehren::V,ensenyar,teagasc
1279,unterrichten::V,ensenyar,múin
1280,unterrichten::V,ensenyar,teagasc
1281,aufziehen::V,criar,tóg
1282,leiten::V,dirigir,tá i gceannas ar
1283,antreiben::V,impel·lir,gríosaigh
1284,lassen::V,fer,cuir ag
1285,einladen::V,invitar,cuir cuireadh ar
1286,einladen::V,convidar,cuir cuireadh ar
1287,vereinigen::V,unir,aontaigh
1288,besuchen::V,visitar,tabhair cuairt ar
1289,besuchen::V,anar a veure,tabhair cuairt ar
1290,treffen::V,trobar,cas ar
1291,treffen::V,trobar,buail le
1292,sich versammeln::V,reunir-se,bailigh
1293,sich versammeln::V,reunir-se,cruinnigh
1294,spielen::V,jugar,imir
1295,spielen::V,jugar,tá ag spraoi
1296,singen::V,cantār,can
1297,tanzen::V,ballar,rinc
1298,tanzen::V,ballar,damhsaigh
1299,sich trennen::V,separar-se,scar
1300,verlassen::V,deixar,fág
1301,verlassen::V,abandonar,fág
1302,retten::V,salvar,tarrtháil
1303,bewachen::V,vigilar,cosain
1304,bewachen::V,vigilar,gardáil
1305,schützen::V,protegir,cosain
1306,verteidigen::V,defensar,cosain
1307,sich schlagen::V,barallar-se,tá ag bruíon
1308,schießen::V,tirar,caith
1309,schießen::V,tirar,scaoil
1310,schießen::V,disparar,caith
1311,schießen::V,disparar,scaoil
1312,siegen::V,vèncer,bain
1313,siegen::V,vèncer,buaigh
1314,ärgern::V,enfadar,cuir isteach ar
1315,schlagen::V,pegar,buail
1316,schlagen::V,colpejar,buail
1317,treten::V,donar un cop de peu a,ciceáil
1318,stechen::V,punxar,sáigh
1319,stechen::V,apunyalar,sáigh
1320,stoßen::V,empènyer,brúigh
1321,stoßen::V,empènyer,soncáil
1322,stehlen::V,robar,goid
1323,stören::V,molestar,cuir isteach ar
1324,belästigen::V,importunar,cuir as do
1325,verbergen::V,amagar,ceil
1326,verbergen::V,ocultar,ceil
1327,täuschen::V,enganyar,cuir dallamullóg ar
1328,betrügen::V,estafar,déan calaois ar
1329,töten::V,matar,maraigh
1330,wohnen::V,vīure,cuir faoi
1331,wohnen::V,vīure,tá ina chónaí
1332,wohnen::V,habitar,cuir faoi
1333,wohnen::V,habitar,tá ina chónaí
1334,arbeiten::V,treballar,oibrigh
1335,sammeln::V,col·leccionar,bailigh
1336,sammeln::V,col·leccionar,cruinnigh
1337,pflücken::V,collir,pioc
1338,jagen::V,caçar,seilg
1339,fischen::V,pescar,iasc
1340,fassen::V,atrapar,beir ar
1341,hüten::V,pasturar,aoirigh
1342,treiben::V,arriar,seol
1343,treiben::V,arriar,tiomáin
1344,anbinden::V,lligar,ceangail
1345,füttern::V,donar menjar a,cothaigh
1346,füttern::V,donar menjar a,beathaigh
1347,melken::V,munyir,bligh
1348,melken::V,munyir,crúigh
1349,hacken::V,picar,gearr
1350,hacken::V,tallar,gearr
1351,gießen::V,regar,uiscigh
1352,reifen::V,madurar,aibigh
1353,zubereiten::V,preparar,cócaráil
1354,kochen::V,coure,bruith
1355,kochen::V,coure,beirigh
1356,backen::V,coure al forn,bácáil
1357,braten::V,rostir,róst
1358,braten::V,rostir,frioch
1359,umrühren::V,remenar,measc
1360,stricken::V,tricotar,cniotáil
1361,stricken::V,fer punt de mitja,cniotáil
1362,nähen::V,cosir,fuaigh
1363,färben::V,tenyir,dathaigh
1364,reinigen::V,netejar,glan
1365,waschen::V,rentār,nigh
1366,abwischen::V,eixugar,glan
1367,spülen::V,esbandir,sruthlaigh
1368,fegen::V,escombrar,scuab
1369,kehren::V,escombrar,scuab
1370,baden::V,banyar-se,folc
1371,sich waschen::V,rentār-se,nigh é féin
1372,ausziehen::V,treure's,bain de
1373,anziehen::V,posar-se,cuir ar
1374,sich anziehen::V,vestir-se,gléas é féin
1375,kämmen::V,pentinar,cíor
1376,schmücken::V,adornar,maisigh
1377,sagen::V,dir,abair
1378,sprechen::V,parlar,labhair
1379,reden::V,parlar,caintigh
1380,sich unterhalten::V,conversar,caintigh
1381,sich unterhalten::V,conversar,tá ag comhrá
1382,fragen::V,preguntar,fiafraigh
1383,fragen::V,preguntar,cuir ceist
1384,bitten::V,demanar,iarr
1385,erzählen::V,contar,inis
1386,erzählen::V,contar,eachtraigh
1387,erzählen::V,explicar,inis
1388,erzählen::V,explicar,eachtraigh
1389,mitteilen::V,comunicar,aithris
1390,mitteilen::V,comunicar,cuir in iúl
1391,nennen::V,nomenar,ainmnigh
1392,rufen::V,cridar,glaoigh
1393,prahlen::V,lloar-se,maígh
1394,prahlen::V,jactar-se,maígh
1395,übersetzen::V,traduir,aistrigh
1396,denken::V,pensar,síl
1397,denken::V,pensar,ceap
1398,glauben::V,creure,creid
1399,bemerken::V,notar,tabhair faoi deara
1400,erkennen::V,reconèixer,aithin
1401,begreifen::V,comprendre,tuig
1402,verstehen::V,entendre,tuig
1403,lernen::V,aprendre,foghlaim
1404,wissen::V,saber,tá a fhios ag
1405,sich erinnern an::V,recordar,cuimhnigh ar
1406,sich erinnern an::V,recordar,is cuimhne ar
1407,vergessen::V,oblidar,dearmad
1408,messen::V,mesurar,tomhais
1409,zählen::V,comptar,cuntais
1410,rechnen::V,calcular,ríomh
1411,rechnen::V,calcular,áirigh
1412,lesen::V,llegir,léigh
1413,malen::V,pintar,péinteáil
1414,zeichnen::V,dibuixar,línigh
1415,zeichnen::V,dibuixar,tarraing
1416,schreiben::V,escrīure,scríobh
1417,besitzen::V,posseir,is le
1418,kaufen::V,comprar,ceannaigh
1419,verkaufen::V,vendre,díol
1420,bezahlen::V,pagar,íoc as
1421,zahlen::V,pagar per,íoc
1422,beherrschen::V,dominar,rialaigh
1423,ertragen::V,aguantar,seas
1424,ertragen::V,aguantar,fulaing
1425,ertragen::V,aguantar,foighnigh
