,Concept_ID,kk,ku
570,Grenze::N,шек,kevî
571,Krieg::N,соғыс,çeng
572,Krieg::N,соғыс,sêwaş
573,Feind::N,жау,dijmin
574,Feind::N,дұшпан,dijmin
575,Gewalt::N,зорлык,zor
576,Gewalt::N,зорлық-зомбылык,zor
577,Kampf::N,күрес,şer
578,Kampf::N,алыспақ,şer
579,Bogen[Waffe]::N,саржа,kêvan
580,Pfeil::N,жебе,çîrik
581,Gewehr::N,қару,tifing
582,Fehler::N,әбес,şaşî
583,Fehler::N,қаталық,şaşî
584,Lüge::N,өтірік,derew
585,Schaden::N,зиян,xisar
586,Schaden::N,зарар,xisar
587,Unglück::N,пәле,bêbextî
588,Unglück::N,қасырет,bêbextî
589,Unglück::N,ауыртпалық,bêbextî
590,Schuld::N,айыптылық,suç
591,Alter::N,жас,temen
592,Alter::N,жас шамасы,temen
593,Schluss::N,ада,girtin
594,Schluss::N,бітуі,girtin
595,Zeit::N,уақыт,çax
596,Tag::N,күн,roj
597,Morgen::N,таң,sibeh
598,Morgen::N,таңертең,sibeh
599,Mittag::N,талтүс,nîro
600,Abend::N,кеш,êvar
601,Nacht::N,түн,şev
602,Woche::N,апта,heftî
603,Monat::N,ай,meh
604,Jahr::N,жыл,sal
605,Frühling::N,көктем,bihar
606,Sommer::N,жаз,havîn
607,Herbst::N,күз,payîz
608,Winter::N,қыс,zistan
609,Januar::N,каңтар,çile
610,Februar::N,ақпан,sibat
611,März::N,наурыз,adar
612,April::N,сәуір,nîsan
613,Mai::N,мамыр,gûlan
614,Juni::N,маусым,hezîran
615,Juli::N,шілде,tîmeh
616,August::N,сүмбіле,tebax
617,August::N,тамыз,tebax
618,September::N,қыркүйек,îlon
619,Oktober::N,ақырап,çotmeh
620,November::N,қараша,mijdar
621,Dezember::N,желтоқсан,kanûn
622,Montag::N,дүйсенбі,duşemb
623,Dienstag::N,сейсенбі,sêşem
624,Mittwoch::N,сәрсенбі,çarşemb
625,Donnerstag::N,бейсенбі,pêşemb
626,Freitag::N,жұма,în
627,Samstag::N,сенбі,şemî
628,Sonntag::N,жексембі,yekşemb
629,groß::A,алпамсадай,mezin
630,klein::A,кішкене,çûçik
631,klein::A,қарғадай,çûçik
632,lang::A,сопақ,dirêj
633,lang::A,сорайған,dirêj
634,kurz::A,кеспелтек,kin
635,breit::A,айдынды,fireh
636,schmal::A,қысық,tenik
637,dicht::A,жиі,gir
638,dick[Gegenstand]::A,шомбал,şîşman
639,dünn::A,жұқа,zirav
640,dünn::A,жіңішке,zirav
641,fein::A,қаңылтақ,tenik
642,fest::A,берік,saxlem
643,fest::A,мызғымас,saxlem
644,flach::A,жалпак,pahn
645,glatt::A,типыл,dûz
646,glatt::A,типыл,şayîk
647,hart::A,қатты,hişk
648,weich::A,жұмсақ,nerm
649,rund::A,домалақ,gilover
650,spitz::A,үшкір,pîj
651,scharf::A,сүйрік,tûj
652,stumpf::A,доғал,ne tûj
653,stumpf::A,өтпейтін,ne tûj
654,schwer::A,салмақты,giran
655,schön::A,сұлу,xweş
656,schön::A,сұлу,xweşik
657,heiß::A,ыссы,kelandî
658,warm::A,жылы,germ
659,kalt::A,аязды,sar
660,kühl::A,салқын,jemîrî
661,frisch::A,таза,ter
662,frisch::A,жаңа,ter
663,feucht::A,нам,şil
664,feucht::A,дымқылды,şil
665,nass::A,сулы,şilek
666,trocken::A,құрғақ,zuwa
667,voll::A,толы,tijî
668,leer::A,бос,vala
669,offen::A,ашып қойылған,vekirî
670,geschlossen::A,жабулы,asê
671,sauber::A,дақсыз,pakij
672,sauber::A,мұнтаздай,pakij
673,schmutzig::A,айғыз,lewitî
674,schmutzig::A,сатпақ,lewitî
675,schmutzig::A,сатал-сатал,lewitî
676,roh::A,шикі,xav
677,reif::A,піскен,gihaştî
678,lecker::A,дәмді,xweş
679,süß::A,тәтті,şîrîn
680,bitter::A,ащы,tahl
681,sauer::A,қышқыл,tirş
682,hell::A,жарық,ronî
683,hell::A,жарқын,ronî
684,dunkel::A,қараңғы,tarî
685,schwarz::A,қара,reş
686,weiß::A,ақ,sipî
687,rot::A,қызыл,sor
688,gelb::A,сары,zer
689,blau::A,көк,şîn
690,grün::A,жасыл,şîn
691,grau::A,бозамық,gewr
692,bunt::A,алабажак,rengîn
693,billig::A,арзан,erzan
694,teuer::A,бағалы,biha
695,wertvoll::A,құнды,hêja
696,wertvoll::A,құнды,giranbiha
697,wertvoll::A,қымбат,hêja
698,wertvoll::A,қымбат,giranbiha
699,blind::A,көзсіз,kor
700,blind::A,көр,kor
701,blind::A,көр_соқыр,kor
702,taub::A,керең,kerr
703,taub::A,саңырау,kerr
704,kräftig::A,қуатты,gir
705,kräftig::A,қуатты,xurt
706,kräftig::A,қарымды,gir
707,kräftig::A,қарымды,xurt
708,stark::A,білекті,xurt
709,schwach::A,әлсіз,kesad
710,schwach::A,күшсіз,kesad
711,schwach::A,қайратсыз,kesad
712,fett::A,семіз,qelew
713,schlank::A,ашаң,zirav
714,hübsch::A,ажарлы,xweşik
715,hübsch::A,шырайлы,xweşik
716,böse::A,өш,xerab
717,böse::A,өш,aciz
718,böse::A,сұм,xerab
719,böse::A,сұм,aciz
720,böse::A,жауыз,xerab
721,böse::A,жауыз,aciz
722,dumm::A,көкми,gêj
723,dumm::A,ақымақ,gêj
724,dumm::A,миы жоқ,gêj
725,faul::A,жалқау,têmbêl
726,faul::A,еріншек,têmbêl
727,fleißig::A,ұқыпты,jêhatî
728,geizig::A,сараң,destgirtî
729,klug::A,жетік,baqil
730,klug::A,ақылды,baqil
731,geschickt::A,шебер,zîrek
732,geschickt::A,шебер,ziring
733,lieb::A,абзал,delal
734,lieb::A,айналайын,delal
735,lustig::A,көңілді,kêfxweş
736,sanft::A,жуас,nazenîn
737,hungrig::A,аш,birçî
738,krank::A,кеселді,nexweş
739,nackt::A,жалаңаш,rût
740,nackt::A,жалаңаш,tazî
741,traurig::A,қапа,xemgîn
742,lebendig::A,тірі,bisaxî
743,lebendig::A,жанды,bisaxî
744,gut::A,жақсы,baş
745,schlecht::A,жаман,xerab
746,richtig::A,дұрыс,rast
747,richtig::A,дұрыс,saxlem
748,schlimm::A,жаман,nebaş
749,wahr::A,нағыз,rast
750,alt::A,ескі,pîr
751,alt::A,ескі,kevn
752,neu::A,жаңа,nû
753,ehemalig::A,өткен,kevnar
754,ehemalig::A,өткен,peşidar
755,ehemalig::A,бұрынғы,kevnar
756,ehemalig::A,бұрынғы,peşidar
757,alt[Lebewesen]::A,кексе,pîr
758,jung::A,науша,xort
759,arm::A,кедей,feqîr
760,arm::A,кедей,desteng
761,arm::A,дәулетсіз,feqîr
762,arm::A,дәулетсіз,desteng
763,reich::A,малды,dewlemend
764,bekannt::A,таныс,naskirî
765,bekannt::A,көзтаныс,naskirî
766,berühmt::A,атақты,navdar
767,fremd::A,бөтен,xerîb
768,verschieden::A,түрлі,çîhê
769,nah::A,жуық,nêzîk
770,nah::A,етене,nêzîk
771,fern::A,алыс,dûr
772,fern::A,алыстағы,dûr
773,linker::A,сол,çepê
774,linker::A,солшыл,çepê
775,rechter::A,оң,rastê
776,anderer::A,өзге,yê din
777,anderer::A,былайғы,yê din
778,erster::A,алғашқы,yekemîn
779,zweiter::A,екінші,duda
780,dritter::A,үшінші,sisêya
781,letzter::A,артқы,paşîn
782,letzter::A,кейінгі,paşîn
783,allein::ADV,серіксіз,tenê
784,auf einmal::ADV,бірден,jar kê
785,zusammen::ADV,бірлесіп,tev
786,zusammen::ADV,бірлесіп,bi hev re
787,lange::ADV,ұзақ,dirêj
788,plötzlich::ADV,кенет,ji nişkave
789,sofort::ADV,әне-міне дегенше,yekser
790,später::ADV,артынан,paşiyê
791,jetzt::ADV,енді,nuha
792,jetzt::ADV,қазір,nuha
793,heute::ADV,бүгін,îro
794,morgen::ADV,ертең,sibeh
795,bald::ADV,тез,nêzîk
796,dann::ADV,онан соң,paşê
797,dann::ADV,сонан соң,paşê
798,gestern::ADV,кеше,do
799,einst::ADV,бірде,jar ke
