,Concept_ID,eu,uz
803,so::ADV,hala,shunday
804,so::ADV,honela,shunday
805,noch::ADV,oraindik,hali
806,nur::ADV,bakarrik,yolg'iz
807,schon::ADV,ja,endi
808,schon::ADV,jada,endi
809,wieder::ADV,berriro,yana
810,vergebens::ADV,alferrik,bekorga
811,vor::PRP,aurrean,burun
812,hinter::PRP,ostean,ketida
813,hinter::PRP,gibelean,ketida
814,unter::PRP,pean,ostida
815,unter::PRP,azpian,ostida
816,durch::PRP,zehar,bo'ylab
817,neben::PRP,ondoan,yonida
818,neben::PRP,aldamenean,yonida
819,zwischen::PRP,artean,orada
820,wegen::PRP,-gatik,sababli
821,dies::PRN,hau,o'sha
822,das::PRN,hura,narigi
823,alles::PRN,dena,har nima
824,ich::PRN,ni,men
825,du::PRN,zu,sen
826,er::PRN,bera,u
827,wir::PRN,gu,biz
828,ihr::PRN,zuek,siz
829,sie::PRN,berak,ular
830,was::FPRN,zer,nima
831,wer::FPRN,nor,kim
832,wo::FADV,non,qaerda
833,wohin::FADV,nora,qayerga
834,wie::FADV,nola,qanday
835,wie::FADV,zelan,qanday
836,warum::FADV,zeren,nega
837,warum::FADV,zergatik,nega
838,wieviel::FNUM,zenbat,qancha
839,eins::NUM,bat,bir
840,zwei::NUM,bi,ikki
841,zwei::NUM,biga,ikki
842,drei::NUM,hiru,uch
843,vier::NUM,lau,to'rt
844,fünf::NUM,bost,besh
845,sechs::NUM,sei,olti
846,sieben::NUM,zazpi,etti
847,acht::NUM,zortzi,sakkiz
848,neun::NUM,bederatzi,to'qqiz
849,zehn::NUM,hamar,o'n
850,elf::NUM,hamaika,o'n bir
851,zwölf::NUM,hamabi,o'n ikki
852,zwanzig::NUM,hogei,yigirma
853,dreißig::NUM,hogeita hamar,o'ttiz
854,vierzig::NUM,berrogei,qirq
855,fünfzig::NUM,berrogeita hamar,ällik
856,sechzig::NUM,hirurogei,oltmish
857,siebzig::NUM,hirurogeita hamar,etmish
858,achtzig::NUM,laurogei,sakson
859,neunzig::NUM,laurogeita hamar,to'qson
860,hundert::NUM,ehun,yuz
861,tausend::NUM,mila,ming
862,und::CNJ,eta,va
863,oder::CNJ,edo,yo
864,stehen::V,zutik egon,turmoq
865,sitzen::V,eserita egon,o'tirmoq
866,liegen::V,etzan,yotmoq
867,hängen::V,eskegita egon,osilmoq
868,hängen::V,zintzilik egon,osilmoq
869,werden::V,bihurtu,bo'lmoq
870,werden::V,bilakatu,bo'lmoq
871,passieren::V,pasatu,bo'lib o'tmoq
872,passieren::V,gertatu,bo'lib o'tmoq
873,beginnen::V,hasi,boshlanmoq
874,enden::V,bukatu,bitmoq
875,wechseln::V,aldatu,o'zgarmoq
876,aufgehen[Sonne]::V,ilki,chiqmoq
877,aufgehen[Sonne]::V,sortu,chiqmoq
878,untergehen[Sonne]::V,sartu,botmoq
879,scheinen[Sonne]::V,eguzkia egon,yaraqlamoq
880,donnern::V,trumoia jo,gulduramoq
881,wehen::V,haizea ibili,elpimoq
882,strömen::V,zorrotadaka isuri,oqmoq
883,fließen::V,isuri,oqmoq
884,sich drehen::V,biratu,aylanmoq
885,schwanken::V,zabuka ibili,qoqilmoq
886,schwingen::V,kulunkatu,lopillamoq
887,fallen::V,erori,tushmoq
888,brennen::V,sutan egon,yonmoq
889,rauchen::V,kea bota,tutamoq
890,regnen::V,euria ari izan,yomg'ir yog'moq
891,gefrieren::V,izoztu,muzlamoq
892,gefrieren::V,hormatu,muzlamoq
893,tauen::V,gesaldu,ärimoq
894,schmelzen::V,urtu,ärimoq
895,trocknen::V,idortu,qurimoq
896,trocknen::V,lehortu,qurimoq
897,sieden::V,irakin,qaynamoq
898,faulen::V,hirotu,chirimoq
899,faulen::V,usteldu,chirimoq
900,verfaulen::V,hirotu,chirimoq
901,verfaulen::V,usteldu,chirimoq
902,reißen::V,eten,qayt qilmoq
903,reißen::V,tarrat egin,qayt qilmoq
904,versinken::V,urperatu,g'arq bo'lmoq
905,vergehen::V,iragan,o'tmoq
906,erscheinen::V,agertu,zuhur ätmoq
907,verschwinden::V,desagertu,yo'qolmoq
908,sinken::V,beheititu,pasaymoq
909,abnehmen::V,gutxitu,kamaymoq
910,abnehmen::V,beheratu,kamaymoq
911,zunehmen::V,gora egin,urchimoq
912,steigen::V,igo,oshmoq
913,wachsen::V,hazi,o'smoq
914,glänzen::V,distiratu,porlamoq
915,funkeln::V,izarniatu,yalt ätmoq
916,lärmen::V,zarata atera,taraq ätmoq
917,läuten::V,jo,jiringlamoq
918,läuten::V,hots egin,jiringlamoq
919,klingeln::V,txirrina jo,jiringlamoq
920,klirren::V,tintin egin,sharaqlamoq
921,brausen::V,marru egin,vag'illamoq
922,rauschen::V,fir-fir egin,shitirlamoq
923,klingen::V,soinu egin,yangramoq
924,bellen::V,zaunkatu,hurmoq
925,heulen::V,ulu egin,uvlamoq
926,heulen::V,uhuri egin,uvlamoq
927,blasen::V,ufa egin,puflamoq
928,blasen::V,putz egin,puflamoq
929,pfeifen::V,txistu egin,xushtak chalmoq 
930,schreien::V,oihu egin,qiyqirmoq
931,schreien::V,garrasi egin,qiyqirmoq
932,stöhnen::V,intziri egin,nola qilmoq
933,zittern::V,ikara egin,titramoq
934,zittern::V,dar-dar egin,titramoq
935,leben::V,bizi izan,yashamoq
936,geboren werden::V,jaio,tug'ilmoq
937,atmen::V,hats egin,nafas chiqarmoq
938,atmen::V,arnasa egin,nafas chiqarmoq
939,trinken::V,edan,ichmoq
940,essen::V,jan,emoq
941,schlucken::V,irentsi,yutmoq
942,müde werden::V,unatu,horimoq
943,müde werden::V,nekatu,horimoq
944,einschlafen::V,lokartu,uxlab qolmoq
945,schlafen::V,lo egin,uxlamoq
946,aufwachen::V,esnatu,uyg'onmoq
947,aufwachen::V,atzarri,uyg'onmoq
948,aufstehen::V,jaiki,qo'pmoq
949,sich erholen::V,atseden egin,dam olmoq
950,krank werden::V,gaixotu,kasallanmoq
951,krank sein::V,eri izan,betob yotmoq
952,krank sein::V,gaixo izan,betob yotmoq
953,schmerzen::V,min egin,og'rimoq
954,husten::V,eztul egin,yo'talmoq
955,genesen::V,osatu,tuzalmoq
956,sterben::V,hil,o'lmoq
957,sterben::V,zendu,o'lmoq
958,umkommen::V,istripuz hil,halok bo'lmoq
959,sich bewegen::V,higitu,harakat qilmoq
960,sich rühren::V,zirkin egin,qimirlamoq
961,sich erheben::V,zutitu,qo'pmoq
962,sich erheben::V,altxatu,qo'pmoq
963,sich setzen::V,eseri,o'tirmoq
964,sich setzen::V,jesarri,o'tirmoq
965,hinfallen::V,erori,yiqilmoq
966,laufen::V,ibili,yurmoq
967,schreiten::V,oinkatu,yurmoq
968,spazierengehen::V,paseatu,sayr ätmoq
969,spazierengehen::V,ostera bat egin,sayr ätmoq
970,eilen::V,lasterkatu,tezlamoq
971,sich beeilen::V,lehiatu,shoshmoq
972,sausen::V,ziztu bizian joan,chopqillamoq
973,rennen::V,lasterka egin,yugurmoq
974,springen::V,jauzi egin,sakramoq
975,klettern::V,igo,yuqorilamoq
976,schaukeln::V,zabu egin,irg'amoq
977,schaukeln::V,zanbulu egin,irg'amoq
978,kriechen::V,narras egin,ämaklamoq
979,schwimmen::V,igerikatu,suzmoq
980,schwimmen::V,igeri egin,suzmoq
981,tauchen::V,murgildu,chu'mmoq
982,tauchen::V,pulunpatu,chu'mmoq
983,rudern::V,bogatu,eshkak eshmoq
984,rudern::V,arraun egin,eshkak eshmoq
985,fahren::V,joan,haydamoq
986,fliegen::V,hegaldatu,uchmoq
987,fliegen::V,hegan egin,uchmoq
988,gehen::V,joan,bormoq
989,weggehen::V,alde egin,ketoq
990,abfahren::V,abiatu,jo'namoq
991,anhalten::V,geratu,to'xtamoq
992,anhalten::V,gelditu,to'xtamoq
993,hineingehen::V,sartu,kirmoq
994,eintreten::V,sartu,kirmoq
995,kommen::V,etorri,kelmoq
996,ankommen::V,heldu,etib kelmoq
997,ankommen::V,iritsi,etib kelmoq
998,zurückkommen::V,itzuli,qaytib kelmoq
999,bleiben::V,gelditu,qolmoq
1000,warten::V,itxaron,poylamoq
1001,warten::V,zain egon,poylamoq
1002,erwarten::V,iguriki,kutmoq
1003,suchen::V,bilatu,izlamoq
1004,finden::V,idoro,topmoq
1005,finden::V,aurkitu,topmoq
1006,versuchen::V,saiatu,chalishmoq
1007,versuchen::V,ahalegindu,chalishmoq
1008,vorbereiten::V,gertatu,hozirlamoq
1009,lieben::V,maitatu,sevmoq
1010,lieben::V,maite izan,sevmoq
1011,mögen::V,laket izan,ardoqlamoq
1012,mögen::V,atsegin izan,ardoqlamoq
1013,lachen::V,irri egin,kulmoq
1014,lachen::V,barre egin,kulmoq
1015,rühren::V,hunkitu,ta'sirlantirmoq
1016,weinen::V,negar egin,yig'lamoq
1017,schimpfen::V,erneguka ari izan,koyinmoq
1018,sich ärgern::V,ernegatu,g'azab qilmoq
1019,sich ärgern::V,haserretu,g'azab qilmoq
1020,sich fürchten::V,beldur izan,hurkmoq
1021,fürchten::V,beldur izan,qo'rqmoq
1022,fliehen::V,ihes egin,qochmoq
1023,flüchten::V,ihes egin,qochmoq
1024,sehen::V,ikusi,ko'rmoq
1025,anschauen::V,begietsi,razm solmoq
1026,ansehen::V,begiratu,razm qilmoq
1027,hören::V,aditu,äshitmoq
1028,zuhören::V,entzun,tinglamoq
1029,probieren::V,dastatu,tatib ko'rmoq
1030,riechen::V,usnatu,iskamoq
1031,riechen::V,usaindu,iskamoq
1032,fühlen::V,sentitu,sezmoq
1033,scheinen::V,iruditu,tuyilmoq
1034,scheinen::V,begitandu,tuyilmoq
1035,zu sehen sein::V,azaldu,ko'rinmoq
1036,vernehmen::V,aditu,äshitmoq
1037,frieren::V,hotz izan,sovuq qotmoq
1038,tun::V,egin,ätmoq
1039,können::V,ahal izan,-a olmoq
1040,können::V,ahal izan,-y olmoq
1041,wollen::V,nahi izan,istamoq
1042,anfangen::V,hasi,boshlamoq
1043,beenden::V,bukatu,bitirmoq
1044,aufhören::V,utzi,tinmoq
1045,gelingen::V,lortu,muvaffaqiyat qozonmoq
1046,geraten::V,heldu,bo'lmoq
1047,öffnen::V,ireki,ochmoq
1048,öffnen::V,zabaldu,ochmoq
1049,schließen::V,itxi,yopmoq
1050,stellen::V,ipini,qo'ymoq
1051,setzen::V,jesarri,o'tqazmoq
1052,legen::V,jarri,yotqizmoq
1053,berühren::V,ukitu,tegmoq
1054,verbinden::V,uztartu,ulamoq
1055,bedecken::V,estali,bekitmoq
1056,aufhängen::V,eseki,ildirmoq
1057,aufhängen::V,eskegi,ildirmoq
1058,anzünden::V,piztu,yondirmoq
1059,aufheben::V,jaso,ko'tarmoq
1060,zurücklassen::V,atzean utzi,ayrilmoq
1061,verlieren::V,galdu,yo'qotmoq
1062,fallen lassen::V,erortzen utzi,tushirmoq
1063,machen::V,egin,qilmoq
1064,herstellen::V,ekoiztu,chiqarmoq
1065,bauen::V,eraiki,solmoq
1066,reparieren::V,konpondu,tuzatmoq
1067,verbessern::V,hobetu,isloh qilmoq
1068,ändern::V,mudatu,o'zgartirmoq
1069,graben::V,aitzurtu,qazimoq
1070,beugen::V,makurtu,bukmoq
1071,biegen::V,malgutu,bukmoq
1072,biegen::V,makolatu,bukmoq
1073,drehen::V,jiratu,aylantirmoq
1074,wenden::V,bihurtu,burmoq
1075,umdrehen::V,biratu,ag'darmoq
1076,umdrehen::V,alderantzikatu,ag'darmoq
1077,heben::V,jaso,yuksaltirmoq
1078,heben::V,goratu,yuksaltirmoq
1079,hochheben::V,goratu,ko'tarmoq
1080,hochheben::V,altxatu,ko'tarmoq
1081,ergreifen::V,oratu,tutamlamoq
1082,halten::V,eutsi,tutmoq
1083,drücken::V,sakatu,bosmoq
1084,schieben::V,bultzatu,surmoq
1085,kratzen::V,hatz egin,qashimoq
1086,kratzen::V,hazka egin,qashimoq
1087,lecken::V,miaztu,mijimoq
1088,lecken::V,lamikatu,mijimoq
1089,beißen::V,hozka egin,tishlamoq
1090,beißen::V,ausiki egin,tishlamoq
1091,abreißen::V,kendu,emirmoq
1092,abschneiden::V,moztu,cho'rt kesmoq
1093,abschneiden::V,pikatu,cho'rt kesmoq
1094,binden::V,lotu,bog'lamoq
1095,binden::V,estekatu,bog'lamoq
1096,stecken::V,sartu,suqmoq
1097,brechen::V,apurtu,sindirmoq
1098,klopfen::V,jo,dukurlamoq
1099,hauen::V,jo,urmoq
1100,kleben::V,itsatsi,yopishtirmoq
1101,reiben::V,igurtzi,surkamoq
1102,streichen::V,igurtzi,surkamoq
1103,schleifen::V,zorroztu,qayramoq
1104,schneiden::V,moztu,kesmoq
1105,rütteln::V,astindu,chayqamoq
1106,rütteln::V,inarrosi,chayqamoq
1107,schütteln::V,astindu,chayqamoq
1108,schütteln::V,inarrosi,chayqamoq
1109,schwenken::V,zabukatu,chayqatmoq
1110,schütten::V,isuri,quymoq
1111,füllen::V,bete,to'ldirmoq
1112,einwickeln::V,bildu,chulg'amoq
1113,tragen::V,eroan,tashimoq
1114,tragen::V,eraman,tashimoq
1115,schleppen::V,narrastu,sudramoq
1116,schleppen::V,herrestatu,sudramoq
1117,ziehen::V,tira egin,tortmoq
1118,aufbewahren::V,gorde,tutmoq
1119,werfen::V,jaurti,tashlamoq
1120,werfen::V,aurtiki,tashlamoq
1121,fangen::V,atzeman,tutmoq
1122,packen::V,heldu,opqochmoq
1123,verstecken::V,ostendu,yashirmoq
1124,verstecken::V,ezkutatu,yashirmoq
1125,teilen::V,zatitu,bo'lmoq
1126,schicken::V,bidali,yubormoq
1127,bringen::V,ekarri,keltirmoq
1128,hinzufügen::V,eratxiki,tirkamoq
1129,hinzufügen::V,gaineratu,tirkamoq
1130,bekommen::V,jaso,olmoq
1131,erhalten::V,jaso,olmoq
1132,nehmen::V,hartu,olmoq
1133,wählen::V,hautatu,saylamoq
1134,wählen::V,aukeratu,saylamoq
1135,auswählen::V,hautatu,saylamoq
1136,auswählen::V,aukeratu,saylamoq
1137,bewahren::V,begiratu,saqlamoq
1138,behindern::V,oztopatu,xalal bermoq
1139,verderben::V,hondatu,xazon qilmoq
1140,beschädigen::V,akastu,buzmoq
1141,zerbrechen::V,apurtu,sindirmoq
1142,zerreißen::V,zarratatu,yirtmoq
1143,zerstören::V,suntsitu,vayron qilmoq
1144,verbrennen::V,erre,kuydirmoq
1145,verbrennen::V,kiskali,kuydirmoq
1146,geben::V,eman,bermoq
1147,reichen::V,luzatu,bermoq
1148,reichen::V,helarazi,bermoq
1149,schenken::V,oparitu,sovg'a qilmoq
1150,versprechen::V,agindu,va'da bermoq
1151,wünschen::V,opatu,orziqmoq
1152,wünschen::V,opetsi,orziqmoq
1153,loben::V,laudatu,maqtamoq
1154,loben::V,goraipatu,maqtamoq
1155,küssen::V,musu eman,o'pmoq
1156,wiegen::V,kulunkatu,tebratmoq
1157,zudecken::V,estali,yopmoq
1158,wecken::V,esnatu,uyg'otmoq
1159,wecken::V,iratzartu,uyg'otmoq
1160,zeigen::V,erakutsi,ko'rsatmoq
1161,führen::V,gidatu,boshlik bo'lmoq
1162,lehren::V,irakatsi,o'rgatmoq
1163,unterrichten::V,eskolak eman,dars bermoq
1164,aufziehen::V,hazi,o'stirmoq
1165,leiten::V,arteztu,boshqarmoq
1166,antreiben::V,bulkatu,shoshiltirmoq
1167,lassen::V,-arazi,ruxsat bermoq
1168,einladen::V,gonbidatu,taklif kilmoq
1169,vereinigen::V,batu,qo'shmoq
1170,vereinigen::V,bateratu,qo'shmoq
1171,besuchen::V,ikustatu,mehmonga bormoq
1172,treffen::V,topatu,duchor bo'lmoq
1173,sich versammeln::V,bildu,to'planmoq
1174,spielen::V,jolastu,o'ynamoq
1175,singen::V,abestu,yalla qilmoq
1176,singen::V,kantatu,yalla qilmoq
1177,tanzen::V,dantzatu,raqs qilmoq
1178,tanzen::V,dantzan egin,raqs qilmoq
1179,sich trennen::V,banandu,yakkalanmoq
1180,verlassen::V,utzietsi,qoldirmoq
1181,retten::V,salbatu,qutqazmoq
1182,retten::V,gaizkatu,qutqazmoq
1183,bewachen::V,jagon,qo'rimoq
1184,bewachen::V,zaindu,qo'rimoq
1185,schützen::V,babestu,yoniga olmoq
1186,schützen::V,gerizatu,yoniga olmoq
1187,verteidigen::V,aldeztu,yoqlamoq
1188,sich schlagen::V,elkar jo,yoqalashmoq
1189,sich schlagen::V,elkar borrokatu,yoqalashmoq
1190,schießen::V,tiro egin,otmoq
1191,siegen::V,irabazi,engmoq
1192,ärgern::V,ernegatu,jahl chiqarmoq
1193,ärgern::V,haserretu,jahl chiqarmoq
1194,schlagen::V,jo,urmoq
1195,schlagen::V,erauntsi,urmoq
1196,treten::V,zapaldu,tepmoq
1197,treten::V,ostiaktu,tepmoq
1198,stechen::V,sastatu,qadamoq
1199,stoßen::V,bultzatu,turtmoq
1200,stehlen::V,ostu,o'g'rilamoq
1201,stehlen::V,lapurtu,o'g'rilamoq
1202,stören::V,galarazi,tebratmoq
1203,belästigen::V,gohaindu,g'ashini keltirmoq
1204,belästigen::V,alamena eman,g'ashini keltirmoq
1205,verbergen::V,ezkutatu,berkitmoq
1206,täuschen::V,tronpatu,aldamoq
1207,täuschen::V,engainatu,aldamoq
1208,betrügen::V,iruzurtu,tirriq qilmoq
1209,töten::V,hil,o'ldirmoq
1210,töten::V,heriotza eman,o'ldirmoq
1211,wohnen::V,bizi izan,istiqomat qilmoq
1212,arbeiten::V,lan egin,ishlamoq
1213,arbeiten::V,behar egin,ishlamoq
1214,sammeln::V,bildu,yig'moq
1215,sammeln::V,bildumatu,yig'moq
1216,pflücken::V,batu,termoq
1217,pflücken::V,bildu,termoq
1218,jagen::V,ehizatu,ov qilmoq
1219,fischen::V,arrantzatu,baliq ovlamoq
1220,fischen::V,arrantza egin,baliq ovlamoq
1221,fassen::V,harrapatu,ilinmoq
1222,hüten::V,begiratu,boqtirmoq
1223,treiben::V,bultza egin,haydamoq
1224,anbinden::V,estekatu,bog'lamoq
1225,füttern::V,bazkatu,edirmoq
1226,melken::V,jetzi,sog'moq
1227,hacken::V,xehatu,chopmoq
1228,gießen::V,isuri,oqizmoq
1229,reifen::V,heldu,qizarmoq
1230,reifen::V,zoritu,qizarmoq
1231,zubereiten::V,prestatu,pishirmoq
1232,kochen::V,egosi,qaynatmoq
1233,backen::V,labean egin,yopmoq
1234,braten::V,erregosi,qovurmoq
1235,umrühren::V,eragin,atalamoq
1236,stricken::V,trikotatu,to'qimoq
1237,stricken::V,puntu egin,to'qimoq
1238,nähen::V,josi,tikmoq
1239,färben::V,tindatu,bo'yoqlamoq
1240,reinigen::V,ikuzi,tozalamoq
1241,reinigen::V,garbitu,tozalamoq
1242,waschen::V,xahutu,yuvmoq
1243,waschen::V,garbitu,yuvmoq
1244,abwischen::V,xukatu,surkamoq
1245,spülen::V,irakutzi,chaymoq
1246,fegen::V,erraztatu,cho'tkalamoq
1247,kehren::V,isastu,supurmoq
1248,baden::V,bainatu,cho'milmoq
1249,baden::V,bainua hartu,cho'milmoq
1250,sich waschen::V,burua garbitu,yuvinmoq
1251,ausziehen::V,erantzi,echintirmoq
1252,anziehen::V,jantzi,kiymoq
1253,sich anziehen::V,jantzi,kiyinmoq
1254,kämmen::V,orraztu,taramoq
1255,schmücken::V,apaindu,yasatmoq
1256,sagen::V,esan,aytmoq
1257,sprechen::V,mintzatu,so'zlamoq
1258,sprechen::V,hitz egin,so'zlamoq
1259,reden::V,hitz egin,gapirmoq
1260,sich unterhalten::V,solastu,suhbatlashmoq
1261,sich unterhalten::V,solas egin,suhbatlashmoq
1262,fragen::V,galdetu,so'ramoq
1263,bitten::V,eskatu,iltimos qilmoq
1264,bitten::V,galdegin,iltimos qilmoq
1265,erzählen::V,edestu,aytib bermoq
1266,erzählen::V,kontatu,aytib bermoq
1267,mitteilen::V,jakinarazi,bildirmoq
1268,nennen::V,izena eman,atamoq
1269,rufen::V,dei egin,chaqirmoq
1270,prahlen::V,harrokerian ibili,gerdaymoq
1271,prahlen::V,ahoberokeriak esan,gerdaymoq
1272,übersetzen::V,itzuli,tarjima qilmoq
1273,denken::V,pentsatu,o'ylamoq
1274,denken::V,gogoeta egin,o'ylamoq
1275,glauben::V,sinetsi,ishonmoq
1276,bemerken::V,ohartu,payqamoq
1277,bemerken::V,konturatu,payqamoq
1278,erkennen::V,ezagutu,tanimoq
1279,erkennen::V,antzeman,tanimoq
1280,begreifen::V,ulertu,tushunmoq
1281,verstehen::V,aditu,anglamoq
1282,lernen::V,ikasi,o'qimoq
1283,wissen::V,jakin,bilmoq
1284,sich erinnern an::V,gogoratu,äsni tanimoq
1285,sich erinnern an::V,gogoan izan,äsni tanimoq
1286,vergessen::V,ahaztu,unutmoq
1287,vergessen::V,ahantzi,unutmoq
1288,messen::V,neurtu,o'lchamoq
1289,zählen::V,zenbatu,raqamlamoq
1290,zählen::V,kopuratu,raqamlamoq
1291,rechnen::V,kalkulatu,cho'tlamoq
1292,lesen::V,irakurri,o'qimoq
1293,malen::V,margotu,rasm solmoq
1294,zeichnen::V,marraztu,chizmoq
1295,schreiben::V,idatzi,yozmoq
1296,besitzen::V,ukan,ägalamoq
1297,besitzen::V,eduki,ägalamoq
1298,kaufen::V,erosi,olmoq
1299,verkaufen::V,saldu,sotmoq
1300,bezahlen::V,ordaindu,to'lamoq
1301,zahlen::V,ordaindu,to'lamoq
1302,beherrschen::V,menpean izan,ägalamoq
1303,ertragen::V,jasan,chidamoq
1304,ertragen::V,pairatu,chidamoq
