,Concept_ID,es,zh
582,frisch::A,fresco,新鲜
583,feucht::A,húmedo,潮湿
584,nass::A,mojado,湿
585,trocken::A,seco,干
586,voll::A,lleno,满
587,leer::A,vacío,空
588,offen::A,abierto,敞开
589,geschlossen::A,cerrado,关闭
590,sauber::A,limpio,干净
591,schmutzig::A,sucio,肮脏
592,roh::A,crudo,生
593,reif::A,maduro,成熟
594,lecker::A,rico,好吃
595,lecker::A,sabroso,好吃
596,süß::A,dulce,甜
597,bitter::A,amargo,苦
598,sauer::A,agrio,酸
599,hell::A,claro,亮
600,dunkel::A,oscuro,阴暗
601,schwarz::A,negro,黑
602,weiß::A,blanco,白
603,rot::A,rojo,红
604,gelb::A,amarillo,黄
605,blau::A,azul,蓝
606,grün::A,verde,绿
607,grau::A,gris,灰色
608,bunt::A,multicolor,五彩
609,billig::A,barato,便宜
610,teuer::A,caro,贵
611,wertvoll::A,valioso,贵重
612,wertvoll::A,precioso,贵重
613,blind::A,ciego,瞎
614,taub::A,sordo,聋
615,kräftig::A,fuerte,强壮
616,stark::A,fuerte,强壮
617,stark::A,vigoroso,强壮
618,schwach::A,débil,弱
619,fett::A,obeso,胖
620,schlank::A,esbelto,苗条
621,hübsch::A,mono,漂亮
622,hübsch::A,guapo,漂亮
623,böse::A,malo,邪恶
624,dumm::A,tonto,笨
625,dumm::A,estúpido,笨
626,faul::A,vago,懒惰
627,faul::A,perezoso,懒惰
628,fleißig::A,aplicado,勤奋
629,fleißig::A,diligente,勤奋
630,geizig::A,avaro,吝啬
631,klug::A,sensato,聪明
632,klug::A,inteligente,聪明
633,geschickt::A,hábil,灵巧
634,lieb::A,querido,可爱
635,lustig::A,alegre,快乐
636,sanft::A,suave,柔和
637,hungrig::A,hambriento,饥饿
638,krank::A,enfermo,患病
639,nackt::A,desnudo,裸体
640,traurig::A,triste,悲哀
641,lebendig::A,vivo,活
642,lebendig::A,viviente,活
643,gut::A,bueno,好
644,schlecht::A,malo,坏
645,richtig::A,justo,正确
646,richtig::A,correcto,正确
647,schlimm::A,malo,糟糕
648,schlimm::A,grave,糟糕
649,wahr::A,verídico,真
650,wahr::A,verdadero,真
651,alt::A,viejo,旧
652,neu::A,nuevo,新
653,ehemalig::A,antiguo,以前
654,alt[Lebewesen]::A,viejo,老
655,jung::A,joven,年轻
656,arm::A,pobre,贫穷
657,reich::A,rico,富裕
658,bekannt::A,conocido,出名
659,berühmt::A,famoso,著名
660,berühmt::A,célebre,著名
661,fremd::A,extraño,陌生
662,verschieden::A,diverso,不同
663,verschieden::A,distinto,不同
664,verschieden::A,diferente,不同
665,nah::A,cercano,近
666,fern::A,lejano,遥远
667,linker::A,izquierdo,左
668,rechter::A,derecho,右
669,anderer::A,otro,别的
670,erster::A,primero,第一
671,zweiter::A,segundo,第二
672,dritter::A,tercero,第三
673,letzter::A,último,最后
674,allein::ADV,a solo,单独
675,auf einmal::ADV,de una vez,同时
676,zusammen::ADV,juntos,一起
677,lange::ADV,mucho tiempo,许久
678,plötzlich::ADV,de repente,忽然
679,sofort::ADV,en seguida,立刻
680,später::ADV,más tarde,以后
681,jetzt::ADV,ahora,现在
682,heute::ADV,hoy,今天
683,morgen::ADV,mañana,明天
684,bald::ADV,pronto,即将
685,bald::ADV,en breve,即将
686,dann::ADV,luego,然后
687,dann::ADV,entonces,然后
688,gestern::ADV,ayer,昨天
689,einst::ADV,antaño,曾经
690,damals::ADV,entonces,当时
691,danach::ADV,después,随后
692,vorher::ADV,antes,事先
693,zuerst::ADV,primero,首先
694,einmal::ADV,una vez,一次
695,manchmal::ADV,a veces,有时
696,oft::ADV,a menudo,时常
697,oft::ADV,con frecuencia,时常
698,immer::ADV,siempre,总是
699,niemals::ADV,jamás,从未
700,hier::ADV,aquí,这里
701,hierhin::ADV,acá,到这里
702,von hier::ADV,desde aquí,由此
703,dort::ADV,ahí,那里
704,dort::ADV,allí,那里
705,dorthin::ADV,allí,到那里
706,dorthin::ADV,hacia allí,到那里
707,geradeaus::ADV,todo derecho,一直往前
708,vorwärts::ADV,adelante,向前
709,rückwärts::ADV,hacia atrás,向后
710,zurück::ADV,atrás,退后
711,unten::ADV,abajo,下面
712,hinab::ADV,hacia abajo,向下
713,oben::ADV,arriba,上面
714,hinauf::ADV,hacia arriba,向上
715,überall::ADV,por todas partes,到处
716,nicht::ADV,no,不
717,ein wenig::ADV,un poco,一点儿
718,kaum::ADV,apenas,几乎不
719,sehr::ADV,muy,很
720,sehr::ADV,mucho,很
721,so::ADV,tan,如此
722,noch::ADV,aún,还
723,noch::ADV,todavía,还
724,nur::ADV,solamente,只
725,schon::ADV,ya,已经
726,wieder::ADV,de nuevo,又
727,vergebens::ADV,en vano,
728,vor::PRP,antes de,在...面前
729,vor::PRP,delante de,在...面前
730,hinter::PRP,tras,在...背后
731,hinter::PRP,detrás de,在...背后
732,unter::PRP,bajo,在...下面
733,unter::PRP,debajo de,在...下面
734,durch::PRP,por,穿过
735,durch::PRP,a través de,穿过
736,neben::PRP,al lado de,在...旁
737,zwischen::PRP,entre,在...之间
738,wegen::PRP,por,由于
739,wegen::PRP,a causa de,由于
740,dies::PRN,esto,这
741,das::PRN,eso,那
742,das::PRN,esto,那
743,alles::PRN,todo,一切
744,ich::PRN,yo,我
745,du::PRN,tú,你
746,er::PRN,él,他
747,wir::PRN,nosotros,我们
748,ihr::PRN,vosotros,你们
749,sie::PRN,ellos,她
750,was::FPRN,qué,什么
751,wer::FPRN,quién,谁
752,wo::FADV,dónde,哪里
753,wohin::FADV,adónde,去哪里
754,wohin::FADV,hacia dónde,去哪里
755,wie::FADV,cómo,怎么
756,warum::FADV,por qué,为什么
757,wieviel::FNUM,cuánto,多少
758,eins::NUM,uno,一
759,zwei::NUM,dos,二
760,drei::NUM,tres,三
761,vier::NUM,cuatro,四
762,fünf::NUM,cinco,五
763,sechs::NUM,seis,六
764,sieben::NUM,siete,七
765,acht::NUM,ocho,八
766,neun::NUM,nueve,九
767,zehn::NUM,diez,十
768,elf::NUM,once,十一
769,zwölf::NUM,doce,十二
770,zwanzig::NUM,veinte,二十
771,dreißig::NUM,treinta,三十
772,vierzig::NUM,cuarenta,四十
773,fünfzig::NUM,cincuenta,五十
774,sechzig::NUM,sesenta,六十
775,siebzig::NUM,setenta,七十
776,achtzig::NUM,ochenta,八十
777,neunzig::NUM,noventa,九十
778,hundert::NUM,cien,百
779,hundert::NUM,ciento,百
780,tausend::NUM,mil,千
781,und::CNJ,y,和
782,oder::CNJ,o,或者
783,stehen::V,estar de pie,站
784,sitzen::V,estar sentado,坐
785,liegen::V,yacer,躺着
786,liegen::V,estar acostado,躺着
787,hängen::V,pender,挂着
788,werden::V,hacerse,成为
789,passieren::V,suceder,发生
790,beginnen::V,iniciarse,开始
791,beginnen::V,principiar,开始
792,enden::V,acabar,终止
793,enden::V,terminar,终止
794,wechseln::V,variar,变迁
795,wechseln::V,alternar,变迁
796,aufgehen[Sonne]::V,salir,升起
797,untergehen[Sonne]::V,ponerse,下落
798,untergehen[Sonne]::V,descender,下落
799,scheinen[Sonne]::V,brillar,照射
800,donnern::V,tronar,打雷
801,wehen::V,soplar,飘扬
802,strömen::V,afluir,流
803,fließen::V,fluir,流动
804,fließen::V,correr,流动
805,sich drehen::V,girar,转动
806,schwanken::V,vacilar,摇摆
807,schwingen::V,oscilar,摇
808,fallen::V,caer,坠落
809,brennen::V,arder,燃烧
810,brennen::V,quemar,燃烧
811,rauchen::V,humear,冒烟
812,rauchen::V,echar humo,冒烟
813,regnen::V,llover,下雨
814,gefrieren::V,helarse,结冰
815,tauen::V,deshelarse,融化
816,schmelzen::V,fundirse,溶化
817,schmelzen::V,derretirse,溶化
818,trocknen::V,secarse,变干
819,sieden::V,hervir,煮
820,faulen::V,pudrirse,腐烂
821,verfaulen::V,pudrirse,腐烂
822,reißen::V,romperse,撕
823,versinken::V,hundirse,下沉
824,vergehen::V,pasar,流逝
825,erscheinen::V,aparecer,出现
826,verschwinden::V,desaparecer,消失
827,sinken::V,bajar,下降
828,abnehmen::V,decrecer,减少
829,abnehmen::V,disminuir,减少
830,zunehmen::V,crecer,增加
831,zunehmen::V,aumentar,增加
832,steigen::V,subir,上升
833,steigen::V,ascender,上升
834,wachsen::V,crecer,生长
835,glänzen::V,brillar,发光
836,glänzen::V,resplandecer,发光
837,funkeln::V,chispear,闪烁
838,lärmen::V,hacer ruido,吵闹
839,läuten::V,sonar,响
840,läuten::V,repicar,响
841,klingeln::V,tocar el timbre,按铃
842,klirren::V,tintinear,
843,brausen::V,zumbar,疾驶
844,rauschen::V,murmurar,
845,klingen::V,sonar,听起来
846,bellen::V,ladrar,吠
847,heulen::V,ulular,嗥
848,blasen::V,soplar,吹
849,pfeifen::V,silbar,吹口哨
850,schreien::V,gritar,叫喊
851,stöhnen::V,gemir,呻吟
852,zittern::V,temblar,颤抖
853,leben::V,vivir,生存
854,geboren werden::V,nacer,出生
855,atmen::V,respirar,呼吸
856,trinken::V,beber,喝
857,essen::V,comer,吃
858,schlucken::V,tragar,咽
859,müde werden::V,cansarse,疲倦
860,müde werden::V,fatigarse,疲倦
