,Concept_ID,lez,bg
164,Schaf::N,хеб,овца
165,Schwein::N,вак,свиня
166,Hund::N,кицӏ,куче
167,Katze::N,кац,котка
168,Bär::N,сев,мечка
169,Eichhörnchen::N,белка,катерица
170,Elch::N,лось,лос
171,Fuchs::N,сикӏ,лисица
172,Hase::N,къуьр,заек
173,Maus::N,кьиф,мишка
174,Wolf::N,жанавур,вълк
175,Vogel::N,луван ничхир,птица
176,Schwarm::N,луж,рой
177,Schwarm::N,луж,рояк
178,Huhn::N,верч,кокошка
179,Hahn::N,кӏек,петел
180,Gans::N,къаз,гъска
181,Adler::N,лекь,орел
182,Ente::N,пӏатӏ,патица
183,Eule::N,тӏиб,сова
184,Kranich::N,дурна,жерав
185,Krähe::N,къаргъа,врана
186,Kuckuck::N,кукупӏ,кукувица
187,Schwan::N,къугь,лебед
188,Fisch::N,гъед,риба
189,Barsch::N,окунь,костур
190,Hecht::N,щука,щука
191,Schlange[Tier]::N,илан,змия
192,Schlange[Tier]::N,гъуьлягъ,змия
193,Wurm::N,квак,червей
194,Spinne::N,хуьшрекан,паяк
195,Ameise::N,цегв,мравка
196,Laus::N,нет,въшка
197,Mücke::N,ветӏ,комар
198,Fliege::N,тӏветӏ,муха
199,Schmetterling::N,чепелукь,пеперуда
200,Beere::N,куьлуь емиш,плод
201,Apfel::N,ич,ябълка
202,Pilz::N,къарникъуз,гъба
203,Zwiebel::N,чичӏек,лук
204,Zwiebel::N,чичӏек,кромид
205,Saat::N,тумар,семе
206,Korn::N,твар,зърно
207,Heu::N,векь,сено
208,Heu::N,векьер,сено
209,Schale::N,пириш,кора
210,Schale::N,хъуьруьш,кора
211,Grube::N,фур,яма
212,Grube::N,фур,дупка
213,Falle::N,ракьар,примка
214,Schlinge::N,гьалкъа,клуп
215,Spur::N,гел,диря
216,Spur::N,гел,следа
217,Asche::N,руьхъ,пепел
218,Dreck::N,чирк,кал
219,Dreck::N,кьуруш,кал
220,Eisen::N,ракь,желязо
221,Gold::N,алтун,злато
222,Silber::N,гимиш,сребро
223,Kohle::N,цӏивин,въглища
224,Glas::N,шуьше,стъкло
225,Lehm::N,ччеб,глина
226,Sand::N,къум,пясък
227,Mensch::N,инсан,човек
228,Mann::N,итим,мъж
229,Frau::N,паб,жена
230,Frau::N,дишегьли,жена
231,Kind::N,аял,дете
232,Junge::N,гада,момче
233,Mädchen::N,руш,момиче
234,Familie::N,хзан,фамилия
235,Familie::N,хзан,семейство
236,Familie::N,килфет,фамилия
237,Familie::N,килфет,семейство
238,Großvater::N,чӏехи буба,дядо
239,Großmutter::N,чӏехи диде,баба
240,Eltern::N,диде-буба,родители
241,Vater::N,буба,баща
242,Mutter::N,диде,майка
243,Sohn::N,хва,син
244,Tochter::N,руш,дъщеря
245,Bruder::N,стха,брат
246,Schwester::N,вах,сестра
247,Onkel::N,ими,чичо
248,Onkel::N,ими,вуйчо
249,Onkel::N,халу,чичо
250,Onkel::N,халу,вуйчо
251,Tante::N,эме,леля
252,Tante::N,хала,леля
253,Ehemann::N,гъуьл,съпруг
254,Ehefrau::N,паб,съпруга
255,Freude::N,шадвал,радост
256,Gelächter::N,хъвер,смях
257,Glück::N,бахт,щастие
258,Kummer::N,дерт,тъга
259,Kummer::N,хажалат,тъга
260,Wunsch::N,мурад,желание
261,Lust::N,гьевес,желание
262,Geist::N,руьгь,дух
263,Gedanke::N,фикир,мисъл
264,Verstand::N,акьул,ум
265,Verstand::N,акьул,разум
266,Sinn::N,мана,смисъл
267,Grund::N,себеб,причина
268,Wahrheit::N,керчек,правда
269,Wahrheit::N,гьакъикъат,правда
270,Gespräch::N,ихтилат,разговор
271,Märchen::N,мах,приказка
272,Erzählung::N,кьиса,разказ
273,Nachricht::N,хабар,вест
274,Nachricht::N,хабар,известие
275,Neuigkeit::N,цӏийи хабар,новина
276,Name::N,тӏвар,име
277,Rätsel::N,мискӏал,гатанка
278,Rede::N,рахун,реч
279,Rede::N,рахун,слово
280,Sprache::N,чӏал,език
281,Stimme::N,ван,глас
282,Wort::N,гаф,дума
283,Zeichen::N,ишара,знак
284,Ruf::N,эвер,зов
285,Lärm::N,ван-сес,шум
286,Lärm::N,ван-сес,глъчка
287,Laut::N,ван,звук
288,Laut::N,сес,звук
289,Ton::N,ван-сес,тон
290,Lied::N,мани,песен
291,Ruhe::N,ласвал,тишина
292,Ruhe::N,ласвал,спокойствие
293,Ruhe::N,фаракъат,тишина
294,Ruhe::N,фаракъат,спокойствие
295,Ruhe::N,асайиш,тишина
296,Ruhe::N,асайиш,спокойствие
297,Leute::N,инсанар,хора
298,Volk::N,халкь,народ
299,Arbeit::N,кӏвалах,труд
300,Arbeit::N,кӏвалах,работа
301,Gast::N,мугьман,гост
302,Geschenk::N,савкьат,дар
303,Geschenk::N,савкьат,подарък
304,Spiel::N,къугъун,игра
305,Gesellschaft::N,жемят,общество
306,Gesellschaft::N,общество,общество
307,Hilfe::N,куьмек,помощ
308,Freund::N,дуст,приятел
309,Kamerad::N,яр-дуст,другар
310,Angelegenheit::N,кар,работа
311,Anzahl::N,сан,брой
312,Anzahl::N,сан,количество
313,Anzahl::N,кьадар,брой
314,Anzahl::N,кьадар,количество
315,Art::N,жуьре,вид
316,Stück::N,кӏус,къс
317,Stück::N,кӏус,парче
318,Teil::N,пай,дял
319,Teil::N,пай,част
320,Hälfte::N,зур,половина
321,Hälfte::N,зур пай,половина
322,Kreis::N,круг,кръг
323,Kreis::N,чкаяр,кръг
324,Kreis::N,элкъвей цӏар,кръг
325,Kreuz::N,хаш,кръст
326,Linie::N,цӏар,черта
327,Strich::N,цӏар,щрих
328,Strich::N,цӏар,черта
329,Abstand::N,ара,дистанция
330,Abstand::N,ара,разстояние
331,Entfernung::N,мензил,разстояние
332,Gegend::N,чка,местност
333,Platz::N,ара,място
334,Ort::N,чка,място
335,Seite::N,пад,страна
336,Mitte::N,юкь,среда
337,Gegenstand::N,затӏ,предмет
338,Sache::N,шей,вещ
339,Sache::N,затӏ,вещ
340,Rand::N,къерех,ръб
341,Kante::N,син,ръб
342,Kante::N,син,кант
343,Ecke::N,пӏипӏ,ъгъл
344,Spitze::N,кӏвенкӏв,връх
345,Spitze::N,кӏвенкӏв,острие
346,Ende::N,кьил,край
347,Loch::N,тӏеквен,дупка
348,Winkel::N,пӏипӏ,кът
349,Winkel::N,пӏипӏ,ъгъл
350,Muster::N,гишир,десен
351,Muster::N,гишир,образец
352,Größe::N,кьадар,големина
353,Länge::N,яргъивал,дължина
354,Höhe::N,кьакьанвал,висота
355,Höhe::N,кьакьанвал,височина
356,Gewicht::N,заланвал,тегло
357,Gewicht::N,заланвал,тежест
358,Menge::N,кьадар,количество
359,Haufen::N,хара,куп
360,Haufen::N,хара,грамада
361,Reihe::N,жерге,ред
362,Reihe::N,жерге,редица
363,Boot::N,луьткве,лодка
364,Ruder::N,кьусу,весло
365,Ruder::N,кьусу,гребло
366,Schlitten::N,гъелерар,шейна
367,Lagerfeuer::N,цӏай,огнище
368,Last::N,заланвал,товар
369,Gang::N,ериш,ход
370,Gang::N,ериш,вървеж
371,Schritt::N,къадам,стъпка
372,Norden::N,кефер,север
373,Norden::N,кефер пад,север
374,Süden::N,кьибле,юг
375,Westen::N,рагъакӏидай пад,запад
376,Osten::N,рагъэкъечӏдай пад,изток
377,Holz::N,кӏарас,дърво
378,Brett::N,кьул,дъска
379,Brett::N,тахта,дъска
380,Stütze::N,даях,
381,Stange::N,юрк,прът
382,Stange::N,юрк,върлина
383,Stock::N,лаш,прът
384,Stock::N,лаш,тояга
385,Stab::N,юрк,прът
386,Rohr::N,турба,цев
387,Rohr::N,турба,тръба
388,Haus::N,ужагъ,къща
389,Heim::N,кӏвал,дом
390,Ofen::N,пич,печка
391,Fußboden::N,кӏвалин ччил,под
392,Tisch::N,стол,маса
393,Stuhl::N,стул,стол
394,Wiege::N,кьеб,люлка
395,Bett::N,тахт,легло
396,Bett::N,тахт,креват
397,Regal::N,кьацӏ,рафт
398,Regal::N,кьацӏ,етажерка
399,Kiste::N,ящик,кутия
400,Kiste::N,ящик,сандък
401,Fenster::N,дакӏар,прозорец
402,Tür::N,рак,врата
403,Tor::N,варар,врата
404,Zaun::N,пару,ограда
405,Dach::N,къав,покрив
406,Leiter::N,гурар,стълба
407,Besen::N,таран кул,метла
408,Spaten::N,ппер,лопата
409,Schaufel::N,хекендаз,лопата
410,Gabel::N,шиш,вилица
411,Löffel::N,тӏур,лъжица
412,Messer::N,чукӏул,нож
413,Nagel::N,мих,гвоздей
414,Netz::N,чил,мрежа
415,Haken::N,къармах,кука
416,Haken::N,къармах,закачалка
417,Griff::N,ттум,ръчка
418,Griff::N,ттум,дръжка
419,Schloss::N,куьлег,брава
420,Schloss::N,куьлег,ключалка
421,Bild::N,шикил,картина
422,Bild::N,суьрет,картина
423,Figur::N,фигура,фигура
424,Puppe::N,нини,кукла
425,Beutel::N,тагъар,кесия
426,Bündel::N,галгам,връзка
427,Tasche::N,чанта,чанта
428,Eimer::N,ведре,кофа
429,Deckel::N,кьил,капак
430,Deckel::N,кьил,похлупак
431,Deckel::N,къалпагъ,капак
432,Deckel::N,къалпагъ,похлупак
433,Geschirr::N,къаб-къажах,съдове
434,Sack::N,чувал,чувал
435,Tasse::N,сукӏра,чаша
436,Topf::N,къажгъан,гърне
437,Topf::N,къажгъан,тенджера
438,Kessel::N,къажгъан,котел
439,Essen::N,тӏуьн,ядене
440,Nahrung::N,тӏуьн,храна
441,Speise::N,хуьрек,ястие
442,Fleisch::N,як,месо
443,Getreide::N,техил,зърнено храни
444,Brei::N,хапӏа,каша
445,Brei::N,хешил,каша
446,Brot::N,фу,хляб
447,Scheibe::N,чӏук,резен
448,Fett::N,ягълу,мазнина
449,Butter::N,гъери,масло
450,Öl::N,ягълу,олио
451,Öl::N,ягълу,оливия
452,Salz::N,кьел,сол
453,Suppe::N,суп,супа
454,Suppe::N,шурпа,супа
455,Honig::N,вирт,мед
456,Milch::N,нек,мляко
457,Tee::N,чай,чай
458,Leder::N,тумаж,кожа
459,Wolle::N,йис,вълна
460,Stoff::N,парча,плат
461,Stoff::N,парча,материал
462,Nadel::N,раб,игла
463,Faden::N,гъал,конец
464,Knopf::N,дуьгме,копче
465,Knoten::N,тӏвал,възел
466,Farbe::N,ранг,боя
467,Kleidung::N,партал,дрехи
468,Kleidung::N,партал,облекло
469,Hemd::N,перем,риза
470,Kragen::N,хев,яка
471,Ärmel::N,хел,ръкав
472,Hose::N,шалвар,панталони
473,Gürtel::N,чӏул,пояс
474,Gürtel::N,чӏул,колан
475,Mütze::N,бармак,каскет
476,Mütze::N,бармак,фуражка
477,Mütze::N,бапӏах,каскет
478,Mütze::N,бапӏах,фуражка
479,Schuh::N,ботинка,обувка
480,Stiefel::N,чекме,ботуш
481,Ring::N,тупӏал,пръстен
482,Band::N,тасма,лента
483,Band::N,тасма,връзка
484,Kamm::N,регъ,гребен
485,Spiegel::N,гуьзгуь,огледало
486,Riemen::N,къайиш,каиш
487,Riemen::N,къайиш,ремък
488,Schnur::N,еб,връв
489,Decke::N,яргъан,покривка
490,Kissen::N,хъуьцуьган,възглавница
491,Tuch::N,шал,сукно
492,Handtuch::N,дасмал,пешкир
493,Handtuch::N,дасмал,кърпа за лице
494,Kraft::N,гуж,мощ
495,Kraft::N,гуж,сила
496,Stärke::N,къуват,сила
497,Gesundheit::N,сагъвал,здраве
498,Krankheit::N,тӏал,болест
499,Schmerz::N,тӏал,болка
500,Schmerz::N,тӏарвал,болка
501,Wunde::N,хер,рана
502,Fieber::N,ифин,треска
503,Fieber::N,ифин,температура
504,Arznei::N,дарман,лек
505,Arznei::N,дарман,лекарство
506,Brücke::N,муьгъ,мост
507,Brunnen::N,къуй,чешма
508,Brunnen::N,къуй,кладенец
509,Weide::N,уьруьш,паша
510,Weide::N,уьруьш,пасище
511,Pfad::N,рехъ,пътека
512,Weg::N,рехъ,път
513,Straße::N,рехъ,шосе
514,Dorf::N,хуьр,село
515,Stadt::N,шегьер,град
516,Brief::N,кагъаз,писмо
517,Buch::N,улуб,книга
518,Buchstabe::N,гьарф,буква
519,Zeitung::N,газета,вестник
520,Leben::N,уьмуьр,живот
521,Tod::N,кьиникь,смърт
522,Grab::N,сур,гроб
523,Kirche::N,килиса,църква
524,Sünde::N,гунагь,грях
525,Gott::N,аллагь,бог
526,Arbeiter::N,фяле,работник
527,Chef::N,гьаким,шеф
528,Chef::N,гьаким,началник
529,Meister::N,устӏар,майстор
530,Arzt::N,доктор,лекар
531,Lehrer::N,муаллим,учител
532,Geld::N,пул,пари
533,Laden::N,магазин,дюкян
534,Laden::N,магазин,магазин
535,Preis::N,къимет,цена
536,Ware::N,мал,стока
537,Ware::N,товар,стока
538,Nutzen::N,хийир,полза
539,Nutzen::N,хийир,облага
540,Nutzen::N,менфят,полза
541,Nutzen::N,менфят,облага
542,Reichtum::N,девлет,богатство
543,Welt::N,дуьнья,свят
544,Land::N,уьлкве,страна
545,Staat::N,пачагьлугъ,щат
546,Staat::N,пачагьлугъ,държава
547,Staat::N,государство,щат
548,Staat::N,государство,държава
549,König::N,пачагь,крал
550,Macht::N,власть,мощ
551,Macht::N,власть,власт
552,Grenze::N,сергьят,граница
553,Krieg::N,дяве,война
554,Feind::N,душман,враг
555,Feind::N,душман,неприятел
556,Gewalt::N,гуж,сила
557,Gewalt::N,гуж,насилие
558,Kampf::N,женг,борба
559,Kampf::N,женг,сражение
560,Bogen[Waffe]::N,чӏемерук,лък
561,Pfeil::N,хьел,стрела
562,Gewehr::N,тфенг,пушка
563,Fehler::N,гъалатӏ,грешка
564,Lüge::N,ттаб,лъжа
565,Schaden::N,зиян,повреда
566,Schaden::N,зарар,повреда
567,Unglück::N,бала,нещастие
568,Unglück::N,бедбахтвал,нещастие
569,Schuld::N,тахсир,вина
570,Alter::N,яш,възраст
571,Schluss::N,эхир,край
572,Zeit::N,вяде,време
573,Tag::N,югъ,ден
574,Morgen::N,пакама,утро
575,Morgen::N,пакама,сутрин
576,Mittag::N,нисин,обед
577,Mittag::N,нисин,пладне
578,Abend::N,няни,вечер
579,Nacht::N,йиф,нощ
580,Woche::N,гьафте,седмица
581,Monat::N,варз,месец
582,Jahr::N,йис,година
583,Frühling::N,гатфар,пролет
584,Sommer::N,гад,лято
585,Herbst::N,зул,есен
586,Winter::N,кьуьд,зима
587,Januar::N,январь,януари
588,Februar::N,февраль,февруари
589,März::N,март,март
590,April::N,апрель,април
591,Mai::N,май,май
592,Juni::N,июнь,юни
593,Juli::N,июль,юли
594,August::N,август,август
595,September::N,сентябрь,септември
596,Oktober::N,октябрь,октомври
597,November::N,ноябрь,ноември
598,Dezember::N,декабрь,декември
599,Montag::N,ислен,понеделник
600,Dienstag::N,саласа,вторник
601,Mittwoch::N,арбе,сряда
602,Donnerstag::N,хемис югъ,четвъртък
603,Freitag::N,жуьмя,петък
604,Freitag::N,жуьмя югъ,петък
605,Samstag::N,киш,събота
606,Sonntag::N,гьяд,неделя
607,groß::A,еке,едър
608,groß::A,еке,голям
609,groß::A,чӏехи,едър
610,groß::A,чӏехи,голям
611,klein::A,гъвечӏи,малък
612,klein::A,гъвечӏи,дребен
613,lang::A,яргъи,дълъг
614,kurz::A,куьруь,къс
615,breit::A,гьяркьуь,широк
616,schmal::A,гуьтӏуь,тесен
617,dicht::A,къалин,гъст
618,dünn::A,кьелечӏ,тънък
619,fein::A,шуькӏуь,фин
620,fein::A,шуькӏуь,тънък
621,fest::A,кӏеви,твърд
622,fest::A,кӏеви,плътен
623,flach::A,кьулу,равен
624,flach::A,кьулу,плосък
625,glatt::A,цӏалцӏам,гладък
626,hart::A,кӏеви,твърд
627,hart::A,кӏеви,корав
628,weich::A,хъуьтуьл,мек
629,rund::A,элкъвей,кръгъл
630,spitz::A,хци,островръх
631,scharf::A,хци,остър
632,stumpf::A,къуьруь,тъп
633,schwer::A,залан,тежък
634,schön::A,иер,хубав
635,schön::A,иер,красив
636,heiß::A,кудай,жарък
637,warm::A,чими,топъл
638,kalt::A,мекьи,студен
639,kühl::A,къайи,хладен
640,frisch::A,таза,свеж
641,frisch::A,михьи,свеж
642,feucht::A,ламу,влажен
643,nass::A,кьежей,мокър
644,trocken::A,кьуру,сух
645,voll::A,ацӏай,пълен
646,leer::A,буш,празен
647,leer::A,ичӏи,празен
648,offen::A,ахъа,откровен
649,geschlossen::A,кӏеви,закрит
650,geschlossen::A,кӏеви,затворен
651,sauber::A,михьи,чист
652,schmutzig::A,чиркин,мръсен
653,schmutzig::A,кьацӏай,мръсен
654,roh::A,чиг,суров
655,roh::A,ицӏи,суров
656,reif::A,дигмиш хьайи,зрял
657,lecker::A,дадлу,вкусен
658,süß::A,ширин,сладък
659,bitter::A,туькьуьл,горчив
660,sauer::A,цуру,кисел
661,hell::A,экуь,ясен
662,hell::A,экуь,светъл
663,dunkel::A,мичӏи,тъмен
664,schwarz::A,чӏулав,черен
665,weiß::A,лацу,бял
666,rot::A,яру,червен
667,gelb::A,хъипи,жълт
668,blau::A,вили,син
669,grün::A,къацу,зелен
670,grau::A,рехи,сив
671,bunt::A,цӏару,шарен
672,bunt::A,цӏару,пъстър
673,bunt::A,яру-цӏару,шарен
674,bunt::A,яру-цӏару,пъстър
675,billig::A,ужуз,евтин
676,teuer::A,багьа,скъп
677,wertvoll::A,масан,ценен
678,blind::A,буьркьуь,сляп
679,taub::A,биши,глух
680,kräftig::A,гужлу,силен
681,stark::A,къуватлу,здрав
682,stark::A,къуватлу,силен
683,schwach::A,такьатсуз,слаб
684,fett::A,куьк,тлъст
685,schlank::A,шумал,тънък
686,schlank::A,шумал,строен
687,hübsch::A,гуьрчег,хубав
688,böse::A,пис,зъл
689,dumm::A,ахмакь,глупав
690,faul::A,тенпел,ленив
691,faul::A,тенпел,мързелив
692,fleißig::A,сяй ийидай,прилежен
693,fleißig::A,сяйи ийидай,прилежен
694,geizig::A,мискьи,скъпернически
695,klug::A,акьуллу,умен
696,klug::A,акьуллу,разумен
697,geschickt::A,магьир,умел
698,geschickt::A,магьир,сръчен
699,lieb::A,играми,мил
700,lieb::A,играми,драг
701,lustig::A,шад,весел
702,sanft::A,назик,нежен
703,sanft::A,назик,кротък
704,sanft::A,милайим,нежен
705,sanft::A,милайим,кротък
706,hungrig::A,гишин,гладен
707,krank::A,кефсуз,болен
708,nackt::A,кьецӏил,гол
709,traurig::A,пашман,тъжен
710,traurig::A,пашман,печален
711,lebendig::A,ччан алай,жив
712,gut::A,хъсан,добър
713,gut::A,вижевай,добър
714,schlecht::A,пис,лош
715,richtig::A,дуьз,правилен
716,schlimm::A,нифретлу,лош
717,wahr::A,гьакъикъи,верен
718,wahr::A,гьакъикъи,истински
719,alt::A,эски,стар
720,alt::A,эски,древен
721,alt::A,куьгьне,стар
722,alt::A,куьгьне,древен
723,neu::A,цӏийи,нов
724,ehemalig::A,виликан,бивш
725,alt[Lebewesen]::A,кьуьзуь,стар
726,jung::A,жегьил,млад
727,arm::A,кесиб,беден
728,reich::A,девлетлу,богат
729,bekannt::A,чидай,познат
730,bekannt::A,чидай,известен
731,berühmt::A,машгьур,почут
732,berühmt::A,машгьур,известен
733,fremd::A,ччара,чужд
734,verschieden::A,жуьреба-жуьре,разен
735,verschieden::A,жуьреба-жуьре,различен
736,nah::A,мукьвал,близък
737,fern::A,яргъал,далечен
738,linker::A,чапла,ляв
739,rechter::A,эрчӏи,прав
740,anderer::A,маса,друг
741,anderer::A,муькуь,друг
742,erster::A,сад лагьай,пръв
743,erster::A,сад лагьай,първи
744,zweiter::A,кьвед лагьай,втори
745,dritter::A,пуд лагьай,трети
746,letzter::A,эхиримжи,последен
747,allein::ADV,кьилди,само
748,zusammen::ADV,санал,заедно
749,lange::ADV,яргъалди,дълго
750,plötzlich::ADV,садлагьана,изведнъж
751,sofort::ADV,гьасятда,веднага
752,später::ADV,гуьгъуьнлай,по-късно
753,jetzt::ADV,гила,сега
754,heute::ADV,къе,днес
755,morgen::ADV,пака,утре
756,bald::ADV,мукьва,скоро
757,bald::ADV,мукьвара,скоро
758,dann::ADV,ахпа,после
759,dann::ADV,ахпа,тогава
760,gestern::ADV,накь,вчера
761,einst::ADV,садра,някога
762,damals::ADV,а чӏавуз,тогава
763,danach::ADV,ахпа,после
764,danach::ADV,ахпа,след това
765,vorher::ADV,вилик,преди
766,vorher::ADV,вилик,преди това
767,zuerst::ADV,сифте,най-напред
768,einmal::ADV,садра,веднъж
769,einmal::ADV,садра,един път
770,manchmal::ADV,гагь-гагь,понякога
771,oft::ADV,гзаф вахтара,често
772,immer::ADV,гьамиша,винаги
773,niemals::ADV,са чӏавузни,никога
774,niemals::ADV,са вахтундани,никога
775,hier::ADV,ина,тук
776,hier::ADV,ина,тука
777,hierhin::ADV,иниз,насам
778,von hier::ADV,инай,оттук
779,von hier::ADV,инай,оттука
780,dort::ADV,ана,там
781,dorthin::ADV,аниз,натам
782,dorthin::ADV,аниз,нататък
783,geradeaus::ADV,дуьз,направо
784,vorwärts::ADV,вилик,напред
785,vorwärts::ADV,виликди,напред
786,rückwärts::ADV,кьулухъ,назад
787,unten::ADV,агъада,долу
788,hinab::ADV,агъуз,надолу
789,oben::ADV,винел,горе
790,hinauf::ADV,виниз,нагоре
791,überall::ADV,вирина,навсякъде
792,nicht::ADV,ваъ,не
793,ein wenig::ADV,са тӏимил,малко
794,kaum::ADV,жизви,едва
795,kaum::ADV,жизви,едвам
796,sehr::ADV,лап,много
797,sehr::ADV,лап,твърде
798,so::ADV,икӏ,тъй
799,so::ADV,икӏ,така
800,noch::ADV,гьеле,още
801,nur::ADV,анжах,само
802,schon::ADV,хъувуна,вече
803,schon::ADV,мадни дардиз,вече
804,schon::ADV,мадни гуьтӏуьз,вече
805,schon::ADV,мадни гуьтӏуь я,вече
806,vergebens::ADV,нагьакь,напразно
807,vergebens::ADV,нагьакьа,напразно
808,vor::PRP,вилик,пред
809,hinter::PRP,кьулухъ,зад
810,unter::PRP,кӏаник,под
811,durch::PRP,арадай,през
812,durch::PRP,-кай хкатна,през
813,neben::PRP,патав,до
814,neben::PRP,патав,при
815,neben::PRP,мукьув,до
816,neben::PRP,мукьув,при
817,zwischen::PRP,ара,между
