,Concept_ID,is,ml
638,richtig::A,réttur,ശരിയായ
639,schlimm::A,slæmur,വൃത്തികെട്ട
640,wahr::A,sannur,ശരിയായ
641,alt::A,gamall,പഴയ
642,neu::A,nýr,പുതിയ
643,ehemalig::A,fyrrverandi,മുൻ
644,alt[Lebewesen]::A,gamall,വയസ്സുള്ള
645,jung::A,ungur,കൌമാരമായ
646,arm::A,vesall,പാവപ്പെട്ട
647,arm::A,fátækur,പാവപ്പെട്ട
648,reich::A,ríkur,സമ്പന്നമായ
649,reich::A,auðugur,സമ്പന്നമായ
650,bekannt::A,kunnugur,പരിചിതമായ
651,berühmt::A,frægur,പ്രശസ്തനായ
652,fremd::A,framandi,വൈദേശികമായ
653,fremd::A,ókunnugur,വൈദേശികമായ
654,verschieden::A,ýmis,വ്യത്യസ്തമായ
655,nah::A,nálægur,അരികത്തുള്ള
656,fern::A,fjarri,അകലെയുള്ള
657,fern::A,fjarlægur,അകലെയുള്ള
658,linker::A,vinstri,അവശേഷിച്ച
659,rechter::A,hægri,വലത്തേ
660,anderer::A,annar,മറ്റുള്ള
661,erster::A,fyrsti,ആദ്യത്തെ
662,zweiter::A,annar,രണ്ടാം
663,dritter::A,þriðji,മൂന്നാമത്
664,letzter::A,síðasti,അവസാനത്തെ
665,allein::ADV,einn,തനിച്ചുള്ള
666,allein::ADV,aleinn,തനിച്ചുള്ള
667,auf einmal::ADV,allt í einu,ഉടന്
668,zusammen::ADV,saman,ഒരുമിച്ച
669,lange::ADV,lengi,നീണ്ട_കാലത്തേയ്ക്ക്
670,plötzlich::ADV,skyndilega,പെട്ടെന്ന്
671,sofort::ADV,strax,തത്ക്ഷണം
672,sofort::ADV,þegar í stað,തത്ക്ഷണം
673,später::ADV,seinna,പിന്നീട്
674,jetzt::ADV,nú,ഇപ്പോൾ
675,jetzt::ADV,núna,ഇപ്പോൾ
676,heute::ADV,í dag,ഇന്ന്
677,morgen::ADV,á morgun,നാളെ
678,bald::ADV,brátt,ഉടനെ
679,bald::ADV,bráðum,ഉടനെ
680,dann::ADV,svo,അപ്പോൾ
681,dann::ADV,síðan,അപ്പോൾ
682,gestern::ADV,í gær,ഇന്നലെ
683,einst::ADV,forðum,പണ്ടൊരിക്കല്
684,damals::ADV,þá,അപ്പോൾ
685,damals::ADV,á þeim tímum,അപ്പോൾ
686,danach::ADV,á eftir því,പിന്നീട്
687,vorher::ADV,áður,മുൻപ്
688,zuerst::ADV,fyrst,ആദ്യം
689,einmal::ADV,einu sinni,ഒരിക്കൽ
690,manchmal::ADV,stundum,ചിലപ്പോൾ
691,oft::ADV,oft,പലപ്പോഴും
692,immer::ADV,alltaf,എപ്പോഴും
693,immer::ADV,sífellt,എപ്പോഴും
694,niemals::ADV,aldrei,ഒരിക്കലും
695,hier::ADV,hér,ഇവിടെ
696,hierhin::ADV,hingað,ഇവിടേക്ക്
697,von hier::ADV,héðan,ഇവിടെനിന്ന്
698,dort::ADV,þar,അവിടെ
699,dort::ADV,þarna,അവിടെ
700,dorthin::ADV,þangað,അവിടേക്ക്
701,geradeaus::ADV,beint áfram,മുമ്പിൽ
702,geradeaus::ADV,beint áfram,മുമന്നോട്ട്
703,vorwärts::ADV,áfram,മുന്നോട്ട്
704,rückwärts::ADV,aftur á bak,തലതിരിച്ച്
705,zurück::ADV,aftur,പുറകിലേക്ക്
706,zurück::ADV,til baka,പുറകിലേക്ക്
707,unten::ADV,niðri,താഴെ
708,unten::ADV,fyrir neðan,താഴെ
709,hinab::ADV,niður,താഴേക്ക്
710,hinab::ADV,niður eftir,താഴേക്ക്
711,oben::ADV,uppi,മുകളിൽ
712,hinauf::ADV,upp,മുകളിൽ
713,hinauf::ADV,upp eftir,മുകളിൽ
714,überall::ADV,alls staðar,എല്ലായിടത്തും
715,nicht::ADV,ekki,ഇല്ല
716,ein wenig::ADV,dálítið,കുറച്ച്
717,kaum::ADV,varla,കഷ്ടിച്ച്
718,kaum::ADV,tæplega,കഷ്ടിച്ച്
719,sehr::ADV,mjög,വളരെ
720,so::ADV,svo,അങ്ങനെ
721,so::ADV,þannig,അങ്ങനെ
722,noch::ADV,enn,ഇപ്പോഴും
723,noch::ADV,ennþá,ഇപ്പോഴും
724,nur::ADV,bara,മാത്രം
725,nur::ADV,aðeins,മാത്രം
726,schon::ADV,nú þegar,നേരത്തേ തന്നെ
727,wieder::ADV,aftur,വീണ്ടും
728,wieder::ADV,að nýju,വീണ്ടും
729,vergebens::ADV,árangurslaust,വിഫല
730,vor::PRP,fyrir,മുമ്പിൽ
731,hinter::PRP,bak við,പുറകിൽ
732,hinter::PRP,aftur fyrir,പുറകിൽ
733,unter::PRP,undir,കീഴിൽ
734,durch::PRP,gegnum,ഉള്ളിലൂടെ
735,neben::PRP,hjá,അടുത്ത്
736,neben::PRP,við hliðina á,അടുത്ത്
737,zwischen::PRP,milli,ഇടയ്ക്ക്
738,zwischen::PRP,á milli,ഇടയ്ക്ക്
739,wegen::PRP,vegna,നിമിത്തം
740,dies::PRN,þetta,ഇത്
741,das::PRN,það,അത്
742,alles::PRN,allt,എല്ലാം
743,ich::PRN,ég,ഞാൻ
744,du::PRN,þú,നിങ്ങൾ
745,er::PRN,hann,അദ്ദേഹം
746,er::PRN,hann,അയാൾ
747,er::PRN,hann,അവൻ
748,er::PRN,hann,അവർ
749,er::PRN,hann,അവൾ
750,wir::PRN,við,നമ്മൾ
751,ihr::PRN,þið,നിങ്ങൾ
752,sie::PRN,þær,അവർ
753,sie::PRN,þeir,അവർ
754,was::FPRN,hvað,എന്ത്
755,wer::FPRN,hver,ആര്
756,wo::FADV,hvar,എവിടെ
757,wohin::FADV,hvert,എവിടേക്ക്
758,wie::FADV,hvernig,എങ്ങനെ
759,warum::FADV,hvers vegna,എന്തുകൊണ്ട്
760,wieviel::FNUM,hve mikill,എത്ര
761,eins::NUM,einn,ഒന്ന്
762,zwei::NUM,tveir,രണ്ട്
763,drei::NUM,þrír,മൂന്ന്
764,vier::NUM,fjórir,നാല്
765,fünf::NUM,fimm,അഞ്ച്
766,sechs::NUM,sex,ആറ്
767,sieben::NUM,sjö,ഏഴ്
768,acht::NUM,átta,എട്ട്
769,neun::NUM,níu,ഒമ്പത്
770,zehn::NUM,tíu,പത്ത്
771,elf::NUM,ellefu,പതിനൊന്ന്
772,zwölf::NUM,tólf,പന്ത്രണ്ട്
773,zwanzig::NUM,tuttugu,ഇരുപത്
774,dreißig::NUM,þrjátíu,മുപ്പത്
775,vierzig::NUM,fjörutíu,നാൽപ്പത്
776,fünfzig::NUM,fimmtíu,അൻപത്
777,sechzig::NUM,sextíu,അറുപത്
778,siebzig::NUM,sjötíu,എഴുപത്
779,achtzig::NUM,áttatíu,എൺപത്
780,neunzig::NUM,níutíu,തൊണ്ണൂറ്
781,hundert::NUM,hundrað,നൂറ്
782,tausend::NUM,þúsund,ആയിരം
783,und::CNJ,og,ഉം
784,oder::CNJ,eða,അഥവാ
785,stehen::V,standa,നിൽക്കുക
786,sitzen::V,sitja,ഇരിക്കുക
787,liegen::V,liggja,കിടക്കുക
788,hängen::V,hanga,തൂങ്ങുക
789,werden::V,verða,ആയിത്തീരുക
790,passieren::V,gerast,സംഭവിക്കുക
791,beginnen::V,byrja,ആരംഭിക്കുക
792,enden::V,enda,അവസാനിപ്പിക്കുക
793,enden::V,lykta,അവസാനിപ്പിക്കുക
794,wechseln::V,skipta,മാറ്റുക
795,aufgehen[Sonne]::V,koma upp,ഉയരുക
796,untergehen[Sonne]::V,ganga til viðar,അടുക്കി_വയ്ക്കുക
797,scheinen[Sonne]::V,skína,പ്രകാശിക്കുക
798,donnern::V,þruma,ഇടിവെട്ടുക
799,wehen::V,blása,വീശുക
800,strömen::V,streyma,ഒഴുകുക
801,fließen::V,fljóta,ഒഴുകുക
802,sich drehen::V,snúast,ചുറ്റുക
803,sich drehen::V,snúast,കറക്കുക
804,schwanken::V,riða,ഇരുവശത്തേയ്ക്കും_ആടുക
805,schwanken::V,rugga,ഇരുവശത്തേയ്ക്കും_ആടുക
806,schwingen::V,sveiflast,ആടുക
807,fallen::V,falla,വീഴുക
808,brennen::V,brenna,കത്തുക
809,rauchen::V,reykja,പുകയുക
810,regnen::V,rigna,മഴ_പെയ്യുക
811,gefrieren::V,frjósa,തണത്ത്_മരവിക്കുക
812,tauen::V,þiðna,അലിയുക
813,schmelzen::V,bráðna,ഉരുകുക
814,trocknen::V,þorna,വരളുക
815,sieden::V,sjóða,തിളപ്പിക്കുക
816,faulen::V,rotna,ചീയുക
817,verfaulen::V,rotna,അഴുകുക
818,reißen::V,rifna,ശബ്ദത്തോടെ_മുറിയുക
819,versinken::V,sökkva,മുക്കുക
820,vergehen::V,líða,കടന്നുപോകുക
821,erscheinen::V,birtast,പ്രത്യക്ഷപ്പെടുക
822,verschwinden::V,hverfa,അദൃശ്യമാകുക
823,sinken::V,síga,താഴുക
824,abnehmen::V,lækka,കുറിയുക
825,abnehmen::V,minnka,കുറിയുക
826,zunehmen::V,aukast,വർദ്ധിക്കുക
827,steigen::V,stíga,ഉയരുക
828,wachsen::V,vaxa,വളരുക
829,glänzen::V,glóa,മിന്നുക
830,glänzen::V,glampa,മിന്നുക
831,funkeln::V,leiftra,തിളങ്ങുക
832,lärmen::V,hafa hátt,ശബ്ദമുണ്ടാക്കുക
833,läuten::V,hringja,മണിമുഴങ്ങുക
834,klingeln::V,hringja,ചിലമ്പുക
835,klirren::V,glamra,കിലുക്കുക
836,klirren::V,skrölta,കിലുക്കുക
837,brausen::V,ólga,മുഴങ്ങുക
838,rauschen::V,suða,അനങ്ങുക
839,klingen::V,hljóma,മുഴക്കുക
840,bellen::V,gelta,കുരയ്ക്കുക
841,heulen::V,væla,ഓരിയിടുക
842,heulen::V,ýlfra,ഓരിയിടുക
843,blasen::V,blása,ഊതുക
844,pfeifen::V,blístra,വിസിലടിക്കുക
845,schreien::V,æpa,ആക്രോശിക്കുക
846,stöhnen::V,stynja,അരക്കം
847,stöhnen::V,stynja,ആർത്തനാദം
848,zittern::V,titra,വിറയ്ക്കുക
849,zittern::V,skjálfa,വിറയ്ക്കുക
850,leben::V,lifa,താമസിക്കുക
851,geboren werden::V,fæðast,ജനിക്കുക
852,atmen::V,anda,ശ്വസിക്കുക
853,atmen::V,draga andann,ശ്വസിക്കുക
854,trinken::V,drekka,കുടിക്കുക
855,essen::V,borða,കഴിക്കുക
856,schlucken::V,kingja,വിഴുങ്ങുക
857,müde werden::V,þreytast,ക്ഷീണിക്കുക
858,einschlafen::V,sofna,നിദ്രിക്കുക
859,schlafen::V,sofa,ഉറങ്ങുക
860,aufwachen::V,vakna,ഉണരുക
861,aufstehen::V,fara á fætur,എഴുന്നേൽക്കുക
862,sich erholen::V,hvíla sig,വിശ്രമിക്കുക
863,krank werden::V,veikjast,ദീനംപിടിക്കുക
864,krank werden::V,verða veikur,ദീനംപിടിക്കുക
865,krank sein::V,vera veikur,രോഗികളാകുക
866,schmerzen::V,kenna til,വേദനിക്കുക
867,husten::V,hósta,ചുമയ്ക്കുക
868,genesen::V,batna,സുഖപ്പെടുക
869,genesen::V,frískast,സുഖപ്പെടുക
870,sterben::V,deyja,മരിക്കുക
871,umkommen::V,farast,മരിക്കുക
872,sich bewegen::V,bifast,സ്ഥലം_മാറുക
873,sich rühren::V,hreyfast,ചലിക്കുക
874,sich erheben::V,standa upp,നിൽക്കുക
875,sich setzen::V,setjast,ഇരിക്കുക
876,hinfallen::V,detta,വീഴുക
877,laufen::V,labba,നടക്കുക
878,schreiten::V,ganga,നടക്കുക
879,spazierengehen::V,ganga sér til skemmtunar,ഉലാത്തുക
880,eilen::V,fara hratt,പാഞ്ഞെത്തുക
881,sich beeilen::V,flýta sér,തിരിക്കുകൂട്ടുക
882,sich beeilen::V,flýta sér,തിടുക്കം_കാട്ടുക
883,sausen::V,þjóta,കുതിക്കുക
884,rennen::V,hlaupa,ഓടുക
885,springen::V,stökkva,ചാടുക
886,klettern::V,klifra,കയറുക
887,schaukeln::V,róla,ഇളകുക
888,schaukeln::V,rugga,ഇളകുക
889,kriechen::V,skríða,പതുങ്ങികയറുക
890,schwimmen::V,synda,നീന്തുക
891,tauchen::V,kafa,വെള്ളത്തിലേക്ക് ചാടുക
892,rudern::V,róa,തുഴയുക
893,fahren::V,aka,വാഹനം ഓടിക്കുക
894,fahren::V,fara,വാഹനം ഓടിക്കുക
895,fliegen::V,fljúga,പറക്കുക
896,gehen::V,fara,പോകുക
897,gehen::V,ganga,പോകുക
898,weggehen::V,fara burt,വിടുക
899,weggehen::V,ganga burt,വിടുക
900,abfahren::V,aka burt,പുറപ്പെടുക
901,anhalten::V,stöðva,നിർത്തുക
902,hineingehen::V,ganga inn,പ്രവേശിക്കുക
903,eintreten::V,koma inn,പ്രവേശിക്കുക
904,eintreten::V,ganga inn,പ്രവേശിക്കുക
905,kommen::V,koma,വരുക
906,ankommen::V,koma til,എത്തിച്ചേരുക
907,zurückkommen::V,koma til baka,തിരിച്ചു വരുക
908,bleiben::V,haldast,തുടരുക
909,bleiben::V,vera kyrr,തുടരുക
910,warten::V,bíða,കാത്തിരിക്കുക
911,erwarten::V,búast við,പ്രതീക്ഷിക്കുക
912,erwarten::V,eiga von á,പ്രതീക്ഷിക്കുക
913,suchen::V,leita,തിരയുക
914,finden::V,finna,കണ്ടെത്തുക
915,versuchen::V,reyna,ശ്രമിക്കുക
916,vorbereiten::V,undirbúa,തയ്യാറെടുക്കുക
917,lieben::V,elska,സ്നേഹിക്കുക
918,mögen::V,þykja gott,ഇഷ്ടപ്പെടുക
919,mögen::V,falla í geð,ഇഷ്ടപ്പെടുക
920,lachen::V,hlæja,ചിരിക്കുക
921,rühren::V,snerta,ഹൃദയം സ്പർശിക്കുക
922,weinen::V,gráta,തേങ്ങുക
923,schimpfen::V,skammast,പിറുപിറുക്കുക
924,sich ärgern::V,sárna,കോപിക്കുക
925,sich ärgern::V,gremjast,കോപിക്കുക
926,sich fürchten::V,óttast,പേടിക്കുക
927,fürchten::V,óttast,പേടിക്കുക
928,fliehen::V,flýja,രക്ഷപ്പെടുക
929,flüchten::V,strjúka,രക്ഷപ്പെടുക
930,sehen::V,sjá,കാണുക
931,anschauen::V,horfa á,നോക്കുക
932,ansehen::V,líta á,നോക്കുക
933,hören::V,heyra,കേൾക്കുക
934,zuhören::V,hlusta,ശ്രദ്ധിക്കുക
935,probieren::V,smakka,രുചിയുള്ളതായി_തോന്നുക
936,riechen::V,þefa,മണത്തു_നോക്കുക
937,fühlen::V,finna til,സ്പർശിച്ചറിയുക
938,scheinen::V,virðast,കാണപ്പെടുക
939,zu sehen sein::V,vera að sjá,വെളിച്ചപ്പെടുക
940,vernehmen::V,heyra,കേൾക്കുക
941,vernehmen::V,greina,കേൾക്കുക
942,frieren::V,frjósa,വിറയ്ക്കുക
943,tun::V,gera,ചെയ്യുക
944,können::V,geta,കഴിയുക
945,wollen::V,ætla,വേണുക
946,wollen::V,vilja,വേണുക
947,anfangen::V,hefja,തുടങ്ങുക
948,beenden::V,enda,പൂർത്തിയാക്കുക
949,beenden::V,ljúka,പൂർത്തിയാക്കുക
950,aufhören::V,lykta,നിർത്തുക
951,gelingen::V,heppnast,വിജയിക്കുക
952,geraten::V,lukkast,പരിണമിക്കുക
953,öffnen::V,opna,തുറക്കുക
954,schließen::V,loka,അടയ്ക്കുക
955,stellen::V,láta,വയ്ക്കുക
956,stellen::V,setja,വയ്ക്കുക
957,setzen::V,láta,വയ്ക്കുക
958,setzen::V,setja,വയ്ക്കുക
959,legen::V,láta,ഇടുക
960,legen::V,leggja,ഇടുക
961,berühren::V,koma við,തൊടുക
962,verbinden::V,sameina,ഘടിപ്പിക്കുക
963,bedecken::V,hylja,മുടുക
964,aufhängen::V,hengja,കെട്ടിതൂക്കുക
965,aufhängen::V,hengja upp,കെട്ടിതൂക്കുക
966,anzünden::V,kveikja í,കത്തിക്കുക
967,aufheben::V,taka upp,പെറുക്കിയെടുക്കുക
968,aufheben::V,lyfta upp,പെറുക്കിയെടുക്കുക
969,zurücklassen::V,skilja eftir,വച്ചുപോരുക
970,verlieren::V,týna,നഷ്ടപ്പെടുക
971,verlieren::V,glata,നഷ്ടപ്പെടുക
972,fallen lassen::V,missa,വീഴ്ത്തുക
973,machen::V,búa til,ഉണ്ടാക്കുക
974,herstellen::V,framleiða,ഉൽപാദിപ്പിക്കുക
975,bauen::V,smíða,നിർമ്മിക്കുക
976,bauen::V,byggja,നിർമ്മിക്കുക
977,reparieren::V,gera við,നന്നാക്കുക
978,verbessern::V,bæta,മെച്ചപ്പെടുക
979,ändern::V,breyta,മാറ്റംവരുത്തുക
980,graben::V,grafa,കുഴിക്കുക
981,beugen::V,beygja,വണങ്ങുക
982,biegen::V,sveigja,കുനിയുക
983,drehen::V,snúa,തിരിക്കുക
984,wenden::V,snúa,തിരിയുക
985,wenden::V,venda,തിരിയുക
986,umdrehen::V,venda,തിരിയുക
987,umdrehen::V,snúa við,തിരിയുക
988,heben::V,hefja,ഉയർത്തുക
989,hochheben::V,lyfta upp,ഉയർത്തുക
990,ergreifen::V,grípa,ബലമായി_പിടിക്കുക
991,halten::V,rúma,പിടിക്കുക
992,halten::V,halda,പിടിക്കുക
993,drücken::V,þjá,അമർത്തുക
994,drücken::V,þrýsta,അമർത്തുക
995,schieben::V,ýta,തള്ളുക
996,kratzen::V,klóra,ചുരണ്ടുക
997,lecken::V,sleikja,നക്കുക
998,beißen::V,bíta,കടിക്കുക
999,abreißen::V,rífa af,കീറിക്കളയുക
1000,abreißen::V,rífa frá,കീറിക്കളയുക
1001,abschneiden::V,skera af,മുറിച്ചുമാറ്റുക
1002,abschneiden::V,klippa af,മുറിച്ചുമാറ്റുക
1003,binden::V,binda,കെട്ടുക
1004,stecken::V,stinga,തുളയ്ക്കുക
1005,brechen::V,brjóta,ഉടയുക
1006,klopfen::V,berja,തട്ടുക
1007,klopfen::V,klappa,തട്ടുക
1008,hauen::V,berja,അടിക്കുക
1009,hauen::V,höggva,അടിക്കുക
1010,kleben::V,líma,ഒട്ടിക്കുക
1011,reiben::V,núa,തിരുമ്മിത്തുടയ്ക്കുക
1012,streichen::V,smyrja,പടർത്തുക
1013,schleifen::V,slípa,പൊടിക്കുക
1014,schneiden::V,skera,മുറിക്കുക
1015,schneiden::V,klippa,മുറിക്കുക
1016,rütteln::V,skaka,മുട്ടുക
1017,schütteln::V,hrista,കുലുക്കുക
1018,schwenken::V,sveifla,ആടുക
1019,schütten::V,hella,ഒഴിക്കുക
1020,füllen::V,fylla,നിറയ്ക്കുക
1021,einwickeln::V,vefja inn í,പൊതിയുക
1022,tragen::V,bera,വഹിക്കുക
1023,schleppen::V,draga,വലിച്ചിഴയ്ക്കുക
1024,ziehen::V,toga,വലിക്കുക
1025,ziehen::V,draga,വലിക്കുക
1026,aufbewahren::V,geyma,വയ്ക്കുക
1027,werfen::V,kasta,എറിയുക
1028,fangen::V,grípa,പിടിക്കുക
1029,packen::V,þrífa í,തട്ടിപ്പറിക്കുക
1030,verstecken::V,fela,മറയ്ക്കുക
1031,teilen::V,deila,വിഭജിക്കുക
1032,schicken::V,senda,അയയ്ക്കുക
1033,bringen::V,færa,കൊണ്ടുവരുക
1034,bringen::V,flytja,കൊണ്ടുവരുക
1035,hinzufügen::V,bæta við,കൂട്ടുക
1036,bekommen::V,hljóta,കിട്ടുക
1037,bekommen::V,ná,കിട്ടുക
1038,erhalten::V,fá,സ്വീകരിക്കുക
1039,nehmen::V,taka,എടുക്കുക
1040,wählen::V,velja,തിരഞ്ഞെടുക്കുക
1041,auswählen::V,velja úr,തിരഞ്ഞെടുക്കുക
1042,bewahren::V,gæta,പുലർത്തുക
1043,bewahren::V,vernda,പുലർത്തുക
1044,behindern::V,varna,തടയിടുക
1045,verderben::V,spilla,നശിപ്പിക്കുക
1046,beschädigen::V,skemma,ക്ഷതമേൽപ്പിക്കുക
1047,zerbrechen::V,brjóta,ഉടയുക
1048,zerreißen::V,rífa,കീറുക
1049,zerreißen::V,rífa sundur,കീറുക
1050,zerstören::V,rífa niður,നശിപ്പിക്കുക
1051,verbrennen::V,brenna,കത്തിനശിക്കുക
1052,verbrennen::V,brenna,കത്തിച്ചുകളയുക
1053,geben::V,gefa,കൊടുക്കുക
1054,geben::V,gefa,തരുക
1055,reichen::V,rétta,കൈമാറുക
1056,schenken::V,gefa,സമ്മാനം കൊടുക്കുക
1057,versprechen::V,lofa,വാഗ്ദാനം_നൽകുക
1058,versprechen::V,heita,വാഗ്ദാനം_നൽകുക
1059,wünschen::V,óska,ആഗ്രഹിക്കുക
1060,loben::V,lofa,പുകഴ്ത്തുക
1061,loben::V,hrósa,പുകഴ്ത്തുക
1062,küssen::V,kyssa,ഉമ്മവയ്ക്കുക
1063,wiegen::V,rugga,ഇളകുക
1064,zudecken::V,þekja,മുടുക
1065,zudecken::V,breiða yfir,മുടുക
1066,wecken::V,vekja,ഉണർത്തുക
1067,zeigen::V,sýna,കാണിക്കുക
1068,führen::V,leiða,നടത്തുക
1069,lehren::V,kenna,പഠിപ്പിക്കുക
1070,unterrichten::V,fræða,പരിശീലിപ്പിക്കുക
1071,aufziehen::V,ala upp,വളർത്തിക്കൊണ്ടുവരുക
1072,leiten::V,stjórna,നയിക്കുക
1073,antreiben::V,hvetja,പ്രേരിപ്പിക്കുക
1074,lassen::V,láta,അനുവദിക്കുക
1075,einladen::V,bjóða heim,ക്ഷണിക്കുക
1076,vereinigen::V,sameina,കൂടിച്ചേരുക
1077,besuchen::V,heimsækja,സന്ദർശിക്കുക
1078,treffen::V,hitta,തമ്മിൽ കാണുക
1079,sich versammeln::V,safnast saman,സംയോജിപ്പിക്കുക
1080,spielen::V,leika sér,കളിക്കുക
1081,singen::V,syngja,പാടുക
1082,tanzen::V,dansa,നൃത്തം ചെയ്യുക
1083,sich trennen::V,skiljast,നേർപെടുത്തുക
1084,verlassen::V,yfirgefa,പിൻവാങ്ങുക
1085,retten::V,bjarga,രക്ഷിക്കുക
1086,bewachen::V,gæta,കാവൽനിൽക്കുക
1087,bewachen::V,hafa vörð á,കാവൽനിൽക്കുക
1088,schützen::V,vernda,പരിരക്ഷിക്കുക
1089,verteidigen::V,verja,പ്രതിരോധിക്കുക
1090,sich schlagen::V,slást,കലഹിക്കുക
1091,sich schlagen::V,berjast,കലഹിക്കുക
1092,schießen::V,skjóta,വെടിവെക്കുക
1093,siegen::V,sigra,വിജയിക്കുക
1094,ärgern::V,ergja,വിഷമിപ്പിക്കുക
1095,ärgern::V,skaprauna,വിഷമിപ്പിക്കുക
1096,schlagen::V,slá,അടിക്കുക
1097,schlagen::V,lemja,അടിക്കുക
1098,treten::V,sparka,തൊഴിക്കുക
1099,stechen::V,stinga,കുത്തുക
1100,stoßen::V,hrinda,തള്ളുക
1101,stehlen::V,stela,മോഷ്ടിക്കുക
1102,stören::V,trufla,ശല്യപ്പെടുത്തുക
1103,belästigen::V,ónáða,മെനക്കെടുക
1104,verbergen::V,leyna,മറയ്ക്കുക
1105,verbergen::V,leyna,ഒളിക്കുക
1106,täuschen::V,gabba,കബളിപ്പിക്കുക
1107,täuschen::V,blekkja,കബളിപ്പിക്കുക
1108,betrügen::V,svíkja,ചതിക്കുക
1109,betrügen::V,blekkja,ചതിക്കുക
1110,töten::V,drepa,കൊല്ലുക
1111,wohnen::V,búa,താമസിക്കുക
1112,arbeiten::V,vinna,ജോലിചെയ്യുക
1113,sammeln::V,safna,സഞ്ചയിക്കുക
1114,pflücken::V,tína,പറിച്ചെടുക്കുക
1115,pflücken::V,reyta,പറിച്ചെടുക്കുക
1116,jagen::V,veiða,വേട്ടയാടുക
1117,fischen::V,fiska,മീൻ പിടിക്കുക
1118,fassen::V,veiða,പിടിക്കുക
1119,hüten::V,gæta,ചേർക്കുക
1120,hüten::V,vakta,ചേർക്കുക
1121,treiben::V,reka,വാഹനം_ഓടിക്കുക
1122,anbinden::V,binda við,കെട്ടിയിടുക
1123,anbinden::V,binda fast,കെട്ടിയിടുക
1124,füttern::V,fóðra,തീറ്റുക
1125,melken::V,mjólka,പാലുകറക്കുക
1126,hacken::V,höggva,വെട്ടിമുറിക്കുക
1127,gießen::V,hella,നനയ്ക്കുക
1128,reifen::V,þroskast,പാകമാകുക
1129,zubereiten::V,elda,പാചകം_ചെയ്യുക
1130,zubereiten::V,tilbúa,പാചകം_ചെയ്യുക
1131,kochen::V,sjóða,വേവിക്കുക
1132,backen::V,baka,ബേക്ക് ചെയ്യുക
1133,braten::V,steikja,പോരിക്കുക
1134,umrühren::V,hræra í,ഇളക്കുക
1135,stricken::V,prjóna,മെടയുക
1136,nähen::V,sauma,തുന്നുക
1137,färben::V,lita,ചായം പൂശുക
1138,reinigen::V,hreinsa,വൃത്തിയാക്കുക
1139,waschen::V,þvo,കഴുകുക
1140,abwischen::V,þerra,തുടയ്ക്കുക
1141,spülen::V,skola,കഴുകുക
1142,spülen::V,þvo upp,കഴുകുക
1143,fegen::V,sópa,അടിച്ചുവാരുക
1144,fegen::V,hreinsa,അടിച്ചുവാരുക
1145,kehren::V,sópa,അടിച്ചുവാരുക
1146,baden::V,baða sig,നീന്തിത്തുടിക്കുക
1147,sich waschen::V,þvo sér,കഴുകുക
1148,ausziehen::V,fara úr,ഇഴുക്കുക
1149,anziehen::V,fara í,ഉടുക്കുക
1150,sich anziehen::V,klæðast,ധരിച്ച നേടുകയുക
1151,kämmen::V,greiða,മുടിചീകുക
1152,schmücken::V,prýða,അലങ്കരിക്കുക
1153,schmücken::V,skreyta,അലങ്കരിക്കുക
1154,sagen::V,segja,പറയുക
1155,sprechen::V,tala,സംസാരിക്കുക
1156,reden::V,ræða,സംസാരിക്കുക
1157,sich unterhalten::V,spjalla,നർമ്മസല്ലാപം നടത്തുക
1158,sich unterhalten::V,ræðast við,നർമ്മസല്ലാപം നടത്തുക
1159,fragen::V,spyrja,ചോദിക്കുക
1160,bitten::V,biðja,അപേക്ഷിക്കുക
1161,erzählen::V,segja frá,പറയുക
1162,mitteilen::V,tilkynna,അറിയിക്കുക
1163,nennen::V,nefna,പേരിടുക
1164,rufen::V,kalla,വിളിക്കുക
1165,prahlen::V,gorta,പൊങ്ങച്ചം പറയുക
1166,übersetzen::V,þýða,പരിഭാഷപ്പെടുത്തുക
1167,denken::V,hugsa,ചിന്തിക്കുക
1168,glauben::V,trúa,വിശ്വസിക്കുക
1169,bemerken::V,taka eftir,ശ്രദ്ധിക്കുക
1170,erkennen::V,þekkja,തിരിചറിയുക
1171,begreifen::V,skilja,കൈപ്പിടിയിലാക്കുക
1172,verstehen::V,skilja,മനസ്സിലാക്കുക
1173,lernen::V,læra,പഠിക്കുക
1174,wissen::V,vita,അറിയുക
1175,sich erinnern an::V,minnast,ഓർമിക്കുക
1176,vergessen::V,gleyma,മറക്കുക
1177,messen::V,mæla,അളക്കുക
1178,zählen::V,telja,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1179,rechnen::V,reikna,ഗണിക്കുക
1180,lesen::V,lesa,വായിക്കുക
1181,malen::V,mála,ചിത്രം വരയ്ക്കുക
1182,zeichnen::V,teikna,വരയ്ക്കുക
1183,schreiben::V,skrifa,എഴുതുക
1184,besitzen::V,hafa,സ്വന്തമാക്കുക
1185,kaufen::V,kaupa,വാങ്ങുക
1186,verkaufen::V,selja,വിൽക്കുക
1187,bezahlen::V,borga,പരിഹാരം ചെയ്യുക
1188,zahlen::V,borga,പണം അടയ്ക്കുക
1189,beherrschen::V,hafa á valdi sínu,ഭരിക്കുക
1190,ertragen::V,þola,താങ്ങുക
