,Concept_ID,no,kk
826,von hier::ADV,herfra,бер жақтан
827,dort::ADV,der,анда
828,dorthin::ADV,dit,әрі
829,geradeaus::ADV,rett fram,тура
830,vorwärts::ADV,fram,ілгері
831,vorwärts::ADV,framover,ілгері
832,rückwärts::ADV,baklengs,артқа
833,zurück::ADV,tilbake,кейін қарай
834,unten::ADV,nede,төменде
835,hinab::ADV,ned,астына
836,hinab::ADV,ned,төмен
837,hinab::ADV,nedover,астына
838,hinab::ADV,nedover,төмен
839,oben::ADV,oppe,жоғарыда
840,oben::ADV,ovenpå,жоғарыда
841,hinauf::ADV,opp,өрге
842,hinauf::ADV,oppover,өрге
843,überall::ADV,overalt,әрқайда
844,nicht::ADV,ikke,емес
845,ein wenig::ADV,litt,азырақ
846,ein wenig::ADV,litt,аздаған
847,ein wenig::ADV,litt,азғантай
848,kaum::ADV,neppe,зорға
849,sehr::ADV,svært,орасан
850,so::ADV,så,бұлай
851,so::ADV,så,былайша
852,noch::ADV,enda,әлі
853,nur::ADV,bare,ғана
854,schon::ADV,alt,түге
855,schon::ADV,allerede,түге
856,wieder::ADV,igjen,жаңа
857,wieder::ADV,igjen,қайта
858,wieder::ADV,igjen,жаңадан
859,vergebens::ADV,forgjeves,бекер
860,vor::PRP,foran,алды
861,vor::PRP,utenfor,алды
862,hinter::PRP,bak,артынан
863,hinter::PRP,bakom,артынан
864,unter::PRP,under,түп
865,unter::PRP,under,маңында
866,durch::PRP,gjennom,арқылы
867,durch::PRP,igjennom,арқылы
868,neben::PRP,ved siden av,іргеде
869,neben::PRP,ved siden av,жанында
870,zwischen::PRP,mellom,арада
871,wegen::PRP,på grunn av,үшін
872,dies::PRN,dette,бұ
873,dies::PRN,dette,осы
874,das::PRN,det,сол
875,alles::PRN,alt,дүйім
876,alles::PRN,alt,күллі
877,ich::PRN,jeg,мен
878,du::PRN,du,сен
879,er::PRN,han,ол
880,wir::PRN,vi,біз
881,ihr::PRN,dere,сіз
882,sie::PRN,de,олар
883,was::FPRN,hva,не
884,wer::FPRN,hvem,кім
885,wo::FADV,hvor,кәні
886,wo::FADV,hvor,қайда
887,wohin::FADV,hvor ... hen,қайда
888,wie::FADV,hvordan,калай
889,warum::FADV,hvorfor,неғып
890,wieviel::FNUM,hvor mye,неше
891,wieviel::FNUM,hvor mye,қанша
892,eins::NUM,en,бір
893,eins::NUM,ett,бір
894,zwei::NUM,to,екі
895,drei::NUM,tre,үш
896,vier::NUM,fire,төрт
897,fünf::NUM,fem,бес
898,sechs::NUM,seks,алты
899,sieben::NUM,sju,жеті
900,acht::NUM,åtte,сегіз
901,neun::NUM,ni,тоғыз
902,zehn::NUM,ti,он
903,elf::NUM,elleve,он бір
904,zwölf::NUM,tolv,он екі
905,zwanzig::NUM,tjue,жиырма
906,dreißig::NUM,tretti,отыз
907,vierzig::NUM,førti,қырық
908,fünfzig::NUM,femti,елу
909,sechzig::NUM,seksti,алпыс
910,siebzig::NUM,sytti,жетпіс
911,achtzig::NUM,åtti,сексен
912,neunzig::NUM,nitti,тоқсан
913,hundert::NUM,hundre,жүз
914,tausend::NUM,tusen,мың
915,und::CNJ,og,та
916,oder::CNJ,eller,әлде
917,oder::CNJ,eller,немесе
918,stehen::V,stå,тұру
919,sitzen::V,sitte,отыру
920,liegen::V,ligge,жату
921,hängen::V,henge,ілу
922,werden::V,bli,болу
923,werden::V,bli,түрегелу
924,passieren::V,skje,болу
925,passieren::V,hende,болу
926,beginnen::V,begynne,басталу
927,enden::V,ende,ада болу
928,enden::V,slutte,ада болу
929,wechseln::V,veksle,құбылу
930,wechseln::V,veksle,өзгеру
931,aufgehen[Sonne]::V,stå opp,шығу
932,untergehen[Sonne]::V,gå ned,батыру
933,scheinen[Sonne]::V,skinne,жылтырау
934,donnern::V,tordne,күркіреу
935,wehen::V,blåse,огып тур
936,strömen::V,strømme,сорғалау
937,fließen::V,flyte,ағу
938,sich drehen::V,dreie seg,айналу
939,schwanken::V,svaie,толықсу
940,schwingen::V,svinge,тербелу
941,fallen::V,falle,құлау
942,fallen::V,falle,жығылу
943,fallen::V,falle,төмендеу
944,brennen::V,brenne,жану
945,rauchen::V,ryke,түтету
946,regnen::V,regne,жауу
947,gefrieren::V,fryse,мұздай қату
948,gefrieren::V,fryse,мұз боп қату
949,tauen::V,tine,жібу
950,schmelzen::V,smelte,еру
951,trocknen::V,tørre,курау
952,sieden::V,koke,қайнау
953,faulen::V,råtne,иістену
954,verfaulen::V,råtne,шіру
955,reißen::V,briste,жыртылу
956,versinken::V,synke,малтығу
957,versinken::V,synke ned,малтығу
958,vergehen::V,forløpe,өту
959,erscheinen::V,synes,көріну
960,erscheinen::V,synes,көрініп қалу
961,verschwinden::V,forsvinne,ғайып_болу
962,sinken::V,synke,ылдилау
963,sinken::V,synke,төмендеу
964,abnehmen::V,avta,кемітілу
965,abnehmen::V,minske,кемітілу
966,zunehmen::V,tilta,көбею
967,steigen::V,stige,қобу
968,steigen::V,stige,көтерілу
969,steigen::V,stige,жоғарылау
970,wachsen::V,gro,өсу
971,wachsen::V,vokse,өсу
972,glänzen::V,skinne,жалтырау
973,funkeln::V,tindre,жарқырау
974,funkeln::V,tindre,нұрлану
975,funkeln::V,tindre,жылтылдау
976,lärmen::V,bråke,шулау
977,lärmen::V,bråke,шуылдау
978,läuten::V,ringe,қоңыраулату
979,klingeln::V,ringe,дыңғырлау
980,klirren::V,klirre,дыңылдату
981,brausen::V,bruse,тасу
982,rauschen::V,suse,сусылдау
983,rauschen::V,suse,сыбдырлау
984,klingen::V,lyde,дыбыс шығару
985,klingen::V,klinge,дыбыс шығару
986,bellen::V,gjø,үру
987,bellen::V,bjeffe,үру
988,heulen::V,ule,ұлу
989,blasen::V,blåse,үру
990,pfeifen::V,plystre,ысқыру
991,schreien::V,skrike,шыңғыру
992,schreien::V,skrike,айғайлау
993,schreien::V,skrike,байбайлау
994,schreien::V,skrike,бажалақтау
995,stöhnen::V,stønne,ыңырсу
996,stöhnen::V,stønne,ыңкылдау
997,zittern::V,dirre,қалш
998,zittern::V,dirre,қалшылдату
999,zittern::V,skjelve,қалш
1000,zittern::V,skjelve,қалшылдату
1001,leben::V,leve,жасау
1002,leben::V,leve,күнелту
1003,leben::V,leve,күн көру
1004,leben::V,leve,тіршілік ету
1005,geboren werden::V,fødes,туу
1006,atmen::V,ånde,дем алу
1007,atmen::V,ånde,ауа жұту
1008,atmen::V,puste,дем алу
1009,atmen::V,puste,ауа жұту
1010,trinken::V,drikke,ішу
1011,trinken::V,drikke,ұрттау
1012,essen::V,spise,жеу
1013,essen::V,spise,тамақтану
1014,schlucken::V,svelge,жұту
1015,müde werden::V,bli trett,болдыру
1016,einschlafen::V,sovne,үйыктап калу
1017,schlafen::V,sove,ұйықтау
1018,aufwachen::V,våkne,ояну
1019,aufstehen::V,stå opp,ояну
1020,sich erholen::V,bli bra,тынығу
1021,sich erholen::V,komme seg,тынығу
1022,krank werden::V,bli syk,кеселдену
1023,krank werden::V,bli syk,сырқаттану
1024,krank werden::V,bli syk,ауырып қалу
1025,krank werden::V,bli syk,ауыра бастау
1026,krank werden::V,bli syk,кеселге ұшырау
1027,krank werden::V,bli syk,сырқаттанып қалу
1028,krank sein::V,være syk,ауыру
1029,krank sein::V,være syk,сырқаттану
1030,schmerzen::V,gjøre vondt,ауырады
1031,husten::V,hoste,жөтелу
1032,genesen::V,komme seg,айығу
1033,sterben::V,dø,өлу
1034,sterben::V,dø,қайтыс
1035,sterben::V,dø,жантапсыру
1036,umkommen::V,omkomme,өлу
1037,umkommen::V,omkomme,қаза табу
1038,sich bewegen::V,bevege seg,жылжу
1039,sich rühren::V,røre på seg,қыбырлау
1040,sich erheben::V,reise seg,тұру
1041,sich setzen::V,sette sig,отыру
1042,hinfallen::V,falle over ende,жығылу
1043,laufen::V,løpe,жояу жүру
1044,schreiten::V,skride,кадамдау
1045,spazierengehen::V,spasere,қыдыру
1046,spazierengehen::V,gå en tur,қыдыру
1047,eilen::V,ile,асығу
1048,eilen::V,ile,жеделдену
1049,eilen::V,ile,жедепдеу
1050,sich beeilen::V,skynde seg,асығу
1051,sich beeilen::V,skynde seg,жеделдену
1052,sausen::V,suse,заулау
1053,rennen::V,løpe,жүгіру
1054,springen::V,hoppe,секіру
1055,springen::V,springe,секіру
1056,klettern::V,klatre,өрмелеп шығу
1057,schaukeln::V,huske,тербелу
1058,kriechen::V,krype,еңбектеу
1059,schwimmen::V,svømme,жүзу
1060,schwimmen::V,svømme,малту
1061,schwimmen::V,svømme,қалықтау
1062,tauchen::V,dykke,сүңгу
1063,rudern::V,ro,есу
1064,fahren::V,kjøre,бару
1065,fliegen::V,fly,ұшу
1066,gehen::V,gå,бару
1067,weggehen::V,gå bort,кету
1068,abfahren::V,reise,жөнелу
1069,anhalten::V,stanse,тоқтау
1070,hineingehen::V,gå inn,кіру
1071,eintreten::V,tre inn,ену
1072,kommen::V,komme,жету
1073,ankommen::V,ankomme,келу
1074,ankommen::V,komme til,келу
1075,zurückkommen::V,komme tilbake,қайту
1076,bleiben::V,bli,қалу
1077,bleiben::V,forbli,қалу
1078,warten::V,vente,тосу
1079,erwarten::V,vente,күту
1080,suchen::V,søke,іздеу
1081,finden::V,finne,табу
1082,versuchen::V,prøve,талпыну
1083,versuchen::V,forsøke,талпыну
1084,vorbereiten::V,forberede,әзірлеу
1085,lieben::V,elske,сүю
1086,mögen::V,like,жарату
1087,mögen::V,like,жақсы_көру
1088,lachen::V,le,күлу
1089,lachen::V,le,күлісу
1090,rühren::V,røre,көңілін бұзу
1091,weinen::V,gråte,жылау
1092,schimpfen::V,skjelle,ақырып-бақыру
1093,sich ärgern::V,ergre seg,ашулану
1094,sich fürchten::V,være redd,сескену
1095,fürchten::V,være redd for,қауіптену
1096,fürchten::V,være redd for,сақсыну
1097,fliehen::V,rømme,қашу
1098,fliehen::V,rømme,қашып кету
1099,fliehen::V,flykte,қашу
1100,fliehen::V,flykte,қашып кету
1101,flüchten::V,flykte,қашу
1102,flüchten::V,flykte,қашып кету
1103,sehen::V,se,көру
1104,anschauen::V,se på,назар салу
1105,anschauen::V,betrakte,назар салу
1106,ansehen::V,anse,тамашалау
1107,hören::V,høre,есту
1108,zuhören::V,tilhøre,тыңдау
1109,zuhören::V,tilhøre,құлақ қою
1110,probieren::V,smake,тату
1111,probieren::V,smake,дәм тату
1112,probieren::V,smake på,тату
1113,probieren::V,smake på,дәм тату
1114,riechen::V,lukte,иіскеу
1115,fühlen::V,føle,сезу
1116,fühlen::V,føle,сезіну
1117,scheinen::V,se ut,болып көріну
1118,zu sehen sein::V,synes,көріну
1119,vernehmen::V,få vite,есту
1120,vernehmen::V,få vite,есітіп қалу
1121,frieren::V,fryse,тоңу
1122,frieren::V,fryse,жаурау
1123,tun::V,gjøre,ету
1124,tun::V,gjøre,істеу
1125,können::V,kunne,білу
1126,wollen::V,ville,қалау
1127,anfangen::V,begynne,бастау
1128,beenden::V,avslutte,бітіру
1129,beenden::V,avslutte,адақтау
1130,beenden::V,avslutte,тамамдау
1131,beenden::V,avslutte,аяқтап шығу
1132,aufhören::V,slutte,доғару
1133,aufhören::V,holde opp,доғару
1134,gelingen::V,lykkes,жолы түсу
1135,geraten::V,bli,калу
1136,öffnen::V,åpne,ашу
1137,öffnen::V,åpne,ашып қою
1138,schließen::V,lukke,жабу
1139,schließen::V,stenge,жабу
1140,stellen::V,stille,қою
1141,stellen::V,stille,қойдыру
1142,setzen::V,sette,отырғызу
1143,legen::V,legge,салу
1144,legen::V,legge,калау
1145,berühren::V,berøre,тию
1146,verbinden::V,forbinde,байлап алу
1147,verbinden::V,forbinde,сабақтастыру
1148,bedecken::V,dekke,бүркеу
1149,aufhängen::V,henge,ілу
1150,aufhängen::V,henge,асып қою
1151,aufhängen::V,henge opp,ілу
1152,aufhängen::V,henge opp,асып қою
1153,anzünden::V,tenne,тұтату
1154,anzünden::V,antenne,тұтату
1155,anzünden::V,tenne på,тұтату
1156,aufheben::V,løfte,көтеру
1157,aufheben::V,ta opp,көтеру
1158,zurücklassen::V,slippe tilbake,қалдыру
1159,verlieren::V,miste,жоғалту
1160,fallen lassen::V,droppe,құлатып алу
1161,fallen lassen::V,droppe,қолдан түсіріп алу
1162,fallen lassen::V,la falle,құлатып алу
1163,fallen lassen::V,la falle,қолдан түсіріп алу
1164,machen::V,lage,ету
1165,machen::V,lage,жасау
1166,machen::V,lage,жасап шығару
1167,machen::V,gjøre,ету
1168,machen::V,gjøre,жасау
1169,machen::V,gjøre,жасап шығару
1170,herstellen::V,fremstille,жасап шығару
1171,bauen::V,bygge,тұрғызу
1172,reparieren::V,reparere,оңдау
1173,verbessern::V,rette,дұрыстау
1174,verbessern::V,forbedre,дұрыстау
1175,ändern::V,forandre,өзгерту
1176,graben::V,grave,үңгу
1177,beugen::V,bøye,буғу
1178,biegen::V,bøye,ию
1179,biegen::V,bøye,майыстыру
1180,drehen::V,dreie,айналдыру
1181,wenden::V,vende,екінші жағын айналдыру
1182,umdrehen::V,snu,бұру
1183,heben::V,heve,көтеру
1184,hochheben::V,løfte,жоғарылату
1185,hochheben::V,løfte,көтеру
1186,ergreifen::V,gripe,бас_салу
1187,ergreifen::V,gripe,шап_беріп_ұстап_алу
1188,ergreifen::V,gripe,шап_беру
1189,ergreifen::V,gripe,шап_ете_түсу
1190,ergreifen::V,få tak i,бас_салу
1191,ergreifen::V,få tak i,шап_беріп_ұстап_алу
1192,ergreifen::V,få tak i,шап_беру
1193,ergreifen::V,få tak i,шап_ете_түсу
1194,halten::V,holde,тұту
1195,halten::V,holde,ұстау
1196,drücken::V,trykke,басу
1197,schieben::V,skyve,итеру
1198,kratzen::V,klø,қыру
1199,kratzen::V,klore,қыру
1200,lecken::V,slikke,жалау
1201,beißen::V,bite,қабу
1202,beißen::V,bite,тістеу
1203,beißen::V,bite,қауып алу
1204,abreißen::V,rive av,үзу
1205,abschneiden::V,skjære av,қырқу
1206,binden::V,binde,байланыстыру
1207,binden::V,binde,байлап_алу
1208,binden::V,binde,байластыру
1209,binden::V,binde,байлау
1210,binden::V,binde,буу
1211,binden::V,binde,матау
1212,binden::V,binde,сабақтастыру
1213,binden::V,binde,ұштастыру
1214,stecken::V,stikke,сұғу
1215,brechen::V,bryte,сындыру
1216,brechen::V,briste,сындыру
1217,klopfen::V,banke,қағу
1218,hauen::V,hogge,соғу
1219,kleben::V,klistre,желімдеу
1220,reiben::V,gni,үйкеу
1221,streichen::V,stryke,сүйкеу
1222,schleifen::V,slipe,егеу
1223,schleifen::V,slipe,қайрау
1224,schleifen::V,slipe,егеулеу
1225,schneiden::V,klippe,кесу
1226,rütteln::V,ruske,қозғау
1227,rütteln::V,ruske,жұлмалау
1228,schütteln::V,riste,дірілдету
1229,schütteln::V,riste,селкілдету
1230,schwenken::V,svinge,бұлғау
1231,schwenken::V,svinge,сермеу
1232,schütten::V,helle,құю
1233,füllen::V,fylle,толтыру
1234,einwickeln::V,vikle inn,орау
1235,tragen::V,bære,алып жүру
1236,schleppen::V,slepe,тарту
1237,ziehen::V,dra,тарту
1238,ziehen::V,trekke,тарту
1239,aufbewahren::V,oppbevare,сақтау
1240,aufbewahren::V,ta vare på,сақтау
1241,werfen::V,kaste,лақтыру
1242,fangen::V,fange,қармау
1243,fangen::V,fange,қағып алу
1244,packen::V,gripe,шап беру
1245,packen::V,gripe,шап ете түсу
1246,packen::V,gripe,шап беріп ұстап алу
1247,packen::V,gripe tak i,шап беру
1248,packen::V,gripe tak i,шап ете түсу
1249,packen::V,gripe tak i,шап беріп ұстап алу
1250,verstecken::V,gjemme,тығу
1251,verstecken::V,gjemme,жасыру
1252,teilen::V,dele,бөлу
1253,schicken::V,sende,жіберу
1254,bringen::V,bringe,әкелу
1255,bringen::V,bringe,алып келу
1256,hinzufügen::V,tilføye,қосу
1257,hinzufügen::V,tilføye,үстеу
1258,bekommen::V,få,алу
1259,erhalten::V,få,алмақ
1260,nehmen::V,ta,алу
1261,nehmen::V,ta,алмақ
1262,wählen::V,velge,таңдау
1263,auswählen::V,velge ut,екшеу
1264,auswählen::V,velge ut,саралау
1265,auswählen::V,velge ut,сұрыптау
1266,auswählen::V,velge ut,сайлап алу
1267,bewahren::V,bevare,сақтау
1268,behindern::V,hindre,оралғы болу
1269,behindern::V,forhindre,оралғы болу
1270,verderben::V,ødelegge,бүлдіру
1271,beschädigen::V,skade,бұзу
1272,zerbrechen::V,brekke i stykker,уату
1273,zerreißen::V,rive i stykker,жырту
1274,zerstören::V,ødelegge,қирату
1275,zerstören::V,ødelegge,талқандау
1276,verbrennen::V,brenne,өртеу
1277,verbrennen::V,brenne,жандыру
1278,verbrennen::V,brenne,өртеп жіберу
1279,verbrennen::V,brenne,жандырып жіберу
1280,verbrennen::V,brenne opp,өртеу
1281,verbrennen::V,brenne opp,жандыру
1282,verbrennen::V,brenne opp,өртеп жіберу
1283,verbrennen::V,brenne opp,жандырып жіберу
1284,geben::V,gi,беру
1285,reichen::V,rekke,беру
1286,schenken::V,forære,тарту
1287,schenken::V,skjenke,тарту
1288,versprechen::V,love,уәде беру
1289,wünschen::V,ønske,тілеу
1290,loben::V,rose,мақтау
1291,loben::V,rose,дәріптеу
1292,küssen::V,kysse,сүю
1293,wiegen::V,vogge,тербеу
1294,zudecken::V,dekke til,бүркеу
1295,wecken::V,vekke,ояту
1296,zeigen::V,vise,көрсету
1297,führen::V,føre,ерту
1298,führen::V,føre,жетектеу
1299,lehren::V,lære,оқыту
1300,unterrichten::V,undervise,оқыту
1301,aufziehen::V,oppdra,бағу
1302,leiten::V,lede,басқару
1303,leiten::V,lede,жетекшілік ету
1304,antreiben::V,drive på,асықтыру
1305,lassen::V,få til å,-ткізу
1306,lassen::V,få til å,мәжбүр ету
1307,einladen::V,be,шақыру
1308,einladen::V,invitere,шақыру
1309,vereinigen::V,forene,біріктіру
1310,vereinigen::V,forene,біріктіріп қою
1311,besuchen::V,besøke,кіріп шығу
1312,besuchen::V,besøke,барып шығу
1313,treffen::V,møte,кездесу
1314,treffen::V,treffe,кездесу
1315,sich versammeln::V,forsamles,топталу
1316,spielen::V,leke,ойнау
1317,spielen::V,spille,ойнау
1318,singen::V,synge,сайрау
1319,tanzen::V,danse,билеу
1320,sich trennen::V,skilles,айрылысу
1321,verlassen::V,forlate,тастау
1322,retten::V,redde,құтқару
1323,bewachen::V,bevokte,күзету
1324,schützen::V,verne,жақтау
1325,schützen::V,verne,жақтасу
1326,schützen::V,beskytte,жақтау
1327,schützen::V,beskytte,жақтасу
1328,verteidigen::V,forsvare,қорғау
1329,sich schlagen::V,slåss,алысу
1330,schießen::V,skyte,ату
1331,siegen::V,seire,жеңу
1332,ärgern::V,ergre,ашуландыру
1333,treten::V,sparke,тебу
1334,stechen::V,stikke,шаншу
1335,stoßen::V,støte,түрту
1336,stehlen::V,stjele,ұрлау
1337,stören::V,forstyrre,кесірлен
1338,belästigen::V,plage,мазасын алу
1339,belästigen::V,sjenere,мазасын алу
1340,verbergen::V,gjemme,сездірмеу
1341,täuschen::V,villede,жалған айту
1342,betrügen::V,bedra,алдау
1343,betrügen::V,bedra,алдап кету
1344,betrügen::V,bedra,ақымақ қылу
1345,töten::V,drepe,құрту
1346,töten::V,drepe,өлтіру
1347,wohnen::V,bo,мекендеу
1348,wohnen::V,bo,өмір сүру
1349,arbeiten::V,arbeide,істеу
1350,arbeiten::V,arbeide,еңбектену
1351,sammeln::V,samle,жыю
1352,pflücken::V,plukke,жұлу
1353,jagen::V,jage,аулау
1354,fischen::V,fiske,балык_аулау
1355,fassen::V,fange,ұстау
1356,hüten::V,vokte,жаю
1357,hüten::V,vokte,бағу
1358,treiben::V,drive,айдау
1359,anbinden::V,feste,байлау
1360,füttern::V,fore,ас ішкізу
1361,füttern::V,fore,азықтандыру
1362,füttern::V,fore,қоректендіру
1363,melken::V,melke,сауу
1364,hacken::V,hakke,турау
1365,gießen::V,helle,суару
1366,reifen::V,modne,жетілу
1367,zubereiten::V,lage,даяр ету
1368,zubereiten::V,tilberede,даяр ету
1369,kochen::V,koke,асу
1370,backen::V,bake,пісіру
1371,braten::V,steke,қуыру
1372,umrühren::V,røre om,былғалау
1373,umrühren::V,røre om,сапырылыстыру
1374,stricken::V,strikke,торлау
1375,stricken::V,strikke,тоқу
1376,nähen::V,sy,тігу
1377,färben::V,farge,бояу
1378,färben::V,farge,сырлау
1379,reinigen::V,rense,аршу
1380,reinigen::V,rense,тазалау
1381,reinigen::V,gjøre ren,аршу
1382,reinigen::V,gjøre ren,тазалау
1383,waschen::V,vaske,жуу
1384,abwischen::V,tørke av,сүрту
1385,spülen::V,spyle,шаю
1386,spülen::V,skylle,шаю
1387,fegen::V,feie,сыпыру
1388,kehren::V,koste,сыпыру
1389,baden::V,bade,шомылу
1390,sich waschen::V,vaske seg,жуыну
1391,ausziehen::V,ta av,шешу
1392,anziehen::V,ta på,кигізу
1393,sich anziehen::V,kle på seg,киіну
1394,kämmen::V,gre,тарау
1395,kämmen::V,kjemme,тарау
1396,schmücken::V,pynte,әсемдеу
1397,schmücken::V,pynte,мәнерлеу
1398,schmücken::V,pynte,көріктендіру
1399,schmücken::V,smykke,әсемдеу
1400,schmücken::V,smykke,мәнерлеу
1401,schmücken::V,smykke,көріктендіру
1402,sagen::V,si,деу
1403,sagen::V,si,айту
1404,sprechen::V,snakke,деу
1405,sprechen::V,snakke,айту
1406,reden::V,tale,сөйлеу
1407,reden::V,tale,сөйлесу
1408,reden::V,tale,тіл қатысу
1409,reden::V,snakke,сөйлеу
1410,reden::V,snakke,сөйлесу
1411,reden::V,snakke,тіл қатысу
1412,sich unterhalten::V,samtale,сұхбаттасу
1413,fragen::V,spørre,сұрау
1414,bitten::V,be,өтіну
1415,bitten::V,be,жалыну
1416,erzählen::V,fortelle,айту
1417,mitteilen::V,meddele,білдіру
1418,nennen::V,kalle,атау
1419,rufen::V,rope,шақыру
1420,prahlen::V,skryte,бөсу
1421,übersetzen::V,oversette,аудару
1422,denken::V,tenke,ойлау
1423,glauben::V,tro,нану
1424,glauben::V,tro,илану
1425,bemerken::V,bemerke,аңғару
1426,bemerken::V,legge merke til,аңғару
1427,erkennen::V,gjenkjenne,тану
1428,begreifen::V,begripe,ұғу
1429,begreifen::V,begripe,аңғарып алу
1430,verstehen::V,forstå,пайым
1431,verstehen::V,forstå,түсіну
1432,verstehen::V,skjønne,пайым
1433,verstehen::V,skjønne,түсіну
1434,lernen::V,lære,оқу
1435,wissen::V,vite,хабардар болу
1436,sich erinnern an::V,huske på,еске түсіру
1437,vergessen::V,glemme,ұмыту
1438,messen::V,måle,өлшеу
1439,zählen::V,telle,санау
1440,rechnen::V,regne,санап шығару
1441,rechnen::V,regne,санап шығу
1442,rechnen::V,regne,санау
1443,lesen::V,lese,оқу
1444,malen::V,male,сурет салу
1445,zeichnen::V,tegne,сурет салу
1446,schreiben::V,skrive,жазу
1447,besitzen::V,eie,болу
1448,besitzen::V,inneha,болу
1449,kaufen::V,kjøpe,алу
1450,kaufen::V,kjøpe,әперу
1451,verkaufen::V,selge,сату
1452,bezahlen::V,betale,төлеу
1453,bezahlen::V,betale,ақы беру
1454,bezahlen::V,betale,ақы төлеу
1455,zahlen::V,betale,төлеу
1456,beherrschen::V,beherske,билеу
1457,ertragen::V,orke,төзу
1458,ertragen::V,orke,шыдау
1459,schlagen::V,,ұру
