,Concept_ID,he,ar
219,Großvater::N,סבא,جد
220,Großmutter::N,סבתא,جدة
221,Eltern::N,הורים,أبوان
222,Eltern::N,הורים,والدان
223,Vater::N,אב,أب
224,Mutter::N,אם,أم
225,Sohn::N,בן,إبن
226,Tochter::N,בת,بنت
227,Tochter::N,בת,إبنة
228,Bruder::N,אח,أخ
229,Bruder::N,אח,شقيق
230,Schwester::N,אחות,أخت
231,Onkel::N,דוד,عم
232,Tante::N,דודה,عمة
233,Ehemann::N,איש,زوج
234,Ehemann::N,בעל,زوج
235,Ehefrau::N,אשה,زوجة
236,Freude::N,שמחה,فرح
237,Freude::N,שמחה,سرور
238,Gelächter::N,צחוק,قهقهة
239,Glück::N,אשר,سعادة
240,Kummer::N,יגון,غم
241,Kummer::N,עגמה,غم
242,Wunsch::N,אחול,منية
243,Wunsch::N,משאלה,منية
244,Lust::N,חשק,شهوة
245,Lust::N,תשוקה,شهوة
246,Geist::N,רוח,روح
247,Gedanke::N,מחשבה,فكرة
248,Gedächtnis::N,זכרון,ذاكرة
249,Verstand::N,שכל,عقل
250,Sinn::N,מובן,معنى
251,Sinn::N,משמעות,معنى
252,Grund::N,סבה,سبب
253,Wahrheit::N,אמת,حقيقة
254,Gespräch::N,דיון,محادثة
255,Märchen::N,אגדה,خرافة
256,Erzählung::N,ספור,قصة
257,Erzählung::N,ספור,حكاية
258,Nachricht::N,ידיעה,خبر
259,Neuigkeit::N,חדשה,خبر جديد
260,Name::N,שם,اسم
261,Rätsel::N,תעלומה,لغز
262,Rede::N,נאום,خطبة
263,Sprache::N,לשון,لغة
264,Stimme::N,קול,صوت
265,Wort::N,מלה,كلمة
266,Zeichen::N,סימן,رمز
267,Zeichen::N,סימן,إشارة
268,Ruf::N,קריאה,نداء
269,Lärm::N,רעש,صخب
270,Lärm::N,רעש,ضجة
271,Laut::N,הגה,صوت
272,Ton::N,צליל,نغمة
273,Lied::N,שיר,أغنية
274,Ruhe::N,שלוה,هدوء
275,Leute::N,אנשים,ناس
276,Volk::N,עם,شعب
277,Arbeit::N,עבודה,عمل
278,Gast::N,אורח,ضيف
279,Geschenk::N,מתנה,هدية
280,Spiel::N,משחק,لعب
281,Gesellschaft::N,חברה,صحبة
282,Hilfe::N,עזרה,عون
283,Hilfe::N,עזרה,مساعدة
284,Freund::N,חבר,صديق
285,Freund::N,ידיד,صديق
286,Kamerad::N,רע,زميل
287,Angelegenheit::N,ענין,أمر
288,Angelegenheit::N,ענין,شأن
289,Anzahl::N,מספר,عدد
290,Art::N,סוג,نوع
291,Stück::N,חתיכה,قطعة
292,Teil::N,פרק,قسم
293,Hälfte::N,חצי,نصف
294,Kreis::N,מעגל,دائرة
295,Kreuz::N,צלב,صليب
296,Linie::N,קו,خط
297,Strich::N,קו קצר,شرطة
298,Abstand::N,מרחק,مسافة
299,Entfernung::N,מרחק,بعد
300,Gegend::N,נוף,ناحية
301,Platz::N,שטח,فراغ
302,Ort::N,אתר,مكان
303,Ort::N,מקום,مكان
304,Seite::N,צד,جانب
305,Mitte::N,אמצע,وسط
306,Gegenstand::N,אוביקט,موضوع
307,Sache::N,דבר,شيء
308,Rand::N,פרור,حافة
309,Kante::N,קצה,حافة
310,Ecke::N,פנה,ركن
311,Spitze::N,קצה,سن
312,Ende::N,סוף,طرف
313,Loch::N,חר,ثقب
314,Winkel::N,פנה,زاوية
315,Muster::N,תבנית,عينة
316,Größe::N,גדל,حجم
317,Länge::N,ארך,طول
318,Höhe::N,קומה,علو
319,Höhe::N,קומה,ارتفاع
320,Höhe::N,גבה,علو
321,Höhe::N,גבה,ارتفاع
322,Gewicht::N,משקל,وزن
323,Menge::N,כמות,كمية
324,Haufen::N,ערמה,كوم
325,Reihe::N,רצף,صف
326,Boot::N,סירה,قارب
327,Boot::N,סירה,زورق
328,Ruder::N,משוט,مجذاف
329,Schlitten::N,מזחלת,مزلقة
330,Ski::N,מגלשים,زلاجة
331,Lagerfeuer::N,מדורה,نار المخيم
332,Last::N,משא,حمل
333,Gang::N,הליכה,مشية
334,Schritt::N,צעד,خطوة
335,Norden::N,צפון,شمال
336,Süden::N,דרום,جنوب
337,Westen::N,מערב,غرب
338,Osten::N,מזרח,شرق
339,Holz::N,עץ,خشب
340,Brett::N,קרש,لوح
341,Platte::N,לוח,صفيحة
342,Stütze::N,משען,سند
343,Stütze::N,משען,دعامة
344,Stange::N,מוט,عود
345,Stock::N,מקל,عصا
346,Stab::N,מוט,قضيب
347,Rohr::N,צנור,أنبوبة
348,Haus::N,בית,دار
349,Haus::N,בית,بيت
350,Heim::N,בית,بيت
351,Heim::N,בית,مسكن
352,Ofen::N,תנור,مدفأة
353,Fußboden::N,רצפה,أرضية
354,Tisch::N,שלחן,مائدة
355,Stuhl::N,כסא,كرسي
356,Wiege::N,ערש,مهد
357,Bett::N,מטה,سرير
358,Regal::N,מדף,رف
359,Kiste::N,תבה,صندوق
360,Kiste::N,ארגז,صندوق
361,Fenster::N,חלון,شباك
362,Fenster::N,חלון,نافذة
363,Tür::N,דלת,باب
364,Tor::N,שער,بوابة
365,Zaun::N,גדר,سياج
366,Dach::N,גג,سطح
367,Leiter::N,סלם,سلم
368,Besen::N,מטאטא,مكنسة
369,Spaten::N,את,مسحاة
370,Schaufel::N,את,مجرفة
371,Gabel::N,מזלג,شوكة
372,Löffel::N,כף,ملعقة
373,Messer::N,סכין,سكين
374,Nagel::N,מסמר,مسمار
375,Netz::N,רשת,شبكة
376,Haken::N,וו,خطاف
377,Haken::N,וו,صنارة
378,Haken::N,קרס,خطاف
379,Haken::N,קרס,صنارة
380,Griff::N,ידית,قبضة
381,Schloss::N,מנעול,قفل
382,Bild::N,תמונה,صورة
383,Figur::N,פסל,تمثال
384,Puppe::N,בבה,دمية
385,Beutel::N,שק,كيس
386,Bündel::N,צרור,ربطة
387,Tasche::N,שקית,شنطة
388,Tasche::N,שקית,محفظة
389,Eimer::N,דלי,سطل
390,Eimer::N,דלי,جردل
391,Deckel::N,מכסה,سداد
392,Geschirr::N,כלים,أوان
393,Sack::N,שק,زكيبة
394,Tasse::N,ספל,فنجان
395,Topf::N,סיר,قدر
396,Topf::N,סיר,طنجرة
397,Kessel::N,קנקן,قدر
398,Kessel::N,קנקן,غلاية
399,Essen::N,אכל,طعام
400,Essen::N,ארוחה,طعام
401,Nahrung::N,הזנה,غذاء
402,Nahrung::N,תזונה,غذاء
403,Speise::N,מאכל,أكل
404,Speise::N,ארוחה,أكل
405,Fleisch::N,בשר,لحم
406,Getreide::N,דגן,حبوب
407,Brei::N,מחית,عصيدة
408,Brot::N,לחם,خبز
409,Scheibe::N,עגול,شريحة
410,Scheibe::N,פרוסה,شريحة
411,Fett::N,שמן,سمن
412,Butter::N,חמאה,زبدة
413,Öl::N,שמן,زيت
414,Salz::N,מלח,ملح
415,Suppe::N,מרק,حساء
416,Suppe::N,מרק,شربة
417,Honig::N,דבש,عسل
418,Milch::N,חלב,حليب
419,Tee::N,תה,شاي
420,Leder::N,עור,جلد
421,Wolle::N,צמר,صوف
422,Stoff::N,בד,قماش
423,Stoff::N,אריג,قماش
424,Nadel::N,מחט,إبرة
425,Faden::N,חוט,خيط
426,Knopf::N,כפתור,زر
427,Knoten::N,קשר,عقدة
428,Farbe::N,צבע,صبغة
429,Kleidung::N,בגדים,ملابس
430,Hemd::N,חלצה,قميص
431,Kragen::N,צוארון,ياقة
432,Ärmel::N,שרוול,كم
433,Hose::N,מכנסים,سروال
434,Hose::N,מכנסים,بنطلون
435,Gürtel::N,חגורה,حزام
436,Mütze::N,כובע,طاقية
437,Schuh::N,נעל,حذاء
438,Stiefel::N,מגף,جزمة
439,Stiefel::N,מגף,حذاء طويل
440,Ring::N,טבעת,حلقة
441,Band::N,סרט,شريط
442,Kamm::N,מסרק,مشط
443,Spiegel::N,מראה,مرآة
444,Riemen::N,רצועה,سير
445,Schnur::N,חבל,حبل
446,Schnur::N,חבל,دوبارة
447,Leine::N,מושכות,قيد
448,Decke::N,שמיכה,بطانية
449,Kissen::N,כרית,وسادة
450,Tuch::N,צעיף,منديل
451,Handtuch::N,מגבת,فوطة
452,Handtuch::N,מגבת,منشفة
453,Kraft::N,כוח,قدرة
454,Stärke::N,און,قوة
455,Gesundheit::N,בריאות,صحة
456,Krankheit::N,מחלה,مرض
457,Schmerz::N,כאב,ألم
458,Schmerz::N,כאב,وجع
459,Wunde::N,פציעה,جرح
460,Fieber::N,חם,حمى
461,Arznei::N,תרופה,دواء
462,Brücke::N,גשר,جسر
463,Brunnen::N,באר,بئر
464,Weide::N,אחו,مرعى
465,Weide::N,מרעה,مرعى
466,Pfad::N,שביל,درب
467,Pfad::N,מדרכה,درب
468,Weg::N,דרך,سكة
469,Straße::N,כביש,طريق
470,Dorf::N,כפר,قرية
471,Stadt::N,עיר,مدينة
472,Brief::N,מכתב,خطاب
473,Brief::N,מכתב,مكتوب
474,Buch::N,ספר,كتاب
475,Buchstabe::N,אות,حرف
476,Zeitung::N,עתון,جريدة
477,Leben::N,חיים,عيش
478,Leben::N,חיים,حياة
479,Tod::N,מות,موت
480,Tod::N,מות,وفاة
481,Grab::N,קבר,قبر
482,Kirche::N,כנסיה,كنيسة
483,Sünde::N,חטא,خطيئة
484,Gott::N,אל,إله
485,Arbeiter::N,פועל,عامل
486,Chef::N,ראש,رئيس
487,Chef::N,מנהל,رئيس
488,Meister::N,ממחה,أسطى
489,Arzt::N,רופא,طبيب
490,Lehrer::N,מורה,مدرس
491,Geld::N,כסף,نقود
492,Geschäft::N,עסקה,صفقة
493,Laden::N,חנות,دكان
494,Preis::N,מחיר,سعر
495,Ware::N,סחורה,بضاعة
496,Nutzen::N,תועלת,فائدة
497,Reichtum::N,עשר,غنى
498,Reichtum::N,עשר,ثروة
499,Welt::N,עולם,عالم
500,Welt::N,עולם,دنيا
501,Land::N,ארץ,بلد
502,Staat::N,מדינה,دولة
503,König::N,מלך,ملك
504,Macht::N,כוח,سلطة
505,Grenze::N,גבול,حدود
506,Krieg::N,מלחמה,حرب
507,Feind::N,אויב,عدو
508,Gewalt::N,אלימות,عنف
509,Kampf::N,קרב,قتال
510,Kampf::N,לחימה,قتال
511,Bogen[Waffe]::N,קשת,قوس
512,Pfeil::N,חץ,سهم
513,Gewehr::N,רובה,بندقية
514,Fehler::N,טעות,خطأ
515,Lüge::N,שקר,كذب
516,Schaden::N,נזק,تلف
517,Unglück::N,מזל רע,نحس
518,Schuld::N,אשמה,ذنب
519,Alter::N,גיל,سن
520,Alter::N,גיל,عمر
521,Schluss::N,סיום,ختام
522,Schluss::N,סיום,نهاية
523,Zeit::N,זמן,وقت
524,Tag::N,יום,يوم
525,Morgen::N,בקר,صباح
526,Mittag::N,צהרים,ظهر
527,Abend::N,ערב,مساء
528,Nacht::N,לילה,ليلة
529,Woche::N,שבוע,أسبوع
530,Monat::N,חדש,شهر
531,Jahr::N,שנה,عام
532,Jahr::N,שנה,سنة
533,Frühling::N,אביב,ربيع
534,Sommer::N,קיץ,صيف
535,Herbst::N,סתו,خريف
536,Winter::N,חרף,شتاء
537,Januar::N,ינואר,يناير
538,Januar::N,ינואר,كانون الثاني
539,Februar::N,פברואר,شباط
540,Februar::N,פברואר,فبراير
541,März::N,מרץ,آذار
542,März::N,מרץ,مارس
543,April::N,אפריל,نيسان
544,Mai::N,מאי,مايو
545,Juni::N,יוני,يونيو
546,Juni::N,יוני,حزيران
547,Juli::N,יולי,تموز
548,Juli::N,יולי,يوليو
549,August::N,אוגוסט,آب
550,August::N,אוגוסט,أغسطس
551,September::N,ספטמבר,أيلول
552,September::N,ספטמבר,سبتمبر
553,Oktober::N,אוקטובר,أكتوبر
554,Oktober::N,אוקטובר,تشرين الأول
555,November::N,נובמבר,نوفمبر
556,November::N,נובמבר,تشرين الثاني
557,Dezember::N,דצמבר,ديسمبر
558,Dezember::N,דצמבר,كانون الأول
559,Montag::N,יום שני,يوم الاثنين
560,Dienstag::N,יום שלישי,يوم الثلاثاء
561,Mittwoch::N,יום רביעי,يوم الأربعاء
562,Donnerstag::N,יום חמישי,يوم الخميس
563,Freitag::N,יום ששי,يوم الجمعة
564,Samstag::N,יום שבת,يوم السبت
565,Sonntag::N,יום ראשון,يوم الأحد
566,groß::A,גדול,كبير
567,klein::A,קטן,صغير
568,lang::A,ארך,طويل
569,kurz::A,קצר,قصير
570,breit::A,רחב,واسع
571,schmal::A,צר,ضيق
572,dicht::A,צפוף,كث
573,dicht::A,צפוף,كثيف
574,dick[Gegenstand]::A,עבה,غليظ
575,dünn::A,דק,رفيع
576,fein::A,מעדן,رقيق
577,fest::A,מוצק,متين
578,flach::A,שטוח,سهل
579,flach::A,שטוח,منبسط
580,glatt::A,חלק,ناعم
581,hart::A,קשיח,صلب
582,hart::A,קשיח,جامد
583,weich::A,רך,لين
584,rund::A,עגל,مستدير
585,spitz::A,חד,مدبب
586,scharf::A,חד,حاد
587,stumpf::A,קהה,ثالم
588,schwer::A,כבד,ثقيل
589,schön::A,יפה,جميل
590,heiß::A,חם,حار
591,heiß::A,חם,ساخن
592,warm::A,חם,دافئ
593,kalt::A,קר,بارد
594,kühl::A,צונן,قر
595,frisch::A,טרי,طازج
596,feucht::A,לח,رطب
597,nass::A,רטוב,مبلول
598,trocken::A,יבש,جاف
599,voll::A,מלא,ملء
600,leer::A,ריק,خال
601,leer::A,ריק,فارغ
602,offen::A,פתוח,مفتوح
603,geschlossen::A,סגור,مغلق
604,sauber::A,נקי,نظيف
605,schmutzig::A,מלכלך,قذر
606,roh::A,חי,نيء
607,reif::A,בשל,ناضج
608,lecker::A,טעים,لذيذ
609,süß::A,מתוק,حلو
610,bitter::A,מר,مر
611,sauer::A,חמוץ,حامض
612,hell::A,בהיר,نير
613,dunkel::A,עמום,مظلم
614,schwarz::A,שחר,أسود
615,weiß::A,לבן,أبيض
616,rot::A,אדם,أحمر
617,gelb::A,צהב,أصفر
618,blau::A,כחל,أزرق
619,grün::A,ירק,أخضر
620,grau::A,אפר,رمادي
621,bunt::A,צבעוני,ملوب
622,billig::A,זול,رخيص
623,teuer::A,יקר,غال
624,wertvoll::A,יקר ערך,ثمين
625,blind::A,עור,أعمى
626,taub::A,חרש,أصم
627,taub::A,חרש,أطرش
628,kräftig::A,חסן,قوي
629,stark::A,חזק,قوي
630,schwach::A,חלש,ضعيف
631,fett::A,שמן,سمين
632,schlank::A,רזה,أهيف
633,hübsch::A,יפה תאר,جميل
634,böse::A,רשע,رديء
635,dumm::A,טפש,أبله
636,dumm::A,טפש,أحمق
637,faul::A,עצלן,كسلان
638,fleißig::A,חרוץ,مجتهد
639,geizig::A,קמצן,بخيل
640,klug::A,נבון,ذكي
641,klug::A,נבון,عاقل
642,klug::A,פקח,ذكي
643,klug::A,פקח,عاقل
644,geschickt::A,מימן,ماهر
645,lieb::A,יקר,عزيز
646,lieb::A,אהוב,عزيز
647,lustig::A,עליז,مرح
648,sanft::A,עדין,حليم
649,hungrig::A,רעב,جائع
650,krank::A,חולה,مريض
651,nackt::A,ערום,عار
652,traurig::A,עצוב,حزين
653,lebendig::A,חי,حي
654,gut::A,טוב,جيد
655,schlecht::A,גרוע,سيء
656,richtig::A,נכון,صحيح
657,schlimm::A,רע,خبيث
658,wahr::A,אמתי,حق
659,alt::A,ישן,قديم
660,neu::A,חדש,جديد
661,ehemalig::A,לשעבר,سابق
662,alt[Lebewesen]::A,זקן,مسن
663,jung::A,צעיר,شاب
664,jung::A,צעיר,صغير
665,arm::A,עני,فقير
666,reich::A,עשיר,غني
667,bekannt::A,ידוע,معلوم
668,berühmt::A,מפרסם,مشهور
669,fremd::A,זר,أجنبي
670,verschieden::A,שונה,مختلف
671,nah::A,קרוב,قريب
672,fern::A,רחוק,بعيد
673,linker::A,שמאלי,يسار
674,rechter::A,ימין,يمين
675,anderer::A,אחר,آخر
676,erster::A,ראשון,أول
677,zweiter::A,שני,ثان
678,dritter::A,שלישי,ثالث
679,letzter::A,אחרון,أخير
680,allein::ADV,לבד,وحده
681,auf einmal::ADV,בו-זמנית,بالمرة
682,zusammen::ADV,ביחד,معا
683,lange::ADV,הרבה זמן,مدة طويلة
684,plötzlich::ADV,לפתע,فجأة
685,plötzlich::ADV,פתאום,فجأة
686,sofort::ADV,מיד,حالا
687,sofort::ADV,מיד,فورا
688,später::ADV,לאחר זמן,فيما بعد
689,später::ADV,יותר מאחר,فيما بعد
690,jetzt::ADV,עכשיו,الآن
691,jetzt::ADV,עכשיו,حاليا
692,heute::ADV,היום,اليوم
693,morgen::ADV,מחר,غدا
694,bald::ADV,בקרוב,قريبا
695,dann::ADV,אחר-כך,ثم
696,gestern::ADV,אתמול,أمس
697,gestern::ADV,אתמול,البارحة
698,einst::ADV,לפנים,قديما
699,damals::ADV,אז,حينئذ
700,danach::ADV,אחר-כך,ثم
701,danach::ADV,אחר-כך,بعد ذلك
702,vorher::ADV,לפני זה,من قبل
703,vorher::ADV,לפני זה,قبل ذلك
704,zuerst::ADV,קדם,أولا
705,einmal::ADV,פעם,مرة
706,manchmal::ADV,לפעמים,أحيانا
707,oft::ADV,לעתים קרובות,كثيرا
708,immer::ADV,תמיד,دائما
709,niemals::ADV,אף פעם,لا أبدا
710,hier::ADV,כאן,هنا
711,hierhin::ADV,פה,إلى هنا
712,von hier::ADV,מפה,من هنا
713,dort::ADV,שם,هناك
714,dorthin::ADV,שם,إلى هناك
715,geradeaus::ADV,ישר,إلى الأمام
716,vorwärts::ADV,קדימה,إلى الأمام
717,rückwärts::ADV,לאחור,إلى الوراء
718,zurück::ADV,בחזרה,عودا
719,zurück::ADV,בחזרה,إلى الخلف
720,zurück::ADV,אחורנית,عودا
721,zurück::ADV,אחורנית,إلى الخلف
722,unten::ADV,למטה,تحت
723,unten::ADV,למטה,في الأسفل
724,hinab::ADV,למטה,إلى تحت
725,oben::ADV,מעל,فوق
726,oben::ADV,מעל,في الأعلى
727,oben::ADV,למעלה,فوق
728,oben::ADV,למעלה,في الأعلى
729,hinauf::ADV,למעלה,إلى فوق
730,hinauf::ADV,למעלה,إلى الأعلى
731,überall::ADV,בכל מקום,في كل مكان
732,nicht::ADV,לא,لا
733,nicht::ADV,לא,لم
734,ein wenig::ADV,קצת,قليلا
735,kaum::ADV,בקשי,كاد لا
736,sehr::ADV,מאוד,جدا
737,sehr::ADV,מאוד,كثيرا
738,so::ADV,כך,كذا
739,so::ADV,כך,كذلك
740,so::ADV,ככה,كذا
741,so::ADV,ככה,كذلك
742,noch::ADV,עוד,ما زال
743,noch::ADV,עדין,ما زال
744,nur::ADV,רק,فقط
745,schon::ADV,כבר,قد
746,wieder::ADV,שוב,من جديد
747,wieder::ADV,שוב,مرة أخرى
748,vergebens::ADV,לריק,عبثا
749,vergebens::ADV,לשוא,عبثا
750,vor::PRP,מול,أمام
751,hinter::PRP,מאחורי,خلف
752,hinter::PRP,מאחורי,وراء
753,unter::PRP,מתחת,تحت
754,durch::PRP,דרך,عبر
755,durch::PRP,דרך,خلال
756,neben::PRP,ליד,جنب
757,neben::PRP,ליד,بجانب
758,neben::PRP,על-יד,جنب
759,neben::PRP,על-יד,بجانب
760,zwischen::PRP,בין,بين
761,wegen::PRP,בשל,بسبب
762,wegen::PRP,בגלל,بسبب
763,dies::PRN,זה,هذا
764,das::PRN,זה,ذلك
765,alles::PRN,הכל,الكل
766,ich::PRN,אני,أنا
767,du::PRN,את,أنت
768,du::PRN,אתה,أنت
769,er::PRN,הוא,هو
770,wir::PRN,אנחנו,نحن
771,ihr::PRN,לה,أنتم
772,ihr::PRN,לה,أنتن
773,sie::PRN,הם,هم
774,sie::PRN,הם,هن
775,was::FPRN,מה,ما
776,wer::FPRN,מי,من
777,wo::FADV,איפה,أين
778,wohin::FADV,לאן,إلى أين
779,wie::FADV,איך,كيف
780,warum::FADV,למה,لماذا
781,wieviel::FNUM,כמה,كم
782,eins::NUM,אחד,واحد
783,zwei::NUM,שתים,اثنين
784,drei::NUM,שלושה,ثلاثة
785,vier::NUM,ארבעה,أربعة
786,fünf::NUM,חמשה,خمسة
787,sechs::NUM,ששה,ستة
