,Concept_ID,hi,ta
150,Donner::N,मेघ-गर्जन,இடி
151,Strömung::N,बहाव,நீரோட்டம்
152,Strömung::N,प्रवाह,நீரோட்டம்
153,Tropfen::N,बूँद,துளி
154,Schaum::N,झाग,நுரை
155,Schmutz::N,गंद,அழுக்கு
156,Schmutz::N,कीचड़,அழுக்கு
157,See::N,झील,ஏரி
158,See::N,सरोवर,ஏரி
159,Sumpf::N,दलदल,சதுப்பு நிலம்
160,Sumpf::N,धँसान,சதுப்பு நிலம்
161,Moor::N,झाबर,முட்புதற்காடு
162,Moor::N,धँसान,முட்புதற்காடு
163,Wiese::N,घास-स्थल,பசும் புல்தரை
164,Wald::N,जंगल,காடு
165,Hügel::N,टीला,குன்று
166,Hügel::N,पहाड़,குன்று
167,Anhöhe::N,टीला,பதுக்கை
168,Anhöhe::N,पहाड़ी,பதுக்கை
169,Berg::N,पहाड़,மலை
170,Gipfel::N,शिखर,உச்சி மாநாடு
171,Höhle::N,गुहा,குகை
172,Höhle::N,गुफ़ा,குகை
173,Abhang::N,ढाल,சரிவு
174,Abhang::N,ढलान,சரிவு
175,Quelle::N,चश्मा,மூலம்
176,Bach::N,सोता,ஓடை
177,Bach::N,नदिका,ஓடை
178,Fluss::N,नदी,ஆறு
179,Fluss::N,सरिता,ஆறு
180,Ufer::N,तट,நீர்க்கரை
181,Ufer::N,किनारा,நீர்க்கரை
182,Küste::N,समुद्र-तट,கடற்கரை
183,Festland::N,महाद्वीप,நிலம்
184,Meer::N,सागर,கடல்
185,Meer::N,समुद्र,கடல்
186,Bucht::N,खाड़ी,சிறுகுடா
187,Insel::N,टापू,தீவு
188,Insel::N,द्वीप,தீவு
189,Blume::N,फूल,பூ
190,Blume::N,पुष्प,பூ
191,Gras::N,घास,புல்தரை
192,Wurzel::N,मूल,வேர்
193,Baum::N,पेड़,மரம்
194,Baum::N,वृक्ष,மரம்
195,Stamm::N,धड़,அடிமரம்
196,Rinde::N,छाल,பட்டை
197,Rinde::N,छाल,மரப்பட்டை
198,Rinde::N,वल्कल,பட்டை
199,Rinde::N,वल्कल,மரப்பட்டை
200,Ast::N,डाल,கினை
201,Ast::N,शाखा,கினை
202,Zweig::N,टहनी,குச்சி
203,Blatt::N,पत्र,இலை
204,Blatt::N,पत्ता,இலை
205,Birke::N,भूर्ज,பிர்ச் மரம்
206,Kiefer[Baum]::N,पाइन-वृक्ष,தேவதாரு மரம்
207,Weide[Baum]::N,बेंत,மர வகைகளுள் ஒன்று
208,Tanne::N,फ़र,சாதிக்கய்
209,Horn::N,सींग,கொம்பு
210,Horn::N,विषाण,கொம்பு
211,Feder::N,पर,இறகு
212,Feder::N,पंख,இறகு
213,Fell::N,खाल,மென்முடி
214,Fell::N,पशु-चर्म,மென்முடி
215,Flügel::N,पंख,இறக்கை
216,Flügel::N,डैना,இறக்கை
217,Klaue::N,पंजा,நகம்
218,Kralle::N,पंजा,நகம்
219,Kralle::N,नाख़ून,நகம்
220,Schwanz::N,पूँछ,வால்
221,Ei::N,अंडा,முட்டை
222,Nest::N,नीड़,கூடு
223,Nest::N,घोंसला,கூடு
224,Bau::N,बिल,குகை
225,Bau::N,माँद,குகை
226,Tier::N,पशु,விலங்கு
227,Tier::N,जानवर,விலங்கு
228,Herde::N,गल्ला,கூட்டம்
229,Kuh::N,गौ,பசு
230,Kuh::N,गाय,பசு
231,Bulle::N,साँड़,காளை
232,Pferd::N,अश्व,குதிரை
233,Pferd::N,घोड़ा,குதிரை
234,Schaf::N,भेड़,செம்மறிஆடு
235,Schwein::N,शूकर,பன்றி
236,Hund::N,श्वान,நாய்
237,Hund::N,कुत्ता,நாய்
238,Katze::N,बिल्ली,பூனை
239,Bär::N,रीछ,கரடி
240,Bär::N,भालू,கரடி
241,Eichhörnchen::N,गिलहरी,அணில்
242,Elch::N,एल्क,கடம்பை
243,Fuchs::N,लोमड़ी,நரி
244,Hase::N,खरहा,முயல்
245,Hase::N,ख़रगोश,முயல்
246,Maus::N,मूष,எலி
247,Maus::N,चूहा,எலி
248,Wolf::N,वृक,ஓநாய்
249,Wolf::N,भेड़िया,ஓநாய்
250,Vogel::N,पक्षी,பறவை
251,Vogel::N,चिड़िया,பறவை
252,Schwarm::N,झुंड,தொகுதி
253,Huhn::N,मुर्ग़ी,கோழிக்குஞசு
254,Hahn::N,मुर्ग़ा,சேவல்
255,Gans::N,हंस,பெண் வாத்து
256,Gans::N,हंसिनी,பெண் வாத்து
257,Adler::N,उक़ाब,பருநது
258,Ente::N,बतख़,வாத்து
259,Ente::N,बत्तक,வாத்து
260,Eule::N,उल्लू,ஆந்தை
261,Kranich::N,सारस,நாரை
262,Kranich::N,क्रौंंच,நாரை
263,Krähe::N,काक,காகம்
264,Kuckuck::N,कोयल,குயில்
265,Kuckuck::N,कोकिल,குயில்
266,Schwan::N,हंस,அன்னம்
267,Schwan::N,मराल,அன்னம்
268,Fisch::N,मछली,மீன்
269,Fisch::N,मत्स्य,மீன்
270,Barsch::N,पर्च,பேர்ச்
271,Hecht::N,पाइक,கோலாச்சி மீன்
272,Schlange[Tier]::N,सर्प,பாம்பு
273,Wurm::N,कृमि,புழு
274,Wurm::N,कीड़ा,புழு
275,Spinne::N,लूता,சிலந்தி
276,Spinne::N,मकड़ी,சிலந்தி
277,Ameise::N,चींटी,எறும்பு
278,Laus::N,जूँ,பேன்
279,Mücke::N,डाँस,கொசுவினப்பூச்சி
280,Fliege::N,मक्खी,ஈ
281,Fliege::N,मक्षिका,ஈ
282,Schmetterling::N,तितली,வண்ணத்துப்பூச்சி
283,Beere::N,बेरी,சதைப்பழம்
284,Apfel::N,सेब,ஆப்பிள பழம்
285,Pilz::N,खुंबी,காளான்
286,Zwiebel::N,प्याज़,வெங்காயம்
287,Saat::N,बीज,விதை
288,Korn::N,दाना,தானியம்
289,Heu::N,मूखी घास,வைக்கோல்
290,Schale::N,बकला,தோல்
291,Schale::N,छिलका,தோல்
292,Grube::N,गड्ढा,குழி
293,Falle::N,जाल,பொறி
294,Falle::N,फँदा,பொறி
295,Schlinge::N,फँदा,கண்ணி
296,Spur::N,सुराग़,சுவடு
297,Spur::N,पद-चिह्न,சுவடு
298,Asche::N,राख,சாம்பல்
299,Dreck::N,मैल,அழுக்கு
300,Dreck::N,गंदगी,அழுக்கு
301,Eisen::N,लोहा,இரும்பு
302,Gold::N,सोना,தங்கம்
303,Gold::N,स्वर्ण,தங்கம்
304,Silber::N,रजत,வெள்ளி
305,Silber::N,चाँदी,வெள்ளி
306,Kohle::N,कोयला,நிலக்கரி
307,Glas::N,काँच,கண்ணாடி
308,Lehm::N,चिकनी मिट्टी,களிமண்
309,Sand::N,रेत,மணல்
310,Sand::N,बालू,மணல்
311,Mensch::N,मानव,மனிதர்கள்
312,Mensch::N,इनसान,மனிதர்கள்
313,Mensch::N,मनुष्य,மனிதர்கள்
314,Mann::N,आदमी,மனிதன்
315,Mann::N,पुरुष,மனிதன்
316,Frau::N,औरत,பெண்
317,Frau::N,महिला,பெண்
318,Frau::N,स्त्री,பெண்
319,Kind::N,बाल,குழந்தை
320,Kind::N,बच्चा,குழந்தை
321,Junge::N,लड़का,பையன்
322,Mädchen::N,लड़की,சிறுமி
323,Mädchen::N,कुमारी,சிறுமி
324,Familie::N,परिवार,குடும்பம்
325,Großvater::N,दादा,தாத்தா
326,Großmutter::N,नानी,பாட்டி
327,Eltern::N,माँ-बाप,பெற்றோர்
328,Eltern::N,माता-पिता,பெற்றோர்
329,Vater::N,बाप,தந்தை
330,Vater::N,पिता,தந்தை
331,Mutter::N,माँ,தாய்
332,Mutter::N,माता,தாய்
333,Sohn::N,बेटा,மகன்
334,Sohn::N,पुत्र,மகன்
335,Tochter::N,बेटी,மகள்
336,Tochter::N,पुत्री,மகள்
337,Bruder::N,भाई,சகோதரன்
338,Bruder::N,भ्राता,சகோதரன்
339,Schwester::N,बहन,அக்கா
340,Schwester::N,भगिनी,அக்கா
341,Onkel::N,ताऊ,தாய் மாமன்
342,Onkel::N,काका,தாய் மாமன்
343,Tante::N,बूआ,அத்தை
344,Tante::N,फूफी,அத்தை
345,Tante::N,ख़ाला,அத்தை
346,Ehemann::N,पति,கணவன்
347,Ehemann::N,शौहर,கணவன்
348,Ehefrau::N,बीवी,மனைவி
349,Freude::N,आनंद,கொண்டாட்டம்
350,Freude::N,प्रसन्नता,கொண்டாட்டம்
351,Gelächter::N,हँसी,சிரிப்பு
352,Gelächter::N,क़हक़हा,சிரிப்பு
353,Glück::N,आनंद,மகிழ்ச்சி
354,Glück::N,ख़ुशी,மகிழ்ச்சி
355,Kummer::N,शोक,துயரம்
356,Kummer::N,दुःख,துயரம்
357,Wunsch::N,इच्छा,விருப்பம்
358,Wunsch::N,अभिलाषा,விருப்பம்
359,Lust::N,चाह,விருப்பம்
360,Lust::N,कामना,விருப்பம்
361,Geist::N,जान,ஆன்மா
362,Geist::N,प्राण,ஆன்மா
363,Gedanke::N,विचार,எண்ணம்
364,Gedächtnis::N,याददाश्त,ஞாபகம்
365,Gedächtnis::N,स्मरण-शक्ति,ஞாபகம்
366,Verstand::N,समझ,மனம்
367,Verstand::N,अक़्ल,மனம்
368,Verstand::N,बुद्धि,மனம்
369,Sinn::N,अर्थ,அர்த்தம்
370,Grund::N,वजह,காரணம்
371,Grund::N,कारण,காரணம்
372,Wahrheit::N,सत्य,உண்நை
373,Wahrheit::N,सच्चाई,உண்நை
374,Gespräch::N,चर्चा,பெசு
375,Gespräch::N,वार्ता,பெசு
376,Gespräch::N,बात-चीत,பெசு
377,Märchen::N,क़िस्सा,நம்பத்தகாத கதை
378,Erzählung::N,कथा,கதை
379,Erzählung::N,कहानी,கதை
380,Nachricht::N,सूचना,செய்தி
381,Nachricht::N,समाचार,செய்தி
382,Neuigkeit::N,ख़बर,செய்தி
383,Neuigkeit::N,समाचार,செய்தி
384,Name::N,नाम,பெயர்
385,Rätsel::N,पहेली,புதிர்
386,Rede::N,वचन,பேச்சு
387,Rede::N,भाषण,பேச்சு
388,Sprache::N,भाषा,மொழி
389,Sprache::N,ज़बान,மொழி
390,Stimme::N,स्वर,குரல்
391,Stimme::N,आवाज़,குரல்
392,Wort::N,शब्द,வார்த்தை
393,Wort::N,लफ़्ज़,வார்த்தை
394,Zeichen::N,निशान,குறி
395,Ruf::N,पुकार,அழைப்பு
396,Ruf::N,आह्वान,அழைப்பு
397,Lärm::N,शोर,சத்தம்
398,Lärm::N,हुल्लड़,சத்தம்
399,Laut::N,स्वर,ஒலி
400,Laut::N,ध्वनि,ஒலி
401,Ton::N,सुर,குரல்
402,Ton::N,स्वर,குரல்
403,Lied::N,गीत,பாட்டு
404,Ruhe::N,आराम,அமைதி
405,Ruhe::N,ख़ामोशी,அமைதி
406,Leute::N,लोग,மக்கள்
407,Volk::N,क़ौम,மக்கள்
408,Volk::N,प्रजा,மக்கள்
409,Arbeit::N,काम,வேலை
410,Gast::N,अतिथि,விருந்தாளி
411,Gast::N,मेहमान,விருந்தாளி
412,Geschenk::N,उपहार,பரிசுப் பொருள்
413,Geschenk::N,तोहफ़ा,பரிசுப் பொருள்
414,Spiel::N,खेल,விளையாட்டு
415,Spiel::N,क्रीड़ा,விளையாட்டு
416,Gesellschaft::N,साथ,சமுதாயம்
417,Hilfe::N,मदद,உதவி
418,Hilfe::N,सहायता,உதவி
419,Freund::N,मित्र,நண்பன்
420,Kamerad::N,साथी,உடனிருப்பவன்
421,Kamerad::N,कामरेड,உடனிருப்பவன்
422,Angelegenheit::N,बात,செய்தி
423,Angelegenheit::N,मामला,செய்தி
424,Anzahl::N,तादाद,எண்ணிக்கை
425,Anzahl::N,संख्या,எண்ணிக்கை
426,Art::N,तरह,வகை
427,Art::N,क़िस्म,வகை
428,Stück::N,फाँक,துண்டம்
429,Stück::N,टुकड़ा,துண்டம்
430,Teil::N,भाग,பகுதி
431,Teil::N,हिस्सा,பகுதி
432,Hälfte::N,अर्धभाग,பாதி
433,Kreis::N,चक्कर,வட்டம்
434,Kreuz::N,सलीब,சிலுவை
435,Kreuz::N,क्रूस,சிலுவை
436,Linie::N,लाइन,கோடு
437,Strich::N,लकीर,வாத நோய்
438,Abstand::N,अंतर,இடைவெளி
439,Abstand::N,फ़ासला,இடைவெளி
440,Entfernung::N,दूरी,தூரம்
441,Entfernung::N,फ़ासला,தூரம்
442,Gegend::N,इलाक़ा,வட்டாரம்
443,Platz::N,जगह,வெற்றிடம்
444,Platz::N,स्थान,வெற்றிடம்
445,Ort::N,स्थल,இடம்
446,Ort::N,स्थान,இடம்
447,Seite::N,ओर,பக்கம்
448,Seite::N,तरफ़,பக்கம்
449,Mitte::N,बीच,இடைப்பகுதி
450,Mitte::N,मध्य,இடைப்பகுதி
451,Gegenstand::N,चीज़,உருப்படி
452,Gegenstand::N,पदार्थ,உருப்படி
453,Sache::N,चीज़,பொருள்
454,Sache::N,वस्तु,பொருள்
455,Rand::N,छोर,தொங்கு
456,Rand::N,उपांत,தொங்கு
457,Kante::N,कोर,விளிம்பு
458,Kante::N,किनारा,விளிம்பு
459,Ecke::N,कोना,மூலை
460,Ecke::N,नुक्कड़,மூலை
461,Spitze::N,नोक,முனை
462,Ende::N,छोर,முடிவு
463,Ende::N,सिरा,முடிவு
464,Loch::N,छेद,துளை
465,Loch::N,सूराख़,துளை
466,Winkel::N,कोण,கோணம்
467,Winkel::N,कोना,கோணம்
468,Muster::N,नमूना,பாங்கு
469,Muster::N,डिज़ाइन,பாங்கு
470,Größe::N,परिमाण,அளவு
471,Größe::N,विस्तार,அளவு
472,Länge::N,लंबाई,நீளம்
473,Höhe::N,ऊँचाई,உயரம்
474,Höhe::N,उच्चता,உயரம்
475,Gewicht::N,भार,எடை
476,Gewicht::N,वज़न,எடை
477,Menge::N,मात्रा,தொகை
478,Haufen::N,ढेर,குவியல்
479,Haufen::N,अंबार,குவியல்
480,Reihe::N,क़तार,வரிசை
481,Reihe::N,पंक्ति,வரிசை
482,Boot::N,नाव,படகு
483,Boot::N,नौका,படகு
484,Ruder::N,चप्पू,துடுப்பு
485,Schlitten::N,बर्फ़-गाड़ी,சகடையிலா வண்டி
486,Ski::N,स्की,பனிச் சறுக்கல்
487,Lagerfeuer::N,अलाव,மூட்டம்
488,Lagerfeuer::N,कैंप-फ़ायर,மூட்டம்
489,Last::N,भार,பாரம்
490,Gang::N,चाल,நடை
491,Schritt::N,डग,காலடி
492,Schritt::N,क़दम,காலடி
493,Norden::N,उत्तर,வடக்கு
494,Süden::N,दक्खिन,தெற்கு
495,Westen::N,पश्चिम,மேற்கு திசை
496,Osten::N,पूरब,கிழக்கு
497,Holz::N,काठ,மரக்கட்டை
498,Holz::N,काष्ठ,மரக்கட்டை
499,Brett::N,पटरा,பலகை
500,Brett::N,तख़्ता,பலகை
501,Platte::N,फलक,பலகம்
502,Platte::N,तख़्ता,பலகம்
503,Stütze::N,टेक,அடைப்புகன்
504,Stütze::N,थूनी,அடைப்புகன்
505,Stange::N,छड़,கம்பம்
506,Stange::N,बाँस,கம்பம்
507,Stock::N,लाठी,குச்சி
508,Stab::N,लग्गा,கம்பு
509,Rohr::N,नल,குழாய்
510,Haus::N,घर,வீடு
511,Haus::N,मकान,வீடு
512,Heim::N,घर,வீடு
513,Heim::N,गृह,வீடு
514,Ofen::N,चूल्हा,அடுப்பு
515,Fußboden::N,फ़र्श,தரை
516,Tisch::N,मेज़,மேசை
517,Stuhl::N,कुरसी,நாற்காலி
518,Wiege::N,पालना,தொட்டில்
519,Wiege::N,हिंडोला,தொட்டில்
520,Bett::N,खाट,படுக்கை
521,Bett::N,पलंग,படுக்கை
522,Regal::N,शेल्फ़,அலமாரி
523,Kiste::N,पेटी,பெட்டி
524,Kiste::N,डिब्बा,பெட்டி
525,Fenster::N,खिड़की,சாளரம்
526,Tür::N,द्वार,கதவு
527,Tür::N,दरवाज़ा,கதவு
528,Tor::N,फाटक,வாசற்கதவு
529,Zaun::N,बाड़ा,வேலி
530,Dach::N,छत,கூரை
531,Dach::N,छप्पर,கூரை
532,Leiter::N,सीढ़ी,ஏணி
533,Besen::N,झाड़ू,விளக்குமாறு
534,Besen::N,बुहारी,விளக்குமாறு
535,Spaten::N,कुदाल,மண்வெட்டி
536,Schaufel::N,बेलचा,அடிதண்டா
537,Schaufel::N,फावड़ा,அடிதண்டா
538,Gabel::N,काँटा,முட்கரண்டி
539,Löffel::N,चम्मच,கரண்டி
540,Messer::N,छुरा,கத்தி
541,Messer::N,चाक़ू,கத்தி
542,Nagel::N,कील,ஆணி
543,Nagel::N,मेख़,ஆணி
544,Netz::N,जाल,வலை
545,Haken::N,अंकुश,கொக்கி
546,Griff::N,मूठ,கைப்பிடி
547,Griff::N,हत्था,கைப்பிடி
548,Schloss::N,ताला,பூட்டு
549,Bild::N,चित्र,படம்
550,Figur::N,मूर्ति,எண்ணிக்கை
551,Puppe::N,पुतली,பொம்மை
552,Puppe::N,गुड़िया,பொம்மை
553,Beutel::N,झोला,பை
554,Bündel::N,पुलिंदा,பொதி
555,Tasche::N,बेग,பை
556,Tasche::N,बस्ता,பை
557,Eimer::N,बाल्टी,வாளி
558,Deckel::N,ढक्कन,உறை
559,Geschirr::N,बरतन-भाँड़े,பாத்திரம்
560,Sack::N,बोरा,பை
561,Tasse::N,प्याला,கிண்ணம்
562,Topf::N,देग़चा,பானை
563,Kessel::N,देग़,கெண்டி
564,Kessel::N,बटलोई,கெண்டி
565,Essen::N,खाना,உணவருந்துதல்
566,Nahrung::N,भोजन,உணவு
567,Speise::N,खाना,உணவு வகை
568,Speise::N,व्यंजन,உணவு வகை
569,Fleisch::N,मांस,இறைச்சி
570,Fleisch::N,गोश्त,இறைச்சி
571,Getreide::N,अनाज,மக்காச்சோளம்
572,Brei::N,भरता,கஞ்சி
573,Brei::N,दलिया,கஞ்சி
574,Brot::N,रोटी,ரொட்டி
575,Scheibe::N,कतला,துண்டு
576,Fett::N,वसा,கொழுப்பு
577,Fett::N,चरबी,கொழுப்பு
578,Butter::N,मक्खन,வெண்ணெய்
579,Öl::N,तेल,எண்ணெய்
580,Salz::N,नमक,உப்பு
581,Suppe::N,सूप,ரசம்
582,Suppe::N,शोरबा,ரசம்
583,Honig::N,शहद,தேன்
584,Milch::N,दूध,பால்
585,Tee::N,चाय,தெனீர்
586,Leder::N,चमड़ा,பதம் செய்யப்பட்ட தோல்
587,Wolle::N,ऊन,கம்பளி
588,Stoff::N,कपड़ा,துணி
589,Nadel::N,सूई,ஊசி
590,Faden::N,डोरा,நூல்
591,Knopf::N,बटन,பொத்தான்
592,Knopf::N,घुंडी,பொத்தான்
593,Knoten::N,गाँठ,முடிச்சு
594,Knoten::N,गुत्थी,முடிச்சு
595,Farbe::N,रंग,வண்ணக் குழம்பு
596,Farbe::N,वर्ण,வண்ணக் குழம்பு
597,Kleidung::N,पहनावा,ஆடைகள்
598,Hemd::N,कुरता,சட்டை
599,Hemd::N,क़मीज़,சட்டை
600,Kragen::N,गरदनी,கழுத்துப் பட்டை
601,Kragen::N,गरेबान,கழுத்துப் பட்டை
602,Ärmel::N,आस्तीन,சட்டைக்கை
603,Hose::N,पैंट,கால்சட்டை
604,Hose::N,पतलून,கால்சட்டை
605,Gürtel::N,पेटी,பெல்ட்
606,Gürtel::N,मेखला,பெல்ட்
607,Mütze::N,टोपी,தொப்பி
608,Schuh::N,जूता,காலணி
609,Stiefel::N,बूट,காலணி
610,Ring::N,अँगूठी,மோதிரம்
611,Band::N,पट्टी,நாடா
612,Kamm::N,कंघी,கீப்பு
613,Spiegel::N,आईना,ஆடி
614,Spiegel::N,आईना,கண்ணாடி
615,Spiegel::N,दर्पण,ஆடி
616,Spiegel::N,दर्पण,கண்ணாடி
617,Riemen::N,तसमा,வார்
618,Riemen::N,पट्टा,வார்
619,Schnur::N,डोरी,கயிறு
620,Schnur::N,सुतली,கயிறு
621,Leine::N,रस्सी,தோல்வார்
622,Decke::N,रज़ाई,போர்வை
623,Kissen::N,तकिया,தலையணை
624,Kissen::N,गाद्दा,தலையணை
625,Tuch::N,रूमाल,துணி
626,Tuch::N,वस्त्र,துணி
627,Handtuch::N,अँगोछा,தண்டு
628,Kraft::N,ज़ोर,நிர்பந்தம்
629,Kraft::N,शक्ति,நிர்பந்தம்
630,Stärke::N,बल,பலம்
631,Stärke::N,ताक़त,பலம்
632,Gesundheit::N,स्वास्थ्य,ஆரோக்கியம்
633,Gesundheit::N,तंदुरुस्ती,ஆரோக்கியம்
634,Krankheit::N,रोग,நோய்
635,Krankheit::N,बीमारी,நோய்
636,Schmerz::N,दर्द,வலி
637,Schmerz::N,पीड़ा,வலி
638,Wunde::N,घाव,காயம்
639,Wunde::N,ज़ख़्म,காயம்
640,Fieber::N,ज्वर,காய்ச்சல்
641,Fieber::N,बुख़ार,காய்ச்சல்
642,Arznei::N,दवा,மருந்து
643,Arznei::N,औषाधि,மருந்து
644,Brücke::N,पुल,பாலம்
645,Brücke::N,सेतु,பாலம்
646,Brunnen::N,कुआँ,கேணி
647,Weide::N,चरागाह,மேய்ச்சல் நிலம்
648,Pfad::N,पथ,நடை வழி
649,Pfad::N,पगडंडी,நடை வழி
650,Weg::N,मार्ग,வழி
651,Straße::N,राह,சாலை
652,Straße::N,रास्ता,சாலை
653,Dorf::N,गाँव,கிராமம்
654,Dorf::N,ग्राम,கிராமம்
655,Stadt::N,शहर,நகரம்
656,Brief::N,ख़त,கடிதம்
657,Brief::N,पत्र,கடிதம்
658,Brief::N,चिट्ठी,கடிதம்
659,Buch::N,किताब,புத்தகம்
660,Buch::N,पुस्तक,புத்தகம்
661,Buchstabe::N,अक्षर,எழத்து
