,Concept_ID,sah,lt
746,bekannt::A,билэр,pažįstamas
747,berühmt::A,аатырбыт,žymus
748,berühmt::A,аатырбыт,garsus
749,fremd::A,атын,svetimas
750,verschieden::A,араас,įvairus
751,nah::A,чугас,artimas
752,fern::A,ыраах,tolimas
753,linker::A,хаҥас,kairys
754,rechter::A,уҥа,dešinys
755,anderer::A,атын,kitas
756,erster::A,маҥнайгы,pirmas
757,zweiter::A,иккис,antras
758,dritter::A,үһүс,trečias
759,letzter::A,тиһэх,paskutinis
760,allein::ADV,соҕотох,vienas
761,auf einmal::ADV,биирдэ,iš karto
762,zusammen::ADV,холбуу,kartu
763,zusammen::ADV,холбуу,drauge
764,lange::ADV,уһуннук,ilgai
765,plötzlich::ADV,эмискэ,staiga
766,sofort::ADV,тута,tuojau
767,später::ADV,хойут,vėliau
768,später::ADV,хойут,paskiau
769,jetzt::ADV,билигин,dabãr
770,heute::ADV,бүгүн,šiandien
771,morgen::ADV,сарсын,rytoj
772,bald::ADV,өтөр,greitai
773,bald::ADV,өтөр,netrukus
774,dann::ADV,кэнна,po to
775,gestern::ADV,бэҕэһээ,vakar
776,einst::ADV,биир төгүл,kadaise
777,einst::ADV,биир төгүл,kitą kartą
778,einst::ADV,арай биирдэ,kadaise
779,einst::ADV,арай биирдэ,kitą kartą
780,damals::ADV,оччоҕо,anuomet
781,damals::ADV,оччоҕо,anuokart
782,danach::ADV,аары,po to
783,danach::ADV,аары,paskui
784,danach::ADV,ол кэнниттэн,po to
785,danach::ADV,ол кэнниттэн,paskui
786,vorher::ADV,урут,anksčiau
787,zuerst::ADV,маҥнай,pirma
788,zuerst::ADV,маҥнай,iš pradžių̃
789,einmal::ADV,биирдэ,kartą
790,einmal::ADV,биирдэ,vieną kartą
791,manchmal::ADV,арыт,kai kada
792,oft::ADV,чаастатык,dažnai
793,immer::ADV,мэлдьи,visada
794,immer::ADV,мэлдьи,visuomet
795,niemals::ADV,хаһан да,niekada
796,niemals::ADV,хаһан да,niekuomet
797,hier::ADV,маныаха,čia
798,hierhin::ADV,бэттэх,šen
799,hierhin::ADV,бэттэх,čionai
800,von hier::ADV,мантан,iš čia
801,dort::ADV,онно,ten
802,dort::ADV,онно,tenai
803,dorthin::ADV,онно,ten
804,dorthin::ADV,онно,ten link
805,geradeaus::ADV,быһа,tiesiai
806,geradeaus::ADV,быһаччы,tiesiai
807,vorwärts::ADV,инники,pirmyn
808,rückwärts::ADV,төттөру,atbulai
809,zurück::ADV,төттөрү,atgal
810,unten::ADV,аллара,žemai
811,unten::ADV,аллара,apačioje
812,hinab::ADV,аллара,žemyn
813,oben::ADV,үөһэ,viršuj
814,hinauf::ADV,өрө,aukštyn
815,hinauf::ADV,өрө,į viršų
816,hinauf::ADV,үөһэ,aukštyn
817,hinauf::ADV,үөһэ,į viršų
818,überall::ADV,бэйдиэ,visur
819,nicht::ADV,буолбатах,ne
820,ein wenig::ADV,кыратык,truputį
821,kaum::ADV,нэһиилэ,vos
822,sehr::ADV,бэрт,labai
823,sehr::ADV,бэрт,baisiai
824,sehr::ADV,наһаа,labai
825,sehr::ADV,наһаа,baisiai
826,so::ADV,оччо,taip
827,so::ADV,оннук,taip
828,noch::ADV,өссө,dar
829,nur::ADV,эрэ,tik
830,nur::ADV,эрэ,vien
831,nur::ADV,сыччах,tik
832,nur::ADV,сыччах,vien
833,schon::ADV,бэлиэр,jau
834,wieder::ADV,эмиэ,vėl
835,wieder::ADV,эмиэ,iš naujo
836,vergebens::ADV,таак,veltui
837,vergebens::ADV,таак,bergždžiai
838,vor::PRP,иннигэр,prieš
839,hinter::PRP,кэлин,už
840,unter::PRP,-ҕа,po
841,unter::PRP,оһох түгэҕэ,po
842,durch::PRP,курдары,pro
843,durch::PRP,курдары,per
844,neben::PRP,аттыгар,prie
845,neben::PRP,аттыгар,šalia
846,zwischen::PRP,ыккардынан,tarp
847,wegen::PRP,уҥуортан,dėl
848,wegen::PRP,уҥуортан,dėlei
849,dies::PRN,ити,šis
850,dies::PRN,ити,šitas
851,dies::PRN,бу,šis
852,dies::PRN,бу,šitas
853,das::PRN,били,tat
854,alles::PRN,барыта,visas
855,ich::PRN,мин,aš
856,du::PRN,эн,tu
857,er::PRN,кнни,jis
858,wir::PRN,биһиги,mes
859,ihr::PRN,эһиги,jūs
860,sie::PRN,кинилэр,ji
861,sie::PRN,кинилэр,jos
862,was::FPRN,туох,kas
863,wer::FPRN,ким,kas
864,wo::FADV,ханна,kur
865,wohin::FADV,ханна,kur
866,wohin::FADV,ханна,kur link
867,wie::FADV,хайдах,kaip
868,warum::FADV,тоҕо,kod̃ėl
869,warum::FADV,тоҕо,dėl ko
870,wieviel::FNUM,төһө,kiek
871,eins::NUM,биир,vienas
872,zwei::NUM,икки,du
873,drei::NUM,үс,trys
874,vier::NUM,түөрт,keturi
875,fünf::NUM,биэс,penki
876,sechs::NUM,алта,šeši
877,sieben::NUM,сэттэ,septyni
878,acht::NUM,аҕыс,aštuoni
879,neun::NUM,тоҕус,devyni
880,zehn::NUM,уон,dešimt
881,elf::NUM,уон биир,vienuolika
882,zwölf::NUM,уон икки,dvylika
883,zwanzig::NUM,сүүрбэ,dvidešimt
884,dreißig::NUM,отут,trisdešimt
885,vierzig::NUM,түөрт уон,keturiasdešimt
886,fünfzig::NUM,биэс уон,penkiasdešimt
887,sechzig::NUM,алта уон,šešiasdešimt
888,siebzig::NUM,сэттэ уон,septyniasdešimt
889,achtzig::NUM,аҕыс уон,aštuoniasdešimt
890,neunzig::NUM,тоҕус уонус,devyniasdešimt
891,hundert::NUM,сүүс,šimtas
892,tausend::NUM,тыһыынча,tūkstantis
893,und::CNJ,да,ĩr
894,und::CNJ,уонна,ĩr
895,und::CNJ,итиэннэ,ĩr
896,oder::CNJ,эбэтэр,ar
897,oder::CNJ,эбэтэр,arba
898,stehen::V,тур,stovėti
899,sitzen::V,олор,sėdėti
900,liegen::V,сыт,gulėti
901,hängen::V,санньылый,kyboti
902,hängen::V,санньылый,kabėti
903,werden::V,буол,taptis
904,werden::V,буол,darytis
905,passieren::V,буол,atsitikti
906,passieren::V,буол,pasitaikyti
907,beginnen::V,саҕалан,prasid́ėti
908,enden::V,бүт,baigtis
909,wechseln::V,уларый,keistis
910,wechseln::V,уларый,pasikeisti
911,aufgehen[Sonne]::V,ой,tekėti
912,aufgehen[Sonne]::V,ой,patekėti
913,untergehen[Sonne]::V,киир,leistis
914,untergehen[Sonne]::V,киир,nusileisti
915,scheinen[Sonne]::V,сырдат,šviesti
916,donnern::V,эт,griausti
917,donnern::V,эт,griaudėti
918,wehen::V,үр,pūsti
919,strömen::V,кутулун,lietis
920,strömen::V,кутулун,plūsti
921,fließen::V,сүүр,tekėti
922,sich drehen::V,эргий,suktis
923,sich drehen::V,эргий,pasisukti
924,schwanken::V,биэтэҥнээ,svyruoti
925,schwingen::V,эйэҥнээ,suptis
926,fallen::V,оҕут,pulti
927,fallen::V,оҕут,kristi
928,brennen::V,умай,degti
929,rauchen::V,буруолаа,rūkyti
930,regnen::V,самыырдаа,lyti
931,gefrieren::V,тоҥ,užšalti
932,tauen::V,ир,tirpti
933,schmelzen::V,уулун,lydytis
934,trocknen::V,куур,džiūti
935,sieden::V,оргуй,virti
936,faulen::V,сытый,pūti
937,verfaulen::V,сытыйан_хаал,švinkti
938,reißen::V,хайыт,plyšti
939,reißen::V,хайыт,trūkti
940,reißen::V,быһытталан,plyšti
941,reißen::V,быһытталан,trūkti
942,versinken::V,тимир,skę̃sti
943,versinken::V,тимир,grimzti
944,versinken::V,батылын,skę̃sti
945,versinken::V,батылын,grimzti
946,vergehen::V,дьай,praeiti
947,erscheinen::V,көһүн,pasirodyti
948,verschwinden::V,сүт,dingti
949,verschwinden::V,сүт,išnykti
950,verschwinden::V,сүт,pranykti
951,sinken::V,намтаа,kristi
952,abnehmen::V,аччаа,mažėti
953,abnehmen::V,аччаа,silpnėti
954,zunehmen::V,элбээ,didėti
955,zunehmen::V,элбээ,padaugėti
956,steigen::V,үрдээ,kilti
957,wachsen::V,үүн,augti
958,glänzen::V,кылбай,blizgėti
959,funkeln::V,күлүмнээ,žibėti
960,funkeln::V,күлүмүрдээ,žibėti
961,lärmen::V,тыаһаа,triukšmauti
962,läuten::V,собуоннаа,skambinti
963,klingeln::V,линкинээ,skambinti
964,klirren::V,айгырат,žvangėti
965,brausen::V,сирилээ,šniokšti
966,rauschen::V,суугунаа,ošti
967,rauschen::V,суугунаа,šlamėti
968,klingen::V,доргуй,skardėti
969,bellen::V,үр,loti
970,heulen::V,улуй,kaukti
971,heulen::V,улуй,staugti
972,blasen::V,үр,pūsti
973,pfeifen::V,иһиир,švilpti
974,pfeifen::V,иһиир,švilpauti
975,schreien::V,кылан,šaukti
976,schreien::V,хаһыытаа,šaukti
977,stöhnen::V,ынчыктаа,dejuoti
978,stöhnen::V,ынчыктаа,aimanuoti
979,zittern::V,титирээ,virpėti
980,zittern::V,дьигиһий,virpėti
981,leben::V,олор,gyventi
982,geboren werden::V,төрөө,gimti
983,atmen::V,тыын,alsuoti
984,atmen::V,тыын,kvėpuoti
985,trinken::V,ис,gerti
986,essen::V,аһаа,valgyti
987,schlucken::V,ыйыһын,praryti
988,müde werden::V,сылай,nuvargti
989,müde werden::V,сылай,privargti
990,einschlafen::V,утуйан хаал,užmigti
991,schlafen::V,утуй,miegoti
992,schlafen::V,утуйа сыт,miegoti
993,aufwachen::V,уһугун,pabusti
994,aufstehen::V,тур,keltis
995,aufstehen::V,тур,atsikelti
996,sich erholen::V,сынньан,pailsėti
997,sich erholen::V,сынньан,poilsiauti
998,krank werden::V,ыарый,susirgti
999,krank sein::V,ыарый,sirgti
1000,krank sein::V,ыарыт,sirgti
1001,schmerzen::V,ыарыт,sopėti
1002,schmerzen::V,ыарыт,skaudėti
1003,husten::V,сөтөлүн,kosėti
1004,genesen::V,көн,sveikti
1005,genesen::V,көн,taisytis
1006,sterben::V,өл,mirti
1007,sterben::V,өл,numirti
1008,umkommen::V,өл,žūti
1009,umkommen::V,оҕут,žūti
1010,sich bewegen::V,хамсаа,judėti
1011,sich bewegen::V,хамсаа,pasijudinti
1012,sich rühren::V,хамсаа,krutėti
1013,sich erheben::V,тур,pakilti
1014,sich erheben::V,тур,atsikelti
1015,sich setzen::V,олор,sėstis
1016,sich setzen::V,олор,atsisėsti
1017,hinfallen::V,оҕут,parkristi
1018,hinfallen::V,оҕут,pargriūti
1019,laufen::V,хаам,eiti
1020,schreiten::V,атыллаа,žengti
1021,schreiten::V,атыллаа,žingsniuoti
1022,spazierengehen::V,дьаарбай,pasivaikščioti
1023,eilen::V,тиэтэй,skubėti
1024,sich beeilen::V,ыксаа,paskub́ėti
1025,sich beeilen::V,ыксаа,pasiskubinti
1026,sausen::V,элээр,dumti
1027,sausen::V,элээр,lėkti
1028,rennen::V,сүүрэкэлээ,bėgti
1029,springen::V,ой,šokti
1030,springen::V,ыстан,šokti
1031,klettern::V,ытын,kopti
1032,schaukeln::V,эйэҥнээ,supti
1033,schaukeln::V,эйэҥнээ,linguoti
1034,schaukeln::V,биэрэҥнээ,supti
1035,schaukeln::V,биэрэҥнээ,linguoti
1036,kriechen::V,сыыл,ropoti
1037,kriechen::V,сыыл,šliaužti
1038,schwimmen::V,уһун,plaukti
1039,schwimmen::V,харбаа,plaukti
1040,tauchen::V,умус,nerti
1041,rudern::V,эрт,irtis
1042,rudern::V,эрт,irkluoti
1043,fahren::V,айаннаа,važiuoti
1044,fahren::V,айаннаа,važinėti
1045,fliegen::V,көт,lėkti
1046,fliegen::V,көт,skristi
1047,gehen::V,бар,eiti
1048,weggehen::V,бар,išeiti
1049,abfahren::V,бар,išvykti
1050,abfahren::V,бар,išvažiuoti
1051,anhalten::V,тохтоо,sustoti
1052,hineingehen::V,киир,įeiti
1053,eintreten::V,киир,įžengti
1054,kommen::V,кэл,ateiti
1055,ankommen::V,кэл,ateiti
1056,ankommen::V,тиий,ateiti
1057,zurückkommen::V,төнүн,grį̃žti
1058,zurückkommen::V,төнүн,sugrį̃žti
1059,bleiben::V,хаал,likti
1060,bleiben::V,хаал,pasilikti
1061,warten::V,көһүт,laukti
1062,erwarten::V,күүт,laukti
1063,erwarten::V,көһүт,laukti
1064,suchen::V,ирдээ,ieškoti
1065,suchen::V,көрдөө,ieškoti
1066,finden::V,бул,rasti
1067,finden::V,бул,surasti
1068,versuchen::V,сорун,mėginti
1069,vorbereiten::V,бэлэмнээ,rengti
1070,lieben::V,таптаа,myĺėti
1071,mögen::V,сөбүл,ḿėgti
1072,mögen::V,сөбүл,patikti
1073,lachen::V,күл,juoktis
1074,rühren::V,долгут,jaudinti
1075,rühren::V,долгут,graudinti
1076,weinen::V,ытаа,verkti
1077,schimpfen::V,үөҕүс,bartis
1078,sich ärgern::V,кыыһыр,pykti
1079,sich ärgern::V,кыыһыр,apmaudauti
1080,sich ärgern::V,кыйахан,pykti
1081,sich ärgern::V,кыйахан,apmaudauti
1082,sich fürchten::V,куттан,bijoti
1083,sich fürchten::V,куттан,baimintis
1084,sich fürchten::V,дьиксин,bijoti
1085,sich fürchten::V,дьиксин,baimintis
1086,fürchten::V,дьиксин,bijoti
1087,fürchten::V,дьиксин,baimintis
1088,fürchten::V,куттан,bijoti
1089,fürchten::V,куттан,baimintis
1090,fliehen::V,күрээ,bėgti
1091,fliehen::V,күрээ,sprukti
1092,flüchten::V,күрээ,pabėgti
1093,sehen::V,көр,žiūŕėti
1094,anschauen::V,көр,žiūŕėti
1095,ansehen::V,көр,žiūrėti į
1096,ansehen::V,көр,pažiūrėti į
1097,hören::V,бил,girdėti
1098,hören::V,иһит,girdėti
1099,zuhören::V,иһит,klausytis
1100,probieren::V,боруобалаан көр,ragauti
1101,probieren::V,боруобалаан көр,paragauti
1102,probieren::V,амсайан көр,ragauti
1103,probieren::V,амсайан көр,paragauti
1104,riechen::V,сытырҕаа,uosti
1105,riechen::V,сытырҕаа,užuosti
1106,fühlen::V,бил,justi
1107,fühlen::V,бил,jausti
1108,fühlen::V,бил,pajusti
1109,scheinen::V,көһүн,rodytis
1110,scheinen::V,көһүн,atrodyti
1111,zu sehen sein::V,көһүн,pasirodyti
1112,vernehmen::V,иһит,išgirsti
1113,frieren::V,тоҥ,šalti
1114,frieren::V,үлүй,šalti
1115,tun::V,гын,daryti
1116,können::V,кыай,galėti
1117,können::V,кыай,pajėgti
1118,wollen::V,баҕар,norėti
1119,anfangen::V,саҕалаа,pradėti
1120,anfangen::V,саҕалаа,prasid́ėti
1121,beenden::V,бүтэр,baigti
1122,beenden::V,бүтэр,užbaigti
1123,aufhören::V,уурай,liautis
1124,gelingen::V,сатан,pavykti
1125,gelingen::V,сатан,pasisekti
1126,geraten::V,баар буолан биэр,nusisekti
1127,geraten::V,баар буола тус,nusisekti
1128,geraten::V,буолан таҕыс,nusisekti
1129,öffnen::V,ас,atverti
1130,öffnen::V,ас,atidaryti
1131,schließen::V,сап,uždaryti
1132,schließen::V,хатаа,uždaryti
1133,stellen::V,уур,statyti
1134,stellen::V,уур,pastatyti
1135,stellen::V,туруор,statyti
1136,stellen::V,туруор,pastatyti
1137,setzen::V,туруор,sodinti
1138,setzen::V,туруор,pasodinti
1139,setzen::V,уур,sodinti
1140,setzen::V,уур,pasodinti
1141,legen::V,уур,dėti
1142,legen::V,уур,pad́ėti
1143,berühren::V,тыыт,liesti
1144,berühren::V,тыыт,paliesti
1145,berühren::V,таарый,liesti
1146,berühren::V,таарый,paliesti
1147,verbinden::V,кэлгий,jungti
1148,verbinden::V,кэлгий,surišti
1149,bedecken::V,бүрүй,uždengti
1150,aufhängen::V,ыйаа,pakarti
1151,aufhängen::V,ыйаа,pakabinti
1152,anzünden::V,умат,padegti
1153,aufheben::V,өрө тарт,pakelti
1154,zurücklassen::V,бырах,palikti
1155,verlieren::V,сүтэр,pamesti
1156,fallen lassen::V,түһэр,atsisakyti
1157,fallen lassen::V,мүлчү тут,atsisakyti
1158,machen::V,оҥор,dirbti
1159,machen::V,оҥоһун,dirbti
1160,herstellen::V,оҥор,gaminti
1161,bauen::V,тут,statyti
1162,bauen::V,тут,pastatyti
1163,reparieren::V,абырахтаа,taisyti
1164,reparieren::V,абырахтаа,remontuoti
1165,verbessern::V,тупсар,gerinti
1166,verbessern::V,тупсар,ištaisyti
1167,ändern::V,уларыт,keisti
1168,ändern::V,уларыт,pakeisti
1169,graben::V,хас,kasti
1170,beugen::V,бокут,lenkti
1171,beugen::V,бокут,palenkti
1172,beugen::V,токурут,lenkti
1173,beugen::V,токурут,palenkti
1174,beugen::V,бүк баттаа,lenkti
1175,beugen::V,бүк баттаа,palenkti
1176,biegen::V,иэх,lenkti
1177,biegen::V,иэх,palenkti
1178,biegen::V,өҕүлүннэр,lenkti
1179,biegen::V,өҕүлүннэр,palenkti
1180,drehen::V,эргит,sukti
1181,drehen::V,эргичит,sukti
1182,wenden::V,эргилин,kreipti
1183,wenden::V,эргилин,pakreipti
1184,umdrehen::V,түҥнэр,sukti
1185,umdrehen::V,түҥнэр,apversti
1186,heben::V,көтөх,kelti
1187,heben::V,көтөх,pakelti
1188,hochheben::V,таһаар,pakelti
1189,ergreifen::V,тут,čiupti
1190,ergreifen::V,тут,griebti
1191,halten::V,тут,laikyti
1192,halten::V,тут,palaikyti
1193,drücken::V,ык,spausti
1194,schieben::V,ас,stumti
1195,kratzen::V,кыһыы,kasyti
1196,kratzen::V,кыһыы,grandyti
1197,lecken::V,салаа,laižyti
1198,beißen::V,ытыр,kandžioti
1199,abreißen::V,быһа тарт,nuplėšti
1200,abreißen::V,туура тарт,nuplėšti
1201,abschneiden::V,быс,atpjauti
1202,abschneiden::V,быс,atkirpti
1203,abschneiden::V,быһан ыл,atpjauti
1204,abschneiden::V,быһан ыл,atkirpti
1205,abschneiden::V,быһа баттаа,atpjauti
1206,abschneiden::V,быһа баттаа,atkirpti
1207,binden::V,кэлгий,rišti
1208,binden::V,кэлгий,surišti
1209,stecken::V,батары ас,kišti
1210,stecken::V,батары ас,įkišti
1211,brechen::V,тоһут,lūžti
1212,brechen::V,тоһут,laužyti
1213,klopfen::V,тоҥсуй,belsti
1214,klopfen::V,тоҥсуй,barbenti
1215,hauen::V,оҕус,mušti
1216,kleben::V,силимнээ,lipdyti
1217,kleben::V,силимнээ,klijuoti
1218,reiben::V,аал,trinti
1219,reiben::V,аал,tarkuoti
1220,streichen::V,сыбаа,tepti
1221,streichen::V,сыбаа,užtepti
1222,schleifen::V,чочуй,galą́sti
1223,schneiden::V,быс,pjauti
1224,schneiden::V,быс,kirpti
1225,rütteln::V,иэҕэҥнэт,purtyti
1226,schütteln::V,сахсый,purtyti
1227,schwenken::V,дайбаа,mojuoti
1228,schütten::V,кут,pilti
1229,schütten::V,кут,berti
1230,füllen::V,толор,pildyti
1231,füllen::V,толор,pripildyti
1232,einwickeln::V,суулаа,įvynioti
1233,einwickeln::V,суулаа,suvynioti
1234,tragen::V,ит,nešti
1235,tragen::V,ит,nešioti
1236,schleppen::V,сос,vilkti
1237,ziehen::V,тарт,tempti
1238,aufbewahren::V,уур,laikyti
1239,aufbewahren::V,харай,laikyti
1240,werfen::V,бырах,mesti
1241,werfen::V,бырах,sviesti
1242,fangen::V,хап,sugauti
1243,packen::V,тут,čiupti
1244,packen::V,тут,griebti
1245,verstecken::V,саһыар,slėpti
1246,verstecken::V,саһыар,slapstyti
1247,teilen::V,үллэр,dalyti
1248,teilen::V,үллэр,padalyti
1249,schicken::V,ыыт,sių̃sti
1250,schicken::V,ыыт,pasių̃sti
1251,bringen::V,аҕал,atnešti
1252,hinzufügen::V,эп,pridėti
1253,bekommen::V,ыл,gauti
1254,bekommen::V,булун,gauti
1255,erhalten::V,ыл,gauti
1256,nehmen::V,ыл,paimti
1257,wählen::V,быыбардаа,rinkti
1258,wählen::V,быыбардаа,išsirinkti
1259,auswählen::V,тал,išrinkti
1260,bewahren::V,харай,išsaugoti
1261,behindern::V,мэһэйдээ,trukdyti
1262,verderben::V,буорту гын,sugadinti
1263,beschädigen::V,алдьат,žaloti
1264,beschädigen::V,алдьат,gadinti
1265,zerbrechen::V,үлтүрүт,sukulti
1266,zerbrechen::V,үлтүрүт,sudaužyti
1267,zerreißen::V,хайыта тарт,perplėšti
1268,zerreißen::V,хайыта тарт,suplėšyti
1269,zerstören::V,алдьат,suardyti
1270,zerstören::V,алдьат,sugriauti
1271,verbrennen::V,уоттаа,deginti
1272,verbrennen::V,уоттаа,sudeginti
1273,geben::V,биэр,duoti
1274,geben::V,биэр,paduoti
1275,reichen::V,аҕал,paduoti
1276,schenken::V,бэлэхтээ,dovanoti
1277,versprechen::V,эрэннэр,žadėti
1278,versprechen::V,эрэннэр,pažadėti
1279,wünschen::V,баҕар,norėti
1280,wünschen::V,баҕар,linḱėti
1281,loben::V,хайҕаа,girti
1282,loben::V,хайҕаа,pagirti
1283,küssen::V,уураа,bučiuoti
1284,wiegen::V,бигээ,supti
1285,zudecken::V,сап,užkloti
1286,zudecken::V,сап,uždengti
1287,zudecken::V,бүрүй,užkloti
1288,zudecken::V,бүрүй,uždengti
1289,wecken::V,уһугуннар,žadinti
1290,zeigen::V,көрдөр,rodyti
1291,führen::V,салай,vesti
1292,führen::V,салай,vadovauti
1293,lehren::V,үөрэт,mokyti
1294,lehren::V,үөрэт,išmokyti
1295,unterrichten::V,үөрэт,dėstyti
1296,aufziehen::V,иит,išauginti
1297,leiten::V,салай,valdyti
1298,leiten::V,салай,vadovauti
1299,antreiben::V,кыһай,uiti
1300,antreiben::V,кыһай,raginti
1301,antreiben::V,кыһай,skubinti
1302,lassen::V,күһэй,paliepti
1303,einladen::V,ыҥыр,kviesti
1304,einladen::V,ыҥыр,pakviesti
1305,vereinigen::V,холбоо,sujungti
1306,vereinigen::V,холбоо,suvienyti
1307,vereinigen::V,түм,sujungti
1308,vereinigen::V,түм,suvienyti
1309,besuchen::V,сырыт,lankyti
1310,besuchen::V,сырыт,aplankyti
1311,besuchen::V,билсэ сырыт,lankyti
1312,besuchen::V,билсэ сырыт,aplankyti
1313,treffen::V,көрүс,sutikti
1314,treffen::V,көрүс,pasitikti
1315,sich versammeln::V,мүһүн,susirinkti
1316,sich versammeln::V,түмүс,susirinkti
1317,spielen::V,оонньоо,groti
1318,spielen::V,оонньоо,žaisti
1319,singen::V,ыллаа,dainuoti
1320,tanzen::V,үҥкүүлээ,šokti
1321,sich trennen::V,араҕыс,skirtis
1322,sich trennen::V,араҕыс,išsiskirti
1323,verlassen::V,хааллар,palikti
1324,retten::V,өрүһүй,gelbėti
1325,bewachen::V,араҥаччылаа,sergėti
1326,schützen::V,көмүскээ,ginti
1327,schützen::V,көмүскээ,apginti
1328,verteidigen::V,көмүскээ,ginti
1329,verteidigen::V,көмүскээ,apginti
1330,sich schlagen::V,охсус,muštis
1331,schießen::V,ытыалаа,šauti
1332,schießen::V,ытыалаа,šaudyti
1333,siegen::V,хот,nugalėti
1334,siegen::V,кыай,nugalėti
1335,ärgern::V,кыыһырт,pykinti
1336,schlagen::V,оҕус,mušti
1337,schlagen::V,оҕус,smogti
1338,schlagen::V,оҕус,trenkti
1339,treten::V,тэп,mygti
1340,stechen::V,кэй,gelti
1341,stechen::V,кэй,smeigti
1342,stoßen::V,кэп,stumti
1343,stoßen::V,кэп,pastumti
1344,stoßen::V,үтүрүй,stumti
1345,stoßen::V,үтүрүй,pastumti
1346,stehlen::V,уор,vogti
1347,stören::V,мэһэйдээ,trikdyti
1348,belästigen::V,батар,apsunkinti
1349,verbergen::V,кистээ,slėpti
1350,verbergen::V,кистээ,paslėpti
1351,täuschen::V,албыннаа,klaidinti
1352,betrügen::V,албыннаа,apgauti
1353,töten::V,өлөр,žudyti
1354,töten::V,өлөр,nužudyti
1355,wohnen::V,олор,gyventi
1356,arbeiten::V,үлэлээ,dirbti
1357,arbeiten::V,үлэлээ,triūsti
1358,sammeln::V,мус,rinkti
1359,sammeln::V,хомуй,rinkti
1360,pflücken::V,үргээ,skinti
1361,pflücken::V,үргээ,raškyti
1362,jagen::V,бултаа,medžioti
1363,fischen::V,балыктаа,žvejoti
1364,fassen::V,тут,sučiupti
1365,hüten::V,манаа,ganyti
1366,treiben::V,үүр,ginti
1367,anbinden::V,баай,pririšti
1368,füttern::V,аһат,šerti
1369,melken::V,ыа,melžti
1370,hacken::V,кэрт,kapoti
1371,gießen::V,сиигирт,lieti
1372,gießen::V,сиигирт,laistyti
1373,reifen::V,бус,nokti
1374,reifen::V,бус,sirpti
1375,zubereiten::V,бэлэмнээ,ruošti
1376,zubereiten::V,бэлэмнээ,gaminti
1377,kochen::V,буһар,virti
1378,kochen::V,буһар,virinti
1379,backen::V,буһар,kepti
1380,braten::V,хооруй,kepti
1381,braten::V,хооруй,kepinti
1382,braten::V,ыһаарылаа,kepti
1383,braten::V,ыһаарылаа,kepinti
1384,braten::V,соркуойдаа,kepti
1385,braten::V,соркуойдаа,kepinti
1386,umrühren::V,былаа,maišyti
1387,umrühren::V,былаа,pamaišyti
1388,stricken::V,өр,megzti
1389,nähen::V,иистэн,siūti
1390,färben::V,кырааскалаа,dažyti
1391,färben::V,кырааскалаа,nudažyti
1392,reinigen::V,ыраастаа,valyti
1393,reinigen::V,ыраастаа,švarinti
1394,waschen::V,сууй,plauti
1395,waschen::V,сууй,mazgoti
1396,waschen::V,сууй,skalbti
1397,abwischen::V,сот,nušluostyti
1398,spülen::V,сайҕаа,plauti
1399,spülen::V,сайҕаа,skalauti
1400,fegen::V,сиппий,šluoti
1401,kehren::V,харбаа,šluoti
1402,baden::V,сөтүөлээ,maudytis
1403,sich waschen::V,суун,praustis
1404,ausziehen::V,уһул,numauti
1405,ausziehen::V,уһул,nuvilkti
1406,anziehen::V,кэтэрт,mauti
1407,anziehen::V,кэтэрт,apsivilkti
1408,sich anziehen::V,таҥын,rengtis
1409,sich anziehen::V,таҥын,apsirengti
1410,kämmen::V,тараа,šukuoti
1411,schmücken::V,симээ,puošti
1412,schmücken::V,симээ,dabinti
1413,schmücken::V,симээ,gražinti
1414,sagen::V,диэ,tarti
1415,sprechen::V,эт,kalbėti
1416,sprechen::V,саҥар,kalbėti
1417,reden::V,кэпсэт,šnekėti
1418,sich unterhalten::V,кэпсэт,kalbėtis
1419,sich unterhalten::V,кэпсэт,šnekučiuotis
1420,fragen::V,ыйыт,klausti
1421,bitten::V,көрдөс,prašyti
1422,erzählen::V,кэпсээ,pasakoti
1423,erzählen::V,сэһэргээ,pasakoti
1424,mitteilen::V,биллэр,skelbti
1425,mitteilen::V,биллэр,pranešti
1426,nennen::V,ааттаа,vadinti
1427,nennen::V,ааттаа,vardyti
1428,rufen::V,ыҥыр,šaukti
1429,rufen::V,ыҥыр,kviesti
1430,prahlen::V,чабылан,girtis
1431,prahlen::V,киһиргээ,girtis
1432,übersetzen::V,тылбаастаа,versti
1433,übersetzen::V,тылбаастаа,išversti
1434,denken::V,санаа,galvoti
1435,denken::V,толкуйдаа,galvoti
1436,glauben::V,итэҕэй,manyti
1437,glauben::V,итэҕэй,tikėti
1438,bemerken::V,бэлиэтээ,pamatyti
1439,bemerken::V,бэлиэтээ,pastebėti
1440,erkennen::V,бил,pažinti
1441,erkennen::V,бил,atpažinti
1442,begreifen::V,өйдөө,suvokti
1443,verstehen::V,өйдөө,suprasti
1444,lernen::V,үөрэн,mokytis
1445,wissen::V,бил,žinoti
1446,sich erinnern an::V,аҕын,prisiminti
1447,vergessen::V,умун,užmiršti
1448,messen::V,кэмнээ,matuoti
1449,messen::V,кээмэйдээ,matuoti
1450,zählen::V,аах,skaičiuoti
1451,rechnen::V,аах,skaičiuoti
1452,lesen::V,аах,skaityti
1453,malen::V,уруһуйдаа,tapyti
1454,zeichnen::V,уруһуйдаа,piešti
