,Concept_ID,os,hi
97,Träne::N,цæссыг,अश्रु
98,Geschmack::N,ад,स्वाद
99,Geschmack::N,ад,ज़ायक़ा
100,Geruch::N,смаг,बू
101,Geruch::N,смаг,गंध
102,Schlaf::N,хуыссӕг,नींद
103,Schlaf::N,хуыссӕг,निद्रा
104,Traum::N,фын,सपना
105,Traum::N,фын,स्वप्न
106,Himmel::N,арв,आकाश
107,Himmel::N,арв,आसमान
108,Himmel::N,уӕларв,आकाश
109,Himmel::N,уӕларв,आसमान
110,Sonne::N,хур,रवि
111,Sonne::N,хур,सूरज
112,Sonne::N,хур,सूर्य
113,Mond::N,мӕй,चाँद
114,Mond::N,мӕй,चंद्र
115,Stern::N,стъалы,तारा
116,Stern::N,стъалы,सितारा
117,Luft::N,уӕлдӕф,हवा
118,Luft::N,уӕлдӕф,वायु
119,Wind::N,дымгӕ,पाद
120,Welle::N,уылӕн,लहर
121,Welle::N,уылӕн,तरंग
122,Wasser::N,дон,जल
123,Wasser::N,дон,पानी
124,Stein::N,дур,पत्थर
125,Boden::N,зӕхх,मिट्टी
126,Erde::N,сыджыт,भूमि
127,Erde::N,сыджыт,ज़मीन
128,Staub::N,рыг,धूल
129,Rauch::N,фӕздӕг,धूआँ
130,Rauch::N,фӕздӕг,धुम्र
131,Funke::N,цӕхӕр,चिनगारी
132,Funke::N,цӕхӕр,स्फुलिंग
133,Feuer::N,зынг,आग
134,Feuer::N,зынг,आतिश
135,Feuer::N,зынг,अग्नि
136,Licht::N,рухс,रोशनी
137,Licht::N,рухс,प्रकाश
138,Schatten::N,аууон,छाया
139,Schatten::N,аууон,परछाई
140,Wetter::N,боныхъӕд,ऋतु
141,Wetter::N,боныхъӕд,मौसम
142,Nebel::N,мигъ,धुँध
143,Nebel::N,мигъ,कुहरा
144,Wolke::N,ӕврагъ,मेघ
145,Wolke::N,ӕврагъ,अभ्र
146,Regen::N,уарын,मेंह
147,Regen::N,уарын,बारिश
148,Schnee::N,мит,हिम
149,Schnee::N,мит,बर्फ़
150,Eis::N,их,हिम
151,Eis::N,их,बर्फ़
152,Frost::N,ихæн,ठंड
153,Kälte::N,уазал,सर्दी
154,Kälte::N,уазал,शीतलता
155,Hitze::N,ӕнтӕф,ताप
156,Hitze::N,ӕнтӕф,गरमी
157,Raureif::N,халас,पाला
158,Regenbogen::N,арвырон,इंद्र-धनुष
159,Regenbogen::N,арвырдын,इंद्र-धनुष
160,Donner::N,æрвнæрын,गरज
161,Donner::N,æрвнæрын,मेघ-गर्जन
162,Strömung::N,цыд,बहाव
163,Strömung::N,цыд,प्रवाह
164,Tropfen::N,æртах,बूँद
165,Schaum::N,фынк,झाग
166,Schmutz::N,цъыф,गंद
167,Schmutz::N,цъыф,कीचड़
168,See::N,цад,झील
169,See::N,цад,सरोवर
170,Sumpf::N,цъыфдзаст,दलदल
171,Sumpf::N,цъыфдзаст,धँसान
172,Moor::N,цъыфдзаст,झाबर
173,Moor::N,цъыфдзаст,धँसान
174,Wiese::N,уыгӕрдӕн,घास-स्थल
175,Wald::N,хъӕд,जंगल
176,Hügel::N,обау,टीला
177,Hügel::N,обау,पहाड़
178,Hügel::N,къуыбыр,टीला
179,Hügel::N,къуыбыр,पहाड़
180,Anhöhe::N,уæлвæз,टीला
181,Anhöhe::N,уæлвæз,पहाड़ी
182,Anhöhe::N,уæлхох,टीला
183,Anhöhe::N,уæлхох,पहाड़ी
184,Berg::N,хох,पहाड़
185,Gipfel::N,цъупп,शिखर
186,Höhle::N,лӕгӕт,गुहा
187,Höhle::N,лӕгӕт,गुफ़ा
188,Abhang::N,къул,ढाल
189,Abhang::N,къул,ढलान
190,Quelle::N,суадон,चश्मा
191,Bach::N,мӕсчъыдон,सोता
192,Bach::N,мӕсчъыдон,नदिका
193,Fluss::N,дон,नदी
194,Fluss::N,дон,सरिता
195,Fluss::N,цӕугӕдон,नदी
196,Fluss::N,цӕугӕдон,सरिता
197,Ufer::N,был,तट
198,Ufer::N,был,किनारा
199,Küste::N,донбыл,समुद्र-तट
200,Festland::N,сурзæхх,महाद्वीप
201,Meer::N,денджыз,सागर
202,Meer::N,денджыз,समुद्र
203,Bucht::N,донбакæлæн,खाड़ी
204,Insel::N,сакъадах,टापू
205,Insel::N,сакъадах,द्वीप
206,Blume::N,дидинӕг,फूल
207,Blume::N,дидинӕг,पुष्प
208,Gras::N,кӕрдӕг,घास
209,Wurzel::N,уидаг,मूल
210,Baum::N,бӕлас,पेड़
211,Baum::N,бӕлас,वृक्ष
212,Stamm::N,хӕтӕл,धड़
213,Rinde::N,цъар,छाल
214,Rinde::N,цъар,वल्कल
215,Ast::N,арх,डाल
216,Ast::N,арх,शाखा
217,Zweig::N,къалиу,टहनी
218,Blatt::N,сыф,पत्र
219,Blatt::N,сыф,पत्ता
220,Birke::N,бæрз,भूर्ज
221,Kiefer[Baum]::N,нӕзы,पाइन-वृक्ष
222,Weide[Baum]::N,хӕрис,बेंत
223,Tanne::N,наз,फ़र
224,Horn::N,сыкъа,सींग
225,Horn::N,сыкъа,विषाण
226,Feder::N,сис,पर
227,Feder::N,сис,पंख
228,Fell::N,царм,खाल
229,Fell::N,царм,पशु-चर्म
230,Flügel::N,базыр,पंख
231,Flügel::N,базыр,डैना
232,Klaue::N,ных,पंजा
233,Kralle::N,дзӕмбы,पंजा
234,Kralle::N,дзӕмбы,नाख़ून
235,Schwanz::N,къӕдзил,पूँछ
236,Ei::N,айк,अंडा
237,Nest::N,ахстон,नीड़
238,Nest::N,ахстон,घोंसला
239,Bau::N,хуынкъ,बिल
240,Bau::N,хуынкъ,माँद
241,Tier::N,сырд,पशु
242,Tier::N,сырд,जानवर
243,Tier::N,цӕрӕгой,पशु
244,Tier::N,цӕрӕгой,जानवर
245,Herde::N,дзуг,गल्ला
246,Herde::N,рӕгъау,गल्ला
247,Kuh::N,хъуг,गौ
248,Kuh::N,хъуг,गाय
249,Bulle::N,гал,साँड़
250,Pferd::N,бӕх,अश्व
251,Pferd::N,бӕх,घोड़ा
252,Schaf::N,фыс,भेड़
253,Schwein::N,хуы,शूकर
254,Hund::N,куыдз,श्वान
255,Hund::N,куыдз,कुत्ता
256,Katze::N,гӕды,बिल्ली
257,Bär::N,арс,रीछ
258,Bär::N,арс,भालू
259,Eichhörnchen::N,æхсæрæг,गिलहरी
260,Elch::N,цæгатаг саг,एल्क
261,Fuchs::N,рувас,लोमड़ी
262,Hase::N,тæрхъус,खरहा
263,Hase::N,тæрхъус,ख़रगोश
264,Maus::N,мыст,मूष
265,Maus::N,мыст,चूहा
266,Wolf::N,бирӕгъ,वृक
267,Wolf::N,бирӕгъ,भेड़िया
268,Vogel::N,цъиу,पक्षी
269,Vogel::N,цъиу,चिड़िया
270,Vogel::N,маргъ,पक्षी
271,Vogel::N,маргъ,चिड़िया
272,Schwarm::N,бал,झुंड
273,Huhn::N,карк,मुर्ग़ी
274,Hahn::N,уасӕг,मुर्ग़ा
275,Gans::N,хъаз,हंस
276,Gans::N,хъаз,हंसिनी
277,Adler::N,цӕргӕс,उक़ाब
278,Ente::N,ацц,बतख़
279,Ente::N,ацц,बत्तक
280,Eule::N, уыг,उल्लू
281,Eule::N,сидахъ,उल्लू
282,Kranich::N,зырнæг,सारस
283,Kranich::N,зырнæг,क्रौंंच
284,Kranich::N,хърихъупп,सारस
285,Kranich::N,хърихъупп,क्रौंंच
286,Krähe::N,халон,काक
287,Kuckuck::N,гаккук,कोयल
288,Kuckuck::N,гаккук,कोकिल
289,Schwan::N,доныхъаз,हंस
290,Schwan::N,доныхъаз,मराल
291,Fisch::N,кӕсаг,मछली
292,Fisch::N,кӕсаг,मत्स्य
293,Barsch::N,окунь,पर्च
294,Hecht::N,хихор кӕсаг,पाइक
295,Schlange[Tier]::N,калм,सर्प
296,Wurm::N,зулкъ,कृमि
297,Wurm::N,зулкъ,कीड़ा
298,Wurm::N,къуыдыргалм,कृमि
299,Wurm::N,къуыдыргалм,कीड़ा
300,Spinne::N,хӕлуарӕг,लूता
301,Spinne::N,хӕлуарӕг,मकड़ी
302,Ameise::N,мæлдзыг,चींटी
303,Laus::N,сыст,जूँ
304,Mücke::N,къогъо,डाँस
305,Fliege::N,бындз,मक्खी
306,Fliege::N,бындз,मक्षिका
307,Schmetterling::N,гæлæбу,तितली
308,Beere::N,гагадыргъ,बेरी
309,Apfel::N,фӕткъуы,सेब
310,Pilz::N,зокъо,खुंबी
311,Pilz::N,къозо,खुंबी
312,Zwiebel::N,хъӕдындз,प्याज़
313,Saat::N,тауинаг,बीज
314,Saat::N,мыггаг,बीज
315,Korn::N,мыггаг,दाना
316,Korn::N,тауинаг,दाना
317,Heu::N,хос,मूखी घास
318,Schale::N,цъар,बकला
319,Schale::N,цъар,छिलका
320,Grube::N,урм,गड्ढा
321,Grube::N,къахт,गड्ढा
322,Grube::N,дзыхъхъ,गड्ढा
323,Falle::N,цъысым,जाल
324,Falle::N,цъысым,फँदा
325,Falle::N,къӕппӕг,जाल
326,Falle::N,къӕппӕг,फँदा
327,Schlinge::N,цасм,फँदा
328,Spur::N,фæд,सुराग़
329,Spur::N,фæд,पद-चिह्न
330,Asche::N,фӕнык,राख
331,Asche::N,ӕртхутӕг,राख
332,Dreck::N,цъыф,मैल
333,Dreck::N,цъыф,गंदगी
334,Eisen::N,ӕфсӕйнаг,लोहा
335,Gold::N,сыгъзӕрин,सोना
336,Gold::N,сыгъзӕрин,स्वर्ण
337,Silber::N,ӕвзист,रजत
338,Silber::N,ӕвзист,चाँदी
339,Kohle::N,ӕвзалы,कोयला
340,Glas::N,авг,काँच
341,Lehm::N,ӕлыг,चिकनी मिट्टी
342,Sand::N,змис,रेत
343,Sand::N,змис,बालू
344,Mensch::N,лӕг,मानव
345,Mensch::N,лӕг,इनसान
346,Mensch::N,лӕг,मनुष्य
347,Mensch::N,адӕймаг,मानव
348,Mensch::N,адӕймаг,इनसान
349,Mensch::N,адӕймаг,मनुष्य
350,Mensch::N,удгоймаг,मानव
351,Mensch::N,удгоймаг,इनसान
352,Mensch::N,удгоймаг,मनुष्य
353,Mann::N,лӕг,आदमी
354,Mann::N,лӕг,पुरुष
355,Mann::N,нӕлгоймаг,आदमी
356,Mann::N,нӕлгоймаг,पुरुष
357,Frau::N,сылгоймаг,औरत
358,Frau::N,сылгоймаг,महिला
359,Frau::N,сылгоймаг,स्त्री
360,Kind::N,сывӕллон,बाल
361,Kind::N,сывӕллон,बच्चा
362,Junge::N,лӕппу,लड़का
363,Mädchen::N,чызг,लड़की
364,Mädchen::N,чызг,कुमारी
365,Familie::N,бинонтæ,परिवार
366,Großvater::N,фыдыфыд,दादा
367,Großvater::N,мадыфыд,दादा
368,Großmutter::N,фыды мад,नानी
369,Großmutter::N,мады мад,नानी
370,Eltern::N,ныййарджытæ,माँ-बाप
371,Eltern::N,ныййарджытæ,माता-पिता
372,Vater::N,фыд,बाप
373,Vater::N,фыд,पिता
374,Mutter::N,мад,माँ
375,Mutter::N,мад,माता
376,Sohn::N,фырт,बेटा
377,Sohn::N,фырт,पुत्र
378,Tochter::N,чызг,बेटी
379,Tochter::N,чызг,पुत्री
380,Bruder::N,ӕфсымӕр,भाई
381,Bruder::N,ӕфсымӕр,भ्राता
382,Schwester::N,хо,बहन
383,Schwester::N,хо,भगिनी
384,Onkel::N,фыдыфсымӕр,ताऊ
385,Onkel::N,фыдыфсымӕр,काका
386,Tante::N,мадыхо,बूआ
387,Tante::N,мадыхо,फूफी
388,Tante::N,мадыхо,ख़ाला
389,Ehemann::N,мой,पति
390,Ehemann::N,мой,शौहर
391,Ehefrau::N,ус,बीवी
392,Freude::N,цин,आनंद
393,Freude::N,цин,प्रसन्नता
394,Freude::N,циндзинад,आनंद
395,Freude::N,циндзинад,प्रसन्नता
396,Gelächter::N,худын,हँसी
397,Gelächter::N,худын,क़हक़हा
398,Gelächter::N,худт,हँसी
399,Gelächter::N,худт,क़हक़हा
400,Gelächter::N,худæг,हँसी
401,Gelächter::N,худæг,क़हक़हा
402,Glück::N,амонд,आनंद
403,Glück::N,амонд,ख़ुशी
404,Kummer::N,хъыг,शोक
405,Kummer::N,хъыг,दुःख
406,Wunsch::N,бӕллиц,इच्छा
407,Wunsch::N,бӕллиц,अभिलाषा
408,Lust::N,монц,चाह
409,Lust::N,монц,कामना
410,Geist::N,уд,जान
411,Geist::N,уд,प्राण
412,Gedanke::N,хъуыды,विचार
413,Gedächtnis::N,мысæн,याददाश्त
414,Gedächtnis::N,мысæн,स्मरण-शक्ति
415,Gedächtnis::N,мысын,याददाश्त
416,Gedächtnis::N,мысын,स्मरण-शक्ति
417,Gedächtnis::N,зæрдылдарын,याददाश्त
418,Gedächtnis::N,зæрдылдарын,स्मरण-शक्ति
419,Verstand::N,зонд,समझ
420,Verstand::N,зонд,अक़्ल
421,Verstand::N,зонд,बुद्धि
422,Sinn::N,нысаниуæг,अर्थ
423,Grund::N,ӕфсон,वजह
424,Grund::N,ӕфсон,कारण
425,Wahrheit::N,æцæг,सत्य
426,Wahrheit::N,æцæг,सच्चाई
427,Gespräch::N,ныхас,चर्चा
428,Gespräch::N,ныхас,वार्ता
429,Gespräch::N,ныхас,बात-चीत
430,Märchen::N,аргъау,क़िस्सा
431,Erzählung::N,радзырд,कथा
432,Erzählung::N,радзырд,कहानी
433,Nachricht::N,уац,सूचना
434,Nachricht::N,уац,समाचार
435,Neuigkeit::N,хабар,ख़बर
436,Neuigkeit::N,хабар,समाचार
437,Name::N,ном,नाम
438,Rätsel::N,уыци-уыци,पहेली
439,Rätsel::N,базон-базон,पहेली
440,Rede::N,раныхас,वचन
441,Rede::N,раныхас,भाषण
442,Sprache::N,ӕвзаг,भाषा
443,Sprache::N,ӕвзаг,ज़बान
444,Stimme::N,хъӕлӕс,स्वर
445,Stimme::N,хъӕлӕс,आवाज़
446,Wort::N,дзырд,शब्द
447,Wort::N,дзырд,लफ़्ज़
448,Zeichen::N,нысан,निशान
449,Ruf::N,сидт,पुकार
450,Ruf::N,сидт,आह्वान
451,Lärm::N,уынæр,शोर
452,Lärm::N,уынæр,हुल्लड़
453,Laut::N,зӕл,स्वर
454,Laut::N,зӕл,ध्वनि
455,Laut::N,мыр,स्वर
456,Laut::N,мыр,ध्वनि
457,Ton::N,мыр,सुर
458,Ton::N,мыр,स्वर
459,Lied::N,зарӕг,गीत
460,Ruhe::N,æнцой,आराम
461,Ruhe::N,æнцой,ख़ामोशी
462,Leute::N,адӕм,लोग
463,Volk::N,адӕм,क़ौम
464,Volk::N,адӕм,प्रजा
465,Arbeit::N,фӕллой,काम
466,Gast::N,уазӕг,अतिथि
467,Gast::N,уазӕг,मेहमान
468,Geschenk::N,хуын,उपहार
469,Geschenk::N,хуын,तोहफ़ा
470,Spiel::N,хъазт,खेल
471,Spiel::N,хъазт,क्रीड़ा
472,Gesellschaft::N,дзыллæ,साथ
473,Gesellschaft::N,æхсæнад,साथ
474,Hilfe::N,æххуыс,मदद
475,Hilfe::N,æххуыс,सहायता
476,Hilfe::N,ахъаз,मदद
477,Hilfe::N,ахъаз,सहायता
478,Freund::N,лымӕн,मित्र
479,Kamerad::N,ӕмбал,साथी
480,Kamerad::N,ӕмбал,कामरेड
481,Angelegenheit::N,хъуыддаг,बात
482,Angelegenheit::N,хъуыддаг,मामला
483,Anzahl::N,бӕрц,तादाद
484,Anzahl::N,бӕрц,संख्या
485,Art::N,хуыз,तरह
486,Art::N,хуыз,क़िस्म
487,Art::N,хуызад,तरह
488,Art::N,хуызад,क़िस्म
489,Stück::N,кæрдих,फाँक
490,Stück::N,кæрдих,टुकड़ा
491,Stück::N,комдзаг,फाँक
492,Stück::N,комдзаг,टुकड़ा
493,Teil::N,хай,भाग
494,Teil::N,хай,हिस्सा
495,Hälfte::N,æрдæг,अर्धभाग
496,Hälfte::N,æмбис,अर्धभाग
497,Kreis::N,зиллакк,चक्कर
498,Kreuz::N,дзуар,सलीब
499,Kreuz::N,дзуар,क्रूस
500,Linie::N,хахх,लाइन
501,Strich::N,хахх,लकीर
502,Abstand::N,æхсæнуат,अंतर
503,Abstand::N,æхсæнуат,फ़ासला
504,Entfernung::N,дæрддзæг,दूरी
505,Entfernung::N,дæрддзæг,फ़ासला
506,Entfernung::N,дардцæг,दूरी
507,Entfernung::N,дардцæг,फ़ासला
508,Gegend::N,ран,इलाक़ा
509,Platz::N,бууат,जगह
510,Platz::N,бууат,स्थान
511,Ort::N,ран,स्थल
512,Ort::N,ран,स्थान
513,Ort::N,бынат,स्थल
514,Ort::N,бынат,स्थान
515,Seite::N,фахс,ओर
516,Seite::N,фахс,तरफ़
517,Mitte::N,астӕу,बीच
518,Mitte::N,астӕу,मध्य
519,Gegenstand::N,дзаума,चीज़
520,Gegenstand::N,дзаума,पदार्थ
521,Sache::N,дзаума,चीज़
522,Sache::N,дзаума,वस्तु
523,Rand::N,кӕрон,छोर
524,Rand::N,кӕрон,उपांत
525,Kante::N,фӕрск,कोर
526,Kante::N,фӕрск,किनारा
527,Ecke::N,тигъ,कोना
528,Ecke::N,тигъ,नुक्कड़
529,Ecke::N,фисын,कोना
530,Ecke::N,фисын,नुक्कड़
531,Spitze::N,бырынкъ,नोक
532,Ende::N,кӕрон,छोर
533,Ende::N,кӕрон,सिरा
534,Loch::N,хуынкъ,छेद
535,Loch::N,хуынкъ,सूराख़
536,Winkel::N,къуым,कोण
537,Winkel::N,къуым,कोना
538,Muster::N,нывæфтыд,नमूना
539,Muster::N,нывæфтыд,डिज़ाइन
540,Muster::N,кæдзист,नमूना
541,Muster::N,кæдзист,डिज़ाइन
542,Größe::N,ас,परिमाण
543,Größe::N,ас,विस्तार
544,Länge::N,дӕргъ,लंबाई
545,Höhe::N,бæрзонд,ऊँचाई
546,Höhe::N,бæрзонд,उच्चता
547,Höhe::N,бæрзæнд,ऊँचाई
548,Höhe::N,бæрзæнд,उच्चता
549,Höhe::N,бæрзонддзинад,ऊँचाई
550,Höhe::N,бæрзонддзинад,उच्चता
551,Gewicht::N,уӕз,भार
552,Gewicht::N,уӕз,वज़न
553,Menge::N,бӕрц,मात्रा
554,Haufen::N,кӕри,ढेर
555,Haufen::N,кӕри,अंबार
556,Reihe::N,рӕнхъ,क़तार
557,Reihe::N,рӕнхъ,पंक्ति
558,Boot::N,чема,नाव
559,Boot::N,чема,नौका
560,Ruder::N,къохар,चप्पू
561,Schlitten::N,дзоныгъ,बर्फ़-गाड़ी
562,Ski::N,къахдзоныгътæ,स्की
563,Ski::N,лыжæтæ,स्की
564,Lagerfeuer::N,арт,अलाव
565,Lagerfeuer::N,арт,कैंप-फ़ायर
566,Last::N,уаргъ,भार
567,Gang::N,цыд,चाल
568,Schritt::N,санчъех,डग
569,Schritt::N,санчъех,क़दम
570,Schritt::N,къахдзӕф,डग
571,Schritt::N,къахдзӕф,क़दम
572,Norden::N,цæгат,उत्तर
573,Süden::N,хуссар,दक्खिन
574,Westen::N,ныгуылæн,पश्चिम
575,Osten::N,скæсæн,पूरब
576,Holz::N,хъӕдӕрмӕг,काठ
577,Holz::N,хъӕдӕрмӕг,काष्ठ
578,Brett::N,фæйнæг,पटरा
579,Brett::N,фæйнæг,तख़्ता
580,Platte::N,къӕй,फलक
581,Platte::N,къӕй,तख़्ता
582,Stütze::N,быцæу,टेक
583,Stütze::N,быцæу,थूनी
584,Stange::N,хъил,छड़
585,Stange::N,хъил,बाँस
586,Stock::N,лӕдзӕг,लाठी
587,Stab::N,хъил,लग्गा
588,Rohr::N,хӕтӕл,नल
589,Haus::N,хӕдзар,घर
590,Haus::N,хӕдзар,मकान
591,Heim::N,къона,घर
592,Heim::N,къона,गृह
593,Ofen::N,пец,चूल्हा
594,Fußboden::N,астӕрд,फ़र्श
595,Tisch::N,стъол,मेज़
596,Stuhl::N,бандон,कुरसी
597,Wiege::N,авдæн,पालना
598,Wiege::N,авдæн,हिंडोला
599,Bett::N,сынтӕг,खाट
600,Bett::N,сынтӕг,पलंग
601,Regal::N,тӕрхӕг,शेल्फ़
602,Regal::N,уӕлвӕйнӕг,शेल्फ़
603,Kiste::N,асыкк,पेटी
604,Kiste::N,асыкк,डिब्बा
605,Fenster::N,рудзынг,खिड़की
606,Fenster::N,фæрссаг,खिड़की
607,Tür::N,дуар,द्वार
608,Tür::N,дуар,दरवाज़ा
609,Tor::N,кулдуар,फाटक
610,Zaun::N,æмбонд,बाड़ा
611,Zaun::N,быру,बाड़ा
612,Zaun::N,гæрæн,बाड़ा
613,Dach::N,уӕлхӕдзар,छत
614,Dach::N,уӕлхӕдзар,छप्पर
615,Leiter::N,асин,सीढ़ी
616,Besen::N,уисой,झाड़ू
617,Besen::N,уисой,बुहारी
618,Spaten::N,бел,कुदाल
619,Schaufel::N,æвгæнæн,बेलचा
620,Schaufel::N,æвгæнæн,फावड़ा
621,Schaufel::N,кæфой,बेलचा
622,Schaufel::N,кæфой,फावड़ा
623,Gabel::N,вилкæ,काँटा
624,Löffel::N,уидыг,चम्मच
625,Messer::N,кард,छुरा
626,Messer::N,кард,चाक़ू
627,Nagel::N,зӕгӕл,कील
628,Nagel::N,зӕгӕл,मेख़
629,Netz::N,хыз,जाल
630,Haken::N,хæдз,अंकुश
631,Haken::N,хæбырæгъ,अंकुश
632,Griff::N,фистон,मूठ
633,Griff::N,фистон,हत्था
634,Schloss::N,гуыдыр,ताला
635,Bild::N,ныв,चित्र
636,Figur::N,кæрдгæныв,मूर्ति
637,Puppe::N,чындз,पुतली
638,Puppe::N,чындз,गुड़िया
639,Beutel::N,дзӕкъул,झोला
640,Bündel::N,баст,पुलिंदा
641,Tasche::N,хызын,बेग
642,Tasche::N,хызын,बस्ता
643,Tasche::N,дзæкъул,बेग
644,Tasche::N,дзæкъул,बस्ता
645,Eimer::N,къæрта,बाल्टी
646,Eimer::N,чъыбыла,बाल्टी
647,Eimer::N,ведра,बाल्टी
648,Deckel::N,сæр,ढक्कन
649,Deckel::N,æмбæрзæн,ढक्कन
650,Geschirr::N,мигæнæн,बरतन-भाँड़े
651,Geschirr::N,мигæнæнтæ,बरतन-भाँड़े
652,Sack::N,голлаг,बोरा
653,Tasse::N,пиала,प्याला
654,Tasse::N,къус,प्याला
655,Topf::N,аг,देग़चा
656,Topf::N,чысыл аг,देग़चा
657,Kessel::N,аг,देग़
658,Kessel::N,аг,बटलोई
659,Essen::N,хӕрд,खाना
660,Nahrung::N,хойраг,भोजन
661,Speise::N,хӕринаг,खाना
662,Speise::N,хӕринаг,व्यंजन
663,Fleisch::N,дзидза,मांस
664,Fleisch::N,дзидза,गोश्त
665,Fleisch::N,фыдызгъӕл,मांस
666,Fleisch::N,фыдызгъӕл,गोश्त
667,Getreide::N,халсар,अनाज
668,Brei::N,кас,भरता
669,Brei::N,кас,दलिया
670,Brot::N,дзул,रोटी
671,Scheibe::N,къӕбӕр,कतला
672,Fett::N,сой,वसा
673,Fett::N,сой,चरबी
674,Butter::N,нӕлхӕ,मक्खन
675,Öl::N,зети,तेल
676,Salz::N,цӕхх,नमक
677,Suppe::N,бас,सूप
678,Suppe::N,бас,शोरबा
679,Honig::N,мыд,शहद
680,Milch::N,ӕхсыр,दूध
681,Tee::N,цай,चाय
682,Leder::N,мæскуы,चमड़ा
683,Wolle::N,фӕсмын,ऊन
684,Stoff::N,хъуымац,कपड़ा
685,Nadel::N,судзин,सूई
686,Faden::N,ӕндах,डोरा
687,Knopf::N,цӕппӕр,बटन
688,Knopf::N,цӕппӕр,घुंडी
689,Knoten::N,ӕлхынцъ,गाँठ
690,Knoten::N,ӕлхынцъ,गुत्थी
691,Farbe::N,ахорæн,रंग
692,Farbe::N,ахорæн,वर्ण
693,Kleidung::N,дарӕс,पहनावा
694,Hemd::N,хӕдон,कुरता
695,Hemd::N,хӕдон,क़मीज़
696,Kragen::N,æфцæггот,गरदनी
697,Kragen::N,æфцæггот,गरेबान
698,Ärmel::N,дыс,आस्तीन
699,Hose::N,хæлаф,पैंट
700,Hose::N,хæлаф,पतलून
701,Hose::N,æддаг хæлаф,पैंट
702,Hose::N,æддаг хæлаф,पतलून
