,Concept_ID,mrj,hu
106,Schmutz::N,лявӹрӓ,piszok
107,See::N,йӓр,tó
108,Sumpf::N,лӱкӹ,mocsár
109,Moor::N,куп,láp
110,Wiese::N,алык,rét
111,Wiese::N,алык,mező
112,Wald::N,шӹргӹ,erdő
113,Hügel::N,пӱгӹрикӓ,domb
114,Anhöhe::N,кӱкшикӓ,magaslat
115,Berg::N,кырык,hegy
116,Gipfel::N,неркӓ,csúcs
117,Höhle::N,ы́раж,barlang
118,Abhang::N,полом,lejtő
119,Quelle::N,вӹдсӹнзӓ,forrás
120,Bach::N,ӓнгӹр,patak
121,Fluss::N,вӹд,folyó
122,Ufer::N,сир,part
123,Küste::N,сир,tengerpart
124,Festland::N,мӱлӓндӹ,szárazföld
125,Meer::N,тангыж,tenger
126,Bucht::N,вӹдъял,öböl
127,Insel::N,острок,sziget
128,Blume::N,пеледӹш,virág
129,Gras::N,шуды,fű
130,Wurzel::N,важ,gyökér
131,Baum::N,пушӓнгӹ,fa
132,Stamm::N,пушӓнгӹ тӹнг,tő
133,Stamm::N,пушӓнгӹ тӹнг,törzs
134,Rinde::N,каргыж,kéreg
135,Ast::N,укш,ág
136,Zweig::N,укш,gally
137,Blatt::N,листӹ,levél
138,Birke::N,куги,nyír
139,Kiefer[Baum]::N,йӓктӹ,fenyő
140,Weide[Baum]::N,уа,fűz
141,Tanne::N,кож,fenyő
142,Horn::N,шур,szarv
143,Feder::N,пын,toll
144,Fell::N,кавашты,szőr
145,Fell::N,кавашты,bunda
146,Flügel::N,шылдыр,szárny
147,Klaue::N,кӹч,köröm
148,Kralle::N,лапа,karom
149,Schwanz::N,пач,farok
150,Ei::N,мыны,tojás
151,Nest::N,пӹжӓш,fészek
152,Bau::N,ыраж,odú
153,Tier::N,во́льык,állat
154,Herde::N,кӹтö,nyáj
155,Herde::N,кӹтö,csorda
156,Kuh::N,ышкал,tehén
157,Bulle::N,ӱшкӱж,bika
158,Pferd::N,имни,ló
159,Schaf::N,шарык,juh
160,Schaf::N,шарык,birka
161,Schwein::N,сасна,sertés
162,Hund::N,пи,eb
163,Hund::N,пи,kutya
164,Katze::N,коти,macska
165,Bär::N,мöскӓ,medve
166,Eichhörnchen::N,ур,mókus
167,Elch::N,шарды,jávorszarvas
168,Fuchs::N,рӹвӹж,róka
169,Hase::N,морен,nyúl
170,Maus::N,каля,egér
171,Wolf::N,пирӹ,farkas
172,Vogel::N,кек,madár
173,Schwarm::N,цуца,raj
174,Huhn::N,цӹвӹ,tyúk
175,Hahn::N,ӓптӓн,kakas
176,Gans::N,комбы,lúd
177,Gans::N,комбы,liba
178,Adler::N,кучкыж,sas
179,Ente::N,лыды,kacsa
180,Eule::N,тымана,bagoly
181,Kranich::N,тырня,daru
182,Kranich::N,тыртня,daru
183,Krähe::N,лудыгарак,varjú
184,Kuckuck::N,куку,kakukk
185,Schwan::N,йӱксӹ,hattyú
186,Fisch::N,кол,hal
187,Barsch::N,алангы,sügér
188,Hecht::N,нуж,csuka
189,Hecht::N,нужгол,csuka
190,Schlange[Tier]::N,кӹшкы,kígyó
191,Wurm::N,шукш,kukac
192,Spinne::N,ӓнгӹремшӹ,pók
193,Ameise::N,кыткы,hangya
194,Laus::N,ти,tetű
195,Mücke::N,кужнер,szúnyog
196,Mücke::N,кужынер,szúnyog
197,Fliege::N,шӹнгӓ,légy
198,Schmetterling::N,лӹпӹ,lepke
199,Schmetterling::N,лӹпӹ,pillangó
200,Beere::N,мöр,bogyó
201,Apfel::N,олма,alma
202,Pilz::N,понгы,gomba
203,Zwiebel::N,охыра,hagyma
204,Saat::N,нӱшмӹ,vetőmag
205,Saat::N,нӱшмӱ,vetőmag
206,Korn::N,пӹрцӹ,mag
207,Korn::N,пӹрцӹ,szem
208,Heu::N,шуды,széna
209,Schale::N,аваха,héj
210,Schale::N,карлангы,héj
211,Grube::N,йӓм,verem
212,Falle::N,лӱдӹ,csapda
213,Falle::N,лӱдӹш,csapda
214,Schlinge::N,онгы,tőr
215,Spur::N,кишӓ,nyom
216,Asche::N,ломых,hamu
217,Asche::N,ломпыж,hamu
218,Dreck::N,лявӹрӓ,sár
219,Dreck::N,лявӹрӓ,piszok
220,Eisen::N,кӹртни,vas
221,Gold::N,шöртни,arany
222,Gold::N,шöртньӹ,arany
223,Silber::N,ши,ezüst
224,Kohle::N,шӱ,szén
225,Glas::N,охоница,üveg
226,Lehm::N,шун,agyag
227,Lehm::N,шун,vályog
228,Sand::N,ошма,homok
229,Mensch::N,эдем,ember
230,Mann::N,пӱэргӹ,úr
231,Mann::N,пӱэргӹ,férfi
232,Frau::N,ӹдӹрӓмӓш,nő
233,Frau::N,ӹдӹрӓмӓш,asszony
234,Kind::N,ӓзӓ,gyerek
235,Kind::N,ӓзӓ,gyermek
236,Kind::N,шачшы,gyerek
237,Kind::N,шачшы,gyermek
238,Junge::N,рвезӹ,fiú
239,Junge::N,ӹрвезӹ,fiú
240,Mädchen::N,ӹдӹрӓш,lány
241,Familie::N,йиш,család
242,Familie::N,семня,család
243,Großvater::N,тьоти,nagyapa
244,Großmutter::N,папа,nagyanya
245,Eltern::N,ӓтя-ӓвӓ,szülők
246,Vater::N,ӓтя,apa
247,Vater::N,ӓтя,atya
248,Mutter::N,ӓвӓ,anya
249,Sohn::N,эргӹ,fiú
250,Tochter::N,ӹдӹр,lány
251,Bruder::N,ӹза,fivér
252,Bruder::N,ӹза,testvér
253,Schwester::N,ӓкӓ,nővér
254,Schwester::N,ӓкӓ,lánytestvér
255,Onkel::N,кугуза,nagybácsi
256,Tante::N,куака,nagynéni
257,Ehemann::N,мары,férj
258,Ehefrau::N,вӓтӹ,feleség
259,Freude::N,ӹвӹртӹмӓш,öröm
260,Gelächter::N,ваштылмаш,nevetés
261,Gelächter::N,ваштылмаш,hahotázás
262,Glück::N,пиӓл,boldogság
263,Kummer::N,ясы,bánat
264,Wunsch::N,охата,óhaj
265,Wunsch::N,шанымаш,óhaj
266,Lust::N,шӓр,kedv
267,Lust::N,охата,kedv
268,Lust::N,шанымаш,kedv
269,Geist::N,тух,elme
270,Geist::N,тух,szellem
271,Gedanke::N,шанымаш,gondolat
272,Gedächtnis::N,ӓш,emlékezet
273,Verstand::N,ыш,ész
274,Verstand::N,ыш,értelem
275,Sinn::N,кын,értelem
276,Grund::N,вир,ok
277,Grund::N,вир,alap
278,Wahrheit::N,тöр,igaz
279,Wahrheit::N,тöр,igazság
280,Gespräch::N,хытырымаш,beszélgetés
281,Märchen::N,ямак,mese
282,Erzählung::N,шайыштмаш,elbeszélés
283,Nachricht::N,увертӓрӹмӓш,hír
284,Nachricht::N,увертӓрӹмӓш,híradás
285,Neuigkeit::N,увер,újság
286,Name::N,лӹм,név
287,Rätsel::N,тышты,rejtvény
288,Rede::N,шая,beszéd
289,Rede::N,шая,szónoklat
290,Rede::N,шамак,beszéd
291,Rede::N,шамак,szónoklat
292,Sprache::N,йӹлмӹ,nyelv
293,Stimme::N,юк,hang
294,Wort::N,шамак,szó
295,Zeichen::N,палӹ,jel
296,Ruf::N,сӹгӹрӹмӓш,kiáltás
297,Lärm::N,юкланымащ,zaj
298,Laut::N,юк,hang
299,Ton::N,юк,hang
300,Lied::N,мыры,dal
301,Lied::N,мыры,ének
302,Ruhe::N,тыр,csend
303,Ruhe::N,тыр,nyugalom
304,Leute::N,эдемвлӓ,emberek
305,Volk::N,халык,nép
306,Arbeit::N,пӓшӓ,dolog
307,Gast::N,хына,vendég
308,Geschenk::N,подарка,ajándék
309,Spiel::N,мадыш,játék
310,Gesellschaft::N,йӓл,társaság
311,Gesellschaft::N,йӓлвлӓ,társaság
312,Hilfe::N,палшык,segítség
313,Freund::N,тӓнг,barát
314,Kamerad::N,тос,társ
315,Angelegenheit::N,дела,ügy
316,Angelegenheit::N,йела,ügy
317,Angelegenheit::N,йыла,ügy
318,Angelegenheit::N,пӓшӓ,ügy
319,Anzahl::N,шот,szám
320,Art::N,цӹре,faj
321,Art::N,цӹре,fajta
322,Stück::N,лаштык,darab
323,Teil::N,пай,rész
324,Teil::N,часть,rész
325,Hälfte::N,пел,fél
326,Kreis::N,тӹртӹш,kör
327,Kreuz::N,крестӹ,kereszt
328,Abstand::N,ло,köz
329,Entfernung::N,ло,távolság
330,Gegend::N,вӓр,táj
331,Gegend::N,вӓр,vidék
332,Platz::N,вӓр,hely
333,Ort::N,вӓр,hely
334,Seite::N,öрдӹж,fél
335,Seite::N,öрдӹж,oldal
336,Mitte::N,ло,közép
337,Gegenstand::N,хӓдӹр,tárgy
338,Sache::N,хӓдӹр,dolog
339,Rand::N,шöр,szél
340,Rand::N,шöр,perem
341,Rand::N,шöр,szegély
342,Kante::N,шöр,él
343,Ecke::N,лык,sarok
344,Ecke::N,лык,szöglet
345,Spitze::N,вуй,csúcs
346,Ende::N,вуй,vég
347,Ende::N,мычаш,vég
348,Loch::N,ыраж,lyuk
349,Winkel::N,лык,szög
350,Muster::N,тӹрлец,minta
351,Größe::N,кӱкшӹц,nagyság
352,Länge::N,кыт,hossz
353,Länge::N,кыт,hosszúság
354,Höhe::N,кӱкшӹц,magasság
355,Gewicht::N,нелӹц,súly
356,Menge::N,шот,sokaság
357,Menge::N,шот,mennyiség
358,Haufen::N,ара,halom
359,Reihe::N,ряд,sor
360,Boot::N,пыш,csónak
361,Ruder::N,вешлӓ,evező
362,Schlitten::N,тир,szánkó
363,Ski::N,ечӹ,sí
364,Lagerfeuer::N,тыл,tábortűz
365,Last::N,нелӹц,teher
366,Gang::N,ход,járás
367,Schritt::N,ашкыл,lépés
368,Norden::N,йыдпелвел,észak
369,Süden::N,кечӹвӓлвел,dél
370,Westen::N,кечӹ шӹцмӹ,nyugat
371,Osten::N,ирвел,kelet
372,Osten::N,кечӹ лӱлтмӹ,kelet
373,Holz::N,пушӓнгӹ,fa
374,Brett::N,ханга,deszka
375,Platte::N,плитӓ,lap
376,Platte::N,плитӓ,lemez
377,Stütze::N,цӓрӓк,támasz
378,Stütze::N,цӓрӓк,támaszték
379,Stange::N,равы,rúd
380,Stange::N,равы,pózna
381,Stange::N,намаш,rúd
382,Stange::N,намаш,pózna
383,Stock::N,панды,pálca
384,Stab::N,равы,bot
385,Rohr::N,пыч,cső
386,Haus::N,пöрт,ház
387,Heim::N,пöрт,otthon
388,Ofen::N,камака,kályha
389,Fußboden::N,седӹрӓ,padló
390,Tisch::N,стöл,asztal
391,Stuhl::N,пöкен,szék
392,Wiege::N,шипкӓ,bölcső
393,Bett::N,койка,ágy
394,Bett::N,кравать,ágy
395,Regal::N,полицӓ,polc
396,Regal::N,полицӓ,állvány
397,Kiste::N,шӱ́ндӹк,láda
398,Fenster::N,окня,ablak
399,Tür::N,амаса,ajtó
400,Tor::N,хапка,kapu
401,Zaun::N,забор,kerítés
402,Dach::N,левӓш,tető
403,Leiter::N,ташкалтыш,létra
404,Besen::N,сало,seprű
405,Besen::N,салко,seprű
406,Spaten::N,кольмы,ásó
407,Schaufel::N,лоток,lapát
408,Gabel::N,ви́лка,villa
409,Löffel::N,савала,kanál
410,Messer::N,кӹзӹ,kés
411,Nagel::N,пыда,szeg
412,Netz::N,вӓпш,háló
413,Haken::N,крӱк,kampó
414,Haken::N,кагак,kampó
415,Griff::N,кычем,nyél
416,Griff::N,кычем,fogantyú
417,Schloss::N,замок,zár
418,Schloss::N,сыравач,zár
419,Bild::N,картин,kép
420,Figur::N,кӓн,alak
421,Puppe::N,поханя,bábu
422,Beutel::N,мешӓк,zacskó
423,Bündel::N,топ,köteg
424,Bündel::N,пидӹш,köteg
425,Bündel::N,кӹлдӹш,köteg
426,Tasche::N,сумкы,táska
427,Eimer::N,ведӹрӓ,vödör
428,Deckel::N,комдыш,fedő
429,Deckel::N,комдыш,fedél
430,Geschirr::N,ӓтӹ,edény
431,Sack::N,мешӓк,zsák
432,Tasse::N,цӓшкӓ,csésze
433,Topf::N,ми́ска,fazék
434,Kessel::N,пад,üst
435,Kessel::N,пад,bogrács
436,Essen::N,качкыш,evés
437,Essen::N,качкыш,étkezés
438,Essen::N,качкыш-йӱш,evés
439,Essen::N,качкыш-йӱш,étkezés
440,Nahrung::N,качкыш,ennivaló
441,Nahrung::N,качкыш-йӱш,ennivaló
442,Speise::N,няня,étel
443,Fleisch::N,пай,hús
444,Getreide::N,киндӹ,gabona
445,Brei::N,шӹрӓш,pép
446,Brei::N,шӹрӓш,kása
447,Brot::N,сыкыр,kenyér
448,Scheibe::N,ламыт,szelet
449,Scheibe::N,лаштык,szelet
450,Fett::N,кая,háj
451,Fett::N,кая,zsír
452,Butter::N,ӱ,vaj
453,Öl::N,ӱ,olaj
454,Salz::N,санзал,só
455,Suppe::N,лем,leves
456,Honig::N,мӱ,méz
457,Milch::N,шӹшер,tej
458,Tee::N,чӓй,tea
459,Leder::N,шарга,bőr
460,Leder::N,кавашты,bőr
461,Wolle::N,миж,gyapjú
462,Stoff::N,матер,szövet
463,Stoff::N,матери,szövet
464,Nadel::N,им,tű
465,Faden::N,шӹртӹ,fonál
466,Knopf::N,полдыш,gomb
467,Knoten::N,пӱкшем,csomó
468,Farbe::N,чиӓ,szín
469,Farbe::N,чиӓ,festék
470,Farbe::N,крӓскӓ,szín
471,Farbe::N,крӓскӓ,festék
472,Kleidung::N,выргем,ruha
473,Kleidung::N,выргем,ruházat
474,Hemd::N,тыгыр,ing
475,Kragen::N,шӱ,gallér
476,Ärmel::N,шокш,ujj
477,Hose::N,ялаш,gatya
478,Hose::N,ялаш,nadrág
479,Gürtel::N,ӹштӹ,öv
480,Mütze::N,упш,sapka
481,Schuh::N,ту́фльы,cipő
482,Stiefel::N,кем,csizma
483,Ring::N,шӓргӓш,gyűrű
484,Band::N,лемтӓ,szalag
485,Kamm::N,шерге,fésű
486,Spiegel::N,тӹгӹр,tükör
487,Riemen::N,прӓжӓ,szíj
488,Schnur::N,кӓндӹра,zsinór
489,Leine::N,керем,póráz
490,Decke::N,одеял,takaró
491,Kissen::N,кӹпцӹк,párna
492,Tuch::N,савыц,kendő
493,Handtuch::N,шӹргӹсавыц,törülköző
494,Handtuch::N,шӹргӹмсавыц,törülköző
495,Kraft::N,ви,erő
496,Stärke::N,ви,erő
497,Stärke::N,ви,erősség
498,Gesundheit::N,шу,egészség
499,Gesundheit::N,шулык,egészség
500,Krankheit::N,мыж,kór
501,Krankheit::N,мыж,betegség
502,Schmerz::N,карштыш,fájdalom
503,Wunde::N,шушыр,seb
504,Fieber::N,ӱштӹмыж,láz
505,Arznei::N,лекӓрцӹ,orvosság
506,Arznei::N,лекӓрцӹ,gyógyszer
507,Brücke::N,кӹвер,híd
508,Brunnen::N,вӹдсӹнзӓ,kút
509,Weide::N,ныр,legelő
510,Pfad::N,ялгорны,ösvény
511,Weg::N,корны,út
512,Straße::N,корны,út
513,Dorf::N,сола,falu
514,Stadt::N,города,város
515,Brief::N,сирмӓш,levél
516,Buch::N,книгӓ,könyv
517,Buchstabe::N,буква́,betű
518,Zeitung::N,газет,újság
519,Zeitung::N,газет,hírlap
520,Zeitung::N,кайзет,újság
521,Zeitung::N,кайзет,hírlap
522,Leben::N,житя,élet
523,Tod::N,смöрт,halál
524,Grab::N,шӹгер,sír
525,Grab::N,мыгилӓ,sír
526,Grab::N,шӹгерлӓ,sír
527,Kirche::N,церкӹ,templom
528,Sünde::N,сулык,bűn
529,Sünde::N,сулык,vétek
530,Gott::N,йымы,isten
531,Arbeiter::N,пӓшӓзӹ,munkás
532,Chef::N,вуй,főnök
533,Meister::N,мастар,mester
534,Arzt::N,доктор,orvos
535,Lehrer::N,тымдышы,tanár
536,Lehrer::N,тымдышы,tanító
537,Geld::N,окса,pénz
538,Geschäft::N,торге́йӹмӓш,üzlet
539,Laden::N,лапка,bolt
540,Laden::N,магазин,bolt
541,Preis::N,ӓк,ár
542,Ware::N,товар,áru
543,Nutzen::N,пайда,haszon
544,Reichtum::N,перке,gazdagság
545,Welt::N,сӓндӓлӹк,világ
546,Welt::N,свет,világ
547,Land::N,сӓндӓлӹк,ország
548,Staat::N,кугижӓншӹ,állam
549,König::N,король,király
550,Macht::N,власть,hatalom
551,Grenze::N,пӹсмӓн,határ
552,Krieg::N,вырсы,háború
553,Feind::N,тышман,ellenség
554,Gewalt::N,ви,erőszak
555,Kampf::N,кредӓлмӓш,harc
556,Bogen[Waffe]::N,янгеж,íj
557,Pfeil::N,пикш,nyíl
558,Gewehr::N,пичӓл,puska
559,Gewehr::N,пичӓл,fegyver
560,Fehler::N,самынь,hiba
561,Lüge::N,шая,hazugság
562,Schaden::N,вре́дӓ,kár
563,Unglück::N,пёда,csapás
564,Unglück::N,пёда,balszerencse
565,Unglück::N,тымаша,csapás
566,Unglück::N,тымаша,balszerencse
567,Schuld::N,вуйнамат,bűn
568,Alter::N,иӓш,kor
569,Alter::N,игечӹ,kor
570,Schluss::N,пӹтӓртӹш,vég
571,Schluss::N,пӹтӓртӹш,befejezés
572,Zeit::N,веремӓ,idő
573,Tag::N,кечӹ,nap
574,Morgen::N,ир,reggel
575,Morgen::N,ирок,reggel
576,Mittag::N,кечӹвӓл,dél
577,Abend::N,вады,este
578,Nacht::N,йыд,éj
579,Nacht::N,йыд,éjszaka
580,Woche::N,ӓрня,hét
581,Monat::N,тӹ́лзӹ,hó
582,Monat::N,тӹ́лзӹ,hónap
583,Jahr::N,год,év
584,Frühling::N,шошым,tavasz
585,Sommer::N,кӓнгӹж,nyár
586,Herbst::N,шӹжӹ,ősz
587,Winter::N,тел,tél
588,Winter::N,телӹ,tél
589,Januar::N,январ,január
590,Januar::N,январь,január
591,Februar::N,февраль,február
592,März::N,март,március
593,April::N,апрель,április
594,Mai::N,май,május
595,Juni::N,июнь,június
596,Juli::N,июль,július
597,August::N,август,augusztus
598,September::N,сентябрь,szeptember
599,Oktober::N,октябрь,október
600,November::N,ноябрь,november
601,Dezember::N,декавыр,december
602,Montag::N,шачмы,hétfő
603,Dienstag::N,кышкыжмы,kedd
604,Mittwoch::N,вӹрчегӹ,szerda
605,Donnerstag::N,изӓрня,csütörtök
606,Freitag::N,когарня,péntek
607,Samstag::N,кукшыгечӹ,szombat
608,Sonntag::N,рушӓрня,vasárnap
609,groß::A,кого,nagy
610,klein::A,изи,pici
611,klein::A,изи,kicsi
612,lang::A,кужы,hosszú
613,kurz::A,кӹтӹк,rövid
614,breit::A,кымда,széles
615,schmal::A,ӓнгӹсӹр,keskeny
616,dicht::A,шӹре,sűrű
617,dick[Gegenstand]::A,кӹжгӹ,vastag
618,dünn::A,вӹцкӹж,vékony
619,fein::A,пыльга,vékony
620,fest::A,цаткыды,szilárd
621,flach::A,тӓлякӓ,sík
622,flach::A,тӓлякӓ,lapos
623,glatt::A,ягылгы,sima
624,hart::A,пингӹдӹ,kemény
625,weich::A,пышкыды,puha
626,rund::A,тӹртӹш,kerek
627,spitz::A,кашар,hegyes
628,scharf::A,кашар,éles
629,stumpf::A,нӹшкӹ,tompa
630,stumpf::A,нӹшкӹ,életlen
631,schwer::A,нелӹ,nehéz
632,schwer::A,нелӹ,súlyos
633,schön::A,цевер,szép
634,schön::A,олмыдшы,szép
635,heiß::A,шокшы,forró
636,warm::A,шокшы,meleg
637,kalt::A,ӱштӹ,hideg
638,kühl::A,юалгы,hűs
639,kühl::A,юалгы,hűvös
640,kühl::A,йонгата,hűs
641,kühl::A,йонгата,hűvös
642,frisch::A,йонгата,üde
643,frisch::A,йонгата,friss
644,feucht::A,ӹлӹкшӹ,nedves
645,feucht::A,вӹдӹжгӹ,nedves
646,nass::A,начкы,vizes
647,trocken::A,кукшы,száraz
648,voll::A,темшӹ,telt
649,voll::A,темыман,telt
650,leer::A,йӓрӓ,üres
651,offen::A,виш,nyílt
652,offen::A,виш,nyitott
653,geschlossen::A,чӱчмӹ,zárt
654,geschlossen::A,чӱчмӹ,csukott
655,geschlossen::A,тӹкӹлӓлтшӹ,zárt
656,geschlossen::A,тӹкӹлӓлтшӹ,csukott
657,sauber::A,ире,tiszta
658,schmutzig::A,шоран,piszkos
659,schmutzig::A,шоран,szennyes
660,schmutzig::A,лявӹрӓн,piszkos
661,schmutzig::A,лявӹрӓн,szennyes
662,schmutzig::A,шорангшы,piszkos
663,schmutzig::A,шорангшы,szennyes
664,roh::A,пеле кӱшӹ,nyers
665,reif::A,кӱшӹ,érett
666,lecker::A,тотан,finom
667,süß::A,мӱӓн,édes
668,bitter::A,качы,keserű
669,sauer::A,шапы,savanyú
670,hell::A,соты,világos
671,hell::A,валгыды,világos
672,dunkel::A,пӹц,sötét
673,dunkel::A,пӹцкемӹш,sötét
674,schwarz::A,шим,fekete
675,weiß::A,ош,fehér
676,weiß::A,ошы,fehér
677,rot::A,якшаргы,vörös
678,gelb::A,сар,sárga
679,gelb::A,сары,sárga
680,blau::A,симсӹ,kék
681,grün::A,ыжар,zöld
682,grau::A,луды,ősz
683,grau::A,луды,szürke
684,bunt::A,ала,tarka
685,bunt::A,ала,színes
686,billig::A,шулдаш,olcsó
687,teuer::A,шергӹ,drága
688,teuer::A,шергӓкӓн,drága
689,wertvoll::A,ӓкӓн,értékes
690,blind::A,слöпöй,vak
691,blind::A,сльöпöй,vak
692,taub::A,тӱтӱк,süket
693,kräftig::A,виӓн,erős
694,stark::A,виӓн,erős
695,schwach::A,шава,gyenge
696,schwach::A,шава,erőtlen
697,schwach::A,лӹпкӓ,gyenge
698,schwach::A,лӹпкӓ,erőtlen
699,schwach::A,слабка,gyenge
700,schwach::A,слабка,erőtlen
701,fett::A,таза,hájas
702,schlank::A,яштака,karcsú
703,hübsch::A,сӹлнӹ,csinos
704,hübsch::A,олмыдшы,csinos
705,böse::A,шӹдӓн,rossz
706,böse::A,шӹдӓн,gonosz
707,dumm::A,окмак,buta
708,dumm::A,окмак,ostoba
709,faul::A,ялахай,lusta
710,fleißig::A,пӓшам яратышы,szorgalmas
711,geizig::A,шык,fukar
712,geizig::A,шык,fösvény
713,klug::A,ышан,okos
714,klug::A,ышан,eszes
715,geschickt::A,мастар,ügyes
716,lieb::A,тыри,drága
717,lieb::A,тыри,kedves
718,lustig::A,мындыр,víg
719,lustig::A,мындыр,vidám
720,lustig::A,сусу,víg
721,lustig::A,сусу,vidám
722,sanft::A,йӹвӹжӓ,enyhe
723,hungrig::A,шужышы,éhes
724,krank::A,церлӹ,beteg
725,krank::A,хворой,beteg
726,nackt::A,цӓрӓ,csupasz
727,nackt::A,цӓрӓ,meztelen
728,traurig::A,сы́лыкан,bús
729,traurig::A,сы́лыкан,szomorú
730,traurig::A,кымы́лдымы,bús
731,traurig::A,кымы́лдымы,szomorú
732,lebendig::A,живой,élő
733,gut::A,яжо,jó
734,schlecht::A,уда,rossz
735,schlecht::A,худа,rossz
736,richtig::A,вургамла,helyes
737,schlimm::A,йӹрнык,rossz
738,wahr::A,настоящий,igaz
739,wahr::A,настояшый,igaz
740,alt::A,шонгы,ó
741,alt::A,шонгы,régi
742,neu::A,у,új
743,ehemalig::A,тошты,volt
744,ehemalig::A,тошты,egykori
745,alt[Lebewesen]::A,ӹлалшӹ,öreg
746,jung::A,нöргӹ,fiatal
747,jung::A,молода,fiatal
748,arm::A,укеӓн,szegény
749,reich::A,паян,gazdag
750,reich::A,пурлыкан,gazdag
751,bekannt::A,палӹмӹ,ismert
752,bekannt::A,палӹмӹ,ismeretes
753,berühmt::A,лӹмлы,híres
754,fremd::A,эдемӹн,idegen
755,verschieden::A,тӹрлӹ,különböző
756,nah::A,лишӹл,közeli
757,fern::A,мӹндӹр,távoli
758,linker::A,шалахай,bal
759,rechter::A,вургамла,jobb
760,anderer::A,вес,más
761,anderer::A,вес,másik
762,anderer::A,весӹ,más
763,anderer::A,весӹ,másik
764,erster::A,икшӹ,első
765,erster::A,икӹмшӹ,első
766,zweiter::A,кокшы,második
767,dritter::A,кымшы,harmadik
768,letzter::A,остатка,utolsó
769,allein::ADV,иктӹ,egyedül
770,allein::ADV,иктӹт,egyedül
