,Concept_ID,hr,hi
104,Geruch::N,miris,बू
105,Geruch::N,miris,गंध
106,Schlaf::N,san,नींद
107,Schlaf::N,san,निद्रा
108,Traum::N,san,सपना
109,Traum::N,san,स्वप्न
110,Himmel::N,nebo,आकाश
111,Himmel::N,nebo,आसमान
112,Sonne::N,sunce,रवि
113,Sonne::N,sunce,सूरज
114,Sonne::N,sunce,सूर्य
115,Mond::N,mjesec,चाँद
116,Mond::N,mjesec,चंद्र
117,Stern::N,zvijezda,तारा
118,Stern::N,zvijezda,सितारा
119,Luft::N,zrak,हवा
120,Luft::N,zrak,वायु
121,Wind::N,vjetar,पाद
122,Welle::N,val,लहर
123,Welle::N,val,तरंग
124,Welle::N,talas,लहर
125,Welle::N,talas,तरंग
126,Wasser::N,voda,जल
127,Wasser::N,voda,पानी
128,Stein::N,kamen,पत्थर
129,Boden::N,tlo,मिट्टी
130,Boden::N,zemlja,मिट्टी
131,Erde::N,zemlja,भूमि
132,Erde::N,zemlja,ज़मीन
133,Staub::N,prah,धूल
134,Staub::N,prašina,धूल
135,Rauch::N,dim,धूआँ
136,Rauch::N,dim,धुम्र
137,Funke::N,iskra,चिनगारी
138,Funke::N,iskra,स्फुलिंग
139,Funke::N,varnica,चिनगारी
140,Funke::N,varnica,स्फुलिंग
141,Feuer::N,vatra,आग
142,Feuer::N,vatra,आतिश
143,Feuer::N,vatra,अग्नि
144,Licht::N,svjetlo,रोशनी
145,Licht::N,svjetlo,प्रकाश
146,Schatten::N,hlad,छाया
147,Schatten::N,hlad,परछाई
148,Schatten::N,sjena,छाया
149,Schatten::N,sjena,परछाई
150,Wetter::N,vrijeme,ऋतु
151,Wetter::N,vrijeme,मौसम
152,Nebel::N,magla,धुँध
153,Nebel::N,magla,कुहरा
154,Wolke::N,oblak,मेघ
155,Wolke::N,oblak,अभ्र
156,Regen::N,kiša,मेंह
157,Regen::N,kiša,बारिश
158,Schnee::N,snijeg,हिम
159,Schnee::N,snijeg,बर्फ़
160,Eis::N,led,हिम
161,Eis::N,led,बर्फ़
162,Frost::N,mraz,ठंड
163,Kälte::N,studen,सर्दी
164,Kälte::N,studen,शीतलता
165,Kälte::N,hladnoća,सर्दी
166,Kälte::N,hladnoća,शीतलता
167,Hitze::N,vrućina,ताप
168,Hitze::N,vrućina,गरमी
169,Raureif::N,inje,पाला
170,Regenbogen::N,duga,इंद्र-धनुष
171,Donner::N,grom,गरज
172,Donner::N,grom,मेघ-गर्जन
173,Donner::N,grmljavina,गरज
174,Donner::N,grmljavina,मेघ-गर्जन
175,Strömung::N,struja,बहाव
176,Strömung::N,struja,प्रवाह
177,Strömung::N,strujanje,बहाव
178,Strömung::N,strujanje,प्रवाह
179,Tropfen::N,kap,बूँद
180,Tropfen::N,kaplja,बूँद
181,Schaum::N,pjena,झाग
182,Schmutz::N,nečistoća,गंद
183,Schmutz::N,nečistoća,कीचड़
184,Schmutz::N,prljavština,गंद
185,Schmutz::N,prljavština,कीचड़
186,See::N,jezero,झील
187,See::N,jezero,सरोवर
188,Sumpf::N,bara,दलदल
189,Sumpf::N,bara,धँसान
190,Moor::N,močvara,झाबर
191,Moor::N,močvara,धँसान
192,Wiese::N,livada,घास-स्थल
193,Wald::N,šuma,जंगल
194,Hügel::N,brijeg,टीला
195,Hügel::N,brijeg,पहाड़
196,Hügel::N,brežuljak,टीला
197,Hügel::N,brežuljak,पहाड़
198,Anhöhe::N,uzvišica,टीला
199,Anhöhe::N,uzvišica,पहाड़ी
200,Berg::N,brdo,पहाड़
201,Gipfel::N,vrh,शिखर
202,Höhle::N,pećina,गुहा
203,Höhle::N,pećina,गुफ़ा
204,Höhle::N,spilja,गुहा
205,Höhle::N,spilja,गुफ़ा
206,Abhang::N,obronak,ढाल
207,Abhang::N,obronak,ढलान
208,Abhang::N,nizbrdica,ढाल
209,Abhang::N,nizbrdica,ढलान
210,Quelle::N,izvor,चश्मा
211,Quelle::N,vrelo,चश्मा
212,Bach::N,potok,सोता
213,Bach::N,potok,नदिका
214,Fluss::N,rijeka,नदी
215,Fluss::N,rijeka,सरिता
216,Ufer::N,obala,तट
217,Ufer::N,obala,किनारा
218,Küste::N,obala,समुद्र-तट
219,Küste::N,morska obala,समुद्र-तट
220,Festland::N,kopno,महाद्वीप
221,Meer::N,more,सागर
222,Meer::N,more,समुद्र
223,Bucht::N,zaliv,खाड़ी
224,Insel::N,ada,टापू
225,Insel::N,ada,द्वीप
226,Insel::N,otok,टापू
227,Insel::N,otok,द्वीप
228,Blume::N,cvijet,फूल
229,Blume::N,cvijet,पुष्प
230,Gras::N,trava,घास
231,Wurzel::N,korijen,मूल
232,Baum::N,drvo,पेड़
233,Baum::N,drvo,वृक्ष
234,Baum::N,stablo,पेड़
235,Baum::N,stablo,वृक्ष
236,Stamm::N,deblo,धड़
237,Stamm::N,stablo,धड़
238,Rinde::N,kora,छाल
239,Rinde::N,kora,वल्कल
240,Ast::N,grana,डाल
241,Ast::N,grana,शाखा
242,Zweig::N,grana,टहनी
243,Blatt::N,list,पत्र
244,Blatt::N,list,पत्ता
245,Birke::N,breza,भूर्ज
246,Kiefer[Baum]::N,bor,पाइन-वृक्ष
247,Weide[Baum]::N,iva,बेंत
248,Weide[Baum]::N,vŕba,बेंत
249,Tanne::N,jela,फ़र
250,Horn::N,rog,सींग
251,Horn::N,rog,विषाण
252,Feder::N,pero,पर
253,Feder::N,pero,पंख
254,Fell::N,koža,खाल
255,Fell::N,koža,पशु-चर्म
256,Flügel::N,krilo,पंख
257,Flügel::N,krilo,डैना
258,Klaue::N,papak,पंजा
259,Kralle::N,pandža,पंजा
260,Kralle::N,pandža,नाख़ून
261,Schwanz::N,rep,पूँछ
262,Ei::N,jaje,अंडा
263,Nest::N,gnijezdo,नीड़
264,Nest::N,gnijezdo,घोंसला
265,Bau::N,jazbina,बिल
266,Bau::N,jazbina,माँद
267,Tier::N,životinja,पशु
268,Tier::N,životinja,जानवर
269,Herde::N,krdo,गल्ला
270,Herde::N,stado,गल्ला
271,Kuh::N,krava,गौ
272,Kuh::N,krava,गाय
273,Bulle::N,bik,साँड़
274,Pferd::N,konj,अश्व
275,Pferd::N,konj,घोड़ा
276,Schaf::N,ovca,भेड़
277,Schwein::N,svinja,शूकर
278,Hund::N,pas,श्वान
279,Hund::N,pas,कुत्ता
280,Hund::N,pseto,श्वान
281,Hund::N,pseto,कुत्ता
282,Katze::N,mačka,बिल्ली
283,Bär::N,medvjed,रीछ
284,Bär::N,medvjed,भालू
285,Eichhörnchen::N,vjeverica,गिलहरी
286,Elch::N,los,एल्क
287,Fuchs::N,lisica,लोमड़ी
288,Hase::N,zec,खरहा
289,Hase::N,zec,ख़रगोश
290,Maus::N,miš,मूष
291,Maus::N,miš,चूहा
292,Wolf::N,vuk,वृक
293,Wolf::N,vuk,भेड़िया
294,Wolf::N,kurjak,वृक
295,Wolf::N,kurjak,भेड़िया
296,Vogel::N,ptica,पक्षी
297,Vogel::N,ptica,चिड़िया
298,Schwarm::N,roj,झुंड
299,Schwarm::N,jato,झुंड
300,Huhn::N,kokoš,मुर्ग़ी
301,Hahn::N,kokot,मुर्ग़ा
302,Hahn::N,pijevac,मुर्ग़ा
303,Gans::N,guska,हंस
304,Gans::N,guska,हंसिनी
305,Adler::N,orao,उक़ाब
306,Ente::N,patka,बतख़
307,Ente::N,patka,बत्तक
308,Eule::N,sova,उल्लू
309,Kranich::N,ždral,सारस
310,Kranich::N,ždral,क्रौंंच
311,Krähe::N,vrana,काक
312,Kuckuck::N,kukavica,कोयल
313,Kuckuck::N,kukavica,कोकिल
314,Schwan::N,labud,हंस
315,Schwan::N,labud,मराल
316,Fisch::N,riba,मछली
317,Fisch::N,riba,मत्स्य
318,Barsch::N,grgeč,पर्च
319,Hecht::N,štuka,पाइक
320,Schlange[Tier]::N,guja,सर्प
321,Schlange[Tier]::N,zmija,सर्प
322,Wurm::N,crv,कृमि
323,Wurm::N,crv,कीड़ा
324,Spinne::N,pauk,लूता
325,Spinne::N,pauk,मकड़ी
326,Ameise::N,mrav,चींटी
327,Laus::N,uš,जूँ
328,Mücke::N,komarac,डाँस
329,Fliege::N,muha,मक्खी
330,Fliege::N,muha,मक्षिका
331,Schmetterling::N,leptir,तितली
332,Beere::N,boba,बेरी
333,Beere::N,bobica,बेरी
334,Apfel::N,jabuka,सेब
335,Pilz::N,pečurka,खुंबी
336,Zwiebel::N,luk,प्याज़
337,Zwiebel::N,kapula,प्याज़
338,Saat::N,sjemenje,बीज
339,Korn::N,zrno,दाना
340,Heu::N,sijeno,मूखी घास
341,Schale::N,kora,बकला
342,Schale::N,kora,छिलका
343,Schale::N,ljuska,बकला
344,Schale::N,ljuska,छिलका
345,Grube::N,jama,गड्ढा
346,Falle::N,zamka,जाल
347,Falle::N,zamka,फँदा
348,Falle::N,klopka,जाल
349,Falle::N,klopka,फँदा
350,Schlinge::N,uzao,फँदा
351,Schlinge::N,petlja,फँदा
352,Spur::N,trag,सुराग़
353,Spur::N,trag,पद-चिह्न
354,Spur::N,slijed,सुराग़
355,Spur::N,slijed,पद-चिह्न
356,Asche::N,pepeo,राख
357,Dreck::N,blato,मैल
358,Dreck::N,blato,गंदगी
359,Eisen::N,željezo,लोहा
360,Gold::N,zlato,सोना
361,Gold::N,zlato,स्वर्ण
362,Silber::N,srebro,रजत
363,Silber::N,srebro,चाँदी
364,Kohle::N,ugalj,कोयला
365,Kohle::N,ugljen,कोयला
366,Glas::N,staklo,काँच
367,Lehm::N,glina,चिकनी मिट्टी
368,Lehm::N,ilovača,चिकनी मिट्टी
369,Sand::N,pijesak,रेत
370,Sand::N,pijesak,बालू
371,Mensch::N,čovjek,मानव
372,Mensch::N,čovjek,इनसान
373,Mensch::N,čovjek,मनुष्य
374,Mann::N,muškarac,आदमी
375,Mann::N,muškarac,पुरुष
376,Frau::N,žena,औरत
377,Frau::N,žena,महिला
378,Frau::N,žena,स्त्री
379,Kind::N,čedo,बाल
380,Kind::N,čedo,बच्चा
381,Kind::N,dijete,बाल
382,Kind::N,dijete,बच्चा
383,Junge::N,momče,लड़का
384,Junge::N,dječak,लड़का
385,Mädchen::N,djevojka,लड़की
386,Mädchen::N,djevojka,कुमारी
387,Mädchen::N,djevojčica,लड़की
388,Mädchen::N,djevojčica,कुमारी
389,Familie::N,obitelj,परिवार
390,Familie::N,porodica,परिवार
391,Großvater::N,djed,दादा
392,Großmutter::N,baka,नानी
393,Eltern::N,roditelji,माँ-बाप
394,Eltern::N,roditelji,माता-पिता
395,Vater::N,otac,बाप
396,Vater::N,otac,पिता
397,Mutter::N,majka,माँ
398,Mutter::N,majka,माता
399,Sohn::N,sin,बेटा
400,Sohn::N,sin,पुत्र
401,Tochter::N,kći,बेटी
402,Tochter::N,kći,पुत्री
403,Tochter::N,kćerka,बेटी
404,Tochter::N,kćerka,पुत्री
405,Bruder::N,brat,भाई
406,Bruder::N,brat,भ्राता
407,Schwester::N,sestra,बहन
408,Schwester::N,sestra,भगिनी
409,Onkel::N,čika,ताऊ
410,Onkel::N,čika,काका
411,Onkel::N,ujak,ताऊ
412,Onkel::N,ujak,काका
413,Tante::N,ujna,बूआ
414,Tante::N,ujna,फूफी
415,Tante::N,ujna,ख़ाला
416,Tante::N,tetka,बूआ
417,Tante::N,tetka,फूफी
418,Tante::N,tetka,ख़ाला
419,Ehemann::N,muž,पति
420,Ehemann::N,muž,शौहर
421,Ehemann::N,suprug,पति
422,Ehemann::N,suprug,शौहर
423,Ehefrau::N,žena,बीवी
424,Ehefrau::N,supruga,बीवी
425,Freude::N,radost,आनंद
426,Freude::N,radost,प्रसन्नता
427,Gelächter::N,grohot,हँसी
428,Gelächter::N,grohot,क़हक़हा
429,Glück::N,sreća,आनंद
430,Glück::N,sreća,ख़ुशी
431,Kummer::N,jad,शोक
432,Kummer::N,jad,दुःख
433,Kummer::N,briga,शोक
434,Kummer::N,briga,दुःख
435,Wunsch::N,želja,इच्छा
436,Wunsch::N,želja,अभिलाषा
437,Lust::N,volja,चाह
438,Lust::N,volja,कामना
439,Geist::N,duh,जान
440,Geist::N,duh,प्राण
441,Gedanke::N,misao,विचार
442,Gedächtnis::N,pamćenje,याददाश्त
443,Gedächtnis::N,pamćenje,स्मरण-शक्ति
444,Verstand::N,um,समझ
445,Verstand::N,um,अक़्ल
446,Verstand::N,um,बुद्धि
447,Verstand::N,razum,समझ
448,Verstand::N,razum,अक़्ल
449,Verstand::N,razum,बुद्धि
450,Sinn::N,smisao,अर्थ
451,Sinn::N,značenje,अर्थ
452,Grund::N,razlog,वजह
453,Grund::N,razlog,कारण
454,Wahrheit::N,istina,सत्य
455,Wahrheit::N,istina,सच्चाई
456,Gespräch::N,razgovor,चर्चा
457,Gespräch::N,razgovor,वार्ता
458,Gespräch::N,razgovor,बात-चीत
459,Märchen::N,bajka,क़िस्सा
460,Erzählung::N,priča,कथा
461,Erzählung::N,priča,कहानी
462,Erzählung::N,pripovijest,कथा
463,Erzählung::N,pripovijest,कहानी
464,Nachricht::N,vijest,सूचना
465,Nachricht::N,vijest,समाचार
466,Neuigkeit::N,novost,ख़बर
467,Neuigkeit::N,novost,समाचार
468,Name::N,ime,नाम
469,Rätsel::N,zagonetka,पहेली
470,Rede::N,govor,वचन
471,Rede::N,govor,भाषण
472,Rede::N,besjeda,वचन
473,Rede::N,besjeda,भाषण
474,Sprache::N,jezik,भाषा
475,Sprache::N,jezik,ज़बान
476,Stimme::N,glas,स्वर
477,Stimme::N,glas,आवाज़
478,Wort::N,riječ,शब्द
479,Wort::N,riječ,लफ़्ज़
480,Zeichen::N,znak,निशान
481,Ruf::N,povik,पुकार
482,Ruf::N,povik,आह्वान
483,Ruf::N,poklik,पुकार
484,Ruf::N,poklik,आह्वान
485,Lärm::N,buka,शोर
486,Lärm::N,buka,हुल्लड़
487,Lärm::N,galama,शोर
488,Lärm::N,galama,हुल्लड़
489,Laut::N,zvuk,स्वर
490,Laut::N,zvuk,ध्वनि
491,Ton::N,ton,सुर
492,Ton::N,ton,स्वर
493,Lied::N,pjesma,गीत
494,Ruhe::N,tišina,आराम
495,Ruhe::N,tišina,ख़ामोशी
496,Ruhe::N,počinak,आराम
497,Ruhe::N,počinak,ख़ामोशी
498,Leute::N,ljudi,लोग
499,Volk::N,puk,क़ौम
500,Volk::N,puk,प्रजा
501,Volk::N,narod,क़ौम
502,Volk::N,narod,प्रजा
503,Arbeit::N,rad,काम
504,Arbeit::N,posao,काम
505,Gast::N,gost,अतिथि
506,Gast::N,gost,मेहमान
507,Geschenk::N,dar,उपहार
508,Geschenk::N,dar,तोहफ़ा
509,Geschenk::N,poklon,उपहार
510,Geschenk::N,poklon,तोहफ़ा
511,Spiel::N,igra,खेल
512,Spiel::N,igra,क्रीड़ा
513,Gesellschaft::N,društvo,साथ
514,Gesellschaft::N,kompanija,साथ
515,Hilfe::N,pomoć,मदद
516,Hilfe::N,pomoć,सहायता
517,Freund::N,prijatelj,मित्र
518,Kamerad::N,drug,साथी
519,Kamerad::N,drug,कामरेड
520,Kamerad::N,drugar,साथी
521,Kamerad::N,drugar,कामरेड
522,Angelegenheit::N,posao,बात
523,Angelegenheit::N,posao,मामला
524,Anzahl::N,broj,तादाद
525,Anzahl::N,broj,संख्या
526,Anzahl::N,brojnost,तादाद
527,Anzahl::N,brojnost,संख्या
528,Art::N,vid,तरह
529,Art::N,vid,क़िस्म
530,Art::N,vrst,तरह
531,Art::N,vrst,क़िस्म
532,Stück::N,komad,फाँक
533,Stück::N,komad,टुकड़ा
534,Teil::N,dio,भाग
535,Teil::N,dio,हिस्सा
536,Hälfte::N,polovina,अर्धभाग
537,Kreis::N,krug,चक्कर
538,Kreuz::N,križ,सलीब
539,Kreuz::N,križ,क्रूस
540,Linie::N,crta,लाइन
541,Strich::N,crta,लकीर
542,Abstand::N,razmak,अंतर
543,Abstand::N,razmak,फ़ासला
544,Abstand::N,odstojanje,अंतर
545,Abstand::N,odstojanje,फ़ासला
546,Entfernung::N,udaljenost,दूरी
547,Entfernung::N,udaljenost,फ़ासला
548,Gegend::N,kraj,इलाक़ा
549,Gegend::N,predeo,इलाक़ा
550,Platz::N,mjesto,जगह
551,Platz::N,mjesto,स्थान
552,Ort::N,mjesto,स्थल
553,Ort::N,mjesto,स्थान
554,Seite::N,bok,ओर
555,Seite::N,bok,तरफ़
556,Seite::N,strana,ओर
557,Seite::N,strana,तरफ़
558,Mitte::N,sredina,बीच
559,Mitte::N,sredina,मध्य
560,Gegenstand::N,predmet,चीज़
561,Gegenstand::N,predmet,पदार्थ
562,Sache::N,posao,चीज़
563,Sache::N,posao,वस्तु
564,Rand::N,rub,छोर
565,Rand::N,rub,उपांत
566,Rand::N,kraj,छोर
567,Rand::N,kraj,उपांत
568,Kante::N,brid,कोर
569,Kante::N,brid,किनारा
570,Kante::N,ivica,कोर
571,Kante::N,ivica,किनारा
572,Ecke::N,ugao,कोना
573,Ecke::N,ugao,नुक्कड़
574,Spitze::N,vrh,नोक
575,Spitze::N,šiljak,नोक
576,Ende::N,konac,छोर
577,Ende::N,konac,सिरा
578,Loch::N,rupa,छेद
579,Loch::N,rupa,सूराख़
580,Winkel::N,kut,कोण
581,Winkel::N,kut,कोना
582,Winkel::N,ugao,कोण
583,Winkel::N,ugao,कोना
584,Muster::N,uzor,नमूना
585,Muster::N,uzor,डिज़ाइन
586,Größe::N,veličina,परिमाण
587,Größe::N,veličina,विस्तार
588,Länge::N,duljina,लंबाई
589,Höhe::N,visina,ऊँचाई
590,Höhe::N,visina,उच्चता
591,Gewicht::N,težina,भार
592,Gewicht::N,težina,वज़न
593,Menge::N,mnoštvo,मात्रा
594,Menge::N,količina,मात्रा
595,Haufen::N,hrpa,ढेर
596,Haufen::N,hrpa,अंबार
597,Haufen::N,gomila,ढेर
598,Haufen::N,gomila,अंबार
599,Reihe::N,red,क़तार
600,Reihe::N,red,पंक्ति
601,Boot::N,čun,नाव
602,Boot::N,čun,नौका
603,Boot::N,čamac,नाव
604,Boot::N,čamac,नौका
605,Ruder::N,veslo,चप्पू
606,Schlitten::N,saone,बर्फ़-गाड़ी
607,Ski::N,ski,स्की
608,Ski::N,smučka,स्की
609,Lagerfeuer::N,logorska vatra,अलाव
610,Lagerfeuer::N,logorska vatra,कैंप-फ़ायर
611,Last::N,tovar,भार
612,Gang::N,hod,चाल
613,Schritt::N,korak,डग
614,Schritt::N,korak,क़दम
615,Norden::N,sjever,उत्तर
616,Süden::N,jug,दक्खिन
617,Westen::N,zapad,पश्चिम
618,Osten::N,istok,पूरब
619,Holz::N,drvo,काठ
620,Holz::N,drvo,काष्ठ
621,Brett::N,daska,पटरा
622,Brett::N,daska,तख़्ता
623,Platte::N,ploča,फलक
624,Platte::N,ploča,तख़्ता
625,Stütze::N,potpora,टेक
626,Stütze::N,potpora,थूनी
627,Stange::N,motka,छड़
628,Stange::N,motka,बाँस
629,Stock::N,štap,लाठी
630,Stock::N,palica,लाठी
631,Stab::N,štap,लग्गा
632,Stab::N,šipka,लग्गा
633,Rohr::N,cijev,नल
634,Haus::N,kuća,घर
635,Haus::N,kuća,मकान
636,Heim::N,dom,घर
637,Heim::N,dom,गृह
638,Ofen::N,peć,चूल्हा
639,Fußboden::N,pod,फ़र्श
640,Tisch::N,stol,मेज़
641,Tisch::N,trpeza,मेज़
642,Stuhl::N,stolac,कुरसी
643,Stuhl::N,stolica,कुरसी
644,Wiege::N,kolijevka,पालना
645,Wiege::N,kolijevka,हिंडोला
646,Bett::N,krevet,खाट
647,Bett::N,krevet,पलंग
648,Bett::N,postelja,खाट
649,Bett::N,postelja,पलंग
650,Regal::N,polica,शेल्फ़
651,Kiste::N,sanduk,पेटी
652,Kiste::N,sanduk,डिब्बा
653,Fenster::N,prozor,खिड़की
654,Tür::N,vrata,द्वार
655,Tür::N,vrata,दरवाज़ा
656,Tor::N,vrata,फाटक
657,Tor::N,kapija,फाटक
658,Zaun::N,plot,बाड़ा
659,Zaun::N,ograda,बाड़ा
660,Dach::N,krov,छत
661,Dach::N,krov,छप्पर
662,Leiter::N,ljestve,सीढ़ी
663,Leiter::N,ljestvice,सीढ़ी
664,Besen::N,metla,झाड़ू
665,Besen::N,metla,बुहारी
666,Spaten::N,ašov,कुदाल
667,Schaufel::N,lopata,बेलचा
668,Schaufel::N,lopata,फावड़ा
669,Gabel::N,viljuška,काँटा
670,Löffel::N,žlica,चम्मच
671,Messer::N,nož,छुरा
672,Messer::N,nož,चाक़ू
673,Nagel::N,čavao,कील
674,Nagel::N,čavao,मेख़
675,Netz::N,mreža,जाल
676,Haken::N,kuka,अंकुश
677,Griff::N,držak,मूठ
678,Griff::N,držak,हत्था
679,Griff::N,ručica,मूठ
680,Griff::N,ručica,हत्था
681,Schloss::N,brava,ताला
682,Bild::N,slika,चित्र
683,Figur::N,figura,मूर्ति
684,Puppe::N,lutka,पुतली
685,Puppe::N,lutka,गुड़िया
686,Beutel::N,kesa,झोला
687,Bündel::N,snop,पुलिंदा
688,Bündel::N,svežanj,पुलिंदा
689,Tasche::N,torba,बेग
690,Tasche::N,torba,बस्ता
691,Tasche::N,taška,बेग
692,Tasche::N,taška,बस्ता
693,Eimer::N,kabao,बाल्टी
694,Deckel::N,poklopac,ढक्कन
695,Geschirr::N,suđe,बरतन-भाँड़े
696,Geschirr::N,posuđe,बरतन-भाँड़े
697,Sack::N,džak,बोरा
698,Sack::N,vreća,बोरा
699,Tasse::N,šalica,प्याला
700,Topf::N,lonac,देग़चा
701,Kessel::N,kazan,देग़
702,Kessel::N,kazan,बटलोई
703,Essen::N,obrok,खाना
704,Nahrung::N,hrana,भोजन
705,Speise::N,jelo,खाना
706,Speise::N,jelo,व्यंजन
707,Fleisch::N,meso,मांस
708,Fleisch::N,meso,गोश्त
709,Getreide::N,žito,अनाज
710,Getreide::N,žitarice,अनाज
711,Brei::N,kaša,भरता
712,Brei::N,kaša,दलिया
713,Brot::N,kruh,रोटी
714,Scheibe::N,kriška,कतला
715,Fett::N,mast,वसा
716,Fett::N,mast,चरबी
717,Fett::N,salo,वसा
718,Fett::N,salo,चरबी
719,Butter::N,buter,मक्खन
720,Butter::N,maslac,मक्खन
721,Öl::N,ulje,तेल
722,Salz::N,sol,नमक
723,Suppe::N,supa,सूप
724,Suppe::N,supa,शोरबा
725,Honig::N,med,शहद
726,Milch::N,mlijeko,दूध
727,Tee::N,čaj,चाय
728,Leder::N,koža,चमड़ा
729,Wolle::N,vuna,ऊन
730,Stoff::N,štof,कपड़ा
731,Stoff::N,tkanina,कपड़ा
732,Nadel::N,igla,सूई
733,Faden::N,nit,डोरा
734,Faden::N,konac,डोरा
735,Knopf::N,dugme,बटन
736,Knopf::N,dugme,घुंडी
737,Knoten::N,čvor,गाँठ
738,Knoten::N,čvor,गुत्थी
739,Knoten::N,uzao,गाँठ
740,Knoten::N,uzao,गुत्थी
741,Farbe::N,farba,रंग
742,Farbe::N,farba,वर्ण
743,Kleidung::N,odjeća,पहनावा
744,Hemd::N,košulja,कुरता
745,Hemd::N,košulja,क़मीज़
746,Kragen::N,ovratnik,गरदनी
747,Kragen::N,ovratnik,गरेबान
748,Ärmel::N,rukav,आस्तीन
749,Hose::N,hlače,पैंट
750,Hose::N,hlače,पतलून
751,Gürtel::N,pas,पेटी
752,Gürtel::N,pas,मेखला
753,Gürtel::N,pojas,पेटी
754,Gürtel::N,pojas,मेखला
755,Mütze::N,kapa,टोपी
756,Schuh::N,cipela,जूता
757,Stiefel::N,čizma,बूट
758,Ring::N,prsten,अँगूठी
759,Band::N,vrpca,पट्टी
760,Kamm::N,češalj,कंघी
761,Spiegel::N,zrcalo,आईना
762,Spiegel::N,zrcalo,दर्पण
763,Spiegel::N,ogledalo,आईना
764,Spiegel::N,ogledalo,दर्पण
765,Riemen::N,kaiš,तसमा
766,Riemen::N,kaiš,पट्टा
767,Riemen::N,remen,तसमा
768,Riemen::N,remen,पट्टा
769,Schnur::N,vrpca,डोरी
770,Schnur::N,vrpca,सुतली
771,Leine::N,uzica,रस्सी
772,Decke::N,ćebe,रज़ाई
