,Concept_ID,fr,sk
72,Boden::N,terrain,pôda
73,Erde::N,terre,zem
74,Staub::N,poussière,prach
75,Rauch::N,fumée,dym
76,Funke::N,étincelle,iskra
77,Feuer::N,feu,oheň
78,Licht::N,lumière,svetlo
79,Schatten::N,ombre,tieň
80,Wetter::N,temps,počasie
81,Nebel::N,brume,hmla
82,Nebel::N,brouillard,hmla
83,Wolke::N,nuage,oblak
84,Wolke::N,nuage,mračno
85,Regen::N,pluie,dážď
86,Schnee::N,neige,sneh
87,Eis::N,glace,ľad
88,Frost::N,gel,mráz
89,Frost::N,gelée,mráz
90,Kälte::N,froid,zima
91,Kälte::N,froid,chlad
92,Hitze::N,chaleur,horúčava
93,Raureif::N,givre,srieň
94,Raureif::N,givre,inovať
95,Regenbogen::N,arc-en-ciel,dúha
96,Donner::N,tonnerre,hrom
97,Strömung::N,courant,prúdenie
98,Tropfen::N,goutte,kvapka
99,Schaum::N,écume,pena
100,Schaum::N,mousse,pena
101,Schmutz::N,boue,špina
102,Schmutz::N,boue,nečistota
103,Schmutz::N,saleté,špina
104,Schmutz::N,saleté,nečistota
105,See::N,lac,jazero
106,Sumpf::N,marais,bahno
107,Sumpf::N,marécage,bahno
108,Moor::N,tourbière,močiar
109,Wiese::N,pré,lúka
110,Wald::N,bois,les
111,Wald::N,bois,hora
112,Wald::N,forêt,les
113,Wald::N,forêt,hora
114,Hügel::N,coteau,vŕšok
115,Hügel::N,colline,vŕšok
116,Anhöhe::N,éminence,výšina
117,Anhöhe::N,éminence,vyvýšenina
118,Anhöhe::N,élévation,výšina
119,Anhöhe::N,élévation,vyvýšenina
120,Berg::N,mont,hora
121,Berg::N,montagne,hora
122,Gipfel::N,cime,vrchol
123,Gipfel::N,sommet,vrchol
124,Höhle::N,caverne,jaskyňa
125,Abhang::N,pente,úbočie
126,Abhang::N,versant,úbočie
127,Quelle::N,source,prameň
128,Quelle::N,fontaine,prameň
129,Bach::N,ruisseau,potok
130,Fluss::N,fleuve,rieka
131,Fluss::N,rivière,rieka
132,Ufer::N,bord,breh
133,Ufer::N,rivage,breh
134,Küste::N,côte,pobrežie
135,Festland::N,terre ferme,pevnina
136,Meer::N,mer,more
137,Bucht::N,baie,záliv
138,Bucht::N,baie,zátoka
139,Insel::N,île,ostrov
140,Blume::N,fleur,kvet
141,Blume::N,fleur,kvetina
142,Gras::N,herbe,tráva
143,Wurzel::N,racine,koreň
144,Baum::N,arbre,strom
145,Stamm::N,tronc,kmeň
146,Rinde::N,écorce,kôra
147,Ast::N,branche,konár
148,Zweig::N,rameau,vetva
149,Blatt::N,feuille,list
150,Birke::N,bouleau,breza
151,Kiefer[Baum]::N,pin,sosna
152,Kiefer[Baum]::N,pin,borovica
153,Weide[Baum]::N,saule,vŕba
154,Tanne::N,sapin,jedľa
155,Horn::N,corne,roh
156,Feder::N,plume,pero
157,Fell::N,peau,koža
158,Fell::N,peau,kožušina
159,Flügel::N,aile,krídlo
160,Klaue::N,serre,paznecht
161,Kralle::N,ongle,pazúr
162,Kralle::N,griffe,pazúr
163,Schwanz::N,queue,chvost
164,Ei::N,œuf,vajce
165,Ei::N,œuf,vajíčko
166,Nest::N,nid,hniezdo
167,Bau::N,terrier,nora
168,Tier::N,animal,zviera
169,Herde::N,troupeau,stádo
170,Kuh::N,vache,krava
171,Bulle::N,taureau,býk
172,Pferd::N,cheval,kôň
173,Schaf::N,mouton,ovca
174,Schwein::N,porc,sviňa
175,Schwein::N,cochon,sviňa
176,Hund::N,chien,pes
177,Katze::N,chat,mačka
178,Bär::N,ours,medveď
179,Eichhörnchen::N,écureuil,veverička
180,Elch::N,élan,los
181,Fuchs::N,renard,líška
182,Hase::N,lièvre,zajac
183,Maus::N,souris,myš
184,Wolf::N,loup,vlk
185,Vogel::N,oiseau,vták
186,Schwarm::N,nuée,roj
187,Schwarm::N,volée,roj
188,Huhn::N,poule,kurča
189,Huhn::N,poule,sliepka
190,Hahn::N,coq,kohút
191,Gans::N,oie,hus
192,Adler::N,aigle,orol
193,Ente::N,canard,kačka
194,Ente::N,canard,kačica
195,Eule::N,hibou,sova
196,Kranich::N,grue,žeriav
197,Krähe::N,corneille,vrana
198,Kuckuck::N,coucou,kukučka
199,Schwan::N,cygne,labuť
200,Fisch::N,poisson,ryba
201,Barsch::N,perche,ostriež
202,Hecht::N,brochet,šťuka
203,Schlange[Tier]::N,serpent,had
204,Wurm::N,ver,červ
205,Spinne::N,araignée,pavúk
206,Ameise::N,fourmi,mravec
207,Laus::N,pou,voš
208,Mücke::N,moucheron,komár
209,Fliege::N,mouche,mucha
210,Schmetterling::N,papillon,motýľ
211,Beere::N,baie,bobuľa
212,Apfel::N,pomme,jablko
213,Pilz::N,champignon,hríb
214,Zwiebel::N,oignon,cibuľa
215,Saat::N,semence,osivo
216,Korn::N,grain,zrno
217,Heu::N,foin,seno
218,Schale::N,pelure,šupa
219,Schale::N,pelure,škrupina
220,Grube::N,fosse,jama
221,Falle::N,piège,pasca
222,Falle::N,piège,klepec
223,Schlinge::N,lacs,slučka
224,Spur::N,trace,stopa
225,Asche::N,cendre,popol
226,Dreck::N,crotte,kal
227,Dreck::N,crotte,blato
228,Eisen::N,fer,železo
229,Gold::N,or,zlato
230,Silber::N,argent,striebro
231,Kohle::N,charbon,uhlie
232,Glas::N,verre,sklo
233,Lehm::N,glaise,íl
234,Lehm::N,glaise,hlina
235,Sand::N,sable,piesok
236,Mensch::N,homme,človek
237,Mann::N,homme,muž
238,Mann::N,homme,chlap
239,Frau::N,femme,žena
240,Kind::N,enfant,dieťa
241,Junge::N,garçon,chlapec
242,Mädchen::N,fille,dievka
243,Mädchen::N,jeune fille,dievka
244,Familie::N,famille,rodina
245,Großvater::N,grand-père,dedo
246,Großvater::N,grand-père,starý otec
247,Großmutter::N,grand-mère,babička
248,Großmutter::N,grand-mère,stará mať
249,Eltern::N,parents,rodičia
250,Vater::N,père,otec
251,Mutter::N,mère,mať
252,Mutter::N,mère,matka
253,Sohn::N,fils,syn
254,Tochter::N,fille,dcéra
255,Bruder::N,frère,brat
256,Schwester::N,sœur,sestra
257,Onkel::N,oncle,ujo
258,Onkel::N,oncle,strýko
259,Tante::N,tante,teta
260,Tante::N,tante,tetka
261,Ehemann::N,mari,muž
262,Ehemann::N,mari,manžel
263,Ehemann::N,époux,muž
264,Ehemann::N,époux,manžel
265,Ehefrau::N,femme,žena
266,Ehefrau::N,femme,manželka
267,Ehefrau::N,épouse,žena
268,Ehefrau::N,épouse,manželka
269,Freude::N,joie,radosť
270,Freude::N,plaisir,radosť
271,Gelächter::N,rires,smiech
272,Glück::N,bonheur,šťastie
273,Kummer::N,peine,žiaľ
274,Kummer::N,peine,zármutok
275,Kummer::N,chagrin,žiaľ
276,Kummer::N,chagrin,zármutok
277,Wunsch::N,désir,prianie
278,Lust::N,envie,chuť
279,Geist::N,esprit,duch
280,Gedanke::N,idée,myšlienka
281,Gedanke::N,pensée,myšlienka
282,Gedächtnis::N,mémoire,pamäť
283,Verstand::N,raison,rozum
284,Sinn::N,sens,zmysel
285,Grund::N,cause,dôvod
286,Grund::N,cause,príčina
287,Grund::N,raison,dôvod
288,Grund::N,raison,príčina
289,Wahrheit::N,vérité,pravda
290,Gespräch::N,conversation,reč
291,Gespräch::N,conversation,rozhovor
292,Märchen::N,conte,rozprávka
293,Märchen::N,conte de fées,rozprávka
294,Erzählung::N,conte,poviedka
295,Erzählung::N,narration,poviedka
296,Nachricht::N,message,správa
297,Neuigkeit::N,nouvelle,novinka
298,Name::N,nom,meno
299,Rätsel::N,énigme,záhada
300,Rätsel::N,énigme,hádanka
301,Rätsel::N,devinette,záhada
302,Rätsel::N,devinette,hádanka
303,Rede::N,parole,reč
304,Rede::N,discours,reč
305,Sprache::N,langue,reč
306,Sprache::N,langue,jazyk
307,Sprache::N,langage,reč
308,Sprache::N,langage,jazyk
309,Stimme::N,voix,hlas
310,Wort::N,mot,slovo
311,Zeichen::N,signe,znak
312,Ruf::N,cri,volanie
313,Ruf::N,cri,zavolanie
314,Ruf::N,appel,volanie
315,Ruf::N,appel,zavolanie
316,Lärm::N,bruit,hluk
317,Lärm::N,bruit,hurhaj
318,Laut::N,son,zvuk
319,Ton::N,ton,tón
320,Ton::N,ton,zvuk
321,Lied::N,chant,pieseň
322,Lied::N,chanson,pieseň
323,Ruhe::N,calme,pokoj
324,Ruhe::N,tranquillité,pokoj
325,Leute::N,gens,ľudia
326,Volk::N,peuple,ľud
327,Volk::N,peuple,národ
328,Arbeit::N,travail,práca
329,Arbeit::N,travail,robota
330,Gast::N,hôte,hosť
331,Gast::N,invité,hosť
332,Geschenk::N,cadeau,dar
333,Geschenk::N,présent,dar
334,Spiel::N,jeu,hra
335,Gesellschaft::N,compagnie,spoločnosť
336,Hilfe::N,aide,pomoc
337,Hilfe::N,secours,pomoc
338,Freund::N,ami,priateľ
339,Kamerad::N,copain,kamarát
340,Kamerad::N,camarade,kamarát
341,Angelegenheit::N,affaire,vec
342,Angelegenheit::N,affaire,záležitosť
343,Anzahl::N,nombre,počet
344,Anzahl::N,nombre,množstvo
345,Art::N,sorte,druh
346,Art::N,espèce,druh
347,Stück::N,morceau,kus
348,Stück::N,morceau,kúsok
349,Teil::N,part,časť
350,Teil::N,partie,časť
351,Hälfte::N,moitié,polka
352,Hälfte::N,moitié,polovica
353,Kreis::N,cercle,kruh
354,Kreuz::N,croix,kríž
355,Linie::N,ligne,línia
356,Strich::N,trait,čiara
357,Abstand::N,écart,vzdialenosť
358,Entfernung::N,distance,vzdialenosť
359,Gegend::N,région,kraj
360,Gegend::N,région,krajina
361,Gegend::N,contrée,kraj
362,Gegend::N,contrée,krajina
363,Platz::N,place,miesto
364,Ort::N,lieu,miesto
365,Ort::N,endroit,miesto
366,Seite::N,côté,bok
367,Seite::N,côté,strana
368,Mitte::N,milieu,stred
369,Gegenstand::N,objet,predmet
370,Sache::N,chose,vec
371,Rand::N,bord,kraj
372,Rand::N,bord,okraj
373,Kante::N,arête,hrana
374,Ecke::N,coin,roh
375,Ecke::N,tournant,roh
376,Spitze::N,cime,hrot
377,Spitze::N,cime,špička
378,Spitze::N,pointe,hrot
379,Spitze::N,pointe,špička
380,Ende::N,bout,koniec
381,Loch::N,trou,diera
382,Winkel::N,coin,kút
383,Winkel::N,réduit,kút
384,Muster::N,dessin,vzor
385,Muster::N,dessin,vzorka
386,Größe::N,grandeur,veľkosť
387,Länge::N,longueur,dĺžka
388,Höhe::N,hauteur,výška
389,Höhe::N,altitude,výška
390,Gewicht::N,poids,váha
391,Menge::N,quantité,množstvo
392,Haufen::N,tas,hŕba
393,Reihe::N,file,rad
394,Reihe::N,rangée,rad
395,Boot::N,canot,čln
396,Boot::N,bateau,čln
397,Ruder::N,rame,veslo
398,Ruder::N,aviron,veslo
399,Schlitten::N,traîneau,sane
400,Ski::N,ski,lyža
401,Lagerfeuer::N,feu de camp,táborák
402,Last::N,charge,ťarcha
403,Last::N,charge,bremeno
404,Last::N,fardeau,ťarcha
405,Last::N,fardeau,bremeno
406,Gang::N,tour,chôdza
407,Gang::N,marche,chôdza
408,Schritt::N,pas,krok
409,Norden::N,nord,sever
410,Süden::N,sud,juh
411,Westen::N,ouest,západ
412,Westen::N,occident,západ
413,Osten::N,est,východ
414,Osten::N,orient,východ
415,Holz::N,bois,drevo
416,Brett::N,planche,doska
417,Platte::N,plaque,doska
418,Platte::N,plaque,platňa
419,Stütze::N,appui,opora
420,Stütze::N,soutien,opora
421,Stange::N,barre,tyč
422,Stange::N,perche,tyč
423,Stock::N,canne,palica
424,Stab::N,bâton,palica
425,Rohr::N,tube,rúra
426,Rohr::N,tuyau,rúra
427,Haus::N,maison,dom
428,Heim::N,maison,domov
429,Ofen::N,poêle,pec
430,Ofen::N,poêle,kachle
431,Fußboden::N,plancher,dlážka
432,Fußboden::N,plancher,podlaha
433,Tisch::N,table,stôl
434,Stuhl::N,chaise,stolička
435,Wiege::N,berceau,kolíska
436,Bett::N,lit,lôžko
437,Bett::N,lit,posteľ
438,Regal::N,étagère,regál
439,Regal::N,étagère,polica
440,Kiste::N,caisse,debna
441,Fenster::N,fenêtre,okno
442,Fenster::N,fenêtre,oblok
443,Tür::N,porte,dvere
444,Tor::N,porte,vráta
445,Tor::N,portail,vráta
446,Zaun::N,clôture,plot
447,Zaun::N,clôture,ohrada
448,Dach::N,toit,krov
449,Dach::N,toit,strecha
450,Leiter::N,échelle,rebrík
451,Leiter::N,échelle,rebrina
452,Besen::N,balai,metla
453,Spaten::N,bêche,rýľ
454,Schaufel::N,pelle,lopata
455,Gabel::N,fourchette,vidlička
456,Löffel::N,cuiller,lyžica
457,Messer::N,couteau,nôž
458,Nagel::N,clou,klinec
459,Netz::N,filet,sieť
460,Haken::N,croc,hák
461,Haken::N,croc,háčik
462,Haken::N,crochet,hák
463,Haken::N,crochet,háčik
464,Griff::N,prise,rukoväť
465,Griff::N,manche,rukoväť
466,Schloss::N,serrure,zámka
467,Bild::N,image,obraz
468,Bild::N,tableau,obraz
469,Figur::N,figure,figúra
470,Puppe::N,poupée,bábka
471,Puppe::N,poupée,bábika
472,Beutel::N,sac,vrece
473,Beutel::N,sac,vrecko
474,Beutel::N,petit sac,vrece
475,Beutel::N,petit sac,vrecko
476,Bündel::N,paquet,uzlík
477,Bündel::N,paquet,zväzok
478,Bündel::N,faisceau,uzlík
479,Bündel::N,faisceau,zväzok
480,Tasche::N,sac,taška
481,Tasche::N,sac,kabelka
482,Eimer::N,seau,vedro
483,Deckel::N,couvercle,vrchnák
484,Deckel::N,couvercle,pokrývka
485,Geschirr::N,vaisselle,nádoba
486,Sack::N,sac,mech
487,Sack::N,sac,vrece
488,Tasse::N,tasse,šálka
489,Topf::N,pot,hrniec
490,Topf::N,marmite,hrniec
491,Kessel::N,chaudron,kotol
492,Essen::N,repas,jedlo
493,Essen::N,manger,jedlo
494,Nahrung::N,nourriture,strava
495,Nahrung::N,nourriture,potrava
496,Speise::N,plat,jedlo
497,Fleisch::N,viande,mäso
498,Getreide::N,blé,obilie
499,Getreide::N,céréales,obilie
500,Brei::N,purée,kaša
501,Brei::N,bouillie,kaša
502,Brot::N,pain,chlieb
503,Scheibe::N,tranche,kotúč
504,Scheibe::N,tranche,krajec
505,Fett::N,graisse,tuk
506,Fett::N,graisse,masť
507,Butter::N,beurre,maslo
508,Öl::N,huile,olej
509,Salz::N,sel,soľ
510,Suppe::N,soupe,polievka
511,Suppe::N,potage,polievka
512,Honig::N,miel,med
513,Milch::N,lait,mlieko
514,Tee::N,thé,čaj
515,Leder::N,cuir,koža
516,Wolle::N,laine,vlna
517,Stoff::N,tissu,súkno
518,Stoff::N,étoffe,súkno
519,Nadel::N,aiguille,ihla
520,Faden::N,fil,niť
521,Faden::N,fil,vlákno
522,Knopf::N,bouton,gombík
523,Knoten::N,nœud,uzol
524,Farbe::N,peinture,farba
525,Kleidung::N,vêtements,šaty
526,Kleidung::N,vêtements,šatstvo
527,Kleidung::N,habillement,šaty
528,Kleidung::N,habillement,šatstvo
529,Hemd::N,chemise,košeľa
530,Kragen::N,col,golier
531,Ärmel::N,manche,rukáv
532,Hose::N,pantalon,nohavice
533,Gürtel::N,ceinture,pás
534,Gürtel::N,ceinture,opasok
535,Mütze::N,bonnet,čiapka
536,Mütze::N,casquette,čiapka
537,Schuh::N,soulier,obuv
538,Schuh::N,soulier,topánka
539,Schuh::N,chaussure,obuv
540,Schuh::N,chaussure,topánka
541,Stiefel::N,botte,čižma
542,Ring::N,bague,prsteň
543,Band::N,ruban,stuha
544,Kamm::N,peigne,hrebeň
545,Spiegel::N,glace,zrkadlo
546,Spiegel::N,miroir,zrkadlo
547,Riemen::N,lanière,remeň
548,Riemen::N,courroie,remeň
549,Schnur::N,corde,šnúra
550,Schnur::N,ficelle,šnúra
551,Leine::N,laisse,vodidlo
552,Decke::N,couverture,deka
553,Decke::N,couverture,prikrývka
554,Kissen::N,oreiller,poduška
555,Tuch::N,drap,šatka
556,Tuch::N,fichu,šatka
557,Handtuch::N,serviette,uterák
558,Handtuch::N,essuie-mains,uterák
559,Kraft::N,force,moc
560,Stärke::N,vigueur,sila
561,Gesundheit::N,santé,zdravie
562,Krankheit::N,maladie,nemoc
563,Krankheit::N,maladie,choroba
564,Schmerz::N,douleur,bolesť
565,Wunde::N,plaie,rana
566,Wunde::N,blessure,rana
567,Fieber::N,fièvre,horúčka
568,Arznei::N,remède,liek
569,Arznei::N,médecine,liek
570,Brücke::N,pont,most
571,Brunnen::N,puits,studňa
572,Weide::N,pâturage,pastva
573,Pfad::N,sentier,chodník
574,Weg::N,voie,cesta
575,Weg::N,chemin,cesta
576,Straße::N,route,hradská
577,Dorf::N,village,dedina
578,Stadt::N,cité,mesto
579,Stadt::N,ville,mesto
580,Brief::N,lettre,list
581,Buch::N,livre,kniha
582,Buchstabe::N,lettre,litera
583,Buchstabe::N,lettre,písmeno
584,Buchstabe::N,caractère,litera
585,Buchstabe::N,caractère,písmeno
586,Zeitung::N,journal,noviny
587,Leben::N,vie,život
588,Tod::N,mort,smrť
589,Grab::N,tombe,hrob
590,Kirche::N,église,kostol
591,Sünde::N,péché,hriech
592,Gott::N,dieu,boh
593,Arbeiter::N,ouvrier,robotník
594,Arbeiter::N,ouvrier,pracnovík
595,Arbeiter::N,travailleur,robotník
596,Arbeiter::N,travailleur,pracnovík
597,Chef::N,chef,šéf
598,Chef::N,chef,riaditeľ
599,Chef::N,patron,šéf
600,Chef::N,patron,riaditeľ
601,Meister::N,maître,majster
602,Arzt::N,médecin,lekár
603,Lehrer::N,professeur,učiteľ
604,Lehrer::N,instituteur,učiteľ
605,Geld::N,argent,peniaze
606,Geschäft::N,affaire,obchod
607,Geschäft::N,commerce,obchod
608,Laden::N,magasin,obchod
609,Laden::N,boutique,obchod
610,Preis::N,prix,cena
611,Ware::N,marchandise,tovar
612,Nutzen::N,profit,osoh
613,Nutzen::N,profit,úžitok
614,Reichtum::N,richesse,bohatstvo
615,Welt::N,monde,svet
616,Land::N,pays,územie
617,Land::N,pays,krajina
618,Staat::N,État,štát
619,König::N,roi,kráľ
620,Macht::N,pouvoir,moc
621,Macht::N,pouvoir,mocnosť
622,Macht::N,puissance,moc
623,Macht::N,puissance,mocnosť
624,Grenze::N,frontière,hranica
625,Krieg::N,guerre,vojna
626,Feind::N,ennemi,nepriateľ
627,Gewalt::N,violence,násilie
628,Kampf::N,lutte,boj
629,Kampf::N,combat,boj
630,Bogen[Waffe]::N,arc,luk
631,Pfeil::N,flèche,šíp
632,Pfeil::N,flèche,strela
633,Gewehr::N,fusil,puška
634,Fehler::N,faute,omyl
635,Fehler::N,faute,chyba
636,Fehler::N,erreur,omyl
637,Fehler::N,erreur,chyba
638,Lüge::N,mensonge,lož
639,Schaden::N,dégât,ujma
640,Schaden::N,dégât,škoda
641,Schaden::N,dommage,ujma
642,Schaden::N,dommage,škoda
643,Unglück::N,malheur,nešťastie
644,Schuld::N,faute,vina
645,Schuld::N,faute,previnenie
646,Schuld::N,culpabilité,vina
647,Schuld::N,culpabilité,previnenie
648,Alter::N,âge,vek
649,Schluss::N,fin,záver
650,Schluss::N,fin,koniec
651,Zeit::N,temps,čas
652,Tag::N,jour,deň
653,Tag::N,journée,deň
654,Morgen::N,matin,ráno
655,Morgen::N,matinée,ráno
656,Mittag::N,midi,poludnie
657,Abend::N,soir,večer
658,Abend::N,soirée,večer
659,Nacht::N,nuit,noc
660,Woche::N,semaine,týždeň
661,Monat::N,mois,mesiac
662,Jahr::N,an,rok
663,Jahr::N,année,rok
664,Frühling::N,printemps,jar
665,Sommer::N,été,leto
666,Herbst::N,automne,jeseň
667,Winter::N,hiver,zima
668,Januar::N,janvier,január
669,Februar::N,février,február
670,März::N,mars,marec
671,April::N,avril,apríl
672,Mai::N,mai,máj
673,Juni::N,juin,jún
674,Juli::N,juillet,júl
675,August::N,août,august
676,September::N,septembre,september
677,Oktober::N,octobre,október
678,November::N,novembre,november
679,Dezember::N,décembre,december
680,Montag::N,lundi,pondelok
681,Dienstag::N,mardi,utorok
682,Mittwoch::N,mercredi,streda
683,Donnerstag::N,jeudi,štvrtok
684,Freitag::N,vendredi,piatok
685,Samstag::N,samedi,sobota
686,Sonntag::N,dimanche,nedeľa
687,groß::A,grand,veľký
688,klein::A,petit,malý
689,lang::A,long,dlhý
690,kurz::A,court,krátky
691,breit::A,large,široký
692,schmal::A,étroit,úzky
693,dicht::A,dense,hustý
694,dick[Gegenstand]::A,épais,tlstý
695,dünn::A,mince,tenký
696,fein::A,fin,jemný
697,fein::A,menu,jemný
698,fest::A,ferme,pevný
699,fest::A,solide,pevný
700,flach::A,plat,rovný
701,flach::A,plat,plochý
702,glatt::A,poli,hladký
703,glatt::A,lisse,hladký
704,hart::A,dur,tvrdý
705,weich::A,mou,mäkký
706,rund::A,rond,guľatý
707,rund::A,rond,okrúhly
708,spitz::A,aigu,končitý
709,spitz::A,pointu,končitý
710,scharf::A,tranchant,ostrý
711,stumpf::A,mousse,tupý
712,stumpf::A,émoussé,tupý
713,schwer::A,lourd,ťažký
714,schwer::A,pesant,ťažký
715,schön::A,beau,pekný
716,schön::A,beau,krásny
717,heiß::A,chaud,horúci
718,heiß::A,très chaud,horúci
719,warm::A,chaud,teplý
720,kalt::A,froid,studený
721,kühl::A,frais,chladný
722,frisch::A,frais,svieži
723,feucht::A,humide,vlhký
724,feucht::A,humide,zvlhnutý
725,nass::A,mouillé,mokrý
726,trocken::A,sec,suchý
727,voll::A,plein,plný
728,voll::A,rempli,plný
729,leer::A,vide,prázdny
730,offen::A,ouvert,otvorený
731,geschlossen::A,clos,zavretý
732,geschlossen::A,fermé,zavretý
733,sauber::A,net,čistý
734,sauber::A,propre,čistý
735,schmutzig::A,sale,špinavý
736,schmutzig::A,crasseux,špinavý
737,roh::A,cru,surový
738,roh::A,brut,surový
739,reif::A,mûr,zrelý
740,lecker::A,délicieux,chutný
741,lecker::A,appétissant,chutný
742,süß::A,doux,sladký
743,bitter::A,amer,horký
744,sauer::A,aigre,kyslý
745,hell::A,clair,jasný
746,hell::A,clair,svetlý
747,dunkel::A,sombre,temný
748,schwarz::A,noir,čierny
749,weiß::A,blanc,biely
750,rot::A,rouge,červený
751,gelb::A,jaune,žltý
752,blau::A,bleu,modrý
753,blau::A,bleu,belasý
754,grün::A,vert,zelený
755,grau::A,gris,šedý
756,bunt::A,multicolore,pestrý
757,billig::A,bon marché,lacný
758,teuer::A,cher,drahý
759,wertvoll::A,précieux,cenný
760,blind::A,aveugle,slepý
761,taub::A,sourd,hluchý
762,kräftig::A,fort,silný
763,kräftig::A,vigoureux,silný
764,stark::A,fort,silný
765,stark::A,puissant,silný
766,schwach::A,faible,slabý
767,schwach::A,faible,bezvládny
768,fett::A,gras,tučný
769,schlank::A,svelte,štíhly
770,hübsch::A,joli,šumný
771,hübsch::A,joli,švárny
772,böse::A,mauvais,zlý
773,dumm::A,sot,hlúpy
774,dumm::A,bête,hlúpy
775,faul::A,fainéant,lenivý
776,faul::A,paresseux,lenivý
777,fleißig::A,appliqué,snaživý
778,fleißig::A,appliqué,usilovný
779,geizig::A,avare,skupý
780,geizig::A,avare,lakomý
781,klug::A,intelligent,múdry
782,klug::A,intelligent,bystrý
783,geschickt::A,habile,zručný
784,geschickt::A,habile,šikovný
785,lieb::A,cher,milý
786,lieb::A,gentil,milý
787,lustig::A,gai,veselý
788,lustig::A,joyeux,veselý
789,sanft::A,doux,nežný
790,hungrig::A,affamé,lačný
791,hungrig::A,affamé,hladný
792,krank::A,malade,chorý
793,krank::A,malade,nemocný
794,nackt::A,nu,nahý
795,traurig::A,triste,smutný
796,lebendig::A,vivant,živý
797,gut::A,bon,dobrý
798,schlecht::A,mauvais,zlý
799,richtig::A,juste,správny
800,richtig::A,correct,správny
801,schlimm::A,grave,zlý
802,schlimm::A,grave,nepríjemný
803,schlimm::A,mauvais,zlý
804,schlimm::A,mauvais,nepríjemný
805,wahr::A,vrai,pravý
806,wahr::A,vrai,pravdivý
807,wahr::A,véritable,pravý
808,wahr::A,véritable,pravdivý
809,alt::A,vieux,starý
810,neu::A,neuf,nový
811,neu::A,nouveau,nový
812,ehemalig::A,ancien,bývalý
813,alt[Lebewesen]::A,âgé,starý
814,alt[Lebewesen]::A,vieux,starý
815,jung::A,jeune,mladý
816,arm::A,pauvre,chudobný
817,reich::A,riche,bohatý
818,bekannt::A,connu,známy
819,berühmt::A,fameux,slávny
820,berühmt::A,fameux,povestný
821,berühmt::A,célèbre,slávny
822,berühmt::A,célèbre,povestný
823,fremd::A,étranger,cudzí
824,verschieden::A,différent,rôzny
825,verschieden::A,différent,rozličný
826,nah::A,lié,blízky
827,nah::A,proche,blízky
828,fern::A,éloigné,ďaleký
829,fern::A,lointain,ďaleký
830,linker::A,gauche,ľavý
831,rechter::A,droit,pravý
832,anderer::A,autre,iný
833,anderer::A,autre,druhý
834,erster::A,premier,prvý
835,zweiter::A,second,druhý
836,zweiter::A,deuxième,druhý
837,dritter::A,troisième,tretí
838,letzter::A,dernier,ostatný
839,letzter::A,dernier,posledný
840,allein::ADV,seul,sám
841,auf einmal::ADV,à la fois,zároveň
842,zusammen::ADV,ensemble,spolu
843,zusammen::ADV,ensemble,spoločne
844,lange::ADV,longtemps,dlho
845,plötzlich::ADV,tout à coup,náhle
846,sofort::ADV,immédiatement,hneď
