,Concept_ID,vep,mn
105,Frost::N,pakaine,хүйт
106,Kälte::N,vilu,хүйт
107,Hitze::N,räk,халуун
108,Raureif::N,hüde,цан
109,Raureif::N,hüde,хяруу
110,Regenbogen::N,jumalanbembel',солонго
111,Donner::N,juru,тэнгэрийн дуу
112,Donner::N,jumalanjuru,тэнгэрийн дуу
113,Strömung::N,joksmuz,урсгал
114,Tropfen::N,tilkuine,дусал
115,Schaum::N,vaht,хөөс
116,Schmutz::N,redu,хир
117,Schmutz::N,redu,шавхай
118,Schmutz::N,pačak,хир
119,Schmutz::N,pačak,шавхай
120,See::N,järv,нуур
121,Sumpf::N,so,намаг
122,Sumpf::N,so,балчиг
123,Moor::N,so,хүлрийн намаг
124,Wiese::N,nit,нуга
125,Wald::N,mec,ой
126,Hügel::N,kukaz,болдог
127,Anhöhe::N,kukaz,гүвээ
128,Berg::N,mägi,уул
129,Gipfel::N,ladv,орой
130,Gipfel::N,ladv,оргил
131,Höhle::N,mägionduz,агуй
132,Abhang::N,paute,хүр
133,Quelle::N,lähte,булаг
134,Bach::N,oja,горхи
135,Fluss::N,jogi,гол
136,Fluss::N,jogi,мөрөн
137,Ufer::N,rand,эрэг
138,Küste::N,randišt,эрэг
139,Festland::N,kuivma,хуурай газар
140,Meer::N,meri,далай
141,Meer::N,meri,тэнгис
142,Bucht::N,laht,булан
143,Bucht::N,laht,далайн тохой
144,Insel::N,sar',арал
145,Blume::N,änik,цэцэг
146,Gras::N,hein,өвс
147,Gras::N,hein,ногоо
148,Wurzel::N,jur',үндэс
149,Baum::N,pu,мод
150,Stamm::N,tüvi,иш
151,Stamm::N,tüvi,гуалин
152,Rinde::N,kor',холтос
153,Ast::N,oks,гишүү
154,Zweig::N,oks,салаа
155,Zweig::N,barb,салаа
156,Blatt::N,lehtez,навч
157,Birke::N,koiv,хус
158,Kiefer[Baum]::N,pedai,нарс
159,Weide[Baum]::N,raid,уд
160,Weide[Baum]::N,raid,бургас
161,Tanne::N,kuz',гачуур
162,Horn::N,sar'v,эвэр
163,Feder::N,höuneh,өд
164,Fell::N,nahk,арьс
165,Flügel::N,suug,жигүүр
166,Flügel::N,suug,далавч
167,Klaue::N,künz',савар
168,Klaue::N,künz',хумс
169,Kralle::N,künz',савар
170,Schwanz::N,händ,сүүл
171,Ei::N,muna,өндөг
172,Nest::N,peza,үүр
173,Bau::N,uru,нүх
174,Bau::N,uru,элүү
175,Tier::N,živat,амьтан
176,Tier::N,živat,адгуус
177,Herde::N,kogo,сүрэг
178,Kuh::N,lehm,үнээ
179,Bulle::N,härg,бух
180,Pferd::N,hebo,морь
181,Pferd::N,hebo,адуу
182,Schaf::N,lambaz,хонь
183,Schwein::N,siga,гахай
184,Hund::N,koir,нохой
185,Katze::N,kaži,муур
186,Katze::N,kaži,мигуй
187,Bär::N,kondi,баавгай
188,Eichhörnchen::N,orav,хэрэм
189,Elch::N,hirb',хандгай
190,Fuchs::N,reboi,үнэг
191,Hase::N,jäniš,туулай
192,Maus::N,hir',хулгана
193,Wolf::N,händikaz,чоно
194,Vogel::N,lind,шувуу
195,Schwarm::N,parveh,сүрэг
196,Huhn::N,kana,тахиа
197,Hahn::N,kukoi,эр тахиа
198,Gans::N,hanh',галуу
199,Adler::N,orl,бүргэд
200,Ente::N,sorz,нугас
201,Eule::N,hir'pulo,ууль
202,Kranich::N,kurg,тогоруу
203,Krähe::N,variš,хэрээ
204,Kuckuck::N,kägi,хөхөө
205,Schwan::N,joucen,хун
206,Fisch::N,kala,загас
207,Barsch::N,ahven,алгана
208,Hecht::N,haug',цурхай
209,Schlange[Tier]::N,kü,могой
210,Schlange[Tier]::N,mado,могой
211,Wurm::N,mado,өт
212,Wurm::N,mado,хорхой
213,Spinne::N,hämähouk,аалз
214,Ameise::N,murahaine,шоргоолж
215,Laus::N,täi,бөөс
216,Mücke::N,säs'k,шумуул
217,Fliege::N,kärbhaine,ялаа
218,Schmetterling::N,lipkaine,эрвээхэй
219,Beere::N,marj,жимсгэнэ
220,Apfel::N,jablok,алим
221,Pilz::N,sen',мөөг
222,Pilz::N,babuk,мөөг
223,Zwiebel::N,lauk,сонгино
224,Saat::N,semned,тариа
225,Korn::N,jüvä,үр
226,Korn::N,jüvä,мөхлөг
227,Korn::N,vill',үр
228,Korn::N,vill',мөхлөг
229,Heu::N,hein,өвс
230,Schale::N,kor',хальс
231,Grube::N,kop,алам
232,Grube::N,kop,нүх
233,Falle::N,rida,хавх
234,Falle::N,rida,занга
235,Schlinge::N,rihm,урхи
236,Spur::N,jäl'g,мөр
237,Asche::N,tuhk,үнс
238,Dreck::N,redu,хир
239,Dreck::N,pačak,хир
240,Eisen::N,raud,төмөр
241,Gold::N,kuld,алт
242,Silber::N,hobed,мөнгө
243,Kohle::N,hil',нүүрс
244,Glas::N,stökol,шил
245,Lehm::N,savi,шавар
246,Sand::N,lete,элс
247,Mensch::N,mez',хүн
248,Mensch::N,ristit,хүн
249,Mann::N,mez',эр
250,Mann::N,mez',эрэгтэй
251,Frau::N,naine,эмэгтэй
252,Frau::N,naine,хатагтай
253,Kind::N,laps',хүүхэд
254,Junge::N,poig,хүү
255,Junge::N,prihaine,хүү
256,Mädchen::N,neičukaine,охин
257,Mädchen::N,neičukaine,бүсгүй
258,Familie::N,kanz,айл
259,Familie::N,pereh,айл
260,Großvater::N,ded,өвгөн аав
261,Großmutter::N,bab,эмэг эх
262,Großmutter::N,bab,эмгээ
263,Eltern::N,vanhembad,эцэг эх
264,Eltern::N,kazvatajad,эцэг эх
265,Vater::N,tat,аав
266,Vater::N,tat,эцэг
267,Mutter::N,mam,эх
268,Mutter::N,mam,ээж
269,Sohn::N,poig,хүү
270,Tochter::N,tütär,охин
271,Bruder::N,veik,ах
272,Bruder::N,veik,дүү
273,Bruder::N,vell',ах
274,Bruder::N,vell',дүү
275,Schwester::N,čiža,эгч
276,Schwester::N,čiža,охин дүү
277,Schwester::N,sizar,эгч
278,Schwester::N,sizar,охин дүү
279,Onkel::N,däd',авга ах
280,Onkel::N,däd',нагац ах
281,Tante::N,tädi,авга эгч
282,Tante::N,tädi,нагац эгч
283,Ehemann::N,mužik,нөхөр
284,Ehefrau::N,ak,эхнэр
285,Ehefrau::N,ak,гэргий
286,Freude::N,ilo,баяр
287,Freude::N,ilo,баясгалан
288,Freude::N,ihastuz,баяр
289,Freude::N,ihastuz,баясгалан
290,Gelächter::N,nagr,инээдэм
291,Glück::N,oza,жаргалан
292,Kummer::N,gor'a,гаслан
293,Wunsch::N,taht,ерөөл
294,Lust::N,himo,дур
295,Lust::N,himo,хүсэл
296,Geist::N,heng,оюун
297,Gedanke::N,meletuz,сэтгэл
298,Gedächtnis::N,mušt,ой
299,Gedächtnis::N,mušt,цээж
300,Verstand::N,mel',ухаан
301,Sinn::N,jüvä,утга
302,Grund::N,sü,учир
303,Wahrheit::N,tozi,үнэн
304,Gespräch::N,lodu,яриа
305,Gespräch::N,pagin,яриа
306,Märchen::N,sarn,явган үлгэр
307,Erzählung::N,sanutez,тууж
308,Nachricht::N,tedotuz,мэдээ
309,Neuigkeit::N,uzištuz,сонин
310,Name::N,nimi,нэр
311,Rätsel::N,ozoitez,оньсого
312,Rede::N,pagin,хэлсэн үг
313,Rede::N,sanad,хэлсэн үг
314,Sprache::N,kel',хэл
315,Stimme::N,än',дуу
316,Wort::N,sana,үг
317,Zeichen::N,znam,тамга
318,Zeichen::N,znam,тэмдэг
319,Ruf::N,kida,дуудлага
320,Ruf::N,kucund,дуудлага
321,Lärm::N,judu,шуугиан
322,Lärm::N,judu,чимээ
323,Laut::N,kulund,анир
324,Laut::N,kulund,дуу
325,Ton::N,kulund,авиа
326,Ton::N,kulund,аялгуу
327,Lied::N,pajo,дуу
328,Ruhe::N,lebu,энх
329,Ruhe::N,lebu,тайван
330,Leute::N,rahvaz,хүмүүс
331,Volk::N,rahvaz,улс
332,Arbeit::N,tö,ажил
333,Arbeit::N,tö,хөдөлмөр
334,Arbeit::N,rad,ажил
335,Arbeit::N,rad,хөдөлмөр
336,Gast::N,adiv,зочин
337,Gast::N,adiv,айлчин
338,Geschenk::N,lahj,бэлэг
339,Spiel::N,vänd,наадам
340,Spiel::N,vänd,тоглоом
341,Gesellschaft::N,sebr,хамт байх
342,Hilfe::N,abu,тусламж
343,Freund::N,sebranik,найз
344,Freund::N,sebranik,нөхөр
345,Kamerad::N,sebranik,хань
346,Kamerad::N,sebranik,нөхөр
347,Angelegenheit::N,azj,хэрэг
348,Anzahl::N,lugu,тоо
349,Art::N,rod,төрөл
350,Art::N,rod,янз
351,Art::N,rodsugu,төрөл
352,Art::N,rodsugu,янз
353,Stück::N,pala,хэсэг
354,Stück::N,supal,хэсэг
355,Teil::N,pala,хувь
356,Teil::N,pala,хэсэг
357,Hälfte::N,pol',хагас
358,Kreis::N,ümbruz,тойрог
359,Kreis::N,ümbruz,хүрээ
360,Kreis::N,kehkruz,тойрог
361,Kreis::N,kehkruz,хүрээ
362,Kreuz::N,rist,загалмай
363,Linie::N,pird,шугам
364,Strich::N,pird,зураас
365,Abstand::N,keskust,зай
366,Entfernung::N,matk,зай
367,Entfernung::N,matk,хол ойр
368,Gegend::N,taho,хавь
369,Gegend::N,taho,газар
370,Platz::N,avaruz',зай
371,Platz::N,avaruz',завсар
372,Ort::N,koht,газар
373,Ort::N,koht,байр
374,Seite::N,pol',тал
375,Seite::N,pol',этгээд
376,Seite::N,kül'g,тал
377,Seite::N,kül'g,этгээд
378,Mitte::N,kesk,төв
379,Mitte::N,kesk,дунд
380,Gegenstand::N,kalu,юм
381,Sache::N,azj,үйл
382,Sache::N,azj,хэрэг
383,Rand::N,röun,зах
384,Rand::N,röun,хөвөө
385,Kante::N,röun,ирмэг
386,Ecke::N,saum,өнцөг
387,Spitze::N,agjaine,үзүүр
388,Ende::N,agj,зах
389,Ende::N,agj,үзүүр
390,Loch::N,reig,цоорхой
391,Loch::N,reig,онгорхой
392,Winkel::N,čoga,өнцөг
393,Winkel::N,saum,өнцөг
394,Muster::N,kirjam,хээ
395,Muster::N,kirjam,угалз
396,Größe::N,suruz',хэмжээ
397,Länge::N,piduz,урт
398,Höhe::N,korktuz',өндөр
399,Gewicht::N,jügu,жин
400,Gewicht::N,vedäduz,жин
401,Menge::N,äjüz',тоо
402,Haufen::N,kogo,бөөн
403,Reihe::N,rivi,эгнээ
404,Boot::N,veneh,завь
405,Ruder::N,air,сэлүүр
406,Schlitten::N,regi,чарга
407,Schlitten::N,regut,чарга
408,Ski::N,suks',цана
409,Lagerfeuer::N,nodj,түүдэг
410,Lagerfeuer::N,pažag,түүдэг
411,Last::N,jüguz,ачаа
412,Gang::N,astund,явдал
413,Schritt::N,hašk,алхам
414,Norden::N,pohjoine,умар
415,Süden::N,suvi,урд
416,Süden::N,suvi,өмнө
417,Westen::N,päivlaskm,өрнө
418,Westen::N,päivlaskm,баруун
419,Osten::N,päivnouzm,зүүн
420,Osten::N,päivnouzm,дорно
421,Holz::N,pu,мод
422,Brett::N,laud,банз
423,Platte::N,keitim,хавтан
424,Stütze::N,tugi,тулгуур
425,Stütze::N,tugi,тулга
426,Stange::N,arz',сургааг
427,Stock::N,kalu,саваа
428,Stab::N,seibaz,таяг
429,Rohr::N,torv,хоолой
430,Haus::N,pert',гэр
431,Haus::N,pert',байшин
432,Heim::N,kodi,гэр
433,Ofen::N,päč,зуух
434,Ofen::N,päč,пийшин
435,Fußboden::N,lava,шал
436,Tisch::N,laud,ширээ
437,Tisch::N,stal'c,ширээ
438,Stuhl::N,ištim,сандал
439,Wiege::N,kätte,өлгий
440,Bett::N,sija,ор
441,Bett::N,magaduzsija,ор
442,Regal::N,palič,тавиур
443,Kiste::N,mülütim,авдар
444,Kiste::N,mülütim,хайрцаг
445,Fenster::N,ikun,гэгээвч
446,Tür::N,uks',үүд
447,Tür::N,uks',хаалга
448,Tor::N,verai,хаалга
449,Zaun::N,aid,хашаа
450,Dach::N,katuz,дээвэр
451,Leiter::N,pordhad,шат
452,Besen::N,lud,хамуур
453,Besen::N,lud,туужуу
454,Besen::N,vast,хамуур
455,Besen::N,vast,туужуу
456,Spaten::N,labid,хүрз
457,Schaufel::N,labid,хүрз
458,Gabel::N,hangoine,сэрээ
459,Löffel::N,luzik,халбага
460,Messer::N,veič,хутга
461,Nagel::N,nagl,хадаас
462,Netz::N,verk,өөш
463,Netz::N,verk,тор
464,Haken::N,kouk,гох
465,Griff::N,kägä,иш
466,Griff::N,kägä,сэнж
467,Griff::N,varz',иш
468,Griff::N,varz',сэнж
469,Schloss::N,lukkol,цуурга
470,Schloss::N,lukkol,цоож
471,Bild::N,kuva,зураг
472,Figur::N,figur,баримал
473,Puppe::N,tätüine,хүүхэлдэй
474,Beutel::N,havad,агсаа
475,Beutel::N,havad,уут
476,Bündel::N,toppaz,боодол
477,Bündel::N,käč,боодол
478,Tasche::N,sumk,цүнх
479,Eimer::N,vädr,хөнөг
480,Eimer::N,vädr,хувин
481,Deckel::N,katuz,таг
482,Deckel::N,katuz,хавхаг
483,Geschirr::N,astii,сав суулга
484,Sack::N,havad,шуудай
485,Tasse::N,čašk,аяга
486,Topf::N,pada,тогоо
487,Kessel::N,katil,тогоо
488,Essen::N,sönd,идээ
489,Nahrung::N,söm,хүнс
490,Speise::N,sömine,идээ
491,Fleisch::N,liha,мах
492,Getreide::N,vill',будаа
493,Brei::N,pudr,богшмол
494,Brei::N,pudr,будаа
495,Brot::N,leib,талх
496,Scheibe::N,bibaleh,зүсэм
497,Scheibe::N,bibaleh,хэрчим
498,Scheibe::N,šlik,зүсэм
499,Scheibe::N,šlik,хэрчим
500,Fett::N,razv,өөх
501,Butter::N,voi,тос
502,Öl::N,voi,тос
503,Salz::N,sol,давс
504,Suppe::N,lem',шөл
505,Suppe::N,keitoz,шөл
506,Honig::N,mezi,бал
507,Milch::N,maid,сүү
508,Tee::N,čai,цай
509,Leder::N,nahk,арьс
510,Leder::N,nahk,савхи
511,Wolle::N,vill,ноос
512,Wolle::N,vill,унгас
513,Stoff::N,kangaz,бөс
514,Nadel::N,negl,зүү
515,Faden::N,nit',боолт
516,Faden::N,nit',утас
517,Knopf::N,nübl',товч
518,Knoten::N,sol'm,зангилаа
519,Farbe::N,muju,будаг
520,Kleidung::N,sobad,хувцас
521,Hemd::N,paid,цамц
522,Kragen::N,kagluz,зах заам
523,Ärmel::N,hijam,ханцуй
524,Hose::N,štanad,өмд
525,Gürtel::N,vö,бүс
526,Mütze::N,šapuk,малгай
527,Mütze::N,šapuk,бүрх
528,Schuh::N,keng',туфли
529,Stiefel::N,sapug,гутал
530,Ring::N,rengaz,бөгж
531,Band::N,lentaine,тууз
532,Kamm::N,suga,сам
533,Spiegel::N,zerkol,толь
534,Riemen::N,vö,тасам
535,Riemen::N,vö,сур
536,Schnur::N,nor,татлага
537,Leine::N,talutimnor,оосор
538,Decke::N,sijakatuz,хөнжил
539,Decke::N,sijakatuz,хучлага
540,Kissen::N,pöluz,дэр
541,Tuch::N,paik,алчуур
542,Tuch::N,paik,даавуу
543,Handtuch::N,käzipaik,алчуур
544,Kraft::N,vägi,чадал
545,Kraft::N,vägi,хүч
546,Stärke::N,vahvuz',эрч
547,Stärke::N,vahvuz',тэнхээ
548,Gesundheit::N,tervhuz,бие
549,Gesundheit::N,tervhuz,эрүүл мэнд
550,Krankheit::N,läžund,эмгэг
551,Schmerz::N,kibu,өвчин
552,Wunde::N,čapatez,шарх
553,Fieber::N,säru,халуун
554,Arznei::N,zel'l',эм
555,Brücke::N,sild,гүүр
556,Brunnen::N,kaiv,худаг
557,Weide::N,omaluine,бэлчээр
558,Pfad::N,tehut,жим
559,Pfad::N,tehut,зөрөг
560,Weg::N,te,зам
561,Weg::N,te,харгуй
562,Straße::N,te,зам
563,Straße::N,te,харгуй
564,Dorf::N,külä,тосгон
565,Dorf::N,külä,гацаа
566,Stadt::N,lidn,хот
567,Brief::N,kirjeine,захидал
568,Brief::N,kirjeine,захиа
569,Buch::N,kirj,ном
570,Buch::N,kirj,бичиг
571,Buchstabe::N,kirjam,үсэг
572,Zeitung::N,lehtez,сонин
573,Leben::N,elo,амь
574,Leben::N,elo,амьдрал
575,Tod::N,surm,үхэл
576,Grab::N,kaum,булш
577,Kirche::N,jumalanpert',сүм
578,Sünde::N,grähk,нүгэл
579,Sünde::N,grähk,хилэнц
580,Gott::N,jumal,бурхан
581,Arbeiter::N,radnik,ажилчин
582,Arbeiter::N,radnik,хөдөлмөрчин
583,Chef::N,pämez',дарга
584,Meister::N,mastar,дархан
585,Arzt::N,lekar',эмч
586,Lehrer::N,opendai,багш
587,Geld::N,rahad,цаас
588,Geld::N,rahad,мөнгө
589,Geschäft::N,biznes,наймаа
590,Laden::N,lauk,дэлгүүр
591,Preis::N,arv,үнэ
592,Ware::N,tavar,таваар
593,Ware::N,tavar,бараа
594,Nutzen::N,liža,ашиг
595,Reichtum::N,kodielo,баялаг
596,Reichtum::N,kal'huz',баялаг
597,Welt::N,mail'm,дэлхий
598,Welt::N,mail'm,орчлон
599,Land::N,ma,улс
600,Land::N,ma,орон
601,Staat::N,valdkund,төр
602,Staat::N,valdkund,гүрэн
603,König::N,kunigaz,ван
604,Macht::N,vald,засаг
605,Grenze::N,röun,хил
606,Krieg::N,soda,дайн
607,Feind::N,vihanik,дайсан
608,Feind::N,vastustai,дайсан
609,Gewalt::N,vägivald,хүчирхэх
610,Kampf::N,tora,тэмцэл
611,Kampf::N,tora,байлдаан
612,Bogen[Waffe]::N,taug,нум
613,Pfeil::N,nol,годил
614,Pfeil::N,nol,сум
615,Gewehr::N,oružj,буу
616,Fehler::N,viga,эндэл
617,Fehler::N,viga,алдаа
618,Lüge::N,kelastuz,худал
619,Schaden::N,pahuz',хор
620,Schaden::N,pahuz',хөнөөл
621,Unglück::N,bed,гай
622,Unglück::N,bed,гамшиг
623,Unglück::N,gor'a,гай
624,Unglück::N,gor'a,гамшиг
625,Schuld::N,värhuz',гэм
626,Schuld::N,värhuz',буруу
627,Alter::N,igä,нас
628,Schluss::N,lop,эцэс
629,Schluss::N,lop,төгсгөл
630,Zeit::N,aig,цаг
631,Tag::N,päiv,өдөр
632,Morgen::N,homendez,өглөө
633,Mittag::N,keskpäiv,үд
634,Abend::N,eht,үдэш
635,Nacht::N,ö,шөнө
636,Woche::N,nedal',долоо хоног
637,Monat::N,ku,сар
638,Jahr::N,voz',жил
639,Frühling::N,keväz',хавар
640,Sommer::N,keza,зун
641,Herbst::N,sügüz',намар
642,Winter::N,tal'v,өвөл
643,Januar::N,viluku,нэгдүгээр сар
644,Februar::N,uhoku,хоёрдугаар сар
645,März::N,keväz'ku,гуравдугаар сар
646,April::N,sulaku,дөрөвдүгээр сар
647,Mai::N,semendku,тавдугаар сар
648,Juni::N,kezaku,зургаадугаар сар
649,Juli::N,heinku,долдугаар сар
650,August::N,eloku,наймдугаар сар
651,September::N,sügüz'ku,есдүгээр сар
652,Oktober::N,reduku,аравдугаар сар
653,November::N,kül'mku,арван нэгдүгээр сар
654,Dezember::N,tal'vku,арван хоёрдугаар сар
655,Montag::N,ezmärg,даваа
656,Dienstag::N,tožnarg,мягмар
657,Mittwoch::N,koumanz'päiv,лхагва
658,Donnerstag::N,nellänz'päiv,пүрэв
659,Freitag::N,pätnič,баасан
660,Freitag::N,videnz'päiv,баасан
661,Samstag::N,sobat,бямба
662,Sonntag::N,pühäpäiv,ням
663,groß::A,sur',их
664,groß::A,sur',том
665,groß::A,järed,их
666,groß::A,järed,том
667,klein::A,pen',бага
668,klein::A,pen',жаахан
669,klein::A,pičuine,бага
670,klein::A,pičuine,жаахан
671,lang::A,pit'k,урт
672,kurz::A,lühüd,охор
673,kurz::A,lühüd,богино
674,breit::A,leved,өргөн
675,schmal::A,kaid,уйтан
676,schmal::A,kaid,нарийн
677,dicht::A,tihed,нягт
678,dicht::A,tihed,чигжүү
679,dick[Gegenstand]::A,paks,зузаан
680,dünn::A,hoik,нимгэн
681,fein::A,hen,нарийн
682,fest::A,luja,бөх
683,fest::A,luja,хатуу
684,fest::A,ninev,бөх
685,fest::A,ninev,хатуу
686,flach::A,lapak,хавтгай
687,glatt::A,siled,цагаан
688,hart::A,kova,хатуу
689,weich::A,pehmed,зөөлөн
690,rund::A,kehker,дугуй
691,rund::A,kehker,дугариг
692,spitz::A,nügu,шовх
693,spitz::A,nügu,шовгор
694,spitz::A,terav,шовх
695,spitz::A,terav,шовгор
696,scharf::A,terav,хурц
697,scharf::A,terav,иртэй
698,stumpf::A,tül'c,мохоо
699,schwer::A,jüged,хүнд
700,schön::A,čoma,гуа
701,schön::A,čoma,сайхан
702,heiß::A,räk,халуун
703,warm::A,läm',дулаан
704,kalt::A,vilu,хүйтэн
705,kühl::A,raibak,сэрүүн
706,kühl::A,viluhk,сэрүүн
707,frisch::A,lahed,эрүүл
708,frisch::A,lahed,жихүүн
709,feucht::A,neps,чийгтэй
710,feucht::A,toreh,чийгтэй
711,nass::A,märg,нойтон
712,trocken::A,kuiv,хатсан
713,voll::A,täuz',дүүрэн
714,leer::A,joudai,хоосон
715,offen::A,avoin,онгорхой
716,offen::A,avol'jaine,онгорхой
717,geschlossen::A,saubaline,битүү
718,geschlossen::A,saubaline,хаалтай
719,sauber::A,puhtaz,цэвэр
720,sauber::A,puhtaz,хиргүй
721,schmutzig::A,redukaz,бохир
722,schmutzig::A,redukaz,хиртэй
723,roh::A,rohk,түүхий
724,roh::A,toreh,түүхий
725,reif::A,küps,болсон
726,lecker::A,magukaz,амттай
727,süß::A,maged,амттай
728,süß::A,maged,чихэрлэг
729,bitter::A,karged,гашуун
730,sauer::A,muiged,эсгэлэн
731,hell::A,kirkas,гэгээн
732,hell::A,kirkas,гэрэлтэй
733,hell::A,valgei,гэгээн
734,hell::A,valgei,гэрэлтэй
735,dunkel::A,pimed,бараан
736,dunkel::A,pimed,харанхуй
737,schwarz::A,must,хар
738,weiß::A,vauged,цагаан
739,rot::A,rusked,улаан
740,gelb::A,pakuine,шар
741,blau::A,sinine,хөх
742,blau::A,sinine,цэнхэр
743,grün::A,vihand,ногоон
744,grau::A,hahk,орог
745,grau::A,hahk,саарал
746,bunt::A,kirjav,эрээн
747,billig::A,odav,хямд
748,teuer::A,kalliž,үнэтэй
749,wertvoll::A,arvokas,үнэт
750,blind::A,soged,сохор
751,taub::A,kurdiž,чих хатуу
752,kräftig::A,vägev,чийрэг
753,stark::A,vahv,хүчтэй
754,stark::A,vahv,чадалтай
755,stark::A,vägekaz,хүчтэй
756,stark::A,vägekaz,чадалтай
757,schwach::A,väll',сул
758,fett::A,razvakaz,тарган
759,fett::A,razvakaz,голигор
760,schlank::A,kapos,голшиг
761,hübsch::A,čoma,сайхан
762,hübsch::A,čoma,хөөрхөн
763,böse::A,äred,муу
764,böse::A,äred,хортой
765,böse::A,käred,муу
766,böse::A,käred,хортой
767,dumm::A,el'getoi,тэнэг
768,faul::A,lašk,залхуу
769,fleißig::A,radonnavedii,чармайлтгай
770,geizig::A,ažlak,харамч
771,klug::A,melev,цэцэн
772,klug::A,melekaz,цэцэн
773,geschickt::A,mahtokaz,дүйтэй
774,lieb::A,izo,хайрт
775,lieb::A,sula,хайрт
776,lustig::A,ilokaz,цэнгэлтэй
777,sanft::A,laskav,наалинхай
778,hungrig::A,näl'ghine,өлөн
779,hungrig::A,näl'ghine,өлссөн
780,krank::A,läžui,өвчтэй
781,nackt::A,alastoi,нүцгэн
782,traurig::A,opalahine,гунигт
783,lebendig::A,eläb,амьд
784,lebendig::A,eläb,амьтай
785,gut::A,hüvä,сайн
786,schlecht::A,huba,муу
787,schlecht::A,huba,өөдгүй
788,richtig::A,oiged,зөв
789,richtig::A,oiged,зүйтэй
790,schlimm::A,paha,муухай
791,wahr::A,todesine,үнэн
792,wahr::A,todesine,жинхэнэ
793,alt::A,vanh,хуучин
794,neu::A,uz',шинэ
795,ehemalig::A,edeline,агсан
796,ehemalig::A,edeline,байсан
797,alt[Lebewesen]::A,ravaz,өвгөн
798,alt[Lebewesen]::A,ravaz,хижээл
799,jung::A,nor',залуу
800,arm::A,gol'l',ядуу
801,reich::A,elokaz,баян
