,Concept_ID,mn,bg
196,Bär::N,баавгай,мечка
197,Eichhörnchen::N,хэрэм,катерица
198,Elch::N,хандгай,лос
199,Fuchs::N,үнэг,лисица
200,Hase::N,туулай,заек
201,Maus::N,хулгана,мишка
202,Wolf::N,чоно,вълк
203,Vogel::N,шувуу,птица
204,Schwarm::N,сүрэг,рой
205,Schwarm::N,сүрэг,рояк
206,Huhn::N,тахиа,кокошка
207,Hahn::N,эр тахиа,петел
208,Gans::N,галуу,гъска
209,Adler::N,бүргэд,орел
210,Ente::N,нугас,патица
211,Eule::N,ууль,сова
212,Kranich::N,тогоруу,жерав
213,Krähe::N,хэрээ,врана
214,Kuckuck::N,хөхөө,кукувица
215,Schwan::N,хун,лебед
216,Fisch::N,загас,риба
217,Barsch::N,алгана,костур
218,Hecht::N,цурхай,щука
219,Schlange[Tier]::N,могой,змия
220,Wurm::N,өт,червей
221,Wurm::N,хорхой,червей
222,Spinne::N,аалз,паяк
223,Ameise::N,шоргоолж,мравка
224,Laus::N,бөөс,въшка
225,Mücke::N,шумуул,комар
226,Fliege::N,ялаа,муха
227,Schmetterling::N,эрвээхэй,пеперуда
228,Beere::N,жимсгэнэ,плод
229,Apfel::N,алим,ябълка
230,Pilz::N,мөөг,гъба
231,Zwiebel::N,сонгино,лук
232,Zwiebel::N,сонгино,кромид
233,Saat::N,тариа,семе
234,Korn::N,үр,зърно
235,Korn::N,мөхлөг,зърно
236,Heu::N,өвс,сено
237,Schale::N,хальс,кора
238,Grube::N,алам,яма
239,Grube::N,алам,дупка
240,Grube::N,нүх,яма
241,Grube::N,нүх,дупка
242,Falle::N,хавх,примка
243,Falle::N,занга,примка
244,Schlinge::N,урхи,клуп
245,Spur::N,мөр,диря
246,Spur::N,мөр,следа
247,Asche::N,үнс,пепел
248,Dreck::N,хир,кал
249,Eisen::N,төмөр,желязо
250,Gold::N,алт,злато
251,Silber::N,мөнгө,сребро
252,Kohle::N,нүүрс,въглища
253,Glas::N,шил,стъкло
254,Lehm::N,шавар,глина
255,Sand::N,элс,пясък
256,Mensch::N,хүн,човек
257,Mann::N,эр,мъж
258,Mann::N,эрэгтэй,мъж
259,Frau::N,эмэгтэй,жена
260,Frau::N,хатагтай,жена
261,Kind::N,хүүхэд,дете
262,Junge::N,хүү,момче
263,Mädchen::N,охин,момиче
264,Mädchen::N,бүсгүй,момиче
265,Familie::N,айл,фамилия
266,Familie::N,айл,семейство
267,Großvater::N,өвгөн аав,дядо
268,Großmutter::N,эмэг эх,баба
269,Großmutter::N,эмгээ,баба
270,Eltern::N,эцэг эх,родители
271,Vater::N,аав,баща
272,Vater::N,эцэг,баща
273,Mutter::N,эх,майка
274,Mutter::N,ээж,майка
275,Sohn::N,хүү,син
276,Tochter::N,охин,дъщеря
277,Bruder::N,ах,брат
278,Bruder::N,дүү,брат
279,Schwester::N,эгч,сестра
280,Schwester::N,охин дүү,сестра
281,Onkel::N,авга ах,чичо
282,Onkel::N,авга ах,вуйчо
283,Onkel::N,нагац ах,чичо
284,Onkel::N,нагац ах,вуйчо
285,Tante::N,авга эгч,леля
286,Tante::N,нагац эгч,леля
287,Ehemann::N,нөхөр,съпруг
288,Ehefrau::N,эхнэр,съпруга
289,Ehefrau::N,гэргий,съпруга
290,Freude::N,баяр,радост
291,Freude::N,баясгалан,радост
292,Gelächter::N,инээдэм,смях
293,Glück::N,жаргалан,щастие
294,Kummer::N,гаслан,тъга
295,Wunsch::N,ерөөл,желание
296,Lust::N,дур,желание
297,Lust::N,хүсэл,желание
298,Geist::N,оюун,дух
299,Gedanke::N,сэтгэл,мисъл
300,Gedächtnis::N,ой,памет
301,Gedächtnis::N,цээж,памет
302,Verstand::N,ухаан,ум
303,Verstand::N,ухаан,разум
304,Sinn::N,утга,смисъл
305,Grund::N,учир,причина
306,Wahrheit::N,үнэн,правда
307,Gespräch::N,яриа,разговор
308,Märchen::N,явган үлгэр,приказка
309,Erzählung::N,тууж,разказ
310,Nachricht::N,мэдээ,вест
311,Nachricht::N,мэдээ,известие
312,Neuigkeit::N,сонин,новина
313,Name::N,нэр,име
314,Rätsel::N,оньсого,гатанка
315,Rede::N,хэлсэн үг,реч
316,Rede::N,хэлсэн үг,слово
317,Sprache::N,хэл,език
318,Stimme::N,дуу,глас
319,Wort::N,үг,дума
320,Zeichen::N,тамга,знак
321,Zeichen::N,тэмдэг,знак
322,Ruf::N,дуудлага,зов
323,Lärm::N,шуугиан,шум
324,Lärm::N,шуугиан,глъчка
325,Lärm::N,чимээ,шум
326,Lärm::N,чимээ,глъчка
327,Laut::N,анир,звук
328,Laut::N,дуу,звук
329,Ton::N,авиа,тон
330,Ton::N,аялгуу,тон
331,Lied::N,дуу,песен
332,Ruhe::N,энх,тишина
333,Ruhe::N,энх,спокойствие
334,Ruhe::N,тайван,тишина
335,Ruhe::N,тайван,спокойствие
336,Leute::N,хүмүүс,хора
337,Volk::N,улс,народ
338,Arbeit::N,ажил,труд
339,Arbeit::N,ажил,работа
340,Arbeit::N,хөдөлмөр,труд
341,Arbeit::N,хөдөлмөр,работа
342,Gast::N,зочин,гост
343,Gast::N,айлчин,гост
344,Geschenk::N,бэлэг,дар
345,Geschenk::N,бэлэг,подарък
346,Spiel::N,наадам,игра
347,Spiel::N,тоглоом,игра
348,Gesellschaft::N,хамт байх,общество
349,Hilfe::N,тусламж,помощ
350,Freund::N,найз,приятел
351,Freund::N,нөхөр,приятел
352,Kamerad::N,хань,другар
353,Kamerad::N,нөхөр,другар
354,Angelegenheit::N,хэрэг,работа
355,Anzahl::N,тоо,брой
356,Anzahl::N,тоо,количество
357,Art::N,төрөл,вид
358,Art::N,янз,вид
359,Stück::N,хэсэг,къс
360,Stück::N,хэсэг,парче
361,Teil::N,хувь,дял
362,Teil::N,хувь,част
363,Teil::N,хэсэг,дял
364,Teil::N,хэсэг,част
365,Hälfte::N,хагас,половина
366,Kreis::N,тойрог,кръг
367,Kreis::N,хүрээ,кръг
368,Kreuz::N,загалмай,кръст
369,Linie::N,шугам,черта
370,Strich::N,зураас,щрих
371,Strich::N,зураас,черта
372,Abstand::N,зай,дистанция
373,Abstand::N,зай,разстояние
374,Entfernung::N,зай,разстояние
375,Entfernung::N,хол ойр,разстояние
376,Gegend::N,хавь,местност
377,Gegend::N,газар,местност
378,Platz::N,зай,място
379,Platz::N,завсар,място
380,Ort::N,газар,място
381,Ort::N,байр,място
382,Seite::N,тал,страна
383,Seite::N,этгээд,страна
384,Mitte::N,төв,среда
385,Mitte::N,дунд,среда
386,Gegenstand::N,юм,предмет
387,Sache::N,үйл,вещ
388,Sache::N,хэрэг,вещ
389,Rand::N,зах,ръб
390,Rand::N,хөвөө,ръб
391,Kante::N,ирмэг,ръб
392,Kante::N,ирмэг,кант
393,Ecke::N,өнцөг,ъгъл
394,Spitze::N,үзүүр,връх
395,Spitze::N,үзүүр,острие
396,Ende::N,зах,край
397,Ende::N,үзүүр,край
398,Loch::N,цоорхой,дупка
399,Loch::N,онгорхой,дупка
400,Winkel::N,өнцөг,кът
401,Winkel::N,өнцөг,ъгъл
402,Muster::N,хээ,десен
403,Muster::N,хээ,образец
404,Muster::N,угалз,десен
405,Muster::N,угалз,образец
406,Größe::N,хэмжээ,големина
407,Länge::N,урт,дължина
408,Höhe::N,өндөр,висота
409,Höhe::N,өндөр,височина
410,Gewicht::N,жин,тегло
411,Gewicht::N,жин,тежест
412,Menge::N,тоо,количество
413,Haufen::N,бөөн,куп
414,Haufen::N,бөөн,грамада
415,Reihe::N,эгнээ,ред
416,Reihe::N,эгнээ,редица
417,Boot::N,завь,лодка
418,Ruder::N,сэлүүр,весло
419,Ruder::N,сэлүүр,гребло
420,Schlitten::N,чарга,шейна
421,Ski::N,цана,ски
422,Lagerfeuer::N,түүдэг,огнище
423,Last::N,ачаа,товар
424,Gang::N,явдал,ход
425,Gang::N,явдал,вървеж
426,Schritt::N,алхам,стъпка
427,Norden::N,умар,север
428,Süden::N,урд,юг
429,Süden::N,өмнө,юг
430,Westen::N,өрнө,запад
431,Westen::N,баруун,запад
432,Osten::N,зүүн,изток
433,Osten::N,дорно,изток
434,Holz::N,мод,дърво
435,Brett::N,банз,дъска
436,Platte::N,хавтан,
437,Stütze::N,тулгуур,
438,Stütze::N,тулга,
439,Stange::N,сургааг,прът
440,Stange::N,сургааг,върлина
441,Stock::N,саваа,прът
442,Stock::N,саваа,тояга
443,Stab::N,таяг,прът
444,Rohr::N,хоолой,цев
445,Rohr::N,хоолой,тръба
446,Haus::N,гэр,къща
447,Haus::N,байшин,къща
448,Heim::N,гэр,дом
449,Ofen::N,зуух,печка
450,Ofen::N,пийшин,печка
451,Fußboden::N,шал,под
452,Tisch::N,ширээ,маса
453,Stuhl::N,сандал,стол
454,Wiege::N,өлгий,люлка
455,Bett::N,ор,легло
456,Bett::N,ор,креват
457,Regal::N,тавиур,рафт
458,Regal::N,тавиур,етажерка
459,Kiste::N,авдар,кутия
460,Kiste::N,авдар,сандък
461,Kiste::N,хайрцаг,кутия
462,Kiste::N,хайрцаг,сандък
463,Fenster::N,гэгээвч,прозорец
464,Tür::N,үүд,врата
465,Tür::N,хаалга,врата
466,Tor::N,хаалга,врата
467,Zaun::N,хашаа,ограда
468,Dach::N,дээвэр,покрив
469,Leiter::N,шат,стълба
470,Besen::N,хамуур,метла
471,Besen::N,туужуу,метла
472,Spaten::N,хүрз,лопата
473,Schaufel::N,хүрз,лопата
474,Gabel::N,сэрээ,вилица
475,Löffel::N,халбага,лъжица
476,Messer::N,хутга,нож
477,Nagel::N,хадаас,гвоздей
478,Netz::N,өөш,мрежа
479,Netz::N,тор,мрежа
480,Haken::N,гох,кука
481,Haken::N,гох,закачалка
482,Griff::N,иш,ръчка
483,Griff::N,иш,дръжка
484,Griff::N,сэнж,ръчка
485,Griff::N,сэнж,дръжка
486,Schloss::N,цуурга,брава
487,Schloss::N,цуурга,ключалка
488,Schloss::N,цоож,брава
489,Schloss::N,цоож,ключалка
490,Bild::N,зураг,картина
491,Figur::N,баримал,фигура
492,Puppe::N,хүүхэлдэй,кукла
493,Beutel::N,агсаа,кесия
494,Beutel::N,уут,кесия
495,Bündel::N,боодол,връзка
496,Tasche::N,цүнх,чанта
497,Eimer::N,хөнөг,кофа
498,Eimer::N,хувин,кофа
499,Deckel::N,таг,капак
500,Deckel::N,таг,похлупак
501,Deckel::N,хавхаг,капак
502,Deckel::N,хавхаг,похлупак
503,Geschirr::N,сав суулга,съдове
504,Sack::N,шуудай,чувал
505,Tasse::N,аяга,чаша
506,Topf::N,тогоо,гърне
507,Topf::N,тогоо,тенджера
508,Kessel::N,тогоо,котел
509,Essen::N,идээ,ядене
510,Nahrung::N,хүнс,храна
511,Speise::N,идээ,ястие
512,Fleisch::N,мах,месо
513,Getreide::N,будаа,зърнено храни
514,Brei::N,богшмол,каша
515,Brei::N,будаа,каша
516,Brot::N,талх,хляб
517,Scheibe::N,зүсэм,резен
518,Scheibe::N,хэрчим,резен
519,Fett::N,өөх,мазнина
520,Butter::N,тос,масло
521,Öl::N,тос,олио
522,Öl::N,тос,оливия
523,Salz::N,давс,сол
524,Suppe::N,шөл,супа
525,Honig::N,бал,мед
526,Milch::N,сүү,мляко
527,Tee::N,цай,чай
528,Leder::N,арьс,кожа
529,Leder::N,савхи,кожа
530,Wolle::N,ноос,вълна
531,Wolle::N,унгас,вълна
532,Stoff::N,бөс,плат
533,Stoff::N,бөс,материал
534,Nadel::N,зүү,игла
535,Faden::N,боолт,конец
536,Faden::N,утас,конец
537,Knopf::N,товч,копче
538,Knoten::N,зангилаа,възел
539,Farbe::N,будаг,боя
540,Kleidung::N,хувцас,дрехи
541,Kleidung::N,хувцас,облекло
542,Hemd::N,цамц,риза
543,Kragen::N,зах заам,яка
544,Ärmel::N,ханцуй,ръкав
545,Hose::N,өмд,панталони
546,Gürtel::N,бүс,пояс
547,Gürtel::N,бүс,колан
548,Mütze::N,малгай,каскет
549,Mütze::N,малгай,фуражка
550,Mütze::N,бүрх,каскет
551,Mütze::N,бүрх,фуражка
552,Schuh::N,туфли,обувка
553,Stiefel::N,гутал,ботуш
554,Ring::N,бөгж,пръстен
555,Band::N,тууз,лента
556,Band::N,тууз,връзка
557,Kamm::N,сам,гребен
558,Spiegel::N,толь,огледало
559,Riemen::N,тасам,каиш
560,Riemen::N,тасам,ремък
561,Riemen::N,сур,каиш
562,Riemen::N,сур,ремък
563,Schnur::N,татлага,връв
564,Leine::N,оосор,връв
565,Leine::N,оосор,въже
566,Decke::N,хөнжил,покривка
567,Decke::N,хучлага,покривка
568,Kissen::N,дэр,възглавница
569,Tuch::N,алчуур,сукно
570,Tuch::N,даавуу,сукно
571,Handtuch::N,алчуур,пешкир
572,Handtuch::N,алчуур,кърпа за лице
573,Kraft::N,чадал,мощ
574,Kraft::N,чадал,сила
575,Kraft::N,хүч,мощ
576,Kraft::N,хүч,сила
577,Stärke::N,эрч,сила
578,Stärke::N,тэнхээ,сила
579,Gesundheit::N,бие,здраве
580,Gesundheit::N,эрүүл мэнд,здраве
581,Krankheit::N,эмгэг,болест
582,Schmerz::N,өвчин,болка
583,Wunde::N,шарх,рана
584,Fieber::N,халуун,треска
585,Fieber::N,халуун,температура
586,Arznei::N,эм,лек
587,Arznei::N,эм,лекарство
588,Brücke::N,гүүр,мост
589,Brunnen::N,худаг,чешма
590,Brunnen::N,худаг,кладенец
591,Weide::N,бэлчээр,паша
592,Weide::N,бэлчээр,пасище
593,Pfad::N,жим,пътека
594,Pfad::N,зөрөг,пътека
595,Weg::N,зам,път
596,Weg::N,харгуй,път
597,Straße::N,зам,шосе
598,Straße::N,харгуй,шосе
599,Dorf::N,тосгон,село
600,Dorf::N,гацаа,село
601,Stadt::N,хот,град
602,Brief::N,захидал,писмо
603,Brief::N,захиа,писмо
604,Buch::N,ном,книга
605,Buch::N,бичиг,книга
606,Buchstabe::N,үсэг,буква
607,Zeitung::N,сонин,вестник
608,Leben::N,амь,живот
609,Leben::N,амьдрал,живот
610,Tod::N,үхэл,смърт
611,Grab::N,булш,гроб
612,Kirche::N,сүм,църква
613,Sünde::N,нүгэл,грях
614,Sünde::N,хилэнц,грях
615,Gott::N,бурхан,бог
616,Arbeiter::N,ажилчин,работник
617,Arbeiter::N,хөдөлмөрчин,работник
618,Chef::N,дарга,шеф
619,Chef::N,дарга,началник
620,Meister::N,дархан,майстор
621,Arzt::N,эмч,лекар
622,Lehrer::N,багш,учител
623,Geld::N,цаас,пари
624,Geld::N,мөнгө,пари
625,Geschäft::N,наймаа,сделка
626,Laden::N,дэлгүүр,дюкян
627,Laden::N,дэлгүүр,магазин
628,Preis::N,үнэ,цена
629,Ware::N,таваар,стока
630,Ware::N,бараа,стока
631,Nutzen::N,ашиг,полза
632,Nutzen::N,ашиг,облага
633,Reichtum::N,баялаг,богатство
634,Welt::N,дэлхий,свят
635,Welt::N,орчлон,свят
636,Land::N,улс,страна
637,Land::N,орон,страна
638,Staat::N,төр,щат
639,Staat::N,төр,държава
640,Staat::N,гүрэн,щат
641,Staat::N,гүрэн,държава
642,König::N,ван,крал
643,Macht::N,засаг,мощ
644,Macht::N,засаг,власт
645,Grenze::N,хил,граница
646,Krieg::N,дайн,война
647,Feind::N,дайсан,враг
648,Feind::N,дайсан,неприятел
649,Gewalt::N,хүчирхэх,сила
650,Gewalt::N,хүчирхэх,насилие
651,Kampf::N,тэмцэл,борба
652,Kampf::N,тэмцэл,сражение
653,Kampf::N,байлдаан,борба
654,Kampf::N,байлдаан,сражение
655,Bogen[Waffe]::N,нум,лък
656,Pfeil::N,годил,стрела
657,Pfeil::N,сум,стрела
658,Gewehr::N,буу,пушка
659,Fehler::N,эндэл,грешка
660,Fehler::N,алдаа,грешка
661,Lüge::N,худал,лъжа
662,Schaden::N,хор,повреда
663,Schaden::N,хөнөөл,повреда
664,Unglück::N,гай,нещастие
665,Unglück::N,гамшиг,нещастие
666,Schuld::N,гэм,вина
667,Schuld::N,буруу,вина
668,Alter::N,нас,възраст
669,Schluss::N,эцэс,край
670,Schluss::N,төгсгөл,край
671,Zeit::N,цаг,време
672,Tag::N,өдөр,ден
673,Morgen::N,өглөө,утро
674,Morgen::N,өглөө,сутрин
675,Mittag::N,үд,обед
676,Mittag::N,үд,пладне
677,Abend::N,үдэш,вечер
678,Nacht::N,шөнө,нощ
679,Woche::N,долоо хоног,седмица
680,Monat::N,сар,месец
681,Jahr::N,жил,година
682,Frühling::N,хавар,пролет
683,Sommer::N,зун,лято
684,Herbst::N,намар,есен
685,Winter::N,өвөл,зима
686,Januar::N,нэгдүгээр сар,януари
687,Februar::N,хоёрдугаар сар,февруари
688,März::N,гуравдугаар сар,март
689,April::N,дөрөвдүгээр сар,април
690,Mai::N,тавдугаар сар,май
691,Juni::N,зургаадугаар сар,юни
692,Juli::N,долдугаар сар,юли
693,August::N,наймдугаар сар,август
694,September::N,есдүгээр сар,септември
695,Oktober::N,аравдугаар сар,октомври
696,November::N,арван нэгдүгээр сар,ноември
697,Dezember::N,арван хоёрдугаар сар,декември
698,Montag::N,даваа,понеделник
699,Dienstag::N,мягмар,вторник
700,Mittwoch::N,лхагва,сряда
701,Donnerstag::N,пүрэв,четвъртък
702,Freitag::N,баасан,петък
703,Samstag::N,бямба,събота
704,Sonntag::N,ням,неделя
705,groß::A,их,едър
706,groß::A,их,голям
707,groß::A,том,едър
708,groß::A,том,голям
709,klein::A,бага,малък
710,klein::A,бага,дребен
711,klein::A,жаахан,малък
712,klein::A,жаахан,дребен
713,lang::A,урт,дълъг
714,kurz::A,охор,къс
715,kurz::A,богино,къс
716,breit::A,өргөн,широк
717,schmal::A,уйтан,тесен
718,schmal::A,нарийн,тесен
719,dicht::A,нягт,гъст
720,dicht::A,чигжүү,гъст
721,dick[Gegenstand]::A,зузаан,дебел
722,dünn::A,нимгэн,тънък
723,fein::A,нарийн,фин
724,fein::A,нарийн,тънък
725,fest::A,бөх,твърд
726,fest::A,бөх,плътен
727,fest::A,хатуу,твърд
728,fest::A,хатуу,плътен
729,flach::A,хавтгай,равен
730,flach::A,хавтгай,плосък
731,glatt::A,цагаан,гладък
732,hart::A,хатуу,твърд
733,hart::A,хатуу,корав
734,weich::A,зөөлөн,мек
735,rund::A,дугуй,кръгъл
736,rund::A,дугариг,кръгъл
737,spitz::A,шовх,островръх
738,spitz::A,шовгор,островръх
739,scharf::A,хурц,остър
740,scharf::A,иртэй,остър
741,stumpf::A,мохоо,тъп
742,schwer::A,хүнд,тежък
743,schön::A,гуа,хубав
744,schön::A,гуа,красив
745,schön::A,сайхан,хубав
746,schön::A,сайхан,красив
747,heiß::A,халуун,жарък
748,warm::A,дулаан,топъл
749,kalt::A,хүйтэн,студен
750,kühl::A,сэрүүн,хладен
751,frisch::A,эрүүл,свеж
752,frisch::A,жихүүн,свеж
753,feucht::A,чийгтэй,влажен
754,nass::A,нойтон,мокър
755,trocken::A,хатсан,сух
756,voll::A,дүүрэн,пълен
757,leer::A,хоосон,празен
758,offen::A,онгорхой,откровен
759,geschlossen::A,битүү,закрит
760,geschlossen::A,битүү,затворен
761,geschlossen::A,хаалтай,закрит
762,geschlossen::A,хаалтай,затворен
763,sauber::A,цэвэр,чист
764,sauber::A,хиргүй,чист
765,schmutzig::A,бохир,мръсен
766,schmutzig::A,хиртэй,мръсен
767,roh::A,түүхий,суров
768,reif::A,болсон,зрял
769,lecker::A,амттай,вкусен
770,süß::A,амттай,сладък
771,süß::A,чихэрлэг,сладък
772,bitter::A,гашуун,горчив
773,sauer::A,эсгэлэн,кисел
774,hell::A,гэгээн,ясен
775,hell::A,гэгээн,светъл
776,hell::A,гэрэлтэй,ясен
777,hell::A,гэрэлтэй,светъл
778,dunkel::A,бараан,тъмен
779,dunkel::A,харанхуй,тъмен
780,schwarz::A,хар,черен
781,weiß::A,цагаан,бял
782,rot::A,улаан,червен
783,gelb::A,шар,жълт
784,blau::A,хөх,син
785,blau::A,цэнхэр,син
786,grün::A,ногоон,зелен
787,grau::A,орог,сив
788,grau::A,саарал,сив
789,bunt::A,эрээн,шарен
790,bunt::A,эрээн,пъстър
791,billig::A,хямд,евтин
792,teuer::A,үнэтэй,скъп
793,wertvoll::A,үнэт,ценен
794,blind::A,сохор,сляп
795,taub::A,чих хатуу,глух
796,kräftig::A,чийрэг,силен
797,stark::A,хүчтэй,здрав
798,stark::A,хүчтэй,силен
799,stark::A,чадалтай,здрав
800,stark::A,чадалтай,силен
801,schwach::A,сул,слаб
802,fett::A,тарган,тлъст
803,fett::A,голигор,тлъст
804,schlank::A,голшиг,тънък
805,schlank::A,голшиг,строен
806,hübsch::A,сайхан,хубав
807,hübsch::A,хөөрхөн,хубав
808,böse::A,муу,зъл
809,böse::A,хортой,зъл
810,dumm::A,тэнэг,глупав
811,faul::A,залхуу,ленив
812,faul::A,залхуу,мързелив
813,fleißig::A,чармайлтгай,прилежен
814,geizig::A,харамч,скъпернически
815,klug::A,цэцэн,умен
816,klug::A,цэцэн,разумен
817,geschickt::A,дүйтэй,умел
818,geschickt::A,дүйтэй,сръчен
819,lieb::A,хайрт,мил
820,lieb::A,хайрт,драг
821,lustig::A,цэнгэлтэй,весел
