,Concept_ID,fa,en
852,wehen::V,دمیدن,blow
853,strömen::V,روان شدن,stream
854,fließen::V,روان شدن,flow
855,sich drehen::V,چرخیدن,revolve
856,schwanken::V,خم و راست شدن,sway
857,schwingen::V,تاب خوردن,swing
858,schwingen::V,نوسان کردن,swing
859,fallen::V,افتادن,fall
860,fallen::V,سقوط کردن,fall
861,brennen::V,سوزاندن,burn
862,rauchen::V,دود کردن,smoke
863,regnen::V,باران آمدن,rain
864,gefrieren::V,یخ بستن,freeze
865,tauen::V,آب شدن,thaw
866,schmelzen::V,آب شدن,melt
867,trocknen::V,خشک شدن,dry
868,sieden::V,جوشیدن,boil
869,faulen::V,فاسد شدن,rot
870,verfaulen::V,پوسیدن,decay
871,reißen::V,پاره شدن,snap
872,versinken::V,غرق شدن,sink
873,vergehen::V,گذشتن,pass
874,erscheinen::V,ظاهر شدن,appear
875,verschwinden::V,گم شدن,disappear
876,verschwinden::V,از بین رفتن,disappear
877,sinken::V,پایین آمدن,drop
878,abnehmen::V,کم شدن,decrease
879,zunehmen::V,زیاد شدن,increase
880,steigen::V,بالا رفتن,rise
881,wachsen::V,قد کشیدن,grow
882,glänzen::V,برق زدن,shine
883,funkeln::V,جرقه زدن,sparkle
884,lärmen::V,شلوغ کردن,be noisy
885,läuten::V,زنگ زدن,chime
886,klingeln::V,زنگ زدن,ring
887,klirren::V,جرنگ جرنگ صدا کردن,tinkle
888,brausen::V,طوفانی بودن,roar
889,rauschen::V,خش‌خش کردن,rustle
890,klingen::V,صدا دادن,sound
891,bellen::V,عوعو کردن,bark
892,heulen::V,زوزه کشیدن,howl
893,blasen::V,فوت کردن,blow
894,pfeifen::V,سوت زدن,whistle
895,schreien::V,فریاد زدن,shout
896,stöhnen::V,نالیدن,groan
897,zittern::V,لرزیدن,tremble
898,leben::V,زیستن,be alive
899,leben::V,زندگی کردن,be alive
900,geboren werden::V,متولد شدن,be born
901,atmen::V,تنفس کردن,breathe
902,trinken::V,نوشیدن,drink
903,essen::V,خوردن,eat
904,schlucken::V,بلعیدن,swallow
905,schlucken::V,قورت دادن,swallow
906,müde werden::V,خسته شدن,get tired
907,einschlafen::V,خواب رفتن,fall asleep
908,schlafen::V,خوابیدن,sleep
909,aufwachen::V,از خواب بیدار شدن,wake up
910,aufstehen::V,بیدار شدن,get up
911,sich erholen::V,استراحت کردن,relax
912,krank werden::V,مریض شدن,fall ill
913,krank sein::V,بیمار بودن,be ill
914,schmerzen::V,درد کردن,ache
915,husten::V,سرفه کردن,cough
916,genesen::V,بهبود یافتن,recover
917,sterben::V,مردن,die
918,umkommen::V,کشته شدن,perish
919,sich bewegen::V,حرکت کردن,move
920,sich rühren::V,تکان خوردن,budge
921,sich erheben::V,برخواستن,stand up
922,sich setzen::V,نشستن,sit down
923,hinfallen::V,زمین خوردن,tumble
924,laufen::V,پیاده رفتن,walk
925,schreiten::V,قدم زدن,pace
926,spazierengehen::V,گردش رفتن,go for a walk
927,eilen::V,شتاب کردن,rush
928,sich beeilen::V,عجله کردن,hurry
929,sausen::V,صفیر کشیدن,dash
930,rennen::V,دویدن,run
931,springen::V,پریدن,jump
932,klettern::V,بالا رفتن,climb
933,schaukeln::V,تاب خوردن,seesaw
934,kriechen::V,خزیدن,creep
935,schwimmen::V,شنا کردن,swim
936,tauchen::V,غواصی کردن,dive
937,rudern::V,پارو زدن,row
938,fahren::V,سواره رفتن,drive
939,fliegen::V,پریدن,fly
940,gehen::V,رفتن,go
941,weggehen::V,رفتن,go away
942,abfahren::V,حرکت کردن,depart
943,anhalten::V,ایست کردن,stop
944,hineingehen::V,داخل شدن,go in
945,eintreten::V,وارد شدن,enter
946,kommen::V,آمدن,come
947,ankommen::V,رسیدن,arrive
948,zurückkommen::V,برگشتن,come back
949,bleiben::V,ماندن,stay
950,warten::V,منتظر بودن,wait
951,erwarten::V,انتظار داشتن,wait for
952,suchen::V,جستجو کردن,seek
953,suchen::V,جستجو کردن,look for
954,finden::V,یافتن,find
955,finden::V,پیدا کردن,find
956,versuchen::V,سعی کردن,try
957,versuchen::V,کوشش کردن,try
958,vorbereiten::V,آماده کردن,prepare
959,lieben::V,عاشق بودن,love
960,mögen::V,میل داشتن,like
961,mögen::V,دوست داشتن,like
962,lachen::V,خندیدن,laugh
963,rühren::V,به رقت آوردن,move
964,weinen::V,گریه کردن,weep
965,schimpfen::V,فحاشی کردن,grumble
966,sich ärgern::V,ناراحت شدن,be annoyed
967,sich fürchten::V,واهمه کردن,be afraid
968,fürchten::V,ترسیدن,be afraid of
969,fliehen::V,گریختن,flee
970,flüchten::V,فرار کردن,escape
971,sehen::V,دیدن,see
972,anschauen::V,نگاه کردن,look at
973,ansehen::V,تماشا کردن,watch
974,hören::V,شنیدن,hear
975,zuhören::V,گوش دادن,listen
976,probieren::V,چشیدن,taste
977,riechen::V,بوییدن,smell
978,riechen::V,بو کردن,smell
979,fühlen::V,احساس کردن,feel
980,scheinen::V,بنظر آمدن,seem
981,zu sehen sein::V,دیده شدن,show
982,vernehmen::V,شنیدن,hear
983,frieren::V,سرد بودن,be cold
984,tun::V,کردن,do
985,können::V,توانستن,can
986,wollen::V,خواستن,want
987,anfangen::V,شروع کردن,start
988,beenden::V,تمام کردن,finish
989,beenden::V,پایان دادن,finish
990,aufhören::V,دست کشیدن,stop
991,gelingen::V,موفق شدن,succeed
992,geraten::V,نتیجه دادن,turn out
993,öffnen::V,گشودن,open
994,öffnen::V,باز کردن,open
995,schließen::V,بستن,close
996,schließen::V,قفل کردن,close
997,stellen::V,گذاردن,put
998,setzen::V,نشاندن,place
999,legen::V,گذاشتن,lay
1000,berühren::V,دست زدن,touch
1001,berühren::V,لمس کردن,touch
1002,verbinden::V,وصل کردن,connect
1003,bedecken::V,پوشاندن,cover
1004,aufhängen::V,آویختن,hang up
1005,anzünden::V,سوزاندن,light
1006,aufheben::V,برداشتن,pick up
1007,aufheben::V,بلند کردن,pick up
1008,zurücklassen::V,گذاشتن,leave
1009,verlieren::V,گم کردن,lose
1010,fallen lassen::V,انداختن,drop
1011,machen::V,کردن,make
1012,machen::V,ساختن,make
1013,herstellen::V,ساختن,produce
1014,herstellen::V,تولید کردن,produce
1015,bauen::V,ساختن,build
1016,bauen::V,بنا کردن,build
1017,reparieren::V,درست کردن,mend
1018,reparieren::V,تعمیر کردن,mend
1019,verbessern::V,بهتر کردن,improve
1020,ändern::V,تغییر دادن,alter
1021,graben::V,کندن,dig
1022,graben::V,گود کردن,dig
1023,beugen::V,کج کردن,bow
1024,biegen::V,خم کردن,bend
1025,drehen::V,چرخاندن,spin
1026,wenden::V,برگرداندن,turn
1027,umdrehen::V,برگرداندن,turn around
1028,heben::V,برداشتن,raise
1029,hochheben::V,برآوردن,lift
1030,hochheben::V,بلند کردن,lift
1031,ergreifen::V,گرفتن,seize
1032,halten::V,نگاه داشتن,hold
1033,drücken::V,فشار دادن,press
1034,drücken::V,فشار آوردن,press
1035,schieben::V,هل دادن,push
1036,kratzen::V,خاریدن,scrape
1037,lecken::V,لیسیدن,lick
1038,beißen::V,گاز زدن,bite
1039,abreißen::V,پاره کردن,tear off
1040,abschneiden::V,بریدن,cut off
1041,abschneiden::V,قطع کردن,cut off
1042,binden::V,بستن,tie
1043,stecken::V,فرو کردن,stick
1044,brechen::V,شکستن,break
1045,klopfen::V,کوبیدن,knock
1046,hauen::V,زدن,hit
1047,kleben::V,چسباندن,glue
1048,reiben::V,مالش دادن,rub
1049,streichen::V,مالیدن,spread
1050,schleifen::V,تیز کردن,grind
1051,schneiden::V,چیدن,cut
1052,schneiden::V,بریدن,cut
1053,rütteln::V,لرزاندن,jolt
1054,rütteln::V,تکان دادن,jolt
1055,schütteln::V,تکان دادن,shake
1056,schwenken::V,تاب دادن,swing
1057,schütten::V,ریختن,pour
1058,füllen::V,پر کردن,fill
1059,einwickeln::V,پیچیدن,wrap
1060,tragen::V,بردن,carry
1061,tragen::V,حمل کردن,carry
1062,schleppen::V,کشیدن,drag
1063,ziehen::V,کشیدن,pull
1064,aufbewahren::V,نگهداری کردن,keep
1065,werfen::V,انداختن,throw
1066,werfen::V,پرتاب کردن,throw
1067,fangen::V,گرفتن,catch
1068,packen::V,گرفتن,grab
1069,verstecken::V,قایم کردن,hide
1070,verstecken::V,پنهان کردن,hide
1071,teilen::V,قسمت کردن,divide
1072,teilen::V,تقسیم کردن,divide
1073,schicken::V,فرستادن,send
1074,schicken::V,ارسال کردن,send
1075,bringen::V,آوردن,bring
1076,hinzufügen::V,افزودن,add
1077,hinzufügen::V,اضافه کردن,add
1078,bekommen::V,گرفتن,get
1079,erhalten::V,دریافت کردن,receive
1080,nehmen::V,گرفتن,take
1081,nehmen::V,برداشتن,take
1082,wählen::V,انتخاب کردن,choose
1083,auswählen::V,برگزیدن,select
1084,bewahren::V,حفظ کردن,preserve
1085,bewahren::V,حفاظت کردن,preserve
1086,behindern::V,مانع بودن,hinder
1087,verderben::V,از بین بردن,spoil
1088,beschädigen::V,صدمه زدن,damage
1089,zerbrechen::V,شکستن,break
1090,zerreißen::V,دریدن,tear
1091,zerreißen::V,پاره کردن,tear
1092,zerstören::V,خراب کردن,destroy
1093,zerstören::V,ویران کردن,destroy
1094,verbrennen::V,سوزاندن,burn
1095,geben::V,دادن,give
1096,reichen::V,دادن,hand
1097,schenken::V,هدیه دادن,give
1098,versprechen::V,قول دادن,promise
1099,versprechen::V,وعده دادن,promise
1100,wünschen::V,آرزو کردن,wish
1101,loben::V,ستایش کردن,praise
1102,küssen::V,بوسیدن,kiss
1103,wiegen::V,نوسان کردن,rock
1104,zudecken::V,پوشاندن,cover
1105,wecken::V,بیدار کردن,wake
1106,zeigen::V,نشان دادن,show
1107,führen::V,رهنمائی کردن,guide
1108,lehren::V,آموختن,teach
1109,lehren::V,یاد دادن,teach
1110,unterrichten::V,درس دادن,instruct
1111,unterrichten::V,تدریس کردن,instruct
1112,aufziehen::V,تربیت کردن,bring up
1113,leiten::V,اداره کردن,lead
1114,antreiben::V,عجله دادن,urge
1115,lassen::V,وادار کردن,let
1116,einladen::V,دعوت کردن,invite
1117,einladen::V,مهمان کردن,invite
1118,vereinigen::V,یکی کردن,unite
1119,vereinigen::V,متحد کردن,unite
1120,besuchen::V,دیدار کردن,visit
1121,treffen::V,ملاقات کردن,meet
1122,sich versammeln::V,جمع شدن,assemble
1123,spielen::V,بازی کردن,play
1124,singen::V,آواز خواندن,sing
1125,tanzen::V,رقصیدن,dance
1126,sich trennen::V,جدا شدن,separate
1127,verlassen::V,ترک کردن,leave
1128,retten::V,نجات دادن,rescue
1129,bewachen::V,حراست کردن,guard
1130,schützen::V,حفظ کردن,protect
1131,verteidigen::V,دفاع کردن,defend
1132,sich schlagen::V,کتک‌کاری کردن,brawl
1133,schießen::V,تیر زدن,shoot
1134,siegen::V,پیروز شدن,win
1135,ärgern::V,ناراحت کردن,annoy
1136,schlagen::V,زدن,beat
1137,schlagen::V,کوبیدن,beat
1138,treten::V,لگد زدن,kick
1139,stechen::V,چاقو زدن,sting
1140,stoßen::V,هل دادن,shove
1141,stehlen::V,دزدیدن,steal
1142,stören::V,مزاحم شدن,disturb
1143,belästigen::V,زحمت دادن,bother
1144,verbergen::V,پنهان کردن,conceal
1145,täuschen::V,گول زدن,deceive
1146,täuschen::V,فریب دادن,deceive
1147,betrügen::V,گول زدن,cheat
1148,betrügen::V,فریب دادن,cheat
1149,töten::V,کشتن,kill
1150,wohnen::V,منزل داشتن,dwell
1151,wohnen::V,سکونت داشتن,dwell
1152,arbeiten::V,کار کردن,work
1153,sammeln::V,جمع کردن,gather
1154,pflücken::V,چیدن,pick
1155,jagen::V,شکار کردن,hunt
1156,fischen::V,صید کردن,fish
1157,fischen::V,ماهی‌گیری کردن,fish
1158,fassen::V,گرفتن,catch
1159,hüten::V,چراندن,herd
1160,hüten::V,مراقبت کردن,herd
1161,treiben::V,راندن,drive
1162,anbinden::V,متصل کردن,tie up
1163,füttern::V,غذا دادن,feed
1164,melken::V,دوشیدن,milk
1165,hacken::V,خرد کردن,chop
1166,gießen::V,ریختن,water
1167,reifen::V,رسیدن,ripen
1168,zubereiten::V,طبخ کردن,cook
1169,zubereiten::V,آماده کردن,cook
1170,kochen::V,پختن,boil
1171,kochen::V,آشپزی کردن,boil
1172,backen::V,پختن,bake
1173,braten::V,سرخ کردن,fry
1174,umrühren::V,هم زدن,stir
1175,stricken::V,بافتن,knit
1176,nähen::V,دوختن,sew
1177,färben::V,رنگ زدن,dye
1178,reinigen::V,پاک کردن,clean
1179,reinigen::V,تمیز کردن,clean
1180,waschen::V,شستن,wash
1181,abwischen::V,زدودن,wipe
1182,spülen::V,شستن,rinse
1183,fegen::V,جارو کردن,sweep
1184,kehren::V,جارو کردن,sweep
1185,baden::V,شنا کردن,bath
1186,baden::V,حمام کردن,bath
1187,sich waschen::V,شستشو کردن,wash
1188,ausziehen::V,درآوردن,take off
1189,anziehen::V,پوشیدن,put on
1190,sich anziehen::V,لباس پوشیدن,get dressed
1191,kämmen::V,شانه زدن,comb
1192,schmücken::V,زینت دادن,decorate
1193,sagen::V,گفتن,say
1194,sprechen::V,حرف زدن,speak
1195,sprechen::V,صحبت کردن,speak
1196,reden::V,حرف زدن,talk
1197,reden::V,صحبت کردن,talk
1198,sich unterhalten::V,گپ زدن,chat
1199,fragen::V,پرسیدن,ask
1200,fragen::V,سؤال کردن,ask
1201,bitten::V,خواهش کردن,request
1202,bitten::V,درخواست کردن,request
1203,erzählen::V,نقل کردن,tell
1204,erzählen::V,حکایت کردن,tell
1205,mitteilen::V,خبر دادن,convey
1206,nennen::V,نامیدن,name
1207,rufen::V,صدا کردن,call
1208,prahlen::V,پز آمدن,brag
1209,übersetzen::V,ترجمه کردن,translate
1210,denken::V,فکر کردن,think
1211,glauben::V,باور کردن,believe
1212,glauben::V,عقیده داشتن,believe
1213,bemerken::V,متوجه شدن,notice
1214,erkennen::V,شناختن,recognize
1215,erkennen::V,تشخیص دادن,recognize
1216,begreifen::V,فهمیدن,grasp
1217,begreifen::V,درک کردن,grasp
1218,verstehen::V,فهمیدن,understand
1219,lernen::V,آموختن,learn
1220,lernen::V,یاد گرفتن,learn
1221,wissen::V,دانستن,know
1222,sich erinnern an::V,به یاد آوردن,remember
1223,vergessen::V,فراموش کردن,forget
1224,messen::V,اندازه گرفتن,measure
1225,zählen::V,شمردن,count
1226,rechnen::V,حساب کردن,calculate
1227,lesen::V,خواندن,read
1228,malen::V,نقاشی کردن,paint
1229,zeichnen::V,کشیدن,draw
1230,zeichnen::V,رسم کردن,draw
1231,schreiben::V,نوشتن,write
1232,besitzen::V,داشتن,own
1233,kaufen::V,خریدن,buy
1234,kaufen::V,خرید کردن,buy
1235,verkaufen::V,فروختن,sell
1236,bezahlen::V,پرداختن,pay for
1237,zahlen::V,پرداخت کردن,pay
1238,beherrschen::V,مسلط بودن,rule
1239,ertragen::V,تحمل کردن,endure
