,Concept_ID,pt,es
856,sofort::ADV,imediatamente,en seguida
857,später::ADV,mais tarde,más tarde
858,jetzt::ADV,agora,ahora
859,heute::ADV,hoje,hoy
860,morgen::ADV,amanhã,mañana
861,bald::ADV,logo,pronto
862,bald::ADV,logo,en breve
863,bald::ADV,breve,pronto
864,bald::ADV,breve,en breve
865,dann::ADV,então,luego
866,dann::ADV,então,entonces
867,dann::ADV,depois,luego
868,dann::ADV,depois,entonces
869,gestern::ADV,ontem,ayer
870,einst::ADV,antigamente,antaño
871,damals::ADV,então,entonces
872,danach::ADV,logo,después
873,danach::ADV,depois,después
874,vorher::ADV,antes,antes
875,zuerst::ADV,primeiro,primero
876,einmal::ADV,uma vez,una vez
877,manchmal::ADV,às vezes,a veces
878,oft::ADV,muitas vezes,a menudo
879,oft::ADV,muitas vezes,con frecuencia
880,immer::ADV,sempre,siempre
881,niemals::ADV,nunca,jamás
882,hier::ADV,cá,aquí
883,hier::ADV,aqui,aquí
884,hierhin::ADV,para cá,acá
885,von hier::ADV,daqui,desde aquí
886,dort::ADV,lá,ahí
887,dort::ADV,lá,allí
888,dort::ADV,ali,ahí
889,dort::ADV,ali,allí
890,dorthin::ADV,lá,allí
891,dorthin::ADV,lá,hacia allí
892,dorthin::ADV,para lá,allí
893,dorthin::ADV,para lá,hacia allí
894,geradeaus::ADV,em frente,todo derecho
895,vorwärts::ADV,avante,adelante
896,rückwärts::ADV,para trás,hacia atrás
897,zurück::ADV,atrás,atrás
898,unten::ADV,debaixo,abajo
899,unten::ADV,em baixo,abajo
900,hinab::ADV,para baixo,hacia abajo
901,oben::ADV,em cima,arriba
902,hinauf::ADV,para cima,hacia arriba
903,überall::ADV,em toda parte,por todas partes
904,nicht::ADV,não,no
905,ein wenig::ADV,um pouco,un poco
906,ein wenig::ADV,um bocado,un poco
907,kaum::ADV,apenas,apenas
908,sehr::ADV,muito,muy
909,sehr::ADV,muito,mucho
910,so::ADV,tão,tan
911,so::ADV,assim,tan
912,noch::ADV,ainda,aún
913,noch::ADV,ainda,todavía
914,nur::ADV,só,solamente
915,nur::ADV,apenas,solamente
916,nur::ADV,somente,solamente
917,schon::ADV,já,ya
918,wieder::ADV,outra vez,de nuevo
919,vergebens::ADV,em vão,en vano
920,vor::PRP,diante de,antes de
921,vor::PRP,diante de,delante de
922,hinter::PRP,atrás de,tras
923,hinter::PRP,atrás de,detrás de
924,unter::PRP,sob,bajo
925,unter::PRP,sob,debajo de
926,unter::PRP,debaixo de,bajo
927,unter::PRP,debaixo de,debajo de
928,durch::PRP,por,por
929,durch::PRP,por,a través de
930,durch::PRP,através de,por
931,durch::PRP,através de,a través de
932,neben::PRP,junto de,al lado de
933,neben::PRP,ao lado de,al lado de
934,zwischen::PRP,entre,entre
935,wegen::PRP,por,por
936,wegen::PRP,por,a causa de
937,wegen::PRP,por causa de,por
938,wegen::PRP,por causa de,a causa de
939,dies::PRN,isto,esto
940,das::PRN,isso,eso
941,das::PRN,isso,esto
942,das::PRN,aquilo,eso
943,das::PRN,aquilo,esto
944,alles::PRN,todo,todo
945,ich::PRN,eu,yo
946,du::PRN,tu,tú
947,er::PRN,ele,él
948,wir::PRN,nós,nosotros
949,ihr::PRN,vós,vosotros
950,ihr::PRN,vocês,vosotros
951,sie::PRN,eles,ellos
952,was::FPRN,quê,qué
953,wer::FPRN,quem,quién
954,wo::FADV,onde,dónde
955,wohin::FADV,aonde,adónde
956,wohin::FADV,aonde,hacia dónde
957,wohin::FADV,para onde,adónde
958,wohin::FADV,para onde,hacia dónde
959,wie::FADV,como,cómo
960,warum::FADV,porquê,por qué
961,warum::FADV,por que,por qué
962,wieviel::FNUM,quanto,cuánto
963,eins::NUM,um,uno
964,zwei::NUM,dois,dos
965,drei::NUM,três,tres
966,vier::NUM,quatro,cuatro
967,fünf::NUM,cinco,cinco
968,sechs::NUM,seis,seis
969,sieben::NUM,sete,siete
970,acht::NUM,oito,ocho
971,neun::NUM,nove,nueve
972,zehn::NUM,dez,diez
973,elf::NUM,onze,once
974,zwölf::NUM,doze,doce
975,zwanzig::NUM,vinte,veinte
976,dreißig::NUM,trinta,treinta
977,vierzig::NUM,quarenta,cuarenta
978,fünfzig::NUM,cinquenta,cincuenta
979,sechzig::NUM,sessenta,sesenta
980,siebzig::NUM,setenta,setenta
981,achtzig::NUM,oitenta,ochenta
982,neunzig::NUM,noventa,noventa
983,hundert::NUM,cem,cien
984,hundert::NUM,cem,ciento
985,hundert::NUM,cento,cien
986,hundert::NUM,cento,ciento
987,tausend::NUM,mil,mil
988,und::CNJ,e,y
989,oder::CNJ,ou,o
990,stehen::V,estar em pé,estar de pie
991,sitzen::V,estar sentado,estar sentado
992,liegen::V,jazer,yacer
993,liegen::V,jazer,estar acostado
994,liegen::V,estar deitado,yacer
995,liegen::V,estar deitado,estar acostado
996,hängen::V,pender,pender
997,hängen::V,estar pendurado,pender
998,werden::V,tornar-se,hacerse
999,passieren::V,acontecer,suceder
1000,beginnen::V,começar,iniciarse
1001,beginnen::V,começar,principiar
1002,enden::V,acabar,acabar
1003,enden::V,acabar,terminar
1004,enden::V,terminar,acabar
1005,enden::V,terminar,terminar
1006,wechseln::V,variar,variar
1007,wechseln::V,variar,alternar
1008,wechseln::V,alternar,variar
1009,wechseln::V,alternar,alternar
1010,aufgehen[Sonne]::V,nascer,salir
1011,untergehen[Sonne]::V,pôr-se,ponerse
1012,untergehen[Sonne]::V,pôr-se,descender
1013,scheinen[Sonne]::V,brilhar,brillar
1014,donnern::V,trovejar,tronar
1015,wehen::V,soprar,soplar
1016,strömen::V,correr,afluir
1017,fließen::V,fluir,fluir
1018,fließen::V,fluir,correr
1019,sich drehen::V,girar,girar
1020,schwanken::V,oscilar,vacilar
1021,schwingen::V,vibrar,oscilar
1022,fallen::V,cair,caer
1023,brennen::V,arder,arder
1024,brennen::V,arder,quemar
1025,rauchen::V,fumegar,humear
1026,rauchen::V,fumegar,echar humo
1027,regnen::V,chover,llover
1028,gefrieren::V,gelar,helarse
1029,gefrieren::V,congelar,helarse
1030,tauen::V,derreter,deshelarse
1031,tauen::V,descongelar,deshelarse
1032,schmelzen::V,fundir-se,fundirse
1033,schmelzen::V,fundir-se,derretirse
1034,trocknen::V,secar,secarse
1035,sieden::V,ferver,hervir
1036,faulen::V,estragar-se,pudrirse
1037,verfaulen::V,apodrecer,pudrirse
1038,reißen::V,romper-se,romperse
1039,versinken::V,afundar-se,hundirse
1040,vergehen::V,passar,pasar
1041,erscheinen::V,aparecer,aparecer
1042,verschwinden::V,desaparecer,desaparecer
1043,sinken::V,descer,bajar
1044,abnehmen::V,diminuir,decrecer
1045,abnehmen::V,diminuir,disminuir
1046,abnehmen::V,decrescer,decrecer
1047,abnehmen::V,decrescer,disminuir
1048,zunehmen::V,crescer,crecer
1049,zunehmen::V,crescer,aumentar
1050,zunehmen::V,aumentar,crecer
1051,zunehmen::V,aumentar,aumentar
1052,steigen::V,subir,subir
1053,steigen::V,subir,ascender
1054,wachsen::V,crescer,crecer
1055,glänzen::V,brilhar,brillar
1056,glänzen::V,brilhar,resplandecer
1057,funkeln::V,cintilar,chispear
1058,lärmen::V,fazer barulho,hacer ruido
1059,läuten::V,chocalhar,sonar
1060,läuten::V,chocalhar,repicar
1061,klingeln::V,tocar,tocar el timbre
1062,klirren::V,tinir,tintinear
1063,brausen::V,bramar,zumbar
1064,rauschen::V,murmurar,murmurar
1065,rauschen::V,rumorejar,murmurar
1066,klingen::V,soar,sonar
1067,bellen::V,ladrar,ladrar
1068,heulen::V,uivar,ulular
1069,blasen::V,soprar,soplar
1070,pfeifen::V,assobiar,silbar
1071,schreien::V,gritar,gritar
1072,stöhnen::V,gemer,gemir
1073,zittern::V,tremer,temblar
1074,leben::V,viver,vivir
1075,geboren werden::V,nascer,nacer
1076,atmen::V,respirar,respirar
1077,trinken::V,beber,beber
1078,essen::V,comer,comer
1079,schlucken::V,engolir,tragar
1080,müde werden::V,cansar-se,cansarse
1081,müde werden::V,cansar-se,fatigarse
1082,einschlafen::V,adormecer,dormirse
1083,schlafen::V,dormir,dormir
1084,aufwachen::V,acordar,despertarse
1085,aufstehen::V,levantar-se,levantarse
1086,sich erholen::V,descansar,reposar
1087,sich erholen::V,descansar,descansar
1088,krank werden::V,adoecer,caer enfermo
1089,krank werden::V,ficar doente,caer enfermo
1090,krank sein::V,estar doente,estar enfermo
1091,schmerzen::V,doer,doler
1092,husten::V,tossir,toser
1093,genesen::V,convalescer,convalecer
1094,genesen::V,convalescer,restablecerse
1095,sterben::V,morrer,morir
1096,umkommen::V,perecer,perecer
1097,sich bewegen::V,mover-se,moverse
1098,sich rühren::V,mexer-se,rebullir
1099,sich erheben::V,levantar-se,levantarse
1100,sich setzen::V,sentar-se,sentarse
1101,hinfallen::V,cair,caerse
1102,laufen::V,andar,andar
1103,laufen::V,caminhar,andar
1104,schreiten::V,andar,proceder
1105,schreiten::V,caminhar,proceder
1106,spazierengehen::V,passear,pasear
1107,spazierengehen::V,passear,pasearse
1108,eilen::V,apressar-se,correr prisa
1109,sich beeilen::V,apressar-se,darse prisa
1110,sich beeilen::V,despachar-se,darse prisa
1111,sausen::V,correr,correr
1112,rennen::V,correr,correr
1113,springen::V,saltar,saltar
1114,klettern::V,trepar,trepar
1115,klettern::V,trepar,escalar
1116,schaukeln::V,baloiçar,bambolearse
1117,kriechen::V,rastejar,reptar
1118,kriechen::V,rastejar,arrastrarse
1119,kriechen::V,arrastar-se,reptar
1120,kriechen::V,arrastar-se,arrastrarse
1121,schwimmen::V,nadar,nadar
1122,tauchen::V,mergulhar,bucear
1123,tauchen::V,mergulhar,sumergirse
1124,rudern::V,remar,remar
1125,fahren::V,ir,ir
1126,fliegen::V,voar,volar
1127,gehen::V,ir,ir
1128,gehen::V,ir,andar
1129,gehen::V,andar,ir
1130,gehen::V,andar,andar
1131,weggehen::V,partir,irse
1132,weggehen::V,partir,marcharse
1133,weggehen::V,ir-se embora,irse
1134,weggehen::V,ir-se embora,marcharse
1135,abfahren::V,sair,salir
1136,abfahren::V,sair,partir
1137,abfahren::V,partir,salir
1138,abfahren::V,partir,partir
1139,anhalten::V,parar,parar
1140,anhalten::V,parar,pararse
1141,hineingehen::V,entrar,entrar
1142,eintreten::V,entrar,entrar
1143,kommen::V,vir,venir
1144,ankommen::V,chegar,llegar
1145,zurückkommen::V,voltar,volver
1146,zurückkommen::V,voltar,regresar
1147,zurückkommen::V,regressar,volver
1148,zurückkommen::V,regressar,regresar
1149,bleiben::V,ficar,quedarse
1150,bleiben::V,permanecer,quedarse
1151,warten::V,esperar,esperar
1152,erwarten::V,esperar,esperar
1153,erwarten::V,aguardar,esperar
1154,suchen::V,buscar,buscar
1155,suchen::V,procurar,buscar
1156,finden::V,achar,hallar
1157,finden::V,achar,encontrar
1158,finden::V,encontrar,hallar
1159,finden::V,encontrar,encontrar
1160,versuchen::V,tentar,intentar
1161,vorbereiten::V,preparar,preparar
1162,lieben::V,amar,amar
1163,lieben::V,amar,querer
1164,lieben::V,querer,amar
1165,lieben::V,querer,querer
1166,mögen::V,gostar de,querer
1167,lachen::V,rir,reír
1168,lachen::V,rir-se,reír
1169,rühren::V,comover,conmover
1170,weinen::V,chorar,llorar
1171,schimpfen::V,ralhar,regañar
1172,sich ärgern::V,zangar-se,enfadarse
1173,sich fürchten::V,ter medo de,tener miedo
1174,sich fürchten::V,ter receio de,tener miedo
1175,fürchten::V,temer,temer
1176,fürchten::V,temer,tener miedo a
1177,fürchten::V,recear,temer
1178,fürchten::V,recear,tener miedo a
1179,fliehen::V,fugir,huir
1180,flüchten::V,refugiar-se,escaparse
1181,sehen::V,ver,ver
1182,anschauen::V,olhar,mirar
1183,ansehen::V,mirar,mirar
1184,hören::V,ouvir,oír
1185,zuhören::V,escutar,escuchar
1186,probieren::V,provar,probar
1187,probieren::V,provar,degustar
1188,probieren::V,saborear,probar
1189,probieren::V,saborear,degustar
1190,riechen::V,cheirar,oler
1191,fühlen::V,sentir,sentir
1192,scheinen::V,parecer,parecer
1193,zu sehen sein::V,estar à vista,poder verse
1194,vernehmen::V,ouvir,oír
1195,vernehmen::V,ouvir,percibir
1196,frieren::V,ter frio,tener frío
1197,tun::V,fazer,hacer
1198,können::V,saber,poder
1199,wollen::V,querer,querer
1200,anfangen::V,iniciar,iniciar
1201,beenden::V,acabar,acabar
1202,beenden::V,acabar,terminar
1203,beenden::V,terminar,acabar
1204,beenden::V,terminar,terminar
1205,aufhören::V,cessar,cesar
1206,aufhören::V,desistir,cesar
1207,gelingen::V,sair bem,salir bien
1208,gelingen::V,dar bom resultado,salir bien
1209,geraten::V,sair,salir
1210,geraten::V,sair,dar resultado
1211,geraten::V,dar resultado,salir
1212,geraten::V,dar resultado,dar resultado
1213,öffnen::V,abrir,abrir
1214,schließen::V,fechar,cerrar
1215,stellen::V,pôr,poner
1216,stellen::V,pôr,colocar
1217,stellen::V,colocar,poner
1218,stellen::V,colocar,colocar
1219,setzen::V,pôr,poner
1220,setzen::V,pôr,colocar
1221,setzen::V,meter,poner
1222,setzen::V,meter,colocar
1223,legen::V,pôr,poner
1224,legen::V,meter,poner
1225,berühren::V,tocar,tocar
1226,verbinden::V,unir,unir
1227,verbinden::V,unir,juntar
1228,verbinden::V,ligar,unir
1229,verbinden::V,ligar,juntar
1230,bedecken::V,cobrir,tapar
1231,bedecken::V,cobrir,cubrir
1232,aufhängen::V,pendurar,colgar
1233,anzünden::V,acender,encender
1234,aufheben::V,apanhar,recoger
1235,aufheben::V,levantar,recoger
1236,zurücklassen::V,deixar,dejar
1237,verlieren::V,perder,perder
1238,fallen lassen::V,deixar cair,dejar caer
1239,machen::V,fazer,hacer
1240,herstellen::V,produzir,fabricar
1241,bauen::V,edificar,construir
1242,bauen::V,construir,construir
1243,reparieren::V,reparar,reparar
1244,reparieren::V,consertar,reparar
1245,verbessern::V,melhorar,mejorar
1246,ändern::V,mudar,mudar
1247,ändern::V,mudar,modificar
1248,ändern::V,alterar,mudar
1249,ändern::V,alterar,modificar
1250,graben::V,cavar,cavar
1251,beugen::V,curvar,doblar
1252,beugen::V,curvar,inclinar
1253,biegen::V,vergar,doblar
1254,drehen::V,girar,volver
1255,drehen::V,girar,hacer girar
1256,wenden::V,virar,volver
1257,wenden::V,voltar,volver
1258,umdrehen::V,virar,revolver
1259,umdrehen::V,revolver,revolver
1260,heben::V,levantar,levantar
1261,hochheben::V,erguer,alzar
1262,hochheben::V,levantar,alzar
1263,ergreifen::V,apanhar,coger
1264,halten::V,segurar,tener
1265,drücken::V,apertar,apretar
1266,schieben::V,empurrar,empujar
1267,kratzen::V,raspar,rascar
1268,lecken::V,lamber,lamer
1269,beißen::V,morder,morder
1270,abreißen::V,arrancar,arrancar
1271,abschneiden::V,talhar,cortar
1272,binden::V,ligar,atar
1273,stecken::V,meter,meter
1274,stecken::V,enfiar,meter
1275,brechen::V,romper,romper
1276,brechen::V,romper,quebrar
1277,brechen::V,quebrar,romper
1278,brechen::V,quebrar,quebrar
1279,klopfen::V,bater,golpear
1280,hauen::V,bater,pegar
1281,kleben::V,colar,pegar
1282,kleben::V,colar,encolar
1283,reiben::V,esfregar,frotar
1284,streichen::V,barrar,untar
1285,streichen::V,barrar,recubrir
1286,schleifen::V,afiar,afilar
1287,schneiden::V,cortar,cortar
1288,rütteln::V,sacudir,agitar
1289,schütteln::V,abanar,agitar
1290,schütteln::V,abanar,sacudir
1291,schütteln::V,sacudir,agitar
1292,schütteln::V,sacudir,sacudir
1293,schwenken::V,agitar,menear
1294,schütten::V,deitar,verter
1295,füllen::V,encher,llenar
1296,einwickeln::V,envolver,envolver
1297,einwickeln::V,embrulhar,envolver
1298,tragen::V,levar,llevar
1299,tragen::V,trazer,llevar
1300,schleppen::V,arrastar,arrastrar
1301,ziehen::V,puxar,tirar
1302,aufbewahren::V,guardar,conservar
1303,aufbewahren::V,conservar,conservar
1304,werfen::V,lançar,echar
1305,werfen::V,lançar,lanzar
1306,fangen::V,apanhar,coger
1307,packen::V,agarrar,agarrar
1308,verstecken::V,esconder,esconder
1309,teilen::V,partir,partir
1310,teilen::V,partir,dividir
1311,teilen::V,dividir,partir
1312,teilen::V,dividir,dividir
1313,schicken::V,enviar,enviar
1314,bringen::V,trazer,traer
1315,hinzufügen::V,acrescentar,añadir
1316,bekommen::V,obter,obtener
1317,bekommen::V,obter,conseguir
1318,erhalten::V,receber,recibir
1319,nehmen::V,tomar,tomar
1320,wählen::V,eleger,elegir
1321,wählen::V,escolher,elegir
1322,auswählen::V,escolher,escoger
1323,auswählen::V,escolher,seleccionar
1324,auswählen::V,seleccionar,escoger
1325,auswählen::V,seleccionar,seleccionar
1326,bewahren::V,guardar,guardar
1327,bewahren::V,guardar,preservar
1328,bewahren::V,conservar,guardar
1329,bewahren::V,conservar,preservar
1330,behindern::V,impedir,estorbar
1331,behindern::V,impedir,obstaculizar
1332,verderben::V,estragar,estropear
1333,verderben::V,corromper,estropear
1334,beschädigen::V,danificar,deteriorar
1335,zerbrechen::V,romper,romper
1336,zerbrechen::V,romper,quebrar
1337,zerbrechen::V,quebrar,romper
1338,zerbrechen::V,quebrar,quebrar
1339,zerreißen::V,rasgar,desgarrar
1340,zerreißen::V,rasgar,despedazar
1341,zerstören::V,destruir,destruir
1342,zerstören::V,destruir,destrozar
1343,verbrennen::V,queimar,quemar
1344,geben::V,dar,dar
1345,reichen::V,passar,pasar
1346,schenken::V,oferecer,regalar
1347,versprechen::V,prometer,prometer
1348,wünschen::V,desejar,desear
1349,loben::V,louvar,alabar
1350,küssen::V,beijar,besar
1351,wiegen::V,embalar,mecer
1352,zudecken::V,tapar,tapar
1353,zudecken::V,tapar,cubrir
1354,zudecken::V,cobrir,tapar
1355,zudecken::V,cobrir,cubrir
1356,wecken::V,acordar,despertar
1357,wecken::V,despertar,despertar
1358,zeigen::V,mostrar,mostrar
1359,führen::V,guiar,guiar
1360,führen::V,guiar,conducir
1361,führen::V,conduzir,guiar
1362,führen::V,conduzir,conducir
1363,lehren::V,ensinar,enseñar
1364,lehren::V,ensinar,instruir
1365,unterrichten::V,instruir,enseñar
1366,aufziehen::V,criar,criar
1367,leiten::V,dirigir,guiar
1368,leiten::V,dirigir,dirigir
1369,leiten::V,conduzir,guiar
1370,leiten::V,conduzir,dirigir
1371,antreiben::V,impelir,impeler
1372,antreiben::V,impelir,impulsar
1373,lassen::V,fazer,hacer
1374,einladen::V,convidar,invitar
1375,vereinigen::V,unir,unir
1376,vereinigen::V,reunir,unir
1377,besuchen::V,ir ver,visitar
1378,besuchen::V,ir ver,ir a ver
1379,besuchen::V,visitar,visitar
1380,besuchen::V,visitar,ir a ver
1381,treffen::V,encontrar,encontrar
1382,sich versammeln::V,reunir-se,reunirse
1383,sich versammeln::V,reunir-se,congregarse
1384,spielen::V,jogar,jugar
1385,spielen::V,brincar,jugar
1386,singen::V,cantar,cantar
1387,tanzen::V,bailar,bailar
1388,sich trennen::V,apartar-se,separarse
1389,verlassen::V,deixar,dejar
1390,verlassen::V,deixar,abandonar
1391,verlassen::V,abandonar,dejar
1392,verlassen::V,abandonar,abandonar
1393,retten::V,salvar,salvar
1394,bewachen::V,vigiar,vigilar
1395,bewachen::V,guardar,vigilar
1396,schützen::V,proteger,proteger
1397,verteidigen::V,defender,defender
1398,sich schlagen::V,brigar,batirse
1399,sich schlagen::V,bater-se,batirse
1400,schießen::V,disparar,tirar
1401,schießen::V,disparar,disparar
1402,siegen::V,vencer,vencer
1403,ärgern::V,irritar,enojar
1404,ärgern::V,irritar,enfadar
1405,ärgern::V,aborrecer,enojar
1406,ärgern::V,aborrecer,enfadar
1407,schlagen::V,bater,pegar
1408,schlagen::V,bater,golpear
1409,treten::V,pisar,dar una patada a
1410,stechen::V,picar,pinchar
1411,stoßen::V,empurrar,empujar
1412,stehlen::V,furtar,robar
1413,stehlen::V,furtar,hurtar
1414,stören::V,perturbar,molestar
1415,belästigen::V,incomodar,molestar
1416,belästigen::V,incomodar,importunar
1417,belästigen::V,importunar,molestar
1418,belästigen::V,importunar,importunar
1419,verbergen::V,ocultar,ocultar
1420,verbergen::V,ocultar,esconder
1421,verbergen::V,esconder,ocultar
1422,verbergen::V,esconder,esconder
1423,täuschen::V,iludir,engañar
1424,täuschen::V,enganar,engañar
1425,betrügen::V,burlar,engañar
1426,betrügen::V,enganar,engañar
1427,töten::V,matar,matar
1428,wohnen::V,morar,vivir
1429,wohnen::V,morar,habitar
1430,arbeiten::V,trabalhar,trabajar
1431,sammeln::V,recolher,recoger
1432,sammeln::V,recolher,coleccionar
1433,sammeln::V,coleccionar,recoger
1434,sammeln::V,coleccionar,coleccionar
1435,pflücken::V,colher,coger
1436,jagen::V,caçar,cazar
1437,fischen::V,pescar,pescar
1438,fassen::V,apanhar,atrapar
1439,fassen::V,apanhar,capturar
1440,hüten::V,guardar,guardar
1441,treiben::V,conduzir,aballar
1442,anbinden::V,atar,atar
1443,füttern::V,dar de comer a,echar de comer
1444,melken::V,ordenhar,ordeñar
1445,hacken::V,rachar,picar
1446,hacken::V,rachar,cortar
1447,gießen::V,regar,regar
1448,reifen::V,amadurecer,madurar
1449,zubereiten::V,preparar,preparar
1450,kochen::V,cozer,cocer
1451,kochen::V,cozer,guisar
1452,backen::V,cozer,hornear
1453,backen::V,cozer,cocer al horno
1454,braten::V,assar,asar
1455,braten::V,assar,freír
1456,braten::V,fritar,asar
1457,braten::V,fritar,freír
1458,umrühren::V,remexer,remover
1459,stricken::V,tricotar,hacer punto
1460,stricken::V,tricotar,hacer calceta
1461,stricken::V,fazer malha,hacer punto
1462,stricken::V,fazer malha,hacer calceta
1463,nähen::V,coser,coser
1464,nähen::V,costurar,coser
1465,färben::V,tingir,teñir
1466,färben::V,tingir,colorear
1467,färben::V,colorir,teñir
1468,färben::V,colorir,colorear
1469,reinigen::V,limpar,limpiar
1470,reinigen::V,purificar,limpiar
1471,waschen::V,lavar,lavar
1472,abwischen::V,limpar,fregar
1473,abwischen::V,limpar,limpiar
1474,abwischen::V,esfregar,fregar
1475,abwischen::V,esfregar,limpiar
1476,spülen::V,lavar,aclarar
1477,spülen::V,lavar,enjuagar
1478,spülen::V,enxaguar,aclarar
1479,spülen::V,enxaguar,enjuagar
1480,fegen::V,varrer,barrer
1481,fegen::V,varrer,pasar la escoba
1482,kehren::V,varrer,barrer
1483,baden::V,banhar,bañarse
1484,baden::V,tomar banho,bañarse
1485,sich waschen::V,lavar-se,lavarse
1486,ausziehen::V,despir,quitar
1487,ausziehen::V,despir,quitarse
1488,anziehen::V,vestir,ponerse
1489,sich anziehen::V,vestir-se,vestirse
1490,kämmen::V,pentear,peinar
1491,schmücken::V,adornar,adornar
1492,sagen::V,dizer,decir
1493,sprechen::V,falar,hablar
1494,reden::V,falar,hablar
1495,reden::V,falar,conversar
1496,sich unterhalten::V,conversar,charlar
1497,sich unterhalten::V,conversar,conversar
1498,fragen::V,perguntar,preguntar
1499,bitten::V,pedir,rogar
1500,erzählen::V,contar,contar
1501,mitteilen::V,comunicar,comunicar
1502,mitteilen::V,comunicar,participar
1503,mitteilen::V,participar,comunicar
1504,mitteilen::V,participar,participar
1505,nennen::V,nomear,llamar
1506,nennen::V,nomear,nombrar
1507,nennen::V,apelidar,llamar
1508,nennen::V,apelidar,nombrar
1509,rufen::V,chamar,llamar
1510,prahlen::V,gabar-se,jactarse
1511,prahlen::V,vangloriar-se,jactarse
1512,übersetzen::V,traduzir,traducir
1513,denken::V,pensar,pensar
1514,glauben::V,crer,creer
1515,bemerken::V,notar,notar
1516,bemerken::V,observar,notar
1517,erkennen::V,reconhecer,reconocer
1518,begreifen::V,apreender,concebir
1519,begreifen::V,compreender,concebir
1520,verstehen::V,entender,entender
1521,verstehen::V,entender,comprender
1522,verstehen::V,compreender,entender
1523,verstehen::V,compreender,comprender
1524,lernen::V,aprender,aprender
1525,wissen::V,saber,saber
1526,sich erinnern an::V,lembrar-se de,recordar
1527,sich erinnern an::V,lembrar-se de,acordarse de
1528,sich erinnern an::V,recordar-se de,recordar
1529,sich erinnern an::V,recordar-se de,acordarse de
1530,vergessen::V,esquecer,olvidar
1531,messen::V,medir,medir
1532,zählen::V,contar,contar
1533,rechnen::V,calcular,contar
1534,rechnen::V,calcular,calcular
1535,lesen::V,ler,leer
1536,malen::V,pintar,pintar
1537,zeichnen::V,desenhar,dibujar
1538,schreiben::V,escrever,escribir
1539,besitzen::V,possuir,poseer
1540,kaufen::V,comprar,comprar
1541,verkaufen::V,vender,vender
1542,bezahlen::V,pagar,pagar
1543,zahlen::V,pagar,pagar
1544,beherrschen::V,imperar,dominar
1545,ertragen::V,suportar,soportar
