,Concept_ID,mdf,ba
747,oft::ADV,си́деста,йыш
748,immer::ADV,фалу,һәр ҡасан
749,immer::ADV,най,һәр ҡасан
750,niemals::ADV,аф мзя́рдонга,бер ҡасан да
751,niemals::ADV,аф мзя́рдонга,бер ваҡытта ла
752,hier::ADV,тяса,бында
753,hierhin::ADV,сей,бында
754,hierhin::ADV,тяза,бында
755,von hier::ADV,тя́ста,бынан
756,von hier::ADV,тя́ста,ошонан
757,dort::ADV,тоса,шунда
758,dort::ADV,тоса,тегендә
759,dorthin::ADV,тов,шунда
760,dorthin::ADV,тов,тегеләй
761,dorthin::ADV,тоза,шунда
762,dorthin::ADV,тоза,тегеләй
763,geradeaus::ADV,ви́деста,тура
764,vorwärts::ADV,и́нголи,алға
765,rückwärts::ADV,ме́ки,кирегә
766,zurück::ADV,ме́ки,кирегә
767,unten::ADV,ала,түбәндә
768,hinab::ADV,алу,түбәнгә
769,oben::ADV,вяре,юғарыла
770,hinauf::ADV,вяри,юғарыға
771,überall::ADV,се́мбе ва́стова,бөтә урында
772,nicht::ADV,аф,тугел
773,ein wenig::ADV,аф лама,аҙ
774,kaum::ADV,а́ньцек,көскә
775,kaum::ADV,а́ньцек,саҡ-саҡ
776,sehr::ADV,пяк,ифат
777,so::ADV,ста́не,шулай
778,noch::ADV,нинге,йәнә
779,nur::ADV,аньцек,бары
780,schon::ADV,ни,инде
781,wieder::ADV,та́га,тағы
782,vergebens::ADV,стак,бушҡа
783,vor::PRP,инголе,алдында
784,hinter::PRP,фтала,артында
785,hinter::PRP,мельге,артында
786,unter::PRP,ала,аҫтында
787,durch::PRP,пачк,үтә
788,neben::PRP,ваксса,эргәһендә
789,zwischen::PRP,ёткса,араһында
790,wegen::PRP,сюнеда,өсөн
791,wegen::PRP,сюнеда,сәбәпле
792,dies::PRN,тя,был
793,dies::PRN,тя,ошо
794,das::PRN,ся,ул
795,das::PRN,тона,ул
796,alles::PRN,сембе,бөтә
797,ich::PRN,мон,мин
798,du::PRN,тон,һин
799,er::PRN,сон,ул
800,wir::PRN,минь,беҙ
801,ihr::PRN,тинь,һеҙ
802,sie::PRN,синь,улар
803,was::FPRN,мезе,ә
804,was::FPRN,мезе,ни
805,was::FPRN,мезе,нәмә
806,wer::FPRN,кие,ҡем
807,wo::FADV,коса,ҡайҙа
808,wohin::FADV,ков,ҡайҙа
809,wohin::FADV,коза,ҡайҙа
810,wie::FADV,ко́да,инидәй
811,warum::FADV,мес,ин өсөн
812,wieviel::FNUM,мзя́ра,күпме
813,eins::NUM,фкя,бер
814,zwei::NUM,кафта,ике
815,zwei::NUM,кафта,икәү
816,drei::NUM,колма,өс
817,vier::NUM,ниле,дүрт
818,fünf::NUM,вете,биш
819,sechs::NUM,кота,алты
820,sieben::NUM,сисем,ете
821,acht::NUM,кафкса,һигеҙ
822,neun::NUM,ве́йхкса,туғыҙ
823,zehn::NUM,кемонь,ун
824,elf::NUM,кефкие,ун бер
825,zwölf::NUM,кемгафтува,ун ике
826,zwanzig::NUM,комсь,егерме
827,dreißig::NUM,колмогемонь,утыҙ
828,vierzig::NUM,нильге́монь,ҡырҡ
829,fünfzig::NUM,ве́дьгемонь,илле
830,sechzig::NUM,ко́дгемонь,алтмыш
831,siebzig::NUM,сизьге́монь,етмеш
832,achtzig::NUM,ка́фксогемонь,һикһән
833,neunzig::NUM,ве́йхксогемонь,туҡһан
834,hundert::NUM,сяда,йөҙ
835,tausend::NUM,тёжянь,мең
836,und::CNJ,и,да
837,und::CNJ,дъ,да
838,oder::CNJ,или,йәки
839,oder::CNJ,али,йәки
840,stehen::V,а́щемс стя́да,тороу
841,sitzen::V,ащемс озада,ултырыу
842,liegen::V,ма́дозь а́щемс,ятыу
843,hängen::V,нюрьгомс,аҫылынып тороу
844,werden::V,арамс,булыу
845,werden::V,тиевомс,булыу
846,passieren::V,лисэмс,булыу
847,passieren::V,эвондамс,булыу
848,beginnen::V,ушедомс,башлау
849,enden::V,лоткамс,бөтөү
850,enden::V,лоткамс,тамамланыү
851,wechseln::V,по́лафнемс,үҙгәреү
852,aufgehen[Sonne]::V,стямс,ҡалҡыу
853,aufgehen[Sonne]::V,лисемс,ҡалҡыу
854,untergehen[Sonne]::V,валгомс,байыу
855,scheinen[Sonne]::V,ва́лдоптомс,яҡтыртып тороу
856,donnern::V,торамс,күкрәү
857,wehen::V,уфа́мс,иҫеү
858,strömen::V,шудемс,ташыу
859,fließen::V,шудемс,ағыу
860,sich drehen::V,шаромс,әйләнеү
861,schwanken::V,якамс,тирбәлеү
862,schwingen::V,люксемс,бәүетеү
863,schwingen::V,нюрьсемс,бәүетеү
864,fallen::V,прамс,йығылыу
865,fallen::V,прашендомс,йығылыу
866,brennen::V,паломс,яныу
867,rauchen::V,качадомс,төтәү
868,regnen::V,пиземс,ямғыр яуа
869,gefrieren::V,эйндамс,туңыү
870,gefrieren::V,кельмомс,туңыү
871,tauen::V,соламс,иреү
872,schmelzen::V,соламс,иреү
873,trocknen::V,коськомс,кибеү
874,sieden::V,лакамс,ҡайнау
875,faulen::V,наксадомс,сереу
876,verfaulen::V,наксадомс,сереу
877,reißen::V,сязевомс,өҙөү
878,reißen::V,сязевомс,йыртылыу
879,versinken::V,ваямс,батыу
880,vergehen::V,ётамс,үтеү
881,erscheinen::V,эвондамс,килеп сығыу
882,verschwinden::V,юма́мс,юғалыу
883,sinken::V,валгомс,түбәнәйеү
884,abnehmen::V,киремс,кәметеү
885,zunehmen::V,ламокстомс,артыу
886,zunehmen::V,рашнемс,артыу
887,steigen::V,кеподемс,күтәрелеү
888,wachsen::V,касомс,үҫеү
889,glänzen::V,цинзелдомс,ялтырау
890,glänzen::V,цифордомс,ялтырау
891,funkeln::V,ци́фтордомс,баҙлау
892,lärmen::V,жалнамс,шаулау
893,läuten::V,гайфтемс,ҡағыу
894,klingeln::V,гайфтемс,ҡағыу
895,klingeln::V,гайфтемс,шылтыратыу
896,klirren::V,ка́нзеркшнемс,шылтыратыу
897,brausen::V,жоледемс,ҡотороноу
898,rauschen::V,вжнамс,шыптырлау
899,rauschen::V,гамнамс,шыптырлау
900,klingen::V,кайгомс,яңғырау
901,bellen::V,ува́мс,өрөү
902,heulen::V,сувомс,олоу
903,heulen::V,урнамс,олоу
904,blasen::V,уфа́мс,өрөү
905,pfeifen::V,вяшкомс,һызғырып ебәреү
906,schreien::V,пешкодомс,ҡысҡырыу
907,stöhnen::V,куфцемс,уңғырашыу
908,zittern::V,таромс,ҡалтырау
909,leben::V,эрямс,йәшәү
910,geboren werden::V,шачемс,тыуыу
911,atmen::V,ажнамс,тын алыү
912,trinken::V,симомс,эсеү
913,essen::V,ярхцамс,ашау
914,schlucken::V,нилемс,йотоу
915,müde werden::V,сиземс,арыу
916,einschlafen::V,матодовомс,йоҡлап китеү
917,schlafen::V,удомс,йоҡлау
918,aufwachen::V,съргоземс,уяныу
919,aufstehen::V,стямс,тороу
920,sich erholen::V,ваймосемс,ял итеү
921,krank werden::V,сярядькстомс,сирләү
922,krank sein::V,сярядемс,сирләү
923,schmerzen::V,сярядемс,ауыртыу
924,husten::V,козомс,йүтәлләү
925,genesen::V,пъ́чкамс,һауығыу
926,sterben::V,куломс,үлеү
927,umkommen::V,юма́мс,һәләк булыу
928,sich bewegen::V,шаштомс,хәрәкәт итеү
929,sich rühren::V,сърхка́мс,ҡуҙғалыу
930,sich erheben::V,стямс,тороу
931,sich setzen::V,озамс,ултырыу
932,hinfallen::V,прамс,ҡолау
933,hinfallen::V,сяворемс,ҡолау
934,laufen::V,якамс,йөрөү
935,schreiten::V,молемс,атлау
936,schreiten::V,аськолямс,атлау
937,spazierengehen::V,якамс,ял итеп йороү
938,eilen::V,эряскодомс,ашығыу
939,eilen::V,эряскодомс,ҡабаланыу
940,sich beeilen::V,эряскодомс,ашығыу
941,sich beeilen::V,эряскодомс,ҡабаланыу
942,sausen::V,лиемс,елеү
943,rennen::V,арнемс,йүгеп йөрөү
944,springen::V,комотнемс,һикереү
945,klettern::V,ку́цемс,үрмәләү
946,klettern::V,ку́цемс,үрмәләп менеү
947,schaukeln::V,нюрямс,сайҡалыу
948,kriechen::V,шаштомс комада,шыуышыу
949,schwimmen::V,уемс,йоҙөү
950,tauchen::V,юпиемс,сумыу
951,tauchen::V,чёпафнемс,сумыу
952,rudern::V,па́немс ве́неж,ишеү
953,fahren::V,ардомс,йөрөү
954,fliegen::V,лиемс,осоу
955,gehen::V,молемс,барыу
956,weggehen::V,тумс,китеү
957,abfahren::V,тумс,сығыу
958,anhalten::V,лоткамс,тукталыу
959,hineingehen::V,сува́мс,инеү
960,eintreten::V,сува́мс,инеү
961,kommen::V,самс,килеү
962,ankommen::V,самс,килеү
963,ankommen::V,пачкодемс,килеү
964,zurückkommen::V,мърдамс,ҡайтыу
965,bleiben::V,иля́домс,ҡалыу
966,warten::V,учемс,көтөп тороу
967,erwarten::V,учемс,көтөү
968,suchen::V,вешемс,эҙләү
969,finden::V,мумс,табыу
970,versuchen::V,варчсемс,тырышып ҡарау
971,vorbereiten::V,анокламс,әҙерләү
972,lieben::V,кельгомс,яратыу
973,mögen::V,кельгомс,һөйөү
974,mögen::V,кельгомс,яратыу
975,lachen::V,рахамс,көлөү
976,lachen::V,рахсемс,көлөү
977,rühren::V,токамс седи,ҡағылыу
978,weinen::V,авардемс,илау
979,schimpfen::V,сюцемс,һүгенеү
980,schimpfen::V,сюцемс,тиргәнеү
981,schimpfen::V,сюцемс,һуҡраныу
982,sich ärgern::V,кяжиямс,асыуланыу
983,sich fürchten::V,пелемс,ҡурҡыу
984,fürchten::V,пелемс,ҡурҡыу
985,fliehen::V,ворьгодемс,ҡасыу
986,flüchten::V,ша́домс,ҡасыу
987,flüchten::V,во́рьгодемс,ҡасыу
988,sehen::V,няемс,күреү
989,anschauen::V,ваномс,ҡарау
990,ansehen::V,ваномс,ҡарау
991,ansehen::V,ваномс,тикшереү
992,hören::V,марямс,ишетеү
993,zuhören::V,ку́лхдоньомс,тыңлау
994,probieren::V,варжамс,татыу
995,riechen::V,никса́мс,еҫкәү
996,fühlen::V,марямс,тойоу
997,scheinen::V,ня́евомс,кеүек күренеү
998,scheinen::V,ня́евомс,тойолоу
999,zu sehen sein::V,ня́евомс,күренеү
1000,vernehmen::V,марямс,ишетеү
1001,frieren::V,паломс,туңыү
1002,frieren::V,кельмомс,туңыү
1003,tun::V,тиемс,яһау
1004,tun::V,тиемс,әшләү
1005,können::V,маштомс,алыу
1006,können::V,маштомс,мөмкин булыу
1007,wollen::V,-не-,теләү
1008,anfangen::V,ушедомс,башлау
1009,beenden::V,аде́ламс,бөтөрөү
1010,beenden::V,аде́ламс,тамамлау
1011,aufhören::V,лоткамс,туктау
1012,gelingen::V,удалакшнемс,уңышлы булыу
1013,geraten::V,лисемс,булып сығыу
1014,öffnen::V,панжемс,асыу
1015,schließen::V,сёлгомс,йомоу
1016,stellen::V,путомс,ҡуйыу
1017,setzen::V,озафнемс,урынлаштырыу
1018,setzen::V,озавтнемс,урынлаштырыу
1019,legen::V,путомс,һалыу
1020,berühren::V,токамс,тейеү
1021,berühren::V,токамс,ҡағылыу
1022,verbinden::V,сотомс,ҡушыу
1023,verbinden::V,сотомс,бәйләү
1024,bedecken::V,комачамс,ҡаплау
1025,bedecken::V,вельхтямс,ҡаплау
1026,aufhängen::V,повфтамс,элеү
1027,anzünden::V,крьвя́стемс,тоҡандырыу
1028,aufheben::V,кеподемс,мендереү
1029,aufheben::V,касфтомс,мендереү
1030,zurücklassen::V,ка́домс,ҡалдырыу
1031,verlieren::V,юма́фтомс,юғалтыу
1032,fallen lassen::V,прафтомс,төшөрөп ебәреү
1033,machen::V,тиемс,яһау
1034,machen::V,тиемс,эшләү
1035,herstellen::V,анокламс,эшләп сығарыу
1036,bauen::V,путомс,төҙөү
1037,reparieren::V,петемс,төҙәтеү
1038,verbessern::V,цебярьгофтомс,яҡшыртыу
1039,ändern::V,полафтомс,үҙгәртеү
1040,graben::V,шу́вомс,ҡаҙыу
1041,graben::V,та́ргамс,ҡаҙыу
1042,beugen::V,мяндемс,бөгөү
1043,biegen::V,комафтомс,бөгөү
1044,drehen::V,шо́вамс,өйрөлтөү
1045,drehen::V,шо́вамс,әйләндереү
1046,drehen::V,ша́рфнемс,өйрөлтөү
1047,drehen::V,ша́рфнемс,әйләндереү
1048,wenden::V,ша́рфтомс,әйләндереү
1049,umdrehen::V,шарфтомс,түңкәреү
1050,heben::V,ке́подемс,күтәреү
1051,heben::V,ке́подемс,мендереү
1052,hochheben::V,ке́подемс,күтәреү
1053,hochheben::V,ка́сфтомс,күтәреү
1054,ergreifen::V,фатямс,тотоп алыу
1055,halten::V,кирдемс,тотоу
1056,drücken::V,люпшта́мс,ҡыҫыу
1057,schieben::V,шашфтомс,этеү
1058,schieben::V,шашфтомс,төртөү
1059,kratzen::V,а́нгорямс,ҡырыу
1060,kratzen::V,киськоря́мс,ҡырыу
1061,lecken::V,нолсемс,ялау
1062,beißen::V,сускомс,тешләү
1063,abreißen::V,сяземс,өҙөү
1064,abschneiden::V,керомс,ҡырҡыу
1065,binden::V,сотомс,бәйләү
1066,stecken::V,сялгомс,ҡаҙау
1067,brechen::V,си́ннемс,боҙоу
1068,brechen::V,ка́лафтомс,боҙоу
1069,klopfen::V,чакамс,шаҡылдау
1070,klopfen::V,чакиемс,шаҡылдау
1071,hauen::V,шавомс,туҡмау
1072,hauen::V,пиксомс,туҡмау
1073,kleben::V,пе́тфнемс,йәбештереү
1074,reiben::V,шо́вамс,ыуыу
1075,reiben::V,шо́вамс,ышҡыу
1076,streichen::V,вадемс,яғыу
1077,schleifen::V,шо́вамс,үткерләү
1078,schneiden::V,керомс,ҡырҡыу
1079,rütteln::V,та́рфтомс,һелкетеү
1080,schütteln::V,шука́демс,һелкетеү
1081,schwenken::V,яфодемс,болғау
1082,schütten::V,каямс,ҡойоу
1083,schütten::V,нюрьхтя́мс,ҡойоу
1084,füllen::V,пяшкодемс,тултырыу
1085,einwickeln::V,тапардамс,төрөү
1086,tragen::V,кандомс,алып барыу
1087,schleppen::V,ускомс,һөйрәү
1088,ziehen::V,ускомс,тартыу
1089,aufbewahren::V,ванфтомс,һаҡлау
1090,werfen::V,ёрямс,ырғытыу
1091,fangen::V,кунда́мс,тотоу
1092,packen::V,фатямс,етеү
1093,packen::V,фатямс,тотоп алыу
1094,verstecken::V,кяшемс,йәшереү
1095,teilen::V,явомс,бүлеү
1096,schicken::V,кучемс,ебәреү
1097,bringen::V,кандомс,килтереү
1098,bringen::V,пачфтемс,килтереү
1099,hinzufügen::V,пу́томс та́га,өтәү
1100,hinzufügen::V,ма́ксомс та́га,өтәү
1101,bekommen::V,сявомс,алыу
1102,erhalten::V,сявомс,алыу
1103,nehmen::V,сявомс,алыу
1104,wählen::V,ко́чкамс,һайлаү
1105,auswählen::V,кочкамс,һайлап алыу
1106,bewahren::V,ванфтомс,һаҡлау
1107,behindern::V,шорямс,тотҡарлыҡ яһау
1108,verderben::V,коламс,боҙоу
1109,verderben::V,гастямс,боҙоу
1110,beschädigen::V,тиендемс зиян,боҙоу
1111,zerbrechen::V,тапамс,ҡыйратыу
1112,zerreißen::V,сяземс,йыртыу
1113,zerstören::V,ка́лафтомс,емереү
1114,verbrennen::V,пълхта́мс,үртәү
1115,geben::V,ма́ксомс,биреү
1116,reichen::V,максомс,биреү
1117,schenken::V,каземс,бүләк итеү
1118,versprechen::V,ма́ксомс вал,вәғәҙә биреү
1119,wünschen::V,арьсемс,теләу
1120,loben::V,шна́мс,маҡтау
1121,küssen::V,палсемс,үбеү
1122,wiegen::V,нюря́фтомс,бәүетеү
1123,wiegen::V,нюря́фтомс,тирбәтеү
1124,zudecken::V,вельхтямс,ҡаплау
1125,wecken::V,стя́фтомс,уятыу
1126,wecken::V,съ́ргозьфтемс,уятыу
1127,zeigen::V,няфтемс,күрһәтеү
1128,führen::V,вятемс,етәкләү
1129,lehren::V,тонафтомс,уҡытыу
1130,lehren::V,тонафтомс,өйрәтеү
1131,unterrichten::V,тонафтомс,уҡытыу
1132,aufziehen::V,касфтомс,тәрбиәле
1133,leiten::V,вятемс,етәкләү
1134,leiten::V,вятемс,етәкселек итеү
1135,antreiben::V,вятемс,ашыҡтырыу
1136,lassen::V,кошардомс,мәжбүр итеү
1137,einladen::V,тердемс,саҡырыу
1138,einladen::V,серьгядемс,саҡырыу
1139,vereinigen::V,пуроптомс,берләштереү
1140,vereinigen::V,кочкамс марса,берләштереү
1141,besuchen::V,варжамс,килеп сығыу
1142,treffen::V,васьфтомс,тойоү
1143,treffen::V,васьфтомс,осратыу
1144,treffen::V,васьфтомс,ҡаршылау
1145,sich versammeln::V,кочкавомс,йыйылыу
1146,spielen::V,налхксемс,тартыу
1147,singen::V,морамс,йырлау
1148,tanzen::V,кштимс,бейеү
1149,sich trennen::V,явомс,айырылышыу
1150,verlassen::V,кадондомс,ташлау
1151,verlassen::V,кадондомс,ташлап китеү
1152,retten::V,идемс,ҡотҡарыу
1153,retten::V,араламс,ҡотҡарыу
1154,bewachen::V,ваномс,һаҡлау
1155,schützen::V,а́раламс,һаҡлау
1156,verteidigen::V,а́раламс,яҡлау
1157,sich schlagen::V,тюремс,һуғышыу
1158,schießen::V,ляцемс,атыу
1159,siegen::V,сяськомс,еңеү
1160,ärgern::V,кяжияфтомс,асыуландырыу
1161,schlagen::V,токамс,бәреү
1162,schlagen::V,токамс,туҡмау
1163,treten::V,тапамс,тибеү
1164,treten::V,тапамс,типкеләү
1165,stechen::V,пупамс,сәнсеү
1166,stechen::V,сялгомс,сәнсеү
1167,stoßen::V,тостядемс,этеү
1168,stoßen::V,тостядемс,төртөү
1169,stehlen::V,саламс,урлау
1170,stören::V,шорсемс,ҡамасаулау
1171,belästigen::V,токсамс,бимазалау
1172,belästigen::V,токсамс,ҡамасаулау
1173,belästigen::V,аф кадомс ваймама,бимазалау
1174,belästigen::V,аф кадомс ваймама,ҡамасаулау
1175,verbergen::V,кяшемс,йәшереү
1176,täuschen::V,васькафтомс,ултыртыу
1177,täuschen::V,кяльготнемс,ултыртыу
1178,betrügen::V,васькафнемс,алдау
1179,töten::V,шавомс,үлтереү
1180,töten::V,аде́ламс,үлтереү
1181,wohnen::V,эрямс,йәшәү
1182,arbeiten::V,покодемс,эшләү
1183,sammeln::V,кочкамс,йыйыу
1184,sammeln::V,пу́роптомс,йыйыу
1185,pflücken::V,фатнемс,өҙөү
1186,pflücken::V,нотфнемс,өҙөү
1187,jagen::V,кунда́мс,аулау
1188,fischen::V,калонь кунда́мс,аулау
1189,fassen::V,кунда́мс,тотоу
1190,hüten::V,ваномс,көтөү
1191,treiben::V,панемс,ҡыуыу
1192,anbinden::V,сотомс,бәйләү
1193,füttern::V,трямс,ашатыу
1194,füttern::V,а́ндомс,ашатыу
1195,melken::V,потямс,һауыү
1196,hacken::V,лазондомс,турау
1197,hacken::V,лазондомс,тапау
1198,gießen::V,валомс,ҡойоу
1199,reifen::V,кенеремс,өлғөрөү
1200,zubereiten::V,анокламс,бешереү
1201,kochen::V,пидемс,бешереү
1202,backen::V,пидемс,бешереү
1203,braten::V,пуштомс,ҡурыу
1204,umrühren::V,шорямс,ҡатнаштырыу
1205,stricken::V,кодамс,бәйләү
1206,nähen::V,стамс,тегеү
1207,färben::V,а́рхтомс,буяу
1208,reinigen::V,ва́ткамс,таҙартыу
1209,reinigen::V,а́роптомс,таҙартыу
1210,waschen::V,муськомс,йыуыу
1211,abwischen::V,нардамс,һөртөү
1212,spülen::V,оргалдомс,сайҡау
1213,fegen::V,тяемс,һепереү
1214,kehren::V,тяемс,һепереү
1215,baden::V,э́шелямс,һыу инеү
1216,sich waschen::V,штамс,йыуыныу
1217,ausziehen::V,кайсефтемс,сисеү
1218,anziehen::V,ща́фтомс,кейеү
1219,sich anziehen::V,щамс,кейенеү
1220,kämmen::V,се́ендемс,тарау
1221,schmücken::V,на́ряжамс,биҙәү
1222,schmücken::V,ма́зоптомс,биҙәү
1223,sagen::V,азомс,әйтеү
1224,sagen::V,мярьгомс,әйтеү
1225,sprechen::V,корхтамс,әйтеү
1226,sprechen::V,корхтамс,һөйләшеү
1227,reden::V,корхнемс,һөйләшеү
1228,sich unterhalten::V,корхнемс,әңгәмәләшеү
1229,fragen::V,ки́зефтемс,һорау
1230,bitten::V,а́намс,үтенеү
1231,bitten::V,ве́шемс,үтенеү
1232,erzählen::V,а́зондомс,һөйләү
1233,mitteilen::V,азомс,әйтеү
1234,nennen::V,лемдемс,атау
1235,nennen::V,лемдемс,исемләү
1236,nennen::V,путомс лем,атау
1237,nennen::V,путомс лем,исемләү
1238,rufen::V,серьгядемс,саҡырыу
1239,prahlen::V,шна́фтомс пря́,маҡтаныу
1240,prahlen::V,шна́фтомс пря́,шапырыныу
1241,übersetzen::V,ётафтомс,тәржемә итеү
1242,denken::V,арьсемс,уйлау
1243,glauben::V,кемамс,ышаныу
1244,bemerken::V,ня́емс,күреү
1245,erkennen::V,содамс,таныу
1246,begreifen::V,сатомс,аңлау
1247,verstehen::V,шарьхкодемс,аңлау
1248,lernen::V,тонафнемс,өйрәнеү
1249,wissen::V,со́дамс,белеү
1250,sich erinnern an::V,лятфтамс,хәтергә алыу
1251,vergessen::V,юкстамс,онотоу
1252,messen::V,ункснемс,үлсәү
1253,zählen::V,лу́вомс,һанау
1254,zählen::V,а́рьсемс,һанау
1255,rechnen::V,лувомс,һанау
1256,lesen::V,лувомс,уҡыу
1257,lesen::V,морафтомс,уҡыу
1258,malen::V,рисова́ндамс,һүрәт яһау
1259,malen::V,рисова́ндамс,рәсем төшөрөү
1260,zeichnen::V,рисова́ндамс,һүрәт яһау
1261,zeichnen::V,рисова́ндамс,рәсем төшөрөү
1262,schreiben::V,сёрмадомс,яҙыу
1263,besitzen::V,улемс азоркс,биләү
1264,kaufen::V,рамамс,һатып алыу
1265,verkaufen::V,мимс,һатыу
1266,bezahlen::V,пандомс,түләү
1267,zahlen::V,па́ндомс,түләү
1268,beherrschen::V,азорондамс,биләү
1269,ertragen::V,кирдемс,түҙеү
1270,Netz::N,,ау
