,Concept_ID,uz,br
780,schlafen::V,uxlamoq,kousket
781,aufwachen::V,uyg'onmoq,dihuniñ
782,aufstehen::V,qo'pmoq,sevel
783,sich erholen::V,dam olmoq,diskuizhañ
784,krank werden::V,kasallanmoq,klañviñ
785,krank sein::V,betob yotmoq,bezañ klañv
786,schmerzen::V,og'rimoq,skourjezañ
787,husten::V,yo'talmoq,pasaat
788,husten::V,yo'talmoq,peudal
789,genesen::V,tuzalmoq,pareañ
790,sterben::V,o'lmoq,mervel
791,umkommen::V,halok bo'lmoq,perisañ
792,sich bewegen::V,harakat qilmoq,bouljal
793,sich rühren::V,qimirlamoq,fiñval
794,sich erheben::V,qo'pmoq,sevel
795,sich setzen::V,o'tirmoq,azezañ
796,sich setzen::V,o'tirmoq,mont en e goazez
797,hinfallen::V,yiqilmoq,kouezhañ
798,laufen::V,yurmoq,redek
799,schreiten::V,yurmoq,kerzhet
800,spazierengehen::V,sayr ätmoq,pourmen
801,eilen::V,tezlamoq,hastañ
802,sich beeilen::V,shoshmoq,hastañ
803,sausen::V,chopqillamoq,karzhañ
804,rennen::V,yugurmoq,redek
805,springen::V,sakramoq,lammat
806,klettern::V,yuqorilamoq,krimpat
807,schaukeln::V,irg'amoq,brañsellat
808,kriechen::V,ämaklamoq,skrampañ
809,schwimmen::V,suzmoq,neuial
810,tauchen::V,chu'mmoq,splujañ
811,rudern::V,eshkak eshmoq,roeñvat
812,fahren::V,haydamoq,kas
813,fahren::V,haydamoq,bleniañ
814,fliegen::V,uchmoq,nijal
815,gehen::V,bormoq,mont
816,weggehen::V,ketoq,mont kuit
817,abfahren::V,jo'namoq,mont kuit
818,anhalten::V,to'xtamoq,chom a-sav
819,hineingehen::V,kirmoq,monet e-barzh
820,eintreten::V,kirmoq,monet e-barzh
821,kommen::V,kelmoq,dont
822,ankommen::V,etib kelmoq,erruout
823,zurückkommen::V,qaytib kelmoq,addonet
824,bleiben::V,qolmoq,chom
825,warten::V,poylamoq,gortoz
826,erwarten::V,kutmoq,gortoz
827,suchen::V,izlamoq,klask
828,finden::V,topmoq,kavout
829,versuchen::V,chalishmoq,klask
830,vorbereiten::V,hozirlamoq,aozañ
831,lieben::V,sevmoq,karout
832,mögen::V,ardoqlamoq,karout
833,lachen::V,kulmoq,c'hoarzin
834,rühren::V,ta'sirlantirmoq,tenerañ
835,weinen::V,yig'lamoq,gouelañ
836,schimpfen::V,koyinmoq,krozal
837,sich ärgern::V,g'azab qilmoq,fachañ
838,sich ärgern::V,g'azab qilmoq,en em fachañ
839,sich fürchten::V,hurkmoq,
840,fürchten::V,qo'rqmoq,
841,fliehen::V,qochmoq,tec'het
842,flüchten::V,qochmoq,tuzañ
843,sehen::V,ko'rmoq,gwelet
844,anschauen::V,razm solmoq,sellout ouzh
845,ansehen::V,razm qilmoq,sellout ouzh
846,hören::V,äshitmoq,klevet
847,zuhören::V,tinglamoq,selaou
848,probieren::V,tatib ko'rmoq,blasa
849,riechen::V,iskamoq,klevet
850,fühlen::V,sezmoq,santout
851,scheinen::V,tuyilmoq,diskouez bezañ
852,zu sehen sein::V,ko'rinmoq,bezañ gwelus
853,vernehmen::V,äshitmoq,merzhañ
854,frieren::V,sovuq qotmoq,anoued
855,tun::V,ätmoq,ober
856,können::V,-a olmoq,gouzout
857,können::V,-y olmoq,gouzout
858,wollen::V,istamoq,fellout da
859,wollen::V,istamoq,kaout c'hoant da
860,anfangen::V,boshlamoq,kregiñ
861,beenden::V,bitirmoq,achuiñ
862,aufhören::V,tinmoq,paouez
863,gelingen::V,muvaffaqiyat qozonmoq,
864,geraten::V,bo'lmoq,
865,öffnen::V,ochmoq,digeriñ
866,schließen::V,yopmoq,serriñ
867,stellen::V,qo'ymoq,lakaat
868,setzen::V,o'tqazmoq,lakaat
869,legen::V,yotqizmoq,lakaat
870,berühren::V,tegmoq,touch
871,verbinden::V,ulamoq,eren
872,bedecken::V,bekitmoq,goloiñ
873,aufhängen::V,ildirmoq,istribilhañ
874,anzünden::V,yondirmoq,alumiñ
875,anzünden::V,yondirmoq,c'hwezzañ
876,aufheben::V,ko'tarmoq,dastum
877,zurücklassen::V,ayrilmoq,lezel
878,verlieren::V,yo'qotmoq,koll
879,fallen lassen::V,tushirmoq,laoskel
880,fallen lassen::V,tushirmoq,lezel da gouezhel
881,machen::V,qilmoq,ober
882,herstellen::V,chiqarmoq,fardañ
883,bauen::V,solmoq,sevel
884,reparieren::V,tuzatmoq,adaozañ
885,verbessern::V,isloh qilmoq,gwellaat
886,ändern::V,o'zgartirmoq,cheñch
887,graben::V,qazimoq,kleuzañ
888,beugen::V,bukmoq,plegañ
889,biegen::V,bukmoq,krommañ
890,drehen::V,aylantirmoq,treiñ
891,wenden::V,burmoq,treiñ
892,umdrehen::V,ag'darmoq,treiñ
893,heben::V,yuksaltirmoq,sevel
894,hochheben::V,ko'tarmoq,sevel
895,ergreifen::V,tutamlamoq,kemer
896,halten::V,tutmoq,dalc'hen
897,drücken::V,bosmoq,bountañ
898,schieben::V,surmoq,poulzañ
899,kratzen::V,qashimoq,skrabat
900,lecken::V,mijimoq,lipat
901,beißen::V,tishlamoq,kregiñ
902,abreißen::V,emirmoq,diframmañ
903,abschneiden::V,cho'rt kesmoq,troc'hañ
904,binden::V,bog'lamoq,stagañ
905,stecken::V,suqmoq,sankañ
906,brechen::V,sindirmoq,darnaouiñ
907,klopfen::V,dukurlamoq,skoiñ
908,hauen::V,urmoq,dornañ
909,kleben::V,yopishtirmoq,pegañ
910,reiben::V,surkamoq,taravat
911,reiben::V,surkamoq,trekiñ
912,streichen::V,surkamoq,toazañ
913,schleifen::V,qayramoq,lemmañ
914,schneiden::V,kesmoq,troc'hañ
915,rütteln::V,chayqamoq,tordorosañ
916,schütteln::V,chayqamoq,hejañ
917,schwenken::V,chayqatmoq,
918,schütten::V,quymoq,diskargañ
919,füllen::V,to'ldirmoq,kargañ
920,einwickeln::V,chulg'amoq,gronnañ
921,tragen::V,tashimoq,dougen
922,schleppen::V,sudramoq,stlejal
923,ziehen::V,tortmoq,sachañ
924,aufbewahren::V,tutmoq,miret
925,werfen::V,tashlamoq,teuler
926,fangen::V,tutmoq,tapañ
927,packen::V,opqochmoq,krapat
928,verstecken::V,yashirmoq,kuzhat
929,teilen::V,bo'lmoq,rannañ
930,schicken::V,yubormoq,kas
931,bringen::V,keltirmoq,degas
932,hinzufügen::V,tirkamoq,lakat ouzhpenn
933,bekommen::V,olmoq,kaout
934,erhalten::V,olmoq,kaout
935,nehmen::V,olmoq,kemer
936,wählen::V,saylamoq,choaz
937,auswählen::V,saylamoq,dibab
938,bewahren::V,saqlamoq,mirout
939,behindern::V,xalal bermoq,diaezañ
940,verderben::V,xazon qilmoq,lovrañ
941,beschädigen::V,buzmoq,gwallegañ
942,zerbrechen::V,sindirmoq,torriñ
943,zerreißen::V,yirtmoq,diroegiñ
944,zerstören::V,vayron qilmoq,distrujañ
945,verbrennen::V,kuydirmoq,deviñ
946,geben::V,bermoq,reiñ
947,reichen::V,bermoq,
948,schenken::V,sovg'a qilmoq,donezonañ
949,versprechen::V,va'da bermoq,prometiñ
950,wünschen::V,orziqmoq,hetiñ
951,loben::V,maqtamoq,feurmiñ
952,küssen::V,o'pmoq,pokat
953,wiegen::V,tebratmoq,pouezañ
954,zudecken::V,yopmoq,goloiñ
955,wecken::V,uyg'otmoq,dihuniñ
956,zeigen::V,ko'rsatmoq,diskouez
957,führen::V,boshlik bo'lmoq,kas
958,lehren::V,o'rgatmoq,deskiñ
959,unterrichten::V,dars bermoq,kelenn
960,aufziehen::V,o'stirmoq,
961,leiten::V,boshqarmoq,bleinañ
962,antreiben::V,shoshiltirmoq,poulzañ
963,lassen::V,ruxsat bermoq,leuskel
964,einladen::V,taklif kilmoq,pediñ
965,vereinigen::V,qo'shmoq,unisañ
966,besuchen::V,mehmonga bormoq,gweladenniñ
967,treffen::V,duchor bo'lmoq,kejal
968,treffen::V,duchor bo'lmoq,ankontrañ
969,sich versammeln::V,to'planmoq,bodennañ
970,spielen::V,o'ynamoq,c'hoari
971,singen::V,yalla qilmoq,kanañ
972,tanzen::V,raqs qilmoq,dañsal
973,sich trennen::V,yakkalanmoq,dispartiañ
974,verlassen::V,qoldirmoq,lezel
975,retten::V,qutqazmoq,saveteiñ
976,bewachen::V,qo'rimoq,mesa
977,schützen::V,yoniga olmoq,diwall
978,verteidigen::V,yoqlamoq,difenn
979,sich schlagen::V,yoqalashmoq,lopañ
980,schießen::V,otmoq,
981,siegen::V,engmoq,trec'hiñ
982,ärgern::V,jahl chiqarmoq,hegasiñ
983,schlagen::V,urmoq,skeiñ
984,treten::V,tepmoq,botaouiñ
985,stechen::V,qadamoq,pikat
986,stoßen::V,turtmoq,stokañ
987,stehlen::V,o'g'rilamoq,laerezh
988,stören::V,tebratmoq,direnkañ
989,belästigen::V,g'ashini keltirmoq,dregasiñ
990,verbergen::V,berkitmoq,skoachañ
991,täuschen::V,aldamoq,tromplañ
992,betrügen::V,tirriq qilmoq,lorbañ
993,töten::V,o'ldirmoq,lazhañ
994,wohnen::V,istiqomat qilmoq,bezañ o chom
995,arbeiten::V,ishlamoq,labourat
996,sammeln::V,yig'moq,dastum
997,pflücken::V,termoq,kuntuilhañ
998,jagen::V,ov qilmoq,chaseal
999,fischen::V,baliq ovlamoq,pesketa
1000,fassen::V,ilinmoq,pakañ
1001,hüten::V,boqtirmoq,geota
1002,treiben::V,haydamoq,
1003,anbinden::V,bog'lamoq,stagañ
1004,füttern::V,edirmoq,boueta
1005,melken::V,sog'moq,goro
1006,hacken::V,chopmoq,difrakal
1007,gießen::V,oqizmoq,dourañ
1008,reifen::V,qizarmoq,azviñ
1009,zubereiten::V,pishirmoq,keginañ
1010,kochen::V,qaynatmoq,poazhañ
1011,backen::V,yopmoq,fritañ
1012,braten::V,qovurmoq,rostañ
1013,umrühren::V,atalamoq,
1014,stricken::V,to'qimoq,stammañ
1015,nähen::V,tikmoq,gwriat
1016,färben::V,bo'yoqlamoq,livañ
1017,reinigen::V,tozalamoq,naetañ
1018,waschen::V,yuvmoq,gwalc'hiñ
1019,abwischen::V,surkamoq,torchañ
1020,spülen::V,chaymoq,disgwalc'hiñ
1021,fegen::V,cho'tkalamoq,skubañ
1022,kehren::V,supurmoq,skubañ
1023,baden::V,cho'milmoq,kouronkañ
1024,sich waschen::V,yuvinmoq,en em walc'hiñ
1025,ausziehen::V,echintirmoq,
1026,anziehen::V,kiymoq,
1027,sich anziehen::V,kiyinmoq,gwiskañ
1028,kämmen::V,taramoq,kribat
1029,schmücken::V,yasatmoq,kinklañ
1030,sagen::V,aytmoq,larêt
1031,sagen::V,aytmoq,lavaret
1032,sprechen::V,so'zlamoq,komz
1033,reden::V,gapirmoq,kaozeal
1034,sich unterhalten::V,suhbatlashmoq,balbotal
1035,fragen::V,so'ramoq,goulenn
1036,bitten::V,iltimos qilmoq,goulenn
1037,erzählen::V,aytib bermoq,kontañ
1038,mitteilen::V,bildirmoq,kemenn
1039,nennen::V,atamoq,anviñ
1040,rufen::V,chaqirmoq,gelver
1041,prahlen::V,gerdaymoq,fougeal
1042,übersetzen::V,tarjima qilmoq,treiñ
1043,denken::V,o'ylamoq,soñjal
1044,glauben::V,ishonmoq,krediñ
1045,bemerken::V,payqamoq,apresevañ
1046,erkennen::V,tanimoq,anavout
1047,begreifen::V,tushunmoq,meizañ
1048,verstehen::V,anglamoq,kompren
1049,lernen::V,o'qimoq,deskiñ
1050,wissen::V,bilmoq,gouzout
1051,sich erinnern an::V,äsni tanimoq,kaout soñj e
1052,vergessen::V,unutmoq,ankouaat
1053,messen::V,o'lchamoq,muzuliañ
1054,zählen::V,raqamlamoq,kontañ
1055,rechnen::V,cho'tlamoq,jedañ
1056,lesen::V,o'qimoq,lenn
1057,malen::V,rasm solmoq,livañ
1058,zeichnen::V,chizmoq,tresañ
1059,schreiben::V,yozmoq,skrivañ
1060,besitzen::V,ägalamoq,kaout
1061,kaufen::V,olmoq,prenañ
1062,verkaufen::V,sotmoq,gwerzhañ
1063,bezahlen::V,to'lamoq,paeañ
1064,zahlen::V,to'lamoq,paeañ
1065,beherrschen::V,ägalamoq,mestroniañ
1066,ertragen::V,chidamoq,anduriñ
