,Concept_ID,se,tr
2034,Ruhe::N,ráfi,sakinlik
2035,Ruhe::N,máššu,sakinlik
2036,Ruhe::N,vuo'iŋâstus,sakinlik
2037,Ruhe::N,ráávhu,sakinlik
2038,Ruhe::N,rääuh,sakinlik
2039,Ruhe::N,vuâŋŋmõš,sakinlik
2040,Ruhe::N,юэв,sakinlik
2041,Ruhe::N,вуэӈӈмушш,sakinlik
2042,Leute::N,aalmoge,halk
2043,Leute::N,aalmoge,insanlar
2044,Leute::N,ulmutja,halk
2045,Leute::N,ulmutja,insanlar
2046,Leute::N,álbmot,halk
2047,Leute::N,álbmot,insanlar
2048,Leute::N,viehâ,halk
2049,Leute::N,viehâ,insanlar
2050,Leute::N,aalmi,halk
2051,Leute::N,aalmi,insanlar
2052,Leute::N,о̄ллмэ,halk
2053,Leute::N,о̄ллмэ,insanlar
2054,Volk::N,aalmoge,ulus
2055,Volk::N,aalmoge,millet
2056,Volk::N,álmmuk,ulus
2057,Volk::N,álmmuk,millet
2058,Volk::N,fuolkke,ulus
2059,Volk::N,fuolkke,millet
2060,Volk::N,álbmot,ulus
2061,Volk::N,álbmot,millet
2062,Volk::N,aalmug,ulus
2063,Volk::N,aalmug,millet
2064,Volk::N,aalmi,ulus
2065,Volk::N,aalmi,millet
2066,Volk::N,нарэдт,ulus
2067,Volk::N,нарэдт,millet
2068,Arbeit::N,barkoe,iş
2069,Arbeit::N,barkoe,çalışma
2070,Arbeit::N,barggo,iş
2071,Arbeit::N,barggo,çalışma
2072,Arbeit::N,rahtjam,iş
2073,Arbeit::N,rahtjam,çalışma
2074,Arbeit::N,bargu,iş
2075,Arbeit::N,bargu,çalışma
2076,Arbeit::N,pargo,iş
2077,Arbeit::N,pargo,çalışma
2078,Arbeit::N,tyej̣i,iş
2079,Arbeit::N,tyej̣i,çalışma
2080,Arbeit::N,likk,iş
2081,Arbeit::N,likk,çalışma
2082,Arbeit::N,tue´jj,iş
2083,Arbeit::N,tue´jj,çalışma
2084,Arbeit::N,лыххк,iş
2085,Arbeit::N,лыххк,çalışma
2086,Gast::N,guessie,konuk
2087,Gast::N,guessie,misafir
2088,Gast::N,guosse,konuk
2089,Gast::N,guosse,misafir
2090,Gast::N,guossi,konuk
2091,Gast::N,guossi,misafir
2092,Gast::N,kyes'si,konuk
2093,Gast::N,kyes'si,misafir
2094,Gast::N,kue´s's,konuk
2095,Gast::N,kue´s's,misafir
2096,Gast::N,кӯссь,konuk
2097,Gast::N,кӯссь,misafir
2098,Geschenk::N,daevere,hediye
2099,Geschenk::N,daevere,armağan
2100,Geschenk::N,sjielege,hediye
2101,Geschenk::N,sjielege,armağan
2102,Geschenk::N,vadda,hediye
2103,Geschenk::N,vadda,armağan
2104,Geschenk::N,vattáldahka,hediye
2105,Geschenk::N,vattáldahka,armağan
2106,Geschenk::N,skeaŋka,hediye
2107,Geschenk::N,skeaŋka,armağan
2108,Geschenk::N,adaldâh,hediye
2109,Geschenk::N,adaldâh,armağan
2110,Geschenk::N,sǩiâŋkk,hediye
2111,Geschenk::N,sǩiâŋkk,armağan
2112,Geschenk::N,тӯмаш,hediye
2113,Geschenk::N,тӯмаш,armağan
2114,Spiel::N,spïele,oyun
2115,Spiel::N,stååkedimmie,oyun
2116,Spiel::N,spella,oyun
2117,Spiel::N,stoagos,oyun
2118,Spiel::N,speallu,oyun
2119,Spiel::N,leikkâ,oyun
2120,Spiel::N,siõrr,oyun
2121,Spiel::N,сӣрр,oyun
2122,Gesellschaft::N,sïelte,çevre
2123,Gesellschaft::N,sïelte,arkadaşlık
2124,Gesellschaft::N,rádnastallam,çevre
2125,Gesellschaft::N,rádnastallam,arkadaşlık
2126,Gesellschaft::N,searvi,çevre
2127,Gesellschaft::N,searvi,arkadaşlık
2128,Gesellschaft::N,servi,çevre
2129,Gesellschaft::N,servi,arkadaşlık
2130,Gesellschaft::N,seä´brr,çevre
2131,Gesellschaft::N,seä´brr,arkadaşlık
2132,Gesellschaft::N,се̄ббр,çevre
2133,Gesellschaft::N,се̄ббр,arkadaşlık
2134,Hilfe::N,viehkie,yardım
2135,Hilfe::N,viehkke,yardım
2136,Hilfe::N,veahkki,yardım
2137,Hilfe::N,iše,yardım
2138,Hilfe::N,veä´ǩ'ǩ,yardım
2139,Hilfe::N,ве̄ххьк,yardım
2140,Freund::N,voelpe,dost
2141,Freund::N,voelpe,arkadaş
2142,Freund::N,ráddna,dost
2143,Freund::N,ráddna,arkadaş
2144,Freund::N,venak,dost
2145,Freund::N,venak,arkadaş
2146,Freund::N,ustit,dost
2147,Freund::N,ustit,arkadaş
2148,Freund::N,verdde,dost
2149,Freund::N,verdde,arkadaş
2150,Freund::N,veerdi,dost
2151,Freund::N,veerdi,arkadaş
2152,Freund::N,na´zvan,dost
2153,Freund::N,na´zvan,arkadaş
2154,Freund::N,ка̄ннҌц,dost
2155,Freund::N,ка̄ннҌц,arkadaş
2156,Kamerad::N,guejmie,arkadaş
2157,Kamerad::N,ráddna,arkadaş
2158,Kamerad::N,guojmme,arkadaş
2159,Kamerad::N,guoibmi,arkadaş
2160,Kamerad::N,kyei'mi,arkadaş
2161,Kamerad::N,taaurõš,arkadaş
2162,Kamerad::N,то̄а̄врэшш,arkadaş
2163,Angelegenheit::N,aate,iş
2164,Angelegenheit::N,aate,husus
2165,Angelegenheit::N,saake,iş
2166,Angelegenheit::N,saake,husus
2167,Angelegenheit::N,ássje,iş
2168,Angelegenheit::N,ássje,husus
2169,Angelegenheit::N,ášši,iş
2170,Angelegenheit::N,ášši,husus
2171,Angelegenheit::N,äšši,iş
2172,Angelegenheit::N,äšši,husus
2173,Angelegenheit::N,ä´šš,iş
2174,Angelegenheit::N,ä´šš,husus
2175,Angelegenheit::N,тӯйй,iş
2176,Angelegenheit::N,тӯйй,husus
2177,Anzahl::N,taale,sayı
2178,Anzahl::N,låhkoe,sayı
2179,Anzahl::N,låhko,sayı
2180,Anzahl::N,mierre,sayı
2181,Anzahl::N,mearri,sayı
2182,Anzahl::N,lohkomearra,sayı
2183,Anzahl::N,meeṛi,sayı
2184,Anzahl::N,mie´rr,sayı
2185,Anzahl::N,чӣссел,sayı
2186,Art::N,aarhte,çeşit
2187,Art::N,sládja,çeşit
2188,Art::N,tjærdda,çeşit
2189,Art::N,čearda,çeşit
2190,Art::N,šlaaj̣â,çeşit
2191,Art::N,nää´ll,çeşit
2192,Art::N,на̄лль,çeşit
2193,Stück::N,bæhta,tane
2194,Stück::N,bæhta,parça
2195,Stück::N,biehkie,tane
2196,Stück::N,biehkie,parça
2197,Stück::N,biehkke,tane
2198,Stück::N,biehkke,parça
2199,Stück::N,bihttá,tane
2200,Stück::N,bihttá,parça
2201,Stück::N,pittá,tane
2202,Stück::N,pittá,parça
2203,Stück::N,káppálâh,tane
2204,Stück::N,káppálâh,parça
2205,Stück::N,ku´sǩǩ,tane
2206,Stück::N,ku´sǩǩ,parça
2207,Stück::N,кусськ,tane
2208,Stück::N,кусськ,parça
2209,Teil::N,stuhtje,kısım
2210,Teil::N,oasse,kısım
2211,Teil::N,bielle,kısım
2212,Teil::N,guovllo,kısım
2213,Teil::N,oassi,kısım
2214,Teil::N,bihttá,kısım
2215,Teil::N,uási,kısım
2216,Teil::N,vuâ´ss,kısım
2217,Teil::N,pie´ǩ'ǩ,kısım
2218,Teil::N,кусськ,kısım
2219,Hälfte::N,lehkie,yarı
2220,Hälfte::N,lahkke,yarı
2221,Hälfte::N,bealli,yarı
2222,Hälfte::N,peeḷi,yarı
2223,Hälfte::N,lâ´ǩǩ,yarı
2224,Hälfte::N,pie´ll,yarı
2225,Hälfte::N,пе̄лль,yarı
2226,Kreis::N,rïngke,daire
2227,Kreis::N,gievlle,daire
2228,Kreis::N,gierdu,daire
2229,Kreis::N,riggee,daire
2230,Kreis::N,kruugg,daire
2231,Kreis::N,круг,daire
2232,Kreuz::N,kroesse,haç
2233,Kreuz::N,ruossa,haç
2234,Kreuz::N,rista,haç
2235,Kreuz::N,ristâ,haç
2236,Kreuz::N,ristt,haç
2237,Kreuz::N,рысст,haç
2238,Linie::N,sïeve,hat
2239,Linie::N,sïeve,çizgi
2240,Linie::N,linnja,hat
2241,Linie::N,linnja,çizgi
2242,Linie::N,linjá,hat
2243,Linie::N,linjá,çizgi
2244,Linie::N,linnjá,hat
2245,Linie::N,linnjá,çizgi
2246,Linie::N,njuálgus,hat
2247,Linie::N,njuálgus,çizgi
2248,Linie::N,certldõk,hat
2249,Linie::N,certldõk,çizgi
2250,Linie::N,це̄кесь,hat
2251,Linie::N,це̄кесь,çizgi
2252,Strich::N,sïeve,çizgi
2253,Strich::N,sáhtso,çizgi
2254,Strich::N,sárggis,çizgi
2255,Strich::N,čálástâh,çizgi
2256,Strich::N,certldõk,çizgi
2257,Strich::N,ця̄кас,çizgi
2258,Strich::N,це̄кесь,çizgi
2259,Abstand::N,gåhkoe,aralık
2260,Abstand::N,gåhkaldahke,aralık
2261,Abstand::N,lahka,aralık
2262,Abstand::N,gasska,aralık
2263,Abstand::N,gaska,aralık
2264,Abstand::N,koskâ,aralık
2265,Abstand::N,kõskk,aralık
2266,Abstand::N,кэ̄сск,aralık
2267,Entfernung::N,gåhkoe,mesafe
2268,Entfernung::N,gåhkoe,uzaklık
2269,Entfernung::N,gåhkaldahke,mesafe
2270,Entfernung::N,gåhkaldahke,uzaklık
2271,Entfernung::N,gasska,mesafe
2272,Entfernung::N,gasska,uzaklık
2273,Entfernung::N,mælggat,mesafe
2274,Entfernung::N,mælggat,uzaklık
2275,Entfernung::N,gaska,mesafe
2276,Entfernung::N,gaska,uzaklık
2277,Entfernung::N,mátkegaska,mesafe
2278,Entfernung::N,mátkegaska,uzaklık
2279,Entfernung::N,koskâ,mesafe
2280,Entfernung::N,koskâ,uzaklık
2281,Entfernung::N,kõskk,mesafe
2282,Entfernung::N,kõskk,uzaklık
2283,Entfernung::N,jäämkõskk,mesafe
2284,Entfernung::N,jäämkõskk,uzaklık
2285,Entfernung::N,кэ̄сск,mesafe
2286,Entfernung::N,кэ̄сск,uzaklık
2287,Gegend::N,haerie,yöre
2288,Gegend::N,guovvlo,yöre
2289,Gegend::N,bájkke,yöre
2290,Gegend::N,guovlu,yöre
2291,Gegend::N,duovdda,yöre
2292,Gegend::N,kuáv'lu,yöre
2293,Gegend::N,vu´vdd,yöre
2294,Gegend::N,па̄йхьк,yöre
2295,Platz::N,sijjie,yer
2296,Platz::N,sadje,yer
2297,Platz::N,sadji,yer
2298,Platz::N,tááḷu,yer
2299,Platz::N,tääll,yer
2300,Platz::N,сайй,yer
2301,Ort::N,sijjie,yer
2302,Ort::N,bájkke,yer
2303,Ort::N,sadje,yer
2304,Ort::N,báiki,yer
2305,Ort::N,päikki,yer
2306,Ort::N,pâi´ǩǩ,yer
2307,Ort::N,сайй,yer
2308,Ort::N,па̄йхьк,yer
2309,Seite::N,bielie,yan
2310,Seite::N,bielie,taraf
2311,Seite::N,sijddo,yan
2312,Seite::N,sijddo,taraf
2313,Seite::N,bealli,yan
2314,Seite::N,bealli,taraf
2315,Seite::N,ertti,yan
2316,Seite::N,ertti,taraf
2317,Seite::N,jeä´rtt,yan
2318,Seite::N,jeä´rtt,taraf
2319,Seite::N,пе̄лль,yan
2320,Seite::N,пе̄лль,taraf
2321,Seite::N,е̄ммьне,yan
2322,Seite::N,е̄ммьне,taraf
2323,Mitte::N,gaske,orta
2324,Mitte::N,gaske,merkez
2325,Mitte::N,jarnge,orta
2326,Mitte::N,jarnge,merkez
2327,Mitte::N,gasska,orta
2328,Mitte::N,gasska,merkez
2329,Mitte::N,guovddaš,orta
2330,Mitte::N,guovddaš,merkez
2331,Mitte::N,gaskamuddu,orta
2332,Mitte::N,gaskamuddu,merkez
2333,Mitte::N,koskâ,orta
2334,Mitte::N,koskâ,merkez
2335,Mitte::N,kõskk,orta
2336,Mitte::N,kõskk,merkez
2337,Mitte::N,кэ̄сск,orta
2338,Mitte::N,кэ̄сск,merkez
2339,Gegenstand::N,daevere,şey
2340,Gegenstand::N,oabme,şey
2341,Gegenstand::N,gávnne,şey
2342,Gegenstand::N,bierggas,şey
2343,Gegenstand::N,ettâ,şey
2344,Gegenstand::N,kápulâh,şey
2345,Gegenstand::N,käu´nn,şey
2346,Gegenstand::N,ка̄ввьн,şey
2347,Sache::N,aate,iş
2348,Sache::N,aate,şey
2349,Sache::N,saake,iş
2350,Sache::N,saake,şey
2351,Sache::N,ássje,iş
2352,Sache::N,ássje,şey
2353,Sache::N,ášši,iş
2354,Sache::N,ášši,şey
2355,Sache::N,äšši,iş
2356,Sache::N,äšši,şey
2357,Sache::N,ä´šš,iş
2358,Sache::N,ä´šš,şey
2359,Sache::N,ве̄шш,iş
2360,Sache::N,ве̄шш,şey
2361,Rand::N,raedtie,kenar
2362,Rand::N,rabdda,kenar
2363,Rand::N,ravda,kenar
2364,Rand::N,robdâ,kenar
2365,Rand::N,čårr,kenar
2366,Rand::N,ruõbdd,kenar
2367,Rand::N,рӯммт,kenar
2368,Rand::N,ре̄ввьн,kenar
2369,Kante::N,raedtie,kenar
2370,Kante::N,rabdda,kenar
2371,Kante::N,ravda,kenar
2372,Kante::N,robdâ,kenar
2373,Kante::N,å´rdd,kenar
2374,Kante::N,ruõbdd,kenar
2375,Kante::N,рӯммт,kenar
2376,Kante::N,ре̄ввьн,kenar
2377,Ecke::N,roene,köşe
2378,Ecke::N,kråane,köşe
2379,Ecke::N,náhpo,köşe
2380,Ecke::N,nusske,köşe
2381,Ecke::N,nurki,köşe
2382,Ecke::N,čiehka,köşe
2383,Ecke::N,čiehâ,köşe
2384,Ecke::N,čiõkk,köşe
2385,Ecke::N,suåp'p,köşe
2386,Ecke::N,уггл,köşe
2387,Spitze::N,gietjie,uç
2388,Spitze::N,gietjie,baş
2389,Spitze::N,snjuhtje,uç
2390,Spitze::N,snjuhtje,baş
2391,Spitze::N,gihttje,uç
2392,Spitze::N,gihttje,baş
2393,Spitze::N,geahči,uç
2394,Spitze::N,geahči,baş
2395,Spitze::N,picci,uç
2396,Spitze::N,picci,baş
2397,Spitze::N,keeči,uç
2398,Spitze::N,keeči,baş
2399,Spitze::N,ǩie´čč,uç
2400,Spitze::N,ǩie´čč,baş
2401,Spitze::N,кя̄женч,uç
2402,Spitze::N,кя̄женч,baş
2403,Ende::N,gietjie,uç
2404,Ende::N,giehtje,uç
2405,Ende::N,geahči,uç
2406,Ende::N,keeči,uç
2407,Ende::N,puäš'š,uç
2408,Ende::N,ке̄джь,uç
2409,Loch::N,raejkie,oyuk
2410,Loch::N,raejkie,delik
2411,Loch::N,rájgge,oyuk
2412,Loch::N,rájgge,delik
2413,Loch::N,ráigi,oyuk
2414,Loch::N,ráigi,delik
2415,Loch::N,räigi,oyuk
2416,Loch::N,räigi,delik
2417,Loch::N,loikk,oyuk
2418,Loch::N,loikk,delik
2419,Loch::N,râi´ǧǧ,oyuk
2420,Loch::N,râi´ǧǧ,delik
2421,Loch::N,ра̄ййк,oyuk
2422,Loch::N,ра̄ййк,delik
2423,Winkel::N,skaavhte,köşe
2424,Winkel::N,tjiehka,köşe
2425,Winkel::N,soahppa,köşe
2426,Winkel::N,čiehka,köşe
2427,Winkel::N,sogge,köşe
2428,Winkel::N,suåp'p,köşe
2429,Winkel::N,уггл,köşe
2430,Muster::N,goere,örnek
2431,Muster::N,girjja,örnek
2432,Muster::N,girjjit,örnek
2433,Muster::N,kovos,örnek
2434,Muster::N,кыррьй,örnek
2435,Muster::N,кырьйнесс,örnek
2436,Größe::N,ståaroe,büyüklük
2437,Größe::N,stuorrudahka,büyüklük
2438,Größe::N,stūrrodat,büyüklük
2439,Größe::N,mahtodat,büyüklük
2440,Größe::N,allodat,büyüklük
2441,Größe::N,stuá'ṛudâh,büyüklük
2442,Größe::N,роаӈӈьк,büyüklük
2443,Länge::N,gåhkoe,uzunluk
2444,Länge::N,guhkkudahka,uzunluk
2445,Länge::N,guhkkodat,uzunluk
2446,Länge::N,kukkodâh,uzunluk
2447,Länge::N,õllâdvuõtt,uzunluk
2448,Länge::N,куххьквӯдт,uzunluk
2449,Höhe::N,jalloe,yükseklik
2450,Höhe::N,jalladahke,yükseklik
2451,Höhe::N,alludahka,yükseklik
2452,Höhe::N,allatvuohta,yükseklik
2453,Höhe::N,allodat,yükseklik
2454,Höhe::N,aḷodâh,yükseklik
2455,Höhe::N,âlladvuõtt,yükseklik
2456,Höhe::N,э̄ллвӯдт,yükseklik
2457,Gewicht::N,leavloe,ağırlık
2458,Gewicht::N,dædda,ağırlık
2459,Gewicht::N,låssudahka,ağırlık
2460,Gewicht::N,deaddu,ağırlık
2461,Gewicht::N,tiäd'du,ağırlık
2462,Gewicht::N,teäd'd,ağırlık
2463,Gewicht::N,тя̄ннт,ağırlık
2464,Gewicht::N,вӣссь,ağırlık
2465,Menge::N,mierie,miktar
2466,Menge::N,ållo,miktar
2467,Menge::N,mearri,miktar
2468,Menge::N,doahkki,miktar
2469,Menge::N,meeṛi,miktar
2470,Menge::N,tukk,miktar
2471,Menge::N,mie´rr,miktar
2472,Menge::N,туххк,miktar
2473,Menge::N,ла̄ннҍт,miktar
2474,Haufen::N,deava,küme
2475,Haufen::N,deava,yığın
2476,Haufen::N,håevkie,küme
2477,Haufen::N,håevkie,yığın
2478,Haufen::N,hårre,küme
2479,Haufen::N,hårre,yığın
2480,Haufen::N,látna,küme
2481,Haufen::N,látna,yığın
2482,Haufen::N,laaṇâ,küme
2483,Haufen::N,laaṇâ,yığın
2484,Haufen::N,laađđ,küme
2485,Haufen::N,laađđ,yığın
2486,Haufen::N,поанн,küme
2487,Haufen::N,поанн,yığın
2488,Reihe::N,raajroe,sıra
2489,Reihe::N,rájddo,sıra
2490,Reihe::N,gurgadas,sıra
2491,Reihe::N,kuáḷus,sıra
2492,Reihe::N,riâd'd,sıra
2493,Reihe::N,по̄ллт,sıra
2494,Boot::N,vïnhtse,kayık
2495,Boot::N,vïnhtse,sandal
2496,Boot::N,vanás,kayık
2497,Boot::N,vanás,sandal
2498,Boot::N,vanntsa,kayık
2499,Boot::N,vanntsa,sandal
2500,Boot::N,fanas,kayık
2501,Boot::N,fanas,sandal
2502,Boot::N,voonâs,kayık
2503,Boot::N,voonâs,sandal
2504,Boot::N,käärbis,kayık
2505,Boot::N,käärbis,sandal
2506,Boot::N,võõnâs,kayık
2507,Boot::N,võõnâs,sandal
2508,Boot::N,вэнс,kayık
2509,Boot::N,вэнс,sandal
2510,Ruder::N,aajroe,kürek
2511,Ruder::N,ájrro,kürek
2512,Ruder::N,áiru,kürek
2513,Ruder::N,áiru,kürek
2514,Ruder::N,äirr,kürek
2515,Ruder::N,а̄ррьй,kürek
2516,Schlitten::N,slærra,kızak
2517,Schlitten::N,tjïelhke,kızak
2518,Schlitten::N,gieris,kızak
2519,Schlitten::N,tjielkká,kızak
2520,Schlitten::N,gielká,kızak
2521,Schlitten::N,kiäl'kká,kızak
2522,Schlitten::N,saan,kızak
2523,Schlitten::N,ǩeâlkk,kızak
2524,Schlitten::N,со̄а̄н,kızak
2525,Ski::N,treavka,kayak
2526,Ski::N,sabek,kayak
2527,Ski::N,sabet,kayak
2528,Ski::N,saaveeh,kayak
2529,Ski::N,koolâs,kayak
2530,Ski::N,коаллас,kayak
2531,Ski::N,са̄вехь,kayak
2532,Lagerfeuer::N,dålle,kamp ateşi
2533,Lagerfeuer::N,sajijdållå,kamp ateşi
2534,Lagerfeuer::N,dolla,kamp ateşi
2535,Lagerfeuer::N,tullâ,kamp ateşi
2536,Lagerfeuer::N,toll,kamp ateşi
2537,Lagerfeuer::N,то̄лл,kamp ateşi
2538,Last::N,maajsoe,yük
2539,Last::N,noade,yük
2540,Last::N,guorbmi,yük
2541,Last::N,kye'rmi,yük
2542,Last::N,nue´đđ,yük
2543,Last::N,kue´rmm,yük
2544,Last::N,нуэдът,yük
2545,Gang::N,vaedtseme,gidiş
2546,Gang::N,vaedtseme,yürüyüş
2547,Gang::N,mannulahka,gidiş
2548,Gang::N,mannulahka,yürüyüş
2549,Gang::N,johtu,gidiş
2550,Gang::N,johtu,yürüyüş
2551,Gang::N,jotteem,gidiş
2552,Gang::N,jotteem,yürüyüş
2553,Gang::N,joto,gidiş
2554,Gang::N,joto,yürüyüş
2555,Gang::N,jäl'lmõš,gidiş
2556,Gang::N,jäl'lmõš,yürüyüş
2557,Gang::N,ёадтмушш,gidiş
2558,Gang::N,ёадтмушш,yürüyüş
2559,Gang::N,ёадтҌмушш,gidiş
2560,Gang::N,ёадтҌмушш,yürüyüş
2561,Schritt::N,sïlle,adım
2562,Schritt::N,lávkke,adım
2563,Schritt::N,lávki,adım
2564,Schritt::N,lävkki,adım
2565,Schritt::N,läu´ǩǩ,adım
2566,Schritt::N,ла̄ффьк,adım
2567,Norden::N,noerhte,kuzey
2568,Norden::N,nuortta,kuzey
2569,Norden::N,davvi,kuzey
2570,Norden::N,taṿe,kuzey
2571,Norden::N,tâ´vv,kuzey
2572,Norden::N,таввял,kuzey
2573,Süden::N,åarjel,güney
2574,Süden::N,oarjje,güney
2575,Süden::N,lulli,güney
2576,Süden::N,mäddi,güney
2577,Süden::N,kesipieg'gâ,güney
2578,Süden::N,saujj,güney
2579,Süden::N,со̄а̄ййв,güney
2580,Westen::N,jillie,batı
2581,Westen::N,alle,batı
2582,Westen::N,oarji,batı
2583,Westen::N,uár'ji,batı
2584,Westen::N,viõstâr,batı
2585,Westen::N,вуэрьял,batı
2586,Osten::N,luvlie,doğu
2587,Osten::N,lulle,doğu
2588,Osten::N,nuorta,doğu
2589,Osten::N,nuor'ttâ,doğu
2590,Osten::N,nuõrti,doğu
2591,Osten::N,нуҏҏьт,doğu
2592,Holz::N,moere,ağaç
2593,Holz::N,moere,tahta
2594,Holz::N,muorra,ağaç
2595,Holz::N,muorra,tahta
2596,Holz::N,muorra,ağaç
2597,Holz::N,muorra,tahta
2598,Holz::N,muoṛâ,ağaç
2599,Holz::N,muoṛâ,tahta
2600,Holz::N,muõrr,ağaç
2601,Holz::N,muõrr,tahta
2602,Holz::N,мӯрр,ağaç
2603,Holz::N,мӯрр,tahta
2604,Brett::N,fealloe,tahta
2605,Brett::N,fiello,tahta
2606,Brett::N,lávdi,tahta
2607,Brett::N,lyev'di,tahta
2608,Brett::N,lu´vdd,tahta
2609,Brett::N,лаййт,tahta
2610,Platte::N,spaagkoe,levha
2611,Platte::N,skierro,levha
2612,Platte::N,skearru,levha
2613,Platte::N,ráptu,levha
2614,Platte::N,ка̄ррьт,levha
2615,Stütze::N,dovtege,dayak
2616,Stütze::N,dovtege,destek
2617,Stütze::N,dåarjege,dayak
2618,Stütze::N,dåarjege,destek
2619,Stütze::N,tsagge,dayak
2620,Stütze::N,tsagge,destek
2621,Stütze::N,nihta,dayak
2622,Stütze::N,nihta,destek
2623,Stütze::N,duvdda,dayak
2624,Stütze::N,duvdda,destek
2625,Stütze::N,caggi,dayak
2626,Stütze::N,caggi,destek
2627,Stütze::N,cagge,dayak
2628,Stütze::N,cagge,destek
2629,Stütze::N,cõgldõk,dayak
2630,Stütze::N,cõgldõk,destek
2631,Stütze::N,стуэлльп,dayak
2632,Stütze::N,стуэлльп,destek
2633,Stange::N,staavra,çubuk
2634,Stange::N,stággo,çubuk
2635,Stange::N,hålggå,çubuk
2636,Stange::N,stávrá,çubuk
2637,Stange::N,stággu,çubuk
2638,Stange::N,čuálgui,çubuk
2639,Stange::N,kaŋgg,çubuk
2640,Stange::N,кэ̄ллт,çubuk
2641,Stange::N,пе̄лльк,çubuk
2642,Stock::N,galte,sopa
2643,Stock::N,galte,değnek
2644,Stock::N,klåbpoe,sopa
2645,Stock::N,klåbpoe,değnek
2646,Stock::N,soabbe,sopa
2647,Stock::N,soabbe,değnek
2648,Stock::N,soabbi,sopa
2649,Stock::N,soabbi,değnek
2650,Stock::N,suáb'bi,sopa
2651,Stock::N,suáb'bi,değnek
2652,Stock::N,suä´b'b,sopa
2653,Stock::N,suä´b'b,değnek
2654,Stock::N,суэммьп,sopa
2655,Stock::N,суэммьп,değnek
2656,Stab::N,klaahka,sırık
2657,Stab::N,klaahka,baston
2658,Stab::N,soabbe,sırık
2659,Stab::N,soabbe,baston
2660,Stab::N,soabbi,sırık
2661,Stab::N,soabbi,baston
2662,Stab::N,suáb'bi,sırık
2663,Stab::N,suáb'bi,baston
2664,Stab::N,suä´b'b,sırık
2665,Stab::N,suä´b'b,baston
2666,Stab::N,суэммьп,sırık
2667,Stab::N,суэммьп,baston
2668,Rohr::N,gïrse,boru
2669,Rohr::N,båhttså,boru
2670,Rohr::N,bohcci,boru
2671,Rohr::N,poccee,boru
2672,Rohr::N,puu´lčiǩ,boru
2673,Rohr::N,туррьп,boru
2674,Haus::N,ståapoe,ev
2675,Haus::N,goahte,ev
2676,Haus::N,stohpu,ev
2677,Haus::N,tááḷu,ev
2678,Haus::N,tääll,ev
2679,Haus::N,пэ̄ҏҏт,ev
2680,Heim::N,hïejme,ev
2681,Heim::N,hïejme,yurt
2682,Heim::N,viesso,ev
2683,Heim::N,viesso,yurt
2684,Heim::N,ruoktu,ev
2685,Heim::N,ruoktu,yurt
2686,Heim::N,päikki,ev
2687,Heim::N,päikki,yurt
2688,Heim::N,päi´ǩǩ,ev
2689,Heim::N,päi´ǩǩ,yurt
2690,Heim::N,пэ̄ҏҏт,ev
2691,Heim::N,пэ̄ҏҏт,yurt
2692,Ofen::N,vuebnie,soba
2693,Ofen::N,vuodná,soba
2694,Ofen::N,vuobnne,soba
2695,Ofen::N,uvdna,soba
2696,Ofen::N,uvnâ,soba
2697,Ofen::N,ǩiiuǥân,soba
2698,Ofen::N,пе̄ххц,soba
2699,Ofen::N,кыввкан,soba
2700,Fußboden::N,guelpie,taban
2701,Fußboden::N,guelpie,döşeme
2702,Fußboden::N,guolbbe,taban
2703,Fußboden::N,guolbbe,döşeme
2704,Fußboden::N,láhtti,taban
2705,Fußboden::N,láhtti,döşeme
2706,Fußboden::N,šalde,taban
2707,Fußboden::N,šalde,döşeme
2708,Fußboden::N,šâ´ldd,taban
2709,Fußboden::N,šâ´ldd,döşeme
2710,Fußboden::N,шалльт,taban
2711,Fußboden::N,шалльт,döşeme
2712,Tisch::N,buertie,masa
2713,Tisch::N,bievdde,masa
2714,Tisch::N,beavdi,masa
2715,Tisch::N,pevdi,masa
2716,Tisch::N,på´rdd,masa
2717,Tisch::N,stue´ll,masa
2718,Tisch::N,туэлль,masa
2719,Stuhl::N,stovle,iskemle
2720,Stuhl::N,stovle,sandalye
2721,Stuhl::N,ståvllå,iskemle
2722,Stuhl::N,ståvllå,sandalye
2723,Stuhl::N,stuollu,iskemle
2724,Stuhl::N,stuollu,sandalye
2725,Stuhl::N,stovli,iskemle
2726,Stuhl::N,stovli,sandalye
2727,Stuhl::N,stuu´l,iskemle
2728,Stuhl::N,stuu´l,sandalye
2729,Stuhl::N,стула,iskemle
2730,Stuhl::N,стула,sandalye
2731,Wiege::N,gïerhkeme,beşik
2732,Wiege::N,vuoggo,beşik
2733,Wiege::N,geaŧŧu,beşik
2734,Wiege::N,geaktu,beşik
2735,Wiege::N,gietkka,beşik
2736,Wiege::N,kiäh'tu,beşik
2737,Wiege::N,vogga,beşik
2738,Wiege::N,кӣткэм,beşik
2739,Bett::N,seangkoe,yatak
2740,Bett::N,sæŋŋga,yatak
2741,Bett::N,seaŋga,yatak
2742,Bett::N,seŋgâ,yatak
2743,Bett::N,sââ´jj,yatak
2744,Bett::N,вуэдтӭмсайй,yatak
2745,Regal::N,hælla,raf
2746,Regal::N,hilldo,raf
2747,Regal::N,hildu,raf
2748,Regal::N,ildee,raf
2749,Regal::N,i´lddi,raf
2750,Regal::N,ылльтэ,raf
2751,Kiste::N,aeskie,sandık
