,Concept_ID,ko,te
271,Kreis::N,고리,వృత్తము
272,Kreuz::N,열십자,సిలువ
273,Linie::N,선,గీత
274,Strich::N,스침,గీత
275,Abstand::N,거리,సందు
276,Entfernung::N,거리,దూరము
277,Gegend::N,곳,విస్తీర్ణము
278,Gegend::N,부금,విస్తీర్ణము
279,Platz::N,장소,ఎడము
280,Ort::N,장소,స్థలము
281,Seite::N,옆면,ప్రక్క
282,Mitte::N,궁간,నడిమి
283,Gegenstand::N,항목,పద్దు
284,Sache::N,뭉에,వస్తువు
285,Rand::N,가,అంచు
286,Kante::N,귀퉁,అంచు
287,Ecke::N,구석,మూల
288,Spitze::N,끝,మొన
289,Spitze::N,참단,మొన
290,Ende::N,말당,కొన
291,Loch::N,빙옷,రంధ్రము
292,Winkel::N,각도,కోణము
293,Muster::N,본,మాదిరి
294,Muster::N,견복,మాదిరి
295,Größe::N,신장,పరిమాణము
296,Länge::N,길이긺,పొడుగు
297,Höhe::N,높이,పొడుగు
298,Gewicht::N,추,భారము
299,Menge::N,수양,మొత్తము
300,Haufen::N,퇴적,రాశి
301,Reihe::N,열,వరుస
302,Boot::N,보트,పడవ
303,Ruder::N,노,అడక
304,Schlitten::N,썰매,సరవండ్లు
305,Ski::N,스키,స్కీ
306,Lagerfeuer::N,캠프의 모닥불,నెగడు
307,Last::N,무거운짐,బరువు
308,Gang::N,걸음,నడక
309,Schritt::N,보조,అడుగు
310,Norden::N,북쪽 ,ఉత్తరదిక్కు
311,Süden::N,남쪽,దక్షిణము
312,Westen::N,서쪽,పడమర
313,Osten::N,동쪽,తూర్పు
314,Holz::N,목재,కొయ్య
315,Brett::N,마루널,పలక
316,Platte::N,탤,పలక
317,Platte::N,금속판,పలక
318,Stütze::N,버팀목,వాల్సేడ్లు
319,Stange::N,장대,స్తంభము
320,Stock::N,막대기,కఱ్ఱ
321,Stab::N,작대기,కఱ్ఱ
322,Rohr::N,갈대,గొట్టము
323,Haus::N,집,ఇల్లు
324,Heim::N,집,స్వగృహము
325,Ofen::N,아궁이,పొయ్యి
326,Fußboden::N,마루,నేల
327,Tisch::N,탁자,మేజా
328,Stuhl::N,의자,కుర్చీ
329,Wiege::N,발상지,ఉయ్యాల
330,Bett::N,침대,పడక
331,Bett::N,침대,మంచం
332,Regal::N,서가,అటక
333,Kiste::N,짐궤,వెట్టె
334,Fenster::N,눔,కిటికి
335,Tür::N,문,ద్వారము
336,Tor::N,대문,ద్వారము
337,Zaun::N,담장,కంచె
338,Dach::N,지붕,ఇంటివైకప్పు
339,Leiter::N,사닥다리,నిచ్చెన
340,Besen::N,비,చీపురుకట్ట
341,Spaten::N,가래,పాఱ
342,Schaufel::N,삽,పాఱ
343,Gabel::N,갈래,ముండ్లగరిటె
344,Löffel::N,숟가락,గరిటె
345,Messer::N,나이프,కత్తి
346,Nagel::N,발툽,మేకు
347,Netz::N,그물,వల
348,Haken::N,갈고리,కొక్కెము
349,Griff::N,움켜쥠,పిడి
350,Schloss::N,자물쇠,తాళము
351,Bild::N,그림,చిత్రము
352,Figur::N,몸메,రూపము
353,Puppe::N,인형,బొమ్మ
354,Beutel::N,클,సంచి
355,Bündel::N,자근다발,మూట
356,Tasche::N,가방,సంచి
357,Eimer::N,동이,చేద
358,Deckel::N,뚜껑,మూత
359,Geschirr::N,식시,వంటకాలు
360,Sack::N,조갑,గోనెసంచి
361,Tasse::N,차잔,గిన్నె
362,Topf::N,단지,కుండ
363,Kessel::N,주전자,నీరుకాచుపాత్ర
364,Essen::N,먹기,ఆహారము
365,Nahrung::N,식료,ఆహారము
366,Speise::N,음식물,ఆహారము
367,Fleisch::N,고기,మాంసము
368,Getreide::N,곡물,ధాన్యము
369,Brei::N,젤리,గుజ్జు
370,Brot::N,빵,రొట్టె
371,Scheibe::N,원반,బద్ద
372,Fett::N,기름,క్రొవ్వు
373,Butter::N,버터,వెన్న
374,Öl::N,올리브유,నూనె
375,Salz::N,소금,ఉప్పు
376,Suppe::N,국,చారు
377,Suppe::N,수프,చారు
378,Honig::N,감미,తెనె
379,Milch::N,유즙,పాలు
380,Tee::N,차,తేనీరు
381,Leder::N,가죽,బాగుచేసివతోలు
382,Wolle::N,양털,ఉన్ని
383,Stoff::N,패료,బట్ట
384,Nadel::N,바늘,సూది
385,Faden::N,콘실,దారము
386,Knopf::N,단추,బొత్తాము
387,Knoten::N,곁절,ముడి
388,Farbe::N,색,రంగు
389,Kleidung::N,옷입기,బట్టలు
390,Hemd::N,속옷,చొక్కాయ
391,Kragen::N,깃,మాల
392,Ärmel::N,소매,చొక్కాయచెయ్యి
393,Hose::N,바지,ఇజారు
394,Gürtel::N,밴드,పటకా
395,Mütze::N,모자,టోపి
396,Schuh::N,구두,పాదరక్ష
397,Stiefel::N,장화,బూటు
398,Ring::N,고리,ఉంగరము
399,Band::N,리본,నాడా
400,Kamm::N,빗,దువ్వెన
401,Spiegel::N,거울,అద్దము
402,Riemen::N,가죽끈,వాడా
403,Schnur::N,밧줄,దారము
404,Leine::N,고삐줄,వారు
405,Decke::N,이부자리,కంబళి
406,Kissen::N,깔개,తలగడ
407,Tuch::N,천,బట్ట
408,Handtuch::N,수건,తువాలు
409,Kraft::N,세력,బలము
410,Stärke::N,힘,శక్తి
411,Gesundheit::N,위생,ఆరోగ్యము
412,Krankheit::N,병,రోగము
413,Schmerz::N,아픔고통,నొప్పి
414,Wunde::N,상처,గాయము
415,Fieber::N,열별,జ్వరము
416,Arznei::N,약,మందు
417,Brücke::N,교량,వంతెన
418,Brunnen::N,원천,బావి
419,Brunnen::N,원천,కూపము
420,Brunnen::N,원천,నుయ్యి
421,Weide::N,목장,పచ్చికబయలు
422,Pfad::N,좁은길,కాలిత్రోవ
423,Weg::N,길,మార్గము
424,Straße::N,길,బాట
425,Dorf::N,촌,గ్రామము
426,Dorf::N,촌락,గ్రామము
427,Stadt::N,도시,పట్టణము
428,Brief::N,서한,జాబు
429,Buch::N,책,పుస్తకము
430,Buchstabe::N,문자,అక్షరము
431,Zeitung::N,신문,వార్తాపత్రిక
432,Leben::N,삶,ప్రాణము
433,Tod::N,죽음,మరణము
434,Grab::N,무덤,సమాధి
435,Kirche::N,교회,క్రెస్తవులగుడి
436,Sünde::N,부정,పాపము
437,Gott::N,하느님,దేవుడు
438,Arbeiter::N,일하는사람,పనిపాటుచేశేవాడు
439,Chef::N,사장,యజమానుడు
440,Meister::N,명인,కళాకారుడు
441,Meister::N,대가,కళాకారుడు
442,Arzt::N,의사,వైద్యుడు
443,Lehrer::N,교사,ఉపాధ్యాయుడు
444,Geld::N,돈,ద్రవ్యము
445,Geschäft::N,일,వ్యాపారము
446,Laden::N,가게,అంగడి
447,Preis::N,가격,వెల
448,Ware::N,상품,సరకులు
449,Nutzen::N,이익,ప్రయోజనము
450,Reichtum::N,많음,ధనము
451,Welt::N,세상,ప్రపంచము
452,Land::N,지방,దేశము
453,Staat::N,국가,రాజ్యము
454,König::N,국왕,రాజు
455,Macht::N,힘,అధికారము
456,Grenze::N,국경,సరిహద్దు
457,Krieg::N,전쟁,యుద్ధము
458,Feind::N,적,శత్రువు
459,Gewalt::N,권력,దౌర్జన్యము
460,Kampf::N,전투,పోట్లాట
461,Bogen[Waffe]::N,활,విల్లు
462,Pfeil::N,화살,బాణము
463,Gewehr::N,무기,తుపాకి
464,Fehler::N,오류,తప్ప
465,Lüge::N,거짓말,అసత్యము
466,Schaden::N,손상,నష్టము
467,Unglück::N,불행,దురదృష్టము
468,Schuld::N,부채,తప్పు
469,Alter::N,연령,వయస్సు
470,Schluss::N,마감,ముగింపు
471,Zeit::N,때,కాలము
472,Zeit::N,시간,కాలము
473,Tag::N,하루,దినము
474,Morgen::N,이침,ఉదయము
475,Mittag::N,대낮,మధ్యాహ్నము
476,Abend::N,저녁,సాయంకాలము
477,Nacht::N,밤,రత్రి
478,Woche::N,근무일,వారము
479,Monat::N,달,నెల
480,Jahr::N,해,సంవత్సరము
481,Frühling::N,봄,వసంతకాలము
482,Sommer::N,여름,వేసవికాము
483,Herbst::N,가을,ఆకురాలుకాలము
484,Winter::N,겨울,శీతకాలము
485,Januar::N,일월,జనవరి
486,Februar::N,이월,ఫిబ్రవరి
487,März::N,삼월,మార్చి
488,April::N,사월,ఏప్రిలు
489,Mai::N,오월,మే
490,Juni::N,유월,జూన్
491,Juli::N,칠월,జూలై
492,August::N,팔월,ఆగస్టు
493,September::N,구월,సెప్ఠెంబరు
494,Oktober::N,시월,అక్టోబరు
495,November::N,십일월,నవంబరు
496,Dezember::N,십이월,డిసెంబర్
497,Montag::N,월요일,సోమవారము
498,Dienstag::N,화요일,మంగళవారము
499,Mittwoch::N,수요일,బుధవారము
500,Donnerstag::N,모교일,గురువారము
501,Freitag::N,그묘일,శుక్రవారము
502,Samstag::N,토요일,శనివారము
503,Sonntag::N,일요일,ఆదివారము
504,groß::A,큰,గొప్పైన
505,klein::A,자근,చిన్న
506,lang::A,긴,పొడుగాటి
507,kurz::A,짧은,పొట్టి
508,breit::A,넓은,వెడల్పైన
509,schmal::A,좁은,ఇఱుకైన
510,dicht::A,농밀한,దట్టమైన
511,dick[Gegenstand]::A,두꺼운,దట్టమైన
512,dünn::A,얇은,పలుచని
513,fein::A,미세한,నాజాకైన
514,fest::A,굳은,దృడమైవ
515,flach::A,얕은,చదువైన
516,glatt::A,반들반들한,నున్నని
517,hart::A,굳은,కఠినమైన
518,weich::A,연한,మృదువైన
519,rund::A,둥근,గుండ్రని
520,spitz::A,뾰족한,మొనగల
521,scharf::A,날카로운,పదనైన
522,stumpf::A,무딘,వాడిలేని
523,schwer::A,무거운,బరువ్తెన
524,schön::A,멋진,సుందరమైన
525,heiß::A,뜨거운,వేడియైన
526,warm::A,따뜻한,వెచ్చని
527,kalt::A,찬,చల్లని
528,kühl::A,서늘한,చల్లని
529,frisch::A,신선한,తాజాయైన
530,feucht::A,축축한,చెమ్మగానున్న
531,nass::A,젖은,తడిగామన్న
532,trocken::A,마른,ఎండిన
533,voll::A,완전한,నిండు
534,leer::A,빈,శూన్యమైన
535,offen::A,열린,తెఱచియున్న
536,geschlossen::A,닫힌,మూసిన
537,sauber::A,깨끗한,పరిశుద్ధమైన
538,schmutzig::A,더러운,ముఱికియైన
539,roh::A,날게잇의,పచ్చి
540,reif::A,이근,పండివ
541,lecker::A,맛있는,రుచి గల
542,süß::A,단,తియ్యని
543,bitter::A,찌르는듯한,చేదైన
544,sauer::A,산성의,పుల్లని
545,hell::A,밝은,కాంతిగల
546,dunkel::A,어두운,చీకటియైన
547,schwarz::A,검은,నల్లని
548,weiß::A,하얀,తెలుపు
549,rot::A,붉은,ఎఱ్ఱని
550,gelb::A,황색,పసుపు పచ్చ
551,blau::A,푸른,నీలవర్ణము
552,grün::A,녹색의,ఆకుపచ్చని
553,grau::A,회색의,నెరిసిన
554,bunt::A,알록달록한,రంగేలీ
555,billig::A,싼,చౌకయైన
556,teuer::A,값비산,వెలపొడుగైన
557,wertvoll::A,가치가많은,విలుప్తెన
558,blind::A,눈먼,గ్రుడ్డి
559,taub::A,무감간한,చెవిటి
560,kräftig::A,강장한,శక్తి గల
561,stark::A,강한,బలమైన
562,schwach::A,약한,బలహీనమైన
563,fett::A,실찐,క్రొవ్విన
564,schlank::A,호리호리한,సన్నని
565,hübsch::A,예쁜,సాగప్తెన
566,böse::A,나쁜,చెడ్డ
567,dumm::A,어리석은,తెలివిలేని
568,faul::A,너덜너덜한,సోమరియైన
569,fleißig::A,근면한,శ్రద్దగల
570,geizig::A,인색한,పిసినారియైన
571,geschickt::A,교묘한,నిపుణతగల
572,lieb::A,친애하는,ప్రియమైన
573,lustig::A,유쾌한,ఉల్లాసము గల
574,sanft::A,온화한,సాధువైన
575,hungrig::A,배고픈,ఆకలిగొనిన
576,krank::A,병든,వ్యాధిగల
577,nackt::A,벌거벗은,దిగంబరమైన
578,traurig::A,슬픈,విచారముగల
579,lebendig::A,살아있는,ప్రాణముతో నున్న
580,gut::A,좋은,మంచి
581,schlecht::A,나쁜,చెడ్డ
582,richtig::A,바른,సరియైన
583,schlimm::A,못된,అసహ్యమైన
584,wahr::A,참된,నిజమైన
585,alt::A,늙은,ముసలి
586,neu::A,새,క్రొత్త
587,ehemalig::A,전의,పూర్వపు
588,alt[Lebewesen]::A,낡은,ముసలి
589,jung::A,젊은,పసి
590,arm::A,가난한,బీద
591,reich::A,풍부한,ధనవంతుడైన
592,bekannt::A,저명한,తెలిసిన
593,berühmt::A,유명한,ప్రపిద్దికెక్కివ
594,fremd::A,타처이,అన్యమైన
595,verschieden::A,따른,భేదమైన
596,nah::A,가까운,దగ్గఱనున్న
597,fern::A,먼,దూరమందున్న
598,linker::A,왼쭉의,ఎడమప్రక్కగ
599,rechter::A,오른쪽의,కుడి
600,anderer::A,다른,వేఱ్తెన
601,erster::A,첫째,మొదటి
602,zweiter::A,둘째,రెండన
603,dritter::A,셋째,మూడో
604,letzter::A,의후자의,కడపటి
605,allein::ADV,훌로,ఒంటిగా
606,auf einmal::ADV,갑자기,హరాత్తుగ
607,zusammen::ADV,모아서,కలిసి
608,lange::ADV,오래,బహుకాలము
609,plötzlich::ADV,둘연한,హరాత్తుగ
610,sofort::ADV,즉시,తక్షణము
611,später::ADV,보다늦은,ఇటీవలి
612,jetzt::ADV,목하,ఇప్పుడు
613,heute::ADV,오늘,నేడు
614,morgen::ADV,내일,ఱేపు
615,bald::ADV,곱,శీఘ్రముగ
616,dann::ADV,그경우에,అప్పుడు
617,gestern::ADV,어제,నిన్నటి దినము
618,einst::ADV,옛날에,పూర్వమొకప్పుడు
619,damals::ADV,그때에,అప్పుడు
620,danach::ADV,그 뒤에,అప్పుడు
621,vorher::ADV,미리,ఎదుట
622,zuerst::ADV,최초로,మొదటిలో
623,einmal::ADV,한번,ఒకసారి
624,manchmal::ADV,땓대로,అప్పటప్పటికి
625,oft::ADV,땓대로,తఱచుగా
626,immer::ADV,늘,ఎల్లప్పుడు
627,niemals::ADV,결코...(하지)않다,ఎప్పుడునులేదు
628,hier::ADV,여기,ఇక్కడ
629,hierhin::ADV,여기로,ఇక్కడకు
630,dort::ADV,거기,అక్కడ
631,dorthin::ADV,저기예,అక్కడికి
632,geradeaus::ADV,곧장,సూటిగా
633,vorwärts::ADV,앞으로,ముందుకు
634,rückwärts::ADV,뒤로,వెనుకకు
635,zurück::ADV,제자리로,వెనుకభాగము
636,unten::ADV,아래에,క్రింద
637,hinab::ADV,아래쪽으로,కిందికి
638,oben::ADV,위에,మీద
639,hinauf::ADV,위쪽으로,పైకి
640,überall::ADV,도처에,అంతటా
641,nicht::ADV,안,కాదు
642,ein wenig::ADV,적음,కొంచెము
643,kaum::ADV,가의,చాలిచాలక
644,sehr::ADV,자주,చాల
645,so::ADV,그와같이,ఆలాగున
646,noch::ADV,아직,ఇప్పటికిని
647,nur::ADV,다만,మాత్రము
648,schon::ADV,이미,ఇదివఱకే
649,wieder::ADV,다시,తిరిగి
650,vergebens::ADV,헛되이,నిష్ఫలముగా
651,vor::PRP,앞에,ముందు
652,hinter::PRP,뒤에,వెనుక
653,unter::PRP,잍에,క్రింద
654,durch::PRP,통고하여,ద్వారా
655,neben::PRP,와나란히,దగ్గెర
656,zwischen::PRP,의사이로,మధ్య
657,wegen::PRP,때문에,కారణంగా
658,dies::PRN,이,ఇది
659,das::PRN,저,అది
660,alles::PRN,모든것,సకలము
661,ich::PRN,나,నేను
662,du::PRN,너,నీవు
663,er::PRN,그,అతడు
664,wir::PRN,우리,మనము
665,ihr::PRN,너희들,మీరు
666,sie::PRN,그들,వారు
667,was::FPRN,뭣,ఏమి
668,wer::FPRN,누구,ఎవడు
669,wo::FADV,어디,ఎక్కడ
670,wohin::FADV,어디로,ఎందుకు
671,wie::FADV,어떻게,ఎట్టు
672,warum::FADV,왜,ఏల
673,wieviel::FNUM,얼마만큰,ఎంత
674,eins::NUM,하나,ఒకటి
675,zwei::NUM,둘,రెండు
676,drei::NUM,셋,మూడు
677,vier::NUM,넷,నాలుగు
678,fünf::NUM,다섯,అయిదు
679,sechs::NUM,여섯,ఆఱు
680,sieben::NUM,일곱,ఏరు
681,acht::NUM,여덟,ఎనిమదు
682,neun::NUM,아홉,తొమ్మిది
683,zehn::NUM,열,పది
684,elf::NUM,열하나,పదునొకొండు
685,zwölf::NUM,열둘,పండ్రండు
686,zwanzig::NUM,스물,ఇరుపది
687,dreißig::NUM,서름,ముప్పది
688,vierzig::NUM,마흔,నలువది
689,fünfzig::NUM,숸,ఏబది
690,sechzig::NUM,에순,అరుపది
691,siebzig::NUM,일흔,డెబ్బది
692,achtzig::NUM,여든,ఎనుబది
693,neunzig::NUM,아흔,తొంబది
694,hundert::NUM,백,నూఱు
695,tausend::NUM,천,వేయి
696,und::CNJ,와,మఱియు
697,oder::CNJ,아니면,లేక
698,stehen::V,서다,నిలుచు
699,sitzen::V,앉다,కూర్చుండు
700,liegen::V,눕다,పండుకొనుట
701,hängen::V,달다,వ్రేలాడదీయు
702,werden::V,되다,అగు
703,passieren::V,지장옶다,సంభవించు
704,beginnen::V,시작되다,ఆరంభించు
705,enden::V,큳내다,తీరుట
706,wechseln::V,병경하다,మార్చు
707,aufgehen[Sonne]::V,뜨다,ఉదయించు
708,untergehen[Sonne]::V,지다,అస్తమించు
