,Concept_ID,da,xal
816,schmelzen::V,smelte,хәәлх
817,schmelzen::V,smelte,хәәлгдх
818,trocknen::V,tørre,эврх
819,sieden::V,koge,буслх
820,faulen::V,rådne,үмкәрх
821,verfaulen::V,rådne,илҗрх
822,reißen::V,briste,тасрх
823,versinken::V,synke,чивх
824,versinken::V,synke ned,чивх
825,vergehen::V,forløbe,болх
826,erscheinen::V,vise sig,һарх
827,verschwinden::V,forsvinde,уга болх
828,sinken::V,synke,татгдх
829,abnehmen::V,aftage,хасгдх
830,zunehmen::V,tiltage,өсх
831,steigen::V,stige,немх
832,wachsen::V,gro,өсх
833,wachsen::V,gro,урһх
834,wachsen::V,vokse,өсх
835,wachsen::V,vokse,урһх
836,glänzen::V,glinse,гилвкх
837,funkeln::V,tindre,цәклх
838,lärmen::V,larme,шууглдх
839,läuten::V,ringe,хоңх
840,klingeln::V,ringe,җиңнулх
841,klirren::V,klirre,җиңнх
842,brausen::V,bruse,догшрхх
843,rauschen::V,suse,сарҗңнх
844,klingen::V,lyde,ә һарх
845,klingen::V,klinge,ә һарх
846,bellen::V,gø,хуцх
847,heulen::V,hyle,уульх
848,blasen::V,blæse,үләх
849,pfeifen::V,fløjte,ишкрх
850,schreien::V,skrige,хәәкрх
851,stöhnen::V,stønne,түңшх
852,zittern::V,dirre,дагҗннх
853,zittern::V,skælve,дагҗннх
854,leben::V,leve,бәәх
855,geboren werden::V,fødes,төрх
856,atmen::V,ånde,әмсхлх
857,trinken::V,drikke,уух
858,essen::V,spise,идх
859,schlucken::V,synke,зальгх
860,müde werden::V,blive træt,көшх
861,einschlafen::V,falde i søvn,унтх
862,schlafen::V,sove,нөөрсх
863,aufwachen::V,vågne,серх
864,aufstehen::V,stå op,босх
865,sich erholen::V,komme sig,амрх
866,krank werden::V,blive syg,гемтх
867,krank sein::V,være syg,шалтглх
868,schmerzen::V,smerte,өвдх
869,husten::V,hoste,ханях
870,genesen::V,komme sig,эдгх
871,sterben::V,dø,үкх
872,sterben::V,dø,өңгрх
873,umkommen::V,omkomme,үкх
874,sich bewegen::V,bevæge sig,көдлх
875,sich bewegen::V,bevæge sig,көндрх
876,sich rühren::V,røre på sig,көндрх
877,sich erheben::V,rejse sig,босх
878,sich setzen::V,sætte sig,суух
879,laufen::V,løbe,йовх
880,schreiten::V,skride,алхх
881,spazierengehen::V,gå en tur,сергҗ йовх
882,eilen::V,ile,шулудх
883,sich beeilen::V,skynde sig,адһх
884,sich beeilen::V,skynde sig,шамдх
885,sausen::V,suse,хурдлх
886,sausen::V,suse,йир_хурдар_гүүх
887,sausen::V,suse,йир_хурдар_йовх
888,rennen::V,løbe,гүүх
889,rennen::V,rende,гүүх
890,springen::V,hoppe,һәрәдх
891,springen::V,springe,һәрәдх
892,klettern::V,klatre,давшх
893,schaukeln::V,gynge,дүүдңндх
894,kriechen::V,krybe,мөлкх
895,schwimmen::V,svømme,усчх
896,tauchen::V,dykke,булхх
897,rudern::V,ro,хәәвдх
898,fahren::V,køre,йовх
899,fliegen::V,flyve,нисх
900,gehen::V,gå,йовх
901,weggehen::V,gå bort,йовх
902,weggehen::V,gå bort,одх
903,weggehen::V,gå bort,һарх
904,weggehen::V,gå bort,мөрлх
905,abfahren::V,køre bort,мордх
906,anhalten::V,standse,зогсх
907,hineingehen::V,gå ind,орх
908,eintreten::V,træde ind,орх
909,kommen::V,komme,ирх
910,ankommen::V,ankomme,ирх
911,zurückkommen::V,komme tilbage,орх
912,bleiben::V,blive,бәәх
913,bleiben::V,forblive,бәәх
914,warten::V,vente,күләх
915,erwarten::V,vente,күләх
916,erwarten::V,afvente,күләх
917,suchen::V,søge,хәәх
918,finden::V,finde,олх
919,versuchen::V,forsøge,седх
920,vorbereiten::V,forberede,белдх
921,lieben::V,elske,дурлх
922,mögen::V,holde af,таассгдх
923,mögen::V,kunne lide,таассгдх
924,lachen::V,le,инәх
925,rühren::V,røre,уйрах
926,weinen::V,græde,уульх
927,schimpfen::V,skænde,харах
928,sich ärgern::V,ærgre sig,уурлх
929,sich fürchten::V,være bange,әәх
930,fürchten::V,være bange for,әәх
931,fürchten::V,være bange for,сүрдх
932,fliehen::V,flygte,зулх
933,flüchten::V,flygte,орһх
934,flüchten::V,flygte,зулх
935,sehen::V,se,үзх
936,anschauen::V,se på,харх
937,anschauen::V,betragte,харх
938,ansehen::V,anse,хәләх
939,ansehen::V,anse,үзх
940,hören::V,høre,соңсх
941,zuhören::V,høre til,соңсх
942,probieren::V,smage,амсх
943,probieren::V,smage på,амсх
944,riechen::V,lugte,үнрчлх
945,fühlen::V,føle,медх
946,scheinen::V,synes,болҗ медгдх
947,scheinen::V,synes,миниһәр болхла
948,scheinen::V,synes,болад бәәх
949,zu sehen sein::V,synes,үзгдх
950,vernehmen::V,erfare,соңсх
951,frieren::V,fryse,даарх
952,tun::V,gøre,кех
953,können::V,kunne,чадх
954,wollen::V,ville,дурлх
955,anfangen::V,begynde,эклх
956,beenden::V,afslutte,дуусх
957,aufhören::V,ophøre,уурх
958,aufhören::V,holde op,уурх
959,gelingen::V,lykkes,бүтх
960,gelingen::V,lykkes,күцәх
961,geraten::V,blive,болх
962,öffnen::V,åbne,секх
963,schließen::V,lukke,хаах
964,stellen::V,stille,тәвх
965,setzen::V,sætte,суулһх
966,legen::V,lægge,тәвх
967,berühren::V,berøre,көндәх
968,verbinden::V,forbinde,боох
969,bedecken::V,dække,хучх
970,bedecken::V,dække,бүркх
971,bedecken::V,bedække,хучх
972,bedecken::V,bedække,бүркх
973,aufhängen::V,hænge,өлгх
974,aufhängen::V,hænge op,өлгх
975,anzünden::V,tænde,асах
976,anzünden::V,tænde,шатах
977,anzünden::V,antænde,асах
978,anzünden::V,antænde,шатах
979,aufheben::V,løfte,өөдән өргх
980,aufheben::V,tage op,өөдән өргх
981,zurücklassen::V,lade tilbage,үлдәх
982,verlieren::V,miste,геех
983,fallen lassen::V,tabe,алдх
984,fallen lassen::V,droppe,алдх
985,machen::V,gøre,кех
986,herstellen::V,fremstille,кех
987,bauen::V,bygge,тосхх
988,reparieren::V,reparere,ясх
989,verbessern::V,rette,сәәрүлх
990,verbessern::V,forbedre,сәәрүлх
991,ändern::V,ændre,хүврәх
992,graben::V,grave,малтх
993,beugen::V,bøje,нуһлх
994,biegen::V,bøje,матилһх
995,drehen::V,dreje,эргүлх
996,wenden::V,vende,көмрх
997,wenden::V,vende,эргүлх
998,umdrehen::V,dreje om,эргүлх
999,heben::V,hæve,өргх
1000,heben::V,hæve,деер өргх
1001,hochheben::V,løfte,өргх
1002,ergreifen::V,gribe fat i,бәрх
1003,halten::V,holde,бәрх
1004,drücken::V,trykke,шахх
1005,schieben::V,skyde,түлкх
1006,schieben::V,skubbe,түлкх
1007,kratzen::V,klø,мааҗх
1008,kratzen::V,kradse,мааҗх
1009,lecken::V,slikke,долах
1010,beißen::V,bide,хазх
1011,abreißen::V,rive af,таслх
1012,abschneiden::V,skære af,тәәрх
1013,binden::V,binde,боох
1014,stecken::V,stikke,шаах
1015,stecken::V,stikke,хатхх
1016,brechen::V,brække,хамхлх
1017,klopfen::V,banke,цокх
1018,hauen::V,hugge,цокх
1019,kleben::V,klistre,наах
1020,reiben::V,gnide,зүлгх
1021,streichen::V,smøre,наах
1022,streichen::V,smøre,лашх
1023,streichen::V,smøre,түркх
1024,schleifen::V,slibe,хурцлх
1025,schneiden::V,skære,хәәчлх
1026,schneiden::V,klippe,хәәчлх
1027,rütteln::V,ruske,дәәвлүлх
1028,schütteln::V,ryste,сегсрх
1029,schwenken::V,svinge,дайлх
1030,schütten::V,hælde,кех
1031,füllen::V,fylde,дүүргх
1032,einwickeln::V,pakke ind,орах
1033,tragen::V,bære,зөөх
1034,schleppen::V,slæbe,чирх
1035,ziehen::V,trække,татх
1036,aufbewahren::V,opbevare,хадһлх
1037,werfen::V,kaste,хайх
1038,fangen::V,fange,бәрх
1039,fangen::V,fange,хавлх
1040,packen::V,gribe,бәрх
1041,verstecken::V,gemme,дүрх
1042,verstecken::V,gemme,бултулх
1043,teilen::V,dele,хувах
1044,schicken::V,sende,илгәх
1045,bringen::V,bringe,авч ирх
1046,hinzufügen::V,tilføje,немх
1047,bekommen::V,få,авх
1048,erhalten::V,få,авх 
1049,nehmen::V,tage,авх
1050,wählen::V,vælge,шүүх
1051,auswählen::V,udvælge,шүүх
1052,bewahren::V,bevare,хадһлх
1053,bewahren::V,bevare,кевтнь үлдәх
1054,bewahren::V,bevare,кевтнь бәәлһх
1055,behindern::V,hindre,харшлх
1056,behindern::V,forhindre,харшлх
1057,verderben::V,ødelægge,үрәх
1058,beschädigen::V,beskadige,эвдх
1059,zerbrechen::V,brække itu,күүлх
1060,zerbrechen::V,brække itu,хамхлх
1061,zerreißen::V,rive itu,шуучх
1062,zerstören::V,ødelægge,эвдх
1063,verbrennen::V,brænde,шатах
1064,geben::V,give,өгх
1065,reichen::V,række,өгх
1066,schenken::V,forære,белглх
1067,versprechen::V,love,амлх
1068,wünschen::V,ønske,сә хәәх
1069,loben::V,rose,магтх
1070,küssen::V,kysse,үмсх
1071,wiegen::V,vugge,саатулх
1072,zudecken::V,dække til,бүркх
1073,wecken::V,vække,серүлх
1074,zeigen::V,vise,үзүлх
1075,führen::V,føre,көтлх
1076,lehren::V,lære,заах
1077,lehren::V,lære,сурһх
1078,unterrichten::V,undervise,сурһх
1079,unterrichten::V,undervise,багшлх
1080,aufziehen::V,opdrage,өскәх
1081,leiten::V,lede,һардх
1082,leiten::V,lede,толһалх
1083,antreiben::V,skynde på,шамдах
1084,lassen::V,få til at,күч үзүлх
1085,einladen::V,indbyde,үрх
1086,einladen::V,invitere,үрх
1087,vereinigen::V,forene,хамцулх
1088,besuchen::V,besøge,одх
1089,treffen::V,møde,харһх
1090,sich versammeln::V,forsamles,цуглрх
1091,sich versammeln::V,forsamles,хурх
1092,spielen::V,lege,наадх
1093,spielen::V,spille,наадх
1094,singen::V,synge,дуулх
1095,tanzen::V,danse,биилх
1096,sich trennen::V,skilles,хаһцх
1097,verlassen::V,forlade,хайх
1098,retten::V,redde,әм аврх
1099,retten::V,redde,әәмшгәс харсх
1100,bewachen::V,bevogte,харх
1101,bewachen::V,bevogte,манх
1102,schützen::V,skærme,харсх
1103,schützen::V,beskytte,харсх
1104,verteidigen::V,forsvare,харсх
1105,sich schlagen::V,slås,гүвдлдх
1106,schießen::V,skyde,хах
1107,siegen::V,sejre,диилх
1108,ärgern::V,ærgre,уурлулх
1109,schlagen::V,slå,цокх
1110,schlagen::V,slå,гүвдх
1111,treten::V,sparke,
1112,stechen::V,stikke,хатхх
1113,stoßen::V,støde,түлкчкх
1114,stehlen::V,stjæle,хулхалх
1115,stören::V,forstyrre,һә болх
1116,belästigen::V,genere,амр эс өгх
1117,belästigen::V,ulejlige,амр эс өгх
1118,verbergen::V,skjule,нуух
1119,verbergen::V,skjule,бултулх
1120,täuschen::V,villede,меклх
1121,betrügen::V,bedrage,меклх
1122,betrügen::V,bedrage,мек һарһх
1123,töten::V,dræbe,алх
1124,wohnen::V,bo,бәәх
1125,arbeiten::V,arbejde,көдлх
1126,sammeln::V,samle,түүх
1127,pflücken::V,plukke,түүх
1128,pflücken::V,plukke,хурах
1129,jagen::V,jage,аңнх
1130,jagen::V,jage,аңһучлх
1131,fischen::V,fiske,заһс аңнх
1132,fassen::V,fange,бәрх
1133,hüten::V,vogte,хәрүлх
1134,treiben::V,drive,туух
1135,anbinden::V,binde fast,уйх
1136,füttern::V,fodre,теҗәх
1137,melken::V,malke,саах
1138,hacken::V,hakke,чавчх
1139,gießen::V,hælde,услх
1140,reifen::V,modne,болх
1141,reifen::V,modne,болвсрх
1142,zubereiten::V,tilberede,белдх
1143,kochen::V,koge,чанх
1144,kochen::V,koge,болһх
1145,backen::V,bage,болһх
1146,braten::V,stege,хуурх
1147,umrühren::V,røre om,самрх
1148,stricken::V,strikke,өлгх
1149,nähen::V,sy,уйх
1150,färben::V,farve,будх
1151,reinigen::V,rense,цеврлх
1152,reinigen::V,gøre ren,цеврлх
1153,waschen::V,vaske,уһах
1154,abwischen::V,tørre af,арчх
1155,spülen::V,skylle,зәәлх
1156,fegen::V,feje,сәвүрдх
1157,kehren::V,feje,сәвүрдх
1158,baden::V,bade,өөмх
1159,sich waschen::V,vaske sig,уһах
1160,sich waschen::V,vaske sig,бийән уһаҗ
1161,ausziehen::V,tage af,тәәлх
1162,anziehen::V,tage på,өмсх
1163,sich anziehen::V,klæde sig på,хувцлх
1164,kämmen::V,rede,самлх
1165,kämmen::V,frisere,самлх
1166,schmücken::V,pynte,чимх
1167,schmücken::V,pynte,кеерүлх
1168,schmücken::V,smykke,чимх
1169,schmücken::V,smykke,кеерүлх
1170,sagen::V,sige,келх
1171,sprechen::V,snakke,келх
1172,reden::V,tale,күүндх
1173,reden::V,tale,күр_кех
1174,reden::V,snakke,күүндх
1175,reden::V,snakke,күр_кех
1176,sich unterhalten::V,snakke sammen,күүндх
1177,fragen::V,spørge,сурх
1178,bitten::V,bede,эрх
1179,erzählen::V,berette,келх
1180,erzählen::V,berette,келҗ өгх
1181,erzählen::V,fortælle,келх
1182,erzählen::V,fortælle,келҗ өгх
1183,mitteilen::V,meddele,медүлх
1184,nennen::V,nævne,нерәдх
1185,nennen::V,nævne,нер өгх
1186,rufen::V,råbe,дуудх
1187,prahlen::V,prale,көөрх
1188,übersetzen::V,oversætte,орчулх
1189,denken::V,tænke,санх
1190,glauben::V,tro,шүтх
1191,glauben::V,tro,нәәлх
1192,bemerken::V,bemærke,темдглх
1193,bemerken::V,lægge mærke til,темдглх
1194,erkennen::V,genkende,таньх
1195,erkennen::V,genkende,медх
1196,begreifen::V,begribe,медх
1197,verstehen::V,forstå,соңсх
1198,lernen::V,lære,сурх
1199,wissen::V,vide,медх
1200,sich erinnern an::V,mindes,санх
1201,sich erinnern an::V,huske på,санх
1202,vergessen::V,glemme,мартх
1203,messen::V,måle,кемҗәлх
1204,zählen::V,tælle,тоолх
1205,rechnen::V,regne,тоолх
1206,lesen::V,læse,умшх
1207,malen::V,male,зурх
1208,zeichnen::V,tegne,зурх
1209,schreiben::V,skrive,бичх
1210,besitzen::V,eje,эзлх
1211,besitzen::V,besidde,эзлх
1212,kaufen::V,købe,хулдҗ авх
1213,verkaufen::V,sælge,хулдх
1214,verkaufen::V,sælge,гүүлгх
1215,bezahlen::V,betale,өгх
1216,zahlen::V,betale,өгх
1217,beherrschen::V,beherske,эзлх
1218,ertragen::V,tåle,даах
1219,ertragen::V,udholde,даах
1220,hinfallen::V,,унх
1221,hinfallen::V,,киисх
