,Concept_ID,cs,sl
826,zwei::NUM,dva,dvá
827,drei::NUM,tři,trí
828,vier::NUM,čtyři,štíri
829,fünf::NUM,pět,pét
830,sechs::NUM,šest,šést
831,sieben::NUM,sedm,sédem
832,acht::NUM,osm,ósem
833,neun::NUM,devět,devét
834,zehn::NUM,deset,desét
835,elf::NUM,jedenáct,enájst
836,zwölf::NUM,dvanáct,dvánajst
837,zwanzig::NUM,dvacet,dvájset
838,dreißig::NUM,třicet,trídeset
839,vierzig::NUM,čtyřicet,štírideset
840,fünfzig::NUM,padesát,pétdeset
841,sechzig::NUM,šedesát,šéstdeset
842,siebzig::NUM,sedmdesát,sédemdeset
843,achtzig::NUM,osmdesát,ósemdeset
844,neunzig::NUM,devadesát,devétdeset
845,hundert::NUM,sto,stó
846,tausend::NUM,tisíc,tísoč
847,und::CNJ,a,in
848,oder::CNJ,nebo,áli
849,stehen::V,stát,státi
850,sitzen::V,sedět,sedéti
851,liegen::V,ležet,ležáti
852,hängen::V,viset,viséti
853,werden::V,stát se,postáti
854,passieren::V,stát se,zgodíti se
855,beginnen::V,počít,začéti se
856,enden::V,končit,končáti se
857,enden::V,skončit,končáti se
858,wechseln::V,měnit se,ménjati se
859,aufgehen[Sonne]::V,vyjít,vzíti
860,untergehen[Sonne]::V,zapadnout,zaíti
861,scheinen[Sonne]::V,svítit,sijáti
862,donnern::V,hřmět,grméti
863,wehen::V,vát,píhati
864,wehen::V,vanout,píhati
865,strömen::V,proudit,líti
866,fließen::V,téct,têči
867,sich drehen::V,točit se,vrtéti se
868,schwanken::V,kolísat,kolébati
869,schwanken::V,houpat se,kolébati
870,schwingen::V,kývat se,níhati
871,fallen::V,padat,pádati
872,brennen::V,hořet,goréti
873,rauchen::V,kouřit,kadíti se
874,regnen::V,pršet,deževáti
875,gefrieren::V,zamrznout,zmŕzniti
876,tauen::V,tát,tájati
877,schmelzen::V,tavit,kopnéti
878,trocknen::V,schnout,sušíti se
879,sieden::V,vřít,kipéti
880,faulen::V,hnít,gníti
881,verfaulen::V,shnít,zgníti
882,reißen::V,roztrhat se,tŕgati se
883,versinken::V,topit se,pogrézniti se
884,versinken::V,ponořit se,pogrézniti se
885,vergehen::V,plynout,miníti
886,erscheinen::V,objevit se,pojáviti se
887,verschwinden::V,zmizet,izgíniti
888,sinken::V,klesat,péšati
889,abnehmen::V,ubýt,pojémati
890,zunehmen::V,přibýt,véčati se
891,zunehmen::V,přibýt,množíti se
892,steigen::V,stoupat,dvígati se
893,wachsen::V,růst,rásti
894,glänzen::V,lesknout se,sijáti
895,funkeln::V,jiskřit se,ískriti se
896,lärmen::V,dělat hluk,ropotáti
897,lärmen::V,dělat hluk,razgrájati
898,läuten::V,zvonit,zvoníti
899,klingeln::V,zvonit,zvončkljáti
900,klirren::V,řinčet,žvenketáti
901,brausen::V,hučet,šuméti
902,rauschen::V,šumět,šuštéti
903,rauschen::V,šumět,šelestéti
904,klingen::V,znít,zvenéti
905,bellen::V,štěkat,lájati
906,heulen::V,výt,zavíjati
907,blasen::V,foukat,píhniti
908,pfeifen::V,pískat,pískati
909,pfeifen::V,pískat,žvížgati
910,schreien::V,křičet,kričáti
911,stöhnen::V,sténat,stókati
912,zittern::V,třást se,drgetáti
913,leben::V,žít,živéti
914,geboren werden::V,rodit se,rodíti se
915,atmen::V,dýchat,díhati
916,trinken::V,pít,píti
917,essen::V,jíst,jésti
918,schlucken::V,polykat,požírati
919,müde werden::V,unavit se,péšati
920,müde werden::V,unavit se,utrúditi se
921,einschlafen::V,usnout,zaspáti
922,schlafen::V,spát,spáti
923,aufwachen::V,probudit se,zbudíti se
924,aufstehen::V,vstát,vstáti
925,sich erholen::V,zotavovat se,oddahníti se
926,krank werden::V,onemocnět,oboléti
927,krank sein::V,být nemocný,bíti bolán
928,schmerzen::V,bolet,boléti
929,husten::V,kašlat,kášljati
930,genesen::V,uzdravit se,okrévati
931,sterben::V,umřít,umréti
932,umkommen::V,zahynout,pogíniti
933,sich bewegen::V,pohnout se,zganíti se
934,sich rühren::V,hnout se,premakníti se
935,sich erheben::V,zdvihnout se,vstájati
936,sich erheben::V,zdvihnout se,vzdígniti se
937,sich setzen::V,posadit se,sésti
938,hinfallen::V,upadnout,pásti dôl
939,laufen::V,běžet,hodíti
940,schreiten::V,kráčet,stópati
941,spazierengehen::V,procházet se,na sprehòd íti
942,eilen::V,spěchat,drvéti
943,sich beeilen::V,pospíšit si,hitéti
944,sausen::V,fičet,dírkati
945,rennen::V,pádit,dírjati
946,springen::V,skákat,skákati
947,klettern::V,lézt,plézati
948,klettern::V,šplhat,plézati
949,schaukeln::V,houpat,kolébati
950,kriechen::V,lézt,pláziti se
951,kriechen::V,plazit se,pláziti se
952,schwimmen::V,plavat,plávati
953,tauchen::V,nořit se,potápljati se
954,rudern::V,veslovat,vesláti
955,fahren::V,jet,vozíti se
956,fahren::V,jet,peljáti se
957,fahren::V,jezdit,vozíti se
958,fahren::V,jezdit,peljáti se
959,fliegen::V,létat,létati
960,gehen::V,jít,íti
961,weggehen::V,odejít,odíti
962,abfahren::V,odjet,odpeljáti se
963,anhalten::V,zastavit se,ustáviti se
964,hineingehen::V,vcházet se,íti nóter
965,eintreten::V,vstoupit,vstopíti
966,kommen::V,přijít,príti
967,ankommen::V,dojít,prispéti
968,ankommen::V,dojít,prihájati
969,zurückkommen::V,vrátit se,vrníti se
970,bleiben::V,zůstat,ostáti
971,warten::V,čekat,čákati
972,erwarten::V,čekat na,pričakováti
973,suchen::V,hledat,iskáti
974,finden::V,najít,nájti
975,versuchen::V,zkoušet,poskúšati
976,vorbereiten::V,připravit,pripráviti
977,lieben::V,milovat,ljubíti
978,mögen::V,mít rád,márati
979,lachen::V,smát se,smejáti se
980,rühren::V,dojmout,ganíti
981,weinen::V,plakat,jókati
982,weinen::V,plakat,plákati
983,schimpfen::V,nadávat,psováti
984,schimpfen::V,nadávat,zmérjati
985,sich ärgern::V,pohoršit se,jezíti se
986,sich fürchten::V,bát se,báti se
987,fürchten::V,bát se,báti se
988,fliehen::V,utéct,bežáti
989,flüchten::V,prchnout,pobégniti
990,sehen::V,vidět,vídeti
991,anschauen::V,podívat se na,oglédati
992,ansehen::V,sledovat,glédati
993,hören::V,slyšet,slíšati
994,zuhören::V,poslouchat,poslúšati
995,probieren::V,ochutnávat,poskúšati
996,riechen::V,cítit,dúhati
997,fühlen::V,cítit,čutíti
998,scheinen::V,zdát se,zdéti se
999,zu sehen sein::V,moci být viděn,vídeti se
1000,vernehmen::V,uslyšet,čúti
1001,frieren::V,mrznout,zébsti
1002,tun::V,dělat,délati
1003,können::V,moct,môči
1004,wollen::V,chtít,hotéti
1005,anfangen::V,začít,začéti
1006,beenden::V,ukončit,dokončáti
1007,aufhören::V,přestat,prenéhati
1008,gelingen::V,podařit se,uspéti
1009,gelingen::V,podařit se,posréčiti se
1010,geraten::V,dařit se,obnêsti se
1011,öffnen::V,otevřít,odpréti
1012,schließen::V,zavřít,zapréti
1013,stellen::V,postavit,postáviti
1014,setzen::V,posadit,posadíti
1015,legen::V,klást,položíti
1016,legen::V,položit,položíti
1017,berühren::V,dotýkat se,dotíkati se
1018,verbinden::V,spojit,obvézati
1019,bedecken::V,pokrýt,pokríti
1020,aufhängen::V,oběsit,obésiti
1021,aufhängen::V,pověsit,obésiti
1022,anzünden::V,zapálit,zažgáti
1023,anzünden::V,podpálit,zažgáti
1024,aufheben::V,zvednout,vzdígniti
1025,aufheben::V,zdvihnout,vzdígniti
1026,zurücklassen::V,zanechat,zapustíti
1027,verlieren::V,ztratit,izgubíti
1028,fallen lassen::V,upustit,navréči
1029,machen::V,udělat,naredíti
1030,machen::V,udělat,napráviti
1031,herstellen::V,vyrobit,izdélati
1032,bauen::V,stavět,gradíti
1033,bauen::V,budovat,gradíti
1034,reparieren::V,opravit,popráviti
1035,verbessern::V,zlepšit,izbóljšati
1036,ändern::V,změnit,spremeníti
1037,graben::V,rýt,kopáti
1038,graben::V,rýt,grêbsti
1039,graben::V,kopat,kopáti
1040,graben::V,kopat,grêbsti
1041,beugen::V,ohnout,upogníti
1042,biegen::V,ohnout,zavíjati
1043,drehen::V,točit,vrtéti
1044,wenden::V,obrátit,obrníti
1045,umdrehen::V,obrátit,zasúkati
1046,heben::V,zdvihnout,dvígati
1047,hochheben::V,zvednout,privzdígniti
1048,ergreifen::V,chopit se,zgrábiti
1049,halten::V,držet,držáti
1050,drücken::V,stisknout,tiščáti
1051,schieben::V,posouvat,ríniti
1052,kratzen::V,škrábat,práskati
1053,lecken::V,lízat,lízati
1054,beißen::V,kousat,grísti
1055,abreißen::V,utrhat,odtŕgati
1056,abreißen::V,odtrhat,odtŕgati
1057,abschneiden::V,uřezat,odrézati
1058,abschneiden::V,ukrojit,odrézati
1059,binden::V,přivázat,vézati
1060,stecken::V,strčit,vtakníti
1061,brechen::V,lomit,lomíti
1062,klopfen::V,ťukat,tólči
1063,klopfen::V,klepat,tólči
1064,hauen::V,bít,séči
1065,kleben::V,lepit,lépiti
1066,reiben::V,třít,tréti
1067,reiben::V,třít,dŕgniti
1068,streichen::V,mazat,namázati
1069,schleifen::V,brousit,brúsiti
1070,schneiden::V,řezat,rézati
1071,schneiden::V,střihat,rézati
1072,rütteln::V,třást,strésti
1073,rütteln::V,otřást,strésti
1074,schütteln::V,třást,majáti
1075,schütteln::V,zatřást,majáti
1076,schwenken::V,mávat,obrníti
1077,schütten::V,nasypat,sípati
1078,füllen::V,naplnit,napolníti
1079,einwickeln::V,zavinout,zavíti
1080,tragen::V,nést,nêsti
1081,schleppen::V,vléct,vláčiti
1082,ziehen::V,tahat,vléči
1083,ziehen::V,táhnout,vléči
1084,aufbewahren::V,schovat,shranjeváti
1085,werfen::V,házet,lúčati
1086,fangen::V,chytat,ujéti
1087,packen::V,uchvátit,prijéti
1088,verstecken::V,schovat,skríti
1089,teilen::V,rozdělit,razdelíti
1090,schicken::V,posílat,pošíljati
1091,bringen::V,přinést,prinêsti
1092,hinzufügen::V,připojit,pristáviti
1093,bekommen::V,dostat,dobíti
1094,erhalten::V,uchovat,prejéti
1095,nehmen::V,vzít,vzéti
1096,wählen::V,zvolit,izbírati
1097,auswählen::V,vybrat,izbráti
1098,bewahren::V,uchránit,ohraníti
1099,behindern::V,překážet,ovírati
1100,verderben::V,zkazit,pokváriti
1101,beschädigen::V,porušit,poškodováti
1102,beschädigen::V,poškodit,poškodováti
1103,zerbrechen::V,rozlámat,razlomíti
1104,zerreißen::V,roztrhnout,raztŕgati
1105,zerstören::V,zničit,razrúšiti
1106,verbrennen::V,spálit,sežgáti
1107,geben::V,dát,dáti
1108,reichen::V,podat,séči
1109,reichen::V,podat,molíti
1110,schenken::V,darovat,podáriti
1111,versprechen::V,slíbit,obljubíti
1112,wünschen::V,přát,vóščiti
1113,loben::V,chválit,hváliti
1114,küssen::V,líbat,poljubováti
1115,wiegen::V,chovat,zíbati
1116,wiegen::V,kolébat,zíbati
1117,zudecken::V,přikrýt,pokríti
1118,zudecken::V,přiklopit,pokríti
1119,wecken::V,vzbudit,zbudíti
1120,zeigen::V,ukázat,pokázati
1121,führen::V,vést,vêsti
1122,lehren::V,učit,učíti
1123,unterrichten::V,vyučovat,poučeváti
1124,aufziehen::V,vychovat,vzgojíti
1125,leiten::V,vodit,uprávljati
1126,antreiben::V,nutit,goníti
1127,lassen::V,dát,povzročíti
1128,einladen::V,pozvat,povábiti
1129,vereinigen::V,spojit,zdrúžiti
1130,besuchen::V,návštívit,obiskáti
1131,treffen::V,potkat,pogodíti
1132,sich versammeln::V,shromáždit se,zbráti se
1133,spielen::V,hrát,igráti se
1134,singen::V,zpívat,péti
1135,tanzen::V,tančit,plésati
1136,sich trennen::V,rozejít se,ločíti se
1137,verlassen::V,opustit,zapustíti
1138,retten::V,zachránit,réšiti
1139,bewachen::V,hlídat,strážiti
1140,schützen::V,chránit,sčítiti
1141,verteidigen::V,obhájit,braníti
1142,sich schlagen::V,bít se,têpsti se
1143,schießen::V,střílet,stréljati
1144,siegen::V,zvítězit,zmágati
1145,ärgern::V,zlobit,jezíti
1146,ärgern::V,zlobit,razbúriti
1147,ärgern::V,pohoršit,jezíti
1148,ärgern::V,pohoršit,razbúriti
1149,schlagen::V,udeřit,têpsti
1150,schlagen::V,udeřit,udáriti
1151,schlagen::V,praštit,têpsti
1152,schlagen::V,praštit,udáriti
1153,treten::V,kopnout,teptáti
1154,stechen::V,bodnout,ubôsti
1155,stechen::V,píchnout,ubôsti
1156,stoßen::V,strčit,peháti
1157,stoßen::V,strčit,drégniti
1158,stehlen::V,ukrást,ukrásti
1159,stehlen::V,ukrást,pokrásti
1160,stören::V,vyrušit,motíti
1161,belästigen::V,obtěžovat,nadlegováti
1162,verbergen::V,skrýt,skríti
1163,täuschen::V,klamat,slepíti
1164,betrügen::V,podvést,várati
1165,betrügen::V,podvést,ogoljufáti
1166,töten::V,zabít,ubíti
1167,wohnen::V,bydlit,prebívati
1168,arbeiten::V,pracovat,délati
1169,sammeln::V,sebrat,zbráti
1170,pflücken::V,česat,obráti
1171,jagen::V,uhonit,lovíti
1172,fischen::V,chytat ryby,ribáriti
1173,fassen::V,ulovit,zajéti
1174,hüten::V,pást,pásti
1175,treiben::V,hnát,pogánjati
1176,anbinden::V,přivázat,privézati
1177,füttern::V,krmit,kŕmiti
1178,melken::V,dojit,mólsti
1179,hacken::V,seknout,sékati
1180,gießen::V,zalít,ulíti
1181,reifen::V,uzrát,zoréti
1182,zubereiten::V,připravit,pripráviti
1183,kochen::V,vařit,kúhati
1184,backen::V,péct,cvréti
1185,braten::V,smažit,pêči
1186,umrühren::V,zamíchat,preméšati
1187,stricken::V,plést,plêsti
1188,nähen::V,šít,šívati
1189,färben::V,nabarvit,bárvati
1190,reinigen::V,očistit,očístiti
1191,waschen::V,mýt,opráti
1192,abwischen::V,utřít,obrísati
1193,spülen::V,spláchnout,splakováti
1194,fegen::V,zamést,pométati
1195,kehren::V,mést,mésti
1196,baden::V,koupat se,kópati se
1197,sich waschen::V,mýt se,umíti se
1198,ausziehen::V,svléct,izvléči
1199,anziehen::V,obléct,obléči
1200,sich anziehen::V,oblékat se,obléči se
1201,kämmen::V,učesat,česáti
1202,schmücken::V,ozdobit,okrasíti
1203,sagen::V,říct,dejáti
1204,sprechen::V,mluvit,govoríti
1205,reden::V,hovořit,rêči
1206,sich unterhalten::V,povídat se,razgovárjati se
1207,fragen::V,zeptat se,vprášati
1208,bitten::V,prosit,prosíti
1209,erzählen::V,povídat,práviti
1210,mitteilen::V,sdělit,naznániti
1211,mitteilen::V,oznámit,naznániti
1212,nennen::V,nazvat,imenováti
1213,rufen::V,volat,klícati
1214,rufen::V,zavolat,klícati
1215,prahlen::V,chlubit se,baháti se
1216,übersetzen::V,přeložit,prevêsti
1217,denken::V,myslit,mísliti
1218,glauben::V,věřit,verjéti
1219,bemerken::V,zpozorovat,opáziti
1220,erkennen::V,poznat,spoznáti
1221,begreifen::V,pochopit,pôjmiti
1222,verstehen::V,porozumět,razuméti
1223,lernen::V,učit se,učíti se
1224,wissen::V,vědět,znáti
1225,wissen::V,vědět,védeti
1226,sich erinnern an::V,vzpomínat si na,spómniti se
1227,vergessen::V,zapomínat,pozábiti
1228,messen::V,měřit,mériti
1229,zählen::V,spočítat,štéti
1230,rechnen::V,počítat,račúnati
1231,lesen::V,číst,bráti
1232,lesen::V,číst,čítati
1233,malen::V,malovat,slíkati
1234,zeichnen::V,rýsovat,rísati
1235,schreiben::V,psát,písati
1236,besitzen::V,mít,iméti
1237,besitzen::V,vlastnit,iméti
1238,kaufen::V,koupit,kupíti
1239,verkaufen::V,prodat,prodáti
1240,bezahlen::V,zaplatit,pláčati
1241,zahlen::V,platit,plačeváti
1242,beherrschen::V,ovládat,obvládati
1243,ertragen::V,snést,prenêsti
