,Concept_ID,cs,sl
77,Rauch::N,kouř,dìm
78,Funke::N,jiskra,ískra
79,Feuer::N,oheň,ôgenj
80,Licht::N,světlo,lúč
81,Schatten::N,stín,sénca
82,Wetter::N,počasí,vrême
83,Nebel::N,mlha,meglà
84,Wolke::N,mrak,oblák
85,Wolke::N,oblak,oblák
86,Regen::N,déšť,dèž
87,Schnee::N,sníh,snég
88,Eis::N,led,léd
89,Frost::N,mráz,zmrzál
90,Kälte::N,chlad,mràz
91,Hitze::N,horko,pripéka
92,Raureif::N,jinovatka,ívje
93,Raureif::N,jinovatka,slána
94,Regenbogen::N,duha,mávrica
95,Donner::N,hrom,gròm
96,Strömung::N,proudění,strúja
97,Tropfen::N,kapka,káplja
98,Schaum::N,pěna,péna
99,Schmutz::N,špína,nesnága
100,See::N,jezero,jézero
101,Sumpf::N,močál,močvírje
102,Sumpf::N,bažina,močvírje
103,Moor::N,bažina,bárje
104,Moor::N,slatina,bárje
105,Wiese::N,louka,trávnik
106,Wald::N,les,lés
107,Wald::N,les,gòzd
108,Hügel::N,kopec,brég
109,Hügel::N,kopec,goríca
110,Anhöhe::N,pahorek,gríč
111,Anhöhe::N,pahorek,višína
112,Berg::N,hora,gôra
113,Berg::N,hora,planína
114,Gipfel::N,vrchol,vŕh
115,Höhle::N,jeskyně,jáma
116,Höhle::N,jeskyně,votlína
117,Abhang::N,svah,pobóčje
118,Abhang::N,stráň,pobóčje
119,Quelle::N,pramen,izvír
120,Bach::N,potok,pôtok
121,Fluss::N,řeka,réka
122,Ufer::N,břeh,brég
123,Küste::N,pobřeží,obála
124,Küste::N,pobřeží,obréžje
125,Festland::N,souš,celína
126,Festland::N,souš,kopnína
127,Festland::N,pevnina,celína
128,Festland::N,pevnina,kopnína
129,Meer::N,moře,mórje
130,Bucht::N,záliv,zalív
131,Bucht::N,zátoka,zalív
132,Insel::N,ostrov,ôtok
133,Blume::N,květina,cvetlíca
134,Gras::N,tráva,tráva
135,Wurzel::N,kořen,korenína
136,Baum::N,strom,drevó
137,Stamm::N,kmen,dêblo
138,Rinde::N,kůra,lúbje
139,Rinde::N,kůra,skórja
140,Ast::N,větev,véja
141,Zweig::N,větev,véja
142,Blatt::N,lupen,líst
143,Birke::N,bříza,bréza
144,Kiefer[Baum]::N,sosna,bòr
145,Kiefer[Baum]::N,borovice,bòr
146,Weide[Baum]::N,vrba,vŕba
147,Tanne::N,jedle,hója
148,Horn::N,roh,róg
149,Feder::N,pero,peró
150,Fell::N,srst,kŕzno
151,Flügel::N,křídlo,krílo
152,Klaue::N,dráp,párkelj
153,Klaue::N,pazneht,párkelj
154,Kralle::N,dráp,krémpelj
155,Schwanz::N,ocas,rèp
156,Ei::N,vejce,jájce
157,Nest::N,hnízdo,gnézdo
158,Bau::N,nora,brlòg
159,Tier::N,zvíře,živál
160,Herde::N,stádo,čréda
161,Kuh::N,kráva,kráva
162,Bulle::N,býk,bìk
163,Pferd::N,kůň,kònj
164,Schaf::N,ovce,ôvca
165,Schwein::N,vepř,svínja
166,Schwein::N,prase,svínja
167,Hund::N,pes,pès
168,Katze::N,kočka,máčka
169,Bär::N,medvěd,mêdved
170,Eichhörnchen::N,veverka,véverica
171,Elch::N,los,lós
172,Fuchs::N,liška,lisíca
173,Hase::N,zajíc,zájec
174,Maus::N,myš,mìš
175,Wolf::N,vlk,vólk
176,Vogel::N,pták,ptìč
177,Vogel::N,pták,ptíca
178,Schwarm::N,roj,játa
179,Schwarm::N,hejno,játa
180,Huhn::N,kuře,kokóš
181,Huhn::N,slepice,kokóš
182,Hahn::N,kohout,petêlin
183,Gans::N,husa,gós
184,Adler::N,orel,ôrel
185,Ente::N,kachna,ráca
186,Eule::N,sova,sôva
187,Kranich::N,jeřáb,žerjàv
188,Krähe::N,vrána,vrána
189,Kuckuck::N,kukačka,kúkavica
190,Schwan::N,labuť,labód
191,Fisch::N,ryba,ríba
192,Barsch::N,okoun,ostríž
193,Hecht::N,štika,ščúka
194,Schlange[Tier]::N,had,káča
195,Wurm::N,červ,čr̀v
196,Wurm::N,červ,glísta
197,Spinne::N,pavouk,pájek
198,Ameise::N,mravenec,mrávlja
199,Laus::N,veš,úš
200,Mücke::N,komár,komár
201,Fliege::N,moucha,múha
202,Schmetterling::N,motýl,metúlj
203,Beere::N,bobule,jágoda
204,Apfel::N,jablko,jábolko
205,Pilz::N,houba,góba
206,Zwiebel::N,cibule,čebúla
207,Saat::N,osivo,séme
208,Korn::N,zrno,zŕno
209,Heu::N,seno,senó
210,Schale::N,slupka,lupína
211,Schale::N,skořápka,lupína
212,Grube::N,jáma,jáma
213,Falle::N,past,pást
214,Falle::N,léčka,pást
215,Schlinge::N,smyčka,zánka
216,Schlinge::N,smyčka,pêtlja
217,Spur::N,stopa,sléd
218,Asche::N,popel,pepél
219,Dreck::N,špína,bláto
220,Eisen::N,železo,želézo
221,Gold::N,zlato,zlató
222,Silber::N,stříbro,srebró
223,Kohle::N,uhlí,ógel
224,Glas::N,sklo,stêklo
225,Lehm::N,jíl,ílo
226,Lehm::N,hlína,ílo
227,Sand::N,písek,pések
228,Mensch::N,člověk,člôvek
229,Mann::N,muž,móž
230,Mann::N,muž,môški
231,Frau::N,žena,gospá
232,Frau::N,žena,žénska
233,Kind::N,dítě,déte
234,Kind::N,dítě,otròk
235,Junge::N,hoch,fànt
236,Junge::N,hoch,déček
237,Junge::N,chlapec,fànt
238,Junge::N,chlapec,déček
239,Mädchen::N,děvče,deklè
240,Mädchen::N,děvče,déklica
241,Familie::N,rodina,družína
242,Großvater::N,děd,dèd
243,Großvater::N,děd,dédek
244,Großvater::N,dědeček,dèd
245,Großvater::N,dědeček,dédek
246,Großmutter::N,babička,bábica
247,Eltern::N,rodiče,stárši
248,Vater::N,otec,ôče
249,Mutter::N,matka,máma
250,Sohn::N,syn,sín
251,Tochter::N,dcera,hčí
252,Tochter::N,dcera,hčérka
253,Bruder::N,bratr,bràt
254,Schwester::N,sestra,sêstra
255,Onkel::N,strýc,újec
256,Onkel::N,strýc,stríc
257,Tante::N,teta,têta
258,Tante::N,teta,strína
259,Ehemann::N,choť,móž
260,Ehemann::N,choť,sopróg
261,Ehemann::N,manžel,móž
262,Ehemann::N,manžel,sopróg
263,Ehefrau::N,choť,žêna
264,Ehefrau::N,choť,sopróga
265,Ehefrau::N,manželka,žêna
266,Ehefrau::N,manželka,sopróga
267,Freude::N,radost,rádost
268,Freude::N,radost,vesêlje
269,Gelächter::N,smích,sméh
270,Gelächter::N,smích,grohòt
271,Glück::N,štěstí,sréča
272,Kummer::N,žal,gorjé
273,Kummer::N,trápení,gorjé
274,Wunsch::N,přání,žêlja
275,Lust::N,chuť,poželênje
276,Geist::N,duch,dúša
277,Gedanke::N,myšlenka,mísel
278,Gedächtnis::N,paměť,pámet
279,Verstand::N,rozum,
280,Sinn::N,smysl,pomèn
281,Sinn::N,smysl,smísel
282,Grund::N,důvod,vzròk
283,Wahrheit::N,pravda,resníca
284,Gespräch::N,rozhovor,pogóvor
285,Märchen::N,pohádka,právljica
286,Erzählung::N,povídka,povést
287,Nachricht::N,zpráva,sporočílo
288,Neuigkeit::N,novina,novóst
289,Neuigkeit::N,novinka,novóst
290,Name::N,jméno,imé
291,Rätsel::N,hádanka,ugánka
292,Rede::N,řeč,góvor
293,Rede::N,proslov,góvor
294,Sprache::N,řeč,jêzik
295,Sprache::N,jazyk,jêzik
296,Stimme::N,hlas,glás
297,Wort::N,slovo,beséda
298,Zeichen::N,znamení,znák
299,Ruf::N,zavolání,klíc
300,Lärm::N,hluk,hrúp
301,Lärm::N,hluk,trúšč
302,Laut::N,zvuk,glás
303,Ton::N,tón,tón
304,Lied::N,píseň,pésem
305,Ruhe::N,klid,pokòj
306,Ruhe::N,pokoj,pokòj
307,Leute::N,lidé,ljudjé
308,Volk::N,národ,národ
309,Arbeit::N,práce,délo
310,Gast::N,host,gòst
311,Geschenk::N,dar,darílo
312,Spiel::N,hra,ígra
313,Gesellschaft::N,společnost,drúžba
314,Hilfe::N,pomoc,pomóč
315,Freund::N,přítel,prijátelj
316,Kamerad::N,kamarád,továriš
317,Angelegenheit::N,záležitost,zadéva
318,Anzahl::N,počet,števílo
319,Art::N,druh,vŕsta
320,Stück::N,kus,kós
321,Stück::N,kousek,kós
322,Teil::N,díl,dél
323,Teil::N,část,dél
324,Hälfte::N,půl,polovíca
325,Kreis::N,kruh,króg
326,Kreis::N,kruh,kolobár
327,Kreuz::N,kříž,kríž
328,Linie::N,linka,próga
329,Strich::N,čára,čŕta
330,Strich::N,čárka,čŕta
331,Abstand::N,vzdálenost,preslédek
332,Entfernung::N,vzdálenost,oddáljenost
333,Gegend::N,krajina,kràj
334,Gegend::N,krajina,dežêla
335,Platz::N,prostor,prôstor
336,Ort::N,místo,mésto
337,Seite::N,strana,bòk
338,Seite::N,strana,strán
339,Mitte::N,střed,sredína
340,Mitte::N,prostředek,sredína
341,Gegenstand::N,předmět,prédmet
342,Sache::N,věc,réč
343,Sache::N,věc,stvár
344,Rand::N,kraj,kràj
345,Rand::N,okraj,kràj
346,Kante::N,hrana,rób
347,Ecke::N,roh,vogál
348,Spitze::N,hrot,óst
349,Spitze::N,špička,óst
350,Ende::N,konec,kônec
351,Loch::N,díra,lúknja
352,Winkel::N,kout,kót
353,Muster::N,vzor,vzórec
354,Größe::N,velikost,veličína
355,Länge::N,délka,dolžína
356,Höhe::N,výška,vršína
357,Gewicht::N,váha,téža
358,Menge::N,množství,količína
359,Haufen::N,kupa,kùp
360,Haufen::N,kupa,kopíca
361,Haufen::N,hromada,kùp
362,Haufen::N,hromada,kopíca
363,Reihe::N,řada,níz
364,Reihe::N,řada,vŕsta
365,Reihe::N,řádek,níz
366,Reihe::N,řádek,vŕsta
367,Boot::N,člun,čóln
368,Ruder::N,veslo,vêslo
369,Schlitten::N,sáně,saní
370,Ski::N,lyže,smučí
371,Lagerfeuer::N,táborák,táborni ôgenj
372,Last::N,náklad,tôvor
373,Last::N,břemeno,tôvor
374,Gang::N,chůze,hòd
375,Gang::N,chodba,hòd
376,Schritt::N,krok,korák
377,Norden::N,sever,séver
378,Süden::N,jih,júg
379,Westen::N,západ,zapàd
380,Osten::N,východ,vzhòd
381,Holz::N,dřevo,lés
382,Brett::N,prkno,deskà
383,Platte::N,deska,plôča
384,Stütze::N,opěra,opóra
385,Stütze::N,opěra,zaslómba
386,Stange::N,tyč,gréd
387,Stange::N,tyčka,gréd
388,Stock::N,hůlka,pálica
389,Stab::N,hůl,pálica
390,Rohr::N,trubka,cév
391,Haus::N,dům,híša
392,Heim::N,domov,dóm
393,Ofen::N,kamna,péč
394,Fußboden::N,podlaha,pòd
395,Tisch::N,stůl,míza
396,Stuhl::N,židle,stòl
397,Wiege::N,kolébka,zíbel
398,Bett::N,postel,póstelja
399,Regal::N,regál,políca
400,Regal::N,police,políca
401,Kiste::N,bedna,zabòj
402,Fenster::N,okno,ôkno
403,Tür::N,dveře,vráta
404,Tor::N,vrata,velíka vráta
405,Zaun::N,plot,ográja
406,Dach::N,střecha,stréha
407,Leiter::N,žebřík,léstev
408,Besen::N,koště,mêtla
409,Besen::N,smeták,mêtla
410,Spaten::N,rýč,lopáta
411,Schaufel::N,lopata,lopáta
412,Gabel::N,vidlička,vílice
413,Löffel::N,lžíce,žlíca
414,Messer::N,nůž,nòž
415,Nagel::N,hřebík,žebèlj
416,Netz::N,síť,mréža
417,Haken::N,hák,kljúka
418,Griff::N,držadlo,ročáj
419,Griff::N,držadlo,oprijèm
420,Schloss::N,zámek,ključávnica
421,Bild::N,obraz,slíka
422,Figur::N,figura,figúra
423,Figur::N,figura,postáva
424,Puppe::N,panenka,lútka
425,Beutel::N,pytlík,môšnja
426,Bündel::N,svazek,cúla
427,Bündel::N,svazek,svéženj
428,Tasche::N,taška,tórba
429,Tasche::N,taška,tobôlec
430,Tasche::N,brašna,tórba
431,Tasche::N,brašna,tobôlec
432,Eimer::N,kýbl,vêdro
433,Eimer::N,vědro,vêdro
434,Deckel::N,víko,pokròv
435,Deckel::N,víko,poklópec
436,Deckel::N,příklop,pokròv
437,Deckel::N,příklop,poklópec
438,Geschirr::N,nádobí,posóda
439,Sack::N,pytel,vréča
440,Tasse::N,šálek,skodélica
441,Topf::N,hrnec,lônec
442,Kessel::N,kotel,kôtel
443,Essen::N,jídlo,hrána
444,Nahrung::N,strava,živílo
445,Nahrung::N,potrava,živílo
446,Speise::N,jídlo,jéd
447,Fleisch::N,maso,mesó
448,Getreide::N,obilí,žíto
449,Brei::N,kaše,káša
450,Brot::N,chléb,krùh
451,Scheibe::N,krajíc,réženj
452,Fett::N,tuk,mást
453,Fett::N,tuk,maščôba
454,Fett::N,omastek,mást
455,Fett::N,omastek,maščôba
456,Butter::N,máslo,máslo
457,Öl::N,olej,ólje
458,Salz::N,sůl,sól
459,Suppe::N,polévka,júha
460,Honig::N,med,méd
461,Milch::N,mléko,mléko
462,Tee::N,čaj,čáj
463,Leder::N,kůže,úsnje
464,Wolle::N,vlna,vólna
465,Stoff::N,látka,blagó
466,Nadel::N,jehla,ígla
467,Faden::N,nit,nít
468,Knopf::N,knoflík,gúmb
469,Knoten::N,uzel,vôzel
470,Farbe::N,barva,bárva
471,Kleidung::N,šaty,obléka
472,Kleidung::N,šatstvo,obléka
473,Hemd::N,košile,srájca
474,Kragen::N,límec,ovrátnik
475,Ärmel::N,rukáv,rokáv
476,Hose::N,kalhoty,hláče
477,Gürtel::N,pás,pás
478,Gürtel::N,opasek,pás
479,Mütze::N,čepice,kápa
480,Mütze::N,čepice,čépica
481,Schuh::N,bota,čévelj
482,Stiefel::N,holínka,škórenj
483,Ring::N,prsten,pŕstan
484,Band::N,pásek,trák
485,Kamm::N,hřeben,glavník
486,Spiegel::N,zrcadlo,zrcálo
487,Spiegel::N,zrcadlo,ogledálo
488,Riemen::N,řemen,jêrmen
489,Schnur::N,šňůra,vŕvca
490,Leine::N,vodítko,konôpec
491,Decke::N,pokrývka,odéja
492,Decke::N,přikrývka,odéja
493,Kissen::N,polštář,blazína
494,Tuch::N,šátek,pŕt
495,Tuch::N,šátek,rúta
496,Handtuch::N,ručník,brisáča
497,Kraft::N,síla,síla
498,Stärke::N,síla,jákost
499,Gesundheit::N,zdraví,zdrávje
500,Krankheit::N,nemoc,bolézen
501,Krankheit::N,choroba,bolézen
502,Schmerz::N,bolest,ból
503,Schmerz::N,bolest,bolečína
504,Wunde::N,rána,rána
505,Fieber::N,horečka,vročína
506,Arznei::N,lék,lék
507,Arznei::N,lék,zdravílo
508,Brücke::N,most,móst
509,Brunnen::N,studna,vodnják
510,Weide::N,pastva,páša
511,Weide::N,pastvina,páša
512,Pfad::N,pěšina,stezà
513,Weg::N,cesta,pót
514,Straße::N,silnice,césta
515,Dorf::N,vesnice,vás
516,Stadt::N,město,mésto
517,Brief::N,dopis,písmo
518,Buch::N,kniha,knjíga
519,Buchstabe::N,písmeno,čŕka
520,Zeitung::N,noviny,čásnik
521,Leben::N,život,življênje
522,Tod::N,smrt,smŕt
523,Grab::N,hrob,gròb
524,Kirche::N,kostel,cérkev
525,Sünde::N,hřích,gréh
526,Gott::N,bůh,bóg
527,Arbeiter::N,dělník,délavec
528,Arbeiter::N,pracovník,délavec
529,Chef::N,šéf,šéf
530,Chef::N,vedoucí,šéf
531,Meister::N,mistr,mójster
532,Arzt::N,lékař,zdravník
533,Lehrer::N,učitel,učítelj
534,Geld::N,peníze,denár
535,Geschäft::N,obchod,kupčíja
536,Laden::N,krám,trgovína
537,Preis::N,cena,céna
538,Ware::N,zboží,róba
539,Nutzen::N,užitek,príd
540,Reichtum::N,bohatství,bogástvo
541,Welt::N,svět,svét
542,Land::N,země,dežêla
543,Staat::N,stát,držáva
544,König::N,král,králj
545,Macht::N,moc,oblást
546,Macht::N,mocnost,oblást
547,Grenze::N,hranice,mêja
548,Krieg::N,válka,vôjna
549,Feind::N,nepřítel,sovrážnik
550,Gewalt::N,násilí,nasílje
551,Kampf::N,boj,bòj
552,Kampf::N,boj,bórba
553,Bogen[Waffe]::N,luk,lók
554,Pfeil::N,šíp,puščíca
555,Gewehr::N,puška,púška
556,Gewehr::N,ručnice,púška
557,Fehler::N,chyba,zmóta
558,Lüge::N,lež,láž
559,Schaden::N,škoda,okvára
560,Unglück::N,neštěstí,nesréča
561,Schuld::N,vina,krívda
562,Alter::N,věk,dôba
563,Schluss::N,konec,kônec
564,Zeit::N,čas,čàs
565,Tag::N,den,dán
566,Morgen::N,ráno,jútro
567,Morgen::N,jitro,jútro
568,Mittag::N,poledne,póldan
569,Abend::N,večer,večér
570,Nacht::N,noc,nóč
571,Woche::N,týden,téden
572,Monat::N,měsíc,mésec
573,Jahr::N,rok,léto
574,Frühling::N,jaro,pomlád
575,Sommer::N,léto,polétje
576,Herbst::N,podzim,jesén
577,Winter::N,zima,zíma
578,Januar::N,leden,jánuar
579,Februar::N,únor,fébruar
580,März::N,březen,márec
581,April::N,duben,apríl
582,Mai::N,květen,máj
583,Juni::N,červen,júnij
584,Juli::N,červenec,júlij
585,August::N,srpen,avgúst
586,September::N,září,septêmber
587,Oktober::N,říjen,október
588,November::N,listopad,novêmber
589,Dezember::N,prosinec,decémber
590,Montag::N,pondělí,ponedéljek
591,Montag::N,pondělek,ponedéljek
592,Dienstag::N,úterý,tôrek
593,Mittwoch::N,středa,sréda
594,Donnerstag::N,čtvrtek,četŕtek
595,Freitag::N,pátek,pétek
596,Samstag::N,sobota,sobóta
597,Sonntag::N,neděle,nedélja
598,groß::A,velký,vêlik
599,klein::A,malý,májhen
600,lang::A,dlouhý,dólg
601,kurz::A,krátký,krátek
602,breit::A,široký,širòk
603,schmal::A,úzký,ózek
604,dicht::A,hustý,góst
605,dick[Gegenstand]::A,tlustý,dêbel
606,dünn::A,tenký,tánek
607,fein::A,jemný,drôben
608,fest::A,pevný,tŕden
609,flach::A,plochý,plán
610,flach::A,plochý,plòsk
611,flach::A,placatý,plán
612,flach::A,placatý,plòsk
613,glatt::A,hladký,gládek
614,hart::A,tvrdý,tŕd
615,weich::A,měkký,mehák
616,rund::A,kulatý,okrógel
617,rund::A,okrouhlý,okrógel
618,spitz::A,špičatý,šílast
619,scharf::A,ostrý,óster
620,stumpf::A,tupý,tóp
621,stumpf::A,tupý,skŕhan
622,schwer::A,těžký,têžek
623,schön::A,pěkný,lép
624,schön::A,pěkný,krásen
625,schön::A,krásný,lép
626,schön::A,krásný,krásen
627,heiß::A,horký,vròč
628,warm::A,teplý,tôpel
629,kalt::A,studený,mŕzel
630,kalt::A,studený,hláden
631,kühl::A,chladný,hláden
632,frisch::A,svěží,svéž
633,feucht::A,vlhký,vlážen
634,nass::A,mokrý,móker
635,trocken::A,suchý,súh
636,voll::A,plný,póln
637,leer::A,prázdný,prázen
638,offen::A,otevřený,odpŕt
639,geschlossen::A,zavřený,zapŕt
640,sauber::A,čistý,číst
641,sauber::A,čistý,líčen
642,schmutzig::A,špinavý,umázan
643,roh::A,syrový,suròv
644,reif::A,zralý,zrèl
645,lecker::A,chutný,okúsen
646,süß::A,sladký,sládek
647,bitter::A,hořký,grenák
648,sauer::A,kyselý,kísel
649,hell::A,světlý,svetèl
650,dunkel::A,temný,temèn
651,schwarz::A,černý,čŕn
652,weiß::A,bílý,bél
653,rot::A,rudý,rdèč
654,rot::A,červený,rdèč
655,gelb::A,žlutý,žólt
656,gelb::A,žlutý,rumèn
657,blau::A,modrý,móder
658,grün::A,zelený,zelèn
659,grau::A,šedý,sív
660,grau::A,šedivý,sív
661,bunt::A,pestrý,písan
662,billig::A,levný,pocéni
663,billig::A,laciný,pocéni
664,teuer::A,drahý,drág
665,wertvoll::A,cenný,dragocén
666,blind::A,slepý,slép
667,taub::A,hluchý,glúh
668,kräftig::A,silný,močán
669,stark::A,silný,ják
670,schwach::A,slabý,šíbek
671,fett::A,tučný,dêbel
672,fett::A,tlustý,dêbel
673,schlank::A,štíhlý,vítek
674,hübsch::A,hezký,lép
675,böse::A,zlý,zèl
676,böse::A,zlý,hudôben
677,dumm::A,hloupý,glúp
678,dumm::A,hloupý,bédast
679,faul::A,líný,lén
680,fleißig::A,pilný,marljív
681,geizig::A,lakomý,škŕt
682,klug::A,chytrý,pámeten
683,geschickt::A,šikovný,spréten
684,lieb::A,milý,míl
685,lieb::A,milý,ljúb
686,lustig::A,veselý,vesél
687,sanft::A,mírný,láhek
688,hungrig::A,hladový,láčen
689,krank::A,nemocný,bolán
690,nackt::A,nahý,nág
691,traurig::A,smutný,túžen
692,traurig::A,truchlivý,túžen
693,lebendig::A,živý,žív
694,gut::A,dobrý,dóber
695,schlecht::A,špatný,malopríden
696,richtig::A,pravý,pravílen
697,richtig::A,správný,pravílen
698,schlimm::A,zlý,húd
699,wahr::A,pravdivý,resníčen
700,alt::A,starý,stàr
701,neu::A,nový,nòv
702,ehemalig::A,bývalý,nekdánji
703,alt[Lebewesen]::A,starý,stàr
704,jung::A,mladý,mlád
705,arm::A,chudý,ubóg
706,arm::A,chudý,réven
707,reich::A,bohatý,bogàt
708,bekannt::A,známý,znán
709,berühmt::A,slavný,sláven
710,berühmt::A,slavný,znamenít
711,fremd::A,cizí,túj
712,verschieden::A,různý,razlíčen
713,verschieden::A,rozličný,razlíčen
714,nah::A,blízký,blížnji
715,fern::A,daleký,dáleč
716,linker::A,levý,lévi
717,rechter::A,pravý,désni
718,anderer::A,jiný,drúgi
719,erster::A,první,pŕvi
720,zweiter::A,druhý,drúgi
721,dritter::A,třetí,trétji
722,letzter::A,poslední,poslédnji
723,allein::ADV,sám,sám
724,auf einmal::ADV,najednou,obênem
725,zusammen::ADV,spolu,skúpaj
726,zusammen::ADV,dohromady,skúpaj
727,lange::ADV,dlouho,dólgo
728,plötzlich::ADV,vtom,náglo
729,plötzlich::ADV,vtom,nenádoma
730,plötzlich::ADV,náhle,náglo
731,plötzlich::ADV,náhle,nenádoma
732,sofort::ADV,hned,prècej
733,sofort::ADV,ihned,prècej
734,später::ADV,později,poznêje
735,jetzt::ADV,teď,zdàj
736,jetzt::ADV,nyní,zdàj
737,heute::ADV,dnes,dánes
738,heute::ADV,dneska,dánes
739,morgen::ADV,zítra,jútri
740,bald::ADV,brzo,kmálu
741,dann::ADV,pak,nató
742,dann::ADV,potom,nató
743,gestern::ADV,včera,včéraj
744,einst::ADV,kdysi,nékdaj
745,damals::ADV,tehdy,tedàj
746,damals::ADV,tehdy,takràt
747,damals::ADV,tenkrát,tedàj
748,damals::ADV,tenkrát,takràt
749,danach::ADV,podle toho,potèm
750,vorher::ADV,dříve,poprèj
751,vorher::ADV,napřed,poprèj
752,zuerst::ADV,nejprve,spŕva
753,zuerst::ADV,nejdříve,spŕva
754,einmal::ADV,jednou,ênkrat
755,manchmal::ADV,někdy,včásih
756,oft::ADV,často,pogósto
757,immer::ADV,vždy,védno
758,immer::ADV,vždy,zméraj
759,immer::ADV,stále,védno
760,immer::ADV,stále,zméraj
761,niemals::ADV,nikdy,nikdàr
762,hier::ADV,zde,tù
763,hier::ADV,zde,túkaj
764,hier::ADV,tady,tù
765,hier::ADV,tady,túkaj
766,hierhin::ADV,sem,sèmkaj
767,von hier::ADV,odtud,od tú
768,dort::ADV,tam,tàm
769,dorthin::ADV,tam,tjà
770,geradeaus::ADV,rovně,rávno napréj
771,vorwärts::ADV,kupředu,napréj
772,rückwärts::ADV,zpět,zádaj
773,zurück::ADV,zpět,nazáj
774,zurück::ADV,nazpět,nazáj
775,unten::ADV,dole,dôli
776,unten::ADV,dole,spôdaj
777,hinab::ADV,dolů,dôl
778,oben::ADV,nahoře,gôri
779,oben::ADV,nahoře,zgôraj
780,oben::ADV,navrchu,gôri
781,oben::ADV,navrchu,zgôraj
782,hinauf::ADV,nahoru,gôr
783,überall::ADV,všude,povsód
784,nicht::ADV,ne,ne
785,ein wenig::ADV,trochu,málo
786,kaum::ADV,sotva,kómaj
787,sehr::ADV,velmi,zeló
788,sehr::ADV,velice,zeló
789,so::ADV,tak,takó
790,so::ADV,takto,takó
791,noch::ADV,ještě,še
792,nur::ADV,jen,samó
793,nur::ADV,jenom,samó
794,schon::ADV,už,žè
795,schon::ADV,již,žè
796,wieder::ADV,zase,spét
797,vergebens::ADV,marně,zamàn
798,vergebens::ADV,marně,zastónj
799,vor::PRP,před,pred
800,hinter::PRP,za,za
801,unter::PRP,pod,pod
802,durch::PRP,skrz,skózi
803,neben::PRP,vedle,kràj
804,neben::PRP,vedle,póleg
805,zwischen::PRP,mezi,med
806,zwischen::PRP,mezi,izmed
807,wegen::PRP,pro,zarádi
808,dies::PRN,toto,tó
809,dies::PRN,tohle,tó
810,das::PRN,to,tó
811,alles::PRN,všechno,vsè
812,ich::PRN,já,jàz
813,du::PRN,ty,tí
814,er::PRN,on,òn
815,wir::PRN,my,mí
816,ihr::PRN,vy,ví
817,sie::PRN,oni,ôni
818,was::FPRN,co,káj
819,wer::FPRN,kdo,kdó
820,wo::FADV,kde,kjé
821,wohin::FADV,kam,kám
822,wie::FADV,jak,kakó
823,warum::FADV,proč,zakáj
824,wieviel::FNUM,kolik,kóliko
825,eins::NUM,jeden,êden
