,Concept_ID,tt,mn
792,schlecht::A,начар,өөдгүй
793,richtig::A,дөрес,зөв
794,richtig::A,дөрес,зүйтэй
795,schlimm::A,әшәкә,муухай
796,wahr::A,чып-чын,үнэн
797,wahr::A,чып-чын,жинхэнэ
798,alt::A,иске,хуучин
799,neu::A,яңа,шинэ
800,ehemalig::A,элекке,агсан
801,ehemalig::A,элекке,байсан
802,alt[Lebewesen]::A,карт,өвгөн
803,alt[Lebewesen]::A,карт,хижээл
804,jung::A,яшь,залуу
805,arm::A,фәкыйрь,ядуу
806,reich::A,бай,баян
807,reich::A,бай,баялаг
808,bekannt::A,таныш,танил
809,berühmt::A,атаклы,цуутай
810,berühmt::A,атаклы,алдартай
811,fremd::A,ят,харь
812,fremd::A,ят,гадаад
813,verschieden::A,төрле,ондоо
814,verschieden::A,төрле,янз янзын
815,nah::A,якын,ойрын
816,nah::A,якын,дөтийн
817,fern::A,ерак,холын
818,linker::A,сул,буруу
819,rechter::A,уң,баруун
820,anderer::A,бүтән,өөр
821,anderer::A,бүтән,нөгөө
822,erster::A,беренче,нэгдэх
823,erster::A,беренче,нэгдүгээр
824,zweiter::A,икенче,хоёрдугаар
825,dritter::A,өченче,гуравдугаар
826,letzter::A,ахыргы,сүүлийн
827,allein::ADV,ялгыз,ганцаараа
828,auf einmal::ADV,бердән,нэгмөсөн
829,zusammen::ADV,бергә,цуг
830,zusammen::ADV,бергә,хамт
831,lange::ADV,озак,удаан
832,plötzlich::ADV,искәрмәстән,гэнэт
833,sofort::ADV,хәзер,дороо
834,später::ADV,соңрак,дараа
835,jetzt::ADV,хәзер,өнөө
836,heute::ADV,бүген,өнөө
837,heute::ADV,бүген,өнөөдөр
838,morgen::ADV,иртәгә,маргааш
839,morgen::ADV,иртәгә,маргаадар
840,bald::ADV,тиздән,түргэн
841,bald::ADV,тиздән,удахгүй
842,dann::ADV,аннары,хожим
843,dann::ADV,аннары,тэгээд
844,gestern::ADV,кичә,өчигдөр
845,einst::ADV,берчак,нэг
846,damals::ADV,ул вакытта,тэгэхэд
847,damals::ADV,ул чакта,тэгэхэд
848,danach::ADV,да,тэгээд
849,danach::ADV,да,дараа нь
850,vorher::ADV,элек,урьд
851,zuerst::ADV,башта,анх
852,zuerst::ADV,башта,эхлээд
853,einmal::ADV,бер,нэг удаа
854,einmal::ADV,бер мәртәбә,нэг удаа
855,manchmal::ADV,кайчакта,хааяа
856,manchmal::ADV,кайчакта,заримдаа
857,oft::ADV,еш,олонтоо
858,immer::ADV,һәркайчан,байнга
859,niemals::ADV,hичбер вакыт,хэзээ ч
860,niemals::ADV,hичбер вакыт,хэдийд ч
861,hier::ADV,монда,энд
862,hier::ADV,биредә,энд
863,hierhin::ADV,монда,нааш
864,von hier::ADV,моннан,эндээс
865,dort::ADV,анда,тэнд
866,dorthin::ADV,тегеләй,тийш
867,geradeaus::ADV,турыдан-туры,шулуун
868,vorwärts::ADV,алга,урагшаа
869,rückwärts::ADV,кире,буцаан
870,rückwärts::ADV,кире,сөөргөө
871,zurück::ADV,кире,буцаж
872,zurück::ADV,кире,гэдрэг
873,unten::ADV,түбәндә,дор
874,hinab::ADV,аска,уруу
875,oben::ADV,өстә,дээр
876,oben::ADV,югарыда,дээр
877,hinauf::ADV,өскә,өөд
878,hinauf::ADV,өскә,дээш
879,überall::ADV,hәркайда,хааяагүй
880,überall::ADV,hәркайда,энд тэндгүй
881,nicht::ADV,түгел,эс
882,nicht::ADV,түгел,-гүй
883,ein wenig::ADV,бераз,жаахан
884,kaum::ADV,көчкә,арай
885,kaum::ADV,көчкә,арай гэж
886,sehr::ADV,бик,тун
887,so::ADV,алай,тэгж
888,so::ADV,алай,ингээд
889,noch::ADV,янә,дахин
890,noch::ADV,янә,дахиад
891,noch::ADV,тагын,дахин
892,noch::ADV,тагын,дахиад
893,nur::ADV,фәкать,зөвхөн
894,nur::ADV,фәкать,гагцхүү
895,schon::ADV,инде,нэгэнт
896,wieder::ADV,янә,дахин
897,wieder::ADV,янә,дахиад
898,wieder::ADV,тагын,дахин
899,wieder::ADV,тагын,дахиад
900,vergebens::ADV,юкка,хий
901,vor::PRP,алдыннан,өмнө
902,hinter::PRP,арттан,ард
903,unter::PRP,астында,доор
904,durch::PRP,аша,дундуур
905,neben::PRP,тирәсендә,хажууд
906,zwischen::PRP,арасында,завсар
907,zwischen::PRP,арасында,хооронд
908,wegen::PRP,сәбәпле,төлөө
909,wegen::PRP,сәбәпле,дээрээс
910,dies::PRN,бу,энэ
911,das::PRN,ул,тэр
912,alles::PRN,һәммә,цөм
913,alles::PRN,һәммә,бүгд
914,ich::PRN,мин,би
915,du::PRN,син,чи
916,er::PRN,ул,тэр
917,er::PRN,ул,тэр хүн
918,wir::PRN,без,бид
919,ihr::PRN,сез,та нар
920,sie::PRN,ул,тэд
921,was::FPRN,ни,юу
922,was::FPRN,нәрсә,юу
923,wer::FPRN,кем,хэн
924,wo::FADV,кайда,хаа
925,wo::FADV,кайда,хаана
926,wohin::FADV,кая,хааш
927,wohin::FADV,кая,хаана
928,wie::FADV,ничек,яаж
929,wie::FADV,ничек,хэрхэн
930,warum::FADV,нигә,юунд
931,warum::FADV,нигә,яагаад
932,wieviel::FNUM,ничә,хэдий
933,wieviel::FNUM,ничә,хэд
934,eins::NUM,бер,нэг
935,zwei::NUM,ике,хоёр
936,drei::NUM,өч,гурав
937,vier::NUM,дүрт,дөрөв
938,fünf::NUM,биш,тав
939,sechs::NUM,алты,зургаа
940,sieben::NUM,җиде,долоо
941,acht::NUM,сигез,найм
942,neun::NUM,тугыз,ес
943,zehn::NUM,ун,арав
944,elf::NUM,унбер,арван нэг
945,zwölf::NUM,унике,арван хоёр
946,zwanzig::NUM,егерме,хорь
947,dreißig::NUM,утыз,гуч
948,vierzig::NUM,кырык,дөч
949,fünfzig::NUM,илле,тавь
950,sechzig::NUM,алтмыш,жар
951,siebzig::NUM,җитмеш,дал
952,achtzig::NUM,сиксән,ная
953,neunzig::NUM,туксан,ер
954,hundert::NUM,йөз,зуу
955,tausend::NUM,мең,мянга
956,und::CNJ,вә,ч
957,und::CNJ,вә,болон
958,oder::CNJ,яки,буюу
959,oder::CNJ,яисә,буюу
960,stehen::V,тору,зогсох
961,sitzen::V,утыру,суух
962,liegen::V,яту,хэвтэх
963,hängen::V,эленү,өлгөөтэй байх
964,hängen::V,эленү,дүүжлээтэй байх
965,werden::V,булу,болох
966,passieren::V,булу,тохиох
967,beginnen::V,башлану,эхлэх
968,enden::V,бетү,дүүрэх
969,wechseln::V,үзгәртү,хувирах
970,aufgehen[Sonne]::V,чыгу,мандах
971,untergehen[Sonne]::V,бату,жаргах
972,scheinen[Sonne]::V,яктырту,гэрэлтэх
973,donnern::V,күкрәү,дуугарах
974,wehen::V,исү,салхилах
975,wehen::V,исү,хөөрөгдөх
976,strömen::V,агу,гүйх
977,strömen::V,агу,урсах
978,fließen::V,агу,урсах
979,sich drehen::V,бөтерелү,эргэлдэх
980,schwanken::V,икеләнү,хэлбэлзэх
981,schwingen::V,тирбәлү,ганхах
982,schwingen::V,тирбәлү,хэлбэлзэх
983,fallen::V,егылу,унах
984,brennen::V,яну,шатах
985,rauchen::V,төтәү,баагих
986,rauchen::V,төтенләү,баагих
987,regnen::V,яву,бороо орно
988,gefrieren::V,кату,хөлдөх
989,tauen::V,эрү,хайлах
990,tauen::V,эретү,хайлах
991,schmelzen::V,эрү,уярах
992,schmelzen::V,эретү,уярах
993,trocknen::V,кибү,хатах
994,sieden::V,ургылу,буцлах
995,sieden::V,ургылу,даргилах
996,faulen::V,черү,үжрэх
997,faulen::V,черү,өмхийрөх
998,verfaulen::V,черү,бээх
999,verfaulen::V,черү,өгрөх
1000,reißen::V,өзелү,цуурах
1001,versinken::V,бату,живэх
1002,vergehen::V,авышу,нөгчих
1003,vergehen::V,авышу,өнгөрөх
1004,erscheinen::V,пәйда булу,гарах
1005,erscheinen::V,пәйда булу,бултайх
1006,verschwinden::V,югалу,далд орох
1007,verschwinden::V,югалу,алга болох
1008,verschwinden::V,юк булу,далд орох
1009,verschwinden::V,юк булу,алга болох
1010,sinken::V,кимү,татрах
1011,sinken::V,кимү,доошлох
1012,sinken::V,кайту,татрах
1013,sinken::V,кайту,доошлох
1014,abnehmen::V,азаю,багасах
1015,abnehmen::V,азаю,хорогдох
1016,zunehmen::V,арту,ихсэх
1017,zunehmen::V,күбәю,ихсэх
1018,zunehmen::V,ишәю,ихсэх
1019,steigen::V,үсү,нэмэгдэх
1020,wachsen::V,үсү,өсөх
1021,wachsen::V,үсү,ургах
1022,glänzen::V,ялкылдау,гилгэнэх
1023,glänzen::V,ялкылдау,гилбэгнэх
1024,funkeln::V,ялтырау,гялжах
1025,funkeln::V,ялтырау,гялалзах
1026,lärmen::V,шаулау,шуугих
1027,läuten::V,шалтырату,цохих
1028,klingeln::V,шалтырату,хонхдох
1029,klingeln::V,шалтырату,дуугарах
1030,klirren::V,чылтырау,хангир жингэр хийх
1031,brausen::V,давыллау,бургилах
1032,brausen::V,дулау,бургилах
1033,rauschen::V,кыштырдау,сэржигнэх
1034,klingen::V,ишетелү,хангинах
1035,bellen::V,өрү,хуцах
1036,heulen::V,улау,улих
1037,blasen::V,өрү,үлзэх
1038,pfeifen::V,сызгырту,исгэрэх
1039,schreien::V,кычкыру,хашгирах
1040,stöhnen::V,ыңгырашу,ёолох
1041,stöhnen::V,ыңгырашу,гэнгэнэх
1042,zittern::V,калтырау,дагжих
1043,zittern::V,калтырану,дагжих
1044,leben::V,яшәү,амьдрах
1045,leben::V,гомер итү,амьдрах
1046,geboren werden::V,туу,төрөх
1047,atmen::V,сулау,амьсгалах
1048,trinken::V,эчү,уух
1049,essen::V,ашау,идэх
1050,schlucken::V,йоту,залгих
1051,müde werden::V,ялыгу,ядрах
1052,müde werden::V,йөгенү,ядрах
1053,einschlafen::V,йокыга китү,унтчих
1054,schlafen::V,йоклау,унтах
1055,aufwachen::V,уяну,сэрэх
1056,aufstehen::V,тору,босох
1057,sich erholen::V,ял алу,амрах
1058,sich erholen::V,истирахәт итү,амрах
1059,krank werden::V,чирләү,өвдөж эхлэх
1060,krank sein::V,чирләү,өвдөх
1061,schmerzen::V,авырту,өвдөх
1062,schmerzen::V,авырту,шархирах
1063,husten::V,ютәлләү,ханиах
1064,genesen::V,савыгу,засрах
1065,genesen::V,сәламәтләнү,засрах
1066,sterben::V,үлү,үхэх
1067,sterben::V,үлү,нас барах
1068,sterben::V,дөнья кую,үхэх
1069,sterben::V,дөнья кую,нас барах
1070,sterben::V,вафат булу,үхэх
1071,sterben::V,вафат булу,нас барах
1072,umkommen::V,үлү,үхэх
1073,sich bewegen::V,йөрү,хөдлөх
1074,sich rühren::V,кыймылдау,хөдлөх
1075,sich erheben::V,басу,босох
1076,sich setzen::V,утыру,суух
1077,hinfallen::V,егылу,ойчих
1078,laufen::V,җәяүләү,явган явах
1079,schreiten::V,атлау,алхах
1080,spazierengehen::V,йөрү,зугаалах
1081,spazierengehen::V,йөргенү,зугаалах
1082,eilen::V,ашыгу,хурдлах
1083,sich beeilen::V,ашыгу,яарах
1084,sich beeilen::V,ашыгу,шамдах
1085,sich beeilen::V,кызулау,яарах
1086,sich beeilen::V,кызулау,шамдах
1087,sausen::V,җилдерү,давхих
1088,rennen::V,йөгерү,гүйх
1089,springen::V,сикерү,харайх
1090,springen::V,сикерү,дэвхрэх
1091,klettern::V,үрмәләү,авирах
1092,schaukeln::V,атыну,ганхалзах
1093,kriechen::V,шуышу,мөлхөх
1094,kriechen::V,үрмәләү,мөлхөх
1095,schwimmen::V,йөзү,сэлэх
1096,tauchen::V,чуму,шунгах
1097,rudern::V,ишү,сэлүүрдэх
1098,fahren::V,бару,явах
1099,fliegen::V,очу,нисэх
1100,gehen::V,йөрү,явах
1101,weggehen::V,китү,явах
1102,abfahren::V,кузгалу,одох
1103,abfahren::V,кузгалу,хөдлөх
1104,anhalten::V,тукталу,зогсох
1105,hineingehen::V,инү,орох
1106,eintreten::V,инү,орох
1107,kommen::V,килү,ирэх
1108,ankommen::V,бару,хүрэх
1109,zurückkommen::V,кире кайту,харих
1110,zurückkommen::V,кире кайту,буцаж ирэх
1111,bleiben::V,калу,үлдэх
1112,warten::V,көтү,хүлээх
1113,erwarten::V,көтү,хүлээх
1114,suchen::V,эзләү,эрэх
1115,suchen::V,эзләү,бэдрэх
1116,finden::V,табу,олох
1117,versuchen::V,маташу,оролдох
1118,vorbereiten::V,хәзерләү,бэлтгэх
1119,lieben::V,сөю,янаглах
1120,lieben::V,ярату,янаглах
1121,mögen::V,өнәү,таалах
1122,lachen::V,көлү,инээх
1123,rühren::V,дулкынландыру,сэтгэл уяруулах
1124,weinen::V,елау,уйлах
1125,schimpfen::V,сүгү,хараах
1126,schimpfen::V,сүгенү,хараах
1127,sich ärgern::V,ачулану,уурлах
1128,sich fürchten::V,курку,айх
1129,fürchten::V,калтырау,айх
1130,fürchten::V,калтырану,айх
1131,fliehen::V,арка бирү,зугтах
1132,fliehen::V,арка бирү,гүйж очих
1133,flüchten::V,качу,оргох
1134,sehen::V,күрү,үзэх
1135,anschauen::V,карау,харах
1136,ansehen::V,карау,харах
1137,ansehen::V,күзәтү,харах
1138,hören::V,ишетү,дуулах
1139,zuhören::V,тыңлау,чагнах
1140,probieren::V,тату,амсаж үзэх
1141,riechen::V,иснәү,үнэрлэх
1142,fühlen::V,тою,мэдрэх
1143,fühlen::V,сизү,мэдрэх
1144,scheinen::V,күренү,шиг үзэгдэх
1145,zu sehen sein::V,күренү,үзэгдэх
1146,zu sehen sein::V,күренү,харагдах
1147,vernehmen::V,ишетү,дуулах
1148,frieren::V,өшү,даарах
1149,frieren::V,күшегү,даарах
1150,tun::V,итү,хийх
1151,tun::V,итү,үйлдэх
1152,können::V,алу,болох
1153,wollen::V,теләү,хүсэх
1154,anfangen::V,керешү,эхлэх
1155,beenden::V,бетерү,дуусгах
1156,beenden::V,тәмамлау,дуусгах
1157,aufhören::V,бетү,болих
1158,aufhören::V,бетү,зогсох
1159,gelingen::V,уңу,бүтэх
1160,geraten::V,сабышу,илрэх
1161,öffnen::V,ачу,нээх
1162,öffnen::V,ачу,тайлах
1163,schließen::V,ябу,хаах
1164,stellen::V,кую,тавих
1165,stellen::V,кую,босгох
1166,setzen::V,утырту,суулгах
1167,legen::V,яткыру,хийх
1168,legen::V,яткыру,тавих
1169,berühren::V,тию,шүргэх
1170,verbinden::V,ялгау,залгах
1171,bedecken::V,өрту,бүрэх
1172,bedecken::V,каплау,бүрэх
1173,bedecken::V,томалау,бүрэх
1174,aufhängen::V,асу,өлгөх
1175,aufhängen::V,асу,дүүжлэх
1176,anzünden::V,кабызу,асаах
1177,anzünden::V,кабызу,ноцоох
1178,aufheben::V,күтәрү,өргөх
1179,zurücklassen::V,калдыру,орхих
1180,zurücklassen::V,калдыру,үлдээх
1181,verlieren::V,югалту,гээх
1182,fallen lassen::V,төшерү,унагах
1183,machen::V,ясау,хийх
1184,machen::V,ясау,гаргах
1185,machen::V,эшләү,хийх
1186,machen::V,эшләү,гаргах
1187,herstellen::V,ясау,бүтээх
1188,bauen::V,кору,барих
1189,reparieren::V,төзәтү,засах
1190,reparieren::V,төзәтү,сэлбэх
1191,verbessern::V,яхшырту,засах
1192,verbessern::V,яхшырту,сайжруулах
1193,ändern::V,үзгәртү,өөрчлөх
1194,graben::V,казу,малтах
1195,beugen::V,ию,бөгтийлгөх
1196,biegen::V,бөгү,матах
1197,biegen::V,бөгү,муруйлгах
1198,drehen::V,бору,эргүүлэх
1199,drehen::V,бөтерү,эргүүлэх
1200,wenden::V,бору,эргүүлэх
1201,umdrehen::V,түнтәрү,хөрвүүлэх
1202,heben::V,күтәрү,өргөх
1203,hochheben::V,күтәрү,өргөх
1204,ergreifen::V,эләктерү,атгах
1205,halten::V,тоту,барих
1206,drücken::V,кысу,дарах
1207,schieben::V,кузгату,түлхэх
1208,kratzen::V,тырнау,хусах
1209,kratzen::V,тырнау,маажих
1210,lecken::V,ялау,долоох
1211,beißen::V,тешләү,зуух
1212,beißen::V,тешләү,хазах
1213,abreißen::V,өзү,таслах
1214,abschneiden::V,кыю,тайрах
1215,abschneiden::V,кисү,тайрах
1216,binden::V,бәйләү,боох
1217,binden::V,бәйләү,хүлэх
1218,stecken::V,төртү,шаах
1219,stecken::V,төртү,шигтгэх
1220,stecken::V,тыгу,шаах
1221,stecken::V,тыгу,шигтгэх
1222,brechen::V,сындыру,хугалах
1223,klopfen::V,шаку,цохих
1224,klopfen::V,шаку,тогших
1225,klopfen::V,шакылдау,цохих
1226,klopfen::V,шакылдау,тогших
1227,hauen::V,кыйнау,дэлдэх
1228,kleben::V,ябыштыру,наах
1229,reiben::V,ышку,нухах
1230,reiben::V,ышку,нидчих
1231,streichen::V,ягу,нялах
1232,streichen::V,ягу,түрхэх
1233,schleifen::V,кайрау,билүүдэх
1234,schleifen::V,кайрау,гуранздах
1235,schneiden::V,кисү,огтлох
1236,rütteln::V,селкетү,холхнулах
1237,schütteln::V,селкетү,сэгсрэх
1238,schwenken::V,болгау,дэвэх
1239,schwenken::V,болгау,даллах
1240,schütten::V,кою,цутгах
1241,schütten::V,кою,аягалах
1242,füllen::V,тутыру,дүүргэх
1243,einwickeln::V,төрү,боох
1244,einwickeln::V,төрү,ороох
1245,tragen::V,ташу,авчрах
1246,schleppen::V,сөйрәү,чирэх
1247,schleppen::V,өстерәү,чирэх
1248,ziehen::V,тарту,татах
1249,aufbewahren::V,саклау,хадгалах
1250,werfen::V,ыргыту,хаях
1251,werfen::V,ыргыту,шидэх
1252,fangen::V,тоту,барих
1253,packen::V,эләктерү,шүүрэх
1254,verstecken::V,яшерү,нуух
1255,teilen::V,бүлү,хуваах
1256,schicken::V,җибәрү,илгээх
1257,schicken::V,җибәрү,явуулах
1258,bringen::V,китерү,авчрах
1259,bringen::V,китерү,аваачих
1260,hinzufügen::V,өстәү,нэмэх
1261,bekommen::V,алу,хүлээн авах
1262,erhalten::V,алу,хүлээн авах
1263,nehmen::V,алу,авах
1264,wählen::V,сайлау,сонгох
1265,auswählen::V,сайлау,шилэх
1266,bewahren::V,саклау,гамнах
1267,behindern::V,комачаулау,саад хийх
1268,behindern::V,комачаулау,тотгор болох
1269,verderben::V,бозу,эвдэх
1270,beschädigen::V,бозу,гэмтээх
1271,zerbrechen::V,вату,хагалах
1272,zerbrechen::V,вату,хага цохих
1273,zerreißen::V,өзү,урах
1274,zerreißen::V,ерту,урах
1275,zerstören::V,җимерү,эвдэх
1276,zerstören::V,җимерү,сүйтгэх
1277,verbrennen::V,яндыру,шатаах
1278,verbrennen::V,көйдерү,шатаах
1279,geben::V,бирү,өгөх
1280,reichen::V,тапшыру,өгөх
1281,reichen::V,тапшыру,дамжуулах
1282,schenken::V,бүләкләү,бэлэглэх
1283,versprechen::V,вәгъдә бирү,амлах
1284,wünschen::V,котлау,ерөөх
1285,loben::V,мактау,магтах
1286,loben::V,мактау,сайшаах
1287,küssen::V,үбү,озох
1288,küssen::V,үбү,үнсэх
1289,wiegen::V,тирбәтү,бүүвэйлэх
1290,zudecken::V,ябу,хучих
1291,zudecken::V,ябу,бүтээх
1292,zudecken::V,бөркәү,хучих
1293,zudecken::V,бөркәү,бүтээх
1294,wecken::V,уяту,сэрээх
1295,zeigen::V,күрсәтү,үзүүлэх
1296,führen::V,йөртү,хөтлөх
1297,lehren::V,өйрәтү,заах
1298,unterrichten::V,укыту,сургах
1299,aufziehen::V,асрау,өсгөх
1300,aufziehen::V,асрау,хүмүүжүүлэх
1301,leiten::V,җитәкләү,удирдах
1302,antreiben::V,куалау,шамдуулах
1303,antreiben::V,әйдәләү,шамдуулах
1304,antreiben::V,ашыктыру,шамдуулах
1305,lassen::V,мәҗбүр итү,-уулах
1306,einladen::V,чакыру,залах
1307,vereinigen::V,берләштерү,нэгтгэх
1308,vereinigen::V,берләштерү,хамтруулах
1309,besuchen::V,керешү,зочлох
1310,treffen::V,очрату,учрах
1311,treffen::V,очрату,дайралдах
1312,sich versammeln::V,җыелышу,хуралдах
1313,spielen::V,уйнау,наадах
1314,singen::V,җырлау,дуулах
1315,tanzen::V,бию,бүжиглэх
1316,sich trennen::V,аерылу,салах
1317,sich trennen::V,ташлашу,салах
1318,verlassen::V,ташлау,хаях
1319,verlassen::V,калдыру,хаях
1320,retten::V,коткару,гэтэлгэх
1321,bewachen::V,каравыллау,сахих
1322,schützen::V,ышыклау,хамгаалах
1323,verteidigen::V,яклау,хамгаалах
1324,verteidigen::V,саклау,хамгаалах
1325,sich schlagen::V,сугышу,зодолдох
1326,schießen::V,ату,харвах
1327,schießen::V,ату,буу буудах
1328,siegen::V,җиңү,ялах
1329,ärgern::V,ачуландыру,уурлуулах
1330,ärgern::V,ачуландыру,уур хүргэх
1331,schlagen::V,ору,цохих
1332,schlagen::V,бәрү,цохих
1333,schlagen::V,тукмау,цохих
1334,treten::V,тибү,өшиглөх
1335,stechen::V,кадау,хатгах
1336,stoßen::V,этү,ёврох
1337,stoßen::V,этү,нудрах
1338,stehlen::V,урлау,хулгайлах
1339,stören::V,комачаулау,саад болох
1340,belästigen::V,борчу,зовоох
1341,belästigen::V,борчу,амраахгүй байх
1342,belästigen::V,билмазалау,зовоох
1343,belästigen::V,билмазалау,амраахгүй байх
1344,verbergen::V,яшерү,нуух
1345,verbergen::V,яшерү,далдлах
1346,täuschen::V,алдату,мэхлэх
1347,betrügen::V,хәрәмләшү,хуурах
1348,töten::V,үтерү,алах
1349,wohnen::V,яшәү,суух
1350,wohnen::V,яшәү,амьдрах
1351,arbeiten::V,эшләү,ажиллах
1352,arbeiten::V,эшләү,хөдөлмөрлөх
1353,sammeln::V,туплау,түүх
1354,sammeln::V,туплау,хураах
1355,pflücken::V,өзү,түүх
1356,jagen::V,аулау,агнах
1357,jagen::V,аулау,гөрөөлөх
1358,fischen::V,балык тоту,загасчлах
1359,fischen::V,балык тоту,загас барих
1360,fassen::V,тоту,барих
1361,hüten::V,көтү,маллах
1362,hüten::V,көтү,хариулах
1363,treiben::V,куалау,туух
1364,anbinden::V,бәйләү,уях
1365,füttern::V,туйдыру,тэжээх
1366,melken::V,саву,саах
1367,hacken::V,чабу,цавчих
1368,gießen::V,сугару,услах
1369,reifen::V,җитешү,боловсрох
1370,zubereiten::V,пешеренү,бэлдэх
1371,kochen::V,пешерү,чанах
1372,kochen::V,кайнату,чанах
1373,backen::V,пешерү,жигнэх
1374,braten::V,куыру,шарах
1375,braten::V,куыру,хайрах
1376,braten::V,кыздыру,шарах
1377,braten::V,кыздыру,хайрах
1378,umrühren::V,бутау,хутгах
1379,umrühren::V,болгату,хутгах
1380,stricken::V,бәйләү,нэхэх
1381,stricken::V,бәйләү,сүлжих
1382,nähen::V,тегү,оёх
1383,färben::V,ману,будах
1384,reinigen::V,чистарту,арилгах
1385,reinigen::V,чистарту,цэвэрлэх
1386,waschen::V,юу,угаах
1387,abwischen::V,сөртү,арчих
1388,spülen::V,чайкау,зайлах
1389,fegen::V,себерү,хамах
1390,fegen::V,себерү,шүүрдэх
1391,kehren::V,себерү,шүүрдэх
1392,kehren::V,себерү,туужуудах
1393,baden::V,коену,усанд орох
1394,sich waschen::V,юыну,биеэ угаах
1395,ausziehen::V,чишенү,тайлах
1396,anziehen::V,кию,өмсөх
1397,sich anziehen::V,киенү,хувцаслах
1398,kämmen::V,тарау,самнах
1399,schmücken::V,бизәү,гоёх
1400,schmücken::V,бизәү,чимэх
1401,schmücken::V,бизәкләү,гоёх
1402,schmücken::V,бизәкләү,чимэх
1403,sagen::V,дию,гэх
1404,sagen::V,дию,хэлэх
1405,sagen::V,әйтү,гэх
1406,sagen::V,әйтү,хэлэх
1407,sprechen::V,сөйләү,ярих
1408,sprechen::V,сөйләү,өгүүлэх
1409,sprechen::V,сөйләшү,ярих
1410,sprechen::V,сөйләшү,өгүүлэх
1411,reden::V,сөйләү,хэлэх
1412,reden::V,сөйләү,хөөрөлдөх
1413,sich unterhalten::V,сөйләшү,ярилцах
1414,fragen::V,сорау,асуух
1415,fragen::V,сорашу,асуух
1416,bitten::V,үтенү,гуйх
1417,erzählen::V,сөйләү,өгүүлэх
1418,mitteilen::V,белдерү,дуулгах
1419,mitteilen::V,белдерү,мэдээлэх
1420,nennen::V,дию,нэрлэх
1421,rufen::V,дәшү,дуудах
1422,prahlen::V,мактану,бардах
1423,prahlen::V,мактану,сайрхах
1424,prahlen::V,шапырыну,бардах
1425,prahlen::V,шапырыну,сайрхах
1426,übersetzen::V,күчерү,орчуулах
1427,denken::V,уйлау,санах
1428,glauben::V,инану,итгэх
1429,bemerken::V,искәрү,ажих
1430,bemerken::V,искәрү,ажиглах
1431,erkennen::V,тану,таних
1432,begreifen::V,аңлау,ойлгох
1433,begreifen::V,төшенү,ойлгох
1434,verstehen::V,аңлау,мэдэж авах
1435,verstehen::V,төшенү,мэдэж авах
1436,lernen::V,уку,сурах
1437,lernen::V,өйрәнү,сурах
1438,wissen::V,белү,мэдэх
1439,sich erinnern an::V,хәтерләү,дурсах
1440,vergessen::V,оныту,мартах
1441,messen::V,үлчәү,хэмжих
1442,zählen::V,санау,тоолох
1443,rechnen::V,исәпләү,тооцоох
1444,lesen::V,уку,унших
1445,malen::V,рәсем ясау,зурах
1446,malen::V,сурәт ясау,зурах
1447,malen::V,сурәтләү,зурах
1448,zeichnen::V,язу-сызу,дүрслэн бичих
1449,zeichnen::V,сурәт ясау,дүрслэн бичих
1450,schreiben::V,язу,бичих
1451,besitzen::V,биләү,эзэмших
1452,kaufen::V,алу,худалдан авах
1453,verkaufen::V,сату,худалдах
1454,bezahlen::V,түләү,төлөх
1455,zahlen::V,түләү,төлөх
1456,beherrschen::V,ия булу,эзэмших
1457,ertragen::V,чыдау,тэсэх
