,Concept_ID,ku,zh
438,Tod::N,mirin,死亡
439,Grab::N,mezel,坟墓
440,Kirche::N,gilyas,教堂
441,Sünde::N,guneh,罪
442,Gott::N,xwedê,上帝
443,Arbeiter::N,hîşçî,工人
444,Chef::N,bêg,上司
445,Meister::N,hoste,师傅
446,Arzt::N,doktor,医生
447,Lehrer::N,mamoste,教师
448,Geld::N,pere,钱
449,Geschäft::N,firoşgeh,交易
450,Laden::N,dikan,商店
451,Preis::N,buha,价格
452,Ware::N,tişt,商品
453,Nutzen::N,fêde,好处
454,Reichtum::N,serwet,财富
455,Welt::N,dinya,世界
456,Land::N,welat,国家
457,Staat::N,dewlet,国家
458,König::N,şah,国王
459,König::N,qral,国王
460,Macht::N,qewet,权力
461,Macht::N,destihilat,权力
462,Grenze::N,kevî,边界
463,Krieg::N,çeng,战争
464,Krieg::N,sêwaş,战争
465,Feind::N,dijmin,敌人
466,Gewalt::N,zor,暴力
467,Kampf::N,şer,战斗
468,Bogen[Waffe]::N,kêvan,弓
469,Pfeil::N,çîrik,箭
470,Gewehr::N,tifing,枪
471,Fehler::N,şaşî,错误
472,Lüge::N,derew,谎话
473,Schaden::N,xisar,损失
474,Unglück::N,bêbextî,不幸
475,Schuld::N,suç,过错
476,Alter::N,temen,年龄
477,Schluss::N,girtin,结束
478,Zeit::N,çax,时间
479,Tag::N,roj,天
480,Morgen::N,sibeh,早晨
481,Mittag::N,nîro,中午
482,Abend::N,êvar,晚上
483,Nacht::N,şev,夜
484,Woche::N,heftî,星期
485,Monat::N,meh,月
486,Jahr::N,sal,年
487,Frühling::N,bihar,春天
488,Sommer::N,havîn,夏天
489,Herbst::N,payîz,秋天
490,Winter::N,zistan,冬天
491,Januar::N,çile,一月
492,Februar::N,sibat,二月
493,März::N,adar,三月
494,April::N,nîsan,四月
495,Mai::N,gûlan,五月
496,Juni::N,hezîran,六月
497,Juli::N,tîmeh,七月
498,August::N,tebax,八月
499,September::N,îlon,九月
500,Oktober::N,çotmeh,十月
501,November::N,mijdar,十一月
502,Dezember::N,kanûn,十二月
503,Montag::N,duşemb,星期一
504,Dienstag::N,sêşem,星期二
505,Mittwoch::N,çarşemb,星期三
506,Donnerstag::N,pêşemb,星期四
507,Freitag::N,în,星期五
508,Samstag::N,şemî,星期六
509,Sonntag::N,yekşemb,星期日
510,groß::A,mezin,大
511,klein::A,çûçik,小
512,lang::A,dirêj,长
513,kurz::A,kin,短
514,breit::A,fireh,宽
515,schmal::A,tenik,细长的
516,dicht::A,gir,密
517,dick[Gegenstand]::A,şîşman,厚
518,dünn::A,zirav,薄
519,fein::A,tenik,细小
520,fest::A,saxlem,固体
521,flach::A,pahn,平坦
522,glatt::A,dûz,光滑
523,glatt::A,şayîk,光滑
524,hart::A,hişk,硬
525,weich::A,nerm,软
526,rund::A,gilover,圆
527,spitz::A,pîj,尖
528,scharf::A,tûj,锋利
529,stumpf::A,ne tûj,钝
530,schwer::A,giran,重
531,schön::A,xweş,美丽
532,schön::A,xweşik,美丽
533,heiß::A,kelandî,烫
534,warm::A,germ,暖和
535,kalt::A,sar,冷
536,kühl::A,jemîrî,凉
537,frisch::A,ter,新鲜
538,feucht::A,şil,潮湿
539,nass::A,şilek,湿
540,trocken::A,zuwa,干
541,voll::A,tijî,满
542,leer::A,vala,空
543,offen::A,vekirî,敞开
544,geschlossen::A,asê,关闭
545,sauber::A,pakij,干净
546,schmutzig::A,lewitî,肮脏
547,roh::A,xav,生
548,reif::A,gihaştî,成熟
549,lecker::A,xweş,好吃
550,süß::A,şîrîn,甜
551,bitter::A,tahl,苦
552,sauer::A,tirş,酸
553,hell::A,ronî,亮
554,dunkel::A,tarî,阴暗
555,schwarz::A,reş,黑
556,weiß::A,sipî,白
557,rot::A,sor,红
558,gelb::A,zer,黄
559,blau::A,şîn,蓝
560,grün::A,şîn,绿
561,grau::A,gewr,灰色
562,bunt::A,rengîn,五彩
563,billig::A,erzan,便宜
564,teuer::A,biha,贵
565,wertvoll::A,hêja,贵重
566,wertvoll::A,giranbiha,贵重
567,blind::A,kor,瞎
568,taub::A,kerr,聋
569,kräftig::A,gir,强壮
570,kräftig::A,xurt,强壮
571,stark::A,xurt,强壮
572,schwach::A,kesad,弱
573,fett::A,qelew,胖
574,schlank::A,zirav,苗条
575,hübsch::A,xweşik,漂亮
576,böse::A,xerab,邪恶
577,böse::A,aciz,邪恶
578,dumm::A,gêj,笨
579,faul::A,têmbêl,懒惰
580,fleißig::A,jêhatî,勤奋
581,geizig::A,destgirtî,吝啬
582,klug::A,baqil,聪明
583,geschickt::A,zîrek,灵巧
584,geschickt::A,ziring,灵巧
585,lieb::A,delal,可爱
586,lustig::A,kêfxweş,快乐
587,sanft::A,nazenîn,柔和
588,hungrig::A,birçî,饥饿
589,krank::A,nexweş,患病
590,nackt::A,rût,裸体
591,nackt::A,tazî,裸体
592,traurig::A,xemgîn,悲哀
593,lebendig::A,bisaxî,活
594,gut::A,baş,好
595,schlecht::A,xerab,坏
596,richtig::A,rast,正确
597,richtig::A,saxlem,正确
598,schlimm::A,nebaş,糟糕
599,wahr::A,rast,真
600,alt::A,pîr,旧
601,alt::A,kevn,旧
602,neu::A,nû,新
603,ehemalig::A,kevnar,以前
604,ehemalig::A,peşidar,以前
605,alt[Lebewesen]::A,pîr,老
606,jung::A,xort,年轻
607,arm::A,feqîr,贫穷
608,arm::A,desteng,贫穷
609,reich::A,dewlemend,富裕
610,bekannt::A,naskirî,出名
611,berühmt::A,navdar,著名
612,fremd::A,xerîb,陌生
613,verschieden::A,çîhê,不同
614,nah::A,nêzîk,近
615,fern::A,dûr,遥远
616,linker::A,çepê,左
617,rechter::A,rastê,右
618,anderer::A,yê din,别的
619,erster::A,yekemîn,第一
620,zweiter::A,duda,第二
621,dritter::A,sisêya,第三
622,letzter::A,paşîn,最后
623,allein::ADV,tenê,单独
624,auf einmal::ADV,jar kê,同时
625,zusammen::ADV,tev,一起
626,zusammen::ADV,bi hev re,一起
627,lange::ADV,dirêj,许久
628,plötzlich::ADV,ji nişkave,忽然
629,sofort::ADV,yekser,立刻
630,später::ADV,paşiyê,以后
631,jetzt::ADV,nuha,现在
632,heute::ADV,îro,今天
633,morgen::ADV,sibeh,明天
634,bald::ADV,nêzîk,即将
635,dann::ADV,paşê,然后
636,gestern::ADV,do,昨天
637,einst::ADV,jar ke,曾经
638,damals::ADV,hîngî,当时
639,danach::ADV,piştra,随后
640,vorher::ADV,pîşî,事先
641,zuerst::ADV,bere,首先
642,einmal::ADV,çarik,一次
643,manchmal::ADV,çarna,有时
644,oft::ADV,gelek çaran,时常
645,immer::ADV,daîm,总是
646,niemals::ADV,tu çar,从未
647,hier::ADV,li vir,这里
648,hierhin::ADV,vir,到这里
649,von hier::ADV,ji vir,由此
650,dort::ADV,li wê derê,那里
651,dorthin::ADV,wêda,到那里
652,geradeaus::ADV,rastê rast,一直往前
653,vorwärts::ADV,ber bi pêş,向前
654,rückwärts::ADV,paşpê,向后
655,zurück::ADV,paşdo,退后
656,zurück::ADV,paşvê,退后
657,unten::ADV,jêrî,下面
658,hinab::ADV,berjêr,向下
659,oben::ADV,banî,上面
660,hinauf::ADV,banî,向上
661,überall::ADV,li her derê,到处
662,nicht::ADV,ne,不
663,nicht::ADV,nîn,不
664,nicht::ADV,tine,不
665,ein wenig::ADV,hebkî,一点儿
666,kaum::ADV,tema,几乎不
667,kaum::ADV,himangi,几乎不
668,sehr::ADV,gelek,很
669,so::ADV,weha,如此
670,noch::ADV,hêj,还
671,noch::ADV,dîsa,还
672,nur::ADV,tenê,只
673,nur::ADV,bes,只
674,schon::ADV,hew,已经
675,wieder::ADV,jar din,又
676,wieder::ADV,dîsa,又
677,vergebens::ADV,deya çun,
678,vergebens::ADV,îfleh bûn,
679,vor::PRP,li ber,在...面前
680,hinter::PRP,li pişt,在...背后
681,unter::PRP,li bin,在...下面
682,durch::PRP,kura,穿过
683,neben::PRP,li ba,在...旁
684,zwischen::PRP,nabeyne,在...之间
685,zwischen::PRP,di nav...da,在...之间
686,wegen::PRP,ji bo,由于
687,wegen::PRP,ji ber,由于
688,dies::PRN,ev,这
689,das::PRN,ev,那
690,alles::PRN,hemû,一切
691,ich::PRN,ez,我
692,du::PRN,tu,你
693,er::PRN,wî,他
694,wir::PRN,êm,我们
695,ihr::PRN,hûn,你们
696,sie::PRN,we,她
697,was::FPRN,çi,什么
698,wer::FPRN,ki,谁
699,wo::FADV,li ku dere,哪里
700,wohin::FADV,li ku dere,去哪里
701,wie::FADV,çawa,怎么
702,warum::FADV,çima,为什么
703,wieviel::FNUM,çend,多少
704,eins::NUM,yek,一
705,zwei::NUM,didu,二
706,drei::NUM,sisê,三
707,vier::NUM,çar,四
708,fünf::NUM,penç,五
709,sechs::NUM,şeş,六
710,sieben::NUM,heft,七
711,acht::NUM,heşt,八
712,neun::NUM,neh,九
713,zehn::NUM,deh,十
714,elf::NUM,yazdeh,十一
715,zwölf::NUM,diwazdeh,十二
716,zwanzig::NUM,bîst,二十
717,dreißig::NUM,sih,三十
718,vierzig::NUM,çil,四十
719,fünfzig::NUM,pençi,五十
720,sechzig::NUM,şêst,六十
721,siebzig::NUM,heftê,七十
722,achtzig::NUM,heştê,八十
723,neunzig::NUM,nod,九十
724,hundert::NUM,sêd,百
725,tausend::NUM,hezar,千
726,und::CNJ,û,和
727,oder::CNJ,an,或者
728,oder::CNJ,yan,或者
729,stehen::V,sekinîn,站
730,sitzen::V,rûniştin,坐
731,liegen::V,paldan,躺着
732,hängen::V,darve kirin,挂着
733,werden::V,bûn,成为
734,passieren::V,hatin holê,发生
735,passieren::V,hatin serê kesî,发生
736,beginnen::V,li dest pêkirin,开始
737,enden::V,xalas bû,终止
738,wechseln::V,guherandin,变迁
739,wechseln::V,dêgiş kirin,变迁
740,aufgehen[Sonne]::V,hilatin,升起
741,untergehen[Sonne]::V,çun ava,下落
742,scheinen[Sonne]::V,şewk de,照射
743,donnern::V,gire-gir,打雷
744,wehen::V,ba le de,飘扬
745,strömen::V,xwe girtin,流
746,fließen::V,herikîn,流动
747,sich drehen::V,xwe zivirandin,转动
748,schwanken::V,hejandin,摇摆
749,schwingen::V,libakirin,摇
750,fallen::V,ketin,坠落
751,brennen::V,şewitîn,燃烧
752,rauchen::V,kişandin,冒烟
753,regnen::V,bahran tê,下雨
754,gefrieren::V,qefilandin,结冰
755,tauen::V,helandin,融化
756,schmelzen::V,helandin,溶化
757,trocknen::V,zuwabûn,变干
758,sieden::V,kelîn,煮
759,faulen::V,xerabûn,腐烂
760,verfaulen::V,xerabûn,腐烂
761,reißen::V,jêkirin,撕
762,versinken::V,xerq bûn,下沉
763,vergehen::V,derbas bûn,流逝
764,erscheinen::V,peyda bûn,出现
765,verschwinden::V,wendabûn,消失
766,sinken::V,noq bûn,下降
767,abnehmen::V,kêm bûn,减少
768,zunehmen::V,qelew bûn,增加
769,steigen::V,hildan,上升
770,wachsen::V,mezin bûn,生长
771,glänzen::V,biriqîn,发光
772,funkeln::V,çikisîn,闪烁
773,lärmen::V,guşîn,吵闹
774,läuten::V,lê de,响
775,klingeln::V,sîl dan,按铃
776,klingeln::V,ringerin,按铃
777,klirren::V,zingzing hat,
778,brausen::V,guşîn,疾驶
779,rauschen::V,guşîn,
780,klingen::V,deng pe ketin,听起来
781,bellen::V,kewtîn,吠
782,heulen::V,ûrîn,嗥
783,blasen::V,puf kirin,吹
784,pfeifen::V,fîkandin,吹口哨
785,schreien::V,qîrîn,叫喊
786,stöhnen::V,nalîn,呻吟
787,zittern::V,hejîn,颤抖
788,leben::V,jihîn,生存
789,geboren werden::V,hatin dinyê,出生
790,geboren werden::V,bûn,出生
791,atmen::V,hilmijîn,呼吸
792,trinken::V,vexwarin,喝
793,essen::V,xwarin,吃
794,schlucken::V,daqulbandin,咽
795,müde werden::V,betilîln,疲倦
796,müde werden::V,qerimîn,疲倦
797,einschlafen::V,razan,入睡
798,schlafen::V,razan,睡觉
799,schlafen::V,razandin,睡觉
800,aufwachen::V,şiyarbûn,睡醒
801,aufstehen::V,rabûn,起床
802,sich erholen::V,baş bûn,休养
803,krank werden::V,nexweş kêt,生病
804,krank sein::V,nexweş bû,生病
805,schmerzen::V,êşandin,疼痛
806,husten::V,kuxin,咳
807,genesen::V,baş bûn,痊愈
808,sterben::V,mirin,死
809,umkommen::V,mirin,丧命
810,sich bewegen::V,leqîn,移动
811,sich rühren::V,leqîn,动弹
812,sich erheben::V,rabûn,站起
813,sich setzen::V,runiştin,坐
814,hinfallen::V,kêtin,跌倒
815,laufen::V,meşîn,步行
816,schreiten::V,meşkirin,迈步
817,spazierengehen::V,gerandin,散步
818,eilen::V,lezandin,急忙
819,sich beeilen::V,zûkirin,赶快
820,sausen::V,fîzîn,疾驰
821,rennen::V,baz dan,奔跑
822,springen::V,hilpekîn,跳
823,klettern::V,hilperikîn,攀缘
824,schaukeln::V,lorandin,荡秋千
825,kriechen::V,xuşandin,爬行
826,schwimmen::V,avjenîn,游泳
827,tauchen::V,qutxuyardin,潜水
828,tauchen::V,noqîn,潜水
829,rudern::V,qaîq ajotin,划船
830,fahren::V,ajotin,行驶
831,fliegen::V,firîn,飞
832,gehen::V,çûn,走
833,weggehen::V,çûn,离去
834,abfahren::V,çûyin,出发
835,anhalten::V,rawestîn,停住
836,hineingehen::V,ketin hundir,进去
837,eintreten::V,têketin,进入
