,Concept_ID,te,vep
692,ein wenig::ADV,కొంచెము,vähän
693,kaum::ADV,చాలిచాలక,habi
694,sehr::ADV,చాల,lujas
695,so::ADV,ఆలాగున,muga
696,so::ADV,ఆలాగున,ninga
697,noch::ADV,ఇప్పటికిని,völ
698,nur::ADV,మాత్రము,järg
699,nur::ADV,మాత్రము,vaiše
700,schon::ADV,ఇదివఱకే,jo
701,wieder::ADV,తిరిగి,möst
702,vergebens::ADV,నిష్ఫలముగా,uhtei
703,vor::PRP,ముందు,edes
704,hinter::PRP,వెనుక,taga
705,unter::PRP,క్రింద,al
706,durch::PRP,ద్వారా,läbi
707,durch::PRP,ద్వారా,kal't
708,neben::PRP,దగ్గెర,rindal
709,zwischen::PRP,మధ్య,keskes
710,wegen::PRP,కారణంగా,tagut
711,dies::PRN,ఇది,nece
712,das::PRN,అది,se
713,alles::PRN,సకలము,kaik
714,ich::PRN,నేను,minä
715,du::PRN,నీవు,sinä
716,er::PRN,అతడు,hän
717,wir::PRN,మనము,mö
718,ihr::PRN,మీరు,tö
719,sie::PRN,వారు,hö
720,was::FPRN,ఏమి,mi
721,wer::FPRN,ఎవడు,ken
722,wo::FADV,ఎక్కడ,kus
723,wohin::FADV,ఎందుకు,kuna
724,wie::FADV,ఎట్టు,kut
725,wie::FADV,ఎట్టు,mit'
726,warum::FADV,ఏల,mikš
727,wieviel::FNUM,ఎంత,äjak
728,wieviel::FNUM,ఎంత,kuverz'
729,eins::NUM,ఒకటి,üks'
730,zwei::NUM,రెండు,kaks'
731,drei::NUM,మూడు,koume
732,vier::NUM,నాలుగు,nel'l'
733,fünf::NUM,అయిదు,viž
734,sechs::NUM,ఆఱు,kuz'
735,sieben::NUM,ఏరు,seičeme
736,acht::NUM,ఎనిమదు,kahesa
737,neun::NUM,తొమ్మిది,ühesa
738,zehn::NUM,పది,kümne
739,elf::NUM,పదునొకొండు,üks'toštkümne
740,zwölf::NUM,పండ్రండు,kaks'toštkümne
741,zwanzig::NUM,ఇరుపది,kaks'kümne
742,dreißig::NUM,ముప్పది,koumekümne
743,vierzig::NUM,నలువది,nel'l'kümne
744,fünfzig::NUM,ఏబది,vižkümne
745,sechzig::NUM,అరుపది,kuz'kümne
746,siebzig::NUM,డెబ్బది,seičemekümne
747,achtzig::NUM,ఎనుబది,kahesakümne
748,neunzig::NUM,తొంబది,ühesakümne
749,hundert::NUM,నూఱు,sada
750,tausend::NUM,వేయి,tuha
751,und::CNJ,మఱియు,i
752,und::CNJ,మఱియు,da
753,oder::CNJ,లేక,vai
754,stehen::V,నిలుచు,seišta
755,sitzen::V,కూర్చుండు,ištta
756,liegen::V,పండుకొనుట,venuda
757,hängen::V,వ్రేలాడదీయు,ripta
758,werden::V,అగు,lindä
759,werden::V,అగు,tehtas
760,passieren::V,సంభవించు,ozaitas
761,beginnen::V,ఆరంభించు,augotadas
762,enden::V,తీరుట,loptas
763,wechseln::V,మార్చు,vajehtadas
764,aufgehen[Sonne]::V,ఉదయించు,nousta
765,untergehen[Sonne]::V,అస్తమించు,lasktas
766,scheinen[Sonne]::V,ప్రకాశించు,paštta
767,donnern::V,ఉరుముట,juraita
768,wehen::V,దురద్పప్టము,dölta
769,wehen::V,దురద్పప్టము,puhuda
770,strömen::V,పారుట,valadas
771,fließen::V,ప్రవహించు,valuda
772,sich drehen::V,తిరుగు,punotas
773,schwanken::V,ఆడించుట,čibuda
774,schwingen::V,ఊగుట,čibuda
775,fallen::V,పడు,langeta
776,brennen::V,కాలుట,pallada
777,rauchen::V,పొగసుట,savustada
778,regnen::V,కురిపించుట,vihmda
779,gefrieren::V,గడ్డకట్టు,jäduda
780,gefrieren::V,గడ్డకట్టు,kül'mdä
781,tauen::V,కరగు,sulada
782,schmelzen::V,కరగు,sulada
783,trocknen::V,యెండుట,kuida
784,trocknen::V,యెండుట,kuivehtuda
785,sieden::V,ఉడుకు,kehuda
786,faulen::V,క్రుళ్లు,hapata
787,faulen::V,క్రుళ్లు,traudäs
788,verfaulen::V,క్షిణించు,hapata
789,reißen::V,చించు,rebita
790,versinken::V,మునుగు,upota
791,vergehen::V,సంభవించు,mända
792,erscheinen::V,కనబడు,ozutadas
793,verschwinden::V,అదృశ్యమగు,hajeta
794,sinken::V,ముణుగుట,väheta
795,sinken::V,ముణుగుట,lasktas
796,abnehmen::V,తగ్గు,peneta
797,zunehmen::V,పెరుగుట,ližaduda
798,steigen::V,లేచు,nousta
799,wachsen::V,పెరుగు,kazda
800,glänzen::V,ప్రకాశించు,loštta
801,funkeln::V,ప్రకాశించు,hoštta
802,lärmen::V,అరుచుట,robaita
803,läuten::V,మేళవించుట,judaita
804,klingeln::V,వాయించుట,kelotada
805,klirren::V,ఘంటానాదము,biraita
806,brausen::V,గర్జించు,bruncta
807,rauschen::V,చటచటమనుట,šobaita
808,klingen::V,ధ్వనించుట,heläita
809,bellen::V,అఱచు,nutta
810,heulen::V,కూయు,ulaita
811,blasen::V,దురద్పప్టము,puhuda
812,pfeifen::V,ఈలవేయు,pistta
813,pfeifen::V,ఈలవేయు,vihelta
814,schreien::V,అఱచు,kirkta
815,schreien::V,అఱచు,kidastada
816,stöhnen::V,మూలుగు,ohkta
817,stöhnen::V,మూలుగు,voivotada
818,zittern::V,వణకు,säraita
819,leben::V,జీవించుట,eläda
820,geboren werden::V,పుట్టుట,sünduda
821,atmen::V,ఉపిరి తీయు,henktä
822,trinken::V,త్రాగు,joda
823,essen::V,తిను,söda
824,schlucken::V,మ్రింగు,lainata
825,müde werden::V,అలయు,väzuda
826,müde werden::V,అలయు,šuštuda
827,einschlafen::V,నిద్రించు,uinota
828,schlafen::V,నిద్రురించు,magata
829,schlafen::V,నిద్రురించు,nukkuda
830,aufwachen::V,మేలుకొను,heraštuda
831,aufstehen::V,లేచు,nousta
832,sich erholen::V,నడ్డి వాల్చు,lebaitas
833,krank werden::V,జబ్బుపడు,läžegata
834,krank sein::V,జబ్బు చేయు,läžuda
835,schmerzen::V,నొచ్చుట,kibištada
836,husten::V,దగ్గుట,rügda
837,genesen::V,కుదురుట,tervehtuda
838,sterben::V,మరణించు,kolda
839,umkommen::V,నశించు,kolda
840,sich bewegen::V,కదలు,likkuda
841,sich rühren::V,కదలు,likahtada
842,sich rühren::V,కదలు,kubahtada
843,sich erheben::V,లేచు,nousta
844,sich setzen::V,కూర్చుణ్డు,išttas
845,hinfallen::V,దొర్లు,langeta
846,laufen::V,నడచు,kävuda
847,schreiten::V,అడుగుపెట్టుట,astta
848,schreiten::V,అడుగుపెట్టుట,haškta
849,spazierengehen::V,పచారు చేయు,kävelta
850,eilen::V,తొందరపడు,kiruhtada
851,sich beeilen::V,త్వరపెట్టు,kiruhtada
852,sausen::V,విసరికొట్టు,fun'urta
853,rennen::V,పరుగెత్తు,joksta
854,springen::V,దుముకు,hüptä
855,klettern::V,ఎక్కు,libuda
856,schaukeln::V,ఉయ్యాల ఊగు ,čibuda
857,kriechen::V,ప్రాకు,ličtas
858,schwimmen::V,ఈదు,ujuda
859,tauchen::V,మునుగు,čukautas
860,rudern::V,తెడ్లతోఁగడపు,souta
861,fahren::V,నడపు,ajada
862,fahren::V,నడపు,ajelda
863,fliegen::V,ఎగురు,leta
864,gehen::V,పోవు,mända
865,gehen::V,పోవు,kävuda
866,weggehen::V,బయలుదేరు,päzda
867,weggehen::V,బయలుదేరు,lähtta
868,abfahren::V,విడిచిపోవు,tönduda
869,anhalten::V,నిలుపు,seižutadas
870,hineingehen::V,ప్రవేశించు,mända südäimehe
871,eintreten::V,ప్రవేశించు,tulda
872,kommen::V,వచ్చు,tulda
873,ankommen::V,వచ్చి చేరు,tulda
874,zurückkommen::V,తిరిగీవచ్చుట,pörtas
875,bleiben::V,ఉండు,jäda
876,warten::V,కనిపెట్టు,varastada
877,erwarten::V,నిరిక్షించు,varastada
878,suchen::V,వెదకు,ectä
879,finden::V,కనుగొను,löuta
880,versuchen::V,ప్రయత్నించు,ladida
881,versuchen::V,ప్రయత్నించు,rohkaita
882,vorbereiten::V,తయారుచేయు,vaumita
883,lieben::V,ప్రేమించు,armastada
884,mögen::V,ఇష్టపడు,navedida
885,lachen::V,నవ్వు,nagrda
886,rühren::V,గుండె తాకు,likutada
887,weinen::V,వీడ్చు,itkta
888,schimpfen::V,గొణుగు,laidas
889,schimpfen::V,గొణుగు,pačatada
890,sich ärgern::V,అలుగు,rändüda
891,sich fürchten::V,భయపడు,varaita
892,fürchten::V,భయపడు,varaita
893,fliehen::V,పాఱిపోపు,pageta
894,flüchten::V,తప్పించుకొను,pageta
895,flüchten::V,తప్పించుకొను,joksta
896,sehen::V,చూచు,nähta
897,anschauen::V,చూచు,kacta
898,ansehen::V,కాచియుండు,kacta
899,hören::V,విను,kulda
900,zuhören::V,విను,kundeltas
901,probieren::V,చవిచూచుట,mujada
902,riechen::V,వాసనచూచు,rižada
903,fühlen::V,స్పర్శించుట,mujada
904,scheinen::V,కనబడు,näguda
905,zu sehen sein::V,చూవు,näguda
906,vernehmen::V,విను,kulištada
907,frieren::V,చలికి వడకు,kül'mdä
908,tun::V,చేయు,tehta
909,können::V,గల,voida
910,können::V,గల,mahtta
911,wollen::V,కోరు,himoita
912,wollen::V,కోరు,tahtoida
913,anfangen::V,ఆరంభించు,zavottä
914,anfangen::V,ఆరంభించు,augotada
915,beenden::V,ముగించు,loptä
916,aufhören::V,నిలుపు,loptas
917,gelingen::V,గెలుపాందు,lähtta
918,gelingen::V,గెలుపాందు,tehtas
919,geraten::V,వెలువడు,tulda
920,öffnen::V,తెఱచు,avaita
921,schließen::V,మూయు,saubata
922,stellen::V,ఉంచు,panda
923,stellen::V,ఉంచు,seižutada
924,setzen::V,ఉంచు,ištutada
925,legen::V,పెట్టు,panda
926,berühren::V,తాకు,koskta
927,berühren::V,తాకు,käziduda
928,verbinden::V,చేర్చుట,ühtenzoitta
929,bedecken::V,మూయు,katta
930,bedecken::V,మూయు,peitta
931,aufhängen::V,వ్రేలాడదీయు,riputada
932,anzünden::V,వెలిగించు,sütutada
933,aufheben::V,సేకరించు,leta
934,zurücklassen::V,విడుచు,jätta
935,verlieren::V,పోగొట్టుకొను,kadotada
936,fallen lassen::V,జాఱవిడుచు,kirbotada
937,machen::V,చేయు,säta
938,machen::V,చేయు,tehta
939,herstellen::V,ఉత్పత్తిచేయు,tehta
940,bauen::V,నిర్మించు,leta
941,bauen::V,నిర్మించు,sauda
942,reparieren::V,సరిచేయు,koheta
943,verbessern::V,వృద్ధి చేయు,paremboita
944,ändern::V,మార్చు,vajehtada
945,graben::V,త్రవ్వు,kaida
946,graben::V,త్రవ్వు,čongoida
947,beugen::V,వంచు,koverta
948,biegen::V,వంచు,painda
949,drehen::V,నూలువడుకు,punotada
950,wenden::V,త్రిప్పు,käta
951,wenden::V,త్రిప్పు,kärauta
952,umdrehen::V,త్రిప్పు,käta
953,heben::V,ఎత్తు,leta
954,hochheben::V,ఎత్తు,libutada
955,ergreifen::V,వశపఱచుకొను,tabata
956,halten::V,ఉంచు,pidada
957,drücken::V,అణచు,painda
958,schieben::V,నొక్కు,žigutada
959,kratzen::V,గోకు,künstä
960,lecken::V,నాకు,nolda
961,beißen::V,కఱచు,purda
962,beißen::V,కఱచు,hambastada
963,abreißen::V,తెగతెంచు,ratketa
964,abschneiden::V,తెగకొట్టు,čapata
965,abschneiden::V,తెగకొట్టు,leikata
966,binden::V,కట్టు,sidoda
967,stecken::V,తగులుకొనివుండుట,čokaita
968,brechen::V,పగులగొట్టు,katkaita
969,klopfen::V,కొట్టు,kolkotada
970,hauen::V,కొట్టు,löda
971,kleben::V,అంటుకొను,klejata
972,reiben::V,రాచు,hosta
973,reiben::V,రాచు,törkita
974,reiben::V,రాచు,jorotada
975,streichen::V,వ్యాపింపజేయు,voita
976,schleifen::V,రాచు,hijoida
977,schleifen::V,రాచు,teravzoitta
978,schneiden::V,కోయు,leikata
979,rütteln::V,కుదిలించుట,heilutada
980,schütteln::V,కదల్చు,pudištada
981,schwenken::V,ఊచుట,maihutada
982,schütten::V,పోయు,valada
983,füllen::V,నింపు,täutta
984,einwickeln::V,చుట్టు,kärdä
985,tragen::V,మోయు,kantta
986,tragen::V,మోయు,kandišta
987,schleppen::V,ఈడ్చు,vedätada
988,ziehen::V,ఈడ్చు,vedada
989,aufbewahren::V,కాపాడు,kaita
990,werfen::V,విసరు,čuta
991,werfen::V,విసరు,tactä
992,fangen::V,పట్టుకొను,püta
993,packen::V,పట్టుకొను,tabata
994,verstecken::V,దాచు,peitta
995,teilen::V,భాగించు,jagada
996,schicken::V,పంపు,oigeta
997,bringen::V,తెచ్చు,veda
998,hinzufügen::V,చేర్చు,ližata
999,bekommen::V,సంపాదించు,sada
1000,erhalten::V,పుచ్చుకొను,sada
1001,nehmen::V,తీసికొను,otta
1002,wählen::V,ఇష్టపడు,valita
1003,auswählen::V,ఏరుకొను,valita
1004,bewahren::V,భద్రపఱుచు,kaita
1005,behindern::V,అడ్డగించుట,telustada
1006,verderben::V,చెఱచు,travida
1007,beschädigen::V,చెరుపుట,satatada
1008,zerbrechen::V,పగులగొట్టు,mureta
1009,zerreißen::V,చించు,rebitada
1010,zerstören::V,వాశనము చేయు,mureta
1011,verbrennen::V,కాల్చు,poltta
1012,geben::V,ఇచ్చు,antta
1013,reichen::V,అందుకొనుట,antta
1014,schenken::V,అర్పించు,lahjoita
1015,versprechen::V,వాగ్దత్తము చేయు,toivotada
1016,wünschen::V,కోరు,toivotada
1017,loben::V,స్తుతించు,kitta
1018,küssen::V,ముద్దుపెట్టుకొను,tervehtada
1019,wiegen::V,ఊచుట,likutada
1020,zudecken::V,మూయు,katta
1021,wecken::V,నిద్రపలేపుట,noustatada
1022,zeigen::V,చూవు,ozutada
1023,führen::V,దారిచూపు,astutada
1024,lehren::V,బోధించు,opeta
1025,unterrichten::V,నేర్పు,opeta
1026,aufziehen::V,పెంచు,kazvatada
1027,leiten::V,తీసుకపోవుట,ohjata
1028,antreiben::V,ప్రేరేపించు,rigehtoitta
1029,lassen::V,అనుమతించు,käskta
1030,einladen::V,ఆహ్వానించు,kucta
1031,vereinigen::V,కూడుట,ühtenzoitta
1032,besuchen::V,పోయి చూచు,rižada
1033,treffen::V,కలియు,vastata
1034,sich versammeln::V,కూర్చు,kägeta
1035,sich versammeln::V,కూర్చు,sätas
1036,spielen::V,ఆట లాడు,väta
1037,singen::V,పాడు,pajatada
1038,tanzen::V,నృత్యముచేయు,kargaita
1039,sich trennen::V,ఎడబాయుట,erigata
1040,verlassen::V,విడుచు,jätta
1041,retten::V,తప్పించుట,päzutada
1042,bewachen::V,కాపాడు,varjoita
1043,schützen::V,రక్షించు,kaita
1044,verteidigen::V,రక్షించు,kaita
1045,sich schlagen::V,జగడమాడు,torata
1046,schießen::V,కాల్చు,ampta
1047,siegen::V,గెలుచు,vägestada
1048,ärgern::V,పీడించుట,verdutada
1049,ärgern::V,పీడించుట,rändütada
1050,schlagen::V,కొట్టు,löda
1051,schlagen::V,కొట్టు,iškta
1052,treten::V,తన్ను,peksta
1053,treten::V,తన్ను,topsta
1054,stechen::V,కుట్టు,pystiä
1055,stoßen::V,గెంటు,iškta
1056,stoßen::V,గెంటు,pudištada
1057,stehlen::V,దొంగిలించు,vargastada
1058,stören::V,కలతపఱచు,keskustada
1059,belästigen::V,పీడించు,tartuteldas
1060,verbergen::V,దాచు,katelda
1061,täuschen::V,మోసము చేయు,manitada
1062,betrügen::V,మోసపుచ్చు,manitada
1063,töten::V,చంపు,rikta
1064,töten::V,చంపు,surmita
1065,wohnen::V,నివసించు,eläda
1066,arbeiten::V,పనిచేయు,rata
1067,sammeln::V,ప్రోగుచేయు,kogota
1068,pflücken::V,యేరుట,poimda
1069,jagen::V,వేటాడు,mecata
1070,fischen::V,వెదకు,kalatada
1071,fassen::V,పట్టుకొమ,tabata
1072,hüten::V,మందచేరుట,paimeta
1073,treiben::V,నడపు,ajada
1074,anbinden::V,కట్టు,küttestada
1075,anbinden::V,కట్టు,sidoda
1076,füttern::V,భోజనము పెట్టు,sötta
1077,melken::V,పాలు పితుకు,lüpsta
1078,hacken::V,నఱకు,sauda
1079,gießen::V,నీళ్ళుకట్టుట,valada
1080,reifen::V,పండుట,küpseta
1081,zubereiten::V,వండు,vaumištada
1082,kochen::V,వండు,keitta
1083,backen::V,రొట్టెకాల్చు,paštta
1084,braten::V,వేపు,žarda
1085,umrühren::V,కదులుట,segoitada
1086,stricken::V,అల్లు,kudoda
1087,nähen::V,కుట్టు,ombelta
1088,färben::V,రంగు వేయు,mujutada
1089,reinigen::V,శుభ్రము చేయు,puhtastada
1090,waschen::V,కడుగు,pesta
1091,abwischen::V,తుడుచు,pühktä
1092,spülen::V,నీటిలో జడించు,huhtoida
1093,fegen::V,ఊడ్చు,pühkta
1094,kehren::V,ఊడ్చు,uhoita
1095,baden::V,స్నానము చేయు,kül'ptäs
1096,sich waschen::V,కడుగు,pestas
1097,ausziehen::V,విప్పు,riičta
1098,ausziehen::V,విప్పు,rušta
1099,anziehen::V,ధరించు,panda päle
1100,anziehen::V,ధరించు,panda kädehe
1101,anziehen::V,ధరించు,panda jaugha
1102,sich anziehen::V,బట్టలు వేసుకొను,sobdas
1103,sich anziehen::V,తొడుగుకొను,sobdas
1104,kämmen::V,దువ్వుట,harjata
1105,schmücken::V,అలంకరించు,čomitada
1106,sagen::V,చెప్పు,sanuda
1107,sprechen::V,చెప్పు,pagišta
1108,reden::V,మాటలాడు,pagišta
1109,sich unterhalten::V,ముచ్చటలాడు,lodaita
1110,fragen::V,ప్రశ్నించు,küzuda
1111,bitten::V,కోరు,pakita
1112,erzählen::V,చెప్పు,sanuda
1113,erzählen::V,చెప్పు,starinoita
1114,mitteilen::V,తెలియజేయు,tedotada
1115,nennen::V,పేరు వెట్టు,nimitada
1116,rufen::V,పిలుచు,kucta
1117,prahlen::V,జల్లి,kittäs
1118,übersetzen::V,తర్జుమాచేయు,käta
1119,denken::V,ఆలోచించు,meletada
1120,glauben::V,నమ్ము,uskta
1121,bemerken::V,గుర్తించు,homaita
1122,erkennen::V,గుర్తించు,tundištada
1123,begreifen::V,గ్రహించు,tabata
1124,verstehen::V,గ్రహించు,el'geta
1125,verstehen::V,గ్రహించు,toimetada
1126,lernen::V,నేర్చు కొను,opetas
1127,wissen::V,తెలిసికొను,teta
1128,sich erinnern an::V,జ్ఞాపకముంచుకొను,johtutada
1129,vergessen::V,మఱచిపోవు,unohtada
1130,messen::V,కొలుచుట,märita
1131,zählen::V,లెక్కపెట్టు,lugeda
1132,rechnen::V,లెక్కపెట్టు,lugeda
1133,lesen::V,చదువు,lugeda
1134,malen::V,పూనుట,pirta
1135,zeichnen::V,వ్రాసుట,pirta
1136,schreiben::V,వ్రాయు,kirjutada
1137,besitzen::V,కలిగియుండు,omištada
1138,kaufen::V,కొను,ostta
1139,verkaufen::V,అమ్ము,möda
1140,bezahlen::V,చెల్లించు,maksta
1141,zahlen::V,చెల్లించు,maksta
1142,beherrschen::V,ఏలు,valdoita
1143,ertragen::V,భరించు,tirpta
