,Concept_ID,kn,kl
540,Fehler::N,ತಪ್ಪು,kukkuneq
541,Fehler::N,ತಪ್ಪು,paarlaappaa
542,Lüge::N,ಸುಳ್ಳು,
543,Schaden::N,ಹಾನಿ,
544,Unglück::N,ಅಪಾಯ,perluut
545,Schuld::N,ದೋಷ,akiitsugaq
546,Schuld::N,ದೋಷ,akiligassaq
547,Alter::N,ಮುಪ್ಪು,utoqqaq
548,Schluss::N,ಮುಕ್ತಾಯ,isu
549,Zeit::N,ಕಾಲ,ulloq
550,Zeit::N,ಕಾಲ,akuttoqatigiinneq
551,Tag::N,ದಿನ,ulloq
552,Morgen::N,ಮುಂಜಾನೆ,ullaaq
553,Mittag::N,ನಡುಹಗಲು,ulloqeqqa
554,Abend::N,ಸಂಜೆ,unnuk
555,Nacht::N,ರಾತ್ರಿ,unnuaq
556,Woche::N,ವಾರ,sapaatip akunnera
557,Monat::N,ತಿಂಗಳು,qaammat
558,Jahr::N,ಸಂವತ್ಸರ,ukioq
559,Frühling::N,ವಸಂತ,upernaaq
560,Sommer::N,ಬಿಸಿಲುಕಾಲ,aasaq
561,Herbst::N,ಶರತ್ಕಾಲ,ukiaq
562,Winter::N,ಚಳಿಗಾಲ,ukioq
563,Januar::N,ನಾಲ್ಚಳಿ,siulleeq
564,Januar::N,ನಾಲ್ಚಳಿ,qaammaliaq
565,Februar::N,ಅಯ್ಚಳಿ,aarlaat
566,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marsi
567,März::N,ಮೊಬ್ಬೇಸಿಗೆ,martsi
568,April::N,ಇಬ್ಬೇಸಿಗೆ,
569,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maaji
570,Juni::N,ಮೊಮ್ಮಳೆ,juuni
571,Juli::N,ಇಮ್ಮಳೆ,juuli
572,August::N,ಮುಮ್ಮಳೆ,aggusti
573,September::N,ನಾಲ್ಮಳೆ,septembari
574,Oktober::N,ಮೊಚ್ಚಳಿ,oktobari
575,November::N,ಇಚ್ಚಳಿ,novembari
576,Dezember::N,ಮುಚ್ಚಳಿ,detsembari
577,Montag::N,ಸೋಮುವಾರ,ataasinngortoq
578,Dienstag::N,ಮಂಗಳವಾರ,marlunngorneq
579,Mittwoch::N,ಬುಧವಾರ,pingasunngorneq
580,Donnerstag::N,ಗುರುವಾರ,sisamanngorneq
581,Freitag::N,ಶುಕ್ರವಾರ,tallimanngorneq
582,Samstag::N,ಶನಿವಾರ,arfininngorneq
583,Sonntag::N,ಭಾನುವಾರ,sapaat
584,Sonntag::N,ಭಾನುವಾರ,sapaati
585,groß::A,ದೊಡ್ಡ,angivoq
586,klein::A,ಪುಟ್ಟ,mikivoq
587,lang::A,ದೀರ್ಘ,takisooq
588,kurz::A,ಚಕ್ಕ,naatsoq
589,breit::A,ಅಗಲವಾದ,silippoq
590,schmal::A,ಇಕ್ಕಟ್ಟಾದ,amitsoq
591,dicht::A,ದಟ್ಟ,torsusooq
592,dick[Gegenstand]::A,ದಟ್ಟ,issuvoq
593,dick[Gegenstand]::A,ದಟ್ಟ,issusooq
594,dünn::A,ತೆಳು,amitsoq
595,fein::A,ಕೋಮಲ,mamarpoq
596,fest::A,ಘನ,tangeqarpoq
597,flach::A,ಚಪ್ಪಟೆ,nalimmappoq
598,glatt::A,ನಯ,quasak
599,hart::A,ಗಟ್ಟಿ,mattusooq
600,hart::A,ಗಟ್ಟಿ,manngerpoq
601,hart::A,ಗಟ್ಟಿ,titeqquluppoq
602,weich::A,ಮೃದುವಾದ,nerumaarpoq
603,rund::A,ವರ್ತುಳ,ammallorippoq
604,spitz::A,ಮೊನಚಾದ,qummukujooq
605,scharf::A,ತೀಕ್ಷ್ಣ,ipippoq
606,stumpf::A,ಮೊಂಡು,anngerpoq
607,schwer::A,ಭಾರಿ,oqimaappoq
608,schön::A,ಸುಂದರ,kusanarpoq
609,heiß::A,ಬಿಸಿ,kiappoq
610,warm::A,ಬಿಸಿ,oqorpoq
611,kalt::A,ತಣ್ಣನೆಯ,issippoq
612,kühl::A,ತಂಪಾದ,pueqqortippoq
613,frisch::A,ನಿರ್ಮಲ,
614,feucht::A,ಒದ್ದೆಯಾದ,isugutavoq
615,feucht::A,ಒದ್ದೆಯಾದ,qaasernarpoq
616,nass::A,ಒದ್ದೆಯಾದ,imerorpoq
617,trocken::A,ಶುಷ್ಕ,panerpoq
618,voll::A,ತುಂಬಿದ,ulikkaarpoq
619,leer::A,ಖಾಲಿ,imaattuarpoq
620,offen::A,ಮುಚ್ಚಲ್ಲದ,ammavoq
621,geschlossen::A,ಮುಚ್ಚಿದ,matuvoq
622,sauber::A,ಶುದ್ಧ,eqqippoq
623,sauber::A,ಶುದ್ಧ,sukuluippoq
624,sauber::A,ಶುದ್ಧ,ipeqanngilaq
625,schmutzig::A,ಅಶುದ್ಧ,tapappoq
626,schmutzig::A,ಅಶುದ್ಧ,minguppoq
627,roh::A,ಹಸಿ,aapavoq
628,reif::A,ಹಣ್ಣಾದ,qaarulerpoq
629,lecker::A,ಗುಚಿಕರ,
630,süß::A,ಸಿಹಿ,tungusunnippoq
631,bitter::A,ಕಹಿ,qasilippoq
632,sauer::A,ಹುಳಿಯಾದ,
633,hell::A,ಹೊಳೆಯುವ,qaamavoq
634,dunkel::A,ಮಬ್ಬಾದ,qernerpoq
635,schwarz::A,ಕಪ್ಪು,qernerpoq
636,weiß::A,ಬಿಳಿಯ,qaqorpoq
637,rot::A,ಕೆಂಪು,aappaluppoq
638,gelb::A,ಹಳದಯ,sungaarpoq
639,blau::A,ನೀಲ,tungujorpoq
640,grün::A,ಕಾಯಾದ,qorsooqqippoq
641,grau::A,ಬೂದುಬಣ್ಣದ,qaserpoq
642,bunt::A,ವರ್ಣರಂಜಿತ,
643,billig::A,ಅಗ್ಗ,akikippoq
644,teuer::A,ದುಬಾರಿಯಾದ,
645,wertvoll::A,ಅಮೂಲ್ಯ,erlinnarpoq
646,blind::A,ಅಂಧ,tappiippoq
647,blind::A,ಅಂಧ,isigisaqanngilaq
648,taub::A,ಕಿವುಡಾದ,tusilarpoq
649,kräftig::A,ಪ್ರಬಲ,pissaq
650,kräftig::A,ಪ್ರಬಲ,pissarsuaq
651,stark::A,ಶಕ್ತಿವಂತ,sanngivoq
652,schwach::A,ದುರ್ಬಲ,nakuippoq
653,fett::A,ಕೊಬ್ಬಿದ,pualavoq
654,schlank::A,ತೆಳ್ಳಗಿನ,tuappoq
655,hübsch::A,ಅಂದವಾದ,aatsialaq
656,böse::A,ಕೆಟ್ಟ,ajorpoq
657,dumm::A,ಮಂದ,taqajak
658,dumm::A,ಮಂದ,sikkilluppoq
659,dumm::A,ಮಂದ,qaatusimasaqanngilaq
660,faul::A,ಆಲಸ,eqiasuppoq
661,faul::A,ಆಲಸ,eqiattortuvoq
662,fleißig::A,ಕಡಗುವ,eqiasuippoq
663,geizig::A,ಜುಗ್ಗ,iasilaarpoq
664,geizig::A,ಜುಗ್ಗ,tukkuippoq
665,klug::A,ಚತುರ,mallak
666,klug::A,ಚತುರ,ittanneq
667,klug::A,ಚತುರ,kutaappoq
668,klug::A,ಚತುರ,kuttaappoq
669,klug::A,ಚತುರ,qarasagippoq
670,geschickt::A,ದಕ್ಷ,
671,lieb::A,ಪ್ರಿಯ,akisooq
672,lustig::A,ಖುಷಿಯಾದ,piikulavoq
673,sanft::A,ಸೌಮ್ಯ,isumagippoq
674,hungrig::A,ಹಸಿದ,kaappoq
675,hungrig::A,ಹಸಿದ,perlilerpoq
676,krank::A,ಅಸ್ವಸ್ಥ,napparsimavoq
677,nackt::A,ನಗ್ನ,
678,traurig::A,ದುಃಖಿತ,aliasuppoq
679,lebendig::A,ಜೀವಂತ,uumavoq
680,gut::A,ಒಳ್ಳೆಯ,ajunngilaq
681,schlecht::A,ದುಷ್ಟ,sualuppoq
682,richtig::A,ಸರಿ,iluarpoq
683,schlimm::A,ಅಸಹ್ಯ,amiilaarnarpoq
684,wahr::A,ನಿಜ,ilumoorpoq
685,alt::A,ಮುದಿ,pisoqaq
686,neu::A,ಹೊಸ,nutaavoq
687,ehemalig::A,ಮಾಜೀ,
688,alt[Lebewesen]::A,ವೃದ್ಧ,utoqqaq
689,jung::A,ಎಳ,inuusuppoq
690,jung::A,ಎಳ,kingulliarsuk
691,arm::A,ಬಡ,piillasoq
692,arm::A,ಬಡ,piitsuuvoq
693,reich::A,ಶ್ರೀಮಂತ,pisuuvoq
694,bekannt::A,ಅಪ್ತ,
695,berühmt::A,ಪ್ರಸಿದ್ಧ,tusaamasaq
696,fremd::A,ಪರಕೀಯ,ajasoornarpoq
697,verschieden::A,ಬೇರೆ,allatut
698,verschieden::A,ಬೇರೆ,tamalaat
699,nah::A,ಹತ್ತಿರವಾದ,qanippoq
700,fern::A,ದೂರದ,ungasippoq
701,linker::A,ಎಡ,saamerleq
702,rechter::A,ಬಲ,innarluissut
703,anderer::A,ಇತರ,
704,erster::A,ಪ್ರಥಮ,siulleq
705,zweiter::A,ದ್ವಿತೀಯ,qataatsup tullia
706,dritter::A,ಮೂರನೆಯಜಗತ್ತು,pingajorarterut
707,letzter::A,ಅಂತ್ಯ,kingulleq
708,allein::ADV,ಒಬ್ಬನೇ,kisimiippoq
709,auf einmal::ADV,ಒಡನೆ,tassanngaannaq
710,zusammen::ADV,ಒಟ್ಟಿಗೆ,attaasa
711,zusammen::ADV,ಒಟ್ಟಿಗೆ,attarmik
712,lange::ADV,ದೀರ್ಘ,akuni
713,plötzlich::ADV,ಅನಾಮತ್ತು,tassanngaannaq
714,sofort::ADV,ಜಾಗ್ರತೆ,erniinnaq
715,später::ADV,ತರುವಾಯ,kingorna
716,jetzt::ADV,ಈಗ,maanna
717,jetzt::ADV,ಈಗ,massakkut
718,heute::ADV,ಇಂದು,ullumi
719,morgen::ADV,ನಾಳೆ,aqagu
720,bald::ADV,ಬೇಗ,erniinnaq
721,dann::ADV,ಆಗ,taava
722,gestern::ADV,ನಿನ್ನೆ,ippassaq
723,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ataatsimik
724,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ilaanni
725,damals::ADV,ಆಗ,taamani
726,damals::ADV,ಆಗ,taamanikkut
727,damals::ADV,ಆಗ,taassumuunakkut
728,danach::ADV,ಆಮೇಲೆ,taava
729,vorher::ADV,ಮುಂಚೆ,siornagut
730,zuerst::ADV,ಮೊದಲಿಗೆ,
731,einmal::ADV,ಒಮ್ಮೆ,ilaanni
732,einmal::ADV,ಒಮ್ಮೆ,ataatsimik
733,manchmal::ADV,ಆಗಾಗ,qaqutigu
734,manchmal::ADV,ಆಗಾಗ,qaqutigut
735,oft::ADV,ಅನೇಕಸಲ,akulikitsumik
736,immer::ADV,ಯಾವಾಗಲೂ,tamatigut
737,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,
738,hier::ADV,ಇಲ್ಲಿ,maani
739,hierhin::ADV,ಇತ್ತ,maani
740,von hier::ADV,ಇಲ್ಲಿಂದ,
741,dort::ADV,ಅಲ್ಲಿ,
742,dorthin::ADV,ಅಲ್ಲಿಗೆ,ikuuna
743,geradeaus::ADV,ಸೀದಾ,narlumut
744,vorwärts::ADV,ಮುನ್ನೆಡೆವ,pilangavoc
745,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,kingumut
746,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,tunumut or tunummut
747,zurück::ADV,ಹಿಂದಕ್ಕೆ,kingumut
748,zurück::ADV,ಹಿಂದಕ್ಕೆ,tunumut or tunummut
749,unten::ADV,ಕೆಳಗೆ,kana
750,hinab::ADV,ಕೆಳಕ್ಕೆ,qiviu
751,oben::ADV,ಮೇಲೆ,
752,hinauf::ADV,ಮೇಲಕ್ಕೆ,
753,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,tamaginni
754,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,tamani tamaani
755,nicht::ADV,ಇಲ್ಲ,
756,nicht::ADV,ಅಲ್ಲ,
757,ein wenig::ADV,ತುಸು,
758,kaum::ADV,ಕಠಿನವಾಗಿ,qaqutigorsuaq
759,sehr::ADV,ಬಹು,assut
760,so::ADV,ಅಷ್ಟು,
761,noch::ADV,ಇನ್ನು,qeratavoq
762,nur::ADV,ಕೇವಲ,
763,schon::ADV,ಆಗಲೇ,taava-una
764,wieder::ADV,ಪುನಃ,kingumut
765,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,angiluk
766,vor::PRP,ಮುಂದೆ,
767,hinter::PRP,ಹಿಂದ,
768,unter::PRP,ಕೆಳ,
769,durch::PRP,ನೇರವಾಗಿ,
770,neben::PRP,ಅಧರ ಬಲಿಕ,
771,zwischen::PRP,ನಡುವೆ,
772,wegen::PRP,ಅಧಕ್ಕಗಿ,
773,dies::PRN,ಈ,manna
774,dies::PRN,ಈ,matuma
775,das::PRN,ಅದು,ua
776,alles::PRN,ಎಲ್ಲ,
777,ich::PRN,ನಾನು,uanga
778,du::PRN,ನೀನು,illit
779,er::PRN,ಅವನು,una
780,er::PRN,ಇವನು,una
781,wir::PRN,ನಾವು,uagut
782,ihr::PRN,ನೀವು,ilissi
783,sie::PRN,ಅವರು,uku
784,was::FPRN,ಏನು,aat?
785,wer::FPRN,ಯಾರಿಗೆ,kikkut
786,wo::FADV,ಎಲ್ಲಿ,sumi
787,wohin::FADV,ಎಲ್ಲಿಗೆ,sumut
788,wie::FADV,ಹೇಗೆ,qanoq
789,warum::FADV,ಏಕೆ,sooq
790,wieviel::FNUM,ಎಷ್ಟು,qassit
791,wieviel::FNUM,ಎಷ್ಟು,qanoq atsigisumik?
792,eins::NUM,ಒಂದು,ataaseq
793,zwei::NUM,ಎರಡು,marluk
794,drei::NUM,ಮೂರು,pingasut
795,vier::NUM,ನಾಲ್ಕು,sisamat
796,vier::NUM,ನಾಲ್ಕು,qajuusat
797,fünf::NUM,ಅಯ್ದು,tallimat
798,sechs::NUM,ಆರು,arfineq
799,sechs::NUM,ಆರು,arfinillit
800,sieben::NUM,ಏಳು,arfineq-marluk
801,acht::NUM,ಎಂಟು,arfineq pingasut
802,neun::NUM,ಒಂಭಬತ್ತು,qulingiluat
803,neun::NUM,ಒಂಭಬತ್ತು,arfineq sisamat
804,zehn::NUM,ಹತ್ತು,qulit
805,elf::NUM,ಹನ್ನೊಂದು,aqqaneq
806,zwölf::NUM,ಹನ್ನೆರಡು,aqqaneq-marluk
807,zwanzig::NUM,ಇಪ್ಪತ್ತು,tyve
808,dreißig::NUM,ಮೂವತ್ತು,tredive
809,dreißig::NUM,ಮೂವತ್ತು,pingasunik qulillit
810,vierzig::NUM,ನಲವತ್ತು,fyrre
811,fünfzig::NUM,ಐವತ್ತು,halvtreds
812,fünfzig::NUM,ಐವತ್ತು,tallimanik qulillit
813,sechzig::NUM,ಅರುವತ್ತು,tres
814,siebzig::NUM,ಎಪ್ಪತ್ತು,halvfjerds
815,achtzig::NUM,ಎಂಬತ್ತು,firs
816,neunzig::NUM,ತೊಂಬತ್ತು,halvfems
817,hundert::NUM,ನೂರು,et hundrede
818,tausend::NUM,ಸಾವಿರ,et tusinde
819,und::CNJ,ಮತ್ತು,aamma
820,oder::CNJ,ಅಥವಾ,imalluunnit
821,stehen::V,ನಿಲ್ಲು,sikingavoq
822,sitzen::V,ಕುಳ್ಳಿರು,ingippoq
823,liegen::V,ಮಲಗಿಕೊ,nalavoq
824,liegen::V,ಮಲಗಿಕೊ,aqupivoq
825,hängen::V,ಇಳಿಯಬಿಡು,nivinngarpaa
826,werden::V,ಆಗು,pinngorpoq
827,passieren::V,ಆಗು,pivoq
828,beginnen::V,ಆರಂಭಿಸು,aallarnerpaa
829,enden::V,ಕೊನೆಗಾಣು,naggaserpaa
830,wechseln::V,ಮಾರ್ಪಡಿಸು,immikkut ilivoq
831,aufgehen[Sonne]::V,ಮೂಡು,
832,untergehen[Sonne]::V,ಮುಳುಗು,ilioqqaasoq
833,scheinen[Sonne]::V,ಹೊಳೆ,qinnorpoq
834,scheinen[Sonne]::V,ಹೊಳೆ,qinngorpoq
835,donnern::V,ಗುಡುಗಾಗು,kalleq
836,wehen::V,ತೀಡು,timmivoq
837,strömen::V,ಹರಿ,
838,fließen::V,ಹರಿ,
839,sich drehen::V,ಸುತ್ತು,ipippaa
840,schwanken::V,ಓಲಾಡು,aalavoq
841,schwingen::V,ತೂಗು,issakajaat or issakatsiaarut
842,fallen::V,ಉದುರು,quasivaa
843,brennen::V,ಉರಿ,seerpoq
844,brennen::V,ಉರಿ,uuppaa
845,rauchen::V,ಹೊಗೆಬಿಡು,pujoorpoq
846,regnen::V,ಸುರಿ,siallerpoq
847,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,qiulerpoq
848,tauen::V,ಬೆಚ್ಚಗಾಗು,aappoq
849,schmelzen::V,ಕರಗು,aappoq
850,schmelzen::V,ಕರಗು,aatsippaa
851,trocknen::V,ಒಣಗು,panerserpaa
852,sieden::V,ಕುದಿ,qalappoq
853,faulen::V,ಕೊಳೆ,
854,verfaulen::V,ನಶಿಸು,
855,reißen::V,ಒಡೆ,qulli
856,reißen::V,ಒಡೆ,alittorpaa
857,reißen::V,ಒಡೆ,kimillanneq
858,versinken::V,ಮುಳುಗು,kivivaa
859,versinken::V,ಮುಳುಗು,apparpoq
860,vergehen::V,ಸಾಗು,qaangerpaa
861,vergehen::V,ಸಾಗು,sarsuppoq
862,erscheinen::V,ತೋರು,takutippoq
863,verschwinden::V,ಮಾಯವಾಗು,
864,sinken::V,ಕುಸಿ,kivivaa
865,sinken::V,ಕುಸಿ,apparpoq
866,abnehmen::V,ತಗ್ಗು,ikillipput
867,zunehmen::V,ಬೆಳೆ,allisippaa
868,steigen::V,ಉಬ್ಬು,allisippaa
869,wachsen::V,ಬೆಳೆ,allivoq
870,glänzen::V,ಮಿರುಗು,qinngorpoq
871,glänzen::V,ಮಿರುಗು,qinnorpoq
872,funkeln::V,ಮಿನುಗು,uisorilavoq
873,lärmen::V,ಶಬ್ದ ಮಾಡಲು,
874,läuten::V,ಬಾರಿಸು,avilualaarpoq
875,klingeln::V,ಅನುರಣಿಸು,aviluarpoq
876,klingeln::V,ಅನುರಣಿಸು,aviluarpaluppoq
877,klirren::V,ಕಿಣಿಕಿಣಿಸು,
878,brausen::V,ಅಬ್ಬರಿಸು,ittuk
879,brausen::V,ಅಬ್ಬರಿಸು,ittuppoq
880,brausen::V,ಅಬ್ಬರಿಸು,ittuppaluppoq
881,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,
882,klingen::V,ಉಸಿರು,
883,bellen::V,ಬಗುಳು,qiluppoq
884,heulen::V,ಅರಚು,maarpoq
885,heulen::V,ಅರಚು,maalavoq
886,heulen::V,ಅರಚು,miaggoorpoq
887,blasen::V,ಗಾಳಿ ಊದು,aporneq
888,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,siggartartitsivoq
889,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,siorsulavoq
890,schreien::V,ಕರೆ,suaarpoq
891,stöhnen::V,ನರಳು,nipiliorpoq
892,stöhnen::V,ನರಳು,nipilliorpoq
893,zittern::V,ನಡುಗು,qarsulivik
894,leben::V,ಇರು,inuuvoq
895,geboren werden::V,ಉಂಟಾಗು,inuuvoq
896,geboren werden::V,ಉಂಟಾಗು,inunngorpoq
897,atmen::V,ಉಸಿರು,anersaarpoq
898,trinken::V,ಕುಡಿ,imerpoq
899,essen::V,ತಿನ್ನು,tamorpoq
900,schlucken::V,ನುಂಗು,tuluarnaq
901,müde werden::V,ಬಳಲು,
902,einschlafen::V,ನಿದ್ಧೆಹೋಗು,sinippoq
903,schlafen::V,ನಿದ್ರಿಸು,sinik
904,aufwachen::V,ಏಳು,iterpoq
905,aufwachen::V,ಏಳು,eqqumavoq
906,aufstehen::V,ಏಳು,makippoq
907,sich erholen::V,ಸುಧಾರಿಸು,qasuerserpoq
908,krank werden::V,ಬೇನೆಬೀಳು,
909,krank sein::V,ಕೆಟ್ಟ ಎಂದು,
910,schmerzen::V,ಕಚ್ಚು,anneraa
911,schmerzen::V,ಕಚ್ಚು,annernarpoq
912,husten::V,ಕೆಮ್ಮು,quersorpoq
913,genesen::V,ಮತ್ತೆಹೊದಿಸು,ajunngissivoq
914,genesen::V,ಮತ್ತೆಹೊದಿಸು,ilisimmarpoq
915,genesen::V,ಮತ್ತೆಹೊದಿಸು,ilorrippoq
916,sterben::V,ಮೃತಪಡು,toquvoq
917,umkommen::V,ಹಾಳಾಗು,
918,sich bewegen::V,ಚಲಿಸು,ingerlavoq
919,sich rühren::V,ಕದಲು,
920,sich erheben::V,ಏಳು,
921,sich setzen::V,ಕೂರು,ingippoq
922,hinfallen::V,ಬೀಳು,
923,laufen::V,ನಡೆ,arpappoq
924,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,ingerlavoq
925,spazierengehen::V,ವಿಹರಿಸು,utertakajaarpoq
926,spazierengehen::V,ವಿಹರಿಸು,utertakattajaarpoq
927,eilen::V,ಮುನ್ನುಗ್ಗು,qaa qaa
928,eilen::V,ಮುನ್ನುಗ್ಗು,qiilasaarpoq
929,eilen::V,ಮುನ್ನುಗ್ಗು,ingerlasaarpaa
930,sich beeilen::V,ಆತುರಪಡು,tuaviorpoq
931,sausen::V,ಒಗೆ,uiguut
932,rennen::V,ಓಡು,igivoq
933,springen::V,ಜಿಗಿ,upernassaq
934,klettern::V,ಏರು,pilaakkeerpoq
935,schaukeln::V,ತೂಗು,aalavoq
936,kriechen::V,ತೆವಳು,
937,schwimmen::V,ಈಜು,naluppoq
938,tauchen::V,ಕೆಳಗಿಳಿ,allorpoq
939,rudern::V,ಸಾಗಿಸು,ipuppaa
940,fahren::V,ನಡೆಸು,qimusserpoq
941,fliegen::V,ಹಾರು,timmivoq
942,gehen::V,ಹೋಗು,
943,weggehen::V,ಹೊರಡು,piiarpoq
944,abfahren::V,ತೆರಳು,
945,anhalten::V,ನಿಲ್ಲು,unitsippaa
946,hineingehen::V,ಒಳಹೊಗು,timaappaa
947,eintreten::V,ಒಳಹೊಗು,allattorpaa
948,kommen::V,ಬರು,qaa-
949,kommen::V,ಬರು,pivaa
950,ankommen::V,ಬರು,tikippoq
951,zurückkommen::V,ಹಿಂದಿರುಗು,angerlarpoq
952,bleiben::V,ಇರು,uninngavoq
953,warten::V,ಇರು,paavoq
954,warten::V,ಇರು,utaqqivoq
955,erwarten::V,ನಿರೀಕ್ಷಿಸು,
956,suchen::V,ಹುಡುಕು,nivivaa
957,finden::V,ಕಂಡುಕೊ,nanivaa
958,versuchen::V,ಪ್ರಯತ್ನಿಸು,uuppaa
959,versuchen::V,ಪ್ರಯತ್ನಿಸು,ussersarpaa
960,vorbereiten::V,ಸಿದ್ಧವಾಗು,piareersarpaa
961,lieben::V,ಪ್ರೀತಿಸು,asavaa
962,mögen::V,ಇಷ್ಟಪಡು,akaaraa
963,lachen::V,ನಗು,
964,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,qeerlerpaa
965,weinen::V,ಅಳು,qiavoq
966,schimpfen::V,ಗೊಣಗು,qatimaarpoq
967,sich ärgern::V,ಗಣಗಾಡು,ugguutigaa
968,sich fürchten::V,ನಡುಗು,eqqanaarpoq
969,fürchten::V,ಹೆದರು,ersigaa
970,fliehen::V,ಓಡಿಹೋಗು,qimaavoq
971,flüchten::V,ಪಾರಾಗು,allikarfigaa
972,sehen::V,ಕಾಣು,isigaa
973,anschauen::V,ನೋಡು,
974,ansehen::V,ನಿರೀಕ್ಷಿಸು,alaatsinaappaa
975,hören::V,ಕೇಳು,tusarpaa
976,zuhören::V,ಆಲಿಸು,naalappoq
977,probieren::V,ರುಚಿ ನೋಡು,
978,riechen::V,ಮೂಸು,tipippoq
979,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,misigaa
980,scheinen::V,ತೋರು,takutippoq
981,zu sehen sein::V,ಕಾಣಿಸು,
982,vernehmen::V,ಕೇಳು,
983,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,qiiavoq
984,tun::V,ಮಾಡು,iliorpoq
985,können::V,ಮಾಡಬಲ್ಲ,
986,wollen::V,ಬಯಸು,piumavaa
987,anfangen::V,ಪ್ರಾರಂಭಿಸು,pilerpoq
988,beenden::V,ನಿಲ್ಲಿಸು,naggaserpaa
989,aufhören::V,ಮುಗಿಸು,naammatsippaa
990,gelingen::V,ಯಶಸ್ವಿಯಾಗು,
991,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,
992,öffnen::V,ತೆರೆ,ammarpaa
993,schließen::V,ಮುಚ್ಚು,matuaa
994,stellen::V,ಇಕ್ಕು,ilivaa
995,stellen::V,ಇಕ್ಕು,iliorarpai
996,stellen::V,ಇಕ್ಕು,ilioqqarpai
997,setzen::V,ಇಡು,iliorarpai
998,setzen::V,ಇಡು,ilioqqarpai
999,legen::V,ಇಡು,ilivaa
1000,berühren::V,ತಾಕು,attorpaa
1001,verbinden::V,ಕೂಡಿಸು,taperserpaa
1002,bedecken::V,ಮುಚ್ಚು,iikkerpaa
1003,bedecken::V,ಮುಚ್ಚು,iikkersorpaa
1004,aufhängen::V,ತೂಗುಹಾಕು,inivaa
1005,aufhängen::V,ತೂಗುಹಾಕು,iniorarpai
1006,anzünden::V,ಹತ್ತಿಸು,saggaavoq
1007,aufheben::V,ಆಯಿ,allisippaa
1008,zurücklassen::V,ಬಿಡು,aallarpoq
1009,verlieren::V,ಕಳೆ,annaavaa
1010,fallen lassen::V,ಬೀಳಿಸು,nakkaavaa
1011,machen::V,ಮಾಡು,iliorpoq
1012,herstellen::V,ತಯಾರಿಸು,anillatsippaa
1013,bauen::V,ಕಟ್ಟು,marrarterpaa
1014,reparieren::V,ಸರಿಪಡಿಸು,iluarsaappaa
1015,verbessern::V,ತಿದ್ದು,naqqippaa
1016,ändern::V,ಬದಲಾಯಿಸು,
1017,graben::V,ಅಗೆ,assappaa
1018,beugen::V,ಬಗ್ಗಿಸು,qappappoq
1019,biegen::V,ಬಗ್ಗಿಸು,qappappoq
1020,drehen::V,ತಿರುಗು,
1021,wenden::V,ತಿರುಗು,assappaa
1022,wenden::V,ತಿರುಗು,assakarpoq
1023,umdrehen::V,ತಿರುಗಿಸು,assakartippaa
1024,heben::V,ಎತ್ತು,kivippaa
1025,hochheben::V,ಎತ್ತು,kissumiarpaa
1026,ergreifen::V,ಆಕ್ರಮಿಸು,isaappaa
1027,ergreifen::V,ಆಕ್ರಮಿಸು,isaguppaa
1028,halten::V,ಹಿಡಿ,minarpaa
1029,drücken::V,ಒತ್ತು,naqittaat
1030,schieben::V,ನೂಕು,
1031,kratzen::V,ತರಚಿಕೊಳ್ಳು,qitsuppaa
1032,lecken::V,ನೆಕ್ಕು,aluppaa
1033,beißen::V,ಕಚ್ಚು,kiivaa
1034,abreißen::V,ಹರಿ,aqqarpaa
1035,abreißen::V,ಹರಿ,isaterpaa
1036,abschneiden::V,ಕತ್ತರಿಸು,kipivaa
1037,binden::V,ಕಟ್ಟು,kakkersarpaa
1038,stecken::V,ಸಿಕ್ಕಿಸು,kussunneq
1039,brechen::V,ಮುರಿ,nallorpaa
1040,klopfen::V,ತಟ್ಟು,pattappaa
1041,hauen::V,ಹೊಡೆ,aqivaa
1042,kleben::V,ಅಂಟಿಸು,qaappoq
1043,reiben::V,ಉಜ್ಜು,tagiarpaa
1044,reiben::V,ಉಜ್ಜು,tangiarpaa
1045,streichen::V,ಹರಡು,erlerpoq
1046,schleifen::V,ಮಸೆ,sequppaa
1047,schneiden::V,ಕತ್ತರಿಸು,uullivoq
1048,rütteln::V,ಕುಲುಕಿಸು,
