,Concept_ID,ps,zh
816,strömen::V,بهېدل,流
817,fließen::V,بهېدل,流动
818,fließen::V,تویېدل,流动
819,sich drehen::V,ګرځېدل,转动
820,sich drehen::V,چورلېدل,转动
821,schwanken::V,زنګېدل,摇摆
822,schwingen::V,زنګېدل,摇
823,fallen::V,ولېدل,坠落
824,brennen::V,سوځېدل,燃烧
825,rauchen::V,لوګی کول,冒烟
826,regnen::V,باران اورېدل,下雨
827,gefrieren::V,کنګل نيول,结冰
828,tauen::V,وېلې کېدل,融化
829,schmelzen::V,وېلې کېدل,溶化
830,trocknen::V,وچېدل,变干
831,sieden::V,اېشېدل,煮
832,faulen::V,خرابېدل,腐烂
833,verfaulen::V,ورستېدل,腐烂
834,reißen::V,شلېدل,撕
835,versinken::V,ډوېېدل,下沉
836,vergehen::V,تېرېدل,流逝
837,erscheinen::V,ښکارېدل,出现
838,verschwinden::V,ورکېدل,消失
839,sinken::V,ښکته کېدل,下降
840,abnehmen::V,کمېدل,减少
841,zunehmen::V,زیاتېدل,增加
842,steigen::V,جګېدل,上升
843,steigen::V,پورته کېدل,上升
844,wachsen::V,وده کول,生长
845,glänzen::V,ځلېدل,发光
846,funkeln::V,پړکېدل,闪烁
847,lärmen::V,غال و غول کول,吵闹
848,läuten::V,زنګ وهل,响
849,klingeln::V,زنګ وهل,按铃
850,klirren::V,کړنګېدل,
851,brausen::V,تلاطم کول,疾驶
852,rauschen::V,شڼهار کول,
853,klingen::V,آواز کول,听起来
854,bellen::V,غپېدل,吠
855,heulen::V,انګلل,嗥
856,blasen::V,پو کول,吹
857,pfeifen::V,شپېلک وهل,吹口哨
858,schreien::V,ناره کول,叫喊
859,stöhnen::V,زګېروی کول,呻吟
860,zittern::V,لړزېدل,颤抖
861,leben::V,ژوند کول,生存
862,geboren werden::V,زېږېدل,出生
863,atmen::V,ساه کښل,呼吸
864,atmen::V,تنفس کول,呼吸
865,trinken::V,څښل,喝
866,essen::V,خوړل,吃
867,schlucken::V,غړپول,咽
868,müde werden::V,ستړی کېدل,疲倦
869,einschlafen::V,ویده کېدل,入睡
870,schlafen::V,خوب کول,睡觉
871,aufwachen::V,ویښېدل,睡醒
872,aufstehen::V,پاڅېدل,起床
873,sich erholen::V,استراحت کول,休养
874,krank werden::V,رنځورېدل,生病
875,krank sein::V,ناجوړېدل,生病
876,schmerzen::V,خوږېدل,疼痛
877,schmerzen::V,درد کول,疼痛
878,husten::V,ټوخېدل,咳
879,genesen::V,رغېدل,痊愈
880,sterben::V,مړل,死
881,umkommen::V,تلفېدل,丧命
882,sich bewegen::V,چلېدل,移动
883,sich bewegen::V,حرکت کول,移动
884,sich rühren::V,ښورېدل,动弹
885,sich erheben::V,درېدل,站起
886,sich setzen::V,کښېنستل,坐
887,hinfallen::V,لوېدل,跌倒
888,laufen::V,منډې وهل,步行
889,schreiten::V,قدم ایښودل,迈步
890,spazierengehen::V,چکر وهل,散步
891,eilen::V,بېړه کول,急忙
892,sich beeilen::V,عجله کول,赶快
893,sausen::V,ځغستل,疾驰
894,rennen::V,زغلېدل,奔跑
895,springen::V,ټوپ وهل,跳
896,klettern::V,ختل,攀缘
897,schaukeln::V,زنګېدل,荡秋千
898,kriechen::V,خاپوړی وهل,爬行
899,schwimmen::V,لامبو وهل,游泳
900,tauchen::V,غوټه وهل,潜水
901,rudern::V,پارو وهل,划船
902,fahren::V,تلل,行驶
903,fliegen::V,الوتل,飞
904,gehen::V,تلل,走
905,weggehen::V,بهر وتل,离去
906,abfahren::V,تلل,出发
907,anhalten::V,ودرېدل,停住
908,hineingehen::V,داخلېدل,进去
909,eintreten::V,ننوتل,进入
910,kommen::V,راتلل,来
911,ankommen::V,رسېدل,到达
912,zurückkommen::V,بېرته راتلل,回来
913,bleiben::V,پاتې کېدل,停留
914,warten::V,انتظار وېستل,等
915,erwarten::V,انتظار کول,等候
916,suchen::V,لټول,找
917,finden::V,میندل,找到
918,finden::V,پیدا کول,找到
919,versuchen::V,هڅه کول,尝试
920,vorbereiten::V,چمتوکول,预备
921,lieben::V,مینه لرل,爱
922,mögen::V,خوښول,喜欢
923,mögen::V,علاقه لرل,喜欢
924,lachen::V,خندېدل,笑
925,rühren::V,اغېزه کول,
926,weinen::V,ژړل,哭
927,schimpfen::V,ښکنځا کول,骂
928,sich ärgern::V,قهر راتلل,生气
929,sich fürchten::V,ډارېدل,害怕
930,fürchten::V,ډارېدل,害怕
931,fliehen::V,تښتېدل,逃走
932,flüchten::V,تښتېدل,逃跑
933,sehen::V,لیدل,看
934,anschauen::V,کتل,注视
935,ansehen::V,ننداره کول,注视
936,hören::V,اورېدل,听
937,zuhören::V,غوږ نیول,倾听
938,probieren::V,څکه کول,尝
939,probieren::V,چاشنی کول,尝
940,riechen::V,بويول,闻
941,fühlen::V,حسول,感到
942,scheinen::V,ښکارېدل,照耀
943,zu sehen sein::V,ښکارېدل,可以看到
944,vernehmen::V,خبرېدل,审讯
945,frieren::V,ساړه کېتل,觉得冷
946,tun::V,کول,作
947,können::V,کولای شول,能
948,können::V,د لاسه کېدل,能
949,wollen::V,غوښتل,要
950,anfangen::V,شروع کول,开始
951,beenden::V,ختمول,结束
952,beenden::V,پای ته رسول,结束
953,aufhören::V,بس کول,停止
954,gelingen::V,موفق کېدل,成功
955,gelingen::V,بریالی کېدل,成功
956,geraten::V,کېدل,陷于
957,öffnen::V,خلاصول,打开
958,öffnen::V,پرانیستل,打开
959,schließen::V,تړل,关
960,stellen::V,ایښودل,放
961,setzen::V,کښېنول,放
962,legen::V,ایښودل,摆
963,berühren::V,لاس وهل,触
964,verbinden::V,تړل,联结
965,bedecken::V,پوښول,覆盖
966,aufhängen::V,ځوړندول,挂
967,anzünden::V,بلول,点
968,aufheben::V,پورته کول,拾起
969,zurücklassen::V,پرېښودل,遗留
970,verlieren::V,ورکول,丧失
971,fallen lassen::V,له لاسه لوېدل,让掉下
972,machen::V,کول,做
973,herstellen::V,جوړول,生产
974,herstellen::V,توليدول,生产
975,bauen::V,جوړول,建造
976,reparieren::V,ترمیمول,修理
977,verbessern::V,اصلاح کول,改进
978,ändern::V,تغیر ورکول,改变
979,graben::V,کيندل,挖
980,beugen::V,ټیټول,弯下
981,biegen::V,کږول,弯
982,drehen::V,ګرځول,转动
983,wenden::V,اړول,转动
984,umdrehen::V,اړول,转动
985,heben::V,جګول,举起
986,heben::V,پورته کول,举起
987,hochheben::V,جګول,抬高
988,ergreifen::V,نیول,抓住
989,halten::V,نیول,拿着
990,drücken::V,کښېکښل,压
991,schieben::V,پوری وهل,推
992,kratzen::V,ګرول,搔
993,lecken::V,څټل,舔
994,beißen::V,چیچل,咬
995,abreißen::V,شکول,撕下
996,abschneiden::V,پرېکول,切断
997,binden::V,تړل,捆
998,stecken::V,ټومبل,插
999,brechen::V,ماتول,断裂
1000,klopfen::V,ټکول,敲
1001,hauen::V,ټکول,揍
1002,kleben::V,نښلول,粘
1003,kleben::V,سرېښول,粘
1004,reiben::V,مږل,摩擦
1005,streichen::V,مښل,涂
1006,schleifen::V,تېره کول,拖曳
1007,schneiden::V,غوڅول,切
1008,schneiden::V,پرېکول,切
1009,rütteln::V,خوڅول,颠簸
1010,schütteln::V,ښورول,摇动
1011,schwenken::V,خوڅول,摇动
1012,schütten::V,اچول,倒
1013,schütten::V,تویول,倒
1014,füllen::V,ډکول,填满
1015,einwickeln::V,پېچل,包
1016,einwickeln::V,نغښتل,包
1017,tragen::V,وړل,提
1018,schleppen::V,وړل,扛
1019,ziehen::V,کښل,拉
1020,aufbewahren::V,ساتل,保存
1021,werfen::V,اچول,扔
1022,werfen::V,غورځول,扔
1023,fangen::V,نیول,捕捉
1024,fangen::V,ګیرول,捕捉
1025,packen::V,نیول,抓住
1026,verstecken::V,پټول,藏
1027,teilen::V,وېشل,分
1028,teilen::V,تقسیمول,分
1029,schicken::V,لېږل,派遣
1030,schicken::V,استول,派遣
1031,bringen::V,راوړل,带来
1032,hinzufügen::V,زیاتول,添加
1033,bekommen::V,حاصلول,得到
1034,erhalten::V,اخیستل,接到
1035,nehmen::V,نیول,拿
1036,nehmen::V,اخيستل,拿
1037,wählen::V,خوښول,挑选
1038,auswählen::V,چنده کول,选择
1039,bewahren::V,ساتل,保持
1040,behindern::V,مانع کېدل,防碍
1041,behindern::V,ممانعت کول,防碍
1042,verderben::V,خرابېدل,败坏
1043,beschädigen::V,ورانول,损坏
1044,zerbrechen::V,ماتول,破碎
1045,zerreißen::V,څیرې کول,撕碎
1046,zerstören::V,ړنګول,毁坏
1047,zerstören::V,ورانول,毁坏
1048,verbrennen::V,سوځول,燃烧
1049,geben::V,ورکول,给
1050,reichen::V,ورکول,递给
1051,schenken::V,بښل,赠送
1052,versprechen::V,لوز کول,许诺
1053,wünschen::V,غوښتل,祝
1054,loben::V,ستایل,表扬
1055,loben::V,تمجید کول,表扬
1056,küssen::V,ښکلول,亲
1057,wiegen::V,زنګول,轻摇
1058,zudecken::V,پوښول,盖上
1059,wecken::V,ويښول,唤起
1060,zeigen::V,ښودل,指
1061,führen::V,بیول,带领
1062,lehren::V,درس ورکول,教
1063,lehren::V,تعلیم ورکول,教
1064,unterrichten::V,درس ورکول,讲课
1065,aufziehen::V,روزل,抚养
1066,leiten::V,رهبری کول,领导
1067,leiten::V,لارښوونه کول,领导
1068,antreiben::V,چټک کول,催促
1069,lassen::V,اړکول,让
1070,einladen::V,بلل,邀请
1071,vereinigen::V,متحد کول,统一
1072,vereinigen::V,یوځای کول,统一
1073,besuchen::V,کتنه کول,参观
1074,treffen::V,ليدل,会面
1075,treffen::V,تلقی کول,会面
1076,sich versammeln::V,راغونډېدل,聚集
1077,spielen::V,لوبه کول,玩
1078,singen::V,سندرې وېل,唱歌
1079,tanzen::V,ګډېدل,跳舞
1080,sich trennen::V,بېلېدل,分别
1081,verlassen::V,ترک کول,离开
1082,retten::V,نجات ورکول,救
1083,bewachen::V,ساتل,守卫
1084,bewachen::V,حفاظت کول,守卫
1085,schützen::V,ژغورل,保护
1086,verteidigen::V,دفاع کول,保卫
1087,sich schlagen::V,جنګېدل,打架
1088,schießen::V,ویشتل,射击
1089,siegen::V,غالبېدل,获胜
1090,ärgern::V,خپه کول,激怒
1091,schlagen::V,وهل,打
1092,treten::V,په لغته وهل,踢
1093,stechen::V,ټومبل,刺
1094,stoßen::V,ټېل وهل,撞
1095,stoßen::V,پوری وهل,撞
1096,stehlen::V,تښتول,盗窃
1097,stehlen::V,غلا کول,盗窃
1098,stören::V,ماتول,干扰
1099,belästigen::V,ځورول,打搅
1100,belästigen::V,تکلیف ورکول,打搅
1101,verbergen::V,پټول,隐藏
1102,täuschen::V,تېرایستل,欺骗
1103,täuschen::V,خطا ایستل,欺骗
1104,betrügen::V,غولول,欺骗
1105,töten::V,وژل,杀
1106,töten::V,مړ کول,杀
1107,wohnen::V,اوسېدل,居住
1108,arbeiten::V,کار کول,工作
1109,sammeln::V,راټولول,收集
1110,sammeln::V,راغونډول,收集
1111,pflücken::V,شکول,采
1112,jagen::V,ښکار کول,打猎
1113,fischen::V,کب نيول,捕鱼
1114,fassen::V,نیول,捉住
1115,fassen::V,ګیرول,捉住
1116,hüten::V,پوول,守护
1117,treiben::V,بیول,漂
1118,anbinden::V,تړل,拴
1119,füttern::V,خوراک ورکول,喂
1120,melken::V,لوشل,挤奶
1121,hacken::V,پی کول,剁细
1122,gießen::V,اوبه کول,浇
1123,reifen::V,رسېدل,成熟
1124,zubereiten::V,تیارول,
1125,kochen::V,پخول,煮
1126,backen::V,پخول,烤
1127,braten::V,وريتول,煎
1128,umrühren::V,لړل,搅拌
1129,stricken::V,اوبدل,织
1130,nähen::V,ګنډل,缝
1131,färben::V,رنګول,染色
1132,reinigen::V,صافول,清洁
1133,waschen::V,مینځل,洗
1134,abwischen::V,وچول,擦掉
1135,spülen::V,کنګالول,清洗
1136,fegen::V,جارو کول,扫
1137,kehren::V,جارو کول,打扫
1138,baden::V,لمبېدل,给...洗澡
1139,sich waschen::V,ځان مينځل,洗澡
1140,ausziehen::V,کښل,脱
1141,ausziehen::V,ایستل,脱
1142,anziehen::V,اغوستل,穿
1143,sich anziehen::V,کالی اغوستل,穿衣
1144,kämmen::V,ګمنځول,梳
1145,schmücken::V,ښکلی کول,装饰
1146,sagen::V,وېل,说
1147,sprechen::V,وېل,说
1148,sprechen::V,غږېدل,说
1149,reden::V,ګړېدل,讲
1150,reden::V,خبرې کول,讲
1151,sich unterhalten::V,خبری کول,聊天
1152,fragen::V,پوښتنه کول,问
1153,bitten::V,غوښتل,请
1154,erzählen::V,کيسه کول,叙述
1155,erzählen::V,حکايت کول,叙述
1156,mitteilen::V,خبرول,通知
1157,mitteilen::V,خبر ورکول,通知
1158,nennen::V,نوم ايښودل,叫做
1159,rufen::V,بلل,叫
1160,prahlen::V,لاپې وهل,吹牛
1161,übersetzen::V,ژباړل,翻译
1162,übersetzen::V,ترجمه کول,翻译
1163,denken::V,فکر کول,想
1164,glauben::V,باور کول,以为
1165,bemerken::V,لیدل,发觉
1166,erkennen::V,پېژندل,识别
1167,begreifen::V,رسېدل,理解
1168,begreifen::V,پوهېدل,理解
1169,verstehen::V,پوهېدل,明白
1170,lernen::V,زده کول,学
1171,lernen::V,درس لوستل,学
1172,wissen::V,پوهېدل,知道
1173,sich erinnern an::V,یادول,回忆
1174,sich erinnern an::V,په یاد راوړل,回忆
1175,vergessen::V,هېرول,忘记
1176,messen::V,اندازه کول,测量
1177,zählen::V,شمارل,数
1178,rechnen::V,حسابول,计算
1179,lesen::V,لوستل,读
1180,malen::V,رسمول,画
1181,zeichnen::V,رسمول,绘制
1182,schreiben::V,لیکل,写
1183,besitzen::V,لرل,占有
1184,kaufen::V,رانیول,买
1185,verkaufen::V,خرڅول,卖
1186,bezahlen::V,تأدیه کول,付钱
1187,zahlen::V,کسات اخيستل,支付
1188,beherrschen::V,تسلط لرل,统治
1189,ertragen::V,زغمل,忍耐
1190,Barsch::N,,鲈鱼
1191,Hecht::N,,狗鱼
