,Concept_ID,ko,de
100,Gipfel::N,졀졍,Gipfel
101,Höhle::N,공동,Höhle
102,Abhang::N,몰매,Abhang
103,Quelle::N,근원,Quelle
104,Bach::N,내,Bach
105,Fluss::N,강,Fluss
106,Ufer::N,강변,Ufer
107,Ufer::N,바닷가,Ufer
108,Küste::N,해변,Küste
109,Küste::N,해변가,Küste
110,Festland::N,본토,Festland
111,Meer::N,바다,Meer
112,Bucht::N,협만,Bucht
113,Insel::N,섬,Insel
114,Blume::N,꽃,Blume
115,Gras::N,풀,Gras
116,Wurzel::N,뿌리,Wurzel
117,Baum::N,나무,Baum
118,Stamm::N,대,Stamm
119,Rinde::N,나무껍질,Rinde
120,Ast::N,가지,Ast
121,Zweig::N,가지,Zweig
122,Blatt::N,잎,Blatt
123,Birke::N,자작나무,Birke
124,Kiefer[Baum]::N,소나무,Kiefer
125,Weide[Baum]::N,쉬양버들,Weide
126,Tanne::N,전나무,Tanne
127,Horn::N,뿔,Horn
128,Feder::N,깃털,Feder
129,Fell::N,피혁모피,Fell
130,Flügel::N,날개,Flügel
131,Klaue::N,갈고리 발톺,Klaue
132,Kralle::N,발툭,Kralle
133,Schwanz::N,꼬리,Schwanz
134,Ei::N,알,Ei
135,Nest::N,보금자리,Nest
136,Bau::N,굴,Bau
137,Tier::N,짐승,Tier
138,Herde::N,가축의떼,Herde
139,Kuh::N,암소,Kuh
140,Bulle::N,황소,Bulle
141,Pferd::N,말,Pferd
142,Schaf::N,양,Schaf
143,Schwein::N,돼지,Schwein
144,Hund::N,개,Hund
145,Katze::N,고양이,Katze
146,Bär::N,콤,Bär
147,Eichhörnchen::N,다람쥐,Eichhörnchen
148,Elch::N,고라니,Elch
149,Fuchs::N,여우,Fuchs
150,Hase::N,토끼,Hase
151,Maus::N,쥐,Maus
152,Wolf::N,늑대,Wolf
153,Vogel::N,새,Vogel
154,Schwarm::N,뗴,Schwarm
155,Huhn::N,암탉,Huhn
156,Hahn::N,수탉,Hahn
157,Gans::N,거위,Gans
158,Adler::N,수리,Adler
159,Ente::N,오리,Ente
160,Eule::N,부엉이,Eule
161,Kranich::N,두루미,Kranich
162,Krähe::N,까마귀,Krähe
163,Kuckuck::N,뻐꾸기,Kuckuck
164,Schwan::N,배조,Schwan
165,Fisch::N,물고기,Fisch
166,Barsch::N,농어,Barsch
167,Hecht::N,에속스,Hecht
168,Schlange[Tier]::N,뱀,Schlange
169,Wurm::N,벌레,Wurm
170,Spinne::N,거미,Spinne
171,Ameise::N,개미,Ameise
172,Laus::N,이,Laus
173,Mücke::N,모기,Mücke
174,Fliege::N,날기,Fliege
175,Schmetterling::N,나비,Schmetterling
176,Beere::N,장과,Beere
177,Apfel::N,사과,Apfel
178,Pilz::N,고방이,Pilz
179,Zwiebel::N,양파,Zwiebel
180,Saat::N,씨,Saat
181,Korn::N,알맹이,Korn
182,Heu::N,건초,Heu
183,Schale::N,피상,Schale
184,Falle::N,함정,Falle
185,Schlinge::N,올가미,Schlinge
186,Schlinge::N,멜빵붕대,Schlinge
187,Spur::N,발지국,Spur
188,Asche::N,재,Asche
189,Dreck::N,똥,Dreck
190,Dreck::N,오물,Dreck
191,Eisen::N,쇠,Eisen
192,Eisen::N,철,Eisen
193,Gold::N,항금,Gold
194,Silber::N,은,Silber
195,Kohle::N,슻,Kohle
196,Glas::N,유리,Glas
197,Lehm::N,찰흙,Lehm
198,Sand::N,모래,Sand
199,Mensch::N,사람,Mensch
200,Mann::N,남자,Mann
201,Frau::N,여자,Frau
202,Kind::N,아이,Kind
203,Junge::N,소녁,Junge
204,Mädchen::N,소녀,Mädchen
205,Familie::N,가족,Familie
206,Großvater::N,할아버지,Großvater
207,Großmutter::N,할머니,Großmutter
208,Eltern::N,어버오,Eltern
209,Vater::N,아버지,Vater
210,Mutter::N,어머니,Mutter
211,Sohn::N,아들,Sohn
212,Tochter::N,딸기,Tochter
213,Bruder::N,형제,Bruder
214,Schwester::N,누이,Schwester
215,Onkel::N,백부,Onkel
216,Tante::N,아주머니,Tante
217,Ehemann::N,남편,Ehemann
218,Ehefrau::N,아내,Ehefrau
219,Freude::N,기쁨,Freude
220,Gelächter::N,웃음,Gelächter
221,Glück::N,즐거움,Glück
222,Kummer::N,슬픔,Kummer
223,Wunsch::N,소망,Wunsch
224,Geist::N,할기,Geist
225,Gedanke::N,상념,Gedanke
226,Gedächtnis::N,기억,Gedächtnis
227,Verstand::N,분별,Verstand
228,Verstand::N,지능,Verstand
229,Sinn::N,센스,Sinn
230,Grund::N,까닭,Grund
231,Wahrheit::N,참,Wahrheit
232,Wahrheit::N,진실,Wahrheit
233,Gespräch::N,대화,Gespräch
234,Märchen::N,동화,Märchen
235,Erzählung::N,이야기,Erzählung
236,Neuigkeit::N,뉴스,Neuigkeit
237,Name::N,이름,Name
238,Rätsel::N,수수께끼,Rätsel
239,Rede::N,연설,Rede
240,Sprache::N,말,Sprache
241,Stimme::N,목소리,Stimme
242,Wort::N,낱말,Wort
243,Zeichen::N,신호,Zeichen
244,Ruf::N,부름,Ruf
245,Lärm::N,소동,Lärm
246,Laut::N,음성,Laut
247,Ton::N,목소리,Ton
248,Lied::N,노래,Lied
249,Ruhe::N,쉼,Ruhe
250,Leute::N,사람들,Leute
251,Volk::N,국중,Volk
252,Arbeit::N,근로,Arbeit
253,Arbeit::N,너무,Arbeit
254,Gast::N,손님,Gast
255,Geschenk::N,행하,Geschenk
256,Spiel::N,무리,Spiel
257,Gesellschaft::N,교제,Gesellschaft
258,Hilfe::N,거들음,Hilfe
259,Hilfe::N,보좌,Hilfe
260,Freund::N,친구,Freund
261,Kamerad::N,동실자,Kamerad
262,Angelegenheit::N,용무,Angelegenheit
263,Anzahl::N,어떤,Anzahl
264,Anzahl::N,수,Anzahl
265,Art::N,정류,Art
266,Stück::N,일부분,Stück
267,Teil::N,몱,Teil
268,Teil::N,구훠,Teil
269,Hälfte::N,2분의,Hälfte
270,Kreis::N,고리,Kreis
271,Kreuz::N,열십자,Kreuz
272,Linie::N,선,Linie
273,Strich::N,스침,Strich
274,Abstand::N,거리,Abstand
275,Entfernung::N,거리,Entfernung
276,Gegend::N,곳,Gegend
277,Gegend::N,부금,Gegend
278,Platz::N,장소,Platz
279,Ort::N,장소,Ort
280,Seite::N,옆면,Seite
281,Mitte::N,궁간,Mitte
282,Gegenstand::N,항목,Gegenstand
283,Sache::N,뭉에,Sache
284,Rand::N,가,Rand
285,Kante::N,귀퉁,Kante
286,Ecke::N,구석,Ecke
287,Spitze::N,끝,Spitze
288,Spitze::N,참단,Spitze
289,Ende::N,말당,Ende
290,Loch::N,빙옷,Loch
291,Winkel::N,각도,Winkel
292,Muster::N,본,Muster
293,Muster::N,견복,Muster
294,Größe::N,신장,Größe
295,Länge::N,길이긺,Länge
296,Höhe::N,높이,Höhe
297,Gewicht::N,추,Gewicht
298,Menge::N,수양,Menge
299,Haufen::N,퇴적,Haufen
300,Reihe::N,열,Reihe
301,Boot::N,보트,Boot
302,Ruder::N,노,Ruder
303,Schlitten::N,썰매,Schlitten
304,Ski::N,스키,Ski
305,Lagerfeuer::N,캠프의 모닥불,Lagerfeuer
306,Last::N,무거운짐,Last
307,Gang::N,걸음,Gang
308,Schritt::N,보조,Schritt
309,Norden::N,북쪽 ,Norden
310,Süden::N,남쪽,Süden
311,Westen::N,서쪽,Westen
312,Osten::N,동쪽,Osten
313,Holz::N,목재,Holz
314,Brett::N,마루널,Brett
315,Platte::N,탤,Platte
316,Platte::N,금속판,Platte
317,Stütze::N,버팀목,Stütze
318,Stange::N,장대,Stange
319,Stock::N,막대기,Stock
320,Stab::N,작대기,Stab
321,Rohr::N,갈대,Rohr
322,Haus::N,집,Haus
323,Heim::N,집,Heim
324,Ofen::N,아궁이,Ofen
325,Fußboden::N,마루,Fußboden
326,Tisch::N,탁자,Tisch
327,Stuhl::N,의자,Stuhl
328,Wiege::N,발상지,Wiege
329,Bett::N,침대,Bett
330,Regal::N,서가,Regal
331,Kiste::N,짐궤,Kiste
332,Fenster::N,눔,Fenster
333,Tür::N,문,Tür
334,Tor::N,대문,Tor
335,Zaun::N,담장,Zaun
336,Dach::N,지붕,Dach
337,Leiter::N,사닥다리,Leiter
338,Besen::N,비,Besen
339,Spaten::N,가래,Spaten
340,Schaufel::N,삽,Schaufel
341,Gabel::N,갈래,Gabel
342,Löffel::N,숟가락,Löffel
343,Messer::N,나이프,Messer
344,Nagel::N,발툽,Nagel
345,Netz::N,그물,Netz
346,Haken::N,갈고리,Haken
347,Griff::N,움켜쥠,Griff
348,Schloss::N,자물쇠,Schloss
349,Bild::N,그림,Bild
350,Figur::N,몸메,Figur
351,Puppe::N,인형,Puppe
352,Beutel::N,클,Beutel
353,Bündel::N,자근다발,Bündel
354,Tasche::N,가방,Tasche
355,Eimer::N,동이,Eimer
356,Deckel::N,뚜껑,Deckel
357,Geschirr::N,식시,Geschirr
358,Sack::N,조갑,Sack
359,Tasse::N,차잔,Tasse
360,Topf::N,단지,Topf
361,Kessel::N,주전자,Kessel
362,Essen::N,먹기,Essen
363,Nahrung::N,식료,Nahrung
364,Speise::N,음식물,Speise
365,Fleisch::N,고기,Fleisch
366,Getreide::N,곡물,Getreide
367,Brei::N,젤리,Brei
368,Brot::N,빵,Brot
369,Scheibe::N,원반,Scheibe
370,Fett::N,기름,Fett
371,Butter::N,버터,Butter
372,Öl::N,올리브유,Öl
373,Salz::N,소금,Salz
374,Suppe::N,국,Suppe
375,Suppe::N,수프,Suppe
376,Honig::N,감미,Honig
377,Milch::N,유즙,Milch
378,Tee::N,차,Tee
379,Leder::N,가죽,Leder
380,Wolle::N,양털,Wolle
381,Stoff::N,패료,Stoff
382,Nadel::N,바늘,Nadel
383,Faden::N,콘실,Faden
384,Knopf::N,단추,Knopf
385,Knoten::N,곁절,Knoten
386,Farbe::N,색,Farbe
387,Kleidung::N,옷입기,Kleidung
388,Hemd::N,속옷,Hemd
389,Kragen::N,깃,Kragen
390,Ärmel::N,소매,Ärmel
391,Hose::N,바지,Hose
392,Gürtel::N,밴드,Gürtel
393,Mütze::N,모자,Mütze
394,Schuh::N,구두,Schuh
395,Stiefel::N,장화,Stiefel
396,Ring::N,고리,Ring
397,Band::N,리본,Band
398,Kamm::N,빗,Kamm
399,Spiegel::N,거울,Spiegel
400,Riemen::N,가죽끈,Riemen
401,Schnur::N,밧줄,Schnur
402,Leine::N,고삐줄,Leine
403,Decke::N,이부자리,Decke
404,Kissen::N,깔개,Kissen
405,Tuch::N,천,Tuch
406,Handtuch::N,수건,Handtuch
407,Kraft::N,세력,Kraft
408,Stärke::N,힘,Stärke
409,Gesundheit::N,위생,Gesundheit
410,Krankheit::N,병,Krankheit
411,Schmerz::N,아픔고통,Schmerz
412,Wunde::N,상처,Wunde
413,Fieber::N,열별,Fieber
414,Arznei::N,약,Arznei
415,Brücke::N,교량,Brücke
416,Brunnen::N,원천,Brunnen
417,Weide::N,목장,Weide
418,Pfad::N,좁은길,Pfad
419,Weg::N,길,Weg
420,Straße::N,길,Straße
421,Dorf::N,촌,Dorf
422,Dorf::N,촌락,Dorf
423,Stadt::N,도시,Stadt
424,Brief::N,서한,Brief
425,Buch::N,책,Buch
426,Buchstabe::N,문자,Buchstabe
427,Zeitung::N,신문,Zeitung
428,Leben::N,삶,Leben
429,Tod::N,죽음,Tod
430,Grab::N,무덤,Grab
431,Kirche::N,교회,Kirche
432,Sünde::N,부정,Sünde
433,Gott::N,하느님,Gott
434,Arbeiter::N,일하는사람,Arbeiter
435,Chef::N,사장,Chef
436,Meister::N,명인,Meister
437,Meister::N,대가,Meister
438,Arzt::N,의사,Arzt
439,Lehrer::N,교사,Lehrer
440,Geld::N,돈,Geld
441,Geschäft::N,일,Geschäft
442,Laden::N,가게,Laden
443,Preis::N,가격,Preis
444,Ware::N,상품,Ware
445,Nutzen::N,이익,Nutzen
446,Reichtum::N,많음,Reichtum
447,Welt::N,세상,Welt
448,Land::N,지방,Land
449,Staat::N,국가,Staat
450,König::N,국왕,König
451,Macht::N,힘,Macht
452,Grenze::N,국경,Grenze
453,Krieg::N,전쟁,Krieg
454,Feind::N,적,Feind
455,Gewalt::N,권력,Gewalt
456,Kampf::N,전투,Kampf
457,Bogen[Waffe]::N,활,Bogen
458,Pfeil::N,화살,Pfeil
459,Gewehr::N,무기,Gewehr
460,Fehler::N,오류,Fehler
461,Lüge::N,거짓말,Lüge
462,Schaden::N,손상,Schaden
463,Unglück::N,불행,Unglück
464,Schuld::N,부채,Schuld
465,Alter::N,연령,Alter
466,Schluss::N,마감,Schluss
467,Zeit::N,때,Zeit
468,Zeit::N,시간,Zeit
469,Tag::N,하루,Tag
470,Morgen::N,이침,Morgen
471,Mittag::N,대낮,Mittag
472,Abend::N,저녁,Abend
473,Nacht::N,밤,Nacht
474,Woche::N,근무일,Woche
475,Monat::N,달,Monat
476,Jahr::N,해,Jahr
477,Frühling::N,봄,Frühling
478,Sommer::N,여름,Sommer
479,Herbst::N,가을,Herbst
480,Winter::N,겨울,Winter
481,Januar::N,일월,Januar
482,Februar::N,이월,Februar
483,März::N,삼월,März
484,April::N,사월,April
485,Mai::N,오월,Mai
486,Juni::N,유월,Juni
487,Juli::N,칠월,Juli
488,August::N,팔월,August
489,September::N,구월,September
490,Oktober::N,시월,Oktober
491,November::N,십일월,November
492,Dezember::N,십이월,Dezember
493,Montag::N,월요일,Montag
494,Dienstag::N,화요일,Dienstag
495,Mittwoch::N,수요일,Mittwoch
496,Donnerstag::N,모교일,Donnerstag
497,Freitag::N,그묘일,Freitag
498,Samstag::N,토요일,Samstag
499,Sonntag::N,일요일,Sonntag
500,groß::A,큰,groß
501,klein::A,자근,klein
502,lang::A,긴,lang
503,kurz::A,짧은,kurz
504,breit::A,넓은,breit
505,schmal::A,좁은,schmal
506,dicht::A,농밀한,dicht
507,dick[Gegenstand]::A,두꺼운,dick
508,dünn::A,얇은,dünn
509,fein::A,미세한,fein
510,fest::A,굳은,fest
511,flach::A,얕은,flach
512,glatt::A,반들반들한,glatt
513,hart::A,굳은,hart
514,weich::A,연한,weich
515,rund::A,둥근,rund
516,spitz::A,뾰족한,spitz
517,scharf::A,날카로운,scharf
518,stumpf::A,무딘,stumpf
519,schwer::A,무거운,schwer
520,schön::A,멋진,schön
521,heiß::A,뜨거운,heiß
522,warm::A,따뜻한,warm
523,kalt::A,찬,kalt
524,kühl::A,서늘한,kühl
525,frisch::A,신선한,frisch
526,feucht::A,축축한,feucht
527,nass::A,젖은,nass
528,trocken::A,마른,trocken
529,voll::A,완전한,voll
530,leer::A,빈,leer
531,offen::A,열린,offen
532,geschlossen::A,닫힌,geschlossen
533,sauber::A,깨끗한,sauber
534,schmutzig::A,더러운,schmutzig
535,roh::A,날게잇의,roh
536,reif::A,이근,reif
537,lecker::A,맛있는,lecker
538,süß::A,단,süß
539,bitter::A,찌르는듯한,bitter
540,sauer::A,산성의,sauer
541,hell::A,밝은,hell
542,dunkel::A,어두운,dunkel
543,schwarz::A,검은,schwarz
544,weiß::A,하얀,weiß
545,rot::A,붉은,rot
546,gelb::A,황색,gelb
547,blau::A,푸른,blau
548,grün::A,녹색의,grün
549,grau::A,회색의,grau
550,bunt::A,알록달록한,bunt
551,billig::A,싼,billig
552,teuer::A,값비산,teuer
553,wertvoll::A,가치가많은,wertvoll
554,blind::A,눈먼,blind
555,taub::A,무감간한,taub
556,kräftig::A,강장한,kräftig
557,stark::A,강한,stark
558,schwach::A,약한,schwach
559,fett::A,실찐,fett
560,schlank::A,호리호리한,schlank
561,hübsch::A,예쁜,hübsch
562,böse::A,나쁜,böse
563,dumm::A,어리석은,dumm
564,faul::A,너덜너덜한,faul
565,fleißig::A,근면한,fleißig
566,geizig::A,인색한,geizig
567,geschickt::A,교묘한,geschickt
568,lieb::A,친애하는,lieb
569,lustig::A,유쾌한,lustig
570,sanft::A,온화한,sanft
571,hungrig::A,배고픈,hungrig
572,krank::A,병든,krank
573,nackt::A,벌거벗은,nackt
574,traurig::A,슬픈,traurig
575,lebendig::A,살아있는,lebendig
576,gut::A,좋은,gut
577,schlecht::A,나쁜,schlecht
578,richtig::A,바른,richtig
579,schlimm::A,못된,schlimm
580,wahr::A,참된,wahr
581,alt::A,늙은,alt
582,neu::A,새,neu
583,ehemalig::A,전의,ehemalig
584,alt[Lebewesen]::A,낡은,alt
585,jung::A,젊은,jung
586,arm::A,가난한,arm
587,reich::A,풍부한,reich
588,bekannt::A,저명한,bekannt
589,berühmt::A,유명한,berühmt
590,fremd::A,타처이,fremd
591,verschieden::A,따른,verschieden
592,nah::A,가까운,nah
593,fern::A,먼,fern
594,linker::A,왼쭉의,linker
595,rechter::A,오른쪽의,rechter
596,anderer::A,다른,anderer
597,erster::A,첫째,erster
598,zweiter::A,둘째,zweiter
599,dritter::A,셋째,dritter
600,letzter::A,의후자의,letzter
601,allein::ADV,훌로,allein
602,auf einmal::ADV,갑자기,auf einmal
603,zusammen::ADV,모아서,zusammen
604,lange::ADV,오래,lange
605,plötzlich::ADV,둘연한,plötzlich
606,sofort::ADV,즉시,sofort
607,später::ADV,보다늦은,später
608,jetzt::ADV,목하,jetzt
609,heute::ADV,오늘,heute
610,morgen::ADV,내일,morgen
611,bald::ADV,곱,bald
612,dann::ADV,그경우에,dann
613,gestern::ADV,어제,gestern
614,einst::ADV,옛날에,einst
615,damals::ADV,그때에,damals
616,danach::ADV,그 뒤에,danach
617,vorher::ADV,미리,vorher
618,zuerst::ADV,최초로,zuerst
619,einmal::ADV,한번,einmal
620,manchmal::ADV,땓대로,manchmal
621,oft::ADV,땓대로,oft
622,immer::ADV,늘,immer
623,niemals::ADV,결코...(하지)않다,niemals
624,hier::ADV,여기,hier
625,hierhin::ADV,여기로,hierhin
626,dort::ADV,거기,dort
627,dorthin::ADV,저기예,dorthin
628,geradeaus::ADV,곧장,geradeaus
629,vorwärts::ADV,앞으로,vorwärts
630,rückwärts::ADV,뒤로,rückwärts
631,zurück::ADV,제자리로,zurück
632,unten::ADV,아래에,unten
633,hinab::ADV,아래쪽으로,hinab
634,oben::ADV,위에,oben
635,hinauf::ADV,위쪽으로,hinauf
636,überall::ADV,도처에,überall
637,nicht::ADV,안,nicht
638,ein wenig::ADV,적음,ein wenig
639,kaum::ADV,가의,kaum
640,sehr::ADV,자주,sehr
641,so::ADV,그와같이,so
642,noch::ADV,아직,noch
643,nur::ADV,다만,nur
644,schon::ADV,이미,schon
645,wieder::ADV,다시,wieder
646,vergebens::ADV,헛되이,vergebens
647,vor::PRP,앞에,vor
648,hinter::PRP,뒤에,hinter
649,unter::PRP,잍에,unter
650,durch::PRP,통고하여,durch
651,neben::PRP,와나란히,neben
652,zwischen::PRP,의사이로,zwischen
653,wegen::PRP,때문에,wegen
654,dies::PRN,이,dies
655,das::PRN,저,das
656,alles::PRN,모든것,alles
657,ich::PRN,나,ich
658,du::PRN,너,du
659,er::PRN,그,er
660,wir::PRN,우리,wir
661,ihr::PRN,너희들,ihr
662,sie::PRN,그들,sie
663,was::FPRN,뭣,was
664,wer::FPRN,누구,wer
665,wo::FADV,어디,wo
666,wohin::FADV,어디로,wohin
667,wie::FADV,어떻게,wie
668,warum::FADV,왜,warum
669,wieviel::FNUM,얼마만큰,wieviel
670,eins::NUM,하나,eins
671,zwei::NUM,둘,zwei
672,drei::NUM,셋,drei
673,vier::NUM,넷,vier
674,fünf::NUM,다섯,fünf
675,sechs::NUM,여섯,sechs
676,sieben::NUM,일곱,sieben
677,acht::NUM,여덟,acht
678,neun::NUM,아홉,neun
679,zehn::NUM,열,zehn
680,elf::NUM,열하나,elf
681,zwölf::NUM,열둘,zwölf
682,zwanzig::NUM,스물,zwanzig
683,dreißig::NUM,서름,dreißig
684,vierzig::NUM,마흔,vierzig
685,fünfzig::NUM,숸,fünfzig
686,sechzig::NUM,에순,sechzig
687,siebzig::NUM,일흔,siebzig
688,achtzig::NUM,여든,achtzig
689,neunzig::NUM,아흔,neunzig
690,hundert::NUM,백,hundert
691,tausend::NUM,천,tausend
692,und::CNJ,와,und
693,oder::CNJ,아니면,oder
694,stehen::V,서다,stehen
695,sitzen::V,앉다,sitzen
696,liegen::V,눕다,liegen
697,hängen::V,달다,hängen
698,werden::V,되다,werden
699,passieren::V,지장옶다,passieren
700,beginnen::V,시작되다,beginnen
701,enden::V,큳내다,enden
702,wechseln::V,병경하다,wechseln
703,aufgehen[Sonne]::V,뜨다,aufgehen
704,untergehen[Sonne]::V,지다,untergehen
705,scheinen[Sonne]::V,빛나다,scheinen
706,donnern::V,천둥치다,donnern
707,wehen::V,풀다,wehen
708,strömen::V,흐르다,strömen
709,fließen::V,흐르다,fließen
710,sich drehen::V,돌다,sich drehen
711,schwanken::V,동요하다,schwanken
712,schwingen::V,흔들다,schwingen
713,fallen::V,떨어지다,fallen
714,brennen::V,타다,brennen
715,rauchen::V,김이나다,rauchen
716,regnen::V,비가오다,regnen
717,gefrieren::V,얼다,gefrieren
718,tauen::V,녹다,tauen
719,schmelzen::V,녹다,schmelzen
720,trocknen::V,홈치다,trocknen
721,sieden::V,끓다,sieden
722,faulen::V,부패하다,faulen
723,verfaulen::V,썩다,verfaulen
724,reißen::V,지바찢다,reißen
725,versinken::V,가라앉다,versinken
726,vergehen::V,지나가다,vergehen
727,erscheinen::V,나타나다,erscheinen
728,verschwinden::V,사라지다,verschwinden
729,sinken::V,가라앉다,sinken
730,abnehmen::V,떼어내다,abnehmen
731,zunehmen::V,증가하다,zunehmen
732,steigen::V,상승하다,steigen
733,wachsen::V,생기하다,wachsen
734,glänzen::V,뛰오나다,glänzen
735,funkeln::V,불티가잍어나다,funkeln
736,lärmen::V,떠들다,lärmen
737,läuten::V,울시다,läuten
738,klingeln::V,초닌총을울리다,klingeln
739,klirren::V,탁탁울리다,klirren
740,brausen::V,쏴쏴소리내다,brausen
741,rauschen::V,솨솨,rauschen
742,klingen::V,반향하다,klingen
743,bellen::V,짖다,bellen
744,heulen::V,포효하다,heulen
745,blasen::V,불다,blasen
746,pfeifen::V,피리를불다,pfeifen
747,schreien::V,절규하다,schreien
748,stöhnen::V,신음하다,stöhnen
749,zittern::V,저뉼하다,zittern
750,leben::V,살다,leben
751,geboren werden::V,태어난,geboren werden
752,atmen::V,숨쉬다,atmen
753,trinken::V,마시다,trinken
754,essen::V,먹다,essen
755,schlucken::V,들이켜다,schlucken
756,einschlafen::V,잠들다,einschlafen
757,schlafen::V,자다,schlafen
758,aufwachen::V,눈트다,aufwachen
759,aufstehen::V,서다,aufstehen
760,sich erholen::V,회복하다,sich erholen
761,schmerzen::V,아프다,schmerzen
762,husten::V,잔기침하다,husten
763,genesen::V,낫다,genesen
764,sterben::V,죽다,sterben
765,umkommen::V,못쓰게되다,umkommen
766,sich bewegen::V,움직이다,sich bewegen
767,sich rühren::V,움직이다,sich rühren
768,sich erheben::V,이러서다,sich erheben
769,sich setzen::V,앉히다,sich setzen
770,hinfallen::V,넘어지다,hinfallen
771,laufen::V,걷다,laufen
772,schreiten::V,보행하다,schreiten
773,spazierengehen::V,산보하다,spazierengehen
774,eilen::V,서둘다,eilen
775,sich beeilen::V,서둘게하다,sich beeilen
776,sausen::V,서들러 떠나다,sausen
777,rennen::V,달리다,rennen
778,springen::V,도약하다,springen
779,klettern::V,갑겨오르다,klettern
780,schaukeln::V,흔들리게하다,schaukeln
781,kriechen::V,기다,kriechen
782,schwimmen::V,헤엄치다,schwimmen
783,tauchen::V,잠기다,tauchen
784,rudern::V,물을헤치다,rudern
785,fahren::V,가다,fahren
786,fahren::V,나르다,fahren
787,fliegen::V,날다,fliegen
788,gehen::V,가다,gehen
789,weggehen::V,팔리다,weggehen
790,abfahren::V,출발하다,abfahren
791,anhalten::V,멈추다,anhalten
792,hineingehen::V,(그리로)가다,hineingehen
793,eintreten::V,들러가다,eintreten
794,kommen::V,오다,kommen
795,ankommen::V,고챀하다,ankommen
796,zurückkommen::V,보기,zurückkommen
797,bleiben::V,체류,bleiben
798,warten::V,기다리다,warten
799,erwarten::V,기대하다,erwarten
800,suchen::V,찾다,suchen
801,suchen::V,구하다,suchen
802,finden::V,찾아내다,finden
803,versuchen::V,시험하다,versuchen
804,vorbereiten::V,재비하다,vorbereiten
805,lieben::V,사랑하다,lieben
806,mögen::V,줗아하다,mögen
807,lachen::V,웃다,lachen
