,Concept_ID,av,sv
96,Strömung::N,чвахи,strömning
97,Tropfen::N,резел,dropper
98,Tropfen::N,тӏинкӏ,dropper
99,Tropfen::N,къатӏра,dropper
100,Tropfen::N,тӏенкӏел,dropper
101,Schaum::N,полоп,skum
102,Schmutz::N,чороклъи,lort
103,Schmutz::N,чороклъи,smuts
104,See::N,хӏор,sjö
105,Sumpf::N,хьуцӏ,träsk
106,Wiese::N,мегъ,äng
107,Wiese::N,гӏурдаллъи,äng
108,Wald::N,рохь,skog
109,Hügel::N,гохӏ,höjd
110,Hügel::N,гохӏ,kulle
111,Anhöhe::N,сийитма,höjd
112,Anhöhe::N,сийитма,backe
113,Berg::N,мегӏер,berg
114,Berg::N,мегӏер,fjäll
115,Gipfel::N,тӏогь,topp
116,Höhle::N,нохъо,håla
117,Höhle::N,нохъо,grotta
118,Abhang::N,лабаллъи,slänt
119,Abhang::N,лабаллъи,sluttning
120,Quelle::N,ицц,källa
121,Bach::N,лъар,bäck
122,Fluss::N,гӏор,älv
123,Fluss::N,гӏор,flod
124,Ufer::N,рагӏал,strand
125,Küste::N,рагӏал,kust
126,Festland::N,ракь,fastland
127,Festland::N,ракъдаллъи,fastland
128,Meer::N,ралъад,hav
129,Bucht::N,кӏветӏ,vik
130,Bucht::N,кӏветӏ,bukt
131,Insel::N,чӏинкӏиллъи,ö
132,Blume::N,тӏегь,blomma
133,Blume::N,тӏегь,blomster
134,Gras::N,хер,gräs
135,Wurzel::N,кьибил,rot
136,Baum::N,гъветӏ,träd
137,Stamm::N,рохти,stam
138,Rinde::N,макъар,bark
139,Ast::N,ноцӏ,gren
140,Zweig::N,гӏаркьел,kvist
141,Blatt::N,тӏамах,löv
142,Blatt::N,тӏамах,blad
143,Birke::N,мах,björk
144,Birke::N,махигъветӏ,björk
145,Kiefer[Baum]::N,накӏкӏигъветӏ,tall
146,Weide[Baum]::N,рицӏцӏ,pil
147,Weide[Baum]::N,рицӏцӏ,vide
148,Weide[Baum]::N,рицӏцӏигъветӏ,pil
149,Weide[Baum]::N,рицӏцӏигъветӏ,vide
150,Tanne::N,ёлка,gran
151,Horn::N,лълъар,horn
152,Feder::N,хӏули,fjäder
153,Fell::N,тӏом,fäll
154,Fell::N,тӏом,skinn
155,Fell::N,цӏоко,fäll
156,Fell::N,цӏоко,skinn
157,Flügel::N,кваркьи,vinge
158,Klaue::N,галъ,klöv
159,Kralle::N,квачӏ,klo
160,Kralle::N,катиквачӏ,klo
161,Schwanz::N,рачӏ,svans
162,Schwanz::N,рачӏ,stjärt
163,Ei::N,хоно,ägg
164,Nest::N,бусен,rede
165,Nest::N,бусен,näste
166,Bau::N,каратӏ,bo
167,Tier::N,хӏайван,djur
168,Herde::N,рехъен,flock
169,Herde::N,рехъед,flock
170,Kuh::N,гӏака,ko
171,Bulle::N,оц,tjur
172,Pferd::N,чу,häst
173,Schaf::N,чахъу,får
174,Schwein::N,болъон,svin
175,Hund::N,гьой,hund
176,Katze::N,кету,katt
177,Bär::N,ци,björn
178,Eichhörnchen::N,гвангва,ekorre
179,Fuchs::N,цер,räv
180,Hase::N,гӏанкӏ,hare
181,Maus::N,гӏункӏкӏ,mus
182,Wolf::N,бацӏ,varg
183,Vogel::N,хӏинчӏ,fågel
184,Schwarm::N,тӏел,svärm
185,Huhn::N,гӏанкӏу,höns
186,Hahn::N,хӏелеко,tupp
187,Gans::N,хъаз,gås
188,Adler::N,цӏум,örn
189,Ente::N,ордек,anka
190,Eule::N,беццаруз,uggla
191,Kranich::N,къункъра,trana
192,Krähe::N,гъеду,kråka
193,Kuckuck::N,гагу,gök
194,Schwan::N,хӏанкъва,svan
195,Fisch::N,ччугӏа,fisk
196,Barsch::N,окунь,abborre
197,Hecht::N,щука,gädda
198,Schlange[Tier]::N,борохь,orm
199,Wurm::N,хӏапара,mask
200,Spinne::N,хъанхъра,spindel
201,Ameise::N,цӏунцӏра,myra
202,Laus::N,нацӏ,lus
203,Mücke::N,кӏкӏара,mygga
204,Fliege::N,тӏутӏ,fluga
205,Schmetterling::N,кӏалкӏучӏ,fjäril
206,Apfel::N,гӏеч,äpple
207,Pilz::N,гӏурдахӏан,svamp
208,Zwiebel::N,кӏочӏопер,lök
209,Saat::N,хьон,sådd
210,Korn::N,мугь,korn
211,Heu::N,хер,hö
212,Schale::N,хъал,skal
213,Grube::N,гвенд,grop
214,Falle::N,къор,fälla
215,Falle::N,къотен,fälla
216,Schlinge::N,кӏичӏ,snara
217,Spur::N,лъалкӏ,spår
218,Asche::N,рахъу,aska
219,Dreck::N,гъиз,lort
220,Dreck::N,хӏарщ,lort
221,Eisen::N,махх,järn
222,Gold::N,месед,guld
223,Silber::N,гӏарац,silver
224,Kohle::N,тӏурччи,kol
225,Glas::N,цӏер,glas
226,Lehm::N,хӏатӏ,lera
227,Sand::N,сали,sand
228,Mensch::N,чи,människa
229,Mann::N,бихьинчи,man
230,Frau::N,гӏадан,kvinna
231,Kind::N,лъимер,barn
232,Junge::N,вас,pojke
233,Mädchen::N,яс,flicka
234,Familie::N,хъизан,familj
235,Großvater::N,кӏудада,morfar
236,Großmutter::N,кӏодо,farmor
237,Eltern::N,эбел-эмен,föräldrar
238,Vater::N,эмен,far
239,Mutter::N,эбел,mor
240,Sohn::N,вас,son
241,Tochter::N,яс,dotter
242,Bruder::N,вац,bror
243,Schwester::N,яц,syster
244,Onkel::N,даци,morbror
245,Tante::N,ада,tant
246,Ehemann::N,рос,äkta man
247,Ehefrau::N,чӏужу,hustru
248,Freude::N,ракӏбохи,fröjd
249,Freude::N,ракӏбохи,glädje
250,Gelächter::N,релъи,åtlöje
251,Glück::N,талихӏ,lycka
252,Glück::N,талихӏ-рохел,lycka
253,Kummer::N,хӏалкъай,sorg
254,Wunsch::N,къасд,önskan
255,Lust::N,гъира,lust
256,Geist::N,чӏанкӏ,ande
257,Geist::N,рухӏ-жан,ande
258,Gedanke::N,пикру,tanke
259,Verstand::N,лумалъи,förstånd
260,Verstand::N,цӏодорлъи,förstånd
261,Sinn::N,магӏна,mening
262,Sinn::N,магӏна,betydelse
263,Grund::N,багьана,skäl
264,Grund::N,багьана,grund
265,Wahrheit::N,ритӏухълъи,sanning
266,Gespräch::N,накъит,samtal
267,Märchen::N,маргьа,saga
268,Erzählung::N,къиса,berättelse
269,Nachricht::N,хабар,meddelande
270,Neuigkeit::N,хабар-гӏазаб,nyhet
271,Name::N,цӏар,namn
272,Rätsel::N,бицанкӏо,gåta
273,Rede::N,речь,tal
274,Rede::N,калам,tal
275,Sprache::N,мацӏ,språk
276,Stimme::N,гьаракь,stämma
277,Wort::N,рагӏи,ord
278,Zeichen::N,ишара,tecken
279,Zeichen::N,гӏаламат,tecken
280,Ruf::N,ахӏи,rop
281,Lärm::N,хъуй,bråk
282,Lärm::N,хъуй,oväsen
283,Lärm::N,хъуди,bråk
284,Lärm::N,хъуди,oväsen
285,Laut::N,гьаракь,ljud
286,Laut::N,сас,ljud
287,Lied::N,кечӏ,sång
288,Ruhe::N,рахӏат,ro
289,Ruhe::N,рахӏат,lugn
290,Leute::N,гӏадамал,folk
291,Volk::N,халкъ,folk
292,Arbeit::N,хӏалтӏи,arbete
293,Gast::N,гьобол,gäst
294,Geschenk::N,сайигъат,gåva
295,Geschenk::N,сайигъат,present
296,Spiel::N,хӏай,lek
297,Spiel::N,хӏай,spel
298,Spiel::N,расанди,lek
299,Spiel::N,расанди,spel
300,Gesellschaft::N,жамагӏат,sällskap
301,Hilfe::N,кумек,hjälp
302,Freund::N,гьудул,vän
303,Kamerad::N,гьалмагъ,kamrat
304,Angelegenheit::N,къваригӏел,ärende
305,Angelegenheit::N,къваригӏел,angelägenhet
306,Anzahl::N,рикӏкӏен,antal
307,Art::N,жинс,art
308,Art::N,жинс,slag
309,Stück::N,кесек,stycke
310,Teil::N,пай,del
311,Hälfte::N,бащдаб,halva
312,Kreis::N,гор,krets
313,Kreis::N,гор,cirkel
314,Kreuz::N,хъанч,kors
315,Kreuz::N,хъанч,kryss
316,Linie::N,мухъ,linje
317,Strich::N,хӏучч,streck
318,Abstand::N,манзил,avstånd
319,Entfernung::N,манзил,avstånd
320,Gegend::N,рахъ,trakt
321,Platz::N,бакӏ,plats
322,Ort::N,бакӏ,plats
323,Ort::N,бакӏ,ställe
324,Seite::N,рахъ,sida
325,Mitte::N,бакьулъбакӏ,mitt
326,Gegenstand::N,жо,föremål
327,Sache::N,жо,sak
328,Rand::N,мицӏир,rand
329,Kante::N,рагӏал,kant
330,Kante::N,рагӏа-ракьан,kant
331,Ecke::N,цили,vrå
332,Ecke::N,цили,hörn
333,Spitze::N,тӏогь,spets
334,Ende::N,кӏал,ända
335,Loch::N,каратӏ,hål
336,Muster::N,накъиш,mönster
337,Größe::N,кӏодо́лъи,storlek
338,Länge::N,халалъи,längd
339,Höhe::N,борхалъи,höjd
340,Gewicht::N,бакӏлъи,tyngd
341,Haufen::N,гъуни,hög
342,Reihe::N,ирга́,rad
343,Boot::N,раса,båt
344,Ruder::N,раххан,åra
345,Schlitten::N,чанагъ,släde
346,Ski::N,лыжаби,skida
347,Lagerfeuer::N,цӏа,lägereld
348,Last::N,бакӏлъи,last
349,Last::N,бакӏлъи,börda
350,Gang::N,хьвади,gång
351,Gang::N,хьвада-чӏвади,gång
352,Schritt::N,гали,steg
353,Norden::N,шимал,norr
354,Süden::N,юг,söder
355,Süden::N,къибла,söder
356,Westen::N,гъарб,väster
357,Westen::N,магъриб,väster
358,Osten::N,шаркъ,öster
359,Osten::N,машрикъ,öster
360,Holz::N,цӏул,trä
361,Brett::N,хъарщи,bräda
362,Platte::N,къоно,platta
363,Stange::N,гӏер,stång
364,Stock::N,тӏил,käpp
365,Stock::N,тӏил,pinne
366,Stab::N,гӏер,stav
367,Rohr::N,турба,rör
368,Haus::N,ригь,hus
369,Haus::N,рукъзал,hus
370,Heim::N,рукъ,hem
371,Ofen::N,печь,ugn
372,Fußboden::N,чӏабар,golv
373,Tisch::N,стол,bord
374,Stuhl::N,бакӏу,stol
375,Wiege::N,кини,vagga
376,Bett::N,кровать,säng
377,Regal::N,хъарщи,hylla
378,Kiste::N,ящик,låda
379,Kiste::N,тӏалагъуд,låda
380,Fenster::N,гордо,fönster
381,Tür::N,нуцӏа,dörr
382,Tor::N,каву,port
383,Zaun::N,раци,staket
384,Zaun::N,раци,stängsel
385,Dach::N,тӏох,tak
386,Leiter::N,мали,stege
387,Besen::N,жул,kvast
388,Spaten::N,бел,spade
389,Schaufel::N,раххан,skovel
390,Schaufel::N,раххан,skyffel
391,Gabel::N,гӏучӏ,gaffel
392,Löffel::N,гъуд,sked
393,Messer::N,нус,kniv
394,Nagel::N,магӏ,spik
395,Netz::N,гьин,nät
396,Haken::N,гъанцӏа,krok
397,Griff::N,гӏоркь,tag
398,Griff::N,гӏоркь,handtag
399,Schloss::N,кӏулал,las
400,Bild::N,сурат,bild
401,Puppe::N,нани,docka
402,Beutel::N,таргьа,påse
403,Bündel::N,къай,bunt
404,Bündel::N,къай,knippa
405,Tasche::N,сумка,väska
406,Tasche::N,къвачӏа,väska
407,Eimer::N,ведро,hink
408,Eimer::N,ведро,ämbar
409,Deckel::N,тӏалъел,lock
410,Deckel::N,дадитӏалъел,lock
411,Geschirr::N,цӏарагӏ,servis
412,Geschirr::N,цӏарагӏ,porslin
413,Sack::N,хъап,säck
414,Sack::N,къандалъо,säck
415,Tasse::N,чашка,kopp
416,Topf::N,хьаг,gryta
417,Topf::N,хьаг,kastrull
418,Kessel::N,хьаг,kittel
419,Kessel::N,гереги,kittel
420,Essen::N,тӏагӏам,mål
421,Nahrung::N,квен,näring
422,Speise::N,квен,maträtt
423,Fleisch::N,гьан,kött
424,Getreide::N,бугӏа-ролъ,säd
425,Getreide::N,бугӏа-ролъ,spannmål
426,Getreide::N,могьолабл_культураби,säd
427,Getreide::N,могьолабл_культураби,spannmål
428,Brei::N,карщ,gröt
429,Brot::N,чед,bröd
430,Scheibe::N,мочӏу,skiva
431,Fett::N,беэнлъи,fett
432,Butter::N,нах,smör
433,Öl::N,нах,olja
434,Salz::N,цӏам,salt
435,Suppe::N,чурпа,soppa
436,Honig::N,гьоцӏо,honung
437,Milch::N,рахь,mjölk
438,Tee::N,чай,te
439,Leder::N,тӏом,läder
440,Wolle::N,квас,ull
441,Wolle::N,квас,ylle
442,Stoff::N,ххам,tyg
443,Stoff::N,ххам,stoff
444,Nadel::N,рокӏкӏен,nål
445,Faden::N,кун,tråd
446,Knopf::N,маргъал,knapp
447,Knoten::N,гарацӏ,knut
448,Farbe::N,релъен,färg
449,Kleidung::N,ретӏел,klädsel
450,Hemd::N,гурде,skjorta
451,Kragen::N,габур,krage
452,Ärmel::N,къвал,ärm
453,Hose::N,тӏажу,byxor
454,Gürtel::N,рачел,bälte
455,Mütze::N,тӏагъур,mössa
456,Stiefel::N,этек,stövel
457,Stiefel::N,чакма,stövel
458,Ring::N,баргъич,ring
459,Band::N,лента,band
460,Kamm::N,гьоркьо,kam
461,Spiegel::N,матӏу,spegel
462,Riemen::N,рижу,rem
463,Decke::N,одея́ло,täcke
464,Kissen::N,къандалъо,dyna
465,Kissen::N,къандалъо,kudde
466,Tuch::N,квархьи,sjal
467,Handtuch::N,беркӏалрацӏцӏ,handduk
468,Kraft::N,гуч,kraft
469,Kraft::N,къуват,kraft
470,Stärke::N,хӏалкӏвей,styrka
471,Gesundheit::N,сахлъи́,hälsa
472,Krankheit::N,унти,sjukdom
473,Krankheit::N,щокълъи,sjukdom
474,Schmerz::N,унти,smärta
475,Wunde::N,ругъун,sår
476,Fieber::N,цӏа-кан,feber
477,Arznei::N,дару,medicin
478,Arznei::N,дару,läkemedel
479,Brücke::N,кьо,bro
480,Brunnen::N,гъуй,brunn
481,Weide::N,рицӏцӏ,bete
482,Weide::N,лъичӏирма,bete
483,Weide::N,гӏурдаллъи,bete
484,Weide::N,ри́цӏигъветӏ,bete
485,Weide::N,рицӏцӏигъветӏ,bete
486,Pfad::N,сухъмахъ,stig
487,Weg::N,нух,väg
488,Straße::N,нух,gata
489,Dorf::N,росу,by
490,Stadt::N,шагьар,stad
491,Brief::N,кагъат,brev
492,Brief::N,рисалат,brev
493,Buch::N,тӏехь,bok
494,Buchstabe::N,хӏарп,bokstav
495,Zeitung::N,газет,tidning
496,Leben::N,яшав,liv
497,Tod::N,хвел,död
498,Grab::N,хоб,grav
499,Kirche::N,килиса,kyrka
500,Sünde::N,хӏакъ,synd
501,Sünde::N,мунагь,synd
502,Gott::N,бичас,gud
503,Gott::N,аллагь,gud
504,Arbeiter::N,хӏалтӏухъан,arbetare
505,Chef::N,хӏаким,chef
506,Chef::N,начальник,chef
507,Meister::N,устар,mästare
508,Meister::N,мастер,mästare
509,Meister::N,махщалилав,mästare
510,Arzt::N,жайрахӏ,läkare
511,Lehrer::N,мугӏалим,lärare
512,Geld::N,гӏарац,pengar
513,Laden::N,тукен,affär
514,Preis::N,багьа,pris
515,Ware::N,къайи,vara
516,Nutzen::N,мунпагӏат,gagn
517,Nutzen::N,мунпагӏат,nytta
518,Reichtum::N,бечелъи,rikedom
519,Welt::N,дуниял,värld
520,Land::N,улка,land
521,Land::N,икълим,land
522,Staat::N,пачалихъ,stat
523,König::N,пача,kung
524,König::N,пача,konung
525,König::N,малик,kung
526,König::N,малик,konung
527,König::N,къирал,kung
528,König::N,къирал,konung
529,König::N,падишагь,kung
530,König::N,падишагь,konung
531,Macht::N,кверщел,makt
532,Grenze::N,гӏорхъи,gräns
533,Krieg::N,рагъ,krig
534,Feind::N,тушман,fiende
535,Gewalt::N,зулму,våld
536,Kampf::N,къеркьей,kamp
537,Kampf::N,къеркьей,strid
538,Bogen[Waffe]::N,газаргъо,båge
539,Pfeil::N,чӏор,pil
540,Gewehr::N,туманкӏ,gevär
541,Fehler::N,гъалатӏ,fel
542,Lüge::N,гьереси,lögn
543,Schaden::N,зиян,skada
544,Schaden::N,зарал,skada
545,Unglück::N,балагь,otur
546,Unglück::N,балагь,olycka
547,Schuld::N,гӏайиб,skuld
548,Alter::N,гӏумру,ålder
549,Schluss::N,ахир,slut
550,Zeit::N,заман,tid
551,Tag::N,къо,dag
552,Morgen::N,радалмех,morgon
553,Mittag::N,къадемех,middag
554,Abend::N,релъедамех,kväll
555,Nacht::N,сордо,natt
556,Woche::N,анкь,vecka
557,Monat::N,моцӏ,månad
558,Jahr::N,сон,år
559,Jahr::N,лъагӏел,år
560,Frühling::N,их,vår
561,Sommer::N,рии,sommar
562,Herbst::N,хасалихълъи,höst
563,Winter::N,кьин,vinter
564,Januar::N,январь,januari
565,Februar::N,февра́ль,februari
566,März::N,март,mars
567,April::N,апрель,april
568,Mai::N,май,maj
569,Juni::N,июнь,juni
570,Juli::N,июль,juli
571,August::N,август,augusti
572,September::N,сентябрь,september
573,Oktober::N,октябрь,oktober
574,November::N,ноябрь,november
575,Dezember::N,декабрь,december
576,Montag::N,итни,måndag
577,Dienstag::N,талат,tisdag
578,Mittwoch::N,арбагӏ,onsdag
579,Donnerstag::N,хамиз,torsdag
580,Freitag::N,рузман,fredag
581,Samstag::N,щамат,lördag
582,Sonntag::N,гьатӏан,söndag
583,groß::A,кӏудияб,stor
584,klein::A,гьитӏинаб,liten
585,lang::A,халатаб,lång
586,kurz::A,къокъаб,kort
587,breit::A,гӏебаб,bred
588,schmal::A,къваридаб,smal
589,dicht::A,ризаб,tät
590,dick[Gegenstand]::A,бицатаб,tjock
591,dünn::A,тӏеренаб,tunn
592,fein::A,тӏеренаб,fin
593,fest::A,къвакӏараб,fast
594,flach::A,чӏепараб,platt
595,glatt::A,цӏвакараб,glatt
596,hart::A,кьварараб,hård
597,weich::A,тамахаб,mjuk
598,rund::A,гургинаб,rund
599,spitz::A,бегӏераб,toppig
600,spitz::A,бегӏераб,spetsig
601,scharf::A,рекӏараб,vass
602,scharf::A,рекӏараб,skarp
603,stumpf::A,тӏехӏараб,slö
604,stumpf::A,рекӏинчӏеб,slö
605,schwer::A,бакӏаб,tung
606,schön::A,берцинаб,skön
607,schön::A,берцинаб,vacker
608,heiß::A,лагьараб,het
609,warm::A,хинаб,varm
610,kalt::A,квачараб,kall
611,kühl::A,квачараб,sval
612,kühl::A,квачараб,kylig
613,frisch::A,цӏияб,färsk
614,feucht::A,рагьараб,fuktig
615,nass::A,би́ччараб,våt
616,trocken::A,бакъвараб,torr
617,leer::A,чӏобогояб,tom
618,offen::A,рагьараб,öppen
619,geschlossen::A,рахараб-къараб,stängd
620,sauber::A,бацӏцӏадаб,ren
621,schmutzig::A,гъизараб,snuskig
622,roh::A,хамаб,rå
623,roh::A,гӏатӏгояб,rå
624,reif::A,барщараб,mogen
625,lecker::A,тӏагӏамаб,läcker
626,süß::A,гьуинаб,söt
627,bitter::A,кьогӏаб,besk
628,bitter::A,кьогӏаб,bitter
629,sauer::A,цӏекӏаб,sur
630,hell::A,канаб,ljus
631,dunkel::A,бецӏаб,mörk
632,schwarz::A,чӏегӏераб,svart
633,weiß::A,хъахӏаб,vit
634,rot::A,багӏараб,röd
635,gelb::A,гӏобилаб,gul
636,gelb::A,тӏогьилаб,gul
637,blau::A,хъахӏилаб,blå
638,grün::A,гӏурччинаб,grön
639,grau::A,накӏкӏуяб,grå
640,bunt::A,къвекӏаб,brokig
641,bunt::A,чара-гъараб,brokig
642,billig::A,учузаб,billig
643,teuer::A,хири́яб,dyr
644,wertvoll::A,къиматаб,värdefull
645,blind::A,беццаб,blind
646,taub::A,гъугъаб,döv
647,kräftig::A,гучаб,kraftig
648,stark::A,къуватаб,stark
649,schwach::A,гӏажизаб,svag
650,fett::A,кьарияб,fet
651,schlank::A,чергесаб,slank
652,hübsch::A,гьайбатаб,snygg
653,hübsch::A,гьайбатаб,vacker
654,böse::A,ракӏквешаб,ond
655,böse::A,ракӏквешаб,elak
656,dumm::A,гьагаб,dum
657,dumm::A,гӏантаб,dum
658,faul::A,кӏохӏалаб,lat
659,faul::A,кӏухӏа́лаб,lat
660,fleißig::A,хӏаракатаб,flitig
661,geizig::A,къарумаб,snål
662,geizig::A,къарумаб,girig
663,klug::A,лумияб,klok
664,geschickt::A,махщел бугев,händig
665,geschickt::A,махщел бугев,skicklig
666,lieb::A,гӏазизаб,kär
667,lieb::A,гӏазизаб,snäll
668,lustig::A,кепаб,rolig
669,lustig::A,кепаб,lustig
670,sanft::A,хӏалимаб,mild
671,sanft::A,хӏере́наб,mild
672,hungrig::A,бакъараб,hungrig
673,krank::A,щокъаб,sjuk
674,krank::A,унтараб,sjuk
675,nackt::A,гӏицӏаб,naken
676,nackt::A,чӏанкӏараб,naken
677,traurig::A,пашманаб,ledsen
678,traurig::A,пашманаб,sorgsen
679,lebendig::A,чӏагояб,levande
680,gut::A,лъикӏаб,bra
681,schlecht::A,къадараб,dålig
682,richtig::A,битӏараб,riktig
683,schlimm::A,нажасаб,illa
684,schlimm::A,къабихӏаб,illa
685,wahr::A,хӏакъаб,sann
686,wahr::A,битӏараб,sann
687,alt::A,басрияб,gammal
688,neu::A,цӏияб,ny
689,ehemalig::A,цебе́госеб,forn
690,ehemalig::A,цебе́госеб,tidigare
691,alt[Lebewesen]::A,хераб,gammal
692,jung::A,тӏинчӏаб,ung
693,jung::A,гӏолохъанаб,ung
694,arm::A,пакъираб,fattig
695,reich::A,бечедаб,rik
696,bekannt::A,лъалеб,känd
697,berühmt::A,машгьураб,berömd
698,fremd::A,чияр,främmande
699,verschieden::A,батӏи-батӏияб,åtskillig
700,nah::A,гӏагарда бугеб,nära
701,fern::A,рикӏкӏадаб,fjärran
702,linker::A,квегӏаб,vänster
703,rechter::A,кваранаб,höger
704,anderer::A,батӏияб,annan
705,erster::A,тӏоцебесеб,första
706,zweiter::A,кӏиабилеб,andra
707,dritter::A,лъабабилеб,tredje
708,letzter::A,ахирисеб,sist
709,allein::ADV,ялгъузго,allena
710,auf einmal::ADV,цихӏинтӏаго,på en gång
711,zusammen::ADV,цойида,tillsammans
712,plötzlich::ADV,цойидасанго,plötsligt
713,sofort::ADV,гьебсагӏат,strax
714,sofort::ADV,гьебсагӏат,genast
715,jetzt::ADV,гьанже,nu
716,heute::ADV,жакъа,i dag
717,morgen::ADV,метер,i morgon
718,bald::ADV,гьабсагӏаталъ,snart
719,dann::ADV,цинги,då
720,gestern::ADV,сон,i går
721,einst::ADV,цин,en gång
722,damals::ADV,гьебмехалъ,då
723,damals::ADV,гьебмехалъ,den gången
724,damals::ADV,гьебмехалда,då
725,damals::ADV,гьебмехалда,den gången
726,danach::ADV,цинги,därefter
727,danach::ADV,хадуса,därefter
728,vorher::ADV,цебе,före
729,vorher::ADV,цебе,förut
730,zuerst::ADV,тӏоцебе,först
731,einmal::ADV,цинцӏул,en gång
732,einmal::ADV,цихӏин,en gång
733,einmal::ADV,цоцӏул,en gång
734,manchmal::ADV,олоцӏул,ibland
735,oft::ADV,гӏемерго,ofta
736,immer::ADV,кидаго,alltid
737,niemals::ADV,киданиги,aldrig
738,hier::ADV,аниб,här
739,hierhin::ADV,анибехун,hit
740,von hier::ADV,гьаниса,härifrån
741,dort::ADV,гьениб,där
742,dorthin::ADV,гьадаба,dit
743,geradeaus::ADV,битӏутӏа,rätt fram
744,vorwärts::ADV,цебехун,fram
745,vorwärts::ADV,цебехун,framåt
746,rückwärts::ADV,нахъ-нахъ,baklänges
747,zurück::ADV,нахъе,tillbaka
748,unten::ADV,ахакь,nere
749,unten::ADV,ахакь,nedanför
750,unten::ADV,гъоркь,nere
751,unten::ADV,гъоркь,nedanför
752,hinab::ADV,эхебе,ned
753,hinab::ADV,эхебе,nedåt
754,oben::ADV,тӏад,ovan
755,oben::ADV,тӏад,ovanpå
756,oben::ADV,тӏадехун,ovan
757,oben::ADV,тӏадехун,ovanpå
758,hinauf::ADV,эхеде,upp
759,hinauf::ADV,эхеде,uppåt
760,überall::ADV,кибго,överallt
761,ein wenig::ADV,дагьабго,litet
762,kaum::ADV,хӏалалъ,knappt
763,kaum::ADV,хӏалалъ,knappast
764,sehr::ADV,кутакалда,mycket
765,so::ADV,гьедин,så
766,noch::ADV,жеги,än
767,noch::ADV,жеги,ännu
768,nur::ADV,гӏӣцӏго,bara
769,nur::ADV,гӏӣцӏго,endast
770,wieder::ADV,на́хъеги,åter
771,vergebens::ADV,чӏалгӏаде,förgäves
