,Concept_ID,cy,os
59,Schlaf::N,cwsg,хуыссӕг
60,Traum::N,breuddwyd,фын
61,Himmel::N,awyr,арв
62,Himmel::N,awyr,уӕларв
63,Sonne::N,haul,хур
64,Mond::N,lleuad,мӕй
65,Stern::N,seren,стъалы
66,Luft::N,awyr,уӕлдӕф
67,Wind::N,gwynt,дымгӕ
68,Welle::N,ton,уылӕн
69,Wasser::N,dŵr,дон
70,Stein::N,carreg,дур
71,Boden::N,llawr,зӕхх
72,Erde::N,pridd,сыджыт
73,Staub::N,llwch,рыг
74,Rauch::N,mwg,фӕздӕг
75,Funke::N,gwreichioni,цӕхӕр
76,Feuer::N,tân,зынг
77,Licht::N,golau,рухс
78,Schatten::N,cysgod,аууон
79,Wetter::N,tywydd,боныхъӕд
80,Nebel::N,niwl,мигъ
81,Wolke::N,cwmwl,ӕврагъ
82,Regen::N,glaw,уарын
83,Schnee::N,ôd,мит
84,Schnee::N,eira,мит
85,Eis::N,iâ,их
86,Frost::N,rhew,ихæн
87,Kälte::N,oerni,уазал
88,Kälte::N,annwyd,уазал
89,Hitze::N,gwres,ӕнтӕф
90,Raureif::N,barrug,халас
91,Regenbogen::N,enfys,арвырон
92,Regenbogen::N,enfys,арвырдын
93,Donner::N,tyrfau,æрвнæрын
94,Strömung::N,cerrynt,цыд
95,Tropfen::N,dafn,æртах
96,Tropfen::N,diferyn,æртах
97,Schaum::N,ewyn,фынк
98,Schmutz::N,baw,цъыф
99,Schmutz::N,budreddi,цъыф
100,See::N,llyn,цад
101,Sumpf::N,cors,цъыфдзаст
102,Moor::N,rhos,цъыфдзаст
103,Wiese::N,dôl,уыгӕрдӕн
104,Wald::N,coedwig,хъӕд
105,Hügel::N,bryn,обау
106,Hügel::N,bryn,къуыбыр
107,Anhöhe::N,bryn,уæлвæз
108,Anhöhe::N,bryn,уæлхох
109,Berg::N,mynydd,хох
110,Gipfel::N,copa,цъупп
111,Höhle::N,ogof,лӕгӕт
112,Abhang::N,llethr,къул
113,Quelle::N,tarddiad,суадон
114,Quelle::N,ffynhonnell,суадон
115,Bach::N,nant,мӕсчъыдон
116,Bach::N,afonig,мӕсчъыдон
117,Bach::N,cornant,мӕсчъыдон
118,Fluss::N,afon,дон
119,Fluss::N,afon,цӕугӕдон
120,Ufer::N,glan,был
121,Küste::N,traeth,донбыл
122,Küste::N,arfordir,донбыл
123,Festland::N,tir,сурзæхх
124,Meer::N,môr,денджыз
125,Bucht::N,bae,донбакæлæн
126,Insel::N,ynys,сакъадах
127,Blume::N,blodyn,дидинӕг
128,Gras::N,glaswellt,кӕрдӕг
129,Wurzel::N,gwreiddyn,уидаг
130,Baum::N,coeden,бӕлас
131,Stamm::N,colfen,хӕтӕл
132,Stamm::N,boncyff,хӕтӕл
133,Rinde::N,rhisgl,цъар
134,Ast::N,cangen,арх
135,Zweig::N,cainc,къалиу
136,Zweig::N,cangen,къалиу
137,Blatt::N,deilen,сыф
138,Birke::N,bedwen,бæрз
139,Kiefer[Baum]::N,pinwydden,нӕзы
140,Weide[Baum]::N,helygen,хӕрис
141,Tanne::N,ffynidwydden,наз
142,Horn::N,corn,сыкъа
143,Feder::N,plufyn,сис
144,Fell::N,ffwr,царм
145,Flügel::N,adain,базыр
146,Klaue::N,crafanc,ных
147,Kralle::N,ewin,дзӕмбы
148,Schwanz::N,cwt,къӕдзил
149,Schwanz::N,cynffon,къӕдзил
150,Ei::N,wy,айк
151,Nest::N,nyth,ахстон
152,Bau::N,ffau,хуынкъ
153,Tier::N,anifail,сырд
154,Tier::N,anifail,цӕрӕгой
155,Herde::N,praidd,дзуг
156,Herde::N,praidd,рӕгъау
157,Herde::N,diadell,дзуг
158,Herde::N,diadell,рӕгъау
159,Kuh::N,buwch,хъуг
160,Bulle::N,tarw,гал
161,Pferd::N,ceffyl,бӕх
162,Schaf::N,dafad,фыс
163,Schwein::N,mochyn,хуы
164,Hund::N,ci,куыдз
165,Katze::N,cath,гӕды
166,Bär::N,arth,арс
167,Eichhörnchen::N,gwiwer,æхсæрæг
168,Elch::N,elc,цæгатаг саг
169,Fuchs::N,cadno,рувас
170,Hase::N,ysgyfarnog,тæрхъус
171,Maus::N,llygoden,мыст
172,Wolf::N,blaidd,бирӕгъ
173,Vogel::N,aderyn,цъиу
174,Vogel::N,aderyn,маргъ
175,Schwarm::N,haid,бал
176,Huhn::N,cyw,карк
177,Hahn::N,ceiliog,уасӕг
178,Gans::N,gŵydd,хъаз
179,Adler::N,eryr,цӕргӕс
180,Ente::N,hwyad,ацц
181,Eule::N,tylluan, уыг
182,Eule::N,tylluan,сидахъ
183,Kranich::N,garan,зырнæг
184,Kranich::N,garan,хърихъупп
185,Kranich::N,crychydd,зырнæг
186,Kranich::N,crychydd,хърихъупп
187,Krähe::N,brân,халон
188,Kuckuck::N,cog,гаккук
189,Kuckuck::N,cwcw,гаккук
190,Schwan::N,alarch,доныхъаз
191,Fisch::N,pysgod,кӕсаг
192,Barsch::N,draenog,окунь
193,Hecht::N,penhwyad,хихор кӕсаг
194,Schlange[Tier]::N,neidr,калм
195,Wurm::N,abwydyn,зулкъ
196,Wurm::N,abwydyn,къуыдыргалм
197,Wurm::N,pryf genwair,зулкъ
198,Wurm::N,pryf genwair,къуыдыргалм
199,Spinne::N,cor,хӕлуарӕг
200,Spinne::N,pryf copyn,хӕлуарӕг
201,Ameise::N,morgrugyn,мæлдзыг
202,Laus::N,lleuen,сыст
203,Mücke::N,gwybedyn,къогъо
204,Fliege::N,cleren,бындз
205,Schmetterling::N,glöyn byw,гæлæбу
206,Schmetterling::N,iâr fach yr haf,гæлæбу
207,Beere::N,aeronen,гагадыргъ
208,Apfel::N,afal,фӕткъуы
209,Pilz::N,madarch,зокъо
210,Pilz::N,madarch,къозо
211,Zwiebel::N,nionyn,хъӕдындз
212,Zwiebel::N,winwnsyn,хъӕдындз
213,Saat::N,had,тауинаг
214,Saat::N,had,мыггаг
215,Korn::N,grawn,мыггаг
216,Korn::N,grawn,тауинаг
217,Heu::N,gwair,хос
218,Schale::N,croen,цъар
219,Schale::N,plisgyn,цъар
220,Grube::N,pwll,урм
221,Grube::N,pwll,къахт
222,Grube::N,pwll,дзыхъхъ
223,Grube::N,pydew,урм
224,Grube::N,pydew,къахт
225,Grube::N,pydew,дзыхъхъ
226,Falle::N,magl,цъысым
227,Falle::N,magl,къӕппӕг
228,Schlinge::N,cwlwm rhedeg,цасм
229,Spur::N,ôl,фæд
230,Asche::N,lludw,фӕнык
231,Asche::N,lludw,ӕртхутӕг
232,Dreck::N,baw,цъыф
233,Dreck::N,budreddi,цъыф
234,Eisen::N,haearn,ӕфсӕйнаг
235,Gold::N,aur,сыгъзӕрин
236,Silber::N,arian,ӕвзист
237,Kohle::N,glo,ӕвзалы
238,Glas::N,gwydr,авг
239,Lehm::N,clai,ӕлыг
240,Sand::N,tywod,змис
241,Mensch::N,dyn,лӕг
242,Mensch::N,dyn,адӕймаг
243,Mensch::N,dyn,удгоймаг
244,Mann::N,dyn,лӕг
245,Mann::N,dyn,нӕлгоймаг
246,Frau::N,merch,сылгоймаг
247,Frau::N,gwraig,сылгоймаг
248,Kind::N,plentyn,сывӕллон
249,Junge::N,hogyn,лӕппу
250,Junge::N,bachgen,лӕппу
251,Mädchen::N,merch,чызг
252,Mädchen::N,geneth,чызг
253,Familie::N,teulu,бинонтæ
254,Familie::N,tylwyth,бинонтæ
255,Großvater::N,taid,фыдыфыд
256,Großvater::N,taid,мадыфыд
257,Großvater::N,tad-cu,фыдыфыд
258,Großvater::N,tad-cu,мадыфыд
259,Großmutter::N,nain,фыды мад
260,Großmutter::N,nain,мады мад
261,Großmutter::N,mam-gu,фыды мад
262,Großmutter::N,mam-gu,мады мад
263,Eltern::N,rhieni,ныййарджытæ
264,Vater::N,tad,фыд
265,Mutter::N,mam,мад
266,Sohn::N,mab,фырт
267,Tochter::N,merch,чызг
268,Bruder::N,brawd,ӕфсымӕр
269,Schwester::N,chwaer,хо
270,Onkel::N,ewythr,фыдыфсымӕр
271,Tante::N,modryb,мадыхо
272,Ehemann::N,gŵr,мой
273,Ehefrau::N,gwraig,ус
274,Freude::N,gorfoledd,цин
275,Freude::N,gorfoledd,циндзинад
276,Gelächter::N,chwerthin,худын
277,Gelächter::N,chwerthin,худт
278,Gelächter::N,chwerthin,худæг
279,Glück::N,hapusrwydd,амонд
280,Kummer::N,galar,хъыг
281,Wunsch::N,dymuniad,бӕллиц
282,Lust::N,chwant,монц
283,Geist::N,ysbryd,уд
284,Gedanke::N,meddwl,хъуыды
285,Gedächtnis::N,cof,мысæн
286,Gedächtnis::N,cof,мысын
287,Gedächtnis::N,cof,зæрдылдарын
288,Verstand::N,meddwl,зонд
289,Sinn::N,ystyr,нысаниуæг
290,Grund::N,achos,ӕфсон
291,Grund::N,rheswm,ӕфсон
292,Wahrheit::N,gwir,æцæг
293,Wahrheit::N,gwirionedd,æцæг
294,Gespräch::N,sgwrs,ныхас
295,Märchen::N,chwedl werin,аргъау
296,Erzählung::N,stori,радзырд
297,Nachricht::N,neges,уац
298,Neuigkeit::N,newydd,хабар
299,Name::N,enw,ном
300,Rätsel::N,pos,уыци-уыци
301,Rätsel::N,pos,базон-базон
302,Rede::N,araith,раныхас
303,Sprache::N,iaith,ӕвзаг
304,Stimme::N,llais,хъӕлӕс
305,Wort::N,gair,дзырд
306,Zeichen::N,arwydd,нысан
307,Ruf::N,galwad,сидт
308,Lärm::N,trwst,уынæр
309,Laut::N,sain,зӕл
310,Laut::N,sain,мыр
311,Ton::N,tôn,мыр
312,Lied::N,cân,зарӕг
313,Ruhe::N,tawelwch,æнцой
314,Leute::N,pobl,адӕм
315,Volk::N,pobl,адӕм
316,Arbeit::N,gwaith,фӕллой
317,Gast::N,gwestai,уазӕг
318,Geschenk::N,rhodd,хуын
319,Geschenk::N,anrheg,хуын
320,Spiel::N,chwarae,хъазт
321,Gesellschaft::N,cwmni,дзыллæ
322,Gesellschaft::N,cwmni,æхсæнад
323,Hilfe::N,cymorth,æххуыс
324,Hilfe::N,cymorth,ахъаз
325,Freund::N,cyfaill,лымӕн
326,Kamerad::N,cydymaith,ӕмбал
327,Angelegenheit::N,pwnc,хъуыддаг
328,Anzahl::N,cyfrif,бӕрц
329,Art::N,bath,хуыз
330,Art::N,bath,хуызад
331,Stück::N,darn,кæрдих
332,Stück::N,darn,комдзаг
333,Teil::N,rhan,хай
334,Hälfte::N,hanner,æрдæг
335,Hälfte::N,hanner,æмбис
336,Kreis::N,cylch,зиллакк
337,Kreuz::N,croes,дзуар
338,Linie::N,llinell,хахх
339,Strich::N,strôc,хахх
340,Strich::N,trawiad,хахх
341,Abstand::N,bwlch,æхсæнуат
342,Abstand::N,pellter,æхсæнуат
343,Entfernung::N,pellter,дæрддзæг
344,Entfernung::N,pellter,дардцæг
345,Gegend::N,cylch,ран
346,Platz::N,lle,бууат
347,Ort::N,lle,ран
348,Ort::N,lle,бынат
349,Seite::N,ochr,фахс
350,Mitte::N,canol,астӕу
351,Gegenstand::N,eitem,дзаума
352,Sache::N,peth,дзаума
353,Rand::N,cwr,кӕрон
354,Rand::N,ymyl,кӕрон
355,Kante::N,min,фӕрск
356,Kante::N,ymyl,фӕрск
357,Ecke::N,cornel,тигъ
358,Ecke::N,cornel,фисын
359,Spitze::N,blaen,бырынкъ
360,Ende::N,pen,кӕрон
361,Loch::N,twll,хуынкъ
362,Winkel::N,congl,къуым
363,Muster::N,patrwm,нывæфтыд
364,Muster::N,patrwm,кæдзист
365,Größe::N,maint,ас
366,Größe::N,maintioli,ас
367,Länge::N,hyd,дӕргъ
368,Höhe::N,uchder,бæрзонд
369,Höhe::N,uchder,бæрзæнд
370,Höhe::N,uchder,бæрзонддзинад
371,Gewicht::N,pwysau,уӕз
372,Menge::N,swm,бӕрц
373,Menge::N,maint,бӕрц
374,Haufen::N,pentwr,кӕри
375,Reihe::N,rhes,рӕнхъ
376,Boot::N,cwch,чема
377,Ruder::N,rhwyf,къохар
378,Schlitten::N,sled,дзоныгъ
379,Schlitten::N,car llusg,дзоныгъ
380,Ski::N,sgi,къахдзоныгътæ
381,Ski::N,sgi,лыжæтæ
382,Lagerfeuer::N,coelcerth,арт
383,Last::N,llwyth,уаргъ
384,Gang::N,tro,цыд
385,Schritt::N,cam,санчъех
386,Schritt::N,cam,къахдзӕф
387,Norden::N,gogledd,цæгат
388,Süden::N,de,хуссар
389,Westen::N,gorllewin,ныгуылæн
390,Osten::N,dwyrain,скæсæн
391,Holz::N,pren,хъӕдӕрмӕг
392,Brett::N,bwrdd,фæйнæг
393,Brett::N,astell,фæйнæг
394,Platte::N,llech,къӕй
395,Stütze::N,ateg,быцæу
396,Stütze::N,cynhalydd,быцæу
397,Stange::N,polyn,хъил
398,Stock::N,ffon,лӕдзӕг
399,Stock::N,brigyn,лӕдзӕг
400,Stab::N,ffon,хъил
401,Rohr::N,pibell,хӕтӕл
402,Haus::N,tŷ,хӕдзар
403,Heim::N,cartref,къона
404,Ofen::N,stof,пец
405,Fußboden::N,llawr,астӕрд
406,Tisch::N,bwrdd,стъол
407,Stuhl::N,cadair,бандон
408,Wiege::N,crud,авдæн
409,Bett::N,gwely,сынтӕг
410,Regal::N,silff,тӕрхӕг
411,Regal::N,silff,уӕлвӕйнӕг
412,Kiste::N,bocs,асыкк
413,Kiste::N,blwch,асыкк
414,Fenster::N,ffenestr,рудзынг
415,Fenster::N,ffenestr,фæрссаг
416,Tür::N,drws,дуар
417,Tor::N,porth,кулдуар
418,Zaun::N,ffens,æмбонд
419,Zaun::N,ffens,быру
420,Zaun::N,ffens,гæрæн
421,Dach::N,to,уӕлхӕдзар
422,Leiter::N,ysgol,асин
423,Besen::N,ysgub,уисой
424,Spaten::N,rhaw,бел
425,Schaufel::N,rhaw,æвгæнæн
426,Schaufel::N,rhaw,кæфой
427,Gabel::N,fforc,вилкæ
428,Löffel::N,llwy,уидыг
429,Messer::N,cyllell,кард
430,Nagel::N,hoel,зӕгӕл
431,Netz::N,gwe,хыз
432,Netz::N,rhwyd,хыз
433,Haken::N,bach,хæдз
434,Haken::N,bach,хæбырæгъ
435,Griff::N,carn,фистон
436,Schloss::N,clo,гуыдыр
437,Bild::N,llun,ныв
438,Bild::N,pictiwr,ныв
439,Figur::N,ffigur,кæрдгæныв
440,Puppe::N,dol,чындз
441,Beutel::N,cwd,дзӕкъул
442,Bündel::N,bwndel,баст
443,Bündel::N,coflaid,баст
444,Tasche::N,cod,хызын
445,Tasche::N,cod,дзæкъул
446,Eimer::N,bwced,къæрта
447,Eimer::N,bwced,чъыбыла
448,Eimer::N,bwced,ведра
449,Eimer::N,cunnog,къæрта
450,Eimer::N,cunnog,чъыбыла
451,Eimer::N,cunnog,ведра
452,Deckel::N,caead,сæр
453,Deckel::N,caead,æмбæрзæн
454,Geschirr::N,llestri,мигæнæн
455,Geschirr::N,llestri,мигæнæнтæ
456,Sack::N,sach,голлаг
457,Tasse::N,cwpan,пиала
458,Tasse::N,cwpan,къус
459,Topf::N,pot,аг
460,Topf::N,pot,чысыл аг
461,Topf::N,crochan,аг
462,Topf::N,crochan,чысыл аг
463,Kessel::N,tegell,аг
464,Essen::N,pryd o fwyd,хӕрд
465,Nahrung::N,bwyd,хойраг
466,Speise::N,saig,хӕринаг
467,Fleisch::N,cig,дзидза
468,Fleisch::N,cig,фыдызгъӕл
469,Getreide::N,ŷd,халсар
470,Getreide::N,llafur,халсар
471,Brei::N,uwd,кас
472,Brot::N,bara,дзул
473,Scheibe::N,tafell,къӕбӕр
474,Fett::N,saim,сой
475,Fett::N,braster,сой
476,Butter::N,ymenyn,нӕлхӕ
477,Öl::N,olew,зети
478,Salz::N,halen,цӕхх
479,Suppe::N,cawl,бас
480,Honig::N,mêl,мыд
481,Milch::N,llaeth,ӕхсыр
482,Milch::N,llefrith,ӕхсыр
483,Tee::N,te,цай
484,Leder::N,lledr,мæскуы
485,Wolle::N,gwlân,фӕсмын
486,Stoff::N,lliain,хъуымац
487,Stoff::N,brethyn,хъуымац
488,Nadel::N,nodwydd,судзин
489,Faden::N,edau,ӕндах
490,Faden::N,edefyn,ӕндах
491,Knopf::N,botwm,цӕппӕр
492,Knoten::N,cwlwm,ӕлхынцъ
493,Farbe::N,paent,ахорæн
494,Kleidung::N,dillad,дарӕс
495,Kleidung::N,gwisgoedd,дарӕс
496,Hemd::N,crys,хӕдон
497,Kragen::N,coler,æфцæггот
498,Ärmel::N,llawes,дыс
499,Hose::N,trowsus,хæлаф
500,Hose::N,trowsus,æддаг хæлаф
501,Hose::N,trowsus,салбар
502,Gürtel::N,gwregys,рон
503,Mütze::N,cap,худ
504,Schuh::N,esgid,басмахъ
505,Stiefel::N,botasen,цырыхъхъ
506,Ring::N,modrwy,къухдарӕн
507,Band::N,rhuban,лент
508,Kamm::N,crib,сӕрвасӕн
509,Spiegel::N,drych,айдæн
510,Spiegel::N,drych,кæсæн
511,Riemen::N,strap,гӕрз
512,Schnur::N,llinyn,бӕндӕн
513,Leine::N,tennyn,
514,Decke::N,blanced,хъӕццул
515,Decke::N,gwrthban,хъӕццул
516,Kissen::N,clustog,баз
517,Kissen::N,gobennydd,баз
518,Tuch::N,sgarff,кæлмæрзæн
519,Tuch::N,sgarff,кæрдæн
520,Handtuch::N,tywel,хисæрфæн
521,Handtuch::N,lliain sychu,хисæрфæн
522,Kraft::N,grym,тых
523,Kraft::N,grym,хъомыс
524,Stärke::N,nerth,тых
525,Stärke::N,nerth,æхсар
526,Stärke::N,cryfder,тых
527,Stärke::N,cryfder,æхсар
528,Gesundheit::N,iechyd,æнæниздзинад
529,Krankheit::N,afiechyd,низ
530,Krankheit::N,afiechyd,рын
531,Krankheit::N,anhwylder,низ
532,Krankheit::N,anhwylder,рын
533,Schmerz::N,poen,рис
534,Schmerz::N,gwayw,рис
535,Wunde::N,clwyf,цӕф
536,Fieber::N,twymyn,ризӕг
537,Fieber::N,twymyn,тӕфсӕг
538,Arznei::N,meddyginiaeth,хос
539,Brücke::N,pont,хид
540,Brunnen::N,ffynnon,цъай
541,Weide::N,porfa,хизæн
542,Weide::N,porfa,хизæнуат
543,Weide::N,porfa,сæрвæт
544,Pfad::N,llwybr,къахвæндаг
545,Pfad::N,llwybr,къахвæд
546,Weg::N,ffordd,фӕндаг
547,Straße::N,heol,фӕндаг
548,Straße::N,ffordd,фӕндаг
549,Dorf::N,pentref,хъӕу
550,Stadt::N,tref,сахар
551,Brief::N,llythyr,фыстӕг
552,Buch::N,llyfr,чиныг
553,Buchstabe::N,llythyren,дамгъӕ
554,Zeitung::N,papur newydd,газет
555,Leben::N,bywyd,цард
556,Leben::N,bywyd,цӕрӕнбон
557,Tod::N,marwolaeth,мæлæт
558,Tod::N,marwolaeth,адзал
559,Grab::N,bedd,ингӕн
560,Kirche::N,eglwys,аргъуан
561,Sünde::N,pechod,тæригъæд
562,Gott::N,duw,хуыцау
563,Arbeiter::N,gweithiwr,кусæг
564,Chef::N,pennaeth,ӕмцег
565,Meister::N,meistr,мастер
566,Meister::N,meistr,дæсны
567,Arzt::N,meddyg,хосгæнæг
568,Arzt::N,meddyg,дохтыр
569,Lehrer::N,athro,ахуыргæнæг
570,Geld::N,pres,ӕхца
571,Geld::N,arian,ӕхца
572,Geschäft::N,busnes,бизнес
573,Geschäft::N,busnes,хъуыддаг
574,Laden::N,siop,дукани
575,Preis::N,pris,аргъ
576,Ware::N,nwydd,базайраг
577,Nutzen::N,elw,пайда
578,Nutzen::N,budd,пайда
579,Reichtum::N,cyfoeth,хъæздыгдзинад
580,Reichtum::N,cyfoeth,исбон
581,Reichtum::N,cyfoeth,мулк
582,Welt::N,byd,дуне
583,Land::N,gwlad,бӕстӕ
584,Staat::N,gwladwriaeth,паддзахад
585,König::N,brenin,къарол
586,Macht::N,grym,хицаудзинад
587,Macht::N,awdurdod,хицаудзинад
588,Grenze::N,ffin,арӕн
589,Grenze::N,goror,арӕн
590,Krieg::N,rhyfel,хӕст
591,Feind::N,gelyn,знаг
592,Feind::N,gelyn,фыдгул
593,Feind::N,gelyn,фыдзæрдæ
594,Feind::N,gelyn,сон
595,Gewalt::N,ffyrnigrwydd,тыхми
596,Gewalt::N,ffyrnigrwydd,тыхдзинад
597,Kampf::N,brwydr,хæст
598,Kampf::N,brwydr,хъæбысæйхæст
599,Kampf::N,brwydr,тох
600,Bogen[Waffe]::N,bwa,ӕрдын
601,Pfeil::N,saeth,фат
602,Gewehr::N,dryll,топп
603,Fehler::N,gwall,рӕдыд
604,Fehler::N,camgymeriad,рӕдыд
605,Lüge::N,celwydd,мӕнг
606,Lüge::N,celwydd,гӕдыдзинад
607,Lüge::N,anwiredd,мӕнг
608,Lüge::N,anwiredd,гӕдыдзинад
609,Schaden::N,niwed,зиан
610,Schaden::N,difrod,зиан
611,Unglück::N,anffawd,бæллæх
612,Schuld::N,bai,азым
613,Alter::N,oed,кар
614,Schluss::N,diwedd,кæрон
615,Zeit::N,amser,рӕстӕг
616,Tag::N,dydd,бон
617,Tag::N,diwrnod,бон
618,Morgen::N,bore,райсом
619,Mittag::N,nawn,æмбисбон
620,Abend::N,noswaith,изӕр
621,Nacht::N,nos,ӕхсӕв
622,Woche::N,wythnos,къуыри
623,Monat::N,mis,мӕй
624,Jahr::N,blwyddyn,аз
625,Jahr::N,blwyddyn,афӕдз
626,Frühling::N,gwanwyn,уалдзæг
627,Sommer::N,haf,сӕрд
628,Herbst::N,hydref,фæззæг
629,Winter::N,gaeaf,зымӕг
630,Januar::N,Ionawr,январь
631,Februar::N,Chwefror,февраль
632,März::N,Mawrth,мартъи
633,April::N,Ebrill,апрель
634,Mai::N,Mai,май
635,Juni::N,Mehefin,июнь
636,Juli::N,Gorffennaf,июль
637,August::N,Awst,август
638,September::N,Medi,сентябрь
639,Oktober::N,Hydref,октябрь
640,November::N,Tachwedd,ноябрь
641,Dezember::N,Rhagfyr,декабрь
642,Montag::N,dydd Llun,къуырисæр
643,Dienstag::N,dydd Mawrth,дыццæг
644,Mittwoch::N,dydd Mercher,æртыццæг
645,Donnerstag::N,dydd Iau,цыппæрæм
646,Freitag::N,dydd Gwener,майрæмбон
647,Samstag::N,dydd Sadwrn,сабат
648,Sonntag::N,dydd Sul,хуыцаубон
649,groß::A,mawr,дынджыр
650,klein::A,bach,гыццыл
651,lang::A,hir,даргъ
652,kurz::A,byr,цыбыр
653,kurz::A,cwta,цыбыр
654,breit::A,llydan,фӕтӕн
655,schmal::A,cul,нарӕг
656,schmal::A,cul,уынгӕг
657,dicht::A,dwys,бæзджын
658,dicht::A,dwys,тар
659,dick[Gegenstand]::A,trwchus,сӕвджын
660,dünn::A,tenau,тæнæг
661,fein::A,main,лыстӕг
662,fest::A,cadarn,фидар
663,fest::A,cadarn,хъӕддых
664,flach::A,gwastad,тъӕпӕн
665,glatt::A,llyfn,лӕгъз
666,hart::A,caled,хъӕбӕр
667,weich::A,meddal,фӕлмӕн
668,rund::A,crwn,тымбыл
669,spitz::A,pigfain,цыргъбырынкъ
670,spitz::A,pigfain,цыргъфындз
671,scharf::A,miniog,цыргъ
672,stumpf::A,pŵl,къуымых
673,schwer::A,trwm,уӕззау
674,schön::A,teg,аив
675,schön::A,teg,рӕсугъд
676,schön::A,hardd,аив
677,schön::A,hardd,рӕсугъд
678,schön::A,prydferth,аив
679,schön::A,prydferth,рӕсугъд
680,heiß::A,poeth,тӕвд
681,warm::A,twym,хъарм
682,warm::A,cynnes,хъарм
683,kalt::A,oer,уазал
684,kühl::A,oeraidd,сатæг
685,kühl::A,oeraidd,уазалгомау
686,frisch::A,iach,сатæг
687,feucht::A,llaith,уымӕл
688,nass::A,gwlyb,хуылыдз
689,trocken::A,sych,хус
690,voll::A,llawn,дзаг
691,voll::A,llawn,йедзаг 
692,leer::A,gwag,афтид
693,offen::A,agored,гом
694,geschlossen::A,caead,æхгæд
695,geschlossen::A,caeëdig,æхгæд
696,sauber::A,glân,сыгъдæг
697,schmutzig::A,budr,чъиллон
698,schmutzig::A,brwnt,чъиллон
699,roh::A,amrwd,хом
700,reif::A,aeddfed,рӕгъӕд
701,lecker::A,blasus,хӕрзад
702,lecker::A,danteithiol,хӕрзад
703,süß::A,melys,адджын
704,bitter::A,chwerw,судзаг
705,sauer::A,sur,туаг
706,hell::A,disglair,рухс
707,dunkel::A,tywyll,талынг
708,schwarz::A,du,сау
709,weiß::A,gwyn,урс
710,rot::A,coch,сырх
711,gelb::A,melyn,бур
712,blau::A,glas,цъӕх
713,grün::A,gwyrdd,цъӕх
714,grün::A,gwyrdd,кӕрдӕгхуыз
715,grau::A,llwyd,цъӕх
716,grau::A,llwyd,фӕныкхуыз
717,bunt::A,lliwgar,хъулон
718,bunt::A,lliwgar,гæрæм
719,billig::A,rhad,аслам
720,teuer::A,drud,зынаргъ
721,wertvoll::A,gwerthfawr,зынаргъ
722,blind::A,dall,куырм
723,taub::A,byddar,къуырма
724,kräftig::A,nerthol,домбай
725,kräftig::A,nerthol,тыхджын
726,kräftig::A,grymus,домбай
727,kräftig::A,grymus,тыхджын
728,stark::A,cryf,тыхджын
729,stark::A,cadarn,тыхджын
730,schwach::A,gwan,ӕнӕбон
731,fett::A,tew,нард
732,schlank::A,main,гуырвидыц
733,schlank::A,main,хæрзконд
734,schlank::A,main,рæхснæг
735,schlank::A,main,сагамад
736,hübsch::A,tlws,аив
737,hübsch::A,tlws,рӕсугъд
738,böse::A,drwg,фыдзӕрдӕ
739,dumm::A,twp,ӕдылы
740,faul::A,diog,зивӕг
741,faul::A,diog,зивӕггӕнаг
