,Concept_ID,sl,eu
820,letzter::A,poslédnji,azken
821,letzter::A,poslédnji,hondar
822,allein::ADV,sám,bakarrik
823,auf einmal::ADV,obênem,batera
824,zusammen::ADV,skúpaj,elkarrekin
825,lange::ADV,dólgo,luzaro
826,plötzlich::ADV,náglo,bat-batean
827,plötzlich::ADV,nenádoma,bat-batean
828,sofort::ADV,prècej,berehala
829,später::ADV,poznêje,gero
830,jetzt::ADV,zdàj,orain
831,heute::ADV,dánes,gaur
832,morgen::ADV,jútri,bihar
833,bald::ADV,kmálu,aurki
834,bald::ADV,kmálu,laster
835,dann::ADV,nató,ondoren
836,gestern::ADV,včéraj,atzo
837,einst::ADV,nékdaj,antzina
838,damals::ADV,tedàj,orduan
839,damals::ADV,takràt,orduan
840,danach::ADV,potèm,gerora
841,danach::ADV,potèm,ondoren
842,vorher::ADV,poprèj,lehenago
843,zuerst::ADV,spŕva,aurrena
844,zuerst::ADV,spŕva,lehenbizi
845,einmal::ADV,ênkrat,behin
846,einmal::ADV,ênkrat,aldi bat
847,manchmal::ADV,včásih,batzuetan
848,manchmal::ADV,včásih,zenbaitetan
849,oft::ADV,pogósto,maiz
850,oft::ADV,pogósto,askotan
851,immer::ADV,védno,beti
852,immer::ADV,zméraj,beti
853,niemals::ADV,nikdàr,inoiz ez
854,niemals::ADV,nikdàr,sekula ez
855,hier::ADV,tù,hemen
856,hier::ADV,túkaj,hemen
857,hierhin::ADV,sèmkaj,hona
858,von hier::ADV,od tú,hemendik
859,von hier::ADV,od tú,honetatik
860,dort::ADV,tàm,han
861,dorthin::ADV,tjà,hara
862,geradeaus::ADV,rávno napréj,artez
863,vorwärts::ADV,napréj,aurrera
864,rückwärts::ADV,zádaj,atzera
865,rückwärts::ADV,zádaj,atzerantz
866,zurück::ADV,nazáj,atzera
867,unten::ADV,dôli,behean
868,unten::ADV,spôdaj,behean
869,hinab::ADV,dôl,behera
870,hinab::ADV,dôl,beherantz
871,oben::ADV,gôri,goian
872,oben::ADV,zgôraj,goian
873,hinauf::ADV,gôr,gora
874,hinauf::ADV,gôr,gorantz
875,überall::ADV,povsód,edonon
876,nicht::ADV,ne,ez
877,ein wenig::ADV,málo,apur bat
878,ein wenig::ADV,málo,pixka bat
879,kaum::ADV,kómaj,ozta
880,kaum::ADV,kómaj,nekez
881,sehr::ADV,zeló,oso
882,so::ADV,takó,hala
883,so::ADV,takó,honela
884,noch::ADV,še,oraindik
885,nur::ADV,samó,bakarrik
886,schon::ADV,žè,ja
887,schon::ADV,žè,jada
888,wieder::ADV,spét,berriro
889,vergebens::ADV,zamàn,alferrik
890,vergebens::ADV,zastónj,alferrik
891,vor::PRP,pred,aurrean
892,hinter::PRP,za,ostean
893,hinter::PRP,za,gibelean
894,unter::PRP,pod,pean
895,unter::PRP,pod,azpian
896,durch::PRP,skózi,zehar
897,neben::PRP,kràj,ondoan
898,neben::PRP,kràj,aldamenean
899,neben::PRP,póleg,ondoan
900,neben::PRP,póleg,aldamenean
901,zwischen::PRP,med,artean
902,zwischen::PRP,izmed,artean
903,wegen::PRP,zarádi,-gatik
904,dies::PRN,tó,hau
905,das::PRN,tó,hura
906,alles::PRN,vsè,dena
907,ich::PRN,jàz,ni
908,du::PRN,tí,zu
909,er::PRN,òn,bera
910,wir::PRN,mí,gu
911,ihr::PRN,ví,zuek
912,sie::PRN,ôni,berak
913,was::FPRN,káj,zer
914,wer::FPRN,kdó,nor
915,wo::FADV,kjé,non
916,wohin::FADV,kám,nora
917,wie::FADV,kakó,nola
918,wie::FADV,kakó,zelan
919,warum::FADV,zakáj,zeren
920,warum::FADV,zakáj,zergatik
921,wieviel::FNUM,kóliko,zenbat
922,eins::NUM,êden,bat
923,zwei::NUM,dvá,bi
924,zwei::NUM,dvá,biga
925,drei::NUM,trí,hiru
926,vier::NUM,štíri,lau
927,fünf::NUM,pét,bost
928,sechs::NUM,šést,sei
929,sieben::NUM,sédem,zazpi
930,acht::NUM,ósem,zortzi
931,neun::NUM,devét,bederatzi
932,zehn::NUM,desét,hamar
933,elf::NUM,enájst,hamaika
934,zwölf::NUM,dvánajst,hamabi
935,zwanzig::NUM,dvájset,hogei
936,dreißig::NUM,trídeset,hogeita hamar
937,vierzig::NUM,štírideset,berrogei
938,fünfzig::NUM,pétdeset,berrogeita hamar
939,sechzig::NUM,šéstdeset,hirurogei
940,siebzig::NUM,sédemdeset,hirurogeita hamar
941,achtzig::NUM,ósemdeset,laurogei
942,neunzig::NUM,devétdeset,laurogeita hamar
943,hundert::NUM,stó,ehun
944,tausend::NUM,tísoč,mila
945,und::CNJ,in,eta
946,oder::CNJ,áli,edo
947,stehen::V,státi,zutik egon
948,sitzen::V,sedéti,eserita egon
949,liegen::V,ležáti,etzan
950,hängen::V,viséti,eskegita egon
951,hängen::V,viséti,zintzilik egon
952,werden::V,postáti,bihurtu
953,werden::V,postáti,bilakatu
954,passieren::V,zgodíti se,pasatu
955,passieren::V,zgodíti se,gertatu
956,beginnen::V,začéti se,hasi
957,enden::V,končáti se,bukatu
958,wechseln::V,ménjati se,aldatu
959,aufgehen[Sonne]::V,vzíti,ilki
960,aufgehen[Sonne]::V,vzíti,sortu
961,untergehen[Sonne]::V,zaíti,sartu
962,scheinen[Sonne]::V,sijáti,eguzkia egon
963,donnern::V,grméti,trumoia jo
964,wehen::V,píhati,haizea ibili
965,strömen::V,líti,zorrotadaka isuri
966,fließen::V,têči,isuri
967,sich drehen::V,vrtéti se,biratu
968,schwanken::V,kolébati,zabuka ibili
969,schwingen::V,níhati,kulunkatu
970,fallen::V,pádati,erori
971,brennen::V,goréti,sutan egon
972,rauchen::V,kadíti se,kea bota
973,regnen::V,deževáti,euria ari izan
974,gefrieren::V,zmŕzniti,izoztu
975,gefrieren::V,zmŕzniti,hormatu
976,tauen::V,tájati,gesaldu
977,schmelzen::V,kopnéti,urtu
978,trocknen::V,sušíti se,idortu
979,trocknen::V,sušíti se,lehortu
980,sieden::V,kipéti,irakin
981,faulen::V,gníti,hirotu
982,faulen::V,gníti,usteldu
983,verfaulen::V,zgníti,hirotu
984,verfaulen::V,zgníti,usteldu
985,reißen::V,tŕgati se,eten
986,reißen::V,tŕgati se,tarrat egin
987,versinken::V,pogrézniti se,urperatu
988,vergehen::V,miníti,iragan
989,erscheinen::V,pojáviti se,agertu
990,verschwinden::V,izgíniti,desagertu
991,sinken::V,péšati,beheititu
992,abnehmen::V,pojémati,gutxitu
993,abnehmen::V,pojémati,beheratu
994,zunehmen::V,véčati se,gora egin
995,zunehmen::V,množíti se,gora egin
996,steigen::V,dvígati se,igo
997,wachsen::V,rásti,hazi
998,glänzen::V,sijáti,distiratu
999,funkeln::V,ískriti se,izarniatu
1000,lärmen::V,ropotáti,zarata atera
1001,lärmen::V,razgrájati,zarata atera
1002,läuten::V,zvoníti,jo
1003,läuten::V,zvoníti,hots egin
1004,klingeln::V,zvončkljáti,txirrina jo
1005,klirren::V,žvenketáti,tintin egin
1006,brausen::V,šuméti,marru egin
1007,rauschen::V,šuštéti,fir-fir egin
1008,rauschen::V,šelestéti,fir-fir egin
1009,klingen::V,zvenéti,soinu egin
1010,bellen::V,lájati,zaunkatu
1011,heulen::V,zavíjati,ulu egin
1012,heulen::V,zavíjati,uhuri egin
1013,blasen::V,píhniti,ufa egin
1014,blasen::V,píhniti,putz egin
1015,pfeifen::V,pískati,txistu egin
1016,pfeifen::V,žvížgati,txistu egin
1017,schreien::V,kričáti,oihu egin
1018,schreien::V,kričáti,garrasi egin
1019,stöhnen::V,stókati,intziri egin
1020,zittern::V,drgetáti,ikara egin
1021,zittern::V,drgetáti,dar-dar egin
1022,leben::V,živéti,bizi izan
1023,geboren werden::V,rodíti se,jaio
1024,atmen::V,díhati,hats egin
1025,atmen::V,díhati,arnasa egin
1026,trinken::V,píti,edan
1027,essen::V,jésti,jan
1028,schlucken::V,požírati,irentsi
1029,müde werden::V,péšati,unatu
1030,müde werden::V,péšati,nekatu
1031,müde werden::V,utrúditi se,unatu
1032,müde werden::V,utrúditi se,nekatu
1033,einschlafen::V,zaspáti,lokartu
1034,schlafen::V,spáti,lo egin
1035,aufwachen::V,zbudíti se,esnatu
1036,aufwachen::V,zbudíti se,atzarri
1037,aufstehen::V,vstáti,jaiki
1038,sich erholen::V,oddahníti se,atseden egin
1039,krank werden::V,oboléti,gaixotu
1040,krank sein::V,bíti bolán,eri izan
1041,krank sein::V,bíti bolán,gaixo izan
1042,schmerzen::V,boléti,min egin
1043,husten::V,kášljati,eztul egin
1044,genesen::V,okrévati,osatu
1045,sterben::V,umréti,hil
1046,sterben::V,umréti,zendu
1047,umkommen::V,pogíniti,istripuz hil
1048,sich bewegen::V,zganíti se,higitu
1049,sich rühren::V,premakníti se,zirkin egin
1050,sich erheben::V,vstájati,zutitu
1051,sich erheben::V,vstájati,altxatu
1052,sich erheben::V,vzdígniti se,zutitu
1053,sich erheben::V,vzdígniti se,altxatu
1054,sich setzen::V,sésti,eseri
1055,sich setzen::V,sésti,jesarri
1056,hinfallen::V,pásti dôl,erori
1057,laufen::V,hodíti,ibili
1058,schreiten::V,stópati,oinkatu
1059,spazierengehen::V,na sprehòd íti,paseatu
1060,spazierengehen::V,na sprehòd íti,ostera bat egin
1061,eilen::V,drvéti,lasterkatu
1062,sich beeilen::V,hitéti,lehiatu
1063,sausen::V,dírkati,ziztu bizian joan
1064,rennen::V,dírjati,lasterka egin
1065,springen::V,skákati,jauzi egin
1066,klettern::V,plézati,igo
1067,schaukeln::V,kolébati,zabu egin
1068,schaukeln::V,kolébati,zanbulu egin
1069,kriechen::V,pláziti se,narras egin
1070,schwimmen::V,plávati,igerikatu
1071,schwimmen::V,plávati,igeri egin
1072,tauchen::V,potápljati se,murgildu
1073,tauchen::V,potápljati se,pulunpatu
1074,rudern::V,vesláti,bogatu
1075,rudern::V,vesláti,arraun egin
1076,fahren::V,vozíti se,joan
1077,fahren::V,peljáti se,joan
1078,fliegen::V,létati,hegaldatu
1079,fliegen::V,létati,hegan egin
1080,gehen::V,íti,joan
1081,weggehen::V,odíti,alde egin
1082,abfahren::V,odpeljáti se,abiatu
1083,anhalten::V,ustáviti se,geratu
1084,anhalten::V,ustáviti se,gelditu
1085,hineingehen::V,íti nóter,sartu
1086,eintreten::V,vstopíti,sartu
1087,kommen::V,príti,etorri
1088,ankommen::V,prispéti,heldu
1089,ankommen::V,prispéti,iritsi
1090,ankommen::V,prihájati,heldu
1091,ankommen::V,prihájati,iritsi
1092,zurückkommen::V,vrníti se,itzuli
1093,bleiben::V,ostáti,gelditu
1094,warten::V,čákati,itxaron
1095,warten::V,čákati,zain egon
1096,erwarten::V,pričakováti,iguriki
1097,suchen::V,iskáti,bilatu
1098,finden::V,nájti,idoro
1099,finden::V,nájti,aurkitu
1100,versuchen::V,poskúšati,saiatu
1101,versuchen::V,poskúšati,ahalegindu
1102,vorbereiten::V,pripráviti,gertatu
1103,lieben::V,ljubíti,maitatu
1104,lieben::V,ljubíti,maite izan
1105,mögen::V,márati,laket izan
1106,mögen::V,márati,atsegin izan
1107,lachen::V,smejáti se,irri egin
1108,lachen::V,smejáti se,barre egin
1109,rühren::V,ganíti,hunkitu
1110,weinen::V,jókati,negar egin
1111,weinen::V,plákati,negar egin
1112,schimpfen::V,psováti,erneguka ari izan
1113,schimpfen::V,zmérjati,erneguka ari izan
1114,sich ärgern::V,jezíti se,ernegatu
1115,sich ärgern::V,jezíti se,haserretu
1116,sich fürchten::V,báti se,beldur izan
1117,fürchten::V,báti se,beldur izan
1118,fliehen::V,bežáti,ihes egin
1119,flüchten::V,pobégniti,ihes egin
1120,sehen::V,vídeti,ikusi
1121,anschauen::V,oglédati,begietsi
1122,ansehen::V,glédati,begiratu
1123,hören::V,slíšati,aditu
1124,zuhören::V,poslúšati,entzun
1125,probieren::V,poskúšati,dastatu
1126,riechen::V,dúhati,usnatu
1127,riechen::V,dúhati,usaindu
1128,fühlen::V,čutíti,sentitu
1129,scheinen::V,zdéti se,iruditu
1130,scheinen::V,zdéti se,begitandu
1131,zu sehen sein::V,vídeti se,azaldu
1132,vernehmen::V,čúti,aditu
1133,frieren::V,zébsti,hotz izan
1134,tun::V,délati,egin
1135,können::V,môči,ahal izan
1136,wollen::V,hotéti,nahi izan
1137,anfangen::V,začéti,hasi
1138,beenden::V,dokončáti,bukatu
1139,aufhören::V,prenéhati,utzi
1140,gelingen::V,uspéti,lortu
1141,gelingen::V,posréčiti se,lortu
1142,geraten::V,obnêsti se,heldu
1143,öffnen::V,odpréti,ireki
1144,öffnen::V,odpréti,zabaldu
1145,schließen::V,zapréti,itxi
1146,stellen::V,postáviti,ipini
1147,setzen::V,posadíti,jesarri
1148,legen::V,položíti,jarri
1149,berühren::V,dotíkati se,ukitu
1150,verbinden::V,obvézati,uztartu
1151,bedecken::V,pokríti,estali
1152,aufhängen::V,obésiti,eseki
1153,aufhängen::V,obésiti,eskegi
1154,anzünden::V,zažgáti,piztu
1155,aufheben::V,vzdígniti,jaso
1156,zurücklassen::V,zapustíti,atzean utzi
1157,verlieren::V,izgubíti,galdu
1158,fallen lassen::V,navréči,erortzen utzi
1159,machen::V,naredíti,egin
1160,machen::V,napráviti,egin
1161,herstellen::V,izdélati,ekoiztu
1162,bauen::V,gradíti,eraiki
1163,reparieren::V,popráviti,konpondu
1164,verbessern::V,izbóljšati,hobetu
1165,ändern::V,spremeníti,mudatu
1166,graben::V,kopáti,aitzurtu
1167,graben::V,grêbsti,aitzurtu
1168,beugen::V,upogníti,makurtu
1169,biegen::V,zavíjati,malgutu
1170,biegen::V,zavíjati,makolatu
1171,drehen::V,vrtéti,jiratu
1172,wenden::V,obrníti,bihurtu
1173,umdrehen::V,zasúkati,biratu
1174,umdrehen::V,zasúkati,alderantzikatu
1175,heben::V,dvígati,jaso
1176,heben::V,dvígati,goratu
1177,hochheben::V,privzdígniti,goratu
1178,hochheben::V,privzdígniti,altxatu
1179,ergreifen::V,zgrábiti,oratu
1180,halten::V,držáti,eutsi
1181,drücken::V,tiščáti,sakatu
1182,schieben::V,ríniti,bultzatu
1183,kratzen::V,práskati,hatz egin
1184,kratzen::V,práskati,hazka egin
1185,lecken::V,lízati,miaztu
1186,lecken::V,lízati,lamikatu
1187,beißen::V,grísti,hozka egin
1188,beißen::V,grísti,ausiki egin
1189,abreißen::V,odtŕgati,kendu
1190,abschneiden::V,odrézati,moztu
1191,abschneiden::V,odrézati,pikatu
1192,binden::V,vézati,lotu
1193,binden::V,vézati,estekatu
1194,stecken::V,vtakníti,sartu
1195,brechen::V,lomíti,apurtu
1196,klopfen::V,tólči,jo
1197,hauen::V,séči,jo
1198,kleben::V,lépiti,itsatsi
1199,reiben::V,tréti,igurtzi
1200,reiben::V,dŕgniti,igurtzi
1201,streichen::V,namázati,igurtzi
1202,schleifen::V,brúsiti,zorroztu
1203,schneiden::V,rézati,moztu
1204,rütteln::V,strésti,astindu
1205,rütteln::V,strésti,inarrosi
1206,schütteln::V,majáti,astindu
1207,schütteln::V,majáti,inarrosi
1208,schwenken::V,obrníti,zabukatu
1209,schütten::V,sípati,isuri
1210,füllen::V,napolníti,bete
1211,einwickeln::V,zavíti,bildu
1212,tragen::V,nêsti,eroan
1213,tragen::V,nêsti,eraman
1214,schleppen::V,vláčiti,narrastu
1215,schleppen::V,vláčiti,herrestatu
1216,ziehen::V,vléči,tira egin
1217,aufbewahren::V,shranjeváti,gorde
1218,werfen::V,lúčati,jaurti
1219,werfen::V,lúčati,aurtiki
1220,fangen::V,ujéti,atzeman
1221,packen::V,prijéti,heldu
1222,verstecken::V,skríti,ostendu
1223,verstecken::V,skríti,ezkutatu
1224,teilen::V,razdelíti,zatitu
1225,schicken::V,pošíljati,bidali
1226,bringen::V,prinêsti,ekarri
1227,hinzufügen::V,pristáviti,eratxiki
1228,hinzufügen::V,pristáviti,gaineratu
1229,bekommen::V,dobíti,jaso
1230,erhalten::V,prejéti,jaso
1231,nehmen::V,vzéti,hartu
1232,wählen::V,izbírati,hautatu
1233,wählen::V,izbírati,aukeratu
1234,auswählen::V,izbráti,hautatu
1235,auswählen::V,izbráti,aukeratu
1236,bewahren::V,ohraníti,begiratu
1237,behindern::V,ovírati,oztopatu
1238,verderben::V,pokváriti,hondatu
1239,beschädigen::V,poškodováti,akastu
1240,zerbrechen::V,razlomíti,apurtu
1241,zerreißen::V,raztŕgati,zarratatu
1242,zerstören::V,razrúšiti,suntsitu
1243,verbrennen::V,sežgáti,erre
1244,verbrennen::V,sežgáti,kiskali
1245,geben::V,dáti,eman
1246,reichen::V,séči,luzatu
1247,reichen::V,séči,helarazi
1248,reichen::V,molíti,luzatu
1249,reichen::V,molíti,helarazi
1250,schenken::V,podáriti,oparitu
1251,versprechen::V,obljubíti,agindu
1252,wünschen::V,vóščiti,opatu
1253,wünschen::V,vóščiti,opetsi
1254,loben::V,hváliti,laudatu
1255,loben::V,hváliti,goraipatu
1256,küssen::V,poljubováti,musu eman
1257,wiegen::V,zíbati,kulunkatu
1258,zudecken::V,pokríti,estali
1259,wecken::V,zbudíti,esnatu
1260,wecken::V,zbudíti,iratzartu
1261,zeigen::V,pokázati,erakutsi
1262,führen::V,vêsti,gidatu
1263,lehren::V,učíti,irakatsi
1264,unterrichten::V,poučeváti,eskolak eman
1265,aufziehen::V,vzgojíti,hazi
1266,leiten::V,uprávljati,arteztu
1267,antreiben::V,goníti,bulkatu
1268,lassen::V,povzročíti,-arazi
1269,einladen::V,povábiti,gonbidatu
1270,vereinigen::V,zdrúžiti,batu
1271,vereinigen::V,zdrúžiti,bateratu
1272,besuchen::V,obiskáti,ikustatu
1273,treffen::V,pogodíti,topatu
1274,sich versammeln::V,zbráti se,bildu
1275,spielen::V,igráti se,jolastu
1276,singen::V,péti,abestu
1277,singen::V,péti,kantatu
1278,tanzen::V,plésati,dantzatu
1279,tanzen::V,plésati,dantzan egin
1280,sich trennen::V,ločíti se,banandu
1281,verlassen::V,zapustíti,utzietsi
1282,retten::V,réšiti,salbatu
1283,retten::V,réšiti,gaizkatu
1284,bewachen::V,strážiti,jagon
1285,bewachen::V,strážiti,zaindu
1286,schützen::V,sčítiti,babestu
1287,schützen::V,sčítiti,gerizatu
1288,verteidigen::V,braníti,aldeztu
1289,sich schlagen::V,têpsti se,elkar jo
1290,sich schlagen::V,têpsti se,elkar borrokatu
1291,schießen::V,stréljati,tiro egin
1292,siegen::V,zmágati,irabazi
1293,ärgern::V,jezíti,ernegatu
1294,ärgern::V,jezíti,haserretu
1295,ärgern::V,razbúriti,ernegatu
1296,ärgern::V,razbúriti,haserretu
1297,schlagen::V,têpsti,jo
1298,schlagen::V,têpsti,erauntsi
1299,schlagen::V,udáriti,jo
1300,schlagen::V,udáriti,erauntsi
1301,treten::V,teptáti,zapaldu
1302,treten::V,teptáti,ostiaktu
1303,stechen::V,ubôsti,sastatu
1304,stoßen::V,peháti,bultzatu
1305,stoßen::V,drégniti,bultzatu
1306,stehlen::V,ukrásti,ostu
1307,stehlen::V,ukrásti,lapurtu
1308,stehlen::V,pokrásti,ostu
1309,stehlen::V,pokrásti,lapurtu
1310,stören::V,motíti,galarazi
1311,belästigen::V,nadlegováti,gohaindu
1312,belästigen::V,nadlegováti,alamena eman
1313,verbergen::V,skríti,ezkutatu
1314,täuschen::V,slepíti,tronpatu
1315,täuschen::V,slepíti,engainatu
1316,betrügen::V,várati,iruzurtu
1317,betrügen::V,ogoljufáti,iruzurtu
1318,töten::V,ubíti,hil
1319,töten::V,ubíti,heriotza eman
1320,wohnen::V,prebívati,bizi izan
1321,arbeiten::V,délati,lan egin
1322,arbeiten::V,délati,behar egin
1323,sammeln::V,zbráti,bildu
1324,sammeln::V,zbráti,bildumatu
1325,pflücken::V,obráti,batu
1326,pflücken::V,obráti,bildu
1327,jagen::V,lovíti,ehizatu
1328,fischen::V,ribáriti,arrantzatu
1329,fischen::V,ribáriti,arrantza egin
1330,fassen::V,zajéti,harrapatu
1331,hüten::V,pásti,begiratu
1332,treiben::V,pogánjati,bultza egin
1333,anbinden::V,privézati,estekatu
1334,füttern::V,kŕmiti,bazkatu
1335,melken::V,mólsti,jetzi
1336,hacken::V,sékati,xehatu
1337,gießen::V,ulíti,isuri
1338,reifen::V,zoréti,heldu
1339,reifen::V,zoréti,zoritu
1340,zubereiten::V,pripráviti,prestatu
1341,kochen::V,kúhati,egosi
1342,backen::V,cvréti,labean egin
1343,braten::V,pêči,erregosi
1344,umrühren::V,preméšati,eragin
1345,stricken::V,plêsti,trikotatu
1346,stricken::V,plêsti,puntu egin
1347,nähen::V,šívati,josi
1348,färben::V,bárvati,tindatu
1349,reinigen::V,očístiti,ikuzi
1350,reinigen::V,očístiti,garbitu
1351,waschen::V,opráti,xahutu
1352,waschen::V,opráti,garbitu
1353,abwischen::V,obrísati,xukatu
1354,spülen::V,splakováti,irakutzi
1355,fegen::V,pométati,erraztatu
1356,kehren::V,mésti,isastu
1357,baden::V,kópati se,bainatu
1358,baden::V,kópati se,bainua hartu
1359,sich waschen::V,umíti se,burua garbitu
1360,ausziehen::V,izvléči,erantzi
1361,anziehen::V,obléči,jantzi
1362,sich anziehen::V,obléči se,jantzi
1363,kämmen::V,česáti,orraztu
1364,schmücken::V,okrasíti,apaindu
1365,sagen::V,dejáti,esan
1366,sprechen::V,govoríti,mintzatu
1367,sprechen::V,govoríti,hitz egin
1368,reden::V,rêči,hitz egin
1369,sich unterhalten::V,razgovárjati se,solastu
1370,sich unterhalten::V,razgovárjati se,solas egin
1371,fragen::V,vprášati,galdetu
1372,bitten::V,prosíti,eskatu
1373,bitten::V,prosíti,galdegin
1374,erzählen::V,práviti,edestu
1375,erzählen::V,práviti,kontatu
1376,mitteilen::V,naznániti,jakinarazi
1377,nennen::V,imenováti,izena eman
1378,rufen::V,klícati,dei egin
1379,prahlen::V,baháti se,harrokerian ibili
1380,prahlen::V,baháti se,ahoberokeriak esan
1381,übersetzen::V,prevêsti,itzuli
1382,denken::V,mísliti,pentsatu
1383,denken::V,mísliti,gogoeta egin
1384,glauben::V,verjéti,sinetsi
1385,bemerken::V,opáziti,ohartu
1386,bemerken::V,opáziti,konturatu
1387,erkennen::V,spoznáti,ezagutu
1388,erkennen::V,spoznáti,antzeman
1389,begreifen::V,pôjmiti,ulertu
1390,verstehen::V,razuméti,aditu
1391,lernen::V,učíti se,ikasi
1392,wissen::V,znáti,jakin
1393,wissen::V,védeti,jakin
1394,sich erinnern an::V,spómniti se,gogoratu
1395,sich erinnern an::V,spómniti se,gogoan izan
1396,vergessen::V,pozábiti,ahaztu
1397,vergessen::V,pozábiti,ahantzi
1398,messen::V,mériti,neurtu
1399,zählen::V,štéti,zenbatu
1400,zählen::V,štéti,kopuratu
1401,rechnen::V,račúnati,kalkulatu
1402,lesen::V,bráti,irakurri
1403,lesen::V,čítati,irakurri
1404,malen::V,slíkati,margotu
1405,zeichnen::V,rísati,marraztu
1406,schreiben::V,písati,idatzi
1407,besitzen::V,iméti,ukan
1408,besitzen::V,iméti,eduki
1409,kaufen::V,kupíti,erosi
1410,verkaufen::V,prodáti,saldu
1411,bezahlen::V,pláčati,ordaindu
1412,zahlen::V,plačeváti,ordaindu
1413,beherrschen::V,obvládati,menpean izan
1414,ertragen::V,prenêsti,jasan
1415,ertragen::V,prenêsti,pairatu
1416,Verstand::N,,adimen
1417,Verstand::N,,ulermen
