,Concept_ID,mhr,fi
60,Leber::N,мокш,maksa
61,Atem::N,шӱ́лыш,henki
62,Atem::N,шӱ́лыш,hengitys
63,Hunger::N,шужыма́ш,nälkä
64,Träne::N,шинчавӱ́д,kyynel
65,Geschmack::N,там,maku
66,Geruch::N,пуш,haju
67,Schlaf::N,о́мо,uni
68,Traum::N,йӱдо́мо,uni
69,Himmel::N,кава́,taivas
70,Sonne::N,ке́че,aurinko
71,Mond::N,ты́лзе,kuu
72,Stern::N,шӱ́дыр,tähti
73,Luft::N,юж,ilma
74,Wind::N,марде́ж,tuuli
75,Welle::N,то́лкын,aalto
76,Wasser::N,вӱд,vesi
77,Stein::N,кӱ,kivi
78,Boden::N,рок,maa
79,Boden::N,рок,maaperä
80,Erde::N,мла́нде,maa
81,Staub::N,пура́к,pöly
82,Rauch::N,шикш,savu
83,Funke::N,сеске́м,kipinä
84,Funke::N,тулйы́п,kipinä
85,Feuer::N,тул,tuli
86,Licht::N,со́то,valo
87,Schatten::N,ӱ́мыл,varjo
88,Wetter::N,иге́че,sää
89,Nebel::N,тӱтыра́,sumu
90,Wolke::N,пыл,pilvi
91,Regen::N,йӱр,sade
92,Schnee::N,лум,lumi
93,Eis::N,ий,jää
94,Frost::N,чатлама́,halla
95,Frost::N,чатлама́,pakkanen
96,Kälte::N,йӱ́штӧ,vilu
97,Kälte::N,йӱ́штӧ,kylmyys
98,Hitze::N,шо́кшо,helle
99,Hitze::N,шо́кшо,kuumuus
100,Raureif::N,пӧрш,huurre
101,Raureif::N,по́кшым,huurre
102,Regenbogen::N,шонанпы́л,sateenkaari
103,Donner::N,кӱ́дырчӧ,jyrinä
104,Strömung::N,йо́гын,virtaus
105,Tropfen::N,чӱча́лтыш,tippa
106,Tropfen::N,чӱча́лтыш,pisara
107,Schaum::N,шоҥ,vaahto
108,Schmutz::N,лавыра́,loka
109,See::N,ер,järvi
110,Sumpf::N,лӱ́кӧ,suo
111,Moor::N,куп,räme
112,Wiese::N,о́лык,niitty
113,Wald::N,чодыра́,metsä
114,Hügel::N,арка́,mäki
115,Hügel::N,арка́,kumpu
116,Hügel::N,арка́,kukkula
117,Anhöhe::N,тӧва́,mäki
118,Anhöhe::N,тӧва́,kumpare
119,Anhöhe::N,кӱкшака́,mäki
120,Anhöhe::N,кӱкшака́,kumpare
121,Berg::N,ку́рык,mäki
122,Berg::N,ку́рык,vuori
123,Gipfel::N,чаҥга́,laki
124,Gipfel::N,чаҥга́,huippu
125,Gipfel::N,курыкву́й,laki
126,Gipfel::N,курыкву́й,huippu
127,Höhle::N,пеще́р,luola
128,Höhle::N,курыкпо́мыш,luola
129,Abhang::N,та́йыл,rinne
130,Quelle::N,важ,lähde
131,Quelle::N,вӱдшинча́,lähde
132,Bach::N,изэҥе́р,puro
133,Fluss::N,эҥе́р,joki
134,Ufer::N,сер,ranta
135,Küste::N,вӱдтӱ́р,rannikko
136,Festland::N,мла́нде,manner
137,Meer::N,те́ҥыз,meri
138,Bucht::N,икса́,lahti
139,Insel::N,отро́,saari
140,Blume::N,пеле́дыш,kukka
141,Gras::N,шу́до,ruoho
142,Wurzel::N,вож,juuri
143,Baum::N,пуше́ҥге,puu
144,Stamm::N,йы́тыр,runko
145,Rinde::N,шӱм,kuori
146,Rinde::N,шӱм,parkki
147,Ast::N,укш,oksa
148,Zweig::N,торма́к,haara
149,Blatt::N,лышта́ш,lehti
150,Birke::N,куэ́,koivu
151,Kiefer[Baum]::N,пӱ́нчӧ,mänty
152,Kiefer[Baum]::N,пӱ́нчӧ,petäjä
153,Weide[Baum]::N,уа́,paju
154,Tanne::N,кож,kuusi
155,Horn::N,шур,sarvi
156,Feder::N,пы́стыл,sulka
157,Feder::N,пы́стыл,höyhen
158,Fell::N,кова́ште,talja
159,Flügel::N,шу́лдыр,siipi
160,Klaue::N,кӱч,kynsi
161,Kralle::N,ла́па,kynsi
162,Kralle::N,копа́,kynsi
163,Schwanz::N,поч,häntä
164,Schwanz::N,поч,pyrstö
165,Ei::N,му́но,muna
166,Nest::N,пыжа́ш,pesä
167,Bau::N,пыжа́ш,pesä
168,Tier::N,я́нлык,eläin
169,Tier::N,живо́тный,eläin
170,Herde::N,кӱ́тӱ,lauma
171,Herde::N,тӱшка́,lauma
172,Kuh::N,ушка́л,lehmä
173,Bulle::N,ӱ́шкыж,sonni
174,Pferd::N,и́мне,hevonen
175,Schaf::N,шо́рык,lammas
176,Schwein::N,сӧсна́,sika
177,Hund::N,пий,koira
178,Katze::N,пы́рыс,kissa
179,Bär::N,маска́,karhu
180,Eichhörnchen::N,ур,orava
181,Elch::N,шо́рдо,hirvi
182,Fuchs::N,ры́выж,kettu
183,Hase::N,мера́ҥ,jänis
184,Maus::N,коля́,hiiri
185,Wolf::N,пи́ре,susi
186,Vogel::N,ка́йык,lintu
187,Schwarm::N,каша́к,parvi
188,Huhn::N,чы́ве,kana
189,Hahn::N,агыта́н,kukko
190,Gans::N,ко́мбо,hanhi
191,Adler::N,карагу́ш,kotka
192,Ente::N,лу́до,ankka
193,Eule::N,тумна́,pöllö
194,Kranich::N,турня́,kurki
195,Krähe::N,кора́к,varis
196,Kuckuck::N,куку́,käki
197,Schwan::N,йӱ́ксӧ,joutsen
198,Fisch::N,кол,kala
199,Barsch::N,ола́ҥге,ahven
200,Hecht::N,нуж,hauki
201,Hecht::N,чорта́н,hauki
202,Schlange[Tier]::N,ки́шке,käärme
203,Wurm::N,шукш,mato
204,Spinne::N,эҥыре́мыш,hämähäkki
205,Ameise::N,ку́тко,muurahainen
206,Laus::N,тий,täi
207,Mücke::N,шыҥа́,sääski
208,Mücke::N,шыҥа́,hyttynen
209,Fliege::N,ка́рме,kärpänen
210,Schmetterling::N,лы́ве,perhonen
211,Beere::N,мӧр,marja
212,Apfel::N,олма́,omena
213,Pilz::N,по́ҥго,sieni
214,Zwiebel::N,шога́н,sipuli
215,Saat::N,нӧ́шмӧ,siemenet
216,Saat::N,туш,siemenet
217,Korn::N,шу́рно,jyvä
218,Korn::N,шу́рно,vilja
219,Heu::N,шу́до,heinä
220,Schale::N,шӱм,kuori
221,Grube::N,выне́м,kuoppa
222,Falle::N,лӧ́дӧ,loukku
223,Schlinge::N,о́птыш,ansa
224,Schlinge::N,шӧрга́лтыш,ansa
225,Spur::N,кыша́,jälki
226,Asche::N,ло́мыж,tuhka
227,Dreck::N,лавыра́,lika
228,Eisen::N,кӱ́ртньӧ,rauta
229,Gold::N,шӧ́ртньӧ,kulta
230,Silber::N,ший,hopea
231,Kohle::N,мландышӱ́й,hiili
232,Glas::N,янда́,lasi
233,Lehm::N,шун,savi
234,Sand::N,ошма́,hiekka
235,Mensch::N,еҥ,ihminen
236,Mensch::N,айде́ме,ihminen
237,Mann::N,пӧръе́ҥ,mies
238,Frau::N,ӱдырама́ш,nainen
239,Kind::N,аза́,lapsi
240,Junge::N,рве́зе,poika
241,Mädchen::N,ӱдыра́ш,tyttö
242,Familie::N,еш,perhe
243,Großvater::N,коча́,isoisä
244,Großmutter::N,кова́,isoäiti
245,Eltern::N,ача́-ава́,vanhemmat
246,Vater::N,ача́,isä
247,Mutter::N,ава́,äiti
248,Sohn::N,э́рге,poika
249,Tochter::N,ӱ́дыр,tytär
250,Bruder::N,иза́,veli
251,Bruder::N,шо́льо,veli
252,Schwester::N,ака́,sisko
253,Onkel::N,иза́,eno
254,Onkel::N,иза́,setä
255,Tante::N,кока́,täti
256,Ehemann::N,мари́й,mies
257,Ehemann::N,мари́й,aviomies
258,Ehefrau::N,ва́те,vaimo
259,Ehefrau::N,ва́те,aviovaimo
260,Freude::N,куа́н,ilo
261,Freude::N,куа́н,riemu
262,Freude::N,куаныма́ш,ilo
263,Freude::N,куаныма́ш,riemu
264,Gelächter::N,во́штылтыш,nauru
265,Glück::N,пиа́л,onni
266,Kummer::N,о́йго,suru
267,Kummer::N,о́йго,murhe
268,Wunsch::N,ку́мыл,toive
269,Wunsch::N,ку́мыл,toivomus
270,Lust::N,ку́мыл,himo
271,Geist::N,ӧрт,henki
272,Geist::N,чон,henki
273,Gedanke::N,ой,aate
274,Gedanke::N,ой,ajatus
275,Gedanke::N,шоныма́ш,aate
276,Gedanke::N,шоныма́ш,ajatus
277,Gedächtnis::N,шарныма́ш,muisti
278,Verstand::N,уш,äly
279,Verstand::N,уш,järki
280,Verstand::N,уш,ymmärrys
281,Sinn::N,смысл,merkitys
282,Grund::N,ама́л,syy
283,Grund::N,ама́л,peruste
284,Wahrheit::N,чын,tosi
285,Wahrheit::N,чын,totuus
286,Gespräch::N,мутланыма́ш,puhelu
287,Gespräch::N,мутланыма́ш,keskustelu
288,Märchen::N,йома́к,satu
289,Erzählung::N,ойлыма́ш,tarina
290,Erzählung::N,ойлыма́ш,kertomus
291,Nachricht::N,увертарыма́ш,tieto
292,Nachricht::N,увертарыма́ш,ilmoitus
293,Neuigkeit::N,уве́р,uutinen
294,Name::N,лӱм,nimi
295,Rätsel::N,ту́што,arvoitus
296,Rede::N,ойлыма́ш,puhe
297,Sprache::N,йы́лме,kieli
298,Stimme::N,йӱк,ääni
299,Wort::N,ой,sana
300,Wort::N,мут,sana
301,Zeichen::N,ти́ште,merkki
302,Zeichen::N,знак,merkki
303,Ruf::N,ӱжма́ш,kutsu
304,Lärm::N,лӱшкыма́ш,melu
305,Lärm::N,лӱшкыма́ш,hälinä
306,Lärm::N,йӱк-йӱа́н,melu
307,Lärm::N,йӱк-йӱа́н,hälinä
308,Laut::N,йӱк,ääni
309,Ton::N,йӱксе́м,sävel
310,Lied::N,му́ро,laulu
311,Ruhe::N,ты́мык,lepo
312,Ruhe::N,ты́мык,rauha
313,Leute::N,еҥ-влак,väki
314,Leute::N,еҥ-влак,ihmiset
315,Volk::N,ка́лык,kansa
316,Arbeit::N,паша́,työ
317,Gast::N,уна́,vieras
318,Geschenk::N,пӧле́к,lahja
319,Spiel::N,мо́дыш,peli
320,Spiel::N,мо́дыш,leikki
321,Spiel::N,модма́ш,peli
322,Spiel::N,модма́ш,leikki
323,Gesellschaft::N,тӱшка́,seura
324,Hilfe::N,по́лыш,apu
325,Freund::N,таҥ,ystävä
326,Freund::N,йолта́ш,ystävä
327,Kamerad::N,таҥ,toveri
328,Angelegenheit::N,паша́,asia
329,Anzahl::N,чот,lukumäärä
330,Art::N,вид,laji
331,Stück::N,ка́тыш,pala
332,Stück::N,ка́тыш,kappale
333,Stück::N,ла́стык,pala
334,Stück::N,ла́стык,kappale
335,Teil::N,ужа́ш,osa
336,Hälfte::N,пел,puoli
337,Hälfte::N,пе́ле,puoli
338,Kreis::N,ты́ртыш,ympyrä
339,Kreuz::N,ыре́с,risti
340,Linie::N,ли́ний,viiva
341,Strich::N,коре́ш,piirto
342,Abstand::N,кокла́,väli
343,Abstand::N,кокла́,väljyys
344,Entfernung::N,тора́,etäisyys
345,Entfernung::N,ку́жыт,etäisyys
346,Gegend::N,кунде́м,seutu
347,Platz::N,ку́мдык,tila
348,Ort::N,вер,kohta
349,Ort::N,вер,paikka
350,Ort::N,о́лмо,kohta
351,Ort::N,о́лмо,paikka
352,Seite::N,ӧ́рдыж,sivu
353,Seite::N,ӧ́рдыж,kylki
354,Mitte::N,покше́л,keskus
355,Mitte::N,покше́л,puoliväli
356,Gegenstand::N,наста́,kalu
357,Gegenstand::N,наста́,esine
358,Sache::N,наста́,asia
359,Rand::N,тӱр,ääri
360,Rand::N,тӱр,syrjä
361,Kante::N,тӱр,särmä
362,Ecke::N,лук,nurkka
363,Spitze::N,вуй,terä
364,Spitze::N,вуй,kärki
365,Ende::N,муча́ш,pää
366,Ende::N,муча́ш,perä
367,Loch::N,рож,kolo
368,Loch::N,рож,reikä
369,Winkel::N,лук,kulma
370,Muster::N,пеза́к,kuvio
371,Muster::N,узо́р,kuvio
372,Muster::N,ӱ́лгӧ,kuvio
373,Größe::N,кӱ́кшыт,koko
374,Größe::N,кӱ́кшыт,suuruus
375,Länge::N,ку́тыш,pituus
376,Höhe::N,кӱ́кшыт,korkeus
377,Gewicht::N,не́лыт,paino
378,Menge::N,чот,määrä
379,Haufen::N,кы́шыл,kasa
380,Reihe::N,рада́м,rivi
381,Boot::N,пуш,vene
382,Ruder::N,эшка́к,airo
383,Schlitten::N,тер,reki
384,Schlitten::N,тер,kelkka
385,Schlitten::N,изде́р,reki
386,Schlitten::N,изде́р,kelkka
387,Ski::N,е́че,suksi
388,Lagerfeuer::N,туло́то,nuotio
389,Last::N,нӧ́лтыш,kuorma
390,Gang::N,ошкылма́ш,kulku
391,Gang::N,ошкылма́ш,käynti
392,Schritt::N,о́шкыл,askel
393,Norden::N,йӱдйыма́л,pohjoinen
394,Süden::N,кечывалве́л,etelä
395,Westen::N,касве́л,länsi
396,Osten::N,эрве́л,itä
397,Holz::N,пу,puu
398,Brett::N,оҥа́,lauta
399,Platte::N,аста́р,levy
400,Stütze::N,чара́к,noja
401,Stange::N,лома́ш,tanko
402,Stock::N,тоя́,keppi
403,Stab::N,вара́,sauva
404,Stab::N,вара́,seiväs
405,Stab::N,кашта́,sauva
406,Stab::N,кашта́,seiväs
407,Rohr::N,пуч,putki
408,Haus::N,пӧрт,talo
409,Heim::N,мӧ́ҥгӧ,koti
410,Ofen::N,комака́,uuni
411,Fußboden::N,кӱва́р,lattia
412,Tisch::N,ӱсте́л,pöytä
413,Stuhl::N,пӱке́н,tuoli
414,Wiege::N,шепка́,kehto
415,Bett::N,ва́кшыш,sänky
416,Regal::N,шӧ́рлык,hylly
417,Kiste::N,шо́ндык,arkku
418,Kiste::N,шо́ндык,kirstu
419,Kiste::N,шо́ндык,laatikko
420,Kiste::N,я́шлык,arkku
421,Kiste::N,я́шлык,kirstu
422,Kiste::N,я́шлык,laatikko
423,Fenster::N,окна́,ikkuna
424,Tür::N,омса́,ovi
425,Tor::N,капка́,portti
426,Zaun::N,сава́р,aita
427,Dach::N,леве́дыш,katto
428,Leiter::N,тошка́лтыш,tikkaat
429,Leiter::N,тошка́лтыш,tikapuut
430,Besen::N,ӱштерво́штыр,luuta
431,Spaten::N,ко́льмо,lapio
432,Schaufel::N,сово́к,lapio
433,Schaufel::N,су́ско,lapio
434,Gabel::N,ви́лке,haarukka
435,Löffel::N,па́не,lusikka
436,Löffel::N,совла́,lusikka
437,Messer::N,кӱ́зӧ,veitsi
438,Nagel::N,пуда́,naula
439,Netz::N,вапш,verkko
440,Haken::N,са́гыле,haka
441,Haken::N,са́гыле,koukku
442,Griff::N,кыл,ripa
443,Griff::N,кыл,kahva
444,Schloss::N,кӧгӧ́н,lukko
445,Bild::N,сӱре́т,kuva
446,Figur::N,фигу́р,kuvio
447,Puppe::N,курча́к,nukke
448,Beutel::N,меша́к,pussi
449,Bündel::N,арша́ш,nippu
450,Bündel::N,арша́ш,kimppu
451,Tasche::N,сумка́,laukku
452,Eimer::N,ведра́,sanko
453,Eimer::N,ведра́,ämpäri
454,Deckel::N,ко́мдыш,kansi
455,Geschirr::N,а́те,astia
456,Sack::N,куль,säkki
457,Sack::N,меша́к,säkki
458,Tasse::N,чу́кыр,kuppi
459,Tasse::N,чашка́,kuppi
460,Topf::N,ми́ске,pata
461,Kessel::N,под,kattila
462,Essen::N,ко́чкыш,syönti
463,Nahrung::N,ку́рго,ruoka
464,Nahrung::N,ку́рго,ravinto
465,Speise::N,ко́чкыш,ruoka
466,Fleisch::N,шыл,liha
467,Getreide::N,шу́рно,vilja
468,Brei::N,пу́чымыш,puuro
469,Brot::N,ки́нде,leipä
470,Scheibe::N,ка́тыш,viipale
471,Fett::N,коя́,rasva
472,Butter::N,ӱй,voi
473,Öl::N,ӱй,öljy
474,Salz::N,шинча́л,suola
475,Suppe::N,шӱр,keitto
476,Honig::N,мӱй,hunaja
477,Milch::N,шӧр,maito
478,Tee::N,чай,tee
479,Leder::N,сура́н,nahka
480,Leder::N,шӱ́штӧ,nahka
481,Wolle::N,пун,villa
482,Stoff::N,куэ́м,kangas
483,Stoff::N,посто́,kangas
484,Nadel::N,и́ме,neula
485,Faden::N,шӱ́ртӧ,lanka
486,Knopf::N,по́лдыш,nappi
487,Knoten::N,пышке́м,solmu
488,Farbe::N,чия́,maali
489,Kleidung::N,чие́м,vaatteet
490,Kleidung::N,вурге́м,vaatteet
491,Hemd::N,ту́выр,paita
492,Kragen::N,сога́,kaulus
493,Ärmel::N,шокш,hiha
494,Hose::N,йола́ш,housut
495,Gürtel::N,ӱ́штӧ,vyö
496,Mütze::N,упш,lakki
497,Schuh::N,боти́нке,kenkä
498,Stiefel::N,кем,saapas
499,Ring::N,шерга́ш,sormus
500,Band::N,тасма́,nauha
501,Band::N,ле́нте,nauha
502,Kamm::N,шерге́,kampa
503,Spiegel::N,вошто́нчыш,peili
504,Riemen::N,кӱзанӱ́штӧ,hihna
505,Schnur::N,кере́м,naru
506,Schnur::N,кере́м,nuora
507,Schnur::N,кандыра́,naru
508,Schnur::N,кандыра́,nuora
509,Leine::N,вӱра́ҥ,talutushihna
510,Decke::N,леве́дыш,peite
511,Decke::N,одея́л,peite
512,Kissen::N,кӱ́пчык,tyyny
513,Kissen::N,кӱ́пчык,pielus
514,Tuch::N,шо́выч,huivi
515,Handtuch::N,со́лык,pyyheliina
516,Kraft::N,вий,väki
517,Kraft::N,вий,voima
518,Kraft::N,куа́т,väki
519,Kraft::N,куа́т,voima
520,Stärke::N,куа́т,vahvuus
521,Stärke::N,карма́н,vahvuus
522,Gesundheit::N,таза́лык,terveys
523,Krankheit::N,чер,tauti
524,Krankheit::N,чер,sairaus
525,Schmerz::N,ко́рштыш,kipu
526,Schmerz::N,ко́рштыш,särky
527,Wunde::N,су́сыр,haava
528,Fieber::N,йӱштыму́ж,kuume
529,Fieber::N,лихора́дке,kuume
530,Arznei::N,эм,lääke
531,Brücke::N,кӱва́р,silta
532,Brunnen::N,вӱдвыне́м,kaivo
533,Weide::N,нурше́р,laidun
534,Pfad::N,йолго́рно,polku
535,Pfad::N,сокма́к,polku
536,Weg::N,ко́рно,tie
537,Straße::N,ко́рно,katu
538,Dorf::N,ял,kylä
539,Stadt::N,ола́,kaupunki
540,Brief::N,се́рыш,kirje
541,Buch::N,книга́,kirja
542,Buchstabe::N,буква́,kirjain
543,Zeitung::N,газе́т,lehti
544,Zeitung::N,газе́т,sanomalehti
545,Leben::N,и́лыш,elo
546,Leben::N,и́лыш,elämä
547,Tod::N,колыма́ш,kuolema
548,Grab::N,шӱга́р,hauta
549,Kirche::N,че́рке,kirkko
550,Sünde::N,су́лык,synti
551,Gott::N,ю́мо,jumala
552,Arbeiter::N,паша́зе,työläinen
553,Chef::N,тӧра́,päällikkö
554,Meister::N,маста́р,mestari
555,Arzt::N,врач,lääkäri
556,Lehrer::N,ту́ныктышо,opettaja
557,Geld::N,окса́,raha
558,Geschäft::N,сатулыма́ш,liike
559,Laden::N,ке́выт,puoti
560,Laden::N,ке́выт,kauppa
561,Preis::N,ак,hinta
562,Ware::N,сату́,tavara
563,Nutzen::N,пайда́,hyöty
564,Reichtum::N,поя́нлык,rikkaus
565,Welt::N,тӱня́,maailma
566,Land::N,эл,maa
567,Staat::N,кугыжа́ныш,valtio
568,König::N,кугыжа́,kuningas
569,Macht::N,власть,mahti
570,Grenze::N,грани́ца,raja
571,Krieg::N,сар,sota
572,Feind::N,тушма́н,vihollinen
573,Gewalt::N,виешлыма́ш,väkivalta
574,Kampf::N,кредалма́ш,taistelu
575,Bogen[Waffe]::N,юҥе́ж,jousi
576,Pfeil::N,пикш,nuoli
577,Gewehr::N,пыча́л,kivääri
578,Fehler::N,йо́ҥылыш,vika
579,Fehler::N,йо́ҥылыш,virhe
580,Lüge::N,шоя́к,valhe
581,Schaden::N,зия́н,vaurio
582,Schaden::N,зия́н,vahinko
583,Unglück::N,эҥге́к,vahinko
584,Unglück::N,эҥге́к,onnettomuus
585,Schuld::N,тита́к,syy
586,Schuld::N,йола́,syy
587,Alter::N,ийго́т,ikä
588,Schluss::N,муча́ш,loppu
589,Zeit::N,жап,aika
590,Zeit::N,па́гыт,aika
591,Tag::N,ке́че,päivä
592,Morgen::N,эр,aamu
593,Morgen::N,эр,huomen
594,Mittag::N,кечыва́л,keskipäivä
595,Abend::N,кас,ilta
596,Nacht::N,йӱд,yö
597,Woche::N,арня́,viikko
598,Monat::N,ты́лзе,kuukausi
599,Jahr::N,ий,vuosi
600,Frühling::N,шо́шо,kevät
601,Sommer::N,кеҥе́ж,kesä
602,Herbst::N,шы́же,syksy
603,Winter::N,те́ле,talvi
604,Januar::N,шоркыйол,tammikuu
605,Januar::N,идалыкву́й,tammikuu
606,Januar::N,янва́рь,tammikuu
607,Februar::N,пургыж,helmikuu
608,Februar::N,февра́ль,helmikuu
609,März::N,ӱярня,maaliskuu
610,März::N,март,maaliskuu
611,April::N,апре́ль,huhtikuu
612,Mai::N,ага,toukokuu
613,Mai::N,май,toukokuu
614,Juni::N,пеледыш,kesäkuu
615,Juni::N,ию́нь,kesäkuu
616,Juli::N,сӱрем,heinäkuu
617,Juli::N,ию́ль,heinäkuu
618,August::N,сорла,elokuu
619,August::N,агарма́н,elokuu
620,August::N,а́вгуст,elokuu
621,September::N,идым,syyskuu
622,September::N,сентя́брь,syyskuu
623,Oktober::N,шыжа,lokakuu
624,Oktober::N,октя́брь,lokakuu
625,November::N,кылме тылзе,marraskuu
626,November::N,ноя́брь,marraskuu
627,Dezember::N,дека́брь,joulukuu
628,Montag::N,шо́чмо,maanantai
629,Dienstag::N,ку́шкыжмо,tiistai
630,Mittwoch::N,вӱрге́че,keskiviikko
631,Donnerstag::N,изарня́,torstai
632,Freitag::N,кугарня́,perjantai
633,Samstag::N,шуматке́че,lauantai
634,Sonntag::N,рушарня́,sunnuntai
635,groß::A,кугу́,iso
636,groß::A,кугу́,suuri
637,klein::A,изи́,pieni
638,lang::A,кужу́,pitkä
639,kurz::A,кӱ́чык,lyhyt
640,breit::A,кумда́,leveä
641,schmal::A,а́ҥысыр,kapea
642,dicht::A,ну́гыдо,taaja
643,dick[Gegenstand]::A,кӱ́жгӧ,paksu
644,dünn::A,ви́чкыж,ohut
645,fein::A,ты́гыде,hieno
646,fest::A,чо́ткыдо,luja
647,flach::A,лапка́,litteä
648,flach::A,лапка́,tasainen
649,glatt::A,яклака́,sileä
650,glatt::A,яклака́,siloinen
651,hart::A,пе́ҥгыде,kova
652,weich::A,пу́шкыдо,pehmeä
653,rund::A,йырге́шке,pyöreä
654,spitz::A,коша́р,terävä
655,scharf::A,пӱ́сӧ,terävä
656,stumpf::A,токма́к,tylsä
657,schwer::A,не́ле,raskas
658,schwer::A,не́ле,painava
659,schön::A,сы́лне,kaunis
660,heiß::A,шо́кшо,kuuma
661,warm::A,ле́ве,lämmin
662,kalt::A,йӱ́штӧ,kylmä
663,kalt::A,йӱ́штӧ,viluinen
664,kühl::A,юа́лге,viileä
665,kühl::A,южгата́,viileä
666,frisch::A,свежа́,tuore
667,feucht::A,вӱ́дыжгӧ,kostea
668,nass::A,нӧ́рӧ,märkä
669,trocken::A,ку́кшо,kuiva
670,voll::A,тич,täysi
671,leer::A,яра́,tyhjä
672,offen::A,виш,avonainen
673,geschlossen::A,пе́тырыме,suljettu
674,geschlossen::A,тӱ́чмӧ,suljettu
675,sauber::A,ару́,puhdas
676,sauber::A,янда́р,puhdas
677,schmutzig::A,лавыра́н,likainen
678,schmutzig::A,ла́выргыше,likainen
679,roh::A,кӱ́чымӧ,raaka
680,reif::A,лӧза́,kypsä
681,lecker::A,ту́тло,herkullinen
682,süß::A,ше́ре,makea
683,bitter::A,ко́чо,karvas
684,bitter::A,ко́чо,kitkerä
685,sauer::A,шо́по,hapan
686,hell::A,во́лгыдо,kirkas
687,hell::A,во́лгыдо,valoisa
688,dunkel::A,пычке́мыш,pimeä
689,schwarz::A,шола́,musta
690,weiß::A,ош,valkea
691,rot::A,йошка́р,punainen
692,gelb::A,сар,keltainen
693,blau::A,ка́нде,sininen
694,grün::A,ужа́р,vihreä
695,grau::A,сур,harmaa
696,bunt::A,олача́,kirjava
697,billig::A,шу́лдо,halpa
698,billig::A,шу́лдо,huokea
699,teuer::A,ше́рге,kallis
700,wertvoll::A,шергака́н,arvokas
701,blind::A,со́кыр,sokea
702,taub::A,соҥгыра́,kuuro
703,kräftig::A,куа́тле,väkevä
704,kräftig::A,куа́тле,voimakas
705,stark::A,вия́н,vahva
706,schwach::A,а́лдыме,heikko
707,fett::A,коя́,lihava
708,schlank::A,йоштката́,hoikka
709,schlank::A,йоштката́,solakka
710,schlank::A,яжу́,hoikka
711,schlank::A,яжу́,solakka
712,hübsch::A,чеве́р,soma
713,hübsch::A,чеве́р,sievä
714,böse::A,шы́де,paha
715,böse::A,шы́де,häijy
716,dumm::A,аҥыра́,tyhmä
717,dumm::A,аҥыра́,typerä
718,faul::A,його,laiska
719,fleißig::A,ты́ршыше,ahkera
720,geizig::A,чаҥга́,saita
721,klug::A,уша́н,älykäs
722,geschickt::A,уста́,taitava
723,lieb::A,ала́л,rakas
724,lustig::A,весела́,hauska
725,lustig::A,весела́,iloinen
726,sanft::A,ны́жылге,lauha
727,sanft::A,ны́жылге,lempeä
728,hungrig::A,шу́жышо,nälkäinen
729,krank::A,че́рле,sairas
730,nackt::A,чарама́т,alaston
731,traurig::A,ойга́н,surullinen
732,traurig::A,ойга́н,murheellinen
733,lebendig::A,и́лыше,elävä
734,gut::A,сай,hyvä
735,schlecht::A,уда́,paha
736,schlecht::A,уда́,huono
