,Concept_ID,ja,ca
864,heulen::V,きゃんきゃん鳴く,udolar
865,blasen::V,吹く,bufar
866,pfeifen::V,口笛を吹く,xiular
867,schreien::V,叫ぶ,cridar
868,stöhnen::V,うめく,gemegar
869,zittern::V,震える,tremolar
870,leben::V,生きている,vīure
871,geboren werden::V,生まれる,néixer
872,atmen::V,呼吸する,respirar
873,trinken::V,飲む,beure
874,essen::V,食べる,menjar
875,schlucken::V,飲み込む,empassar-se
876,müde werden::V,眠くなる,cansar-se
877,einschlafen::V,寝付く,adormir-se
878,schlafen::V,眠る,dormir
879,aufwachen::V,目が覚める,despertar-se
880,aufstehen::V,起きる,llevar-se
881,sich erholen::V,休養する,descansar
882,krank werden::V,病気になる,posar-se malalt
883,krank sein::V,病気である,estar malalt
884,schmerzen::V,痛む,doldre
885,husten::V,咳をする,tossir
886,genesen::V,元気になる,recuperar-se
887,sterben::V,死ぬ,morir
888,sterben::V,亡くなる,morir
889,umkommen::V,死亡する,perir
890,sich bewegen::V,移動する,moure's
891,sich rühren::V,動く,moure's
892,sich erheben::V,立ち上がる,aixecar-se
893,sich setzen::V,座る,asseure's
894,hinfallen::V,転ぶ,caure's
895,laufen::V,歩く,caminar
896,schreiten::V,跨ぐ,procedir
897,spazierengehen::V,散歩する,passejar
898,eilen::V,急ぐ,anar corrent
899,sich beeilen::V,焦る,afanyar-se
900,sausen::V,疾駆する,córrer
901,rennen::V,走る,córrer
902,springen::V,跳ぶ,saltar
903,klettern::V,よじ登る,escalar
904,schaukeln::V,ぶらんこに乗る,gronxar-se
905,schaukeln::V,ぶらんこに乗る,balancejar-se
906,kriechen::V,這う,reptar
907,kriechen::V,這う,arrossegar-se
908,schwimmen::V,泳ぐ,nadar
909,tauchen::V,潜る,bussejar
910,tauchen::V,潜る,submergir-se
911,rudern::V,漕ぐ,remar
912,fahren::V,行く,anar
913,fahren::V,乗車する,anar
914,fliegen::V,飛ぶ,volar
915,gehen::V,行く,caminar
916,weggehen::V,立ち去る,anar-se'n
917,abfahren::V,出発する,partir
918,anhalten::V,止まる,aturar-se
919,hineingehen::V,入る,entrar
920,eintreten::V,中に入る,entrar
921,kommen::V,来る,venir
922,ankommen::V,着く,arribar
923,ankommen::V,到着する,arribar
924,zurückkommen::V,帰る,tornar
925,bleiben::V,留まる,quedar-se
926,warten::V,待つ,esperar
927,erwarten::V,期待する,esperar
928,suchen::V,探る,buscar
929,finden::V,見つける,trobar
930,versuchen::V,試す,intentar
931,vorbereiten::V,準備する,preparar
932,lieben::V,愛する,estimar
933,mögen::V,好きである,agradar a
934,lachen::V,笑う,riure
935,rühren::V,感情を動かす,commoure
936,rühren::V,感情を動かす,emocionar
937,weinen::V,泣く,plorar
938,schimpfen::V,叱る,renyar
939,sich ärgern::V,怒る,enfadar-se
940,sich ärgern::V,腹を立てる,enfadar-se
941,sich fürchten::V,怖がる,tenir por
942,fürchten::V,恐れる,témer
943,fliehen::V,逃げる,fugir
944,flüchten::V,逃亡する,refugiar-se
945,sehen::V,見る,veure
946,anschauen::V,眺める,mirar
947,ansehen::V,見る,mirar
948,hören::V,聞く,oir
949,zuhören::V,聴く,escoltar
950,probieren::V,食べてみる,provar
951,riechen::V,気取る,olorar
952,fühlen::V,感じる,sentīr
953,scheinen::V,ように見える,semblar
954,zu sehen sein::V,見える,poder-se veure
955,vernehmen::V,承る,percebre
956,frieren::V,寒気がする,tenir fred
957,tun::V,する,fer
958,können::V,出来る,poder
959,wollen::V,-たい,voler
960,anfangen::V,始める,iniciar
961,beenden::V,終える,acabar
962,aufhören::V,止める,deixar
963,gelingen::V,成功する,sortir bé
964,geraten::V,当たる,sortir
965,öffnen::V,開く,obrir
966,öffnen::V,開ける,obrir
967,schließen::V,閉める,tancar
968,stellen::V,置く,posar
969,stellen::V,置く,col·locar
970,stellen::V,据える,posar
971,stellen::V,据える,col·locar
972,setzen::V,座らせる,assentar
973,legen::V,置く,posar
974,berühren::V,触る,tocar
975,berühren::V,触れる,tocar
976,verbinden::V,結びつける,unir
977,verbinden::V,結びつける,connectar
978,bedecken::V,覆う,tapar
979,bedecken::V,覆う,cobrir
980,aufhängen::V,掛ける,penjar
981,anzünden::V,燃やす,encendre
982,anzünden::V,火をつける,encendre
983,aufheben::V,拾う,aixecar
984,zurücklassen::V,残す,deixar
985,verlieren::V,無くす,pērdre
986,fallen lassen::V,落とす,deixar caure
987,machen::V,作る,fer
988,herstellen::V,製造する,producir
989,bauen::V,建設する,construir
990,reparieren::V,直す,reparar
991,reparieren::V,修理する,reparar
992,verbessern::V,改良する,millorar
993,ändern::V,変える,canviar
994,graben::V,掘る,cavar
995,beugen::V,折る,doblegar
996,biegen::V,曲げる,corbar
997,biegen::V,曲げる,arquejar
998,drehen::V,回す,girar
999,wenden::V,裏返す,girar
1000,umdrehen::V,裏返す,voltar
1001,heben::V,挙げる,pujar
1002,heben::V,挙げる,aixecar
1003,hochheben::V,持ち上げる,aixecar
1004,ergreifen::V,取り上げる,agafar
1005,halten::V,持つ,mantenir
1006,drücken::V,押す,prémer
1007,drücken::V,押す,estrènyer
1008,schieben::V,ずらす,empènyer
1009,kratzen::V,引っ掻く,raspar
1010,lecken::V,なめる,llepar
1011,beißen::V,噛む,mossegar
1012,abreißen::V,剝ぎ取る,arrencar
1013,abschneiden::V,切り取る,tallar
1014,binden::V,縛る,lligar
1015,stecken::V,差し込む,ficar
1016,brechen::V,破る,trencar
1017,klopfen::V,とんとん叩く,trucar
1018,hauen::V,叩く,picar
1019,hauen::V,叩く,colpejar
1020,kleben::V,貼る,enganxar
1021,kleben::V,くっ付ける,enganxar
1022,reiben::V,擦る,fregar
1023,streichen::V,塗る,untar
1024,schleifen::V,研ぐ,afilar
1025,schleifen::V,研ぐ,esmolar
1026,schneiden::V,切る,tallar
1027,rütteln::V,揺さぶる,sacsejar
1028,schütteln::V,振る,agitar
1029,schütteln::V,振る,sacsejar
1030,schütteln::V,揺さぶる,agitar
1031,schütteln::V,揺さぶる,sacsejar
1032,schwenken::V,振る,agitar
1033,schütten::V,注ぐ,abocar
1034,füllen::V,いっぱいにする,omplir
1035,einwickeln::V,包む,embolicar
1036,tragen::V,運ぶ,dur
1037,tragen::V,運ぶ,portar
1038,schleppen::V,引きずる,arrossegar
1039,ziehen::V,引く,tirar
1040,ziehen::V,引く,estirar
1041,aufbewahren::V,預かる,conservar
1042,werfen::V,投げる,llançar
1043,fangen::V,受ける,agafar
1044,fangen::V,受ける,atrapar
1045,packen::V,掴む,engrapar
1046,verstecken::V,隠す,amagar
1047,teilen::V,分ける,dividir
1048,schicken::V,送る,enviar
1049,bringen::V,持って行く,portar
1050,hinzufügen::V,加える,afegir
1051,bekommen::V,得る,obtenir
1052,erhalten::V,受ける,rebre
1053,nehmen::V,取る,prendre
1054,wählen::V,選ぶ,triar
1055,wählen::V,選ぶ,elegir
1056,auswählen::V,選ぶ,escollir
1057,auswählen::V,選ぶ,seleccionar
1058,bewahren::V,保存する,conservar
1059,behindern::V,妨害する,impedir
1060,behindern::V,妨害する,obstaculitzar
1061,verderben::V,台無しにする,espatllar
1062,beschädigen::V,損傷する,danyar
1063,beschädigen::V,損傷する,destrossar
1064,zerbrechen::V,割る,trencar
1065,zerreißen::V,引き裂く,estripar
1066,zerstören::V,破壊する,destruir
1067,verbrennen::V,焼く,cremar
1068,geben::V,上げる,donar
1069,reichen::V,渡す,passar
1070,schenken::V,贈る,regalar
1071,versprechen::V,約束する,prometre
1072,wünschen::V,望む,desitjar
1073,loben::V,褒める,elogiar
1074,küssen::V,キスする,fer un petó a
1075,wiegen::V,揺する,bressolar
1076,zudecken::V,覆う,tapar
1077,zudecken::V,覆う,cobrir
1078,wecken::V,起こす,despertar
1079,zeigen::V,見せる,mostrar
1080,zeigen::V,見せる,ensenyar
1081,führen::V,案内する,guiar
1082,führen::V,案内する,conduir
1083,lehren::V,教える,ensenyar
1084,unterrichten::V,通知する,ensenyar
1085,aufziehen::V,育てる,criar
1086,leiten::V,導く,dirigir
1087,antreiben::V,励ます,impel·lir
1088,lassen::V,～させる,fer
1089,einladen::V,誘う,invitar
1090,einladen::V,誘う,convidar
1091,einladen::V,招待する,invitar
1092,einladen::V,招待する,convidar
1093,vereinigen::V,一つにする,unir
1094,besuchen::V,訪ねる,visitar
1095,besuchen::V,訪ねる,anar a veure
1096,treffen::V,出会う,trobar
1097,sich versammeln::V,集まる,reunir-se
1098,spielen::V,遊ぶ,jugar
1099,singen::V,歌う,cantār
1100,tanzen::V,踊る,ballar
1101,sich trennen::V,別れる,separar-se
1102,verlassen::V,別れる,deixar
1103,verlassen::V,別れる,abandonar
1104,retten::V,救う,salvar
1105,retten::V,助ける,salvar
1106,bewachen::V,見張る,vigilar
1107,bewachen::V,軽微する,vigilar
1108,schützen::V,保護する,protegir
1109,verteidigen::V,守る,defensar
1110,sich schlagen::V,殴る,barallar-se
1111,schießen::V,撃つ,tirar
1112,schießen::V,撃つ,disparar
1113,siegen::V,勝つ,vèncer
1114,ärgern::V,怒らせる,enfadar
1115,schlagen::V,殴る,pegar
1116,schlagen::V,殴る,colpejar
1117,treten::V,蹴る,donar un cop de peu a
1118,stechen::V,突く,punxar
1119,stechen::V,突く,apunyalar
1120,stoßen::V,突く,empènyer
1121,stehlen::V,盗る,robar
1122,stören::V,構う,molestar
1123,belästigen::V,邪魔する,importunar
1124,verbergen::V,隠す,amagar
1125,verbergen::V,隠す,ocultar
1126,täuschen::V,だます,enganyar
1127,betrügen::V,だます,estafar
1128,töten::V,殺す,matar
1129,wohnen::V,住む,vīure
1130,wohnen::V,住む,habitar
1131,arbeiten::V,働く,treballar
1132,sammeln::V,集める,col·leccionar
1133,sammeln::V,収集する,col·leccionar
1134,pflücken::V,摘む,collir
1135,jagen::V,狩りをする,caçar
1136,fischen::V,釣る,pescar
1137,fassen::V,捕る,atrapar
1138,hüten::V,放牧する,pasturar
1139,treiben::V,追う,arriar
1140,anbinden::V,繋ぐ,lligar
1141,füttern::V,餌をやる,donar menjar a
1142,melken::V,搾乳する,munyir
1143,hacken::V,刻む,picar
1144,hacken::V,刻む,tallar
1145,gießen::V,水をやる,regar
1146,reifen::V,熟す,madurar
1147,zubereiten::V,調理する,preparar
1148,kochen::V,煮る,coure
1149,backen::V,焼く,coure al forn
1150,braten::V,焼く,rostir
1151,braten::V,炒める,rostir
1152,umrühren::V,混ぜる,remenar
1153,stricken::V,編む,tricotar
1154,stricken::V,編む,fer punt de mitja
1155,nähen::V,縫う,cosir
1156,färben::V,染める,tenyir
1157,reinigen::V,掃除する,netejar
1158,waschen::V,洗う,rentār
1159,waschen::V,洗濯する,rentār
1160,abwischen::V,拭く,eixugar
1161,spülen::V,洗う,esbandir
1162,spülen::V,すすぐ,esbandir
1163,fegen::V,掃除する,escombrar
1164,kehren::V,掃く,escombrar
1165,baden::V,入浴する,banyar-se
1166,sich waschen::V,洗う,rentār-se
1167,ausziehen::V,脱ぐ,treure's
1168,anziehen::V,着る,posar-se
1169,sich anziehen::V,着る,vestir-se
1170,kämmen::V,梳く,pentinar
1171,schmücken::V,飾る,adornar
1172,sagen::V,言う,dir
1173,sprechen::V,話す,parlar
1174,reden::V,話す,parlar
1175,sich unterhalten::V,話をする,conversar
1176,fragen::V,聞く,preguntar
1177,bitten::V,頼む,demanar
1178,bitten::V,お願いする,demanar
1179,erzählen::V,物語る,contar
1180,erzählen::V,物語る,explicar
1181,mitteilen::V,伝える,comunicar
1182,nennen::V,名づける,nomenar
1183,rufen::V,呼ぶ,cridar
1184,prahlen::V,自慢する,lloar-se
1185,prahlen::V,自慢する,jactar-se
1186,übersetzen::V,訳す,traduir
1187,denken::V,考える,pensar
1188,glauben::V,信じる,creure
1189,bemerken::V,気が付く,notar
1190,erkennen::V,認識する,reconèixer
1191,begreifen::V,分かる,comprendre
1192,verstehen::V,聞き取る,entendre
1193,lernen::V,学ぶ,aprendre
1194,lernen::V,勉強する,aprendre
1195,wissen::V,知っている,saber
1196,sich erinnern an::V,思い出す,recordar
1197,vergessen::V,忘れる,oblidar
1198,messen::V,計る,mesurar
1199,messen::V,測定する,mesurar
1200,zählen::V,数える,comptar
1201,rechnen::V,計算する,calcular
1202,lesen::V,読む,llegir
1203,malen::V,描く,pintar
1204,zeichnen::V,写生する,dibuixar
1205,schreiben::V,書く,escrīure
1206,besitzen::V,所持する,posseir
1207,kaufen::V,買う,comprar
1208,verkaufen::V,売る,vendre
1209,bezahlen::V,払う,pagar
1210,zahlen::V,支払う,pagar per
1211,beherrschen::V,支配する,dominar
1212,ertragen::V,耐える,aguantar
