,Concept_ID,tr,ku
820,zurück::ADV,geriye,paşvê
821,unten::ADV,aşağıda,jêrî
822,hinab::ADV,aşağıya,berjêr
823,oben::ADV,yukarıda,banî
824,hinauf::ADV,yukarı,banî
825,hinauf::ADV,yukarıya,banî
826,überall::ADV,her yerde,li her derê
827,nicht::ADV,-mi-,ne
828,nicht::ADV,-mi-,nîn
829,nicht::ADV,-mi-,tine
830,nicht::ADV,değil,ne
831,nicht::ADV,değil,nîn
832,nicht::ADV,değil,tine
833,ein wenig::ADV,biraz,hebkî
834,kaum::ADV,dar,tema
835,kaum::ADV,dar,himangi
836,kaum::ADV,hemen hemen değil,tema
837,kaum::ADV,hemen hemen değil,himangi
838,sehr::ADV,pek,gelek
839,sehr::ADV,gayet,gelek
840,so::ADV,öyle,weha
841,so::ADV,böyle,weha
842,noch::ADV,hâlâ,hêj
843,noch::ADV,hâlâ,dîsa
844,noch::ADV,henüz,hêj
845,noch::ADV,henüz,dîsa
846,nur::ADV,ancak,tenê
847,nur::ADV,ancak,bes
848,nur::ADV,yalnız,tenê
849,nur::ADV,yalnız,bes
850,schon::ADV,çoktan,hew
851,wieder::ADV,tekrar,jar din
852,wieder::ADV,tekrar,dîsa
853,wieder::ADV,yeniden,jar din
854,wieder::ADV,yeniden,dîsa
855,vergebens::ADV,boşuna,deya çun
856,vergebens::ADV,boşuna,îfleh bûn
857,vor::PRP,önünde,li ber
858,hinter::PRP,arkasında,li pişt
859,unter::PRP,altında,li bin
860,durch::PRP,sayesinde,kura
861,durch::PRP,ortasından,kura
862,neben::PRP,yanında,li ba
863,zwischen::PRP,arasında,nabeyne
864,zwischen::PRP,arasında,di nav...da
865,wegen::PRP,dolayı,ji bo
866,wegen::PRP,dolayı,ji ber
867,dies::PRN,bu,ev
868,das::PRN,o,ev
869,das::PRN,şu,ev
870,alles::PRN,hepsi,hemû
871,alles::PRN,her şey,hemû
872,ich::PRN,ben,ez
873,du::PRN,sen,tu
874,er::PRN,o,wî
875,wir::PRN,biz,êm
876,ihr::PRN,siz,hûn
877,sie::PRN,onlar,we
878,was::FPRN,ne,çi
879,wer::FPRN,kim,ki
880,wo::FADV,nerede,li ku dere
881,wohin::FADV,nereye,li ku dere
882,wie::FADV,nasıl,çawa
883,warum::FADV,neden,çima
884,wieviel::FNUM,kaç,çend
885,wieviel::FNUM,ne kadar,çend
886,eins::NUM,bir,yek
887,zwei::NUM,iki,didu
888,drei::NUM,üç,sisê
889,vier::NUM,dört,çar
890,fünf::NUM,beş,penç
891,sechs::NUM,altı,şeş
892,sieben::NUM,yedi,heft
893,acht::NUM,sekiz,heşt
894,neun::NUM,dokuz,neh
895,zehn::NUM,on,deh
896,elf::NUM,on bir,yazdeh
897,zwölf::NUM,on iki,diwazdeh
898,zwanzig::NUM,yirmi,bîst
899,dreißig::NUM,otuz,sih
900,vierzig::NUM,kırk,çil
901,fünfzig::NUM,elli,pençi
902,sechzig::NUM,altmış,şêst
903,siebzig::NUM,yetmiş,heftê
904,achtzig::NUM,seksen,heştê
905,neunzig::NUM,doksan,nod
906,hundert::NUM,yüz,sêd
907,tausend::NUM,bin,hezar
908,und::CNJ,ve,û
909,und::CNJ,ile,û
910,oder::CNJ,ya,an
911,oder::CNJ,ya,yan
912,oder::CNJ,yahut,an
913,oder::CNJ,yahut,yan
914,stehen::V,durmak,sekinîn
915,sitzen::V,oturmak,rûniştin
916,liegen::V,yatmak,paldan
917,hängen::V,asılı olmak,darve kirin
918,werden::V,olmak,bûn
919,werden::V,olunmak,bûn
920,passieren::V,olmak,hatin holê
921,passieren::V,olmak,hatin serê kesî
922,beginnen::V,başlamak,li dest pêkirin
923,enden::V,bitmek,xalas bû
924,enden::V,sona ermek,xalas bû
925,wechseln::V,değişmek,guherandin
926,wechseln::V,değişmek,dêgiş kirin
927,aufgehen[Sonne]::V,doğmak,hilatin
928,untergehen[Sonne]::V,batmak,çun ava
929,scheinen[Sonne]::V,parlamak,şewk de
930,donnern::V,gök gürlemek,gire-gir
931,wehen::V,esmek,ba le de
932,strömen::V,akmak,xwe girtin
933,fließen::V,akmak,herikîn
934,sich drehen::V,dönmek,xwe zivirandin
935,schwanken::V,sallanmak,hejandin
936,schwingen::V,titremek,libakirin
937,fallen::V,düşmek,ketin
938,brennen::V,yanmak,şewitîn
939,rauchen::V,tütmek,kişandin
940,regnen::V,yağmak,bahran tê
941,gefrieren::V,donmak,qefilandin
942,tauen::V,erimek,helandin
943,schmelzen::V,erimek,helandin
944,trocknen::V,kurumak,zuwabûn
945,sieden::V,kaynamak,kelîn
946,faulen::V,çürümek,xerabûn
947,verfaulen::V,çürümek,xerabûn
948,reißen::V,yırtılmak,jêkirin
949,versinken::V,batmak,xerq bûn
950,vergehen::V,geçmek,derbas bûn
951,erscheinen::V,görünmek,peyda bûn
952,verschwinden::V,kaybolmak,wendabûn
953,sinken::V,inmek,noq bûn
954,abnehmen::V,azalmak,kêm bûn
955,zunehmen::V,artmak,qelew bûn
956,zunehmen::V,çoğalmak,qelew bûn
957,steigen::V,artmak,hildan
958,steigen::V,yükselmek,hildan
959,wachsen::V,büyümek,mezin bûn
960,wachsen::V,gelişmek,mezin bûn
961,glänzen::V,parlamak,biriqîn
962,funkeln::V,parıldamak,çikisîn
963,lärmen::V,gürültü yapmak,guşîn
964,läuten::V,çalmak,lê de
965,klingeln::V,zil çalmak,sîl dan
966,klingeln::V,zil çalmak,ringerin
967,klirren::V,şakırdamak,zingzing hat
968,klirren::V,zangırdamak,zingzing hat
969,brausen::V,köpürmek,guşîn
970,brausen::V,kükremek,guşîn
971,rauschen::V,fışırdamak,guşîn
972,klingen::V,tınlamak,deng pe ketin
973,bellen::V,havlamak,kewtîn
974,heulen::V,ulumak,ûrîn
975,blasen::V,üflemek,puf kirin
976,pfeifen::V,düdük çalmak,fîkandin
977,schreien::V,bağırmak,qîrîn
978,schreien::V,haykırmak,qîrîn
979,stöhnen::V,inlemek,nalîn
980,zittern::V,titremek,hejîn
981,leben::V,yaşamak,jihîn
982,leben::V,hayatta olmak,jihîn
983,geboren werden::V,doğmak,hatin dinyê
984,geboren werden::V,doğmak,bûn
985,atmen::V,solunmak,hilmijîn
986,atmen::V,nefes almak,hilmijîn
987,trinken::V,içmek,vexwarin
988,essen::V,yemek,xwarin
989,schlucken::V,yutmak,daqulbandin
990,müde werden::V,yorulmak,betilîln
991,müde werden::V,yorulmak,qerimîn
992,einschlafen::V,uykuya dalmak,razan
993,schlafen::V,uyumak,razan
994,schlafen::V,uyumak,razandin
995,aufwachen::V,uyanmak,şiyarbûn
996,aufstehen::V,kalkmak,rabûn
997,aufstehen::V,yataktan kalkmak,rabûn
998,sich erholen::V,dinlenmek,baş bûn
999,krank werden::V,hastalanmak,nexweş kêt
1000,krank sein::V,hasta olmak,nexweş bû
1001,schmerzen::V,ağrımak,êşandin
1002,husten::V,öksürmek,kuxin
1003,genesen::V,şifa bulmak,baş bûn
1004,sterben::V,ölmek,mirin
1005,sterben::V,vefat etmek,mirin
1006,umkommen::V,ölmek,mirin
1007,sich bewegen::V,hareket etmek,leqîn
1008,sich rühren::V,kımıldanmak,leqîn
1009,sich erheben::V,kalkmak,rabûn
1010,sich erheben::V,ayağa kalkmak,rabûn
1011,sich setzen::V,oturmak,runiştin
1012,hinfallen::V,yere düşmek,kêtin
1013,laufen::V,yürümek,meşîn
1014,schreiten::V,yürümek,meşkirin
1015,schreiten::V,adım atmak,meşkirin
1016,spazierengehen::V,gezmek,gerandin
1017,spazierengehen::V,dolaşmak,gerandin
1018,eilen::V,seğirtmek,lezandin
1019,sich beeilen::V,acele etmek,zûkirin
1020,sausen::V,hızla gitmek,fîzîn
1021,rennen::V,koşmak,baz dan
1022,springen::V,atlamak,hilpekîn
1023,springen::V,sıçramak,hilpekîn
1024,klettern::V,tırmanmak,hilperikîn
1025,schaukeln::V,sallanmak,lorandin
1026,kriechen::V,sürünmek,xuşandin
1027,schwimmen::V,yüzmek,avjenîn
1028,tauchen::V,dalmak,qutxuyardin
1029,tauchen::V,dalmak,noqîn
1030,rudern::V,kürek çekmek,qaîq ajotin
1031,fahren::V,gitmek,ajotin
1032,fliegen::V,uçmak,firîn
1033,gehen::V,gitmek,çûn
1034,weggehen::V,gitmek,çûn
1035,abfahren::V,kalkmak,çûyin
1036,anhalten::V,durmak,rawestîn
1037,hineingehen::V,içeri girmek,ketin hundir
1038,eintreten::V,girmek,têketin
1039,kommen::V,gelmek,hatin
1040,ankommen::V,varmak,gihan
1041,ankommen::V,varmak,gihîştin
1042,zurückkommen::V,dönmek,vegerandin
1043,bleiben::V,kalmak,sekinîn
1044,warten::V,beklemek,payîn
1045,erwarten::V,beklemek,payîn
1046,suchen::V,aramak,lêgerîn
1047,finden::V,bulmak,peyda kirin
1048,versuchen::V,denemek,çeribandin
1049,vorbereiten::V,hazırlamak,amade kirin
1050,lieben::V,sevmek,hez kirin
1051,mögen::V,beğenmek,dil kirin
1052,lachen::V,gülmek,kenîn
1053,rühren::V,dokunmak,hêjan
1054,rühren::V,duygulandırmak,hêjan
1055,weinen::V,ağlamak,girîn
1056,schimpfen::V,küfretmek,pevçûn
1057,sich ärgern::V,kızmak,enirîn
1058,sich fürchten::V,korkmak,tirsîn
1059,fürchten::V,korkmak,tirsin
1060,fliehen::V,kaçmak,bazdan
1061,flüchten::V,kaçmak,revîn
1062,sehen::V,görmek,dîtin
1063,anschauen::V,seyretmek,sêr kirin
1064,ansehen::V,bakmak,hesibandin
1065,hören::V,duymak,guhdar jirin
1066,hören::V,işitmek,guhdar jirin
1067,zuhören::V,dinlemek,guhdarî kirin
1068,probieren::V,denemek,tehm kirin
1069,probieren::V,tadına bakmak,tehm kirin
1070,riechen::V,kokusunu almak,bihn kirin
1071,fühlen::V,duymak,hîs kirin
1072,fühlen::V,hissetmek,hîs kirin
1073,scheinen::V,görünmek,xoyer kir
1074,zu sehen sein::V,görünmek,diyar bûn
1075,vernehmen::V,haber almak,bihîstin
1076,frieren::V,üşümek,qerişîn
1077,tun::V,etmek,kirin
1078,tun::V,yapmak,kirin
1079,können::V,bilmek,karin
1080,wollen::V,istemek,xwestîn
1081,anfangen::V,başlamak,dest pêkirin
1082,beenden::V,bitirmek,xelas kirin
1083,aufhören::V,bitmek,xelas kirin
1084,gelingen::V,başarmak,çe bûn
1085,geraten::V,düşmek,qewîmîn
1086,öffnen::V,açmak,vekirin
1087,schließen::V,kapamak,girtin
1088,stellen::V,koymak,danîn
1089,setzen::V,koymak,rûniştin
1090,setzen::V,oturtmak,rûniştin
1091,legen::V,koymak,danîn
1092,legen::V,koymak,razandin
1093,legen::V,yatırmak,danîn
1094,legen::V,yatırmak,razandin
1095,berühren::V,dokunmak,lêketin
1096,verbinden::V,bağlamak,anîn pê
1097,verbinden::V,birleştirmek,anîn pê
1098,bedecken::V,örtmek,sergirtin
1099,bedecken::V,kaplamak,sergirtin
1100,aufhängen::V,asmak,aliqandin
1101,anzünden::V,yakmak,pêxistin
1102,anzünden::V,ateşlemek,pêxistin
1103,aufheben::V,kaldırmak,hildan
1104,zurücklassen::V,geride bırakmak,hiştin
1105,zurücklassen::V,geride bırakmak,vehiştin
1106,verlieren::V,yitirmek,wendakirin
1107,verlieren::V,kaybetmek,wendakirin
1108,fallen lassen::V,düşürmek,xistin bixe
1109,fallen lassen::V,düşürmek,xistin
1110,machen::V,yapmak,kirin
1111,machen::V,yapmak,çêkirin
1112,herstellen::V,yapmak,çê kirin
1113,herstellen::V,yapmak,peyda kirin
1114,herstellen::V,imal etmek,çê kirin
1115,herstellen::V,imal etmek,peyda kirin
1116,bauen::V,kurmak,lêkirin
1117,bauen::V,inşa etmek,lêkirin
1118,reparieren::V,onarmak,veherînerîn
1119,reparieren::V,tamir etmek,veherînerîn
1120,verbessern::V,düzeltmek,sererastkirin
1121,ändern::V,değiştirmek,degiş kirin
1122,graben::V,kazmak,kolandin
1123,beugen::V,eğmek,tewîn
1124,beugen::V,eğmek,xwar kirin
1125,biegen::V,bükmek,tewandin
1126,biegen::V,bükmek,xwarkirin
1127,drehen::V,çevirmek,fitilandin
1128,drehen::V,döndürmek,fitilandin
1129,wenden::V,çevirmek,zivîrin
1130,umdrehen::V,çevirmek,vegerandin
1131,heben::V,kaldırmak,hildan
1132,hochheben::V,yukarı kaldırmak,hildan
1133,ergreifen::V,tutmak,dest avêtin
1134,ergreifen::V,yakalamak,dest avêtin
1135,halten::V,tutmak,hîştin
1136,halten::V,tutmak,sekinîn
1137,drücken::V,sıkmak,pêl kirin
1138,schieben::V,itmek,damdan
1139,schieben::V,sürmek,damdan
1140,kratzen::V,kaşımak,xurandin
1141,lecken::V,yalamak,alastin
1142,beißen::V,ısırmak,gez kirin
1143,abreißen::V,koparmak,hilşandin
1144,abschneiden::V,keserek ayırmak,jêkirin
1145,binden::V,bağlamak,girêdan
1146,stecken::V,sokmak,têxistin
1147,brechen::V,kırmak,şikandin
1148,klopfen::V,çalmak,kutandin
1149,hauen::V,vurmak,li dan
1150,kleben::V,yapıştırmak,zeliqîn
1151,kleben::V,yapıştırmak,şirêz kirin
1152,reiben::V,ovmak,firikandin
1153,reiben::V,sürtmek,firikandin
1154,streichen::V,sürmek,bax dan
1155,schleifen::V,bilemek,çarkirin
1156,schneiden::V,kesmek,jêkirin
1157,rütteln::V,sallamak,hejandin
1158,schütteln::V,sarsmak,daweşîn
1159,schütteln::V,çalkamak,daweşîn
1160,schwenken::V,sallamak,têwdan
1161,schütten::V,dökmek,rijandin
1162,schütten::V,akıtmak,rijandin
1163,füllen::V,doldurmak,dagirtin
1164,einwickeln::V,sarmak,pêçandin
1165,tragen::V,taşımak,kişandin
1166,tragen::V,taşımak,rajtin
1167,schleppen::V,sürüklemek,kişandin
1168,ziehen::V,çekmek,kişandin
1169,aufbewahren::V,saklamak,hilandin
1170,werfen::V,atmak,avêtin
1171,fangen::V,tutmak,sem kirin
1172,fangen::V,tutmak,girtin
1173,fangen::V,yakalamak,sem kirin
1174,fangen::V,yakalamak,girtin
1175,packen::V,tutmak,pê girtin
1176,packen::V,yakalamak,pê girtin
1177,verstecken::V,saklamak,hîlanin
1178,teilen::V,bölmek,parvekirin
1179,teilen::V,ayırmak,parvekirin
1180,schicken::V,yollamak,şandin
1181,schicken::V,göndermek,şandin
1182,bringen::V,getirmek,anîn
1183,bringen::V,getirmek,birin
1184,hinzufügen::V,katmak,dan ser
1185,hinzufügen::V,katmak,li tiştekî zêde kirin
1186,hinzufügen::V,eklemek,dan ser
1187,hinzufügen::V,eklemek,li tiştekî zêde kirin
1188,bekommen::V,almak,standin
1189,bekommen::V,eline geçmek,standin
1190,erhalten::V,almak,standin
1191,nehmen::V,almak,girtin
1192,wählen::V,seçmek,ray dan
1193,auswählen::V,seçmek,bijartin
1194,auswählen::V,ayırmak,bijartin
1195,bewahren::V,korumak,rê li ber girtin
1196,bewahren::V,korumak,lê xwedî derketin
1197,behindern::V,engellemek,bara wi
1198,verderben::V,bozmak,heram bûn
1199,beschädigen::V,zedelemek,xerab kirin
1200,beschädigen::V,ziyan vermek,xerab kirin
1201,zerbrechen::V,kırmak,şikênandin
1202,zerbrechen::V,kırmak,perçe kirin
1203,zerreißen::V,yırtmak,qelişandin
1204,zerstören::V,yıkmak,hilşandin
1205,zerstören::V,tahrip etmek,hilşandin
1206,verbrennen::V,yakmak,şewitandin
1207,geben::V,vermek,dan
1208,geben::V,vermek,dayin
1209,reichen::V,uzatmak,besbûn
1210,reichen::V,uzatmak,têrkirin
1211,schenken::V,hediye etmek,diyarî kirin
1212,versprechen::V,vaat etmek,soz dan
1213,wünschen::V,kutlamak,dil kirin
1214,loben::V,övmek,pesinandin
1215,küssen::V,öpmek,maçkirin
1216,wiegen::V,sallamak,lorandin
1217,wiegen::V,sallamak,wezinandin
1218,zudecken::V,örtmek,nixumandin
1219,wecken::V,uyandırmak,bixwe hesandin
1220,zeigen::V,göstermek,şanîdan
1221,führen::V,gezdirmek,raber kirin
1222,führen::V,yol göstermek,raber kirin
1223,lehren::V,okutmak,hîn kirin
1224,lehren::V,öğretmek,hîn kirin
1225,unterrichten::V,öğretmek,ders dan
1226,aufziehen::V,yetiştirmek,mesinkirin
1227,leiten::V,yönetmek,rêberî kirin
1228,leiten::V,idare etmek,rêberî kirin
1229,antreiben::V,teşvik etmek,bezandin
1230,lassen::V,-tırmak,berdan
1231,lassen::V,-tırmak,hiştin
1232,einladen::V,davet etmek,dawet kirin
1233,vereinigen::V,birleştirmek,bi yek kirin
1234,besuchen::V,uğramak,mêvan bûn
1235,besuchen::V,ziyaret etmek,mêvan bûn
1236,besuchen::V,görmeye gitmek,mêvan bûn
1237,treffen::V,rastlamak,rast hatin
1238,treffen::V,isabet etmek,rast hatin
1239,sich versammeln::V,toplanmak,li hev çivîn
1240,spielen::V,oynamak,listin
1241,singen::V,söylemek,stran
1242,singen::V,şarkı söylemek,stran
1243,tanzen::V,oynamak,reqisîn
1244,tanzen::V,dans etmek,reqisîn
1245,sich trennen::V,ayrılmak,hew berdan
1246,verlassen::V,bırakmak,tanê hişt
1247,verlassen::V,bırakmak,bêkes
1248,verlassen::V,terk etmek,tanê hişt
1249,verlassen::V,terk etmek,bêkes
1250,retten::V,kurtarmak,rihakirin
1251,bewachen::V,gözetmek,raçavkirin
1252,schützen::V,korumak,hemet kirin
1253,verteidigen::V,savunmak,paraztin
1254,sich schlagen::V,dövüşmek,li hev bezîn
1255,schießen::V,ateş etmek,agir kirin
1256,siegen::V,yenmek,biser ketin
1257,ärgern::V,kızdırmak,xeyirandin
1258,schlagen::V,dövmek,lêdan
1259,schlagen::V,dövmek,lêxistin
1260,treten::V,tepmek,têlekirin
1261,stechen::V,sokmak,têrekirin
1262,stechen::V,batırmak,têrekirin
1263,stoßen::V,itmek,lêketin
1264,stehlen::V,çalmak,dizîn
1265,stehlen::V,çalmak,dizî birin
1266,stören::V,bozmak,aciz kirin
1267,stören::V,etkilemek,aciz kirin
1268,belästigen::V,rahatsız etmek,li tela yeki ketin
1269,verbergen::V,saklamak,veşartin
1270,verbergen::V,saklamak,kemîndanîn
1271,täuschen::V,aldatmak,xapandin
1272,täuschen::V,aldatmak,lê zexeli kirin
1273,betrügen::V,aldatmak,xapandin
1274,betrügen::V,dolandırmak,xapandin
1275,töten::V,öldürmek,kûştin
1276,wohnen::V,oturmak,rûniştin
1277,arbeiten::V,çalışmak,kar kirin
1278,arbeiten::V,çalışmak,şêxulin
1279,sammeln::V,toplamak,komkirin
1280,pflücken::V,koparmak,çinîn
1281,jagen::V,avlanmak,nêçîr kirin
1282,fischen::V,balık tutmak,masî girtin
1283,fassen::V,tutmak,pê girtin
1284,fassen::V,tutmak,sêm kirin
1285,fassen::V,yakalamak,pê girtin
1286,fassen::V,yakalamak,sêm kirin
1287,hüten::V,otlatmak,hei jê man
1288,treiben::V,gütmek,bêherandin
1289,anbinden::V,bağlamak,tewilandin
1290,füttern::V,beslemek,xwarine dan lê
1291,melken::V,sağmak,dotin
1292,hacken::V,yarmak,kolandin
1293,gießen::V,sulamak,av dan
1294,reifen::V,olgunlaşmak,kemilîn
1295,zubereiten::V,hazırlamak,çe kirin
1296,kochen::V,pişirmek,xwarin çe kirin
1297,kochen::V,pişirmek,kelandin
1298,kochen::V,kaynatmak,xwarin çe kirin
1299,kochen::V,kaynatmak,kelandin
1300,backen::V,pişirmek,pijandin
1301,backen::V,fırında pişirmek,pijandin
1302,braten::V,kızartmak,qelandin
1303,braten::V,kızartmak,sor kirin
1304,umrühren::V,karıştırmak,têvdan
1305,stricken::V,örmek,hûnan
1306,nähen::V,dikmek,kêl kirin
1307,färben::V,boyamak,boyax kirin
1308,reinigen::V,temizlemek,paqijkirin
1309,waschen::V,yıkamak,şuştin
1310,abwischen::V,silmek,pakîj kirin
1311,spülen::V,çalkamak,şuştin
1312,fegen::V,süpürmek,maliştin
1313,kehren::V,süpürmek,maliştin
1314,baden::V,yıkanmak,serîşûştin
1315,baden::V,banyo yapmak,serîşûştin
1316,sich waschen::V,yıkanmak,serîşûştin
1317,ausziehen::V,çıkarmak,jê kirin
1318,anziehen::V,giymek,pê kirin
1319,sich anziehen::V,giyinmek,xwe kirin
1320,kämmen::V,taramak,şeh kirin
1321,schmücken::V,süslemek,xemilandin
1322,sagen::V,demek,gotin
1323,sagen::V,demek,peyivîn
1324,sagen::V,söylemek,gotin
1325,sagen::V,söylemek,peyivîn
1326,sprechen::V,konuşmak,peyivîn
1327,reden::V,konuşmak,axaftin
1328,sich unterhalten::V,sohbet etmek,hev biştaxilin
1329,fragen::V,sormak,pirsîn
1330,fragen::V,sormak,pirs kirin
1331,bitten::V,dilemek,tika kirin
1332,bitten::V,rica etmek,tika kirin
1333,erzählen::V,bahsetmek,behs kirin
1334,erzählen::V,hikâye etmek,behs kirin
1335,mitteilen::V,bildirmek,vegotin
1336,nennen::V,adlandırmak,bi nav kirin
1337,rufen::V,çağırmak,bakirin
1338,prahlen::V,övünmek,pesnê xwe dan
1339,übersetzen::V,çevirmek,qulibandin
1340,übersetzen::V,çevirmek,derbas kirin
1341,übersetzen::V,tercüme etmek,qulibandin
1342,übersetzen::V,tercüme etmek,derbas kirin
1343,denken::V,düşünmek,fikirîn
1344,glauben::V,inanmak,bawer bûn
1345,glauben::V,zannetmek,bawer bûn
1346,bemerken::V,farkına varmak,bala xwe dan
1347,bemerken::V,farkına varmak,çac lê ketin
1348,erkennen::V,tanımak,pêhesîn
1349,begreifen::V,anlamak,fêmkirin
1350,begreifen::V,kavramak,fêmkirin
1351,verstehen::V,duymak,fêmkirin
1352,verstehen::V,anlamak,fêmkirin
1353,lernen::V,öğrenmek,halmandin
1354,lernen::V,öğrenmek,fêrbun
1355,wissen::V,bilmek,zanîn
1356,sich erinnern an::V,hatırlamak,bir bûn
1357,vergessen::V,unutmak,ji bir kirin
1358,messen::V,ölçmek,pê kanîn
1359,zählen::V,saymak,hejmardin
1360,rechnen::V,hesap etmek,hesibandin
1361,lesen::V,okumak,xwendin
1362,malen::V,resmini yapmak,rengandin
1363,malen::V,resmini yapmak,boyax kirin
1364,zeichnen::V,çizmek,işaret kirin
1365,schreiben::V,yazmak,nivîsandin
1366,besitzen::V,haiz olmak,hebûn
1367,besitzen::V,sahip olmak,hebûn
1368,kaufen::V,almak,kirîn
1369,verkaufen::V,satmak,firotin
1370,bezahlen::V,ödemek,pere dan
1371,zahlen::V,ödemek,pere dan
1372,zahlen::V,ödemek,dayin
1373,beherrschen::V,hâkim olmak,zebt kirin
1374,beherrschen::V,hâkim olmak,hukim kirin
1375,ertragen::V,dayanmak,bihêzkirin
1376,ertragen::V,katlanmak,bihêzkirin
