,Concept_ID,av,uk
763,sechs::NUM,анлъго,шість
764,sieben::NUM,анкьго,сім
765,acht::NUM,микьго,вісім
766,neun::NUM,ичӏго,дев’ять
767,zehn::NUM,анцӏго,десять
768,elf::NUM,анцӏила цо,одинадцять
769,zwölf::NUM,кӏиго-анцӏила,дванадцять
770,zwanzig::NUM,къого,двадцять
771,dreißig::NUM,лъеберго,тридцять
772,vierzig::NUM,кӏикъого,сорок
773,fünfzig::NUM,кӏикъо́ялда анцӏго,п’ятдесят
774,sechzig::NUM,лъабкъого,шістдесят
775,siebzig::NUM,лъабкъо́ялда анцӏго,сімдесят
776,achtzig::NUM,ункъого,вісімдесят
777,neunzig::NUM,ункъоялда а́нцӏила,дев’яносто
778,hundert::NUM,нусго,сто
779,tausend::NUM,азарго,тисяча
780,und::CNJ,ва,і
781,und::CNJ,-ги,і
782,oder::CNJ,ялъуни,або
783,stehen::V,бахъунчӏезе,стояти
784,sitzen::V,гӏодов чӏезе,сидіти
785,liegen::V,бегизе,лежати
786,hängen::V,базе,висіти
787,werden::V,бахъине,стати
788,werden::V,бахъине,робитися
789,passieren::V,лъугьине,трапитися
790,passieren::V,лъугьа-бахъине,трапитися
791,beginnen::V,байбихьизе,початися
792,enden::V,лъугӏизе,кінчитися
793,wechseln::V,хиса-басизе,мінятися
794,wechseln::V,хисизе,мінятися
795,aufgehen[Sonne]::V,баккизе,зійти
796,untergehen[Sonne]::V,щинкӏизе,зайти
797,scheinen[Sonne]::V,къалъ-къалъизе,світити
798,donnern::V,гъугъазе,гриміти
799,wehen::V,пуйзе,віяти
800,strömen::V,чвахизе,литися
801,fließen::V,чвахизе,текти
802,sich drehen::V,сверизе,обертатися
803,schwanken::V,хьвагӏезе,коливатися
804,schwanken::V,багъа-бачаризе,коливатися
805,schwingen::V,щвартӏезе,хитатися
806,schwingen::V,щвартӏезе,гойдатися
807,fallen::V,бортизе,падати
808,brennen::V,рекӏине,горіти
809,rauchen::V,кӏкӏуй буризе,диміти
810,regnen::V,базе,дощити
811,gefrieren::V,гӏу́низе,змерзнути
812,tauen::V,биаризе,танути
813,schmelzen::V,биине,плавитися
814,trocknen::V,бакъвазе,сохнути
815,sieden::V,гьалдезе,кипіти
816,faulen::V,махӏцине,гнити
817,verfaulen::V,туризе,згнити
818,reißen::V,бихъизе,рватися
819,versinken::V,гъанкъизе,тонути
820,vergehen::V,базе,проходити
821,vergehen::V,бахъизе,проходити
822,vergehen::V,ине,проходити
823,erscheinen::V,баккизе,з’явитися
824,verschwinden::V,къине,щезнути
825,verschwinden::V,къине,зникнути
826,verschwinden::V,билизе,щезнути
827,verschwinden::V,билизе,зникнути
828,sinken::V,гӏодо́бе ккезе,спадати
829,abnehmen::V,тӏаса камизе,поменшитися
830,zunehmen::V,гӏемерлъизе,збільшуватися
831,steigen::V,бахине,підніматися
832,wachsen::V,кӏодолъизе,рости
833,glänzen::V,цӏвакизе,блищати
834,funkeln::V,паркъезе,блискати
835,lärmen::V,хъудизе,шуміти
836,lärmen::V,чӏиргъдизе,шуміти
837,läuten::V,кьабизе,дзвонити
838,klingeln::V,кьабизе,дзвонити
839,klirren::V,зваргъизе,дзвякати
840,brausen::V,гьалаглъизе,бушувати
841,rauschen::V,шуршудизе,шелестіти
842,klingen::V,бахъине,лунати
843,klingen::V,бахъине,звучати
844,bellen::V,гъанчдезе,гавкати
845,heulen::V,рурудизе,вити
846,blasen::V,гьохьизе,дунути
847,pfeifen::V,гьещтӏезе,свистіти
848,schreien::V,ахӏизе,кричати
849,schreien::V,ахӏдезе,кричати
850,stöhnen::V,зигардизе,стогнати
851,zittern::V,дарран,тремтіти
852,zittern::V,гьаргьадизе,тремтіти
853,leben::V,бетӏербахъизе,жити
854,geboren werden::V,лъугьине,народитися
855,atmen::V,хӏухьел биччазе,дихати
856,trinken::V,гьекъезе,пити
857,essen::V,квине,їсти
858,essen::V,кваназе,їсти
859,schlucken::V,кӏкӏвине,ковтати
860,schlucken::V,къулчӏизе,ковтати
861,müde werden::V,сваказе,втомитися
862,einschlafen::V,кьижизе,заснути
863,einschlafen::V,гъапуллъизе,заснути
864,schlafen::V,кьижизе,спати
865,aufwachen::V,бигьине,прокинутися
866,aufstehen::V,бахъине,встати
867,aufstehen::V,тӏадебахъине,встати
868,sich erholen::V,хьи бахъизе,відпочивати
869,sich erholen::V,хӏалхьи гьабизе,відпочивати
870,krank werden::V,унтизе,захворіти
871,krank sein::V,унтизе,хворіти
872,schmerzen::V,унтизе,боліти
873,husten::V,хъегӏизе,кашляти
874,genesen::V,лъилъизе,одужати
875,genesen::V,лъилъизе,видужати
876,sterben::V,хвезе,померти
877,umkommen::V,гьалаглъизе,згинути
878,sich bewegen::V,багъаризе,рухатися
879,sich bewegen::V,багъаргъизе,рухатися
880,sich rühren::V,багъаризе,ворушитися
881,sich erheben::V,тӏадебахъине,встати
882,sich erheben::V,бахъине,встати
883,sich setzen::V,гӏодов чӏезе,сісти
884,hinfallen::V,щапизе,упасти
885,laufen::V,хьвадизе,ходити
886,schreiten::V,чӏезе,крокувати
887,spazierengehen::V,тира-сверизе,гуляти
888,eilen::V,ракӏхӏалакине,спішити
889,eilen::V,дуризе,спішити
890,sich beeilen::V,дуризе,поспішати
891,sich beeilen::V,гӏедегӏизе,поспішати
892,sausen::V,тӏуризе,мчатися
893,rennen::V,бекеризе,бігати
894,springen::V,кӏанцӏизе,скакати
895,springen::V,кӏанцӏизе,стрибати
896,klettern::V,хархадизе,лазити
897,schaukeln::V,гьерщезе,гойдатися
898,kriechen::V,хъурщизе,повзати
899,schwimmen::V,лъедезе,пливти
900,schwimmen::V,лъедезе,плавати
901,tauchen::V,букъардизе,пірнати
902,rudern::V,хазе,гребти
903,rudern::V,хазе,веслувати
904,fahren::V,ине,їхати
905,fliegen::V,боржине,літати
906,gehen::V,ине,іти
907,weggehen::V,ине,піти
908,abfahren::V,къокъине,від’їхати
909,abfahren::V,къокъине,відправитися
910,anhalten::V,чӏезе,зупинитися
911,anhalten::V,тархъизе,зупинитися
912,anhalten::V,лъалхъизе,зупинитися
913,hineingehen::V,тӏаделъугьине,входити
914,eintreten::V,лъугьине,увійти
915,kommen::V,бачӏине,прийти
916,ankommen::V,щвезе,прибути
917,ankommen::V,тӏадебачӏине,прибути
918,zurückkommen::V,тадбуссине,повернутися
919,zurückkommen::V,тӏадбуссине,повернутися
920,bleiben::V,чӏезе,залишитися
921,bleiben::V,хутӏизе,залишитися
922,warten::V,чӏезе,чекати
923,erwarten::V,балагьизе,чекати
924,suchen::V,балагьизе,шукати
925,finden::V,батизе,знайти
926,versuchen::V,хӏалбихьизе,випробовувати
927,vorbereiten::V,хӏадурлъизабизе,підготувати
928,lieben::V,балай бегьизе,любити
929,mögen::V,бокьизе,любити
930,mögen::V,бокьизе,подобатися
931,lachen::V,белъизе,сміятися
932,weinen::V,гӏодизе,плакати
933,schimpfen::V,гъанчдезе,лаятися
934,sich ärgern::V,вагъизе,сердитися
935,sich ärgern::V,ццида́хине,сердитися
936,sich fürchten::V,хӏинкъизе,боятися
937,fürchten::V,беркъазе,боятися
938,fürchten::V,хӏинкъа-къазе,боятися
939,fliehen::V,лъутизе,тікати
940,flüchten::V,лъутизе,утекти
941,sehen::V,бихьизе,бачити
942,anschauen::V,бертӏамизе,поглянути
943,anschauen::V,балагьизе,поглянути
944,ansehen::V,бала-гъалагьизе,дивитися на
945,hören::V,рагӏизе,чути
946,zuhören::V,гӏенеккизе,слухати
947,probieren::V,кӏалдиб хъва́зе,покуштувати
948,probieren::V,чӏамизе,покуштувати
949,riechen::V,су́нтӏизе,нюхати
950,fühlen::V,чӏвазе,відчувати
951,zu sehen sein::V,бихьизе,виднітися
952,vernehmen::V,рагӏизе,почути
953,frieren::V,цӏорозе,мерзнути
954,tun::V,гьабизе,робити
955,können::V,кӏвезе,могти
956,können::V,лъазе,могти
957,wollen::V,бокьизе,хотіти
958,anfangen::V,байбихьизе,почати
959,beenden::V,тӏубазабизе,закінчити
960,beenden::V,лъугӏизабизе,закінчити
961,aufhören::V,бахъизе,перестати
962,gelingen::V,бахъизе,вдатися
963,geraten::V,бахъизе,опинитися
964,öffnen::V,рагьизе,відкрити
965,schließen::V,къазе,закрити
966,stellen::V,чӏвазе,поставити
967,setzen::V,рекӏинабизе,посадити
968,setzen::V,гӏодор чӏезаризе,посадити
969,legen::V,лъезе,класти
970,berühren::V,хъвазе,чіпати
971,verbinden::V,хьухьине,зв’язати
972,verbinden::V,бухьине,зв’язати
973,bedecken::V,кквезе,покрити
974,aufhängen::V,базе,повісити
975,anzünden::V,бакизе,запалити
976,anzünden::V,рекӏинабизе,запалити
977,zurücklassen::V,тезе,залишити
978,verlieren::V,билизабизе,загубити
979,fallen lassen::V,бортизабизе,упустити
980,machen::V,гьабизе,зробити
981,herstellen::V,гьабизе,виготовити
982,herstellen::V,хӏадурлъизабизе,виготовити
983,bauen::V,базе,будувати
984,bauen::V,гьабизе,будувати
985,reparieren::V,къачӏазе,лагодити
986,verbessern::V,лъикӏлъизабизе,поліпшити
987,ändern::V,хисизабизе,змінити
988,graben::V,бухъизе,копати
989,beugen::V,хьетӏизабизе,зігнути
990,biegen::V,гьетӏизабизе,погнути
991,drehen::V,тиризабизе,вертіти
992,drehen::V,свердизабизе,вертіти
993,wenden::V,бегизе,повернути
994,umdrehen::V,бегизе,перевернути
995,umdrehen::V,бега-битӏизе,перевернути
996,heben::V,борхизе,піднімати
997,hochheben::V,борхалъизабизе,підняти
998,hochheben::V,борхизе,підняти
999,ergreifen::V,кквезе,схопити
1000,halten::V,кквезе,тримати
1001,drücken::V,къазе,натискати
1002,drücken::V,къанцӏу́зе,натискати
1003,drücken::V,къвал ба́зе,натискати
1004,schieben::V,хъилдизе,пхати
1005,schieben::V,хъилдизе,штовхати
1006,kratzen::V,хачазе,шкребти
1007,lecken::V,чӏикӏизе,лизати
1008,beißen::V,хӏанчӏизе,кусати
1009,beißen::V,хӏанчӏизабизе,кусати
1010,abreißen::V,тӏезе,відірвати
1011,abreißen::V,тӏезабизе,відірвати
1012,abschneiden::V,къотӏизе,відрізати
1013,binden::V,бухьине,в’язати
1014,stecken::V,къазабизе,увіткнути
1015,brechen::V,бекизе,зламати
1016,klopfen::V,дванкезе,стукати
1017,hauen::V,базе,бити
1018,kleben::V,бацӏцӏине,клеїти
1019,reiben::V,хачазе,терти
1020,streichen::V,бахине,намазати
1021,streichen::V,жужазе,намазати
1022,schleifen::V,лъухьизе,точити
1023,schneiden::V,къотӏизе,різати
1024,rütteln::V,багъа-бачаризабизе,хитати
1025,schütteln::V,кӏобокӏизе,трясти
1026,schwenken::V,гьесадизе,махати
1027,schwenken::V,хьвагӏезабизе,махати
1028,schütten::V,тӏезе,налити
1029,füllen::V,цӏезабизе,наповнити
1030,einwickeln::V,жемизе,загорнути
1031,tragen::V,баччизе,нести
1032,schleppen::V,бехъерхъизе,тягти
1033,ziehen::V,цӏазе,тягнути
1034,aufbewahren::V,цӏунизе,зберігати
1035,werfen::V,рехизе,кидати
1036,fangen::V,кквезе,ловити
1037,packen::V,кквезе,схопити
1038,verstecken::V,бахчизе,сховати
1039,teilen::V,бикьизе,розділити
1040,schicken::V,битӏизе,посилати
1041,bringen::V,баччизе,принести
1042,hinzufügen::V,жубазе,додати
1043,bekommen::V,щвезе,дістати
1044,erhalten::V,щвезе,одержати
1045,erhalten::V,босизе,одержати
1046,nehmen::V,босизе,взяти
1047,wählen::V,бищизе,вибрати
1048,auswählen::V,тӏасабищизе,відібрати
1049,bewahren::V,цӏунизе,зберегти
1050,behindern::V,квекӏен гьабизе,перешкоджати
1051,verderben::V,хвезабизе,зіпсувати
1052,beschädigen::V,галгъазабизе,зашкодити
1053,zerbrechen::V,щущазабизе,розбити
1054,zerreißen::V,бихъизе,розірвати
1055,zerstören::V,биххизабизе,зруйнувати
1056,verbrennen::V,бухӏизе,спалити
1057,geben::V,кьезе,дати
1058,reichen::V,кьезе,передати
1059,schenken::V,кьезе,дарувати
1060,versprechen::V,назру гьабизе,обіцяти
1061,wünschen::V,бокьизе,бажати
1062,loben::V,беццизе,хвалити
1063,loben::V,бецца-бекъизе,хвалити
1064,küssen::V,баизе,цілувати
1065,wiegen::V,чӏучӏадизабизе,качати
1066,zudecken::V,тӏадбигъине,накрити
1067,wecken::V,бигьинабизе,розбудити
1068,zeigen::V,бихьизабизе,показати
1069,führen::V,бачине,вести
1070,lehren::V,малъизе,вчити
1071,lehren::V,цӏализабизе,вчити
1072,unterrichten::V,цӏализабизе,викладати
1073,aufziehen::V,гӏезабизе,виховати
1074,leiten::V,нухмалъи гьабизе,керувати
1075,antreiben::V,гӏедегӏизабизе,підганяти
1076,einladen::V,ахӏизе,запросити
1077,einladen::V,тӏадеахӏизе,запросити
1078,vereinigen::V,цолъизабизе,об’єднати
1079,besuchen::V,баккизе,завітати
1080,besuchen::V,баккизе,відвідати
1081,besuchen::V,хьвадизе,завітати
1082,besuchen::V,хьвадизе,відвідати
1083,treffen::V,дандчӏвазе,зустріти
1084,sich versammeln::V,данделъизе,зібратися
1085,sich versammeln::V,бакӏаризе,зібратися
1086,spielen::V,басандизе,грати
1087,singen::V,ахӏизе,співати
1088,tanzen::V,кьурдизе,танцювати
1089,sich trennen::V,батӏалъизе,розлучитися
1090,verlassen::V,тезе,покинути
1091,verlassen::V,рехунтезе,покинути
1092,retten::V,хвасар гьабизе,врятувати
1093,retten::V,хвасарлъизабизе,врятувати
1094,bewachen::V,цӏунизе,охороняти
1095,schützen::V,цӏунизе,уберігати
1096,verteidigen::V,цӏунизе,захистити
1097,sich schlagen::V,багъизе,битися
1098,sich schlagen::V,багъизе,дратися
1099,schießen::V,речӏчӏизе,стріляти
1100,siegen::V,бергьине,перемогти
1101,ärgern::V,вагъизавизе,сердити
1102,schlagen::V,кьабизе,ударити
1103,treten::V,мал тункизе,штовхати
1104,stechen::V,къазабизе,вколоти
1105,stoßen::V,тункизе,штовхнути
1106,stoßen::V,хъилдизе,штовхнути
1107,stehlen::V,щинкӏизабизе,украсти
1108,stören::V,квекӏен гьабизе,перешкодити
1109,stören::V,татубахъи гьабизе,перешкодити
1110,belästigen::V,рахӏатхвезабизе,докучати
1111,verbergen::V,бахчизе,сховати
1112,verbergen::V,балъго тезе,сховати
1113,täuschen::V,божуда рекӏкӏ гьабизе,обдурити
1114,täuschen::V,гуккизе,обдурити
1115,betrügen::V,хӏилла гьабизе,зшахраювати
1116,betrügen::V,сандирахълъи гьабизе,зшахраювати
1117,töten::V,чӏвазе,убити
1118,wohnen::V,яшав гьабизе,жити
1119,wohnen::V,яшав гьабизе,мешкати
1120,arbeiten::V,хӏалтӏизе,працювати
1121,sammeln::V,бакӏаризе,зібрати
1122,pflücken::V,бетӏизе,зривати
1123,jagen::V,чан гьабизе,полювати
1124,fischen::V,ччугӏа кквезе,рибалити
1125,fassen::V,кквезе,піймати
1126,hüten::V,кваназабизе,пасти
1127,treiben::V,гъезе,гнати
1128,anbinden::V,бухьине,прив’язати
1129,füttern::V,кваназабизе,годувати
1130,füttern::V,кваназабизе,харчувати
1131,melken::V,бечӏчӏизе,доїти
1132,hacken::V,чӏвазе,рубати
1133,gießen::V,лъалъазе,полити
1134,reifen::V,барщизе,дозріти
1135,zubereiten::V,бежа-белъине,зготовити
1136,zubereiten::V,бежа-белъине,приготувати
1137,kochen::V,белъине,варити
1138,kochen::V,белъине,готувати
1139,backen::V,базе,пекти
1140,braten::V,бежизе,смажити
1141,umrühren::V,багъаризе,переміщати
1142,stricken::V,хьухьине,в’язати
1143,nähen::V,букъизе,шити
1144,färben::V,кьер гьабизе,пофарбувати
1145,reinigen::V,бацӏцӏине,очистити
1146,waschen::V,чуризе,мити
1147,abwischen::V,бацӏцӏине,витерти
1148,spülen::V,хулизе,полоскати
1149,fegen::V,лъухьизе,підмітати
1150,kehren::V,лъухьизе,мести
1151,baden::V,чордезе,купатися
1152,ausziehen::V,бахъизе,зняти
1153,anziehen::V,ретӏине,надіти
1154,sich anziehen::V,ретӏине,одягтися
1155,sich anziehen::V,ретӏине,одягнутися
1156,kämmen::V,хазе,зачесати
1157,schmücken::V,чӏухӏизабизе,оздобити
1158,sagen::V,бицине,сказати
1159,sprechen::V,бицине,говорити
1160,reden::V,гаргадизе,розмовляти
1161,sich unterhalten::V,гаргадизе,бесідувати
1162,fragen::V,цӏехезе,запитати
1163,fragen::V,гьикъизе,запитати
1164,bitten::V,гьаризе,просити
1165,erzählen::V,бицине,розповісти
1166,mitteilen::V,лъазабизе,повідомити
1167,nennen::V,цӏар лъезе,назвати
1168,rufen::V,ахӏизе,кликати
1169,prahlen::V,беццаризе,хвалитися
1170,übersetzen::V,буссинабизе,перекласти
1171,denken::V,ургъизе,думати
1172,denken::V,ургъизе,мислити
1173,glauben::V,божизе,вірити
1174,bemerken::V,берречӏчӏизе,помітити
1175,erkennen::V,лъазе,пізнати
1176,erkennen::V,батӏаго бахъизе,пізнати
1177,begreifen::V,бичӏчӏизе,осягнути
1178,lernen::V,цӏализе,навчатися
1179,wissen::V,лъазе,знати
1180,sich erinnern an::V,ракӏалде щвезе,пам’ятати
1181,vergessen::V,кӏочене,забути
1182,messen::V,борцине,міряти
1183,zählen::V,рикӏкӏине,лічити
1184,rechnen::V,рикӏкӏине,рахувати
1185,lesen::V,цӏализе,читати
1186,malen::V,бахъизе,малювати
1187,zeichnen::V,бахъизе,рисувати
1188,schreiben::V,хъвазе,писати
1189,besitzen::V,щвезе,мати
1190,besitzen::V,бу́кӏине,мати
1191,kaufen::V,босизе,купити
1192,verkaufen::V,бичизе,продати
1193,bezahlen::V,кьезе,заплатити
1194,zahlen::V,кьезе,платити
1195,ertragen::V,баччизе,витерпіти
1196,Auge::N,,око
1197,Sehne::N,,сухожилля
1198,Funke::N,,іскра
1199,Moor::N,,болото
1200,Elch::N,,лось
1201,Beere::N,,ягода
1202,Gedächtnis::N,,пам’ять
1203,Ton::N,,тон
1204,Winkel::N,,куток
1205,Menge::N,,кількість
1206,Stütze::N,,підпірка
1207,Figur::N,,фігура
1208,Schuh::N,,ботинок
1209,Schnur::N,,вірьовка
1210,Leine::N,,шворка
1211,Geschäft::N,,заняття
1212,voll::A,,повний
1213,lange::ADV,,довго
1214,später::ADV,,пізніше
1215,nicht::ADV,,не
1216,schon::ADV,,вже
1217,durch::PRP,,крізь
1218,alles::PRN,,все
1219,rühren::V,,розчулити
1220,scheinen::V,,здаватися
1221,aufheben::V,,підняти
1222,lassen::V,,змусити
1223,sich waschen::V,,митися
1224,verstehen::V,,почути
1225,beherrschen::V,,володіти
