,Concept_ID,eu,el
736,süß::A,goxo,γλυκός
737,bitter::A,karmin,πικρός
738,bitter::A,garratz,πικρός
739,sauer::A,mingots,ξινός
740,hell::A,argi,φωτεινός
741,dunkel::A,ilun,σκοτεινός
742,schwarz::A,beltz,μαύρος
743,schwarz::A,beltz,μελανός
744,weiß::A,zuri,άσπρος
745,rot::A,gorri,κόκκινος
746,gelb::A,hori,κίτρινος
747,blau::A,urdin,μπλε
748,blau::A,urdin,γαλανός
749,grün::A,berde,πράσινος
750,grün::A,musker,πράσινος
751,grau::A,urdin,γκρίζος
752,grau::A,urdinabar,γκρίζος
753,bunt::A,koloretsu,ποικιλόχρωπος
754,billig::A,merke,φτηνός
755,teuer::A,garesti,ακριβός
756,wertvoll::A,baliotsu,πολύτιμος
757,blind::A,itsu,τυφλός
758,taub::A,gor,κουφός
759,kräftig::A,kementsu,δυνατός
760,stark::A,bizkor,γερός
761,stark::A,indartsu,γερός
762,schwach::A,ahul,αδύνατος
763,schwach::A,indargabe,αδύνατος
764,fett::A,gizen,παχύς
765,schlank::A,lerden,λεπτός
766,schlank::A,lerden,λυγερός
767,hübsch::A,polit,όμορφος
768,hübsch::A,polit,χαριτωμένος
769,böse::A,tzar,κακός
770,böse::A,gaizto,κακός
771,dumm::A,lelo,κουτός
772,dumm::A,lelo,ανόητος
773,dumm::A,pello,κουτός
774,dumm::A,pello,ανόητος
775,faul::A,nagi,τεμπέλης
776,faul::A,alfer,τεμπέλης
777,fleißig::A,maratz,εργατικός
778,fleißig::A,lanzale,εργατικός
779,geizig::A,zeken,τσιγγούνης
780,geizig::A,zikoitz,τσιγγούνης
781,klug::A,zuhur,έξυπνος
782,geschickt::A,trebe,επιδέξιος
783,geschickt::A,antzetsu,επιδέξιος
784,lieb::A,maite,φίλος
785,lieb::A,maite,αγαπητός
786,lieb::A,laztan,φίλος
787,lieb::A,laztan,αγαπητός
788,lustig::A,alaitsu,εύθυμος
789,lustig::A,alaitsu,χαρούμενος
790,sanft::A,eme,ήπιος
791,sanft::A,ezti,ήπιος
792,hungrig::A,gose,πεινασμένος
793,krank::A,eri,άρρωστος
794,krank::A,gaixo,άρρωστος
795,nackt::A,biluzi,γυμνός
796,traurig::A,itun,λυπημένος
797,traurig::A,betilun,λυπημένος
798,lebendig::A,bizirik,ζωντανός
799,gut::A,on,καλός
800,schlecht::A,txar,κακός
801,richtig::A,zuzen,σωστός
802,schlimm::A,larri,άσχημος
803,wahr::A,egiazko,αληθής
804,wahr::A,egiazko,αληθινός
805,alt::A,zahar,παλιός
806,neu::A,berri,νέος
807,neu::A,berri,καινούργιος
808,ehemalig::A,lehengo,παλιός
809,alt[Lebewesen]::A,adindun,γέρος
810,jung::A,gazte,νέος
811,arm::A,txiro,φτωχός
812,arm::A,behartsu,φτωχός
813,reich::A,dirudun,πλούσιος
814,bekannt::A,ezagun,γνωστός
815,berühmt::A,entzun,περίφημος
816,berühmt::A,entzun,ξακουσμένος
817,berühmt::A,ospetsu,περίφημος
818,berühmt::A,ospetsu,ξακουσμένος
819,fremd::A,arrotz,ξένος
820,verschieden::A,ezberdin,διαφορετικός
821,verschieden::A,desberdin,διαφορετικός
822,nah::A,hurre,κοντινός
823,nah::A,hurbil,κοντινός
824,fern::A,urrun,μακριά
825,linker::A,ezker,αριστερός
826,rechter::A,eskuin,δεξιός
827,anderer::A,beste,άλλος
828,erster::A,lehen,πρώτος
829,erster::A,aurren,πρώτος
830,zweiter::A,bigarren,δεύτερος
831,dritter::A,hirugarren,τρίτος
832,letzter::A,azken,τελευταίος
833,letzter::A,hondar,τελευταίος
834,allein::ADV,bakarrik,μόνος
835,auf einmal::ADV,batera,εφάπαξ
836,zusammen::ADV,elkarrekin,μαζί
837,lange::ADV,luzaro,πολύν καιρό
838,plötzlich::ADV,bat-batean,έξαφνα
839,sofort::ADV,berehala,αμέσως
840,später::ADV,gero,αργότερα
841,jetzt::ADV,orain,τώρα
842,heute::ADV,gaur,σήμερα
843,morgen::ADV,bihar,αύριο
844,bald::ADV,aurki,σε λίγο
845,bald::ADV,aurki,εντός ολίγου
846,bald::ADV,laster,σε λίγο
847,bald::ADV,laster,εντός ολίγου
848,dann::ADV,ondoren,ύστερα
849,gestern::ADV,atzo,χτες
850,einst::ADV,antzina,ποτέ
851,einst::ADV,antzina,άλλοτε
852,damals::ADV,orduan,τότε
853,danach::ADV,gerora,μετά
854,danach::ADV,gerora,ύστερα
855,danach::ADV,ondoren,μετά
856,danach::ADV,ondoren,ύστερα
857,vorher::ADV,lehenago,πριν
858,vorher::ADV,lehenago,προηγουμένως
859,zuerst::ADV,aurrena,πρώτα
860,zuerst::ADV,lehenbizi,πρώτα
861,einmal::ADV,behin,μία φορά
862,einmal::ADV,aldi bat,μία φορά
863,manchmal::ADV,batzuetan,κάποτε
864,manchmal::ADV,zenbaitetan,κάποτε
865,oft::ADV,maiz,συχνά
866,oft::ADV,maiz,πολλές φορές
867,oft::ADV,askotan,συχνά
868,oft::ADV,askotan,πολλές φορές
869,immer::ADV,beti,πάντα
870,immer::ADV,beti,πάντοτε
871,niemals::ADV,inoiz ez,ποτέ
872,niemals::ADV,sekula ez,ποτέ
873,hier::ADV,hemen,εδώ
874,hierhin::ADV,hona,εδώ
875,von hier::ADV,hemendik,από δω
876,von hier::ADV,honetatik,από δω
877,dort::ADV,han,εκεί
878,dorthin::ADV,hara,προς τα κει
879,geradeaus::ADV,artez,κατευθείαν
880,vorwärts::ADV,aurrera,εμπρός
881,rückwärts::ADV,atzera,πίσω
882,rückwärts::ADV,atzerantz,πίσω
883,zurück::ADV,atzera,πίσω
884,unten::ADV,behean,κάτω
885,hinab::ADV,behera,προς τα κάτω
886,hinab::ADV,beherantz,προς τα κάτω
887,oben::ADV,goian,πάνω
888,oben::ADV,goian,επάνω
889,hinauf::ADV,gora,προς τα πάνω
890,hinauf::ADV,gorantz,προς τα πάνω
891,überall::ADV,edonon,παντού
892,nicht::ADV,ez,δεν
893,ein wenig::ADV,apur bat,λιγάκι
894,ein wenig::ADV,pixka bat,λιγάκι
895,kaum::ADV,ozta,μόλις
896,kaum::ADV,nekez,μόλις
897,sehr::ADV,oso,πολύ
898,so::ADV,hala,έτσι
899,so::ADV,honela,έτσι
900,noch::ADV,oraindik,ακόμα
901,nur::ADV,bakarrik,μόνο
902,schon::ADV,ja,ήδη
903,schon::ADV,ja,κιόλας
904,schon::ADV,jada,ήδη
905,schon::ADV,jada,κιόλας
906,wieder::ADV,berriro,ξανά
907,vergebens::ADV,alferrik,μάταια
908,vor::PRP,aurrean,μπροστά σε
909,vor::PRP,aurrean,μπροστά από
910,hinter::PRP,ostean,πίσω από 
911,hinter::PRP,gibelean,πίσω από 
912,unter::PRP,pean,υπό
913,unter::PRP,pean,κάτω από
914,unter::PRP,azpian,υπό
915,unter::PRP,azpian,κάτω από
916,durch::PRP,zehar,διά
917,durch::PRP,zehar,διά μέσου
918,neben::PRP,ondoan,δίπλα σε
919,neben::PRP,aldamenean,δίπλα σε
920,zwischen::PRP,artean,μεταξύ
921,zwischen::PRP,artean,ανάμεσα σε
922,wegen::PRP,-gatik,για
923,wegen::PRP,-gatik,λόγω
924,dies::PRN,hau,αυτό
925,das::PRN,hura,το
926,alles::PRN,dena,όλα
927,ich::PRN,ni,εγώ
928,du::PRN,zu,σύ
929,du::PRN,zu,εσύ
930,er::PRN,bera,αυτός
931,wir::PRN,gu,εμείς
932,ihr::PRN,zuek,εσείς
933,sie::PRN,berak,αυτοί
934,was::FPRN,zer,τι
935,wer::FPRN,nor,ποιος
936,wo::FADV,non,πού
937,wohin::FADV,nora,πού
938,wohin::FADV,nora,για πού
939,wie::FADV,nola,πώς
940,wie::FADV,zelan,πώς
941,warum::FADV,zeren,γιατί
942,warum::FADV,zergatik,γιατί
943,wieviel::FNUM,zenbat,πόσος
944,eins::NUM,bat,ένα
945,zwei::NUM,bi,δύο
946,zwei::NUM,biga,δύο
947,drei::NUM,hiru,τρία
948,drei::NUM,hiru,τρεις
949,vier::NUM,lau,τέσσερα
950,vier::NUM,lau,τέσσερις
951,fünf::NUM,bost,πέντε
952,sechs::NUM,sei,έξι
953,sieben::NUM,zazpi,εφτά
954,acht::NUM,zortzi,οχτώ
955,neun::NUM,bederatzi,εννιά
956,zehn::NUM,hamar,δέκα
957,elf::NUM,hamaika,έντεκα
958,zwölf::NUM,hamabi,δώδεκα
959,zwanzig::NUM,hogei,είκοσι
960,dreißig::NUM,hogeita hamar,τριάντα
961,vierzig::NUM,berrogei,σαράντα
962,fünfzig::NUM,berrogeita hamar,πενήντα
963,sechzig::NUM,hirurogei,εξήντα
964,siebzig::NUM,hirurogeita hamar,εβδομήντα
965,achtzig::NUM,laurogei,ογδόντα
966,neunzig::NUM,laurogeita hamar,ενενήντα
967,hundert::NUM,ehun,εκατό
968,tausend::NUM,mila,χίλιοι
969,und::CNJ,eta,και
970,oder::CNJ,edo,ή
971,stehen::V,zutik egon,στέκομαι
972,stehen::V,zutik egon,είμαι όρθιος
973,sitzen::V,eserita egon,κάθομαι
974,liegen::V,etzan,είμαι ξαπλωμένος
975,hängen::V,eskegita egon,κρέμομαι
976,hängen::V,zintzilik egon,κρέμομαι
977,werden::V,bihurtu,γίνομαι
978,werden::V,bilakatu,γίνομαι
979,passieren::V,pasatu,συμβαίνω
980,passieren::V,gertatu,συμβαίνω
981,beginnen::V,hasi,αρχίζω
982,enden::V,bukatu,τελειώνω
983,wechseln::V,aldatu,αλλάζω
984,aufgehen[Sonne]::V,ilki,βγαίνω
985,aufgehen[Sonne]::V,ilki,ανατέλλω
986,aufgehen[Sonne]::V,sortu,βγαίνω
987,aufgehen[Sonne]::V,sortu,ανατέλλω
988,untergehen[Sonne]::V,sartu,δύω
989,untergehen[Sonne]::V,sartu,βασιλεύω
990,scheinen[Sonne]::V,eguzkia egon,λάμπω
991,donnern::V,trumoia jo,βροντώ
992,wehen::V,haizea ibili,φυσώ
993,strömen::V,zorrotadaka isuri,ρέω
994,strömen::V,zorrotadaka isuri,τρέχω
995,fließen::V,isuri,ρέω
996,sich drehen::V,biratu,γυρίζω
997,sich drehen::V,biratu,στρέφομαι
998,schwanken::V,zabuka ibili,ταλαντεύομαι
999,schwingen::V,kulunkatu,αιωρούμαι
1000,schwingen::V,kulunkatu,ταλαντεύομαι
1001,fallen::V,erori,πέφτω
1002,brennen::V,sutan egon,καίω
1003,rauchen::V,kea bota,καπνίζω
1004,regnen::V,euria ari izan,βρέχω
1005,gefrieren::V,izoztu,παγώνω
1006,gefrieren::V,hormatu,παγώνω
1007,tauen::V,gesaldu,λειώνω
1008,schmelzen::V,urtu,λειώνω
1009,trocknen::V,idortu,στεγνώνω
1010,trocknen::V,lehortu,στεγνώνω
1011,sieden::V,irakin,βράζω
1012,faulen::V,hirotu,σαπίζω
1013,faulen::V,usteldu,σαπίζω
1014,verfaulen::V,hirotu,σαπίζω
1015,verfaulen::V,usteldu,σαπίζω
1016,reißen::V,eten,σχίζω
1017,reißen::V,tarrat egin,σχίζω
1018,versinken::V,urperatu,βουλιάζω
1019,versinken::V,urperatu,βυθίζομαι
1020,vergehen::V,iragan,περνώ
1021,erscheinen::V,agertu,εμφανίζομαι
1022,verschwinden::V,desagertu,χάνομαι
1023,verschwinden::V,desagertu,εξαφανίζομαι
1024,sinken::V,beheititu,κατεβαίνω
1025,abnehmen::V,gutxitu,μειώνομαι 
1026,abnehmen::V,beheratu,μειώνομαι 
1027,zunehmen::V,gora egin,αυξάνω
1028,zunehmen::V,gora egin,μεγαλώνω
1029,steigen::V,igo,ανεβαίνω
1030,wachsen::V,hazi,μεγαλώνω
1031,glänzen::V,distiratu,γυαλίζω
1032,funkeln::V,izarniatu,αστράφτω
1033,funkeln::V,izarniatu,σπιθοβολώ
1034,lärmen::V,zarata atera,θορυβώ
1035,läuten::V,jo,χτυπώ 
1036,läuten::V,hots egin,χτυπώ 
1037,klingeln::V,txirrina jo,κουδουνίζω
1038,klirren::V,tintin egin,κουδουνίζω
1039,brausen::V,marru egin,βουΐζω
1040,rauschen::V,fir-fir egin,βουΐζω
1041,klingen::V,soinu egin,ηχώ
1042,bellen::V,zaunkatu,γαυγίζω
1043,heulen::V,ulu egin,ουρλιάζω
1044,heulen::V,uhuri egin,ουρλιάζω
1045,blasen::V,ufa egin,φυσώ
1046,blasen::V,putz egin,φυσώ
1047,pfeifen::V,txistu egin,σφυρίζω
1048,schreien::V,oihu egin,κραυγάζω
1049,schreien::V,garrasi egin,κραυγάζω
1050,stöhnen::V,intziri egin,βογγώ
1051,zittern::V,ikara egin,τρέμω
1052,zittern::V,dar-dar egin,τρέμω
1053,leben::V,bizi izan,ζω
1054,geboren werden::V,jaio,γεννιέμαι
1055,atmen::V,hats egin,αναπνέω
1056,atmen::V,arnasa egin,αναπνέω
1057,trinken::V,edan,πίνω
1058,essen::V,jan,τρώω
1059,schlucken::V,irentsi,καταπίνω
1060,müde werden::V,unatu,κουράζομαι
1061,müde werden::V,nekatu,κουράζομαι
1062,einschlafen::V,lokartu,αποκοιμιέμαι
1063,schlafen::V,lo egin,κοιμάμαι
1064,aufwachen::V,esnatu,ξυπνώ
1065,aufwachen::V,atzarri,ξυπνώ
1066,aufstehen::V,jaiki,σηκώνομαι
1067,sich erholen::V,atseden egin,ξεκουράζομαι
1068,krank werden::V,gaixotu,αρρωσταίνω
1069,krank sein::V,eri izan,ασθενώ
1070,krank sein::V,gaixo izan,ασθενώ
1071,schmerzen::V,min egin,πονώ
1072,husten::V,eztul egin,βήχω
1073,genesen::V,osatu,θεραπεύομαι
1074,sterben::V,hil,πεθαίνω
1075,sterben::V,zendu,πεθαίνω
1076,umkommen::V,istripuz hil,πεθαίνω
1077,sich bewegen::V,higitu,κουνιέμαι
1078,sich rühren::V,zirkin egin,σαλεύω
1079,sich erheben::V,zutitu,επαναστατώ
1080,sich erheben::V,altxatu,επαναστατώ
1081,sich setzen::V,eseri,κάθομαι
1082,sich setzen::V,jesarri,κάθομαι
1083,hinfallen::V,erori,πέφτω κάτω
1084,laufen::V,ibili,τρέχω
1085,schreiten::V,oinkatu,βαδίζω
1086,spazierengehen::V,paseatu,κάνω βόλτα
1087,spazierengehen::V,paseatu,πηγαίνω περίπατο
1088,spazierengehen::V,ostera bat egin,κάνω βόλτα
1089,spazierengehen::V,ostera bat egin,πηγαίνω περίπατο
1090,eilen::V,lasterkatu,σπεύδω
1091,sich beeilen::V,lehiatu,βιάζομαι
1092,sausen::V,ziztu bizian joan,τρέχω γρήγορα
1093,rennen::V,lasterka egin,τρέχω
1094,springen::V,jauzi egin,πηδώ
1095,klettern::V,igo,σκαρφαλώνω
1096,schaukeln::V,zabu egin,κουνιέμαι
1097,schaukeln::V,zanbulu egin,κουνιέμαι
1098,kriechen::V,narras egin,έρπω
1099,kriechen::V,narras egin,σέρνομαι
1100,schwimmen::V,igerikatu,κολυμπώ
1101,schwimmen::V,igeri egin,κολυμπώ
1102,tauchen::V,murgildu,βουτώ
1103,tauchen::V,pulunpatu,βουτώ
1104,rudern::V,bogatu,κωπηλατώ
1105,rudern::V,arraun egin,κωπηλατώ
1106,fahren::V,joan,πηγαίνω
1107,fliegen::V,hegaldatu,πετώ
1108,fliegen::V,hegan egin,πετώ
1109,gehen::V,joan,βαδίζω
1110,gehen::V,joan,πηγαίνω
1111,weggehen::V,alde egin,φεύγω
1112,abfahren::V,abiatu,ξεκινώ
1113,abfahren::V,abiatu,αναχωρώ
1114,anhalten::V,geratu,σταματώ
1115,anhalten::V,gelditu,σταματώ
1116,hineingehen::V,sartu,μπαίνω
1117,eintreten::V,sartu,μπαίνω
1118,eintreten::V,sartu,εισέρχομαι
1119,kommen::V,etorri,έρχομαι
1120,ankommen::V,heldu,φτάνω
1121,ankommen::V,iritsi,φτάνω
1122,zurückkommen::V,itzuli,επιστρέφω
1123,bleiben::V,gelditu,μένω
1124,warten::V,itxaron,περιμένω
1125,warten::V,zain egon,περιμένω
1126,erwarten::V,iguriki,αναμένω
1127,erwarten::V,iguriki,περιμένω
1128,suchen::V,bilatu,ψάχνω
1129,finden::V,idoro,βρίσκω
1130,finden::V,aurkitu,βρίσκω
1131,versuchen::V,saiatu,προσπαθώ
1132,versuchen::V,ahalegindu,προσπαθώ
1133,vorbereiten::V,gertatu,προετοιμάζω
1134,lieben::V,maitatu,αγαπώ
1135,lieben::V,maite izan,αγαπώ
1136,mögen::V,laket izan,μου αρέσει
1137,mögen::V,atsegin izan,μου αρέσει
1138,lachen::V,irri egin,γελώ
1139,lachen::V,barre egin,γελώ
1140,rühren::V,hunkitu,συγκινώ
1141,weinen::V,negar egin,κλαίω
1142,schimpfen::V,erneguka ari izan,βρίζω
1143,sich ärgern::V,ernegatu,θυμώνω
1144,sich ärgern::V,haserretu,θυμώνω
1145,sich fürchten::V,beldur izan,φοβάμαι
1146,fürchten::V,beldur izan,φοβάμαι
1147,fliehen::V,ihes egin,φεύγω
1148,flüchten::V,ihes egin,δραπετεύω
1149,sehen::V,ikusi,βλέπω
1150,anschauen::V,begietsi,κοιτάζω
1151,ansehen::V,begiratu,βλέπω
1152,hören::V,aditu,ακούω
1153,zuhören::V,entzun,ακούω
1154,probieren::V,dastatu,δοκιμάζω
1155,riechen::V,usnatu,μυρίζω
1156,riechen::V,usnatu,οσφραίνομαι
1157,riechen::V,usaindu,μυρίζω
1158,riechen::V,usaindu,οσφραίνομαι
1159,fühlen::V,sentitu,αισθάνομαι
1160,scheinen::V,iruditu,φαίνομαι
1161,scheinen::V,begitandu,φαίνομαι
1162,zu sehen sein::V,azaldu,φαίνομαι
1163,vernehmen::V,aditu,ακούω
1164,vernehmen::V,aditu,μαθαίνω
1165,frieren::V,hotz izan,κρυώνω
1166,tun::V,egin,κάνω
1167,können::V,ahal izan,ξέρω
1168,können::V,ahal izan,μπορώ
1169,wollen::V,nahi izan,θέλω
1170,anfangen::V,hasi,αρχίζω
1171,beenden::V,bukatu,τελειώνω
1172,aufhören::V,utzi,παύω
1173,gelingen::V,lortu,πετυχαίνω
1174,geraten::V,heldu,γίνομαι
1175,öffnen::V,ireki,ανοίγω
1176,öffnen::V,zabaldu,ανοίγω
1177,schließen::V,itxi,κλείνω
1178,stellen::V,ipini,θέτω
1179,setzen::V,jesarri,θέτω
1180,legen::V,jarri,θέτω
1181,berühren::V,ukitu,εγγίζω
1182,verbinden::V,uztartu,συνδέω
1183,bedecken::V,estali,σκεπάζω
1184,aufhängen::V,eseki,κρεμώ
1185,aufhängen::V,eskegi,κρεμώ
1186,anzünden::V,piztu,ανάβω
1187,aufheben::V,jaso,σηκώνω
1188,zurücklassen::V,atzean utzi,εγκαταλείπω
1189,verlieren::V,galdu,χάνω
1190,fallen lassen::V,erortzen utzi,αφήνω να πέσει
1191,machen::V,egin,κάνω
1192,machen::V,egin,φτιάχνω
1193,herstellen::V,ekoiztu,κατασκευάζω
1194,bauen::V,eraiki,χτίζω
1195,bauen::V,eraiki,οικοδομώ
1196,reparieren::V,konpondu,επισκευάζω
1197,reparieren::V,konpondu,επιδιορθώνω
1198,verbessern::V,hobetu,βελτιώνω
1199,verbessern::V,hobetu,καλυτερεύω
1200,ändern::V,mudatu,αλλάζω
1201,graben::V,aitzurtu,σκάβω
1202,beugen::V,makurtu,λυγίζω
1203,biegen::V,malgutu,κάμπτω
1204,biegen::V,makolatu,κάμπτω
1205,drehen::V,jiratu,στρέφω
1206,wenden::V,bihurtu,γυρίζω
1207,umdrehen::V,biratu,γυρίζω
1208,umdrehen::V,alderantzikatu,γυρίζω
1209,heben::V,jaso,υψώνω
1210,heben::V,jaso,σηκώνω
1211,heben::V,goratu,υψώνω
1212,heben::V,goratu,σηκώνω
1213,hochheben::V,goratu,υψώνω
1214,hochheben::V,goratu,σηκώνω
1215,hochheben::V,altxatu,υψώνω
1216,hochheben::V,altxatu,σηκώνω
1217,ergreifen::V,oratu,πιάνω
1218,ergreifen::V,oratu,αρπάζω
1219,halten::V,eutsi,βαστώ
1220,drücken::V,sakatu,πιέζω
1221,schieben::V,bultzatu,σπρώχνω
1222,kratzen::V,hatz egin,γρατσουνίζω
1223,kratzen::V,hazka egin,γρατσουνίζω
1224,lecken::V,miaztu,γλείφω
1225,lecken::V,lamikatu,γλείφω
1226,beißen::V,hozka egin,δαγκάνω
1227,beißen::V,ausiki egin,δαγκάνω
1228,abreißen::V,kendu,κόβω
1229,abreißen::V,kendu,σχίζω
1230,abschneiden::V,moztu,αποκόπτω
1231,abschneiden::V,pikatu,αποκόπτω
1232,binden::V,lotu,δένω
1233,binden::V,estekatu,δένω
1234,stecken::V,sartu,χώνω
1235,brechen::V,apurtu,σπάζω
1236,klopfen::V,jo,χτυπώ
1237,klopfen::V,jo,τινάζω
1238,hauen::V,jo,χτυπώ
1239,kleben::V,itsatsi,κολλώ
1240,reiben::V,igurtzi,τρίβω
1241,streichen::V,igurtzi,αλείφω
1242,schleifen::V,zorroztu,ακονίζω
1243,schneiden::V,moztu,κόβω
1244,rütteln::V,astindu,σείω
1245,rütteln::V,astindu,τινάζω
1246,rütteln::V,inarrosi,σείω
1247,rütteln::V,inarrosi,τινάζω
1248,schütteln::V,astindu,σείω
1249,schütteln::V,astindu,κουνώ
1250,schütteln::V,inarrosi,σείω
1251,schütteln::V,inarrosi,κουνώ
1252,schwenken::V,zabukatu,κουνώ
1253,schütten::V,isuri,χύνω
1254,füllen::V,bete,γεμίζω
1255,einwickeln::V,bildu,τυλίγω
1256,tragen::V,eroan,φέρνω
1257,tragen::V,eraman,φέρνω
1258,schleppen::V,narrastu,κουβαλώ
1259,schleppen::V,herrestatu,κουβαλώ
1260,ziehen::V,tira egin,τραβώ
1261,aufbewahren::V,gorde,φυλάω
1262,werfen::V,jaurti,ρίχνω
1263,werfen::V,aurtiki,ρίχνω
1264,fangen::V,atzeman,πιάνω
1265,packen::V,heldu,τσακώνω
1266,verstecken::V,ostendu,κρύβω
1267,verstecken::V,ezkutatu,κρύβω
1268,teilen::V,zatitu,μερίζω
1269,schicken::V,bidali,στέλνω
1270,bringen::V,ekarri,φέρνω
1271,hinzufügen::V,eratxiki,προσθέτω
1272,hinzufügen::V,gaineratu,προσθέτω
1273,bekommen::V,jaso,προσκομίζω
1274,erhalten::V,jaso,παίρνω
1275,erhalten::V,jaso,λαμβάνω
1276,nehmen::V,hartu,πιάνω
1277,nehmen::V,hartu,παίρνω
1278,wählen::V,hautatu,εκλέγω
1279,wählen::V,aukeratu,εκλέγω
1280,auswählen::V,hautatu,διαλέγω
1281,auswählen::V,aukeratu,διαλέγω
1282,bewahren::V,begiratu,διατηρώ
1283,behindern::V,oztopatu,εμποδίζω
1284,verderben::V,hondatu,χαλώ
1285,beschädigen::V,akastu,ζημιώνω
1286,zerbrechen::V,apurtu,σπάζω
1287,zerreißen::V,zarratatu,σχίζω
1288,zerstören::V,suntsitu,καταστρέφω
1289,verbrennen::V,erre,καίω
1290,verbrennen::V,kiskali,καίω
1291,geben::V,eman,δίνω
1292,reichen::V,luzatu,δίνω
1293,reichen::V,helarazi,δίνω
1294,schenken::V,oparitu,χαρίζω
1295,versprechen::V,agindu,υπόσχομαι
1296,wünschen::V,opatu,εύχομαι
1297,wünschen::V,opetsi,εύχομαι
1298,loben::V,laudatu,επαινώ
1299,loben::V,goraipatu,επαινώ
1300,küssen::V,musu eman,φιλώ
1301,wiegen::V,kulunkatu,κουνώ
1302,wiegen::V,kulunkatu,νανουρίζω
1303,zudecken::V,estali,σκεπάζω
1304,wecken::V,esnatu,ξυπνώ
1305,wecken::V,iratzartu,ξυπνώ
1306,zeigen::V,erakutsi,δείχνω
1307,führen::V,gidatu,οδηγώ
1308,lehren::V,irakatsi,διδάσκω
1309,unterrichten::V,eskolak eman,διδάσκω
1310,aufziehen::V,hazi,ανατρέφω
1311,leiten::V,arteztu,ηγούμαι
1312,leiten::V,arteztu,διευθύνω
1313,antreiben::V,bulkatu,σπρώχνω
1314,antreiben::V,bulkatu,παρακινώ
1315,lassen::V,-arazi,αφήνω
1316,einladen::V,gonbidatu,προσκαλώ
1317,vereinigen::V,batu,ενώνω
1318,vereinigen::V,bateratu,ενώνω
1319,besuchen::V,ikustatu,επισκέπτομαι
1320,treffen::V,topatu,συναντώ
1321,sich versammeln::V,bildu,μαζεύομαι
1322,spielen::V,jolastu,παίζω
1323,singen::V,abestu,τραγουδώ
1324,singen::V,kantatu,τραγουδώ
1325,tanzen::V,dantzatu,χορεύω
1326,tanzen::V,dantzan egin,χορεύω
1327,sich trennen::V,banandu,αποχωρίζομαι
1328,verlassen::V,utzietsi,εγκαταλείπω
1329,retten::V,salbatu,σώζω
1330,retten::V,gaizkatu,σώζω
1331,bewachen::V,jagon,φρουρώ
1332,bewachen::V,zaindu,φρουρώ
1333,schützen::V,babestu,προστατεύω
1334,schützen::V,gerizatu,προστατεύω
1335,verteidigen::V,aldeztu,υπερασπίζω
1336,sich schlagen::V,elkar jo,χτυπιέμαι
1337,sich schlagen::V,elkar borrokatu,χτυπιέμαι
1338,schießen::V,tiro egin,πυροβολώ
1339,siegen::V,irabazi,νικώ
1340,ärgern::V,ernegatu,τσαντίζω
1341,ärgern::V,haserretu,τσαντίζω
1342,schlagen::V,jo,χτυπώ
1343,schlagen::V,erauntsi,χτυπώ
1344,treten::V,zapaldu,κλοτσώ
1345,treten::V,ostiaktu,κλοτσώ
1346,stechen::V,sastatu,τρυπώ
1347,stoßen::V,bultzatu,ωθώ
1348,stoßen::V,bultzatu,σπρώχνω
1349,stehlen::V,ostu,κλέβω
1350,stehlen::V,lapurtu,κλέβω
1351,stören::V,galarazi,διαταράσσω
1352,belästigen::V,gohaindu,ενοχλώ
1353,belästigen::V,alamena eman,ενοχλώ
1354,verbergen::V,ezkutatu,κρύβω
1355,täuschen::V,tronpatu,παραπλανώ
1356,täuschen::V,engainatu,παραπλανώ
1357,betrügen::V,iruzurtu,απατώ
1358,töten::V,hil,σκοτώνω
1359,töten::V,hil,θανατώνω
1360,töten::V,heriotza eman,σκοτώνω
1361,töten::V,heriotza eman,θανατώνω
1362,wohnen::V,bizi izan,μένω
1363,wohnen::V,bizi izan,κατοικώ
1364,arbeiten::V,lan egin,δουλεύω
1365,arbeiten::V,lan egin,εργάζομαι
1366,arbeiten::V,behar egin,δουλεύω
1367,arbeiten::V,behar egin,εργάζομαι
1368,sammeln::V,bildu,μαζεύω
1369,sammeln::V,bildu,συλλέγω
1370,sammeln::V,bildumatu,μαζεύω
1371,sammeln::V,bildumatu,συλλέγω
1372,pflücken::V,batu,κόβω
1373,pflücken::V,bildu,κόβω
1374,jagen::V,ehizatu,κυνηγώ
1375,fischen::V,arrantzatu,ψαρεύω
1376,fischen::V,arrantza egin,ψαρεύω
1377,fassen::V,harrapatu,πιάνω
1378,hüten::V,begiratu,φυλάγω
1379,hüten::V,begiratu,προσέχω
1380,treiben::V,bultza egin,οδηγώ
1381,anbinden::V,estekatu,δένω
1382,füttern::V,bazkatu,ταΐζω
1383,melken::V,jetzi,αρμέγω
1384,hacken::V,xehatu,κόβω
1385,gießen::V,isuri,ποτίζω
1386,reifen::V,heldu,ωριμάζω
1387,reifen::V,zoritu,ωριμάζω
1388,zubereiten::V,prestatu,ετοιμάζω
1389,kochen::V,egosi,βράζω
1390,backen::V,labean egin,ψήνω
1391,braten::V,erregosi,τηγανίζω
1392,umrühren::V,eragin,ανακατεύω
1393,stricken::V,trikotatu,πλέκω
1394,stricken::V,puntu egin,πλέκω
1395,nähen::V,josi,ράβω
1396,färben::V,tindatu,βάφω
1397,färben::V,tindatu,χρωματίζω
1398,reinigen::V,ikuzi,καθαρίζω
1399,reinigen::V,garbitu,καθαρίζω
1400,waschen::V,xahutu,πλένω
1401,waschen::V,garbitu,πλένω
