,Concept_ID,es,uz
811,wehen::V,soplar,elpimoq
812,strömen::V,afluir,oqmoq
813,fließen::V,fluir,oqmoq
814,fließen::V,correr,oqmoq
815,sich drehen::V,girar,aylanmoq
816,schwanken::V,vacilar,qoqilmoq
817,schwingen::V,oscilar,lopillamoq
818,fallen::V,caer,tushmoq
819,brennen::V,arder,yonmoq
820,brennen::V,quemar,yonmoq
821,rauchen::V,humear,tutamoq
822,rauchen::V,echar humo,tutamoq
823,regnen::V,llover,yomg'ir yog'moq
824,gefrieren::V,helarse,muzlamoq
825,tauen::V,deshelarse,ärimoq
826,schmelzen::V,fundirse,ärimoq
827,schmelzen::V,derretirse,ärimoq
828,trocknen::V,secarse,qurimoq
829,sieden::V,hervir,qaynamoq
830,faulen::V,pudrirse,chirimoq
831,verfaulen::V,pudrirse,chirimoq
832,reißen::V,romperse,qayt qilmoq
833,versinken::V,hundirse,g'arq bo'lmoq
834,vergehen::V,pasar,o'tmoq
835,erscheinen::V,aparecer,zuhur ätmoq
836,verschwinden::V,desaparecer,yo'qolmoq
837,sinken::V,bajar,pasaymoq
838,abnehmen::V,decrecer,kamaymoq
839,abnehmen::V,disminuir,kamaymoq
840,zunehmen::V,crecer,urchimoq
841,zunehmen::V,aumentar,urchimoq
842,steigen::V,subir,oshmoq
843,steigen::V,ascender,oshmoq
844,wachsen::V,crecer,o'smoq
845,glänzen::V,brillar,porlamoq
846,glänzen::V,resplandecer,porlamoq
847,funkeln::V,chispear,yalt ätmoq
848,lärmen::V,hacer ruido,taraq ätmoq
849,läuten::V,sonar,jiringlamoq
850,läuten::V,repicar,jiringlamoq
851,klingeln::V,tocar el timbre,jiringlamoq
852,klirren::V,tintinear,sharaqlamoq
853,brausen::V,zumbar,vag'illamoq
854,rauschen::V,murmurar,shitirlamoq
855,klingen::V,sonar,yangramoq
856,bellen::V,ladrar,hurmoq
857,heulen::V,ulular,uvlamoq
858,blasen::V,soplar,puflamoq
859,pfeifen::V,silbar,xushtak chalmoq 
860,schreien::V,gritar,qiyqirmoq
861,stöhnen::V,gemir,nola qilmoq
862,zittern::V,temblar,titramoq
863,leben::V,vivir,yashamoq
864,geboren werden::V,nacer,tug'ilmoq
865,atmen::V,respirar,nafas chiqarmoq
866,trinken::V,beber,ichmoq
867,essen::V,comer,emoq
868,schlucken::V,tragar,yutmoq
869,müde werden::V,cansarse,horimoq
870,müde werden::V,fatigarse,horimoq
871,einschlafen::V,dormirse,uxlab qolmoq
872,schlafen::V,dormir,uxlamoq
873,aufwachen::V,despertarse,uyg'onmoq
874,aufstehen::V,levantarse,qo'pmoq
875,sich erholen::V,reposar,dam olmoq
876,sich erholen::V,descansar,dam olmoq
877,krank werden::V,caer enfermo,kasallanmoq
878,krank sein::V,estar enfermo,betob yotmoq
879,schmerzen::V,doler,og'rimoq
880,husten::V,toser,yo'talmoq
881,genesen::V,convalecer,tuzalmoq
882,genesen::V,restablecerse,tuzalmoq
883,sterben::V,morir,o'lmoq
884,umkommen::V,perecer,halok bo'lmoq
885,sich bewegen::V,moverse,harakat qilmoq
886,sich rühren::V,rebullir,qimirlamoq
887,sich erheben::V,levantarse,qo'pmoq
888,sich setzen::V,sentarse,o'tirmoq
889,hinfallen::V,caerse,yiqilmoq
890,laufen::V,andar,yurmoq
891,schreiten::V,proceder,yurmoq
892,spazierengehen::V,pasear,sayr ätmoq
893,spazierengehen::V,pasearse,sayr ätmoq
894,eilen::V,correr prisa,tezlamoq
895,sich beeilen::V,darse prisa,shoshmoq
896,sausen::V,correr,chopqillamoq
897,rennen::V,correr,yugurmoq
898,springen::V,saltar,sakramoq
899,klettern::V,trepar,yuqorilamoq
900,klettern::V,escalar,yuqorilamoq
901,schaukeln::V,bambolearse,irg'amoq
902,kriechen::V,reptar,ämaklamoq
903,kriechen::V,arrastrarse,ämaklamoq
904,schwimmen::V,nadar,suzmoq
905,tauchen::V,bucear,chu'mmoq
906,tauchen::V,sumergirse,chu'mmoq
907,rudern::V,remar,eshkak eshmoq
908,fahren::V,ir,haydamoq
909,fliegen::V,volar,uchmoq
910,gehen::V,ir,bormoq
911,gehen::V,andar,bormoq
912,weggehen::V,irse,ketoq
913,weggehen::V,marcharse,ketoq
914,abfahren::V,salir,jo'namoq
915,abfahren::V,partir,jo'namoq
916,anhalten::V,parar,to'xtamoq
917,anhalten::V,pararse,to'xtamoq
918,hineingehen::V,entrar,kirmoq
919,eintreten::V,entrar,kirmoq
920,kommen::V,venir,kelmoq
921,ankommen::V,llegar,etib kelmoq
922,zurückkommen::V,volver,qaytib kelmoq
923,zurückkommen::V,regresar,qaytib kelmoq
924,bleiben::V,quedarse,qolmoq
925,warten::V,esperar,poylamoq
926,erwarten::V,esperar,kutmoq
927,suchen::V,buscar,izlamoq
928,finden::V,hallar,topmoq
929,finden::V,encontrar,topmoq
930,versuchen::V,intentar,chalishmoq
931,vorbereiten::V,preparar,hozirlamoq
932,lieben::V,amar,sevmoq
933,lieben::V,querer,sevmoq
934,mögen::V,querer,ardoqlamoq
935,lachen::V,reír,kulmoq
936,rühren::V,conmover,ta'sirlantirmoq
937,weinen::V,llorar,yig'lamoq
938,schimpfen::V,regañar,koyinmoq
939,sich ärgern::V,enfadarse,g'azab qilmoq
940,sich fürchten::V,tener miedo,hurkmoq
941,fürchten::V,temer,qo'rqmoq
942,fürchten::V,tener miedo a,qo'rqmoq
943,fliehen::V,huir,qochmoq
944,flüchten::V,escaparse,qochmoq
945,sehen::V,ver,ko'rmoq
946,anschauen::V,mirar,razm solmoq
947,ansehen::V,mirar,razm qilmoq
948,hören::V,oír,äshitmoq
949,zuhören::V,escuchar,tinglamoq
950,probieren::V,probar,tatib ko'rmoq
951,probieren::V,degustar,tatib ko'rmoq
952,riechen::V,oler,iskamoq
953,fühlen::V,sentir,sezmoq
954,scheinen::V,parecer,tuyilmoq
955,zu sehen sein::V,poder verse,ko'rinmoq
956,vernehmen::V,oír,äshitmoq
957,vernehmen::V,percibir,äshitmoq
958,frieren::V,tener frío,sovuq qotmoq
959,tun::V,hacer,ätmoq
960,können::V,poder,-a olmoq
961,können::V,poder,-y olmoq
962,wollen::V,querer,istamoq
963,anfangen::V,iniciar,boshlamoq
964,beenden::V,acabar,bitirmoq
965,beenden::V,terminar,bitirmoq
966,aufhören::V,cesar,tinmoq
967,gelingen::V,salir bien,muvaffaqiyat qozonmoq
968,geraten::V,salir,bo'lmoq
969,geraten::V,dar resultado,bo'lmoq
970,öffnen::V,abrir,ochmoq
971,schließen::V,cerrar,yopmoq
972,stellen::V,poner,qo'ymoq
973,stellen::V,colocar,qo'ymoq
974,setzen::V,poner,o'tqazmoq
975,setzen::V,colocar,o'tqazmoq
976,legen::V,poner,yotqizmoq
977,berühren::V,tocar,tegmoq
978,verbinden::V,unir,ulamoq
979,verbinden::V,juntar,ulamoq
980,bedecken::V,tapar,bekitmoq
981,bedecken::V,cubrir,bekitmoq
982,aufhängen::V,colgar,ildirmoq
983,anzünden::V,encender,yondirmoq
984,aufheben::V,recoger,ko'tarmoq
985,zurücklassen::V,dejar,ayrilmoq
986,verlieren::V,perder,yo'qotmoq
987,fallen lassen::V,dejar caer,tushirmoq
988,machen::V,hacer,qilmoq
989,herstellen::V,fabricar,chiqarmoq
990,bauen::V,construir,solmoq
991,reparieren::V,reparar,tuzatmoq
992,verbessern::V,mejorar,isloh qilmoq
993,ändern::V,mudar,o'zgartirmoq
994,ändern::V,modificar,o'zgartirmoq
995,graben::V,cavar,qazimoq
996,beugen::V,doblar,bukmoq
997,beugen::V,inclinar,bukmoq
998,biegen::V,doblar,bukmoq
999,drehen::V,volver,aylantirmoq
1000,drehen::V,hacer girar,aylantirmoq
1001,wenden::V,volver,burmoq
1002,umdrehen::V,revolver,ag'darmoq
1003,heben::V,levantar,yuksaltirmoq
1004,hochheben::V,alzar,ko'tarmoq
1005,ergreifen::V,coger,tutamlamoq
1006,halten::V,tener,tutmoq
1007,drücken::V,apretar,bosmoq
1008,schieben::V,empujar,surmoq
1009,kratzen::V,rascar,qashimoq
1010,lecken::V,lamer,mijimoq
1011,beißen::V,morder,tishlamoq
1012,abreißen::V,arrancar,emirmoq
1013,abschneiden::V,cortar,cho'rt kesmoq
1014,binden::V,atar,bog'lamoq
1015,stecken::V,meter,suqmoq
1016,brechen::V,romper,sindirmoq
1017,brechen::V,quebrar,sindirmoq
1018,klopfen::V,golpear,dukurlamoq
1019,hauen::V,pegar,urmoq
1020,kleben::V,pegar,yopishtirmoq
1021,kleben::V,encolar,yopishtirmoq
1022,reiben::V,frotar,surkamoq
1023,streichen::V,untar,surkamoq
1024,streichen::V,recubrir,surkamoq
1025,schleifen::V,afilar,qayramoq
1026,schneiden::V,cortar,kesmoq
1027,rütteln::V,agitar,chayqamoq
1028,schütteln::V,agitar,chayqamoq
1029,schütteln::V,sacudir,chayqamoq
1030,schwenken::V,menear,chayqatmoq
1031,schütten::V,verter,quymoq
1032,füllen::V,llenar,to'ldirmoq
1033,einwickeln::V,envolver,chulg'amoq
1034,tragen::V,llevar,tashimoq
1035,schleppen::V,arrastrar,sudramoq
1036,ziehen::V,tirar,tortmoq
1037,aufbewahren::V,conservar,tutmoq
1038,werfen::V,echar,tashlamoq
1039,werfen::V,lanzar,tashlamoq
1040,fangen::V,coger,tutmoq
1041,packen::V,agarrar,opqochmoq
1042,verstecken::V,esconder,yashirmoq
1043,teilen::V,partir,bo'lmoq
1044,teilen::V,dividir,bo'lmoq
1045,schicken::V,enviar,yubormoq
1046,bringen::V,traer,keltirmoq
1047,hinzufügen::V,añadir,tirkamoq
1048,bekommen::V,obtener,olmoq
1049,bekommen::V,conseguir,olmoq
1050,erhalten::V,recibir,olmoq
1051,nehmen::V,tomar,olmoq
1052,wählen::V,elegir,saylamoq
1053,auswählen::V,escoger,saylamoq
1054,auswählen::V,seleccionar,saylamoq
1055,bewahren::V,guardar,saqlamoq
1056,bewahren::V,preservar,saqlamoq
1057,behindern::V,estorbar,xalal bermoq
1058,behindern::V,obstaculizar,xalal bermoq
1059,verderben::V,estropear,xazon qilmoq
1060,beschädigen::V,deteriorar,buzmoq
1061,zerbrechen::V,romper,sindirmoq
1062,zerbrechen::V,quebrar,sindirmoq
1063,zerreißen::V,desgarrar,yirtmoq
1064,zerreißen::V,despedazar,yirtmoq
1065,zerstören::V,destruir,vayron qilmoq
1066,zerstören::V,destrozar,vayron qilmoq
1067,verbrennen::V,quemar,kuydirmoq
1068,geben::V,dar,bermoq
1069,reichen::V,pasar,bermoq
1070,schenken::V,regalar,sovg'a qilmoq
1071,versprechen::V,prometer,va'da bermoq
1072,wünschen::V,desear,orziqmoq
1073,loben::V,alabar,maqtamoq
1074,küssen::V,besar,o'pmoq
1075,wiegen::V,mecer,tebratmoq
1076,zudecken::V,tapar,yopmoq
1077,zudecken::V,cubrir,yopmoq
1078,wecken::V,despertar,uyg'otmoq
1079,zeigen::V,mostrar,ko'rsatmoq
1080,führen::V,guiar,boshlik bo'lmoq
1081,führen::V,conducir,boshlik bo'lmoq
1082,lehren::V,enseñar,o'rgatmoq
1083,lehren::V,instruir,o'rgatmoq
1084,unterrichten::V,enseñar,dars bermoq
1085,aufziehen::V,criar,o'stirmoq
1086,leiten::V,guiar,boshqarmoq
1087,leiten::V,dirigir,boshqarmoq
1088,antreiben::V,impeler,shoshiltirmoq
1089,antreiben::V,impulsar,shoshiltirmoq
1090,lassen::V,hacer,ruxsat bermoq
1091,einladen::V,invitar,taklif kilmoq
1092,vereinigen::V,unir,qo'shmoq
1093,besuchen::V,visitar,mehmonga bormoq
1094,besuchen::V,ir a ver,mehmonga bormoq
1095,treffen::V,encontrar,duchor bo'lmoq
1096,sich versammeln::V,reunirse,to'planmoq
1097,sich versammeln::V,congregarse,to'planmoq
1098,spielen::V,jugar,o'ynamoq
1099,singen::V,cantar,yalla qilmoq
1100,tanzen::V,bailar,raqs qilmoq
1101,sich trennen::V,separarse,yakkalanmoq
1102,verlassen::V,dejar,qoldirmoq
1103,verlassen::V,abandonar,qoldirmoq
1104,retten::V,salvar,qutqazmoq
1105,bewachen::V,vigilar,qo'rimoq
1106,schützen::V,proteger,yoniga olmoq
1107,verteidigen::V,defender,yoqlamoq
1108,sich schlagen::V,batirse,yoqalashmoq
1109,schießen::V,tirar,otmoq
1110,schießen::V,disparar,otmoq
1111,siegen::V,vencer,engmoq
1112,ärgern::V,enojar,jahl chiqarmoq
1113,ärgern::V,enfadar,jahl chiqarmoq
1114,schlagen::V,pegar,urmoq
1115,schlagen::V,golpear,urmoq
1116,treten::V,dar una patada a,tepmoq
1117,stechen::V,pinchar,qadamoq
1118,stoßen::V,empujar,turtmoq
1119,stehlen::V,robar,o'g'rilamoq
1120,stehlen::V,hurtar,o'g'rilamoq
1121,stören::V,molestar,tebratmoq
1122,belästigen::V,molestar,g'ashini keltirmoq
1123,belästigen::V,importunar,g'ashini keltirmoq
1124,verbergen::V,ocultar,berkitmoq
1125,verbergen::V,esconder,berkitmoq
1126,täuschen::V,engañar,aldamoq
1127,betrügen::V,engañar,tirriq qilmoq
1128,töten::V,matar,o'ldirmoq
1129,wohnen::V,vivir,istiqomat qilmoq
1130,wohnen::V,habitar,istiqomat qilmoq
1131,arbeiten::V,trabajar,ishlamoq
1132,sammeln::V,recoger,yig'moq
1133,sammeln::V,coleccionar,yig'moq
1134,pflücken::V,coger,termoq
1135,jagen::V,cazar,ov qilmoq
1136,fischen::V,pescar,baliq ovlamoq
1137,fassen::V,atrapar,ilinmoq
1138,fassen::V,capturar,ilinmoq
1139,hüten::V,guardar,boqtirmoq
1140,treiben::V,aballar,haydamoq
1141,anbinden::V,atar,bog'lamoq
1142,füttern::V,echar de comer,edirmoq
1143,melken::V,ordeñar,sog'moq
1144,hacken::V,picar,chopmoq
1145,hacken::V,cortar,chopmoq
1146,gießen::V,regar,oqizmoq
1147,reifen::V,madurar,qizarmoq
1148,zubereiten::V,preparar,pishirmoq
1149,kochen::V,cocer,qaynatmoq
1150,kochen::V,guisar,qaynatmoq
1151,backen::V,hornear,yopmoq
1152,backen::V,cocer al horno,yopmoq
1153,braten::V,asar,qovurmoq
1154,braten::V,freír,qovurmoq
1155,umrühren::V,remover,atalamoq
1156,stricken::V,hacer punto,to'qimoq
1157,stricken::V,hacer calceta,to'qimoq
1158,nähen::V,coser,tikmoq
1159,färben::V,teñir,bo'yoqlamoq
1160,färben::V,colorear,bo'yoqlamoq
1161,reinigen::V,limpiar,tozalamoq
1162,waschen::V,lavar,yuvmoq
1163,abwischen::V,fregar,surkamoq
1164,abwischen::V,limpiar,surkamoq
1165,spülen::V,aclarar,chaymoq
1166,spülen::V,enjuagar,chaymoq
1167,fegen::V,barrer,cho'tkalamoq
1168,fegen::V,pasar la escoba,cho'tkalamoq
1169,kehren::V,barrer,supurmoq
1170,baden::V,bañarse,cho'milmoq
1171,sich waschen::V,lavarse,yuvinmoq
1172,ausziehen::V,quitar,echintirmoq
1173,ausziehen::V,quitarse,echintirmoq
1174,anziehen::V,ponerse,kiymoq
1175,sich anziehen::V,vestirse,kiyinmoq
1176,kämmen::V,peinar,taramoq
1177,schmücken::V,adornar,yasatmoq
1178,sagen::V,decir,aytmoq
1179,sprechen::V,hablar,so'zlamoq
1180,reden::V,hablar,gapirmoq
1181,reden::V,conversar,gapirmoq
1182,sich unterhalten::V,charlar,suhbatlashmoq
1183,sich unterhalten::V,conversar,suhbatlashmoq
1184,fragen::V,preguntar,so'ramoq
1185,bitten::V,rogar,iltimos qilmoq
1186,erzählen::V,contar,aytib bermoq
1187,mitteilen::V,comunicar,bildirmoq
1188,mitteilen::V,participar,bildirmoq
1189,nennen::V,llamar,atamoq
1190,nennen::V,nombrar,atamoq
1191,rufen::V,llamar,chaqirmoq
1192,prahlen::V,jactarse,gerdaymoq
1193,übersetzen::V,traducir,tarjima qilmoq
1194,denken::V,pensar,o'ylamoq
1195,glauben::V,creer,ishonmoq
1196,bemerken::V,notar,payqamoq
1197,erkennen::V,reconocer,tanimoq
1198,begreifen::V,concebir,tushunmoq
1199,verstehen::V,entender,anglamoq
1200,verstehen::V,comprender,anglamoq
1201,lernen::V,aprender,o'qimoq
1202,wissen::V,saber,bilmoq
1203,sich erinnern an::V,recordar,äsni tanimoq
1204,sich erinnern an::V,acordarse de,äsni tanimoq
1205,vergessen::V,olvidar,unutmoq
1206,messen::V,medir,o'lchamoq
1207,zählen::V,contar,raqamlamoq
1208,rechnen::V,contar,cho'tlamoq
1209,rechnen::V,calcular,cho'tlamoq
1210,lesen::V,leer,o'qimoq
1211,malen::V,pintar,rasm solmoq
1212,zeichnen::V,dibujar,chizmoq
1213,schreiben::V,escribir,yozmoq
1214,besitzen::V,poseer,ägalamoq
1215,kaufen::V,comprar,olmoq
1216,verkaufen::V,vender,sotmoq
1217,bezahlen::V,pagar,to'lamoq
1218,zahlen::V,pagar,to'lamoq
1219,beherrschen::V,dominar,ägalamoq
1220,ertragen::V,soportar,chidamoq
