,Concept_ID,ba,kl
710,faul::A,иренсәк,eqiasuppoq
711,faul::A,иренсәк,eqiattortuvoq
712,fleißig::A,тырыш,eqiasuippoq
713,geizig::A,һаран,iasilaarpoq
714,geizig::A,һаран,tukkuippoq
715,klug::A,аҡыллы,mallak
716,klug::A,аҡыллы,ittanneq
717,klug::A,аҡыллы,kutaappoq
718,klug::A,аҡыллы,kuttaappoq
719,klug::A,аҡыллы,qarasagippoq
720,geschickt::A,оҫта,
721,lieb::A,яғымлы,akisooq
722,lustig::A,күңелле,piikulavoq
723,sanft::A,йыуаш,isumagippoq
724,hungrig::A,ас,kaappoq
725,hungrig::A,ас,perlilerpoq
726,krank::A,сирле,napparsimavoq
727,krank::A,ауырыу,napparsimavoq
728,nackt::A,яланғас,
729,traurig::A,яманһыу,aliasuppoq
730,lebendig::A,тере,uumavoq
731,lebendig::A,йәнле,uumavoq
732,gut::A,яҡшы,ajunngilaq
733,schlecht::A,хөрт,sualuppoq
734,schlecht::A,алама,sualuppoq
735,richtig::A,дөрөҫ,iluarpoq
736,schlimm::A,хөрт,amiilaarnarpoq
737,schlimm::A,алама,amiilaarnarpoq
738,wahr::A,дөрөҫ,ilumoorpoq
739,alt::A,иҫке,pisoqaq
740,alt::A,боронғо,pisoqaq
741,neu::A,яңы,nutaavoq
742,ehemalig::A,элекке,
743,alt[Lebewesen]::A,ҡарт,utoqqaq
744,jung::A,йәш,inuusuppoq
745,jung::A,йәш,kingulliarsuk
746,arm::A,фәҡир,piillasoq
747,arm::A,фәҡир,piitsuuvoq
748,reich::A,бай,pisuuvoq
749,bekannt::A,таныш,
750,berühmt::A,атаҡлы,tusaamasaq
751,berühmt::A,данлыҡлы,tusaamasaq
752,fremd::A,ят,ajasoornarpoq
753,fremd::A,сит,ajasoornarpoq
754,verschieden::A,төрлө,allatut
755,verschieden::A,төрлө,tamalaat
756,nah::A,яҡын,qanippoq
757,fern::A,алыҫ,ungasippoq
758,fern::A,йыраҡ,ungasippoq
759,linker::A,һул,saamerleq
760,rechter::A,уң,innarluissut
761,anderer::A,бутән,
762,erster::A,тәүге,siulleq
763,zweiter::A,икенсе,qataatsup tullia
764,dritter::A,өсөнсө,pingajorarterut
765,letzter::A,һуңғы,kingulleq
766,allein::ADV,бер үҙе,kisimiippoq
767,allein::ADV,яңғыҙ,kisimiippoq
768,auf einmal::ADV,бер юлы,tassanngaannaq
769,zusammen::ADV,бергә,attaasa
770,zusammen::ADV,бергә,attarmik
771,lange::ADV,оҙаҡ,akuni
772,plötzlich::ADV,ҡапыл,tassanngaannaq
773,sofort::ADV,шунда уҡ,erniinnaq
774,später::ADV,һуңыраҡ,kingorna
775,jetzt::ADV,хәҙер,maanna
776,jetzt::ADV,хәҙер,massakkut
777,heute::ADV,бөгөн,ullumi
778,morgen::ADV,иртәгә,aqagu
779,bald::ADV,тиҙҙән,erniinnaq
780,dann::ADV,һуңынан,taava
781,gestern::ADV,кисә,ippassaq
782,einst::ADV,ҡасандыр,ataatsimik
783,einst::ADV,ҡасандыр,ilaanni
784,einst::ADV,бер баҡыт,ataatsimik
785,einst::ADV,бер баҡыт,ilaanni
786,damals::ADV,ул саҡта,taamani
787,damals::ADV,ул саҡта,taamanikkut
788,damals::ADV,ул саҡта,taassumuunakkut
789,danach::ADV,һуңынан,taava
790,vorher::ADV,элек,siornagut
791,zuerst::ADV,башта,
792,einmal::ADV,бер,ilaanni
793,einmal::ADV,бер,ataatsimik
794,manchmal::ADV,ҡайһы берҙә,qaqutigu
795,manchmal::ADV,ҡайһы берҙә,qaqutigut
796,oft::ADV,йыш,akulikitsumik
797,immer::ADV,һәр ҡасан,tamatigut
798,niemals::ADV,бер ҡасан да,
799,niemals::ADV,бер ваҡытта ла,
800,hier::ADV,бында,maani
801,hierhin::ADV,бында,maani
802,von hier::ADV,бынан,
803,von hier::ADV,ошонан,
804,dort::ADV,шунда,
805,dort::ADV,тегендә,
806,dorthin::ADV,шунда,ikuuna
807,dorthin::ADV,тегеләй,ikuuna
808,geradeaus::ADV,тура,narlumut
809,vorwärts::ADV,алға,pilangavoc
810,rückwärts::ADV,кирегә,kingumut
811,rückwärts::ADV,кирегә,tunumut or tunummut
812,zurück::ADV,кирегә,kingumut
813,zurück::ADV,кирегә,tunumut or tunummut
814,unten::ADV,түбәндә,kana
815,hinab::ADV,түбәнгә,qiviu
816,oben::ADV,юғарыла,
817,hinauf::ADV,юғарыға,
818,überall::ADV,бөтә урында,tamaginni
819,überall::ADV,бөтә урында,tamani tamaani
820,nicht::ADV,тугел,
821,ein wenig::ADV,аҙ,
822,kaum::ADV,көскә,qaqutigorsuaq
823,kaum::ADV,саҡ-саҡ,qaqutigorsuaq
824,sehr::ADV,ифат,assut
825,so::ADV,шулай,
826,noch::ADV,йәнә,qeratavoq
827,nur::ADV,бары,
828,schon::ADV,инде,taava-una
829,wieder::ADV,тағы,kingumut
830,vergebens::ADV,бушҡа,angiluk
831,vor::PRP,алдында,
832,hinter::PRP,артында,
833,unter::PRP,аҫтында,
834,durch::PRP,үтә,
835,neben::PRP,эргәһендә,
836,zwischen::PRP,араһында,
837,wegen::PRP,өсөн,
838,wegen::PRP,сәбәпле,
839,dies::PRN,был,manna
840,dies::PRN,был,matuma
841,dies::PRN,ошо,manna
842,dies::PRN,ошо,matuma
843,das::PRN,ул,ua
844,alles::PRN,бөтә,
845,ich::PRN,мин,uanga
846,du::PRN,һин,illit
847,er::PRN,ул,una
848,wir::PRN,беҙ,uagut
849,ihr::PRN,һеҙ,ilissi
850,sie::PRN,улар,uku
851,was::FPRN,ә,aat?
852,was::FPRN,ни,aat?
853,was::FPRN,нәмә,aat?
854,wer::FPRN,ҡем,kikkut
855,wo::FADV,ҡайҙа,sumi
856,wohin::FADV,ҡайҙа,sumut
857,wie::FADV,инидәй,qanoq
858,warum::FADV,ин өсөн,sooq
859,wieviel::FNUM,күпме,qassit
860,wieviel::FNUM,күпме,qanoq atsigisumik?
861,eins::NUM,бер,ataaseq
862,zwei::NUM,ике,marluk
863,zwei::NUM,икәү,marluk
864,drei::NUM,өс,pingasut
865,vier::NUM,дүрт,sisamat
866,vier::NUM,дүрт,qajuusat
867,fünf::NUM,биш,tallimat
868,sechs::NUM,алты,arfineq
869,sechs::NUM,алты,arfinillit
870,sieben::NUM,ете,arfineq-marluk
871,acht::NUM,һигеҙ,arfineq pingasut
872,neun::NUM,туғыҙ,qulingiluat
873,neun::NUM,туғыҙ,arfineq sisamat
874,zehn::NUM,ун,qulit
875,elf::NUM,ун бер,aqqaneq
876,zwölf::NUM,ун ике,aqqaneq-marluk
877,zwanzig::NUM,егерме,tyve
878,dreißig::NUM,утыҙ,tredive
879,dreißig::NUM,утыҙ,pingasunik qulillit
880,vierzig::NUM,ҡырҡ,fyrre
881,fünfzig::NUM,илле,halvtreds
882,fünfzig::NUM,илле,tallimanik qulillit
883,sechzig::NUM,алтмыш,tres
884,siebzig::NUM,етмеш,halvfjerds
885,achtzig::NUM,һикһән,firs
886,neunzig::NUM,туҡһан,halvfems
887,hundert::NUM,йөҙ,et hundrede
888,tausend::NUM,мең,et tusinde
889,und::CNJ,да,aamma
890,oder::CNJ,йәки,imalluunnit
891,stehen::V,тороу,sikingavoq
892,sitzen::V,ултырыу,ingippoq
893,liegen::V,ятыу,nalavoq
894,liegen::V,ятыу,aqupivoq
895,hängen::V,аҫылынып тороу,nivinngarpaa
896,werden::V,булыу,pinngorpoq
897,passieren::V,булыу,pivoq
898,beginnen::V,башлау,aallarnerpaa
899,enden::V,бөтөү,naggaserpaa
900,enden::V,тамамланыү,naggaserpaa
901,wechseln::V,үҙгәреү,immikkut ilivoq
902,aufgehen[Sonne]::V,ҡалҡыу,
903,untergehen[Sonne]::V,байыу,ilioqqaasoq
904,scheinen[Sonne]::V,яҡтыртып тороу,qinnorpoq
905,scheinen[Sonne]::V,яҡтыртып тороу,qinngorpoq
906,donnern::V,күкрәү,kalleq
907,wehen::V,иҫеү,timmivoq
908,strömen::V,ташыу,
909,fließen::V,ағыу,
910,sich drehen::V,әйләнеү,ipippaa
911,schwanken::V,тирбәлеү,aalavoq
912,schwingen::V,бәүетеү,issakajaat or issakatsiaarut
913,fallen::V,йығылыу,quasivaa
914,brennen::V,яныу,seerpoq
915,brennen::V,яныу,uuppaa
916,rauchen::V,төтәү,pujoorpoq
917,regnen::V,ямғыр яуа,siallerpoq
918,gefrieren::V,туңыү,qiulerpoq
919,tauen::V,иреү,aappoq
920,schmelzen::V,иреү,aappoq
921,schmelzen::V,иреү,aatsippaa
922,trocknen::V,кибеү,panerserpaa
923,sieden::V,ҡайнау,qalappoq
924,faulen::V,сереу,
925,verfaulen::V,сереу,
926,reißen::V,өҙөү,qulli
927,reißen::V,өҙөү,alittorpaa
928,reißen::V,өҙөү,kimillanneq
929,reißen::V,йыртылыу,qulli
930,reißen::V,йыртылыу,alittorpaa
931,reißen::V,йыртылыу,kimillanneq
932,versinken::V,батыу,kivivaa
933,versinken::V,батыу,apparpoq
934,vergehen::V,үтеү,qaangerpaa
935,vergehen::V,үтеү,sarsuppoq
936,erscheinen::V,килеп сығыу,takutippoq
937,verschwinden::V,юғалыу,
938,sinken::V,түбәнәйеү,kivivaa
939,sinken::V,түбәнәйеү,apparpoq
940,abnehmen::V,кәметеү,ikillipput
941,zunehmen::V,артыу,allisippaa
942,steigen::V,күтәрелеү,allisippaa
943,wachsen::V,үҫеү,allivoq
944,glänzen::V,ялтырау,qinngorpoq
945,glänzen::V,ялтырау,qinnorpoq
946,funkeln::V,баҙлау,uisorilavoq
947,lärmen::V,шаулау,
948,läuten::V,ҡағыу,avilualaarpoq
949,klingeln::V,ҡағыу,aviluarpoq
950,klingeln::V,ҡағыу,aviluarpaluppoq
951,klingeln::V,шылтыратыу,aviluarpoq
952,klingeln::V,шылтыратыу,aviluarpaluppoq
953,klirren::V,шылтыратыу,
954,brausen::V,ҡотороноу,ittuk
955,brausen::V,ҡотороноу,ittuppoq
956,brausen::V,ҡотороноу,ittuppaluppoq
957,rauschen::V,шыптырлау,
958,klingen::V,яңғырау,
959,bellen::V,өрөү,qiluppoq
960,heulen::V,олоу,maarpoq
961,heulen::V,олоу,maalavoq
962,heulen::V,олоу,miaggoorpoq
963,blasen::V,өрөү,aporneq
964,pfeifen::V,һызғырып ебәреү,siggartartitsivoq
965,pfeifen::V,һызғырып ебәреү,siorsulavoq
966,schreien::V,ҡысҡырыу,suaarpoq
967,stöhnen::V,уңғырашыу,nipiliorpoq
968,stöhnen::V,уңғырашыу,nipilliorpoq
969,zittern::V,ҡалтырау,qarsulivik
970,leben::V,йәшәү,inuuvoq
971,geboren werden::V,тыуыу,inuuvoq
972,geboren werden::V,тыуыу,inunngorpoq
973,atmen::V,тын алыү,anersaarpoq
974,trinken::V,эсеү,imerpoq
975,essen::V,ашау,tamorpoq
976,schlucken::V,йотоу,tuluarnaq
977,müde werden::V,арыу,
978,einschlafen::V,йоҡлап китеү,sinippoq
979,schlafen::V,йоҡлау,sinik
980,aufwachen::V,уяныу,iterpoq
981,aufwachen::V,уяныу,eqqumavoq
982,aufstehen::V,тороу,makippoq
983,sich erholen::V,ял итеү,qasuerserpoq
984,krank werden::V,сирләү,
985,krank sein::V,сирләү,
986,schmerzen::V,ауыртыу,anneraa
987,schmerzen::V,ауыртыу,annernarpoq
988,husten::V,йүтәлләү,quersorpoq
989,genesen::V,һауығыу,ajunngissivoq
990,genesen::V,һауығыу,ilisimmarpoq
991,genesen::V,һауығыу,ilorrippoq
992,sterben::V,үлеү,toquvoq
993,umkommen::V,һәләк булыу,
994,sich bewegen::V,хәрәкәт итеү,ingerlavoq
995,sich rühren::V,ҡуҙғалыу,
996,sich erheben::V,тороу,
997,sich setzen::V,ултырыу,ingippoq
998,hinfallen::V,ҡолау,
999,laufen::V,йөрөү,arpappoq
1000,schreiten::V,атлау,ingerlavoq
1001,spazierengehen::V,ял итеп йороү,utertakajaarpoq
1002,spazierengehen::V,ял итеп йороү,utertakattajaarpoq
1003,eilen::V,ашығыу,qaa qaa
1004,eilen::V,ашығыу,qiilasaarpoq
1005,eilen::V,ашығыу,ingerlasaarpaa
1006,eilen::V,ҡабаланыу,qaa qaa
1007,eilen::V,ҡабаланыу,qiilasaarpoq
1008,eilen::V,ҡабаланыу,ingerlasaarpaa
1009,sich beeilen::V,ашығыу,tuaviorpoq
1010,sich beeilen::V,ҡабаланыу,tuaviorpoq
1011,sausen::V,елеү,uiguut
1012,rennen::V,йүгеп йөрөү,igivoq
1013,springen::V,һикереү,upernassaq
1014,klettern::V,үрмәләү,pilaakkeerpoq
1015,klettern::V,үрмәләп менеү,pilaakkeerpoq
1016,schaukeln::V,сайҡалыу,aalavoq
1017,kriechen::V,шыуышыу,
1018,schwimmen::V,йоҙөү,naluppoq
1019,tauchen::V,сумыу,allorpoq
1020,rudern::V,ишеү,ipuppaa
1021,fahren::V,йөрөү,qimusserpoq
1022,fliegen::V,осоу,timmivoq
1023,gehen::V,барыу,
1024,weggehen::V,китеү,piiarpoq
1025,abfahren::V,сығыу,
1026,anhalten::V,тукталыу,unitsippaa
1027,hineingehen::V,инеү,timaappaa
1028,eintreten::V,инеү,allattorpaa
1029,kommen::V,килеү,qaa-
1030,kommen::V,килеү,pivaa
1031,ankommen::V,килеү,tikippoq
1032,zurückkommen::V,ҡайтыу,angerlarpoq
1033,bleiben::V,ҡалыу,uninngavoq
1034,warten::V,көтөп тороу,paavoq
1035,warten::V,көтөп тороу,utaqqivoq
1036,erwarten::V,көтөү,
1037,suchen::V,эҙләү,nivivaa
1038,finden::V,табыу,nanivaa
1039,versuchen::V,тырышып ҡарау,uuppaa
1040,versuchen::V,тырышып ҡарау,ussersarpaa
1041,vorbereiten::V,әҙерләү,piareersarpaa
1042,lieben::V,яратыу,asavaa
1043,mögen::V,һөйөү,akaaraa
1044,mögen::V,яратыу,akaaraa
1045,lachen::V,көлөү,
1046,rühren::V,ҡағылыу,qeerlerpaa
1047,weinen::V,илау,qiavoq
1048,schimpfen::V,һүгенеү,qatimaarpoq
1049,schimpfen::V,тиргәнеү,qatimaarpoq
1050,schimpfen::V,һуҡраныу,qatimaarpoq
1051,sich ärgern::V,асыуланыу,ugguutigaa
1052,sich fürchten::V,ҡурҡыу,eqqanaarpoq
1053,fürchten::V,ҡурҡыу,ersigaa
1054,fliehen::V,ҡасыу,qimaavoq
1055,flüchten::V,ҡасыу,allikarfigaa
1056,sehen::V,күреү,isigaa
1057,anschauen::V,ҡарау,
1058,ansehen::V,ҡарау,alaatsinaappaa
1059,ansehen::V,тикшереү,alaatsinaappaa
1060,hören::V,ишетеү,tusarpaa
1061,zuhören::V,тыңлау,naalappoq
1062,probieren::V,татыу,
1063,riechen::V,еҫкәү,tipippoq
1064,fühlen::V,тойоу,misigaa
1065,scheinen::V,кеүек күренеү,takutippoq
1066,scheinen::V,тойолоу,takutippoq
1067,zu sehen sein::V,күренеү,
1068,vernehmen::V,ишетеү,
1069,frieren::V,туңыү,qiiavoq
1070,tun::V,яһау,iliorpoq
1071,tun::V,әшләү,iliorpoq
1072,können::V,алыу,
1073,können::V,мөмкин булыу,
1074,wollen::V,теләү,piumavaa
1075,anfangen::V,башлау,pilerpoq
1076,beenden::V,бөтөрөү,naggaserpaa
1077,beenden::V,тамамлау,naggaserpaa
1078,aufhören::V,туктау,naammatsippaa
1079,gelingen::V,уңышлы булыу,
1080,geraten::V,булып сығыу,
1081,öffnen::V,асыу,ammarpaa
1082,schließen::V,йомоу,matuaa
1083,stellen::V,ҡуйыу,ilivaa
1084,stellen::V,ҡуйыу,iliorarpai
1085,stellen::V,ҡуйыу,ilioqqarpai
1086,setzen::V,урынлаштырыу,iliorarpai
1087,setzen::V,урынлаштырыу,ilioqqarpai
1088,legen::V,һалыу,ilivaa
1089,berühren::V,тейеү,attorpaa
1090,berühren::V,ҡағылыу,attorpaa
1091,verbinden::V,ҡушыу,taperserpaa
1092,verbinden::V,бәйләү,taperserpaa
1093,bedecken::V,ҡаплау,iikkerpaa
1094,bedecken::V,ҡаплау,iikkersorpaa
1095,aufhängen::V,элеү,inivaa
1096,aufhängen::V,элеү,iniorarpai
1097,anzünden::V,тоҡандырыу,saggaavoq
1098,aufheben::V,мендереү,allisippaa
1099,zurücklassen::V,ҡалдырыу,aallarpoq
1100,verlieren::V,юғалтыу,annaavaa
1101,fallen lassen::V,төшөрөп ебәреү,nakkaavaa
1102,machen::V,яһау,iliorpoq
1103,machen::V,эшләү,iliorpoq
1104,herstellen::V,эшләп сығарыу,anillatsippaa
1105,bauen::V,төҙөү,marrarterpaa
1106,reparieren::V,төҙәтеү,iluarsaappaa
1107,verbessern::V,яҡшыртыу,naqqippaa
1108,ändern::V,үҙгәртеү,
1109,graben::V,ҡаҙыу,assappaa
1110,beugen::V,бөгөү,qappappoq
1111,biegen::V,бөгөү,qappappoq
1112,drehen::V,өйрөлтөү,
1113,drehen::V,әйләндереү,
1114,wenden::V,әйләндереү,assappaa
1115,wenden::V,әйләндереү,assakarpoq
1116,umdrehen::V,түңкәреү,assakartippaa
1117,heben::V,күтәреү,kivippaa
1118,heben::V,мендереү,kivippaa
1119,hochheben::V,күтәреү,kissumiarpaa
1120,ergreifen::V,тотоп алыу,isaappaa
1121,ergreifen::V,тотоп алыу,isaguppaa
1122,halten::V,тотоу,minarpaa
1123,drücken::V,ҡыҫыу,naqittaat
1124,schieben::V,этеү,
1125,schieben::V,төртөү,
1126,kratzen::V,ҡырыу,qitsuppaa
1127,lecken::V,ялау,aluppaa
1128,beißen::V,тешләү,kiivaa
1129,abreißen::V,өҙөү,aqqarpaa
1130,abreißen::V,өҙөү,isaterpaa
1131,abschneiden::V,ҡырҡыу,kipivaa
1132,binden::V,бәйләү,kakkersarpaa
1133,stecken::V,ҡаҙау,kussunneq
1134,brechen::V,боҙоу,nallorpaa
1135,klopfen::V,шаҡылдау,pattappaa
1136,hauen::V,туҡмау,aqivaa
1137,kleben::V,йәбештереү,qaappoq
1138,reiben::V,ыуыу,tagiarpaa
1139,reiben::V,ыуыу,tangiarpaa
1140,reiben::V,ышҡыу,tagiarpaa
1141,reiben::V,ышҡыу,tangiarpaa
1142,streichen::V,яғыу,erlerpoq
1143,schleifen::V,үткерләү,sequppaa
1144,schneiden::V,ҡырҡыу,uullivoq
1145,rütteln::V,һелкетеү,
1146,schütteln::V,һелкетеү,aalavoq
1147,schwenken::V,болғау,issarpoq
1148,schütten::V,ҡойоу,
1149,füllen::V,тултырыу,immerpaa
1150,einwickeln::V,төрөү,immoqquserpaa
1151,tragen::V,алып барыу,maqippaa
1152,tragen::V,алып барыу,assartorpoq
1153,schleppen::V,һөйрәү,assartorpoq
1154,ziehen::V,тартыу,kalippaa
1155,ziehen::V,тартыу,kalissarpoq
1156,aufbewahren::V,һаҡлау,toqqorpaa
1157,werfen::V,ырғытыу,kuivaa
1158,fangen::V,тотоу,anguaa
1159,packen::V,етеү,
1160,packen::V,тотоп алыу,
1161,verstecken::V,йәшереү,anngigaa
1162,teilen::V,бүлеү,agguut
1163,teilen::V,бүлеү,agguusersorpaa
1164,schicken::V,ебәреү,nassiuppaa
1165,bringen::V,килтереү,aggiuppaa
1166,bringen::V,килтереү,nassataraa
1167,hinzufügen::V,өтәү,
1168,bekommen::V,алыу,tiguaa
1169,erhalten::V,алыу,tiguaa
1170,nehmen::V,алыу,pivoq
1171,nehmen::V,алыу,tiguaa
1172,wählen::V,һайлаү,
1173,auswählen::V,һайлап алыу,
1174,bewahren::V,һаҡлау,sukkunik simerserpaa
1175,behindern::V,тотҡарлыҡ яһау,
1176,verderben::V,боҙоу,asiutippaa
1177,verderben::V,боҙоу,piuneerunnerit
1178,beschädigen::V,боҙоу,
1179,zerbrechen::V,ҡыйратыу,ukuvoq
1180,zerreißen::V,йыртыу,tisavaa
1181,zerreißen::V,йыртыу,alittorpaa
1182,zerstören::V,емереү,aserorpaa
1183,verbrennen::V,үртәү,seerpoq
1184,geben::V,биреү,pivoq
1185,reichen::V,биреү,
1186,schenken::V,бүләк итеү,
1187,versprechen::V,вәғәҙә биреү,neriorsorpaa
1188,wünschen::V,теләу,kissaat
1189,loben::V,маҡтау,nersorpaa
1190,loben::V,маҡтау,nersornaat
1191,küssen::V,үбеү,kunippaa
1192,küssen::V,үбеү,kunissorpaa
1193,wiegen::V,бәүетеү,
1194,wiegen::V,тирбәтеү,
1195,zudecken::V,ҡаплау,majorpaa
1196,wecken::V,уятыу,itersarpaa
1197,zeigen::V,күрһәтеү,tikkuuppaa
1198,führen::V,етәкләү,tasissiuppaa
1199,führen::V,етәкләү,ilitsersorpaa
1200,führen::V,етәкләү,tasissersuuppaa
1201,lehren::V,уҡытыу,ilinniartippaa
1202,lehren::V,өйрәтеү,ilinniartippaa
1203,unterrichten::V,уҡытыу,ajoqerpaa
1204,unterrichten::V,уҡытыу,ajoqersorpaa
1205,unterrichten::V,уҡытыу,ilinniartitsivoq
1206,aufziehen::V,тәрбиәле,inororsarpaa
1207,leiten::V,етәкләү,iluatsippaa
1208,leiten::V,етәкселек итеү,iluatsippaa
1209,antreiben::V,ашыҡтырыу,ikusimmippaa
1210,lassen::V,мәжбүр итеү,
1211,einladen::V,саҡырыу,qaaqquaa
1212,einladen::V,саҡырыу,qaasarpaa
1213,vereinigen::V,берләштереү,taperserpaa
1214,besuchen::V,килеп сығыу,tikeraarpaa
1215,treffen::V,тойоү,aporappaa
1216,treffen::V,осратыу,aporappaa
1217,treffen::V,ҡаршылау,aporappaa
1218,sich versammeln::V,йыйылыу,majorpoq
1219,spielen::V,тартыу,pinnguarpoq
1220,singen::V,йырлау,erinarsorpoq
1221,tanzen::V,бейеү,qitippoq
1222,sich trennen::V,айырылышыу,immikkoortippaa
1223,verlassen::V,ташлау,
1224,verlassen::V,ташлап китеү,
1225,retten::V,ҡотҡарыу,annaappaa
1226,bewachen::V,һаҡлау,
1227,schützen::V,һаҡлау,eriagaa
1228,schützen::V,һаҡлау,pineqartaalivaa
1229,verteidigen::V,яҡлау,
1230,sich schlagen::V,һуғышыу,
1231,schießen::V,атыу,aallaavaa
1232,schießen::V,атыу,piseriuppaa
1233,siegen::V,еңеү,
1234,ärgern::V,асыуландырыу,ninngassarpaa
1235,ärgern::V,асыуландырыу,ninngassaarpaa
1236,schlagen::V,бәреү,unatarpaa
1237,schlagen::V,туҡмау,unatarpaa
1238,treten::V,тибеү,tukerpoq
1239,treten::V,типкеләү,tukerpoq
1240,stechen::V,сәнсеү,iguppaa
1241,stechen::V,сәнсеү,qasilippoq
1242,stoßen::V,этеү,ikuserpaa
1243,stoßen::V,этеү,ikusimmippaa
1244,stoßen::V,төртөү,ikuserpaa
1245,stoßen::V,төртөү,ikusimmippaa
1246,stehlen::V,урлау,tillippaa
1247,stören::V,ҡамасаулау,akornuserpaa
1248,belästigen::V,бимазалау,
1249,belästigen::V,ҡамасаулау,
1250,verbergen::V,йәшереү,anngigaa
1251,täuschen::V,ултыртыу,
1252,betrügen::V,алдау,peqquserluttuliorfigaa
1253,töten::V,үлтереү,maappaa
1254,töten::V,үлтереү,toquppaa
1255,wohnen::V,йәшәү,najugaqarpoq
1256,arbeiten::V,эшләү,sulivoq
1257,sammeln::V,йыйыу,katersorpai
1258,pflücken::V,өҙөү,
1259,jagen::V,аулау,piniarpoq
1260,fischen::V,аулау,aalisarpoq
1261,fassen::V,тотоу,
1262,hüten::V,көтөү,
1263,treiben::V,ҡыуыу,
1264,anbinden::V,бәйләү,qilerut
1265,anbinden::V,бәйләү,qilersorpaa
1266,anbinden::V,бәйләү,ungerlatserpaa
1267,füttern::V,ашатыу,nerlerpaa
1268,melken::V,һауыү,
1269,hacken::V,турау,
1270,hacken::V,тапау,
1271,gießen::V,ҡойоу,imerterpaa
1272,reifen::V,өлғөрөү,
1273,zubereiten::V,бешереү,
1274,kochen::V,бешереү,igavoq
1275,backen::V,бешереү,
1276,braten::V,ҡурыу,siappaa
1277,umrühren::V,ҡатнаштырыу,qeerlerpaa
1278,stricken::V,бәйләү,
1279,nähen::V,тегеү,
1280,färben::V,буяу,misuppaa
1281,reinigen::V,таҙартыу,sanniarpaa
1282,waschen::V,йыуыу,asappaa
1283,abwischen::V,һөртөү,saligarpaa
1284,abwischen::V,һөртөү,saligartorpaa
1285,spülen::V,сайҡау,
1286,fegen::V,һепереү,sanngiarpaa
1287,kehren::V,һепереү,
1288,baden::V,һыу инеү,uffarpoq
1289,sich waschen::V,йыуыныу,uffarpoq
1290,ausziehen::V,сисеү,annoraajarpaa
1291,anziehen::V,кейеү,ativaa
1292,anziehen::V,кейеү,atitippaa
1293,sich anziehen::V,кейенеү,atisalersorpoq
1294,kämmen::V,тарау,
1295,schmücken::V,биҙәү,
1296,sagen::V,әйтеү,oqarpoq
1297,sprechen::V,әйтеү,oqaluttarpoq
1298,sprechen::V,һөйләшеү,oqaluttarpoq
1299,reden::V,һөйләшеү,oqaluppoq
1300,sich unterhalten::V,әңгәмәләшеү,
1301,fragen::V,һорау,aperaa
1302,bitten::V,үтенеү,aperaa
1303,bitten::V,үтенеү,qinnuigaa
1304,erzählen::V,һөйләү,oqaluttuaraa
1305,mitteilen::V,әйтеү,oqalualaarpoq
1306,nennen::V,атау,
1307,nennen::V,исемләү,
1308,rufen::V,саҡырыу,qaaqquaa
1309,prahlen::V,маҡтаныу,oqqartuvoq
1310,prahlen::V,маҡтаныу,oqallortuvoq
1311,prahlen::V,шапырыныу,oqqartuvoq
1312,prahlen::V,шапырыныу,oqallortuvoq
1313,übersetzen::V,тәржемә итеү,ikaarpoq
1314,übersetzen::V,тәржемә итеү,nutserpaa
1315,denken::V,уйлау,isumaqarpoq
1316,glauben::V,ышаныу,upperaa
1317,glauben::V,ышаныу,isumaqarpoq
1318,bemerken::V,күреү,
1319,erkennen::V,таныу,ilisaraa
1320,begreifen::V,аңлау,
1321,verstehen::V,аңлау,paasivaa
1322,lernen::V,өйрәнеү,ilinniarpoq
1323,wissen::V,белеү,nalunngilaa
1324,sich erinnern an::V,хәтергә алыу,eqqaavaa
1325,vergessen::V,онотоу,puiorpaa
1326,messen::V,үлсәү,ussersarpaa
1327,zählen::V,һанау,kisitsivoq
1328,rechnen::V,һанау,kisitsivoq
1329,lesen::V,уҡыу,atuarpoq
1330,malen::V,һүрәт яһау,qalipappaa
1331,malen::V,рәсем төшөрөү,qalipappaa
1332,zeichnen::V,һүрәт яһау,
1333,zeichnen::V,рәсем төшөрөү,
1334,schreiben::V,яҙыу,allappoq
1335,besitzen::V,биләү,
1336,kaufen::V,һатып алыу,pisiaraa
1337,verkaufen::V,һатыу,akigaa
1338,bezahlen::V,түләү,akilerpaa
1339,zahlen::V,түләү,
1340,beherrschen::V,биләү,inappaa
1341,ertragen::V,түҙеү,ernertaaraa
