,Concept_ID,ro,it
285,Ehemann::N,bărbat,marito
286,Ehefrau::N,soție,moglie
287,Freude::N,bucurie,gioia
288,Freude::N,bucurie,piacere
289,Gelächter::N,râset,risata
290,Glück::N,fericire,felicità
291,Kummer::N,mâhnire,afflizione
292,Wunsch::N,dorință,desiderio
293,Wunsch::N,deziderat,desiderio
294,Lust::N,poftă,voglia
295,Lust::N,înclinare,voglia
296,Geist::N,duh,mente
297,Geist::N,duh,spìrito
298,Geist::N,minte,mente
299,Geist::N,minte,spìrito
300,Geist::N,suflet,mente
301,Geist::N,suflet,spìrito
302,Gedanke::N,gând,idea
303,Gedanke::N,gând,pensiero
304,Gedanke::N,cuget,idea
305,Gedanke::N,cuget,pensiero
306,Gedächtnis::N,memorie,memoria
307,Verstand::N,minte,intelletto
308,Verstand::N,intelect,intelletto
309,Sinn::N,sens,senso
310,Sinn::N,sens,significato
311,Sinn::N,înțeles,senso
312,Sinn::N,înțeles,significato
313,Grund::N,cauză,causa
314,Grund::N,cauză,motivo
315,Grund::N,cauză,ragione
316,Grund::N,pricină,causa
317,Grund::N,pricină,motivo
318,Grund::N,pricină,ragione
319,Wahrheit::N,adevăr,verità
320,Gespräch::N,convorbire,discorso
321,Gespräch::N,convorbire,conversazione
322,Gespräch::N,conversație,discorso
323,Gespräch::N,conversație,conversazione
324,Märchen::N,basm,fiaba
325,Märchen::N,basm,fàvola
326,Märchen::N,poveste,fiaba
327,Märchen::N,poveste,fàvola
328,Erzählung::N,poveste,racconto
329,Erzählung::N,poveste,narrazione
330,Nachricht::N,veste,messaggio
331,Neuigkeit::N,noutate,notizia
332,Neuigkeit::N,actualitate,notizia
333,Name::N,nume,nome
334,Rätsel::N,ghicitoare,indovinello
335,Rede::N,discurs,discorso
336,Sprache::N,limbă,lingua
337,Sprache::N,limbă,linguaggio
338,Sprache::N,limbaj,lingua
339,Sprache::N,limbaj,linguaggio
340,Stimme::N,glas,voce
341,Wort::N,cuvânt,parola
342,Zeichen::N,semn,segno
343,Zeichen::N,semn,segnale
344,Zeichen::N,semnal,segno
345,Zeichen::N,semnal,segnale
346,Ruf::N,chemare,chiamata
347,Lärm::N,zgomot,chiasso
348,Lärm::N,zgomot,strèpito
349,Lärm::N,tărăboi,chiasso
350,Lärm::N,tărăboi,strèpito
351,Laut::N,sunet,suono
352,Ton::N,ton,tono
353,Lied::N,cântec,canto
354,Lied::N,cântec,canzone
355,Ruhe::N,odihnă,calma
356,Ruhe::N,odihnă,tranquillità
357,Ruhe::N,liniște,calma
358,Ruhe::N,liniște,tranquillità
359,Leute::N,lume,gente
360,Leute::N,oameni,gente
361,Volk::N,popor,pòpolo
362,Volk::N,națiune,pòpolo
363,Arbeit::N,lucru,lavoro
364,Gast::N,musafir,òspite
365,Gast::N,musafir,invitato
366,Geschenk::N,dar,regalo
367,Geschenk::N,cadou,regalo
368,Spiel::N,joc,gioco
369,Gesellschaft::N,societate,compagnìa
370,Hilfe::N,ajutor,aiuto
371,Hilfe::N,ajutor,soccorso
372,Freund::N,amic,amico
373,Freund::N,prieten,amico
374,Kamerad::N,tovarăș,camerata
375,Angelegenheit::N,afacere,affare
376,Angelegenheit::N,afacere,faccenda
377,Anzahl::N,număr,nùmero
378,Anzahl::N,număr,quantità
379,Anzahl::N,cantitate,nùmero
380,Anzahl::N,cantitate,quantità
381,Art::N,fel,tipo
382,Art::N,fel,specie
383,Art::N,specie,tipo
384,Art::N,specie,specie
385,Stück::N,bucată,pezzo
386,Teil::N,parte,parte
387,Teil::N,porție,parte
388,Hälfte::N,jumătate,metà
389,Kreis::N,cerc,cìrcolo
390,Kreuz::N,cruce,croce
391,Linie::N,linie,lìnea
392,Strich::N,linie,tratto
393,Strich::N,trăsătură,tratto
394,Abstand::N,distanță,distanza
395,Abstand::N,depărtare,distanza
396,Entfernung::N,distanță,distanza
397,Entfernung::N,distanță,lontananza
398,Entfernung::N,depărtare,distanza
399,Entfernung::N,depărtare,lontananza
400,Gegend::N,regiune,regione
401,Platz::N,loc,posto
402,Platz::N,loc,spazio
403,Ort::N,loc,luogo
404,Ort::N,loc,località
405,Seite::N,latură,lato
406,Seite::N,latură,parte
407,Mitte::N,centru,mezzo
408,Mitte::N,centru,centro
409,Gegenstand::N,obiect,oggetto
410,Sache::N,lucru,cosa
411,Sache::N,chestie,cosa
412,Rand::N,bordură,orlo
413,Rand::N,bordură,bordo
414,Kante::N,muchie,spìgolo
415,Kante::N,bordură,spìgolo
416,Ecke::N,colț,canto
417,Spitze::N,vârf,punta
418,Spitze::N,creștet,punta
419,Ende::N,capăt,capo
420,Ende::N,capăt,estremità
421,Loch::N,gaură,buco
422,Winkel::N,colț,àngolo
423,Muster::N,desen,disegno
424,Größe::N,mărime,taglia
425,Größe::N,mărime,grandezza
426,Länge::N,lungime,lunghezza
427,Höhe::N,înălțime,altezza
428,Gewicht::N,greutate,peso
429,Menge::N,cantitate,quantità
430,Haufen::N,grămadă,cùmulo
431,Haufen::N,grămadă,mucchio
432,Reihe::N,șir,fila
433,Reihe::N,rând,fila
434,Boot::N,barcă,barca
435,Boot::N,barcă,battello
436,Boot::N,luntre,barca
437,Boot::N,luntre,battello
438,Ruder::N,vâslă,remo
439,Ruder::N,lopată,remo
440,Schlitten::N,sanie,slitta
441,Ski::N,schi,sci
442,Lagerfeuer::N,foc de tabără,falò
443,Lagerfeuer::N,foc de tabără,fuoco di bivacco
444,Last::N,povară,càrico
445,Last::N,sarcină,càrico
446,Gang::N,mers,andata
447,Gang::N,umblet,andata
448,Schritt::N,pas,passo
449,Norden::N,nord,nord
450,Norden::N,nord,settentrione
451,Norden::N,miazănoapte,nord
452,Norden::N,miazănoapte,settentrione
453,Süden::N,sud,sud
454,Süden::N,sud,meridione
455,Süden::N,miazăzi,sud
456,Süden::N,miazăzi,meridione
457,Westen::N,apus,òvest
458,Westen::N,apus,occidente
459,Osten::N,est,est
460,Osten::N,est,oriente
461,Osten::N,răsărit,est
462,Osten::N,răsărit,oriente
463,Holz::N,lemn,legno
464,Brett::N,scândură,asse
465,Brett::N,scândură,tàvola
466,Platte::N,placă,lastra
467,Platte::N,placă,piastra
468,Stütze::N,proptea,supporto
469,Stange::N,bară,sbarra
470,Stange::N,bară,pèrtica
471,Stange::N,prăjină,sbarra
472,Stange::N,prăjină,pèrtica
473,Stock::N,băț,verga
474,Stock::N,băț,bastone
475,Stock::N,băț,bacchetta
476,Stock::N,baston,verga
477,Stock::N,baston,bastone
478,Stock::N,baston,bacchetta
479,Stab::N,baston,asta
480,Stab::N,prăjină,asta
481,Rohr::N,tub,tubo
482,Rohr::N,țeavă,tubo
483,Haus::N,casă,casa
484,Heim::N,casă,casa
485,Heim::N,cămin,casa
486,Ofen::N,sobă,stufa
487,Fußboden::N,podea,pavimento
488,Fußboden::N,dușumea,pavimento
489,Tisch::N,masă,tàvolo
490,Stuhl::N,scaun,sedia
491,Wiege::N,leagăn,culla
492,Bett::N,pat,letto
493,Regal::N,rafturi,scaffale
494,Kiste::N,ladă,cassa
495,Kiste::N,cutie,cassa
496,Fenster::N,fereastră,finestra
497,Tür::N,ușă,porta
498,Tor::N,poartă,portone
499,Zaun::N,gard,recinto
500,Dach::N,acoperiș,tetto
501,Leiter::N,scară,scala
502,Leiter::N,scară,scala a pioli
503,Besen::N,mătură,scopa
504,Spaten::N,cazma,vanga
505,Spaten::N,hârleț,vanga
506,Schaufel::N,lopată,pala
507,Gabel::N,furculiță,forchetta
508,Löffel::N,lingură,cucchiaio
509,Messer::N,cuțit,coltello
510,Nagel::N,cui,chiodo
511,Netz::N,plasă,rete
512,Haken::N,cârlig,uncino
513,Griff::N,mâner,mànico
514,Griff::N,mâner,maniglia
515,Schloss::N,lacăt,serratura
516,Bild::N,tablou,quadro
517,Bild::N,tablou,immàgine
518,Bild::N,imagine,quadro
519,Bild::N,imagine,immàgine
520,Figur::N,chip,figura
521,Figur::N,figură,figura
522,Puppe::N,păpușă,bàmbola
523,Beutel::N,pungă,borsa
524,Beutel::N,pungă,sacchetto
525,Beutel::N,săculeț,borsa
526,Beutel::N,săculeț,sacchetto
527,Bündel::N,mănunchi,fascio
528,Bündel::N,mănunchi,fagotto
529,Tasche::N,geantă,borsa
530,Eimer::N,găleată,secchio
531,Deckel::N,capac,coperchio
532,Geschirr::N,vase,stoviglie
533,Geschirr::N,tacâmuri,stoviglie
534,Sack::N,sac,sacco
535,Tasse::N,ceașcă,tazza
536,Topf::N,oală,pèntola
537,Kessel::N,cazan,paiolo
538,Kessel::N,cazan,calderone
539,Kessel::N,căldare,paiolo
540,Kessel::N,căldare,calderone
541,Essen::N,mâncare,pasto
542,Essen::N,mâncare,mangiare
543,Nahrung::N,hrană,cibo
544,Nahrung::N,hrană,alimento
545,Nahrung::N,aliment,cibo
546,Nahrung::N,aliment,alimento
547,Speise::N,bucate,piatto
548,Speise::N,fel de bucate,piatto
549,Fleisch::N,carne,carne
550,Getreide::N,cereale,cereali
551,Brei::N,pireu,purè
552,Brei::N,pireu,pappa
553,Brot::N,pâine,pane
554,Scheibe::N,felie,fetta
555,Scheibe::N,felie,trancia
556,Scheibe::N,bucată,fetta
557,Scheibe::N,bucată,trancia
558,Fett::N,untură,grasso
559,Fett::N,grăsime,grasso
560,Butter::N,unt,burro
561,Öl::N,ulei,olio
562,Salz::N,sare,sale
563,Suppe::N,supă,zuppa
564,Suppe::N,supă,minestra
565,Suppe::N,ciorbă,zuppa
566,Suppe::N,ciorbă,minestra
567,Honig::N,miere,miele
568,Milch::N,lapte,latte
569,Tee::N,ceai,tè
570,Leder::N,piele,pelle
571,Wolle::N,lână,lana
572,Stoff::N,stofă,panno
573,Stoff::N,stofă,tessuto
574,Nadel::N,ac,ago
575,Faden::N,ață,filo
576,Knopf::N,buton,bottone
577,Knoten::N,nod,nodo
578,Farbe::N,vopsea,pittura
579,Kleidung::N,haine,vestiti
580,Kleidung::N,haine,vestiario
581,Kleidung::N,îmbrăcăminte,vestiti
582,Kleidung::N,îmbrăcăminte,vestiario
583,Hemd::N,cămașă,camicia
584,Kragen::N,guler,bàvero
585,Kragen::N,guler,colletto
586,Ärmel::N,mânecă,mànica
587,Hose::N,pantaloni,calzoni
588,Gürtel::N,cordon,cintura
589,Mütze::N,șapcă,berretto
590,Schuh::N,gheată,scarpa
591,Stiefel::N,cizmă,stivale
592,Ring::N,inel,anello
593,Ring::N,verigă,anello
594,Band::N,panglică,nastro
595,Band::N,panglică,fettuccia
596,Band::N,șiret,nastro
597,Band::N,șiret,fettuccia
598,Kamm::N,pieptene,pèttine
599,Spiegel::N,oglindă,specchio
600,Riemen::N,curea,cinghia
601,Schnur::N,funie,corda
602,Schnur::N,sfoară,corda
603,Leine::N,lesă,guinzaglio
604,Leine::N,curea,guinzaglio
605,Decke::N,pătură,coperta
606,Kissen::N,pernă,cuscino
607,Kissen::N,pernă,guanciale
608,Tuch::N,batic,fazzoletto
609,Handtuch::N,prosop,asciugamano
610,Handtuch::N,ștergar,asciugamano
611,Kraft::N,forță,forza
612,Kraft::N,putere,forza
613,Stärke::N,tărie,forza
614,Stärke::N,tărie,vigore
615,Stärke::N,tărie,fortezza
616,Stärke::N,vigoare,forza
617,Stärke::N,vigoare,vigore
618,Stärke::N,vigoare,fortezza
619,Gesundheit::N,sănătate,salute
620,Krankheit::N,boală,malattìa
621,Krankheit::N,maladie,malattìa
622,Schmerz::N,durere,dolore
623,Wunde::N,rană,piaga
624,Wunde::N,rană,ferita
625,Fieber::N,febră,febbre
626,Arznei::N,leac,fàrmaco
627,Arznei::N,leac,medicina
628,Arznei::N,medicament,fàrmaco
629,Arznei::N,medicament,medicina
630,Brücke::N,pod,ponte
631,Brücke::N,punte,ponte
632,Brunnen::N,puț,pozzo
633,Weide::N,izlaz,pàscolo
634,Weide::N,pășune,pàscolo
635,Pfad::N,cărare,sentiero
636,Weg::N,drum,via
637,Weg::N,drum,cammino
638,Straße::N,cale,strada
639,Straße::N,stradă,strada
640,Dorf::N,sat,paese
641,Dorf::N,sat,villaggio
642,Stadt::N,oraș,città
643,Brief::N,scrisoare,lèttera
644,Buch::N,carte,libro
645,Buchstabe::N,literă,lèttera
646,Buchstabe::N,caracter,lèttera
647,Zeitung::N,ziar,giornale
648,Zeitung::N,gazetă,giornale
649,Leben::N,viață,vita
650,Tod::N,moarte,morte
651,Grab::N,groapă,tomba
652,Grab::N,groapă,sepolcro
653,Grab::N,mormânt,tomba
654,Grab::N,mormânt,sepolcro
655,Kirche::N,biserică,chiesa
656,Sünde::N,păcat,peccato
657,Gott::N,zeu,dio
658,Arbeiter::N,muncitor,operaio
659,Arbeiter::N,muncitor,lavoratore
660,Chef::N,șef,capo
661,Chef::N,șef,padrone
662,Meister::N,meșter,mastro
663,Meister::N,meșter,maestro
664,Meister::N,maestru,mastro
665,Meister::N,maestru,maestro
666,Arzt::N,medic,mèdico
667,Arzt::N,medic,dottore
668,Arzt::N,doctor,mèdico
669,Arzt::N,doctor,dottore
670,Lehrer::N,profesor,professore
671,Lehrer::N,învățător,professore
672,Geld::N,bani,soldi
673,Geld::N,bani,denaro
674,Geld::N,parale,soldi
675,Geld::N,parale,denaro
676,Geschäft::N,treabă,affare
677,Geschäft::N,treabă,negozio
678,Geschäft::N,afacere,affare
679,Geschäft::N,afacere,negozio
680,Laden::N,magazin,negozio
681,Laden::N,prăvălie,negozio
682,Preis::N,preț,prezzo
683,Ware::N,marfă,merce
684,Nutzen::N,folos,ùtile
685,Nutzen::N,folos,profitto
686,Nutzen::N,profit,ùtile
687,Nutzen::N,profit,profitto
688,Reichtum::N,avuție,ricchezza
689,Reichtum::N,bogăție,ricchezza
690,Welt::N,lume,mondo
691,Land::N,țară,paese
692,Staat::N,stat,Stato
693,König::N,rege,re
694,Macht::N,putere,potere
695,Macht::N,putință,potere
696,Grenze::N,hotar,confine
697,Grenze::N,hotar,frontiera
698,Grenze::N,graniță,confine
699,Grenze::N,graniță,frontiera
700,Grenze::N,frontieră,confine
701,Grenze::N,frontieră,frontiera
702,Krieg::N,război,guerra
703,Feind::N,dușman,nemico
704,Gewalt::N,violență,violenza
705,Kampf::N,luptă,lotta
706,Bogen[Waffe]::N,arc,arco
707,Pfeil::N,săgeată,freccia
708,Gewehr::N,armă,fucile
709,Gewehr::N,pușcă,fucile
710,Fehler::N,eroare,errore
711,Fehler::N,eroare,sbaglio
712,Fehler::N,greșeală,errore
713,Fehler::N,greșeală,sbaglio
714,Lüge::N,minciună,bugìa
715,Lüge::N,minciună,menzogna
716,Schaden::N,daună,danno
717,Schaden::N,pagubă,danno
718,Unglück::N,nenorocire,sfortuna
719,Schuld::N,vină,colpa
720,Alter::N,etate,età
721,Alter::N,vârstă,età
722,Schluss::N,sfârșit,fine
723,Zeit::N,timp,tempo
724,Zeit::N,vreme,tempo
725,Tag::N,zi,giorno
726,Tag::N,zi,giornata
727,Morgen::N,dimineață,mattina
728,Mittag::N,prânz,mezzogiorno
729,Mittag::N,amiază,mezzogiorno
730,Abend::N,seară,sera
731,Abend::N,seară,serata
732,Nacht::N,noapte,notte
733,Woche::N,săptămână,settimana
734,Monat::N,lună,mese
735,Jahr::N,an,anno
736,Frühling::N,primăvară,primavera
737,Sommer::N,vară,estate
738,Herbst::N,toamnă,autunno
739,Winter::N,iarnă,inverno
740,Januar::N,ianuarie,gennaio
741,Februar::N,februarie,febbraio
742,März::N,martie,marzo
743,April::N,aprilie,aprile
744,Mai::N,mai,maggio
745,Juni::N,iunie,giugno
746,Juli::N,iulie,luglio
747,August::N,august,agosto
748,September::N,septembrie,settembre
749,Oktober::N,octombrie,ottobre
750,November::N,noiembrie,novembre
751,Dezember::N,decembrie,dicembre
752,Montag::N,luni,lunedì
753,Dienstag::N,marți,martedì
754,Mittwoch::N,miercuri,mercoledì
755,Donnerstag::N,joi,giovedì
756,Freitag::N,vineri,venerdì
757,Samstag::N,sâmbătă,sàbato
758,Sonntag::N,duminică,domenica
759,groß::A,mare,grande
760,klein::A,mic,pìccolo
761,lang::A,lung,lungo
762,kurz::A,scurt,corto
763,breit::A,lat,largo
764,breit::A,larg,largo
765,schmal::A,strâmt,stretto
766,dicht::A,des,denso
767,dick[Gegenstand]::A,gros,spesso
768,dünn::A,subțire,sottile
769,fein::A,fin,fine
770,fein::A,fin,delicato
771,fein::A,subțire,fine
772,fein::A,subțire,delicato
773,fest::A,tare,sodo
774,fest::A,tare,fisso
775,fest::A,solid,sodo
776,fest::A,solid,fisso
777,flach::A,șes,piano
778,flach::A,șes,piatto
779,flach::A,plan,piano
780,flach::A,plan,piatto
781,glatt::A,lins,liscio
782,hart::A,dur,duro
783,weich::A,moale,molle
784,rund::A,rotund,rotondo
785,rund::A,circular,rotondo
786,spitz::A,ascuțit,aguzzo
787,spitz::A,ascuțit,appuntito
788,scharf::A,tăios,affilato
789,scharf::A,tăios,tagliente
790,scharf::A,ascuțit,affilato
791,scharf::A,ascuțit,tagliente
792,stumpf::A,tocit,smussato
793,schwer::A,greu,pesante
794,schön::A,frumos,bello
795,heiß::A,cald,caldo
796,heiß::A,cald,bollente
797,heiß::A,fierbinte,caldo
798,heiß::A,fierbinte,bollente
799,warm::A,cald,caldo
800,warm::A,fierbinte,caldo
801,kalt::A,rece,freddo
802,kühl::A,rece,fresco
803,kühl::A,răcoros,fresco
804,frisch::A,răcoros,fresco
805,frisch::A,proaspăt,fresco
806,feucht::A,umed,ùmido
807,feucht::A,jilav,ùmido
808,nass::A,ud,bagnato
809,trocken::A,sec,secco
810,trocken::A,uscat,secco
811,voll::A,plin,pieno
812,leer::A,gol,vuoto
813,offen::A,deschis,aperto
814,geschlossen::A,închis,chiuso
815,sauber::A,curat,netto
816,sauber::A,curat,pulito
817,schmutzig::A,murdar,sporco
818,schmutzig::A,murdar,sùdicio
819,roh::A,crud,crudo
820,reif::A,copt,maturo
821,lecker::A,gustos,ghiotto
822,lecker::A,gustos,squisito
823,süß::A,dulce,dolce
824,bitter::A,amar,amaro
825,sauer::A,acru,aspro
826,sauer::A,acru,acerbo
827,hell::A,clar,chiaro
828,hell::A,luminos,chiaro
829,dunkel::A,obscur,buio
830,dunkel::A,obscur,oscuro
831,dunkel::A,întunecos,buio
832,dunkel::A,întunecos,oscuro
833,schwarz::A,negru,nero
834,weiß::A,alb,bianco
835,rot::A,roșu,rosso
