,Concept_ID,ku,sv
842,wehen::V,ba le de,blåsa
843,strömen::V,xwe girtin,forsa
844,strömen::V,xwe girtin,strömma
845,fließen::V,herikîn,flyta
846,sich drehen::V,xwe zivirandin,snurra
847,schwanken::V,hejandin,vackla
848,schwingen::V,libakirin,svinga
849,fallen::V,ketin,falla
850,brennen::V,şewitîn,brinna
851,rauchen::V,kişandin,ryka
852,regnen::V,bahran tê,regna
853,gefrieren::V,qefilandin,frysa
854,tauen::V,helandin,töa
855,schmelzen::V,helandin,smälta
856,trocknen::V,zuwabûn,torka
857,sieden::V,kelîn,koka
858,sieden::V,kelîn,sjuda
859,faulen::V,xerabûn,ruttna
860,verfaulen::V,xerabûn,ruttna
861,reißen::V,jêkirin,brista
862,versinken::V,xerq bûn,sjunka
863,vergehen::V,derbas bûn,förgå
864,erscheinen::V,peyda bûn,synas
865,erscheinen::V,peyda bûn,visa sig
866,verschwinden::V,wendabûn,försvinna
867,sinken::V,noq bûn,sjunka
868,abnehmen::V,kêm bûn,avta
869,abnehmen::V,kêm bûn,minskas
870,zunehmen::V,qelew bûn,tilltaga
871,steigen::V,hildan,stiga
872,wachsen::V,mezin bûn,växa
873,glänzen::V,biriqîn,glimma
874,funkeln::V,çikisîn,tindra
875,funkeln::V,çikisîn,gnistra
876,lärmen::V,guşîn,bråka
877,lärmen::V,guşîn,väsnas
878,läuten::V,lê de,ringa
879,klingeln::V,sîl dan,ringa
880,klingeln::V,ringerin,ringa
881,klirren::V,zingzing hat,klirra
882,brausen::V,guşîn,brusa
883,rauschen::V,guşîn,susa
884,klingen::V,deng pe ketin,låta
885,klingen::V,deng pe ketin,klinga
886,bellen::V,kewtîn,skälla
887,heulen::V,ûrîn,yla
888,heulen::V,ûrîn,tjuta
889,blasen::V,puf kirin,blåsa
890,pfeifen::V,fîkandin,vissla
891,schreien::V,qîrîn,skrika
892,stöhnen::V,nalîn,stöna
893,zittern::V,hejîn,darra
894,zittern::V,hejîn,skälva
895,leben::V,jihîn,leva
896,geboren werden::V,hatin dinyê,födas
897,geboren werden::V,bûn,födas
898,atmen::V,hilmijîn,andas
899,trinken::V,vexwarin,dricka
900,essen::V,xwarin,äta
901,schlucken::V,daqulbandin,svälja
902,müde werden::V,betilîln,tröttna
903,müde werden::V,qerimîn,tröttna
904,einschlafen::V,razan,somna
905,schlafen::V,razan,sova
906,schlafen::V,razandin,sova
907,aufwachen::V,şiyarbûn,vakna
908,aufstehen::V,rabûn,stiga upp
909,sich erholen::V,baş bûn,repa sig
910,sich erholen::V,baş bûn,hämta sig
911,krank werden::V,nexweş kêt,insjukna
912,krank sein::V,nexweş bû,vara sjuk
913,schmerzen::V,êşandin,smärta
914,schmerzen::V,êşandin,göra ont
915,husten::V,kuxin,hosta
916,genesen::V,baş bûn,tillfriskna
917,sterben::V,mirin,dö
918,umkommen::V,mirin,omkomma
919,sich bewegen::V,leqîn,röra sig
920,sich rühren::V,leqîn,röra på sig
921,sich erheben::V,rabûn,resa sig
922,sich setzen::V,runiştin,sätta sig
923,hinfallen::V,kêtin,falla omkull
924,laufen::V,meşîn,löpa
925,schreiten::V,meşkirin,skrida
926,spazierengehen::V,gerandin,promenera
927,eilen::V,lezandin,ila
928,sich beeilen::V,zûkirin,skynda sig
929,sausen::V,fîzîn,susa
930,rennen::V,baz dan,löpa
931,rennen::V,baz dan,springa
932,springen::V,hilpekîn,hoppa
933,klettern::V,hilperikîn,klättra
934,schaukeln::V,lorandin,gunga
935,kriechen::V,xuşandin,kräla
936,schwimmen::V,avjenîn,simma
937,tauchen::V,qutxuyardin,dyka
938,tauchen::V,noqîn,dyka
939,rudern::V,qaîq ajotin,ro
940,fahren::V,ajotin,köra
941,fliegen::V,firîn,flyga
942,gehen::V,çûn,gå
943,weggehen::V,çûn,gå bort
944,abfahren::V,çûyin,resa
945,abfahren::V,çûyin,avresa
946,anhalten::V,rawestîn,stanna
947,hineingehen::V,ketin hundir,gå in
948,eintreten::V,têketin,träda in
949,kommen::V,hatin,komma
950,ankommen::V,gihan,ankomma
951,ankommen::V,gihîştin,ankomma
952,zurückkommen::V,vegerandin,återkomma
953,bleiben::V,sekinîn,bli
954,bleiben::V,sekinîn,förbli
955,warten::V,payîn,vänta
956,erwarten::V,payîn,vänta
957,suchen::V,lêgerîn,leta
958,finden::V,peyda kirin,finna
959,versuchen::V,çeribandin,försöka
960,vorbereiten::V,amade kirin,förbereda
961,lieben::V,hez kirin,älska
962,mögen::V,dil kirin,tycka om
963,lachen::V,kenîn,skratta
964,rühren::V,hêjan,röra
965,weinen::V,girîn,gråta
966,schimpfen::V,pevçûn,skälla
967,sich ärgern::V,enirîn,förargas
968,sich fürchten::V,tirsîn,vara rädd
969,fürchten::V,tirsin,frukta
970,fliehen::V,bazdan,fly
971,fliehen::V,bazdan,rymma
972,flüchten::V,revîn,fly
973,sehen::V,dîtin,se
974,anschauen::V,sêr kirin,se på
975,anschauen::V,sêr kirin,betrakta
976,ansehen::V,hesibandin,åse
977,hören::V,guhdar jirin,höra
978,zuhören::V,guhdarî kirin,höra på
979,zuhören::V,guhdarî kirin,lyssna till
980,probieren::V,tehm kirin,smaka
981,probieren::V,tehm kirin,smaka på
982,riechen::V,bihn kirin,lukta
983,fühlen::V,hîs kirin,känna
984,scheinen::V,xoyer kir,verka
985,scheinen::V,xoyer kir,tyckas
986,zu sehen sein::V,diyar bûn,synas
987,zu sehen sein::V,diyar bûn,kunna ses
988,vernehmen::V,bihîstin,få veta
989,vernehmen::V,bihîstin,förnimma
990,frieren::V,qerişîn,frysa
991,tun::V,kirin,göra
992,können::V,karin,kunna
993,wollen::V,xwestîn,vilja
994,anfangen::V,dest pêkirin,börja
995,beenden::V,xelas kirin,avsluta
996,aufhören::V,xelas kirin,sluta
997,aufhören::V,xelas kirin,upphöra
998,gelingen::V,çe bûn,lyckas
999,geraten::V,qewîmîn,bli
1000,öffnen::V,vekirin,öppna
1001,schließen::V,girtin,låsa
1002,schließen::V,girtin,stänga
1003,stellen::V,danîn,ställa
1004,setzen::V,rûniştin,sätta
1005,legen::V,danîn,lägga
1006,legen::V,razandin,lägga
1007,berühren::V,lêketin,beröra
1008,verbinden::V,anîn pê,förbinda
1009,bedecken::V,sergirtin,täcka
1010,bedecken::V,sergirtin,betäcka
1011,aufhängen::V,aliqandin,hänga
1012,aufhängen::V,aliqandin,hänga upp
1013,anzünden::V,pêxistin,tända
1014,anzünden::V,pêxistin,antända
1015,anzünden::V,pêxistin,tända på
1016,aufheben::V,hildan,lyfta
1017,zurücklassen::V,hiştin,lämna
1018,zurücklassen::V,hiştin,efterlämna
1019,zurücklassen::V,vehiştin,lämna
1020,zurücklassen::V,vehiştin,efterlämna
1021,verlieren::V,wendakirin,mista
1022,verlieren::V,wendakirin,förlora
1023,fallen lassen::V,xistin bixe,tappa
1024,fallen lassen::V,xistin bixe,släppa
1025,fallen lassen::V,xistin,tappa
1026,fallen lassen::V,xistin,släppa
1027,machen::V,kirin,göra
1028,machen::V,çêkirin,göra
1029,herstellen::V,çê kirin,tillverka
1030,herstellen::V,çê kirin,framställa
1031,herstellen::V,peyda kirin,tillverka
1032,herstellen::V,peyda kirin,framställa
1033,bauen::V,lêkirin,bygga
1034,reparieren::V,veherînerîn,reparera
1035,verbessern::V,sererastkirin,rätta
1036,verbessern::V,sererastkirin,förbättra
1037,ändern::V,degiş kirin,ändra
1038,ändern::V,degiş kirin,förändra
1039,graben::V,kolandin,gräva
1040,beugen::V,tewîn,böja
1041,beugen::V,xwar kirin,böja
1042,biegen::V,tewandin,böja
1043,biegen::V,tewandin,kröka
1044,biegen::V,xwarkirin,böja
1045,biegen::V,xwarkirin,kröka
1046,drehen::V,fitilandin,vrida
1047,wenden::V,zivîrin,vända
1048,umdrehen::V,vegerandin,vrida om
1049,heben::V,hildan,häva
1050,hochheben::V,hildan,lyfta
1051,ergreifen::V,dest avêtin,gripa
1052,halten::V,hîştin,hålla
1053,halten::V,sekinîn,hålla
1054,drücken::V,pêl kirin,trycka
1055,schieben::V,damdan,skjuta
1056,kratzen::V,xurandin,riva
1057,kratzen::V,xurandin,skrapa
1058,lecken::V,alastin,slicka
1059,beißen::V,gez kirin,bita
1060,abreißen::V,hilşandin,slita_av
1061,abreißen::V,hilşandin,riva_av
1062,abschneiden::V,jêkirin,skära av
1063,binden::V,girêdan,binda
1064,stecken::V,têxistin,sticka
1065,brechen::V,şikandin,bryta
1066,brechen::V,şikandin,brista
1067,klopfen::V,kutandin,banka
1068,klopfen::V,kutandin,klappa
1069,hauen::V,li dan,hugga
1070,kleben::V,zeliqîn,klistra
1071,kleben::V,şirêz kirin,klistra
1072,reiben::V,firikandin,gnida
1073,streichen::V,bax dan,smörja
1074,schleifen::V,çarkirin,slipa
1075,schneiden::V,jêkirin,skära
1076,schneiden::V,jêkirin,klippa
1077,rütteln::V,hejandin,skaka
1078,schütteln::V,daweşîn,rista
1079,schwenken::V,têwdan,svänga
1080,schütten::V,rijandin,hälla
1081,füllen::V,dagirtin,fylla
1082,einwickeln::V,pêçandin,slå in
1083,einwickeln::V,pêçandin,veckla in
1084,tragen::V,kişandin,bära
1085,tragen::V,rajtin,bära
1086,schleppen::V,kişandin,släpa
1087,ziehen::V,kişandin,dra
1088,aufbewahren::V,hilandin,förvara
1089,aufbewahren::V,hilandin,ta vara på
1090,werfen::V,avêtin,kasta
1091,fangen::V,sem kirin,fånga
1092,fangen::V,girtin,fånga
1093,packen::V,pê girtin,gripa
1094,packen::V,pê girtin,gripa tag
1095,verstecken::V,hîlanin,gömma
1096,teilen::V,parvekirin,dela
1097,schicken::V,şandin,skicka
1098,bringen::V,anîn,bringa
1099,bringen::V,birin,bringa
1100,hinzufügen::V,dan ser,tillägga
1101,hinzufügen::V,li tiştekî zêde kirin,tillägga
1102,bekommen::V,standin,få
1103,bekommen::V,standin,erhålla
1104,erhalten::V,standin,få
1105,erhalten::V,standin,erhålla
1106,nehmen::V,girtin,ta
1107,nehmen::V,girtin,taga
1108,wählen::V,ray dan,välja
1109,auswählen::V,bijartin,utvälja
1110,bewahren::V,rê li ber girtin,bevara
1111,bewahren::V,lê xwedî derketin,bevara
1112,behindern::V,bara wi,hindra
1113,behindern::V,bara wi,förhindra
1114,verderben::V,heram bûn,förstöra
1115,beschädigen::V,xerab kirin,skada
1116,zerbrechen::V,şikênandin,bryta isär
1117,zerbrechen::V,şikênandin,bryta sönder
1118,zerbrechen::V,perçe kirin,bryta isär
1119,zerbrechen::V,perçe kirin,bryta sönder
1120,zerreißen::V,qelişandin,riva sönder
1121,zerreißen::V,qelişandin,slita sönder
1122,zerstören::V,hilşandin,förstöra
1123,verbrennen::V,şewitandin,bränna
1124,verbrennen::V,şewitandin,bränna upp
1125,geben::V,dan,ge
1126,geben::V,dayin,ge
1127,reichen::V,besbûn,räcka
1128,reichen::V,têrkirin,räcka
1129,schenken::V,diyarî kirin,skänka
1130,versprechen::V,soz dan,lova
1131,wünschen::V,dil kirin,önska
1132,loben::V,pesinandin,lova
1133,loben::V,pesinandin,beröma
1134,küssen::V,maçkirin,pussa
1135,wiegen::V,lorandin,vagga
1136,wiegen::V,wezinandin,vagga
1137,zudecken::V,nixumandin,täcka
1138,wecken::V,bixwe hesandin,väcka
1139,zeigen::V,şanîdan,visa
1140,führen::V,raber kirin,föra
1141,lehren::V,hîn kirin,lära
1142,unterrichten::V,ders dan,undervisa
1143,aufziehen::V,mesinkirin,uppfostra
1144,leiten::V,rêberî kirin,leda
1145,antreiben::V,bezandin,driva på
1146,lassen::V,berdan,få att
1147,lassen::V,hiştin,få att
1148,einladen::V,dawet kirin,bjuda
1149,einladen::V,dawet kirin,inbjuda
1150,vereinigen::V,bi yek kirin,förena
1151,besuchen::V,mêvan bûn,besöka
1152,treffen::V,rast hatin,möta
1153,treffen::V,rast hatin,träffa
1154,sich versammeln::V,li hev çivîn,församla sig
1155,spielen::V,listin,leka
1156,spielen::V,listin,spela
1157,singen::V,stran,sjunga
1158,tanzen::V,reqisîn,dansa
1159,sich trennen::V,hew berdan,skiljas
1160,verlassen::V,tanê hişt,lämna
1161,verlassen::V,tanê hişt,överge
1162,verlassen::V,bêkes,lämna
1163,verlassen::V,bêkes,överge
1164,retten::V,rihakirin,rädda
1165,bewachen::V,raçavkirin,bevaka
1166,schützen::V,hemet kirin,skydda
1167,schützen::V,hemet kirin,beskydda
1168,verteidigen::V,paraztin,försvara
1169,sich schlagen::V,li hev bezîn,slåss
1170,schießen::V,agir kirin,skjuta
1171,siegen::V,biser ketin,segra
1172,ärgern::V,xeyirandin,förarga
1173,schlagen::V,lêdan,slå
1174,schlagen::V,lêxistin,slå
1175,treten::V,têlekirin,sparka
1176,stechen::V,têrekirin,sticka
1177,stoßen::V,lêketin,stöta
1178,stehlen::V,dizîn,stjäla
1179,stehlen::V,dizî birin,stjäla
1180,stören::V,aciz kirin,störa
1181,belästigen::V,li tela yeki ketin,genera
1182,belästigen::V,li tela yeki ketin,besvära
1183,verbergen::V,veşartin,dölja
1184,verbergen::V,kemîndanîn,dölja
1185,täuschen::V,xapandin,vilseleda
1186,täuschen::V,lê zexeli kirin,vilseleda
1187,betrügen::V,xapandin,bedra
1188,töten::V,kûştin,döda
1189,wohnen::V,rûniştin,bo
1190,arbeiten::V,kar kirin,arbeta
1191,arbeiten::V,şêxulin,arbeta
1192,sammeln::V,komkirin,samla
1193,pflücken::V,çinîn,plocka
1194,jagen::V,nêçîr kirin,jaga
1195,fischen::V,masî girtin,fiska
1196,fassen::V,pê girtin,fånga
1197,fassen::V,sêm kirin,fånga
1198,hüten::V,hei jê man,vakta
1199,treiben::V,bêherandin,driva
1200,anbinden::V,tewilandin,binda fast
1201,füttern::V,xwarine dan lê,fodra
1202,melken::V,dotin,mjölka
1203,hacken::V,kolandin,hacka
1204,gießen::V,av dan,hälla
1205,gießen::V,av dan,vattna
1206,reifen::V,kemilîn,mogna
1207,zubereiten::V,çe kirin,tillaga
1208,zubereiten::V,çe kirin,tillreda
1209,kochen::V,xwarin çe kirin,koka
1210,kochen::V,kelandin,koka
1211,backen::V,pijandin,baka
1212,braten::V,qelandin,steka
1213,braten::V,sor kirin,steka
1214,umrühren::V,têvdan,röra om
1215,stricken::V,hûnan,sticka
1216,nähen::V,kêl kirin,sy
1217,färben::V,boyax kirin,färga
1218,reinigen::V,paqijkirin,rensa
1219,reinigen::V,paqijkirin,rengöra
1220,waschen::V,şuştin,tvätta
1221,abwischen::V,pakîj kirin,torka av
1222,spülen::V,şuştin,spola
1223,spülen::V,şuştin,skölja
1224,fegen::V,maliştin,feja
1225,kehren::V,maliştin,sopa
1226,baden::V,serîşûştin,bada
1227,sich waschen::V,serîşûştin,tvätta sig
1228,ausziehen::V,jê kirin,ta av
1229,anziehen::V,pê kirin,ta på
1230,sich anziehen::V,xwe kirin,klä på sig
1231,kämmen::V,şeh kirin,kamma
1232,schmücken::V,xemilandin,pynta
1233,schmücken::V,xemilandin,smycka
1234,sagen::V,gotin,säga
1235,sagen::V,peyivîn,säga
1236,sprechen::V,peyivîn,tala
1237,reden::V,axaftin,tala
1238,reden::V,axaftin,prata
1239,sich unterhalten::V,hev biştaxilin,prata
1240,fragen::V,pirsîn,fråga
1241,fragen::V,pirsîn,spörja
1242,fragen::V,pirs kirin,fråga
1243,fragen::V,pirs kirin,spörja
1244,bitten::V,tika kirin,be
1245,erzählen::V,behs kirin,berätta
1246,mitteilen::V,vegotin,meddela
1247,nennen::V,bi nav kirin,kalla
1248,rufen::V,bakirin,ropa
1249,prahlen::V,pesnê xwe dan,pråla
1250,prahlen::V,pesnê xwe dan,skryta
1251,übersetzen::V,qulibandin,tolka
1252,übersetzen::V,qulibandin,översätta
1253,übersetzen::V,derbas kirin,tolka
1254,übersetzen::V,derbas kirin,översätta
1255,denken::V,fikirîn,tänka
1256,glauben::V,bawer bûn,tro
1257,bemerken::V,bala xwe dan,uppmärksamma
1258,bemerken::V,bala xwe dan,lägga märke till
1259,bemerken::V,çac lê ketin,uppmärksamma
1260,bemerken::V,çac lê ketin,lägga märke till
1261,erkennen::V,pêhesîn,känna igen
1262,begreifen::V,fêmkirin,begripa
1263,verstehen::V,fêmkirin,förstå
1264,lernen::V,halmandin,lära sig
1265,lernen::V,fêrbun,lära sig
1266,wissen::V,zanîn,veta
1267,sich erinnern an::V,bir bûn,minnas
1268,sich erinnern an::V,bir bûn,komma ihåg
1269,vergessen::V,ji bir kirin,glömma
1270,messen::V,pê kanîn,mäta
1271,zählen::V,hejmardin,räkna
1272,rechnen::V,hesibandin,räkna
1273,lesen::V,xwendin,läsa
1274,malen::V,rengandin,måla
1275,malen::V,boyax kirin,måla
1276,zeichnen::V,işaret kirin,teckna
1277,schreiben::V,nivîsandin,skriva
1278,besitzen::V,hebûn,äga
1279,besitzen::V,hebûn,besitta
1280,kaufen::V,kirîn,köpa
1281,verkaufen::V,firotin,sälja
1282,bezahlen::V,pere dan,betala
1283,zahlen::V,pere dan,betala
1284,zahlen::V,dayin,betala
1285,beherrschen::V,zebt kirin,behärska
1286,beherrschen::V,hukim kirin,behärska
1287,ertragen::V,bihêzkirin,tåla
1288,ertragen::V,bihêzkirin,uthärda
