,Concept_ID,cs,ka
164,Tier::N,zvíře,ნადირი
165,Tier::N,zvíře,ცხოველი
166,Herde::N,stádo,ფარა
167,Kuh::N,kráva,ფური
168,Kuh::N,kráva,ძროხა
169,Bulle::N,býk,ხარი
170,Pferd::N,kůň,რაში
171,Pferd::N,kůň,ცხენი
172,Schaf::N,ovce,ცხვარი
173,Schwein::N,vepř,ღორი
174,Schwein::N,prase,ღორი
175,Hund::N,pes,ძაღლი
176,Katze::N,kočka,კატა
177,Bär::N,medvěd,დათვი
178,Eichhörnchen::N,veverka,ციყვი
179,Elch::N,los,ცხენ-ირემი
180,Fuchs::N,liška,მელა
181,Hase::N,zajíc,კურდღელი
182,Maus::N,myš,თაგვი
183,Wolf::N,vlk,მგელი
184,Vogel::N,pták,ჩიტი
185,Vogel::N,pták,ფრინველი
186,Schwarm::N,roj,გუნდი
187,Schwarm::N,hejno,გუნდი
188,Huhn::N,kuře,დედალი
189,Huhn::N,slepice,დედალი
190,Hahn::N,kohout,მამალი
191,Gans::N,husa,ბატი
192,Adler::N,orel,არწივი
193,Ente::N,kachna,იხვი
194,Eule::N,sova,ბუ
195,Kranich::N,jeřáb,წერო
196,Krähe::N,vrána,ყვავი
197,Kuckuck::N,kukačka,გუგული
198,Schwan::N,labuť,გედი
199,Fisch::N,ryba,თევზი
200,Barsch::N,okoun,ქორჭილა
201,Hecht::N,štika,ქარიყლაპია
202,Schlange[Tier]::N,had,გველი
203,Wurm::N,červ,ჭია
204,Spinne::N,pavouk,ობობა
205,Ameise::N,mravenec,ჭიანჭველა
206,Laus::N,veš,ტილი
207,Laus::N,veš,მკბენარი
208,Mücke::N,komár,კოღო
209,Fliege::N,moucha,ბუზი
210,Schmetterling::N,motýl,პეპელა
211,Beere::N,bobule,კენკრა
212,Apfel::N,jablko,ვაშლი
213,Pilz::N,houba,სოკო
214,Zwiebel::N,cibule,ხახვი
215,Saat::N,osivo,თესლი
216,Korn::N,zrno,მარცვალი
217,Heu::N,seno,თივა
218,Schale::N,slupka,ჩენჩო
219,Schale::N,skořápka,ჩენჩო
220,Grube::N,jáma,ორმო
221,Falle::N,past,ხაფანგი
222,Falle::N,léčka,ხაფანგი
223,Schlinge::N,smyčka,მახე
224,Spur::N,stopa,კვალი
225,Asche::N,popel,ფერფლი
226,Dreck::N,špína,ტალახი
227,Dreck::N,špína,სიბინძურე
228,Eisen::N,železo,რკინა
229,Gold::N,zlato,ოქრო
230,Silber::N,stříbro,ვერცხლი
231,Kohle::N,uhlí,ნახშირი
232,Glas::N,sklo,მინა
233,Lehm::N,jíl,თიხა
234,Lehm::N,hlína,თიხა
235,Sand::N,písek,ქვიშა
236,Mensch::N,člověk,ადამიანი
237,Mann::N,muž,კაცი
238,Frau::N,žena,ქალი
239,Kind::N,dítě,ბავშვი
240,Junge::N,hoch,ვაჟი
241,Junge::N,chlapec,ვაჟი
242,Mädchen::N,děvče,გოგო
243,Familie::N,rodina,ოჯახი
244,Großvater::N,děd,პაპა
245,Großvater::N,děd,ბაბუა
246,Großvater::N,dědeček,პაპა
247,Großvater::N,dědeček,ბაბუა
248,Großmutter::N,babička,ბებია
249,Großmutter::N,babička,დიდედა
250,Eltern::N,rodiče,მშობლები
251,Vater::N,otec,მამა
252,Mutter::N,matka,დედა
253,Sohn::N,syn,ვაჟიშვილი
254,Tochter::N,dcera,ქალიშვილი
255,Bruder::N,bratr,ძმა
256,Schwester::N,sestra,და
257,Onkel::N,strýc,ბიძა
258,Tante::N,teta,დეიდა
259,Tante::N,teta,მამიდა
260,Ehemann::N,choť,ქმარი
261,Ehemann::N,manžel,ქმარი
262,Ehefrau::N,choť,ცოლი
263,Ehefrau::N,manželka,ცოლი
264,Freude::N,radost,სიხარული
265,Gelächter::N,smích,სიცილი
266,Glück::N,štěstí,ბედნიერება
267,Kummer::N,žal,მწუხარება
268,Kummer::N,trápení,მწუხარება
269,Wunsch::N,přání,წადილი
270,Wunsch::N,přání,სურვილი
271,Lust::N,chuť,წადილი
272,Geist::N,duch,სული
273,Gedanke::N,myšlenka,ფიქრი
274,Gedächtnis::N,paměť,მეხსიერება
275,Verstand::N,rozum,ჭკუა
276,Verstand::N,rozum,გონება
277,Sinn::N,smysl,მნიშვნელობა
278,Grund::N,důvod,მიზეზი
279,Wahrheit::N,pravda,სიმართლე
280,Wahrheit::N,pravda,ჭეშმარიტება
281,Gespräch::N,rozhovor,ბაასი
282,Gespräch::N,rozhovor,საუბარი
283,Märchen::N,pohádka,არაკი
284,Märchen::N,pohádka,ზღაპარი
285,Erzählung::N,povídka,თქმულება
286,Nachricht::N,zpráva,ცნობა
287,Nachricht::N,zpráva,ამბავი
288,Neuigkeit::N,novina,სიახლე
289,Neuigkeit::N,novinka,სიახლე
290,Name::N,jméno,სახელი
291,Rätsel::N,hádanka,გამოცანა
292,Rede::N,řeč,სიტყვა
293,Rede::N,proslov,სიტყვა
294,Sprache::N,řeč,ენა
295,Sprache::N,jazyk,ენა
296,Stimme::N,hlas,ხმა
297,Wort::N,slovo,სიტყვა
298,Zeichen::N,znamení,ნიშანი
299,Ruf::N,zavolání,ძახილი
300,Lärm::N,hluk,ხმაური
301,Laut::N,zvuk,ხმა
302,Laut::N,zvuk,ბგერა
303,Ton::N,tón,ტონი
304,Lied::N,píseň,სიმღერა
305,Ruhe::N,klid,სიწყნარე
306,Ruhe::N,pokoj,სიწყნარე
307,Leute::N,lidé,ადამიანები
308,Volk::N,národ,ერი
309,Volk::N,národ,ხალხი
310,Arbeit::N,práce,მუშაობა
311,Gast::N,host,სტუმარი
312,Geschenk::N,dar,საჩუქარი
313,Spiel::N,hra,თამაში
314,Gesellschaft::N,společnost,საზოგადოება
315,Hilfe::N,pomoc,შველა
316,Hilfe::N,pomoc,დახმარება
317,Freund::N,přítel,მეგობარი
318,Kamerad::N,kamarád,ამხანაგი
319,Angelegenheit::N,záležitost,საქმე
320,Anzahl::N,počet,ოდენობა
321,Art::N,druh,სახეობა
322,Stück::N,kus,ნატეხი
323,Stück::N,kousek,ნატეხი
324,Teil::N,díl,წილი
325,Teil::N,část,წილი
326,Hälfte::N,půl,ნახევარი
327,Kreis::N,kruh,წრე
328,Kreuz::N,kříž,ჯვარი
329,Linie::N,linka,ხაზი
330,Strich::N,čára,შტრიხი
331,Strich::N,čárka,შტრიხი
332,Abstand::N,vzdálenost,მანძილი
333,Entfernung::N,vzdálenost,სიშორე
334,Gegend::N,krajina,არე
335,Gegend::N,krajina,მხარე
336,Platz::N,prostor,ფართობი
337,Ort::N,místo,ადგილი
338,Seite::N,strana,მხარე
339,Mitte::N,střed,შუა
340,Mitte::N,prostředek,შუა
341,Gegenstand::N,předmět,საგანი
342,Sache::N,věc,ნივთი
343,Rand::N,kraj,კიდე
344,Rand::N,okraj,კიდე
345,Kante::N,hrana,ნაწიბული
346,Ecke::N,roh,კუთხე
347,Spitze::N,hrot,წვეტი
348,Spitze::N,špička,წვეტი
349,Ende::N,konec,ბოლო
350,Loch::N,díra,ხვრელი
351,Winkel::N,kout,კუთხე
352,Muster::N,vzor,მოხატულობა
353,Größe::N,velikost,ზომა
354,Größe::N,velikost,სიდიდე
355,Länge::N,délka,სიგრძე
356,Höhe::N,výška,სიმაღლე
357,Gewicht::N,váha,წონა
358,Menge::N,množství,რაოდენობა
359,Haufen::N,kupa,გროვა
360,Haufen::N,hromada,გროვა
361,Reihe::N,řada,რიგი
362,Reihe::N,řada,წყება
363,Reihe::N,řádek,რიგი
364,Reihe::N,řádek,წყება
365,Boot::N,člun,გემი
366,Ruder::N,veslo,ხოფი
367,Ruder::N,veslo,ნიჩაბი
368,Schlitten::N,sáně,მარხილი
369,Ski::N,lyže,თხილამური
370,Lagerfeuer::N,táborák,კოცონი
371,Last::N,náklad,ტვირთი
372,Last::N,břemeno,ტვირთი
373,Gang::N,chůze,სვლა
374,Gang::N,chodba,სვლა
375,Schritt::N,krok,ბიჯი
376,Norden::N,sever,ჩრდილოეთი
377,Süden::N,jih,სამხრეთი
378,Westen::N,západ,დასავლეთი
379,Osten::N,východ,აღმოსავლეთი
380,Holz::N,dřevo,ხე
381,Brett::N,prkno,დაფა
382,Brett::N,prkno,ფიცარი
383,Platte::N,deska,თლილი ქვა
384,Stütze::N,opěra,საყრდენი
385,Stange::N,tyč,ჭოკი
386,Stange::N,tyčka,ჭოკი
387,Stock::N,hůlka,კეტი
388,Stab::N,hůl,ლატანი
389,Rohr::N,trubka,მილაკი
390,Haus::N,dům,სახლი
391,Heim::N,domov,ოჯახის კერა
392,Ofen::N,kamna,ღუმელი
393,Fußboden::N,podlaha,იატაკი
394,Tisch::N,stůl,სუფრა
395,Tisch::N,stůl,მაგიდა
396,Stuhl::N,židle,სკამი
397,Wiege::N,kolébka,აკვანი
398,Bett::N,postel,საწოლი
399,Bett::N,postel,სარეცელი
400,Regal::N,regál,თაროები
401,Regal::N,police,თაროები
402,Kiste::N,bedna,ყუთი
403,Kiste::N,bedna,სკივრი
404,Fenster::N,okno,ფანჯარა
405,Fenster::N,okno,სარკმელი
406,Tür::N,dveře,ბჭე
407,Tür::N,dveře,კარი
408,Tor::N,vrata,ჭიშკარი
409,Zaun::N,plot,ღობე
410,Zaun::N,plot,გალავანი
411,Dach::N,střecha,სახურავი
412,Leiter::N,žebřík,კიბე
413,Besen::N,koště,ცოცხი
414,Besen::N,smeták,ცოცხი
415,Spaten::N,rýč,ნიჩაბი
416,Schaufel::N,lopata,ბარი
417,Gabel::N,vidlička,ჩანგალი
418,Löffel::N,lžíce,კოვზი
419,Messer::N,nůž,დანა
420,Nagel::N,hřebík,ლურსმანი
421,Netz::N,síť,ბადე
422,Haken::N,hák,კავი
423,Haken::N,hák,კაუჭი
424,Griff::N,držadlo,ტარი
425,Schloss::N,zámek,კლიტე
426,Schloss::N,zámek,საკეტი
427,Bild::N,obraz,სურათი
428,Figur::N,figura,ფიგურა
429,Puppe::N,panenka,თოჯინა
430,Beutel::N,pytlík,პარკი
431,Bündel::N,svazek,გალა
432,Bündel::N,svazek,ასხმა
433,Tasche::N,taška,ჩანთა
434,Tasche::N,brašna,ჩანთა
435,Eimer::N,kýbl,ჩამჩა
436,Eimer::N,vědro,ჩამჩა
437,Deckel::N,víko,ხუფი
438,Deckel::N,víko,სარქველი
439,Deckel::N,příklop,ხუფი
440,Deckel::N,příklop,სარქველი
441,Geschirr::N,nádobí,ჭურჭელი
442,Sack::N,pytel,ტომარა
443,Tasse::N,šálek,ფინჯანი
444,Topf::N,hrnec,ქოთანი
445,Kessel::N,kotel,ქვაბი
446,Essen::N,jídlo,ჭამა
447,Nahrung::N,strava,საზრდო
448,Nahrung::N,strava,საკვები
449,Nahrung::N,potrava,საზრდო
450,Nahrung::N,potrava,საკვები
451,Speise::N,jídlo,საჭმელი
452,Fleisch::N,maso,ხორცი
453,Getreide::N,obilí,მარცვლოვანი
454,Brei::N,kaše,ფაფა
455,Brot::N,chléb,პური
456,Scheibe::N,krajíc,ნაჭერი
457,Fett::N,tuk,ქონი
458,Fett::N,tuk,ცხიმი
459,Fett::N,omastek,ქონი
460,Fett::N,omastek,ცხიმი
461,Butter::N,máslo,კარაქი
462,Öl::N,olej,ზეთი
463,Salz::N,sůl,მარილი
464,Suppe::N,polévka,სუფი
465,Honig::N,med,თაფლი
466,Milch::N,mléko,რძე
467,Tee::N,čaj,ჩაი
468,Leder::N,kůže,ტყავი
469,Wolle::N,vlna,მატყლი
470,Stoff::N,látka,ქსოვილი
471,Nadel::N,jehla,ნემსი
472,Faden::N,nit,ძაფი
473,Faden::N,nit,მკედი
474,Knopf::N,knoflík,ღილი
475,Knoten::N,uzel,ნასკვი
476,Farbe::N,barva,საღებავი
477,Kleidung::N,šaty,ტანსაცმელი
478,Kleidung::N,šatstvo,ტანსაცმელი
479,Hemd::N,košile,ხალათი
480,Hemd::N,košile,პერანგი
481,Kragen::N,límec,საყელო
482,Ärmel::N,rukáv,სახელო
483,Hose::N,kalhoty,შარვალი
484,Gürtel::N,pás,ქამარი
485,Gürtel::N,opasek,ქამარი
486,Mütze::N,čepice,ქუდი
487,Schuh::N,bota,ფეხსაცმელი
488,Stiefel::N,holínka,ჩექმა
489,Ring::N,prsten,ბეჭედი
490,Band::N,pásek,ბაფთი
491,Kamm::N,hřeben,სავარცხელი
492,Spiegel::N,zrcadlo,სარკე
493,Riemen::N,řemen,ღვედი
494,Schnur::N,šňůra,ლარი
495,Leine::N,vodítko,ჯაჭვი
496,Decke::N,pokrývka,საბანი
497,Decke::N,přikrývka,საბანი
498,Kissen::N,polštář,ბალიში
499,Tuch::N,šátek,მაუდი
500,Tuch::N,šátek,თავშალი
501,Handtuch::N,ručník,ხელსახოცი
502,Kraft::N,síla,ძალა
503,Stärke::N,síla,ღონე
504,Gesundheit::N,zdraví,ჯანმრთელობა
505,Krankheit::N,nemoc,სენი
506,Krankheit::N,nemoc,ავადმყოფობა
507,Krankheit::N,choroba,სენი
508,Krankheit::N,choroba,ავადმყოფობა
509,Schmerz::N,bolest,ტკივილი
510,Wunde::N,rána,იარი
511,Wunde::N,rána,ჭრილობა
512,Fieber::N,horečka,ციება
513,Arznei::N,lék,წამალი
514,Brücke::N,most,ხიდი
515,Brunnen::N,studna,ჭა
516,Weide::N,pastva,საძოვარი
517,Weide::N,pastvina,საძოვარი
518,Pfad::N,pěšina,ბილიკი
519,Weg::N,cesta,გზა
520,Straße::N,silnice,შარაგზა
521,Dorf::N,vesnice,დაბა
522,Dorf::N,vesnice,სოფელი
523,Stadt::N,město,ქალაქი
524,Brief::N,dopis,წერილი
525,Buch::N,kniha,წიგნი
526,Buchstabe::N,písmeno,ასო
527,Zeitung::N,noviny,გაზეთი
528,Leben::N,život,სიცოცხლე
529,Tod::N,smrt,სიკვდილი
530,Grab::N,hrob,სამარე
531,Grab::N,hrob,საფლავი
532,Kirche::N,kostel,ეკლესია
533,Sünde::N,hřích,ცოდვა
534,Gott::N,bůh,ღმერთი
535,Arbeiter::N,dělník,მუშა
536,Arbeiter::N,pracovník,მუშა
537,Chef::N,šéf,გამგე
538,Chef::N,vedoucí,გამგე
539,Meister::N,mistr,ოსტატი
540,Arzt::N,lékař,ექიმი
541,Arzt::N,lékař,მკურნალი
542,Lehrer::N,učitel,მასწავლებელი
543,Geld::N,peníze,ფული
544,Geschäft::N,obchod,საქმე
545,Geschäft::N,obchod,ბიზნესი
546,Laden::N,krám,დუქანი
547,Laden::N,krám,მაღაზია
548,Preis::N,cena,ფასი
549,Ware::N,zboží,საქონელი
550,Nutzen::N,užitek,ხეირი
551,Reichtum::N,bohatství,სიმდიდრე
552,Welt::N,svět,მსოფლიო
553,Land::N,země,მხარე
554,Land::N,země,ქვეყანა
555,Staat::N,stát,სახელმწიფო
556,König::N,král,მეფე
557,Macht::N,moc,ძლიერება
558,Macht::N,mocnost,ძლიერება
559,Grenze::N,hranice,ზღვარი
560,Krieg::N,válka,ომი
561,Feind::N,nepřítel,მტერი
562,Gewalt::N,násilí,სისასტიკე
563,Kampf::N,boj,ბრძოლა
564,Bogen[Waffe]::N,luk,მშვილდი
565,Pfeil::N,šíp,ისარი
566,Pfeil::N,šíp,მახვილი
567,Gewehr::N,puška,თოფი
568,Gewehr::N,puška,შაშხანა
569,Gewehr::N,ručnice,თოფი
570,Gewehr::N,ručnice,შაშხანა
571,Fehler::N,chyba,შეცდომა
572,Lüge::N,lež,სიცრუე
573,Schaden::N,škoda,ვნება
574,Unglück::N,neštěstí,ხიფათი
575,Unglück::N,neštěstí,უბედურება
576,Schuld::N,vina,ბრალი
577,Alter::N,věk,ასაკი
578,Schluss::N,konec,ბოლო
579,Schluss::N,konec,დასასრული
580,Zeit::N,čas,დრო
581,Tag::N,den,დღე
582,Morgen::N,ráno,დილა
583,Morgen::N,jitro,დილა
584,Mittag::N,poledne,შუადღე
585,Abend::N,večer,საღამო
586,Nacht::N,noc,ღამე
587,Woche::N,týden,კვირა
588,Monat::N,měsíc,თვე
589,Jahr::N,rok,წელი
590,Frühling::N,jaro,გაზაფხული
591,Sommer::N,léto,ზაფხული
592,Herbst::N,podzim,შემოდგომა
593,Winter::N,zima,ზამთარი
594,Januar::N,leden,იანვარი
595,Februar::N,únor,თებერვალი
596,März::N,březen,მარტი
597,April::N,duben,აპრილი
598,Mai::N,květen,მაისი
599,Juni::N,červen,ივნისი
600,Juli::N,červenec,ივლისი
601,August::N,srpen,აგვისტო
602,September::N,září,სექტემბერი
603,Oktober::N,říjen,ოქტომბერი
604,November::N,listopad,ნოემბერი
605,Dezember::N,prosinec,დეკემბერი
606,Montag::N,pondělí,ორშაბათი
607,Montag::N,pondělek,ორშაბათი
608,Dienstag::N,úterý,სამშაბათი
609,Mittwoch::N,středa,ოთხშაბათი
610,Donnerstag::N,čtvrtek,ხუთშაბათი
611,Freitag::N,pátek,პარასკევი
612,Samstag::N,sobota,შაბათი
613,Sonntag::N,neděle,კვირა
614,groß::A,velký,დიდი
615,klein::A,malý,მცირე
616,klein::A,malý,პატარა
617,lang::A,dlouhý,გრძელი
618,kurz::A,krátký,მოკლე
619,breit::A,široký,ფართო
620,breit::A,široký,განიერი
621,schmal::A,úzký,ვიწრო
622,schmal::A,úzký,წვრილი
623,dicht::A,hustý,მჭიდრო
624,dick[Gegenstand]::A,tlustý,სქელი
625,dünn::A,tenký,წვრილი
626,fein::A,jemný,თხელი
627,fest::A,pevný,მყარი
628,flach::A,plochý,ბრტყელი
629,flach::A,placatý,ბრტყელი
630,glatt::A,hladký,გლუ
631,hart::A,tvrdý,მაგარი
632,weich::A,měkký,რბილი
633,rund::A,kulatý,მრგვალი
634,rund::A,okrouhlý,მრგვალი
635,spitz::A,špičatý,წვეტიანი
636,scharf::A,ostrý,მჭრელი
637,stumpf::A,tupý,ბლაგვი
638,schwer::A,těžký,მძიმე
639,schön::A,pěkný,ლამაზი
640,schön::A,krásný,ლამაზი
641,heiß::A,horký,ცხელი
642,warm::A,teplý,თბილი
643,kalt::A,studený,ცივი
644,kühl::A,chladný,გრილი
645,frisch::A,svěží,სუფთა
646,feucht::A,vlhký,ნოტიო
647,nass::A,mokrý,სველი
648,trocken::A,suchý,მშრალი
649,voll::A,plný,სავსე
650,leer::A,prázdný,ცარიელი
651,offen::A,otevřený,ღია
652,offen::A,otevřený,გაშლილი
653,geschlossen::A,zavřený,დახურული
654,sauber::A,čistý,სუფთა
655,sauber::A,čistý,წმინდა
656,schmutzig::A,špinavý,ტალახიანი
657,roh::A,syrový,უმი
658,reif::A,zralý,მწიფე
659,lecker::A,chutný,გემრიელი
660,süß::A,sladký,ტკბილი
661,bitter::A,hořký,მწარე
662,sauer::A,kyselý,მჟავე
663,hell::A,světlý,ნათელი
664,dunkel::A,temný,ბნელი
665,schwarz::A,černý,შავი
666,weiß::A,bílý,თეთრი
667,rot::A,rudý,წითელი
668,rot::A,červený,წითელი
669,gelb::A,žlutý,ყვითელი
670,blau::A,modrý,ლურჯი
671,blau::A,modrý,ცისფერი
672,grün::A,zelený,მწვანე
673,grau::A,šedý,რუხი
674,grau::A,šedý,ნაცრისფერი
675,grau::A,šedivý,რუხი
676,grau::A,šedivý,ნაცრისფერი
677,bunt::A,pestrý,ჭრელი
678,bunt::A,pestrý,ფერადი
679,billig::A,levný,იაფი
680,billig::A,laciný,იაფი
681,teuer::A,drahý,ძვირი
682,wertvoll::A,cenný,ღირსიანი
683,blind::A,slepý,ბრმა
684,taub::A,hluchý,ყრუ
685,kräftig::A,silný,ძალავანი
686,stark::A,silný,ძლიერი
687,stark::A,silný,ღონიერი
688,schwach::A,slabý,სუსტი
689,fett::A,tučný,სქელი
690,fett::A,tlustý,სქელი
691,schlank::A,štíhlý,გამხდარი
692,hübsch::A,hezký,ეშხიანი
693,hübsch::A,hezký,მშვენიერი
694,böse::A,zlý,ავი
695,böse::A,zlý,ბოროტი
696,dumm::A,hloupý,ბოთე
697,dumm::A,hloupý,სულელი
698,faul::A,líný,ზანტი
699,faul::A,líný,ზარმაცი
700,fleißig::A,pilný,ბეჯითი
701,fleißig::A,pilný,მუყაითი
702,geizig::A,lakomý,ძუნწი
703,klug::A,chytrý,ჭკვიანი
704,geschickt::A,šikovný,მარჯვე
705,geschickt::A,šikovný,გაწაფული
706,lieb::A,milý,სატრფიალო
707,lustig::A,veselý,მხიარული
708,sanft::A,mírný,ალერსიანი
709,sanft::A,mírný,გრძნობიერი
710,hungrig::A,hladový,მშიერი
711,krank::A,nemocný,სნეული
712,krank::A,nemocný,ავადმყოფი
713,nackt::A,nahý,ტიტველი
714,traurig::A,smutný,მწუხარე
715,traurig::A,smutný,სევდიანი
716,traurig::A,truchlivý,მწუხარე
717,traurig::A,truchlivý,სევდიანი
718,lebendig::A,živý,ცოცხალი
719,gut::A,dobrý,კარგი
720,schlecht::A,špatný,უხეირო
721,richtig::A,pravý,ნამდვილი
722,richtig::A,správný,ნამდვილი
723,schlimm::A,zlý,ცუდი
724,wahr::A,pravdivý,სწორი
725,wahr::A,pravdivý,ჭეშმარიტი
726,alt::A,starý,ძველი
727,neu::A,nový,ახალი
728,ehemalig::A,bývalý,ყოფილი
729,alt[Lebewesen]::A,starý,ბებერი
730,jung::A,mladý,ნორჩი
731,jung::A,mladý,ახალგაზრდა
732,arm::A,chudý,ღარიბი
733,reich::A,bohatý,მდიდარი
734,bekannt::A,známý,ცნობილი
735,berühmt::A,slavný,გამოჩენილი
736,fremd::A,cizí,უცხო
737,fremd::A,cizí,გარეშე
738,verschieden::A,různý,სხვაგვარი
739,verschieden::A,rozličný,სხვაგვარი
740,nah::A,blízký,ახლო
741,fern::A,daleký,შორი
