,Concept_ID,udm,zh
212,Mensch::N,адями,人
213,Mann::N,воргорон,男子
214,Frau::N,кышномурт,妇女
215,Kind::N,нуны,小孩
216,Kind::N,пинал,小孩
217,Junge::N,пи,男孩
218,Mädchen::N,ныл,女孩
219,Familie::N,семья,家庭
220,Großvater::N,песятай,祖父
221,Großvater::N,пересь атай,祖父
222,Großmutter::N,песянай,祖母
223,Großmutter::N,пересь анай,祖母
224,Eltern::N,атай-анай,父母
225,Eltern::N,бубы-мумы,父母
226,Vater::N,айы,父亲
227,Vater::N,атай,父亲
228,Mutter::N,мумы,母亲
229,Sohn::N,пи,儿子
230,Tochter::N,ныл,女儿
231,Bruder::N,агай,兄弟
232,Schwester::N,апа,姐妹
233,Schwester::N,сузэр,姐妹
234,Onkel::N,агай,伯父
235,Tante::N,апа,阿姨
236,Tante::N,кенак,阿姨
237,Ehemann::N,карт,丈夫
238,Ehefrau::N,кышно,妻子
239,Freude::N,шумпотон,愉快
240,Gelächter::N,горем,大笑
241,Glück::N,шуд,运气
242,Kummer::N,кайгу,苦恼
243,Kummer::N,куректон,苦恼
244,Wunsch::N,мылпотон,愿望
245,Lust::N,потон,乐趣
246,Geist::N,лул,精神
247,Gedanke::N,малпан,思想
248,Gedächtnis::N,йырсазь,记性
249,Gedächtnis::N,тодэваён,记性
250,Verstand::N,йырвизь,理智
251,Sinn::N,смысл,感觉
252,Grund::N,муг,理由
253,Grund::N,ньӧм,理由
254,Wahrheit::N,зэм,真理
255,Wahrheit::N,шонер,真理
256,Gespräch::N,вераськон,谈话
257,Märchen::N,выжыкыл,童话
258,Erzählung::N,верос,故事
259,Nachricht::N,ивор,消息
260,Neuigkeit::N,выльивор,新闻
261,Name::N,ним,名字
262,Rätsel::N,мадькыл,谜语
263,Rede::N,верам,讲话
264,Sprache::N,кыл,语言
265,Stimme::N,куара,声音
266,Wort::N,кыл,词
267,Zeichen::N,пус,标记
268,Zeichen::N,тодмет,标记
269,Ruf::N,ӧтён,呼喊
270,Ruf::N,чортон,呼喊
271,Lärm::N,ӵашетон,噪音
272,Laut::N,куара,响声
273,Ton::N,куара,声音
274,Lied::N,кырӟан,歌曲
275,Ruhe::N,чалмыт улон,安静
276,Leute::N,адямиос,人们
277,Volk::N,калык,人民
278,Arbeit::N,уж,劳动
279,Gast::N,куно,客人
280,Geschenk::N,салам,礼物
281,Geschenk::N,кузьым,礼物
282,Spiel::N,шудон,游戏
283,Gesellschaft::N,калык,陪同
284,Hilfe::N,юрттон,帮助
285,Freund::N,эш,朋友
286,Freund::N,юлтош,朋友
287,Kamerad::N,тодмо,同志
288,Angelegenheit::N,уж,事情
289,Anzahl::N,лыд,数目
290,Art::N,тус,种类
291,Stück::N,юдэс,块
292,Teil::N,люкет,部分
293,Hälfte::N,ӝыны,一半
294,Kreis::N,котырес,圆
295,Kreuz::N,крест,十字架
296,Linie::N,гож,线条
297,Strich::N,гож,划
298,Abstand::N,вис,距离
299,Abstand::N,кусып,距离
300,Entfernung::N,кусып,距离
301,Gegend::N,инты,地区
302,Platz::N,инты,场所
303,Ort::N,инты,地点
304,Ort::N,места,地点
305,Seite::N,пал,面
306,Mitte::N,шор,中间
307,Gegenstand::N,арбери,物品
308,Sache::N,котыр,物
309,Rand::N,дур,边
310,Rand::N,шаер,边
311,Kante::N,дур,棱
312,Ecke::N,сэрег,角
313,Spitze::N,йыл,尖
314,Ende::N,пум,结尾
315,Loch::N,пась,洞
316,Winkel::N,сэрег,角度
317,Muster::N,пужы,模型
318,Größe::N,быдӟала,大小
319,Länge::N,кузьдала,长度
320,Höhe::N,ӝуждала,高度
321,Gewicht::N,сектала,重量
322,Gewicht::N,секытлык,重量
323,Menge::N,лыд,数量
324,Menge::N,лыдпус,数量
325,Haufen::N,люк,堆
326,Reihe::N,чур,行
327,Boot::N,пыж,小船
328,Boot::N,лодка,小船
329,Ruder::N,полыс,奖
330,Schlitten::N,додьы,雪橇
331,Ski::N,куас,雪板
332,Lagerfeuer::N,тылскем,营火
333,Last::N,секыт,负担
334,Gang::N,ветлон,行走
335,Schritt::N,вамыш,步伐
336,Norden::N,уйпал,北
337,Süden::N,лымшор,南
338,Westen::N,шунды пуксён,西
339,Osten::N,шунды ӝужан,东
340,Holz::N,пу,木材
341,Brett::N,пул,木板
342,Platte::N,плита,平板
343,Stütze::N,пыкет,支架
344,Stange::N,пуӵ,杆
345,Stock::N,боды,棒
346,Stab::N,пуӵ,棍
347,Stab::N,боды,棍
348,Rohr::N,труба,管子
349,Haus::N,юрт,房屋
350,Heim::N,корка,家
351,Ofen::N,гур,炉子
352,Fußboden::N,выж,地板
353,Tisch::N,ӝӧк,桌子
354,Stuhl::N,пукон,椅子
355,Wiege::N,кӧкы,摇蓝
356,Wiege::N,зыбка,摇蓝
357,Bett::N,валес,床
358,Regal::N,ӝажы,架子
359,Kiste::N,ящик,箱子
360,Fenster::N,укно,窗户
361,Fenster::N,косяк,窗户
362,Tür::N,ӧс,门
363,Tor::N,ӟезьы,大门
364,Zaun::N,забор,篱笆
365,Dach::N,липет,屋顶
366,Leiter::N,падӟа,梯子
367,Besen::N,ӵужон,扫帚
368,Besen::N,исьнер,扫帚
369,Spaten::N,лопатка,铁锹
370,Schaufel::N,ютырон,铁锹
371,Gabel::N,тэчы,叉
372,Gabel::N,вилка,叉
373,Löffel::N,пуньы,食匙
374,Messer::N,пурт,刀
375,Nagel::N,кортӵог,钉子
376,Netz::N,сеть,网
377,Haken::N,курик,钩子
378,Griff::N,ныд,把柄
379,Schloss::N,тунгон,锁
380,Bild::N,суред,图画
381,Figur::N,фигура,人像
382,Puppe::N,мунё,娃娃
383,Beutel::N,пуйы,袋子
384,Bündel::N,керттэт,捆
385,Tasche::N,пуйы,手提包
386,Tasche::N,сумка,手提包
387,Eimer::N,ведра,桶
388,Deckel::N,ӵоксэт,盖子
389,Geschirr::N,тусьты-пуньы,餐具
390,Sack::N,пуйы,袋子
391,Tasse::N,ӵаша,杯子
392,Topf::N,миска,锅
393,Kessel::N,пурты,水壶
394,Essen::N,сиськон,进餐
395,Nahrung::N,сион,食物
396,Speise::N,сиён,菜肴
397,Fleisch::N,сӥль,肉
398,Getreide::N,ю тысь,谷物
399,Brei::N,ӝук,粥
400,Brot::N,нянь,面包
401,Scheibe::N,шорем,片
402,Fett::N,кӧй,脂肪
403,Butter::N,вӧй,黄油
404,Öl::N,вӧй,油
405,Salz::N,сылал,盐
406,Suppe::N,шыд,汤
407,Honig::N,чечы,蜂蜜
408,Milch::N,йӧл,奶
409,Tee::N,чай,茶
410,Leder::N,сурон,皮革
411,Wolle::N,гон,毛线
412,Wolle::N,ыжгон,毛线
413,Stoff::N,куэм,织物
414,Nadel::N,вень,针
415,Faden::N,сӥньыс,线
416,Knopf::N,бирды,纽扣
417,Knoten::N,герд,结
418,Farbe::N,буёл,颜色
419,Kleidung::N,дӥсь,衣服
420,Hemd::N,дэрем,衬衫
421,Kragen::N,сирес,领子
422,Ärmel::N,саес,袖子
423,Hose::N,брюки,裤子
424,Hose::N,штань,裤子
425,Gürtel::N,кускерттон,腰带
426,Mütze::N,ызьы,帽子
427,Schuh::N,ботинка,鞋
428,Stiefel::N,сапег,靴子
429,Ring::N,зундэс,戒指
430,Band::N,лента,带子
431,Kamm::N,сын,梳子
432,Spiegel::N,синучкон,镜子
433,Riemen::N,е,皮带
434,Schnur::N,гозы,绳子
435,Leine::N,думет,皮带
436,Decke::N,шобрет,被子
437,Kissen::N,миндэр,软垫
438,Tuch::N,кышет,巾
439,Handtuch::N,ӵушкон,手巾
440,Kraft::N,кать,力
441,Kraft::N,ӟигар,力
442,Stärke::N,юнлык,力量
443,Gesundheit::N,тазалык,健康
444,Krankheit::N,висён,病
445,Schmerz::N,висён,痛
446,Wunde::N,яра,伤口
447,Fieber::N,кезег,发烧
448,Arznei::N,эмъюм,药
449,Brücke::N,выж,桥
450,Brunnen::N,колдэч,井
451,Weide::N,возь,牧场
452,Pfad::N,сюрес,小路
453,Weg::N,сюрес,路
454,Straße::N,сюрес,街
455,Dorf::N,гурт,村庄
456,Stadt::N,кар,城市
457,Stadt::N,город,城市
458,Brief::N,гожтэт,信
459,Buch::N,книга,书
460,Buchstabe::N,буква,字母
461,Zeitung::N,газет,报纸
462,Leben::N,улон,生命
463,Tod::N,кулон,死亡
464,Grab::N,шайгу,坟墓
465,Kirche::N,черк,教堂
466,Sünde::N,сьӧлык,罪
467,Gott::N,ӥнмар,上帝
468,Arbeiter::N,рабочий,工人
469,Chef::N,начальник,上司
470,Meister::N,кибашлы,师傅
471,Arzt::N,врач,医生
472,Lehrer::N,дышетӥсь,教师
473,Geld::N,уксё,钱
474,Geld::N,коньдон,钱
475,Geschäft::N,уж,交易
476,Laden::N,магазин,商店
477,Preis::N,дун,价格
478,Ware::N,вуз,商品
479,Nutzen::N,пайда,好处
480,Reichtum::N,узырлык,财富
481,Welt::N,дунне,世界
482,Land::N,шаер,国家
483,Staat::N,кун,国家
484,König::N,эксэй,国王
485,Macht::N,власть,权力
486,Grenze::N,кунгож,边界
487,Krieg::N,ож,战争
488,Feind::N,тушмон,敌人
489,Gewalt::N,эриктэман,暴力
490,Kampf::N,нюръяськон,战斗
491,Bogen[Waffe]::N,пукыӵ,弓
492,Pfeil::N,пукыӵ вень,箭
493,Gewehr::N,пыӵал,枪
494,Fehler::N,янгыш,错误
495,Lüge::N,пӧян,谎话
496,Lüge::N,алдан,谎话
497,Lüge::N,ӧрекчан,谎话
498,Schaden::N,изъян,损失
499,Unglück::N,куректон,不幸
500,Unglück::N,шудтэме усён,不幸
501,Schuld::N,янгыш,过错
502,Alter::N,арлыд,年龄
503,Schluss::N,пум,结束
504,Zeit::N,дыр,时间
505,Tag::N,нунал,天
506,Morgen::N,ӵукна,早晨
507,Mittag::N,лымшор,中午
508,Abend::N,ӝыт,晚上
509,Abend::N,акшан,晚上
510,Nacht::N,уй,夜
511,Woche::N,арня,星期
512,Monat::N,толэзь,月
513,Jahr::N,ар,年
514,Frühling::N,тулыс,春天
515,Sommer::N,гужем,夏天
516,Herbst::N,сӥзьыл,秋天
517,Winter::N,тол,冬天
518,Januar::N,выльартолэзь,一月
519,Februar::N,тулыспал,二月
520,März::N,южтолэзь,三月
521,April::N,оштолэзь,四月
522,Mai::N,куартолэзь,五月
523,Juni::N,вожотолэзь,六月
524,Juli::N,пӧсьтолэзь,七月
525,August::N,гудырикошкон,八月
526,September::N,куарусён,九月
527,Oktober::N,выльӝуктолэзь,十月
528,November::N,шуркынмон,十一月
529,Dezember::N,толсур,十二月
530,Montag::N,вордӥськон,星期一
531,Dienstag::N,вторник,星期二
532,Mittwoch::N,вирнунал,星期三
533,Donnerstag::N,покчиарня,星期四
534,Freitag::N,удмуртарня,星期五
535,Samstag::N,кӧснунал,星期六
536,Sonntag::N,арня,星期日
537,groß::A,бадӟым,大
538,klein::A,пичи,小
539,lang::A,кузь,长
540,kurz::A,вакчи,短
541,breit::A,паськыт,宽
542,schmal::A,сюлэг,细长的
543,dicht::A,ӵем,密
544,dick[Gegenstand]::A,зӧк,厚
545,dünn::A,векчи,薄
546,fein::A,векчи,细小
547,fest::A,юн,固体
548,fest::A,чурыт,固体
549,flach::A,ӵошкыт,平坦
550,glatt::A,гылыт,光滑
551,glatt::A,вольыт,光滑
552,hart::A,чурыт,硬
553,weich::A,небыт,软
554,rund::A,котырес,圆
555,spitz::A,йылсо,尖
556,scharf::A,лэчыт,锋利
557,stumpf::A,ныж,钝
558,schwer::A,секыт,重
559,schön::A,чебер,美丽
560,heiß::A,пӧсь,烫
561,warm::A,шуныт,暖和
562,kalt::A,кезьыт,冷
563,kühl::A,юзмыт,凉
564,kühl::A,салкым,凉
565,frisch::A,выль,新鲜
566,feucht::A,мускыт,潮湿
567,nass::A,котмем,湿
568,trocken::A,кӧс,干
569,voll::A,тыр,满
570,leer::A,буш,空
571,leer::A,тырттэм,空
572,offen::A,усьтэм,敞开
573,geschlossen::A,ӵогам,关闭
574,geschlossen::A,пунням,关闭
575,sauber::A,ӝикыт,干净
576,sauber::A,чылкыт,干净
577,schmutzig::A,нӧд,肮脏
578,roh::A,ыль,生
579,reif::A,вуэм,成熟
580,lecker::A,ческыт,好吃
581,süß::A,ческыт,甜
582,bitter::A,курыт,苦
583,sauer::A,чырс,酸
584,hell::A,югыт,亮
585,dunkel::A,пеймыт,阴暗
586,schwarz::A,сьӧд,黑
587,weiß::A,тӧдьы,白
588,rot::A,горд,红
589,gelb::A,ӵуж,黄
590,blau::A,лыз,蓝
591,grün::A,вож,绿
592,grau::A,пурысь,灰色
593,bunt::A,куӵо,五彩
594,billig::A,дунтэм,便宜
595,teuer::A,дуно,贵
596,wertvoll::A,дуно,贵重
597,blind::A,сукыр,瞎
598,blind::A,синтэм,瞎
599,taub::A,пельтэм,聋
600,kräftig::A,кужмо,强壮
601,stark::A,юн,强壮
602,stark::A,кужмо,强壮
603,schwach::A,ляб,弱
604,schwach::A,начар,弱
605,fett::A,кӧй,胖
606,schlank::A,веськыт,苗条
607,schlank::A,веськрес,苗条
608,hübsch::A,чебер,漂亮
609,hübsch::A,синмаськымон,漂亮
610,böse::A,лек,邪恶
611,dumm::A,шузи,笨
612,dumm::A,визьтэм,笨
613,faul::A,азьтэм,懒惰
614,fleißig::A,сюлмо,勤奋
615,geizig::A,сук,吝啬
616,klug::A,визьмо,聪明
617,geschickt::A,усто,灵巧
618,geschickt::A,быгатӥсь,灵巧
619,lieb::A,мусо,可爱
620,lustig::A,шулдыр,快乐
621,sanft::A,мусо,柔和
622,sanft::A,эрке,柔和
623,hungrig::A,сютэм,饥饿
624,krank::A,висись,患病
625,nackt::A,гольык,裸体
626,traurig::A,мӧзмыт,悲哀
627,lebendig::A,улэп,活
628,gut::A,ӟеч,好
629,gut::A,умой,好
630,schlecht::A,урод,坏
631,schlecht::A,алама,坏
632,richtig::A,шонер,正确
633,schlimm::A,алама,糟糕
634,wahr::A,зэмос,真
635,alt::A,вуж,旧
636,neu::A,выль,新
637,ehemalig::A,азьвылэз,以前
638,alt[Lebewesen]::A,пересь,老
639,jung::A,егит,年轻
640,jung::A,пинал,年轻
641,arm::A,начар,贫穷
642,arm::A,куанер,贫穷
643,reich::A,узыр,富裕
644,bekannt::A,тодмо,出名
645,berühmt::A,дано,著名
646,fremd::A,ят,陌生
647,verschieden::A,пӧртэм,不同
648,nah::A,матысь,近
649,fern::A,кыдёкысь,遥远
650,linker::A,паллян,左
651,rechter::A,бур,右
652,rechter::A,бурпал,右
653,anderer::A,мукет,别的
654,erster::A,нырысетӥез,第一
655,zweiter::A,кыктэтӥез,第二
656,dritter::A,кунньметӥез,第三
657,letzter::A,берло,最后
658,letzter::A,берпум,最后
659,allein::ADV,огназ,单独
660,auf einmal::ADV,огдыре,同时
661,zusammen::ADV,ӵош,一起
662,zusammen::ADV,валче,一起
663,lange::ADV,кема,许久
664,plötzlich::ADV,мапламтэ шорысь,忽然
665,sofort::ADV,али ик,立刻
666,später::ADV,бергес,以后
667,später::ADV,берлогес,以后
668,jetzt::ADV,али,现在
669,jetzt::ADV,табере,现在
670,heute::ADV,туннэ,今天
671,morgen::ADV,ӵуказе,明天
672,bald::ADV,ӝоген,即将
673,dann::ADV,берло,然后
674,gestern::ADV,толон,昨天
675,einst::ADV,огпол,曾经
676,einst::ADV,одӥг пол,曾经
677,damals::ADV,соку,当时
678,danach::ADV,собере,随后
679,vorher::ADV,азьло,事先
680,vorher::ADV,азьвыл,事先
681,zuerst::ADV,азьло,首先
682,einmal::ADV,огпол,一次
683,manchmal::ADV,куддыръя,有时
684,oft::ADV,ӵем,时常
685,immer::ADV,пыр,总是
686,immer::ADV,котьку,总是
687,niemals::ADV,уз ноку,从未
688,hier::ADV,татын,这里
689,hierhin::ADV,татчы,到这里
690,von hier::ADV,татысь,由此
691,dort::ADV,отӥ,那里
692,dort::ADV,отын,那里
693,dorthin::ADV,отчы,到那里
694,geradeaus::ADV,меӵак,一直往前
695,vorwärts::ADV,азьлань,向前
696,rückwärts::ADV,берлань,向后
697,zurück::ADV,берен,退后
698,zurück::ADV,берлань,退后
699,unten::ADV,улын,下面
700,hinab::ADV,улэ,向下
701,oben::ADV,вылын,上面
702,oben::ADV,вылӥын,上面
703,hinauf::ADV,вылэ,向上
704,hinauf::ADV,вылӥе,向上
705,hinauf::ADV,выллань,向上
706,überall::ADV,котькытын,到处
707,überall::ADV,пасьтана,到处
708,nicht::ADV,уз,不
709,ein wenig::ADV,ичи,一点儿
710,ein wenig::ADV,ӧжыт,一点儿
711,ein wenig::ADV,огшап,一点儿
712,kaum::ADV,муртса,几乎不
713,sehr::ADV,туж,很
714,sehr::ADV,лекос,很
715,so::ADV,озьы,如此
716,so::ADV,тазьы,如此
717,noch::ADV,на,还
718,nur::ADV,гинэ,只
719,schon::ADV,ни,已经
720,schon::ADV,ини,已经
721,wieder::ADV,нош,又
722,wieder::ADV,кайта,又
723,vergebens::ADV,юнме,
724,vor::PRP,азьын,在...面前
725,hinter::PRP,берын,在...背后
726,hinter::PRP,бӧрсьы,在...背后
727,unter::PRP,улын,在...下面
728,durch::PRP,пыр,穿过
729,durch::PRP,пыртӥ,穿过
730,neben::PRP,бордын,在...旁
731,zwischen::PRP,вискын,在...之间
732,wegen::PRP,сэрен,由于
733,dies::PRN,та,这
734,das::PRN,со,那
735,alles::PRN,ваньмыз,一切
736,ich::PRN,мон,我
737,du::PRN,тон,你
738,er::PRN,со,他
739,wir::PRN,ми,我们
740,ihr::PRN,тӥ,你们
741,sie::PRN,соос,她
742,was::FPRN,ма,什么
743,wer::FPRN,кин,谁
744,wo::FADV,кытын,哪里
745,wohin::FADV,кытчы,去哪里
746,wie::FADV,кызьы,怎么
747,warum::FADV,малы,为什么
748,wieviel::FNUM,кӧня,多少
749,eins::NUM,одӥг,一
750,zwei::NUM,кык,二
751,drei::NUM,куинь,三
752,vier::NUM,ньыль,四
753,fünf::NUM,вить,五
754,sechs::NUM,куать,六
755,sieben::NUM,сизьым,七
756,acht::NUM,тямыс,八
757,neun::NUM,укмыс,九
758,zehn::NUM,дас,十
759,elf::NUM,дас одӥг,十一
760,zwölf::NUM,дас кык,十二
761,zwanzig::NUM,кызь,二十
762,dreißig::NUM,куамын,三十
763,vierzig::NUM,ньыльдон,四十
764,fünfzig::NUM,витьтон,五十
765,sechzig::NUM,куатьтон,六十
766,siebzig::NUM,сизьымдон,七十
767,achtzig::NUM,тямыстон,八十
768,neunzig::NUM,укмыстон,九十
769,hundert::NUM,сю,百
770,tausend::NUM,сюрс,千
771,und::CNJ,и,和
772,und::CNJ,но,和
773,oder::CNJ,яке,或者
774,stehen::V,сылыны,站
775,sitzen::V,пукыны,坐
776,liegen::V,кылльыны,躺着
777,hängen::V,ошкыса улыны,挂着
778,werden::V,луыны,成为
779,passieren::V,луыны,发生
780,beginnen::V,кутскыны,开始
781,enden::V,бырыны,终止
782,wechseln::V,воштӥськыны,变迁
783,aufgehen[Sonne]::V,ӝужаны,升起
784,untergehen[Sonne]::V,пуксьыны,下落
785,scheinen[Sonne]::V,пиштыны,照射
786,scheinen[Sonne]::V,чиляны,照射
787,donnern::V,гудыръяны,打雷
788,wehen::V,пелляськыны,飘扬
789,strömen::V,киськыны,流
790,strömen::V,исьтӥськыны,流
791,fließen::V,бызьыны,流动
792,sich drehen::V,берганы,转动
793,schwanken::V,вошъяськыны,摇摆
794,schwingen::V,шонаськыны,摇
795,fallen::V,усьыны,坠落
796,brennen::V,ӝуаны,燃烧
797,rauchen::V,ӵындыны,冒烟
798,regnen::V,зорыны,下雨
799,gefrieren::V,кынмыны,结冰
800,tauen::V,шунаны,融化
801,schmelzen::V,шунаны,溶化
802,trocknen::V,куасьмыны,变干
803,sieden::V,пӧзьыны,煮
804,faulen::V,сисьмыны,腐烂
805,verfaulen::V,сисьмыны,腐烂
806,reißen::V,кеськыны,撕
807,versinken::V,выйыны,下沉
808,vergehen::V,ортчыны,流逝
809,erscheinen::V,адскыны,出现
810,verschwinden::V,бырыны,消失
811,sinken::V,усьыны,下降
812,abnehmen::V,синыны,减少
813,zunehmen::V,йылыны,增加
814,steigen::V,лӧпкыны,上升
815,wachsen::V,будыны,生长
816,glänzen::V,чиляны,发光
817,glänzen::V,пиштыны,发光
818,funkeln::V,чилекъяны,闪烁
819,lärmen::V,уретыны,吵闹
820,lärmen::V,ӵашетыны,吵闹
821,läuten::V,жингыртыны,响
822,klingeln::V,жингыртыны,按铃
823,klirren::V,жильккетыны,
824,brausen::V,лекъяськыны,疾驶
825,rauschen::V,ӵашетыны,
