,Concept_ID,ko,ka
90,Frost::N,혹한,ყინვა
91,Kälte::N,추위,სიცივე
92,Kälte::N,차가움,სიცივე
93,Hitze::N,고온,სიცხე
94,Hitze::N,더위,სიცხე
95,Regenbogen::N,무지개,ცისარტყელა
96,Donner::N,뇌명,ქუხილი
97,Strömung::N,유동,დინება
98,Tropfen::N,물방울,წვეთი
99,Schaum::N,포말,ქაფი
100,Schaum::N,포말,დორბლი
101,Schmutz::N,때,ჭუჭყი
102,Schmutz::N,때,ტალახი
103,See::N,호수,ტბა
104,Sumpf::N,습지,ჭაობი
105,Moor::N,저습지,ტორფნარი
106,Wiese::N,목초지,ველი
107,Wiese::N,목초지,მდელო
108,Wald::N,숲,ტყე
109,Hügel::N,언덕,ბორცვი
110,Anhöhe::N,언덕,მაღლობი
111,Berg::N,산,მთა
112,Gipfel::N,졀졍,მწვერვალი
113,Höhle::N,공동,მღვიმე
114,Höhle::N,공동,გამოქვებული
115,Abhang::N,몰매,ფერდობი
116,Quelle::N,근원,წყარო
117,Quelle::N,근원,სათავე
118,Bach::N,내,რუ
119,Bach::N,내,ნაკადული
120,Fluss::N,강,მდინარე
121,Ufer::N,강변,კიდე
122,Ufer::N,강변,ნაპირი
123,Ufer::N,바닷가,კიდე
124,Ufer::N,바닷가,ნაპირი
125,Küste::N,해변,ნაპირი
126,Küste::N,해변가,ნაპირი
127,Festland::N,본토,ხმელეთი
128,Meer::N,바다,ზღვა
129,Bucht::N,협만,ყურე
130,Insel::N,섬,კუნძული
131,Blume::N,꽃,ყვავილი
132,Gras::N,풀,ბალახი
133,Wurzel::N,뿌리,ძირი
134,Wurzel::N,뿌리,ფესვი
135,Baum::N,나무,ხე
136,Stamm::N,대,ტანი
137,Rinde::N,나무껍질,ქერქი
138,Ast::N,가지,ტოტი
139,Zweig::N,가지,შტო
140,Blatt::N,잎,ფოთოლი
141,Birke::N,자작나무,არყი
142,Kiefer[Baum]::N,소나무,ფიჭვი
143,Weide[Baum]::N,쉬양버들,ტირიფი
144,Tanne::N,전나무,ნაძვი
145,Horn::N,뿔,რქა
146,Feder::N,깃털,ფრთა
147,Fell::N,피혁모피,ტყავი
148,Flügel::N,날개,ფრთა
149,Klaue::N,갈고리 발톺,კლანჭი
150,Kralle::N,발툭,ტორი
151,Schwanz::N,꼬리,კუდი
152,Ei::N,알,კვერცხი
153,Nest::N,보금자리,ბუდე
154,Bau::N,굴,სორო
155,Tier::N,짐승,ნადირი
156,Tier::N,짐승,ცხოველი
157,Herde::N,가축의떼,ფარა
158,Kuh::N,암소,ფური
159,Kuh::N,암소,ძროხა
160,Bulle::N,황소,ხარი
161,Pferd::N,말,რაში
162,Pferd::N,말,ცხენი
163,Schaf::N,양,ცხვარი
164,Schwein::N,돼지,ღორი
165,Hund::N,개,ძაღლი
166,Katze::N,고양이,კატა
167,Bär::N,콤,დათვი
168,Eichhörnchen::N,다람쥐,ციყვი
169,Elch::N,고라니,ცხენ-ირემი
170,Fuchs::N,여우,მელა
171,Hase::N,토끼,კურდღელი
172,Maus::N,쥐,თაგვი
173,Wolf::N,늑대,მგელი
174,Vogel::N,새,ჩიტი
175,Vogel::N,새,ფრინველი
176,Schwarm::N,뗴,გუნდი
177,Huhn::N,암탉,დედალი
178,Hahn::N,수탉,მამალი
179,Gans::N,거위,ბატი
180,Adler::N,수리,არწივი
181,Ente::N,오리,იხვი
182,Eule::N,부엉이,ბუ
183,Kranich::N,두루미,წერო
184,Krähe::N,까마귀,ყვავი
185,Kuckuck::N,뻐꾸기,გუგული
186,Schwan::N,배조,გედი
187,Fisch::N,물고기,თევზი
188,Barsch::N,농어,ქორჭილა
189,Hecht::N,에속스,ქარიყლაპია
190,Schlange[Tier]::N,뱀,გველი
191,Wurm::N,벌레,ჭია
192,Spinne::N,거미,ობობა
193,Ameise::N,개미,ჭიანჭველა
194,Laus::N,이,ტილი
195,Laus::N,이,მკბენარი
196,Mücke::N,모기,კოღო
197,Fliege::N,날기,ბუზი
198,Schmetterling::N,나비,პეპელა
199,Beere::N,장과,კენკრა
200,Apfel::N,사과,ვაშლი
201,Pilz::N,고방이,სოკო
202,Zwiebel::N,양파,ხახვი
203,Saat::N,씨,თესლი
204,Korn::N,알맹이,მარცვალი
205,Heu::N,건초,თივა
206,Schale::N,피상,ჩენჩო
207,Falle::N,함정,ხაფანგი
208,Schlinge::N,올가미,მახე
209,Schlinge::N,멜빵붕대,მახე
210,Spur::N,발지국,კვალი
211,Asche::N,재,ფერფლი
212,Dreck::N,똥,ტალახი
213,Dreck::N,똥,სიბინძურე
214,Dreck::N,오물,ტალახი
215,Dreck::N,오물,სიბინძურე
216,Eisen::N,쇠,რკინა
217,Eisen::N,철,რკინა
218,Gold::N,항금,ოქრო
219,Silber::N,은,ვერცხლი
220,Kohle::N,슻,ნახშირი
221,Glas::N,유리,მინა
222,Lehm::N,찰흙,თიხა
223,Sand::N,모래,ქვიშა
224,Mensch::N,사람,ადამიანი
225,Mann::N,남자,კაცი
226,Frau::N,여자,ქალი
227,Kind::N,아이,ბავშვი
228,Junge::N,소녁,ვაჟი
229,Mädchen::N,소녀,გოგო
230,Familie::N,가족,ოჯახი
231,Großvater::N,할아버지,პაპა
232,Großvater::N,할아버지,ბაბუა
233,Großmutter::N,할머니,ბებია
234,Großmutter::N,할머니,დიდედა
235,Eltern::N,어버오,მშობლები
236,Vater::N,아버지,მამა
237,Mutter::N,어머니,დედა
238,Sohn::N,아들,ვაჟიშვილი
239,Tochter::N,딸기,ქალიშვილი
240,Bruder::N,형제,ძმა
241,Schwester::N,누이,და
242,Onkel::N,백부,ბიძა
243,Tante::N,아주머니,დეიდა
244,Tante::N,아주머니,მამიდა
245,Ehemann::N,남편,ქმარი
246,Ehefrau::N,아내,ცოლი
247,Freude::N,기쁨,სიხარული
248,Gelächter::N,웃음,სიცილი
249,Glück::N,즐거움,ბედნიერება
250,Kummer::N,슬픔,მწუხარება
251,Wunsch::N,소망,წადილი
252,Wunsch::N,소망,სურვილი
253,Geist::N,할기,სული
254,Gedanke::N,상념,ფიქრი
255,Gedächtnis::N,기억,მეხსიერება
256,Verstand::N,분별,ჭკუა
257,Verstand::N,분별,გონება
258,Verstand::N,지능,ჭკუა
259,Verstand::N,지능,გონება
260,Sinn::N,센스,მნიშვნელობა
261,Grund::N,까닭,მიზეზი
262,Wahrheit::N,참,სიმართლე
263,Wahrheit::N,참,ჭეშმარიტება
264,Wahrheit::N,진실,სიმართლე
265,Wahrheit::N,진실,ჭეშმარიტება
266,Gespräch::N,대화,ბაასი
267,Gespräch::N,대화,საუბარი
268,Märchen::N,동화,არაკი
269,Märchen::N,동화,ზღაპარი
270,Erzählung::N,이야기,თქმულება
271,Neuigkeit::N,뉴스,სიახლე
272,Name::N,이름,სახელი
273,Rätsel::N,수수께끼,გამოცანა
274,Rede::N,연설,სიტყვა
275,Sprache::N,말,ენა
276,Stimme::N,목소리,ხმა
277,Wort::N,낱말,სიტყვა
278,Zeichen::N,신호,ნიშანი
279,Ruf::N,부름,ძახილი
280,Lärm::N,소동,ხმაური
281,Laut::N,음성,ხმა
282,Laut::N,음성,ბგერა
283,Ton::N,목소리,ტონი
284,Lied::N,노래,სიმღერა
285,Ruhe::N,쉼,სიწყნარე
286,Leute::N,사람들,ადამიანები
287,Volk::N,국중,ერი
288,Volk::N,국중,ხალხი
289,Arbeit::N,근로,მუშაობა
290,Arbeit::N,너무,მუშაობა
291,Gast::N,손님,სტუმარი
292,Geschenk::N,행하,საჩუქარი
293,Spiel::N,무리,თამაში
294,Gesellschaft::N,교제,საზოგადოება
295,Hilfe::N,거들음,შველა
296,Hilfe::N,거들음,დახმარება
297,Hilfe::N,보좌,შველა
298,Hilfe::N,보좌,დახმარება
299,Freund::N,친구,მეგობარი
300,Kamerad::N,동실자,ამხანაგი
301,Angelegenheit::N,용무,საქმე
302,Anzahl::N,어떤,ოდენობა
303,Anzahl::N,수,ოდენობა
304,Art::N,정류,სახეობა
305,Stück::N,일부분,ნატეხი
306,Teil::N,몱,წილი
307,Teil::N,구훠,წილი
308,Hälfte::N,2분의,ნახევარი
309,Kreis::N,고리,წრე
310,Kreuz::N,열십자,ჯვარი
311,Linie::N,선,ხაზი
312,Strich::N,스침,შტრიხი
313,Abstand::N,거리,მანძილი
314,Entfernung::N,거리,სიშორე
315,Gegend::N,곳,არე
316,Gegend::N,곳,მხარე
317,Gegend::N,부금,არე
318,Gegend::N,부금,მხარე
319,Platz::N,장소,ფართობი
320,Ort::N,장소,ადგილი
321,Seite::N,옆면,მხარე
322,Mitte::N,궁간,შუა
323,Gegenstand::N,항목,საგანი
324,Sache::N,뭉에,ნივთი
325,Rand::N,가,კიდე
326,Kante::N,귀퉁,ნაწიბული
327,Ecke::N,구석,კუთხე
328,Spitze::N,끝,წვეტი
329,Spitze::N,참단,წვეტი
330,Ende::N,말당,ბოლო
331,Loch::N,빙옷,ხვრელი
332,Winkel::N,각도,კუთხე
333,Muster::N,본,მოხატულობა
334,Muster::N,견복,მოხატულობა
335,Größe::N,신장,ზომა
336,Größe::N,신장,სიდიდე
337,Länge::N,길이긺,სიგრძე
338,Höhe::N,높이,სიმაღლე
339,Gewicht::N,추,წონა
340,Menge::N,수양,რაოდენობა
341,Haufen::N,퇴적,გროვა
342,Reihe::N,열,რიგი
343,Reihe::N,열,წყება
344,Boot::N,보트,გემი
345,Ruder::N,노,ხოფი
346,Ruder::N,노,ნიჩაბი
347,Schlitten::N,썰매,მარხილი
348,Ski::N,스키,თხილამური
349,Lagerfeuer::N,캠프의 모닥불,კოცონი
350,Last::N,무거운짐,ტვირთი
351,Gang::N,걸음,სვლა
352,Schritt::N,보조,ბიჯი
353,Norden::N,북쪽 ,ჩრდილოეთი
354,Süden::N,남쪽,სამხრეთი
355,Westen::N,서쪽,დასავლეთი
356,Osten::N,동쪽,აღმოსავლეთი
357,Holz::N,목재,ხე
358,Brett::N,마루널,დაფა
359,Brett::N,마루널,ფიცარი
360,Platte::N,탤,თლილი ქვა
361,Platte::N,금속판,თლილი ქვა
362,Stütze::N,버팀목,საყრდენი
363,Stange::N,장대,ჭოკი
364,Stock::N,막대기,კეტი
365,Stab::N,작대기,ლატანი
366,Rohr::N,갈대,მილაკი
367,Haus::N,집,სახლი
368,Heim::N,집,ოჯახის კერა
369,Ofen::N,아궁이,ღუმელი
370,Fußboden::N,마루,იატაკი
371,Tisch::N,탁자,სუფრა
372,Tisch::N,탁자,მაგიდა
373,Stuhl::N,의자,სკამი
374,Wiege::N,발상지,აკვანი
375,Bett::N,침대,საწოლი
376,Bett::N,침대,სარეცელი
377,Regal::N,서가,თაროები
378,Kiste::N,짐궤,ყუთი
379,Kiste::N,짐궤,სკივრი
380,Fenster::N,눔,ფანჯარა
381,Fenster::N,눔,სარკმელი
382,Tür::N,문,ბჭე
383,Tür::N,문,კარი
384,Tor::N,대문,ჭიშკარი
385,Zaun::N,담장,ღობე
386,Zaun::N,담장,გალავანი
387,Dach::N,지붕,სახურავი
388,Leiter::N,사닥다리,კიბე
389,Besen::N,비,ცოცხი
390,Spaten::N,가래,ნიჩაბი
391,Schaufel::N,삽,ბარი
392,Gabel::N,갈래,ჩანგალი
393,Löffel::N,숟가락,კოვზი
394,Messer::N,나이프,დანა
395,Nagel::N,발툽,ლურსმანი
396,Netz::N,그물,ბადე
397,Haken::N,갈고리,კავი
398,Haken::N,갈고리,კაუჭი
399,Griff::N,움켜쥠,ტარი
400,Schloss::N,자물쇠,კლიტე
401,Schloss::N,자물쇠,საკეტი
402,Bild::N,그림,სურათი
403,Figur::N,몸메,ფიგურა
404,Puppe::N,인형,თოჯინა
405,Beutel::N,클,პარკი
406,Bündel::N,자근다발,გალა
407,Bündel::N,자근다발,ასხმა
408,Tasche::N,가방,ჩანთა
409,Eimer::N,동이,ჩამჩა
410,Deckel::N,뚜껑,ხუფი
411,Deckel::N,뚜껑,სარქველი
412,Geschirr::N,식시,ჭურჭელი
413,Sack::N,조갑,ტომარა
414,Tasse::N,차잔,ფინჯანი
415,Topf::N,단지,ქოთანი
416,Kessel::N,주전자,ქვაბი
417,Essen::N,먹기,ჭამა
418,Nahrung::N,식료,საზრდო
419,Nahrung::N,식료,საკვები
420,Speise::N,음식물,საჭმელი
421,Fleisch::N,고기,ხორცი
422,Getreide::N,곡물,მარცვლოვანი
423,Brei::N,젤리,ფაფა
424,Brot::N,빵,პური
425,Scheibe::N,원반,ნაჭერი
426,Fett::N,기름,ქონი
427,Fett::N,기름,ცხიმი
428,Butter::N,버터,კარაქი
429,Öl::N,올리브유,ზეთი
430,Salz::N,소금,მარილი
431,Suppe::N,국,სუფი
432,Suppe::N,수프,სუფი
433,Honig::N,감미,თაფლი
434,Milch::N,유즙,რძე
435,Tee::N,차,ჩაი
436,Leder::N,가죽,ტყავი
437,Wolle::N,양털,მატყლი
438,Stoff::N,패료,ქსოვილი
439,Nadel::N,바늘,ნემსი
440,Faden::N,콘실,ძაფი
441,Faden::N,콘실,მკედი
442,Knopf::N,단추,ღილი
443,Knoten::N,곁절,ნასკვი
444,Farbe::N,색,საღებავი
445,Kleidung::N,옷입기,ტანსაცმელი
446,Hemd::N,속옷,ხალათი
447,Hemd::N,속옷,პერანგი
448,Kragen::N,깃,საყელო
449,Ärmel::N,소매,სახელო
450,Hose::N,바지,შარვალი
451,Gürtel::N,밴드,ქამარი
452,Mütze::N,모자,ქუდი
453,Schuh::N,구두,ფეხსაცმელი
454,Stiefel::N,장화,ჩექმა
455,Ring::N,고리,ბეჭედი
456,Band::N,리본,ბაფთი
457,Kamm::N,빗,სავარცხელი
458,Spiegel::N,거울,სარკე
459,Riemen::N,가죽끈,ღვედი
460,Schnur::N,밧줄,ლარი
461,Leine::N,고삐줄,ჯაჭვი
462,Decke::N,이부자리,საბანი
463,Kissen::N,깔개,ბალიში
464,Tuch::N,천,მაუდი
465,Tuch::N,천,თავშალი
466,Handtuch::N,수건,ხელსახოცი
467,Kraft::N,세력,ძალა
468,Stärke::N,힘,ღონე
469,Gesundheit::N,위생,ჯანმრთელობა
470,Krankheit::N,병,სენი
471,Krankheit::N,병,ავადმყოფობა
472,Schmerz::N,아픔고통,ტკივილი
473,Wunde::N,상처,იარი
474,Wunde::N,상처,ჭრილობა
475,Fieber::N,열별,ციება
476,Arznei::N,약,წამალი
477,Brücke::N,교량,ხიდი
478,Brunnen::N,원천,ჭა
479,Weide::N,목장,საძოვარი
480,Pfad::N,좁은길,ბილიკი
481,Weg::N,길,გზა
482,Straße::N,길,შარაგზა
483,Dorf::N,촌,დაბა
484,Dorf::N,촌,სოფელი
485,Dorf::N,촌락,დაბა
486,Dorf::N,촌락,სოფელი
487,Stadt::N,도시,ქალაქი
488,Brief::N,서한,წერილი
489,Buch::N,책,წიგნი
490,Buchstabe::N,문자,ასო
491,Zeitung::N,신문,გაზეთი
492,Leben::N,삶,სიცოცხლე
493,Tod::N,죽음,სიკვდილი
494,Grab::N,무덤,სამარე
495,Grab::N,무덤,საფლავი
496,Kirche::N,교회,ეკლესია
497,Sünde::N,부정,ცოდვა
498,Gott::N,하느님,ღმერთი
499,Arbeiter::N,일하는사람,მუშა
500,Chef::N,사장,გამგე
501,Meister::N,명인,ოსტატი
502,Meister::N,대가,ოსტატი
503,Arzt::N,의사,ექიმი
504,Arzt::N,의사,მკურნალი
505,Lehrer::N,교사,მასწავლებელი
506,Geld::N,돈,ფული
507,Geschäft::N,일,საქმე
508,Geschäft::N,일,ბიზნესი
509,Laden::N,가게,დუქანი
510,Laden::N,가게,მაღაზია
511,Preis::N,가격,ფასი
512,Ware::N,상품,საქონელი
513,Nutzen::N,이익,ხეირი
514,Reichtum::N,많음,სიმდიდრე
515,Welt::N,세상,მსოფლიო
516,Land::N,지방,მხარე
517,Land::N,지방,ქვეყანა
518,Staat::N,국가,სახელმწიფო
519,König::N,국왕,მეფე
520,Macht::N,힘,ძლიერება
521,Grenze::N,국경,ზღვარი
522,Krieg::N,전쟁,ომი
523,Feind::N,적,მტერი
524,Gewalt::N,권력,სისასტიკე
525,Kampf::N,전투,ბრძოლა
526,Bogen[Waffe]::N,활,მშვილდი
527,Pfeil::N,화살,ისარი
528,Pfeil::N,화살,მახვილი
529,Gewehr::N,무기,თოფი
530,Gewehr::N,무기,შაშხანა
531,Fehler::N,오류,შეცდომა
532,Lüge::N,거짓말,სიცრუე
533,Schaden::N,손상,ვნება
534,Unglück::N,불행,ხიფათი
535,Unglück::N,불행,უბედურება
536,Schuld::N,부채,ბრალი
537,Alter::N,연령,ასაკი
538,Schluss::N,마감,ბოლო
539,Schluss::N,마감,დასასრული
540,Zeit::N,때,დრო
541,Zeit::N,시간,დრო
542,Tag::N,하루,დღე
543,Morgen::N,이침,დილა
544,Mittag::N,대낮,შუადღე
545,Abend::N,저녁,საღამო
546,Nacht::N,밤,ღამე
547,Woche::N,근무일,კვირა
548,Monat::N,달,თვე
549,Jahr::N,해,წელი
550,Frühling::N,봄,გაზაფხული
551,Sommer::N,여름,ზაფხული
552,Herbst::N,가을,შემოდგომა
553,Winter::N,겨울,ზამთარი
554,Januar::N,일월,იანვარი
555,Februar::N,이월,თებერვალი
556,März::N,삼월,მარტი
557,April::N,사월,აპრილი
558,Mai::N,오월,მაისი
559,Juni::N,유월,ივნისი
560,Juli::N,칠월,ივლისი
561,August::N,팔월,აგვისტო
562,September::N,구월,სექტემბერი
563,Oktober::N,시월,ოქტომბერი
564,November::N,십일월,ნოემბერი
565,Dezember::N,십이월,დეკემბერი
566,Montag::N,월요일,ორშაბათი
567,Dienstag::N,화요일,სამშაბათი
568,Mittwoch::N,수요일,ოთხშაბათი
569,Donnerstag::N,모교일,ხუთშაბათი
570,Freitag::N,그묘일,პარასკევი
571,Samstag::N,토요일,შაბათი
572,Sonntag::N,일요일,კვირა
573,groß::A,큰,დიდი
574,klein::A,자근,მცირე
575,klein::A,자근,პატარა
576,lang::A,긴,გრძელი
577,kurz::A,짧은,მოკლე
578,breit::A,넓은,ფართო
579,breit::A,넓은,განიერი
580,schmal::A,좁은,ვიწრო
581,schmal::A,좁은,წვრილი
582,dicht::A,농밀한,მჭიდრო
583,dick[Gegenstand]::A,두꺼운,სქელი
584,dünn::A,얇은,წვრილი
585,fein::A,미세한,თხელი
586,fest::A,굳은,მყარი
587,flach::A,얕은,ბრტყელი
588,glatt::A,반들반들한,გლუ
589,hart::A,굳은,მაგარი
590,weich::A,연한,რბილი
591,rund::A,둥근,მრგვალი
592,spitz::A,뾰족한,წვეტიანი
593,scharf::A,날카로운,მჭრელი
594,stumpf::A,무딘,ბლაგვი
595,schwer::A,무거운,მძიმე
596,schön::A,멋진,ლამაზი
597,heiß::A,뜨거운,ცხელი
598,warm::A,따뜻한,თბილი
599,kalt::A,찬,ცივი
600,kühl::A,서늘한,გრილი
601,frisch::A,신선한,სუფთა
602,feucht::A,축축한,ნოტიო
603,nass::A,젖은,სველი
604,trocken::A,마른,მშრალი
605,voll::A,완전한,სავსე
606,leer::A,빈,ცარიელი
607,offen::A,열린,ღია
608,offen::A,열린,გაშლილი
609,geschlossen::A,닫힌,დახურული
610,sauber::A,깨끗한,სუფთა
611,sauber::A,깨끗한,წმინდა
612,schmutzig::A,더러운,ტალახიანი
613,roh::A,날게잇의,უმი
614,reif::A,이근,მწიფე
615,lecker::A,맛있는,გემრიელი
616,süß::A,단,ტკბილი
617,bitter::A,찌르는듯한,მწარე
618,sauer::A,산성의,მჟავე
619,hell::A,밝은,ნათელი
620,dunkel::A,어두운,ბნელი
621,schwarz::A,검은,შავი
622,weiß::A,하얀,თეთრი
623,rot::A,붉은,წითელი
624,gelb::A,황색,ყვითელი
625,blau::A,푸른,ლურჯი
626,blau::A,푸른,ცისფერი
627,grün::A,녹색의,მწვანე
628,grau::A,회색의,რუხი
629,grau::A,회색의,ნაცრისფერი
630,bunt::A,알록달록한,ჭრელი
631,bunt::A,알록달록한,ფერადი
632,billig::A,싼,იაფი
633,teuer::A,값비산,ძვირი
634,wertvoll::A,가치가많은,ღირსიანი
635,blind::A,눈먼,ბრმა
636,taub::A,무감간한,ყრუ
637,kräftig::A,강장한,ძალავანი
638,stark::A,강한,ძლიერი
639,stark::A,강한,ღონიერი
640,schwach::A,약한,სუსტი
641,fett::A,실찐,სქელი
642,schlank::A,호리호리한,გამხდარი
643,hübsch::A,예쁜,ეშხიანი
644,hübsch::A,예쁜,მშვენიერი
645,böse::A,나쁜,ავი
646,böse::A,나쁜,ბოროტი
647,dumm::A,어리석은,ბოთე
648,dumm::A,어리석은,სულელი
649,faul::A,너덜너덜한,ზანტი
650,faul::A,너덜너덜한,ზარმაცი
651,fleißig::A,근면한,ბეჯითი
652,fleißig::A,근면한,მუყაითი
653,geizig::A,인색한,ძუნწი
654,geschickt::A,교묘한,მარჯვე
655,geschickt::A,교묘한,გაწაფული
656,lieb::A,친애하는,სატრფიალო
657,lustig::A,유쾌한,მხიარული
658,sanft::A,온화한,ალერსიანი
659,sanft::A,온화한,გრძნობიერი
660,hungrig::A,배고픈,მშიერი
661,krank::A,병든,სნეული
662,krank::A,병든,ავადმყოფი
663,nackt::A,벌거벗은,ტიტველი
664,traurig::A,슬픈,მწუხარე
665,traurig::A,슬픈,სევდიანი
666,lebendig::A,살아있는,ცოცხალი
667,gut::A,좋은,კარგი
668,schlecht::A,나쁜,უხეირო
669,richtig::A,바른,ნამდვილი
670,schlimm::A,못된,ცუდი
671,wahr::A,참된,სწორი
672,wahr::A,참된,ჭეშმარიტი
673,alt::A,늙은,ძველი
674,neu::A,새,ახალი
675,ehemalig::A,전의,ყოფილი
676,alt[Lebewesen]::A,낡은,ბებერი
677,jung::A,젊은,ნორჩი
678,jung::A,젊은,ახალგაზრდა
679,arm::A,가난한,ღარიბი
680,reich::A,풍부한,მდიდარი
681,bekannt::A,저명한,ცნობილი
682,berühmt::A,유명한,გამოჩენილი
683,fremd::A,타처이,უცხო
684,fremd::A,타처이,გარეშე
685,verschieden::A,따른,სხვაგვარი
686,nah::A,가까운,ახლო
687,fern::A,먼,შორი
688,fern::A,먼,შორეული
689,linker::A,왼쭉의,მარცხენა
690,rechter::A,오른쪽의,მარჯვენა
691,anderer::A,다른,სხვა
692,erster::A,첫째,პირველი
693,zweiter::A,둘째,მეორე
694,dritter::A,셋째,მესამე
695,letzter::A,의후자의,ბოლო
696,letzter::A,의후자의,უკანასკნელი
697,allein::ADV,훌로,მარტო
698,auf einmal::ADV,갑자기,ერთდროულად
699,zusammen::ADV,모아서,ერთად
700,lange::ADV,오래,დიდხანს
701,plötzlich::ADV,둘연한,მოულოდნელად
702,sofort::ADV,즉시,ახლავე
703,später::ADV,보다늦은,მოგვიანებით
704,jetzt::ADV,목하,ახლა
705,heute::ADV,오늘,დღეს
706,morgen::ADV,내일,ხვალ
707,bald::ADV,곱,მალე
708,dann::ADV,그경우에,მერე
709,gestern::ADV,어제,გუშინ
710,einst::ADV,옛날에,ოდესღაც
711,damals::ADV,그때에,მაშინ
712,danach::ADV,그 뒤에,მერმე
713,danach::ADV,그 뒤에,შემდეგ
714,vorher::ADV,미리,ადრე
715,vorher::ADV,미리,წინათ
716,zuerst::ADV,최초로,ჯერ
717,einmal::ADV,한번,ერთხელ
718,manchmal::ADV,땓대로,ხან
719,manchmal::ADV,땓대로,ზოგჯერ
720,oft::ADV,땓대로,ხშირად
721,immer::ADV,늘,მუდამ
722,immer::ADV,늘,ყოველთვის
723,niemals::ADV,결코...(하지)않다,არასდროს
724,hier::ADV,여기,აქ
725,hierhin::ADV,여기로,აქეთ
726,dort::ADV,거기,იქ
727,dorthin::ADV,저기예,იქით
728,geradeaus::ADV,곧장,პირდაპირ
729,vorwärts::ADV,앞으로,წინ
730,rückwärts::ADV,뒤로,უკან
731,zurück::ADV,제자리로,უკანვე
732,unten::ADV,아래에,დაბლა
733,unten::ADV,아래에,ქვევით
734,hinab::ADV,아래쪽으로,ძირს
735,oben::ADV,위에,ზემოთ
736,hinauf::ADV,위쪽으로,ზევით
737,überall::ADV,도처에,ყველგან
738,nicht::ADV,안,არ
739,ein wenig::ADV,적음,ცოტა
740,kaum::ADV,가의,ძლივს
741,sehr::ADV,자주,მეტად
742,sehr::ADV,자주,ძალიან
743,so::ADV,그와같이,ისე
744,noch::ADV,아직,ჯერ
745,nur::ADV,다만,მხოლოდ
746,schon::ADV,이미,უკვე
747,wieder::ADV,다시,ისევ
748,wieder::ADV,다시,კიდევ
749,vergebens::ADV,헛되이,ამაოდ
