,Concept_ID,uz,cs
808,erscheinen::V,zuhur ätmoq,objevit se
809,verschwinden::V,yo'qolmoq,zmizet
810,sinken::V,pasaymoq,klesat
811,abnehmen::V,kamaymoq,ubýt
812,zunehmen::V,urchimoq,přibýt
813,steigen::V,oshmoq,stoupat
814,wachsen::V,o'smoq,růst
815,glänzen::V,porlamoq,lesknout se
816,funkeln::V,yalt ätmoq,jiskřit se
817,lärmen::V,taraq ätmoq,dělat hluk
818,läuten::V,jiringlamoq,zvonit
819,klingeln::V,jiringlamoq,zvonit
820,klirren::V,sharaqlamoq,řinčet
821,brausen::V,vag'illamoq,hučet
822,rauschen::V,shitirlamoq,šumět
823,klingen::V,yangramoq,znít
824,bellen::V,hurmoq,štěkat
825,heulen::V,uvlamoq,výt
826,blasen::V,puflamoq,foukat
827,pfeifen::V,xushtak chalmoq ,pískat
828,schreien::V,qiyqirmoq,křičet
829,stöhnen::V,nola qilmoq,sténat
830,zittern::V,titramoq,třást se
831,leben::V,yashamoq,žít
832,geboren werden::V,tug'ilmoq,rodit se
833,atmen::V,nafas chiqarmoq,dýchat
834,trinken::V,ichmoq,pít
835,essen::V,emoq,jíst
836,schlucken::V,yutmoq,polykat
837,müde werden::V,horimoq,unavit se
838,einschlafen::V,uxlab qolmoq,usnout
839,schlafen::V,uxlamoq,spát
840,aufwachen::V,uyg'onmoq,probudit se
841,aufstehen::V,qo'pmoq,vstát
842,sich erholen::V,dam olmoq,zotavovat se
843,krank werden::V,kasallanmoq,onemocnět
844,krank sein::V,betob yotmoq,být nemocný
845,schmerzen::V,og'rimoq,bolet
846,husten::V,yo'talmoq,kašlat
847,genesen::V,tuzalmoq,uzdravit se
848,sterben::V,o'lmoq,umřít
849,umkommen::V,halok bo'lmoq,zahynout
850,sich bewegen::V,harakat qilmoq,pohnout se
851,sich rühren::V,qimirlamoq,hnout se
852,sich erheben::V,qo'pmoq,zdvihnout se
853,sich setzen::V,o'tirmoq,posadit se
854,hinfallen::V,yiqilmoq,upadnout
855,laufen::V,yurmoq,běžet
856,schreiten::V,yurmoq,kráčet
857,spazierengehen::V,sayr ätmoq,procházet se
858,eilen::V,tezlamoq,spěchat
859,sich beeilen::V,shoshmoq,pospíšit si
860,sausen::V,chopqillamoq,fičet
861,rennen::V,yugurmoq,pádit
862,springen::V,sakramoq,skákat
863,klettern::V,yuqorilamoq,lézt
864,klettern::V,yuqorilamoq,šplhat
865,schaukeln::V,irg'amoq,houpat
866,kriechen::V,ämaklamoq,lézt
867,kriechen::V,ämaklamoq,plazit se
868,schwimmen::V,suzmoq,plavat
869,tauchen::V,chu'mmoq,nořit se
870,rudern::V,eshkak eshmoq,veslovat
871,fahren::V,haydamoq,jet
872,fahren::V,haydamoq,jezdit
873,fliegen::V,uchmoq,létat
874,gehen::V,bormoq,jít
875,weggehen::V,ketoq,odejít
876,abfahren::V,jo'namoq,odjet
877,anhalten::V,to'xtamoq,zastavit se
878,hineingehen::V,kirmoq,vcházet se
879,eintreten::V,kirmoq,vstoupit
880,kommen::V,kelmoq,přijít
881,ankommen::V,etib kelmoq,dojít
882,zurückkommen::V,qaytib kelmoq,vrátit se
883,bleiben::V,qolmoq,zůstat
884,warten::V,poylamoq,čekat
885,erwarten::V,kutmoq,čekat na
886,suchen::V,izlamoq,hledat
887,finden::V,topmoq,najít
888,versuchen::V,chalishmoq,zkoušet
889,vorbereiten::V,hozirlamoq,připravit
890,lieben::V,sevmoq,milovat
891,mögen::V,ardoqlamoq,mít rád
892,lachen::V,kulmoq,smát se
893,rühren::V,ta'sirlantirmoq,dojmout
894,weinen::V,yig'lamoq,plakat
895,schimpfen::V,koyinmoq,nadávat
896,sich ärgern::V,g'azab qilmoq,pohoršit se
897,sich fürchten::V,hurkmoq,bát se
898,fürchten::V,qo'rqmoq,bát se
899,fliehen::V,qochmoq,utéct
900,flüchten::V,qochmoq,prchnout
901,sehen::V,ko'rmoq,vidět
902,anschauen::V,razm solmoq,podívat se na
903,ansehen::V,razm qilmoq,sledovat
904,hören::V,äshitmoq,slyšet
905,zuhören::V,tinglamoq,poslouchat
906,probieren::V,tatib ko'rmoq,ochutnávat
907,riechen::V,iskamoq,cítit
908,fühlen::V,sezmoq,cítit
909,scheinen::V,tuyilmoq,zdát se
910,zu sehen sein::V,ko'rinmoq,moci být viděn
911,vernehmen::V,äshitmoq,uslyšet
912,frieren::V,sovuq qotmoq,mrznout
913,tun::V,ätmoq,dělat
914,können::V,-a olmoq,moct
915,können::V,-y olmoq,moct
916,wollen::V,istamoq,chtít
917,anfangen::V,boshlamoq,začít
918,beenden::V,bitirmoq,ukončit
919,aufhören::V,tinmoq,přestat
920,gelingen::V,muvaffaqiyat qozonmoq,podařit se
921,geraten::V,bo'lmoq,dařit se
922,öffnen::V,ochmoq,otevřít
923,schließen::V,yopmoq,zavřít
924,stellen::V,qo'ymoq,postavit
925,setzen::V,o'tqazmoq,posadit
926,legen::V,yotqizmoq,klást
927,legen::V,yotqizmoq,položit
928,berühren::V,tegmoq,dotýkat se
929,verbinden::V,ulamoq,spojit
930,bedecken::V,bekitmoq,pokrýt
931,aufhängen::V,ildirmoq,oběsit
932,aufhängen::V,ildirmoq,pověsit
933,anzünden::V,yondirmoq,zapálit
934,anzünden::V,yondirmoq,podpálit
935,aufheben::V,ko'tarmoq,zvednout
936,aufheben::V,ko'tarmoq,zdvihnout
937,zurücklassen::V,ayrilmoq,zanechat
938,verlieren::V,yo'qotmoq,ztratit
939,fallen lassen::V,tushirmoq,upustit
940,machen::V,qilmoq,udělat
941,herstellen::V,chiqarmoq,vyrobit
942,bauen::V,solmoq,stavět
943,bauen::V,solmoq,budovat
944,reparieren::V,tuzatmoq,opravit
945,verbessern::V,isloh qilmoq,zlepšit
946,ändern::V,o'zgartirmoq,změnit
947,graben::V,qazimoq,rýt
948,graben::V,qazimoq,kopat
949,beugen::V,bukmoq,ohnout
950,biegen::V,bukmoq,ohnout
951,drehen::V,aylantirmoq,točit
952,wenden::V,burmoq,obrátit
953,umdrehen::V,ag'darmoq,obrátit
954,heben::V,yuksaltirmoq,zdvihnout
955,hochheben::V,ko'tarmoq,zvednout
956,ergreifen::V,tutamlamoq,chopit se
957,halten::V,tutmoq,držet
958,drücken::V,bosmoq,stisknout
959,schieben::V,surmoq,posouvat
960,kratzen::V,qashimoq,škrábat
961,lecken::V,mijimoq,lízat
962,beißen::V,tishlamoq,kousat
963,abreißen::V,emirmoq,utrhat
964,abreißen::V,emirmoq,odtrhat
965,abschneiden::V,cho'rt kesmoq,uřezat
966,abschneiden::V,cho'rt kesmoq,ukrojit
967,binden::V,bog'lamoq,přivázat
968,stecken::V,suqmoq,strčit
969,brechen::V,sindirmoq,lomit
970,klopfen::V,dukurlamoq,ťukat
971,klopfen::V,dukurlamoq,klepat
972,hauen::V,urmoq,bít
973,kleben::V,yopishtirmoq,lepit
974,reiben::V,surkamoq,třít
975,streichen::V,surkamoq,mazat
976,schleifen::V,qayramoq,brousit
977,schneiden::V,kesmoq,řezat
978,schneiden::V,kesmoq,střihat
979,rütteln::V,chayqamoq,třást
980,rütteln::V,chayqamoq,otřást
981,schütteln::V,chayqamoq,třást
982,schütteln::V,chayqamoq,zatřást
983,schwenken::V,chayqatmoq,mávat
984,schütten::V,quymoq,nasypat
985,füllen::V,to'ldirmoq,naplnit
986,einwickeln::V,chulg'amoq,zavinout
987,tragen::V,tashimoq,nést
988,schleppen::V,sudramoq,vléct
989,ziehen::V,tortmoq,tahat
990,ziehen::V,tortmoq,táhnout
991,aufbewahren::V,tutmoq,schovat
992,werfen::V,tashlamoq,házet
993,fangen::V,tutmoq,chytat
994,packen::V,opqochmoq,uchvátit
995,verstecken::V,yashirmoq,schovat
996,teilen::V,bo'lmoq,rozdělit
997,schicken::V,yubormoq,posílat
998,bringen::V,keltirmoq,přinést
999,hinzufügen::V,tirkamoq,připojit
1000,bekommen::V,olmoq,dostat
1001,erhalten::V,olmoq,uchovat
1002,nehmen::V,olmoq,vzít
1003,wählen::V,saylamoq,zvolit
1004,auswählen::V,saylamoq,vybrat
1005,bewahren::V,saqlamoq,uchránit
1006,behindern::V,xalal bermoq,překážet
1007,verderben::V,xazon qilmoq,zkazit
1008,beschädigen::V,buzmoq,porušit
1009,beschädigen::V,buzmoq,poškodit
1010,zerbrechen::V,sindirmoq,rozlámat
1011,zerreißen::V,yirtmoq,roztrhnout
1012,zerstören::V,vayron qilmoq,zničit
1013,verbrennen::V,kuydirmoq,spálit
1014,geben::V,bermoq,dát
1015,reichen::V,bermoq,podat
1016,schenken::V,sovg'a qilmoq,darovat
1017,versprechen::V,va'da bermoq,slíbit
1018,wünschen::V,orziqmoq,přát
1019,loben::V,maqtamoq,chválit
1020,küssen::V,o'pmoq,líbat
1021,wiegen::V,tebratmoq,chovat
1022,wiegen::V,tebratmoq,kolébat
1023,zudecken::V,yopmoq,přikrýt
1024,zudecken::V,yopmoq,přiklopit
1025,wecken::V,uyg'otmoq,vzbudit
1026,zeigen::V,ko'rsatmoq,ukázat
1027,führen::V,boshlik bo'lmoq,vést
1028,lehren::V,o'rgatmoq,učit
1029,unterrichten::V,dars bermoq,vyučovat
1030,aufziehen::V,o'stirmoq,vychovat
1031,leiten::V,boshqarmoq,vodit
1032,antreiben::V,shoshiltirmoq,nutit
1033,lassen::V,ruxsat bermoq,dát
1034,einladen::V,taklif kilmoq,pozvat
1035,vereinigen::V,qo'shmoq,spojit
1036,besuchen::V,mehmonga bormoq,návštívit
1037,treffen::V,duchor bo'lmoq,potkat
1038,sich versammeln::V,to'planmoq,shromáždit se
1039,spielen::V,o'ynamoq,hrát
1040,singen::V,yalla qilmoq,zpívat
1041,tanzen::V,raqs qilmoq,tančit
1042,sich trennen::V,yakkalanmoq,rozejít se
1043,verlassen::V,qoldirmoq,opustit
1044,retten::V,qutqazmoq,zachránit
1045,bewachen::V,qo'rimoq,hlídat
1046,schützen::V,yoniga olmoq,chránit
1047,verteidigen::V,yoqlamoq,obhájit
1048,sich schlagen::V,yoqalashmoq,bít se
1049,schießen::V,otmoq,střílet
1050,siegen::V,engmoq,zvítězit
1051,ärgern::V,jahl chiqarmoq,zlobit
1052,ärgern::V,jahl chiqarmoq,pohoršit
1053,schlagen::V,urmoq,udeřit
1054,schlagen::V,urmoq,praštit
1055,treten::V,tepmoq,kopnout
1056,stechen::V,qadamoq,bodnout
1057,stechen::V,qadamoq,píchnout
1058,stoßen::V,turtmoq,strčit
1059,stehlen::V,o'g'rilamoq,ukrást
1060,stören::V,tebratmoq,vyrušit
1061,belästigen::V,g'ashini keltirmoq,obtěžovat
1062,verbergen::V,berkitmoq,skrýt
1063,täuschen::V,aldamoq,klamat
1064,betrügen::V,tirriq qilmoq,podvést
1065,töten::V,o'ldirmoq,zabít
1066,wohnen::V,istiqomat qilmoq,bydlit
1067,arbeiten::V,ishlamoq,pracovat
1068,sammeln::V,yig'moq,sebrat
1069,pflücken::V,termoq,česat
1070,jagen::V,ov qilmoq,uhonit
1071,fischen::V,baliq ovlamoq,chytat ryby
1072,fassen::V,ilinmoq,ulovit
1073,hüten::V,boqtirmoq,pást
1074,treiben::V,haydamoq,hnát
1075,anbinden::V,bog'lamoq,přivázat
1076,füttern::V,edirmoq,krmit
1077,melken::V,sog'moq,dojit
1078,hacken::V,chopmoq,seknout
1079,gießen::V,oqizmoq,zalít
1080,reifen::V,qizarmoq,uzrát
1081,zubereiten::V,pishirmoq,připravit
1082,kochen::V,qaynatmoq,vařit
1083,backen::V,yopmoq,péct
1084,braten::V,qovurmoq,smažit
1085,umrühren::V,atalamoq,zamíchat
1086,stricken::V,to'qimoq,plést
1087,nähen::V,tikmoq,šít
1088,färben::V,bo'yoqlamoq,nabarvit
1089,reinigen::V,tozalamoq,očistit
1090,waschen::V,yuvmoq,mýt
1091,abwischen::V,surkamoq,utřít
1092,spülen::V,chaymoq,spláchnout
1093,fegen::V,cho'tkalamoq,zamést
1094,kehren::V,supurmoq,mést
1095,baden::V,cho'milmoq,koupat se
1096,sich waschen::V,yuvinmoq,mýt se
1097,ausziehen::V,echintirmoq,svléct
1098,anziehen::V,kiymoq,obléct
1099,sich anziehen::V,kiyinmoq,oblékat se
1100,kämmen::V,taramoq,učesat
1101,schmücken::V,yasatmoq,ozdobit
1102,sagen::V,aytmoq,říct
1103,sprechen::V,so'zlamoq,mluvit
1104,reden::V,gapirmoq,hovořit
1105,sich unterhalten::V,suhbatlashmoq,povídat se
1106,fragen::V,so'ramoq,zeptat se
1107,bitten::V,iltimos qilmoq,prosit
1108,erzählen::V,aytib bermoq,povídat
1109,mitteilen::V,bildirmoq,sdělit
1110,mitteilen::V,bildirmoq,oznámit
1111,nennen::V,atamoq,nazvat
1112,rufen::V,chaqirmoq,volat
1113,rufen::V,chaqirmoq,zavolat
1114,prahlen::V,gerdaymoq,chlubit se
1115,übersetzen::V,tarjima qilmoq,přeložit
1116,denken::V,o'ylamoq,myslit
1117,glauben::V,ishonmoq,věřit
1118,bemerken::V,payqamoq,zpozorovat
1119,erkennen::V,tanimoq,poznat
1120,begreifen::V,tushunmoq,pochopit
1121,verstehen::V,anglamoq,porozumět
1122,lernen::V,o'qimoq,učit se
1123,wissen::V,bilmoq,vědět
1124,sich erinnern an::V,äsni tanimoq,vzpomínat si na
1125,vergessen::V,unutmoq,zapomínat
1126,messen::V,o'lchamoq,měřit
1127,zählen::V,raqamlamoq,spočítat
1128,rechnen::V,cho'tlamoq,počítat
1129,lesen::V,o'qimoq,číst
1130,malen::V,rasm solmoq,malovat
1131,zeichnen::V,chizmoq,rýsovat
1132,schreiben::V,yozmoq,psát
1133,besitzen::V,ägalamoq,mít
1134,besitzen::V,ägalamoq,vlastnit
1135,kaufen::V,olmoq,koupit
1136,verkaufen::V,sotmoq,prodat
1137,bezahlen::V,to'lamoq,zaplatit
1138,zahlen::V,to'lamoq,platit
1139,beherrschen::V,ägalamoq,ovládat
1140,ertragen::V,chidamoq,snést
