,Concept_ID,br,fr
835,vier::NUM,pevar,quatre
836,fünf::NUM,pemp,cinq
837,sechs::NUM,c'hwec'h,six
838,sieben::NUM,seizh,sept
839,acht::NUM,eizh,huit
840,neun::NUM,nav,neuf
841,zehn::NUM,dek,dix
842,elf::NUM,unnek,onze
843,zwölf::NUM,daouzek,douze
844,zwanzig::NUM,ugent,vingt
845,dreißig::NUM,tregont,trente
846,vierzig::NUM,daou-ugent,quarante
847,fünfzig::NUM,hanter-kant,cinquante
848,sechzig::NUM,tri-ugent,soixante
849,siebzig::NUM,dek ha tri-ugent,soixante-dix
850,achtzig::NUM,pevar-ugent,quatre-vingt
851,neunzig::NUM,dek ha pevar-ugent,quatre-vingt-dix
852,hundert::NUM,kant,cent
853,tausend::NUM,mil,mille
854,und::CNJ,ha,et
855,oder::CNJ,pe,ou
856,stehen::V,bezañ a-sav,être debout
857,sitzen::V,azezañ,être assis
858,sitzen::V,bezañ en e goazez,être assis
859,liegen::V,bezañ en e c'hourvez,être couché
860,hängen::V,krougañ,pendre
861,werden::V,dazonet,devenir
862,passieren::V,c'hoarvezout,se passer
863,beginnen::V,stagañ,commencer
864,enden::V,achuiñ,finir
865,enden::V,achuiñ,se terminer
866,wechseln::V,cheñch,changer
867,wechseln::V,cheñch,alterner
868,aufgehen[Sonne]::V,dirouzañ,se lever
869,scheinen[Sonne]::V,lugernañ,briller
870,donnern::V,taranal,tonner
871,wehen::V,c'hwezhañ,souffler
872,strömen::V,deredek,affluer
873,fließen::V,redek,couler
874,sich drehen::V,troiñ,tourner
875,schwanken::V,trantellat,osciller
876,schwanken::V,trantellat,chanceler
877,schwingen::V,froumal,vibrer
878,schwingen::V,froumal,osciller
879,fallen::V,kouezhañ,tomber
880,brennen::V,deviñ,brûler
881,brennen::V,deviñ,flamber
882,rauchen::V,divogedañ,fumer
883,regnen::V,glavañ,pleuvoir
884,gefrieren::V,reviñ,geler
885,tauen::V,diskornañ,dégeler
886,schmelzen::V,teuziñ,fondre
887,trocknen::V,sec'hañ,sécher
888,sieden::V,berviñ,bouillir
889,faulen::V,breinañ,pourrir
890,faulen::V,breinañ,se putréfier
891,verfaulen::V,breinañ,pourrir
892,reißen::V,darnaouiñ,rompre
893,reißen::V,darnaouiñ,se déchirer
894,versinken::V,sodellañ,s'enfoncer
895,vergehen::V,tremen,passer
896,erscheinen::V,donet war-wel,apparaître
897,verschwinden::V,monet diwar wel,disparaître
898,sinken::V,en em izelat,descendre
899,sinken::V,en em izelat,s'abaisser
900,abnehmen::V,nebeutaat,diminuer
901,zunehmen::V,kreskiñ,augmenter
902,steigen::V,sevel,monter
903,wachsen::V,kreskiñ,croître
904,glänzen::V,lugernañ,briller
905,funkeln::V,elieniñ,étinceler
906,lärmen::V,rabotat,faire du bruit
907,klirren::V,diridignat,cliqueter
908,klirren::V,sterlinkañ,cliqueter
909,brausen::V,gwegal,mugir
910,rauschen::V,trouzal,bruire
911,klingen::V,seniñ,sonner
912,bellen::V,harzhal,aboyer
913,heulen::V,yudal,hurler
914,blasen::V,c'hwezhañ,souffler
915,pfeifen::V,c'hwitellat,siffler
916,schreien::V,huchal,crier
917,stöhnen::V,hirvoudiñ,gémir
918,zittern::V,krenañ,trembler
919,leben::V,bevañ,vivre
920,geboren werden::V,genel,naître
921,atmen::V,tennañ e anal,respirer
922,trinken::V,evañ,boire
923,essen::V,debriñ,manger
924,schlucken::V,lonkañ,avaler
925,müde werden::V,skuizhañ,se lasser
926,müde werden::V,skuizhañ,se fatiguer
927,einschlafen::V,menel kousket,s'endormir
928,schlafen::V,kousket,dormir
929,aufwachen::V,dihuniñ,se réveiller
930,aufstehen::V,sevel,se lever
931,sich erholen::V,diskuizhañ,se reposer
932,sich erholen::V,diskuizhañ,se détendre
933,krank werden::V,klañviñ,tomber malade
934,krank sein::V,bezañ klañv,être malade
935,schmerzen::V,skourjezañ,faire mal
936,husten::V,pasaat,tousser
937,husten::V,peudal,tousser
938,genesen::V,pareañ,guérir
939,genesen::V,pareañ,se remettre
940,sterben::V,mervel,mourir
941,umkommen::V,perisañ,périr
942,sich bewegen::V,bouljal,bouger
943,sich rühren::V,fiñval,broncher
944,sich erheben::V,sevel,se lever
945,sich setzen::V,azezañ,s'asseoir
946,sich setzen::V,mont en e goazez,s'asseoir
947,hinfallen::V,kouezhañ,tomber
948,laufen::V,redek,marcher
949,laufen::V,redek,aller à pied
950,schreiten::V,kerzhet,marcher
951,spazierengehen::V,pourmen,se promener
952,eilen::V,hastañ,courir
953,sich beeilen::V,hastañ,se hâter
954,sich beeilen::V,hastañ,se dépêcher
955,sausen::V,karzhañ,filer
956,rennen::V,redek,courir
957,springen::V,lammat,sauter
958,klettern::V,krimpat,grimper
959,schaukeln::V,brañsellat,se balancer
960,kriechen::V,skrampañ,ramper
961,schwimmen::V,neuial,nager
962,tauchen::V,splujañ,plonger
963,rudern::V,roeñvat,ramer
964,fahren::V,kas,aller
965,fahren::V,kas,rouler
966,fahren::V,bleniañ,aller
967,fahren::V,bleniañ,rouler
968,fliegen::V,nijal,voler
969,gehen::V,mont,aller
970,weggehen::V,mont kuit,s'en aller
971,abfahren::V,mont kuit,partir
972,anhalten::V,chom a-sav,s'arrêter
973,hineingehen::V,monet e-barzh,entrer
974,eintreten::V,monet e-barzh,entrer
975,kommen::V,dont,venir
976,ankommen::V,erruout,arriver
977,zurückkommen::V,addonet,revenir
978,bleiben::V,chom,rester
979,bleiben::V,chom,demeurer
980,warten::V,gortoz,attendre
981,erwarten::V,gortoz,attendre
982,suchen::V,klask,chercher
983,finden::V,kavout,trouver
984,versuchen::V,klask,essayer
985,vorbereiten::V,aozañ,préparer
986,lieben::V,karout,aimer
987,mögen::V,karout,aimer
988,mögen::V,karout,vouloir
989,lachen::V,c'hoarzin,rire
990,rühren::V,tenerañ,toucher
991,rühren::V,tenerañ,attendrir
992,weinen::V,gouelañ,pleurer
993,schimpfen::V,krozal,gronder
994,sich ärgern::V,fachañ,se fâcher
995,sich ärgern::V,en em fachañ,se fâcher
996,fliehen::V,tec'het,fuir
997,flüchten::V,tuzañ,s'enfuir
998,sehen::V,gwelet,voir
999,anschauen::V,sellout ouzh,regarder
1000,ansehen::V,sellout ouzh,regarder
1001,hören::V,klevet,entendre
1002,zuhören::V,selaou,écouter
1003,probieren::V,blasa,goûter
1004,riechen::V,klevet,sentir
1005,fühlen::V,santout,sentir
1006,scheinen::V,diskouez bezañ,sembler
1007,scheinen::V,diskouez bezañ,paraître
1008,zu sehen sein::V,bezañ gwelus,se voir
1009,zu sehen sein::V,bezañ gwelus,être visible
1010,vernehmen::V,merzhañ,entendre
1011,vernehmen::V,merzhañ,percevoir
1012,frieren::V,anoued,avoir froid
1013,tun::V,ober,faire
1014,können::V,gouzout,savoir
1015,können::V,gouzout,pouvoir
1016,wollen::V,fellout da,vouloir
1017,wollen::V,kaout c'hoant da,vouloir
1018,anfangen::V,kregiñ,commencer
1019,beenden::V,achuiñ,finir
1020,beenden::V,achuiñ,terminer
1021,aufhören::V,paouez,cesser
1022,aufhören::V,paouez,arrêter
1023,öffnen::V,digeriñ,ouvrir
1024,schließen::V,serriñ,fermer
1025,stellen::V,lakaat,poser
1026,stellen::V,lakaat,mettre
1027,setzen::V,lakaat,placer
1028,legen::V,lakaat,placer
1029,berühren::V,touch,toucher
1030,verbinden::V,eren,lier
1031,bedecken::V,goloiñ,couvrir
1032,aufhängen::V,istribilhañ,accrocher
1033,anzünden::V,alumiñ,allumer
1034,anzünden::V,c'hwezzañ,allumer
1035,aufheben::V,dastum,ramasser
1036,zurücklassen::V,lezel,laisser
1037,verlieren::V,koll,perdre
1038,fallen lassen::V,laoskel,lâcher
1039,fallen lassen::V,laoskel,laisser tomber
1040,fallen lassen::V,lezel da gouezhel,lâcher
1041,fallen lassen::V,lezel da gouezhel,laisser tomber
1042,machen::V,ober,faire
1043,herstellen::V,fardañ,produire
1044,herstellen::V,fardañ,fabriquer
1045,bauen::V,sevel,bâtir
1046,bauen::V,sevel,construire
1047,reparieren::V,adaozañ,réparer
1048,verbessern::V,gwellaat,améliorer
1049,ändern::V,cheñch,changer
1050,ändern::V,cheñch,modifier
1051,graben::V,kleuzañ,creuser
1052,beugen::V,plegañ,plier
1053,beugen::V,plegañ,ployer
1054,biegen::V,krommañ,courber
1055,drehen::V,treiñ,tordre
1056,drehen::V,treiñ,tourner
1057,wenden::V,treiñ,retourner
1058,umdrehen::V,treiñ,tourner
1059,heben::V,sevel,soulever
1060,hochheben::V,sevel,lever
1061,ergreifen::V,kemer,saisir
1062,ergreifen::V,kemer,prendre
1063,halten::V,dalc'hen,tenir
1064,drücken::V,bountañ,presser
1065,schieben::V,poulzañ,pousser
1066,kratzen::V,skrabat,gratter
1067,kratzen::V,skrabat,égratigner
1068,lecken::V,lipat,lécher
1069,beißen::V,kregiñ,mordre
1070,abreißen::V,diframmañ,arracher
1071,abschneiden::V,troc'hañ,couper
1072,binden::V,stagañ,lier
1073,binden::V,stagañ,attacher
1074,stecken::V,sankañ,enfoncer
1075,brechen::V,darnaouiñ,rompre
1076,klopfen::V,skoiñ,frapper
1077,hauen::V,dornañ,frapper
1078,kleben::V,pegañ,coller
1079,reiben::V,taravat,frotter
1080,reiben::V,trekiñ,frotter
1081,streichen::V,toazañ,empâter
1082,schleifen::V,lemmañ,affiler
1083,schleifen::V,lemmañ,aiguiser
1084,schneiden::V,troc'hañ,couper
1085,schneiden::V,troc'hañ,trancher
1086,rütteln::V,tordorosañ,cahoter
1087,schütteln::V,hejañ,secouer
1088,schütten::V,diskargañ,verser
1089,füllen::V,kargañ,remplir
1090,einwickeln::V,gronnañ,envelopper
1091,tragen::V,dougen,porter
1092,schleppen::V,stlejal,traîner
1093,ziehen::V,sachañ,tirer
1094,aufbewahren::V,miret,garder
1095,aufbewahren::V,miret,conserver
1096,werfen::V,teuler,jeter
1097,werfen::V,teuler,lancer
1098,fangen::V,tapañ,attraper
1099,packen::V,krapat,agripper
1100,verstecken::V,kuzhat,cacher
1101,teilen::V,rannañ,diviser
1102,schicken::V,kas,envoyer
1103,bringen::V,degas,apporter
1104,hinzufügen::V,lakat ouzhpenn,ajouter
1105,bekommen::V,kaout,obtenir
1106,erhalten::V,kaout,recevoir
1107,nehmen::V,kemer,prendre
1108,wählen::V,choaz,choisir
1109,auswählen::V,dibab,choisir
1110,auswählen::V,dibab,sélectionner
1111,bewahren::V,mirout,préserver
1112,behindern::V,diaezañ,gêner
1113,verderben::V,lovrañ,gâter
1114,verderben::V,lovrañ,corrompre
1115,beschädigen::V,gwallegañ,endommager
1116,zerbrechen::V,torriñ,casser
1117,zerreißen::V,diroegiñ,déchirer
1118,zerstören::V,distrujañ,détruire
1119,verbrennen::V,deviñ,brûler
1120,geben::V,reiñ,donner
1121,schenken::V,donezonañ,offrir
1122,versprechen::V,prometiñ,promettre
1123,wünschen::V,hetiñ,souhaiter
1124,loben::V,feurmiñ,louer
1125,küssen::V,pokat,embrasser
1126,wiegen::V,pouezañ,bercer
1127,zudecken::V,goloiñ,couvrir
1128,wecken::V,dihuniñ,éveiller
1129,wecken::V,dihuniñ,réveiller
1130,zeigen::V,diskouez,montrer
1131,zeigen::V,diskouez,faire voir
1132,führen::V,kas,guider
1133,lehren::V,deskiñ,apprendre
1134,unterrichten::V,kelenn,instruire
1135,leiten::V,bleinañ,diriger
1136,leiten::V,bleinañ,conduire
1137,antreiben::V,poulzañ,pousser
1138,lassen::V,leuskel,faire
1139,einladen::V,pediñ,inviter
1140,vereinigen::V,unisañ,unir
1141,vereinigen::V,unisañ,réunir
1142,besuchen::V,gweladenniñ,visiter
1143,besuchen::V,gweladenniñ,aller voir
1144,treffen::V,kejal,rencontrer
1145,treffen::V,ankontrañ,rencontrer
1146,sich versammeln::V,bodennañ,s'assembler
1147,spielen::V,c'hoari,jouer
1148,singen::V,kanañ,chanter
1149,tanzen::V,dañsal,danser
1150,sich trennen::V,dispartiañ,se séparer
1151,verlassen::V,lezel,quitter
1152,retten::V,saveteiñ,sauver
1153,bewachen::V,mesa,garder
1154,schützen::V,diwall,protéger
1155,verteidigen::V,difenn,défendre
1156,sich schlagen::V,lopañ,se taper
1157,siegen::V,trec'hiñ,vaincre
1158,ärgern::V,hegasiñ,agacer
1159,schlagen::V,skeiñ,battre
1160,schlagen::V,skeiñ,frapper
1161,treten::V,botaouiñ,botter
1162,treten::V,botaouiñ,donner un coup de pied à
1163,stechen::V,pikat,piquer
1164,stoßen::V,stokañ,heurter
1165,stehlen::V,laerezh,voler
1166,stören::V,direnkañ,gêner
1167,stören::V,direnkañ,déranger
1168,belästigen::V,dregasiñ,molester
1169,belästigen::V,dregasiñ,importuner
1170,verbergen::V,skoachañ,cacher
1171,verbergen::V,skoachañ,dissimuler
1172,täuschen::V,tromplañ,abuser
1173,täuschen::V,tromplañ,tromper
1174,betrügen::V,lorbañ,duper
1175,betrügen::V,lorbañ,frauder
1176,töten::V,lazhañ,tuer
1177,wohnen::V,bezañ o chom,habiter
1178,wohnen::V,bezañ o chom,demeurer
1179,arbeiten::V,labourat,travailler
1180,sammeln::V,dastum,collectionner
1181,pflücken::V,kuntuilhañ,cueillir
1182,jagen::V,chaseal,chasser
1183,fischen::V,pesketa,pêcher
1184,fassen::V,pakañ,capturer
1185,hüten::V,geota,garder
1186,anbinden::V,stagañ,attacher
1187,füttern::V,boueta,faire manger
1188,melken::V,goro,traire
1189,hacken::V,difrakal,fendre
1190,gießen::V,dourañ,arroser
1191,reifen::V,azviñ,mûrir
1192,zubereiten::V,keginañ,préparer
1193,kochen::V,poazhañ,cuire
1194,backen::V,fritañ,cuire
1195,braten::V,rostañ,rôtir
1196,stricken::V,stammañ,tricoter
1197,nähen::V,gwriat,coudre
1198,färben::V,livañ,teindre
1199,reinigen::V,naetañ,nettoyer
1200,waschen::V,gwalc'hiñ,laver
1201,abwischen::V,torchañ,essuyer
1202,spülen::V,disgwalc'hiñ,rincer
1203,fegen::V,skubañ,balayer
1204,kehren::V,skubañ,balayer
1205,baden::V,kouronkañ,se baigner
1206,sich waschen::V,en em walc'hiñ,se laver
1207,sich anziehen::V,gwiskañ,s'habiller
1208,kämmen::V,kribat,peigner
1209,schmücken::V,kinklañ,orner
1210,schmücken::V,kinklañ,décorer
1211,sagen::V,larêt,dire
1212,sagen::V,lavaret,dire
1213,sprechen::V,komz,parler
1214,reden::V,kaozeal,parler
1215,sich unterhalten::V,balbotal,bavarder
1216,sich unterhalten::V,balbotal,s'entretenir
1217,fragen::V,goulenn,demander
1218,bitten::V,goulenn,prier
1219,erzählen::V,kontañ,raconter
1220,mitteilen::V,kemenn,communiquer
1221,nennen::V,anviñ,nommer
1222,nennen::V,anviñ,appeler
1223,rufen::V,gelver,appeler
1224,prahlen::V,fougeal,se vanter
1225,übersetzen::V,treiñ,traduire
1226,denken::V,soñjal,penser
1227,glauben::V,krediñ,croire
1228,bemerken::V,apresevañ,remarquer
1229,bemerken::V,apresevañ,apercevoir
1230,erkennen::V,anavout,reconnaître
1231,begreifen::V,meizañ,concevoir
1232,verstehen::V,kompren,entendre
1233,verstehen::V,kompren,comprendre
1234,lernen::V,deskiñ,apprendre
1235,wissen::V,gouzout,savoir
1236,sich erinnern an::V,kaout soñj e,se souvenir de
1237,vergessen::V,ankouaat,oublier
1238,messen::V,muzuliañ,mesurer
1239,zählen::V,kontañ,compter
1240,rechnen::V,jedañ,calculer
1241,lesen::V,lenn,lire
1242,malen::V,livañ,peindre
1243,zeichnen::V,tresañ,dessiner
1244,schreiben::V,skrivañ,écrire
1245,besitzen::V,kaout,posséder
1246,kaufen::V,prenañ,acheter
1247,verkaufen::V,gwerzhañ,vendre
1248,bezahlen::V,paeañ,payer
1249,zahlen::V,paeañ,payer
1250,beherrschen::V,mestroniañ,dominer
1251,beherrschen::V,mestroniañ,maîtriser
1252,ertragen::V,anduriñ,tolérer
1253,ertragen::V,anduriñ,supporter
1254,Grube::N,,fosse
1255,Spur::N,,trace
1256,Lehm::N,,glaise
1257,Laut::N,,son
1258,Winkel::N,,coin
1259,Winkel::N,,réduit
1260,Lagerfeuer::N,,feu de camp
1261,vergebens::ADV,,en vain
1262,untergehen[Sonne]::V,,se coucher
1263,läuten::V,,sonner
1264,klingeln::V,,sonner
1265,sich fürchten::V,,avoir peur
1266,fürchten::V,,craindre
1267,fürchten::V,,avoir peur de
1268,gelingen::V,,réussir
1269,geraten::V,,réussir
1270,schwenken::V,,agiter
1271,reichen::V,,tendre
1272,aufziehen::V,,élever
1273,schießen::V,,tirer
1274,treiben::V,,mener
1275,umrühren::V,,remuer
1276,ausziehen::V,,ôter
1277,ausziehen::V,,enlever
1278,anziehen::V,,mettre
