,Concept_ID,az,sv
197,Ameise::N,qarışqa,myra
198,Laus::N,bit,lus
199,Mücke::N,ağcaqanad,mygga
200,Fliege::N,milçək,fluga
201,Schmetterling::N,kəpənək,fjäril
202,Beere::N,gilə,bär
203,Apfel::N,alma,äpple
204,Pilz::N,göbələk,svamp
205,Zwiebel::N,soğan,lök
206,Saat::N,əkin,sådd
207,Korn::N,taxıl,korn
208,Heu::N,quru ot,hö
209,Schale::N,qabıq,skal
210,Grube::N,çuxur,grop
211,Falle::N,tələ,fälla
212,Falle::N,duzaq,fälla
213,Schlinge::N,ilmək,snara
214,Spur::N,iz,spår
215,Asche::N,kül,aska
216,Dreck::N,kir,lort
217,Eisen::N,dəmir,järn
218,Gold::N,altun,guld
219,Silber::N,gümüş,silver
220,Kohle::N,kömür,kol
221,Glas::N,şüşə,glas
222,Lehm::N,gil,lera
223,Lehm::N,palçıq,lera
224,Sand::N,qum,sand
225,Mensch::N,adam,människa
226,Mensch::N,insan,människa
227,Mann::N,kişi,man
228,Frau::N,qadın,kvinna
229,Kind::N,uşaq,barn
230,Junge::N,oğlan,pojke
231,Mädchen::N,qız,flicka
232,Familie::N,ailə,familj
233,Großvater::N,baba,morfar
234,Großmutter::N,nənə,farmor
235,Eltern::N,valideyn,föräldrar
236,Vater::N,ata,far
237,Mutter::N,ana,mor
238,Sohn::N,oğul,son
239,Tochter::N,qız,dotter
240,Bruder::N,qardaş,bror
241,Schwester::N,bacı,syster
242,Onkel::N,əmi,morbror
243,Onkel::N,dayı,morbror
244,Tante::N,bibi,tant
245,Ehemann::N,ər,äkta man
246,Ehefrau::N,arvad,hustru
247,Freude::N,nəşə,fröjd
248,Freude::N,nəşə,glädje
249,Freude::N,sevinc,fröjd
250,Freude::N,sevinc,glädje
251,Gelächter::N,gülüş,åtlöje
252,Gelächter::N,qəhqəhə,åtlöje
253,Glück::N,səadət,lycka
254,Glück::N,xoşbəxtlik,lycka
255,Kummer::N,qəm,sorg
256,Kummer::N,kədər,sorg
257,Wunsch::N,arzu,önskan
258,Lust::N,həvəs,lust
259,Geist::N,ruh,ande
260,Gedanke::N,fikir,tanke
261,Gedanke::N,düşüncə,tanke
262,Gedächtnis::N,xatir,minne
263,Gedächtnis::N,hafizə,minne
264,Verstand::N,ağıl,förstånd
265,Sinn::N,məna,mening
266,Sinn::N,məna,betydelse
267,Grund::N,səbəb,skäl
268,Grund::N,səbəb,grund
269,Wahrheit::N,haqq,sanning
270,Wahrheit::N,doğruluq,sanning
271,Gespräch::N,söhbət,samtal
272,Gespräch::N,qonuşma,samtal
273,Märchen::N,nağıl,saga
274,Erzählung::N,hekayə,berättelse
275,Nachricht::N,xəbər,meddelande
276,Neuigkeit::N,xəbər,nyhet
277,Neuigkeit::N,yenilik,nyhet
278,Name::N,ad,namn
279,Rätsel::N,tapmaca,gåta
280,Rede::N,nitq,tal
281,Sprache::N,dil,språk
282,Stimme::N,səs,stämma
283,Wort::N,söz,ord
284,Wort::N,kəlmə,ord
285,Zeichen::N,nişan,tecken
286,Ruf::N,çığırtı,rop
287,Lärm::N,gurultu,bråk
288,Lärm::N,gurultu,oväsen
289,Laut::N,səs,ljud
290,Ton::N,ton,ton
291,Lied::N,mahnı,sång
292,Ruhe::N,sakitlik,ro
293,Ruhe::N,sakitlik,lugn
294,Leute::N,xalq,folk
295,Volk::N,millət,folk
296,Arbeit::N,iş,arbete
297,Arbeit::N,əmək,arbete
298,Gast::N,qonaq,gäst
299,Gast::N,müsafir,gäst
300,Geschenk::N,hədiyyə,gåva
301,Geschenk::N,hədiyyə,present
302,Spiel::N,oyun,lek
303,Spiel::N,oyun,spel
304,Spiel::N,tamaşa,lek
305,Spiel::N,tamaşa,spel
306,Gesellschaft::N,cəmiyyet,sällskap
307,Hilfe::N,kömək,hjälp
308,Hilfe::N,yardım,hjälp
309,Freund::N,dost,vän
310,Kamerad::N,yoldaş,kamrat
311,Angelegenheit::N,iş,ärende
312,Angelegenheit::N,iş,angelägenhet
313,Anzahl::N,say,antal
314,Art::N,çeşid,art
315,Art::N,çeşid,slag
316,Stück::N,dənə,stycke
317,Stück::N,parça,stycke
318,Teil::N,qisim,del
319,Hälfte::N,yarım,halva
320,Kreis::N,dairə,krets
321,Kreis::N,dairə,cirkel
322,Kreuz::N,xaç,kors
323,Kreuz::N,xaç,kryss
324,Linie::N,xətt,linje
325,Strich::N,cızıq,streck
326,Abstand::N,məsafə,avstånd
327,Entfernung::N,məsafə,avstånd
328,Entfernung::N,uzaqlıq,avstånd
329,Gegend::N,bölgə,trakt
330,Platz::N,yer,plats
331,Ort::N,yer,plats
332,Ort::N,yer,ställe
333,Seite::N,yan,sida
334,Seite::N,tərəf,sida
335,Mitte::N,orta,mitt
336,Gegenstand::N,şey,föremål
337,Sache::N,şey,sak
338,Rand::N,kənar,rand
339,Kante::N,tiyə,kant
340,Kante::N,kənar,kant
341,Ecke::N,bucaq,vrå
342,Ecke::N,bucaq,hörn
343,Spitze::N,uc,spets
344,Ende::N,son,ända
345,Ende::N,axır,ända
346,Loch::N,deşik,hål
347,Winkel::N,guşə,vinkel
348,Muster::N,ülgü,mönster
349,Größe::N,böyüklük,storlek
350,Länge::N,uzunluq,längd
351,Höhe::N,yüksəklik,höjd
352,Gewicht::N,çəki,tyngd
353,Gewicht::N,ağırlıq,tyngd
354,Menge::N,miqdar,mängd
355,Haufen::N,yığın,hög
356,Reihe::N,səf,rad
357,Reihe::N,sıra,rad
358,Boot::N,qayıq,båt
359,Ruder::N,kürək,åra
360,Schlitten::N,kirşə,släde
361,Ski::N,xizək,skida
362,Lagerfeuer::N,düşərgə tonqalı,lägereld
363,Last::N,yük,last
364,Last::N,yük,börda
365,Gang::N,yeriş,gång
366,Schritt::N,addım,steg
367,Norden::N,şimal,norr
368,Süden::N,cənub,söder
369,Westen::N,qərb,väster
370,Osten::N,şərq,öster
371,Holz::N,ağac,trä
372,Holz::N,taxta,trä
373,Brett::N,taxta,bräda
374,Platte::N,lövhə,platta
375,Stütze::N,dayaq,stöd
376,Stütze::N,dayaq,stötta
377,Stütze::N,dəstək,stöd
378,Stütze::N,dəstək,stötta
379,Stange::N,şüvül,stång
380,Stock::N,dəyənək,käpp
381,Stock::N,dəyənək,pinne
382,Stab::N,əsa,stav
383,Stab::N,şüvül,stav
384,Rohr::N,boru,rör
385,Rohr::N,truba,rör
386,Haus::N,ev,hus
387,Heim::N,ev,hem
388,Ofen::N,peç,ugn
389,Ofen::N,soba,ugn
390,Fußboden::N,döşəmə,golv
391,Tisch::N,masa,bord
392,Stuhl::N,stul,stol
393,Wiege::N,beşik,vagga
394,Bett::N,yataq,säng
395,Regal::N,rəf,hylla
396,Kiste::N,yeşik,låda
397,Kiste::N,sandıq,låda
398,Fenster::N,pəncərə,fönster
399,Tür::N,qapı,dörr
400,Tor::N,darvaza,port
401,Zaun::N,çəpər,staket
402,Zaun::N,çəpər,stängsel
403,Dach::N,dam,tak
404,Leiter::N,nərdivan,stege
405,Besen::N,süpürgə,kvast
406,Spaten::N,kürək,spade
407,Schaufel::N,kürək,skovel
408,Schaufel::N,kürək,skyffel
409,Gabel::N,çəngəl,gaffel
410,Löffel::N,qaşıq,sked
411,Messer::N,bıçaq,kniv
412,Nagel::N,mıx,spik
413,Netz::N,tor,nät
414,Haken::N,çəngəl,krok
415,Griff::N,qulp,tag
416,Griff::N,qulp,handtag
417,Griff::N,tutacaq,tag
418,Griff::N,tutacaq,handtag
419,Schloss::N,qıfıl,las
420,Bild::N,rəsm,bild
421,Figur::N,şəkil,figur
422,Figur::N,heykəl,figur
423,Puppe::N,kukla,docka
424,Puppe::N,gəlincik,docka
425,Beutel::N,kisə,påse
426,Beutel::N,torba,påse
427,Bündel::N,bağlama,bunt
428,Bündel::N,bağlama,knippa
429,Tasche::N,çanta,väska
430,Eimer::N,vedrə,hink
431,Eimer::N,vedrə,ämbar
432,Eimer::N,çəllək,hink
433,Eimer::N,çəllək,ämbar
434,Deckel::N,qapaq,lock
435,Geschirr::N,qab-qazan,servis
436,Geschirr::N,qab-qazan,porslin
437,Sack::N,çuval,säck
438,Tasse::N,fincan,kopp
439,Topf::N,qazan,gryta
440,Topf::N,qazan,kastrull
441,Kessel::N,qazan,kittel
442,Essen::N,yemək,mål
443,Nahrung::N,qida,näring
444,Speise::N,xörək,maträtt
445,Fleisch::N,ət,kött
446,Getreide::N,taxıl,säd
447,Getreide::N,taxıl,spannmål
448,Brei::N,aş,gröt
449,Brei::N,sıyıq,gröt
450,Brot::N,çörək,bröd
451,Scheibe::N,dilim,skiva
452,Fett::N,yağ,fett
453,Butter::N,kərə yağı,smör
454,Öl::N,yağ,olja
455,Salz::N,duz,salt
456,Suppe::N,şorba,soppa
457,Honig::N,bal,honung
458,Milch::N,süd,mjölk
459,Tee::N,çay,te
460,Leder::N,dəri,läder
461,Wolle::N,yun,ull
462,Wolle::N,yun,ylle
463,Stoff::N,qumaş,tyg
464,Stoff::N,qumaş,stoff
465,Nadel::N,iynə,nål
466,Faden::N,sap,tråd
467,Knopf::N,düymə,knapp
468,Knoten::N,düyün,knut
469,Farbe::N,boya,färg
470,Kleidung::N,geyim,klädsel
471,Hemd::N,köynək,skjorta
472,Kragen::N,yaxa,krage
473,Ärmel::N,qol,ärm
474,Hose::N,şalvar,byxor
475,Gürtel::N,kəmər,bälte
476,Mütze::N,şapka,mössa
477,Schuh::N,tufli,sko
478,Schuh::N,ayaqqabı,sko
479,Stiefel::N,çəkmə,stövel
480,Ring::N,üzük,ring
481,Band::N,lent,band
482,Kamm::N,daraq,kam
483,Spiegel::N,güzgü,spegel
484,Riemen::N,qayış,rem
485,Schnur::N,ip,snöre
486,Leine::N,kəmsik,lina
487,Decke::N,ədyal,täcke
488,Decke::N,yorğan,täcke
489,Kissen::N,yastıq,dyna
490,Kissen::N,yastıq,kudde
491,Tuch::N,şarf,sjal
492,Tuch::N,kaşne,sjal
493,Handtuch::N,dəsmal,handduk
494,Kraft::N,güc,kraft
495,Stärke::N,qüvvət,styrka
496,Gesundheit::N,sağlamlıq,hälsa
497,Krankheit::N,xəstəlik,sjukdom
498,Schmerz::N,ağrı,smärta
499,Schmerz::N,sancı,smärta
500,Wunde::N,yara,sår
501,Fieber::N,isitmə,feber
502,Fieber::N,qızdırma,feber
503,Arznei::N,ilaç,medicin
504,Arznei::N,ilaç,läkemedel
505,Arznei::N,dərman,medicin
506,Arznei::N,dərman,läkemedel
507,Brücke::N,körpü,bro
508,Brunnen::N,quyu,brunn
509,Weide::N,otlaq,bete
510,Pfad::N,cığır,stig
511,Weg::N,yol,väg
512,Straße::N,küçə,gata
513,Dorf::N,kənd,by
514,Stadt::N,şəhər,stad
515,Brief::N,məktub,brev
516,Buch::N,kitab,bok
517,Buchstabe::N,hərf,bokstav
518,Zeitung::N,qəzet,tidning
519,Leben::N,həyat,liv
520,Tod::N,ölüm,död
521,Grab::N,qəbir,grav
522,Kirche::N,kilsə,kyrka
523,Sünde::N,günah,synd
524,Gott::N,tanrı,gud
525,Arbeiter::N,işçi,arbetare
526,Chef::N,şef,chef
527,Chef::N,rəis,chef
528,Meister::N,usta,mästare
529,Arzt::N,həkim,läkare
530,Arzt::N,doktor,läkare
531,Lehrer::N,müəllim,lärare
532,Geld::N,pul,pengar
533,Geschäft::N,ticarət,rörelse
534,Laden::N,dükan,affär
535,Preis::N,qiymət,pris
536,Ware::N,mal,vara
537,Nutzen::N,fayda,gagn
538,Nutzen::N,fayda,nytta
539,Reichtum::N,zənginlik,rikedom
540,Welt::N,aləm,värld
541,Welt::N,dünya,värld
542,Land::N,ölkə,land
543,Staat::N,dövlət,stat
544,König::N,kral,kung
545,König::N,kral,konung
546,König::N,məlik,kung
547,König::N,məlik,konung
548,Macht::N,qüdrət,makt
549,Grenze::N,hüdud,gräns
550,Grenze::N,sərhət,gräns
551,Krieg::N,hərb,krig
552,Krieg::N,müharibə,krig
553,Feind::N,düşmən,fiende
554,Gewalt::N,cəbr,våld
555,Kampf::N,savaş,kamp
556,Kampf::N,savaş,strid
557,Bogen[Waffe]::N,yay,båge
558,Pfeil::N,ox,pil
559,Gewehr::N,tüfəng,gevär
560,Fehler::N,xəta,fel
561,Lüge::N,yalan,lögn
562,Schaden::N,ziyan,skada
563,Unglück::N,bəla,otur
564,Unglück::N,bəla,olycka
565,Schuld::N,təqsir,skuld
566,Alter::N,yaş,ålder
567,Schluss::N,son,slut
568,Zeit::N,vaxt,tid
569,Zeit::N,zaman,tid
570,Tag::N,gün,dag
571,Morgen::N,sabah,morgon
572,Mittag::N,günorta,middag
573,Abend::N,axşam,kväll
574,Nacht::N,gecə,natt
575,Woche::N,həftə,vecka
576,Monat::N,ay,månad
577,Jahr::N,il,år
578,Frühling::N,yaz,vår
579,Frühling::N,bahar,vår
580,Sommer::N,yay,sommar
581,Herbst::N,payız,höst
582,Winter::N,qış,vinter
583,Januar::N,Janvar,januari
584,Februar::N,Fevral,februari
585,März::N,Mart,mars
586,April::N,Aprel,april
587,Mai::N,May,maj
588,Juni::N,İyun,juni
589,Juli::N,İyul,juli
590,August::N,Avqust,augusti
591,September::N,Sentyabr,september
592,Oktober::N,Oktyabr,oktober
593,November::N,Noyabr,november
594,Dezember::N,Dekabr,december
595,Montag::N,bazar ertəsi,måndag
596,Dienstag::N,çərşənbə axşamı,tisdag
597,Mittwoch::N,çərşənbə,onsdag
598,Donnerstag::N,cüme axşamı,torsdag
599,Freitag::N,cüme,fredag
600,Samstag::N,şənbə,lördag
601,Sonntag::N,bazar,söndag
602,groß::A,böyük,stor
603,klein::A,kiçik,liten
604,lang::A,uzun,lång
605,kurz::A,qısa,kort
606,breit::A,enli,bred
607,breit::A,geniş,bred
608,schmal::A,dar,smal
609,dicht::A,sıx,tät
610,dick[Gegenstand]::A,qalın,tjock
611,dünn::A,nazik,tunn
612,fein::A,incə,fin
613,fest::A,bərk,fast
614,fest::A,möhkəm,fast
615,flach::A,düz,platt
616,glatt::A,hamar,glatt
617,hart::A,sərt,hård
618,weich::A,yumşaq,mjuk
619,rund::A,yuvarlaq,rund
620,spitz::A,uclu,toppig
621,spitz::A,uclu,spetsig
622,spitz::A,sivri,toppig
623,spitz::A,sivri,spetsig
624,scharf::A,kəskin,vass
625,scharf::A,kəskin,skarp
626,stumpf::A,küt,slö
627,schwer::A,ağır,tung
628,schön::A,gözəl,skön
629,schön::A,gözəl,vacker
630,schön::A,gəşəng,skön
631,schön::A,gəşəng,vacker
632,heiß::A,isti,het
633,warm::A,ilıq,varm
634,kalt::A,soyuq,kall
635,kühl::A,sərin,sval
636,kühl::A,sərin,kylig
637,frisch::A,təzə,färsk
638,feucht::A,nəm,fuktig
639,nass::A,yaş,våt
640,trocken::A,quru,torr
641,voll::A,dolu,full
642,leer::A,boş,tom
643,offen::A,açıq,öppen
644,geschlossen::A,qapalı,stängd
645,sauber::A,təmiz,ren
646,schmutzig::A,kirli,snuskig
647,roh::A,çiy,rå
648,reif::A,yetişmiş,mogen
649,lecker::A,dadlı,läcker
650,lecker::A,ləzzətli,läcker
651,süß::A,şirin,söt
652,bitter::A,acı,besk
653,bitter::A,acı,bitter
654,sauer::A,turş,sur
655,hell::A,aydın,ljus
656,dunkel::A,qaranlıq,mörk
657,schwarz::A,qara,svart
658,weiß::A,ağ,vit
659,rot::A,qırmızı,röd
660,gelb::A,sarı,gul
661,blau::A,göy,blå
662,blau::A,mavi,blå
663,grün::A,yaşıl,grön
664,grau::A,boz,grå
665,bunt::A,əlvan,brokig
666,bunt::A,rəngli,brokig
667,billig::A,ucuz,billig
668,teuer::A,bahalı,dyr
669,wertvoll::A,qiymətli,värdefull
670,blind::A,kor,blind
671,taub::A,kar,döv
672,kräftig::A,güclü,kraftig
673,stark::A,qüvvətli,stark
674,schwach::A,zəif,svag
675,schwach::A,gücsüz,svag
676,fett::A,şişman,fet
677,schlank::A,zərif,slank
678,hübsch::A,göyçək,snygg
679,hübsch::A,göyçək,vacker
680,böse::A,fəna,ond
681,böse::A,fəna,elak
682,dumm::A,axmaq,dum
683,faul::A,tənbəl,lat
684,fleißig::A,çalışqan,flitig
685,geizig::A,xəsis,snål
686,geizig::A,xəsis,girig
687,klug::A,ağıllı,klok
688,geschickt::A,bacarıqlı,händig
689,geschickt::A,bacarıqlı,skicklig
690,lieb::A,əziz,kär
691,lieb::A,əziz,snäll
692,lieb::A,sevimli,kär
693,lieb::A,sevimli,snäll
694,lustig::A,məzəli,rolig
695,lustig::A,məzəli,lustig
696,lustig::A,gülməli,rolig
697,lustig::A,gülməli,lustig
698,sanft::A,mülayim,mild
699,hungrig::A,ac,hungrig
700,krank::A,xəstə,sjuk
701,nackt::A,çılpaq,naken
702,traurig::A,qəmgin,ledsen
703,traurig::A,qəmgin,sorgsen
704,traurig::A,kədərli,ledsen
705,traurig::A,kədərli,sorgsen
706,lebendig::A,canlı,levande
707,gut::A,yaxşı,bra
708,schlecht::A,pis,dålig
709,richtig::A,doğru,riktig
710,schlimm::A,fəna,illa
711,wahr::A,gərçək,sann
712,alt::A,əski,gammal
713,alt::A,köhnə,gammal
714,neu::A,yeni,ny
715,ehemalig::A,əvvəlki,forn
716,ehemalig::A,əvvəlki,tidigare
717,alt[Lebewesen]::A,qoca,gammal
718,jung::A,gənc,ung
719,arm::A,kasıb,fattig
720,arm::A,yoxsul,fattig
721,reich::A,zəngin,rik
722,bekannt::A,tanış,känd
723,berühmt::A,məşhur,berömd
724,fremd::A,yad,främmande
725,verschieden::A,dürlü,åtskillig
726,nah::A,yaxın,nära
727,fern::A,uzaq,fjärran
728,linker::A,sol,vänster
729,rechter::A,sağ,höger
730,anderer::A,başqa,annan
731,erster::A,birinci,första
732,zweiter::A,ikinci,andra
733,dritter::A,üçüncü,tredje
734,letzter::A,sonuncu,sist
735,letzter::A,axırıncı,sist
736,allein::ADV,tək,allena
737,allein::ADV,yalqız,allena
738,auf einmal::ADV,birdən,på en gång
739,zusammen::ADV,birlikdə,tillsammans
740,lange::ADV,uzun,länge
741,plötzlich::ADV,qəfildən,plötsligt
742,sofort::ADV,həmən,strax
743,sofort::ADV,həmən,genast
744,sofort::ADV,dərhal,strax
745,sofort::ADV,dərhal,genast
746,später::ADV,sonra,senare
747,jetzt::ADV,indi,nu
748,heute::ADV,bugün,i dag
749,morgen::ADV,sabah,i morgon
750,bald::ADV,yaxında,snart
751,bald::ADV,tezliklə,snart
752,dann::ADV,onda,då
753,gestern::ADV,dünən,i går
754,einst::ADV,əvvəllər,en gång
755,damals::ADV,o vaxt,då
756,damals::ADV,o vaxt,den gången
757,danach::ADV,sonra,därefter
758,vorher::ADV,qabaqcadan,före
759,vorher::ADV,qabaqcadan,förut
760,zuerst::ADV,əvvəl,först
761,einmal::ADV,bir dəfə,en gång
762,manchmal::ADV,hərdənbir,ibland
763,oft::ADV,tez-tez,ofta
764,oft::ADV,çox vaxt,ofta
765,immer::ADV,daimi,alltid
766,immer::ADV,həmişə,alltid
767,niemals::ADV,əsla,aldrig
768,niemals::ADV,heç bir zaman,aldrig
769,hier::ADV,bura,här
770,hier::ADV,burada,här
771,hierhin::ADV,buraya,hit
772,von hier::ADV,buradan,härifrån
773,dort::ADV,ora,där
774,dort::ADV,orada,där
775,dorthin::ADV,oraya,dit
776,geradeaus::ADV,düz,rätt fram
777,vorwärts::ADV,irəli,fram
778,vorwärts::ADV,irəli,framåt
779,rückwärts::ADV,geri,baklänges
780,zurück::ADV,geriyə,tillbaka
781,unten::ADV,aşağıda,nere
782,unten::ADV,aşağıda,nedanför
783,hinab::ADV,aşağı,ned
784,hinab::ADV,aşağı,nedåt
785,oben::ADV,yuxarıda,ovan
786,oben::ADV,yuxarıda,ovanpå
787,hinauf::ADV,yuxarı,upp
788,hinauf::ADV,yuxarı,uppåt
789,überall::ADV,hər yerdə,överallt
790,nicht::ADV,-ma-,ej
791,nicht::ADV,-ma-,inte
792,ein wenig::ADV,bir az,litet
793,kaum::ADV,güclə,knappt
794,kaum::ADV,güclə,knappast
795,sehr::ADV,çox,mycket
796,so::ADV,belə,så
797,noch::ADV,hələ,än
798,noch::ADV,hələ,ännu
799,nur::ADV,yalnız,bara
800,nur::ADV,yalnız,endast
801,schon::ADV,artıq,redan
802,wieder::ADV,yenə,åter
803,vergebens::ADV,boş yerə,förgäves
804,vor::PRP,önündə,utanför
805,hinter::PRP,arxasında,bakom
806,unter::PRP,altında,under
807,durch::PRP,içindən,genom
808,durch::PRP,içindən,igenom
809,neben::PRP,yanında,bredvid
810,neben::PRP,yanında,vid sidan av
811,zwischen::PRP,arasında,mellan
812,wegen::PRP,üçün,på grund av
813,wegen::PRP,ötəri,på grund av
814,dies::PRN,bu,detta
815,das::PRN,o,det
816,alles::PRN,hər şey,allt
817,ich::PRN,mən,jag
818,du::PRN,sən,du
819,er::PRN,o,han
820,wir::PRN,biz,vi
821,ihr::PRN,siz,ni
822,sie::PRN,onlar,de
823,was::FPRN,nə,vad
824,wer::FPRN,kim,vem
825,wo::FADV,harada,var
826,wohin::FADV,haraya,vart
827,wie::FADV,necə,hur
828,warum::FADV,niyə,varför
829,warum::FADV,nə üçün,varför
830,wieviel::FNUM,neçə,hur mycket
