,Concept_ID,ga,ab
731,hübsch::A,dathúil,аҧшӡа
732,böse::A,olc,абааҧсы
733,dumm::A,dúr,агаӡа
734,dumm::A,amaideach,агаӡа
735,faul::A,falsa,аашьа
736,faul::A,leisciúil,аашьа
737,fleißig::A,dícheallach,иҟубҷоу
738,geizig::A,barainneach,акы
739,geizig::A,barainneach,акаҷбеи
740,geizig::A,barainneach,аҟəџьыр
741,geizig::A,sprionlaithe,акы
742,geizig::A,sprionlaithe,акаҷбеи
743,geizig::A,sprionlaithe,аҟəџьыр
744,klug::A,cliste,аҟəыш
745,klug::A,cliste,аҟəыӷа
746,geschickt::A,oilte,напҟазала
747,geschickt::A,ealaíonta,напҟазала
748,lieb::A,dil,алашара
749,lieb::A,dílis,алашара
750,lustig::A,aerach,алах-ҿых
751,lustig::A,aerach,игурҕьаччо
752,lustig::A,aerach,агурҕьа
753,lustig::A,aerach,агурҿыхага
754,lustig::A,meidhreach,алах-ҿых
755,lustig::A,meidhreach,игурҕьаччо
756,lustig::A,meidhreach,агурҕьа
757,lustig::A,meidhreach,агурҿыхага
758,sanft::A,bog,атата
759,sanft::A,bog,аҟəымшəышə
760,sanft::A,bog,ақьыҧш
761,sanft::A,séimh,атата
762,sanft::A,séimh,аҟəымшəышə
763,sanft::A,séimh,ақьыҧш
764,hungrig::A,ocrach,амлашь
765,krank::A,tinn,ачымазаҩ
766,krank::A,breoite,ачымазаҩ
767,nackt::A,nocht,аҟьантаз
768,traurig::A,brónach,алахьеиқəҵага
769,lebendig::A,beo,абза
770,gut::A,maith,абзиа
771,schlecht::A,dona,-хəарҭам
772,schlecht::A,droch-,-хəарҭам
773,richtig::A,ceart,иашоу
774,schlimm::A,gránna,абааҧсы
775,schlimm::A,tubaisteach,абааҧсы
776,wahr::A,fíor,агəҭылса
777,wahr::A,fíor,абзиаҵəҟьа
778,alt::A,sean,Ажə
779,neu::A,úr,аҿыц
780,neu::A,nua,аҿыц
781,ehemalig::A,iar-,анкьатәи
782,ehemalig::A,sean-,анкьатәи
783,alt[Lebewesen]::A,sean,абырг
784,alt[Lebewesen]::A,sean,ақабада
785,alt[Lebewesen]::A,sean,Ажə
786,alt[Lebewesen]::A,aosta,абырг
787,alt[Lebewesen]::A,aosta,ақабада
788,alt[Lebewesen]::A,aosta,Ажə
789,jung::A,óg,аҟата
790,arm::A,bocht,ананамга
791,reich::A,saibhir,абеиа
792,reich::A,rachmasach,абеиа
793,bekannt::A,atá eolas air,адыр
794,berühmt::A,cailiúil,адыр
795,berühmt::A,clúiteach,адыр
796,fremd::A,coimhthíoch,атəым
797,verschieden::A,éagsúil,Еиуа-еиҧшым
798,verschieden::A,difriúil,Еиуа-еиҧшым
799,nah::A,gar,ааигəа
800,nah::A,deas,ааигəа
801,fern::A,i bhfad uainn,ахара
802,fern::A,i bhfad i gcéin,ахара
803,linker::A,clé,арма
804,rechter::A,deas,арҕьа
805,anderer::A,eile,даҽа
806,anderer::A,eile,даҽакы
807,erster::A,céad,актәи
808,zweiter::A,dóú,аҩбатəи
809,zweiter::A,dara,аҩбатəи
810,dritter::A,tríú,ахҕатәи
811,dritter::A,treas,ахҕатәи
812,letzter::A,déanach,аҵыхəтəантəи
813,letzter::A,deireanach,аҵыхəтəантəи
814,allein::ADV,i d'aonar,мацара
815,auf einmal::ADV,ag an am céanna,зныкала
816,auf einmal::ADV,ag an am céanna,зныкҟьара
817,zusammen::ADV,le chéile,аиц...
818,zusammen::ADV,in eineacht,аиц...
819,lange::ADV,fada,акыраамҭа
820,plötzlich::ADV,go tobann,иаалырҟьаны
821,plötzlich::ADV,i dtobainne,иаалырҟьаны
822,sofort::ADV,ar an toirt,иаразнакҵәҟьа
823,sofort::ADV,ar an bpointe,иаразнакҵәҟьа
824,später::ADV,níos déanaí,уажəшьҭаншəа
825,jetzt::ADV,anois,уажәы
826,heute::ADV,inniu,иахьа
827,morgen::ADV,amárach,уаҵәы
828,bald::ADV,go luath,иласны
829,bald::ADV,gan mhoill,иласны
830,dann::ADV,ansin,нас
831,gestern::ADV,inné,иацы
832,einst::ADV,tráth,зны
833,einst::ADV,uair amháin,зны
834,damals::ADV,ag an am,усҟан
835,damals::ADV,an t-am sin,усҟан
836,danach::ADV,ina dhiaidh sin,нас
837,vorher::ADV,cheana,уаанӡа
838,vorher::ADV,roimhe sin,уаанӡа
839,zuerst::ADV,ar dtús,азнаказы
840,zuerst::ADV,ar dtús,аҧхьа
841,einmal::ADV,uair amháin,зны
842,manchmal::ADV,uaireanta,зны-зынла
843,oft::ADV,minic,лассы-лассы
844,immer::ADV,i gcónaí,енагь
845,immer::ADV,i gcónaí,еснагь
846,niemals::ADV,riamh,ианакəызаалак
847,hier::ADV,anseo,ара
848,hier::ADV,anseo,абра
849,hier::ADV,anseo,араҟа
850,hierhin::ADV,anseo,ара
851,hierhin::ADV,anseo,араҟа
852,von hier::ADV,an áit seo,арантә
853,dort::ADV,ann,уа
854,dort::ADV,ansin,уа
855,dorthin::ADV,ann,уахь
856,dorthin::ADV,ann,анахь
857,dorthin::ADV,ansin,уахь
858,dorthin::ADV,ansin,анахь
859,geradeaus::ADV,ar aghaidh,ишиашоу
860,rückwärts::ADV,siar,шьҭахьла
861,zurück::ADV,ar ais,шьҭахьҟа
862,unten::ADV,thíos,лбаа
863,hinab::ADV,síos,алада
864,oben::ADV,thuas,хыхь
865,hinauf::ADV,suas,аҩада
866,überall::ADV,i ngach áit,зегьынцьара
867,überall::ADV,ar fud na háite,зегьынцьара
868,nicht::ADV,ní,-м
869,nicht::ADV,cha,-м
870,ein wenig::ADV,beagán,ҕыҭк
871,kaum::ADV,ar éigean,аарлаҳәа
872,kaum::ADV,ar éigean,афергьҳәа
873,sehr::ADV,an-,даара
874,so::ADV,chomh,ас
875,so::ADV,chomh,абас
876,so::ADV,mar sin,ас
877,so::ADV,mar sin,абас
878,noch::ADV,fós,макьана
879,noch::ADV,go fóill,макьана
880,nur::ADV,amháin,заҵәык
881,nur::ADV,níl ach,заҵәык
882,schon::ADV,cheana,уажәшьҭа
883,schon::ADV,cheana,аиҳа ипоу
884,schon::ADV,cheana féin,уажәшьҭа
885,schon::ADV,cheana féin,аиҳа ипоу
886,wieder::ADV,arís,ҿыц
887,wieder::ADV,arís,дырҩегь
888,wieder::ADV,arís,дырҩегьых
889,wieder::ADV,athuair,ҿыц
890,wieder::ADV,athuair,дырҩегь
891,wieder::ADV,athuair,дырҩегьых
892,vergebens::ADV,amú,баша
893,vergebens::ADV,in aisce,баша
894,vor::PRP,ar thosach,аҕхьа
895,hinter::PRP,laistiar de,нхыҵ
896,hinter::PRP,taobh thiar de,нхыҵ
897,unter::PRP,faoi,амҵа
898,unter::PRP,faoi,амҵан
899,durch::PRP,trí,
900,neben::PRP,taobh le,ааигуара
901,neben::PRP,in aice le,ааигуара
902,zwischen::PRP,idir,абжьара
903,wegen::PRP,de bharr,-иззы
904,wegen::PRP,de bharr,-ҟнытә
905,wegen::PRP,mar gheall ar,-иззы
906,wegen::PRP,mar gheall ar,-ҟнытә
907,dies::PRN,seo,ари
908,dies::PRN,seo,абри
909,das::PRN,sin,Абни
910,das::PRN,sin,убри
911,alles::PRN,gach rud,зегьы
912,ich::PRN,mé,са
913,ich::PRN,mé,сара
914,ich::PRN,mise,са
915,ich::PRN,mise,сара
916,du::PRN,tú,бара
917,du::PRN,tusa,бара
918,er::PRN,sé,иара
919,er::PRN,seisean,иара
920,wir::PRN,sinn,ҳара
921,ihr::PRN,sibh,шәара
922,ihr::PRN,sibhse,шәара
923,sie::PRN,siad,дара
924,sie::PRN,siadsan,дара
925,was::FPRN,cad,
926,was::FPRN,céard,
927,wer::FPRN,cé,дарбан
928,wo::FADV,cá,иабыкуу
929,wo::FADV,cá,аба-
930,wo::FADV,cá,ахь-
931,wo::FADV,cén áit,иабыкуу
932,wo::FADV,cén áit,аба-
933,wo::FADV,cén áit,ахь-
934,wohin::FADV,cá,иабыкуу
935,wohin::FADV,cá,аба-
936,wohin::FADV,cá,ахь-
937,wohin::FADV,cén áit,иабыкуу
938,wohin::FADV,cén áit,аба-
939,wohin::FADV,cén áit,ахь-
940,wie::FADV,conas,-шҕа
941,wie::FADV,cén chaoi,-шҕа
942,warum::FADV,cén fáth,избан
943,warum::FADV,cad chuige,избан
944,wieviel::FNUM,cá mhéad,заҟа
945,eins::NUM,aon,акы
946,eins::NUM,aon,аӡәы
947,zwei::NUM,dhá,ҩба
948,drei::NUM,trí,хҕа
949,vier::NUM,ceathair,ҕшьба
950,fünf::NUM,cúig,хəба
951,sechs::NUM,sé,фба
952,sieben::NUM,seacht,Бжьба
953,acht::NUM,ocht,ааба
954,neun::NUM,naoi,жәба
955,zehn::NUM,deich,жәаба
956,elf::NUM,aon déag,жәеизатәи
957,zwölf::NUM,dó dhéag,жәаҩа
958,zwanzig::NUM,fiche,ҩажәа
959,dreißig::NUM,tríocha,ҩажәижәабатәи
960,vierzig::NUM,daichead,ҩынҩажәа
961,vierzig::NUM,ceathracha,ҩынҩажәа
962,fünfzig::NUM,caoga,ҩынҩажәеижәаба
963,sechzig::NUM,seasca,хынҩажәа
964,siebzig::NUM,seachtó,хынҩажәижәаба
965,achtzig::NUM,ochtó,ҕшьынҩажәа
966,neunzig::NUM,nócha,ҕшьынҩажәижәаба
967,hundert::NUM,céad,шәкы
968,tausend::NUM,míle,зқьы
969,und::CNJ,agus,-и
970,oder::CNJ,nó,ма
971,stehen::V,seas,агылазаара
972,sitzen::V,suigh,атəара
973,sitzen::V,suigh,атəа(заа)ра
974,liegen::V,luigh,аиара
975,hängen::V,tá crochta,акнаҳара
976,werden::V,éirigh,аҟалара
977,passieren::V,tarlaigh,аҟалара
978,beginnen::V,tosaigh,алагара
979,enden::V,críochnaigh,алгара
980,wechseln::V,athraigh,аҽыҧсахра
981,aufgehen[Sonne]::V,éirigh,агылара
982,aufgehen[Sonne]::V,éirigh,ахашлара
983,aufgehen[Sonne]::V,éirigh,аҩаҵхахара
984,untergehen[Sonne]::V,fuin,аҭашəара
985,untergehen[Sonne]::V,téigh faoi,аҭашəара
986,scheinen[Sonne]::V,taitin,акаҧхара
987,scheinen[Sonne]::V,soilsigh,акаҧхара
988,donnern::V,tá toirneach ann,адыдра
989,wehen::V,séid,асра
990,strömen::V,sil,акаҭəара
991,fließen::V,rith,ацара
992,fließen::V,snigh,ацара
993,sich drehen::V,cas,ахагьежьра
994,sich drehen::V,imrothlaigh,ахагьежьра
995,schwanken::V,luasc,аҵысра
996,schwingen::V,luasc,ахызазара
997,schwingen::V,luasc,акьаандара
998,fallen::V,tit,акаҳара
999,brennen::V,dóigh,абылра
1000,rauchen::V,plúch toite,ахылҵра
1001,regnen::V,báistigh,аура
1002,regnen::V,tá ag cur báistí,аура
1003,gefrieren::V,sioc,аҵаара
1004,gefrieren::V,reoigh,аҵаара
1005,tauen::V,leáigh,аӡҭра
1006,tauen::V,coscair,аӡҭра
1007,schmelzen::V,leáigh,ақəӡыҭра
1008,schmelzen::V,leáigh,аҭəара
1009,trocknen::V,triomaigh,абара
1010,sieden::V,fiuch,ашра
1011,sieden::V,beirigh,ашра
1012,faulen::V,lobh,абаара
1013,faulen::V,dreoigh,абаара
1014,verfaulen::V,lobh,абаара
1015,verfaulen::V,lobh,аилашра
1016,verfaulen::V,feoigh,абаара
1017,verfaulen::V,feoigh,аилашра
1018,reißen::V,bris,аҧжəара
1019,versinken::V,téigh síos,аӡааҟəрылара
1020,vergehen::V,téigh thart,ацара
1021,erscheinen::V,tar,ацəырҵра
1022,verschwinden::V,imigh,аҵашəкəара
1023,sinken::V,tit,атəара
1024,sinken::V,tit,алаҟəра
1025,sinken::V,ísligh,атəара
1026,sinken::V,ísligh,алаҟəра
1027,abnehmen::V,maolaigh,ацӡаара
1028,abnehmen::V,maolaigh,аиҵалара
1029,abnehmen::V,laghdaigh,ацӡаара
1030,abnehmen::V,laghdaigh,аиҵалара
1031,zunehmen::V,méadaigh,аҽырҭбаара
1032,zunehmen::V,méadaigh,аиҵыҵра
1033,zunehmen::V,méadaigh,арацəахара
1034,steigen::V,éirigh,азҳара
1035,steigen::V,éirigh,ашьҭыҵра
1036,steigen::V,éirigh,адухара
1037,steigen::V,éirigh,ацлара
1038,wachsen::V,fás,азҳара
1039,glänzen::V,lonraigh,ацыр-цырра
1040,glänzen::V,lonraigh,ацыҩ-цыҩра
1041,glänzen::V,lonraigh,аказказра
1042,funkeln::V,drithligh,ашап-шапра
1043,funkeln::V,drithligh,ацым-цымра
1044,lärmen::V,tóg callán,ашьҭыбжьгара
1045,lärmen::V,tóg callán,аҕьҕьаҳәа аилалара
1046,läuten::V,buail,аҵəҵəасра
1047,klingeln::V,buail,аҵəҵəасра
1048,klirren::V,cling,ахьархьарра
1049,klirren::V,cling,архьархьарра
1050,brausen::V,búir,аилаҽҽара
1051,brausen::V,búir,еилашуера
1052,rauschen::V,tá ag siosarnach,
1053,klingen::V,tá glór ag,агара
1054,klingen::V,tá glór ag,ашьҭыбжь гара
1055,bellen::V,amhastraigh,ашра
1056,heulen::V,glam,ауура
1057,blasen::V,séid,аҭəҳəара
1058,pfeifen::V,lig fead,ашəшəра
1059,schreien::V,béic,аҳəҳəара
1060,schreien::V,béic,ахəаара
1061,schreien::V,béic,аҟаара
1062,schreien::V,glaoigh,аҳəҳəара
1063,schreien::V,glaoigh,ахəаара
1064,schreien::V,glaoigh,аҟаара
1065,stöhnen::V,lig cnead,ақьра
1066,zittern::V,crith,аҵыс-ҵысра
1067,zittern::V,creathnaigh,аҵыс-ҵысра
1068,leben::V,mair,аҟазаара
1069,geboren werden::V,rugadh,Аира
1070,atmen::V,análaigh,аҕсыҕ лагаҩагара
1071,trinken::V,ól,ажəра
1072,essen::V,ith,акрыфара
1073,schlucken::V,slog,албаадара
1074,müde werden::V,tuirsigh,ааҕсара
1075,einschlafen::V,tit ina chodladh,ацəара
1076,schlafen::V,codail,ацəазаара
1077,aufwachen::V,múscail,аҿыхара
1078,aufstehen::V,éirigh,Агəылҵра
1079,sich erholen::V,lig scíth,аҧсшьара
1080,krank werden::V,éirigh tinn,ачмазаҩхара
1081,krank sein::V,tá tinn,аҳəарҧсарра
1082,schmerzen::V,tá pian i,ахьра
1083,husten::V,déan casacht,аимҳәара
1084,genesen::V,téarnaigh,абзиахара
1085,genesen::V,téarnaigh,аӷəӷəахара
1086,sterben::V,éag,аҧсра
1087,sterben::V,faigh bás,аҧсра
1088,umkommen::V,caill,аҭахара
1089,sich bewegen::V,bog,аиҭаҵра
1090,sich bewegen::V,gluais,аиҭаҵра
1091,sich rühren::V,corraigh,ақəацара
1092,sich erheben::V,seas suas,аҩагылара
1093,sich setzen::V,suigh,атəара
1094,hinfallen::V,tit,акаҳара
1095,laufen::V,siúil,аныҟəара
1096,schreiten::V,siúil,ашьаҿа еихгара
1097,spazierengehen::V,téigh ag spaisteoireacht,анеи-ааира
1098,eilen::V,deifrigh,аццакра
1099,eilen::V,brostaigh,аццакра
1100,sich beeilen::V,deifrigh,аццакра
1101,sich beeilen::V,déan deifir,аццакра
1102,sausen::V,luathaigh,аҧырра
1103,sausen::V,luathaigh,иҭрысны
1104,sausen::V,luathaigh,ишьҭҟьаны ацара
1105,rennen::V,rith,аҩра
1106,springen::V,léim,аҧара
1107,klettern::V,dreap,ақəлара
1108,schaukeln::V,téigh ar an maide corrach,аҟəараҟəанҽара
1109,kriechen::V,snámh,аҳəазара
1110,schwimmen::V,snámh,аӡсара
1111,tauchen::V,tum,ахəӡааҵəира
1112,rudern::V,iomair,аҵшьра
1113,rudern::V,rámhaigh,аҵшьра
1114,fahren::V,tiomáin,акала
1115,fliegen::V,eitil,аҧырра
1116,gehen::V,téigh,аиҭаҵра
1117,weggehen::V,imigh,ацара
1118,abfahren::V,imigh,адəықəлара
1119,abfahren::V,imigh,ацара
1120,anhalten::V,stad,ааныргылара
1121,hineingehen::V,téigh isteach,аҭалара
1122,eintreten::V,téigh isteach,аҩналара
1123,kommen::V,tar,аара
1124,kommen::V,tar,ааира
1125,ankommen::V,tar,ааира
1126,ankommen::V,tar,аара
1127,ankommen::V,tar,анеира
1128,zurückkommen::V,fill,азыхынҳəра
1129,bleiben::V,fan,аанхара
1130,bleiben::V,fan,анхара
1131,bleiben::V,fan,аангылара
1132,warten::V,fan,азҧшзаара
1133,erwarten::V,tá ag súil le,азҧшра
1134,erwarten::V,tá ag dréim le,азҧшра
1135,suchen::V,lorg,ашьҭазаара
1136,finden::V,faigh,аҧшаара
1137,finden::V,aimsigh,аҧшаара
1138,versuchen::V,triail,аҽазкра
1139,vorbereiten::V,réitigh,армазеира
1140,lieben::V,gráigh,абзиабара
1141,mögen::V,taitin le,агəаҧхара
1142,mögen::V,is maith le,агəаҧхара
1143,lachen::V,gáir,аччара
1144,rühren::V,téigh i bhfeidhm ar,арҵəуара
1145,weinen::V,goil,аҵəуара
1146,weinen::V,caoin,аҵəуара
1147,schimpfen::V,tá ag clamhsán,ацəҳара
1148,sich ärgern::V,tá corraithe,агəаара
1149,sich fürchten::V,tá eagla ar,аӡыӡара
1150,fürchten::V,tá eagla ar,ацəшəара
1151,fliehen::V,teith,абналара
1152,fliehen::V,teith,ацəцара
1153,flüchten::V,éalaigh,абналара
1154,flüchten::V,éalaigh,ацəцара
1155,sehen::V,feic,абара
1156,anschauen::V,dearc,ахəаҧшра
1157,anschauen::V,féach ar,ахəаҧшра
1158,ansehen::V,breathnaigh,ахəаҧшра
1159,hören::V,cluin,аҳара
1160,zuhören::V,éist,азыӡырҩра
1161,probieren::V,bliais,аҧышəара
1162,riechen::V,bolaigh,афыҩра
1163,fühlen::V,braith,анырра
1164,fühlen::V,braith,ацәакырра
1165,fühlen::V,mothaigh,анырра
1166,fühlen::V,mothaigh,ацәакырра
1167,scheinen::V,tá an chuma ar,шәа
1168,scheinen::V,tá an chuma ar,аацәырҵа
1169,zu sehen sein::V,tá le feiceáil,
1170,vernehmen::V,clois,аҳара
1171,frieren::V,tá fuar,ашəра
1172,frieren::V,tá fuar,аҵаара
1173,tun::V,déan,аҟаҵара
1174,können::V,féad,алшара
1175,können::V,is féidir le,алшара
1176,wollen::V,tá ag iarraidh,аҭахра
1177,anfangen::V,tosaigh,алагара
1178,anfangen::V,cuir tús le,алагара
1179,beenden::V,críochnaigh,алгара
1180,beenden::V,cuir deireadh le,алгара
1181,aufhören::V,stad,аҟəыҵра
1182,gelingen::V,éirigh le,аура
1183,gelingen::V,éirigh le,аманшəалахара
1184,gelingen::V,éirigh le,алҵра
1185,geraten::V,tá deireadh ar,нзаарын
1186,öffnen::V,oscail,аартра
1187,schließen::V,dún,аркра
1188,schließen::V,iaigh,аркра
1189,stellen::V,cuir,аргылара
1190,setzen::V,cuir,артəара
1191,setzen::V,socraigh,артəара
1192,legen::V,cuir,ақəҵара
1193,berühren::V,teagmhaigh le,акьысра
1194,berühren::V,teagmhaigh le,алакьысра
1195,verbinden::V,ceangail,аҿаҳəара
1196,bedecken::V,clúdaigh,ақəршəра
1197,bedecken::V,cumhdaigh,ақəршəра
1198,aufhängen::V,croch,акнаҳара
1199,anzünden::V,las,аркра
1200,anzünden::V,adhain,аркра
1201,aufheben::V,tóg,ашьҭыхра
1202,aufheben::V,ardaigh,ашьҭыхра
1203,zurücklassen::V,fág,аныжьра
1204,verlieren::V,caill,ацəыӡра
1205,fallen lassen::V,lig uait,ацəкаҳара
1206,fallen lassen::V,caith uait,ацəкаҳара
1207,machen::V,déan,ачаҧара
1208,machen::V,réitigh,ачаҧара
1209,herstellen::V,táirg,аиҵдара
1210,bauen::V,tóg,аргылара
1211,reparieren::V,deisigh,арҽеира
1212,verbessern::V,feabhsaigh,аиҕьтəра
1213,ändern::V,athraigh,аҧсахра
1214,graben::V,tochail,ажра
1215,beugen::V,crom,арҟəра
1216,beugen::V,crom,архəара
1217,biegen::V,lúb,арҟəра
1218,biegen::V,lúb,архəара
1219,drehen::V,cas,аргьежьра
1220,wenden::V,tiontaigh,
1221,umdrehen::V,iompaigh,аарҳәра
1222,umdrehen::V,tiontaigh,аарҳәра
1223,heben::V,ardaigh,аҩахара
1224,heben::V,ardaigh,араҳара
1225,hochheben::V,tóg,ахагалара
1226,hochheben::V,tóg,ашьҭҳəара
1227,ergreifen::V,beir ar,
1228,halten::V,coimeád,акра
1229,halten::V,coinnigh,акра
1230,drücken::V,brúigh,ақəрӷəӷəара
1231,schieben::V,brúigh,аҵгəара
1232,schieben::V,brúigh,агəара
1233,kratzen::V,scríob,ацəҟьара
1234,lecken::V,ligh,арбзара
1235,lecken::V,leadhb,арбзара
1236,beißen::V,bain greim as,ацҳара
1237,abreißen::V,stróic,амжəара
1238,abreißen::V,tarraing,амжəара
1239,abschneiden::V,scoith,ахҵəара
1240,abschneiden::V,scoith,аҿахҵəара
1241,binden::V,ceangail,аҿаҳəара
1242,stecken::V,sáigh,алаҵара
1243,brechen::V,bris,аҧҵəара
1244,klopfen::V,cnag,асра
1245,hauen::V,buail,ақəкшара
1246,kleben::V,gliúáil,аҷабра
1247,reiben::V,cuimil,арҟəыҷра
1248,streichen::V,leath,ахьшьра
1249,schleifen::V,líomh,ахра
1250,schneiden::V,gearr,аҧҟара
1251,rütteln::V,croith,арҵысра
1252,schütteln::V,croith,аршəшəара
1253,schwenken::V,luasc,аҟьара
1254,schütten::V,doirt,аҭаҭəара
1255,füllen::V,líon,арҭəра
1256,einwickeln::V,cuach,алаҳəара
1257,einwickeln::V,clúdaigh,алаҳəара
1258,tragen::V,iompair,аҩагара
1259,schleppen::V,tarraing,арҳəазара
1260,ziehen::V,tarraing,ахара
1261,aufbewahren::V,coinnigh,аҵəахра
1262,werfen::V,caith,аршəра
1263,fangen::V,ceap,акра
1264,packen::V,beir ar,анкра
1265,packen::V,beir ar,аҵкаара
1266,verstecken::V,folaigh,аҵəахра
1267,verstecken::V,cuir i bhfolach,аҵəахра
1268,teilen::V,roinn,ашара
1269,schicken::V,seol,ашьҭра
1270,bringen::V,beir,аагара
1271,bringen::V,tabhair,аагара
1272,hinzufügen::V,cuir le,ацҵара
1273,bekommen::V,faigh,аҧшаара
1274,bekommen::V,faigh,архиара
1275,bekommen::V,faigh,аура
1276,erhalten::V,faigh,аиура
1277,nehmen::V,tóg,агара
1278,nehmen::V,glac,агара
1279,wählen::V,pioc,алҧшаара
1280,wählen::V,roghnaigh,алҧшаара
1281,auswählen::V,roghnaigh,алхра
1282,bewahren::V,caomhnaigh,
1283,behindern::V,cuir bac ar,аҧырхагахара
1284,verderben::V,mill,алгара
1285,verderben::V,mill,абжьыхра
1286,verderben::V,mill,аҧхасҭатəра
1287,beschädigen::V,loit,аҧхасҭатəра
1288,beschädigen::V,déan damáiste do,аҧхасҭатəра
1289,zerbrechen::V,bris,аҧҽра
1290,zerreißen::V,stiall,аҧжəара
1291,zerstören::V,mill,аилаҧыххаара
1292,zerstören::V,scrios,аилаҧыххаара
1293,verbrennen::V,las,абылра
1294,verbrennen::V,dóigh,абылра
1295,geben::V,tabhair,аҭара
1296,reichen::V,sín,аҭара
1297,reichen::V,cuir,аҭара
1298,schenken::V,bronn,аҩгара
1299,schenken::V,tabhair,аҩгара
1300,versprechen::V,geall,ақəргəыӷра
1301,wünschen::V,guigh,
1302,loben::V,mol,арҽхəара
1303,küssen::V,póg,агəӡра
1304,wiegen::V,bog,
1305,wiegen::V,luasc,
1306,zudecken::V,clúdaigh,аҵахҩара
1307,zudecken::V,clúdaigh,ақəршəра
1308,wecken::V,dúisigh,арҿыхара
1309,zeigen::V,taispeáin,арбара
1310,führen::V,treoraigh,аныҟəгара
1311,lehren::V,múin,арҵара
1312,lehren::V,teagasc,арҵара
1313,unterrichten::V,múin,арҧхьара
1314,unterrichten::V,teagasc,арҧхьара
1315,aufziehen::V,tóg,ааӡара
1316,leiten::V,tá i gceannas ar,ахагылазаара
1317,antreiben::V,gríosaigh,арццакра
1318,lassen::V,cuir ag,арҟаҵара
1319,einladen::V,cuir cuireadh ar,ааҕхьара
1320,einladen::V,cuir cuireadh ar,анаҧхьара
1321,vereinigen::V,aontaigh,аилаҵара
1322,besuchen::V,tabhair cuairt ar,абара
1323,treffen::V,cas ar,аҧылара
1324,treffen::V,buail le,аҧылара
1325,sich versammeln::V,bailigh,аизара
1326,sich versammeln::V,cruinnigh,аизара
1327,spielen::V,imir,ахəмарра
1328,spielen::V,tá ag spraoi,ахəмарра
1329,singen::V,can,ашəаҳəара
1330,tanzen::V,rinc,акəашара
1331,tanzen::V,damhsaigh,акəашара
1332,sich trennen::V,scar,аилыҵра
1333,verlassen::V,fág,акажьра
1334,retten::V,tarrtháil,Аиқəрхара
1335,bewachen::V,cosain,ахьчара
1336,bewachen::V,gardáil,ахьчара
1337,schützen::V,cosain,ацəыхьчара
1338,verteidigen::V,cosain,ахьчара
1339,sich schlagen::V,tá ag bruíon,аисра
1340,schießen::V,caith,ахысра
1341,schießen::V,scaoil,ахысра
1342,siegen::V,bain,аиааира
1343,siegen::V,buaigh,аиааира
1344,ärgern::V,cuir isteach ar,аргəаара
1345,schlagen::V,buail,асра
1346,schlagen::V,buail,аҭасра
1347,treten::V,ciceáil,
1348,stechen::V,sáigh,алакшара
1349,stoßen::V,brúigh,агəҭасра
1350,stoßen::V,soncáil,агəҭасра
1351,stehlen::V,goid,аӡара
1352,stören::V,cuir isteach ar,аҧырхагахара
1353,belästigen::V,cuir as do,аргəамҵра
1354,verbergen::V,ceil,аӡара
1355,täuschen::V,cuir dallamullóg ar,ажьара
1356,betrügen::V,déan calaois ar,ажьара
1357,töten::V,maraigh,ашьра
1358,wohnen::V,cuir faoi,анхара
1359,wohnen::V,tá ina chónaí,анхара
1360,arbeiten::V,oibrigh,аусура
1361,sammeln::V,bailigh,аҟəшəара
1362,sammeln::V,cruinnigh,аҟəшəара
1363,pflücken::V,pioc,аҿыршəара
1364,pflücken::V,pioc,аҿыхра
1365,jagen::V,seilg,ашəарыцара
1366,fischen::V,iasc,аҧсыӡ икуеит
1367,fassen::V,beir ar,акра
1368,hüten::V,aoirigh,арҳəра
1369,hüten::V,aoirigh,ахьчара
1370,treiben::V,seol,акацара
1371,treiben::V,tiomáin,акацара
1372,anbinden::V,ceangail,адҳəалара
1373,füttern::V,cothaigh,акырҿаҵара
1374,füttern::V,beathaigh,акырҿаҵара
1375,melken::V,bligh,ахьара
1376,melken::V,crúigh,ахьара
1377,hacken::V,gearr,аҟəаҟəара
1378,gießen::V,uiscigh,аҵаҭəара
1379,reifen::V,aibigh,ашəра
1380,reifen::V,aibigh,аҟалара
1381,zubereiten::V,cócaráil,ацура
1382,kochen::V,bruith,ажəра
1383,kochen::V,beirigh,ажəра
1384,backen::V,bácáil,аӡра
1385,braten::V,róst,аӡра
1386,braten::V,frioch,аӡра
1387,umrühren::V,measc,аилрыхра
1388,stricken::V,cniotáil,аҧара
1389,nähen::V,fuaigh,аӡахра
1390,färben::V,dathaigh,ашəра
1391,reinigen::V,glan,арыцқьара
1392,waschen::V,nigh,аӡәӡәара
1393,abwischen::V,glan,арбара
1394,spülen::V,sruthlaigh,аҭыршара
1395,fegen::V,scuab,аҧссара
1396,kehren::V,scuab,
1397,baden::V,folc,аҽыкəабара
1398,sich waschen::V,nigh é féin,аҽыӡəӡəара
1399,ausziehen::V,bain de,ашəыхра
1400,anziehen::V,cuir ar,ашəҵара
1401,sich anziehen::V,gléas é féin,аҽеилаҳəара
1402,kämmen::V,cíor,аҳəара
1403,schmücken::V,maisigh,арҧшӡара
1404,sagen::V,abair,аҳəара
1405,sprechen::V,labhair,ацəажəара
1406,reden::V,caintigh,ацəажəара
1407,reden::V,caintigh,аицәажәара
1408,sich unterhalten::V,caintigh,аицәажәара
1409,sich unterhalten::V,tá ag comhrá,аицәажәара
