,Concept_ID,mn,ps
101,Kälte::N,хүйт,ساړه
102,Hitze::N,халуун,تودوخي
103,Raureif::N,цан,سپینه پرخه
104,Raureif::N,хяруу,سپینه پرخه
105,Regenbogen::N,солонго,بوډۍ ټال
106,Regenbogen::N,солонго,سره زرغونه
107,Donner::N,тэнгэрийн дуу,تالنده
108,Strömung::N,урсгал,بهېدنه
109,Tropfen::N,дусал,قطره
110,Tropfen::N,дусал,څاڅکی
111,Schaum::N,хөөс,ځګ
112,Schmutz::N,хир,ناپاکي
113,Schmutz::N,шавхай,ناپاکي
114,See::N,нуур,جهیل
115,Sumpf::N,намаг,جبه
116,Sumpf::N,балчиг,جبه
117,Moor::N,хүлрийн намаг,جبه
118,Wiese::N,нуга,چمن
119,Wiese::N,нуга,شنېلی
120,Wald::N,ой,ځنګل
121,Hügel::N,болдог,تپه
122,Anhöhe::N,гүвээ,غونډۍ
123,Berg::N,уул,غ‍‍‍‍‍ر
124,Gipfel::N,орой,څوکه
125,Gipfel::N,оргил,څوکه
126,Höhle::N,агуй,کاز
127,Abhang::N,хүр,لمن
128,Quelle::N,булаг,چینه
129,Bach::N,горхи,واله
130,Fluss::N,гол,سیند
131,Fluss::N,мөрөн,سیند
132,Ufer::N,эрэг,غاړه
133,Küste::N,эрэг,ساحل
134,Festland::N,хуурай газар,وچه
135,Meer::N,далай,بحر
136,Meer::N,далай,سمندر
137,Meer::N,тэнгис,بحر
138,Meer::N,тэнгис,سمندر
139,Bucht::N,булан,کارۍ
140,Bucht::N,далайн тохой,کارۍ
141,Insel::N,арал,ټاپو
142,Insel::N,арал,جزيره
143,Blume::N,цэцэг,ګل
144,Gras::N,өвс,واښه
145,Gras::N,ногоо,واښه
146,Wurzel::N,үндэс,ریښه
147,Baum::N,мод,ونه
148,Stamm::N,иш,ډډ
149,Stamm::N,гуалин,ډډ
150,Rinde::N,холтос,پوستکی
151,Ast::N,гишүү,ښاخ
152,Zweig::N,салаа,څانګه
153,Blatt::N,навч,پاڼه
154,Birke::N,хус,توس
155,Kiefer[Baum]::N,нарс,نښتر
156,Weide[Baum]::N,уд,وله
157,Weide[Baum]::N,бургас,وله
158,Tanne::N,гачуур,ناجو
159,Horn::N,эвэр,ښکر
160,Feder::N,өд,بڼکه
161,Fell::N,арьс,پوستکی
162,Flügel::N,жигүүр,وزر
163,Flügel::N,далавч,وزر
164,Klaue::N,савар,پنجه
165,Klaue::N,савар,منګول
166,Klaue::N,хумс,پنجه
167,Klaue::N,хумс,منګول
168,Kralle::N,савар,پنجه
169,Kralle::N,савар,منګول
170,Schwanz::N,сүүл,لکۍ
171,Ei::N,өндөг,وۍ
172,Ei::N,өндөг,هګۍ
173,Nest::N,үүр,جاله
174,Bau::N,нүх,کاز
175,Bau::N,элүү,کاز
176,Tier::N,амьтан,ژوی
177,Tier::N,амьтан,حیوان
178,Tier::N,адгуус,ژوی
179,Tier::N,адгуус,حیوان
180,Herde::N,сүрэг,رمه
181,Herde::N,сүрэг,غېله
182,Kuh::N,үнээ,غوا
183,Bulle::N,бух,غوئی
184,Pferd::N,морь,آس
185,Pferd::N,адуу,آس
186,Schaf::N,хонь,پسه
187,Schwein::N,гахай,سرکوزی
188,Hund::N,нохой,سپی
189,Katze::N,муур,پشه
190,Katze::N,мигуй,پشه
191,Bär::N,баавгай,خرس
192,Eichhörnchen::N,хэрэм,خړ لمی
193,Elch::N,хандгай,ګوزن
194,Fuchs::N,үнэг,سپلم
195,Hase::N,туулай,سوی
196,Maus::N,хулгана,مږک
197,Wolf::N,чоно,لېوه
198,Vogel::N,шувуу,مرغه
199,Schwarm::N,сүрэг,سېل
200,Huhn::N,тахиа,چرګه
201,Hahn::N,эр тахиа,چرګ
202,Gans::N,галуу,بته
203,Adler::N,бүргэд,عقاب
204,Ente::N,нугас,ایلۍ
205,Eule::N,ууль,ګونګی
206,Kranich::N,тогоруу,کلنګ
207,Krähe::N,хэрээ,کارغه
208,Kuckuck::N,хөхөө,فاخته
209,Schwan::N,хун,قو
210,Fisch::N,загас,کب
211,Fisch::N,загас,ماهی
212,Barsch::N,алгана,
213,Hecht::N,цурхай,
214,Schlange[Tier]::N,могой,مار
215,Wurm::N,өт,چینجی
216,Wurm::N,хорхой,چینجی
217,Spinne::N,аалз,غڼه
218,Spinne::N,аалз,تارکښ
219,Ameise::N,шоргоолж,مېږی
220,Laus::N,бөөс,سپږه
221,Mücke::N,шумуул,ماشی
222,Fliege::N,ялаа,مچ
223,Schmetterling::N,эрвээхэй,پتنګ
224,Beere::N,жимсгэнэ,مېوۍ
225,Apfel::N,алим,مڼه
226,Pilz::N,мөөг,خرېړی
227,Zwiebel::N,сонгино,پیاز
228,Saat::N,тариа,تخم
229,Korn::N,үр,تخم
230,Korn::N,үр,دانه
231,Korn::N,мөхлөг,تخم
232,Korn::N,мөхлөг,دانه
233,Heu::N,өвс,بوس
234,Heu::N,өвс,پروړه
235,Schale::N,хальс,پوستکی
236,Grube::N,алам,کنده
237,Grube::N,нүх,کنده
238,Falle::N,хавх,دام
239,Falle::N,хавх,لومه
240,Falle::N,занга,دام
241,Falle::N,занга,لومه
242,Schlinge::N,урхи,کړۍ
243,Spur::N,мөр,نښه
244,Asche::N,үнс,آس
245,Asche::N,үнс,ایره
246,Dreck::N,хир,ناپاکي
247,Eisen::N,төмөр,اوسپنه
248,Gold::N,алт,سره زر
249,Silber::N,мөнгө,نقره
250,Silber::N,мөнгө,سپین زر
251,Kohle::N,нүүрс,سکور
252,Kohle::N,нүүрс,سکاره
253,Glas::N,шил,ښيښه
254,Lehm::N,шавар,خټه
255,Sand::N,элс,شګه
256,Mensch::N,хүн,انسان
257,Mann::N,эр,سړی
258,Mann::N,эр,نارینه
259,Mann::N,эрэгтэй,سړی
260,Mann::N,эрэгтэй,نارینه
261,Frau::N,эмэгтэй,ښځه
262,Frau::N,хатагтай,ښځه
263,Kind::N,хүүхэд,بچی
264,Kind::N,хүүхэд,ماشوم
265,Junge::N,хүү,هلک
266,Mädchen::N,охин,نجلۍ
267,Mädchen::N,бүсгүй,نجلۍ
268,Familie::N,айл,کورنۍ
269,Großvater::N,өвгөн аав,بابا
270,Großmutter::N,эмэг эх,انا
271,Großmutter::N,эмгээ,انا
272,Eltern::N,эцэг эх,مور او پلار
273,Vater::N,аав,پلار
274,Vater::N,эцэг,پلار
275,Mutter::N,эх,مور
276,Mutter::N,ээж,مور
277,Sohn::N,хүү,زوی
278,Tochter::N,охин,لور
279,Bruder::N,ах,ورور
280,Bruder::N,дүү,ورور
281,Schwester::N,эгч,خور
282,Schwester::N,охин дүү,خور
283,Onkel::N,авга ах,تره
284,Onkel::N,авга ах,ماما
285,Onkel::N,нагац ах,تره
286,Onkel::N,нагац ах,ماما
287,Tante::N,авга эгч,خاله
288,Tante::N,нагац эгч,خاله
289,Ehemann::N,нөхөр,مېړه
290,Ehefrau::N,эхнэр,مېرمن
291,Ehefrau::N,гэргий,مېرمن
292,Freude::N,баяр,خوشحالي
293,Freude::N,баясгалан,خوشحالي
294,Gelächter::N,инээдэм,خندا
295,Glück::N,жаргалан,بخت
296,Kummer::N,гаслан,غم
297,Wunsch::N,ерөөл,هيله
298,Wunsch::N,ерөөл,غوښتنه
299,Lust::N,дур,شوق
300,Lust::N,дур,مینه
301,Lust::N,хүсэл,شوق
302,Lust::N,хүсэл,مینه
303,Geist::N,оюун,روح
304,Gedanke::N,сэтгэл,فکر
305,Gedächtnis::N,ой,یاد
306,Gedächtnis::N,ой,حافظه
307,Gedächtnis::N,цээж,یاد
308,Gedächtnis::N,цээж,حافظه
309,Verstand::N,ухаан,عقل
310,Verstand::N,ухаан,شعور
311,Sinn::N,утга,معنی
312,Grund::N,учир,علت
313,Grund::N,учир,اساس
314,Wahrheit::N,үнэн,حقیقت
315,Gespräch::N,яриа,مرکه
316,Gespräch::N,яриа,خبرې اترې
317,Märchen::N,явган үлгэр,افسانه
318,Erzählung::N,тууж,قصه
319,Erzählung::N,тууж,کیسه
320,Nachricht::N,мэдээ,خبر
321,Neuigkeit::N,сонин,نوی خبر
322,Name::N,нэр,نوم
323,Rätsel::N,оньсого,کیسۍ
324,Rätsel::N,оньсого,چیستان
325,Rede::N,хэлсэн үг,وینا
326,Sprache::N,хэл,ژبه
327,Stimme::N,дуу,غږ
328,Stimme::N,дуу,اواز
329,Wort::N,үг,لغت
330,Wort::N,үг,کلمه
331,Zeichen::N,тамга,نښه
332,Zeichen::N,тамга,اشاره
333,Zeichen::N,тэмдэг,نښه
334,Zeichen::N,тэмдэг,اشاره
335,Ruf::N,дуудлага,ږغ
336,Ruf::N,дуудлага,بلنه
337,Lärm::N,шуугиан,غالمغال
338,Lärm::N,чимээ,غالمغال
339,Laut::N,анир,ږغ
340,Laut::N,дуу,ږغ
341,Ton::N,авиа,اواز
342,Ton::N,аялгуу,اواز
343,Lied::N,дуу,غزله
344,Lied::N,дуу,سندره
345,Ruhe::N,энх,ارامي
346,Ruhe::N,тайван,ارامي
347,Leute::N,хүмүүс,خلک
348,Volk::N,улс,ولس
349,Arbeit::N,ажил,کار
350,Arbeit::N,хөдөлмөр,کار
351,Gast::N,зочин,مېلمه
352,Gast::N,айлчин,مېلمه
353,Geschenk::N,бэлэг,تحفه
354,Geschenk::N,бэлэг,سوغات
355,Spiel::N,наадам,لوبه
356,Spiel::N,тоглоом,لوبه
357,Gesellschaft::N,хамт байх,ډله
358,Hilfe::N,тусламж,کومک
359,Hilfe::N,тусламж,مرسته
360,Freund::N,найз,ملګری
361,Freund::N,нөхөр,ملګری
362,Kamerad::N,хань,انډيوال
363,Kamerad::N,нөхөр,انډيوال
364,Angelegenheit::N,хэрэг,موضوع
365,Anzahl::N,тоо,شمېر
366,Anzahl::N,тоо,تعداد
367,Art::N,төрөл,ډول
368,Art::N,янз,ډول
369,Stück::N,хэсэг,ټوټه
370,Teil::N,хувь,برخه
371,Teil::N,хэсэг,برخه
372,Hälfte::N,хагас,نیم
373,Kreis::N,тойрог,دایره
374,Kreis::N,хүрээ,دایره
375,Kreuz::N,загалмай,صلیب
376,Linie::N,шугам,خط
377,Linie::N,шугам,لیکه
378,Strich::N,зураас,کرښه
379,Abstand::N,зай,فاصله
380,Entfernung::N,зай,واټن
381,Entfernung::N,хол ойр,واټن
382,Gegend::N,хавь,سیمه
383,Gegend::N,хавь,منطقه
384,Gegend::N,газар,سیمه
385,Gegend::N,газар,منطقه
386,Platz::N,зай,ځای
387,Platz::N,завсар,ځای
388,Ort::N,газар,ځای
389,Ort::N,байр,ځای
390,Seite::N,тал,مخ
391,Seite::N,тал,اړخ
392,Seite::N,этгээд,مخ
393,Seite::N,этгээд,اړخ
394,Mitte::N,төв,وسط
395,Mitte::N,төв,مینځ
396,Mitte::N,дунд,وسط
397,Mitte::N,дунд,مینځ
398,Gegenstand::N,юм,شی
399,Sache::N,үйл,شی
400,Sache::N,үйл,څيز
401,Sache::N,хэрэг,شی
402,Sache::N,хэрэг,څيز
403,Rand::N,зах,څنډه
404,Rand::N,зах,کناره
405,Rand::N,хөвөө,څنډه
406,Rand::N,хөвөө,کناره
407,Kante::N,ирмэг,اړخ
408,Ecke::N,өнцөг,ګوټ
409,Spitze::N,үзүүр,څوکه
410,Ende::N,зах,څوکه
411,Ende::N,үзүүр,څوکه
412,Loch::N,цоорхой,سوری
413,Loch::N,онгорхой,سوری
414,Winkel::N,өнцөг,کنج
415,Winkel::N,өнцөг,کوتی
416,Muster::N,хээ,نمونه
417,Muster::N,угалз,نمونه
418,Größe::N,хэмжээ,قد
419,Größe::N,хэмжээ,لويوالی
420,Länge::N,урт,طول
421,Länge::N,урт,اوږد والی
422,Höhe::N,өндөр,جګوالی
423,Gewicht::N,жин,وزن
424,Menge::N,тоо,اندازه
425,Haufen::N,бөөн,کوټه
426,Reihe::N,эгнээ,صف
427,Reihe::N,эгнээ,کتار
428,Boot::N,завь,قايق
429,Ruder::N,сэлүүр,چپه
430,Schlitten::N,чарга,ښویېدونی
431,Ski::N,цана,سکي
432,Lagerfeuer::N,түүдэг,اور
433,Last::N,ачаа,بار
434,Last::N,ачаа,پېټی
435,Gang::N,явдал,تګ
436,Schritt::N,алхам,ګام
437,Norden::N,умар,شمال
438,Süden::N,урд,سوېل
439,Süden::N,өмнө,سوېل
440,Westen::N,өрнө,لوېدېځ
441,Westen::N,баруун,لوېدېځ
442,Osten::N,зүүн,شرق
443,Osten::N,зүүн,ختیځ
444,Osten::N,дорно,شرق
445,Osten::N,дорно,ختیځ
446,Holz::N,мод,لرګی
447,Brett::N,банз,تخته
448,Platte::N,хавтан,تخته
449,Stütze::N,тулгуур,تکیوان
450,Stütze::N,тулга,تکیوان
451,Stange::N,сургааг,ډاګه
452,Stock::N,саваа,لرګی
453,Stab::N,таяг,چيخله
454,Rohr::N,хоолой,نل
455,Haus::N,гэр,کور
456,Haus::N,байшин,کور
457,Heim::N,гэр,کور
458,Ofen::N,зуух,تودنۍ
459,Ofen::N,пийшин,تودنۍ
460,Fußboden::N,шал,غولی
461,Tisch::N,ширээ,مېز
462,Stuhl::N,сандал,چوکۍ
463,Wiege::N,өлгий,زانګو
464,Bett::N,ор,کټ
465,Bett::N,ор,چپرکټ
466,Regal::N,тавиур,تاخچۍ
467,Kiste::N,авдар,صندوق
468,Kiste::N,хайрцаг,صندوق
469,Fenster::N,гэгээвч,کړکۍ
470,Tür::N,үүд,دروازه
471,Tür::N,хаалга,دروازه
472,Tor::N,хаалга,دروازه
473,Zaun::N,хашаа,کټاره
474,Dach::N,дээвэр,بام
475,Leiter::N,шат,زينه
476,Besen::N,хамуур,جارو
477,Besen::N,туужуу,جارو
478,Spaten::N,хүрз,یوم
479,Schaufel::N,хүрз,بېلچه
480,Gabel::N,сэрээ,پنجه
481,Löffel::N,халбага,کاشوغه
482,Messer::N,хутга,چاقو
483,Nagel::N,хадаас,ميخ
484,Netz::N,өөш,جال
485,Netz::N,тор,جال
486,Haken::N,гох,څنګک
487,Griff::N,иш,لاستی
488,Griff::N,сэнж,لاستی
489,Schloss::N,цуурга,کلپ
490,Schloss::N,цоож,کلپ
491,Bild::N,зураг,رسم
492,Figur::N,баримал,قدوقامت
493,Puppe::N,хүүхэлдэй,ګوډۍ
494,Beutel::N,агсаа,کڅوړه
495,Beutel::N,уут,کڅوړه
496,Bündel::N,боодол,دسته
497,Tasche::N,цүнх,بکس
498,Tasche::N,цүнх,توبره
499,Eimer::N,хөнөг,سطل
500,Eimer::N,хувин,سطل
501,Deckel::N,таг,سرپوښ
502,Deckel::N,хавхаг,سرپوښ
503,Geschirr::N,сав суулга,لوښی
504,Sack::N,шуудай,جوال
505,Tasse::N,аяга,پیاله
506,Topf::N,тогоо,دېګی
507,Kessel::N,тогоо,دېګ
508,Essen::N,идээ,خوراک
509,Nahrung::N,хүнс,خوراک
510,Speise::N,идээ,خواړه
511,Fleisch::N,мах,غوښه
512,Getreide::N,будаа,غله
513,Brei::N,богшмол,اوګره
514,Brei::N,будаа,اوګره
515,Brot::N,талх,ډوډۍ
516,Scheibe::N,зүсэм,مړۍ
517,Scheibe::N,хэрчим,مړۍ
518,Fett::N,өөх,غوړي
519,Butter::N,тос,کوچ
520,Öl::N,тос,تېل
521,Salz::N,давс,مالګه
522,Suppe::N,шөл,شوربا
523,Honig::N,бал,شات
524,Milch::N,сүү,شوده
525,Tee::N,цай,چای
526,Leder::N,арьс,څرمن
527,Leder::N,савхи,څرمن
528,Wolle::N,ноос,پشم
529,Wolle::N,унгас,پشم
530,Stoff::N,бөс,ټوټه
531,Nadel::N,зүү,ستن
532,Faden::N,боолт,تار
533,Faden::N,утас,تار
534,Knopf::N,товч,تڼۍ
535,Knopf::N,товч,تکمه
536,Knoten::N,зангилаа,غوټه
537,Farbe::N,будаг,رنګ
538,Kleidung::N,хувцас,کالي
539,Hemd::N,цамц,کميس
540,Kragen::N,зах заам,غاړه
541,Ärmel::N,ханцуй,لستوڼی
542,Hose::N,өмд,پطلون
543,Gürtel::N,бүс,کمربند
544,Mütze::N,малгай,خولۍ
545,Mütze::N,бүрх,خولۍ
546,Schuh::N,туфли,بوټ
547,Stiefel::N,гутал,موزه
548,Ring::N,бөгж,ګوته
549,Band::N,тууз,فيته
550,Kamm::N,сам,ګمنځ
551,Spiegel::N,толь,ایینه
552,Spiegel::N,толь,هنداره
553,Riemen::N,тасам,تسمه
554,Riemen::N,сур,تسمه
555,Schnur::N,татлага,مزی
556,Leine::N,оосор,رسۍ
557,Decke::N,хөнжил,بړستن
558,Decke::N,хучлага,بړستن
559,Kissen::N,дэр,بالښت
560,Tuch::N,алчуур,ټیکری
561,Tuch::N,даавуу,ټیکری
562,Handtuch::N,алчуур,دسمال
563,Kraft::N,чадал,زور
564,Kraft::N,чадал,توان
565,Kraft::N,хүч,زور
566,Kraft::N,хүч,توان
567,Stärke::N,эрч,قوت
568,Stärke::N,тэнхээ,قوت
569,Gesundheit::N,бие,صحت
570,Gesundheit::N,бие,روغتیا
571,Gesundheit::N,эрүүл мэнд,صحت
572,Gesundheit::N,эрүүл мэнд,روغتیا
573,Krankheit::N,эмгэг,مرض
574,Krankheit::N,эмгэг,ناروغي
575,Schmerz::N,өвчин,درد
576,Wunde::N,шарх,ټپ
577,Wunde::N,шарх,زخم
578,Fieber::N,халуун,تبه
579,Arznei::N,эм,دوا
580,Arznei::N,эм,دارو
581,Brücke::N,гүүр,پول
582,Brunnen::N,худаг,څاه
583,Brunnen::N,худаг,کوهی
584,Weide::N,бэлчээр,وله
585,Pfad::N,жим,تړه
586,Pfad::N,зөрөг,تړه
587,Weg::N,зам,لیار
588,Weg::N,харгуй,لیار
589,Straße::N,зам,سړک
590,Straße::N,харгуй,سړک
591,Dorf::N,тосгон,کلی
592,Dorf::N,гацаа,کلی
593,Stadt::N,хот,ښار
594,Brief::N,захидал,لیک
595,Brief::N,захидал,مکتوب
596,Brief::N,захиа,لیک
597,Brief::N,захиа,مکتوب
598,Buch::N,ном,کتاب
599,Buch::N,бичиг,کتاب
600,Buchstabe::N,үсэг,حرف
601,Buchstabe::N,үсэг,توری
602,Zeitung::N,сонин,اخبار
603,Leben::N,амь,ژوند
604,Leben::N,амьдрал,ژوند
605,Tod::N,үхэл,مرګ
606,Tod::N,үхэл,مړینه
607,Grab::N,булш,قبر
608,Grab::N,булш,ډورۍ
609,Kirche::N,сүм,کلیسا
610,Sünde::N,нүгэл,ګناه
611,Sünde::N,хилэнц,ګناه
612,Gott::N,бурхан,خدای
613,Arbeiter::N,ажилчин,کاریګر
614,Arbeiter::N,хөдөлмөрчин,کاریګر
615,Chef::N,дарга,آمر
616,Meister::N,дархан,استاد
617,Arzt::N,эмч,طبیب
618,Arzt::N,эмч,ډاکټر
619,Lehrer::N,багш,معلم
620,Lehrer::N,багш,ښوونکی
621,Geld::N,цаас,پیسې
622,Geld::N,мөнгө,پیسې
623,Geschäft::N,наймаа,سوداګري
624,Laden::N,дэлгүүр,دکان
625,Laden::N,дэлгүүр,مغازه
626,Preis::N,үнэ,بیه
627,Ware::N,таваар,مال
628,Ware::N,бараа,مال
629,Nutzen::N,ашиг,ګټه
630,Reichtum::N,баялаг,شتمني
631,Welt::N,дэлхий,نړۍ
632,Welt::N,дэлхий,دنیا
633,Welt::N,орчлон,نړۍ
634,Welt::N,орчлон,دنیا
635,Land::N,улс,هېواد
636,Land::N,орон,هېواد
637,Staat::N,төр,دولت
638,Staat::N,гүрэн,دولت
639,König::N,ван,باچا
640,König::N,ван,پادشاه
641,Macht::N,засаг,قدرت
642,Grenze::N,хил,حد
643,Grenze::N,хил,سرحد
644,Krieg::N,дайн,جګړه
645,Feind::N,дайсан,دښمن
646,Gewalt::N,хүчирхэх,زور
647,Gewalt::N,хүчирхэх,تشدد
648,Kampf::N,тэмцэл,جنګ
649,Kampf::N,тэмцэл,مبارزه
650,Kampf::N,байлдаан,جنګ
651,Kampf::N,байлдаан,مبارزه
652,Bogen[Waffe]::N,нум,لیندۍ
653,Pfeil::N,годил,غشی
654,Pfeil::N,сум,غشی
655,Gewehr::N,буу,ټوپک
656,Fehler::N,эндэл,خطا
657,Fehler::N,эндэл,غلطي
658,Fehler::N,алдаа,خطا
659,Fehler::N,алдаа,غلطي
660,Lüge::N,худал,دروغ
661,Schaden::N,хор,زیان
662,Schaden::N,хор,تاوان
663,Schaden::N,хөнөөл,زیان
664,Schaden::N,хөнөөл,تاوان
665,Unglück::N,гай,بدبختي
666,Unglück::N,гамшиг,بدبختي
667,Schuld::N,гэм,ګناه
668,Schuld::N,буруу,ګناه
669,Alter::N,нас,منګ
670,Schluss::N,эцэс,اخر
671,Schluss::N,төгсгөл,اخر
672,Zeit::N,цаг,وخت
673,Tag::N,өдөр,ورځ
674,Morgen::N,өглөө,سبا
675,Morgen::N,өглөө,سهار
676,Mittag::N,үд,غرمه
677,Abend::N,үдэш,ماښام
678,Nacht::N,шөнө,شپه
679,Woche::N,долоо хоног,اونۍ
680,Monat::N,сар,مياشت
681,Jahr::N,жил,کال
682,Frühling::N,хавар,پسرلی
683,Sommer::N,зун,دوبی
684,Herbst::N,намар,منی
685,Herbst::N,намар,خزان
686,Winter::N,өвөл,ژمی
687,Januar::N,нэгдүгээр сар,جنوري
688,Februar::N,хоёрдугаар сар,فبروري
689,März::N,гуравдугаар сар,مارچ
690,April::N,дөрөвдүгээр сар,اپریل
691,Mai::N,тавдугаар сар,مې
692,Juni::N,зургаадугаар сар,جون
693,Juli::N,долдугаар сар,جولای
694,August::N,наймдугаар сар,اګست
695,September::N,есдүгээр сар,سپټامبر
696,Oktober::N,аравдугаар сар,اکتوبر
697,November::N,арван нэгдүгээр сар,نومبر
698,Dezember::N,арван хоёрдугаар сар,دسمبر
699,Montag::N,даваа,دوشنبه
700,Dienstag::N,мягмар,سه شنبه
701,Mittwoch::N,лхагва,چارشنبه
702,Donnerstag::N,пүрэв,پنجشنبه
703,Freitag::N,баасан,جمعه
704,Samstag::N,бямба,خالي
705,Sonntag::N,ням,یکشنبه
706,groß::A,их,لوی
707,groß::A,том,لوی
708,klein::A,бага,وړوکی
709,klein::A,жаахан,وړوکی
710,lang::A,урт,اوړد
711,kurz::A,охор,لنډ
712,kurz::A,богино,لنډ
713,breit::A,өргөн,پراخه
714,schmal::A,уйтан,تنګ
715,schmal::A,нарийн,تنګ
716,dicht::A,нягт,ګڼ
717,dicht::A,чигжүү,ګڼ
718,dick[Gegenstand]::A,зузаан,پنډ
719,dünn::A,нимгэн,نری
720,fein::A,нарийн,نازک
721,fest::A,бөх,کلک
722,fest::A,бөх,ټینګ
723,fest::A,хатуу,کلک
724,fest::A,хатуу,ټینګ
725,flach::A,хавтгай,هوار
726,glatt::A,цагаан,ښوی
727,hart::A,хатуу,کلک
728,weich::A,зөөлөн,نرم
729,weich::A,зөөлөн,پوست
730,rund::A,дугуй,ګرد
731,rund::A,дугариг,ګرد
732,spitz::A,шовх,تېره
733,spitz::A,шовгор,تېره
734,scharf::A,хурц,تېز
735,scharf::A,хурц,تېره
736,scharf::A,иртэй,تېز
737,scharf::A,иртэй,تېره
738,stumpf::A,мохоо,پڅ
739,schwer::A,хүнд,دروند
740,schön::A,гуа,ښکلی
741,schön::A,сайхан,ښکلی
742,heiß::A,халуун,تود
743,warm::A,дулаан,تود
744,kalt::A,хүйтэн,ېخ
745,kalt::A,хүйтэн,سوړ
746,kühl::A,сэрүүн,ېخ
747,kühl::A,сэрүүн,سوړ
748,frisch::A,эрүүл,تازه
749,frisch::A,жихүүн,تازه
750,feucht::A,чийгтэй,مرطوب
751,nass::A,нойтон,لوند
752,trocken::A,хатсан,وچ
753,voll::A,дүүрэн,ډک
754,leer::A,хоосон,خالی
755,offen::A,онгорхой,خلاص
756,offen::A,онгорхой,پرانیستی
757,geschlossen::A,битүү,تړلی
758,geschlossen::A,хаалтай,تړلی
759,sauber::A,цэвэр,پاک
760,sauber::A,хиргүй,پاک
761,schmutzig::A,бохир,چټل
762,schmutzig::A,хиртэй,چټل
763,roh::A,түүхий,خام
764,reif::A,болсон,پوخ
765,reif::A,болсон,رسېدلی
766,lecker::A,амттай,خوندور
767,lecker::A,амттай,مزه دار
768,süß::A,амттай,خوږ
