,Concept_ID,lez,ru
802,heulen::V,къув ягъун,выть
803,blasen::V,уф гун,дунуть
804,pfeifen::V,уьфт ягъун,свистеть
805,schreien::V,гьараюн,кричать
806,stöhnen::V,суза авун,стонать
807,zittern::V,зурзун,дрожать
808,leben::V,яшамиш хьун,жить
809,geboren werden::V,хьун,родиться
810,atmen::V,нефес чӏугун,дышать
811,trinken::V,хъун,пить
812,essen::V,тӏуьн,есть
813,essen::V,тӏуьн,кушать
814,schlucken::V,туькьуьнун,глотать
815,müde werden::V,галатун,устать
816,müde werden::V,юргъун хьун,устать
817,einschlafen::V,ксун,заснуть
818,schlafen::V,ксун,спать
819,aufwachen::V,ахварай аватун,проснуться
820,aufstehen::V,къарагъун,встать
821,sich erholen::V,ял ягъун,отдыхать
822,krank werden::V,кефсуз хьун,заболеть
823,krank sein::V,тӏа хьун,болеть
824,schmerzen::V,тӏа хьун,болеть
825,husten::V,уьгьуь ягъун,кашлять
826,genesen::V,сагъ хъхьун,поправиться
827,sterben::V,кьин,умереть
828,umkommen::V,терг хьун,погибнуть
829,sich bewegen::V,юзун,двигаться
830,sich rühren::V,юзун,шевельнуться
831,sich erheben::V,къарагъун,встать
832,sich setzen::V,ацукьун,сесть
833,hinfallen::V,алукьун,упасть
834,laufen::V,къекъуьн,ходить
835,schreiten::V,ккамар къачун,шагать
836,spazierengehen::V,сейр авун,гулять
837,eilen::V,тади авун,спешить
838,sich beeilen::V,гьерекатун,торопиться
839,sausen::V,чкурун,мчаться
840,rennen::V,катун,бегать
841,rennen::V,зверун,бегать
842,springen::V,хкадарун,прыгать
843,klettern::V,акьахун,лазать
844,kriechen::V,капаралди фин,ползать
845,schwimmen::V,сирнав авун,плавать
846,tauchen::V,кьилихъди циз вегьин,нырять
847,rudern::V,кьусуйралди лодка гьалун,грести
848,rudern::V,цуьруьгъуьлдалди кӏватӏун,грести
849,fahren::V,фин,ехать
850,fliegen::V,лув гун,летать
851,fliegen::V,цавай фин,летать
852,gehen::V,фин,идти
853,weggehen::V,хъфин,уйти
854,abfahren::V,фин,отправиться
855,abfahren::V,рекье гьатун,отправиться
856,anhalten::V,акъвазун,остановиться
857,hineingehen::V,гьахьун,входить
858,eintreten::V,гьахьун,войти
859,kommen::V,атун,прийти
860,ankommen::V,атун,прибыть
861,zurückkommen::V,хтун,возвратиться
862,bleiben::V,амукьун,остаться
863,warten::V,гуьзлемишун,ждать
864,erwarten::V,вил алаз акъвазун,ожидать
865,suchen::V,къекъуьн,искать
866,finden::V,жугъун,найти
867,versuchen::V,алахъун,пытаться
868,vorbereiten::V,гьазурун,подготовить
869,lieben::V,кӏан хьун,любить
870,mögen::V,рикӏ ацукьун,любить
871,lachen::V,хъуьруьн,смеяться
872,weinen::V,шехьун,плакать
873,schimpfen::V,сеперар гун,ругаться
874,schimpfen::V,экъуьгъунар авун,ругаться
875,sich ärgern::V,хъел акатун,сердиться
876,sich fürchten::V,кичӏе хьун,бояться
877,fürchten::V,къурхутмиш хьун,бояться
878,fliehen::V,катун,убегать
879,flüchten::V,катун,убежать
880,sehen::V,акун,видеть
881,anschauen::V,вил вегьин,посмотреть
882,ansehen::V,килигун,смотреть
883,hören::V,ван хьун,слышать
884,zuhören::V,яб гун,слушать
885,probieren::V,дад акун,пробовать
886,riechen::V,ни чӏугун,нюхать
887,fühlen::V,гьисс авун,чувствовать
888,frieren::V,кьун,мерзнуть
889,frieren::V,мекьи хьун,мерзнуть
890,tun::V,авун,делать
891,können::V,хьун,мочь
892,können::V,хьун,уметь
893,können::V,акъакьун,мочь
894,können::V,акъакьун,уметь
895,wollen::V,кӏан хьун,хотеть
896,anfangen::V,башламишун,начать
897,beenden::V,куьтягьун,закончить
898,aufhören::V,акъвазун,перестать
899,gelingen::V,арадал атун,удаться
900,geraten::V,акъатун,оказаться
901,öffnen::V,ахъаюн,открыть
902,schließen::V,акьалун,закрыть
903,stellen::V,эцигун,поставить
904,setzen::V,ацукьарун,посадить
905,legen::V,эцигун,класть
906,berühren::V,хкӏурун,трогать
907,verbinden::V,гилигун,связать
908,bedecken::V,кӏевун,покрыть
909,aufhängen::V,куьрсарун,повесить
910,anzünden::V,куькӏуьрун,зажечь
911,aufheben::V,хкажун,поднять
912,zurücklassen::V,тун,оставить
913,verlieren::V,квадарун,потерять
914,fallen lassen::V,авадрун,уронить
915,machen::V,авун,сделать
916,machen::V,кар авун,сделать
917,herstellen::V,расун,изготовить
918,bauen::V,туькӏуьрун,строить
919,reparieren::V,расун,чинить
920,verbessern::V,хъсанрун,улучшить
921,ändern::V,табдил авун,изменить
922,graben::V,эгъуьнун,копать
923,beugen::V,акӏажарун,согнуть
924,beugen::V,кангур авун,согнуть
925,biegen::V,патахъарун,погнуть
926,drehen::V,алчударун,вертеть
927,umdrehen::V,элкъуьрун,перевернуть
928,heben::V,хкажун,поднимать
929,hochheben::V,хкажун,поднять
930,ergreifen::V,агалчна кьун,схватить
931,halten::V,кьун,держать
932,drücken::V,чуькьуьн,нажимать
933,schieben::V,хуртӏ гун,толкать
934,kratzen::V,къадгъунун,скрести
935,lecken::V,мез гун,лизать
936,beißen::V,кӏасун,кусать
937,abreißen::V,галудун,оторвать
938,abschneiden::V,атӏун,отрезать
939,stecken::V,сухун,воткнуть
940,brechen::V,хун,сломать
941,brechen::V,кукӏварун,сломать
942,klopfen::V,тахъ-тахъ авун,стучать
943,hauen::V,ягъун,бить
944,kleben::V,алкӏурун,клеить
945,kleben::V,кукӏурун,клеить
946,reiben::V,тӏушунун,тереть
947,streichen::V,алтадун,намазать
948,schleifen::V,кӏвенкӏв авун,точить
949,schneiden::V,атӏун,резать
950,rütteln::V,къарсурун,шатать
951,schütteln::V,къарсурун,трясти
952,schwenken::V,элягъун,махать
953,schwenken::V,галтадун,махать
954,schütten::V,цун,налить
955,füllen::V,ацӏурун,наполнить
956,einwickeln::V,кутун,завернуть
957,einwickeln::V,элкъуьрун,завернуть
958,tragen::V,тухун,нести
959,schleppen::V,галчӏурун,тащить
960,ziehen::V,ялун,тянуть
961,ziehen::V,чӏугун,тянуть
962,aufbewahren::V,хуьн,хранить
963,werfen::V,гадрун,бросать
964,fangen::V,кьун,ловить
965,packen::V,кьун,схватить
966,verstecken::V,кӏевун,спрятать
967,teilen::V,паюн,разделить
968,schicken::V,ракъурун,посылать
969,bringen::V,гъун,принести
970,hinzufügen::V,алава авун,добавить
971,bekommen::V,къачун,достать
972,bekommen::V,жугъурун,достать
973,erhalten::V,къачун,получить
974,nehmen::V,къачун,взять
975,wählen::V,хкягъун,выбрать
976,auswählen::V,хкягъун,отобрать
977,bewahren::V,хуьн,сохранить
978,behindern::V,манийвал авун,препятствовать
979,verderben::V,чӏурун,испортить
980,beschädigen::V,нукьсанвал гун,повредить
981,zerbrechen::V,хун,разбить
982,zerreißen::V,къазунун,разорвать
983,zerstören::V,чӏурун,разрушить
984,zerstören::V,барбатӏун,разрушить
985,verbrennen::V,ккун,сжечь
986,geben::V,гун,дать
987,reichen::V,вугун,передать
988,reichen::V,гун,передать
989,schenken::V,пишкеш авун,дарить
990,versprechen::V,гаф гун,обещать
991,wünschen::V,дуьа авун,желать
992,loben::V,тариф авун,хвалить
993,küssen::V,темен гун,целовать
994,wiegen::V,эчӏягъун,качать
995,zudecken::V,гьалдун,накрыть
996,wecken::V,ахварай авудун,разбудить
997,zeigen::V,къалурун,показать
998,führen::V,тухун,вести
999,lehren::V,кӏелиз тун,учить
1000,unterrichten::V,тарс гун,преподавать
1001,aufziehen::V,тербия гун,воспитать
1002,aufziehen::V,тербияламишун,воспитать
1003,leiten::V,идара авун,руководить
1004,antreiben::V,тади кутун,подгонять
1005,einladen::V,теклиф авун,пригласить
1006,vereinigen::V,сад авун,объединить
1007,besuchen::V,кьилив атун,посетить
1008,treffen::V,гьалтун,встретить
1009,sich versammeln::V,алтӏушун,собраться
1010,spielen::V,къугъун,играть
1011,singen::V,лугьун,петь
1012,singen::V,мани лугьун,петь
1013,tanzen::V,кьуьл авун,плясать
1014,tanzen::V,кьуьл авун,танцевать
1015,sich trennen::V,къакъатун,расстаться
1016,verlassen::V,гъил къачун,покинуть
1017,retten::V,къутармишун,спасти
1018,bewachen::V,хуьн,охранять
1019,schützen::V,хуьн,уберегать
1020,verteidigen::V,хуьн,защитить
1021,sich schlagen::V,кукӏун,драться
1022,schießen::V,акъатун,стрелять
1023,siegen::V,гъалиб хьун,победить
1024,ärgern::V,хъел гъун,сердить
1025,ärgern::V,хъел кутун,сердить
1026,schlagen::V,ягъун,ударить
1027,schlagen::V,галукьарун,ударить
1028,treten::V,кьуьл къекъягъун,пинать
1029,treten::V,кьуьл эцягъун,пинать
1030,stechen::V,акьадарун,уколоть
1031,stoßen::V,эцягъун,толкнуть
1032,stehlen::V,чуьнуьхун,украсть
1033,stören::V,хкуьрун,помешать
1034,belästigen::V,хкуьрун,надоедать
1035,belästigen::V,азият гун,надоедать
1036,verbergen::V,далдаламишун,скрыть
1037,täuschen::V,алцурарун,обмануть
1038,täuschen::V,алцуррун,обмануть
1039,betrügen::V,алцурарун,смошенничать
1040,betrügen::V,гьарамзадавал авун,смошенничать
1041,töten::V,яна кьин,убить
1042,wohnen::V,дуланмиш хьун,проживать
1043,arbeiten::V,кӏвалахун,работать
1044,arbeiten::V,кӏвалах авун,работать
1045,sammeln::V,кӏватӏун,собрать
1046,pflücken::V,атӏун,рвать
1047,pflücken::V,атӏун,срывать
1048,jagen::V,гъуьрч авун,охотиться
1049,fischen::V,гъетер кьун,рыбачить
1050,fassen::V,кьун,поймать
1051,hüten::V,чӏура хуьн,пасти
1052,treiben::V,гьалун,гнать
1053,anbinden::V,акалун,привязать
1054,füttern::V,ем гун,кормить
1055,melken::V,ацун,доить
1056,hacken::V,куьткуьнун,рубить
1057,gießen::V,яд гун,полить
1058,reifen::V,чурун,созреть
1059,reifen::V,агакьун,созреть
1060,zubereiten::V,гьазурун,приготовить
1061,kochen::V,ругун,варить
1062,backen::V,чурун,печь
1063,braten::V,чурун,жарить
1064,umrühren::V,какадарун,перемешать
1065,stricken::V,хурун,вязать
1066,nähen::V,цун,шить
1067,färben::V,шир ягъун,покрасить
1068,reinigen::V,михьун,очистить
1069,waschen::V,чуьхуьн,стирать
1070,abwischen::V,гуьцӏун,вытереть
1071,spülen::V,экъуьрун,полоскать
1072,fegen::V,шуткун,подметать
1073,kehren::V,кул алтадун,мести
1074,baden::V,эхъуьн,купаться
1075,sich waschen::V,жендек чуьхуьн,мыться
1076,ausziehen::V,хутӏунун,снять
1077,ausziehen::V,галудун,снять
1078,anziehen::V,алукӏун,надеть
1079,sich anziehen::V,алукӏун,одеться
1080,sich anziehen::V,парталар алукӏун,одеться
1081,kämmen::V,эвягъун,причесать
1082,schmücken::V,безетмишун,украсить
1083,schmücken::V,гуьрчегарун,украсить
1084,sagen::V,лугьун,сказать
1085,sprechen::V,рахун,говорить
1086,reden::V,рахун,разговаривать
1087,sich unterhalten::V,ихтилат авун,беседовать
1088,fragen::V,жузун,спросить
1089,bitten::V,тӏалабун,просить
1090,erzählen::V,ахъаюн,рассказать
1091,mitteilen::V,хабар гун,сообщить
1092,nennen::V,тӏвар гун,назвать
1093,rufen::V,эверун,звать
1094,prahlen::V,яцӏу гафар авун,хвастаться
1095,übersetzen::V,таржума авун,перевести
1096,übersetzen::V,гафладун,перевести
1097,denken::V,фикир авун,думать
1098,glauben::V,агъун,верить
1099,bemerken::V,фикир гун,заметить
1100,begreifen::V,гъавурда акьун,понять
1101,begreifen::V,гъавурда акьун,постичь
1102,lernen::V,кӏелун,учиться
1103,wissen::V,чир хьун,знать
1104,wissen::V,чирхьун,знать
1105,sich erinnern an::V,рикӏел хуьн,вспомнить
1106,vergessen::V,рикӏелай фин,забыть
1107,vergessen::V,рикӏелай алатун,забыть
1108,messen::V,алцумун,мерить
1109,zählen::V,гьисабун,считать
1110,rechnen::V,гьисабун,считать
1111,lesen::V,кӏелун,читать
1112,malen::V,кхьин,рисовать
1113,malen::V,шикилар чӏугун,рисовать
1114,zeichnen::V,чӏугун,рисовать
1115,schreiben::V,кхьин,писать
1116,besitzen::V,иеси хьун,иметь
1117,kaufen::V,къачун,купить
1118,kaufen::V,маса къачун,купить
1119,verkaufen::V,гун,продать
1120,verkaufen::V,маса гун,продать
1121,bezahlen::V,къимет гун,заплатить
1122,bezahlen::V,эвезда авун,заплатить
1123,bezahlen::V,гьакъи агакьрун,заплатить
1124,zahlen::V,къимет гун,платить
1125,zahlen::V,эвезда авун,платить
1126,zahlen::V,гьакъи агакьрун,платить
1127,beherrschen::V,иеси хьун,владеть
1128,ertragen::V,таб гун,вытерпеть
1129,Oberschenkel::N,,бедро
1130,Strömung::N,,течение
1131,Moor::N,,болото
1132,Gedächtnis::N,,память
1133,Ski::N,,лыжа
1134,Platte::N,,плита
1135,Leine::N,,поводок
1136,Geschäft::N,,занятие
1137,dick[Gegenstand]::A,,толстый
1138,auf einmal::ADV,,сразу
1139,zurück::ADV,,обратно
1140,wieder::ADV,,опять
1141,wehen::V,,дуть
1142,rauchen::V,,дымить
1143,schaukeln::V,,раскачиваться
1144,rühren::V,,растрогать
1145,scheinen::V,,казаться
1146,zu sehen sein::V,,виднеться
1147,vernehmen::V,,услышать
1148,wenden::V,,повернуть
1149,binden::V,,вязать
1150,lassen::V,,заставить
1151,erkennen::V,,узнать
1152,verstehen::V,,услышать
