,Concept_ID,kv,zh
214,Schwester::N,сой,姐妹
215,Onkel::N,дядь,伯父
216,Tante::N,айӧлӧн сой,阿姨
217,Tante::N,ичинь,阿姨
218,Ehemann::N,жӧник,丈夫
219,Ehefrau::N,инь,妻子
220,Freude::N,гаж,愉快
221,Freude::N,радъялӧм,愉快
222,Gelächter::N,сералӧм,大笑
223,Glück::N,мичлун,运气
224,Kummer::N,шог,苦恼
225,Wunsch::N,мӧдӧм,愿望
226,Wunsch::N,охотитӧм,愿望
227,Lust::N,охота,乐趣
228,Geist::N,лов,精神
229,Gedanke::N,дума,思想
230,Gedächtnis::N,тӧдвыв,记性
231,Verstand::N,вежӧр,理智
232,Sinn::N,ылӧс,感觉
233,Grund::N,мог,理由
234,Wahrheit::N,правда,真理
235,Gespräch::N,сёрни,谈话
236,Märchen::N,сказка,童话
237,Erzählung::N,висьт,故事
238,Nachricht::N,юӧр,消息
239,Nachricht::N,висьталӧм,消息
240,Neuigkeit::N,новость,新闻
241,Name::N,ним,名字
242,Rätsel::N,загадка,谜语
243,Rede::N,сёрни,讲话
244,Sprache::N,кыв,语言
245,Stimme::N,голос,声音
246,Wort::N,кыв,词
247,Zeichen::N,пас,标记
248,Ruf::N,чуксӧм,呼喊
249,Ruf::N,чукӧстӧм,呼喊
250,Lärm::N,шум,噪音
251,Laut::N,шы,响声
252,Ton::N,гор,声音
253,Lied::N,сьыланкыв,歌曲
254,Ruhe::N,спокой,安静
255,Leute::N,йӧз,人们
256,Volk::N,йӧз,人民
257,Volk::N,народ,人民
258,Arbeit::N,удж,劳动
259,Gast::N,гӧсь,客人
260,Geschenk::N,гӧснеч,礼物
261,Geschenk::N,подарок,礼物
262,Spiel::N,орсӧм,游戏
263,Gesellschaft::N,компания,陪同
264,Hilfe::N,отсӧт,帮助
265,Freund::N,модз,朋友
266,Freund::N,дружок,朋友
267,Kamerad::N,тӧдса,同志
268,Angelegenheit::N,дело,事情
269,Anzahl::N,лыд,数目
270,Art::N,пӧлӧс,种类
271,Stück::N,тор,块
272,Teil::N,юкӧм,部分
273,Hälfte::N,джын,一半
274,Kreis::N,круг,圆
275,Kreuz::N,перна,十字架
276,Linie::N,визь,线条
277,Strich::N,кырӧв,划
278,Abstand::N,колас,距离
279,Entfernung::N,ылына,距离
280,Gegend::N,места,地区
281,Platz::N,места,场所
282,Ort::N,места,地点
283,Seite::N,ладор,面
284,Mitte::N,шӧр,中间
285,Gegenstand::N,тор,物品
286,Sache::N,тор,物
287,Rand::N,дор,边
288,Kante::N,ордлы,棱
289,Ecke::N,пельӧс,角
290,Spitze::N,йыв,尖
291,Ende::N,йыв,结尾
292,Loch::N,осьта,洞
293,Winkel::N,пельӧс,角度
294,Muster::N,сер,模型
295,Größe::N,ыжда,大小
296,Länge::N,кузя,长度
297,Höhe::N,сувда,高度
298,Höhe::N,вылына,高度
299,Gewicht::N,сьӧкта,重量
300,Haufen::N,куча,堆
301,Reihe::N,лёдз,行
302,Boot::N,пыж,小船
303,Ruder::N,пелыс,奖
304,Schlitten::N,додь,雪橇
305,Ski::N,лямпа,雪板
306,Lagerfeuer::N,бипур,营火
307,Last::N,тягота,负担
308,Gang::N,мунӧм,行走
309,Schritt::N,вожмӧв,步伐
310,Norden::N,ой,北
311,Süden::N,лун,南
312,Westen::N,рытвыв,西
313,Osten::N,асыв,东
314,Holz::N,пу,木材
315,Brett::N,пӧв,木板
316,Platte::N,плита,平板
317,Stütze::N,пика,支架
318,Stange::N,зор,杆
319,Stange::N,потш,杆
320,Stock::N,бедь,棒
321,Stab::N,шест,棍
322,Rohr::N,труба,管子
323,Haus::N,керку,房屋
324,Heim::N,керку,家
325,Ofen::N,пӧжавны,炉子
326,Fußboden::N,джодж,地板
327,Tisch::N,пызан,桌子
328,Stuhl::N,стул,椅子
329,Wiege::N,зыбка,摇蓝
330,Bett::N,кровать,床
331,Regal::N,джадж,架子
332,Kiste::N,ящик,箱子
333,Fenster::N,ӧшын,窗户
334,Tür::N,ыбӧс,门
335,Tor::N,ворота,大门
336,Zaun::N,забор,篱笆
337,Dach::N,крыша,屋顶
338,Leiter::N,лиснич,梯子
339,Besen::N,рос,扫帚
340,Spaten::N,зыр,铁锹
341,Schaufel::N,зыр,铁锹
342,Gabel::N,вила,叉
343,Löffel::N,пань,食匙
344,Messer::N,пурт,刀
345,Nagel::N,кӧрттув,钉子
346,Netz::N,кыйӧт,网
347,Haken::N,ем,钩子
348,Griff::N,пу,把柄
349,Schloss::N,замок,锁
350,Bild::N,картина,图画
351,Figur::N,мыгӧр,人像
352,Puppe::N,акань,娃娃
353,Beutel::N,мешӧк,袋子
354,Bündel::N,нин,捆
355,Tasche::N,сумка,手提包
356,Eimer::N,ведра,桶
357,Deckel::N,вевт,盖子
358,Geschirr::N,доз,餐具
359,Geschirr::N,бекӧрпань,餐具
360,Sack::N,мешӧк,袋子
361,Tasse::N,бекӧр,杯子
362,Topf::N,кастрюля,锅
363,Kessel::N,пӧрт,水壶
364,Essen::N,сёйӧм,进餐
365,Nahrung::N,вердан,食物
366,Speise::N,сёян,菜肴
367,Fleisch::N,яй,肉
368,Getreide::N,сю,谷物
369,Brei::N,каша,粥
370,Brot::N,нянь,面包
371,Scheibe::N,шӧрӧм,片
372,Fett::N,гос,脂肪
373,Butter::N,ви,黄油
374,Öl::N,ви,油
375,Salz::N,сов,盐
376,Suppe::N,шыд,汤
377,Honig::N,ма,蜂蜜
378,Milch::N,йӧв,奶
379,Tee::N,чай,茶
380,Leder::N,кучик,皮革
381,Wolle::N,гӧн,毛线
382,Stoff::N,дӧра,织物
383,Nadel::N,ем,针
384,Faden::N,сунис,线
385,Knopf::N,кизь,纽扣
386,Knoten::N,узӧв,结
387,Knoten::N,гӧрӧд,结
388,Farbe::N,краска,颜色
389,Kleidung::N,паськӧм,衣服
390,Hemd::N,йӧрнӧс,衬衫
391,Kragen::N,воротник,领子
392,Ärmel::N,сос,袖子
393,Hose::N,вешьян,裤子
394,Gürtel::N,йи,腰带
395,Mütze::N,шапка,帽子
396,Schuh::N,ботинки,鞋
397,Stiefel::N,сапог,靴子
398,Ring::N,чунькытш,戒指
399,Band::N,ленточка,带子
400,Kamm::N,сынан,梳子
401,Spiegel::N,зеркало,镜子
402,Riemen::N,ремень,皮带
403,Schnur::N,гез,绳子
404,Leine::N,повод,皮带
405,Decke::N,одеяло,被子
406,Kissen::N,подушка,软垫
407,Tuch::N,чышьян,巾
408,Handtuch::N,чышкӧт,手巾
409,Kraft::N,прак,力
410,Stärke::N,вын,力量
411,Gesundheit::N,здоровье,健康
412,Krankheit::N,шог,病
413,Schmerz::N,зубыт,痛
414,Wunde::N,рана,伤口
415,Fieber::N,лёк тресся,发烧
416,Fieber::N,кынтан шогӧт,发烧
417,Arznei::N,лекарство,药
418,Brücke::N,пос,桥
419,Brunnen::N,колодец ,井
420,Weide::N,пода йирсян,牧场
421,Pfad::N,туй,小路
422,Weg::N,туй,路
423,Straße::N,туй,街
424,Dorf::N,деревня,村庄
425,Stadt::N,город,城市
426,Brief::N,гижӧт,信
427,Buch::N,книга,书
428,Buchstabe::N,буква,字母
429,Zeitung::N,газета,报纸
430,Leben::N,олан,生命
431,Tod::N,кулӧм,死亡
432,Grab::N,гу,坟墓
433,Kirche::N,вичку,教堂
434,Sünde::N,грек,罪
435,Gott::N,ен,上帝
436,Arbeiter::N,уджалiсь,工人
437,Chef::N,начальник,上司
438,Meister::N,мастер,师傅
439,Arzt::N,врач,医生
440,Lehrer::N,велӧтісь,教师
441,Geld::N,деньга,钱
442,Geschäft::N,удж,交易
443,Laden::N,магазин,商店
444,Preis::N,дон,价格
445,Ware::N,товар,商品
446,Nutzen::N,путь,好处
447,Reichtum::N,богатство,财富
448,Welt::N,му,世界
449,Land::N,страна,国家
450,Staat::N,государство,国家
451,König::N,кан,国王
452,Macht::N,власть,权力
453,Grenze::N,граница,边界
454,Krieg::N,война,战争
455,Feind::N,враг,敌人
456,Kampf::N,нярасьӧм,战斗
457,Kampf::N,вермасьӧм,战斗
458,Bogen[Waffe]::N,лук,弓
459,Pfeil::N,ньӧв,箭
460,Gewehr::N,ружьё,枪
461,Fehler::N,ошибка,错误
462,Lüge::N,ылӧтӧм,谎话
463,Lüge::N,пӧрьялӧм,谎话
464,Schaden::N,лёк,损失
465,Unglück::N,пик,不幸
466,Unglück::N,оказзё,不幸
467,Schuld::N,вина,过错
468,Schluss::N,ком,结束
469,Zeit::N,кад,时间
470,Tag::N,лун,天
471,Morgen::N,асыв,早晨
472,Mittag::N,луншӧр кад,中午
473,Abend::N,рыт,晚上
474,Nacht::N,ой,夜
475,Woche::N,неделя,星期
476,Monat::N,тӧлicь,月
477,Jahr::N,год,年
478,Frühling::N,тулыс,春天
479,Sommer::N,гожум,夏天
480,Herbst::N,ар,秋天
481,Winter::N,тӧв,冬天
482,Januar::N,январ,一月
483,Februar::N,февраль,二月
484,März::N,март,三月
485,April::N,апрель,四月
486,Mai::N,май,五月
487,Juni::N,юнь,六月
488,Juli::N,юль,七月
489,August::N,август,八月
490,September::N,сентяб,九月
491,Oktober::N,октяб,十月
492,November::N,нояб,十一月
493,Dezember::N,декаб,十二月
494,Montag::N,вильлун,星期一
495,Dienstag::N,мӧдӧдзлун,星期二
496,Mittwoch::N,шӧрлун,星期三
497,Donnerstag::N,нёльӧдзлун,星期四
498,Freitag::N,витӧдзлун,星期五
499,Samstag::N,пывсянлун,星期六
500,Sonntag::N,кресення,星期日
501,groß::A,ыджыт,大
502,klein::A,учӧтик,小
503,lang::A,кузь,长
504,kurz::A,дженыт,短
505,breit::A,ота,宽
506,schmal::A,векнит,细长的
507,dicht::A,тшӧк,密
508,dick[Gegenstand]::A,кыз,厚
509,dünn::A,вӧснит,薄
510,fein::A,вӧснит,细小
511,fest::A,крепыт,固体
512,flach::A,лапкӧса,平坦
513,glatt::A,волькыт,光滑
514,hart::A,чӧрыт,硬
515,weich::A,небыт,软
516,rund::A,гӧгрӧса,圆
517,spitz::A,ёся,尖
518,scharf::A,лэчыт,锋利
519,stumpf::A,ныж,钝
520,schwer::A,сьӧкыт,重
521,schön::A,басӧк,美丽
522,heiß::A,жар,烫
523,warm::A,шоныт,暖和
524,kalt::A,кӧдзыт,冷
525,kühl::A,сайкыт,凉
526,frisch::A,виль,新鲜
527,feucht::A,вакодь,潮湿
528,nass::A,ва,湿
529,trocken::A,кӧс,干
530,voll::A,тыра,满
531,leer::A,тыртӧм,空
532,offen::A,оссьӧм,敞开
533,geschlossen::A,игана,关闭
534,geschlossen::A,пӧдана,关闭
535,sauber::A,сӧдз,干净
536,sauber::A,сӧстӧм,干净
537,schmutzig::A,нятьӧсь,肮脏
538,roh::A,путӧм,生
539,reif::A,кисьмалӧм,成熟
540,lecker::A,кӧра ,好吃
541,süß::A,чӧскыт,甜
542,bitter::A,курыт,苦
543,sauer::A,шӧма ,酸
544,hell::A,югыт,亮
545,dunkel::A,пемыт,阴暗
546,schwarz::A,сьӧд,黑
547,weiß::A,чочком,白
548,rot::A,гӧрд,红
549,gelb::A,веж,黄
550,blau::A,лӧз,蓝
551,grün::A,веж,绿
552,grau::A,руд,灰色
553,grau::A,бусӧй,灰色
554,bunt::A,быдрӧма,五彩
555,billig::A,донтӧм,便宜
556,teuer::A,дона,贵
557,wertvoll::A,дона,贵重
558,blind::A,синтӧм,瞎
559,taub::A,пельтӧм,聋
560,kräftig::A,вына,强壮
561,stark::A,вына,强壮
562,schwach::A,некодя,弱
563,fett::A,госа,胖
564,schlank::A,статя,苗条
565,hübsch::A,басӧк,漂亮
566,böse::A,лёк,邪恶
567,dumm::A,бӧбӧв,笨
568,dumm::A,вежӧртӧм,笨
569,faul::A,дыш,懒惰
570,fleißig::A,уджалicь,勤奋
571,geizig::A,жикмӧра,吝啬
572,geizig::A,горшаліcь,吝啬
573,klug::A,авья,聪明
574,klug::A,вежӧра,聪明
575,geschickt::A,кипода,灵巧
576,lieb::A,муса,可爱
577,lieb::A,дзулиньӧй,可爱
578,lustig::A,гажа,快乐
579,sanft::A,лебезнӧй,柔和
580,hungrig::A,тшыг,饥饿
581,krank::A,шогалiсь,患病
582,nackt::A,куш,裸体
583,traurig::A,жугыль,悲哀
584,lebendig::A,ловья,活
585,gut::A,бур,好
586,schlecht::A,умӧль,坏
587,schlimm::A,нештӧм,糟糕
588,alt::A,важ,旧
589,neu::A,виль,新
590,ehemalig::A,вӧвлӧм,以前
591,alt[Lebewesen]::A,года,老
592,alt[Lebewesen]::A,годдэза,老
593,jung::A,том,年轻
594,arm::A,гов,贫穷
595,arm::A,беднӧй,贫穷
596,reich::A,эма,富裕
597,bekannt::A,тӧдса,出名
598,fremd::A,чужӧй,陌生
599,verschieden::A,быдкодь,不同
600,nah::A,матiсь,近
601,fern::A,ылicь,遥远
602,linker::A,шульга,左
603,rechter::A,веськытланись,右
604,anderer::A,мукӧд,别的
605,erster::A,медодзза,第一
606,zweiter::A,кыкӧт,第二
607,dritter::A,куимӧт,第三
608,dritter::A,куимӧдз,第三
609,letzter::A,бӧрья,最后
610,letzter::A,мёдбӧрья,最后
611,auf einmal::ADV,тшӧтш,同时
612,zusammen::ADV,ӧтлаын,一起
613,lange::ADV,дыр,许久
614,plötzlich::ADV,друг,忽然
615,sofort::ADV,тшӧтш,立刻
616,später::ADV,медбӧрын,以后
617,jetzt::ADV,ӧні,现在
618,heute::ADV,талун,今天
619,morgen::ADV,ашын,明天
620,bald::ADV,чожа,即将
621,dann::ADV,сыбӧрын,然后
622,gestern::ADV,тӧн,昨天
623,einst::ADV,ӧтпыр,曾经
624,damals::ADV,сэк,当时
625,damals::ADV,сэки,当时
626,danach::ADV,сэсся,随后
627,vorher::ADV,одзжык,事先
628,zuerst::ADV,наперво,首先
629,einmal::ADV,ӧтпыр,一次
630,manchmal::ADV,мукӧдпыр,有时
631,oft::ADV,-лы-,时常
632,immer::ADV,быдпыр,总是
633,immer::ADV,быдпырся,总是
634,niemals::ADV,некӧр,从未
635,hier::ADV,татӧн,这里
636,hierhin::ADV,татчӧ,到这里
637,von hier::ADV,тасянь,由此
638,dort::ADV,сэтӧн,那里
639,dorthin::ADV,сэтчин,到那里
640,geradeaus::ADV,веськыта,一直往前
641,vorwärts::ADV,одзӧ,向前
642,rückwärts::ADV,бӧр,向后
643,zurück::ADV,бӧр,退后
644,unten::ADV,увтын,下面
645,hinab::ADV,увтас,向下
646,oben::ADV,вевдӧрас,上面
647,hinauf::ADV,вывлань,向上
648,hinauf::ADV,вывланьӧ,向上
649,überall::ADV,быдлан,到处
650,nicht::ADV,ог,不
651,ein wenig::ADV,-ышт,一点儿
652,ein wenig::ADV,невна,一点儿
653,kaum::ADV,ӧдва,几乎不
654,sehr::ADV,вывтi,很
655,so::ADV,сiдз,如此
656,noch::ADV,эшӧ,还
657,nur::ADV,только,只
658,schon::ADV,ни,已经
659,wieder::ADV,бӧра,又
660,vergebens::ADV,весись,
661,vor::PRP,одзас,在...面前
662,hinter::PRP,бӧрӧ,在...背后
663,unter::PRP,увтын,在...下面
664,durch::PRP,пыр,穿过
665,neben::PRP,бокам,在...旁
666,neben::PRP,боксиным,在...旁
667,zwischen::PRP,коласас,在...之间
668,wegen::PRP,понда,由于
669,dies::PRN,эта,这
670,das::PRN,сiя,那
671,alles::PRN,быдӧс,一切
672,ich::PRN,ме,我
673,du::PRN,тэ,你
674,er::PRN,сiя,他
675,wir::PRN,мийӧ,我们
676,ihr::PRN,ті,你们
677,sie::PRN,нія,她
678,was::FPRN,мый,什么
679,wer::FPRN,кин,谁
680,wo::FADV,кытӧн,哪里
681,wohin::FADV,кытчӧ,去哪里
682,wie::FADV,дзик,怎么
683,warum::FADV,мыля,为什么
684,warum::FADV,мыйсянь,为什么
685,wieviel::FNUM,мымда,多少
686,eins::NUM,ӧт,一
687,zwei::NUM,кык,二
688,drei::NUM,куим,三
689,vier::NUM,нёль,四
690,fünf::NUM,вит,五
691,sechs::NUM,квать,六
692,sieben::NUM,сизим,七
693,acht::NUM,кыкьямыс,八
694,neun::NUM,ӧкмыс,九
695,zehn::NUM,дас,十
696,elf::NUM,дасотік,十一
697,zwölf::NUM,даскык,十二
698,zwanzig::NUM,кыкдас,二十
699,dreißig::NUM,куимдас,三十
700,vierzig::NUM,нёльдас,四十
701,fünfzig::NUM,витдас,五十
702,sechzig::NUM,кватьдас,六十
703,siebzig::NUM,сизимдас,七十
704,achtzig::NUM,кыкьямысдас,八十
705,neunzig::NUM,ӧкмысдас,九十
706,hundert::NUM,сто,百
707,tausend::NUM,тысяча,千
708,und::CNJ,и,和
709,und::CNJ,да,和
710,oder::CNJ,или,或者
711,stehen::V,сулавны,站
712,sitzen::V,пукавны,坐
713,liegen::V,куйлыны,躺着
714,hängen::V,ӧшавны,挂着
715,werden::V,лоны,成为
716,passieren::V,аркмыны,发生
717,beginnen::V,петны,开始
718,enden::V,-сь,终止
719,enden::V,бырны,终止
720,wechseln::V,вежсьыны,变迁
721,aufgehen[Sonne]::V,петавны,升起
722,untergehen[Sonne]::V,пуксьыны,下落
723,scheinen[Sonne]::V,югьявны,照射
724,donnern::V,гымавны,打雷
725,wehen::V,пӧлявны,飘扬
726,strömen::V,киссьыны,流
727,fließen::V,визывтны,流动
728,sich drehen::V,бергавны,转动
729,schwanken::V,кӧвьясьны,摇摆
730,schwingen::V,дюттясьны,摇
731,fallen::V,усьны,坠落
732,brennen::V,сотчыны,燃烧
733,rauchen::V,тшынасьны,冒烟
734,regnen::V,зэрны,下雨
735,gefrieren::V,гегдыны,结冰
736,tauen::V,сывны,融化
737,schmelzen::V,сывны,溶化
738,trocknen::V,косьмыны,变干
739,sieden::V,пизьны,煮
740,faulen::V,нёльзьыны,腐烂
741,verfaulen::V,тӧрмыны,腐烂
742,verfaulen::V,сiсьмыны,腐烂
743,reißen::V,косясьны,撕
744,versinken::V,вӧйны,下沉
745,vergehen::V,мунны,流逝
746,erscheinen::V,мыччисьны,出现
747,verschwinden::V,ӧшны,消失
748,sinken::V,ямны,下降
749,abnehmen::V,ямны,减少
750,zunehmen::V,паськавны,增加
751,steigen::V,лэбтiсьны,上升
752,wachsen::V,быдмыны,生长
753,glänzen::V,свиттявны,发光
754,funkeln::V,югйовтлыны,闪烁
755,funkeln::V,югйӧв-керны,闪烁
756,lärmen::V,чавзыны,吵闹
757,läuten::V,диньгыны,响
758,klingeln::V,силькӧтны,按铃
759,klirren::V,жольӧтны,
760,brausen::V,гуасьны,疾驶
761,rauschen::V,кышӧтны,
762,klingen::V,горавны,听起来
763,bellen::V,увтны,吠
764,bellen::V,вувтны,吠
765,heulen::V,уннявны,嗥
766,blasen::V,пӧлявны,吹
767,pfeifen::V,пиксыны,吹口哨
768,schreien::V,айзыны,叫喊
769,stöhnen::V,ойзыны,呻吟
770,stöhnen::V,ружтыны,呻吟
771,zittern::V,легьявны,颤抖
772,leben::V,овны,生存
773,geboren werden::V,шогмыны,出生
774,atmen::V,лолавны,呼吸
775,trinken::V,юны,喝
776,essen::V,сёйны,吃
777,schlucken::V,ньылавны,咽
778,müde werden::V,мыдзны,疲倦
779,einschlafen::V,ланьтны,入睡
780,schlafen::V,узьны,睡觉
781,aufwachen::V,саймыны,睡醒
782,aufwachen::V,пальмыны,睡醒
783,aufstehen::V,сувтны,起床
784,sich erholen::V,шоччисьлыны,休养
785,krank werden::V,моржитны,生病
786,krank sein::V,шогавны,生病
787,krank sein::V,визьӧтны,生病
788,schmerzen::V,висьны,疼痛
789,husten::V,кашляйтны,咳
790,genesen::V,бурдны,痊愈
791,sterben::V,кувны,死
792,umkommen::V,вийсьыны,丧命
793,sich bewegen::V,локны,移动
794,sich bewegen::V,ветлӧтны,移动
795,sich rühren::V,вӧрзьӧтчыны,动弹
796,sich erheben::V,сувтны,站起
797,sich setzen::V,пуксьыны,坐
798,hinfallen::V,пӧрласьны,跌倒
799,laufen::V,мунны,步行
800,schreiten::V,тальччавны,迈步
801,spazierengehen::V,котрасьны,散步
802,eilen::V,тэрмасьны,急忙
803,sich beeilen::V,тэрмасьны,赶快
804,sausen::V,вирдавны-котӧртны,疾驰
805,springen::V,чеччавны,跳
806,klettern::V,кышасьны,攀缘
807,schaukeln::V,чурликасьны,荡秋千
808,kriechen::V,кыскасьны-мунны,爬行
809,schwimmen::V,вартчыны,游泳
810,tauchen::V,сунгисьны ваӧ,潜水
811,rudern::V,сынны,划船
812,fahren::V,мунны,行驶
813,fliegen::V,лэбавны,飞
814,gehen::V,мунны,走
815,weggehen::V,мунны,离去
816,abfahren::V,иньдӧтчыны,出发
817,abfahren::V,мунны,出发
