,Concept_ID,it,la
835,wieder::ADV,di nuovo,rursus
836,vergebens::ADV,invano,frustra
837,vor::PRP,davanti a,ante
838,hinter::PRP,dietro,post
839,unter::PRP,sotto,sub
840,durch::PRP,per,per
841,durch::PRP,attraverso,per
842,neben::PRP,a accanto a,iuxta
843,zwischen::PRP,fra,inter
844,wegen::PRP,a causa di,propter
845,dies::PRN,ciò,hoc
846,dies::PRN,questo,hoc
847,das::PRN,ciò,id
848,das::PRN,quello,id
849,alles::PRN,tutto,omnia
850,ich::PRN,ìo,ego
851,du::PRN,tu,tu
852,er::PRN,lui,is
853,er::PRN,lui,ille
854,er::PRN,egli,is
855,er::PRN,egli,ille
856,wir::PRN,noi,nos
857,ihr::PRN,voi,vos
858,sie::PRN,loro,ii
859,sie::PRN,loro,illi
860,was::FPRN,che,quid
861,was::FPRN,che cosa,quid
862,wer::FPRN,chi,quis
863,wo::FADV,dove,ubi
864,wohin::FADV,dove,quo
865,wie::FADV,come,quomodo
866,warum::FADV,perche,cur
867,wieviel::FNUM,quanto,quantum
868,eins::NUM,uno,unus
869,zwei::NUM,due,duo
870,drei::NUM,tre,tres
871,vier::NUM,quattro,quattuor
872,fünf::NUM,cinque,quinque
873,sechs::NUM,sei,sex
874,sieben::NUM,sette,septem
875,acht::NUM,otto,octo
876,neun::NUM,nove,novem
877,zehn::NUM,dieci,decem
878,elf::NUM,ùndici,undecim
879,zwölf::NUM,dodici,duodecim
880,zwanzig::NUM,venti,viginti
881,dreißig::NUM,trenta,triginta
882,vierzig::NUM,quaranta,quadraginta
883,fünfzig::NUM,cinquanta,quinquaginta
884,sechzig::NUM,sessanta,sexaginta
885,siebzig::NUM,settanta,septuaginta
886,achtzig::NUM,ottanta,octoginta
887,neunzig::NUM,novanta,nonaginta
888,hundert::NUM,cento,centum
889,tausend::NUM,mille,mille
890,und::CNJ,e,et
891,und::CNJ,e,-que
892,oder::CNJ,o,vel
893,stehen::V,stare in piedi,stare
894,sitzen::V,sedere,sedere
895,sitzen::V,stare seduto,sedere
896,liegen::V,giacere,iacere
897,hängen::V,pèndere,pendere
898,hängen::V,èssere appeso,pendere
899,werden::V,farsi,fieri
900,werden::V,diventare,fieri
901,passieren::V,succèdere,accidere
902,beginnen::V,cominciare,incipere
903,enden::V,finire,finem habere
904,enden::V,terminare,finem habere
905,wechseln::V,variare,mutari
906,wechseln::V,cambiare,mutari
907,aufgehen[Sonne]::V,sòrgere,oriri
908,aufgehen[Sonne]::V,spuntare,oriri
909,untergehen[Sonne]::V,tramontare,occidere
910,scheinen[Sonne]::V,splèndere,lucere
911,donnern::V,tonare,tonare
912,wehen::V,soffiare,flare
913,strömen::V,fluire,fluere
914,fließen::V,fluire,manare
915,fließen::V,scorrere,manare
916,sich drehen::V,girarsi,torqueri
917,schwanken::V,oscillare,vacillare
918,schwanken::V,barcollare,vacillare
919,schwingen::V,vibrare,vibrare
920,schwingen::V,oscillare,vibrare
921,fallen::V,cadere,cadere
922,brennen::V,àrdere,ardere
923,brennen::V,bruciare,ardere
924,rauchen::V,fumare,fumare
925,regnen::V,piòvere,pluere
926,gefrieren::V,gelarsi,congelari
927,gefrieren::V,congelarsi,congelari
928,tauen::V,sciògliersi,rorare
929,schmelzen::V,fòndere,liquescere
930,schmelzen::V,sciògliersi,liquescere
931,trocknen::V,asciugarsi,arescere
932,sieden::V,bollire,fervere
933,faulen::V,marcire,putescere
934,verfaulen::V,imputridire,putescere
935,reißen::V,strapparsi,scindi
936,versinken::V,affondare,mergi
937,vergehen::V,passare,praeterire
938,erscheinen::V,apparire,apparere
939,erscheinen::V,comparire,apparere
940,verschwinden::V,sparire,discedere
941,verschwinden::V,scomparire,discedere
942,sinken::V,calare,labi
943,sinken::V,scendere,labi
944,abnehmen::V,diminuire,deminui
945,zunehmen::V,aumentare,augeri
946,steigen::V,salire,augescere
947,steigen::V,montare,augescere
948,wachsen::V,crescere,crescere
949,glänzen::V,splèndere,splendere
950,funkeln::V,brillare,micare
951,funkeln::V,scintillare,micare
952,lärmen::V,strepitare,strepere
953,lärmen::V,fare chiasso,strepere
954,läuten::V,suonare,sonare
955,klingeln::V,suonare,tinnire
956,klirren::V,tintinnare,crepare
957,brausen::V,rombare,saevire
958,brausen::V,rumoreggiare,saevire
959,rauschen::V,frusciare,crepare
960,klingen::V,suonare,sonare
961,bellen::V,latrare,latrare
962,bellen::V,abbaiare,latrare
963,heulen::V,urlare,ululare
964,heulen::V,ululare,ululare
965,blasen::V,soffiare,flare
966,pfeifen::V,fischiare,sibilare
967,schreien::V,gridare,clamare
968,stöhnen::V,gèmere,gemere
969,zittern::V,tremare,tremere
970,zittern::V,tremare,trepidare
971,leben::V,vìvere,vivere
972,geboren werden::V,nàscere,nasci
973,atmen::V,respirare,spirare
974,trinken::V,bere,bibere
975,essen::V,mangiare,edere
976,schlucken::V,inghiottire,devorare
977,müde werden::V,stancarsi,fatigari
978,einschlafen::V,addormentarsi,obdormiscere
979,schlafen::V,dormire,dormire
980,aufwachen::V,svegliarsi,expergisci
981,aufstehen::V,levarsi,exsurgere
982,sich erholen::V,riposarsi,se reficere
983,krank werden::V,ammalarsi,aegrescere
984,krank sein::V,èssere malato,aegrotare
985,schmerzen::V,dolere,dolere
986,husten::V,tossire,tussire
987,genesen::V,guarire,convalescere
988,sterben::V,morire,mori
989,umkommen::V,perire,perire
990,sich bewegen::V,agitarsi,se movere
991,sich rühren::V,muòversi,micare
992,sich erheben::V,alzarsi,surgere
993,sich setzen::V,sedersi,considere
994,hinfallen::V,cadere,cadere
995,laufen::V,camminare,vadere
996,laufen::V,andare a piedi,vadere
997,schreiten::V,andare,gradi
998,schreiten::V,procedere,gradi
999,spazierengehen::V,passeggiare,ambulare
1000,spazierengehen::V,andare a passeggio,ambulare
1001,eilen::V,andare in fretta,properare
1002,sich beeilen::V,affrettarsi,festinare
1003,sausen::V,volare,currere
1004,sausen::V,correre,currere
1005,rennen::V,correre,currere
1006,springen::V,saltare,salire
1007,klettern::V,arrampicarsi,niti
1008,schaukeln::V,fare l'altalena,oscillare
1009,kriechen::V,strisciare,repere
1010,kriechen::V,strisciare,serpere
1011,schwimmen::V,nuotare,nare
1012,schwimmen::V,nuotare,natare
1013,tauchen::V,tuffarsi,mergere
1014,tauchen::V,immèrgersi,mergere
1015,rudern::V,remare,remigare
1016,fahren::V,andare,vehi
1017,fahren::V,viaggiare,vehi
1018,fliegen::V,volare,volare
1019,gehen::V,andare,ire
1020,gehen::V,andare,vadere
1021,weggehen::V,andàrsene,abire
1022,weggehen::V,andàrsene,discedere
1023,weggehen::V,andare via,abire
1024,weggehen::V,andare via,discedere
1025,abfahren::V,partire,proficisci
1026,anhalten::V,fermarsi,consistere
1027,hineingehen::V,entrare,inire
1028,hineingehen::V,entrare,ingredi
1029,eintreten::V,entrare,intrare
1030,kommen::V,venire,venire
1031,ankommen::V,arrivare,advenire
1032,zurückkommen::V,ritornare,revenire
1033,bleiben::V,restare,manere
1034,bleiben::V,rimanere,manere
1035,warten::V,aspettare,opperiri
1036,erwarten::V,attèndere,opperiri
1037,erwarten::V,attèndere,expectare
1038,suchen::V,cercare,quaerere
1039,finden::V,trovare,reperire
1040,versuchen::V,tentare,conari
1041,versuchen::V,tentare,temptare
1042,vorbereiten::V,preparare,parare
1043,lieben::V,amare,amare
1044,mögen::V,piacere a,amare
1045,mögen::V,volere bene a,amare
1046,lachen::V,rìdere,ridere
1047,rühren::V,commuòvere,commovere
1048,weinen::V,piàngere,flere
1049,schimpfen::V,imprecare,increpare
1050,sich ärgern::V,stizzirsi,indignari
1051,sich ärgern::V,arrabbiarsi,indignari
1052,sich fürchten::V,avere paura,vereri
1053,fürchten::V,temere,timere
1054,fliehen::V,fuggire,fugere
1055,flüchten::V,sfuggire,effugere
1056,sehen::V,vedere,videre
1057,anschauen::V,guardare,aspectare
1058,ansehen::V,guardare,spectare
1059,hören::V,udire,audire
1060,hören::V,sentire,audire
1061,zuhören::V,ascoltare,auscultare
1062,probieren::V,degustare,gustare
1063,probieren::V,assaggiare,gustare
1064,riechen::V,sentire,olfacere
1065,fühlen::V,sentire,sentire
1066,scheinen::V,parere,videri
1067,scheinen::V,sembrare,videri
1068,zu sehen sein::V,vedersi,conspici
1069,vernehmen::V,sentire,comperire
1070,vernehmen::V,percepire,comperire
1071,frieren::V,aver freddo,algere
1072,tun::V,fare,facere
1073,können::V,sapere,posse
1074,wollen::V,volere,velle
1075,anfangen::V,iniziare,incipere
1076,anfangen::V,cominciare,incipere
1077,beenden::V,finire,finire
1078,beenden::V,terminare,finire
1079,aufhören::V,finire,desistere
1080,aufhören::V,cessare,desistere
1081,gelingen::V,riuscire,contingere
1082,geraten::V,stare,evenire
1083,öffnen::V,aprire,aperire
1084,schließen::V,chiùdere,claudere
1085,stellen::V,porre,sistere
1086,stellen::V,mettere,sistere
1087,setzen::V,porre,ponere
1088,setzen::V,mettere,ponere
1089,legen::V,posare,ponere
1090,legen::V,mettere,ponere
1091,berühren::V,toccare,tangere
1092,verbinden::V,unire,iungere
1093,verbinden::V,congiùngere,iungere
1094,bedecken::V,coprire,tegere
1095,bedecken::V,coprire,operire
1096,bedecken::V,ricoprire,tegere
1097,bedecken::V,ricoprire,operire
1098,aufhängen::V,attaccare,suspendere
1099,anzünden::V,accèndere,accendere
1100,anzünden::V,accèndere,inflammare
1101,anzünden::V,incendiare,accendere
1102,anzünden::V,incendiare,inflammare
1103,aufheben::V,raccògliere,tollere
1104,zurücklassen::V,lasciare,relinquere
1105,zurücklassen::V,lasciare indietro,relinquere
1106,verlieren::V,pèrdere,perdere
1107,verlieren::V,pèrdere,amittere
1108,fallen lassen::V,lasciare cadere,dimittere
1109,machen::V,fare,facere
1110,herstellen::V,produrre,fabricare
1111,herstellen::V,fabbricare,fabricare
1112,bauen::V,costruire,construere
1113,reparieren::V,riparare,reparare
1114,verbessern::V,migliorare,emendare
1115,ändern::V,mutare,mutare
1116,ändern::V,cambiare,mutare
1117,graben::V,scavare,fodere
1118,beugen::V,chinare,flectere
1119,beugen::V,flettere,flectere
1120,biegen::V,tòrcere,curvare
1121,drehen::V,girare,torquere
1122,wenden::V,girare,vertere
1123,wenden::V,voltare,vertere
1124,umdrehen::V,rivoltare,convertere
1125,heben::V,levare,tollere
1126,hochheben::V,levare,levare
1127,hochheben::V,sollevare,levare
1128,ergreifen::V,afferrare,capessere
1129,halten::V,tenere,tenere
1130,drücken::V,premere,premere
1131,schieben::V,spìngere,promovere
1132,kratzen::V,grattare,radere
1133,kratzen::V,graffiare,radere
1134,lecken::V,leccare,lambere
1135,beißen::V,mòrdere,mordere
1136,abreißen::V,staccarsi,avellere
1137,abreißen::V,strapparsi,avellere
1138,abschneiden::V,tagliare,desecare
1139,binden::V,legare,ligare
1140,binden::V,bendare,ligare
1141,stecken::V,ficcare,inserere
1142,brechen::V,rompere,rumpere
1143,klopfen::V,bàttere,pultare
1144,hauen::V,picchiare,ferire
1145,kleben::V,incollare,agglutinare
1146,reiben::V,fregare,terere
1147,streichen::V,spalmare,oblinere
1148,schleifen::V,arrotare,acuere
1149,schneiden::V,tagliare,secare
1150,rütteln::V,scuòtere,quassare
1151,schütteln::V,agitare,quatere
1152,schütteln::V,scuòtere,quatere
1153,schwenken::V,agitare,ventilare
1154,schwenken::V,sventolare,ventilare
1155,schütten::V,versare,fundere
1156,füllen::V,riempire,complere
1157,einwickeln::V,involtare,involvere
1158,tragen::V,portare,ferre
1159,tragen::V,portare,portare
1160,schleppen::V,trainare,pertrahere
1161,schleppen::V,trascinare,pertrahere
1162,ziehen::V,tirare,trahere
1163,aufbewahren::V,custodire,asservare
1164,aufbewahren::V,conservare,asservare
1165,werfen::V,gettare,iacere
1166,werfen::V,lanciare,iacere
1167,fangen::V,prèndere,capere
1168,fangen::V,acchiappare,capere
1169,packen::V,pigliare,capessere
1170,packen::V,afferrare,capessere
1171,verstecken::V,nascondere,abdere
1172,teilen::V,divìdere,partiri
1173,teilen::V,divìdere,dividere
1174,schicken::V,inviare,mittere
1175,bringen::V,portare,apportare
1176,bringen::V,apportare,apportare
1177,hinzufügen::V,aggiùngere,addere
1178,bekommen::V,ricevere,adipisci
1179,erhalten::V,ricevere,accipere
1180,nehmen::V,prèndere,sumere
1181,wählen::V,elèggere,eligere
1182,wählen::V,scegliere,eligere
1183,auswählen::V,scegliere,deligere
1184,bewahren::V,conservare,conservare
1185,behindern::V,impedire,impedire
1186,verderben::V,guastare,corrumpere
1187,beschädigen::V,danneggiare,laedere
1188,zerbrechen::V,rompere,rumpere
1189,zerbrechen::V,rompere,frangere
1190,zerbrechen::V,spezzare,rumpere
1191,zerbrechen::V,spezzare,frangere
1192,zerreißen::V,stracciare,discindere
1193,zerstören::V,distrùggere,delere
1194,verbrennen::V,bruciare,urere
1195,verbrennen::V,bruciare,cremare
1196,geben::V,dare,dare
1197,reichen::V,pòrgere,praebere
1198,schenken::V,regalare,donare
1199,schenken::V,regalare,largiri
1200,versprechen::V,promettere,polliceri
1201,versprechen::V,promettere,promittere
1202,wünschen::V,augurare,
1203,loben::V,lodare,laudare
1204,küssen::V,baciare,osculari
1205,wiegen::V,cullare,
1206,wiegen::V,dondolare,
1207,zudecken::V,coprire,tegere
1208,wecken::V,svegliare,excitare
1209,zeigen::V,indicare,monstrare
1210,führen::V,guidare,ducere
1211,führen::V,condurre,ducere
1212,lehren::V,insegnare,docere
1213,unterrichten::V,istruire,instituere
1214,unterrichten::V,insegnare,instituere
1215,aufziehen::V,allevare,nutrire
1216,leiten::V,avviare,ducere
1217,leiten::V,dirìgere,ducere
1218,antreiben::V,incitare,incitare
1219,lassen::V,fare,iubere
1220,einladen::V,invitare,invitare
1221,vereinigen::V,unire,coniungere
1222,besuchen::V,visitare,visere
1223,besuchen::V,far vìsita a,visere
1224,treffen::V,incontrare,convenire
1225,sich versammeln::V,rinunirsi,convenire
1226,spielen::V,giocare,ludere
1227,singen::V,cantare,cantare
1228,tanzen::V,danzare,saltare
1229,sich trennen::V,separarsi,digredi
1230,sich trennen::V,separarsi,discedere
1231,verlassen::V,lasciare,deserere
1232,verlassen::V,lasciare,relinquere
1233,verlassen::V,abbandonare,deserere
1234,verlassen::V,abbandonare,relinquere
1235,retten::V,salvare,servare
1236,bewachen::V,custodire,custodire
1237,schützen::V,protèggere,tueri
1238,schützen::V,protèggere,tutari
1239,verteidigen::V,difèndere,defendere
1240,sich schlagen::V,bàttersi,luctari
1241,schießen::V,sparare,iaculari
1242,siegen::V,vìncere,vincere
1243,ärgern::V,stizzire,irritare
1244,schlagen::V,bàttere,ferire
1245,treten::V,calciare,calcare
1246,stechen::V,pùngere,pungere
1247,stoßen::V,urtare,tundere
1248,stoßen::V,spìngere,tundere
1249,stehlen::V,rubare,furari
1250,stören::V,disturbare,turbare
1251,belästigen::V,molestare,obtundere
1252,belästigen::V,importunare,obtundere
1253,verbergen::V,celare,celare
1254,verbergen::V,celare,occultare
1255,verbergen::V,nascondere,celare
1256,verbergen::V,nascondere,occultare
1257,täuschen::V,ingannare,fallere
1258,betrügen::V,frodare,fraudare
1259,betrügen::V,truffare,fraudare
1260,töten::V,uccìdere,necare
1261,töten::V,uccìdere,caedere
1262,wohnen::V,abitare,habitare
1263,arbeiten::V,lavorare,laborare
1264,sammeln::V,raccògliere,colligere
1265,sammeln::V,collezionare,colligere
1266,pflücken::V,cògliere,carpere
1267,jagen::V,cacciare,venari
1268,fischen::V,pescare,piscari
1269,fassen::V,catturare,capere
1270,fassen::V,acchiappare,capere
1271,hüten::V,pascolare,custodire
1272,treiben::V,spìngere,agere
1273,anbinden::V,legare,alligare
1274,anbinden::V,attaccare,alligare
1275,füttern::V,dar da mangiare a,nutrire
1276,melken::V,mùngere,mulgere
1277,hacken::V,tritare,findere
1278,hacken::V,spaccare,findere
1279,gießen::V,annaffiare,rigare
1280,reifen::V,maturare,maturescere
1281,zubereiten::V,preparare,apparare
1282,kochen::V,cuòcere,coquere
1283,backen::V,cuòcere,coquere
1284,backen::V,cuòcere al forno,coquere
1285,braten::V,frìggere,torrere
1286,braten::V,arrostire,torrere
1287,umrühren::V,mescolare,commovere
1288,stricken::V,llavorare a maglia,texere
1289,nähen::V,cucire,suere
1290,färben::V,tìngere,tingere
1291,reinigen::V,pulire,purgare
1292,reinigen::V,nettare,purgare
1293,waschen::V,lavare,lavare
1294,abwischen::V,asciugare,abstergere
1295,spülen::V,lavare,perluere
1296,spülen::V,sciacquare,perluere
1297,fegen::V,spazzare,verrere
1298,kehren::V,spazzare,purgare
1299,baden::V,bagnarsi,lavari
1300,baden::V,fare il bagno,lavari
1301,sich waschen::V,lavarsi,lavari
1302,ausziehen::V,tògliersi,exuere
1303,anziehen::V,mettersi,induere
1304,anziehen::V,indossare,induere
1305,sich anziehen::V,vestirsi,vestiri
1306,kämmen::V,pettinare,pectere
1307,schmücken::V,ornare,ornare
1308,schmücken::V,ornare,decorare
1309,schmücken::V,decorare,ornare
1310,schmücken::V,decorare,decorare
1311,sagen::V,dire,dicere
1312,sprechen::V,parlare,fari
1313,reden::V,parlare,loqui
1314,sich unterhalten::V,conversare,colloqui
1315,sich unterhalten::V,conversare,disputare
1316,fragen::V,chièdere,rogare
1317,fragen::V,chièdere,quaerere
1318,fragen::V,domandare,rogare
1319,fragen::V,domandare,quaerere
1320,bitten::V,pregare,orare
1321,bitten::V,pregare,rogare
1322,erzählen::V,narrare,narrare
1323,erzählen::V,raccontare,narrare
1324,mitteilen::V,comunicare,communicare
1325,nennen::V,nominare,appellare
1326,rufen::V,chiamare,vocare
1327,prahlen::V,vantarsi,gloriari
1328,übersetzen::V,tradurre,vertere
1329,denken::V,pensare,cogitare
1330,glauben::V,credere,credere
1331,bemerken::V,notare,animadvertere
1332,bemerken::V,osservare,animadvertere
1333,erkennen::V,riconoscere,cognoscere
1334,begreifen::V,capire,comprehendere
1335,begreifen::V,comprèndere,comprehendere
1336,verstehen::V,intèndere,intellegere
1337,verstehen::V,comprèndere,intellegere
1338,lernen::V,imparare,discere
1339,lernen::V,apprèndere,discere
1340,wissen::V,sapere,scire
1341,sich erinnern an::V,ricordare,meminisse
1342,sich erinnern an::V,ricordarsi di,meminisse
1343,vergessen::V,dimenticare,oblivisci
1344,messen::V,misurare,metiri
1345,zählen::V,contare,numerare
1346,rechnen::V,contare,reri
1347,rechnen::V,contare,calculare
1348,rechnen::V,calcolare,reri
1349,rechnen::V,calcolare,calculare
1350,lesen::V,lèggere,legere
1351,malen::V,dipìngere,pingere
1352,zeichnen::V,disegnare,scribere
1353,schreiben::V,scrìvere,scribere
1354,besitzen::V,possedere,possidere
1355,kaufen::V,comprare,emere
1356,kaufen::V,acquistare,emere
1357,verkaufen::V,vendere,vendere
1358,bezahlen::V,pagare,pendere
1359,zahlen::V,pagare,solvere
1360,beherrschen::V,dominare,regere
1361,beherrschen::V,dominare,imperare
1362,ertragen::V,sopportare,tolerare
1363,ertragen::V,sopportare,sustinere
