,Concept_ID,fi,he
177,Adler::N,kotka,עיט
178,Ente::N,ankka,ברוז
179,Eule::N,pöllö,ינשוף
180,Kranich::N,kurki,עגור
181,Kranich::N,kurki,כרוכיה
182,Krähe::N,varis,עורב
183,Kuckuck::N,käki,קוקיה
184,Schwan::N,joutsen,ברבור
185,Fisch::N,kala,דג
186,Barsch::N,ahven,אוקונוס
187,Hecht::N,hauki,זאב הים
188,Schlange[Tier]::N,käärme,נחש
189,Wurm::N,mato,תולעת
190,Spinne::N,hämähäkki,עכביש
191,Ameise::N,muurahainen,נמלה
192,Laus::N,täi,כנה
193,Mücke::N,sääski,יתוש
194,Mücke::N,hyttynen,יתוש
195,Fliege::N,kärpänen,זבוב
196,Schmetterling::N,perhonen,פרפר
197,Beere::N,marja,ענבה
198,Apfel::N,omena,תפוח
199,Pilz::N,sieni,פטריה
200,Zwiebel::N,sipuli,בצל
201,Saat::N,siemenet,זרעים
202,Korn::N,jyvä,גרעין
203,Korn::N,vilja,גרעין
204,Heu::N,heinä,חציר
205,Schale::N,kuori,קלפה
206,Grube::N,kuoppa,בור
207,Grube::N,kuoppa,שוחה
208,Falle::N,loukku,מלכדת
209,Schlinge::N,ansa,לולאה
210,Spur::N,jälki,עקבה
211,Asche::N,tuhka,אפר
212,Dreck::N,lika,זהמה
213,Eisen::N,rauta,ברזל
214,Gold::N,kulta,זהב
215,Silber::N,hopea,כסף
216,Kohle::N,hiili,פחם
217,Glas::N,lasi,זכוכית
218,Lehm::N,savi,חרסית
219,Sand::N,hiekka,חול
220,Mensch::N,ihminen,אדם
221,Mann::N,mies,איש
222,Mann::N,mies,גבר
223,Frau::N,nainen,אשה
224,Frau::N,nainen,גברת
225,Kind::N,lapsi,ילד
226,Junge::N,poika,ילד
227,Mädchen::N,tyttö,נערה
228,Familie::N,perhe,משפחה
229,Großvater::N,isoisä,סבא
230,Großmutter::N,isoäiti,סבתא
231,Eltern::N,vanhemmat,הורים
232,Vater::N,isä,אב
233,Mutter::N,äiti,אם
234,Sohn::N,poika,בן
235,Tochter::N,tytär,בת
236,Bruder::N,veli,אח
237,Schwester::N,sisko,אחות
238,Onkel::N,eno,דוד
239,Onkel::N,setä,דוד
240,Tante::N,täti,דודה
241,Ehemann::N,mies,איש
242,Ehemann::N,mies,בעל
243,Ehemann::N,aviomies,איש
244,Ehemann::N,aviomies,בעל
245,Ehefrau::N,vaimo,אשה
246,Ehefrau::N,aviovaimo,אשה
247,Freude::N,ilo,שמחה
248,Freude::N,riemu,שמחה
249,Gelächter::N,nauru,צחוק
250,Glück::N,onni,אשר
251,Kummer::N,suru,יגון
252,Kummer::N,suru,עגמה
253,Kummer::N,murhe,יגון
254,Kummer::N,murhe,עגמה
255,Wunsch::N,toive,אחול
256,Wunsch::N,toive,משאלה
257,Wunsch::N,toivomus,אחול
258,Wunsch::N,toivomus,משאלה
259,Lust::N,himo,חשק
260,Lust::N,himo,תשוקה
261,Geist::N,henki,רוח
262,Gedanke::N,aate,מחשבה
263,Gedanke::N,ajatus,מחשבה
264,Gedächtnis::N,muisti,זכרון
265,Verstand::N,äly,שכל
266,Verstand::N,järki,שכל
267,Verstand::N,ymmärrys,שכל
268,Sinn::N,merkitys,מובן
269,Sinn::N,merkitys,משמעות
270,Grund::N,syy,סבה
271,Grund::N,peruste,סבה
272,Wahrheit::N,tosi,אמת
273,Wahrheit::N,totuus,אמת
274,Gespräch::N,puhelu,דיון
275,Gespräch::N,keskustelu,דיון
276,Märchen::N,satu,אגדה
277,Erzählung::N,tarina,ספור
278,Erzählung::N,kertomus,ספור
279,Nachricht::N,tieto,ידיעה
280,Nachricht::N,ilmoitus,ידיעה
281,Neuigkeit::N,uutinen,חדשה
282,Name::N,nimi,שם
283,Rätsel::N,arvoitus,תעלומה
284,Rede::N,puhe,נאום
285,Sprache::N,kieli,לשון
286,Stimme::N,ääni,קול
287,Wort::N,sana,מלה
288,Zeichen::N,merkki,סימן
289,Ruf::N,kutsu,קריאה
290,Lärm::N,melu,רעש
291,Lärm::N,hälinä,רעש
292,Laut::N,ääni,הגה
293,Ton::N,sävel,צליל
294,Lied::N,laulu,שיר
295,Ruhe::N,lepo,שלוה
296,Ruhe::N,rauha,שלוה
297,Leute::N,väki,אנשים
298,Leute::N,ihmiset,אנשים
299,Volk::N,kansa,עם
300,Arbeit::N,työ,עבודה
301,Gast::N,vieras,אורח
302,Geschenk::N,lahja,מתנה
303,Spiel::N,peli,משחק
304,Spiel::N,leikki,משחק
305,Gesellschaft::N,seura,חברה
306,Hilfe::N,apu,עזרה
307,Freund::N,ystävä,חבר
308,Freund::N,ystävä,ידיד
309,Kamerad::N,toveri,רע
310,Angelegenheit::N,asia,ענין
311,Anzahl::N,lukumäärä,מספר
312,Art::N,laji,סוג
313,Stück::N,pala,חתיכה
314,Stück::N,kappale,חתיכה
315,Teil::N,osa,פרק
316,Hälfte::N,puoli,חצי
317,Kreis::N,ympyrä,מעגל
318,Kreuz::N,risti,צלב
319,Linie::N,viiva,קו
320,Strich::N,piirto,קו קצר
321,Abstand::N,väli,מרחק
322,Abstand::N,väljyys,מרחק
323,Entfernung::N,etäisyys,מרחק
324,Gegend::N,seutu,נוף
325,Platz::N,tila,שטח
326,Ort::N,kohta,אתר
327,Ort::N,kohta,מקום
328,Ort::N,paikka,אתר
329,Ort::N,paikka,מקום
330,Seite::N,sivu,צד
331,Seite::N,kylki,צד
332,Mitte::N,keskus,אמצע
333,Mitte::N,puoliväli,אמצע
334,Gegenstand::N,kalu,אוביקט
335,Gegenstand::N,esine,אוביקט
336,Sache::N,asia,דבר
337,Rand::N,ääri,פרור
338,Rand::N,syrjä,פרור
339,Kante::N,särmä,קצה
340,Ecke::N,nurkka,פנה
341,Spitze::N,terä,קצה
342,Spitze::N,kärki,קצה
343,Ende::N,pää,סוף
344,Ende::N,perä,סוף
345,Loch::N,kolo,חר
346,Loch::N,reikä,חר
347,Winkel::N,kulma,פנה
348,Muster::N,kuvio,תבנית
349,Größe::N,koko,גדל
350,Größe::N,suuruus,גדל
351,Länge::N,pituus,ארך
352,Höhe::N,korkeus,קומה
353,Höhe::N,korkeus,גבה
354,Gewicht::N,paino,משקל
355,Menge::N,määrä,כמות
356,Haufen::N,kasa,ערמה
357,Reihe::N,rivi,רצף
358,Boot::N,vene,סירה
359,Ruder::N,airo,משוט
360,Schlitten::N,reki,מזחלת
361,Schlitten::N,kelkka,מזחלת
362,Ski::N,suksi,מגלשים
363,Lagerfeuer::N,nuotio,מדורה
364,Last::N,kuorma,משא
365,Gang::N,kulku,הליכה
366,Gang::N,käynti,הליכה
367,Schritt::N,askel,צעד
368,Norden::N,pohjoinen,צפון
369,Süden::N,etelä,דרום
370,Westen::N,länsi,מערב
371,Osten::N,itä,מזרח
372,Holz::N,puu,עץ
373,Brett::N,lauta,קרש
374,Platte::N,levy,לוח
375,Stütze::N,noja,משען
376,Stange::N,tanko,מוט
377,Stock::N,keppi,מקל
378,Stab::N,sauva,מוט
379,Stab::N,seiväs,מוט
380,Rohr::N,putki,צנור
381,Haus::N,talo,בית
382,Heim::N,koti,בית
383,Ofen::N,uuni,תנור
384,Fußboden::N,lattia,רצפה
385,Tisch::N,pöytä,שלחן
386,Stuhl::N,tuoli,כסא
387,Wiege::N,kehto,ערש
388,Bett::N,sänky,מטה
389,Regal::N,hylly,מדף
390,Kiste::N,arkku,תבה
391,Kiste::N,arkku,ארגז
392,Kiste::N,kirstu,תבה
393,Kiste::N,kirstu,ארגז
394,Kiste::N,laatikko,תבה
395,Kiste::N,laatikko,ארגז
396,Fenster::N,ikkuna,חלון
397,Tür::N,ovi,דלת
398,Tor::N,portti,שער
399,Zaun::N,aita,גדר
400,Dach::N,katto,גג
401,Leiter::N,tikkaat,סלם
402,Leiter::N,tikapuut,סלם
403,Besen::N,luuta,מטאטא
404,Spaten::N,lapio,את
405,Schaufel::N,lapio,את
406,Gabel::N,haarukka,מזלג
407,Löffel::N,lusikka,כף
408,Messer::N,veitsi,סכין
409,Nagel::N,naula,מסמר
410,Netz::N,verkko,רשת
411,Haken::N,haka,וו
412,Haken::N,haka,קרס
413,Haken::N,koukku,וו
414,Haken::N,koukku,קרס
415,Griff::N,ripa,ידית
416,Griff::N,kahva,ידית
417,Schloss::N,lukko,מנעול
418,Bild::N,kuva,תמונה
419,Figur::N,kuvio,פסל
420,Puppe::N,nukke,בבה
421,Beutel::N,pussi,שק
422,Bündel::N,nippu,צרור
423,Bündel::N,kimppu,צרור
424,Tasche::N,laukku,שקית
425,Eimer::N,sanko,דלי
426,Eimer::N,ämpäri,דלי
427,Deckel::N,kansi,מכסה
428,Geschirr::N,astia,כלים
429,Sack::N,säkki,שק
430,Tasse::N,kuppi,ספל
431,Topf::N,pata,סיר
432,Kessel::N,kattila,קנקן
433,Essen::N,syönti,אכל
434,Essen::N,syönti,ארוחה
435,Nahrung::N,ruoka,הזנה
436,Nahrung::N,ruoka,תזונה
437,Nahrung::N,ravinto,הזנה
438,Nahrung::N,ravinto,תזונה
439,Speise::N,ruoka,מאכל
440,Speise::N,ruoka,ארוחה
441,Fleisch::N,liha,בשר
442,Getreide::N,vilja,דגן
443,Brei::N,puuro,מחית
444,Brot::N,leipä,לחם
445,Scheibe::N,viipale,עגול
446,Scheibe::N,viipale,פרוסה
447,Fett::N,rasva,שמן
448,Butter::N,voi,חמאה
449,Öl::N,öljy,שמן
450,Salz::N,suola,מלח
451,Suppe::N,keitto,מרק
452,Honig::N,hunaja,דבש
453,Milch::N,maito,חלב
454,Tee::N,tee,תה
455,Leder::N,nahka,עור
456,Wolle::N,villa,צמר
457,Stoff::N,kangas,בד
458,Stoff::N,kangas,אריג
459,Nadel::N,neula,מחט
460,Faden::N,lanka,חוט
461,Knopf::N,nappi,כפתור
462,Knoten::N,solmu,קשר
463,Farbe::N,maali,צבע
464,Kleidung::N,vaatteet,בגדים
465,Hemd::N,paita,חלצה
466,Kragen::N,kaulus,צוארון
467,Ärmel::N,hiha,שרוול
468,Hose::N,housut,מכנסים
469,Gürtel::N,vyö,חגורה
470,Mütze::N,lakki,כובע
471,Schuh::N,kenkä,נעל
472,Stiefel::N,saapas,מגף
473,Ring::N,sormus,טבעת
474,Band::N,nauha,סרט
475,Kamm::N,kampa,מסרק
476,Spiegel::N,peili,מראה
477,Riemen::N,hihna,רצועה
478,Schnur::N,naru,חבל
479,Schnur::N,nuora,חבל
480,Leine::N,talutushihna,מושכות
481,Decke::N,peite,שמיכה
482,Kissen::N,tyyny,כרית
483,Kissen::N,pielus,כרית
484,Tuch::N,huivi,צעיף
485,Handtuch::N,pyyheliina,מגבת
486,Kraft::N,väki,כוח
487,Kraft::N,voima,כוח
488,Stärke::N,vahvuus,און
489,Gesundheit::N,terveys,בריאות
490,Krankheit::N,tauti,מחלה
491,Krankheit::N,sairaus,מחלה
492,Schmerz::N,kipu,כאב
493,Schmerz::N,särky,כאב
494,Wunde::N,haava,פציעה
495,Fieber::N,kuume,חם
496,Arznei::N,lääke,תרופה
497,Brücke::N,silta,גשר
498,Brunnen::N,kaivo,באר
499,Weide::N,laidun,אחו
500,Weide::N,laidun,מרעה
501,Pfad::N,polku,שביל
502,Pfad::N,polku,מדרכה
503,Weg::N,tie,דרך
504,Straße::N,katu,כביש
505,Dorf::N,kylä,כפר
506,Stadt::N,kaupunki,עיר
507,Brief::N,kirje,מכתב
508,Buch::N,kirja,ספר
509,Buchstabe::N,kirjain,אות
510,Zeitung::N,lehti,עתון
511,Zeitung::N,sanomalehti,עתון
512,Leben::N,elo,חיים
513,Leben::N,elämä,חיים
514,Tod::N,kuolema,מות
515,Grab::N,hauta,קבר
516,Kirche::N,kirkko,כנסיה
517,Sünde::N,synti,חטא
518,Gott::N,jumala,אל
519,Arbeiter::N,työläinen,פועל
520,Chef::N,päällikkö,ראש
521,Chef::N,päällikkö,מנהל
522,Meister::N,mestari,ממחה
523,Arzt::N,lääkäri,רופא
524,Lehrer::N,opettaja,מורה
525,Geld::N,raha,כסף
526,Geschäft::N,liike,עסקה
527,Laden::N,puoti,חנות
528,Laden::N,kauppa,חנות
529,Preis::N,hinta,מחיר
530,Ware::N,tavara,סחורה
531,Nutzen::N,hyöty,תועלת
532,Reichtum::N,rikkaus,עשר
533,Welt::N,maailma,עולם
534,Land::N,maa,ארץ
535,Staat::N,valtio,מדינה
536,König::N,kuningas,מלך
537,Macht::N,mahti,כוח
538,Grenze::N,raja,גבול
539,Krieg::N,sota,מלחמה
540,Feind::N,vihollinen,אויב
541,Gewalt::N,väkivalta,אלימות
542,Kampf::N,taistelu,קרב
543,Kampf::N,taistelu,לחימה
544,Bogen[Waffe]::N,jousi,קשת
545,Pfeil::N,nuoli,חץ
546,Gewehr::N,kivääri,רובה
547,Fehler::N,vika,טעות
548,Fehler::N,virhe,טעות
549,Lüge::N,valhe,שקר
550,Schaden::N,vaurio,נזק
551,Schaden::N,vahinko,נזק
552,Unglück::N,vahinko,מזל רע
553,Unglück::N,onnettomuus,מזל רע
554,Schuld::N,syy,אשמה
555,Alter::N,ikä,גיל
556,Schluss::N,loppu,סיום
557,Zeit::N,aika,זמן
558,Tag::N,päivä,יום
559,Morgen::N,aamu,בקר
560,Morgen::N,huomen,בקר
561,Mittag::N,keskipäivä,צהרים
562,Abend::N,ilta,ערב
563,Nacht::N,yö,לילה
564,Woche::N,viikko,שבוע
565,Monat::N,kuukausi,חדש
566,Jahr::N,vuosi,שנה
567,Frühling::N,kevät,אביב
568,Sommer::N,kesä,קיץ
569,Herbst::N,syksy,סתו
570,Winter::N,talvi,חרף
571,Januar::N,tammikuu,ינואר
572,Februar::N,helmikuu,פברואר
573,März::N,maaliskuu,מרץ
574,April::N,huhtikuu,אפריל
575,Mai::N,toukokuu,מאי
576,Juni::N,kesäkuu,יוני
577,Juli::N,heinäkuu,יולי
578,August::N,elokuu,אוגוסט
579,September::N,syyskuu,ספטמבר
580,Oktober::N,lokakuu,אוקטובר
581,November::N,marraskuu,נובמבר
582,Dezember::N,joulukuu,דצמבר
583,Montag::N,maanantai,יום שני
584,Dienstag::N,tiistai,יום שלישי
585,Mittwoch::N,keskiviikko,יום רביעי
586,Donnerstag::N,torstai,יום חמישי
587,Freitag::N,perjantai,יום ששי
588,Samstag::N,lauantai,יום שבת
589,Sonntag::N,sunnuntai,יום ראשון
590,groß::A,iso,גדול
591,groß::A,suuri,גדול
592,klein::A,pieni,קטן
593,lang::A,pitkä,ארך
594,kurz::A,lyhyt,קצר
595,breit::A,leveä,רחב
596,schmal::A,kapea,צר
597,dicht::A,taaja,צפוף
598,dick[Gegenstand]::A,paksu,עבה
599,dünn::A,ohut,דק
600,fein::A,hieno,מעדן
601,fest::A,luja,מוצק
602,flach::A,litteä,שטוח
603,flach::A,tasainen,שטוח
604,glatt::A,sileä,חלק
605,glatt::A,siloinen,חלק
606,hart::A,kova,קשיח
607,weich::A,pehmeä,רך
608,rund::A,pyöreä,עגל
609,spitz::A,terävä,חד
610,scharf::A,terävä,חד
611,stumpf::A,tylsä,קהה
612,schwer::A,raskas,כבד
613,schwer::A,painava,כבד
614,schön::A,kaunis,יפה
615,heiß::A,kuuma,חם
616,warm::A,lämmin,חם
617,kalt::A,kylmä,קר
618,kalt::A,viluinen,קר
619,kühl::A,viileä,צונן
620,frisch::A,tuore,טרי
621,feucht::A,kostea,לח
622,nass::A,märkä,רטוב
623,trocken::A,kuiva,יבש
624,voll::A,täysi,מלא
625,leer::A,tyhjä,ריק
626,offen::A,avonainen,פתוח
627,geschlossen::A,suljettu,סגור
628,sauber::A,puhdas,נקי
629,schmutzig::A,likainen,מלכלך
630,roh::A,raaka,חי
631,reif::A,kypsä,בשל
632,lecker::A,herkullinen,טעים
633,süß::A,makea,מתוק
634,bitter::A,karvas,מר
635,bitter::A,kitkerä,מר
636,sauer::A,hapan,חמוץ
637,hell::A,kirkas,בהיר
638,hell::A,valoisa,בהיר
639,dunkel::A,pimeä,עמום
640,schwarz::A,musta,שחר
641,weiß::A,valkea,לבן
642,rot::A,punainen,אדם
643,gelb::A,keltainen,צהב
644,blau::A,sininen,כחל
645,grün::A,vihreä,ירק
646,grau::A,harmaa,אפר
647,bunt::A,kirjava,צבעוני
648,billig::A,halpa,זול
649,billig::A,huokea,זול
650,teuer::A,kallis,יקר
651,wertvoll::A,arvokas,יקר ערך
652,blind::A,sokea,עור
653,taub::A,kuuro,חרש
654,kräftig::A,väkevä,חסן
655,kräftig::A,voimakas,חסן
656,stark::A,vahva,חזק
657,schwach::A,heikko,חלש
658,fett::A,lihava,שמן
659,schlank::A,hoikka,רזה
660,schlank::A,solakka,רזה
661,hübsch::A,soma,יפה תאר
662,hübsch::A,sievä,יפה תאר
663,böse::A,paha,רשע
664,böse::A,häijy,רשע
665,dumm::A,tyhmä,טפש
666,dumm::A,typerä,טפש
667,faul::A,laiska,עצלן
668,fleißig::A,ahkera,חרוץ
669,geizig::A,saita,קמצן
670,klug::A,älykäs,נבון
671,klug::A,älykäs,פקח
672,geschickt::A,taitava,מימן
673,lieb::A,rakas,יקר
674,lieb::A,rakas,אהוב
675,lustig::A,hauska,עליז
676,lustig::A,iloinen,עליז
677,sanft::A,lauha,עדין
678,sanft::A,lempeä,עדין
679,hungrig::A,nälkäinen,רעב
680,krank::A,sairas,חולה
681,nackt::A,alaston,ערום
682,traurig::A,surullinen,עצוב
683,traurig::A,murheellinen,עצוב
684,lebendig::A,elävä,חי
685,gut::A,hyvä,טוב
686,schlecht::A,paha,גרוע
687,schlecht::A,huono,גרוע
688,richtig::A,oikea,נכון
689,schlimm::A,paha,רע
690,wahr::A,tosi,אמתי
691,alt::A,vanha,ישן
692,neu::A,uusi,חדש
693,ehemalig::A,entinen,לשעבר
694,ehemalig::A,muinainen,לשעבר
695,alt[Lebewesen]::A,vanha,זקן
696,jung::A,nuori,צעיר
697,arm::A,köyhä,עני
698,reich::A,rikas,עשיר
699,bekannt::A,tuttu,ידוע
700,bekannt::A,tunnettu,ידוע
701,berühmt::A,kuuluisa,מפרסם
702,fremd::A,vieras,זר
703,verschieden::A,eri,שונה
704,verschieden::A,erilainen,שונה
705,nah::A,läheinen,קרוב
706,fern::A,etäinen,רחוק
707,linker::A,vasen,שמאלי
708,rechter::A,oikea,ימין
709,anderer::A,muu,אחר
710,anderer::A,toinen,אחר
711,erster::A,ensimmäinen,ראשון
712,zweiter::A,toinen,שני
713,dritter::A,kolmas,שלישי
714,letzter::A,viimeinen,אחרון
715,allein::ADV,yksin,לבד
716,auf einmal::ADV,yhdellä kertaa,בו-זמנית
717,zusammen::ADV,yhdessä,ביחד
718,lange::ADV,kauan,הרבה זמן
719,lange::ADV,pitkään,הרבה זמן
720,plötzlich::ADV,äkkiä,לפתע
721,plötzlich::ADV,äkkiä,פתאום
722,sofort::ADV,heti,מיד
723,später::ADV,myöhemmin,לאחר זמן
724,später::ADV,myöhemmin,יותר מאחר
725,jetzt::ADV,nyt,עכשיו
726,heute::ADV,tänään,היום
727,morgen::ADV,huomenna,מחר
728,bald::ADV,pian,בקרוב
729,dann::ADV,sitten,אחר-כך
730,gestern::ADV,eilen,אתמול
731,einst::ADV,aikanaan,לפנים
732,damals::ADV,silloin,אז
733,damals::ADV,siihen aikaan,אז
734,danach::ADV,sen jälkeen,אחר-כך
735,vorher::ADV,ennen,לפני זה
736,zuerst::ADV,ensin,קדם
737,zuerst::ADV,ensiksi,קדם
738,einmal::ADV,kerran,פעם
739,manchmal::ADV,joskus,לפעמים
740,oft::ADV,usein,לעתים קרובות
741,immer::ADV,aina,תמיד
742,niemals::ADV,ei koskaan,אף פעם
743,hier::ADV,tässä,כאן
744,hier::ADV,täällä,כאן
745,hierhin::ADV,tähän,פה
746,von hier::ADV,tästä,מפה
747,von hier::ADV,täältä,מפה
748,dort::ADV,siinä,שם
749,dort::ADV,siellä,שם
750,dorthin::ADV,sinne,שם
751,dorthin::ADV,tuonne,שם
752,geradeaus::ADV,suoraan,ישר
753,vorwärts::ADV,eteenpäin,קדימה
754,rückwärts::ADV,taaksepäin,לאחור
755,zurück::ADV,takaisin,בחזרה
756,zurück::ADV,takaisin,אחורנית
757,unten::ADV,alhaalla,למטה
758,hinab::ADV,alas,למטה
759,oben::ADV,ylhäällä,מעל
760,oben::ADV,ylhäällä,למעלה
761,hinauf::ADV,ylös,למעלה
762,überall::ADV,kaikkialla,בכל מקום
763,nicht::ADV,ei,לא
764,ein wenig::ADV,vähän,קצת
765,kaum::ADV,tuskin,בקשי
766,sehr::ADV,kovin,מאוד
767,sehr::ADV,oikein,מאוד
768,so::ADV,näin,כך
769,so::ADV,näin,ככה
770,noch::ADV,vielä,עוד
771,noch::ADV,vielä,עדין
772,nur::ADV,vain,רק
773,nur::ADV,ainoastaan,רק
774,schon::ADV,jo,כבר
775,wieder::ADV,taas,שוב
776,wieder::ADV,jälleen,שוב
777,vergebens::ADV,turhaan,לריק
778,vergebens::ADV,turhaan,לשוא
779,vor::PRP,edessä,מול
780,hinter::PRP,takana,מאחורי
781,unter::PRP,alla,מתחת
782,durch::PRP,läpi,דרך
783,durch::PRP,kautta,דרך
784,neben::PRP,vieressä,ליד
785,neben::PRP,vieressä,על-יד
786,zwischen::PRP,välillä,בין
787,wegen::PRP,takia,בשל
788,wegen::PRP,takia,בגלל
789,wegen::PRP,vuoksi,בשל
790,wegen::PRP,vuoksi,בגלל
791,dies::PRN,tämä,זה
792,das::PRN,se,זה
793,alles::PRN,kaikki,הכל
794,ich::PRN,minä,אני
795,du::PRN,sinä,את
796,du::PRN,sinä,אתה
797,er::PRN,hän,הוא
798,wir::PRN,me,אנחנו
799,ihr::PRN,te,לה
800,sie::PRN,he,הם
801,was::FPRN,mikä,מה
